氟化	фторид	氟化	фторид		N;INAN;NOM;MASC;SG
渡假	отпуск	渡假	отпуск	V	N;INAN;NOM;MASC;SG
驚訝	удивлена	驚訝	удивленный	N	V;PFV;FEM;SG;PST;V.PTCP;PASS
驚訝	удивил	驚訝	удивить	N	V;PFV;MASC;IND;SG;PST;FIN;ACT
驚訝	удивлён	驚訝	удивленный	N	ADJ;MASC;SG
驚訝	удивлен	驚訝	удивить	N	V;PFV;MASC;SG;PST;V.PTCP;PASS
殘骸	разрушить	殘骸	разрушить	N	V;PFV;NFIN;ACT
幾內亞	гвинеи	幾內亞	гвинец	PROPN	N;INAN;NOM;FEM;PL
幾內亞	гвинея	幾內亞	гвинее	PROPN	N;INAN;NOM;FEM;SG
幾內亞	гвинею	幾內亞	гвинее	PROPN	N;INAN;ACC;FEM;SG
幾內亞	гвинее	幾內亞	гвинее	PROPN	N;INAN;DAT;FEM;SG
付款	оплата	付款	оплата	V	N;INAN;NOM;FEM;SG
付款	выплаты	付款	выплата	V	N;INAN;NOM;FEM;PL
付款	платежи	付款	платеж	V	N;INAN;NOM;MASC;PL
付款	выплаты	付款	выплата	V	N;INAN;NOM;FEM;PL
付款	оплата	付款	оплата	V	N;INAN;NOM;FEM;SG
付款	платежи	付款	платеж	V	N;INAN;NOM;MASC;PL
付款	выплата	付款	выплата	V	N;INAN;NOM;FEM;SG
付款	платеж	付款	платеж	V	N;INAN;NOM;MASC;SG
付款	оплаты	付款	оплата	V	N;INAN;GEN;FEM;SG
白	серебро	白	серебро	PROPN	N;INAN;NOM;NEUT;SG
白	серебряный	白	серебряный	PROPN	ADJ;NOM;MASC;SG
白	сильвер	白	сильвер	PROPN	N;ANIM;NOM;MASC;SG
面部	лицевой	面部	лицевой	N	ADJ;NOM;MASC;SG
共生	симбиотические	共生	симбиотический	V	ADJ;NOM;PL
共生	симбиоз	共生	симбиоз	V	N;INAN;NOM;MASC;SG
厭惡	противно	厭惡	противный	V	ADJ;NEUT;SG
厭惡	отвращения	厭惡	отвращение	V	N;INAN;GEN;NEUT;SG
厭惡	отвращение	厭惡	отвращение	V	N;INAN;NOM;NEUT;SG
厭惡	отвращение	厭惡	отвращение	V	N;INAN;NOM;NEUT;SG
師父	master	師父	master	N	PROPN
瑞穗	мидзухо	瑞穗	мидзухо	PROPN	
寶寶	baby	寶寶	baby	N	PROPN
綠黨	зелёные	綠黨	зеленый	N	ADJ;NOM;PL
無畏	бесстрашный	無畏	бесстрашный	V	ADJ;NOM;MASC;SG
精華	сущность	精華	сущность		N;INAN;NOM;FEM;SG
精華	суть	精華	суть		N;INAN;NOM;FEM;SG
蟒	python	蟒	python	N	PROPN
發起	инициаторов	發起	инициатор	V	N;ANIM;GEN;MASC;PL
發起	инициатором	發起	инициатор	V	N;ANIM;INS;MASC;SG
口語	говорил	口語	говорить	N	V;IPFV;MASC;IND;SG;PST;FIN;ACT
代理	учреждение	代理	учреждение	V	N;INAN;NOM;NEUT;SG
代理	агентства	代理	агентство	V	N;INAN;NOM;NEUT;PL
代理	агенство	代理	агенство	V	N;INAN;NOM;NEUT;SG
代理	агентство	代理	агентство	V	N;INAN;NOM;NEUT;SG
代理	агентов	代理	агент	V	N;ANIM;GEN;MASC;PL
代理	агенты	代理	агент	V	N;ANIM;NOM;MASC;PL
代理	агент	代理	агент	V	N;ANIM;NOM;MASC;SG
舒適	утешение	舒適	утешение	ADJ	N;INAN;NOM;NEUT;SG
舒適	комфорт	舒適	комфорт	ADJ	N;INAN;NOM;MASC;SG
充電	обвинение	充電	обвинение	V	N;INAN;NOM;NEUT;SG
充電	заряд	充電	заряд	V	N;INAN;NOM;MASC;SG
充電	зарядки	充電	зарядка	V	N;INAN;NOM;FEM;PL
充電	заряд	充電	заряд	V	N;INAN;NOM;MASC;SG
飛翔	лети	飛翔	лето	N	V;IPFV;IMP;SG;2;FIN;ACT
飛翔	летать	飛翔	летать	N	V;IPFV;NFIN;ACT
飛翔	летать	飛翔	летать	N	V;IPFV;NFIN;ACT
電纜	кабельное	電纜	кабельный	N	ADJ;NOM;NEUT;SG
少數	меньшинства	少數	меньшинство	ADJ	N;INAN;NOM;NEUT;PL
少數	меньшинство	少數	меньшинство	ADJ	N;INAN;NOM;NEUT;SG
少數	меньшинств	少數	меньшинство	ADJ	N;INAN;GEN;NEUT;PL
少數	меньшинства	少數	меньшинство	ADJ	N;INAN;NOM;NEUT;PL
無聊	скучно	無聊	скучный	V	ADJ;NEUT;SG
無聊	скучная	無聊	скучный	V	ADJ;NOM;FEM;SG
無聊	скучный	無聊	скучный	V	ADJ;NOM;MASC;SG
無聊	скучно	無聊	скучный	V	ADJ;NEUT;SG
藉口	оправдания	藉口	оправдание		N;INAN;NOM;NEUT;PL
造船	верфи	造船	верфь	V	N;INAN;NOM;FEM;PL
供給	поставки	供給	поставка	V	N;INAN;NOM;FEM;PL
供給	снабжение	供給	снабжение	V	N;INAN;NOM;NEUT;SG
供給	поставка	供給	поставка	V	N;INAN;NOM;FEM;SG
請願	петиций	請願	петиция	V	N;INAN;GEN;FEM;PL
請願	петиции	請願	петиция	V	N;INAN;NOM;FEM;PL
請願	петиции	請願	петиция	V	N;INAN;NOM;FEM;PL
請願	петицию	請願	петиция	V	N;INAN;ACC;FEM;SG
偽造	подделка	偽造	подделка	V	N;INAN;NOM;FEM;SG
偽造	подделки	偽造	подделка	V	N;INAN;NOM;FEM;PL
偽造	поддельных	偽造	поддельный	V	ADJ;GEN;PL
好奇	любопытство	好奇	любопытство	ADJ	N;INAN;NOM;NEUT;SG
好奇	любопытство	好奇	любопытство	ADJ	N;INAN;NOM;NEUT;SG
放逐	изгнании	放逐	изгнание	V	N;INAN;ESS;NEUT;SG
放逐	изгнание	放逐	изгнание	V	N;INAN;NOM;NEUT;SG
口述	диктует	口述	диктовать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
打壓	репрессии	打壓	репрессия	V	N;INAN;NOM;FEM;PL
打壓	репрессий	打壓	репрессия	V	N;INAN;GEN;FEM;PL
打壓	подавление	打壓	подавление	V	N;INAN;NOM;NEUT;SG
打壓	пресечения	打壓	пресечение	V	N;INAN;NOM;NEUT;PL
波浪	волнистые	波浪	волнистый	N	ADJ;NOM;PL
超	сверхъестественное	超	сверхъестественный	PROPN	ADJ;NOM;NEUT;SG
成龍	джеки	成龍	джек	PROPN	N;ANIM;NOM;MASC;SG
猶太	еврейские	猶太	еврейский	PROPN	ADJ;NOM;PL
猶太	еврейский	猶太	еврейский	PROPN	ADJ;NOM;MASC;SG
猶太	еврейских	猶太	еврейский	PROPN	ADJ;GEN;PL
猶太	еврейская	猶太	еврейский	PROPN	ADJ;NOM;FEM;SG
猶太	еврей	猶太	еврей	PROPN	N;ANIM;NOM;MASC;SG
猶太	евреи	猶太	еврей	PROPN	N;ANIM;NOM;MASC;PL
猶太	иудаизм	猶太	иудаизм	PROPN	N;INAN;NOM;MASC;SG
小澤	одзава	小澤	одзав	PROPN	
凜	рин	凜	рин	PROPN	N;ANIM;NOM;FEM;SG
愛人	возлюбленный	愛人	возлюбленный	N	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
演示	демонстрация	演示	демонстрация	V	N;INAN;NOM;FEM;SG
演示	демо	演示	демо	V	ADV
演示	демонстрация	演示	демонстрация	V	N;INAN;NOM;FEM;SG
演示	демонстрацию	演示	демонстрация	V	N;INAN;ACC;FEM;SG
演示	демонстрации	演示	демонстрация	V	N;INAN;NOM;FEM;PL
游擊	партизанские	游擊	партизанский	N	ADJ;NOM;PL
游擊	партизанского	游擊	партизанский	N	ADJ;GEN;MASC;SG
定罪	убеждения	定罪	убеждение	V	N;INAN;NOM;NEUT;PL
定罪	убеждение	定罪	убеждение	V	N;INAN;NOM;NEUT;SG
定罪	осуждение	定罪	осуждение	V	N;INAN;NOM;NEUT;SG
定罪	убежденность	定罪	убежденность	V	N;INAN;NOM;FEM;SG
聘用	наем	聘用	мы	V	N;INAN;NOM;MASC;SG
聘用	найма	聘用	наем	V	N;INAN;GEN;MASC;SG
盒子	box	盒子	box	N	PROPN
勉強	еле	勉強	еле	N	PART
勉強	едва	勉強	едва	N	PART
液態	жидкий	液態	жидкий	N	ADJ;NOM;MASC;SG
棄權	отказ	棄權	отказ	V	N;INAN;NOM;MASC;SG
博弈	game	博弈	game	V	PROPN
博弈	игра	博弈	игра	V	N;INAN;NOM;FEM;SG
製造	производство	製造	производство	V	N;INAN;NOM;NEUT;SG
製造	изготовление	製造	изготовление	V	N;INAN;NOM;NEUT;SG
製造	производство	製造	производство	V	N;INAN;NOM;NEUT;SG
製造	изготовление	製造	изготовление	V	N;INAN;NOM;NEUT;SG
解雇	увольнения	解雇	увольнение	V	N;INAN;NOM;NEUT;PL
解雇	увольнение	解雇	увольнение	V	N;INAN;NOM;NEUT;SG
狙擊	снайпера	狙擊	снайпер	V	N;ANIM;ACC;MASC;SG
狙擊	снайпер	狙擊	снайпер	V	N;ANIM;NOM;MASC;SG
評判	осуждаю	評判	осуждать	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
奉獻	посвященный	奉獻	посвятить	N	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
奉獻	выделенный	奉獻	выделить	N	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
清新	свежее	清新	свежий	N	ADJ;NOM;NEUT;SG
清新	свежий	清新	свежий	N	ADJ;NOM;MASC;SG
清新	свежая	清新	свежий	N	ADJ;NOM;FEM;SG
清新	свежие	清新	свежий	N	ADJ;NOM;PL
寧	нинбо	寧	нинбо	PROPN	N;INAN;NOM;MASC;SG
升起	подъем	升起	подъем	V	N;INAN;NOM;MASC;SG
憂鬱	мрачные	憂鬱	мрачный	N	ADJ;NOM;PL
創始	основание	創始	основание	V	N;INAN;NOM;NEUT;SG
詐騙	мошенничества	詐騙	мошенничество	V	N;INAN;NOM;NEUT;PL
詐騙	мошенничество	詐騙	мошенничество	V	N;INAN;NOM;NEUT;SG
詐騙	афера	詐騙	афера	V	N;INAN;NOM;FEM;SG
詐騙	мошенничество	詐騙	мошенничество	V	N;INAN;NOM;NEUT;SG
偷渡	контрабанду	偷渡	контрабанда	V	N;INAN;ACC;FEM;SG
偷渡	контрабанда	偷渡	контрабанда	V	N;INAN;NOM;FEM;SG
偷渡	контрабанды	偷渡	контрабанда	V	N;INAN;NOM;FEM;PL
任用	назначения	任用	назначение	V	N;INAN;NOM;NEUT;PL
任用	назначение	任用	назначение	V	N;INAN;NOM;NEUT;SG
黃蜂	wasp	黃蜂	wasp	N	PROPN
反彈	bounce	反彈	bounce	V	PROPN
姿勢	создают	姿勢	создавать	N	V;IPFV;IND;PL;3;PRS;FIN;ACT
離散	отдельных	離散	отдельный	N	ADJ;GEN;PL
週	чт	週	чт	N	
黨派	партизанского	黨派	партизанский	N	ADJ;GEN;MASC;SG
協奏	концерт	協奏	концерт	V	N;INAN;NOM;MASC;SG
希伯	иврит	希伯	иврит	PROPN	N;INAN;NOM;MASC;SG
希伯	еврейский	希伯	еврейский	PROPN	ADJ;NOM;MASC;SG
電子	email	電子	email	N	PROPN
高能	энергичные	高能	энергичный	N	ADJ;NOM;PL
高能	энергично	高能	энергично	N	ADV
招聘	вербовки	招聘	вербовка	V	N;INAN;NOM;FEM;PL
招聘	набор	招聘	набор	V	N;INAN;NOM;MASC;SG
招聘	вербовка	招聘	вербовка	V	N;INAN;NOM;FEM;SG
招聘	наем	招聘	мы	V	N;INAN;NOM;MASC;SG
招聘	найма	招聘	наем	V	N;INAN;GEN;MASC;SG
加	ускорения	加	ускорение	V	N;INAN;NOM;NEUT;PL
加	ускорение	加	ускорение	V	N;INAN;NOM;NEUT;SG
喇叭	хорн	喇叭	хорна	N	
貝勒	белль	貝勒	белль	PROPN	N;ANIM;NOM;FEM;SG
貝勒	бэйлор	貝勒	бэйлор	PROPN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
不平	неравенства	不平	неравенство	ADJ	N;INAN;NOM;NEUT;PL
不平	неравенство	不平	неравенство	ADJ	N;INAN;NOM;NEUT;SG
不平	неравенства	不平	неравенство	ADJ	N;INAN;NOM;NEUT;PL
不平	неравенство	不平	неравенство	ADJ	N;INAN;NOM;NEUT;SG
開花	цветения	開花	цветение	V	N;INAN;NOM;NEUT;PL
開花	блум	開花	блум	V	PART
廉價	дешевые	廉價	дешевый	N	ADJ;NOM;PL
廉價	недорого	廉價	недорого	N	ADV
廉價	дешевая	廉價	дешевый	N	ADJ;NOM;FEM;SG
廉價	дешевый	廉價	дешевый	N	ADJ;NOM;MASC;SG
收養	принятия	收養	принятие	V	N;INAN;GEN;NEUT;SG
收養	принятие	收養	принятие	V	N;INAN;NOM;NEUT;SG
收養	усыновление	收養	усыновление	V	N;INAN;NOM;NEUT;SG
收養	усыновления	收養	усыновление	V	N;INAN;NOM;NEUT;PL
快車	express	快車	express	N	PROPN
快車	выразить	快車	выразить	N	V;PFV;NFIN;ACT
重現	повторение	重現	повторение	V	N;INAN;NOM;NEUT;SG
重現	повторения	重現	повторение	V	N;INAN;NOM;NEUT;PL
彌撒	массового	彌撒	массовый	N	ADJ;GEN;NEUT;SG
兩	амфибий	兩	амфибия	NUM	N;INAN;GEN;FEM;PL
剝奪	лишения	剝奪	лишение	V	N;INAN;NOM;NEUT;PL
剝奪	лишение	剝奪	лишение	V	N;INAN;NOM;NEUT;SG
後援	резервный	後援	резервный	N	ADJ;NOM;MASC;SG
鼓舞	вдохновляет	鼓舞	вдохновлять	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
不法	противоправные	不法	противоправный	V	ADJ;NOM;PL
不法	неправомерное	不法	неправомерный	V	ADJ;NOM;NEUT;SG
定性	качественных	定性	качественный	N	ADJ;GEN;PL
定性	качественное	定性	качественный	N	ADJ;NOM;NEUT;SG
定性	качественные	定性	качественный	N	ADJ;NOM;PL
定性	качественная	定性	качественный	N	ADJ;NOM;FEM;SG
定性	качественный	定性	качественный	N	ADJ;NOM;MASC;SG
讀取	чтения	讀取	чтение	V	N;INAN;NOM;NEUT;PL
讀取	чтение	讀取	чтение	V	N;INAN;NOM;NEUT;SG
調動	перераспределения	調動	перераспределение	V	N;INAN;NOM;NEUT;PL
調動	перераспределение	調動	перераспределение	V	N;INAN;NOM;NEUT;SG
調動	мобилизация	調動	мобилизация	V	N;INAN;NOM;FEM;SG
調動	мобилизации	調動	мобилизация	V	N;INAN;NOM;FEM;SG
調動	мобилизация	調動	мобилизация	V	N;INAN;NOM;FEM;SG
調動	мобильность	調動	мобильность	V	N;INAN;NOM;FEM;SG
調動	мобильности	調動	мобильность	V	N;INAN;NOM;FEM;PL
獨唱	соло	獨唱	соло	N	
十字	crusade	十字	crusade	N	PROPN
不敗	непобедимый	不敗	непобедимый	N	ADJ;NOM;MASC;SG
神龍	dragon	神龍	dragon	N	PROPN
希臘	греческая	希臘	греческий	PROPN	ADJ;NOM;FEM;SG
希臘	греки	希臘	грек	PROPN	N;ANIM;NOM;MASC;PL
希臘	греков	希臘	грек	PROPN	N;ANIM;GEN;MASC;PL
希臘	греческий	希臘	греческий	PROPN	ADJ;NOM;MASC;SG
紫外	ультрафиолетового	紫外	ультрафиолетовый	N	ADJ;GEN;MASC;SG
投注	ставки	投注	ставка	V	N;INAN;NOM;FEM;PL
孤獨	одинокая	孤獨	одинокий	N	ADJ;NOM;FEM;SG
孤獨	одиноко	孤獨	одиноко	N	ADV
孤獨	одинокий	孤獨	одинокий	N	ADJ;NOM;MASC;SG
孤獨	одинок	孤獨	одинокий	N	ADJ;MASC;SG
單字	word	單字	word	N	PROPN
老	ветеран	老	ветеран	PART	N;ANIM;NOM;MASC;SG
老	ветеранов	老	ветеран	PART	N;ANIM;GEN;MASC;PL
天秤	весы	天秤	весы	PROPN	N;INAN;NOM;MASC;PL
駕駛	кабине	駕駛	кабина	V	N;INAN;DAT;FEM;SG
甘地	ганди	甘地	ганди	PROPN	N;ANIM;NOM;MASC;SG
救護	скорую	救護	скорый	V	ADJ;ACC;FEM;SG
救護	скорая	救護	скорая	V	ADJ;NOM;FEM;SG
加法	добавка	加法	добавка	V	N;INAN;NOM;FEM;SG
提問	вопрос	提問	вопрос	V	N;INAN;NOM;MASC;SG
遼寧	ляонин	遼寧	ляонин	PROPN	N;INAN;NOM;MASC;SG
袋鼠	валлаби	袋鼠	валлаби	N	
弱勢	уязвимые	弱勢	уязвимый	N	ADJ;NOM;PL
弱勢	уязвимых	弱勢	уязвимый	N	ADJ;GEN;PL
開羅	каир	開羅	каир	PROPN	N;INAN;NOM;MASC;SG
開羅	каире	開羅	каир	PROPN	N;INAN;NOM;MASC;SG
不	дискомфорт	不	дискомфорт	ADV;NEG	N;INAN;NOM;MASC;SG
服從	подчинение	服從	подчинение	V	N;INAN;NOM;NEUT;SG
服從	послушание	服從	послушание	V	N;INAN;NOM;NEUT;SG
服從	покорность	服從	покорность	V	N;INAN;NOM;FEM;SG
水力	гидравлических	水力	гидравлический	N	ADJ;GEN;PL
向	подсолнечника	向	подсолнечник	ADP	N;INAN;GEN;MASC;SG
轉讓	перенос	轉讓	перенос	V	N;INAN;NOM;MASC;SG
轉讓	трансфер	轉讓	трансфер	V	N;INAN;NOM;MASC;SG
轉讓	передача	轉讓	передача	V	N;INAN;NOM;FEM;SG
轉讓	задание	轉讓	задание	V	N;INAN;NOM;NEUT;SG
轉讓	уступка	轉讓	уступка	V	N;INAN;NOM;FEM;SG
轉讓	уступки	轉讓	уступка	V	N;INAN;NOM;FEM;PL
轉讓	задания	轉讓	задание	V	N;INAN;NOM;NEUT;PL
轉讓	передачи	轉讓	передача	V	N;INAN;NOM;FEM;PL
轉讓	переводы	轉讓	перевод	V	N;INAN;NOM;MASC;PL
反對	оппозиции	反對	оппозиция	V	N;INAN;NOM;FEM;SG
反對	оппозиция	反對	оппозиция	V	N;INAN;NOM;FEM;SG
反對	противодействие	反對	противодействие	V	N;INAN;NOM;NEUT;SG
反對	противостояние	反對	противостояние	V	N;INAN;NOM;NEUT;SG
冒犯	оскорбительно	冒犯	оскорбительно	V	ADJ;NEUT;SG
冒犯	наступательных	冒犯	наступательный	V	ADJ;GEN;PL
冒犯	наступление	冒犯	наступление	V	N;INAN;NOM;NEUT;SG
緯度	лат	緯度	латинский	N	
靈活	гибкость	靈活	гибкость	ADJ	N;INAN;NOM;FEM;SG
靈活	гибко	靈活	гибко	ADJ	ADV
靈活	гибкость	靈活	гибкость	ADJ	N;INAN;NOM;FEM;SG
薩姆	сэм	薩姆	сэм	PROPN	N;ANIM;NOM;MASC;SG
扣留	удержание	扣留	удержание	V	N;INAN;NOM;NEUT;SG
凍結	замораживание	凍結	замораживание	V	N;INAN;NOM;NEUT;SG
凍結	замораживания	凍結	замораживание	V	N;INAN;NOM;NEUT;PL
凍結	замораживание	凍結	замораживание	V	N;INAN;NOM;NEUT;SG
凍結	замораживания	凍結	замораживание	V	N;INAN;NOM;NEUT;PL
副	копирование	副	копирование	PART	N;INAN;NOM;NEUT;SG
副	скопировать	副	копировать	PART	V;PFV;NFIN;ACT
副	копировать	副	копировать	PART	V;IPFV;NFIN;ACT
副	копия	副	копия	PART	N;INAN;NOM;FEM;SG
副	копии	副	копия	PART	N;INAN;NOM;FEM;PL
副	копий	副	копия	PART	N;INAN;GEN;FEM;PL
副	экземпляры	副	экземпляр	PART	N;INAN;NOM;MASC;PL
停工	локаут	停工	локать	V	N;INAN;NOM;MASC;SG
橫向	горизонтальные	橫向	горизонтальный	N	ADJ;NOM;PL
橫向	горизонтальной	橫向	горизонтальный	N	ADJ;INS;FEM;SG
橫向	боковой	橫向	боковой	N	ADJ;NOM;MASC;SG
水壩	дам	水壩	дать	N	
典範	образцовое	典範	образцовый	N	ADJ;NOM;NEUT;SG
雄心	амбициозных	雄心	амбициозный	N	ADJ;GEN;PL
癱瘓	парализовать	癱瘓	парализовать	N	V;IPFV;NFIN;ACT
癱瘓	парализован	癱瘓	парализовать	N	V;PFV;MASC;SG;PST;V.PTCP;PASS
開關	переключатели	開關	переключатель	V	N;INAN;NOM;MASC;PL
開關	переключатель	開關	переключатель	V	N;INAN;NOM;MASC;SG
開關	переключение	開關	переключение	V	N;INAN;NOM;NEUT;SG
填寫	заполнения	填寫	заполнение	V	N;INAN;NOM;NEUT;PL
扣除	вычета	扣除	вычет	V	N;INAN;GEN;MASC;SG
以色列	израильтян	以色列	израильтянин	PROPN	N;ANIM;GEN;MASC;PL
以色列	израильтяне	以色列	израильтянин	PROPN	N;ANIM;NOM;MASC;PL
錄取	допуск	錄取	допуск	V	N;INAN;NOM;MASC;SG
肯亞	кении	肯亞	кения	PROPN	N;INAN;NOM;FEM;PL
肯亞	кения	肯亞	кений	PROPN	N;INAN;NOM;FEM;SG
肯亞	кению	肯亞	кений	PROPN	N;INAN;ACC;FEM;SG
扔	бросок	扔	бросок	V	N;INAN;NOM;MASC;SG
巧合	совпадение	巧合	совпадение		N;INAN;NOM;NEUT;SG
代謝	метаболизм	代謝	метаболизм	V	N;INAN;NOM;MASC;SG
代謝	метаболические	代謝	метаболический	V	ADJ;NOM;PL
大	громко	大	громко	PART	ADV
大	громкий	大	громкий	PART	ADJ;NOM;MASC;SG
堪薩斯	канзас	堪薩斯	канзас	PROPN	N;INAN;NOM;MASC;SG
進食	кормление	進食	кормление	V	N;INAN;NOM;NEUT;SG
上線	онлайн	上線	онлайн	V	ADV
上線	online	上線	online	V	PROPN
涅槃	nirvana	涅槃	nirvana	N	PROPN
老年	пожилые	老年	пожилой	N	ADJ;NOM;PL
煎	срю	煎	срой	N	
遙控	дистанционное	遙控	дистанционнный	N	ADJ;NOM;NEUT;SG
遙控	дистанционного	遙控	дистанционный	N	ADJ;GEN;MASC;SG
輝煌	блестяще	輝煌	блестяще	N	ADV
輝煌	гениально	輝煌	гениально	N	ADJ;NEUT;SG
輝煌	блестящий	輝煌	блестящий	N	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
多餘	дополнительные	多餘	дополнительный	ADV	ADJ;NOM;PL
多餘	дополнительное	多餘	дополнительный	ADV	ADJ;NOM;NEUT;SG
多餘	дополнительная	多餘	дополнительный	ADV	ADJ;NOM;FEM;SG
多餘	лишнее	多餘	лишний	ADV	ADJ;NOM;NEUT;SG
多餘	излишним	多餘	излишний	ADV	ADJ;INS;NEUT;SG
多餘	излишним	多餘	излишний	ADV	ADJ;INS;NEUT;SG
多餘	избыток	多餘	избыток	ADV	N;INAN;NOM;MASC;SG
多餘	превышение	多餘	превышение	ADV	N;INAN;NOM;NEUT;SG
多餘	излишки	多餘	излишек	ADV	N;INAN;NOM;MASC;PL
受害	жертвы	受害	жертва	V	N;ANIM;NOM;FEM;PL
受害	жертва	受害	жертва	V	N;INAN;NOM;FEM;SG
美學	эстетических	美學	эстетический	N	ADJ;GEN;PL
季刊	ежеквартально	季刊	ежеквартально	N	ADV
上級	высшего	上級	высший	N	ADJ;GEN;NEUT;SG
震動	тремор	震動	тремор	V	N;INAN;NOM;MASC;SG
震動	вибрации	震動	вибрация	V	N;INAN;NOM;FEM;PL
病理	патологических	病理	патологический	N	ADJ;GEN;PL
堅決	решительная	堅決	решительный	ADV	ADJ;NOM;FEM;SG
堅決	решительные	堅決	решительный	ADV	ADJ;NOM;PL
堅決	решительный	堅決	решительный	ADV	ADJ;NOM;MASC;SG
嫌犯	подозреваемый	嫌犯	подозреваемый	N	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
妨礙	препятствие	妨礙	препятствие	V	N;INAN;NOM;NEUT;SG
埋伏	засада	埋伏	засад	V	N;INAN;NOM;FEM;SG
埋伏	засады	埋伏	засада	V	N;INAN;NOM;FEM;PL
抵押	залога	抵押	залог	V	N;INAN;GEN;MASC;SG
抵押	ипотечных	抵押	ипотечный	V	ADJ;GEN;PL
大	щедро	大	щедро	ADJ	ADV
大	щедрость	大	щедрость	ADJ	N;INAN;NOM;FEM;SG
扣押	припадок	扣押	припадок	V	N;INAN;NOM;MASC;SG
扣押	захват	扣押	захват	V	N;INAN;NOM;MASC;SG
扣押	ареста	扣押	арест	V	N;INAN;GEN;MASC;SG
美化	ландшафт	美化	ландшафт	V	N;INAN;NOM;MASC;SG
配方	formula	配方	formula	N	PROPN
備忘	меморандум	備忘	меморандум	V	N;INAN;NOM;MASC;SG
許可	лицензия	許可	лицензия	V	N;INAN;NOM;FEM;SG
許可	лицензии	許可	лицензия	V	N;INAN;NOM;FEM;PL
許可	разрешения	許可	разрешение	V	N;INAN;NOM;NEUT;PL
許可	лицензия	許可	лицензия	V	N;INAN;NOM;FEM;SG
許可	лицензии	許可	лицензия	V	N;INAN;NOM;FEM;PL
許可	лицензий	許可	лицензия	V	N;INAN;GEN;FEM;PL
合法	легализации	合法	легализация	V	N;INAN;NOM;FEM;SG
合法	легализации	合法	легализация	V	N;INAN;NOM;FEM;SG
巴塞隆納	барселона	巴塞隆納	барселон	PROPN	N;INAN;NOM;FEM;SG
強硬	крутой	強硬	крутой	N	ADJ;NOM;MASC;SG
強硬	жесткий	強硬	жесткий	N	ADJ;NOM;MASC;SG
強硬	жестко	強硬	жестко	N	ADV
強硬	жесткая	強硬	жесткий	N	ADJ;NOM;FEM;SG
突變	мутант	突變	мутант	V	N;ANIM;NOM;MASC;SG
突變	мутации	突變	мутация	V	N;INAN;NOM;FEM;PL
突變	мутации	突變	мутация	V	N;INAN;NOM;FEM;PL
高	зенитной	高	зенитный	PART	ADJ;INS;FEM;SG
塞內加爾	сенегала	塞內加爾	сенегал	PROPN	N;INAN;GEN;MASC;SG
塞內加爾	сенегале	塞內加爾	сенегал	PROPN	N;INAN;DAT;MASC;SG
塞內加爾	сенегал	塞內加爾	сенегал	PROPN	N;INAN;NOM;MASC;SG
琥珀	эмбер	琥珀	эмбер	PROPN	N;ANIM;NOM;FEM;SG
插座	socket	插座	socket	N	PROPN
聖徒	святые	聖徒	святой	N	ADJ;NOM;PL
象牙	айвори	象牙	айворь	PROPN	N;INAN;NOM;MASC;SG
墜落	падение	墜落	падение	V	N;INAN;NOM;NEUT;SG
活潑	живая	活潑	живой	N	ADJ;NOM;FEM;SG
活潑	живые	活潑	живой	N	ADJ;NOM;PL
自焚	самосожжение	自焚	самосожжение	V	N;INAN;NOM;NEUT;SG
漂	плавающих	漂	плавать	N	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
失明	слепота	失明	слепота	V	N;INAN;NOM;FEM;SG
白雪	снежный	白雪	снежный	N	ADJ;NOM;MASC;SG
神田	канда	神田	канда	PROPN	
突尼西亞	тунисе	突尼西亞	тунис	PROPN	N;INAN;DAT;MASC;SG
突尼西亞	тунис	突尼西亞	тунис	PROPN	N;INAN;NOM;MASC;SG
突尼西亞	туниса	突尼西亞	тунис	PROPN	N;INAN;GEN;MASC;SG
突尼西亞	тунисе	突尼西亞	тунис	PROPN	N;INAN;DAT;MASC;SG
突尼西亞	тунис	突尼西亞	тунис	PROPN	N;INAN;NOM;MASC;SG
平野	хирано	平野	хирано	PROPN	
縱火	поджог	縱火	поджог	V	N;INAN;NOM;MASC;SG
族裔	этнических	族裔	этнический	N	ADJ;GEN;PL
族裔	этническая	族裔	этнический	N	ADJ;NOM;FEM;SG
族裔	этнический	族裔	этнический	N	ADJ;NOM;MASC;SG
正直	целостности	正直	целостность	ADJ	N;INAN;NOM;FEM;SG
正直	целостность	正直	целостность	ADJ	N;INAN;NOM;FEM;SG
正直	добросовестность	正直	добросовестность	ADJ	N;INAN;NOM;FEM;SG
傷心	грустная	傷心	грустный	N	ADJ;NOM;FEM;SG
傷心	печально	傷心	печальный	N	ADJ;NEUT;SG
傷心	грустный	傷心	грустный	N	ADJ;NOM;MASC;SG
傷心	грустно	傷心	грустный	N	ADJ;NEUT;SG
今夜	сегодня	今夜	сегодня	N	ADV
