arsenal	arsenalul	arsenal	arsenal	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
blesk	fulgerul	blesk	fulger	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
blesk	fulger	blesk	fulger	N;INAN;NOM;MASC;SG;POS	
edgar	edgar	edgar	edgar	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
koni	calul	kůň	cal	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
koni	horse	kůň	horsă	N;ANIM;NOM;MASC;SG;POS	
chu	chu	chu	chu	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
mir	mir	mir	mir	PROPN;INAN;NOM;MASC;SG;POS	
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
maximum	maximă	maximum	maxim	N;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
maximum	maxima	maximum	maxim	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
maximum	maxim	maximum	maxim	N;NOM;NEUT;SG;POS	ADJ;INDF;MASC;SG
třináct	treisprezece	třináct	treisprezece	NUM;NOM;SG	NUM;PL
třináct	thirteen	třináct	thirteen	NUM;NOM;SG	PROPN
melo	melo	melo	melo	N;NOM;MASC;SG;POS	PROPN
diskografie	discografia	diskografie	discografie	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
tváře	obrajii	tvář	obraz	N;NOM;FEM;PL;POS	N;DEF;MASC;PL
vinné	tartric	vinný	tartric	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
optické	optice	optický	optic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
optické	optică	optický	optic	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
úpadek	refuză	úpadek	refuza	N;INAN;NOM;MASC;SG;POS	V;IND;SG;3;PST;FIN
úpadek	declinul	úpadek	declin	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
úpadek	falimentul	úpadek	faliment	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
vystaven	expuse	vystavený	expune	ADJ;MASC;SG;POS;V.PTCP;PASS	V;IND;PL;3;PST;FIN
hollywood	hollywood	hollywood	hollywood	N;NOM;FEM;SG;POS	PROPN
houston	houston	houston	houston	PROPN;INAN;NOM;MASC;SG;POS	PROPN
ovlivněna	influentat	ovlivněný	influenta	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
ovlivněna	influențat	ovlivněný	influența	ADJ;POS;V.PTCP;PASS	ADJ;INDF;MASC;SG
jakob	jakob	jakob	jakob	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
molekulární	moleculare	molekulární	moleculare	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
molekulární	moleculară	molekulární	molecular	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
jámy	groapa	jáma	groapă	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
jámy	groapă	jáma	groapă	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
jámy	pit	jáma	pit	N;NOM;FEM;PL;POS	
gott	gott	gott	gott	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
vlasů	păr	vlas	păr	N;INAN;GEN;MASC;PL;POS	N;INDF;MASC;SG
vlasů	par	vlas	părea	N;INAN;GEN;MASC;PL;POS	V;IND;PL;3;PRS;FIN
vlasů	parul	vlas	par	N;INAN;GEN;MASC;PL;POS	N;DEF;MASC;SG
vlasů	părul	vlas	păr	N;INAN;GEN;MASC;PL;POS	N;DEF;MASC;SG
izolace	izolare	izolace	izolare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
izolace	izolarea	izolace	izolare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
kyslík	oxigenul	kyslík	oxigen	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
riga	riga	riga	riga	PROPN;NOM;FEM;SG;POS	PROPN
money	banii	money	ban	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;PL
money	bani	money	ban	N;INAN;NOM;MASC;SG;POS	N;INDF;MASC;PL
colin	colin	colina	colin	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
skotské	scotch	skotský	scotch	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
sochu	statuia	socha	statuie	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
sochu	statuie	socha	statuie	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
mánes	mánes	mánes	mánes	N;NOM;FEM;PL;POS	PROPN
modifikace	modificarea	modifikace	modificare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
modifikace	modificare	modifikace	modificare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
modifikace	modificări	modifikace	modificare	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
indonésie	indonezia	indonésie	indonezie	N;NOM;FEM;SG;POS	PROPN
synagogy	sinagogă	synagoga	sinagogă	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
kriminální	infractor	kriminální	infractor	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
kriminální	criminală	kriminální	criminal	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
kriminální	criminal	kriminální	criminal	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
kriminální	penal	kriminální	penal	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
předávání	transmitere	předávání	transmitere	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
předávání	transmisie	předávání	transmisie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
předávání	transmiterea	předávání	transmitere	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
předávání	transmisiune	předávání	transmisiune	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
slovinské	slovenă	slovinský	sloven	ADJ;NOM;FEM;PL;POS	N;INDF;FEM;SG
slovinské	slovenă	slovinský	sloven	ADJ;NOM;FEM;PL;POS	N;INDF;FEM;SG
slovinské	sloven	slovinský	sloven	ADJ;NOM;FEM;PL;POS	ADJ;INDF;MASC;SG
loďstvo	flotei	loďstvo	flotă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
loďstvo	flota	loďstvo	flotă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
loďstvo	flotă	loďstvo	flotă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
standardy	standardele	standard	standard	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
had	sarpele	had	sarpea	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
štíty	scuturile	štít	scut	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
využívané	exploatată	využívaný	exploata	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;FEM;SG
využívané	exploatat	využívaný	exploata	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;MASC;SG
nemožné	imposibil	možný	imposibil	ADJ;NOM;NEUT;SG;NEG	ADV
nemožné	imposibilă	možný	imposibil	ADJ;NOM;NEUT;SG;NEG	ADJ;INDF;FEM;SG
domény	domeniu	doména	domeniu	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
domény	domeniul	doména	domeniu	N;NOM;FEM;PL;POS	N;DEF;MASC;SG
infrastruktury	infrastructură	infrastruktura	infrastructură	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
infrastruktury	infrastructura	infrastruktura	infrastructură	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
infrastruktury	infrastructurile	infrastruktura	infrastructurile	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
šedá	gray	šedý	gray	ADJ;NOM;FEM;SG;POS	PROPN
šedá	gri	šedý	gri	ADJ;NOM;FEM;SG;POS	
šedá	grey	šedý	grey	ADJ;NOM;FEM;SG;POS	PROPN
šedá	gri	šedý	gri	ADJ;NOM;FEM;SG;POS	
glasgow	glasgow	glasgow	glasgow	PROPN;NOM;NEUT;SG;POS	PROPN
muslimové	musulmani	muslim	musulman	N;ANIM;NOM;MASC;PL;POS	ADJ;INDF;MASC;PL
muslimové	musulmanii	muslim	musulman	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
muslimové	musulmanilor	muslim	musulman	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
učitelka	profesoară	učitelka	profesoară	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
vzdálená	telecomanda	vzdálený	telecomandă	ADJ;NOM;FEM;SG;POS	N;DEF;FEM;SG
vzdálená	telecomandă	vzdálený	telecomandă	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;SG
vzdálená	distanță	vzdálený	distanță	ADJ;NOM;FEM;SG;POS	N;INDF;FEM;SG
argo	argo	argo	argo	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
pont	pont	pont	pont	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
bonus	bonusul	bonus	bonus	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
ryba	pesti	ryba	pesti	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
ryba	pești	ryba	pești	N;NOM;FEM;SG;POS	N;INDF;MASC;PL
samantha	samantha	samantha	samantha	N;NOM;FEM;SG;POS	PROPN
jeskyni	pestera	jeskyně	pestera	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
jeskyni	peştera	jeskyně	pefteră	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
jeskyni	peșteră	jeskyně	peșteră	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
jeskyni	peşteră	jeskyně	peşteră	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
eugen	eugen	eugen	eugen	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
polskem	poloniei	polsko	polonie	PROPN;INS;NEUT;SG;POS	PROPN;DEF;FEM;SG
polskem	polonia	polsko	polonie	PROPN;INS;NEUT;SG;POS	PROPN
měny	valută	měna	valuta	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
měny	moneda	měna	moneda	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
měny	monedă	měna	monedă	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
guillaume	guillaume	guillauma	guillaume	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
ich	ich	ich	ich	PROPN;MASC;SG;POS	
indiáni	indienii	indián	indien	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
maxe	maxim	maxe	maxim	N;ANIM;ACC;MASC;SG;POS	ADJ;INDF;MASC;SG
modernizaci	modernizare	modernizace	modernizare	N;ACC;FEM;SG;POS	N;INDF;FEM;SG
modernizaci	modernizarea	modernizace	modernizare	N;ACC;FEM;SG;POS	N;DEF;FEM;SG
geografické	geografic	geografický	geografic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
geografické	geografică	geografický	geografic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
geografické	geografic	geografický	geografic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
geografické	geografică	geografický	geografic	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
melodie	melody	melodie	melody	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
melodie	melodia	melodie	melodie	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
melodie	melodie	melodie	melodie	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
melodie	melodie	melodie	melodie	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
kostýmy	costumele	kostým	costum	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
kostýmy	costumul	kostým	costum	N;INAN;NOM;MASC;PL;POS	N;DEF;MASC;SG
kostýmy	costum	kostým	costum	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
auguste	auguste	augost	august	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
břišní	abdominale	břišní	abdominal	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
břišní	abdominală	břišní	abdominal	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
dinosaurů	dinozaurii	dinosaur	dinozaură	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
police	raftul	police	raft	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
police	rafturi	police	raft	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
sultán	sultanul	sultán	sultan	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
fra	fra	fra	fră	PROPN;NOM;FEM;SG;POS	
gravitační	gravitate	gravitační	gravitate	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
gravitační	gravitatea	gravitační	gravitate	ADJ;NOM;MASC;SG;POS	N;DEF;FEM;SG
likvidace	eliminare	likvidace	eliminare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
likvidace	eliminarea	likvidace	eliminare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
likvidace	lichidare	likvidace	lichidare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
likvidace	lichidarea	likvidace	lichidare	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
parker	parker	parker	parker	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
schumacher	schumacher	schumacher	schumacher	N;ANIM;NOM;MASC;SG;POS	PROPN
bezpečí	siguranță	bezpečí	siguranță	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
bezpečí	siguranța	bezpečí	siguranță	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
bezpečí	siguranta	bezpečí	sigurantă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
řízené	gestionate	řízený	gestiona	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
řízené	gestionată	řízený	gestiona	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
řízené	controlate	řízený	controlat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
řízené	controlată	řízený	controlat	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
účty	facturile	účet	fact	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
účty	conturile	účet	cont	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
toma	toma	ten	toma	N;ANIM;ACC;MASC;SG;POS	PROPN
elektřiny	electricitatea	elektřina	electricitate	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
elektřiny	electricitate	elektřina	electricitate	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
brigáda	brigadă	brigáda	brigadă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
brigáda	brigada	brigáda	brigadă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
vrtulníků	elicopterele	vrtulník	elicoptere	N;INAN;GEN;MASC;PL;POS	N;DEF;FEM;PL
watson	watson	watson	watson	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
venkovské	rurală	venkovský	rural	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;FEM;SG
venkovské	rural	venkovský	rural	ADJ;NOM;NEUT;PL;POS	ADJ;INDF;MASC;SG
mach	mach	mach	mach	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
otroctví	sclavie	otroctví	sclavie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
otroctví	sclavia	otroctví	sclavia	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
otroctví	sclavie	otroctví	sclavie	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
registrace	înregistrări	registrace	înregistrare	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
registrace	înregistrare	registrace	înregistrare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
registrace	inregistrare	registrace	inregistrare	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
nalezeno	gasit	nalezený	gasit	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
nalezeno	găsite	nalezený	găsi	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
becker	becker	becker	becker	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
přilehlé	adiacente	přilehlý	adiacent	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
trhy	piețele	trh	piață	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
novinářka	ziaristă	novinářka	ziaristă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
novinářka	jurnalistul	novinářka	jurnalist	N;NOM;FEM;SG;POS	N;DEF;MASC;SG
novinářka	jurnalistă	novinářka	jurnalist	N;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
návštěvníci	vizitatorii	návštěvník	vizitator	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
pracovníci	muncitorii	pracovník	muncitor	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
pracovníci	lucrătorii	pracovník	lucrător	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
pracovníci	lucrătorilor	pracovník	lucrător	N;ANIM;NOM;MASC;PL;POS	N;DEF;MASC;PL
rovná	egali	rovnat	egal	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;MASC;PL
rovná	egal	rovnat	egal	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;INDF;MASC;SG
chorvatska	croaţia	chorvatsko	croagie	PROPN;NOM;NEUT;SG;POS	PROPN
chorvatska	croația	chorvatsko	croație	PROPN;NOM;NEUT;SG;POS	PROPN
chorvatska	croatia	chorvatsko	croatie	PROPN;NOM;NEUT;SG;POS	PROPN
skládají	constau	skládat	consta	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	V;IND;PL;3;IPFV;FIN
pravidelný	regulată	pravidelný	regulat	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
pravidelný	regulate	pravidelný	regulat	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
pravidelný	regulat	pravidelný	regulat	ADJ;INAN;NOM;MASC;SG;POS	ADV
munice	muniție	munice	muniție	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
munice	muniție	munice	muniție	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
komisař	comisarul	komisař	comisar	N;ANIM;NOM;MASC;SG;POS	N;DEF;MASC;SG
zábradlí	balustrade	zábradlí	balustradă	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
zábradlí	balustradă	zábradlí	balustradă	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
zábradlí	balustrada	zábradlí	balustradă	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
značná	substanțiale	značný	substanțial	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
značná	considerabil	značný	considerabil	ADJ;NOM;FEM;SG;POS	ADV
značná	considerabilă	značný	considerabil	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
značná	considerabile	značný	considerabil	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
značná	semnificative	značný	semnificativ	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
značná	semnificativă	značný	semnificativ	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
značná	semnificativ	značný	semnificativ	ADJ;NOM;FEM;SG;POS	ADV
čtyřicet	forty	čtyřicet	forty	NUM;NOM;SG	N;INDF;MASC;SG
čtyřicet	patruzeci	čtyřicet	patruzeci	NUM;NOM;SG	NUM;PL
justice	dreptate	justice	dreptate	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
justice	dreptatea	justice	dreptate	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
justice	justiţie	justice	justiţie	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
justice	justiție	justice	justiție	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
justice	judiciar	justice	judiciar	N;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
zdobí	împodobesc	zdobit	împodobi	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
podrobnosti	detaliile	podrobnost	detaliu	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
ruda	rud	ruda	rud	N;NOM;FEM;SG;POS	
výměnu	schimbul	výměna	schimb	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
bojovníků	războinici	bojovník	războinic	N;ANIM;GEN;MASC;PL;POS	ADJ;INDF;MASC;PL
bojovníků	razboinici	bojovník	razboinic	N;ANIM;GEN;MASC;PL;POS	ADJ;INDF;MASC;PL
anonymní	anonimă	anonymní	anonim	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
anonymní	anonim	anonymní	anonim	ADJ;NOM;MASC;SG;POS	
anonymní	anonime	anonymní	anonim	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;PL
africké	africană	africký	african	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
africké	african	africký	african	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
greg	greg	greg	greg	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
malajsie	malaezia	malajsie	malaezie	PROPN;NOM;FEM;SG;POS	PROPN
malajsie	malaysia	malajsie	malaysie	PROPN;NOM;FEM;SG;POS	PROPN
malajsie	malaiezian	malajsie	malaiezian	PROPN;NOM;FEM;SG;POS	ADJ;INDF;MASC;SG
náčelníka	căpetenie	náčelník	căpetenie	N;ANIM;ACC;MASC;SG;POS	N;INDF;FEM;SG
pacific	pacificului	pacific	pacific	PROPN;NOM;MASC;SG;POS	N;DEF;MASC;SG
pacific	pacific	pacific	pacific	PROPN;NOM;MASC;SG;POS	N;INDF;MASC;SG
pacific	pacificul	pacific	pacific	PROPN;NOM;MASC;SG;POS	N;DEF;MASC;SG
kosmická	cosmice	kosmický	cosmic	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
kosmická	cosmică	kosmický	cosmic	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
frederik	frederik	frederik	frederik	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
odznak	insigna	odznak	insigna	N;INAN;NOM;MASC;SG;POS	N;DEF;FEM;SG
odznak	insignă	odznak	insigna	N;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
shodné	identice	shodný	identic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
shodné	identică	shodný	identic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;SG
klienta	clientul	klient	client	N;ANIM;ACC;MASC;SG;POS	N;DEF;MASC;SG
příjezdu	sosirea	příjezd	sosire	N;INAN;GEN;MASC;SG;POS	N;DEF;FEM;SG
příjezdu	sosire	příjezd	sosire	N;INAN;GEN;MASC;SG;POS	N;INDF;FEM;SG
kompaktní	compact	kompaktní	compact	ADJ;NOM;MASC;SG;POS	ADV
úlohy	sarcinile	úloha	sarcină	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
úlohy	rolurile	úloha	rol	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
rakovinu	cancerul	rakovina	cancer	N;ACC;FEM;SG;POS	N;DEF;MASC;SG
magdalena	magdalena	magdalen	magdalenă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
xinglong	xinglong	xinglong	xinglong	N;INAN;NOM;MASC;SG;POS	
platformy	platformele	platforma	platformă	N;NOM;FEM;PL;POS	N;DEF;FEM;PL
platformy	platformă	platforma	platformă	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
platformy	platforma	platforma	platformă	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
dramatický	dramatice	dramatický	dramatic	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;PL
dramatický	dramatică	dramatický	dramatic	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
vektor	vectorul	vektor	vector	N;INAN;NOM;MASC;SG;POS	N;DEF;MASC;SG
kritérium	criteriul	kritérium	criteriu	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
molekul	moleculele	molekula	moleculă	N;GEN;FEM;PL;POS	N;DEF;FEM;PL
morris	morris	morris	morri	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
walker	walker	walker	walker	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
pokoje	camerele	pokoj	cameră	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
fasáda	faţada	fasáda	fagadă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
fasáda	fatada	fasáda	fatadă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
fasáda	faţadă	fasáda	faţadă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
popisující	descriind	popisující	descrie	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	V;V.MSDR
monumentální	monumentală	monumentální	monumental	ADJ;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
mléko	laptele	mléko	lapte	N;NOM;NEUT;SG;POS	N;DEF;MASC;SG
malíři	pictor	malíř	pictor	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;SG
vyobrazení	reprezentări	vyobrazení	reprezentare	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
otvory	orificiile	otvor	orificiu	N;INAN;NOM;MASC;PL;POS	N;DEF;FEM;PL
ralph	ralph	ralph	ralph	PROPN;ANIM;NOM;MASC;SG;POS	PROPN
kvantové	cuantice	kvantový	cuantic	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;FEM;PL
kvantové	cuantică	kvantový	cuantic	ADJ;NOM;NEUT;SG;POS	N;INDF;FEM;SG
oblíbená	populare	oblíbený	popular	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
oblíbená	populara	oblíbený	populară	ADJ;NOM;FEM;SG;POS	N;DEF;FEM;SG
oblíbená	populară	oblíbený	popular	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;SG
oblíbená	favorita	oblíbený	favorita	ADJ;NOM;FEM;SG;POS	N;DEF;FEM;SG
oblíbená	favorite	oblíbený	favori	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
oblíbená	preferata	oblíbený	preferat	ADJ;NOM;FEM;SG;POS	ADJ;DEF;FEM;SG
oblíbená	preferate	oblíbený	preferat	ADJ;NOM;FEM;SG;POS	ADJ;INDF;FEM;PL
baptiste	baptiste	baptiste	baptiste	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;PL
uznal	recunoscut	uznat	recunoscut	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	ADJ;INDF;MASC;SG
příloha	garnitură	příloha	garnitură	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
příloha	garnitura	příloha	garnitură	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
příloha	anexă	příloha	anexă	N;NOM;FEM;SG;POS	N;INDF;FEM;SG
příloha	anexa	příloha	anexă	N;NOM;FEM;SG;POS	N;DEF;FEM;SG
bass	bas	bass	bas	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
bass	bass	bass	bass	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
helsinkách	helsinki	helsinka	helsinki	N;DAT;FEM;PL;POS	PROPN
kazachstán	kazahstan	kazachstán	kazahstan	N;INAN;NOM;MASC;SG;POS	PROPN
dobývání	cucerire	dobývání	cucerire	N;NOM;NEUT;SG;POS	N;INDF;FEM;SG
dobývání	cucerirea	dobývání	cucerire	N;NOM;NEUT;SG;POS	N;DEF;FEM;SG
dobývání	cuceriri	dobývání	cucerire	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
kolegů	colegii	kolega	coleg	N;ANIM;GEN;MASC;PL;POS	N;DEF;MASC;PL
