oli	ήταν	olla	είμαι	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;PASS
marion	μάριον	marion	μάριον	PROPN;NOM;SG	PROPN;NOM;NEUT;SG
kullan	χρυσός	kulta	χρυσός	N;GEN;SG	N;NOM;MASC;SG
kullan	χρυσό	kulta	χρυσός	N;GEN;SG	
kullan	χρυσο	kulta	χρύσος	N;GEN;SG	N;NOM;NEUT;SG
kullan	χρυσάφι	kulta	χρυσάφι	N;GEN;SG	N;NOM;NEUT;SG
kullan	χρυσά	kulta	χρυσάς	N;GEN;SG	N;NOM;NEUT;PL
volkswagen	volkswagen	volkswagen	volkswagen	PROPN;NOM;SG	
vakio	σταθερά	vakio	σταθερά	N;NOM;SG	ADV
vakio	στάνταρ	vakio	στάνταρ	N;NOM;SG	N;GEN;NEUT;PL
vakio	standard	vakio	standard	N;NOM;SG	
joet	ρίβερς	joki	ρίβη	N;NOM;PL	
joet	ποταμών	joki	ποταμός	N;NOM;PL	N;GEN;MASC;PL
joet	ποταμούς	joki	ποταμός	N;NOM;PL	N;ACC;MASC;PL
paljastettiin	αποκάλυψε	paljastaa	αποκαλύπτω	V;IND;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
leikkaus	χειρουργική	leikkaus	χειρουργικός	N;NOM;SG	ADJ;NOM;FEM;SG
leikkaus	εγχείρηση	leikkaus	εγχείρηση	N;NOM;SG	N;ACC;FEM;SG
jenny	τζένι	jenny	τζένι	N;NOM;SG	
jenny	τζένη	jenny	τζένη	N;NOM;SG	PROPN;NOM;FEM;SG
julie	julie	julie	julie	PROPN;NOM;SG	
julie	τζούλι	julie	τζούλι	PROPN;NOM;SG	N;NOM;FEM;SG
harvey	harvey	harvey	harvey	PROPN;NOM;SG	
harvey	χάρβεϊ	harvey	χάρβω	PROPN;NOM;SG	N
ehdotettu	προτεινόμενα	ehdottaa	προτεινόμενος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
ehdotettu	πρότεινε	ehdottaa	προτείνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ehdotettu	προτεινόμενες	ehdottaa	προτεινόμενος	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;FEM;PL;V.PTCP;PASS
välittää	νοιάζεται	välittää	νοιάζω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
bon	μπον	bon	μπον		
toimitettiin	παραδίδονται	toimittaa	παραδίδω	V;IND;PST;FIN;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
salama	λάμψη	salama	λάμψη	N;NOM;SG	N;ACC;FEM;SG
salama	flash	salama	flash	N;NOM;SG	
salama	αστραπές	salama	αστραπή	N;NOM;SG	ADJ;NOM;FEM;PL
jin	jin	jin	jin	PROPN;NOM;SG	
jin	τζιν	jin	τζεν	PROPN;NOM;SG	N;NOM;NEUT;SG
jin	jin	jin	jin	PROPN;NOM;SG	
hallinnassa	ελεγχόμενη	hallinta	ελεγχόμενος	N;IN+ESS;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
hallinnassa	ελέγχεται	hallinta	ελέγχω	N;IN+ESS;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
hallinnassa	ελεγχόμενο	hallinta	ελεγχόμενο	N;IN+ESS;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
hallinnassa	ελεγχόμενες	hallinta	ελεγχόμενος	N;IN+ESS;SG	ADJ;NOM;FEM;PL
ilmiön	φαινόμενο	ilmiö	φαινόμενο	N;GEN;SG	N;NOM;NEUT;SG
kyproksen	cyprus	kypros	cyprus	N;GEN;SG	
kyproksen	κύπρο	kypros	κύπρος	N;GEN;SG	PROPN;ACC;FEM;SG
kyproksen	κύπρος	kypros	κύπρος	N;GEN;SG	PROPN;NOM;FEM;SG
kyproksen	κυπριακή	kypros	κυπριακός	N;GEN;SG	ADJ;NOM;FEM;SG
nicole	νικόλ	nicole	νικόλ	PROPN;NOM;SG	PROPN;NOM;FEM;SG
nicole	nicole	nicole	nicole	PROPN;NOM;SG	
asennettu	εγκατεστημένα	asentaa	εγκατεστώ	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
käsitelty	επεξεργασμένα	käsitellä	επεξεργάζω	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;PL
lotus	lotus	lotus	lotus	N;NOM;SG	
lea	λία	lea	λίος	PROPN;NOM;SG	PROPN;NOM;FEM;SG
yksittäiset	ατομική	yksittäinen	ατομικός	ADJ;NOM;PL	ADJ;NOM;FEM;SG
yksittäiset	ατομικό	yksittäinen	ατομικός	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
yksittäiset	μεμονωμένα	yksittäinen	μεμονωμένος	ADJ;NOM;PL	ADV
yksittäiset	ατομικά	yksittäinen	ατομικά	ADJ;NOM;PL	ADV
yksittäiset	επιμέρους	yksittäinen	επιμέρος	ADJ;NOM;PL	N;NOM;FEM;PL
lääkärin	γιατρός	lääkäri	γιατρός	N;GEN;SG	N;NOM;MASC;SG
lääkärin	ιατρός	lääkäri	ιατρός	N;GEN;SG	N;NOM;MASC;SG
iän	ηλικία	ikä	ηλικία	N;GEN;SG	N;NOM;FEM;SG
iän	ηλικια	ikä	ηλικια	N;GEN;SG	N;NOM;FEM;SG
guinea	γουϊνέα	guinea	γουϊνέα	N;NOM;SG	PROPN;NOM;FEM;SG
guinea	γουινέας	guinea	γουινέας	N;NOM;SG	ADJ;GEN;FEM;SG
guinea	γουινέα	guinea	γουινέα	N;NOM;SG	PROPN;NOM;FEM;SG
kuulostaa	ακούγεται	kuulostaa	ακούω	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
kuulostaa	ήχους	kuulostaa	ήχος	V;IND;SG;3;PRS;FIN;ACT	N;ACC;MASC;PL
kuulostaa	ήχοι	kuulostaa	ήχος	V;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;PL
vene	βάρκα	vene	βάρκα	N;NOM;SG	N;ACC;FEM;SG
vera	βέρα	vera	βέρα	N;NOM;SG	PROPN;NOM;FEM;SG
honda	honda	honda	honda	N;NOM;SG	
hardcore	hardcore	hardcore	hardcore	N;NOM;SG	
ensiksi	πρώτο	ensiksi	πρώτος	ADV	NUM;NOM;NEUT;SG
ensiksi	πρώτη	ensiksi	πρώτος	ADV	NUM;NOM;FEM;SG
ensiksi	πρώτος	ensiksi	πρώτος	ADV	NUM;NOM;MASC;SG
ghost	φάντασμα	ghost	φάντασμα		N;NOM;NEUT;SG
teknologian	τεχνολογία	teknologia	τεχνολογία	N;GEN;SG	N;NOM;FEM;SG
soveltaa	ισχύουν	soveltaa	ισχύω	V;SG;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
monica	μόνικα	monica	μόνικα	PROPN;NOM;SG	ADJ;NOM;FEM;SG
camp	καμπ	camp	καμπ	N;NOM;SG	
aasia	ασία	aasia	ασία	N;NOM;SG	PROPN;NOM;FEM;SG
aasia	ασίας	aasia	ασία	N;NOM;SG	PROPN;GEN;FEM;SG
eye	μάτι	eye	μάτι		N;NOM;NEUT;SG
eye	ματι	eye	ματι		N;NOM;NEUT;SG
eye	οφθαλμός	eye	οφθαλμός		N;NOM;MASC;SG
eye	eye	eye	eye		
francesco	φραντσέσκο	francesco	φραντσέσκο	PROPN;NOM;SG	
edwards	έντουαρντς	edwards	έντουαρντς	N;NOM;SG	PROPN;NOM;MASC;SG
maalattu	βαμμένα	maalata	βαμμένα	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
maalattu	ζωγράφισε	maalata	ζωγραφίζω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
diana	ντιάνα	diana	ντιάνα		PROPN;NOM;FEM;SG
diana	νταϊάνα	diana	νταϊάνα		
kamera	φωτογραφική	kamera	φωτογραφικός	N;NOM;SG	ADJ;NOM;FEM;SG
alfonso	αλφόνσο	alfonso	αλφόνσο	N;NOM;SG	
hiukset	τρίχα	hius	τρίχος	N;NOM;PL	N;NOM;FEM;SG
perusta	θεμέλια	perusta	θεμέλιο	N;NOM;SG	N;NOM;NEUT;PL
perusta	βάση	perusta	βάση	N;NOM;SG	N;ACC;FEM;SG
perusta	περού	perusta	περ	N;NOM;SG	PROPN;NOM;NEUT;SG
perusta	βάση	perusta	βάση	N;NOM;SG	N;ACC;FEM;SG
todd	τοντ	todd	τοντ	PROPN;NOM;SG	
lentokonetta	αεροπλάνο	lento#kone	αεροπλάνο	N;PRT;SG	N;NOM;NEUT;SG
lentokonetta	αεροπλάνου	lento#kone	αεροπλάνο	N;PRT;SG	N;GEN;NEUT;SG
nbc	nbc	nbc	nbc	PROPN;NOM;SG	
liettua	λιθουανική	liettua	λιθουανικός	N;NOM;SG	ADJ;NOM;FEM;SG
liettua	λιθουανίας	liettua	λιθουανία	N;NOM;SG	PROPN;GEN;FEM;SG
liettua	λιθουανία	liettua	λιθουανία	N;NOM;SG	PROPN;ACC;FEM;SG
suunnitelmien	σχέδια	suunnitelma	σχέδιο	N;GEN;PL	N;NOM;NEUT;PL
ketjun	αλυσίδα	ketju	αλυσίδα	N;GEN;SG	N;NOM;FEM;SG
ketjun	αλυσίδες	ketju	αλυσίδα	N;GEN;SG	N;NOM;FEM;PL
rovaniemi	ροβανιέμι	rova#niemi	ροβανιέμι	N;NOM;SG	PROPN;NOM;NEUT;SG
varmaa	ορισμένες	varma	ορισμένος	ADJ;PRT;SG	ADJ;NOM;FEM;PL
chicagossa	σικάγο	chicago	σικάγος	PROPN;IN+ESS;SG	
chicagossa	chicago	chicago	chicago	PROPN;IN+ESS;SG	
hoitoa	θεραπεία	hoito	θεραπείο	N;PRT;SG	N;NOM;FEM;SG
kukkia	άνθη	kukka	άνθη	N;PRT;PL	N;NOM;NEUT;PL
kukkia	λουλούδια	kukka	λουλούδι	N;PRT;PL	N;NOM;NEUT;PL
laskeva	φθίνουσα	laskea	φθίνων	V;NOM;SG;V.PTCP;ACT	ADV
laskeva	φθίνουσα	laskea	φθίνων	V;NOM;SG;V.PTCP;ACT	ADV
laskeva	μειώνεται	laskea	μειώνω	V;NOM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
laskeva	φθίνουσα	laskea	φθίνων	V;NOM;SG;V.PTCP;ACT	ADV
laskeva	πτωτική	laskea	πτωτικός	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
yliopistojen	πανεπιστήμια	yli#opisto	πανεπιστήμιο	N;GEN;PL	N;NOM;NEUT;PL
selvinnyt	επέζησαν	selvitä	επιζώ	V;NOM;SG;V.PTCP;ACT	V;PFV;IND;PL;3;PST;FIN;ACT
enkeli	έιντζελ	enkeli	έιντζελ	N;NOM;SG	
enkeli	angel	enkeli	angel	N;NOM;SG	
ilmoitettu	κοινοποίησε	ilmoittaa	κοινοποιώ	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ilmoitettu	αναφέρθηκαν	ilmoittaa	αναφέρω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
ilmoitettu	δηλώνονται	ilmoittaa	δηλώνω	V;NOM;SG;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
ilmoitettu	δήλωσε	ilmoittaa	δηλώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
ilmoitettu	ανακοινώθηκαν	ilmoittaa	ανακοινώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
ilmoitettu	ανακοίνωσαν	ilmoittaa	ανακοινώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;ACT
ilmoitettu	ανακοίνωσε	ilmoittaa	ανακοινώνω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
luotettava	αξιόπιστα	luotettava	αξιόπιστα	ADJ;NOM;SG	ADV
luotettava	αξιόπιστος	luotettava	αξιόπιστος	ADJ;NOM;SG	N;NOM;MASC;SG
luotettava	αξιόπιστος	luotettava	αξιόπιστος	ADJ;NOM;SG	N;NOM;MASC;SG
luotettava	αξιόπιστος	luotettava	αξιόπιστος	ADJ;NOM;SG	N;NOM;MASC;SG
laitteet	εξοπλισμού	laite	εξοπλισμός	N;NOM;PL	N;GEN;MASC;SG
laitteet	εξοπλισμός	laite	εξοπλισμός	N;NOM;PL	N;NOM;MASC;SG
laitteet	συσκευή	laite	συσκευή	N;NOM;PL	N;NOM;FEM;SG
jorge	χόρχε	jorge	χόρχω	PROPN;NOM;SG	
kääntyy	στροφή	kääntyä	στροφή	V;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
mielenkiintoinen	ενδιαφέρον	mielenkiintoinen	ενδιαφέρον	ADJ;NOM;SG	N;NOM;NEUT;SG
mielenkiintoinen	ενδιαφέρων	mielenkiintoinen	ενδιαφέρος	ADJ;NOM;SG	N;NOM;NEUT;SG
mielenkiintoinen	ενδιαφέροντα	mielenkiintoinen	ενδιαφέρω	ADJ;NOM;SG	ADV
tyler	τάιλερ	tyler	τάιλερ	PROPN;NOM;SG	
tyler	tyler	tyler	tyler	PROPN;NOM;SG	
tiger	τίγρης	tiger	τίγρη	PROPN;NOM;SG	N;NOM;MASC;SG
tiger	τίγρη	tiger	τίγρης	PROPN;NOM;SG	N;NOM;FEM;SG
cambridge	κέιμπριτζ	cambridge	κέιμπριτζ	PROPN;NOM;SG	
cambridge	κέμπριτζ	cambridge	κέμπριτζ	PROPN;NOM;SG	
öljyä	πετρέλαιο	öljy	πετρέλαιο	N;PRT;SG	N;NOM;NEUT;SG
öljyä	λάδι	öljy	λάδι	N;PRT;SG	N;NOM;NEUT;SG
öljyä	έλαιο	öljy	έλαιο	N;PRT;SG	N;NOM;NEUT;SG
öljyä	πετρελαίου	öljy	πετρέλαιο	N;PRT;SG	N;GEN;NEUT;SG
jeremy	τζέρεμυ	jeremy	τζέρω	PROPN;NOM;SG	N
jeremy	jeremy	jeremy	jeremy	PROPN;NOM;SG	
jeremy	τζέρεμι	jeremy	τζέρεμι	PROPN;NOM;SG	
yksilöitä	άτομα	yksilö	άτομο	N;PRT;PL	N;NOM;NEUT;PL
viking	βίκινγκ	viking	βίκινγκ		
bulgaria	βούλγαρος	bulgari	βούλγαρος	N;NOM;SG	PROPN;NOM;MASC;SG
bulgaria	βουλγαρική	bulgari	βουλγάρικος	N;NOM;SG	ADJ;NOM;FEM;SG
bulgaria	βούλγαροι	bulgari	βούλγαρος	N;NOM;SG	PROPN;NOM;MASC;PL
bulgaria	βουλγαρία	bulgari	βουλγαρία	N;NOM;SG	PROPN;ACC;FEM;SG
bulgaria	βουλγαρίας	bulgari	βουλγάρια	N;NOM;SG	PROPN;GEN;FEM;SG
suunta	κατεύθυνση	suunta	κατεύθυνση	N;NOM;SG	N;ACC;FEM;SG
suunta	προσανατολισμό	suunta	προσανατολισμός	N;NOM;SG	N;ACC;MASC;SG
doug	νταγκ	doug	νταγκ	PROPN;NOM;SG	PROPN;NOM;MASC;SG
doug	doug	doug	doug	PROPN;NOM;SG	
ahmed	αχμέντ	ahmed	αχμέντ	N;NOM;SG	
ahmed	αχμέτ	ahmed	αχμέτ	N;NOM;SG	
uni	ύπνο	uni	ύπνο	N;NOM;SG	N;ACC;MASC;SG
uni	κοιμήσου	uni	κόιμησος	N;NOM;SG	V;PFV;IND;SG;1;PST;FIN;ACT
uni	dream	uni	dream	N;NOM;SG	
uni	όνειρα	uni	όνειρα	N;NOM;SG	N;NOM;NEUT;PL
kuvaava	περιγραφικό	kuvata	περιγραφικός	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
trumpetti	τρομπέτα	trumpetti	τρομπέτα	N;NOM;SG	
pintaan	επιφάνεια	pinta	επιφάνεια	N;IN+ALL;SG	N;NOM;FEM;SG
luonnollinen	φυσικές	luonnollinen	φυσικός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
karlsson	karlsson	karlsso	karlsson	N;NOM;SG	
tukevat	υποστηρίζει	tukea	υποστηρίζω	V;PL;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
tukevat	στηρίγματα	tukea	στήριγμα	V;PL;V.PTCP;ACT	N;NOM;NEUT;PL
taito	επιδεξιότητα	taito	επιδεξιότητα	N;NOM;SG	N;ACC;FEM;SG
taito	δεξιότητα	taito	δεξιότητα	N;NOM;SG	N;ACC;FEM;SG
taito	ικανότητα	taito	ικανότητα	N;NOM;SG	N;ACC;FEM;SG
taito	δεξιότητες	taito	δεξιότητα	N;NOM;SG	N;NOM;FEM;PL
hankala	δύσκολα	hankala	δύσκολα	ADJ;NOM;SG	ADV
nico	νίκο	nico	νίκος	PROPN;NOM;SG	PROPN;ACC;MASC;SG
federaation	ομοσπονδία	federaatio	ομοσπονδία	N;GEN;SG	N;NOM;FEM;SG
butler	μπάτλερ	butler	μπάτλερ	PROPN;NOM;SG	
ratkaisua	διάλυμα	ratkaisu	διάλυμα	N;PRT;SG	N;NOM;NEUT;SG
ratkaisua	λυση	ratkaisu	λυση	N;PRT;SG	N;ACC;FEM;SG
ratkaisua	λύση	ratkaisu	λύση	N;PRT;SG	N;NOM;FEM;SG
lennart	lennart	lennart	lennart	N;NOM;SG	
praha	πράγας	praha	πράγα	PROPN;NOM;SG	PROPN;GEN;FEM;SG
praha	πράγα	praha	πράγα	PROPN;NOM;SG	PROPN;NOM;FEM;SG
väliaikainen	ενδιάμεσες	väli#aikainen	ενδιάμεσα	ADJ;NOM;SG	ADJ;NOM;FEM;PL
väliaikainen	ενδιάμεση	väli#aikainen	ενδιάμεση	ADJ;NOM;SG	N;NOM;FEM;SG
väliaikainen	προσωρινά	väli#aikainen	προσωρινά	ADJ;NOM;SG	ADV
väliaikainen	προσωρινές	väli#aikainen	προσωρινός	ADJ;NOM;SG	ADJ;NOM;FEM;PL
väliaikainen	προσωρινά	väli#aikainen	προσωρινά	ADJ;NOM;SG	ADV
väliaikainen	προσωρινού	väli#aikainen	προσωρινός	ADJ;NOM;SG	ADJ;GEN;NEUT;SG
ibm	i	ibm	i	PROPN;NOM;SG	
olympialaiset	ολυμπιακοί	olympialainen	ολυμπιακός	N;NOM;PL	ADJ;NOM;MASC;PL
olympialaiset	ολυμπιακούς	olympialainen	ολυμπιακός	N;NOM;PL	ADJ;ACC;MASC;PL
lat	λατ	lat	λατ	N;NOM;SG	
vaatimuksia	απαιτήσεις	vaatimus	απαίτηση	N;PRT;PL	N;NOM;FEM;PL
vaatimuksia	απαιτήσεις	vaatimus	απαίτηση	N;PRT;PL	N;NOM;FEM;PL
vaatimuksia	αιτήματα	vaatimus	αίτημα	N;PRT;PL	N;NOM;NEUT;PL
manageri	μάνατζερ	manageri	μάνατζερ	N;NOM;SG	N;NOM;NEUT;PL
blake	μπλέηκ	blake	μπλέηκ	PROPN;NOM;SG	
blake	blake	blake	blake	PROPN;NOM;SG	
blake	μπλέικ	blake	μπλέικ	PROPN;NOM;SG	
suosittua	δημοφιλή	suosittu	δημοφιλός	ADJ;PRT;SG	ADV
suosittua	δημοφιλείς	suosittu	δημοφιλέας	ADJ;PRT;SG	ADJ;NOM;FEM;PL
suosittua	δημοφιλής	suosittu	δημοφιλής	ADJ;PRT;SG	ADJ;NOM;FEM;SG
suosittua	δημοφιλές	suosittu	δημοφιλής	ADJ;PRT;SG	ADV
rocky	ρόκι	rocky	ρόκι	N;NOM;SG	
rocky	ρόκυ	rocky	ρόκυ	N;NOM;SG	
catherine	κατρίν	catherine	κατρίν	N;NOM;SG	PROPN;NOM;FEM;SG
catherine	catherine	catherine	catherine	N;NOM;SG	
catherine	κάθριν	catherine	κάθριν	N;NOM;SG	
catherine	κατερίνα	catherine	κατερίνα	N;NOM;SG	PROPN;NOM;FEM;SG
papua	παπούα	papu	παπώ	N;PRT;SG	PROPN;NOM;FEM;SG
papua	μπιν	papu	μπιν	N;PRT;SG	
näytetään	δείχνοντας	näyttää	δείχνω	V;IND;PRS;FIN;PASS	V;IPFV;V.CVB;ACT
opposition	αντίθεση	oppositio	αντίθεση	N;GEN;SG	N;ACC;FEM;SG
opposition	αντιπολίτευση	oppositio	αντιπολίτευση	N;GEN;SG	N;NOM;FEM;SG
taitava	επιδέξιος	taitava	επιδέξιος	ADJ;NOM;SG	N;NOM;MASC;SG
taitava	ταλαντούχος	taitava	ταλαντούχος	ADJ;NOM;SG	N;NOM;MASC;SG
taitava	ταλέντο	taitava	ταλέντος	ADJ;NOM;SG	N;NOM;NEUT;SG
taitava	ταλαντούχα	taitava	ταλαντούχα	ADJ;NOM;SG	N;NOM;FEM;SG
taitava	ταλαντούχο	taitava	ταλαντούχος	ADJ;NOM;SG	N;ACC;MASC;SG
syyskuu	σεπτεμβρίου	syyskuu	σεπτέμβριο	N;NOM;SG	N;GEN;MASC;SG
syyskuu	σεπτέμβρη	syyskuu	σεπτέμβρομαι	N;NOM;SG	ADV
suuntaa	κατεύθυνση	suunta	κατεύθυνση	N;PRT;SG	N;ACC;FEM;SG
madonna	μαντόνα	madontaa	μαντόνα	N;NOM;SG	PROPN;NOM;FEM;SG
järjestys	σειρά	järjestys	σειρά	N;NOM;SG	N;ACC;FEM;SG
järjestys	διαταγή	järjestys	διαταγή	N;NOM;SG	N;ACC;FEM;SG
thaimaan	ταϊλάνδη	thai#maa	ταϊλάνδη	N;GEN;SG	
thaimaan	ταϊλανδέζικο	thai#maa	ταϊλανδέζικος	N;GEN;SG	N;NOM;NEUT;SG
tampa	τάμπα	tampa	τάμπα	PROPN;NOM;SG	
osio	διαχωριστικό	osio	διαχωριστικός	N;NOM;SG	ADJ;NOM;NEUT;SG
osio	κατάτμηση	osio	κατάτμηση	N;NOM;SG	N;ACC;FEM;SG
osio	διχοτόμηση	osio	διχοτόμηση	N;NOM;SG	N;ACC;FEM;SG
siemenet	σπόρων	siemen	σπόρος	N;NOM;PL	N;GEN;NEUT;PL
siemenet	σπόρο	siemen	σπόρο	N;NOM;PL	N;NOM;NEUT;SG
siemenet	σπόρος	siemen	σπόρος	N;NOM;PL	N;NOM;MASC;SG
michelle	michelle	mich	michelle	PROPN;NOM;SG	
michelle	μισέλ	mich	μισέλ	PROPN;NOM;SG	
asuntoja	διαμερίσματα	asunto	διαμέρισμα	N;PRT;PL	N;NOM;NEUT;PL
lindström	lindström	lindström	lindström	N;NOM;SG	
alempi	χαμηλότερο	alempi	χαμηλός	ADJ;NOM;SG	ADJ;NOM;CMPR;NEUT;SG
alempi	κάτω	alempi	κάτω	ADJ;NOM;SG	ADV
alempi	κατώτερη	alempi	κατώς	ADJ;NOM;SG	N;NOM;FEM;SG
alempi	χαμηλότερα	alempi	χαμηλά	ADJ;NOM;SG	ADV;CMPR
vanhempia	γονείς	vanha	γονέας	ADJ;PRT;CMPR;PL	N;NOM;MASC;PL
vanhempia	μεγαλύτερος	vanha	μεγάλος	ADJ;PRT;CMPR;PL	ADJ;NOM;CMPR;MASC;SG
vanhempia	μεγαλύτερη	vanha	μεγάλος	ADJ;PRT;CMPR;PL	ADJ;NOM;CMPR;FEM;SG
vanhempia	μεγαλύτερο	vanha	μεγάλος	ADJ;PRT;CMPR;PL	ADJ;NOM;CMPR;NEUT;SG
vanhempia	παλαιότερη	vanha	παλιός	ADJ;PRT;CMPR;PL	ADJ;NOM;CMPR;FEM;SG
divisioonaa	τμήματα	divi#sio#ona	τμήμα	N;PRT;SG	N;NOM;NEUT;PL
divisioonaa	μεραρχίες	divi#sio#ona	μεραρχία	N;PRT;SG	N;NOM;FEM;PL
divisioonaa	διαιρέσεις	divi#sio#ona	διαίρεση	N;PRT;SG	N;NOM;FEM;PL
huonoin	χειρότερα	huono	κακός	ADJ;NOM;RL;SG	ADV;CMPR
huonoin	χειρότερη	huono	κακός	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;FEM;SG
huonoin	χειρότερο	huono	κακός	ADJ;NOM;RL;SG	ADJ;NOM;CMPR;NEUT;SG
youtubessa	youtube	youtube	youtube	PROPN;IN+ESS;SG	
standardin	στάνταρ	standardi	στάνταρ	N;GEN;SG	N;GEN;NEUT;PL
standardin	πρότυπο	standardi	πρότυπο	N;GEN;SG	N;NOM;NEUT;SG
standardin	standard	standardi	standard	N;GEN;SG	
cyrus	σάιρους	cyrus	σάιρος	PROPN;NOM;SG	PROPN;NOM;MASC;SG
nykyaikainen	μοντέρνο	nykyaikainen	μοντέρνο	ADJ;NOM;SG	N;NOM;NEUT;SG
nykyaikainen	μοντέρνα	nykyaikainen	μοντέρνα	ADJ;NOM;SG	N;NOM;FEM;PL
nykyaikainen	μοντέρνος	nykyaikainen	μοντέρνος	ADJ;NOM;SG	PROPN;NOM;MASC;SG
kuolla	die	kuolla	die	V;SG;NFIN;ACT	
kuolla	πεθαίνεις	kuolla	πεθαίνη	V;SG;NFIN;ACT	N;NOM;FEM;PL
gösta	gösta	gösta	gösta	PROPN;NOM;SG	
nuoremman	νεότερη	nuori	νέος	ADJ;GEN;CMPR;SG	ADJ;NOM;CMPR;FEM;SG
nuoremman	νεώτερος	nuori	νεώτερος	ADJ;GEN;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
nuoremman	νεότεροι	nuori	νέος	ADJ;GEN;CMPR;SG	ADJ;NOM;CMPR;MASC;PL
nuoremman	νεότερος	nuori	νεότερος	ADJ;GEN;CMPR;SG	ADJ;NOM;CMPR;MASC;SG
etuja	πλεονεκτήματα	etu	πλεονέκτημα	N;PRT;PL	N;NOM;NEUT;PL
etuja	τυχερά	etu	τυχερά	N;PRT;PL	N;NOM;NEUT;PL
etuja	πλεονεκτήματα	etu	πλεονέκτημα	N;PRT;PL	N;NOM;NEUT;PL
etuja	επιδόματα	etu	επίδομα	N;PRT;PL	N;NOM;NEUT;PL
etuja	παροχές	etu	παροχή	N;PRT;PL	N;NOM;FEM;PL
etuja	οφέλη	etu	όφελος	N;PRT;PL	N;NOM;NEUT;PL
karin	κάριν	karin	κάριν	PROPN;NOM;SG	
tuomittu	καταδίκασε	tuomita	καταδικάζω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
tuomittu	καταδικασμένοι	tuomita	καταδικάζω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
tuomittu	καταδίκασε	tuomita	καταδικάζω	V;NOM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
tuomittu	καταδικασμένοι	tuomita	καταδικάζω	V;NOM;SG;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
vastine	ομόλογό	vastine	ομόλογο	N;NOM;SG	N;ACC;MASC;SG
vastine	ισοδύναμα	vastine	ισοδύναμα	N;NOM;SG	N;NOM;NEUT;PL
vastine	ισοδύναμη	vastine	ισοδύναμη	N;NOM;SG	ADJ;NOM;FEM;SG
vastine	ισοδύναμος	vastine	ισοδύναμος	N;NOM;SG	ADJ;NOM;MASC;SG
volvo	volvo	volvo	volvo	N;NOM;SG	
mitattuna	μετρούμενη	mitata	μετρούμενος	V;FRML;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
peace	ειρήνη	peace	ειρήνη		N;NOM;FEM;SG
peace	ειρηνη	peace	ειρηνη		PROPN;NOM;FEM;SG
peace	γαλήνη	peace	γαλήνω		N;NOM;FEM;SG
kukka	floral	kukka	floral	N;NOM;SG	
