poesie	poesía	poesie	poesía		N
andrews	andrews	andrews	andrews	PROPN	PROPN
tödliche	pecados	tödlich	pecar	ADJ;NOM;FEM;PL	N
vermeintlichen	debía	vermeintlich	deber	ADJ	V
vermeintlichen	que	vermeintlich	que	ADJ	PRO
vermeintlichen	supón	vermeintlich	supor	ADJ	V
vermeintlichen	supostamente	vermeintlich	supostamente	ADJ	ADV
vermeintlichen	se	vermeintlich	se	ADJ	CONJ
vermeintlichen	teño	vermeintlich	ter	ADJ	V
vermeintlichen	supúñase	vermeintlich	supúñar	ADJ	V
gewöhnliche	cotiáns	gewöhnlich	cotián	ADJ;NOM;FEM;PL	N
gewöhnliche	era	gewöhnlich	ser	ADJ;NOM;FEM;PL	V
gewöhnliche	normais	gewöhnlich	normal	ADJ;NOM;FEM;PL	N
medikamente	medicamentos	medikament	medicamento	ADJ;NOM;FEM;SG	N
medikamente	medicamento	medikament	medicamento	ADJ;NOM;FEM;SG	N
medikamente	medicación	medikament	medicación	ADJ;NOM;FEM;SG	N
medikamente	menciña	medikament	menciña	ADJ;NOM;FEM;SG	N
medikamente	medicinas	medikament	medicina	ADJ;NOM;FEM;SG	N
medikamente	medicina	medikament	medicina	ADJ;NOM;FEM;SG	N
medikamente	baseada	medikament	basear	ADJ;NOM;FEM;SG	V
medikamente	na	medikament	na	ADJ;NOM;FEM;SG	N
medikamente	médicos	medikament	médico	ADJ;NOM;FEM;SG	N
medikamente	menciña	medikament	menciña	ADJ;NOM;FEM;SG	N
arzneimittel	medicinas	arzneimittel	medicina		N
arzneimittel	medicina	arzneimittel	medicina		N
arzneimittel	baseada	arzneimittel	basear		V
arzneimittel	na	arzneimittel	na		N
arzneimittel	médicos	arzneimittel	médico		N
arzneimittel	menciña	arzneimittel	menciña		N
warm	quente	warm	quente	ADJ	N
warm	calor	warm	calor	ADJ	N
warm	calor	warm	calor	ADJ	N
warm	quente	warm	quente	ADJ	N
niemandem	ninguén	niemand	ninguén	PRO;DAT;INDF;NEUT;SG	ADV
niemandem	non	niemand	non	PRO;DAT;INDF;NEUT;SG	PART
niemandem	a	niemand	o	PRO;DAT;INDF;NEUT;SG	DET
exakte	exacto	exakt	exacto	ADJ;NOM;FEM;PL	N
exakte	mesmas	exakt	mesmo	ADJ;NOM;FEM;PL	DET
exakte	exactamente	exakt	exactamente	ADJ;NOM;FEM;PL	ADV
exakte	mesma	exakt	mesmo	ADJ;NOM;FEM;PL	DET
günstig	barato	günstig	barato	ADJ	N
radiosender	radio	radiosender	radio	ADJ	N
erkenne	te	erkennen	te	V;IND;SG;3;PRS;FIN	PRO
heike	anthony	heiken	anthony	PROPN;NOM;FEM;SG	PROPN
polizist	poli	polizist	poli	PROPN	PROPN
polizist	policía	polizist	policía	PROPN	N
polizist	de	polizist	de	PROPN	ADP
polizist	oficial	polizist	oficial	PROPN	ADJ
polizist	policía	polizist	policía	PROPN	N
polizist	axente	polizist	axente	PROPN	N
polizist	policía	polizist	policía	PROPN	N
gremien	comités	gremien	comité	ADJ	N
gremien	órganos	gremien	órgano	ADJ	N
gremien	corpos	gremien	corpo	ADJ	N
gremien	corpo	gremien	corpo	ADJ	N
gremien	os	gremien	o	ADJ	DET
reduzierung	reducir	Reduzierung	reducir	N;NOM;FEM;SG	V
reduzierung	a	Reduzierung	o	N;NOM;FEM;SG	DET
reduzierung	diminúe	Reduzierung	diminuír	N;NOM;FEM;SG	V
hauptsache	principal	hauptsache	principal	ADV	ADJ
hauptsache	importante	hauptsache	importante	ADV	ADJ
nächstgelegene	máis	nächstgelegen	máis	ADJ;NOM;FEM;SG	ADV
gestoppt	de	stoppen	de	V;V.PTCP	ADP
bevorzugen	favor	bevorzugen	favor	V;NFIN	N
bevorzugen	gusto	bevorzugen	gusto	V;NFIN	N
bevorzugen	dos	bevorzugen	dos	V;NFIN	PROPN
monitor	monitor	monitor	monitor		N
begrenzung	restrición	begrenzung	restrición		N
begrenzung	límite	begrenzung	límite		N
rivers	ríos	rivers	río	PROPN	N
ungeachtet	importar	ungeachtet	importar	ADJ	V
alfa	chan	alfa	chan	PROPN;NOM;SG	N
umweltschutz	entorno	umweltschutz	entornar	ADJ	N
umweltschutz	ambiente	umweltschutz	ambiente	ADJ	N
umweltschutz	medio	umweltschutz	medio	ADJ	N
zucht	de	zucht	de		ADP
schritten	pasos	schreiten	paso	V;NFIN	N
senegal	senegal	senegal	senegal	PROPN;NOM;SG	PROPN
jacobs	xacob	jacobs	xacob	PROPN;NOM;MASC;SG	V
lot	moito	lot	moito		ADV
lot	moita	lot	moito		DET
lot	moitos	lot	moito		DET
lot	moitas	lot	moito		DET
gürtel	cinto	gürtel	cinto		N
modernes	as	modern	o	ADJ;NOM;NEUT;SG	DET
self	eu	self	eu		PRO
self	presente	self	presente		ADJ
laute	voz	laut	voz	ADJ	N
laute	barullento	laut	barullento	ADJ	PROPN
boss	xefe	bießen	xefar	PROPN;NOM;SG	N
boss	patrón	bießen	patrón	PROPN;NOM;SG	N
zunahme	a	zunahme	o	N;SG	DET
zunahme	incrementar	zunahme	incrementar	N;SG	V
zunahme	aumenta	zunahme	aumentar	N;SG	V
zunahme	aumentar	zunahme	aumentar	N;SG	V
michele	michele	michel	michele	PROPN;NOM;SG	PROPN
kill	matar	kollen	matar	PROPN	V
kill	a	kollen	o	PROPN	DET
erdöl	petróleo	erdöl	petróleo		N
erdöl	aceite	erdöl	aceite		N
erdöl	de	erdöl	de		ADP
zaren	tsar	zaren	tsar	PROPN;NOM;MASC;SG	N
pfad	camiño	pfad	camiño		N
pfad	senda	pfad	senda		N
pfad	seu	pfad	seu		DET
pfad	rastro	pfad	rastro		N
pfad	pista	pfad	pistar		N
devil	demo	devil	demo	PROPN;NOM;MASC;SG	N
devil	diaño	devil	diar	PROPN;NOM;MASC;SG	N
arbeitsplatz	traballo	arbeitsplatz	traballo		N
arbeitsplatz	traballar	arbeitsplatz	traballar		V
arbeitsplatz	de	arbeitsplatz	de		ADP
arbeitsplatz	traballo	arbeitsplatz	traballo		N
liegend	está	liegend	estar	ADJ	V
liegend	mentindo	liegend	mentir	ADJ	V
liegend	mentes	liegend	mente	ADJ	N
liegend	páramo	liegend	páramo	ADJ	N
jungs	rapaces	jungs	rapaz	ADV	N
jungs	nenos	jungs	neno	ADV	N
jungs	os	jungs	o	ADV	DET
jungs	mozos	jungs	mozo	ADV	N
jungs	tipos	jungs	tipo	ADV	N
jungs	mozos	jungs	mozo	ADV	N
jungs	rapaces	jungs	rapaz	ADV	N
jungs	tíos	jungs	tíos	ADV	N
jungs	homes	jungs	home	ADV	N
jungs	rapaces	jungs	rapaz	ADV	N
jungs	mozos	jungs	mozo	ADV	N
lohn	soldo	lohn	soldo		N
lohn	salario	lohn	salario		N
lohn	salarios	lohn	salario		N
lohn	recompensa	lohn	recompensa		N
nimm	a	nehmen	o	V;IND;SG;2;PRS;FIN	DET
seelen	almas	seelen	alma		N
seelen	alma	seelen	alma		N
außerordentlich	cantidade	außerordentlich	cantidade	ADJ	N
außerordentlich	moi	außerordentlich	moi	ADJ	ADV
außerordentlich	extremadamente	außerordentlich	extremadamente	ADJ	ADV
außerordentlich	tremendamente	außerordentlich	tremendamente	ADJ	ADV
unterdrückung	da	unterdrückung	da		V
unterdrückung	represión	unterdrückung	represión		N
unterdrückung	opresión	unterdrückung	opresión		N
markierte	marcados	markiert	marcar	ADJ;NOM;SG	V
kanten	do	kanten	do	V;NFIN	PROPN
schein	brillar	schein	brillar		V
schein	bill	schein	bill		PROPN
schein	billete	schein	billete		N
schein	conta	schein	conta		N
schein	dereitos	schein	dereito		N
schein	contrato	schein	contrato		N
schein	fluorescente	schein	fluorescente		ADJ
vllt	se	vllt	se		CONJ
vllt	cadra	vllt	cadra		ADV
vllt	quizais	vllt	quizais		ADV
vllt	pode	vllt	poder		V
vllt	talvez	vllt	talvez		ADV
geschoss	chan	geschossen	chan	ADJ	N
geschoss	piso	geschossen	piso	ADJ	N
geschoss	andar	geschossen	andar	ADJ	V
geschoss	bala	geschossen	bala	ADJ	N
separate	separar	separat	separar	PROPN;NOM	V
schützt	a	schützen	o	V;IND;SG;3;PRS;FIN	DET
gewöhnlichen	cotiáns	gewöhnlich	cotián	ADJ	N
gewöhnlichen	era	gewöhnlich	ser	ADJ	V
gewöhnlichen	normais	gewöhnlich	normal	ADJ	N
pilze	cogomelos	pilz	cogomelo		N
steigenden	aumento	steigend	aumento	ADJ	N
ländliche	campo	ländlich	campo	ADJ;NOM;FEM;PL	N
geruch	a	geruch	o	N	DET
geruch	ulir	geruch	ulir	N	V
geruch	cheira	geruch	cheira	N	V
geruch	ules	geruch	ul	N	PROPN
bahnsteig	plataforma	bahnsteig	plataforma		N
erdgas	gas	erdgas	gas		N
erdgas	gasolina	erdgas	gasolina		N
erdgas	de	erdgas	de		ADP
erdgas	gases	erdgas	gas		N
kugeln	esferas	kugeln	esfera	V;NFIN	N
kugeln	pelotas	kugeln	pelota	V;NFIN	N
kugeln	collóns	kugeln	collón	V;NFIN	N
kugeln	ovos	kugeln	ovo	V;NFIN	N
kugeln	as	kugeln	o	V;NFIN	DET
kugeln	balas	kugeln	bala	V;NFIN	N
kugeln	as	kugeln	o	V;NFIN	DET
kliniken	clínica	klinik	clínico	N;NOM;PL	ADJ
kliniken	os	klinik	o	N;NOM;PL	DET
stress	estrés	stress	estrés		PROPN
streben	persecución	streben	persecución	V;NFIN	N
streben	rostros	streben	rostro	V;NFIN	N
streben	caras	streben	cara	V;NFIN	N
streben	por	streben	por	V;NFIN	ADP
vorbilder	modelos	vorbild	modelo	ADJ	N
vorbilder	exemplos	vorbild	exemplo	ADJ	N
effektiv	efectivos	effektiv	efectivo	ADJ	N
effektiv	a	effektiv	o	ADJ	DET
vitamin	vitamina	vitamin	vitamina		N
konsum	consumir	konsum	consumir	N;SG	V
konsum	consumimos	konsum	consumir	N;SG	V
interpretieren	a	interpretieren	o	V;NFIN	DET
reist	viaxes	reisen	viaxe	V;IND;SG;3;PRS;FIN	N
predigten	sermón	predigt	sermón	V;IND;PL;3;PST;FIN	N
heiß	quente	heiß	quente	ADJ	N
heiß	calor	heiß	calor	ADJ	N
bestellung	para	bestellung	para	N;NOM;FEM;SG	ADP
gespeist	farto	speisen	farto	V;V.PTCP	N
gespeist	de	speisen	de	V;V.PTCP	ADP
fürchte	medo	fürchen	medo	V;IND;SG;3;PRS;FIN	N
magie	maxia	magie	maxia		N
magie	máxico	magie	máxico		ADJ
magie	máxica	magie	máxica		ADJ
wanderungen	pola	wanderung	pola	V;NFIN	N
wanderungen	polas	wanderung	pola	V;NFIN	N
spezies	especie	spezies	especie		N
spezies	especies	spezies	especie		N
populäre	popular	populär	popular	ADJ;NOM;FEM;PL	N
populäre	frente	populär	frente	ADJ;NOM;FEM;PL	N
populäre	cantante	populär	cantante	ADJ;NOM;FEM;PL	N
eiserne	ferro	eisern	ferro	ADJ;NOM;FEM;PL	N
norton	norton	norton	norton	PROPN;NOM;SG	PROPN
lebensdauer	vida	lebensdauer	vida	ADJ	N
lebensdauer	esperanza	lebensdauer	esperanza	ADJ	N
lebensdauer	vida	lebensdauer	vida	ADJ	N
lebensdauer	lonxevidade	lebensdauer	lonxevidade	ADJ	N
schauspielern	a	schauspielern	o	V;NFIN	DET
zunge	lingua	zung	lingua		N
kelch	cunca	kelch	cunca		N
kelch	café	kelch	café		N
poker	póquer	poker	póquer		PROPN
poker	ao	poker	ao		PROPN
poker	de	poker	de		ADP
präsidium	despacho	präsidium	despacho	PROPN	N
bauwesen	construír	bauwesen	construír		V
bauwesen	edificio	bauwesen	edificio		N
bauwesen	construción	bauwesen	construción		N
bauwesen	civís	bauwesen	civir		N
bauwesen	civil	bauwesen	civil		ADJ
bauwesen	construción	bauwesen	construción		N
bauwesen	construcción	bauwesen	construcción		N
bauwesen	construír	bauwesen	construír		V
bauwesen	construtora	bauwesen	construtor		N
buddha	buda	buddha	buda		N
lagerung	almacén	lagerung	almacén	ADJ	N
lagerung	almacenamento	lagerung	almacenamento	ADJ	N
lagerung	consigna	lagerung	consignar	ADJ	N
aktivist	activista	aktivist	activistar	ADJ	N
diagnostik	diagnóstico	diagnostik	diagnóstico	PROPN	N
diagnostik	diagnose	diagnostik	diagnose	PROPN	N
edge	do	edg	do		PROPN
dienstag	martes	dienstag	martes	ADV	N
komplexität	complexidade	komplexität	complexidade	ADJ	N
fotografieren	fotografía	fotografieren	fotografía	V;NFIN	N
fotografieren	foto	fotografieren	foto	V;NFIN	N
fotografieren	fotografía	fotografieren	fotografía	V;NFIN	N
fotografieren	a	fotografieren	o	V;NFIN	DET
fotografieren	tiro	fotografieren	tiro	V;NFIN	N
kanone	sobre	kanone	sobre	N;NOM;FEM;SG	ADP
kanone	os	kanone	o	N;NOM;FEM;SG	DET
kanone	artillaría	kanone	artillar	N;NOM;FEM;SG	V
hurrikan	furacán	hurrikan	furacán	PROPN;SG	N
einführen	presentarlles	einführen	presentarles	V;NFIN	N
einführen	á	einführen	á	V;NFIN	N
einführen	ao	einführen	ao	V;NFIN	PROPN
einführen	presente	einführen	presente	V;NFIN	ADJ
kommunismus	comunista	kommunismus	comunista	PROPN	N
kommunismus	partido	kommunismus	partido	PROPN	N
kommunismus	comunistas	kommunismus	comunista	PROPN	N
kommunismus	comunismo	kommunismus	comunismo	PROPN	N
kommunismus	o	kommunismus	o	PROPN	DET
say	dicir	seyen	dicir	PROPN	V
say	di	seyen	dicir	PROPN	V
say	que	seyen	que	PROPN	PRO
making	facer	making	facer	PROPN;NOM;SG	V
making	a	making	o	PROPN;NOM;SG	DET
making	de	making	de	PROPN;NOM;SG	ADP
making	facendo	making	facer	PROPN;NOM;SG	V
leerzeichen	espacios	leerzeichen	espacio	V;NFIN	N
leerzeichen	espazos	leerzeichen	espazo	V;NFIN	N
mittelmeerraum	mediterráneo	mittelmeerraum	mediterráneo	ADV	ADJ
sack	saco	sacken	saco		N
wiederherzustellen	a	wiederhustellen	o	V;NFIN	DET
kostenlose	balde	kostenlos	balde	ADJ;NOM;FEM;PL	N
lüge	mentiras	lügen	mentira		N
lüge	mentira	lügen	mentira		ADJ
lüge	mentir	lügen	mentir		V
predigt	sermón	predigen	sermón	PROPN	N
haltestellen	frea	haltestellen	frea	N;NOM;FEM;PL	V
haltestellen	detén	haltestellen	detén	N;NOM;FEM;PL	V
haltestellen	deixa	haltestellen	deixar	N;NOM;FEM;PL	V
haltestellen	se	haltestellen	se	N;NOM;FEM;PL	CONJ
westminster	westminster	westminster	westminster	PROPN;NOM;MASC;SG	PROPN
uhren	ve	Chr	ver	N;NOM;PL	V
uhren	mira	Chr	miro	N;NOM;PL	V
uhren	de	Chr	de	N;NOM;PL	ADP
schulter	ombro	schult	ombro	ADJ	N
schulter	ombreiro	schult	ombreiro	ADJ	N
schulter	ombros	schult	ombro	ADJ	N
verringern	diminución	verringern	diminución	V;NFIN	N
erlernen	aprendizaxe	erlernen	aprendizaxe	V;NFIN	N
erlernen	a	erlernen	o	V;NFIN	DET
erlernen	a	erlernen	o	V;NFIN	DET
ironie	ironía	ironie	ironía		N
haufen	pila	haufen	pila		N
haufen	feixe	haufen	feixe		N
haufen	rochas	haufen	rocha		N
haufen	de	haufen	de		ADP
haufen	da	haufen	da		V
haufen	morea	haufen	morea		N
haufen	uns	haufen	un		DET
haufen	de	haufen	de		ADP
haufen	chea	haufen	chea		N
haufen	grupo	haufen	grupo		N
haufen	fato	haufen	fato		N
vergessenheit	esqueceu	vergessenheit	esquecer	ADJ	V
vergessenheit	esqueciches	vergessenheit	esqueciches	ADJ	V
vergessenheit	esquecín	vergessenheit	esquecín	ADJ	V
rhythm	ritmo	rhythm	ritmo	PROPN	N
unzählige	myriad	unzählig	myriad	ADJ;NOM;FEM;PL	PROPN
originalen	os	original	o	ADJ	DET
lines	liñas	line	liña	PROPN	N
lines	de	line	de	PROPN	ADP
lines	trincheiras	line	trincheira	PROPN	N
lines	frases	line	frase	PROPN	N
spital	hospital	spital	hospital	PROPN;SG	N
harbor	porto	harbor	porto	PROPN;NOM;SG	N
löcher	buratos	loch	burato	ADJ	N
löcher	buracos	loch	buraco	ADJ	N
konferenzen	conferencia	konferenzen	conferencia	V;NFIN	N
konferenzen	de	konferenzen	de	V;NFIN	ADP
konferenzen	conferencias	konferenzen	conferencia	V;NFIN	N
konferenzen	rolda	konferenzen	rolda	V;NFIN	N
konferenzen	conferencias	konferenzen	conferencia	V;NFIN	N
ernährt	farto	ernähren	farto	V;V.PTCP	N
ernährt	de	ernähren	de	V;V.PTCP	ADP
bekanntheitsgrad	conciencia	bekanntheitsgrad	conciencia	ADJ	N
bekanntheitsgrad	cognición	bekanntheitsgrad	cognición	ADJ	N
geplündert	despedidos	plündern	despedir	V;V.PTCP	N
persien	irán	persein	ir		PROPN
rohstoffe	materia	rohstoff	materia	PROPN	N
rohstoffe	materias	rohstoff	materia	PROPN	N
befehle	orde	befehlen	orde		N
befehle	motoras	befehlen	motora		N
befehle	ordes	befehlen	orde		N
befehle	mando	befehlen	mando		N
befehle	de	befehlen	de		ADP
befehle	comando	befehlen	comar		V
befehle	ordes	befehlen	orde		N
befehle	orde	befehlen	orde		N
befehle	as	befehlen	o		DET
befehle	encargos	befehlen	encargo		N
detailliert	detalle	detaillieren	detalle	ADJ;V.PTCP	PROPN
detailliert	detalles	detaillieren	detalle	ADJ;V.PTCP	N
zugegeben	mañá	zugeben	mañá	V;V.PTCP	ADV
email	correo	email	correo		N
lesern	lectores	lesern	lector		N
kalte	frío	kalt	frío	ADJ;NOM;FEM;PL	N
kalte	fría	kalt	fría	ADJ;NOM;FEM;PL	N
kalte	arrefriado	kalt	arrefriar	ADJ;NOM;FEM;PL	N
räumlich	geographic	räumlich	geographic	ADJ	PROPN
jamaika	xamaica	jamaika	xamaica	PROPN;NOM;MASC;SG	ADJ
jamaika	jamaica	jamaika	jamaicar	PROPN;NOM;MASC;SG	ADJ
blöd	parvo	blöd	parvo	ADJ	N
blöd	parvo	blöd	parvo	ADJ	N
hochhaus	torre	hochhaus	torre	ADJ	N
taube	pomba	tauben	pomba		N
zwingen	a	zwingen	o	V;NFIN	DET
anderweitig	outra	anderweitig	outro	ADJ	DET
einzuführen	presentarlles	einführen	presentarles	V;NFIN	N
einzuführen	á	einführen	á	V;NFIN	N
einzuführen	ao	einführen	ao	V;NFIN	PROPN
einzuführen	presente	einführen	presente	V;NFIN	ADJ
soft	suave	soft	suave		ADJ
knopf	botón	knopf	botón		N
nähere	a	nah	o	ADJ;NOM;FEM;SG	DET
nähere	mais	nah	mais	ADJ;NOM;FEM;SG	CONJ
nähere	máis	nah	máis	ADJ;NOM;FEM;SG	ADV
nähere	preto	nah	preto	ADJ;NOM;FEM;SG	ADV
nähere	xuntarse	nah	xuntarse	ADJ;NOM;FEM;SG	V
nähere	achéguense	nah	achéguense	ADJ;NOM;FEM;SG	ADV
nähere	achegádevos	nah	achegádevos	ADJ;NOM;FEM;SG	V
favoriten	favorito	favorit	favorito	V;NFIN	N
favoriten	favoritos	favorit	favorito	V;NFIN	N
favoriten	favorita	favorit	favoritar	V;NFIN	N
favoriten	preferido	favorit	preferir	V;NFIN	N
bereitgestellt	cama	bereitstellen	cama	V;V.PTCP	N
gegessen	comiches	essen	comiche	V;V.PTCP	N
gegessen	hoxe	essen	hoxe	V;V.PTCP	ADV
berechnungen	cálculos	berechnung	cálculo	V;NFIN	N
absichten	intención	absichten	intención	V;NFIN	N
beeinträchtigt	visuais	beeinträchtigen	visual	V;V.PTCP	ADJ
beeinträchtigt	con	beeinträchtigen	con	V;V.PTCP	ADP
beeinträchtigt	afectados	beeinträchtigen	afectado	V;V.PTCP	N
beeinträchtigt	á	beeinträchtigen	á	V;V.PTCP	N
care	importa	care	importar	PROPN;NOM;SG	V
care	igual	care	igual	PROPN;NOM;SG	ADV
care	me	care	me	PROPN;NOM;SG	PRO
stärkeren	máis	stark	máis	ADJ	ADV
räuber	ladróns	räuber	ladrón	ADJ	N
räuber	bandidos	räuber	bandido	ADJ	V
fraktionen	dous	fraktion	dous	V;NFIN	N
fraktionen	grupos	fraktion	grupo	V;NFIN	N
dominanz	dominante	dominanz	dominante	N;NOM;FEM;SG	ADJ
dominanz	educativa	dominanz	educativo	N;NOM;FEM;SG	ADJ
flügeln	as	flügeln	o		DET
flügeln	ás	flügeln	á		N
lasten	carga	lasten	carga	V;NFIN	N
gezielte	obxectivo	gezielt	obxectivo	ADJ;NOM;FEM;SG	N
geheim	segredo	geheim	segredo	ADJ	N
geheim	secreto	geheim	secreto	ADJ	N
geheim	secreta	geheim	secreta	ADJ	N
mitternacht	noite	mitternachen	noite	ADJ	N
mitternacht	ano	mitternachen	ano	ADJ	N
mitternacht	reloxo	mitternachen	reloxo	ADJ	N
mitternacht	doce	mitternachen	doce	ADJ	N
mitternacht	media	mitternachen	media	ADJ	N
mitternacht	medianoite	mitternachen	medianoite	ADJ	PROPN
mitternacht	da	mitternachen	da	ADJ	V
mitternacht	á	mitternachen	á	ADJ	N
pistole	pistola	pistol	pistola	ADJ;NOM;SG	N
pistole	arma	pistol	arma	ADJ;NOM;SG	N
pistole	revólver	pistol	revólver	ADJ;NOM;SG	N
pistole	arma	pistol	arma	ADJ;NOM;SG	N
pistole	pistola	pistol	pistola	ADJ;NOM;SG	N
pistole	revólver	pistol	revólver	ADJ;NOM;SG	N
vorhandensein	existencia	vorhandensein	existencia	ADV	N
vorhandensein	vida	vorhandensein	vida	ADV	N
vorhandensein	presenza	vorhandensein	presenza	ADV	N
vorhandensein	a	vorhandensein	o	ADV	DET
memoiren	declaración	memoiren	declaración	V;NFIN	N
gewohnt	vivimos	gewohnt	vivir	ADJ	V
gewohnt	viviron	gewohnt	ver	ADJ	V
gewohnt	viviu	gewohnt	vivir	ADJ	V
gewohnt	viviamos	gewohnt	vivir	ADJ	V
gewohnt	vivían	gewohnt	vivir	ADJ	V
gewohnt	vivín	gewohnt	vivir	ADJ	V
gewohnt	vivía	gewohnt	vivir	ADJ	V
fülle	cubrir	füllen	cubrir		V
fülle	encher	füllen	encher		V
android	android	android	android	PROPN;NOM;SG	PROPN
verbraucher	consumidores	verbraucher	consumidor	ADJ	N
heiko	julie	heiko	julie	PROPN;NOM;MASC;SG	PROPN
heiko	david	heiko	david	PROPN;NOM;MASC;SG	PROPN
chemisch	químicas	chemisch	química	ADJ	N
flasche	botellas	flasch	botella	ADJ;NOM;FEM;SG	N
flasche	botella	flasch	botella	ADJ;NOM;FEM;SG	N
strasse	rúa	straß	rúa		N
strasse	street	straß	street		PROPN
strasse	estrada	straß	estrada		N
strasse	camiño	straß	camiño		N
netzwerke	rede	netzwerk	rede		N
netzwerke	de	netzwerk	de		ADP
vorgesehene	de	vorgesehen	de	ADJ;NOM;FEM;PL	ADP
maul	boca	maul	boca		N
maul	boca	maul	boca		N
maul	bocas	maul	boca		N
cut	cortar	cut	cortar	PROPN	V
obama	obama	obama	obamar	PROPN;NOM;MASC;SG	PROPN
kalt	frío	kalt	frío	ADJ	N
kalt	fría	kalt	fría	ADJ	N
kalt	arrefriado	kalt	arrefriar	ADJ	N
fields	campos	fields	campo	PROPN	N
fields	campo	fields	campo	PROPN	N
fields	leiras	fields	leira	PROPN	N
tansania	tanzania	tansania	tanzania	PROPN;NOM;MASC;SG	PROPN
tansania	cimbabue	tansania	cimbabue	PROPN;NOM;MASC;SG	PROPN
tansania	zimbawe	tansania	zimbawe	PROPN;NOM;MASC;SG	N
tansania	zimbabwe	tansania	zimbabwe	PROPN;NOM;MASC;SG	PROPN
güte	amabilidade	güt	amabilidade		N
güte	bondade	güt	bondade		N
güte	deus	güt	daus		N
güte	bondade	güt	bondade		N
batterien	batería	batterienen	bater		V
morde	un	morde	un	N;NOM;PL	DET
burns	queimaduras	burns	queimadura	PROPN;NOM;MASC;SG	N
burns	arde	burns	arde	PROPN;NOM;MASC;SG	N
benzin	gasolina	benzin	gasolina		N
ausdrücke	frases	ausdrücken	frase		N
ausdrücke	expresións	ausdrücken	expresión		N
ausdrücke	expresión	ausdrücken	expresión		N
erläutern	explicarllo	erläutern	explicarllo	V;NFIN	N
geschosse	balas	geschoß	bala	ADJ	N
geschosse	as	geschoß	o	ADJ	DET
geschosse	mísiles	geschoß	mísil	ADJ	N
revolutionär	revolucionario	revolutionär	revolucionario	ADJ	N
buchen	reserva	buchen	reserva	V;NFIN	N
buchen	libro	buchen	libro	V;NFIN	N
sortierung	unha	sortierung	un	N;NOM;FEM;SG	DET
sortierung	como	sortierung	como	N;NOM;FEM;SG	PRO
sortierung	de	sortierung	de	N;NOM;FEM;SG	ADP
vermisst	de	vermissen	de	V;V.PTCP	ADP
vermisst	menos	vermissen	menos	V;V.PTCP	ADV
vermisst	a	vermissen	o	V;V.PTCP	DET
vermisst	falta	vermissen	falta	V;V.PTCP	N
buck	dólar	bücken	dólar	PROPN;NOM;SG	N
verborgen	oculto	verborgen	oculto	ADJ	N
verborgen	oculta	verborgen	oculto	ADJ	V
verborgen	ocultas	verborgen	oculto	ADJ	N
verborgen	escondidos	verborgen	esconder	ADJ	V
verborgen	escondidas	verborgen	esconder	ADJ	V
melodien	melodías	melodien	melodía		N
melodien	melodía	melodien	melodía		N
früchten	froita	früchten	froita	V;NFIN	N
cash	diñeiro	cash	diñeiro	PROPN	N
cash	en	cash	en	PROPN	ADP
cash	efectivo	cash	efectivo	PROPN	ADJ
cash	contado	cash	contado	PROPN	ADJ
cash	cartos	cash	carto	PROPN	N
cash	suficiente	cash	suficiente	PROPN	ADJ
cash	cobro	cash	cobro	PROPN	N
cash	cobrar	cash	cobrar	PROPN	V
merkwürdig	moi	merkwürdig	moi	ADJ	ADV
aktuelles	que	aktuell	que	ADJ;NOM;NEUT;SG	PRO
aktuelles	súa	aktuell	seu	ADJ;NOM;NEUT;SG	DET
aktuelles	noticias	aktuell	noticia	ADJ;NOM;NEUT;SG	N
aktuelles	noticia	aktuell	noticia	ADJ;NOM;NEUT;SG	N
irre	tolas	irre	tola	ADJ	N
irre	manicomio	irre	manicomio	ADJ	N
irre	tolo	irre	tolo	ADJ	N
irre	enfermo	irre	enfermo	ADJ	N
irre	tolear	irre	tolear	ADJ	V
irre	tola	irre	tola	ADJ	PROPN
irre	tolos	irre	tolo	ADJ	N
irre	tolas	irre	tola	ADJ	N
irre	tolo	irre	tolo	ADJ	N
walt	walt	walt	walt	PROPN;NOM;MASC;SG	PROPN
schafe	ovellas	schaffen	ovella		N
kurven	curva	kurv	curvar	V;NFIN	N
papa	pai	papa	pai	PROPN;NOM;SG	N
papa	papá	papa	papá	PROPN;NOM;SG	PROPN
papa	pai	papa	pai	PROPN;NOM;SG	N
papa	papá	papa	papá	PROPN;NOM;SG	PROPN
papa	papá	papa	papá	PROPN;NOM;SG	PROPN
verwirrung	confusión	verwirrung	confusión		N
abstimmen	voto	abstimmen	voto	V;NFIN	N
abstimmen	votos	abstimmen	voto	V;NFIN	N
abstimmen	votación	abstimmen	votación	V;NFIN	N
taxis	taxi	taxis	taxi		N
versprach	prometín	versprechen	prometín	V;IND;SG;3;PST;FIN	PROPN
versprach	prometinlle	versprechen	prometinlle	V;IND;SG;3;PST;FIN	PROPN
versprach	prometéronme	versprechen	prometéronme	V;IND;SG;3;PST;FIN	PROPN
versprach	prometíchesme	versprechen	prometíchesme	V;IND;SG;3;PST;FIN	N
denk	que	denk	que		PRO
denk	penso	denk	penso		V
denk	pensar	denk	pensar		V
denk	creo	denk	creo		V
individuum	cada	individuum	cada	N;SG	DET
individuum	individuais	individuum	individual	N;SG	ADJ
individuum	individual	individuum	individual	N;SG	ADJ
gitter	reixas	gitter	reixa		N
gemischt	mestura	mischen	mestura	ADJ	N
gemischt	as	mischen	o	ADJ	DET
krug	xarra	krug	xarra		N
