til	لاجل	til	لاجل	ADV	
ansættelse	التوظيف	ansættelse	تَوظِيف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ansættelse	العمالة	ansættelse	عَمَالَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ansættelse	التوظيف	ansættelse	تَوظِيف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
atp	atp	atp	كَرّ		
drikke	الشرب	drikke	شُرب	V;NFIN;ACT	N;NOM;DEF;SG
drikke	شرب	drikke	شُرب	V;NFIN;ACT	N;NOM;INDF;SG
drikke	شرب	drikke	شُرب	V;NFIN;ACT	N;NOM;INDF;SG
drikke	شراب	drikke	شَرب	V;NFIN;ACT	N;NOM;INDF;SG
drikke	مشروب	drikke	مَشرُوب	V;NFIN;ACT	N;NOM;INDF;SG
presset	ضغط	pres	ضَغط	N;DEF;NEUT;SG	N;NOM;INDF;SG
presset	مضغوط	pres	مَضغُوط	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
nutiden	هدية	nutid	هَدِيَّة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
nutiden	الحاضر	nutid	حَاضِر	N;DEF;MASC+FEM;SG	
nutiden	الحالي	nutid	حَالِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
republikanske	جمهوري	republikansk	جمهوري	ADJ;PL	N;NOM;INDF;SG
yde	منحة	yde	مِنحَة	V;NFIN;ACT	N;NOM;INDF;SG
yde	جرانت	yde	جرَان	V;NFIN;ACT	
yde	غرانت	yde	غرَان	V;NFIN;ACT	
detroit	ديترويت	detroit	ديترويت		
mario	ماريو	mario	ماريو		
kendetegn	خصائص	kendetegn	خَصِيصَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
kendetegn	الخصائص	kendetegn	خَصِيصَة	N;INDF;NEUT;SG	N;NOM;DEF;PL
metoden	المنهج	metod	مُنهَج	N;DEF;MASC+FEM;SG	
metoden	طريقة	metod	طَرِيقَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
metoden	اسلوب	metod	أُسلُوب	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
metoden	منهج	metod	منهج	N;DEF;MASC+FEM;SG	
são	ساو	são	ساو		
são	ساو	são	ساو		
melbourne	ملبورن	melbourn	ملبورن	N;INDF;MASC+FEM;SG	
sandsynligt	المحتمل	sandsynlig	مُحتَمَل	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
artist	الفنان	artist	فَنَّان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vogne	العربات	vogn	عَرَبَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
casper	كاسبر	caspe	كاسبر		
makedonien	مقدونيا	makedonie	مَقدُونِيَا	N;DEF;MASC+FEM;SG	
nederlandske	داتش	nederlandsk	داتش	ADJ;PL	
nederlandske	الهولندي	nederlandsk	هُولَندِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
nederlandske	الهولندية	nederlandsk	هُولَندِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
gate	البوابة	gate	بَوَّابَة		N;NOM;DEF;SG
gate	بوابة	gate	بَوَّابَة		N;NOM;INDF;SG
gate	البوابه	gate	بُوَابَهَة		
heat	الحراره	heat	حَرَارُه	N;INDF;NEUT;SG	
heat	هيت	heat	هيت	N;INDF;NEUT;SG	
heat	الحرارة	heat	حَرَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
spillerne	لاعبين	spiller	لَاعِب	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
platin	البلاتين	platin	بَلَاتِين	N;INDF;NEUT;SG	N;NOM;DEF;SG
platin	البلاتينيوم	platin	البلاتينيوم	N;INDF;NEUT;SG	
saudi	السعودية	saudi	سَعُودِيَّة		N;NOM;DEF;SG
saudi	سعودي	saudi	سَعُودِيّ		ADJ;NOM;INDF;MASC;SG
saudi	السعودي	saudi	سَعُودِيّ		ADJ;NOM;DEF;MASC;SG
saudi	المملكة	saudi	مَملَكَة		N;NOM;DEF;SG
overordnet	اجمالا	overordne	إِجمَال	ADJ;INDF;SG	N;ACC;INDF;SG
overordnet	عموما	overordne	عُمُوم	ADJ;INDF;SG	N;ACC;INDF;SG
længden	طول	længde	طُول	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
anbragt	موضوعة	anbragt	مَوضُوع	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
kongressen	الكونغرس	kongres	اَلكُونغرِس	N;DEF;MASC+FEM;SG	
kongressen	الكونجرس	kongres	اَلكُونجرِس	N;DEF;MASC+FEM;SG	
kongressen	كونغرس	kongres	كُونغرِس	N;DEF;MASC+FEM;SG	
instruktion	تعليمات	instruktion	تَعلِيم	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
instruktion	التعليمات	instruktion	تَعلِيم	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
instruktion	تعليمات	instruktion	تَعلِيم	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
instruktion	ارشادات	instruktion	إِرشَاد	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
instruktion	التعليمات	instruktion	تَعلِيم	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
føderale	فيدرالي	føderal	فِيدِرَالِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
føderale	الاتحادية	føderal	اِتِّحَادِيّ	ADJ;PL	
føderale	اتحادية	føderal	اِتِّحَادِيَّة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
føderale	الاتحادي	føderal	اِتِّحَادِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
føderale	اتحادي	føderal	اِتِّحَادِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
føderale	فيدرالية	føderal	فِيدِرَالِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
stifter	الدبابيس	stift	دَبَّابُوس	N;INDF;MASC+FEM;PL	
stifter	مؤسس	stift	مُؤَسِّس	N;INDF;MASC+FEM;PL	
stifter	المؤسس	stift	مُؤَسِّس	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
betaling	الدفع	betaling	دَفع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betaling	السداد	betaling	سَدَاد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betaling	الدفعة	betaling	دَفعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betaling	دفع	betaling	دَفَع	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
betaling	مدفوعات	betaling	مَدفُوع	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
betaling	الدفعات	betaling	دَفعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
betaling	الدفع	betaling	دَفع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
betaling	المدفوعات	betaling	مَدفُوع	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
betaling	دفعات	betaling	دَفعَة	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
atmosfære	الجو	atmosfære	جَوّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
atmosfære	الاجواء	atmosfære	جَوّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
atmosfære	اجواء	atmosfære	جَوّ	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
hagen	هاغن	hag	هاغن	N;DEF;MASC+FEM;SG	
hagen	تشين	hag	تشِين	N;DEF;MASC+FEM;SG	
hagen	شين	hag	شين	N;DEF;MASC+FEM;SG	
konkurrencer	المسابقات	konkurrence	مُسَابَقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konkurrencer	المسابقات	konkurrence	مُسَابَقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
regent	حاكم	regent	حَاكِم	N;INDF;MASC+FEM;SG	
regent	الوصي	regent	وَصي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
santiago	سنتياغو	santiago	سنتياغو		
santiago	سانتياجو	santiago	سانتياجو		
santiago	سانتياغو	santiago	سانتياغو		
planeten	كوكب	plan	كَوكَب	N;DEF;MASC+FEM;SG	
greb	القبضة	gribe	قَبضَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
mandag	الاثنين	mandag	اِثنَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
strenge	صارم	streng	صَارِم	ADJ;PL	ADJ;NOM;INDF;MASC;SG
strenge	صارمة	streng	صَارِم	ADJ;PL	ADJ;NOM;INDF;FEM;SG
konservativ	محافظ	konservativ	مُحَافِظ	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
konservativ	محافظة	konservativ	مُحَافَظَة	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
konservativ	المحافظة	konservativ	مُحَافَظَة	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
congo	الكونغو	congo	اَلكُونغُو		
græs	العشب	græs	عَشَبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
græs	عشب	græs	عَشِبَ	N;INDF;NEUT;SG	
græs	الحشيش	græs	الحشيش	N;INDF;NEUT;SG	N;NOM;DEF;SG
hawaii	هاواي	hawaii	هاواي		
hawaii	هواي	hawaii	هواي		
alfabet	الابجدية	alfab	أُبجَدِيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
price	الثمن	price	ثَمَن	N;INDF;NEUT;SG	N;NOM;DEF;SG
price	الاسعار	price	سِعر	N;INDF;NEUT;SG	N;NOM;DEF;PL
price	سعره	price	سعره	N;INDF;NEUT;SG	PRO;NOM;FEM;SG;3
price	السعر	price	سِعر	N;INDF;NEUT;SG	N;NOM;DEF;SG
værktøj	الاداة	værktøj	إِدَاةَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
værktøj	ادوات	værktøj	أَدَاة	N;INDF;NEUT;SG	N;NOM;INDF;PL
værktøj	الادوات	værktøj	أَدَاة	N;INDF;NEUT;SG	N;NOM;DEF;PL
slutspillet	التصفيات	slutspillet	تَصفِيَة	N;DEF;NEUT;SG	N;NOM;DEF;PL
løs	طليق	løs	طَلِيق	ADJ;INDF;SG	
løs	حل	løs	حَلّ	ADJ;INDF;SG	N;NOM;INDF;SG
spids	مدببة	spids	مُدبِب	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
spids	مدبب	spids	مُدبَب	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
spids	تيب	spids	تيب	N;INDF;MASC+FEM;SG	
nordpå	نورث	nordpå	نورث	ADV	
nordpå	شمالي	nordpå	شمالي	ADV	
nordpå	شمال	nordpå	شَمَال	ADV	N;NOM;INDF;SG
nordpå	شمالا	nordpå	شَمَال	ADV	N;ACC;INDF;SG
nordpå	الشمال	nordpå	شَمَال	ADV	N;NOM;DEF;SG
færdigt	انتهيت	færdig	اِنتَهَى	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
færdigt	انتهت	færdig	اِنتَهَى	ADJ;INDF;NEUT;SG	V;PFV;FEM;SG;3;ACT
færdigt	انتهى	færdig	اِنتَهَى	ADJ;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
udfører	تنفيذ	udføre	تَنفِيذ	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
udfører	اداء	udføre	أَدَاء	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
mindretal	الاقليات	mindretal	أَقلِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
mindretal	الاقلية	mindretal	الاقلية	N;INDF;NEUT;SG	N;NOM;DEF;SG
mindretal	اقليات	mindretal	اقليات	N;INDF;NEUT;SG	N;NOM;INDF;PL
mindretal	الاقليات	mindretal	أَقلِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
motiv	دافع	motiv	دَافَع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
motiv	الدافع	motiv	دَافِع	N;INDF;NEUT;SG	N;NOM;DEF;SG
motiv	بواعث	motiv	بَاعِثَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
motiv	الدوافع	motiv	دَافِع	N;INDF;NEUT;SG	N;NOM;DEF;PL
motiv	دوافع	motiv	دَافِع	N;INDF;NEUT;SG	N;NOM;INDF;PL
mønster	النمط	mønster	نَمَط	N;INDF;NEUT;SG	N;NOM;DEF;SG
galleri	المعرض	galleri	مَعرِض	N;INDF;NEUT;SG	N;NOM;DEF;SG
wolf	الذئب	wolf	ذِئب		N;NOM;DEF;SG
wolf	ذئب	wolf	ذَابّ		
wolf	ولف	wolf	ولف		
wolf	وولف	wolf	وولف		
basel	بازل	basel	بَازِل		
køkken	المطبخ	køkke	مُطبِخ	N;INDF;NEUT;SG	N;NOM;DEF;SG
udnævnte	المعين	udnævne	المعين	V;IND;PST;FIN;ACT	
udnævnte	عينت	udnævne	عَيَّن	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
kulturen	ثقافته	kultur	ثقافته	N;DEF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
kulturen	ثقافة	kultur	ثَقَافَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
uafgjort	التعادل	uafgjort	تَعَادُل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uafgjort	ارسم	uafgjort	ارسم	N;INDF;MASC+FEM;SG	
smuk	جميل	smuk	جَمِيل	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
smuk	جميله	smuk	جميله	ADJ;INDF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
hensigt	النية	hensigt	نِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hensigt	القصد	hensigt	قَصد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hensigt	النية	hensigt	نِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udendørs	خارجية	udendørs	خَارِجِيَّة	ADJ	N;NOM;INDF;SG
udendørs	النزهات	udendørs	نِزهَة	ADJ	N;NOM;DEF;PL
jerry	جيري	jerry	جيري		
eleverne	طلاب	elev	طَالِب	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
eleverne	طلبة	elev	طَالِب	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
eleverne	تلاميذ	elev	تِلمِيذ	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
beatles	البيتلز	beatel	بِيتلز	N;INDF;MASC+FEM;SG	
pansrede	مدرعة	pansret	مُدَرَّع	ADJ;PL	N;NOM;INDF;SG
pansrede	مصفحة	pansret	مَصفَحَة	ADJ;PL	N;NOM;INDF;SG
pansrede	المدرعة	pansret	مَدرَعَة	ADJ;PL	N;NOM;DEF;SG
baker	بيكر	bakke	بَيكِر	N;INDF;MASC+FEM;SG	
baker	بايكر	bakke	بايكر	N;INDF;MASC+FEM;SG	
materiel	المواد	materiel	مَادَّة	N;INDF;NEUT;SG	N;NOM;DEF;PL
materiel	مواد	materiel	مَادَّة	N;INDF;NEUT;SG	N;NOM;INDF;PL
materiel	المادة	materiel	مَادَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
fjendtlige	معاد	fjendtlig	مُعَادِي	ADJ;PL	N;NOM;INDF;SG
fjendtlige	معادية	fjendtlig	مُعَادِي	ADJ;PL	ADJ;NOM;INDF;FEM;SG
fjendtlige	عدائية	fjendtlig	عِدَائِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
dal	دال	dal	دَال	N;INDF;MASC+FEM;SG	
dal	وادي	dal	وادي	N;INDF;MASC+FEM;SG	
dal	الوادي	dal	وَادِي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
dal	فالى	dal	فالى	N;INDF;MASC+FEM;SG	
dal	فالي	dal	فالي	N;INDF;MASC+FEM;SG	
centret	مركز	center	مَركَز	N;DEF;NEUT;SG	N;NOM;INDF;SG
hære	الجيوش	hære	جَيش	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gæld	الديون	gæld	دَين	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
gæld	الدين	gæld	دِين	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gæld	الديون	gæld	دَين	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
ledige	متوفر	ledig	متوفر	ADJ;PL	ADJ;NOM;INDF;MASC;SG
ledige	متاح	ledig	مُتَاح	ADJ;PL	ADJ;NOM;INDF;MASC;SG
ledige	متاحة	ledig	مُتَاح	ADJ;PL	ADJ;NOM;INDF;FEM;SG
ledige	متوفرة	ledig	مُتَوَفِّر	ADJ;PL	ADJ;NOM;INDF;FEM;SG
ledige	تتوفر	ledig	تَوَفَّر	ADJ;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
ledige	عاطل	ledig	عاطل	ADJ;PL	N;NOM;INDF;SG
ledige	شاغر	ledig	شاغر	ADJ;PL	N;NOM;INDF;SG
ledige	شاغرا	ledig	شاغرا	ADJ;PL	ADJ;ACC;INDF;MASC;SG
ledige	شاغرة	ledig	شَاغِر	ADJ;PL	N;NOM;INDF;SG
khan	خان	khan	خان	PROPN	
erhvervede	المكتسبة	erhvervet	مُكتَسَبَة	V;IND;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG
fremstillede	المصنعة	fremstille	مُصَنَّع	V;IND;PST;FIN;ACT	N;NOM;DEF;SG
magdalene	المجدلية	magdal	مُجَدَّلِيَّة	N;DEF;NEUT;PL	N;NOM;DEF;SG
folkeslag	الشعوب	folkeslag	شَعب	N;INDF;NEUT;PL	N;NOM;DEF;PL
observationer	الملاحظات	observation	مُلَاحَظَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
observationer	المشاهدات	observation	مُشَاهَدَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
niveauer	المستويات	niveaue	مُستَوَى	N;INDF;NEUT;PL	N;NOM;DEF;PL
kansas	كنساس	kansas	كنساس		
kansas	كانساس	kansas	كانساس		
bruno	برونو	bruno	برُونُو		
smidt	القيت	smidt	قَيت	V;INDF;SG;PST;V.PTCP	
stars	النجوم	stars	نَجم	N;INDF;NEUT;SG	N;NOM;DEF;PL
stars	نجوم	stars	نَجم	N;INDF;NEUT;SG	N;NOM;INDF;PL
kastet	القيت	kaste	قَيت	V;INDF;SG;PST;V.PTCP	
kerne	النواة	kerne	نَوَاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kerne	اساسي	kerne	أَسَاسِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
kerne	الصميم	kerne	صَمِيم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kerne	النواة	kerne	نَوَاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kerne	النواة	kerne	نَوَاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
dommere	القضاة	dommer	قَاضِي	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
bold	الكرة	bold	كُرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
administratorer	المديرون	administrator	مُدِير	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
administratorer	المسؤولين	administrator	مَسؤُول	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
anklaget	المتهمين	anklage	مُتَّهَم	V;INDF;SG;PST;V.PTCP	ADJ;ACC;DEF;MASC;PL
anklaget	متهم	anklage	مُتَّهَم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
anklaget	المتهم	anklage	مُتَّهَم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
vilnius	فيلنيوس	vilnius	فيلنيوس		
hjernen	دماغ	hjerne	دماغ	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
hjernen	مخ	hjerne	مَخّ	N;DEF;MASC+FEM;SG	
hjernen	عقل	hjerne	عَقَل	N;DEF;MASC+FEM;SG	
lejren	كامب	lejr	كَامب	N;DEF;MASC+FEM;SG	
lejren	مخيم	lejr	مُخَيَّم	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
lejren	معسكر	lejr	مُعَسكَر	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
firmaer	الشركات	firma	شَرِكَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
gifte	متزوجة	gifte	مُتَزَوِّج	V;NFIN;ACT	ADJ;NOM;INDF;FEM;SG
gifte	متزوجه	gifte	متزوجه	V;NFIN;ACT	ADJ;NOM;INDF;MASC;SG
gifte	متزوج	gifte	مُتَزَوِّج	V;NFIN;ACT	ADJ;NOM;INDF;MASC;SG
øjnene	اعين	øje	أَعَان	N;DEF;NEUT;PL	
øjnene	عيون	øje	عَيُّون	N;DEF;NEUT;PL	
øjnene	العيون	øje	العيون	N;DEF;NEUT;PL	
øjnene	عين	øje	عين	N;DEF;NEUT;PL	
forventede	المتوقع	forvente	مُتَوَقَّع	V;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
forventede	متوقع	forvente	مُتَوَقَّع	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
forventede	المتوقعة	forvente	مُتَوَقَّع	V;PL;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
forventede	المنتظر	forvente	مُنتَظَر	V;PL;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
selvstyre	الاستقلالية	selvstyre	اِستِقلَالِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
emanuel	ايمانويل	emanuel	إِيمَانُوِيل	N;INDF;MASC+FEM;SG	
indtægter	الايرادات	indtægte	إِيرَاد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
indtægter	الايرادات	indtægte	إِيرَاد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
indtægter	دخل	indtægte	دَخَل	N;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
indtægter	الدخل	indtægte	دَخل	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
indtægter	الايرادات	indtægte	إِيرَاد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
indtægter	ايراد	indtægte	إِيرَاد	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
guy	غاي	guy	غاي		
guy	الرجل	guy	رَجُل		N;NOM;DEF;SG
håndtere	مقبض	håndtere	مُقَبَّض	V;NFIN;ACT	
linux	لينكس	linux	لينكس	N;INDF;MASC+FEM;SG	
relationer	العلاقات	relation	عَلَاقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
relationer	علاقة	relation	عَلَاقَة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
relationer	العلاقة	relation	عَلَاقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
relationer	العلاقات	relation	عَلَاقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
relationer	علاقه	relation	علاقه	N;INDF;MASC+FEM;PL	PRO;NOM;MASC;SG;3
relationer	العلاقات	relation	عَلَاقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
mini	mini	mini	أَثَّث		
mini	مصغرة	mini	مُصَغَّر		ADJ;NOM;INDF;FEM;SG
mini	ميني	mini	ميني		
mini	مصغر	mini	مَصغَر		ADJ;NOM;INDF;MASC;SG
symboler	الرموز	symbol	رَمز	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
skjold	شيلد	skjold	شيلد	N;INDF;NEUT;SG	
skjold	الدرع	skjold	دَرع	N;INDF;NEUT;SG	N;NOM;DEF;SG
skjold	درعا	skjold	دَرَّع	N;INDF;NEUT;SG	
skjold	درع	skjold	دَرع	N;INDF;NEUT;SG	
skjold	الدروع	skjold	دَرع	N;INDF;NEUT;SG	N;NOM;DEF;PL
monaco	موناكو	monaco	مُونَاكُو	N;INDF;MASC+FEM;SG	
studenter	التلاميذ	student	تِلمِيذ	N;INDF;NEUT;PL	N;NOM;DEF;PL
studenter	الطلاب	student	طَالِب	N;INDF;NEUT;PL	N;NOM;DEF;PL
studenter	الطلبة	student	طَالِب	N;INDF;NEUT;PL	N;NOM;DEF;PL
persiske	الفارسي	persisk	فَارِسِيّ	ADJ;PL	
persiske	الفارسية	persisk	فَارِسِيّ	ADJ;PL	
tyve	اللصوص	tyve	لِصّ	NUM	N;NOM;DEF;PL
felix	فيلكس	felix	فيلكس		
felix	فيليكس	felix	فيليكس		
kaste	ارم	kaste	أَرم	V;NFIN;ACT	
kaste	رمي	kaste	رَمي	V;NFIN;ACT	N;NOM;INDF;SG
kaste	ارمي	kaste	أَرم	V;NFIN;ACT	
kaste	الطائفة	kaste	طَائِفَة	V;NFIN;ACT	N;NOM;DEF;SG
helbred	الصحة	helbred	صِحَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
cooper	كوبر	coope	كُوبِر	N;INDF;MASC+FEM;SG	
cooper	كوبير	coope	كُوبِير	N;INDF;MASC+FEM;SG	
hamilton	هاميلتون	hamilton	هاميلتون	N;INDF;MASC+FEM;SG	
hamilton	هاملتون	hamilton	هَامُلتُون	N;INDF;MASC+FEM;SG	
engagement	الارتباط	engagement	اِرتِبَاط	N;INDF;NEUT;SG	N;NOM;DEF;SG
engagement	التفاعل	engagement	تَفَاعُل	N;INDF;NEUT;SG	N;NOM;DEF;SG
engagement	الخطوبة	engagement	خُطُوبَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
engagement	الالتزام	engagement	اِلتِزَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
håndværk	الحرفية	håndværk	حِرَفِيّ	N;INDF;NEUT;SG	N;NOM;DEF;SG
håndværk	الحرف	håndværk	حَرف	N;INDF;NEUT;SG	N;NOM;DEF;SG
dyrket	المزروعة	dyrke	مَزرُوع	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
marianne	ماريان	marianne	ماريان	N;INDF;MASC+FEM;SG	
komplekse	مجمع	komplekse	مَجمَع	ADJ;PL	N;NOM;INDF;SG
libanon	لبنان	libanon	لُبنَان	PROPN	N;NOM;INDF;SG
libanon	بلبن	libanon	بَلَب	PROPN	
gray	رمادية	gray	رَمَادِيّ		ADJ;NOM;INDF;FEM;SG
gray	الرمادي	gray	رَمَادِيّ		
gray	جراي	gray	جراي		
gray	رمادي	gray	رمادي		
udgravninger	الحفريات	udgravning	حَفرِيَّات	N;INDF;MASC+FEM;PL	
simpelthen	ببساطة	simpelthen	ببساطة	ADV	N;NOM;INDF;SG
simpelthen	ببساطه	simpelthen	ببساطه	ADV	N;NOM;DEF;SG
vinger	اجنحة	vinge	اجنحة	N;INDF;MASC+FEM;PL	
vinger	الاجنحة	vinge	جَنَاح	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
åbning	الفتح	åbning	فَتح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
åbning	الافتتاح	åbning	اِفتِتَاح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
åbning	فتح	åbning	فتح	N;INDF;MASC+FEM;SG	
birk	بيرش	birk	بِيرش		
got	حصلت	got	حَصَل		V;PFV;FEM;SG;3;ACT
evnen	قدرة	evne	قُدرَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
jomfru	عذراء	jomfru	عَذرَاء	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
jomfru	بتول	jomfru	بَتُول	ADJ;INDF;MASC+FEM;SG	
jomfru	العذراء	jomfru	عَذرَاء	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
indisk	هندية	indisk	هِندِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
indisk	هندي	indisk	هِندِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
indisk	الهندية	indisk	الهندية	N;INDF;MASC+FEM;SG	
