hän	انها	hän	انها	PRO;NOM;SG;3	
kortin	البطاقة	kortti	بِطَاقَة	N;GEN;SG	N;NOM;DEF;SG
kortin	كارد	kortti	كارد	N;GEN;SG	
kortin	كارت	kortti	كَار	N;GEN;SG	
deutsche	d	deutsche	!	PROPN;NOM;SG	
standard	قياسي	standard	قِيَاسِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
salaisuus	سر	salaisuus	سر	N;NOM;SG	
salaisuus	سري	salaisuus	سري	N;NOM;SG	
salaisuus	سرية	salaisuus	سِرِّيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
budapestin	بودابست	budapesti	بودابست	N;GEN;SG	
louise	لويز	louise	لويز	PROPN;NOM;SG	
golf	جولف	golf	جُولف	N;NOM;SG	
golf	غولف	golf	غولف	N;NOM;SG	
metsät	الغابة	metsä	غَابَة	N;NOM;PL	N;NOM;DEF;SG
metsät	غابة	metsä	غَابَة	N;NOM;PL	N;NOM;INDF;SG
aiempi	سابقة	aiempi	سَابِقَة	ADJ;NOM;SG	N;NOM;INDF;SG
aiempi	السابق	aiempi	سَابِق	ADJ;NOM;SG	N;NOM;DEF;SG
kansalaisten	مواطنو	kansalainen	مُوَاطِن	N;GEN;PL	N;NOM;INDF;PL
kansalaisten	المواطنين	kansalainen	مُوَاطِن	N;GEN;PL	N;NOM;DEF;PL
kansalaisten	مواطنون	kansalainen	مُوَاطِن	N;GEN;PL	N;NOM;INDF;PL
kansalaisten	المواطنون	kansalainen	مُوَاطِن	N;GEN;PL	N;NOM;DEF;PL
kansalaisten	مواطنين	kansalainen	مُوَاطِن	N;GEN;PL	N;NOM;INDF;PL
korjattu	المقطوع	korjata	مَقطُوع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
korjattu	صحح	korjata	صَحِح	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
korjattu	يصحح	korjata	صَحَح	V;NOM;SG;V.PTCP;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
porto	بورتو	porto	بُورتُو	PROPN;NOM;SG	
valokuva	p	valo#kuva	!	N;NOM;SG	
kannen	غطاء	kansi	غِطَاء	N;GEN;SG	N;NOM;INDF;SG
kannen	الغطاء	kansi	غِطَاء	N;GEN;SG	N;NOM;DEF;SG
kannen	تغطية	kansi	تَغطِيَة	N;GEN;SG	N;NOM;INDF;SG
kannen	غلاف	kansi	غِلَاف	N;GEN;SG	N;NOM;INDF;SG
kannen	الغلاف	kansi	غِلَاف	N;GEN;SG	N;NOM;DEF;SG
tulo	ايرادات	tulo	إِيرَاد	N;NOM;SG	N;NOM;INDF;PL
tulo	الايرادات	tulo	إِيرَاد	N;NOM;SG	N;NOM;DEF;PL
tulo	دخل	tulo	دَخَل	N;NOM;SG	V;PFV;MASC;SG;3;ACT
hallintoa	الحوكمة	hallinto	حُوكمَة	N;PRT;SG	N;NOM;DEF;SG
hallintoa	الحكم	hallinto	حُكم	N;PRT;SG	N;NOM;DEF;SG
erot	التفاوت	ero	تَفَاوُت	N;NOM;PL	N;NOM;DEF;SG
mobile	جوال	mobile	جَوَال		
mobile	الجوال	mobile	جَوَال		N;NOM;DEF;SG
mobile	الموبايل	mobile	مُوبَايِل		N;NOM;DEF;SG
mobile	موبايل	mobile	مَوبَايل		
ruotsalaiset	السويديين	ruotsalainen	سُوَيدِيّ	N;NOM;PL	ADJ;NOM;DEF;MASC;PL
western	غربي	western	غَربِيّ		ADJ;NOM;INDF;MASC;SG
western	غربية	western	غَربِيّ		ADJ;NOM;INDF;FEM;SG
western	الغربية	western	غَربِيّ		ADJ;NOM;DEF;FEM;SG
western	غرب	western	غَرب		N;NOM;INDF;SG
cleveland	كليفلاند	cleveland	كلِيفلَاند	N;NOM;SG	
työntekijöiden	العمال	työ#tekijä	عَامِل	N;GEN;PL	N;NOM;DEF;PL
työntekijöiden	العاملون	työ#tekijä	عَامِل	N;GEN;PL	N;NOM;DEF;PL
työntekijöiden	عمال	työ#tekijä	عَامِل	N;GEN;PL	N;NOM;INDF;PL
työntekijöiden	العامل	työ#tekijä	عَامِل	N;GEN;PL	N;NOM;DEF;SG
työntekijöiden	عامل	työ#tekijä	عَامِل	N;GEN;PL	N;NOM;INDF;SG
työntekijöiden	العاملون	työ#tekijä	عَامِل	N;GEN;PL	N;NOM;DEF;PL
työntekijöiden	موظفين	työ#tekijä	مُوَظَّف	N;GEN;PL	N;NOM;INDF;PL
työntekijöiden	الموظفون	työ#tekijä	مُوَظَّف	N;GEN;PL	N;NOM;DEF;PL
työntekijöiden	الموظفين	työ#tekijä	مُوَظَّف	N;GEN;PL	N;NOM;DEF;PL
telakka	المرسى	telakka	مَرسَى	N;NOM;SG	
telakka	يارد	telakka	ارد	N;NOM;SG	
unioni	يونيون	unioni	يُونِيُون	N;NOM;SG	
kirkkojen	الكنائس	kirkka	كَنِيسَة	N;GEN;PL	N;NOM;DEF;PL
vihollisia	العدو	vihollinen	عَدُوّ	N;PRT;PL	N;NOM;DEF;SG
vihollisia	عدو	vihollinen	عَدُوّ	N;PRT;PL	
vihollisia	الاعداء	vihollinen	عَدُوّ	N;PRT;PL	N;NOM;DEF;PL
vihollisia	اعداء	vihollinen	اعداء	N;PRT;PL	
paulo	باولو	paulo	بَاولُو		
rannoilla	شواطئ	ranta	شَاطِئ	N;AT+ESS
;PL	N;NOM;INDF;PL
rannoilla	الشواطئ	ranta	شَاطِئ	N;AT+ESS
;PL	N;NOM;DEF;PL
erä	مستديرة	erä	مُستَدِير	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
platinaa	البلاتين	platina	بَلَاتِين	N;PRT;SG	N;NOM;DEF;SG
platinaa	البلاتينيوم	platina	البلاتينيوم	N;PRT;SG	
kukkii	تزهر	kukki	زَهَر	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
kukkii	تزهر	kukki	زَهَر	V;IND;SG;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
pyöreä	الجولة	pyöreä	جَولَة	ADJ;NOM;SG	N;NOM;DEF;SG
pyöreä	التعميم	pyöreä	تَعمِيم	ADJ;NOM;SG	N;NOM;DEF;SG
pyöreä	تعميم	pyöreä	تَعمِيم	ADJ;NOM;SG	N;NOM;INDF;SG
järvien	البحيرات	järvi	بُحَيرَة	N;GEN;PL	N;NOM;DEF;PL
amy	ايمى	amy	ايمى	PROPN;NOM;SG	
amy	ايمي	amy	ايمي	PROPN;NOM;SG	
litraa	ليتر	litra	ليتر	N;PRT;SG	N;NOM;INDF;SG
profeetta	نبي	profee	نبي	N;NOM;SG	
uhkasi	مهددة	uhata	مُهَدَّد	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
uhkasi	مهدد	uhata	مهدد	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
islam	الاسلام	islam	الاسلام	N;NOM;SG	
islam	اسلام	islam	اسلام	N;NOM;SG	
sopivan	مناسبة	sopia	مُنَاسَبَة	V;GEN;SG;V.PTCP;ACT	N;NOM;INDF;SG
ystäviä	اصدقاء	ystävä	صَدِيق	N;PRT;PL	N;NOM;INDF;PL
ystäviä	الاصدقاء	ystävä	صَدِيق	N;PRT;PL	N;NOM;DEF;PL
ystäviä	صديقان	ystävä	صديقان	N;PRT;PL	N;NOM;INDF;DU
maltan	مالطة	malttaa	مَالِط	N;GEN;SG	N;NOM;INDF;SG
maltan	مالطة	malttaa	مَالِط	N;GEN;SG	N;NOM;INDF;SG
vastustaja	خصم	vastustaja	خصم	N;NOM;SG	
syyt	اسباب	syy	سَبَب	N;NOM;PL	N;NOM;INDF;SG
syyt	اسباب	syy	سَبَب	N;NOM;PL	N;NOM;INDF;SG
müller	مولر	müller	مولر	PROPN;NOM;SG	
müller	مولر	müller	مولر	PROPN;NOM;SG	
yhteydet	الربط	yhteys	رَبط	N;NOM;PL	N;NOM;DEF;SG
saaja	مستفيد	saaja	مُستَفِيد	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
saaja	المستفيدة	saaja	مُستَفِيد	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
saaja	المستفيد	saaja	مُستَفِيد	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
saaja	المتلقي	saaja	مُتَلَقِّي	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
sallittua	مسموح	sallittu	مَسمُوح	ADJ;PRT;SG	ADJ;NOM;INDF;MASC;SG
sallittua	سمح	sallittu	سَمَح	ADJ;PRT;SG	V;PFV;MASC;SG;3;ACT
sallittua	المسموح	sallittu	مَسمُوح	ADJ;PRT;SG	ADJ;NOM;DEF;MASC;SG
kristittyjen	المسيحيين	kristitty	مَسِيحِيّ	N;GEN;PL	N;ACC;DEF;PL
warren	وارين	warren	وارين	PROPN;NOM;SG	
warren	وارن	warren	وارن	PROPN;NOM;SG	
kulunut	بالية	kulua	بَالِيّ	V;NOM;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
für	fü	für	مَثّ	PROPN;NOM;SG	
laitteita	الاجهزة	laite	جِهَاز	N;PRT;PL	N;NOM;DEF;PL
laitteita	اجهزة	laite	جِهَاز	N;PRT;PL	N;NOM;INDF;PL
vähä	الصغير	vähän	صَغِير	ADV	
vähä	قليل	vähän	قَلِيل	ADV	ADJ;NOM;INDF;MASC;SG
vähä	القليل	vähän	قَلِيل	ADV	
vähä	منخفض	vähän	مُنخَفِض	ADV	ADJ;NOM;INDF;MASC;SG
vähä	منخفضة	vähän	مُنخَفِض	ADV	ADJ;NOM;INDF;FEM;SG
vähä	تدني	vähän	تَدَنِّي	ADV	N;NOM;INDF;SG
vähä	انخفاض	vähän	اِنخِفَاض	ADV	N;NOM;INDF;SG
taloudellista	مالي	taloudellinen	مَالِيّ	ADJ;PRT;SG	
taloudellista	مالية	taloudellinen	مَالِيّ	ADJ;PRT;SG	ADJ;NOM;INDF;FEM;SG
taloudellista	المالية	taloudellinen	مَالِيَّة	ADJ;PRT;SG	N;NOM;DEF;SG
asetettu	ضبط	asettaa	ضَبط	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
asetettu	تعيين	asettaa	تَعيِين	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
twilight	الشفق	twilight	شَفق		N;NOM;DEF;SG
info	in	info	مَثّ	INTJ	
info	المعلومات	info	مَعلُومَة	INTJ	N;NOM;DEF;PL
info	معلومات	info	مَعلُومَة	INTJ	N;NOM;INDF;PL
ydin	اساسي	ydin	أَسَاسِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
laajempi	اوسع	laaja	أَوسَع	ADJ;NOM;CMPR;SG	
laajempi	اوسع	laaja	أَوسَع	ADJ;NOM;CMPR;SG	
kysyä	اسال	kysyä	أَسَال	V;SG;NFIN;ACT	
mallina	النمذجة	malli	نَمَذجَة	N;FRML;SG	N;NOM;DEF;SG
jake	جيك	jake	جَيك	PROPN;NOM;SG	
jake	جايك	jake	جَايك	PROPN;NOM;SG	
gonzález	غونزاليس	gonzález	غُونزَالِيس	PROPN;NOM;SG	
gonzález	غونزاليس	gonzález	غُونزَالِيس	PROPN;NOM;SG	
gonzález	غونزاليز	gonzález	غونزاليز	PROPN;NOM;SG	
voimakkaita	قوى	voimakas	قُوَّة	ADJ;PRT;PL	N;NOM;INDF;PL
voimakkaita	قوي	voimakas	قَوِيّ	ADJ;PRT;PL	ADJ;NOM;INDF;MASC;SG
voimakkaita	قوية	voimakas	قَوِيّ	ADJ;PRT;PL	ADJ;NOM;INDF;FEM;SG
hughes	هيوز	hughes	هَيز	PROPN;NOM;SG	
varsovan	وارسو	varsoa	وارسو	V;GEN;SG;V.PTCP;ACT	
täyden	الكامل	täysi	كَامِل	ADJ;GEN;SG	ADJ;NOM;DEF;MASC;SG
täyden	ملي	täysi	مَليَ	ADJ;GEN;SG	
täyden	كامل	täysi	كَامِل	ADJ;GEN;SG	ADJ;NOM;INDF;MASC;SG
täyden	كاملة	täysi	كَامِل	ADJ;GEN;SG	ADJ;NOM;INDF;FEM;SG
lukija	القراء	lukija	قَارِئ	N;NOM;SG	N;NOM;DEF;PL
tunteita	عاطفة	tunne	عاطفة	N;PRT;PL	N;NOM;INDF;SG
tunteita	العاطفة	tunne	عَاطِفَة	N;PRT;PL	N;NOM;DEF;SG
tunteita	العواطف	tunne	عَاطِفَة	N;PRT;PL	N;NOM;DEF;PL
tunteita	عواطف	tunne	عَاطِفَة	N;PRT;PL	N;NOM;INDF;PL
tunteita	المشاعر	tunne	مَشعَر	N;PRT;PL	N;NOM;DEF;PL
tunteita	العواطف	tunne	عَاطِفَة	N;PRT;PL	N;NOM;DEF;PL
tunteita	المشاعر	tunne	مَشعَر	N;PRT;PL	N;NOM;DEF;PL
tunteita	مشاعر	tunne	مَشعَر	N;PRT;PL	N;NOM;INDF;PL
myrsky	ستورم	myrsky	ستورم	N;NOM;SG	
tiukasti	ضيقة	tiukasti	ضيقة	ADV	ADJ;NOM;INDF;FEM;SG
tiukasti	ضيق	tiukasti	ضيق	ADV	N;NOM;INDF;SG
budapest	بودابست	budapest	بودابست	N;NOM;SG	
todellista	ريال	todellinen	رِيَال	ADJ;PRT;SG	N;NOM;INDF;SG
todellista	حقيقي	todellinen	حَقِيقِيّ	ADJ;PRT;SG	ADJ;NOM;INDF;MASC;SG
todellista	حقيقية	todellinen	حَقِيقِيّ	ADJ;PRT;SG	ADJ;NOM;INDF;FEM;SG
tel	تل	tel	تَلّ	PROPN;NOM;SG	
aura	هالة	aura	هالة	N;NOM;SG	
torinon	تورينو	torino	تورينو	N;GEN;SG	
rachel	راتشيل	rachel	راتشيل	PROPN;NOM;SG	
rachel	ريتشيل	rachel	ريتشيل	PROPN;NOM;SG	
rachel	ريتشل	rachel	رِيتشِل	PROPN;NOM;SG	
rachel	رايتشل	rachel	رَايتشِل	PROPN;NOM;SG	
rachel	راشيل	rachel	راشيل	PROPN;NOM;SG	
perusteet	اساسيات	peruste	أَسَاسِيّ	N;NOM;PL	ADJ;NOM;INDF;FEM;PL
perusteet	اساسيات	peruste	أَسَاسِيّ	N;NOM;PL	ADJ;NOM;INDF;FEM;PL
wales	ويلز	wales	ويلز	N;NOM;SG	
atlantic	الاطلسي	atlantic	أَطلَسِيّ		
atlantic	اتلانتيك	atlantic	إِتلَانِيك		
kestävä	مستدامة	kestävä	مُستَدَام	ADJ;NOM;SG	
tiedekunnan	كلية	tiede#kunta	كُلِّيَّة	N;GEN;SG	N;NOM;INDF;SG
tiedekunnan	الكلية	tiede#kunta	كُلِّيَّة	N;GEN;SG	N;NOM;DEF;SG
tehoa	فعالية	teho	فَعَّالِيَّة	N;PRT;SG	N;NOM;INDF;SG
tehoa	الفعالية	teho	فَعَّالِيَّة	N;PRT;SG	N;NOM;DEF;SG
sivuun	جانبا	sivu	جَانِب	N;IN+ALL;SG	N;ACC;INDF;SG
valley	وادي	valley	وادي		
valley	الوادي	valley	وَادِي		N;NOM;DEF;SG
valley	فالى	valley	فالى		
valley	فالي	valley	فالي		
pacific	الهادي	pacific	الهادي		
jessica	جيسيكا	jessica	جِيسِيكَا	N;NOM;SG	
ilmaiseksi	مجانا	ilmainen	مَجَّان	ADJ;TRANS;SG	ADJ;ACC;INDF;MASC;SG
ilmaiseksi	حرة	ilmainen	حُرّ	ADJ;TRANS;SG	ADJ;NOM;INDF;FEM;SG
ilmaiseksi	مجاني	ilmainen	مَجَّانِيّ	ADJ;TRANS;SG	ADJ;NOM;INDF;MASC;SG
ilmaiseksi	f	ilmainen	!	ADJ;TRANS;SG	
ilmaiseksi	حر	ilmainen	حُرّ	ADJ;TRANS;SG	N;NOM;INDF;SG
bridge	بريدج	bridge	بريدج		
bridge	الجسر	bridge	جِسر		N;NOM;DEF;SG
bridge	جسر	bridge	جِسر		N;NOM;INDF;SG
muodostettu	تشكلت	muodostaa	تَشَكَّل	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
pearl	اللؤلؤ	pearl	اللؤلؤ		N;NOM;DEF;SG
pearl	بيرل	pearl	بِيرل		
pearl	اللؤلؤة	pearl	لَؤلِئ		N;NOM;DEF;SG
morning	الصباح	morning	صَبَاح		N;NOM;DEF;SG
morning	صباحك	morning	صباحك		
morning	صباح	morning	صَبَاح		N;NOM;INDF;SG
vaarallinen	خطر	vaarallinen	خَطَر	ADJ;NOM;SG	N;NOM;INDF;SG
amanda	اماندا	amanda	أَمَاندَا	N;NOM;SG	
marokon	المغرب	marokko	مَغرِب	N;GEN;SG	N;NOM;DEF;SG
marokon	مغربي	marokko	مَغرِبِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
marokon	مغربية	marokko	مَغرِبِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
marokon	المغربي	marokko	مَغرِبِيّ	N;GEN;SG	N;NOM;DEF;SG
chuck	تشاك	chuck	تشَاك	PROPN;NOM;SG	
chuck	تشوك	chuck	تشوك	PROPN;NOM;SG	
chuck	تشك	chuck	شَكَّك	PROPN;NOM;SG	V;MASC;IMP;SG;FIN
etiopian	اثيوبيا	eti#opia	أَثيُوبِيَا	N;GEN;SG	
etiopian	اثيوبيا	eti#opia	أَثيُوبِيَا	N;GEN;SG	
neste	السوائل	neste	سَائِل	PROPN;NOM;SG	N;NOM;DEF;PL
neste	السائل	neste	سَائِل	PROPN;NOM;SG	N;NOM;DEF;SG
neste	سائل	neste	سَائِل	PROPN;NOM;SG	ADJ;NOM;INDF;MASC;SG
neste	سائلة	neste	سَائِل	PROPN;NOM;SG	ADJ;NOM;INDF;FEM;SG
neste	السائل	neste	سَائِل	PROPN;NOM;SG	N;NOM;DEF;SG
neste	سائل	neste	سَائِل	PROPN;NOM;SG	ADJ;NOM;INDF;MASC;SG
selkä	عاد	selkä	عَاد	N;NOM;SG	V;PFV;MASC;SG;3;ACT
selkä	ارجع	selkä	أَرجَع	N;NOM;SG	V;PFV;MASC;SG;3;ACT
selkä	ظهر	selkä	ظَهَر	N;NOM;SG	V;PFV;MASC;SG;3;ACT
idean	فكره	idea	فكره	N;GEN;SG	PRO;NOM;MASC;SG;3
idean	الفكرة	idea	فِكرَة	N;GEN;SG	N;NOM;DEF;SG
idean	فكرة	idea	فِكرَة	N;GEN;SG	N;NOM;INDF;SG
oppilaita	طلاب	oppilas	طَالِب	N;PRT;PL	N;NOM;INDF;PL
oppilaita	التلاميذ	oppilas	تِلمِيذ	N;PRT;PL	N;NOM;DEF;PL
oppilaita	الطلاب	oppilas	طَالِب	N;PRT;PL	N;NOM;DEF;PL
oppilaita	طلبة	oppilas	طَالِب	N;PRT;PL	N;NOM;INDF;PL
oppilaita	الطلبة	oppilas	طَالِب	N;PRT;PL	N;NOM;DEF;PL
oppilaita	التلاميذ	oppilas	تِلمِيذ	N;PRT;PL	N;NOM;DEF;PL
oppilaita	تلاميذ	oppilas	تِلمِيذ	N;PRT;PL	N;NOM;INDF;PL
barcelonassa	برشلونة	barcelona	برشلونة	N;IN+ESS;SG	
barcelonassa	برشلونه	barcelona	برشلونه	N;IN+ESS;SG	
tango	تانجو	tango	تانجو	N;NOM;SG	
opiskelijoita	طلاب	opiskelija	طَالِب	N;PRT;PL	N;NOM;INDF;PL
opiskelijoita	التلاميذ	opiskelija	تِلمِيذ	N;PRT;PL	N;NOM;DEF;PL
opiskelijoita	الطلاب	opiskelija	طَالِب	N;PRT;PL	N;NOM;DEF;PL
opiskelijoita	طلبة	opiskelija	طَالِب	N;PRT;PL	N;NOM;INDF;PL
opiskelijoita	الطلبة	opiskelija	طَالِب	N;PRT;PL	N;NOM;DEF;PL
kardinaali	الكاردينال	kardinaali	كَارِدِينَال	N;NOM;SG	
kardinaali	كاردينال	kardinaali	كاردينال	N;NOM;SG	
muokkaa	حرر	muokka	حَرَّر	N;NOM;SG	V;PFV;MASC;SG;3;ACT
muokkaa	تعدل	muokka	عَدَّل	N;NOM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
singaporen	سنغافورة	singapori	سِنغَافُورَة	N;GEN;SG	N;NOM;INDF;SG
kiinteä	الصلبة	kiinteä	صَلبَة	ADJ;NOM;SG	N;NOM;DEF;SG
kiinteä	صلب	kiinteä	صُلب	ADJ;NOM;SG	N;NOM;INDF;SG
kehä	خاتم	kehä	خاتم	N;NOM;SG	
samankaltainen	مشابه	samankaltainen	مشابه	ADJ;NOM;SG	
thunder	رعد	thunder	رعد		
thunder	الرعد	thunder	رَعد		N;NOM;DEF;SG
sielun	الروح	sielu	رُوح	N;GEN;SG	N;NOM;DEF;SG
sielun	روحي	sielu	روحي	N;GEN;SG	
sielun	روح	sielu	رُوح	N;GEN;SG	
merkintä	تاغ	merkintä	تاغ	N;NOM;SG	
merkintä	توسيم	merkintä	تَوسِيم	N;NOM;SG	
tilaisuuden	فرصة	tilaisuus	فُرصَة	N;GEN;SG	N;NOM;INDF;SG
tilaisuuden	الفرص	tilaisuus	فُرصَة	N;GEN;SG	N;NOM;DEF;PL
tilaisuuden	الفرصة	tilaisuus	فُرصَة	N;GEN;SG	N;NOM;DEF;SG
sirkka	الكريكت	sirkka	كَرِيك	N;NOM;SG	
sirkka	سرعوف	sirkka	سرعوف	N;NOM;SG	
mad	ماد	mad	مَادّ	PROPN;NOM;SG	
osapuolet	الجانبين	osa#puoli	جَانِب	N;NOM;PL	N;ACC;DEF;DU
erillisiä	منفصلة	erillinen	مُنفَصِل	ADJ;PRT;PL	ADJ;NOM;INDF;FEM;SG
tappioita	خسائر	tappio	خَسَارَة	N;PRT;PL	N;NOM;INDF;PL
tappioita	الخسائر	tappio	خَسَارَة	N;PRT;PL	N;NOM;DEF;PL
rikos	الجرائم	rikos	جَرِيمَة	N;NOM;SG	N;NOM;DEF;PL
muinainen	القدماء	muinainen	قَدِيم	ADJ;NOM;SG	N;NOM;DEF;PL
suluissa	اقواس	sulu	قَوس	N;IN+ESS;PL	N;NOM;INDF;PL
pelle	مهرج	pelle	مُهرِج	N;NOM;SG	
liikennettä	المرور	liikenne	مُرُور	N;PRT;SG	N;NOM;DEF;SG
syödä	اكل	syödä	أَكل	V;SG;NFIN;ACT	
syödä	كلي	syödä	كُلِّيّ	V;SG;NFIN;ACT	N;NOM;INDF;SG
syödä	كل	syödä	كُلّ	V;SG;NFIN;ACT	N;NOM;INDF;SG
jalan	القدم	jalka	قَدَم	N;GEN;SG	N;NOM;DEF;SG
jalan	قدم	jalka	قَدَّم	N;GEN;SG	V;PFV;MASC;SG;3;ACT
elementtejä	عناصر	elementti	عُنصُر	N;PRT;PL	N;NOM;INDF;PL
elementtejä	العناصر	elementti	عُنصُر	N;PRT;PL	N;NOM;DEF;PL
vakava	جاد	vakava	جاد	ADJ;NOM;SG	
vakava	جادة	vakava	جَادّ	ADJ;NOM;SG	ADJ;ACC;INDF;FEM;SG
vasemmalle	اليسار	vasen	يَسَار	ADJ;AT+ALL;SG	N;NOM;DEF;SG
vasemmalle	يسار	vasen	سَار	ADJ;AT+ALL;SG	
säteilyn	الاشعاع	säteily	شَعع	N;GEN;SG	N;NOM;DEF;SG
säteilyn	الاشعاعات	säteily	إِشعَاع	N;GEN;SG	N;NOM;DEF;PL
säteilyn	اشعاع	säteily	شَعع	N;GEN;SG	N;NOM;INDF;SG
suuremmat	اعظم	suuri	اعظم	ADJ;NOM;CMPR;PL	
sijoitukset	للاستثمارات	sijoitus	للاستثمارات	N;NOM;PL	N;NOM;DEF;SG
sijoitukset	للاستثمار	sijoitus	للاستثمار	N;NOM;PL	
sijoitukset	الاستثمار	sijoitus	اِستِثمَار	N;NOM;PL	N;NOM;DEF;SG
sijoitukset	استثمار	sijoitus	اِستِثمَار	N;NOM;PL	N;NOM;INDF;SG
kotimaan	وطن	koti#maa	وَطَن	N;GEN;SG	N;NOM;INDF;SG
ilmiöitä	ظاهرة	ilmiö	ظَاهِرَة	N;PRT;PL	N;NOM;INDF;SG
ilmiöitä	ظواهر	ilmiö	ظَاهِرَة	N;PRT;PL	N;NOM;INDF;PL
ilmiöitä	الظواهر	ilmiö	ظَاهِرَة	N;PRT;PL	N;NOM;DEF;PL
uskonnolliset	الدينية	uskonnollinen	دِينِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
uskonnolliset	دينية	uskonnollinen	دِينِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
uskonnolliset	الديني	uskonnollinen	دِينِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;MASC;SG
uskonnolliset	متدين	uskonnollinen	متدين	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;DU
duo	الثنائي	duoda	ثُنَائِيّ	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
tullaan	ات	tulla	أَت	V;IND;PRS;FIN;PASS	
tullaan	قادمون	tulla	قَادِم	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;PL
tullaan	قادم	tulla	قَادِم	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG
tullaan	قادمة	tulla	قَادِم	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;FEM;SG
perustelut	التبرير	perustelu	تَبرِير	N;NOM;PL	N;NOM;DEF;SG
perustelut	مبرر	perustelu	مُبَرِّر	N;NOM;PL	N;NOM;INDF;SG
perustelut	المبرر	perustelu	مُبَرَّر	N;NOM;PL	N;NOM;DEF;SG
perustelut	تبرير	perustelu	تَبرِير	N;NOM;PL	N;NOM;INDF;SG
perustelut	حجج	perustelu	حَجج	N;NOM;PL	
perustelut	تعليل	perustelu	تَعلِيل	N;NOM;PL	N;NOM;INDF;SG
lihaa	اللحم	liha	لَحم	N;PRT;SG	N;NOM;DEF;SG
lihaa	لحوم	liha	لَحم	N;PRT;SG	N;NOM;INDF;PL
lihaa	اللحوم	liha	لَحم	N;PRT;SG	N;NOM;DEF;PL
lihaa	لحم	liha	لَحم	N;PRT;SG	N;NOM;INDF;SG
str	st	str	قَقّ	N;NOM;SG	
kalat	الحوت	kala	حُوت	N;NOM;PL	N;NOM;DEF;SG
kalat	مكه	kala	مٰكه	N;NOM;PL	N;NOM;INDF;SG
kalat	سمكة	kala	سُمكَة	N;NOM;PL	N;NOM;INDF;SG
kalat	السمك	kala	سَمَك	N;NOM;PL	N;NOM;DEF;SG
kalat	فيش	kala	فَيشَ	N;NOM;PL	
kalat	سمك	kala	سَمَك	N;NOM;PL	
kalat	الاسماك	kala	سَمَك	N;NOM;PL	N;NOM;DEF;SG
portugalissa	البرتغال	portugali	اَلبُرتُغَال	N;IN+ESS;SG	
niukasti	الشحيحة	niukasti	شَحِيحَة	ADV	N;NOM;DEF;SG
myöhään	اواخر	myöhään	آخِر	ADV	ADJ;NOM;INDF;MASC;PL
myöhään	تاخر	myöhään	تَأَخُّر	ADV	N;NOM;INDF;SG
myöhään	متاخرة	myöhään	مُتَاخِر	ADV	ADJ;NOM;INDF;FEM;SG
myöhään	متاخر	myöhään	مُتَأَخِّر	ADV	ADJ;NOM;INDF;MASC;SG
rahat	فلوس	raha	فِلم	N;NOM;PL	
rahat	المال	raha	مَال	N;NOM;PL	N;NOM;DEF;SG
rahat	مال	raha	مَال	N;NOM;PL	
murphy	ميرفي	murphy	ميرفي	N;NOM;SG	
tavata	قابل	tavata	قَابَل	V;SG;NFIN;ACT	ADJ;NOM;INDF;MASC;SG
tavata	تلبية	tavata	تَلبِيَة	V;SG;NFIN;ACT	N;NOM;INDF;SG
tavata	نلتقي	tavata	نلتقي	V;SG;NFIN;ACT	
tavata	لقاء	tavata	لِقَاء	V;SG;NFIN;ACT	N;NOM;INDF;SG
