august	аугуст	august	аугуст	N;MASC;SG	PROPN;INDF;MASC;SG
patrocínio	спонсорира	patrocínio	спонсорирам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
macho	мъжко	macho	мъжко	N;MASC;SG	ADV
macho	мъжки	macho	мъжки	N;MASC;SG	ADJ;INDF;PL
saxônia	саксония	saxônia	саксония	N;FEM;SG	PROPN;INDF;FEM;SG
detroit	детройт	detroit	детройт	N;MASC;SG	PROPN;INDF;MASC;SG
ouvido	уши	ouvir	ухо	V;MASC;SG;V.PTCP	N;INDF;MASC;PL
ouvido	ухо	ouvir	ухо	V;MASC;SG;V.PTCP	N;INDF;NEUT;SG
ouvido	ухото	ouvir	ухо	V;MASC;SG;V.PTCP	N;DEF;NEUT;SG
perdas	загуба	perda	загуба	N;FEM;PL	N;INDF;FEM;SG
perdas	загубата	perda	загуба	N;FEM;PL	N;DEF;FEM;SG
urbanas	градско	urbano	градски	N;FEM;PL	ADV
urbanas	градска	urbano	градски	N;FEM;PL	ADJ;INDF;FEM;SG
urbanas	градски	urbano	градски	N;FEM;PL	ADJ;INDF;MASC;SG
lesões	нараняване	lesão	нараняване	N;FEM;PL	N;INDF;NEUT;SG
lesões	контузия	lesão	контузия	N;FEM;PL	N;INDF;FEM;SG
lesões	травма	lesão	травма	N;FEM;PL	N;INDF;FEM;SG
lesões	вреда	lesão	вреда	N;FEM;PL	N;INDF;FEM;SG
nervoso	нервна	nervoso	нервен	N;MASC;SG	ADJ;INDF;FEM;SG
nervoso	нервни	nervoso	нервен	N;MASC;SG	ADJ;INDF;PL
nervoso	нервен	nervoso	нервен	N;MASC;SG	ADJ;INDF;MASC;SG
nervoso	нервно	nervoso	нервно	N;MASC;SG	ADV
soviéticos	ссср	soviético	ссср	N;MASC;PL	PROPN;INDF;MASC;SG
soviéticos	съветска	soviético	съветски	N;MASC;PL	ADJ;INDF;FEM;SG
soviéticos	съветски	soviético	съветски	N;MASC;PL	ADJ;INDF;MASC;SG
ltd	ltd	ltd	ltd	N;MASC;SG	ADV
separadas	разделен	separar	разделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
escolhidos	избрана	escolher	избера	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
escolhidos	избрано	escolher	избера	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
escolhidos	избран	escolher	избера	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
honorário	почетен	honorário	почетен	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
honorário	почетни	honorário	почетен	ADJ;MASC;SG	ADJ;INDF;PL
honorário	почетна	honorário	почетен	ADJ;MASC;SG	N;INDF;FEM;SG
ruth	рут	ruth	рут	N;FEM;SG	PROPN;INDF;FEM;SG
jesse	джеси	jesser	джеса	N;MASC;SG	PROPN;INDF;MASC;SG
romântico	романтични	romântico	романтичен	ADJ;MASC;SG	ADJ;INDF;PL
romântico	романтично	romântico	романтичен	ADJ;MASC;SG	ADV
romântico	романтик	romântico	романтик	ADJ;MASC;SG	N;INDF;MASC;SG
romântico	романтика	romântico	романтика	ADJ;MASC;SG	N;INDF;FEM;SG
divididas	разделена	dividir	разделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
divididas	разделено	dividir	разделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
divididas	разделен	dividir	разделя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
acer	acer	acer	acer	N;MASC;SG	PROPN;INDF;MASC;SG
riscos	риск	risco	риск	N;MASC;PL	N;INDF;MASC;SG
riscos	риска	risco	риск	N;MASC;PL	N;DEF;MASC;SG
trocar	превключвател	trocar	превключвател	V;NFIN	N;INDF;MASC;SG
trocar	превключване	trocar	превключване	V;NFIN	N;INDF;NEUT;SG
trocar	суап	trocar	суап	V;NFIN	N;INDF;MASC;SG
trocar	замяна	trocar	замяна	V;NFIN	N;INDF;FEM;SG
trocar	размяна	trocar	размяна	V;NFIN	N;INDF;FEM;SG
vital	жизненоважно	vital	жизненоважно	ADJ;MASC;SG	ADV
ted	тед	ted	тед	N;MASC;SG	PROPN;INDF;MASC;SG
hart	харт	hart	харт	N;MASC;SG	PROPN;INDF;MASC;SG
mensal	месечно	mensal	месечно	ADJ;MASC;SG	ADV
mensal	месечни	mensal	месечен	ADJ;MASC;SG	ADJ;INDF;PL
favorito	любимо	favorito	любимо	N;MASC;SG	ADV
favorito	любим	favorito	любим	N;MASC;SG	ADJ;INDF;MASC;SG
favorito	любимо	favorito	любимо	N;MASC;SG	ADV
favorito	любими	favorito	любим	N;MASC;SG	ADJ;INDF;PL
favorito	любим	favorito	любим	N;MASC;SG	ADJ;INDF;MASC;SG
conservador	консервативни	conservador	консервативен	ADJ;MASC;SG	ADJ;INDF;PL
conservador	консервативно	conservador	консервативно	ADJ;MASC;SG	ADV
espetáculos	очила	espetáculo	очилам-(се)	N;MASC;PL	ADV
espetáculos	показва	espetáculo	показвам-(се)	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
martín	мартин	martín	мартин	N;MASC;SG	PROPN;INDF;MASC;SG
martín	martin	martín	martin	N;MASC;SG	PROPN;INDF;MASC;SG
selecionado	избрани	selecionar	избера	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
irene	ирене	irene	ирене	N;FEM;SG	PROPN;INDF;FEM;SG
irene	ирен	irene	ирен	N;FEM;SG	PROPN;INDF;FEM;SG
irene	айрин	irene	айрин	N;FEM;SG	PROPN;INDF;MASC;SG
bebidas	напитка	bebida	напитка	N;FEM;PL	N;INDF;FEM;SG
bebidas	пие	bebida	пия	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
caçador	хънтър	caçador	хънтър	N;MASC;SG	PROPN;INDF;MASC;SG
monge	монк	monge	монк	N;MASC;SG	PROPN;INDF;FEM;SG
buscando	привлекателна	buscar	привлекателен	V;V.MSDR	ADJ;INDF;FEM;SG
atacado	едро	atacar	едро	V;MASC;SG;V.PTCP	ADV
atacado	атакувани	atacar	атакувам	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
atacado	нападната	atacar	нападен	V;MASC;SG;V.PTCP	ADJ;DEF;FEM;SG
atacado	нападнат	atacar	нападна	V;MASC;SG;V.PTCP	V;PFV;IND;PL;3;PRS;FIN;ACT
quentes	топло	quente	топло	ADJ;MASC;PL	ADV
quentes	топла	quente	топъл	ADJ;MASC;PL	ADJ;INDF;FEM;SG
quentes	топъл	quente	топъл	ADJ;MASC;PL	ADJ;INDF;MASC;SG
murphy	мърфи	murphy	мърфя-(се)	N;MASC;SG	PROPN;INDF;MASC;SG
ante	анте	ante	анте	ADP	N;INDF;MASC;SG
silêncio	тих	silêncio	тих	N;MASC;SG	ADJ;INDF;MASC;SG
silêncio	тихо	silêncio	тихо	N;MASC;SG	ADV
silêncio	тиха	silêncio	тих	N;MASC;SG	ADJ;INDF;FEM;SG
silêncio	тих	silêncio	тих	N;MASC;SG	ADJ;INDF;MASC;SG
nicholas	николас	nichola	николас	N;FEM;PL	PROPN;INDF;MASC;SG
nicholas	никълъс	nichola	никълъс	N;FEM;PL	PROPN;INDF;MASC;SG
kenneth	кенет	kenneth	кенет	N;MASC;SG	PROPN;INDF;MASC;SG
definitiva	окончателни	definitivo	окончателен	ADJ;FEM;SG	ADJ;INDF;PL
definitiva	окончателно	definitivo	окончателно	ADJ;FEM;SG	ADV
romanas	римски	romano	римски	N;FEM;PL	ADJ;INDF;MASC;SG
romanas	римлянин	romano	римлянин	N;FEM;PL	N;INDF;MASC;SG
romanas	роман	romano	роман	N;FEM;PL	N;INDF;MASC;SG
romanas	римска	romano	римски	N;FEM;PL	ADJ;INDF;FEM;SG
helen	хелън	helen	хелън	N;FEM;SG	PROPN;INDF;FEM;SG
sentiu	почувствах	sentir	почувствам-(се)	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
esperando	изчакване	esperar	изчакване	V;V.MSDR	N;INDF;NEUT;SG
esperando	чакане	esperar	чакане	V;V.MSDR	N;INDF;NEUT;SG
ernest	ърнест	ernest	ърнест	N;MASC;SG	PROPN;INDF;MASC;SG
delegado	делегиран	delegado	делегирам	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
delegado	делегирани	delegado	делегирам	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
delegado	делегира	delegado	делегирам	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
funcional	функционално	funcional	функционално	ADJ;MASC;SG	ADV
funcional	функционални	funcional	функционален	ADJ;MASC;SG	ADJ;INDF;PL
amadores	аматьор	amadores	аматьор	N;MASC;PL	N;INDF;MASC;SG
amadores	аматьорски	amadores	аматьорски	N;MASC;PL	ADJ;INDF;MASC;SG
protecção	защитни	protecção	защитен	N;FEM;SG	ADJ;INDF;PL
protecção	защитно	protecção	защитен	N;FEM;SG	ADV
jogado	играха	jogar	играя	V;MASC;SG;V.PTCP	V;IPFV;IND;PL;3;PST;FIN;ACT
transferida	прехвърлени	transferir	прехвърля-(се)	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
pérez	перес	pérez	перес	PROPN;MASC;SG	PROPN;INDF;MASC;SG
pérez	перез	pérez	перез	PROPN;MASC;SG	PROPN;INDF;MASC;SG
empresarial	корпоративно	empresarial	корпоративно	ADJ;MASC;SG	ADV
empresarial	корпоративни	empresarial	корпоративен	ADJ;MASC;SG	ADJ;INDF;PL
next	следващо	next	следвам	N;MASC;SG	ADV
next	следващ	next	следвам	N;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
next	следваща	next	следвам	N;MASC;SG	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
standard	стандартна	standard	стандартен	N;MASC;SG	ADJ;INDF;FEM;SG
standard	стандартни	standard	стандартен	N;MASC;SG	ADJ;INDF;PL
standard	стандартно	standard	стандартен	N;MASC;SG	ADV
standard	стандартен	standard	стандартен	N;MASC;SG	ADJ;INDF;MASC;SG
respectivas	съответна	respectivo	съответен	ADJ;FEM;PL	ADJ;INDF;FEM;SG
respectivas	съответен	respectivo	съответен	ADJ;FEM;PL	ADJ;INDF;MASC;SG
jam	джем	jam	джем	N;MASC;SG	PROPN;INDF;MASC;SG
aaron	аарон	aaron	аарон	N;MASC;SG	PROPN;INDF;MASC;SG
aaron	арон	aaron	арон	N;MASC;SG	PROPN;INDF;MASC;SG
aaron	аарън	aaron	аарън	N;MASC;SG	PROPN;INDF;MASC;SG
aaron	арън	aaron	арън	N;MASC;SG	PROPN;INDF;MASC;SG
cruzada	кръстоносец	cruzar	кръстоносец	N;FEM;SG	ADJ;INDF;MASC;SG
preparado	готови	preparar	готов	V;MASC;SG;V.PTCP	ADJ;INDF;PL
preparado	подготвени	preparar	подготвя-(се)	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
chamando	призвание	chamar	призвание	V;V.MSDR	N;INDF;NEUT;SG
receitas	приход	receita	приход	N;FEM;PL	N;INDF;MASC;SG
receitas	приход	receita	приход	N;FEM;PL	N;INDF;MASC;SG
receitas	доход	receita	доход	N;FEM;PL	N;INDF;MASC;SG
pioneiros	пионер	pioneiro	пионер	N;MASC;PL	N;INDF;MASC;SG
complexa	комплекс	complexo	комплекс	ADJ;FEM;SG	N;INDF;MASC;SG
complexa	комплексно	complexo	комплексно	ADJ;FEM;SG	ADV
complexa	сложни	complexo	сложен	ADJ;FEM;SG	ADJ;INDF;PL
moisés	моисей	moisés	моисей	N;MASC;SG	PROPN;INDF;MASC;SG
incluídos	включено	incluir	включа-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
incluídos	включена	incluir	включа-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
incluídos	включен	incluir	включа-(се)	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
forever	завинаги	forever	завинаги	N;MASC;SG	ADV
forever	вечно	forever	вечно	N;MASC;SG	ADV
duff	дъф	duff	дъф	N;FEM;SG	PROPN;INDF;MASC;SG
frederick	фридрих	frederick	фридрих	N;MASC;SG	PROPN;INDF;MASC;SG
milan	милано	milan	милано	N;MASC;SG	PROPN;INDF;MASC;SG
milan	милан	milan	милан	N;MASC;SG	PROPN;INDF;MASC;SG
temporariamente	временна	temporariamente	временен	ADV	ADJ;INDF;FEM;SG
temporariamente	временни	temporariamente	временен	ADV	ADJ;INDF;PL
temporariamente	временен	temporariamente	временя-(се)	ADV	ADJ;INDF;MASC;SG
avançado	напреднали	avançar	напредна	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;PST;V.PTCP;ACT
incluídas	включено	incluir	включа-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
incluídas	включена	incluir	включа-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
incluídas	включен	incluir	включа-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
greco	греко	greco	греко	N;MASC;SG	PROPN;INDF;MASC;SG
inéditas	unreleased	inédito	unreleased	N;FEM;PL	PROPN;INDF;MASC;SG
islândia	исландия	islândia	исландия	N;FEM;SG	PROPN;INDF;FEM;SG
perna	крака	perna	крак	N;FEM;SG	N;INDF;MASC;PL
saindo	излизане	sair	излизане	V;V.MSDR	N;INDF;NEUT;SG
saindo	напускане	sair	напускане	V;V.MSDR	N;INDF;NEUT;SG
habitação	жилища	habitação	жилище	N;FEM;SG	N;INDF;NEUT;PL
mágica	магии	mágico	магия	N;FEM;SG	N;INDF;FEM;PL
mágica	магически	mágico	магически	N;FEM;SG	ADJ;INDF;MASC;SG
mágica	вълшебен	mágico	вълшебен	N;FEM;SG	ADJ;INDF;MASC;SG
mágica	вълшебно	mágico	вълшебен	N;FEM;SG	ADV
mágica	магическо	mágico	магически	N;FEM;SG	ADV
seul	сеул	seul	сеул	N;MASC;SG	PROPN;INDF;MASC;SG
repressão	репресии	repressão	репресия	N;FEM;SG	N;INDF;FEM;PL
repressão	репресии	repressão	репресия	N;FEM;SG	N;INDF;FEM;PL
folk	народни	folk	народен	N;MASC;SG	ADJ;INDF;PL
stade	стад	stade	стад	N;MASC;SG	PROPN;INDF;MASC;SG
adicionado	добавени	adicionar	добавя	V;MASC;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
lutando	борба	lutar	борба	V;V.MSDR	N;INDF;FEM;SG
irregular	неравни	irregular	неравен	ADJ;MASC;SG	ADJ;INDF;PL
irregular	нередовни	irregular	нередовен	ADJ;MASC;SG	ADJ;INDF;PL
uniformes	униформени	uniforme	униформен	N;MASC;PL	ADJ;INDF;PL
uniformes	униформа	uniforme	униформа	N;MASC;PL	N;INDF;FEM;SG
norueguês	норвежки	norueguês	норвежки	N;MASC;SG	PROPN;INDF;MASC;SG
compacto	компактен	compacto	компактен	N;MASC;SG	ADJ;INDF;MASC;SG
hermann	херман	hermann	херман	N;MASC;SG	PROPN;INDF;MASC;SG
sérvio	сръбска	sérvio	сръбски	N;MASC;SG	ADJ;INDF;FEM;SG
sérvio	сръбско	sérvio	сръбски	N;MASC;SG	ADV
sérvio	сръбски	sérvio	сръбски	N;MASC;SG	ADJ;INDF;MASC;SG
vendida	продадени	vender	продам	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
porquê	защо	porquê	защо	ADV	PRO
tendências	тенденция	tendência	тенденция	N;FEM;PL	N;INDF;FEM;SG
tomadas	взет	tomar	взет	V;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tomadas	взето	tomar	взема	V;FEM;PL;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
relativo	роднина	relativo	роднина	ADJ;MASC;SG	N;INDF;MASC;SG
relativo	относително	relativo	относително	ADJ;MASC;SG	ADV
julie	джули	julie	джул	N;FEM;SG	PROPN;INDF;FEM;SG
julie	жули	julie	жула	N;FEM;SG	N;INDF;FEM;PL
planície	равнините	planície	равнина	N;FEM;SG	N;DEF;FEM;PL
planície	равнини	planície	равнина	N;FEM;SG	N;INDF;FEM;PL
pilares	стълб	pilar	стълб	N;MASC;PL	N;INDF;MASC;SG
designer	дизайнерски	designer	дизайнерски	N;MASC;SG	ADJ;INDF;MASC;SG
chuck	чък	chuck	чък	N;MASC;SG	PROPN;INDF;MASC;SG
canhões	кенън	canhão	кенън	N;MASC;PL	PROPN;INDF;MASC;SG
canhões	оръдие	canhão	оръдие	N;MASC;PL	N;INDF;NEUT;SG
canhões	оръдието	canhão	оръдие	N;MASC;PL	N;DEF;NEUT;SG
voar	полети	voar	полет	V;NFIN	N;INDF;MASC;PL
voar	летене	voar	летене	V;NFIN	N;INDF;NEUT;SG
voar	летящи	voar	летящ	V;NFIN	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
dieta	диети	dieta	диета	N;FEM;SG	N;INDF;MASC;PL
dieta	диетична	dieta	диетичен	N;FEM;SG	ADJ;INDF;FEM;SG
ninja	нинджи	ninja	нинджи	N;MASC;SG	N;INDF;MASC;PL
logística	логистични	logístico	логистичен	N;FEM;SG	ADJ;INDF;PL
bósnia	босненски	bósnia	босненски	N;FEM;SG	ADJ;INDF;MASC;SG
bósnia	босна	bósnia	босна	N;FEM;SG	ADJ;INDF;FEM;SG
atrair	примамка	atrair	примамка	V;NFIN	N;INDF;FEM;SG
ataca	атентати	atacar	атентат	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
ataca	атаки	atacar	атака	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
ataca	нападения	atacar	нападение	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;PL
subir	изкачване	subir	изкачване	V;NFIN	N;INDF;NEUT;SG
operacionais	оперативно	operacional	оперативно	N;MASC;PL	ADV
operacionais	оперативен	operacional	оперативен	N;MASC;PL	ADJ;INDF;MASC;SG
operacionais	оперативни	operacional	оперативен	N;MASC;PL	ADJ;INDF;PL
operacionais	оперативна	operacional	оперативен	N;MASC;PL	ADJ;INDF;FEM;SG
juventus	ювентус	juventus	ювентус	N;MASC;SG	PROPN;INDF;MASC;SG
piedade	жалко	piedade	жалко	N;FEM;SG	ADV
mortais	смъртни	mortal	смъртен	N;MASC;PL	ADJ;INDF;PL
mortais	смъртните	mortal	смъртен	N;MASC;PL	ADJ;DEF;PL
mortais	смъртни	mortal	смъртен	N;MASC;PL	ADJ;INDF;PL
mortais	смъртен	mortal	смъртя-(се)	N;MASC;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
mortais	смъртна	mortal	смъртен	N;MASC;PL	ADJ;INDF;FEM;SG
lituânia	литовски	lituânia	литовски	N;FEM;SG	ADJ;INDF;MASC;SG
lituânia	литва	lituânia	литва	N;FEM;SG	PROPN;INDF;FEM;SG
apaixonado	страстна	apaixonar	страстен	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
apaixonado	страстно	apaixonar	страстно	V;MASC;SG;V.PTCP	ADV
apaixonado	страстен	apaixonar	страстен	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
apaixonado	страстни	apaixonar	страстен	V;MASC;SG;V.PTCP	ADJ;INDF;PL
romântica	романтични	romântico	романтичен	ADJ;FEM;SG	ADJ;INDF;PL
romântica	романтично	romântico	романтичен	ADJ;FEM;SG	ADV
romântica	романтик	romântico	романтик	ADJ;FEM;SG	N;INDF;MASC;SG
romântica	романтика	romântico	романтика	ADJ;FEM;SG	N;INDF;FEM;SG
dezoito	eighteen	dezoito	eighteen	NUM	PROPN;INDF;MASC;SG
terço	броеница	terço	броеница	ADJ;MASC;SG	N;INDF;FEM;SG
terço	трето	terço	трето	ADJ;MASC;SG	ADV
palatinado	пфалц	palatinar	пфалц	N;MASC;SG	PROPN;INDF;MASC;SG
holland	холандия	holland	холандия	N;MASC;SG	PROPN;INDF;FEM;SG
escura	тъмно	escuro	тъмно	ADJ;FEM;SG	ADV
simone	симон	simone	симон	N;FEM;SG	PROPN;INDF;MASC;SG
elena	елена	elenar	елен	N;FEM;SG	PROPN;INDF;FEM;SG
competência	компетенции	competência	компетенция	N;FEM;SG	N;INDF;FEM;PL
talentos	талант	talento	талант	N;MASC;PL	N;INDF;MASC;SG
júlia	юлия	júlia	юлия	N;FEM;SG	PROPN;INDF;FEM;SG
júlia	хулия	júlia	хулия	N;FEM;SG	PROPN;INDF;FEM;SG
grey	сив	grey	сив	N;MASC;SG	PROPN;INDF;MASC;SG
grey	сиво	grey	сиво	N;MASC;SG	ADV
grey	сива	grey	сив	N;MASC;SG	ADJ;INDF;FEM;SG
grey	сиви	grey	сив	N;MASC;SG	ADJ;INDF;PL
grey	грей	grey	грей	N;MASC;SG	PROPN;INDF;MASC;SG
igor	игор	igor	игор	N;MASC;SG	PROPN;INDF;MASC;SG
noel	ноел	noel	ноема-(се)	N;MASC;SG	PROPN;INDF;MASC;SG
boêmia	бохемия	boêmia	бохемия	N;FEM;SG	PROPN;INDF;FEM;SG
boêmia	бохемски	boêmia	бохемски	N;FEM;SG	ADJ;INDF;MASC;SG
bizantina	византийски	bizantina	византийски	N;FEM;SG	ADJ;INDF;MASC;SG
cruzamento	пресича	cruzamento	пресичам-(се)	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
camilo	камило	camilo	камило	N;MASC;SG	PROPN;INDF;MASC;SG
sono	спи	sono	спи	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sono	спя	sono	спя	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
sono	спим	sono	спя	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
sono	спи	sono	спи	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
revelar	разкриване	revelar	разкриване	V;NFIN	N;INDF;NEUT;SG
hughes	хюс	hughe	хюс	N;MASC;SG	PROPN;INDF;MASC;SG
hughes	хюз	hughe	хюз	N;MASC;SG	PROPN;INDF;MASC;SG
sts	sts	ste	sts	N;MASC;SG	PROPN;INDF;MASC;SG
algodão	котън	algodão	котън	N;MASC;SG	PROPN;INDF;MASC;SG
obtida	получени	obter	получа	V;FEM;SG;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
sets	залязва	set	залязвам	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
sets	определя	set	определям-(се)	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
duro	трудно	duro	трудно	ADJ;MASC;SG	ADV
duro	силно	duro	силно	ADJ;MASC;SG	ADV
duro	здраво	duro	здраво	ADJ;MASC;SG	ADV
duro	твърдо	duro	твърдо	ADJ;MASC;SG	ADV
desenvolvidas	разработена	desenvolver	разработя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
desenvolvidas	развит	desenvolver	развит-(се)	V;FEM;PL;V.PTCP	ADJ;INDF;MASC;SG
desenvolvidas	разработен	desenvolver	разработя-(се)	V;FEM;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
desenvolvidas	развитите	desenvolver	развия-(се)	V;FEM;PL;V.PTCP	ADJ;PFV;DEF;PL;V.PTCP;PASS
desenvolvidas	развита	desenvolver	развитам	V;FEM;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
parlamentares	парламентарна	parlamentar	парламентарен	N;MASC;PL	ADJ;INDF;FEM;SG
parlamentares	парламентарни	parlamentar	парламентарен	N;MASC;PL	ADJ;INDF;PL
lucro	печалби	lucro	печалба	N;MASC;SG	N;INDF;FEM;PL
lucro	печалби	lucro	печалба	N;MASC;SG	N;INDF;FEM;PL
nona	нона	nona	нона	N;FEM;SG	PROPN;INDF;FEM;SG
nona	девета	nona	девети	N;FEM;SG	ADJ;INDF;FEM;SG
nona	девети	nona	девети	N;FEM;SG	ADJ;INDF;MASC;SG
beat	победи	beat	победа	N;MASC;SG	N;INDF;FEM;PL
neerlandês	нидерландски	neerlandês	нидерландски	N;MASC;SG	ADJ;INDF;MASC;SG
neerlandês	дъч	neerlandês	дъч	N;MASC;SG	PROPN;INDF;MASC;SG
neerlandês	холандски	neerlandês	холандски	N;MASC;SG	ADJ;INDF;MASC;SG
estrangeira	чужди	estrangeiro	чужд	N;FEM;SG	ADJ;INDF;PL
estrangeira	чуждестранни	estrangeiro	чуждестранен	N;FEM;SG	ADJ;INDF;PL
estrangeira	чужд	estrangeiro	чужд	N;FEM;SG	ADJ;INDF;MASC;SG
estrangeira	чужда	estrangeiro	чужд	N;FEM;SG	ADJ;INDF;FEM;SG
sri	шри	sri	шри	N;MASC;SG	PROPN;INDF;MASC;SG
abel	абел	abel	абел	N;MASC;SG	PROPN;INDF;MASC;SG
provisório	междинен	provisório	междинен	N;MASC;SG	ADJ;INDF;MASC;SG
provisório	междинно	provisório	междинно	N;MASC;SG	ADV
provisório	временни	provisório	временен	N;MASC;SG	ADJ;INDF;PL
benefício	ползи	benefício	ползи	N;MASC;SG	N;INDF;FEM;PL
htm	htm	hôm	htm	N;MASC;SG	INTJ
derrotados	победена	derrotar	победя	V;MASC;PL;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
derrotados	победен	derrotar	победя	V;MASC;PL;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
treinar	влака	treinar	влак	V;NFIN	N;DEF;MASC;SG
treinar	влакът	treinar	влак	V;NFIN	N;DEF;MASC;SG
treinar	влак	treinar	влак	V;NFIN	N;INDF;MASC;SG
cartoon	анимационен	cartoon	анимационен	N;MASC;SG	ADJ;INDF;MASC;SG
aurélio	аврелий	aurélio	аврелий	N;MASC;SG	PROPN;INDF;MASC;SG
inscrições	регистрация	inscrição	регистрация	N;FEM;PL	N;INDF;FEM;SG
inscrições	регистриране	inscrição	регистриране	N;FEM;PL	N;INDF;NEUT;SG
most	повечето	most	повече	N;MASC;SG	ADV;DEF;PL
alejandro	алехандро	alejandro	алехандро	N;MASC;SG	PROPN;INDF;MASC;SG
cerveja	але	cerveja	але	N;FEM;SG	PROPN;INDF;MASC;SG
bravo	браво	bravo	браво	N;MASC;SG	INTJ
bravo	смели	bravo	смял	N;MASC;SG	ADJ;INDF;PL
bravo	смело	bravo	смело	N;MASC;SG	ADV
bravo	смела	bravo	смела	N;MASC;SG	ADJ;INDF;FEM;SG
bravo	смел	bravo	смел	N;MASC;SG	ADJ;INDF;MASC;SG
italia	italia	italiar	italia	N;FEM;SG	PROPN;INDF;MASC;SG
pes	esp	pes	esp	N;MASC;SG	ADJ
efetivo	ефективни	efetivo	ефективен	ADJ;MASC;SG	ADJ;INDF;PL
efetivo	ефикасно	efetivo	ефикасно	ADJ;MASC;SG	ADV
efetivo	ефективно	efetivo	ефективно	ADJ;MASC;SG	ADV
manifesto	явна	manifesto	явен	N;MASC;SG	ADJ;INDF;FEM;SG
originou	произхождат	originar	произхождам	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
adotada	осиновен	adotar	осиновя-(се)	V;FEM;SG;V.PTCP	ADJ;INDF;MASC;SG
adotada	осиновена	adotar	осиновя-(се)	V;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
dadas	дадена	dar	даден	V;FEM;PL;V.PTCP	ADJ;INDF;FEM;SG
