emma	emma	emma	emma	PROPN	N;NOM;FEM;SG
adaptarea	pielāgošana	adaptare	pielāgošana	N;DEF;FEM;SG	N;NOM;FEM;SG
mann	mann	mann	mann	PROPN	
rara	reti	rar	reti	ADJ;DEF;FEM;SG	ADV
rara	retas	rar	retas	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
rara	reti	rar	reti	ADJ;DEF;FEM;SG	ADV
rara	retas	rar	retas	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
calda	silti	calda	silti	ADJ;DEF;FEM;SG	ADV
calda	silts	calda	silts	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
yves	yves	yves	yve	PROPN	
exilat	izsūtīts	exila	izsūtīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
exilat	izraidīti	exila	izraidīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
seminte	sēklas	semânt	sēkla		N;NOM;FEM;PL
seminte	sēklu	semânt	sēkla		N;ACC;MASC;SG
seminte	sēklas	semânt	sēkla		N;NOM;FEM;PL
seminte	sēklas	semânt	sēkla		N;NOM;FEM;PL
constitutionale	konstitucionālais	constitutional	konstitucionāls	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
constitutionale	satversmes	constitutional	satversme	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
constitutionale	konstitucionālā	constitutional	konstiocionāla	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
ponta	ponta	pontă	ponts	PROPN	N;NOM;FEM;SG
lajos	lajošs	lajos	lajošs	PROPN	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
grecilor	grieķi	grec	grieķis	N;DEF;MASC;PL	N;NOM;MASC;PL
profunda	dziļu	profunda	dziļu	ADJ;DEF;FEM;SG	ADJ;ACC;MASC;SG
intelectuala	intelektuālais	intelectual	intelektuāls	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
intelectuala	intelektuālā	intelectual	intelektuāls	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
adiacente	blakus	adiacent	blakus	ADJ;INDF;FEM;PL	ADV
bond	obligācijas	bond	obligācija	N;INDF;MASC;SG	N;NOM;FEM;PL
genereaza	ģenerē	genereaz	ģenere	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
knight	zirdziņš	knight	zirdziņš	PROPN	N;NOM;MASC;SG
paine	maize	pain	maize		N;NOM;FEM;SG
paine	paine	pain	paine		
paine	maize	pain	maize		N;NOM;FEM;SG
radacinile	saknes	radacine	sakne	N;DEF;FEM;PL	N;NOM;FEM;PL
editorul	redaktors	editor	redaktors	N;DEF;MASC;SG	N;NOM;MASC;SG
nikita	ņikita	nikita	ņikita	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
aquila	aquila	aquila	azuila	N;DEF;FEM;SG	N;NOM;FEM;SG
malcolm	malcolm	malcolm	malcolm	PROPN	
trento	trento	trento	trento	PROPN	PROPN
apreciata	novērtēts	apreciat	novērtēt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
instanta	tiesa	instant	tiesa	N;DEF;FEM;SG	N;NOM;FEM;SG
instanta	palāta	instant	palātīt	N;DEF;FEM;SG	N;NOM;FEM;SG
eng}}	eng}	eng}}	eng}		
ghidul	rokasgrāmata	ghid	rokasgrāmata	N;DEF;MASC;SG	N;NOM;FEM;SG
ghidul	ceļvedis	ghid	ceļvests	N;DEF;MASC;SG	N;NOM;MASC;SG
transportat	transportē	transportat	transporte	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
transportat	transportēts	transportat	transportēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
transportat	pārvadāti	transportat	pārvadāt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
salvarea	pestīšanas	salvare	pestīšana	N;DEF;FEM;SG	N;GEN;FEM;SG
salvarea	taupīšanas	salvare	taupīšana	N;DEF;FEM;SG	N;NOM;FEM;SG
salvarea	ekonomija	salvare	ekonomija	N;DEF;FEM;SG	N;NOM;FEM;SG
salvarea	saglabāšana	salvare	saglabāšana	N;DEF;FEM;SG	N;NOM;FEM;SG
exteriorul	ārējais	exterior	ārējs	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
exteriorul	ārējā	exterior	ārēja	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
exteriorul	ārpuses	exterior	ārpuse	N;DEF;MASC;SG	N;NOM;FEM;PL
exteriorul	ārējie	exterior	ārējs	N;DEF;MASC;SG	ADJ;NOM;MASC;PL
duncan	dankans	duncan	dankans	PROPN	N;NOM;MASC;SG
conflictele	konflikti	conflict	konflikts	N;DEF;FEM;PL	N;NOM;MASC;PL
etiopia	etiopija	etiopia	etiopija	N;DEF;FEM;SG	N;NOM;FEM;SG
rex	rex	rex	rex		
polul	polis	pol	polis	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
polul	pole	pol	pole	N;DEF;MASC;SG	PROPN;NOM;FEM;SG
delhi	deli	delhi	delis	N;INDF;MASC;SG	
destinul	likteni	destin	liktene	N;DEF;MASC;SG	N;ACC;MASC;SG
destinul	liktenis	destin	liktenis	N;DEF;MASC;SG	N;NOM;MASC;SG
destinul	likteņa	destin	liktenis	N;DEF;MASC;SG	N;GEN;MASC;SG
helen	helēna	helen	helēna	PROPN	PROPN;NOM;FEM;SG
lille	lilles	lille	lille	PROPN	N;NOM;FEM;PL
baku	baku	baku	baka	PROPN	PROPN
teoretica	teorētiskā	teoretică	teorētiska	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
teoretica	teorētisko	teoretică	teorētiska	N;DEF;FEM;SG	ADJ;ACC;MASC;SG
teoretica	teorētiska	teoretică	teorētiska	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
teoretica	teorētiski	teoretică	teorētiski	N;DEF;FEM;SG	ADV
teoretica	teorētiskais	teoretică	teorētisks	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
prestigiu	prestige	prestigiu	prestige	N;INDF;MASC;SG	
clasificat	klasificēti	clasifica	klasificēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
clasificat	klasificētas	clasifica	klasificēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
clasificat	klasificēta	clasifica	klasificēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
clasificat	klasificēts	clasifica	klasificēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
avantajul	priekšrocība	avantaj	priekšrocība	N;DEF;MASC;SG	N;NOM;FEM;SG
avantajul	priekšrocības	avantaj	priekšrocība	N;DEF;MASC;SG	N;NOM;FEM;PL
periodice	periodiski	periodic	periodiski	ADJ;INDF;FEM;PL	ADV
periodice	periodiska	periodic	periodiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
periodice	periodisku	periodic	periodiska	ADJ;INDF;FEM;PL	ADJ;ACC;MASC;SG
armstrong	ārmstrongs	armstrong	ārmstrongs	PROPN	PROPN;NOM;MASC;SG
telecomunicatii	telekomunikāciju	telecomunicat	telekomunikācija	N;INDF;FEM;PL	N;ACC;FEM;SG
telecomunicatii	telekomunikāciju	telecomunicat	telekomunikācija	N;INDF;FEM;PL	N;ACC;FEM;SG
caucaz	kaukāza	caucaz	kaukāzs		N;GEN;MASC;SG
marseille	marseļas	marseillă	marsela	N;DEF;FEM;SG	N;NOM;FEM;PL
aburi	tvaika	abur	tvaika	N;INDF;MASC;PL	N;NOM;MASC;SG
aburi	tvaiku	abur	tvaika	N;INDF;MASC;PL	N;ACC;MASC;SG
nor	mākoņi	nor	mākonis	N;INDF;MASC;SG	N;NOM;MASC;PL
nor	mākoņu	nor	mākonis	N;INDF;MASC;SG	N;GEN;MASC;PL
cicindela	cicindela	cicindela	cicindels	N;DEF;FEM;SG	N;NOM;MASC;SG
hussein	hussein	hussein	hussein	PROPN	
client	klienti	client	klients	N;INDF;MASC;SG	N;NOM;MASC;PL
creand	radot	creand	radot		V;V.CVB
creand	radīšana	creand	radīšana		N;NOM;FEM;SG
olimpiada	olimpiāde	olimpiada	olimpiāde	N;DEF;FEM;SG	N;NOM;FEM;SG
olimpiada	olimpiāde	olimpiada	olimpiāde	N;DEF;FEM;SG	N;NOM;FEM;SG
olimpiada	olimpiāde	olimpiada	olimpiāde	N;DEF;FEM;SG	N;NOM;FEM;SG
olimpiada	olimpiāde	olimpiada	olimpiāde	N;DEF;FEM;SG	N;NOM;FEM;SG
gregory	gregorijs	gregory	gregorijs	PROPN	N;NOM;MASC;SG
omega	omega	omega	omegs	N;DEF;FEM;SG	N;NOM;MASC;SG
inchiderea	slēgšanas	inchidere	slēgšana	N;DEF;FEM;SG	N;NOM;FEM;PL
inchiderea	slēgšanu	inchidere	slēgšana	N;DEF;FEM;SG	N;ACC;FEM;SG
inchiderea	aizvēršana	inchidere	aizvēršana	N;DEF;FEM;SG	N;NOM;FEM;SG
inchiderea	slēgšana	inchidere	slēgšana	N;DEF;FEM;SG	N;NOM;FEM;SG
realizand	saprotot	realiza	saprast	ADV	V;V.CVB
realizand	uzzina	realiza	uzzināt	ADV	V;FH;IND;3;POS;PRS;FIN;ACT
realizand	saprotot	realiza	saprast	ADV	V;V.CVB
fibre	šķiedru	fibră	šķiedrs	N;INDF;FEM;PL	N;ACC;MASC;SG
fibre	šķiedra	fibră	šķiedra	N;INDF;FEM;PL	N;NOM;FEM;SG
fibre	fiber	fibră	fibert	N;INDF;FEM;PL	
fibre	šķiedra	fibră	šķiedra	N;INDF;FEM;PL	N;NOM;FEM;SG
fibre	šķiedrvielu	fibră	šķiedrviela	N;INDF;FEM;PL	N;ACC;FEM;SG
fibre	šķiedru	fibră	šķiedrs	N;INDF;FEM;PL	N;ACC;MASC;SG
gekkonidae	gekkonidae	gekkonidae	gekkonidae	N;DEF;FEM;SG	N;NOM;FEM;SG
reia	atsāk	relua	atsākt	V;IND;SG;3;PRS;FIN	V;FH;IND;2;POS;PRS;FIN;ACT
ritmul	ritms	ritm	ritms	N;DEF;MASC;SG	N;NOM;MASC;SG
ritmul	ritmā	ritm	ritms	N;DEF;MASC;SG	N;ESS;MASC;SG
relevante	attiecīgais	relevant	attiecīgs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
croata	horvātijas	croată	horvātija	N;DEF;FEM;SG	N;NOM;FEM;PL
croata	horvātu	croată	horvāts	N;DEF;FEM;SG	N;ACC;MASC;SG
aripile	spārni	aripile	spārns	N;DEF;FEM;PL	N;NOM;MASC;PL
aripile	spārnus	aripile	spārns	N;DEF;FEM;PL	N;ACC;MASC;PL
dor	dor	dor	dor	N;INDF;MASC;SG	
dor	ilgojas	dor	ilgoties	N;INDF;MASC;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
dor	ilgas	dor	ilgas	N;INDF;MASC;SG	N;NOM;FEM;PL
dor	garām	dor	garām	N;INDF;MASC;SG	ADV
dor	pietrūkst	dor	pietrūkt	N;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
dor	miss	dor	miss	N;INDF;MASC;SG	
sep	sep	sep	sep		
fondatori	dibinātāji	fondator	dibinātājs	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
atletism	vieglatlētikas	atletism	vieglatlētika	N;INDF;MASC;SG	N;NOM;FEM;PL
individuala	individuāla	individual	individuāls	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
individuala	individuālā	individual	individuāls	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
individuala	individuāli	individual	individuāls	N;DEF;FEM;SG	ADV
cutremurul	zemestrīces	cutremur	zemestrīce	N;DEF;MASC;SG	N;NOM;FEM;SG
cutremurul	zemestrīce	cutremur	zemestrīce	N;DEF;MASC;SG	N;NOM;FEM;SG
impresionat	sajūsmā	impresiona	sajūsma	ADJ;INDF;MASC;SG	N;ESS;FEM;SG
lothar	lotārs	lothar	lotārs	PROPN	N;NOM;MASC;SG
locatia	vieta	locatie	vieta	N;DEF;FEM;SG	N;NOM;FEM;SG
locatia	novietojums	locatie	novietojums	N;DEF;FEM;SG	N;NOM;MASC;SG
locatia	vieta	locatie	vieta	N;DEF;FEM;SG	N;NOM;FEM;SG
locatia	novietojums	locatie	novietojums	N;DEF;FEM;SG	N;NOM;MASC;SG
celula	šūna	celulă	šūna	N;DEF;FEM;SG	N;NOM;FEM;SG
celula	šūna	celulă	šūna	N;DEF;FEM;SG	N;NOM;FEM;SG
decisiva	izšķiroša	decisiva	izšķiroša	ADJ;DEF;FEM;SG	V;IPFV;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
decisiva	izšķirošā	decisiva	izšķiroša	ADJ;DEF;FEM;SG	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
decisiva	izšķirošs	decisiva	izšķirošs	ADJ;DEF;FEM;SG	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
decisiva	izšķirošais	decisiva	izšķirošs	ADJ;DEF;FEM;SG	V;IPFV;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
kazan	kazaņas	kazan	kazaņa	N;INDF;MASC;SG	N;NOM;FEM;PL
imbracaminte	apģērbi	imbracamint	apģērbs	N;INDF;FEM;SG	N;NOM;MASC;PL
imbracaminte	apģērbs	imbracamint	apģērbs	N;INDF;FEM;SG	N;NOM;MASC;SG
qui	qui	qui	tu		
hoarda	orda	hoardă	ords	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
hoarda	orda	hoardă	ords	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
explozie	sprādziens	explozie	sprādziens	N;INDF;FEM;SG	N;NOM;MASC;SG
consuma	patērē	consuma	patērēt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
consuma	patērē	consuma	patērēt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
piotr	piotr	piotr	piotr	PROPN	
insarcinata	grūtniecība	insarcinat	grūtniecība	N;DEF;FEM;SG	N;NOM;FEM;SG
insarcinata	stāvoklī	insarcinat	stāvoklis	N;DEF;FEM;SG	N;ESS;MASC;SG
insarcinata	grūtniecība	insarcinat	grūtniecība	N;DEF;FEM;SG	N;NOM;FEM;SG
insarcinata	stāvoklī	insarcinat	stāvoklis	N;DEF;FEM;SG	N;ESS;MASC;SG
concurat	sacentās	concura	sacent	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;REFL;PST;FIN;ACT
concurat	konkurēja	concura	konkurēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
pretioase	vērtīgi	pretios	vērtīgi	ADJ;INDF;FEM;PL	ADV
pretioase	vērtīgs	pretios	vērtīgs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
pretioase	dārgums	pretios	dārgums	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
jung	jungs	jung	jungs	PROPN	
greg	gregs	greg	gregs	PROPN	PROPN;NOM;MASC;SG
ravenna	ravennas	ravenna	ravenna	PROPN	N;NOM;FEM;PL
argumentul	arguments	argument	arguments	N;DEF;MASC;SG	N;NOM;MASC;SG
interesati	ieinteresēts	interesat	ieinteresēt	V;IND;PL;2;PRS;FIN	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
interesati	interesē	interesat	interesēt	V;IND;PL;2;PRS;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
interesati	interesenti	interesat	interesents	V;IND;PL;2;PRS;FIN	N;NOM;MASC;PL
interesati	ieinteresēti	interesat	ieinteresēti	V;IND;PL;2;PRS;FIN	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
interesati	ieinteresēta	interesat	ieinteresēt	V;IND;PL;2;PRS;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bundesliga	bundeslīgas	bundesligă	bundeslīga	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
criminal	noziedzīgu	criminal	noziedzīgs	N;INDF;MASC;SG	ADJ;ACC;MASC;SG
restaurata	atjaunota	restaurata	atjaunot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
restaurata	atjaunotas	restaurata	atjaunot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
restaurata	atjaunots	restaurata	atjaunot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
pesta	kaitēkļu	pestă	kaitēklis	N;DEF;FEM;SG	N;GEN;MASC;PL
controlate	kontrolētā	controlat	kontrolēt	ADJ;INDF;FEM;PL	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
controlate	kontrolēta	controlat	kontrolēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
controlate	kontrolēts	controlat	kontrolēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
controlate	kontrolē	controlat	kontrolēt	ADJ;INDF;FEM;PL	V;IMP;SG;2;POS;PRS;FIN;ACT
controlate	kontrolēti	controlat	kontrolēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
uite	ieskaties	uita	ieskatīties		V;IMP;SG;2;POS;REFL;FIN;ACT
uite	izskaties	uita	izskatīties		V;IMP;SG;2;POS;REFL;FIN;ACT
uite	skaties	uita	skatīties		V;IMP;SG;2;POS;REFL;FIN;ACT
uite	skatiens	uita	skatiens		N;NOM;MASC;SG
compact	kompakts	compact	kompakts	ADV	N;NOM;MASC;SG
nicola	nicola	nicola	nicols	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
progresiv	progresīva	progresiv	progresīva	ADV	ADJ;NOM;FEM;SG
progresiv	pakāpeniska	progresiv	pakāpeniska	ADV	ADJ;NOM;FEM;SG
baltica	baltic	baltic	balticēt	N;DEF;FEM;SG	
baltica	baltijas	baltic	baltija	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
popoarele	tautas	popor	tauta	N;DEF;FEM;PL	N;NOM;FEM;PL
popoarele	tautām	popor	tauta	N;DEF;FEM;PL	N;DAT;FEM;PL
popoarele	tautu	popor	tauta	N;DEF;FEM;PL	N;ACC;FEM;SG
bai	pirtis	bai	pirtis		N;NOM;FEM;PL
bai	bai	bai	bai		
finalizarea	pabeigšana	finalizare	pabeigšana	N;DEF;FEM;SG	N;NOM;FEM;SG
finalizarea	pabeigšanas	finalizare	pabeigšana	N;DEF;FEM;SG	N;NOM;FEM;SG
carbune	akmeņogles	carbune	akmeņogle		N;NOM;MASC;PL
carbune	ogles	carbune	ogle		N;NOM;FEM;PL
carbune	ogle	carbune	ogle		N;NOM;FEM;SG
carbune	kokogles	carbune	kokogle		N;NOM;MASC;SG
carbune	ogles	carbune	ogle		N;NOM;FEM;PL
carbune	akmeņogles	carbune	akmeņogle		N;NOM;MASC;PL
carbune	ogles	carbune	ogle		N;NOM;FEM;PL
carbune	ogle	carbune	ogle		N;NOM;FEM;SG
carbune	kokogles	carbune	kokogle		N;NOM;MASC;SG
carbune	ogles	carbune	ogle		N;NOM;FEM;PL
retinut	aizturēti	retine	aizturēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
retinut	aizturēts	retine	aizturēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
retinut	aizturēti	retine	aizturēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
retinut	aizturēts	retine	aizturēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
legislativa	likumdošanas	legislativă	likumdošana	N;DEF;FEM;SG	N;NOM;FEM;PL
happy	priecīgs	happy	priecīgs		ADJ;NOM;MASC;SG
happy	laimīga	happy	laimīga		ADJ;NOM;FEM;SG
happy	laimīgs	happy	laimīgs		ADJ;NOM;MASC;SG
amenintat	draudēja	ameninta	draudēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
amenintat	apdraudēti	ameninta	apdraudēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
amenintat	apdraudēts	ameninta	apdraudēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
amenintat	apdraudēta	ameninta	apdraudēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
amenintat	draudēja	ameninta	draudēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
amenintat	apdraudēti	ameninta	apdraudēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
amenintat	apdraudēts	ameninta	apdraudēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
amenintat	apdraudēta	ameninta	apdraudēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bari	bari	bar	bars	N;INDF;MASC;SG	N;NOM;MASC;PL
eugène	ežēns	eughnă	ežēns	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
separa	atdala	separa	atdalīt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
separa	atsevišķu	separa	atsevišķs	V;IND;SG;3;IPFV;FIN	ADJ;ACC;MASC;SG
separa	atsevišķs	separa	atsevišķs	V;IND;SG;3;IPFV;FIN	ADJ;NOM;MASC;SG
separa	atsevišķie	separa	atsevišķs	V;IND;SG;3;IPFV;FIN	ADJ;NOM;MASC;PL
separa	atsevišķa	separa	atsevišķa	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG
separa	atsevišķi	separa	atsevišķi	V;IND;SG;3;IPFV;FIN	ADV
descoperire	sasniegums	descoperire	sasniegums	N;INDF;FEM;SG	N;NOM;MASC;SG
descoperire	atklājums	descoperire	atklājums	N;INDF;FEM;SG	N;NOM;MASC;SG
descoperire	atradums	descoperire	atradums	N;INDF;FEM;SG	N;NOM;MASC;SG
descoperire	atklāšana	descoperire	atklāšana	N;INDF;FEM;SG	N;NOM;FEM;SG
emily	emīlija	emily	emīlija	PROPN	N;NOM;FEM;SG
esentiala	būtiska	esentială	būtiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
esentiala	būtiski	esentială	būtiski	ADJ;DEF;FEM;SG	ADV
esentiala	būtisks	esentială	būtisks	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
esentiala	būtiskas	esentială	būtiska	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
gat	rīkles	gat	rīkle		N;NOM;FEM;PL
gat	rīklē	gat	rīkle		N;ESS;FEM;SG
gat	kakls	gat	kakls		N;NOM;MASC;SG
gat	kakla	gat	kakls		N;GEN;MASC;SG
gat	rīkles	gat	rīkle		N;NOM;FEM;PL
gat	rīklē	gat	rīkle		N;ESS;FEM;SG
gat	kakls	gat	kakls		N;NOM;MASC;SG
gat	kakla	gat	kakls		N;GEN;MASC;SG
foster	veicinātu	fost	veicināt	PROPN	V;COND;POS;FIN;ACT
dura	grūta	dura	grūta	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG
fondatorii	dibinātāji	fondator	dibinātājs	N;DEF;MASC;PL	N;NOM;MASC;PL
vaucluse	voklīza	vauclu	voklīza		N;NOM;FEM;SG
controleaza	kontrole	controlează	kontrole	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
controleaza	kontroles	controlează	kontrole	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;PL
purtate	lietoti	purta	lietot	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
convocat	sasaukta	convoca	sasaukt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
convocat	uzaicināta	convoca	uzaicināt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
inaugurarea	atklāšanā	inaugurare	atklāšana	N;DEF;FEM;SG	N;ESS;FEM;SG
intelectuale	intelektuālais	intelectual	intelektuāls	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
intelectuale	intelektuālā	intelectual	intelektuāls	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
redir	redir	redire	redirs		
ulrich	ulrich	ulrich	ulrich	PROPN	
incalzire	apkures	incalzire	apkure	N;INDF;FEM;SG	N;NOM;FEM;PL
incalzire	apkure	incalzire	apkure	N;INDF;FEM;SG	N;NOM;FEM;SG
incalzire	siltumapgāde	incalzire	siltumapgāde	N;INDF;FEM;SG	N;NOM;FEM;SG
incalzire	apkures	incalzire	apkure	N;INDF;FEM;SG	N;NOM;FEM;PL
incalzire	apkure	incalzire	apkure	N;INDF;FEM;SG	N;NOM;FEM;SG
incalzire	siltumapgāde	incalzire	siltumapgāde	N;INDF;FEM;SG	N;NOM;FEM;SG
diplomatic	diplomātiskās	diplomatic	diplomātiska	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
afacerea	bizness	afacere	bizness	N;DEF;FEM;SG	N;NOM;MASC;SG
afacerea	uzņēmējdarbība	afacere	uzņēmējdarbība	N;DEF;FEM;SG	N;NOM;FEM;SG
utah	jūtas	utah	justies	PROPN	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
baranya	baraņas	baranya	baraņa	N;INDF;FEM;SG	N;NOM;FEM;PL
maximum	maksimālais	maximum	maksimāls	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
maximum	maksimālā	maximum	maksimāls	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
maximum	maksimāli	maximum	maksimāli	N;INDF;MASC;SG	ADV
cad	cad	cădea	cad	V;IND;PL;3;PRS;FIN	
canto	dziedāt	canto	dziedāt	N;INDF;MASC;SG	V;POS;NFIN
canto	dziedam	canto	dzieds	N;INDF;MASC;SG	V;FH;IND;PL;1;POS;PRS;FIN;ACT
canto	dzied	canto	dziedāt	N;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
bunicii	vecvecāki	bunică	vecvecāki	N;DEF;MASC;PL	N;NOM;MASC;PL
bunicii	vecvecākiem	bunică	vecvecāks	N;DEF;MASC;PL	N;DAT;MASC;PL
ceremonie	ceremonija	ceremonie	ceremonija	N;INDF;FEM;SG	N;NOM;FEM;SG
ceremonie	ceremonijā	ceremonie	ceremonija	N;INDF;FEM;SG	N;ESS;FEM;SG
porumb	kukurūzas	porumb	kukurūza	N;INDF;MASC;SG	N;NOM;FEM;PL
porumb	kukurūzas	porumb	kukurūza	N;INDF;MASC;SG	N;NOM;FEM;PL
ascensiune	debesbraukšanas	ascensiune	debesbraukšana	N;INDF;FEM;SG	N;NOM;FEM;SG
ascensiune	ascent	ascensiune	ascent	N;INDF;FEM;SG	
edwin	edvīns	edwin	edvīns	PROPN	N;NOM;MASC;SG
buddha	buda	buddha	buda	PROPN	N;NOM;MASC;SG
pasionat	aizrauj	pasiona	aizraut	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PRS;FIN;ACT
lituaniana	lietuviešu	lituaniană	lietuvietis	N;DEF;FEM;SG	N;GEN;MASC;PL
lituaniana	lietuvas	lituaniană	lietuva	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
omar	omar	omar	omar	PROPN	
