amanda	amanda	amandama	amanda	N;NOM;SG	PROPN;NOM;MASC;SG
projektid	projekte	projekt	projekt	N;NOM;PL	ADJ;NOM;PL
projektid	vorhaben	projekt	vorhaben	N;NOM;PL	
projektid	projekten	projekt	projekt	N;NOM;PL	V;IND;PL;3;PST;FIN
june	juni	june	juni	N;NOM;SG	PROPN;NOM;MASC;SG
june	june	june	jun	N;NOM;SG	PROPN
allāh	allāh	allāh	allāh	N;NOM;SG	PROPN;NOM;MASC;SG
parasvöötme	gemäßigten	paras_vööte	gemäßigt	N;NOM;SG	V;IND;PL;3;PST;FIN
parasvöötme	gemäßigte	paras_vööte	gemäßigt	N;NOM;SG	ADJ;NOM;SG
parasvöötme	gemäßigt	paras_vööte	päßigen	N;NOM;SG	ADJ;V.PTCP
gérard	gérard	gérard	gérard	N;NOM;SG	PROPN;NOM;SG
konsooli	konsole	konsool	konsol	N;PRT;SG	
konsooli	konsolen	konsool	konsol	N;PRT;SG	N;NOM;PL
siena	siena	siena	siena	N;NOM;SG	PROPN;NOM;SG
eesnimi	vorname	ees_nimi	vornam	N;NOM;SG	
verner	verner	verner	verner	N;NOM;SG	PROPN;NOM;MASC;SG
verona	verona	veron	verona	N;NOM;SG	PROPN;NOM;SG
singapuri	singapur	singa_puri	singapur	N;NOM;SG	PROPN;NOM;MASC;SG
rühmitus	gruppieren	rühmitus	gruppieren	N;NOM;SG	V;NFIN
käsitöö	handarbeit	käsi_töö	handarbeit	N;NOM;SG	ADJ
käsitöö	kunsthandwerk	käsi_töö	kunsthandwerk	N;NOM;SG	
käsitöö	handwerk	käsi_töö	handwerk	N;NOM;SG	
käsitöö	handwerk	käsi_töö	handwerk	N;NOM;SG	
käsitöö	wasserfahrzeuge	käsi_töö	wasserfahrzeuge	N;NOM;SG	ADJ;NOM;PL
käsitöö	handarbeit	käsi_töö	handarbeit	N;NOM;SG	ADJ
käsitöö	handgefertigte	käsi_töö	handgefertigt	N;NOM;SG	V;IND;SG;3;PST;FIN
käsitöö	basteln	käsi_töö	basteln	N;NOM;SG	V;NFIN
käsitöö	kunsthandwerk	käsi_töö	kunsthandwerk	N;NOM;SG	
käsitöö	handwerk	käsi_töö	handwerk	N;NOM;SG	
religioosne	religiöse	religioosne	religiös	ADJ;NOM;SG	ADJ;NOM;FEM;PL
religioosne	religionen	religioosne	religion	ADJ;NOM;SG	N;NOM;PL
muljet	beeindrucken	mulje	beeindrucken	N;PRT;SG	V;NFIN
vincenzo	vincenzo	vincenzo	vincenzo	N;NOM;SG	PROPN;NOM;SG
ülekanne	übertragung	üle_kanne	übertragung	N;NOM;SG	V;IND;SG;3;PRS;FIN
ülekanne	übermittlung	üle_kanne	übermittlung	N;NOM;SG	ADJ
ülekanne	transmission	üle_kanne	transmission	N;NOM;SG	PROPN
ülekanne	weiterleitung	üle_kanne	weiterleitung	N;NOM;SG	ADJ
ülekanne	getriebe	üle_kanne	getreib	N;NOM;SG	
ülekanne	übertragung	üle_kanne	übertragung	N;NOM;SG	V;IND;SG;3;PRS;FIN
ülekanne	transfer	üle_kanne	transfer	N;NOM;SG	PROPN
ülekanne	verlegung	üle_kanne	verlegung	N;NOM;SG	V
ülekanne	übertragen	üle_kanne	übertragen	N;NOM;SG	V;V.PTCP
ülekanne	übertragung	üle_kanne	übertragung	N;NOM;SG	V;IND;SG;3;PRS;FIN
ülekanne	rundfunk	üle_kanne	rundfunk	N;NOM;SG	
ülekanne	sendung	üle_kanne	sendung	N;NOM;SG	
ülekanne	übertragen	üle_kanne	übertragen	N;NOM;SG	V;V.PTCP
mõjud	wirkungen	mõju	wirkingen	N;NOM;PL	V;NFIN
mõjud	wirkung	mõju	wirkung	N;NOM;PL	N;NOM;FEM;SG
mõjud	auswirkungen	mõju	auswirkingen	N;NOM;PL	V;NFIN
arvud	kennzahlen	arv	kennzahlen	N;NOM;PL	V;NFIN
arvud	figuren	arv	figur	N;NOM;PL	V;NFIN
arvud	abbildungen	arv	abbildung	N;NOM;PL	V;NFIN
arvud	zahlen	arv	zahlen	N;NOM;PL	V;NFIN
määr	satz	määr	satz	N;NOM;SG	
määr	steuersatz	määr	steuersatz	N;NOM;SG	ADJ
opositsioon	widerstand	opositsioon	widerstehen	N;NOM;SG	ADV
irene	irene	irene	iren	N;NOM;SG	PROPN;NOM;FEM;SG
leidmine	finden	leidmine	finden	N;NOM;SG	V;NFIN
üheksas	ninth	üheksas	ninth	ADJ;NOM;SG	PROPN
fourier	fourier	fourier	fourier	N;NOM;SG	
mošee	moscheen	mošee	moscheen	N;NOM;SG	N;NOM;PL
mošee	moschee	mošee	moschen	N;NOM;SG	
benito	benito	benito	benito	N;NOM;SG	PROPN;NOM;MASC;SG
valentina	valentina	valent	valentina	N;FRML;SG	PROPN;SG
revolutsiooniline	revolutionären	revolutsiooniline	revolutionär	ADJ;NOM;SG	ADJ;PL
revolutsiooniline	revolutionäre	revolutsiooniline	revolutionär	ADJ;NOM;SG	ADJ;NOM;FEM;PL
astuuria	asturien	astuuria	asturien	N;NOM;SG	PROPN;NOM;SG
mitmekesine	abwechslungsreiche	mitme_kesine	abwechslungsreich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
mitmekesine	vielfältige	mitme_kesine	vielfältig	ADJ;NOM;SG	ADJ;NOM;FEM;PL
tervishoid	gesundheit	tervis_hoid	gesundheit	N;NOM;SG	
tervishoid	gesundheitswesen	tervis_hoid	gesundheitswesen	N;NOM;SG	ADJ
tervishoid	gesundheitsschutz	tervis_hoid	gesundheitsschutz	N;NOM;SG	ADJ
tervishoid	gesundheitsfürsorge	tervis_hoid	gesundheitsfürsorge	N;NOM;SG	ADJ;NOM;FEM;PL
tervishoid	gesundheit	tervis_hoid	gesundheit	N;NOM;SG	
tervishoid	gesundheitswesen	tervis_hoid	gesundheitswesen	N;NOM;SG	ADJ
tervishoid	gesundheitspflege	tervis_hoid	gesundheitspfleg	N;NOM;SG	ADJ;NOM;FEM;PL
tervishoid	gesundheitsversorgung	tervis_hoid	gesundheitsversorgung	N;NOM;SG	ADJ;SG
käimine	partnersuche	käimine	partnersuche	N;NOM;SG	ADJ;NOM;FEM;SG
käimine	verabredungen	käimine	verabredungen	N;NOM;SG	V;NFIN
käimine	ausgehen	käimine	ausgehen	N;NOM;SG	V;NFIN
käimine	dating	käimine	dating	N;NOM;SG	
bauer	bauer	bauer	Bauer	N;NOM;SG	ADJ
pidulikult	feierlich	pidulikult	feierlich	ADV	ADJ
näita	show	näitama	show	V;IMP;SG;2;PRS;FIN;ACT	N
näita	zeigt	näitama	zeigen	V;IMP;SG;2;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
näita	zeige	näitama	zeigen	V;IMP;SG;2;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
budism	buddhismus	budism	buddhismus	N;NOM;SG	PROPN
laenatud	ausgeliehen	laena=tud	ausleihen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
laenatud	geliehen	laena=tud	leihen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
ruumiline	räumliche	ruumiline	räumlich	ADJ;NOM;SG	ADJ;NOM;FEM;PL
magma	magma	magma	magma	N;NOM;SG	
raudteede	bahnen	raud_tee	bahnen	N;GEN;PL	V;NFIN
raudteede	eisenbahnen	raud_tee	eisenbahnen	N;GEN;PL	N;NOM;FEM;PL
raudteede	eisenbahn	raud_tee	eisenbehnen	N;GEN;PL	
raudteede	eisenbahnverkehr	raud_tee	eisenbahnverkehr	N;GEN;PL	ADJ
sektor	branche	sektor	branch	N;NOM;SG	
sektor	bereich	sektor	bereich	N;NOM;SG	ADV
sektor	sektoren	sektor	sektoren	N;NOM;SG	N;PL
enterprise	enterprise	enterpris	enterprise	N;NOM;SG	PROPN;NOM;SG
keskmised	medium	keskmine	medium	ADJ;NOM;PL	
keskmised	mittel	keskmine	mittel	ADJ;NOM;PL	ADV
keskmised	durchschnitt	keskmine	durchschneiden	ADJ;NOM;PL	
keskmised	mittelwerte	keskmine	mittelweren	ADJ;NOM;PL	V;IND;SG;3;PST;FIN
keskmised	durchschnittswerte	keskmine	durchschnittswert	ADJ;NOM;PL	ADJ;NOM;SG
joone	linien	joon	Linie	N;GEN;SG	
joone	zeile	joon	zeilen	N;GEN;SG	
sõnum	botschaft	sõnum	botschaft	N;NOM;SG	ADJ;NOM;FEM;SG
sõnum	nachricht	sõnum	nachrecht	N;NOM;SG	ADJ
sõnum	nachrichten	sõnum	nachrichten	N;NOM;SG	V;NFIN
sõnum	meldung	sõnum	meldung	N;NOM;SG	ADJ
tiigid	teich	tiik	teich	N;NOM;PL	
tiigid	teiche	tiik	teichen	N;NOM;PL	
beethoven	beethoven	beethoven	beethoven	N;NOM;SG	
teadis	wussten	teadma	wissen	V;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;PST;FIN
cura	cura	cura	cura	N;NOM;SG	PROPN;NOM;SG
tipu	vertex	tipu	vertex	N;GEN;SG	PROPN;NOM;SG
città	città	città	città	N;NOM;SG	PROPN;NOM;SG
augusta	augusta	augustama	augusta	N;NOM;SG	PROPN;NOM;MASC;SG
bio	bioenergie	bio	bioenergie	N;NOM;SG	PROPN
bio	bio	bio	bio	N;NOM;SG	;SG
bio	biografie	bio	biografie	N;NOM;SG	
biokeemia	biochemie	biokeemia	biochemie	N;NOM;SG	
nielsen	nielsen	nielsema	niels	N;NOM;SG	
fra	fra	fra	fra	N;NOM;SG	PROPN;NOM;SG
jános	jános	jános	jános	N;NOM;SG	PROPN;NOM;MASC;SG
hobused	pferde	hobune	pferd	N;NOM;PL	
hobused	pferd	hobune	pferd	N;NOM;PL	
hobused	pferden	hobune	pferden	N;NOM;PL	V;NFIN
rongi	trainieren	rong	trainieren	N;PRT;SG	V;NFIN
rongi	bahnhof	rong	bahnhof	N;PRT;SG	N;NOM;MASC;SG
rongi	eisenbahn	rong	eisenbehnen	N;PRT;SG	
rongi	bahn	rong	bahnen	N;PRT;SG	
rikkus	reichtümer	rikkus	reichtüm	N;NOM;SG	ADJ
rikkus	reichtum	rikkus	reichtum	N;NOM;SG	ADJ
rikkus	vermögen	rikkus	vermögen	N;NOM;SG	
rikkus	wohlstand	rikkus	wohlstehen	N;NOM;SG	
rikkus	reichtum	rikkus	reichtum	N;NOM;SG	ADJ
rikkus	reichtümer	rikkus	reichtüm	N;NOM;SG	ADJ
rikkus	ruiniert	rikkus	ruinieren	N;NOM;SG	V;V.PTCP
rikkus	versaut	rikkus	versauen	N;NOM;SG	ADJ
etendus	zeigen	etendus	zeigen	N;NOM;SG	V;NFIN
etendus	zeigt	etendus	zeigen	N;NOM;SG	V;IND;SG;3;PRS;FIN
etendus	zeige	etendus	zeigen	N;NOM;SG	V;IND;SG;3;PRS;FIN
etendus	anzeigen	etendus	anzeigen	N;NOM;SG	V;NFIN
marshalli	marshall	marshall	marshall	N;NOM;SG	PROPN
marshalli	marschall	marshall	marschall	N;NOM;SG	ADJ
kvalifikatsioon	abschlüsse	kvalifikatsioon	abschlüß	N;NOM;SG	N;NOM;PL
kvalifikatsioon	qualifikationen	kvalifikatsioon	qualifikationen	N;NOM;SG	N;NOM;FEM;PL
kvalifikatsioon	qualifikationen	kvalifikatsioon	qualifikationen	N;NOM;SG	N;NOM;FEM;PL
intensiivsus	lichtstärke	intensiivsus	lichtstärk	N;NOM;SG	
intensiivsus	intensität	intensiivsus	intensitäen	N;NOM;SG	ADJ
marss	mars	marss	mars	N;NOM;SG	PROPN;NOM;SG
springer	springer	springer	spring	N;NOM;SG	ADJ
teave	information	teave	information	N;NOM;SG	ADJ
teave	informationen	teave	information	N;NOM;SG	V;NFIN
teave	auskunft	teave	auskunft	N;NOM;SG	ADJ
signaale	signale	signaal	signal	N;PRT;PL	ADJ;NOM;FEM;PL
ridades	ränge	rida	rängen	N;IN+ESS;PL	N;NOM;PL
ridades	reihen	rida	reih	N;IN+ESS;PL	V;NFIN
kõrgele	high	kõrgele	high	ADV	PROPN
kõrgele	hohe	kõrgele	hoch	ADV	ADJ;NOM;FEM;PL
kõrgele	hohen	kõrgele	hoch	ADV	ADJ;PL
kõrgele	hoch	kõrgele	hoch	ADV	ADJ
dakota	dakota	dakotama	dakota	N;NOM;SG	PROPN;NOM;MASC;SG
rey	rey	rey	rey	N;NOM;SG	PROPN;NOM;SG
dresdeni	dresden	drest	dresden	N;NOM;SG	PROPN;NOM;NEUT;SG
katastroofi	katastrophen	katastroof	katastrophen	N;PRT;SG	V;NFIN
katastroofi	desaster	katastroof	desaster	N;PRT;SG	ADJ
katastroofi	katastrophenhilfe	katastroof	katastrophenhilf	N;PRT;SG	ADJ;NOM;FEM;PL
katastroofi	katastrophe	katastroof	katastrophe	N;PRT;SG	N;NOM;FEM;SG
katastroofi	unglück	katastroof	unglück	N;PRT;SG	N;NOM;NEUT;SG
muusikal	musikalisch	muusika	musikalisch	N;AT+ESS
;SG	ADJ
muusikal	musikalisches	muusika	musikalisch	N;AT+ESS
;SG	ADJ;NOM;NEUT;SG
muusikal	musikinstrumente	muusika	musikinstrument	N;AT+ESS
;SG	ADJ;NOM;PL
muusikal	musical	muusika	musical	N;AT+ESS
;SG	
nigeri	niger	niger	nige	N;NOM;SG	PROPN;NOM;SG
satelliit	satellite	satelliit	satellit	N;NOM;SG	
satelliit	satellit	satelliit	satellit	N;NOM;SG	ADJ
satelliit	satellitenfernsehen	satelliit	satellitenfernsehen	N;NOM;SG	ADJ
satelliit	satelliten	satelliit	satellit	N;NOM;SG	V;FIN
rick	rick	rick	racken	N;NOM;SG	PROPN;NOM;SG
poom	ausleger	poom	ausleger	N;NOM;SG	ADJ
poom	boom	poom	boom	N;NOM;SG	PROPN;SG
poom	bumm	poom	bumm	N;NOM;SG	
astronaut	astronauten	astronaut	astronaut	N;NOM;SG	V;IND;PL;3;PST;FIN
astronaut	astronaut	astronaut	astronaut	N;NOM;SG	PROPN
unenägu	dream	une_nägu	dream	N;NOM;SG	
unenägu	träume	une_nägu	träumen	N;NOM;SG	ADJ;NOM
unenägu	traum	une_nägu	traum	N;NOM;SG	ADJ
unenägu	träumen	une_nägu	träumen	N;NOM;SG	V;NFIN
suundumused	trends	suundumus	trends	N;NOM;PL	PROPN
suundumused	tendenzen	suundumus	tendenzen	N;NOM;PL	V;NFIN
suundumused	entwicklungen	suundumus	entwicklung	N;NOM;PL	V;NFIN
herakles	hercules	heraklema	hercul	N;NOM;SG	PROPN;NOM;NEUT;SG
herakles	hercule	heraklema	herculen	N;NOM;SG	PROPN;NOM;MASC;SG
aspekte	aspekte	aspekt	aspeken	N;PRT;PL	N;NOM;PL
aspekte	gesichtspunkte	aspekt	gesichtspunkt	N;PRT;PL	ADJ
vastastikku	einander	vastastikku	einander	N;PRT;SG	
vastastikku	gegenseitig	vastastikku	gegenseitig	N;PRT;SG	ADJ
vastastikku	wechselseitig	vastastikku	wechselseitig	N;PRT;SG	ADJ
lootes	hoffnung	lootma	hoffnung	V;V.CVB	
lootes	hoffe	lootma	hoffen	V;V.CVB	
mässulised	rebellen	mässuline	rebell	N;NOM;PL	
mässulised	aufständischen	mässuline	aufständisch	N;NOM;PL	ADJ;NOM;PL
andersen	andersen	andersen	andersen	N;NOM;SG	
firmad	körperschaften	firma	körperschaft	N;NOM;PL	ADJ
firmad	gesellschaften	firma	gesellschaft	N;NOM;PL	ADJ
firmad	kapitalgesellschaften	firma	kapitalgesellschaften	N;NOM;PL	ADJ
firmad	firmen	firma	farmen	N;NOM;PL	V;NFIN
firmad	firmen	firma	farmen	N;NOM;PL	V;NFIN
firmad	gesellschaften	firma	gesellschaft	N;NOM;PL	ADJ
michelangelo	michelangelo	michelangelo	michelangelo	N;NOM;SG	PROPN;NOM;SG
võti	taste	võti	tasten	N;NOM;SG	
võti	schlüssel	võti	schlüssel	N;NOM;SG	ADJ
võti	key	võti	key	N;NOM;SG	
kliiniline	klinischen	kliiniline	klinisch	ADJ;NOM;SG	ADJ;ACC;MASC;SG
kliiniline	klinische	kliiniline	klinisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
väljatöötamine	entwicklungsländer	välja_töötamine	entwicklungsländer	N;NOM;SG	ADJ
väljatöötamine	entwickeln	välja_töötamine	entwickeln	N;NOM;SG	V;NFIN
välised	externe	väline	extern	ADJ;NOM;PL	
välised	außenhandel	väline	außenhandel	ADJ;NOM;PL	
välised	außen	väline	außen	ADJ;NOM;PL	ADV
välised	außen	väline	außen	ADJ;NOM;PL	ADV
välised	aussen	väline	außenßen	ADJ;NOM;PL	
võõras	fremde	võõras	fremd	ADJ;NOM;SG	ADJ;NOM;FEM;PL
tuttav	vertrauten	tuttav	vertrauen	ADJ;NOM;SG	V;IND;PL;3;PST;FIN
tuttav	vertraute	tuttav	vertrauen	ADJ;NOM;SG	V;IND;SG;3;PST;FIN
tuttav	bekannte	tuttav	bekannt	ADJ;NOM;SG	ADJ;NOM;PL
tuttav	kennenlernen	tuttav	kennenlernen	ADJ;NOM;SG	V;NFIN
tuttav	bekannten	tuttav	bekannt	ADJ;NOM;SG	ADJ;PL
tuttav	bekannte	tuttav	bekannt	ADJ;NOM;SG	ADJ;NOM;PL
madalamad	lower	madalam	lower	ADJ;NOM;CMPR;PL	PROPN
baltimore	baltimore	balti_more	baltimore	N;NOM;SG	PROPN;NOM;MASC;SG
päevik	fachzeitschrift	päevik	fachzeitschrift	N;NOM;PL	ADJ
päevik	zeitschrift	päevik	zeitschrefen	N;NOM;PL	ADJ
päevik	tagebuch	päevik	tagebuch	N;NOM;PL	ADJ
päevik	veranstaltungskalender	päevik	veranstaltungskalender	N;NOM;PL	ADJ
päevik	terminkalender	päevik	terminkalender	N;NOM;PL	ADJ
päevik	tagebücher	päevik	tagebüch	N;NOM;PL	ADJ
päevik	tagebuch	päevik	tagebuch	N;NOM;PL	ADJ
platvorm	bahnsteig	platvorm	bahnsteig	N;NOM;SG	
platvorm	bahnsteige	platvorm	bahnsteige	N;NOM;SG	N;NOM;FEM;PL
platvorm	plattform	platvorm	plattform	N;NOM;SG	ADJ
paradigma	paradigma	paradigma	paradigma	N;NOM;SG	ADJ
emilia	emilia	emilia	emilia	N;NOM;SG	PROPN;NOM;SG
metallica	metallica	metallica	metallica	N;NOM;SG	PROPN;NOM;SG
pidu	feiern	pidu	feiern	N;NOM;SG	V;NFIN
pidu	feier	pidu	feier	N;NOM;SG	
pidu	party	pidu	party	N;NOM;SG	PROPN
pidu	partei	pidu	partei	N;NOM;SG	
meeleolu	laune	meele_olu	laun	N;NOM;SG	ADJ
meeleolu	gelaunt	meele_olu	gelaunt	N;NOM;SG	ADJ
meeleolu	stimmungen	meele_olu	stimmung	N;NOM;SG	V;PL
sata	sata	satma	sata	N;NOM;SG	PROPN;NOM;SG
sidus	schlüssig	siduma	schlüßig	V;IND;SG;3;PST;FIN;ACT	ADJ
sidus	kohärent	siduma	kohärent	V;IND;SG;3;PST;FIN;ACT	ADJ
sidus	kohärente	siduma	kohärent	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL
sidus	kohärenz	siduma	kohärenz	V;IND;SG;3;PST;FIN;ACT	PROPN;NOM;SG
alternatiiv	alternativen	alternatiiv	alternativ	N;NOM;SG	ADJ
alternatiiv	alternative	alternatiiv	alternativ	N;NOM;SG	ADJ;NOM;FEM;PL
alternatiiv	alternativer	alternatiiv	alternativ	N;NOM;SG	ADJ
alternatiiv	alternativ	alternatiiv	alternativ	N;NOM;SG	ADJ
alternatiiv	hilfsweise	alternatiiv	hilfsweise	N;NOM;SG	ADV
alternatiiv	alternative	alternatiiv	alternativ	N;NOM;SG	ADJ;NOM;FEM;PL
alternatiiv	stellvertreter	alternatiiv	stellvertreter	N;NOM;SG	ADJ
alternatiiv	abwechselnd	alternatiiv	abwechselnd	N;NOM;SG	ADJ
alternatiiv	wechseln	alternatiiv	wechseln	N;NOM;SG	V;NFIN
hiv	hiv	hiv	hiv	N;NOM;SG	
tarn	tarn	tarn	tarn	N;NOM;SG	PROPN;NOM;SG
disainitud	entworfen	disainitud	entwerfen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
disainitud	entwarf	disainitud	entwerfen	ADJ;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN
disainitud	konzipiert	disainitud	konzipieren	ADJ;PST;V.PTCP;PASS	V;V.PTCP
geneetika	genetik	geneetika	genetik	N;NOM;SG	
geneetika	gentechnik	geneetika	gentechnik	N;NOM;SG	ADJ
gov	gov	gov	gov	N;NOM;SG	
gov	regierung	gov	Regierung	N;NOM;SG	
adolph	adolph	adolph	adolph	N;NOM;SG	PROPN;NOM;MASC;SG
adolph	adolf	adolph	adolf	N;NOM;SG	PROPN;NOM;MASC;SG
ingel	engels	ingel	engels	N;NOM;SG	
ingel	engel	ingel	engel	N;NOM;SG	
ingel	schutzengel	ingel	schutzengel	N;NOM;SG	ADJ
ingel	engeln	ingel	engeln	N;NOM;SG	
ingel	angel	ingel	angel	N;NOM;SG	PROPN;NOM;MASC;SG
kohane	angemessene	kohane	angemessen	ADJ;NOM;SG	ADJ;NOM;FEM;PL
kohane	angebracht	kohane	anbringen	ADJ;NOM;SG	V;V.PTCP
kohane	geeignete	kohane	geeignet	ADJ;NOM;SG	ADJ;NOM;FEM;PL
enrico	enrico	enrico	enrico	N;NOM;SG	PROPN;NOM;MASC;SG
vangistatud	inhaftiert	vangista=tud	inhaftieren	ADJ;PST;V.PTCP;PASS	V;V.PTCP
vangistatud	eingesperrt	vangista=tud	einsperren	ADJ;PST;V.PTCP;PASS	V;V.PTCP
vangistatud	eingefangen	vangista=tud	einfangen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
vangistatud	erfasst	vangista=tud	erfassen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
vangistatud	gefangen	vangista=tud	fangen	ADJ;PST;V.PTCP;PASS	V;V.PTCP
rev	rev	rev	rev	N	
akna	schaufenster	aken	schaufenster	N;GEN;SG	ADJ
akna	fenster	aken	fenster	N;GEN;SG	ADJ
maximus	maximus	maximus	maximus	N;NOM;SG	PROPN
meelega	bewusst	meel	bewußt	N;COM;SG	ADJ
meelega	absichtlich	meel	absichtlich	N;COM;SG	ADJ
meelega	bewußt	meel	bewußen	N;COM;SG	ADJ
meelega	vorsätzlich	meel	vorsätzlich	N;COM;SG	ADJ
samsung	samsung	samsung	samsung	N;NOM;SG	PROPN;SG
clemente	clemente	clemente	clement	N;NOM;SG	PROPN;NOM;SG
variandid	varianten	variant	variant	N;NOM;PL	V;NFIN
hüüdnime	spitznamen	hüüdma	spitznamen	N;GEN;SG	V;FIN
hüüdnime	spitzname	hüüdma	spitzname	N;GEN;SG	ADJ
pühak	heiligen	pühak	heilig	N;NOM;SG	ADJ
pühak	heiliger	pühak	heilig	N;NOM;SG	ADJ
pühak	saint	pühak	sainen	N;NOM;SG	PROPN;NOM;SG
pühak	st	pühak	st	N;NOM;SG	;SG
craig	craig	craig	craig	N;NOM;SG	PROPN;SG
honda	honda	hond	honda	N;NOM;SG	PROPN;NOM;SG
florence	florenz	florence	florenz	N;NOM;SG	PROPN;NOM;SG
reporter	reporterin	reporter	reporterin	N;NOM;SG	ADJ
reporter	journalist	reporter	journalist	N;NOM;SG	ADJ
reporter	journalistin	reporter	journalistin	N;NOM;SG	ADJ
reporter	reporter	reporter	reporter	N;NOM;SG	ADJ
geoloogiline	geologische	geoloogiline	geologisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
geoloogiline	geologischen	geoloogiline	geologisch	ADJ;NOM;SG	ADJ;NOM;MASC;PL
geoloogiline	geologische	geoloogiline	geologisch	ADJ;NOM;SG	ADJ;NOM;FEM;PL
geoloogiline	geologie	geoloogiline	geologie	ADJ;NOM;SG	
geoloogiline	geologischen	geoloogiline	geologisch	ADJ;NOM;SG	ADJ;NOM;MASC;PL
hampshire	hampshire	hamps_hire	hampshire	N;NOM;SG	PROPN;NOM;SG
jutud	geschichten	jutt	geschecht	N;NOM;PL	V;NFIN
jutud	meldungen	jutt	meldung	N;NOM;PL	V;NFIN
atmosfäär	erdatmosphäre	atmo_sfäär	erdatmosphäre	N;NOM;SG	ADJ;NOM;FEM;SG
atmosfäär	atmosphäre	atmo_sfäär	atmosphäre	N;NOM;SG	ADJ;NOM;SG
lahinguid	schlachten	lahing	schlachten	N;PRT;PL	V;NFIN
lahinguid	kämpfen	lahing	kämpfen	N;PRT;PL	V;NFIN
lahinguid	schlacht	lahing	schlacht	N;PRT;PL	N;NOM;FEM;SG
lahinguid	kämpfe	lahing	kämpfen	N;PRT;PL	
sissetulek	einkommen	sisse_tulek	einkommen	N;NOM;SG	V;NFIN
sissetulek	einnahmen	sisse_tulek	einnehmen	N;NOM;SG	V;NFIN
sissetulek	einkünfte	sisse_tulek	einkünfen	N;NOM;SG	;SG
ületanud	überschreitung	ületama	überschreitung	V;PST;V.PTCP;ACT	N;NOM;FEM;SG
lame	flat	lame	flat	N;NOM;SG	
lame	flach	lame	flach	N;NOM;SG	ADJ
elena	elena	elena	elena	N;NOM;SG	PROPN;NOM;SG
loata	unbefugte	luba	unbefugte	N;PRIV;SG	ADJ;NOM;FEM;SG
loata	unbefugten	luba	unbefugten	N;PRIV;SG	V;FIN
loata	unerlaubte	luba	unerlaubt	N;PRIV;SG	ADJ;NOM;FEM;PL
loata	unbefugte	luba	unbefugte	N;PRIV;SG	ADJ;NOM;FEM;SG
loata	unbefugten	luba	unbefugten	N;PRIV;SG	V;FIN
brand	brand	brand	brend	N;NOM;SG	
brand	marken	brand	marken	N;NOM;SG	V;NFIN
brand	markenname	brand	markennam	N;NOM;SG	ADJ;NOM;FEM;PL
augustin	augustin	augustima	augusten	N;NOM;SG	PROPN;NOM;MASC;SG
võrgus	online	võrk	online	N;IN+ESS;SG	ADJ
kasutamata	ungenutzt	kasutama	ungenutzt	V;PRIV;V.CVB;ACT	ADJ
kasutamata	ungenutzte	kasutama	ungenutzt	V;PRIV;V.CVB;ACT	ADJ;NOM;FEM;PL
hunter	hunter	hunter	hunter	N;NOM;SG	PROPN
hunter	jäger	hunter	jag	N;NOM;SG	ADJ
nõutud	bedarf	nõu=tud	bedarf	V;PST;V.PTCP;PASS	
nõutud	erforderlich	nõu=tud	erforderlich	V;PST;V.PTCP;PASS	ADJ
nõutud	notwendig	nõu=tud	notwendig	V;PST;V.PTCP;PASS	ADJ
nõutud	erforderliche	nõu=tud	erforderlich	V;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
moodul	moduls	moodul	moduls	N;NOM;SG	
moodul	modulen	moodul	modul	N;NOM;SG	V;NFIN
moodul	modul	moodul	modul	N;NOM;SG	
moodul	module	moodul	modul	N;NOM;SG	
han	han	han	han	N;NOM;SG	
chapelle	chapelle	chapelle	chapelle	N;NOM;PL	PROPN;NOM;SG
täide	läuse	täis	laus	N;IN+ALL;LGSPEC1;SG	
mungad	mönchen	munk	mönchen	N;NOM;PL	
mungad	mönche	munk	mönch	N;NOM;PL	
sauna	sauna	saun	Sauna	N;PRT;SG	
ameeriklane	amerikanische	ameeriklane	amerikanisch	N;NOM;SG	ADJ;NOM;FEM;PL
ameeriklane	amerikaner	ameeriklane	amerikaner	N;NOM;SG	ADJ
ameeriklane	amerikanischen	ameeriklane	amerikanisch	N;NOM;SG	ADJ;NOM;PL
ameeriklane	amerikanisches	ameeriklane	amerikanisch	N;NOM;SG	ADJ;NOM;NEUT;SG
ameeriklane	amerikanisch	ameeriklane	amerikanisch	N;NOM;SG	ADJ
hinnad	preise	hind	preis	N;NOM;PL	ADJ
hinnad	preisliste	hind	preislist	N;NOM;PL	
hinnad	preisen	hind	preisen	N;NOM;PL	V;NFIN
diktaator	diktator	diktaator	diktator	N;NOM;SG	
meta	meta	meta	meta	N;NOM;SG	PROPN;NOM;SG
