von	from	von	from	ADP	
gefertigt	produkowane	fertigen	produkować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
besseren	lepiej	gut	dobrze	ADJ	ADV;CMPR
gewinner	zwycięzca	gewinner	zwycięzca		N;NOM;MASC;SG
gewinner	wygrane	gewinner	wygrany		ADJ;NOM;NEUT;SG
gewinner	zwycięzców	gewinner	zwycięzca		N;ACC;MASC;PL
gewinner	zwycięzcy	gewinner	zwycięzca		N;NOM;MASC;SG
gewinner	zwycięzcami	gewinner	zwycięzca		N;INS;MASC;PL
amerikaner	american	amerikaner	american	ADJ	
amerikaner	amerykanin	amerikaner	amerykanin	ADJ	N;NOM;MASC;SG
amerikaner	amerykanie	amerikaner	amerykanin	ADJ	N;NOM;MASC;PL
amerikaner	amerykanów	amerikaner	amerykanin	ADJ	N;GEN;MASC;PL
gesundheit	zdrowie	gesundheit	zdrowie		N;NOM;NEUT;SG
gesundheit	zdrowia	gesundheit	zdrowie		N;GEN;NEUT;SG
premiere	premierę	premiere	premiera		N;ACC;FEM;SG
premiere	premiera	premiere	premier		N;ACC;MASC;SG
premiere	premiery	premiere	premier		
niemals	ever	niemals	ever	ADV	
marco	marco	marco	marco	PROPN;NOM;SG	PROPN;NOM;MASC;SG
verantwortung	odpowiedzialności	verantwortung	odpowiedzialność	ADJ	N;GEN;FEM;SG
verantwortung	zobowiązanie	verantwortung	zobowiązanie	ADJ	N;NOM;NEUT;SG
verantwortung	odpowiedzialność	verantwortung	odpowiedzialność	ADJ	N;NOM;FEM;SG
verantwortung	odpowiedzialności	verantwortung	odpowiedzialność	ADJ	N;GEN;FEM;SG
verantwortung	odpowiedzialność	verantwortung	odpowiedzialność	ADJ	N;NOM;FEM;SG
verantwortung	obowiązki	verantwortung	obowiązek	ADJ	N;NOM;MASC;PL
verantwortung	odpowiedzialności	verantwortung	odpowiedzialność	ADJ	N;GEN;FEM;SG
verantwortung	odpowiedzialność	verantwortung	odpowiedzialność	ADJ	N;NOM;FEM;SG
verantwortung	odpowiedzialności	verantwortung	odpowiedzialność	ADJ	N;GEN;FEM;SG
verantwortung	odpowiedzialność	verantwortung	odpowiedzialność	ADJ	N;NOM;FEM;SG
reiner	reiner	rein	reiner	ADJ	PROPN;NOM;MASC;SG
lorenz	lorenz	lorenz	lorenz	PROPN;NOM;SG	PROPN;NOM;MASC;SG
liefert	zwroty	liefern	zwrót	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
klima	klimat	klima	klimat	PROPN	N;NOM;MASC;SG
fährt	dyski	fahren	dyski	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
sonstige	innych	sonstig	inny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
sonstige	inne	sonstig	inny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
sonstige	pozostał	sonstig	pozostać	ADJ;NOM;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
sonstige	inny	sonstig	inny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
sonstige	różne	sonstig	różny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
sonstige	inne	sonstig	inny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
sonstige	pozostał	sonstig	pozostać	ADJ;NOM;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
unabhängige	niezależny	unabhängig	niezależny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
unabhängige	niezależnych	unabhängig	niezależny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
unabhängige	niezależni	unabhängig	niezależni	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
unabhängige	niezależna	unabhängig	niezależny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
unabhängige	niezależne	unabhängig	niezależny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
unabhängige	niepowiązanych	unabhängig	niepowiązany	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
herum	okolice	herum	okolica	ADV	N;ACC;FEM;SG
herum	dookoła	herum	dookoła	ADV	
geschickt	wysłany	schicken	wysłać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
geschickt	wysłane	schicken	wysłać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
bestimmen	określanie	bestimmen	określać	V;FIN	N;NOM;NEUT;SG
retten	uratowanie	retten	uratować	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
retten	oszczędność	retten	oszczędność	V;NFIN	N;NOM;FEM;SG
retten	oszczędności	retten	oszczędność	V;NFIN	N;ACC;FEM;PL
retten	ratowanie	retten	ratować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
retten	zapisywanie	retten	zapisywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
retten	oszczędzania	retten	oszczędzanie	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
retten	ratowanie	retten	ratować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
retten	ratunek	retten	ratunek	V;NFIN	N;NOM;MASC;SG
retten	ratowania	retten	ratować	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
briefe	pisma	brufen	pismo		N;NOM;NEUT;SG
briefe	liter	brufen	liter		N;GEN;FEM;PL
briefe	litery	brufen	litera		N;ACC;FEM;PL
ausbruch	breakout	ausbruch	breakout	N	
hamilton	hamilton	hamilton	hamilton	PROPN;NOM;SG	
sorgen	smutki	sorgen	smutek	V;NFIN	N;NOM;MASC;PL
sorgen	zapewnienia	sorgen	zapewnić	V;NFIN	N;GEN;NEUT;SG
sorgen	zapewnienie	sorgen	zapewnić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sorgen	zmartwień	sorgen	zmartwienie	V;NFIN	N;GEN;NEUT;PL
sorgen	zmartwienia	sorgen	zmartwienie	V;NFIN	N;NOM;NEUT;PL
fertigstellung	zakończenia	fertigstellung	zakończyć	N;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
flug	loty	flagen	lot		N;NOM;MASC;PL
flug	lotów	flagen	lot		N;GEN;MASC;PL
flug	samolotem	flagen	samolot		N;INS;MASC;SG
flug	samolot	flagen	samolot		N;NOM;MASC;SG
flug	płaszczyzna	flagen	płaszczyzna		N;NOM;FEM;SG
flug	lotu	flagen	lot		N;GEN;MASC;SG
flug	lot	flagen	lot		N;NOM;MASC;SG
gesichert	zabezpieczone	sichern	zabezpieczyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesichert	zabezpieczony	sichern	zabezpieczyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gesichert	zabezpieczona	sichern	zabezpieczyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
schatten	cieni	schatten	cień	V;NFIN	
schatten	cienie	schatten	cień	V;NFIN	N;NOM;MASC;PL
schatten	cień	schatten	cień	V;NFIN	
schatten	cieniu	schatten	cień	V;NFIN	N;GEN;MASC;SG
schatten	cienia	schatten	cień	V;NFIN	N;GEN;MASC;SG
schatten	shadow	schatten	shadow	V;NFIN	
schatten	cień	schatten	cień	V;NFIN	
schatten	odcień	schatten	odcień	V;NFIN	N;NOM;MASC;SG
schatten	cienia	schatten	cień	V;NFIN	N;GEN;MASC;SG
schatten	cieniu	schatten	cień	V;NFIN	N;GEN;MASC;SG
schatten	cień	schatten	cień	V;NFIN	
dan	dan	dan	dana	PROPN;NOM;SG	
minnesota	minnesota	minnesota	minnesota	PROPN;NOM;NEUT;SG	
neuzeit	nowoczesność	neuzeit	nowoczesność		N;NOM;FEM;SG
übersetzer	tłumacz	übersetzer	tłumacz	ADJ	V;IPFV;IND;SG;PST;FIN;ACT
übersetzer	tłumacza	übersetzer	tłumacz	ADJ	
übersetzer	tłumaczenie	übersetzer	tłumaczenie	ADJ	N;NOM;NEUT;SG
übersetzer	tłumacz	übersetzer	tłumacz	ADJ	V;IPFV;IND;SG;PST;FIN;ACT
übersetzer	tłumaczenia	übersetzer	tłumaczyć	ADJ	N;NOM;NEUT;PL
übersetzer	translators	übersetzer	translators	ADJ	
übersetzer	tłumaczy	übersetzer	tłumaczyć	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
ausgestellt	wyemitowane	ausstellen	wyemitować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	wydany	ausstellen	wydać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ausgestellt	wydane	ausstellen	wydać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	wydawane	ausstellen	wydawać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	wyświetlane	ausstellen	wyświetlać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	wyświetlony	ausstellen	wyświetlić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ausgestellt	wyświetlana	ausstellen	wyświetlać	V;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
ausgestellt	wyświetlone	ausstellen	wyświetlić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	wystawiane	ausstellen	wystawiać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	wystawione	ausstellen	wystawić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgestellt	pokazane	ausstellen	pokazać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ersatz	zastąpienia	ersatzen	zastąpić		N;NOM;NEUT;SG
ersatz	zastąpienie	ersatzen	zastąpienie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
ersatz	zamień	ersatzen	zamień		V;PFV;IMP;SG;2;FIN;ACT
ersatz	zastąpić	ersatzen	zastąpić		V;PFV;NFIN;ACT
ersatz	zastępcy	ersatzen	zastępca		N;NOM;MASC;SG
ersatz	zastępstwo	ersatzen	zastępstwo		N;NOM;NEUT;SG
ersatz	zastąpić	ersatzen	zastąpić		V;PFV;NFIN;ACT
ersatz	wymiana	ersatzen	wymianać		N;NOM;FEM;SG
ersatz	zastąpienia	ersatzen	zastąpić		N;NOM;NEUT;SG
ersatz	zastępstwo	ersatzen	zastępstwo		N;NOM;NEUT;SG
ersatz	zastąpienie	ersatzen	zastąpienie		N;PFV;NOM;NEUT;SG;POS;V.MSDR
löwen	lwa	löwen	lwa		N;ACC;MASC;SG
löwen	lew	löwen	lew		N;NOM;MASC;SG
löwen	leuven	löwen	leuven		PROPN;NOM;MASC;SG
löwen	lwy	löwen	lew		N;NOM;MASC;PL
löwen	louvain	löwen	louvain		PROPN;NOM;MASC;SG
jagd	polować	jagd	polować		V;IPFV;NFIN;ACT
jagd	polowanie	jagd	polować		N;NOM;NEUT;SG
jagd	polowania	jagd	polowanie		N;NOM;NEUT;SG
jagd	polowanie	jagd	polować		N;NOM;NEUT;SG
jagd	gonić	jagd	gonić		V;IPFV;NFIN;ACT
jagd	pościg	jagd	pościg		N;NOM;MASC;SG
unsinn	nonsens	unsinn	nonsens		N;NOM;MASC;SG
unsinn	śmieci	unsinn	śmieć		N;ACC;MASC;PL
unsinn	bzdury	unsinn	bzdura		V;IPFV;IND;SG;1;PRS;FIN;ACT
volker	brendan	volk	brendan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
volker	paulina	volk	paulina	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
volker	pauline	volk	pauliny	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
volker	volker	volk	volker	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
volker	raymond	volk	raymond	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
volker	raymonda	volk	raymonda	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
geplanten	zaplanowano	geplant	zaplanować	ADJ	V;PFV;IND;0;PST;FIN;ACT
sitzen	siedzących	sitzen	siedzieć	V;NFIN	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
sitzen	siedzenie	sitzen	siedzenie	V;NFIN	N;NOM;NEUT;SG
sitzen	siedzący	sitzen	siedzieć	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
typisch	zazwyczaj	typisch	zazwyczaj	ADJ	
typisch	zwykle	typisch	zwykle	ADJ	
typisch	typowo	typisch	typowo	ADJ	
typisch	typowo	typisch	typowo	ADJ	
betriebe	gospodarstwa	betreiben	gospodarstwo	N;NOM;MASC;PL	N;NOM;NEUT;SG
betriebe	gospodarstw	betreiben	gospodarstwo	N;NOM;MASC;PL	N;GEN;NEUT;PL
betriebe	farmy	betreiben	farma	N;NOM;MASC;PL	N;ACC;FEM;SG
betriebe	gospodarstwa	betreiben	gospodarstwo	N;NOM;MASC;PL	N;NOM;NEUT;SG
betriebe	gospodarstw	betreiben	gospodarstwo	N;NOM;MASC;PL	N;GEN;NEUT;PL
betriebe	fabryk	betreiben	fabryka	N;NOM;MASC;PL	
betriebe	fabryki	betreiben	fabryka	N;NOM;MASC;PL	N;GEN;FEM;SG
betriebe	zakładów	betreiben	zakład	N;NOM;MASC;PL	N;GEN;MASC;PL
parks	parki	parks	park		N;NOM;MASC;PL
argumentation	rozumowanie	argumentation	rozumować	ADV	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
straßenbahn	tramwaje	straßenbahn	tramwaj	ADJ	N;NOM;MASC;PL
straßenbahn	tramwaj	straßenbahn	tramwa	ADJ	N;NOM;MASC;SG
straßenbahn	wózek	straßenbahn	wózek	ADJ	N;ACC;MASC;SG
straßenbahn	wózki	straßenbahn	wózek	ADJ	N;NOM;MASC;PL
straßenbahn	wózka	straßenbahn	wózek	ADJ	N;GEN;MASC;SG
straßenbahn	tramwaje	straßenbahn	tramwaj	ADJ	N;NOM;MASC;PL
straßenbahn	tramwaju	straßenbahn	tramwaj	ADJ	N;GEN;MASC;SG
straßenbahn	tramwaj	straßenbahn	tramwa	ADJ	N;NOM;MASC;SG
christine	krystyna	christine	krystyna	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
christine	christine	christine	christiny	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
verordnung	zarządzenia	verordnung	zarządzenie	N;NOM;SG	N;NOM;NEUT;PL
verordnung	regulacje	verordnung	regulacja	N;NOM;SG	N;NOM;FEM;PL
verordnung	regulamin	verordnung	regulamin	N;NOM;SG	N;ACC;MASC;SG
rechtswissenschaften	prawa	rechtswissenschaft	prawo	ADJ	
rechtswissenschaften	prawo	rechtswissenschaft	prawo	ADJ	N;NOM;NEUT;SG
rechtswissenschaften	orzecznictwa	rechtswissenschaft	orzecznictwo	ADJ	N;GEN;NEUT;SG
rechtswissenschaften	orzecznictwo	rechtswissenschaft	orzecznictwo	ADJ	N;NOM;NEUT;SG
ministerium	ministerstwa	ministerium	ministerstwo	ADJ	N;GEN;NEUT;SG
ministerium	ministerstw	ministerium	ministerstwo	ADJ	N;GEN;NEUT;PL
ministerium	ministerstwa	ministerium	ministerstwo	ADJ	N;GEN;NEUT;SG
ministerium	ministerstwo	ministerium	ministerstwo	ADJ	N;NOM;NEUT;SG
zurückgezogen	emerytowany	zurückziehen	emerytować	V;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
zurückgezogen	wycofane	zurückziehen	wycofać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zurückgezogen	cofnięte	zurückziehen	cofnić	V;V.PTCP	ADJ;NOM;NEUT;SG
zurückgezogen	wycofany	zurückziehen	wycofać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zurückgezogen	cofnięte	zurückziehen	cofnić	V;V.PTCP	ADJ;NOM;NEUT;SG
begriffsklärung	ujednoznacznienie	begriffsklärung	ujednoznacznić	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ober	kelner	ober	kelner		N;NOM;MASC;SG
gebirge	gór	gebirge	gór	N	
gebirge	górski	gebirge	górski	N	ADJ;NOM;MASC;SG
gebirge	mountain	gebirge	mountain	N	
gebirge	góra	gebirge	góra	N	
jim	jim	jim	jim	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
jim	jima	jim	jima	PROPN;NOM;MASC;SG	
disziplin	dyscypliny	disziplin	dyscyplina		N;GEN;FEM;PL
disziplin	dyscyplinę	disziplin	dyscyplina		N;ACC;FEM;SG
disziplin	dyscyplina	disziplin	dyscyplina		N;NOM;FEM;SG
dokumente	dokumenty	dokument	dokument	N;NOM;SG	N;NOM;MASC;PL
dokumente	dokumentów	dokument	dokument	N;NOM;SG	N;GEN;MASC;PL
dokumente	dokumenty	dokument	dokument	N;NOM;SG	N;NOM;MASC;PL
dokumente	dokument	dokument	dokument	N;NOM;SG	N;ACC;MASC;SG
dokumente	dokumentu	dokument	dokument	N;NOM;SG	N;GEN;MASC;SG
lust	pożądanie	lusen	pożądać	PROPN	N;NOM;NEUT;SG
lust	żądza	lusen	żądzać	PROPN	N;NOM;FEM;SG
lust	pożądania	lusen	pożądanie	PROPN	N;NOM;NEUT;SG
erfolglos	bezskutecznie	erfolglos	bezskutecznie	ADJ	ADV
einsätze	wkładki	einsätzen	wkładka	N;NOM;FEM;PL	N;ACC;FEM;PL
einsätze	zakładów	einsätzen	zakład	N;NOM;FEM;PL	N;GEN;MASC;PL
einsätze	stawka	einsätzen	stawka	N;NOM;FEM;PL	N;NOM;FEM;SG
einsätze	stawki	einsätzen	stawka	N;NOM;FEM;PL	
chemische	chemikalia	chemisch	chemikalia	ADJ;NOM;FEM;PL	N;NOM;NEUT;PL
chemische	chemiczne	chemisch	chemiczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
chemische	chemikalia	chemisch	chemikalia	ADJ;NOM;FEM;PL	N;NOM;NEUT;PL
chemische	chemia	chemisch	chemia	ADJ;NOM;FEM;PL	V;IPFV;IND;SG;2;FIN;ACT
chemische	chemikaliów	chemisch	chemikalia	ADJ;NOM;FEM;PL	N;GEN;NEUT;PL
point	punkt	poinen	punkt		N;NOM;MASC;SG
basketball	koszykówki	basketball	koszykówka		N;NOM;FEM;PL
basketball	koszykówka	basketball	koszykówka		N;NOM;FEM;SG
basketball	koszykówkę	basketball	koszykówka		N;ACC;FEM;SG
orchestra	orkiestrę	orchestra	orkiestra	PROPN;NOM;SG	N;ACC;FEM;SG
orchestra	orkiestra	orchestra	orkiestra	PROPN;NOM;SG	N;NOM;FEM;SG
orchestra	orkiestry	orchestra	orkiestra	PROPN;NOM;SG	N;GEN;FEM;SG
beides	obydwa	beide	obydwa	PRO;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;PST;FIN;ACT
beides	oboje	beide	obój	PRO;NOM;INDF;NEUT;SG	
beides	obie	beide	oba	PRO;NOM;INDF;NEUT;SG	NUM;ACC;FEM;PL
beides	oba	beide	oba	PRO;NOM;INDF;NEUT;SG	
australischen	australian	australisch	australianin	ADJ;NOM;MASC;SG	
australischen	australii	australisch	australia	ADJ;NOM;MASC;SG	PROPN;GEN;FEM;SG
gelbe	żółte	gelb	żółty	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
gelbe	żółta	gelb	żółta	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
gelbe	żółty	gelb	żółty	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
vorname	nazwisko	vornam	nazwisko		N;NOM;NEUT;SG
vorname	nazwiska	vornam	nazwisko		N;NOM;NEUT;PL
vorname	nazwisko	vornam	nazwisko		N;NOM;NEUT;SG
vorname	imię	vornam	imię		N;NOM;NEUT;SG
vorname	nazwa	vornam	nazwa		N;NOM;FEM;SG
florenz	florencja	florenz	florencja	PROPN;NOM;SG	N;NOM;FEM;SG
florenz	firenze	florenz	firen	PROPN;NOM;SG	
konferenz	konferencje	konferenz	konferencja	ADJ	N;NOM;FEM;PL
konferenz	konferencję	konferenz	konferencja	ADJ	N;ACC;FEM;SG
konferenz	konferencja	konferenz	konferencja	ADJ	N;NOM;FEM;SG
konferenz	konferencji	konferenz	konferencja	ADJ	N;GEN;FEM;SG
sound	dźwięki	sound	dźwięk		N;NOM;MASC;PL
sound	dźwięk	sound	dźwięk		N;ACC;MASC;SG
bamberg	bamberg	bamberg	bamberg	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG
dokumentiert	udokumentowane	dokumentieren	udokumentować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
flusses	rzeki	fluß	rzeka	ADV	
flusses	river	fluß	river	ADV	
flusses	rzeka	fluß	rzeka	ADV	N;NOM;FEM;SG
vergleichbar	podobni	vergleichbar	podobnie	ADJ	V;IPFV;MASC;IND;PL;PST;FIN;ACT
tieren	zwierząt	tier	zwierzę	V;NFIN	N;GEN;NEUT;PL
tieren	zwierzęta	tier	zwierzę	V;NFIN	N;NOM;NEUT;PL
lothar	lothar	lothar	lothar	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ausgewählt	wybrany	auswählen	wybrać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ausgewählt	wybrane	auswählen	wybrać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgewählt	wybrani	auswählen	wybrany	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
ausgewählt	wybrana	auswählen	wybrać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ausgewählt	wybrany	auswählen	wybrać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ausgewählt	zaznaczone	auswählen	zaznaczyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgewählt	wybrane	auswählen	wybrać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgewählt	wybrana	auswählen	wybrać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
wille	will	willen	will		V;PFV;IND;SG;2;PRS;FIN;ACT
wille	willa	willen	willa		N;NOM;FEM;SG
wille	będzie	willen	być		V;IPFV;IND;SG;3;FUT;FIN
clemens	clemens	clemens	clemens	PROPN;NOM;SG	PROPN;NOM;MASC;SG
grafik	grafiki	grafik	grafika		N;GEN;FEM;PL
grafik	graficzny	grafik	graficzny		ADJ;NOM;MASC;SG
grafik	grafika	grafik	grafika		N;NOM;FEM;SG
grafik	graficzne	grafik	graficzny		ADJ;NOM;NEUT;SG
grafik	grafiki	grafik	grafika		N;GEN;FEM;PL
grafik	grafika	grafik	grafika		N;NOM;FEM;SG
normale	zwykły	normal	zwykły	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
normale	zwyczajne	normal	zwyczajny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
normale	zwykłych	normal	zwykły	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
normale	zwykła	normal	zwykły	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
normale	zwyczajny	normal	zwyczajny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
normale	zwykłe	normal	zwykły	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
normale	normalne	normal	normalny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
normale	normalnie	normal	normalnie	ADJ;NOM;FEM;PL	ADV
normale	normalny	normal	normalny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
normale	normalna	normal	normalny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
tschechoslowakei	czechosłowacji	tschechoslowakei	czechosłowacja	PROPN;NOM;MASC;SG	N;GEN;FEM;SG
julia	julii	julia	julia	PROPN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
julia	julia	julia	julia	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
julia	julia	julia	julia	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
julia	juliet	julia	juliet	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
model	wzór	model	wzór		N;NOM;MASC;SG
model	model	model	model		N;NOM;MASC;SG
model	modelka	model	modelka		N;NOM;FEM;SG
sun	słońce	sun	słońce	PROPN;NOM;SG	N;NOM;NEUT;SG
sun	sun	sun	sunąć	PROPN;NOM;SG	PROPN;NOM;MASC;SG
sun	słońca	sun	słońce	PROPN;NOM;SG	N;GEN;NEUT;SG
sun	słoneczko	sun	słoneczko	PROPN;NOM;SG	
kenntnis	wiedzy	kenntnis	wiedza	ADJ	N;GEN;FEM;SG
kenntnis	wiedza	kenntnis	wiedza	ADJ	N;NOM;FEM;SG
kenntnis	znajomość	kenntnis	znajomość	ADJ	N;NOM;FEM;SG
kenntnis	wiedzę	kenntnis	wiedza	ADJ	N;ACC;FEM;SG
erfasst	zarejestrowany	erfassen	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
erfasst	rejestrowane	erfassen	rejestrować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erfasst	zapisane	erfassen	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erfasst	zarejestrowane	erfassen	zarejestrować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erfasst	nagrane	erfassen	nagrać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
erfasst	złapany	erfassen	złapać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
erfasst	złapana	erfassen	złapać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
erfasst	złapani	erfassen	złapać	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
erfasst	schwytany	erfassen	schwytać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
finanziellen	financial	finanziell	financial	ADJ	
benutzen	używanie	benutzen	używać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
benutzen	użycie	benutzen	użyć	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
benutzen	wykorzystanie	benutzen	wykorzystać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
francesco	francesco	francesco	francesco	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
seltener	rzadkość	selten	rzadkość	ADJ	N;NOM;FEM;SG
seltener	rzadko	selten	rzadko	ADJ	ADV
motoren	silnik	motor	silnik	N;NOM;PL	N;NOM;MASC;SG
motoren	silnika	motor	silnik	N;NOM;PL	N;GEN;MASC;SG
motoren	motors	motor	motors	N;NOM;PL	
motoren	silników	motor	silnik	N;NOM;PL	N;GEN;MASC;PL
klinik	klinika	klinik	klinika	ADJ	
klinik	kliniki	klinik	klinika	ADJ	N;GEN;FEM;SG
klinik	klinice	klinik	klinika	ADJ	N;DAT;FEM;SG
religiöse	religijny	religiös	religijny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
religiöse	religijnych	religiös	religijny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
