nikjer	nicaieri	nikjer	nicaieri	ADV	
posamezno	individuale	posamezno	individual	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
ulrik	ulrik	ulrik	ulrik	N;NOM;MASC;SG	
kmetije	fermele	kmetija	fermă	N;NOM;FEM;PL	N;DEF;FEM;PL
možni	posibile	možen	posibil	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
možni	posibil	možen	posibil	ADJ;NOM;MASC;SG	ADV
možni	posibila	možen	posibil	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
možni	posibilă	možen	posibil	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	PROPN
ohranjeno	conservată	ohranjen	conserva	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
ohranjeno	conservate	ohranjen	conserva	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;PL
ohranjeno	păstrate	ohranjen	păstrat	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;PL
ohranjeno	păstrată	ohranjen	păstrat	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
doherty	doherty	doherty	doherty	PROPN;NOM;MASC;SG	PROPN
blake	blake	blak	blakă	N;NOM;MASC;SG	PROPN
zlom	rupere	zlom	rupere	N;NOM;MASC;SG	N;INDF;FEM;SG
zlom	fractură	zlom	fractură	N;NOM;MASC;SG	N;INDF;FEM;SG
zlom	fractura	zlom	fractură	N;NOM;MASC;SG	N;DEF;FEM;SG
razglasi	declara	razglasiti	declara	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;IPFV;FIN
razglasi	declar	razglasiti	declar	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
jezo	furia	jeza	furie	N;ACC;FEM;SG	N;DEF;FEM;SG
jezo	mânia	jeza	mânia	N;ACC;FEM;SG	N;DEF;FEM;SG
jezo	furie	jeza	furie	N;ACC;FEM;SG	N;INDF;FEM;SG
jezo	mânie	jeza	mânie	N;ACC;FEM;SG	N;INDF;FEM;SG
geometrija	geometria	geometrija	geometrie	N;NOM;FEM;SG	N;DEF;FEM;SG
geometrija	geometrie	geometrija	geometrie	N;NOM;FEM;SG	N;INDF;FEM;SG
geometrija	geometrică	geometrija	geometric	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
geometrija	geometrice	geometrija	geometric	N;NOM;FEM;SG	ADJ;INDF;FEM;PL
iraku	irak	irak	irak	N;DAT;MASC;SG	PROPN
iraku	irakul	irak	irak	N;DAT;MASC;SG	N;DEF;MASC;SG
strategije	strategiile	strategija	strategie	N;NOM;FEM;PL	N;DEF;FEM;PL
ogljik	carbonul	ogljik	carbon	N;NOM;MASC;SG	N;DEF;MASC;SG
sekundarni	secundară	sekundaren	secundar	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
sekundarni	secundare	sekundaren	secundar	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
preboj	descoperire	preboj	descoperire	N;NOM;MASC;SG	N;INDF;FEM;SG
človeška	umane	človeški	uman	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
človeška	om	človeški	om	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
človeška	umană	človeški	uman	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
novosti	noutate	novost	nouta	N;NOM;FEM;PL	N;INDF;FEM;SG
novosti	noutatea	novost	noutate	N;NOM;FEM;PL	N;DEF;FEM;SG
novosti	actualizările	novost	actualizare	N;NOM;FEM;PL	N;DEF;FEM;PL
oklep	armură	oklep	armură	N;NOM;MASC;SG	N;INDF;FEM;SG
oklep	armura	oklep	armură	N;NOM;MASC;SG	N;DEF;FEM;SG
oklep	armuri	oklep	arm	N;NOM;MASC;SG	N;INDF;FEM;PL
oklep	armură	oklep	armură	N;NOM;MASC;SG	N;INDF;FEM;SG
oklep	armura	oklep	armură	N;NOM;MASC;SG	N;DEF;FEM;SG
oklep	armuri	oklep	arm	N;NOM;MASC;SG	N;INDF;FEM;PL
obsežna	ample	obsežen	amplu	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
ugotovitve	constatările	ugotovitev	constatare	N;NOM;FEM;PL	N;DEF;FEM;PL
geografski	geografice	geografski	geografic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
geografski	geografică	geografski	geografic	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
barvni	culoare	barven	culoare	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
barvni	culoarea	barven	culoare	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
barvni	culoare	barven	culoare	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
barvni	culoarea	barven	culoare	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
otroštva	copilărie	otroštvo	copilărie	N;GEN;NEUT;SG	N;INDF;FEM;SG
otroštva	copilarie	otroštvo	copilarie	N;GEN;NEUT;SG	N;INDF;FEM;SG
otroštva	copilăria	otroštvo	copilărie	N;GEN;NEUT;SG	N;DEF;FEM;SG
otroštva	copilaria	otroštvo	copilarie	N;GEN;NEUT;SG	N;DEF;FEM;SG
pastir	shepherd	pastir	shepherd	N;NOM;MASC;SG	PROPN
odkrivanje	detecție	odkrivanje	detecție	N;NOM;NEUT;SG	N;INDF;FEM;SG
odkrivanje	detectarea	odkrivanje	detectare	N;NOM;NEUT;SG	N;DEF;FEM;SG
odkrivanje	detectare	odkrivanje	detectare	N;NOM;NEUT;SG	N;INDF;FEM;SG
odkrivanje	depistarea	odkrivanje	depistare	N;NOM;NEUT;SG	N;DEF;FEM;SG
pravoslavne	ortodox	pravoslaven	ortodox	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
pravoslavne	ortodoxă	pravoslaven	ortodox	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
samostojnost	autonomie	samostojnost	autonomie	N;NOM;FEM;SG	N;INDF;FEM;SG
samostojnost	autonomia	samostojnost	autonomie	N;NOM;FEM;SG	N;DEF;FEM;SG
samostojnost	independență	samostojnost	independență	N;NOM;FEM;SG	N;INDF;FEM;SG
samostojnost	independența	samostojnost	independență	N;NOM;FEM;SG	N;DEF;FEM;SG
samostojnost	independenta	samostojnost	independent	N;NOM;FEM;SG	N;DEF;FEM;SG
razcvet	înflorească	razcvet	înflori	N;NOM;MASC;SG	V;SBJV;3;PRS;FIN
enrico	enrico	enrica	enrico	N;NOM;MASC;SG	PROPN
sinove	sons	sin	sons	N;ACC;MASC;PL	N;INDF;MASC;SG
sinove	fiii	sin	fiu	N;ACC;MASC;PL	N;DEF;MASC;PL
receptorjev	receptorii	receptor	receptor	N;GEN;MASC;PL	N;DEF;MASC;PL
industrijska	industriala	industrijski	industrial	ADJ;NOM;FEM;SG	ADJ;DEF;FEM;SG
industrijska	industrială	industrijski	industrial	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
industrijska	industriale	industrijski	industrial	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
putnam	putnam	putna	putna	ADJ;NOM;MASC;SG	PROPN
standardna	standardul	standarden	standard	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
encimi	enzimele	encim	enzimă	N;NOM;MASC;PL	N;DEF;FEM;PL
dassault	dassault	dassault	dassault	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
tokovi	fluxurile	tok	flux	N;NOM;MASC;PL	N;DEF;FEM;PL
tokovi	curge	tok	curge	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
lisica	vulpe	lisica	vulpă	N;NOM;FEM;SG	N;INDF;FEM;SG
lisica	vulpea	lisica	vulpe	N;NOM;FEM;SG	N;DEF;FEM;SG
pogovori	interviurile	pogovor	interviu	N;NOM;MASC;PL	N;DEF;FEM;PL
pogovori	vorbim	pogovor	vorbi	N;NOM;MASC;PL	V;IND;PL;1;PRS;FIN
nazionale	nazionale	nazionati	nazional	PROPN;NOM;MASC;SG	ADJ;INDF;FEM;PL
vmesnik	interfața	vmesnik	interfață	N;NOM;MASC;SG	N;DEF;FEM;SG
vmesnik	interfață	vmesnik	interfață	N;NOM;MASC;SG	N;INDF;FEM;SG
jajčeca	oua	jajčece	ou	N;NOM;NEUT;PL	N;DEF;FEM;PL
jajčeca	ouăle	jajčece	ou	N;NOM;NEUT;PL	N;DEF;FEM;PL
valle	valle	valle	vall	PROPN;NOM;MASC;SG	PROPN
languedoc	languedoc	languedoc	languedoc	N;NOM;MASC;SG	PROPN
dramatikov	dramaturgi	dramatikov	dramaturg	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;PL
pištola	armă	pištol	armă	N;NOM;FEM;SG	N;INDF;FEM;SG
pištola	arma	pištol	armă	N;NOM;FEM;SG	N;DEF;FEM;SG
regionalni	regională	regionalen	regional	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;SG
regionalni	regionale	regionalen	regional	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
richardson	richardson	richardson	richardson	PROPN;NOM;MASC;SG	PROPN
razširjeni	mărit	razširjen	mări	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
razširjeni	mărită	razširjen	mărita	ADJ;NOM;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN
razširjeni	prelungită	razširjen	prelungit	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;FEM;SG
razširjeni	prelungit	razširjen	prelungi	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
razširjeni	extins	razširjen	extins	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
razširjeni	extinsă	razširjen	extins	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;FEM;SG
razširjeni	extins	razširjen	extins	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;MASC;SG
razširjeni	extinsă	razširjen	extins	ADJ;NOM;MASC;PL;V.PTCP	ADJ;INDF;FEM;SG
prihodnje	viitorul	prihodnji	viitor	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
prihodnje	viitor	prihodnji	viitor	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
prijateljstvo	prietenia	prijateljstvo	prietenie	N;NOM;NEUT;SG	N;DEF;FEM;SG
prijateljstvo	prietenie	prijateljstvo	prietenie	N;NOM;NEUT;SG	N;INDF;FEM;SG
kancler	cancelarul	kancler	cancelar	N;NOM;MASC;SG	N;DEF;MASC;SG
alternative	alternative	alternativa	alternativ	N;NOM;FEM;PL	ADJ;INDF;FEM;PL
alternative	alternativă	alternativa	alternativ	N;NOM;FEM;PL	ADJ;INDF;FEM;SG
alternative	alternativ	alternativa	alternativ	N;NOM;FEM;PL	ADV
alternative	alternativa	alternativa	alternativă	N;NOM;FEM;PL	N;DEF;FEM;SG
alternative	alternative	alternativa	alternativ	N;NOM;FEM;PL	ADJ;INDF;FEM;PL
alternative	alternativele	alternativa	alternativă	N;NOM;FEM;PL	N;DEF;FEM;PL
industries	industriile	industries	industrie	N;NOM;MASC;SG	N;DEF;FEM;PL
industries	industrii	industries	industrie	N;NOM;MASC;SG	N;INDF;FEM;PL
pozni	tarziu	pozen	tarziu	ADJ;NOM;DEF;MASC;SG	
pozni	întârziat	pozen	întârziat	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
pozni	târziu	pozen	târziu	ADJ;NOM;DEF;MASC;SG	ADV
magnus	magnus	magnus	magnus		PROPN
sorodniki	verii	sorodnik	vară	N;NOM;MASC;PL	N;DEF;FEM;SG
sorodniki	rudelor	sorodnik	rudă	N;NOM;MASC;PL	N;DEF;FEM;PL
sorodniki	rudele	sorodnik	rudă	N;NOM;MASC;PL	N;DEF;FEM;PL
bradley	bradley	bradley	bradley	PROPN;NOM;MASC;SG	PROPN
mostovi	podurile	mostov	pod	N;NOM;MASC;PL	N;DEF;FEM;PL
marseille	marseille	marseilel	marseillă	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
marseille	marsilia	marseilel	marsilie	PROPN;NOM;MASC;SG	PROPN
marseille	marsilia	marseilel	marsilie	PROPN;NOM;MASC;SG	PROPN
lastna	proprie	lasten	propriu	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
lastna	proprii	lasten	propriu	ADJ;NOM;FEM;SG	ADJ;INDF;PL
posredovanje	transmitere	posredovanje	transmitere	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	transmisie	posredovanje	transmisie	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	transmiterea	posredovanje	transmitere	N;NOM;NEUT;SG	N;DEF;FEM;SG
posredovanje	transmisiune	posredovanje	transmisiune	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	medierea	posredovanje	mediere	N;NOM;NEUT;SG	N;DEF;FEM;SG
posredovanje	mediere	posredovanje	mediere	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	intervenție	posredovanje	intervenție	N;NOM;NEUT;SG	N;INDF;FEM;SG
posredovanje	intervenția	posredovanje	intervenție	N;NOM;NEUT;SG	N;DEF;FEM;SG
zaključek	completarea	zaključek	completare	N;NOM;MASC;SG	N;DEF;FEM;SG
zaključek	finalizarea	zaključek	finalizare	N;NOM;MASC;SG	N;DEF;FEM;SG
zaključek	finalizare	zaključek	finalizare	N;NOM;MASC;SG	N;INDF;FEM;SG
zaključek	completare	zaključek	completare	N;NOM;MASC;SG	N;INDF;FEM;SG
zaključek	închidere	zaključek	închidere	N;NOM;MASC;SG	N;INDF;FEM;SG
zaključek	încheiere	zaključek	încheiere	N;NOM;MASC;SG	N;INDF;FEM;SG
zaključek	închiderea	zaključek	închidere	N;NOM;MASC;SG	N;DEF;FEM;SG
zaključek	concluzii	zaključek	concluzie	N;NOM;MASC;SG	N;INDF;FEM;PL
zaključek	concluzia	zaključek	concluzie	N;NOM;MASC;SG	N;DEF;FEM;SG
zaključek	concluzie	zaključek	concluzie	N;NOM;MASC;SG	N;INDF;FEM;SG
razstavi	expoziţia	razstava	expozigie	N;NOM;FEM;SG	N;DEF;FEM;SG
razstavi	expozitie	razstava	expozitie	N;NOM;FEM;SG	N;INDF;FEM;SG
razstavi	expoziţie	razstava	expoziţie	N;NOM;FEM;SG	N;INDF;FEM;SG
lucas	lucas	lucas	lucas	N;NOM;MASC;SG	PROPN
gibson	gibson	gibson	gibson	N;NOM;MASC;SG	PROPN
terme	spa	terma	spă	N;NOM;FEM;PL	N;INDF;MASC;SG
moon	lună	moon	lună	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
moon	luna	moon	lună	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
moon	moon	moon	moon	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
organizirano	organizată	organiziran	organizat	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
organizirano	organizate	organiziran	organizat	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;PL
organizirano	organizată	organiziran	organizat	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;SG
organizirano	organizate	organiziran	organizat	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;INDF;FEM;PL
dama	doamna	dama	doamnă	N;NOM;FEM;SG	N;DEF;FEM;SG
dama	doamnă	dama	doamnă	N;NOM;FEM;SG	N;INDF;FEM;SG
dama	damă	dama	damă	N;NOM;FEM;SG	N;INDF;FEM;SG
dama	dame	dama	damă	N;NOM;FEM;SG	N;INDF;FEM;PL
jezikovno	lingvistice	jezikoven	lingvistic	ADJ;NOM;NEUT;SG	N;INDF;FEM;PL
jezikovno	lingvistică	jezikoven	lingvistic	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
jezikovno	limba	jezikoven	limbă	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
jezikovno	limbă	jezikoven	limbă	ADJ;NOM;NEUT;SG	N;INDF;FEM;SG
jezikovno	limbaj	jezikoven	limbaj	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
jezikovno	limbajul	jezikoven	limbaj	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
ščit	scutul	ščit	scut	N;NOM;MASC;SG	N;DEF;MASC;SG
achille	achille	achill	achille	N;NOM;MASC;SG	PROPN
hčere	fiicele	hči	fiice	N;NOM;FEM;PL	N;DEF;FEM;PL
programiranje	programare	programiranje	programare	N;NOM;NEUT;SG	N;INDF;FEM;SG
programiranje	programarea	programiranje	programare	N;NOM;NEUT;SG	N;DEF;FEM;SG
izpostavljenost	expunere	izpostavljenost	expunere	N;NOM;FEM;SG	N;INDF;FEM;SG
izpostavljenost	expunerea	izpostavljenost	expunere	N;NOM;FEM;SG	N;DEF;FEM;SG
biološki	biologic	biološki	biologic	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
biološki	biologică	biološki	biologic	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
perzijci	persani	perzijec	persan	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
powell	powell	powelati	powell		PROPN
utrdbo	fortul	utrdba	fort	N;ACC;FEM;SG	N;DEF;MASC;SG
mdr	mdr	mdr	mdr		N
ted	ted	ted	ted	PROPN;NOM;MASC;SG	PROPN
fam	fam	fam	fam	N;NOM;MASC;SG	
emilio	emilio	emilio	emilio	PROPN;NOM;MASC;SG	PROPN
slab	rău	slab	rău	ADJ;NOM;INDF;MASC;SG	ADV
slab	bad	slab	bad	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
slab	rau	slab	rau	ADJ;NOM;INDF;MASC;SG	
slab	rea	slab	rău	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
izbris	ștergere	izbris	ștergere	N;NOM;MASC;SG	N;INDF;FEM;SG
izbris	ștergerea	izbris	ștergere	N;NOM;MASC;SG	N;DEF;FEM;SG
izbris	anularea	izbris	anulare	N;NOM;MASC;SG	N;DEF;FEM;SG
izbris	anulare	izbris	anulare	N;NOM;MASC;SG	N;INDF;FEM;SG
izbris	șterge	izbris	șterge	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
izbris	sterge	izbris	sterge	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
izbris	ștergere	izbris	ștergere	N;NOM;MASC;SG	N;INDF;FEM;SG
biologijo	biologie	biologija	biologie	N;ACC;FEM;SG	N;INDF;FEM;SG
biologijo	biologia	biologija	biologie	N;ACC;FEM;SG	N;DEF;FEM;SG
dedek	bunicul	dedek	bunic	N;NOM;MASC;SG	N;DEF;MASC;SG
dedek	bunicul	dedek	bunic	N;NOM;MASC;SG	N;DEF;MASC;SG
đoković	djokovic	đoković	djokovic	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ustavil	oprit	ustaviti	opri	V;PFV;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
opremljen	echipată	opremljen	echipa	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
opremljen	echipate	opremljen	echipa	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
epizode	episoadele	epizoda	episod	N;NOM;FEM;PL	N;DEF;FEM;PL
epizode	episod	epizoda	episod	N;NOM;FEM;PL	N;INDF;MASC;SG
epizode	episodul	epizoda	episod	N;NOM;FEM;PL	N;DEF;MASC;SG
izidi	rezultatele	izid	rezultat	N;NOM;MASC;PL	N;DEF;FEM;PL
fisher	fisher	fisher	fisher	N;NOM;MASC;SG	PROPN
porto	porto	porta	porto	PROPN;NOM;MASC;SG	PROPN
označen	etichetate	označen	etichetate	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
označen	etichetată	označen	eticheta	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
realno	reale	realen	real	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
realno	reală	realen	real	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
realno	realistă	realen	realist	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;SG
realno	realiste	realen	realist	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
trinajst	thirteen	trinajst	thirteen	NUM;NOM;PL	PROPN
virusi	virus	virus	virus	N;NOM;MASC;PL	N;INDF;MASC;SG
virusi	virusul	virus	virus	N;NOM;MASC;PL	N;DEF;MASC;SG
snega	zăpada	sneg	zăpadă	N;GEN;MASC;SG	N;DEF;FEM;SG
snega	ninsoare	sneg	ninsoare	N;GEN;MASC;SG	N;INDF;FEM;SG
snega	zăpadă	sneg	zăpadă	N;GEN;MASC;SG	N;INDF;FEM;SG
snega	zapada	sneg	zapadă	N;GEN;MASC;SG	N;DEF;FEM;SG
snega	ninsoare	sneg	ninsoare	N;GEN;MASC;SG	N;INDF;FEM;SG
leteči	zburând	leteč	zbura	ADJ;NOM;MASC;SG;V.PTCP	V;V.MSDR
leteči	zbor	leteč	zbor	ADJ;NOM;MASC;SG;V.PTCP	N;INDF;MASC;SG
hitra	repede	hiter	repede	ADJ;NOM;FEM;SG	ADV
hitra	rapid	hiter	rapid	ADJ;NOM;FEM;SG	ADV
hitra	rapidă	hiter	rapid	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
reynolds	reynolds	reynolds	reynolds	N;NOM;MASC;SG	PROPN
ureditve	aranjamentele	ureditev	aranjament	N;NOM;FEM;PL	N;DEF;FEM;PL
priporoča	recomandă	priporočati	recomanda	V;IPFV;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
ekonomska	economică	ekonomski	economic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;SG
ekonomska	economice	ekonomski	economic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
zastrupitve	otrăvirea	zastrupitev	otrăvire	N;NOM;FEM;PL	N;DEF;FEM;SG
zastrupitve	otrăvire	zastrupitev	otrăvire	N;NOM;FEM;PL	N;INDF;FEM;SG
warren	warren	warren	warren		PROPN
komunikacija	comunicare	komunikacija	comunicare	N;NOM;FEM;SG	N;INDF;FEM;SG
komunikacija	comunicări	komunikacija	comunicare	N;NOM;FEM;SG	N;INDF;FEM;PL
komunikacija	comunicarea	komunikacija	comunicare	N;NOM;FEM;SG	N;DEF;FEM;SG
rick	rick	rick	rick	N;NOM;MASC;SG	PROPN
alkohol	alcoolul	alkohol	alcool	N;NOM;MASC;SG	N;DEF;MASC;SG
kras	crassus	kras	crassus	N;NOM;MASC;SG	PROPN
terry	terry	terry	terry	PROPN;NOM;MASC;SG	PROPN
osebje	personal	osebje	personal	N;NOM;NEUT;SG	ADV
osebje	personalul	osebje	personal	N;NOM;NEUT;SG	N;DEF;MASC;SG
osebje	personal	osebje	personal	N;NOM;NEUT;SG	ADV
osebje	personalul	osebje	personal	N;NOM;NEUT;SG	N;DEF;MASC;SG
zbrane	culese	zbran	culege	ADJ;NOM;FEM;PL;V.PTCP	V;IND;SG;3;PST;FIN
zbrane	colectat	zbran	colecta	ADJ;NOM;FEM;PL;V.PTCP	ADJ;INDF;MASC;SG
jelka	pom	jelka	pom	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
jelka	arbore	jelka	arbor	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
jelka	copac	jelka	copac	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
jelka	copacul	jelka	copac	PROPN;NOM;FEM;SG	N;DEF;MASC;SG
jelka	arborele	jelka	arbor	PROPN;NOM;FEM;SG	N;DEF;MASC;SG
izvajalci	operatorii	izvajalec	operator	N;NOM;MASC;PL	N;DEF;MASC;PL
izvajalci	operatorilor	izvajalec	operator	N;NOM;MASC;PL	N;DEF;MASC;PL
mile	milă	mila	milă		N;INDF;FEM;SG
toto	toto	toto	toto	N;NOM;MASC;SG	
rolling	rolling	rolling	rolling	N;NOM;MASC;SG	PROPN
rolling	rulare	rolling	rulare	N;NOM;MASC;SG	N;INDF;FEM;SG
rolling	laminare	rolling	laminar	N;NOM;MASC;SG	N;INDF;FEM;SG
dodatki	aditivii	dodatek	aditiv	N;NOM;MASC;PL	N;DEF;MASC;PL
dodatki	suplimentele	dodatek	supliment	N;NOM;MASC;PL	N;DEF;FEM;PL
dodatki	accesoriile	dodatek	accesorie	N;NOM;MASC;PL	N;DEF;FEM;PL
mass	liturghie	mass	liturghie	N;NOM;MASC;SG	N;INDF;FEM;SG
mass	masă	mass	masă	N;NOM;MASC;SG	N;INDF;FEM;SG
mass	masa	mass	masă	N;NOM;MASC;SG	N;DEF;FEM;SG
dušo	sufletul	duša	suflet	N;ACC;FEM;SG	N;DEF;MASC;SG
bih	bh	biti	bh	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
bih	bih	biti	bih	PROPN;NOM;MASC;SG	N;INDF;MASC
simetrija	simetrie	simetrija	simetrie	N;NOM;FEM;SG	N;INDF;FEM;SG
lakote	foamete	lakota	foamete	N;NOM;FEM;PL	N;INDF;FEM;SG
lakote	foame	lakota	foame	N;NOM;FEM;PL	
lakote	foamete	lakota	foamete	N;NOM;FEM;PL	N;INDF;FEM;SG
lakote	foamea	lakota	foame	N;NOM;FEM;PL	N;DEF;FEM;SG
bertrand	bertrand	bertrand	bertrand	N;NOM;MASC;SG	PROPN
zaščitena	protejată	zaščiten	proteja	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;SG
zaščitena	protejate	zaščiten	protejat	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INDF;FEM;PL
kvalifikacije	calificările	kvalifikacija	calificare	N;NOM;FEM;PL	N;DEF;FEM;PL
kvalifikacije	calificare	kvalifikacija	calificare	N;NOM;FEM;PL	N;INDF;FEM;SG
kvalifikacije	calificarea	kvalifikacija	calificare	N;NOM;FEM;PL	N;DEF;FEM;SG
kvalifikacije	calificare	kvalifikacija	calificare	N;NOM;FEM;PL	N;INDF;FEM;SG
pari	cuplurile	par	cuplu	N;NOM;MASC;PL	N;DEF;FEM;PL
pari	cuplurilor	par	cuplu	N;NOM;MASC;PL	N;DEF;FEM;PL
pari	pari	par	par	N;NOM;MASC;PL	V;IND;SG;2;PRS;FIN
irana	iran	iran	iran	N;GEN;MASC;SG	PROPN
irana	iranul	iran	iran	N;GEN;MASC;SG	N;DEF;MASC;SG
turbina	turbină	turbina	turbina	N;NOM;FEM;SG	N;INDF;FEM;SG
dominik	dominik	dominik	domini	N;NOM;MASC;SG	PROPN
augusta	augusta	august	augusta	N;NOM;MASC;SG	N;DEF;FEM;SG
hrbet	înapoi	hrbet	înapoi	N;NOM;MASC;SG	ADV
hrbet	inapoi	hrbet	inapoi	N;NOM;MASC;SG	
hrbet	back	hrbet	back	N;NOM;MASC;SG	
chaplin	chaplin	chaplin	chaplin	N;NOM;MASC;SG	PROPN
bach	bach	bacha	bach	N;NOM;MASC;SG	PROPN
tonumber	tonumber	tonumber	tonumber	N;NOM;MASC;SG	
skriva	ascunderea	skrivati	ascundere	V;IPFV;IND;SG;3;PRS;FIN	N;DEF;FEM;SG
televizija	televiziune	televizija	televiziune	N;NOM;FEM;SG	N;INDF;FEM;SG
televizija	televiziunea	televizija	televiziune	N;NOM;FEM;SG	N;DEF;FEM;SG
osvojitev	cucerire	osvojitev	cucerire	N;NOM;FEM;SG	N;INDF;FEM;SG
osvojitev	cucerirea	osvojitev	cucerire	N;NOM;FEM;SG	N;DEF;FEM;SG
osvojitev	cuceriri	osvojitev	cucerire	N;NOM;FEM;SG	N;INDF;FEM;PL
poj	cântă	poj	cânta	ADV	V;IND;SG;3;PST;FIN
poj	canta	poj	cantă	ADV	V;IND;SG;3;IPFV;FIN
poj	cânta	poj	cânta	ADV	V;IND;SG;3;IPFV;FIN
