فرس	tamma	فَرَس	tamma		N;NOM;SG
بيتش	rantaa	بيتش	ranta		N;PRT;SG
بيتش	beachin	بيتش	beach		PROPN;GEN;SG
بيتش	peach	بيتش	peach		
مترجمة	käännetty	مُتَرَجِّم	kääntää	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
الجين	gene	جِين	gene	N;NOM;DEF;SG	PROPN;NOM;SG
الوصل	yhdistetään	وَصَل	yhdistää	N;NOM;DEF;SG	V;IND;PRS;FIN;PASS
الوصل	yhdistää	وَصَل	yhdistää	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
الوالدين	vanhempien	الدالدين	vanha	N;NOM;DEF;PL	ADJ;GEN;CMPR;PL
الوالدين	vanhempia	الدالدين	vanha	N;NOM;DEF;PL	ADJ;PRT;CMPR;PL
وعاء	aluksen	وَعَاءَ	alus	N;NOM;INDF;SG	N;GEN;SG
وعاء	pilveä	وَعَاءَ	pilveä	N;NOM;INDF;SG	N;PRT;SG
وعاء	bowl	وَعَاءَ	bowl	N;NOM;INDF;SG	
ميرزا	mirza	ميرزا	mirza		N;NOM;SG
يشهد	todista	شَهِد	todistaa	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IMP;SG;2;FIN;ACT
المفصل	yksityiskohtainen	مُفَصَّل	yksityis#kohtainen	N;NOM;DEF;SG	ADJ;NOM;SG
المفصل	yksityiskohtaiset	مُفَصَّل	yksityis#kohtainen	N;NOM;DEF;SG	ADJ;NOM;PL
جيبوتي	djiboutin	جِيبُوتِي	djiboutti		PROPN;GEN;SG
فاكهة	hedelmät	فاكهة	hedelmä	N;NOM;INDF;SG	N;NOM;PL
فاكهة	hedelmiä	فاكهة	hedelmä	N;NOM;INDF;SG	N;PRT;PL
عتبة	kynnyksen	عِتبَة	kynnys		N;GEN;SG
نولان	nolan	نولان	nola		PROPN;NOM;SG
موراي	moray	موراي	moraa		N;NOM;SG
موراي	murray	موراي	murra		N;NOM;SG
نادية	nadia	نَادِي	nadia		N;NOM;SG
تكامل	olennainen	تَكَامُل	olennainen	N;NOM;INDF;SG	ADJ;NOM;SG
تكامل	yhdentymistä	تَكَامُل	yhdentyminen	N;NOM;INDF;SG	N;PRT;SG
المنفذ	satamat	مَنفَذ	satama	N;NOM;DEF;SG	N;NOM;PL
معتدل	kohtalaista	مُعتَدِل	kohtalainen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
عجز	vammaisuuden	عَجز	vammaisuus	N;NOM;INDF;SG	N;GEN;SG
رائدة	uraauurtava	رَائِدَة	uraauurtava	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
رائدة	pioneer	رَائِدَة	pioneer	ADJ;NOM;INDF;FEM;SG	
رائدة	edelläkävijä	رَائِدَة	edellä#kävi	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
ديف	daven	دَيفَ	davi		N;GEN;SG
ديف	dave	دَيفَ	dave		PROPN;NOM;SG
ديف	dev	دَيفَ	dev		PROPN;NOM;SG
استعراض	tarkistaa	اِستِعرَاض	tarkistaa	N;NOM;INDF;SG	V;IND;SG;FIN;ACT
ذكريات	muistot	ذكريات	muisto	ADJ;NOM;INDF;FEM;PL	N;NOM;PL
ذكريات	muistoja	ذكريات	muisto	ADJ;NOM;INDF;FEM;PL	N;PRT;PL
هوك	koukku	هُوك	koukku		N;NOM;SG
هوك	hawk	هُوك	hawk		PROPN;NOM;SG
هوك	haukka	هُوك	haukka		N;NOM;SG
الزواحف	matelija	الزواحف	matelija	N;NOM;DEF;PL	N;NOM;SG
المثليين	homoja	مُثَلِّي	homo	N;NOM;DEF;PL	N;PRT;PL
المثليين	lgbt	مُثَلِّي	lgbt	N;NOM;DEF;PL	N;NOM;SG
فضة	hopeaa	فَضَّة	hopea	N;NOM;INDF;SG	N;PRT;SG
فضة	hopeinen	فَضَّة	hopeinen	N;NOM;INDF;SG	ADJ;NOM;SG
فضة	silver	فَضَّة	silver	N;NOM;INDF;SG	
السلف	edeltäjänsä	سِلَف	edeltäjä	N;NOM;DEF;SG	N;GEN;SG
القلاع	linnoja	قَلَاع	linno	N;NOM;DEF;PL	N;PRT;PL
عشوائية	satunnaista	عَشوَائِيّ	satuntainen	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
عشوائية	satunnaisia	عَشوَائِيّ	satunnainen	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;PL
السعي	quest	سَعي	quest	N;NOM;DEF;SG	
الخادم	palvelimen	خَادِم	palvelin	N;NOM;DEF;SG	N;GEN;SG
اعتراف	tunnustuksen	اِعتِرَاف	tunnustus	N;NOM;INDF;SG	N;GEN;SG
فلو	flo	فِلو	flo		
البولندي	puola	بُولَندِيّ	puola	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;SG
البولندي	puolalaiset	بُولَندِيّ	puolalainen	ADJ;NOM;DEF;MASC;SG	N;NOM;PL
البولندي	puolan	بُولَندِيّ	puola	ADJ;NOM;DEF;MASC;SG	N;GEN;SG
الفئران	hiiri	فَئِير	hiiri	N;NOM;DEF;DU	N;NOM;SG
الفئران	hiiret	فَئِير	hiiri	N;NOM;DEF;DU	N;NOM;PL
الفئران	hiirillä	فَئِير	hiiri	N;NOM;DEF;DU	N;AT+ESS
;PL
الفئران	hiiriä	فَئِير	hiiri	N;NOM;DEF;DU	N;PRT;PL
ارض	maa	ارض	maa		N;NOM;SG
ارض	maata	ارض	maa		N;PRT;SG
تصدير	viennin	تَصدِير	vienti	N;NOM;INDF;SG	N;GEN;SG
تصدير	vie	تَصدِير	vie	N;NOM;INDF;SG	INTJ
تصدير	vientiä	تَصدِير	vienti	N;NOM;INDF;SG	N;PRT;SG
ناقل	harjoittajan	نَاقِل	harjoittaja	N;NOM;INDF;SG	N;GEN;SG
اربعة	nelonen	أَربَعَة	nelonen	NUM;NOM;INDF;MASC	N;NOM;SG
الفعال	tehokasta	فَعَّال	tehokas	N;NOM;DEF;SG	ADJ;PRT;SG
الفعال	tehokas	فَعَّال	tehokas	N;NOM;DEF;SG	ADJ;NOM;SG
الفعال	tehokkaat	فَعَّال	tehokas	N;NOM;DEF;SG	ADJ;NOM;PL
البنكرياس	haima	بَنكَرِيس	haima		N;NOM;SG
تيودور	theodore	تيودور	theodore		N;NOM;SG
تيودور	tudor	تيودور	tudor		N;NOM;SG
يعنى	merkitys	عَنَى	merkitys	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;SG
تضخم	inflaation	تَضَخَّم	inflaatio	N;NOM;INDF;SG	N;GEN;SG
الفعاليات	näyttelijöitä	الفعاليات	näyttelijä	N;NOM;DEF;PL	N;PRT;PL
الفعاليات	toimijoiden	الفعاليات	toimija	N;NOM;DEF;PL	N;GEN;PL
الفعاليات	tapahtumien	الفعاليات	tapahtuma	N;NOM;DEF;PL	N;GEN;PL
الفعاليات	tapahtumia	الفعاليات	tapahtuma	N;NOM;DEF;PL	N;PRT;PL
ضع	pistä	ضَعّ	pistää		V;IMP;SG;2;FIN;ACT
ضع	laita	ضَعّ	laittaa		V;IMP;SG;2;FIN;ACT
ضع	laittakaa	ضَعّ	laittaa		V;IMP;SG;2;FIN;ACT
نوبة	kohtauksen	نُوبَة	kohtaus	N;NOM;INDF;SG	N;GEN;SG
نصيحة	neuvoja	نَصِيحَة	neuvo	N;NOM;INDF;SG	N;PRT;PL
نصيحة	neuvot	نَصِيحَة	neuvo	N;NOM;INDF;SG	N;NOM;PL
كتل	korttelia	كتل	kortteli	N;NOM;INDF;PL	N;PRT;SG
الكاف	caf	كَافّ	caf		N;NOM;SG
منشور	julkaise	مَنشُور	julkaise	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
منشور	julkaisun	مَنشُور	julkaisu	N;NOM;INDF;SG	N;GEN;SG
منشور	julkaistu	مَنشُور	julkaista	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
منشور	julkaistaan	مَنشُور	julkaista	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
منشور	julkaistut	مَنشُور	julkaista	N;NOM;INDF;SG	V;NOM;PL;V.PTCP;PASS
منشور	julkaissut	مَنشُور	julkaista	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;ACT
سنوي	vuosittaiset	سَنَوِيّ	vuosittainen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
سنوي	vuosittain	سَنَوِيّ	vuosittain	ADJ;NOM;INDF;MASC;SG	ADV
سنوي	vuosittain	سَنَوِيّ	vuosittain	ADJ;NOM;INDF;MASC;SG	ADV
سنوي	vuosittaiset	سَنَوِيّ	vuosittainen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
المؤمن	vakuutettu	مُؤَمِّن	vakuuttaa	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;PASS
المؤمن	uskovainen	مُؤَمِّن	uskovainen	N;NOM;DEF;SG	ADJ;NOM;SG
فاسو	faso	فاسو	faso		PROPN;NOM;SG
المواهب	lahjakkuus	مَوهِب	lahjakkuus	N;NOM;DEF;PL	N;NOM;SG
المواهب	kyky	مَوهِب	kyky	N;NOM;DEF;PL	N;NOM;SG
التقاعد	eläkkeelle	تَقَاعُد	eläke	N;NOM;DEF;SG	N;AT+ALL;SG
التقاعد	eläkkeellä	تَقَاعُد	eläke	N;NOM;DEF;SG	N;AT+ESS
;SG
نايت	nate	نايت	nate		PROPN;NOM;SG
استعداد	valmis	اِستِعدَاد	valmis	N;NOM;INDF;SG	ADJ;NOM;SG
استعداد	valmiina	اِستِعدَاد	valmis	N;NOM;INDF;SG	ADJ;FRML;SG
استعداد	valmisteltu	اِستِعدَاد	valmistella	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
استعداد	valmistettu	اِستِعدَاد	valmistaa	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
استعداد	valmistetut	اِستِعدَاد	valmistaa	N;NOM;INDF;SG	V;NOM;PL;V.PTCP;PASS
جثة	kehon	جُثَّة	keho	N;NOM;INDF;SG	N;GEN;SG
المتمردين	kapinallisia	مُتَمَرِّد	kapinallinen	N;NOM;DEF;PL	ADJ;PRT;PL
المتمردين	kapinalliset	مُتَمَرِّد	kapinallinen	N;NOM;DEF;PL	ADJ;NOM;PL
المتمردين	kapinallisten	مُتَمَرِّد	kapinallinen	N;NOM;DEF;PL	N;GEN;PL
المتمردين	kapinallinen	مُتَمَرِّد	kapinallinen	N;NOM;DEF;PL	ADJ;NOM;SG
كلهم	kaikille	كلهم	kaikki		PRO;AT+ALL;PL
كلهم	kaikki	كلهم	kaikki		PRO;NOM;SG
المؤلفين	laatijat	مُؤَلِّف	laatija	ADJ;ACC;DEF;MASC;PL	N;NOM;PL
المؤلفين	tekijät	مُؤَلِّف	tekijä	ADJ;ACC;DEF;MASC;PL	N;NOM;PL
برو	prue	برو	prue		N;NOM;SG
برو	pro	برو	pro		N;NOM;SG
برو	ammattilainen	برو	ammattilainen		N;NOM;SG
العناوين	osoitteita	عُنوَان	osoite	N;NOM;DEF;PL	N;PRT;PL
الغبار	pölyä	غُبَار	pöly	N;NOM;DEF;SG	N;PRT;SG
الغبار	pölyn	غُبَار	pöly	N;NOM;DEF;SG	N;GEN;SG
بوركينا	burkina	بُوركِينَا	burki		N;FRML;SG
مادية	materialismin	مَادِّيّ	materialismi	ADJ;NOM;INDF;FEM;SG	N;GEN;SG
جزيء	molekyyli	جُزيُو	molekyyli		N;NOM;SG
الفخذ	reiden	فَخذ	re	N;NOM;DEF;SG	N;GEN;SG
المرجانية	coral	مَرجَانِيّ	coral	N;NOM;DEF;SG	
سويفت	swift	سويفت	swift		PROPN;NOM;SG
العبور	ylittää	عُبُور	ylittää	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
زامبيا	sambian	زَامبِيَا	sambia		PROPN;GEN;SG
جارية	meneillään	جَارِي	meneillään	ADJ;NOM;INDF;FEM;SG	ADV
جارية	käynnissä	جَارِي	käynti	ADJ;NOM;INDF;FEM;SG	N;IN+ESS;SG
ليبي	libby	لِيبِيّ	libby	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;SG
داني	danny	داني	danny		N;NOM;SG
رويس	royce	رُوَيس	royce		PROPN;NOM;SG
تخصصات	majors	خَصَّص	majors	N;NOM;INDF;PL	
تخصصات	erikoisuuksia	خَصَّص	erikoisuus	N;NOM;INDF;PL	N;PRT;PL
تخصصات	erikoisuuksia	خَصَّص	erikoisuus	N;NOM;INDF;PL	N;PRT;PL
اشتباكات	yhteenottoja	اِشتِبَاك	yhteen#otto	N;NOM;INDF;PL	N;PRT;PL
شجر	puita	شَجر	puu	N;NOM;INDF;SG	N;PRT;PL
شجر	puut	شَجر	puu	N;NOM;INDF;SG	N;NOM;PL
شجر	puista	شَجر	puu	N;NOM;INDF;SG	N;IN+ABL;PL
كوب	kuppia	كُوب	kuppi	N;NOM;INDF;SG	N;PRT;SG
كوب	cupin	كُوب	cup	N;NOM;INDF;SG	N;GEN;SG
المدربين	kouluttajien	مُدَرِّب	kouluttaja	N;NOM;DEF;PL	N;GEN;PL
المدربين	kouluttajien	مُدَرِّب	kouluttaja	N;NOM;DEF;PL	N;GEN;PL
دوت	piste	دَوت	piste		N;NOM;SG
دوت	dot	دَوت	dot		N;NOM;SG
بلورات	kiteitä	بَلوَر	kiteä	N;NOM;INDF;PL	N;PRT;PL
الاسلامية	islamilaisen	إِسلَامِيّ	islamilainen	ADJ;NOM;DEF;FEM;SG	N;GEN;SG
البركانية	tulivuoren	بُركَانِيّ	tuli#vuori		N;GEN;SG
الهرب	pakene	الهرب	paeta	N;NOM;DEF;SG	N;NOM;PL
الهرب	paeta	الهرب	paeta	N;NOM;DEF;SG	V;SG;NFIN;ACT
منظم	järjestäjä	مُنَظِّم	järjestäjä	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
الحرجة	kriittiset	حَرِج	kriittinen	N;NOM;DEF;SG	ADJ;NOM;PL
الحرجة	kriittinen	حَرِج	kriittinen	N;NOM;DEF;SG	ADJ;NOM;SG
الحرجة	kriittistä	حَرِج	kriittinen	N;NOM;DEF;SG	ADJ;PRT;SG
عريض	rohkeat	عَرِيض	rohkea	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
عريض	rohkeaa	عَرِيض	rohkea	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
النمل	muurahainen	نَمَل	muurahainen	N;NOM;DEF;SG	ADJ;NOM;SG
النمل	muurahaisia	نَمَل	muurahainen	N;NOM;DEF;SG	N;PRT;PL
برية	wild	بَرِّيّ	wild	ADJ;NOM;INDF;FEM;SG	
برية	villiä	بَرِّيّ	villi	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
برية	erämaa	بَرِّيّ	erä#maa	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
المصرف	pankkiin	مَصرِف	pankki	N;NOM;DEF;SG	N;IN+ALL;SG
المصرف	pankin	مَصرِف	pankki	N;NOM;DEF;SG	N;GEN;SG
النازي	natsi	نَازِي	natsi		N;NOM;SG
مرسيدس	mercedes	مرسيدس	mercedes		N;NOM;SG
متكررة	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
متكررة	toistuvan	مُتَكَرِّر	toistua	ADJ;NOM;INDF;FEM;SG	V;GEN;SG;V.PTCP;ACT
متكررة	toistetaan	مُتَكَرِّر	toistaa	ADJ;NOM;INDF;FEM;SG	V;IND;PRS;FIN;PASS
متكررة	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
متكررة	toistuvia	مُتَكَرِّر	toistuva	ADJ;NOM;INDF;FEM;SG	V;PRT;PL;V.PTCP;ACT
متكررة	toistuvat	مُتَكَرِّر	toistua	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
الحلم	unta	حُلم	uni	N;NOM;DEF;SG	N;PRT;SG
الحلم	haaveilla	حُلم	haaveilla	N;NOM;DEF;SG	V;SG;NFIN;ACT
الحلم	dream	حُلم	dream	N;NOM;DEF;SG	
الحلم	unta	حُلم	uni	N;NOM;DEF;SG	N;PRT;SG
الحلم	haaveilla	حُلم	haaveilla	N;NOM;DEF;SG	V;SG;NFIN;ACT
وزارات	ministeriöiden	وِزَارَة	ministeriö	N;NOM;INDF;PL	N;GEN;PL
نيكولاي	nicolae	نيكولاي	nicolae		N;NOM;SG
شريحة	segmentin	شَرِيحَة	segmentti	N;NOM;INDF;SG	N;GEN;SG
العتيقة	antiikin	عِتِّيقَة	antiikki	N;NOM;DEF;SG	N;GEN;SG
المقاتلين	hävittäjiä	مُقَاتِل	hävittäjä	N;NOM;DEF;PL	N;PRT;PL
المقاتلين	taistelijoita	مُقَاتِل	taistelija	N;NOM;DEF;PL	N;PRT;PL
مشغل	pelaajan	مُشَغِّل	pelaaja	N;NOM;INDF;SG	N;GEN;SG
سويسري	sveitsi	سُوِيسرِيّ	sveitsi		N;NOM;SG
سويسري	sveitsiläinen	سُوِيسرِيّ	sveitsiläinen		ADJ;NOM;SG
سويسري	sveitsin	سُوِيسرِيّ	sveitsi		N;GEN;SG
دفعت	maksetut	دَفَع	maksaa	V;PFV;FEM;SG;3;ACT	V;NOM;PL;V.PTCP;PASS
دفعت	maksettu	دَفَع	maksaa	V;PFV;FEM;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
نعمة	siunausta	نعمة	siunaus	N;NOM;INDF;SG	N;PRT;SG
نعمة	armon	نعمة	armo	N;NOM;INDF;SG	N;GEN;SG
نعمة	grace	نعمة	grace	N;NOM;INDF;SG	PROPN;NOM;SG
ستانفورد	stanford	ستانفورد	stanford		
اندماج	fuusion	اِندِمَاج	fuusio	N;NOM;INDF;SG	N;GEN;SG
السقوط	kaatuu	سُقُوط	kaatua	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
السقوط	putoaa	سُقُوط	pudota	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
السقوط	pudota	سُقُوط	pudota	N;NOM;DEF;SG	V;IMP;SG;2;NFIN;ACT
السقوط	kaatuu	سُقُوط	kaatua	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
السقوط	kaadu	سُقُوط	kaatua	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
داون	dawn	دَان	dawn		PROPN;NOM;SG
العزل	eristyksissä	عَزل	eristys	N;NOM;DEF;SG	N;IN+ESS;PL
احتفالات	viettoa	اِحتِفَال	vietto	N;NOM;INDF;PL	N;PRT;SG
احتفالات	juhlinta	اِحتِفَال	juhlinta	N;NOM;INDF;PL	N;NOM;SG
احتفالات	vietto	اِحتِفَال	vietto	N;NOM;INDF;PL	N;NOM;SG
هابل	hubble	هابل	hubble		N;NOM;SG
القرش	haita	قَرش	haita	N;NOM;DEF;SG	N;PRT;SG
القرش	hain	قَرش	hain	N;NOM;DEF;SG	V;IND;SG;1;PST;FIN;ACT
القرش	hait	قَرش	hait	N;NOM;DEF;SG	N;NOM;PL
كوبر	cooperin	كُوبِر	cooperi		N;GEN;SG
كوبر	cooper	كُوبِر	cooper		PROPN;NOM;SG
الانتصار	voittoa	اِنتِصَار	voitto	N;NOM;DEF;SG	N;PRT;SG
ستوكهولم	tukholma	ستوكهولم	tukholma		N;NOM;SG
ستوكهولم	tukholmaan	ستوكهولم	tukholma		N;IN+ALL;SG
ستوكهولم	tukholmassa	ستوكهولم	tukholma		N;IN+ESS;SG
ستوكهولم	tukholman	ستوكهولم	tukholma		N;GEN;SG
شرائح	liukuu	شَرِيحَة	liukua	N;NOM;INDF;PL	V;IND;SG;3;PRS;FIN;ACT
الحضري	urban	حَضَرِيّ	urba		N;NOM;SG
الحضري	kaupunkien	حَضَرِيّ	kaupunki		N;GEN;PL
الدورية	partio	دَورِيّ	partio	ADJ;NOM;DEF;FEM;SG	N;NOM;SG
المطالبة	vaatia	مُطَالَبَة	vaatia	N;NOM;DEF;SG	V;SG;NFIN;ACT
رباعية	quad	رُبَاعِيّ	quad	ADJ;NOM;INDF;FEM;SG	
رحيل	lähdön	رَحِيل	lähtö		N;GEN;SG
رحيل	lähtö	رَحِيل	lähtö		N;NOM;SG
توظيف	palkkaa	تَوظِيف	palkka	N;NOM;INDF;SG	N;PRT;SG
مختلفين	erilaiset	مُختَلِف	erilainen	ADJ;ACC;INDF;MASC;PL	ADJ;NOM;PL
مختلفين	erilainen	مُختَلِف	erilainen	ADJ;ACC;INDF;MASC;PL	ADJ;NOM;SG
مختلفين	erilaista	مُختَلِف	erilainen	ADJ;ACC;INDF;MASC;PL	ADJ;PRT;SG
الرسومات	piirustuksia	رَسمَة	piirustus	N;NOM;DEF;PL	N;PRT;PL
الرسومات	grafiikka	رَسمَة	grafiikka	N;NOM;DEF;PL	N;NOM;SG
الاصطناعي	keinotekoista	اِصطِنَاعِيّ	keino#teko	N;NOM;DEF;SG	N;PRT;SG
الاصطناعي	keinotekoisia	اِصطِنَاعِيّ	keino#tekoinen	N;NOM;DEF;SG	ADJ;PRT;PL
الاصطناعي	keinotekoinen	اِصطِنَاعِيّ	keino#tekoinen	N;NOM;DEF;SG	ADJ;NOM;SG
الصوف	villaa	صَوف	villa	N;NOM;DEF;SG	N;PRT;SG
نفسك	itsellesi	نفسك	itse		PRO;AT+ALL;SG;REFL
نفسك	itse	نفسك	itse		ADV
طقوس	riitti	طَقس	riittää	N;NOM;INDF;PL	V;IND;SG;3;PST;FIN;ACT
طقوس	rituaali	طَقس	rituaali	N;NOM;INDF;PL	N;NOM;SG
طقوس	rituaaleja	طَقس	rituaali	N;NOM;INDF;PL	N;PRT;PL
الاستهلاك	poistot	اِستِهلَاك	poisto	N;NOM;DEF;SG	N;NOM;PL
باراك	barack	بَارَاك	barack		N;NOM;SG
سبورت	laji	سَبُور	laji		N;NOM;SG
سبورت	sport	سَبُور	sport		N;NOM;SG
سبورت	urheilun	سَبُور	urheilu		N;GEN;SG
سبورت	urheilu	سَبُور	urheilu		N;NOM;SG
تنام	nukkuu	تنام	nukkua	V;MASC;IMP;SG;FIN	V;IND;SG;3;PRS;FIN;ACT
تنام	nukkuminen	تنام	nukkuminen	V;MASC;IMP;SG;FIN	N;NOM;SG
الالعاب	pelejä	لَعب	peli	N;NOM;DEF;PL	N;PRT;PL
الالعاب	pelien	لَعب	peli	N;NOM;DEF;PL	N;GEN;PL
ماسة	timantti	مَاسَّة	timantti		N;NOM;SG
ماسة	timanttia	مَاسَّة	timantti		N;PRT;SG
ماسة	diamond	مَاسَّة	diamond		N;NOM;SG
ماسة	timantin	مَاسَّة	timantti		N;GEN;SG
متكامل	integroitu	مُتَكَامِل	integroida	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
متكامل	integroidut	مُتَكَامِل	integroida	ADJ;NOM;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
ويل	will	وِيل	will		
ويل	tahto	وِيل	tahto		N;NOM;SG
اكتسبت	saavutetut	اِكتَسَب	saavuttaa	V;PFV;FEM;SG;3;ACT	V;NOM;PL;V.PTCP;PASS
اكتسبت	hankittu	اِكتَسَب	hankkia	V;PFV;FEM;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
عصفور	lintu	عُصفُور	lintu		N;NOM;SG
عصفور	linnun	عُصفُور	lintu		N;GEN;SG
عصفور	bird	عُصفُور	bird		
عصفور	sparrow	عُصفُور	sparrow		N;NOM;SG
نضال	kamppailu	نِضَال	kamppailu		N;NOM;SG
نضال	kamppailua	نِضَال	kamppailu		N;PRT;SG
مقدسة	pyhä	مُقَدَّس	pyhä	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
مقدسة	pyhitetty	مُقَدَّس	pyhittää	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
رشح	suodattimen	رَشَح	suodatin	V;PFV;MASC;SG;3;ACT	N;GEN;SG
رشح	suodatin	رَشَح	suodattaa	V;PFV;MASC;SG;3;ACT	N;NOM;SG
رشح	ehdolla	رَشَح	ehto	V;PFV;MASC;SG;3;ACT	N;AT+ESS
;SG
رشح	nimetty	رَشَح	nimetä	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
رشح	nimetyt	رَشَح	nimetty	V;PFV;MASC;SG;3;ACT	V;NOM;PL;V.PTCP;PASS
اليدين	kädet	يَد	käsi	N;ACC;DEF;DU	N;NOM;PL
اليدين	käsien	يَد	käsi	N;ACC;DEF;DU	N;GEN;PL
الوردي	pink	وَردِيّ	pinkki	N;NOM;DEF;SG	
الوردي	vaaleanpunainen	وَردِيّ	vaalea#punainen	N;NOM;DEF;SG	ADJ;NOM;SG
المشروبات	juomia	مَشرُوب	juoma	N;NOM;DEF;PL	N;PRT;PL
المشروبات	juomaa	مَشرُوب	juoma	N;NOM;DEF;PL	N;PRT;SG
المشروبات	juotavaa	مَشرُوب	juotava	N;NOM;DEF;PL	N;PRT;SG
فريمان	freeman	فرِيمَان	freema		N;NOM;SG
ريانا	rihanna	رِيَان	riha		N;NOM;SG
تحلل	analysoi	حَلَّل	analysoida	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
تحلل	analysoida	حَلَّل	analysoida	N;NOM;INDF;SG	V;SG;NFIN;ACT
تحلل	analysoidaan	حَلَّل	analysoida	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
وصفة	reseptin	وصفة	resepti	N;NOM;INDF;SG	N;GEN;SG
وصفة	reseptiä	وصفة	resepti	N;NOM;INDF;SG	N;PRT;SG
وصفة	reseptin	وصفة	resepti	N;NOM;INDF;SG	N;GEN;SG
الجيولوجي	geologi	جِيُولُوجِيّ	geologi		N;NOM;SG
الجيولوجي	geologinen	جِيُولُوجِيّ	geologinen		ADJ;NOM;SG
ببطء	hitaasti	بَبَط	hitaasti	N;NOM;INDF;SG	ADV
ذكاء	älykkyys	ذَكَاء	älykkyys		N;NOM;SG
ذكاء	tiedustelu	ذَكَاء	tiedustelu		N;NOM;SG
ذكاء	älyä	ذَكَاء	elyä		N;PRT;SG
ذكاء	tiedustelupalvelu	ذَكَاء	tiedustelu#palvelu		N;NOM;SG
ذكاء	älykäs	ذَكَاء	älykäs		ADJ;NOM;SG
ذكاء	älykkäät	ذَكَاء	älykäs		N;NOM;PL
ذكاء	älykästä	ذَكَاء	älykäs		N;PRT;SG
ذكاء	älykäs	ذَكَاء	älykäs		ADJ;NOM;SG
ذكاء	viisas	ذَكَاء	viisas		ADJ;NOM;SG
ذكاء	fiksu	ذَكَاء	fiksu		ADJ;NOM;SG
مولى	mollyn	مولى	molly		N;GEN;SG
مولى	molly	مولى	molly		
الباكستانية	pakistanin	بَاكِستَانِيّ	pakistaa	ADJ;NOM;DEF;FEM;SG	N;GEN;SG
المثقفين	älymystön	مُثَقَّف	älymystö	N;NOM;DEF;PL	N;GEN;SG
القبر	hautaa	قَبر	hauta	N;NOM;DEF;SG	N;PRT;SG
تاجر	kauppiaan	تَاجِر	kauppi	N;NOM;INDF;SG	N;GEN;SG
تاجر	elinkeinonharjoittajan	تَاجِر	elin#keino#nharjoittaja	N;NOM;INDF;SG	N;GEN;SG
اكبر	akbar	اكبر	akbar		PROPN;NOM;SG
اكبر	isommat	اكبر	iso		ADJ;NOM;CMPR;PL
اكبر	isompia	اكبر	iso		ADJ;PRT;CMPR;PL
اكبر	suurempi	اكبر	suuri		ADJ;NOM;CMPR;SG
اكبر	isompi	اكبر	iso		ADJ;NOM;CMPR;SG
كريستي	christy	كرِيستِي	christy		PROPN;NOM;SG
رقمي	digital	رَقَمِيّ	digital	ADJ;NOM;INDF;MASC;SG	
