カースト	مقام.	カースト	مقام.	N	PROPN;NOM;MASC;SG;3
ブルサ	دُرجک	ブルサ	دُرجک	PROPN	PROPN;NOM;MASC;SG;3
きゅうり	کھیرا	きゅうり	کھیرا	N	PROPN;NOM;MASC;SG;3
きゅうり	خِیار.	きゅうり	خِیار.	N	PROPN;NOM;MASC;SG;3
カタルシス	جُلاّب.	カタルシス	جُلاّب.	N	PROPN;NOM;MASC;SG;3
クリープ	رینگنے	クリープ	رینگ	N	V;NFIN;ACT
クリープ	سٹکنا	クリープ	سٹکنا	N	V;SG;NFIN;ACT
クリープ	جھرجھری	クリープ	جھرجھری	N	ADJ
クリープ	out	クリープ	out	N	
クリープ	رینگنا.	クリープ	رینگنا.	N	PROPN;NOM;MASC;SG;3
クリープ	پنپنا	クリープ	پنپنا	N	PROPN;NOM;MASC;SG;3
クリープ	عاجزی	クリープ	عاجزی	N	PROPN;NOM;MASC;SG;3
アンチテーゼ	ضد.	アンチテーゼ	ضد.	N	
デスペラード	نڈر	デスペラード	نڈر	PROPN	PROPN;NOM;MASC;SG;3
弱視	دُھند	弱視	دُھند	N	PROPN;NOM;MASC;SG;3
詰め込み	مملو	詰め込む	مملو	V	
詰め込み	رٹنا	詰め込む	رٹنا	V	PROPN;NOM;MASC;SG;3
秋分	خزانی	秋分	خزانی	N	PROPN;NOM;MASC;SG;3
シャベル	سمیٹنا.	シャベル	سمیٹنا.	N	PROPN;NOM;MASC;SG;3
シャベル	کرچھے	シャベル	کرچھے	N	V;PFV;MASC;SG;V.PTCP;ACT
シャベル	بیلچے	シャベル	بیلچے	N	V;PFV;MASC;SG;V.PTCP;ACT
シャベル	ہٹانا	シャベル	ہٹا	N	V;MASC;SG;NFIN;ACT
シャベル	ہڑپنا	シャベル	ہڑپنا	N	PROPN;NOM;MASC;SG;3
シャーベット	بیئر.	シャーベット	بیئر.	N	
ファジー	دھندلا	ファジー	دھندلا	N	V;PFV;MASC;SG;V.PTCP;ACT
ファジー	اُدھڑا	ファジー	اُدھڑا	N	PROPN;NOM;MASC;SG;3
ファジー	مبہم	ファジー	مبہم	N	ADJ
ファジー	گھنگریالہ.	ファジー	گھنگریالہ.	N	PROPN;NOM;MASC;SG;3
惨め	کمینہ.	惨める	کمینہ.	ADJ	PROPN;NOM;MASC;SG;3
惨め	منحوس	惨める	منحوس	ADJ	N;SG
惨め	کنٹک	惨める	کنٹک	ADJ	
ユズ	گلگل	ユズ	گلگل	PROPN	PROPN;NOM;MASC;SG;3
マテ	ہمکار	マテ	ہمکار	PROPN	PROPN;NOM;MASC;SG;3
マテ	دوست.	マテ	دوست.	PROPN	PROPN;NOM;MASC;SG;3
マテ	مات.	マテ	مات.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
ビューア	بینندہ.	ビューア	بینندہ.	N	ADJ
ビューア	ناظر	ビューア	ناظر	N	PROPN;NOM;MASC;SG;3
夜食	گھریلو	夜食	گھریلو	N	ADJ
ウィッグ	پھٹکارنا	ウィッグ	پھٹکار	N	V;NFIN;ACT
ハシゴ	سیڑھی.	ハシゴ	سیڑھی.		PROPN;NOM;MASC;SG;3
ハシゴ	زینہ	ハシゴ	زینہ		N;NOM;MASC;SG;3
ブリリアント	ذکی	ブリリアント	ذکی	N	PROPN;NOM;MASC;SG;3
カスタマー	گاہک.	カスタマー	گاہک.	PROPN	
カスタマー	خریدار	カスタマー	خریدار	PROPN	N;NOM;MASC;SG;3
ヴェイル	الوداعیہ.	ヴェイル	الوداعیہ.	PROPN	PROPN;NOM;MASC;SG;3
ヴェイル	الوداع.	ヴェイル	الوداع.	PROPN	PROPN;NOM;MASC;SG;3
ヴェイル	الوداعیہ.	ヴェイル	الوداعیہ.	PROPN	PROPN;NOM;MASC;SG;3
ヴェイル	وادی	ヴェイル	وادی	PROPN	PROPN;NOM;MASC;SG;3
ヴェイル	الوداع.	ヴェイル	الوداع.	PROPN	PROPN;NOM;MASC;SG;3
プリミティブ	خام	プリミティブ	خام	PROPN	N;NOM;MASC;SG;3
プリミティブ	بنیادی.	プリミティブ	بنیادی.	PROPN	PROPN;NOM;MASC;SG;3
プリミティブ	اصلی	プリミティブ	اصلی	PROPN	ADJ
プリミティブ	ناپختہ.	プリミティブ	ناپختہ.	PROPN	ADJ
怠け者	احدی.	怠け者	احدی.		PROPN;NOM;MASC;SG;3
キャプチャ	گرفتہ	キャプチャ	گرفتہ	V	PROPN;NOM;MASC;SG;3
キャプチャ	تسخیر	キャプチャ	تسخیر	V	N;NOM;MASC;SG;3
キャプチャ	قبضے	キャプチャ	قبضہ	V	N;NOM;MASC;SG;3
ダスター	ہلکا	ダスター	ہلکا	N	ADJ;NOM;MASC;SG
絞り込む	تنقیہ	絞り込む	تنقیہ	V	PROPN;NOM;MASC;SG;3
絞り込む	آبدار	絞り込む	آبدار	V	PROPN;NOM;MASC;SG;3
絞り込む	تخلیص	絞り込む	تخلیص	V	
絞り込む	مہذب	絞り込む	مہذب	V	ADJ
居心地	گرم	居心地	گرم	N	ADJ
居心地	cosies	居心地	cosies	N	PROPN;NOM;MASC;SG;3
歯肉	لثوی	歯肉	لثوی	N	
まつげ	مژگان.	まつげ	مژگان.	N	PROPN;NOM;MASC;SG;3
まつげ	پلک	まつげ	پلک	N	V;SG;ACT
ディル	اجوائن	ディル	اجوائن	PROPN	N;NOM;MASC;SG;3
ディル	بّدھو	ディル	بّدھو	PROPN	PROPN;NOM;MASC;SG;3
男らしい	ہمت	男らしい	ہمت	ADJ	N;NOM;MASC;SG;3
アニミズム	نسمیت	アニミズム	نسمیت	PROPN	PROPN;NOM;MASC;SG;3
ビジー	کھوجُو.	ビジー	کھوجُو.	PROPN	PROPN;NOM;MASC;SG;3
ビジー	with	ビジー	with	PROPN	
ビジー	جاسوس	ビジー	جاسوس	PROPN	PROPN;NOM;MASC;SG;3
ビジー	مشغول	ビジー	مشغول	PROPN	ADJ
ビジー	کھوجُو.	ビジー	کھوجُو.	PROPN	PROPN;NOM;MASC;SG;3
ビジー	with	ビジー	with	PROPN	
ビジー	جاسوس	ビジー	جاسوس	PROPN	PROPN;NOM;MASC;SG;3
一服	سزا	一服	سزا	V	N;NOM;MASC;SG;3
バーサ	نیچا	バーサ	نیچا	PROPN	PROPN;NOM;MASC;SG;3
易しい	دباؤ	易しい	دباؤ	ADJ	N;NOM;MASC;SG;3
易しい	(	易しい	(	ADJ	
易しい	ندامت	易しい	ندامت	ADJ	PROPN;NOM;MASC;SG;3
易しい	دباؤ	易しい	دباؤ	ADJ	N;NOM;MASC;SG;3
易しい	(	易しい	(	ADJ	
易しい	ندامت	易しい	ندامت	ADJ	PROPN;NOM;MASC;SG;3
サテン	چکنانا.	サテン	چکناناؤ	N	V;SG;NFIN;ACT
フォージ	لوہار.	フォージ	لوہار.	PROPN	PROPN;NOM;MASC;SG;3
散髪	موتراشی	散髪	موتراشی	V	PROPN;NOM;MASC;SG;3
散髪	حجامت.	散髪	حجامت.	V	PROPN;NOM;MASC;SG;3
散髪	اصلاح	散髪	اصلاح	V	N;NOM;MASC;SG;3
薄	غبی	薄	غبی	N	
薄	غبی	薄	غبی	N	
薄	دُھندلا	薄	دُھندلا	N	PROPN;NOM;MASC;SG;3
ナマケモノ	آلکسی	ナマケモノ	آلکسی	PROPN	PROPN;NOM;MASC;SG;3
ナマケモノ	سستی	ナマケモノ	سستی	PROPN	ADJ
ジェネレータ	ڈائنمو.	ジェネレータ	ڈائنمو.	PROPN	PROPN;NOM;MASC;SG;3
ジェネレータ	موجد	ジェネレータ	موجد	PROPN	N;NOM;MASC;SG;3
ジェネレータ	جنریٹر	ジェネレータ	جنریٹر	PROPN	N;NOM;MASC;SG;3
ジェネレータ	مخترع.	ジェネレータ	مخترع.	PROPN	PROPN;NOM;MASC;SG;3
ジェネレータ	گیس	ジェネレータ	گیس	PROPN	N;NOM;MASC;SG;3
ラマダーン	رمضان	ラマダーン	رمضان	PROPN	PROPN;NOM;MASC;SG;3
トニック	مقوی	トニック	مقوی	PROPN	ADJ
レーション	آزوقہ	レーション	آزوقہ	N	PROPN;NOM;MASC;SG;3
レーション	آزوقہ.	レーション	آزوقہ.	N	ADJ
レーション	(	レーション	(	N	
レーション	راتب	レーション	راتب	N	PROPN;NOM;MASC;SG;3
エミッタ	صادر	エミッタ	صادر	N	ADJ
ドキュメンテーション	مسالہ.	ドキュメンテーション	مسالہ.	N	
ノート	کوچک	ノート	کوچک	N	PROPN;NOM;MASC;SG;3
出来	حاصل	出来る	حاصل	V	N;NOM;MASC;SG;3
出来	پیداوار	出来る	پیداوار	V	N;NOM;MASC;SG;3
出来	یافت	出来る	یافت	V	PROPN;NOM;MASC;SG;3
出来	چھوڑدینا	出来る	چھوڑدینا	V	PROPN;NOM;MASC;SG;3
出来	منافع.	出来る	منافع.	V	ADJ
袖	چپت-	袖	چپت-	N	PROPN;NOM;MASC;SG;3
袖	تھپٹر	袖	تھپٹر	N	PROPN;NOM;MASC;SG;3
アンテ	شرط	アンテ	شرط	PROPN	N;NOM;FEM;SG;3
アンテ	دائو	アンテ	دائو	PROPN	
アンテ	(	アンテ	(	PROPN	
フリーメーソン	فرامشن.	フリーメーソン	فرامشن.	N	ADJ;NOM
事務職	منشی	事務職	منشی	N	PROPN;NOM;MASC;SG;3
事務職	کلرکی	事務職	کلرکی	N	V;MASC;SG;V.PTCP;ACT
理容師	تراشنا	理容師	تراشنا	N	
理容師	کاٹنا	理容師	کاٹنا	N	V;MASC;SG;NFIN;ACT
理容師	تراشنا	理容師	تراشنا	N	
理容師	کاٹنا	理容師	کاٹنا	N	V;MASC;SG;NFIN;ACT
理容師	حجّام	理容師	حجّام	N	PROPN;NOM;MASC;SG;3
ほこり	دھرتی	ほこる	دھرتی	V	PROPN;NOM;MASC;SG;3
ほこり	فساد	ほこる	فساد	V	N;NOM;MASC;SG;3
ほこり	انتشار	ほこる	انتشار	V	N;NOM;MASC;SG;3
ほこり	غبار	ほこる	غبار	V	N;NOM;MASC;SG;3
ほこり	زمین	ほこる	زمین	V	N;NOM;FEM;SG;3
シェイド	off	シェイド	off	PROPN	
シェイド	into	シェイド	into	PROPN	
シェイド	ڈھانپنا	シェイド	ڈھانپنا	PROPN	V;MASC;SG;NFIN;ACT
シェイド	(	シェイド	(	PROPN	
シェイド	off	シェイド	off	PROPN	
シェイド	into	シェイド	into	PROPN	
シェイド	ڈھانپنا	シェイド	ڈھانپنا	PROPN	V;MASC;SG;NFIN;ACT
シェイド	سایہ	シェイド	سایہ	PROPN	PROPN;NOM;MASC;SG;3
シェイド	(	シェイド	(	PROPN	
スモモ	کشمش.	スモモ	کشمش.	PROPN	PROPN;NOM;MASC;SG;3
回虫	کیچوا	回虫	کیچوا	N	
インジケータ	نمائندہ	インジケータ	نمائندہ	N	ADJ
クローク	چھپانا	クローク	چھپانا	N	V;MASC;SG;NFIN;ACT
クローク	ڈھانپنا	クローク	ڈھانپنا	N	V;MASC;SG;NFIN;ACT
ミナト	(	ミナト	(	PROPN	
尊い	عمدہ	尊いる	عمدہ	N	ADJ
尊い	عظیم	尊いる	عظیم	N	PROPN;NOM;MASC;SG;3
尊い	خوب	尊いる	خوب	N	
尊い	نہایت	尊いる	نہایت	N	ADV
シラミ	جوئیں.	シラミ	جو	N	
インセプション	آغاز.	インセプション	آغاز.	PROPN	PROPN;NOM;MASC;SG;3
インセプション	ابتدا	インセプション	ابتدا	PROPN	N;NOM;MASC;SG;3
コルセット	سنبھالنا	コルセット	سنبھال	N	V;MASC;SG;NFIN;ACT
健全	درستی	健全	درستی	N	ADJ
お	جُھکانا	お	جُھکا	N	V;MASC;SG;NFIN;ACT
お	saddle-bow	お	saddle-bow	N	PROPN;NOM;MASC;SG;3
お	جھکنا	お	جھک	N	V;SG;NFIN;ACT
スポーン	مچھلی	スポーン	مچھلی	PROPN	ADJ;FEM
コロッセオ	اکھاڑا	コロッセオ	اکھاڑا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
チル	روکھا	チル	روکھ	PROPN	PROPN;NOM;MASC;SG;3
チル	ٹھٹھر	チル	ٹھٹھر	PROPN	PROPN;NOM;MASC;SG;3
チル	برودت	チル	برودت	PROPN	
チル	نزلہ	チル	نزلہ	PROPN	N;NOM;MASC;SG;3
チル	ٹھنڈا	チル	ٹھنڈا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
チル	بخار	チル	بخار	PROPN	N;NOM;MASC;SG;3
チル	بارد	チル	بارد	PROPN	PROPN;NOM;MASC;SG;3
ラグタイム	گھٹیا-	ラグタイム	گھٹیا-	PROPN	PROPN;NOM;MASC;SG;3
ベローズ	کھنچنے	ベローズ	کھنچ	PROPN	V;NFIN
金環	چنبری-	金環	چنبری-	N	PROPN;NOM;MASC;SG;3
スタティック	مجہول.	スタティック	مجہول.	N	PROPN;NOM;MASC;SG;3
スタティック	جامد	スタティック	جامد	N	ADJ
原簿	انطباق.	原簿	انطباق.	N	PROPN;NOM;MASC;SG;3
原簿	سجل	原簿	سجل	N	PROPN;NOM;MASC;SG;3
原簿	انطباق.	原簿	انطباق.	N	PROPN;NOM;MASC;SG;3
原簿	سجل	原簿	سجل	N	PROPN;NOM;MASC;SG;3
だら	احدی.	たら	احدی.	N	PROPN;NOM;MASC;SG;3
アーガス	نگہبان	アーガス	نگہبان	PROPN	PROPN;NOM;MASC;SG;3
アーガス	محافظ.	アーガス	محافظ.	PROPN	
ゴブレット	جام.	ゴブレット	جام.	PROPN	PROPN;NOM;MASC;SG;3
可用性	دستیابی	可用性	دستیابی	N	ADJ
ニヒリズム	عدمیت	ニヒリズム	عدمیت	PROPN	N;NOM;MASC;SG;3
ニヒリズム	ارتیابیت.	ニヒリズム	ارتیابیت.	PROPN	PROPN;NOM;MASC;SG;3
アーメン	آمین	アーメン	آمین	PROPN	PROPN;NOM;MASC;SG;3
ベネルクス	بلجیم	ベネルクス	بلجیم	PROPN	PROPN;NOM;MASC;SG;3
ベイト	چارہ	ベイト	چارہ	PROPN	N;NOM;MASC;SG;3
ベイト	لالچ	ベイト	لالچ	PROPN	
ベイト	طعمہ	ベイト	طعمہ	PROPN	PROPN;NOM;MASC;SG;3
ベイト	لاسہ	ベイト	لاسہ	PROPN	
ベイト	چارہ	ベイト	چارہ	PROPN	N;NOM;MASC;SG;3
ベイト	لالچ	ベイト	لالچ	PROPN	
ベイト	طعمہ	ベイト	طعمہ	PROPN	PROPN;NOM;MASC;SG;3
ベイト	ترغیب	ベイト	ترغیب	PROPN	N;NOM;MASC;SG;3
ベイト	لاسہ	ベイト	لاسہ	PROPN	
ラウンド	چورنگی.	ラウンド	چورنگی.	N	PROPN;NOM;MASC;SG;3
ラウンド	مبہم	ラウンド	مبہم	N	ADJ
ラウンド	پیچیدہ	ラウンド	پیچیدہ	N	ADJ
マグカップ	بدمعاش	マグカップ	بدمعاش	N	V;ACT
マグカップ	ٹھگ.	マグカップ	ٹھگ.	N	
マグカップ	دہانہ.	マグカップ	دہانہ.	N	
身分	اِڈ	身分	اِڈ	N	
身分	آں.	身分	آں.	N	
ディジット	عدد	ディジット	عدد	PROPN	N;NOM;MASC;SG;3
ブリーチ	بیضاگری-	ブリーチ	بیضاگری-	N	PROPN;NOM;MASC;SG;3
件名	(	件名	(	N	
件名	لاش.	件名	لاش.	N	PROPN;NOM;MASC;SG;3
脈	دھڑکنا.	脈	دھڑکنا.	N	
脈	لہر.	脈	لہر.	N	
脈	موج.	脈	موج.	N	PROPN;NOM;MASC;SG;3
脈	امنگ	脈	امنگ	N	
脈	دال	脈	دال	N	V;MASC;SG;ACT
クラクション	بھونپو	クラクション	بھونپو	N	PROPN;NOM;MASC;SG;3
クラクション	گجر	クラクション	گجر	N	PROPN;NOM;MASC;SG;3
クラクション	بنانا.	クラクション	بناناؤ	N	V;MASC;SG;NFIN;ACT
クラクション	سنکھ	クラクション	سنکھ	N	PROPN;NOM;MASC;SG;3
クラクション	گھگو	クラクション	گھگو	N	
クラクション	بھونپو	クラクション	بھونپو	N	PROPN;NOM;MASC;SG;3
クラクション	گجر	クラクション	گجر	N	PROPN;NOM;MASC;SG;3
クラクション	بنانا.	クラクション	بناناؤ	N	V;MASC;SG;NFIN;ACT
クラクション	سنکھ	クラクション	سنکھ	N	PROPN;NOM;MASC;SG;3
クラクション	گھگو	クラクション	گھگو	N	
切り取る	بال	切り取る	بال	V	N;NOM;MASC;SG;3
切り取る	پارچہ.	切り取る	پارچہ.	V	PROPN;NOM;MASC;SG;3
切り取る	کپڑا	切り取る	کپڑا	V	N;NOM;MASC;SG;3
切り取る	بال	切り取る	بال	V	N;NOM;MASC;SG;3
切り取る	پارچہ.	切り取る	پارچہ.	V	PROPN;NOM;MASC;SG;3
切り取る	کپڑا	切り取る	کپڑا	V	N;NOM;MASC;SG;3
切り取る	فصل	切り取る	فصل	V	N;NOM;MASC;SG;3
パーセンテージ	تناسب.	パーセンテージ	تناسب.	N	PROPN;NOM;MASC;SG;3
デュース	بدقسمتی	デュース	بدقسمتی	PROPN	V;FEM;SG;V.PTCP;ACT
デュース	حیرت	デュース	حیرت	PROPN	N;NOM;MASC;SG;3
咽喉	سرنگ.	咽喉	سرنگ.	N	PROPN;NOM;MASC;SG;3
咽喉	حلقوم.	咽喉	حلقوم.	N	PROPN;NOM;MASC;SG;3
抜け	رخنہ	抜ける	رخنہ	V	N;NOM;MASC;SG;3
抜け	جھری	抜ける	جھری	V	PROPN;NOM;MASC;SG;3
湿疹	چنبل	湿疹	چنبل	N	
湿疹	چھاجن	湿疹	چھاجن	N	
アロヨ	نالا.	アロヨ	نالا.	PROPN	
味見	مذاق-	味見	مذاق-	V	
味見	مزا	味見	مزا	V	;NOM;MASC
味見	مذاق-	味見	مذاق-	V	
裂傷	جراحت	裂傷	جراحت	N	PROPN;NOM;MASC;SG;3
ドロール	انوکھا	ドロール	انوکھا	PROPN	ADJ;NOM;MASC;SG
ドロール	مسخرا	ドロール	مسخرا	PROPN	PROPN;NOM;MASC;SG;3
ドロール	دلچسپ.	ドロール	دلچسپ.	PROPN	PROPN;NOM;MASC;SG;3
ドロール	ہنسانے	ドロール	ہنسا	PROPN	V;ACT
ドロール	تماشاگر.	ドロール	تماشاگریت	PROPN	PROPN;NOM;MASC;SG;3
ドロール	طرفہ	ドロール	طرفہ	PROPN	N;NOM;MASC;SG;3
ドロール	عجیب	ドロール	عجیب	PROPN	ADJ
パピー	جھگڑالو	パピー	جھگڑالو	N	PROPN;NOM;MASC;SG;3
気晴らし	تفریح	気晴らす	تفریح	V	N;NOM;MASC;SG;3
気晴らし	سستانا.	気晴らす	سستانا.	V	PROPN;NOM;MASC;SG;3
気晴らし	خلفشار	気晴らす	خلفشار	V	N;SG
気晴らし	باؤلاپن.	気晴らす	باؤلاپن.	V	PROPN;NOM;MASC;SG;3
気晴らし	آرام	気晴らす	اجرام	V	PROPN;NOM;MASC;SG;3
気晴らし	انتشار.	気晴らす	انتشار.	V	PROPN;NOM;MASC;SG;3
気晴らし	الجھن	気晴らす	الجھن	V	N;NOM;MASC;SG;3
気晴らし	بھٹکاوا.	気晴らす	بھٹکاواؤ	V	
気晴らし	مخمصہ.	気晴らす	مخمصہ.	V	PROPN;NOM;MASC;SG;3
ジッパー	زپ.	ジッパー	زپ.	N	
サテュロス	ہوسناک	サテュロス	ہوسناک	PROPN	PROPN;NOM;MASC;SG;3
スティグマ	بٹّہ	スティグマ	بٹّہ	PROPN	
縁石	گھیرا	縁石	گھیرا	N	V;SG;V.PTCP;ACT
縁石	جنگلا	縁石	جنگلا	N	PROPN;NOM;MASC;SG;3
縁石	کھینچنا.	縁石	کھینچنا.	N	
縁石	بندش.	縁石	بندش.	N	PROPN;NOM;MASC;SG;3
縁石	روکنا	縁石	روک	N	V;NFIN
メガバイト	048	メガバイト	048	N	
ホステル	سرائے.	ホステル	سرائے.	N	
縫い目	خراش.	縫い目	خراش.	N	PROPN;NOM;MASC;SG;3
縫い目	سیون.	縫い目	سیون.	N	PROPN;NOM;MASC;SG;3
縫い目	درز.	縫い目	درز.	N	
縫い目	جھری	縫い目	جھری	N	PROPN;NOM;MASC;SG;3
タウリン	مرکھنا.	タウリン	مرکھنا	N	PROPN;NOM;MASC;SG;3
差	نسبت.	差	نسبت.	N	PROPN;NOM;MASC;SG;3
差	لگائو	差	لگا	N	
差	پکڑ	差	پکڑ	N	V;ACT
差	تسلط.	差	تسلط.	N	PROPN;NOM;MASC;SG;3
サクサク	سجل.	サクサク	سجل.	PROPN	PROPN;NOM;MASC;SG;3
サクサク	چست	サクサク	چست	PROPN	
サクサク	صاف	サクサク	صاف	PROPN	ADJ
サクサク	کرارا	サクサク	کرارا	PROPN	PROPN;NOM;MASC;SG;3
サクサク	خستہ.	サクサク	خستہ.	PROPN	PROPN;NOM;MASC;SG;3
モック	بنانا.	モック	بناناؤ	N	V;MASC;SG;NFIN;ACT
モック	مصنوعی.	モック	مصنوعی.	N	PROPN;NOM;MASC;SG;3
パストラル	شبانی.	パストラル	شبانی.	PROPN	PROPN;NOM;MASC;SG;3
パストラル	ریوڑوں	パストラル	ریوڑ	PROPN	N;ACC;MASC;PL;3
パストラル	راعیانہ.	パストラル	راعیانہ.	PROPN	PROPN;NOM;MASC;SG;3
鼻水	رینٹ.	鼻水	رینٹ.	N	PROPN;NOM;MASC;SG;3
いびき	خراٹا.	いびき	خراٹا.	N	
ポージー	بناوٹی.	ポージー	بناوٹی.	PROPN	PROPN;NOM;MASC;SG;3
ポージー	پُرتصنع	ポージー	پُرتصنع	PROPN	ADJ
爆竹	پٹاخہ	爆竹	پٹاخہ	N	PROPN;NOM;MASC;SG;3
耕す	تادیب	耕す	تادیب	V	PROPN;NOM;MASC;SG;3
耕す	تزئین	耕す	تزئین	V	N;NOM;MASC;SG;3
耕す	پالنا.	耕す	پالنا.	V	PROPN;NOM;MASC;SG;3
マレフィセント	مجرمانہ.	マレフィセント	مجرمانہ	PROPN	ADJ
微視的	مرئی.	微視的	مرئی.	ADJ	PROPN;NOM;MASC;SG;3
微視的	کلاں.	微視的	کلاں.	ADJ	
未定	مبہم	未定	مبہم	N	ADJ
無惨	خباثت	無惨	خباثت	ADJ	N;NOM;MASC;SG;3
壊血	حقیر.	壊血	حقیر.	N	PROPN;NOM;MASC;SG;3
壊血	کمینہ	壊血	کمینہ	N	
ミンストレル	مصاحب.	ミンストレル	مصاحب.	PROPN	PROPN;NOM;MASC;SG;3
たまねぎ	پیاز	たまねぎ	پیاز	V	N;NOM;MASC;SG;3
たまねぎ	بصلہ.	たまねぎ	بصلہ.	V	
フットルース	آزاد	フットルース	اززاد	PROPN	PROPN;NOM;MASC;SG;3
リップル	ہلکورے.	リップル	ہلکورے.	N	V;SG;FIN;ACT
リップル	شکنیں.	リップル	شکنیں	N	V;IND;PL;FUT;FIN;ACT
リップル	کھنکتی	リップル	کھنک	N	PROPN;NOM;MASC;SG;3
デアデビル	نڈر	デアデビル	نڈر	PROPN	PROPN;NOM;MASC;SG;3
マングース	نیولا	マングース	نیولا	PROPN	PROPN;NOM;MASC;SG;3
メープル	افرا	メープル	افرا	N	
メープル	اسفندان	メープル	اسفندان	N	PROPN;NOM;MASC;SG;3
壮観	وقیع	壮観	وقیع	N	
壮観	نمایاں.	壮観	نمایاں.	N	PROPN;NOM;MASC;SG;3
壮観	غیرمعمولی	壮観	غیرمعمولی	N	ADJ
ヘックス	طلسم.	ヘックス	طلسم.	PROPN	PROPN;NOM;MASC;SG;3
ヘックス	جادو	ヘックス	جادو	PROPN	PROPN;NOM;MASC;SG;3
ヘックス	چڑیل.	ヘックス	چڑیل.	PROPN	PROPN;NOM;MASC;SG;3
ヘックス	سحر	ヘックス	سحر	PROPN	PROPN;NOM;MASC;SG;3
コミットメント	اقرار.	コミットメント	اقرارؤ	N	PROPN;NOM;MASC;SG;3
サラーム	خلوص	サラーム	خلوص	PROPN	;MASC
サラーム	تسلیم	サラーム	تسلیم	PROPN	N;NOM;MASC;SG;3
不親切	ظالم	不親切	ظالم	ADJ	N;NOM;MASC;SG;3
とろみ	گہرا	とろみ	گہرا	V	ADJ;NOM;MASC;SG
とろみ	دبیز	とろみ	دبیز	V	
繊維	خیطی	繊維	خیطی	N	PROPN;NOM;MASC;SG;3
おで	پیشانی.	おで	پیشانی.	N	PROPN;NOM;MASC;SG;3
おで	ماتھا	おで	ماتھا	N	PROPN;NOM;MASC;SG;3
スプレッド	پھیلنا	スプレッド	پھیل	N	V;SG;NFIN;ACT
スプレッド	جڑپکڑنا.	スプレッド	جڑپکڑنا.	N	
スプレッド	پھیرنا	スプレッド	پھیر	N	PROPN;NOM;MASC;SG;3
スプレッド	اڑنا	スプレッド	اڑنا	N	V;MASC;SG;NFIN;ACT
スプレッド	پھیلانے	スプレッド	پھیلا	N	V;ACC;NFIN
スプレッド	پہنائی.	スプレッド	پہنائی.	N	PROPN;NOM;MASC;SG;3
スプレッド	پھیرنے	スプレッド	پھیر	N	V;NFIN;ACT
スプレッド	چکلان	スプレッド	چکلان	N	PROPN;NOM;MASC;SG;3
スプレッド	دَوَر	スプレッド	دَوَر	N	PROPN;NOM;MASC;SG;3
ハンドバッグ	تھیلا.	ハンドバッグ	تھیلا.	PROPN	
ハンドバッグ	بٹوا	ハンドバッグ	بٹوا	PROPN	PROPN;NOM;MASC;SG;3
横隔膜	دایفرغما	横隔膜	دایفرغما	PROPN	PROPN;NOM;MASC;SG;3
スピナー	مکڑی.	スピナー	مکڑی.	PROPN	PROPN;NOM;MASC;SG;3
スヌーカー	ہرانا.	スヌーカー	ہرانا.	N	PROPN;NOM;MASC;SG;3
アレルヤ	حمد.	アレルヤ	حمد.	PROPN	PROPN;NOM;MASC;SG;3
不健康	بیمار.	不健康	بیمار.	ADJ	PROPN;NOM;MASC;SG;3
リュック	پٹھو	リュック	پٹھو	N	
インプレッション	چربہ.	インプレッション	چربہ.	N	PROPN;NOM;MASC;SG;3
インプレッション	ارتسام.	インプレッション	ارتسام.	N	PROPN;NOM;MASC;SG;3
インプレッション	چربہ.	インプレッション	چربہ.	N	PROPN;NOM;MASC;SG;3
インプレッション	ارتسام.	インプレッション	ارتسام.	N	PROPN;NOM;MASC;SG;3
コミュ	(	コミュ	(	N	
コミュ	ساجھا	コミュ	ساجھا	N	PROPN;NOM;MASC;SG;3
クローブ	قرنقل	クローブ	قرنقل	N	
ビーカー	لمبا	ビーカー	لمبا	N	ADJ;NOM;MASC
フェッチ	بہانا	フェッチ	بہا	N	V;PFV;MASC;SG;V.PTCP;ACT
フェッチ	ٹکانا	フェッチ	ٹکانا	N	V;MASC;SG;V.PTCP;ACT
フェッチ	چوٹ	フェッチ	چوٹ	N	V;ACT
フェッチ	اکسانا	フェッチ	اکسانا	N	PROPN;NOM;MASC;SG;3
フェッチ	مثنیٰ	フェッチ	مثنیٰ	N	PROPN;NOM;MASC;SG;3
フェッチ	بھڑکانا	フェッチ	بھڑکانا	N	V;MASC;SG;NFIN;ACT
フェッチ	داؤ	フェッチ	داؤ	N	PROPN;NOM;MASC;SG;3
フェッチ	پینترا	フェッチ	پینترا	N	PROPN;NOM;MASC;SG;3
フェッチ	(	フェッチ	(	N	
フェッチ	لانے	フェッチ	لا	N	V;NFIN
リッピング	جھپٹنا.	リッピング	جھپٹنا.	PROPN	V;NFIN;ACT
リッピング	اوباش	リッピング	اوباش	PROPN	N;NOM;MASC;SG;3
リッピング	ٹوٹنا	リッピング	ٹوٹنا	PROPN	V;NFIN;ACT
リッピング	شاندار	リッピング	شاندار	PROPN	ADJ
リフレクション	عکس.	リフレクション	عکس.	N	
リフレクション	upon	リフレクション	upon	N	PROPN;NOM;MASC;SG;3
リフレクション	انعکاس	リフレクション	انعکاس	N	
ゼスト	لیموں	ゼスト	لیموں	PROPN	N;ACC;MASC;PL;3
