del	del	del	del	ADP;MASC;SG	N;INDF;MASC+FEM;SG
marcado	markering	marcado	markering	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
marcado	afmærkning	marcado	afmærkning	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
marcado	brandet	marcado	brand	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
marcado	mærkevarer	marcado	mærkevare	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;PL
marcado	markeret	marcado	markere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
marcado	afmærket	marcado	afmærke	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
marcado	mærket	marcado	mærke	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
marcado	markerede	marcado	markere	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
previo	forud	previo	forud	ADJ;MASC;SG	ADV
previo	tidligere	previo	tidligere	ADJ;MASC;SG	ADV;CMPR
mora	mora	mora	mora		
beneficios	fortjeneste	beneficio	fortjeneste	N;MASC;PL	N;INDF;MASC+FEM;SG
beneficios	profit	beneficio	profit	N;MASC;PL	N;INDF;MASC+FEM;SG
beneficios	overskud	beneficio	overskud	N;MASC;PL	N;INDF;NEUT;SG
beneficios	gevinst	beneficio	gevinst	N;MASC;PL	N;INDF;MASC+FEM;SG
beneficios	fortjeneste	beneficio	fortjeneste	N;MASC;PL	N;INDF;MASC+FEM;SG
beneficios	profit	beneficio	profit	N;MASC;PL	N;INDF;MASC+FEM;SG
beneficios	overskud	beneficio	overskud	N;MASC;PL	N;INDF;NEUT;SG
rodolfo	ralph	rodolfo	ralph	N;MASC;SG	
rodolfo	rolf	rodolfo	rolf	N;MASC;SG	
reproducción	avlsdyr	reproducción	avlsdyr	N;FEM;SG	N;INDF;NEUT;PL
estima	højagtelse	estimar	højagtelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
estima	agtelse	estimar	agtelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
canaria	canaria	canario	canaria	N;FEM;SG	
canaria	kanariske	canario	kanarisk	N;FEM;SG	ADJ;PL
charlie	charlie	charlie	charlie	PROPN	
fósiles	fossilt	fósil	fossille	N;MASC;PL	N;INDF;NEUT;SG
fósiles	fossil	fósil	fossil	N;MASC;PL	N;INDF;NEUT;SG
representaciones	repræsentation	representación	repræsentation	N;FEM;PL	N;INDF;MASC+FEM;SG
representaciones	repræsentationen	representación	repræsentation	N;FEM;PL	N;DEF;MASC+FEM;SG
ofensiva	stødende	ofensiva	støde	N;FEM;SG	V;PRS;V.PTCP
ofensiva	krænkende	ofensiva	krænkende	N;FEM;SG	V;PRS;V.PTCP
roy	roy	roy	roy	PROPN	
coches	automobiler	coche	automobil	N;MASC;PL	N;INDF;MASC+FEM;SG
coches	bilen	coche	bil	N;MASC;PL	N;DEF;MASC+FEM;SG
coches	bil	coche	bil	N;MASC;PL	N;INDF;MASC+FEM;SG
coches	car	coche	car	N;MASC;PL	
unesco	unesco	unesco	unesco	N;FEM;SG	
alicia	alicia	alicia	alicia	N;FEM;SG	
esperar	ventetid	esperar	ventetid	V;NFIN	N;INDF;MASC+FEM;SG
russell	russell	russell	russell	PROPN	N;INDF;MASC+FEM;SG
cruces	krydser	cruce	krydse	N;MASC;PL	V;IND;PRS;FIN;ACT
cruces	kors	cruce	kors	N;MASC;PL	N;INDF;NEUT;SG
cruces	cruces	cruce	cruces	N;MASC;PL	
negras	sort	negro	sort	ADJ;FEM;PL	ADJ;INDF;SG
negras	black	negro	black	ADJ;FEM;PL	
rumania	rumænien	rumania	rumænie	N;FEM;SG	PROPN
exactamente	nøjagtig	exactamente	nøjagtig	ADV	ADJ;INDF;MASC+FEM;SG
mira	kig	mirar	kig	V;IMP;SG;2;FIN	N;INDF;NEUT;SG
mira	mira	mirar	mira	V;IMP;SG;2;FIN	
leo	leo	leo	leo	V;IND;SG;3;PRS;FIN	
opciones	tilvalg	opción	tilvalg	N;FEM;PL	N;INDF;NEUT;SG
cortés	cortés	cortés	corté	PROPN	N;GEN;INDF;MASC+FEM;SG
cortés	høflig	cortés	høflig	PROPN	ADJ;INDF;MASC+FEM;SG
cortés	høfligt	cortés	høfligt	PROPN	ADV
cortés	høflige	cortés	høflig	PROPN	ADJ;PL
cortés	cortez	cortés	cortez	PROPN	
cortés	høflig	cortés	høflig	PROPN	ADJ;INDF;MASC+FEM;SG
cortés	høfligt	cortés	høfligt	PROPN	ADV
cortés	cortes	cortés	corte	PROPN	N;GEN;INDF;MASC+FEM;SG
legislativo	lovgiver	legislativo	lovgive	ADJ;MASC;SG	V;IND;PRS;FIN;ACT
legislativo	valgperiode	legislativo	valgperiode	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
oliver	oliver	oliver	oliv	PROPN	N;INDF;MASC+FEM;SG
fortuna	fortuna	fortuna	fortuna	N;FEM;SG	
fortuna	formuer	fortuna	formue	N;FEM;SG	N;INDF;MASC+FEM;PL
nova	nova	nova	nova	N;FEM;SG	
localizada	lokaliseret	localizado	lokalisere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
localizada	placeret	localizado	placere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
localizada	lokaliseret	localizado	lokalisere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
localizada	lokaliseret	localizado	lokalisere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
soria	soria	sorio	soria	N;FEM;SG	
privadas	privat	privado	privat	ADJ;FEM;PL;V.PTCP	ADJ;INDF;SG
last	sidste	last	sidste	N	ADJ
last	sidst	last	sidst	N	ADV
bernard	bernard	bernard	bernard	PROPN	
rené	rené	rené	rené	PROPN	N;INDF;MASC+FEM;SG
rené	rené	rené	rené	PROPN	N;INDF;MASC+FEM;SG
rené	rene	rené	ren	PROPN	ADJ;PL
matt	matt	matt	matt	PROPN	
matt	mat	matt	mat	PROPN	N;INDF;MASC+FEM;SG
lanzar	opsendelse	lanzar	opsendelse	V;NFIN	N;INDF;MASC+FEM;SG
lanzar	lancering	lanzar	lancering	V;NFIN	N;INDF;MASC+FEM;SG
lanzar	affyring	lanzar	affyring	V;NFIN	N;INDF;MASC+FEM;SG
accidentes	arbejdsulykker	accidente	arbejdsulykke	N;MASC;PL	N;INDF;MASC+FEM;SG
accidentes	uheld	accidente	uheld	N;MASC;PL	N;INDF;NEUT;SG
accidentes	ulykkestilfælde	accidente	ulykkestilfælde	N;MASC;PL	N;INDF;NEUT;SG
accidentes	ulykkestilfælde	accidente	ulykkestilfælde	N;MASC;PL	N;INDF;NEUT;SG
accidentes	ulykke	accidente	ulykke	N;MASC;PL	N;INDF;MASC+FEM;SG
accidentes	uheld	accidente	uheld	N;MASC;PL	N;INDF;NEUT;SG
adecuado	tilstrækkelige	adecuado	tilstrækkelig	ADJ;MASC;SG;V.PTCP	ADJ;PL
adecuado	egnede	adecuado	egne	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
adecuado	egnet	adecuado	egne	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
plena	fuldt	pleno	fuldt	ADJ;FEM;SG	ADV
plena	full	pleno	full	ADJ;FEM;SG	
emitido	udstedte	emitido	udstedt	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
emitido	udstedt	emitido	udstedt	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
emitido	udsendte	emitido	udsende	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
emitido	udsendes	emitido	udsende	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
venezolana	venezuelanske	venezolano	venezuelansk	ADJ;FEM;SG	ADJ;PL
venezolana	venezuela	venezolano	venezuela	ADJ;FEM;SG	
venezolana	venezuelas	venezolano	venezuelas	ADJ;FEM;SG	
sudamericana	sudamericana	sudamericano	sudamericana	ADJ;FEM;SG	
restantes	resterende	restante	resterende	ADJ;PL	V;PRS;V.PTCP
electorales	valg	electoral	valg	ADJ;PL	N;INDF;NEUT;SG
palencia	palencia	palencia	palencia	N;FEM;SG	
conforme	overensstemmende	conforme	overensstemmende		V;PRS;V.PTCP
conforme	efterlevelse	conforme	efterlevelse		N;INDF;MASC+FEM;SG
casada	gifte	casado	gifte	ADJ;FEM;SG;V.PTCP	V;NFIN;ACT
misa	mesa	misa	mesa	N;FEM;SG	
misa	mass	misa	mass	N;FEM;SG	
marrón	brune	marrón	brune	ADJ;MASC;SG	ADJ;PL
marrón	brown	marrón	brown	ADJ;MASC;SG	
relevantes	relevant	relevante	relevant	ADJ;PL	ADJ;INDF;SG
magia	magic	magia	magic	N;FEM;SG	
magia	magiske	magia	magisk	N;FEM;SG	ADJ;PL
magia	magisk	magia	magisk	N;FEM;SG	ADJ;INDF;SG
núcleos	kerne	núcleo	kerne	N;MASC;PL	N;INDF;MASC+FEM;SG
simples	simpel	simple	simpel	ADJ;PL	ADJ;INDF;MASC+FEM;SG
simples	enkelt	simple	enkelt	ADJ;PL	ADJ;INDF;SG
simples	enkel	simple	enkel	ADJ;PL	ADJ;INDF;MASC+FEM;SG
houston	houston	houston	houston	N;MASC;SG	
hard	hårde	hard	hård	N;SG	ADJ;PL
hard	svært	hard	svær	N;SG	ADJ;INDF;NEUT;SG
hard	hard	hard	hard	N;SG	
hard	hård	hard	hård	N;SG	ADJ;INDF;MASC+FEM;SG
hard	hårdt	hard	hård	N;SG	ADJ;INDF;NEUT;SG
hard	svær	hard	svær	N;SG	ADJ;INDF;MASC+FEM;SG
campamento	camp	campamento	camp	N;MASC;SG	
dorado	gylden	dorado	gyld	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
dorado	gyldne	dorado	gylden	ADJ;MASC;SG;V.PTCP	ADJ;PL
dorado	golden	dorado	gold	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
dorado	dorado	dorado	dorado	ADJ;MASC;SG;V.PTCP	
dorado	guld	dorado	guld	ADJ;MASC;SG;V.PTCP	N;INDF;NEUT;SG
dorado	gold	dorado	gold	ADJ;MASC;SG;V.PTCP	
celular	mobile	celular	mobil	ADJ;SG	
celular	mobilt	celular	mobilt	ADJ;SG	N;INDF;NEUT;SG
celular	mobilen	celular	mobil	ADJ;SG	N;DEF;MASC+FEM;SG
celular	mobil	celular	mobil	ADJ;SG	N;INDF;MASC+FEM;SG
celular	celle	celular	celle	ADJ;SG	N;INDF;MASC+FEM;SG
celular	cellulære	celular	cellulær	ADJ;SG	N;INDF;MASC+FEM;SG
ryan	ryan	ryan	ryan	PROPN	PROPN
armando	armando	armar	armando	V;V.MSDR	
armando	arnold	armar	arnold	V;V.MSDR	
armando	armand	armar	armand	V;V.MSDR	
diarios	daglige	diario	daglig	N;MASC;PL	ADJ;PL
diarios	dagligt	diario	dagligt	N;MASC;PL	ADV
diarios	daily	diario	daily	N;MASC;PL	
diarios	daglig	diario	daglig	N;MASC;PL	ADV
armenia	armenien	armenia	armenie	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
armenia	armenske	armenia	armensk	ADJ;FEM;SG	ADJ;PL
armenia	armenien	armenia	armenie	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
mina	mina	mina	mina	N;FEM;SG	
mina	mit	mina	min	N;FEM;SG	DET;NEUT;SG;1
mina	min	mina	min	N;FEM;SG	DET;MASC+FEM;SG;1
gráfico	grafik	gráfico	grafik	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	grafisk	gráfico	grafisk	ADJ;MASC;SG	ADV
gráfico	diagram	gráfico	diagram	ADJ;MASC;SG	N;INDF;NEUT;SG
gráfico	figur	gráfico	figur	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	graf	gráfico	graf	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	diagram	gráfico	diagram	ADJ;MASC;SG	N;INDF;NEUT;SG
gráfico	figur	gráfico	figur	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	grafik	gráfico	grafik	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
gráfico	grafisk	gráfico	grafisk	ADJ;MASC;SG	ADV
consultado	konsulteret	consultar	konsultere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
consultado	hørt	consultar	høre	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
cuál	hvilket	cuál	hvilken	PRO;SG	PRO;NEUT;SG
cuál	hvilken	cuál	hvilken	PRO;SG	PRO;MASC+FEM;SG
cuál	hvilke	cuál	hvilken	PRO;SG	PRO;PL
gracia	gracia	gracia	gracia	N;FEM;SG	
gracia	grace	gracia	grace	N;FEM;SG	
salazar	salazar	salazar	salazar	V;NFIN	
acta	acta	acta	acta	N;FEM;SG	
acta	handle	acta	handle	N;FEM;SG	V;NFIN;ACT
evidente	åbenlyst	evidente	åbenlyst	ADJ;SG	ADV
evidente	selvfølgeligt	evidente	selvfølgeligt	ADJ;SG	ADV
rescate	løsepenge	rescate	løsepenge	N;MASC;SG	N;INDF;MASC+FEM;PL
rescate	redde	rescate	redde	N;MASC;SG	V;NFIN;ACT
relieve	fremhæver	relieve	fremhæve	N;MASC;SG	V;IND;PRS;FIN;ACT
considerable	betragtelige	considerable	betragtelig	ADJ;SG	ADJ;PL
integral	integreret	integral	integrere	ADJ;SG	V;INDF;SG;PST;V.PTCP
integral	integrerende	integral	integrere	ADJ;SG	V;PRS;V.PTCP
infante	spædbørn	infante	spædbarn	N;MASC;SG	N;INDF;NEUT;PL
infante	infante	infante	infant	N;MASC;SG	
reducido	mindsket	reducido	mindske	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reducido	nedsatte	reducido	nedsat	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
reducido	nedsat	reducido	nedsætte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reducido	reduceret	reducido	reducere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reducido	formindsket	reducido	formindske	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
athletic	atletisk	athletic	atletisk	N;MASC;SG	ADJ;INDF;SG
paula	paula	paula	paula	N;FEM;SG	
come	spis	come	spise	V;IND;SG;3;PRS;FIN	V;IMP
come	æd	come	æd	V;IND;SG;3;PRS;FIN	V;IMP
guayaquil	guayaquil	guayaquil	guayaquil	N;FEM;SG	
cinematográfica	filmiske	cinematográfico	filmisk	ADJ;FEM;SG	ADJ;PL
perros	hunde	perro	hund	N;MASC;PL	N;INDF;MASC+FEM;SG
perros	hund	perro	hund	N;MASC;PL	N;INDF;MASC+FEM;SG
profundo	deep	profundo	deep	ADJ;MASC;SG	
profundo	dybe	profundo	dyb	ADJ;MASC;SG	ADJ;PL
profundo	dybt	profundo	dybt	ADJ;MASC;SG	ADV
modificaciones	ændringsforslag	modificación	ændringsforslag	N;FEM;PL	N;INDF;NEUT;SG
modificaciones	modifikation	modificación	modifikation	N;FEM;PL	N;INDF;MASC+FEM;SG
modificaciones	ændring	modificación	ændring	N;FEM;PL	N;INDF;MASC+FEM;SG
aguirre	aguirre	aguerrir	aguirre	PROPN	
arqueológicos	arkæologisk	arqueológico	arkæologisk	ADJ;MASC;PL	ADV
channel	channel	channel	channel	N;SG	
down	down	down	down	N	
down	ned	down	ned	N	ADV
down	nede	down	nede	N	ADV
gallego	galiciske	gallego	galicisk	N;MASC;SG	ADJ;PL
gallego	gallego	gallego	gallego	N;MASC;SG	
asociados	partnerne	asociado	partner	ADJ;MASC;PL;V.PTCP	N;DEF;MASC+FEM;PL
asociados	samarbejdspartnere	asociado	samarbejdspartner	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
asociados	partners	asociado	partner	ADJ;MASC;PL;V.PTCP	N;GEN;INDF;MASC+FEM;PL
asociados	makkere	asociado	makker	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
asociados	partnere	asociado	partner	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
mariscal	marshall	mariscal	marshall	N;MASC;SG	
mariscal	marshal	mariscal	marshal	N;MASC;SG	
naranja	orange	naranja	orange	N;FEM;SG	ADJ
naranja	appelsiner	naranja	appelsin	N;FEM;SG	N;INDF;MASC+FEM;PL
autobuses	bus	autobús	bus	N;MASC;PL	N;INDF;MASC+FEM;SG
autobuses	bussen	autobús	bus	N;MASC;PL	N;DEF;MASC+FEM;SG
embalse	dam	embalse	dam	N;MASC;SG	
americanos	amerikaner	americano	amerikaner	N;MASC;PL	N;INDF;MASC+FEM;SG
americanos	american	americano	american	N;MASC;PL	N;INDF;MASC+FEM;SG
americanos	amerikanske	americano	amerikansk	N;MASC;PL	ADJ;PL
americanos	amerikansk	americano	amerikansk	N;MASC;PL	ADJ;INDF;SG
rayos	rokker	rayo	rokke	N;MASC;PL	V;IND;PRS;FIN;ACT
rayos	ray	rayo	ray	N;MASC;PL	
rayos	lyn	rayo	lyn	N;MASC;PL	N;INDF;NEUT;SG
rayos	lynet	rayo	lyn	N;MASC;PL	N;DEF;NEUT;SG
rayos	lightning	rayo	lightning	N;MASC;PL	N;INDF;MASC+FEM;SG
ducado	duke	ducado	duke	ADJ;MASC;SG;V.PTCP	
ducado	hertug	ducado	hertug	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
aficionados	amatør	aficionado	amatør	N;MASC;PL	N;INDF;MASC+FEM;SG
aficionados	vifter	aficionado	vifter	N;MASC;PL	V;IND;PRS;FIN;ACT
representada	repræsenterede	representado	repræsentere	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
representada	repræsenteret	representado	repræsentere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
marc	marc	marc	marc	PROPN	
gordon	gordon	gordon	gordon	N;MASC;SG	
licenciado	autoriseret	licenciado	autorisere	N;MASC;SG	V;INDF;SG;PST;V.PTCP
espiritual	spirituelle	espiritual	spirituel	ADJ;SG	ADJ;PL
espiritual	åndelige	espiritual	åndelig	ADJ;SG	ADJ;PL
page	siden	pager	siden	N	ADV
page	page	pager	page	N	
carnaval	carnaval	carnaval	carnaval	N;MASC;SG	
playas	stranden	playa	strand	N;FEM;PL	N;DEF;MASC+FEM;SG
playas	beach	playa	beach	N;FEM;PL	
playas	strand	playa	strand	N;FEM;PL	N;INDF;MASC+FEM;SG
síntesis	oversigt	síntesis	oversigt	N;FEM	V;IMP
síntesis	sammenfattende	síntesis	sammenfattende	N;FEM	ADJ
docente	lærer	docente	lære	N;SG	V;IND;PRS;FIN;ACT
way	way	way	way	N	
aceptadas	accepteret	aceptado	acceptere	ADJ;FEM;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
aceptadas	accepterede	aceptado	acceptere	ADJ;FEM;PL;V.PTCP	V;IND;PST;FIN;ACT
aceptadas	godtaget	aceptado	godtage	ADJ;FEM;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
clark	clark	clark	clark	N;MASC;SG	
shorts	shorts	short	shorts	N;MASC;PL	N;INDF;MASC+FEM;SG
inaugurada	indviet	inaugurado	indvie	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
inaugurada	indviede	inaugurado	indvie	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
anne	anne	anne	anne	N;FEM;SG	
industrias	industries	industria	industri	N;FEM;PL	N;INDF;MASC+FEM;SG
mejoras	bedring	mejora	bedring	N;FEM;PL	N;INDF;MASC+FEM;SG
mejoras	forbedring	mejora	forbedring	N;FEM;PL	N;INDF;MASC+FEM;SG
agrícolas	landbrugs	agrícola	landbrugs	ADJ;PL	N;INDF;NEUT;SG
publicar	offentliggørelse	publicar	offentliggørelse	V;NFIN	N;INDF;MASC+FEM;SG
publicar	udgivelse	publicar	udgivelse	V;NFIN	N;INDF;MASC+FEM;SG
publicar	forlagsvirksomhed	publicar	forlagsvirksomhed	V;NFIN	N;INDF;MASC+FEM;SG
publicar	indlæg	publicar	indlæg	V;NFIN	N;INDF;NEUT;SG
publicar	opslag	publicar	opslag	V;NFIN	N;INDF;NEUT;SG
publicar	post	publicar	post	V;NFIN	N;INDF;MASC+FEM;SG
publicar	udstationering	publicar	udstationering	V;NFIN	N;INDF;MASC+FEM;SG
judío	jødisk	judío	jødisk	N;MASC;SG	ADJ;INDF;SG
judío	jøder	judío	jøde	N;MASC;SG	N;INDF;MASC+FEM;PL
judío	jødiske	judío	jødisk	N;MASC;SG	ADJ;PL
abadía	abbey	abadía	abbey	N;FEM;SG	
vándalo	vandal	vándalo	vandal	N;MASC;SG	
irak	irak	irak	irak	N;FEM;SG	PROPN
roque	roque	roque	roque	N;MASC;SG	
queen	queen	quear	que	N;SG	
visitante	besøgende	visitante	besøge	N;SG	V;PRS;V.PTCP
deberían	sku	deber	sku	V;COND;PL;3;FIN	ADV
deberían	skulle	deber	skulle	V;COND;PL;3;FIN	V;IND;PST;FIN;ACT
deberían	bør	deber	burde	V;COND;PL;3;FIN	V;IND;PRS;FIN;ACT
deberían	skal	deber	skulle	V;COND;PL;3;FIN	V;IND;PRS;FIN;ACT
deberían	burde	deber	burde	V;COND;PL;3;FIN	V;IND;PST;FIN;ACT
institucional	institutionelt	institucional	institutionelt	ADJ;SG	ADV
investigador	efterforsker	investigador	efterforske	N;MASC;SG	V;IND;PRS;FIN;ACT
negociaciones	forhandling	negociación	forhandling	N;FEM;PL	N;INDF;MASC+FEM;SG
negociaciones	forhandler	negociación	forhandle	N;FEM;PL	V;IND;PRS;FIN;ACT
negociaciones	forhandle	negociación	forhandle	N;FEM;PL	V;NFIN;ACT
negociaciones	forhandling	negociación	forhandling	N;FEM;PL	N;INDF;MASC+FEM;SG
marítimo	maritime	marítimo	maritim	N;MASC;SG	ADJ;PL
serrano	serrano	serrano	serrano	N;MASC;SG	
inclinación	vippe	inclinación	vippe	N;FEM;SG	V;NFIN;ACT
inclinación	vip	inclinación	vip	N;FEM;SG	
físicas	fysik	físico	fysik	ADJ;FEM;PL	N;INDF;MASC+FEM;SG
físicas	fysisk	físico	fysisk	ADJ;FEM;PL	ADV
federales	federal	federal	federal	ADJ;PL	N;INDF;MASC+FEM;SG
federales	føderal	federal	føderal	ADJ;PL	N;INDF;MASC+FEM;SG
federales	føderalt	federal	føderal	ADJ;PL	N;INDF;MASC+FEM;SG
federales	forbunds	federal	forbund	ADJ;PL	N;INDF;NEUT;SG
judía	jøde	judío	jøde	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
judía	jøder	judío	jøde	ADJ;FEM;SG	N;INDF;MASC+FEM;PL
judía	jødiske	judío	jødisk	ADJ;FEM;SG	ADJ;PL
judía	jøde	judío	jøde	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
judía	jøden	judío	jød	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
escritas	skriftlig	escrito	skriftlig	ADJ;FEM;PL;V.PTCP	ADJ;INDF;MASC+FEM;SG
escritas	skrevet	escrito	skrive	ADJ;FEM;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
wayne	wayne	wayne	wayne	N;MASC;SG	
holanda	nederlandene	holanda	nederland	N;FEM;SG	N;DEF;NEUT;PL
holanda	holland	holanda	holland	N;FEM;SG	
holanda	holland	holanda	holland	N;FEM;SG	
arroz	rice	arroz	rice	N;MASC;SG	
dificultad	vanskeligheder	dificultad	vanskelighed	N;FEM;SG	N;INDF;MASC+FEM;PL
dificultad	vanskeligheder	dificultad	vanskelighed	N;FEM;SG	N;INDF;MASC+FEM;PL
dave	dave	dave	dave	PROPN	
sustituido	erstattet	sustituir	erstatte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
sustituido	udskiftet	sustituir	udskifte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
sustituido	udskiftes	sustituir	udskifte	ADJ;MASC;SG;V.PTCP	V;NFIN;PASS
sustituido	erstattede	sustituir	erstatte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
sustituido	erstattet	sustituir	erstatte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
secundario	sekundære	secundario	sekundær	ADJ;MASC;SG	ADJ;PL
belga	belgiske	belga	belgisk	N;SG	ADJ;PL
belga	belgisk	belga	belgisk	N;SG	ADJ;INDF;SG
operativo	operationel	operativo	operationel	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
operativo	operationelle	operativo	operationel	ADJ;MASC;SG	ADJ;PL
operativo	opererer	operativo	operere	ADJ;MASC;SG	V;IND;PRS;FIN;ACT
operativo	udløsende	operativo	udløse	ADJ;MASC;SG	V;PRS;V.PTCP
operativo	operative	operativo	operativ	ADJ;MASC;SG	ADJ;PL
épocas	times	época	time	N;FEM;PL	N;GEN;INDF;MASC+FEM;SG
terminado	gennemført	terminar	gennemføre	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminado	afsluttet	terminar	afslutte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminado	udfyldt	terminar	udfylde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminado	afsluttede	terminar	afslutte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
terminado	fuldført	terminar	fuldføre	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminado	afsluttet	terminar	afslutte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminado	færdige	terminar	færdig	ADJ;MASC;SG;V.PTCP	ADJ;PL
terminado	afsluttede	terminar	afslutte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
extensa	ekstensivt	extenso	ekstensivt	ADJ;FEM;SG	N;INDF;NEUT;SG
dragón	drage	dragón	drage	N;MASC;SG	V;NFIN;ACT
dragón	dragon	dragón	dragon	N;MASC;SG	
organizada	tilrettelagt	organizado	tilrettelægge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
organizada	organiseret	organizado	organisere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
organizada	organiserede	organizado	organisere	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
organizada	arrangeret	organizado	arrangere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
organizada	organiseret	organizado	organisere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
organizada	organiserede	organizado	organisere	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
armamento	våben	armamento	våben	N;MASC;SG	N;INDF;NEUT;PL
profunda	deep	profundo	deep	ADJ;FEM;SG	
profunda	dybe	profundo	dyb	ADJ;FEM;SG	ADJ;PL
profunda	dybt	profundo	dybt	ADJ;FEM;SG	ADV
destacada	udvalgte	destacado	udvælge	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
destacada	udvalgt	destacado	udvælge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
conductor	fører	conductor	føre	N;MASC;SG	V;IND;PRS;FIN;ACT
conductor	driver	conductor	drive	N;MASC;SG	V;IND;PRS;FIN;ACT
orleans	orleans	orlean	orlean	N;MASC;PL	
orleans	orléans	orlean	orléans	N;MASC;PL	
krasnodar	krasnodar	krasnodar	krasnodar	N;MASC;SG	
sabor	smage	sabor	smage	N;MASC;SG	V;NFIN;ACT
sabor	smager	sabor	smage	N;MASC;SG	V;IND;PRS;FIN;ACT
