oregon	oregon	oregon	oregon	PROPN;NOM;SG;3	N;MASC;SG
beatles	beatles	beatles	beatles		N;MASC;PL
başrolde	estrelando	başrol	estrelar	N;ESS;SG;3	V;V.MSDR
kumaş	tecido	kumaş	tecido		N;MASC;SG
kumaş	tecidos	kumaş	tecido		N;MASC;PL
kumaş	pano	kumaş	pano		N;MASC;SG
kumaş	tecidos	kumaş	tecido		N;MASC;PL
kumaş	tecido	kumaş	tecido		N;MASC;SG
kumaş	tecidos	kumaş	tecido		N;MASC;PL
reaksiyon	reacção	reaksiyon	reacção		N;FEM;SG
reaksiyon	reação	reaksiyon	reação		N;FEM;SG
odak	focar	odak	focar		V;NFIN
odak	focus	odak	focu		N;MASC;SG
odak	foco	odak	foco		N;MASC;SG
odak	focais	odak	focal		N;MASC;PL
odak	focal	odak	focal		N;MASC;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;SG;3	N;MASC;SG
verlag	verlag	verlag	verlag		N;MASC;SG
sınav	exames	sınav	exame	N;NOM;SG;3	N;MASC;PL
sınav	testar	sınav	testar	N;NOM;SG;3	V;NFIN
tarama	varrimento	tarama	varrimento		N;MASC;SG
tarama	digitalização	tarama	digitalização		N;FEM;SG
tarama	varredura	tarama	varredura		N;FEM;SG
tarama	navegação	tarama	navegação		N;FEM;SG
tarama	scan	tarama	scan		N;MASC;SG
tarama	varredura	tarama	varredura		N;FEM;SG
tarama	digitalização	tarama	digitalização		N;FEM;SG
tüyleri	penas	tüy	pena	ADJ;NOM;PL;3	N;FEM;PL
tüyleri	plumas	tüy	pluma	ADJ;NOM;PL;3	N;FEM;PL
tüyleri	plumagem	tüy	plumagem	ADJ;NOM;PL;3	N;FEM;SG
donetsk	donetsk	donetsk	donetsk	PROPN;NOM;SG;3	N;MASC;SG
evcil	domar	evcil	domar	N;NOM;SG;3	V;NFIN
evcil	domesticados	evcil	domesticar	N;NOM;SG;3	V;MASC;PL;V.PTCP
nathan	nathan	nathan	nathan	PROPN;NOM;SG;3	N;MASC;SG
kenneth	kenneth	kenneth	kenneth		N;MASC;SG
fisher	fisher	fishe	fisher		N;MASC;SG
satürn	saturn	satürn	saturn		N;MASC;SG
satürn	saturno	satürn	saturno		N;MASC;SG
sorunlu	problemática	sorunlu	problemática		N;FEM;SG
sorunlu	problemáticas	sorunlu	problemático		N;FEM;PL
sorunlu	problemático	sorunlu	problemático		ADJ;MASC;SG
sorunlu	problemáticos	sorunlu	problemático		ADJ;MASC;PL
sorunlu	perturbado	sorunlu	perturbar		V;MASC;SG;V.PTCP
sorunlu	perturbados	sorunlu	perturbado		V;MASC;PL;V.PTCP
sorunlu	perturbada	sorunlu	perturbar		V;FEM;SG;V.PTCP
sorunlu	incomodado	sorunlu	incomodar		V;MASC;SG;V.PTCP
karesi	quadrada	kare	quadrada		N;FEM;SG
karesi	praça	kare	praça		N;FEM;SG
karesi	square	kare	square		N;MASC;SG
karesi	quadrado	kare	quadrado		N;MASC;SG
karesi	quadrados	kare	quadrados		N;MASC;PL
komisyon	comissões	komisyon	comissão		N;FEM;PL
komisyon	comissão	komisyon	comissão		N;FEM;SG
komisyon	corretagem	komisyon	corretagem		N;FEM;SG
komisyon	corretora	komisyon	corretora		N;FEM;SG
komisyon	intermediação	komisyon	intermediação		N;FEM;SG
favori	favorito	favori	favorito		N;MASC;SG
favori	fav	favori	faver		N;MASC;SG
favori	favorita	favori	favorito		N;FEM;SG
favori	preferida	favori	preferir		V;FEM;SG;V.PTCP
favori	preferido	favori	preferir		V;MASC;SG;V.PTCP
favori	favorito	favori	favorito		N;MASC;SG
şef	chef	şef	chef		N;MASC;SG
şef	cozinheiro	şef	cozinheiro		N;MASC;SG
şef	chief	şef	chief		N;MASC;SG
şef	chefe	şef	chefe		N;MASC;SG
şef	alcaide	şef	alcaide		N;MASC;SG
vergisi	impostos	vergi	imposto	N;NOM;SG;3	N;MASC;PL
vergisi	imposto	vergi	impor	N;NOM;SG;3	V;MASC;SG;V.PTCP
telgraf	telegrama	telgraf	telegrama		N;MASC;SG
telgraf	telégrafo	telgraf	telégrafo		N;MASC;SG
telgraf	telegraph	telgraf	telegraph		N;MASC;SG
leone	leoa	leone	leo	PROPN;NOM;SG;3	N;FEM;SG
leone	leone	leone	leone	PROPN;NOM;SG;3	N;MASC;SG
parsons	parsons	parsons	parsom		N;MASC;SG
herkül	hercules	herkül	hercule		N;MASC;SG
herkül	hércules	herkül	hércules		N;MASC;SG
arayan	ouvinte	ara	ouvinte	V;PFV;IND;POS;PRS;V.PTCP	N;MASC;SG
ilim	conhecimento	ilim	conhecimento		N;MASC;SG
ilim	conhecimentos	ilim	conhecimento		N;MASC;PL
bond	vínculo	bond	vínculo		N;MASC;SG
bond	laço	bond	laço		N;MASC;SG
bond	bond	bond	bond		N;MASC;SG
yuri	yuri	yuri	yuri		N;MASC;SG
gözde	favorita	gözde	favorito		N;FEM;SG
gözde	preferida	gözde	preferir		V;FEM;SG;V.PTCP
gözde	preferido	gözde	preferir		V;MASC;SG;V.PTCP
gözde	favorito	gözde	favorito		N;MASC;SG
tecrübe	experiência	tecrübe	experiência		N;FEM;SG
tecrübe	experiencia	tecrübe	experienciar		N;FEM;SG
tecrübe	vivência	tecrübe	vivência		N;FEM;SG
lahana	couves	lahana	couve	N;NOM;SG;3	N;FEM;PL
lahana	couves	lahana	couve	N;NOM;SG;3	N;FEM;PL
lahana	couves	lahana	couve	N;NOM;SG;3	N;FEM;PL
andromeda	andromeda	androme	andromeda		N;MASC;SG
andromeda	andrômeda	androme	andrômeda		N;FEM;SG
nokia	nokia	nokia	nokia		N;MASC;SG
stargate	stargate	stargate	stargate		N;FEM;SG
gridcolor	gridcolor	gridco	gridcolor		N;MASC;SG
zoolog	zoólogo	zoolog	zoólogo		N;MASC;SG
durak	paradas	durak	parada		N;FEM;PL
durak	paragens	durak	paragem		N;FEM;PL
stark	stark	stark	stark		N;MASC;SG
kızılötesi	infravermelhos	kızılöte	infravermelho	N;NOM;SG;3	N;MASC;PL
soğutma	refrigeração	soğut	refrigeração		N;FEM;SG
soğutma	resfriamento	soğut	resfriamento		N;MASC;SG
soğutma	arrefecimento	soğut	arrefecimento		N;MASC;SG
soğutma	refrigeração	soğut	refrigeração		N;FEM;SG
nereye	aonde	nere	aonde	PRO;DAT;SG;3	ADV
nereye	onde	nere	onde	PRO;DAT;SG;3	ADV
step	step	step	step		N;MASC;SG
step	passo	step	passo		N;MASC;SG
step	etapa	step	etapa		N;FEM;SG
step	degrau	step	degrau		N;MASC;SG
dale	dale	dale	dale		N;MASC;SG
inanılmaz	incrível	inan	incrível	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;MASC;SG
inanılmaz	incrivel	inan	incrivel	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;MASC;SG
inanılmaz	fantástico	inan	fantástico	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;MASC;SG
inanılmaz	amazing	inan	amazing	V;IPFV;IND;NEG;V.PTCP;PASS	N;MASC;SG
inanılmaz	inacreditável	inan	inacreditável	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;MASC;SG
inanılmaz	incrivel	inan	incrivel	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;MASC;SG
damar	veias	damar	veia		N;FEM;PL
damar	veios	damar	veio		N;MASC;PL
damar	veia	damar	veia		N;FEM;SG
damar	vasculares	damar	vascular		N;MASC;PL
damar	vascular	damar	vascular		N;MASC;SG
rumen	romeno	rumen	romeno		N;MASC;SG
rumen	romenos	rumen	romeno		N;MASC;PL
rumen	romena	rumen	romeno		N;FEM;SG
erbil	erbil	erbil	erbil		N;MASC;PL
riley	riley	riley	riley		N;MASC;SG
göreceli	parente	gör	parente		N;MASC;SG
göreceli	relativa	gör	relativo		N;FEM;SG
göreceli	relativo	gör	relativo		ADJ;MASC;SG
göreceli	relativística	gör	relativística		ADJ;FEM;SG
mercan	coral	mercan	coral		N;MASC;SG
mercan	corais	mercan	coral		N;MASC;PL
arya	arya	arya	arya		N;MASC;SG
lane	lane	la	lane	PROPN;NOM;SG;3	N;MASC;SG
lang	lang	lang	lang		N;MASC;SG
feminist	feministas	feminist	feminista		N;MASC;PL
feminist	feminista	feminist	feminista		N;FEM;SG
feminist	feministas	feminist	feminista		N;MASC;PL
mühimmat	munições	mühimmat	munição		N;FEM;PL
mühimmat	munição	mühimmat	munição		N;FEM;SG
louise	louise	loui	louise	PROPN;NOM;SG;3	N;FEM;SG
louise	luisa	loui	luisa	PROPN;NOM;SG;3	N;FEM;SG
louise	luísa	loui	luísa	PROPN;NOM;SG;3	N;FEM;SG
myspace	myspace	myspace	myspace		N;MASC;SG
ikmal	reabastecimento	ikmal	reabastecimento		N;MASC;SG
izlenen	assisti	izle	assistir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;1;PST;FIN
izlenen	assistiu	izle	assistir	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
yugoslav	jugoslava	yugoslav	jugoslavo		N;FEM;SG
yugoslav	jugoslavo	yugoslav	jugoslavo		N;MASC;SG
stand	stand	stand	stand		N;MASC;SG
blake	blake	blake	blake		N;MASC;SG
çözmek	resolva	çöz	resolver	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SBJV;SG;3;PRS;FIN
mad	mad	mad	mad		N;MASC;SG
mad	louco	mad	louco		ADJ;MASC;SG
ece	ece	ece	ece		N;MASC;SG
zıt	opostos	zıt	oposto		N;MASC;PL
zıt	oposta	zıt	oposto		ADJ;FEM;SG
zıt	opostos	zıt	oposto		N;MASC;PL
zıt	oposto	zıt	oposto		ADJ;MASC;SG
gonzález	gonzález	gonzález	gonzález	PROPN;NOM;SG;3	N;MASC;SG
helikopter	helicópteros	helikopter	helicóptero	N;NOM;SG;3	N;MASC;PL
helikopter	helicópteros	helikopter	helicóptero	N;NOM;SG;3	N;MASC;PL
klaus	klaus	klaus	klaus		N;MASC;SG
koch	koch	koch	koch		N;MASC;SG
niksar	niksar	niksar	niksar	PROPN;NOM;SG;3	V;NFIN
yatılı	embarque	yatılı	embarque		N;MASC;SG
mig	mig	mig	mig		N;MASC;SG
yetenekleri	talento	yetenek	talento	N;NOM;PL;3	N;MASC;SG
zaza	zaza	zaza	zaza		N;MASC;SG
atı	ati	at	ati		N;MASC;SG
masal	conto	masal	conto		N;MASC;SG
masal	story	masal	story		N;MASC;SG
masal	história	masal	história		N;FEM;SG
luk	luk	lik	luk		N;MASC;SG
dinlenme	recriação	dinlen	recriação	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;FEM;SG
dinlenme	recreação	dinlen	recreação	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;FEM;SG
dinlenme	repouso	dinlen	repouso	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC;SG
dinlenme	resto	dinlen	resto	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC;SG
dinlenme	descanse	dinlen	descanse	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	V;SBJV;SG;3;PRS;FIN
dinlenme	descanso	dinlen	descanso	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;MASC;SG
mhz	mhz	mhz	mhz		N;MASC;PL
heinz	heinz	heinz	heinz	PROPN;NOM;SG;3	PROPN;MASC;SG
tatmin	satisfação	tatmin	satisfação		N;FEM;SG
tatmin	satisfatória	tatmin	satisfatório		ADJ;FEM;SG
tatmin	satisfazendo	tatmin	satisfazer		V;V.MSDR
tatmin	satisfatório	tatmin	satisfatório		ADJ;MASC;SG
tatmin	satisfeito	tatmin	satisfeito		V;MASC;SG;V.PTCP
tatmin	satisfeitos	tatmin	satisfeito		V;MASC;PL;V.PTCP
tatmin	satisfeita	tatmin	satisfazer		V;FEM;SG;V.PTCP
britney	britney	britney	britney		N;FEM;SG
porsche	porsche	porsche	porsche		N;MASC;SG
eğlenceli	fun	eğlenceli	fun	ADJ	N;MASC;SG
eğlenceli	diversão	eğlenceli	diversão	ADJ	N;FEM;SG
eğlenceli	divertimento	eğlenceli	divertimento	ADJ	N;MASC;SG
malcolm	malcolm	malcolm	malcolm		N;MASC;SG
malcolm	malcom	malcolm	malcom		N;MASC;SG
kentucky	kentucky	kentucky	kentucky		N;MASC;SG
ekseni	eixo	ekseni	eixo		N;MASC;SG
ekseni	eixos	ekseni	eixo		N;MASC;PL
enzim	enzimas	enzi	enzimo		N;FEM;PL
enzim	enzimas	enzi	enzimo		N;FEM;PL
enzim	enzima	enzi	enzimar		N;FEM;SG
haksız	injusto	haksız	injusto		ADJ;MASC;SG
haksız	desleal	haksız	desleal		ADJ;MASC;SG
haksız	injustas	haksız	injusto		ADJ;FEM;PL
haksız	injustiça	haksız	injustiça		N;FEM;SG
haksız	injusta	haksız	injusto		ADJ;FEM;SG
seti	conjunto	set	conjunto		N;MASC;SG
seti	definir	set	definir		V;NFIN
seti	set	set	set		N;MASC;SG
seti	definido	set	definir		V;MASC;SG;V.PTCP
seti	seti	set	seti		N;MASC;SG
makina	maquinas	makina	maquina		N;FEM;PL
makina	máquina	makina	máquina		N;FEM;SG
makina	maquina	makina	maquina		N;FEM;SG
makina	maquinaria	makina	maquinaria		N;FEM;SG
makina	máquinas	makina	máquina		N;FEM;PL
makina	máquinas	makina	máquina		N;FEM;PL
makina	maquinas	makina	maquina		N;FEM;PL
tasarımcı	desenhador	tasarımcı	desenhador		N;MASC;SG
tasarımcı	designer	tasarımcı	designer		N;MASC;SG
tasarımcı	desenhista	tasarımcı	desenhista		N;MASC;SG
tasarımcı	estilista	tasarımcı	estilista		N;MASC;SG
kaide	plinto	kaide	plinto		N;MASC;SG
kaide	qaeda	kaide	qaeda		N;FEM;SG
kaide	pedestal	kaide	pedestal		N;MASC;SG
tolkien	tolkien	tolkien	tolkien		N;MASC;SG
jesse	jesse	jesse	jesser		N;MASC;SG
sır	segredos	sır	segredo		N;MASC;PL
sır	segredo	sır	segredo		N;MASC;SG
sır	secret	sır	secret		N;MASC;SG
sır	secreto	sır	secreto		N;MASC;SG
sır	secreta	sır	secreto		N;FEM;SG
aman	aman	aman	aman		N;MASC;SG
deneyler	experimentação	deney	experimentação	N;NOM;PL;3	N;FEM;SG
six	seis	six	seis		NUM
six	six	six	six		N;MASC;SG
rush	rush	rush	rush		N;MASC;SG
bilinçli	consciente	bilinçli	consciente		ADJ;MASC;SG
bilinçli	conscientes	bilinçli	consciente		ADJ;MASC;PL
yasağı	proibições	yasak	proibição		N;FEM;PL
yasağı	interdição	yasak	interdição		N;FEM;SG
yasağı	proibição	yasak	proibição		N;FEM;SG
andre	andre	andre	andre		N;MASC;SG
andre	andré	andre	andré		N;MASC;SG
andre	andré	andre	andré		N;MASC;SG
roller	roller	rol	roller		N;MASC;SG
roller	cargos	rol	cargo		N;MASC;PL
roller	papeis	rol	papel		N;MASC;PL
roller	funções	rol	função		N;FEM;PL
roller	papéis	rol	papel		N;MASC;PL
bull	touro	bull	touro		N;MASC;SG
bull	boi	bull	boi		N;MASC;SG
bull	bull	bull	bull		N;MASC;SG
hani	hani	hani	haniar		PROPN;MASC;SG
edwards	edwards	edwar	edwards		N;MASC;SG
odaklı	focado	odaklı	focado		V;MASC;SG;V.PTCP
odaklı	concentrado	odaklı	concentrar		V;MASC;SG;V.PTCP
odaklı	concentrada	odaklı	concentrar		V;FEM;SG;V.PTCP
odaklı	focada	odaklı	focado		V;FEM;SG;V.PTCP
italia	italia	italia	italiar	PROPN;NOM;SG;3	N;FEM;SG
helena	helena	helen	heleno	PROPN;NOM;SG;3	N;FEM;SG
tartışmaları	discussões	tartış	discussão	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
katliam	massacre	katlia	massacre		N;MASC;SG
katliam	matança	katlia	matança		N;FEM;SG
katliam	chacina	katlia	chacina		N;FEM;SG
katliam	massacre	katlia	massacre		N;MASC;SG
katliam	abate	katlia	abate		N;MASC;SG
katliam	carnificina	katlia	carnificina		N;FEM;SG
varsayılan	padrão	varsa	padrão		N;MASC;SG
varsayılan	omissão	varsa	omissão		N;FEM;SG
varsayılan	predefinição	varsa	predefinição		N;FEM;SG
lanka	lanca	lanka	lanca	PROPN;NOM;SG;3	V;IND;SG;3;PRS;FIN
lanka	lanka	lanka	lanka	PROPN;NOM;SG;3	N;MASC;SG
wade	wade	wade	wade		N;MASC;SG
holmes	holmes	holmes	holme		N;MASC;SG
yapıcı	construtivamente	yapıcı	construtivamente		ADV
yapıcı	criador	yapıcı	criador		N;MASC;SG
yapıcı	maker	yapıcı	maker		N;MASC;SG
yapıcı	construtivo	yapıcı	construtivo		ADJ;MASC;SG
yapıcı	construtivas	yapıcı	construtivo		ADJ;FEM;PL
yapıcı	construtivos	yapıcı	construtivo		N;MASC;PL
yapıcı	construtiva	yapıcı	construtivo		ADJ;FEM;SG
iowa	iowa	iowa	iowa	PROPN;NOM;SG;3	N;MASC;SG
çember	círculo	çember	círculo		N;MASC;SG
çember	circle	çember	circle		N;MASC;SG
çember	circulo	çember	circulo		N;MASC;SG
isfahan	isfahan	isfahan	isfahan		N;FEM;SG
karaciğer	fígado	karaciğer	fígado		N;MASC;SG
atanmış	atribuídos	atan	atribuir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
atanmış	atribuídas	atan	atribuir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
atanmış	nomeados	atan	nomear	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
málaga	málaga	málaga	málaga	PROPN;NOM;SG;3	N;MASC;SG
itici	repelente	itici	repelente		N;MASC;SG
itici	repulsivo	itici	repulsivo		ADJ;MASC;SG
itici	repulsivo	itici	repulsivo		ADJ;MASC;SG
itici	propulsor	itici	propulsor		N;MASC;SG
diamond	diamantes	diamond	diamante	N;NOM;SG;3	N;MASC;PL
baki	baki	baki	baki		N;MASC;SG
dame	dama	dame	dama		N;FEM;SG
dame	dame	dame	dame		N;MASC;SG
tanımlanmış	definidos	tanımla	definir	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
tanımlanmış	definidas	tanımla	definido	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
tanımlanmış	identificadas	tanımla	identificar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
tanımlanmış	identificados	tanımla	identificar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
litre	litro	litre	litro		N;MASC;SG
litre	litros	litre	litro		N;MASC;PL
litre	litros	litre	litro		N;MASC;PL
litre	litro	litre	litro		N;MASC;SG
litre	litros	litre	litro		N;MASC;PL
buca	buca	bu	buca	PROPN;NOM;SG;3	N;MASC;SG
çalışkan	estudiosa	çalışkan	estudioso		ADJ;FEM;SG
çalışkan	diligente	çalışkan	diligente		ADJ;MASC;SG
meşru	legítimas	meşru	legítimo		ADJ;FEM;PL
meşru	legítima	meşru	legítimo		ADJ;FEM;SG
meşru	legítimo	meşru	legítimo		ADJ;MASC;SG
meşru	legítimos	meşru	legítimo		ADJ;MASC;PL
meşru	legítima	meşru	legítimo		ADJ;FEM;SG
meşru	legítimo	meşru	legítimo		ADJ;MASC;SG
meşru	legítimos	meşru	legítimo		ADJ;MASC;PL
bankacılık	bancários	bankacılık	bancário	N;NOM;SG;3	N;MASC;PL
kaçmak	fuga	kaç	fuga	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
kaçmak	escape	kaç	escape	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
asal	prime	asal	prime		N;MASC;SG
radyoaktif	radioactivos	radyoaktif	radioactivo		ADJ;MASC;PL
radyoaktif	radioativo	radyoaktif	radioativo		ADJ;MASC;SG
radyoaktif	radioactivo	radyoaktif	radioactivo		ADJ;MASC;SG
öyküler	tales	öykü	tale	N;NOM;PL;3	N;MASC;SG
yale	yale	yale	yale		N;MASC;SG
iskandinav	nórdica	iskandinav	nórdico	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;FEM;SG
iskandinav	nórdico	iskandinav	nórdico	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;MASC;SG
iskandinav	nórdicos	iskandinav	nórdico	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;MASC;PL
iskandinav	escandinavos	iskandinav	escandinavo	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	N;MASC;PL
iskandinav	escandinavo	iskandinav	escandinavo	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;MASC;SG
kronik	crónicas	kronik	crónica		N;FEM;PL
kronik	crônica	kronik	crônico		N;FEM;SG
kronik	crónica	kronik	crónica		N;FEM;SG
kronik	crônicas	kronik	crônica		N;FEM;PL
kronik	cronicamente	kronik	cronicamente		ADV
yarışmaları	concursos	yarış	concurso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
yarışmaları	competições	yarış	competição	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;PL
osetya	ossétia	osetya	ossétia	PROPN;NOM;SG;3	N;FEM;SG
çim	relvado	çim	relvado		N;MASC;SG
çim	gramado	çim	gramado		N;MASC;SG
çim	capim	çim	capim		N;MASC;SG
çim	grama	çim	grama		N;FEM;SG
çim	erva	çim	ervar		N;FEM;SG
çim	relva	çim	relva		N;FEM;SG
maría	maría	maría	maría	PROPN;NOM;SG;3	N;FEM;SG
taşınabilir	portátil	taşı	portátil	V;IPFV;IND;SG;3;POS;PASS	N;MASC;SG
taşınabilir	portáteis	taşı	portátel	V;IPFV;IND;SG;3;POS;PASS	N;MASC;PL
düzene	racionalizar	düzen	racionalizar	N;DAT;SG;3	V;NFIN
sn	sec	sn	sec		N;MASC;SG
balıkçı	pescadores	balıkçı	pescador		N;MASC;PL
balıkçı	fisher	balıkçı	fisher		N;MASC;SG
balıkçı	pescadores	balıkçı	pescador		N;MASC;PL
balıkçı	pescador	balıkçı	pescador		N;MASC;SG
niyet	intenções	niyet	intenção		N;FEM;PL
niyet	intenção	niyet	intenção		N;FEM;SG
niyet	intenções	niyet	intenção		N;FEM;PL
niyet	intento	niyet	intento		N;MASC;SG
niyet	intenção	niyet	intenção		N;FEM;SG
niyet	pretendida	niyet	pretender		V;FEM;SG;V.PTCP
niyet	destinados	niyet	destinar		V;MASC;PL;V.PTCP
niyet	pretendido	niyet	pretender		V;MASC;SG;V.PTCP
niyet	pretendia	niyet	pretender		V;IND;SG;3;IPFV;FIN
niyet	intenções	niyet	intenção		N;FEM;PL
mansur	mansur	mansur	mansur		N;MASC;SG
kaçış	despertado	kaçış	despertar		V;MASC;SG;V.PTCP
kaçış	escapar	kaçış	escapar		V;NFIN
kaçış	escapando	kaçış	escapar		V;V.MSDR
kaçış	escapar	kaçış	escapar		V;NFIN
kaçış	fuga	kaçış	fuga		N;FEM;SG
kaçış	escape	kaçış	escape		N;MASC;SG
solomon	solomon	solomon	solomon	PROPN;NOM;SG;3	N;MASC;SG
solomon	salomão	solomon	salomão	PROPN;NOM;SG;3	N;MASC;SG
heyet	delegação	heyet	delegação		N;FEM;SG
heyet	comitê	heyet	comitê		N;MASC;SG
heyet	comite	heyet	comite		N;MASC;SG
heyet	comissão	heyet	comissão		N;FEM;SG
heyet	comité	heyet	comité		N;MASC;SG
heyet	delegações	heyet	delegação		N;FEM;PL
productions	produções	productions	produção	N;NOM;SG;3	N;FEM;PL
dresden	dresden	dre	dresden	PROPN;AT+ABL;SG;3	N;MASC;SG
vancouver	vancouver	vancouver	vancouver	PROPN;NOM;SG;3	N;MASC;SG
davud	davi	davud	daver		N;MASC;SG
davud	david	davud	david		PROPN;MASC;SG
hughes	hughes	hughes	hughe		N;MASC;SG
kawasaki	kawasaki	kawasaki	kawasaki		N;MASC;SG
rotterdam	roterdão	rotter	roterdão	PROPN;NOM;SG;3	N;MASC;SG
rotterdam	rotterdam	rotter	rotterdar	PROPN;NOM;SG;3	N;MASC;SG
pat	pat	pat	pat		N;MASC;SG
uganda	uganda	uga	ugando	PROPN;NOM;SG;3	N;FEM;SG
lópez	lópez	lipez	lópez	PROPN;NOM;SG;3	PROPN;MASC;SG
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;SG;3	N;MASC;SG
karikatür	quadrinhos	karikat	quadrinho		N;MASC;PL
karikatür	comics	karikat	comics		N;MASC;SG
karikatür	gibis	karikat	gibil		N;MASC;PL
karikatür	quadrinhos	karikat	quadrinho		N;MASC;PL
karikatür	comic	karikat	comic		N;MASC;SG
karikatür	cômico	karikat	cômico		ADJ;MASC;SG
karikatür	caricatura	karikat	caricatura		N;FEM;SG
karikatür	cartoon	karikat	cartoon		N;MASC;SG
lucky	sortuda	lucky	sortuda		N;FEM;SG
lucky	sorte	lucky	sorte		N;FEM;SG
lucky	lucky	lucky	lucky		N;MASC;SG
lucky	sortudo	lucky	sortudo		N;MASC;SG
masaüstü	ecrãs	masaüst	ecrã		N;MASC;PL
masaüstü	ecrã	masaüst	ecrã		N;MASC;SG
masaüstü	desktop	masaüst	desktop		N;MASC;SG
alpha	alpha	alpha	alpha		N;MASC;SG
alpha	alfa	alpha	alfar		N;MASC;SG
zirve	cume	zirve	cume		N;MASC;SG
zirve	cimeira	zirve	cimeira		N;FEM;SG
zirve	cimeiras	zirve	cimeira		N;FEM;PL
zirve	summit	zirve	summit		N;MASC;SG
zirve	pico	zirve	pico		N;MASC;SG
zirve	peak	zirve	peak		N;MASC;SG
armağan	dádiva	armağan	dádiva		N;FEM;SG
armağan	presente	armağan	presente		ADJ;MASC;SG
armağan	dom	armağan	dom		N;MASC;SG
avn	avn	avn	avn		N;MASC;SG
gelişmekte	emergente	geliş	emergente	V;PROG;IND;SG;3;POS;FORM;PRS	ADJ;MASC;SG
gelişmekte	emergentes	geliş	emergente	V;PROG;IND;SG;3;POS;FORM;PRS	N;MASC;PL
azaltmak	reduza	azal	reduzir	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;SBJV;SG;3;PRS;FIN
werder	werder	werder	werder	PROPN;NOM;SG;3	N;MASC;SG
atlantis	atlantis	atlantis	atlantil		N;MASC;SG
atlantis	atlântida	atlantis	atlântido		N;FEM;SG
satıldı	vendidos	sat	vender	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
satıldı	vendidas	sat	vender	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
beslenir	alimenta	besle	alimentar	V;IPFV;IND;SG;3;POS;PASS	V;IND;SG;3;PRS;FIN
beslenir	feeds	besle	feed	V;IPFV;IND;SG;3;POS;PASS	N;MASC;PL
üstte	topo	üst	topo	ADJ;ESS;SG;3	N;MASC;SG
üstte	top	üst	top	ADJ;ESS;SG;3	N;MASC;SG
angela	ângela	angela	ângela		N;FEM;SG
angela	angela	angela	angela		N;FEM;SG
ihmal	omissões	ihmal	omissão		N;FEM;PL
ihmal	omissão	ihmal	omissão		N;FEM;SG
ihmal	negligenciada	ihmal	negligenciar		V;FEM;SG;V.PTCP
ihmal	negligenciado	ihmal	negligenciar		V;MASC;SG;V.PTCP
ihmal	negligência	ihmal	negligência		N;FEM;SG
ihmal	negligenciar	ihmal	negligenciar		V;NFIN
ihmal	negligência	ihmal	negligência		N;FEM;SG
geometri	geometria	geometri	geometria		N;FEM;SG
chiba	chiba	chiba	chiba	PROPN;NOM;SG;3	N;MASC;SG
görkemli	majestic	görkemli	majestic		N;MASC;SG
görkemli	majestosa	görkemli	majestoso		ADJ;FEM;SG
görkemli	majestoso	görkemli	majestoso		ADJ;MASC;SG
