til	for	til	for	ADV	ADP
tilstrækkeligt	tilstrekkelig	tilstrækkeligt	tilstrekkelig	ADV	ADJ;INDF;NEUT;SG
tilstrækkeligt	tilstrekkelig	tilstrækkeligt	tilstrekkelig	ADV	ADJ;INDF;NEUT;SG
moon	måne	moon	måne		N;INDF;MASC;SG
moon	månen	moon	måne		N;DEF;MASC;SG
moon	moon	moon	moon		N;INDF;SG
filosofiske	filosofisk	filosofisk	filosofisk	ADJ;PL	ADJ;INDF;NEUT;SG
stub	stubben	stub	stubb	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
ron	ron	ron	ron		N;INDF;MASC;SG
ron	ronny	ron	ronny		N;INDF;MASC;SG
opgivet	forlatte	opgive	forlatte	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
opgivet	forlatt	opgive	forlatt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
sejle	seile	sejle	seil	V;NFIN;ACT	N;INDF;FEM;SG
sejle	seil	sejle	seil	V;NFIN;ACT	N;INDF;MASC;SG
sejle	seiling	sejle	seiling	V;NFIN;ACT	N;INDF;FEM;SG
sejle	seiltur	sejle	seiltur	V;NFIN;ACT	N;INDF;MASC;SG
kritiske	kritisk	kritisk	kritisk	ADJ;PL	ADJ;INDF;NEUT;SG
konsensus	konsensus	konsensus	konsensus	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
tusinde	tusen	tusinde	tusen	N;INDF;NEUT;PL	NUM;PL
idømt	dømmes	idømme	dømme	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
idømt	dømt	idømme	dømme	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
venlig	kind	venlig	kind	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
venlig	vennlige	venlig	vennlig	ADJ;INDF;MASC+FEM;SG	ADJ;PL
venlig	vennlig	venlig	vennlig	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kejserlige	imperial	kejserlig	imperial	ADJ;PL	N;INDF;MASC;SG
datteren	dotter	datter	dotter	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
datteren	datter	datter	datter	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
datteren	daughter	datter	daughter	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
licens	lisensiert	lic	lisensiere	N;INDF;MASC+FEM;SG	ADJ;INDF;SG;V.PTCP
forsvarede	forsvart	forsvare	forsvare	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
frygt	frykter	frygt	frykt	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
negative	negativt	negativ	negativ	ADJ;PL	ADJ;INDF;NEUT;SG
negative	negativ	negativ	negativ	ADJ;PL	ADJ;INDF;SG
landsbyerne	landsbyer	landsby	landsby	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
lübeck	lübeck	lübeck	lübeck		N;INDF;MASC;SG
betingelser	betingelsene	betingelse	betingelse	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
betingelser	betingelser	betingelse	betingelse	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
formen	form	formen	form	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
formen	fasong	formen	fasong	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
formen	skjema	formen	skjeme	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
dennis	dennis	dennis	dennis		N;INDF;MASC;SG
noter	notat	note	notat	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
noter	notater	note	notat	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
mississippi	mississippi	mississippi	mississippi		N;INDF;MASC;SG
biblioteket	bibliotek	bibliotek	bibliotek	N;DEF;NEUT;SG	N;INDF;NEUT;SG
bekendt	kjenner	bekendt	kjenne	ADJ;INDF;SG	V;IND;PRS;FIN
bekendt	kjenning	bekendt	kjenning	ADJ;INDF;SG	N;INDF;MASC;SG
bekendt	bekjentskap	bekendt	bekjentskap	ADJ;INDF;SG	N;INDF;MASC;SG
vente	avventer	vente	avventer	V;NFIN;ACT	N;INDF;FEM;PL
vente	waiting	vente	waiting	V;NFIN;ACT	N;INDF;MASC;SG
vente	venting	vente	venting	V;NFIN;ACT	N;INDF;FEM;SG
ryttere	ryttere	ryttere	ryttere	N;INDF;MASC+FEM;PL	V;NFIN
ryttere	rytterne	ryttere	ryttern	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
ryttere	ryttere	ryttere	ryttere	N;INDF;MASC+FEM;PL	V;NFIN
ønsket	begjærte	ønske	begjære	V;INDF;SG;PST;V.PTCP	ADJ;PL
ønsket	ønskede	ønske	ønskede	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
ønsket	ønsket	ønske	ønske	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
ønsket	ønskelig	ønske	ønskelig	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
albrecht	albrecht	albrecht	albrecht		N
jonathan	jonatan	jonathan	jonatan		N;INDF;MASC;SG
jonathan	jonathan	jonathan	jonathan		N;INDF;MASC;SG
afsløret	avdekket	afsløre	avdekk	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
afsløret	avslørt	afsløre	avsløre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
afsløret	avdekket	afsløre	avdekk	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
afsløret	eksponert	afsløre	eksponere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
afsløret	utsatt	afsløre	utsatt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
afsløret	avslørt	afsløre	avsløre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
paven	pope	pave	pope	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
paven	pave	pave	pave	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
vejr	været	vejr	vær	N;INDF;NEUT;SG	N;DEF;NEUT;SG
interesserede	interesserte	interessere	interessere	V;PL;PST;V.PTCP	ADJ;PL;V.PTCP
interesserede	interessert	interessere	interessere	V;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
stiger	stiger	stige	stige	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
stiger	stigende	stige	stigende	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
stiger	stiger	stige	stige	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
stiger	oppgang	stige	oppgang	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
prince	prinsen	prince	prins		N;DEF;MASC;SG
prince	fyrste	prince	fyrste		ADJ;DEF;SG
prince	prince	prince	prince		N
prince	prins	prince	prins		N;INDF;MASC;SG
ungarske	ungarsk	ungarsk	ungarsk	ADJ;PL	N;INDF;MASC;SG
ungarske	ungarns	ungarsk	ungarns	ADJ;PL	N;INDF;MASC;SG
enorme	enorm	enorm	enorm	ADJ;PL	ADJ;INDF;SG
enorme	enormt	enorm	enorm	ADJ;PL	ADJ;INDF;NEUT;SG
blood	blod	blood	blod		N;INDF;NEUT;SG
blood	blood	blood	blood		N;INDF;SG
dam	dam	dam	dam		N;INDF;MASC;SG
dam	demning	dam	demning		N;INDF;FEM;SG
dam	demningen	dam	demning		N;DEF;MASC;SG
dam	dam	dam	dam		N;INDF;MASC;SG
dam	dam	dam	dam		N;INDF;MASC;SG
dam	dammen	dam	dam		N;DEF;MASC;SG
dam	tjern	dam	tjern		N;INDF;NEUT;SG
værste	dårligste	slem	dårlig	ADJ;DEF;RL	ADJ;PL
værste	verst	slem	verre	ADJ;DEF;RL	ADJ;INDF;RL
værste	dårligst	slem	dårligst	ADJ;DEF;RL	ADJ;INDF;NEUT;SG
tegnede	tegnet	tegne	tegn	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
tegnede	drew	tegne	drew	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
tegnede	abonnerte	tegne	abonnere	V;IND;PST;FIN;ACT	ADJ;PL;V.PTCP
tegnede	abonnerer	tegne	abonnere	V;IND;PST;FIN;ACT	V;IND;PRS;FIN
læst	lest	læse	lese	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
læst	read	læse	read	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
boet	bodd	bo	bodd	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
illinois	illinois	illinois	illinois		N;INDF;MASC;SG
malmö	malmø	malmö	malmø	PROPN	N;INDF;MASC;SG
malmö	malmö	malmö	malmö	PROPN	N
keith	keith	keith	keith	PROPN	N;INDF;MASC;SG
nettet	nettverk	net	nettverk	N;DEF;NEUT;SG	N;INDF;NEUT;SG
nettet	network	net	network	N;DEF;NEUT;SG	N;INDF;MASC;SG
alderen	åge	alder	åge	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
alderen	age	alder	age	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
alderen	alder	alder	alder	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
filip	philip	filip	philip		N;INDF;MASC;SG
filip	filip	filip	filip		N;INDF;MASC;SG
filip	filip	filip	filip		N;INDF;MASC;SG
læser	leser	læse	lese	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
læser	leser	læse	lese	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
læser	reading	læse	reading	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
læser	lesning	læse	lesning	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
læser	lesing	læse	lesing	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
læser	leser	læse	lese	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
vincent	vincent	vincent	vincent		N;INDF;MASC;SG
konsekvenser	konsekvens	konsekvens	konsekvens	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
vinduer	windows	vindue	windows	N;INDF;NEUT;PL	N;INDF;MASC;SG
vinduer	vinduer	vindue	vindu	N;INDF;NEUT;PL	N;INDF;MASC;SG
fakultet	fakultet	fakulte	fakultet	N;DEF;NEUT;SG	N;INDF;NEUT;SG
ruslands	russlands	rusland	russlands	PROPN;GEN	N;INDF;MASC;SG
ruslands	russland	rusland	russland	PROPN;GEN	N;INDF;MASC;SG
vii	vii	vii	vii	NUM	N
vandløb	strømmer	vandløb	strømme	N;INDF;NEUT;SG	N;INDF;FEM;PL
vandløb	elver	vandløb	elv	N;INDF;NEUT;SG	N;INDF;FEM;PL
spring	jump	spring	jump		N;INDF;MASC;SG
spring	hopp	spring	hopp		N;INDF;NEUT;SG
spring	hoppe	spring	hoppe		N;INDF;FEM;SG
spring	sprang	spring	springe		V;IND;PST;FIN
spring	spranget	spring	sprang		N;DEF;NEUT;SG
spring	hopp	spring	hopp		N;INDF;NEUT;SG
gustaf	gustaf	gustaf	gustaf		N;INDF;MASC;SG
andré	andre	andré	annan	N;INDF;MASC+FEM;SG	DET;PL
network	nettverk	network	nettverk		N;INDF;NEUT;SG
network	nettverket	network	nettverk		N;DEF;NEUT;SG
network	network	network	network		N;INDF;MASC;SG
udnytte	utnytter	udnytte	utnytter	V;NFIN;ACT	N;INDF;FEM;PL
kommandant	kommandanten	kommandant	kommandant	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kommandant	commander	kommandant	commander	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
musical	musikalsk	musical	musikalsk	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
beta	beta	beta	bete		N;INDF;MASC
erindringer	minner	erindring	minne	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN
erindringer	memoarer	erindring	memoar	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
erindringer	memoarer	erindring	memoar	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
guinea	guinea	guinea	guine	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
underskrevet	signert	underskrive	signere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
underskrevet	underskrevet	underskrive	underskrev	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
underskrevet	undertegnet	underskrive	undertegn	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
danskerne	dansker	dansker	dansker	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
kommercielle	reklamefilm	kommerciel	reklamefilm	ADJ;PL	N;INDF;MASC;SG
kommercielle	kommersielt	kommerciel	kommersiel	ADJ;PL	ADJ;INDF;NEUT;SG
kommercielle	kommersiell	kommerciel	kommersiell	ADJ;PL	ADJ;INDF;SG
velkommen	velkommen	velkommen	velkommen	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
opvokset	hevet	opvokset	hev	ADJ;INDF;SG	N;DEF;NEUT;SG
opvokset	oppvokst	opvokset	oppvokst	ADJ;INDF;SG	N;INDF;MASC;SG
opvokset	fostret	opvokset	fostre	ADJ;INDF;SG	N;INDF;NEUT;SG
opvokset	oppfostret	opvokset	oppfostr	ADJ;INDF;SG	N;DEF;NEUT;SG
our	våre	our	vår		PRO;PL
our	vår	our	vår		PRO;MASC;SG
our	vårt	our	vår		PRO;NEUT;SG
frederikke	anastasia	frederikke	anastasia	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
uddelt	distribuert	uddele	distribuere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
uddelt	fordelt	uddele	fordele	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
uddelt	tildelt	uddele	tildele	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
fortælling	fortellingen	fortælling	fortelling	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
vietnam	vietnam	vietnam	vietnam		N;INDF;MASC;SG
sælger	sell	sælge	sell	V;IND;PRS;FIN;ACT	N
sælger	selg	sælge	selg	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	selge	sælge	selge	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	seige	sælge	seige	V;IND;PRS;FIN;ACT	ADJ;PL
sælger	selger	sælge	selger	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	leverandør	sælge	leverandør	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	selger	sælge	selger	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sælger	selgeren	sælge	selger	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
skyde	skyting	skyde	skyting	V;NFIN;ACT	N;INDF;FEM;SG
inc	inc	inc	inc		N
foredrag	forelesninger	foredrag	forelesninger	N;INDF;NEUT;SG	N;INDF;FEM;PL
flyve	fly	flyve	fly	V;NFIN;ACT	N;INDF;NEUT;SG
flyve	flue	flyve	fluge	V;NFIN;ACT	N;INDF;MASC;SG
flyve	flying	flyve	flying	V;NFIN;ACT	N;INDF;FEM;SG
flyve	flyging	flyve	flyging	V;NFIN;ACT	N;INDF;FEM;SG
bell	bjelle	bell	bjelle		N;INDF;MASC;SG
bell	bell	bell	bell		N;INDF;MASC;SG
konkrete	konkret	konkret	konkret	ADJ;PL	ADJ;INDF;NEUT;SG
konkrete	betong	konkret	betong	ADJ;PL	N;INDF;MASC;SG
fuldstændigt	helt	fuldstændigt	helt	ADV	N;INDF;MASC;SG
fuldstændigt	fullstendig	fuldstændigt	fullstendig	ADV	ADJ;INDF;NEUT;SG
astronomiske	astronomisk	astronomisk	astronomisk	ADJ;PL	ADJ;INDF;NEUT;SG
monteret	montert	monter	montere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
monteret	utstyrt	monter	utstyre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
monteret	montert	monter	montere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
monteret	installerte	monter	installere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
monteret	installert	monter	installere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
run	run	run	run		N;INDF;SG
run	kjør	run	kjør		N;INDF;MASC;SG
run	løp	run	løp		N;INDF;NEUT;SG
ejendomme	egenskaper	ejendom	egenskap	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
flugt	flukten	flugt	flukt	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
indendørs	innendørs	indendørs	innendørs	ADJ	N;INDF;MASC;SG
indendørs	innendørs	indendørs	innendørs	ADJ	N;INDF;MASC;SG
banken	bank	bank	bank	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
rækkevidde	rekkevidden	rækkevidde	rekkevidde	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
forskelligt	annerledes	forskelligt	annerledes	ADV	N;INDF;MASC;SG
forskelligt	ulike	forskelligt	ulik	ADV	ADJ;PL
forskelligt	forskjellige	forskelligt	forskjellig	ADV	ADJ;PL
forskelligt	forskjellig	forskelligt	forskjellig	ADV	ADJ;INDF;NEUT;SG
forskelligt	diverse	forskelligt	diverse	ADV	ADJ;PL
italia	italia	italia	italie		PROPN
tillæg	blindtarmen	tillæg	blindtarm	N;INDF;NEUT;SG	N;DEF;MASC;SG
richards	richards	richard	richards		N;INDF;NEUT;SG
malmø	malmø	malmø	malmø	PROPN	N;INDF;MASC;SG
malmø	malmö	malmø	malmö	PROPN	N
ringen	ring	ring	ring	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
forrige	tidligere	forrige	tidligere	ADJ	N;INDF;FEM;SG
forrige	førre	forrige	førre	ADJ	DET;DEF
kunsten	art	kunst	art	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kunsten	kunst	kunst	kunst	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
specifikke	spesifikk	specifikke	spesifikk	ADJ;PL	N;INDF;MASC;SG
specifikke	spesifikt	specifikke	spesifikk	ADJ;PL	ADJ;INDF;NEUT;SG
hobro	hobro	hobro	hobro	PROPN	N;INDF;MASC;SG
skiftende	vekslende	skifte	vekslende	V;PRS;V.PTCP	N;INDF;MASC;SG
svagt	svake	svag	svak	ADJ;INDF;NEUT;SG	ADJ;PL
brothers	brødrene	brothe	brødre		N;DEF;FEM;PL
brothers	brødre	brothe	bror		N;INDF;NEUT;SG
brothers	brothers	brothe	brothers		N;INDF;MASC;SG
box	box	box	box		N
box	eske	box	eske		N;INDF;FEM;SG
box	kasse	box	kasse		N;INDF;FEM;SG
box	boks	box	boks		N;INDF;MASC;SG
head	hode	head	hode		N;INDF;MASC;SG
head	hodet	head	hod		N;DEF;NEUT;SG
head	head	head	head		N;INDF;NEUT;SG
indføre	presenter	indføre	presenter	V;NFIN;ACT	N;INDF;MASC;SG
forsvundet	manglende	forsvinde	manglende	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
forsvundet	savnet	forsvinde	savn	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
forsvundet	forsvunnet	forsvinde	forsvinne	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
forsvundet	mangler	forsvinde	mangle	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN
forsvundet	forsvunnet	forsvinde	forsvinne	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
forsvundet	forsvant	forsvinde	forsvinte	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
vedvarende	vedvarende	vedvarende	vedvarende	ADJ	N;INDF;NEUT;SG
milan	milan	milan	milan	PROPN	N;INDF;MASC;SG
milan	milano	milan	milano	PROPN	N;INDF;MASC;SG
embedsmand	offisielt	embedsmand	offisiell	N;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
embedsmand	offisiell	embedsmand	offisiell	N;INDF;MASC+FEM;SG	ADJ;INDF;SG
embedsmand	offisielle	embedsmand	offisiell	N;INDF;MASC+FEM;SG	ADJ;PL
maleren	maler	maler	male	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
erstatte	erstatter	erstatte	erstatter	V;NFIN;ACT	N;INDF;FEM;PL
erstatte	erstatte	erstatte	erstatte	V;NFIN;ACT	N;INDF;FEM;SG
erstatte	erstatt	erstatte	erstatt	V;NFIN;ACT	N;INDF;MASC;SG
tivoli	karnevalet	tivoli	karneval	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
medarbejder	medarbeider	medarbejder	medarbeide	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
medarbejder	medarbeider	medarbejder	medarbeide	N;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
dollar	dollar	dollar	dollar	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
dollar	dollar	dollar	dollar	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
mount	mount	mount	mount		N;INDF;NEUT;SG
dansker	dane	dansker	dane	N;INDF;MASC+FEM;SG	PROPN
dansker	dansken	dansker	dansk	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bakterier	bakterie	bakterie	bakterie	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
forgæves	forfengelig	forgæves	forfengelig	V;NFIN;PASS	ADJ;INDF;NEUT;SG
eksisteret	eksistert	eksistere	eksistere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
eksisteret	fantes	eksistere	fantes	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
sammenhængende	holdbar	sammenhængende	holdbar	ADJ	N;INDF;MASC;SG
neutral	nøytrale	neutral	nøytral	ADJ;INDF;MASC+FEM;SG	ADJ;PL
besætningen	besetning	besætning	besetning	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
besætningen	mannskap	besætning	mannskap	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
hogan	hogan	hogan	hogan		N;DEF;FEM;SG
zur	zur	zur	zur		
fyrste	prinsen	fyrste	prins	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fyrste	fyrste	fyrste	fyrste	N;INDF;MASC+FEM;SG	ADJ;DEF;SG
invasionen	invasjon	invasion	invasjon	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
napoli	napoli	napoli	napoli		N;INDF;MASC;SG
napoli	napoli	napoli	napoli		N;INDF;MASC;SG
jeff	jeff	jeff	jeff	PROPN	PROPN
bevis	beviset	bevis	bevis	N;INDF;NEUT;SG	N;DEF;NEUT;SG
vendt	reversert	vende	reversere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
vendt	snudd	vende	snu	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
vendt	speilvendt	vende	speilvendt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
mick	mick	mick	mick	PROPN	N;INDF;SG
marx	marx	marx	marx		N;INDF;MASC;SG
lykkes	lykkes	lykkes	lykkes	V;NFIN;ACT	N;INDF;MASC;SG
vilkår	betingelsene	vilkår	betingelse	N;INDF;NEUT;PL	N;DEF;MASC;PL
vilkår	betingelser	vilkår	betingelse	N;INDF;NEUT;PL	N;INDF;MASC;SG
vilkår	vilkårene	vilkår	vilkår	N;INDF;NEUT;PL	N;DEF;FEM;PL
vilkår	betingelsene	vilkår	betingelse	N;INDF;NEUT;PL	N;DEF;MASC;PL
vilkår	betingelser	vilkår	betingelse	N;INDF;NEUT;PL	N;INDF;MASC;SG
tyrkisk	tyrkisk	tyrkisk	tyrkisk	ADJ;INDF;SG	N;INDF;MASC;SG
antages	antok	antage	antok	V;NFIN;PASS	N;INDF;MASC;SG
antages	antatt	antage	anta	V;NFIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
liberal	liberale	liberal	liberal	N;INDF;MASC+FEM;SG	ADJ;PL
liberal	liberal	liberal	liberal	N;INDF;MASC+FEM;SG	ADJ;INDF;SG
kunstnerisk	kunstnerisk	kunstnerisk	kunstnerisk	ADV	ADJ;INDF;NEUT;SG
kunstnerisk	kunstneriske	kunstnerisk	kunstnerisk	ADV	ADJ;PL
fæstningen	festning	fæstning	festning	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
økonomien	økonomi	økonomi	økonomi	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
situationer	situasjoner	situation	situasjon	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
indebærer	forutsetter	indebære	forutsetter	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
indebærer	antydninger	indebære	antydning	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
ulrich	ulrich	ulrich	ulrich		N
dødsfald	døden	dødsfald	død	N;INDF;NEUT;PL	N;DEF;MASC;SG
dødsfald	død	dødsfald	død	N;INDF;NEUT;PL	N;INDF;MASC;SG
dødsfald	dødsstraff	dødsfald	dødsstraff	N;INDF;NEUT;PL	N;INDF;FEM;SG
dødsfald	dødsfall	dødsfald	dødsfall	N;INDF;NEUT;PL	N;INDF;NEUT;SG
militært	militæret	militært	militær	ADJ;INDF;NEUT;SG	N;DEF;NEUT;SG
militært	militære	militært	militær	ADJ;INDF;NEUT;SG	ADJ;PL
mødet	møte	møde	møte	N;DEF;NEUT;SG	N;INDF;NEUT;SG
haver	haver	have	haver	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
haver	hagene	have	hag	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
haver	gardens	have	gard	N;INDF;MASC+FEM;PL	N;GEN;DEF;MASC;SG
claude	claude	claude	claude		N;INDF;MASC;SG
stammen	stamme	stam	stam	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
afledt	avledet	aflede	avled	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
brændt	brente	brænde	brenne	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
brændt	brent	brænde	brenne	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
brændt	brente	brænde	brenne	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
brændt	brent	brænde	brenne	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
brændt	stekt	brænde	stekkje	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
tjene	tjene	tjene	tje	V;NFIN;ACT	N;INDF;MASC;SG
tjene	fortjene	tjene	fortje	V;NFIN;ACT	ADJ;INDF;SG;V.PTCP
tjene	tjen	tjene	tjen	V;NFIN;ACT	N;INDF;MASC;SG
tjene	serve	tjene	serve	V;NFIN;ACT	N;INDF;MASC;SG
tjene	tjene	tjene	tje	V;NFIN;ACT	N;INDF;MASC;SG
tjene	tjen	tjene	tjen	V;NFIN;ACT	N;INDF;MASC;SG
anført	oppført	anføre	oppføre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
anført	listet	anføre	list	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
manuskriptet	manuskript	manuskript	manuskript	N;DEF;NEUT;SG	N;INDF;NEUT;SG
nil	nilen	nil	nile		N;DEF;MASC;SG
bobby	bobby	bobby	bobby		N;INDF;MASC;SG
syge	ill	syg	ill	ADJ;PL	N
syge	syke	syg	syke	ADJ;PL	N;INDF;MASC;SG
syge	sykt	syg	sykje	ADJ;PL	N;INDF;MASC;SG
chan	chan	chan	chan		PROPN
løbe	løping	løbe	løping	V;NFIN;ACT	N;INDF;FEM;SG
løbe	run	løbe	run	V;NFIN;ACT	N;INDF;SG
løbe	kjør	løbe	kjør	V;NFIN;ACT	N;INDF;MASC;SG
løbe	løp	løbe	løp	V;NFIN;ACT	N;INDF;NEUT;SG
warner	advarer	warner	advare	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
