hanoi	हनोई	hanol	हनोई	PROPN	PROPN;NOM;MASC;SG;3
chámao	काल	chámao	काल	PROPN	N;NOM;MASC;SG;3
chámao	कॉल	chámao	कॉल	PROPN	N;NOM;FEM;SG;3
chámao	उससे	chámao	वह	PROPN	PRO;SG;3
chámao	उसको	chámao	वह	PROPN	PRO;SG;3
chámao	उसे	chámao	वह	PROPN	PRO;SG;3
parécelle	आपको	parécelle	आप	PROPN	PRO;SG;2;FORM
parécelle	आप	parécelle	आप	PROPN	PRO;NOM;SG;2;FORM
parécelle	तुम	parécelle	तुम	PROPN	PRO;NOM;SG;3
parécelle	वो	parécelle	वह	PROPN	
prefires	आपको	prefer	आप	V	PRO;SG;2;FORM
prefires	आप	prefer	आप	V	PRO;NOM;SG;2;FORM
prefires	तुम	prefer	तुम	V	PRO;NOM;SG;3
prefires	बजाय	prefer	बजाय	V	
prefires	बल्कि	prefer	बल्कि	V	CONJ
bicar	किस	bicar	कौन	V	PRO
bicar	चुंबन	bicar	चुंबन	V	PROPN;NOM;MASC;SG;3
lotaría	लॉटरी	lotaría	लॉटरी	V	N;NOM;FEM;SG;3
cambiaches	आपको	cambiaches	आप	V	PRO;SG;2;FORM
cambiaches	आप	cambiaches	आप	V	PRO;NOM;SG;2;FORM
cambiaches	तुम	cambiaches	तुम	V	PRO;NOM;SG;3
cambiaches	हेवन	cambiaches	हेवन	V	PROPN;NOM;MASC;SG;3
cambiaches	परिवर्तित	cambiaches	परिवर्तित	V	ADJ
cambiaches	परिवर्तन	cambiaches	परिवर्तन	V	N;NOM;MASC;SG;3
cambiaches	बदलाव	cambiaches	बदलाव	V	N;NOM;MASC;SG;3
almorzar	नाश्ता	almorzar	नाश्ता	V	N;NOM;MASC;SG;3
almorzar	लंच	almorzar	लंच	V	N;NOM;MASC;SG;3
liscou	वो	liscar	वह	V	
liscou	बायां	liscar	बायां	V	
liscou	शेष	liscar	शेष	V	ADJ
liscou	बाएं	liscar	बाएं	V	N;NOM;MASC;SG;3
liscou	बाएँ	liscar	बाएं	V	
interesan	रुचि	interesar	रुचि	V	N;NOM;FEM;SG;3
interesan	रूचि	interesar	रूचि	V	N;NOM;FEM;SG;3
interesan	ब्याज	interesar	ब्याज	V	N;NOM;MASC;SG;3
interesan	रुचि	interesar	रुचि	V	N;NOM;FEM;SG;3
interesan	रुचिकर	interesar	रुचिकर	V	CONJ
interesan	दिलचस्पी	interesar	दिलचस्पी	V	N;NOM;FEM;SG;3
peitos	उसे	peito	वह	N	PRO;SG;3
peitos	उसका	peito	वह	N	PRO;MASC;SG;3
peitos	उसकी	peito	वह	N	PRO;FEM;SG;3
peitos	उसके	peito	वह	N	PRO;MASC;SG;3
baleiras	रिक्त	baleira	रिक्त	ADJ	
sacalo	पाएँ	sacalo	पा	N	V;SBJV;PL;FIN;ACT
sacalo	मिलेंगी	sacalo	मिल	N	V;FEM;IND;SG;3;FUT;FIN;ACT
sacalo	बाहर	sacalo	बाहर	N	ADV;NOM;MASC;SG;3
sacalo	लें	sacalo	ले	N	V;SBJV;PL;3;FIN;ACT
sacalo	ले	sacalo	ले	N	V;ACT
sacalo	लो	sacalo	ले	N	V;SBJV;SG;FIN;ACT
vina	आरी	vina	आरी	V	
vina	उसे	vina	वह	V	PRO;SG;3
vina	उसका	vina	वह	V	PRO;MASC;SG;3
vina	उसकी	vina	वह	V	PRO;FEM;SG;3
vina	उसके	vina	वह	V	PRO;MASC;SG;3
unida	साथ	unir	साथ	V	ADV;NOM;MASC;SG;3
retiro	लें	retiro	ले	N	V;SBJV;PL;3;FIN;ACT
retiro	ले	retiro	ले	N	V;ACT
retiro	लो	retiro	ले	N	V;SBJV;SG;FIN;ACT
peles	खालें	pel	खाल	N	V;SBJV;PL;3;FIN;ACT
peles	फर	pel	फर	N	
fique	स्टैंड	fique	स्टैंड	V	N;NOM;MASC;SG;3
destruíron	उन्होंने	destruír	वह	V	PRO;SG;3;FORM
destruíron	वे	destruír	वह	V	PRO;NOM;SG;3
destruíron	नष्ट	destruír	नष्ट	V	PROPN;NOM;MASC;SG;3
fitzgerald	fitzgerald	fitzgerald	fitzgerald	ADJ	N;NOM;MASC;SG;3
valentía	साहस	valentía	साहस	N	
faiche	आपको	fache	आप	PROPN	PRO;SG;2;FORM
faiche	आप	fache	आप	PROPN	PRO;NOM;SG;2;FORM
faiche	तुम	fache	तुम	PROPN	PRO;NOM;SG;3
métete	मन	métete	मन	PROPN	N;NOM;MASC;SG;3
métete	दिमाग	métete	दिमाग	PROPN	N;NOM;MASC;SG;3
despedidos	बर्खास्त	despedir	बर्खास्त	N	ADJ
véxote	देख	véxote	देख	PROPN	V;ACT
véxote	देखें	véxote	देख	PROPN	V;SBJV;PL;FIN;ACT
véxote	देखिए	véxote	देखिया	PROPN	V;SBJV;SG;FIN;ACT
véxote	आपको	véxote	आप	PROPN	PRO;SG;2;FORM
véxote	आप	véxote	आप	PROPN	PRO;NOM;SG;2;FORM
véxote	तुम	véxote	तुम	PROPN	PRO;NOM;SG;3
destruído	नष्ट	destruír	नष्ट	V	PROPN;NOM;MASC;SG;3
roubando	चोरी	roubar	चोरी	V	N;NOM;FEM;SG;3
chamarme	काल	chamarme	काल	V	N;NOM;MASC;SG;3
chamarme	कॉल	chamarme	कॉल	V	N;NOM;FEM;SG;3
delicioso	स्वादिष्ट	delicioso	स्वादिष्ट	ADJ	N;NOM;MASC;SG;3
coñeciches	किया	coñeciche	कर	N	V;PFV;MASC;SG;V.PTCP;ACT
coñeciches	आपको	coñeciche	आप	N	PRO;SG;2;FORM
coñeciches	आप	coñeciche	आप	N	PRO;NOM;SG;2;FORM
coñeciches	तुम	coñeciche	तुम	N	PRO;NOM;SG;3
coñeciches	मिलें	coñeciche	मिल	N	V;SBJV;FIN;ACT
coñeciches	उससे	coñeciche	वह	N	PRO;SG;3
coñeciches	उसको	coñeciche	वह	N	PRO;SG;3
coñeciches	उसे	coñeciche	वह	N	PRO;SG;3
pénsao	परिचय	pénsao	परिचय	PROPN	N;NOM;MASC;SG;3
pénsao	सोचो	pénsao	सोच	PROPN	
blue	नीला	blue	नीला	PROPN	ADJ;NOM;MASC;SG
blue	डीलक्स	blue	डीलक्स	PROPN	PROPN;NOM;MASC;SG;3
blue	ब्लू	blue	ब्लू	PROPN	PROPN;NOM;MASC;SG;3
andrews	एंड्रयूज	andrews	एंड्रयूज	PROPN	PROPN;NOM;MASC;SG;3
andrews	से	andrews	से	PROPN	
andrews	इससे	andrews	यह	PROPN	PRO;SG;3
chalana	नौका	chalanar	नौका	ADJ	N;NOM;FEM;SG;3
chalana	नाव	chalanar	नाव	ADJ	N;NOM;FEM;SG;3
pau	छड़ी	pau	छड़	N	V;PFV;FEM;SG;V.PTCP;ACT
pau	स्टिक	pau	स्टिक	N	
filliña	dear	filliña	dear	N	PROPN;NOM;MASC;SG;3
filliña	डियर	filliña	डियर	N	PROPN;NOM;MASC;SG;3
filliña	प्रिय	filliña	प्रिय	N	
filliña	डिअर	filliña	डिअर	N	PROPN;NOM;MASC;SG;3
sagrada	पवित्र	sagrar	पवित्र	V	ADJ
sagrada	पवित्र	sagrar	पवित्र	V	ADJ
sagrada	पावन	sagrar	पावन	V	
andabas	आपको	andaba	आप	N	PRO;SG;2;FORM
andabas	आप	andaba	आप	N	PRO;NOM;SG;2;FORM
andabas	तुम	andaba	तुम	N	PRO;NOM;SG;3
andabas	महरूम	andaba	महरूम	N	
andabas	यहूद	andaba	यहूद	N	
cantaba	गाओ	cantar	गा	V	
cantaba	संग	cantar	संग	V	N;NOM;MASC;SG;3
tróuxenche	आपको	tróuxenche	आप	PROPN	PRO;SG;2;FORM
tróuxenche	आप	tróuxenche	आप	PROPN	PRO;NOM;SG;2;FORM
tróuxenche	तुम	tróuxenche	तुम	PROPN	PRO;NOM;SG;3
foches	किया	foche	कर	N	V;PFV;MASC;SG;V.PTCP;ACT
foches	आपको	foche	आप	N	PRO;SG;2;FORM
foches	आप	foche	आप	N	PRO;NOM;SG;2;FORM
foches	तुम	foche	तुम	N	PRO;NOM;SG;3
anarquista	अराजकतावादी	anarquista	अराजकतावादी	N	ADJ
irlandeses	आयरिश	irlander	आयरिश	N	PROPN;NOM;MASC;SG;3
fodidos	हैं	foder	है	N	V;IND;PL;3;PRS;FIN;ACT
dámo	दे	dámo	दे		V;FIN;ACT
mátao	किल	mátao	किल	PROPN	PROPN;NOM;MASC;SG;3
mátao	मारो	mátao	मार	PROPN	V;SG;FIN;ACT
mátao	मार	mátao	मार	PROPN	V;ACT
mátao	उससे	mátao	वह	PROPN	PRO;SG;3
mátao	उसको	mátao	वह	PROPN	PRO;SG;3
mátao	उसे	mátao	वह	PROPN	PRO;SG;3
ianqui	अमेरिकन	ianqui	अमेरिकन	PROPN	PROPN;NOM;MASC;SG;3
ianqui	अमेरिकी	ianqui	अमेरिकी	PROPN	PROPN;NOM;SG;3
ianqui	अमरीकी	ianqui	अमरीकी	PROPN	ADJ
detido	गिरफ्तार	deter	गिरफ्तार	V	ADJ
shirley	शर्ली	shirley	शर्ली	PROPN	PROPN;NOM;MASC;SG;3
artillería	तोपखाने	artillería	तोपखा	N	
claude	क्लॉड	claude	क्लॉड	PROPN	
ping	पिंग	ping	पिंग	PROPN	PROPN;NOM;MASC;SG;3
fodendo	साथ	foder	साथ	V	ADV;NOM;MASC;SG;3
punk	पंक	punk	पंक	N	PROPN;NOM;MASC;SG;3
jerry	जेरी	jerry	जेरी	PROPN	PROPN;NOM;MASC;SG;3
téñote	मिली	téñote	मिल	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
téñote	मिला	téñote	मिल	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
private	प्राइवेट	private	प्राइवेट	PROPN	N;NOM;MASC;SG;3
private	निजी	private	निजी	PROPN	ADJ;NOM
ángeles	लॉस	ángele	लॉस	N	PROPN;NOM;MASC;SG;3
jazz	जैज़	jazz	जैज़	PROPN	PROPN;NOM;MASC;SG;3
tocamos	खेल	tocar	खेल	V	N;NOM;MASC;SG;3
bendición	आशिर्वाद	bendición	आशिर्वाद	N	PROPN;NOM;MASC;SG;3
finanzas	वित्त	finanzas	वित्त	PROPN	PROPN;NOM;MASC;SG;3
incribles	अदभुत	incrible	अदभुत	ADJ	
incribles	अद्भुत	incrible	अद्भुत	ADJ	PROPN;NOM;MASC;SG;3
má	खराब	má	खराब	N	ADJ
má	ख़राब	má	ख़राब	N	PROPN;NOM;MASC;SG;3
gráfica	चार्ट	gráfico	चार्ट	ADJ	N;NOM;MASC;SG;3
gráfica	ग्राफ़	gráfico	ग्राफ़	ADJ	N;NOM;MASC;SG;3
gráfica	ग्राफ	gráfico	ग्राफ	ADJ	PROPN;NOM;MASC;SG;3
gráfica	आलेख	gráfico	आलेख	ADJ	N;NOM;MASC;SG;3
estudamos	अध्ययन	estudar	अध्ययन	V	N;NOM;MASC;SG;3
estudamos	पढ़ाई	estudar	पढ़ाई	V	N;NOM;FEM;SG;3
sabia	बुद्धिमानी	sabia	बुद्धिमानी	V	N;NOM;FEM;SG;3
sabia	हिकमत	sabia	हिकमत	V	N;NOM;FEM;SG;3
ollade	देखो	ollade	देखो	ADV	V;SBJV;SG;FIN;ACT
ollade	dekh	ollade	dekh	ADV	PROPN;NOM;MASC;SG;3
pensaría	सोचो	pensar	सोच	V	
existía	था	existir	था	V	V;MASC;IND;SG;PST;FIN;ACT
existía	थी	existir	था	V	V;FEM;IND;SG;PST;FIN;ACT
existía	वहाँ	existir	वहाँ	V	PRO;NOM
existía	वहां	existir	वहाँ	V	PRO;NOM
existía	वहा	existir	वह	V	
existía	वहीँ	existir	वहीँ	V	
seguise	स्टिल	seguir	स्टिल	V	
seguise	था	seguir	था	V	V;MASC;IND;SG;PST;FIN;ACT
seguise	थी	seguir	था	V	V;FEM;IND;SG;PST;FIN;ACT
decatámonos	एहसास	decatámonos	एहसास	V	N;NOM;MASC;SG;3
sos	अकेला	se	अकेला	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
sos	अकेले	se	अकेला	PROPN	V;MASC;SG;3;FIN;ACT
sos	अलोन	se	अलोन	PROPN	
sos	अपनी	se	अपना	PROPN	PRO;NOM;FEM
sos	खुद	se	खुद	PROPN	PRO;NOM
sos	स्वयं	se	स्वयं	PROPN	
sos	अपने	se	अपना	PROPN	PRO;NOM;MASC
sos	अपना	se	अपना	PROPN	PRO;NOM;MASC;SG
collelo	लें	collelo	ले	N	V;SBJV;PL;3;FIN;ACT
collelo	ले	collelo	ले	N	V;ACT
collelo	लो	collelo	ले	N	V;SBJV;SG;FIN;ACT
collede	लें	colleder	ले	PROPN	V;SBJV;PL;3;FIN;ACT
collede	ले	colleder	ले	PROPN	V;ACT
collede	लो	colleder	ले	PROPN	V;SBJV;SG;FIN;ACT
coñecedes	जानिये	coñecede	जानिया	V	PROPN;NOM;MASC;SG;3
coñecedes	जानिए	coñecede	जानिए	V	PROPN;NOM;MASC;SG;3
coñecedes	जान	coñecede	जान	V	PROPN;NOM;MASC;SG;3
coñecedes	डॉन	coñecede	डॉन	V	N;NOM;MASC;SG;3
adoitan	उन्होंने	adoitar	वह	V	PRO;SG;3;FORM
adoitan	वे	adoitar	वह	V	PRO;NOM;SG;3
adoitan	प्रायः	adoitar	प्रायः	V	ADV
supremo	सुप्रीम	supremo	सुप्रीम	N	PROPN;NOM;MASC;SG;3
supremo	सर्वोच्च	supremo	सर्वोच्च	N	PROPN;NOM;MASC;SG;3
supremo	परम्	supremo	परम्	N	
táboa	टेबल	táboa	टेबल	N	
táboa	मेज़	táboa	मेज	N	
táboa	तालिका	táboa	तालिका	N	
myriad	करोड़ों	myriad	करोड	PROPN	N;ACC;MASC;PL;3
myriad	अनगिनत	myriad	अनगिनत	PROPN	ADP
myriad	असंख्य	myriad	असंख्य	PROPN	
errada	ग़लत	errada	ग़लत	ADJ	
inesperado	अप्रत्याशित	inesperar	अप्रत्याशित	V	ADJ
inesperado	अनपेक्षित	inesperar	अनपेक्षित	V	ADJ
deunos	दी	deuno	दे	N	V;PFV;FEM;SG;V.PTCP;ACT
deunos	दिया	deuno	दे	N	V;PFV;MASC;SG;V.PTCP;ACT
madrugada	सुबह	madrugar	सुबह	V	N;NOM;FEM;SG;3
madrugada	सवेरा	madrugar	सवेरा	V	PROPN;NOM;MASC;SG;3
madrugada	morning	madrugar	morning	V	N;NOM;MASC;SG;3
baratos	सस्ता	barato	सस्ता	N	ADJ;NOM;MASC;SG
baratos	सस्ते	barato	सस्ता	N	ADJ;NOM;MASC;PL
baratos	सस्ती	barato	सस्ती	N	ADJ;NOM;FEM;SG
corporal	जिस्म	corporal	जिस्म	ADJ	N;NOM;MASC;SG;3
corporal	बॉडी	corporal	बॉडी	ADJ	N;NOM;FEM;SG;3
corporal	शरीर	corporal	शरीर	ADJ	N;NOM;MASC;SG;3
corporal	देह	corporal	देह	ADJ	
fainos	बनाओ	faino	बना	N	V;SBJV;SG;FIN;ACT
fainos	बना	faino	बन	N	V;PFV;MASC;SG;V.PTCP;ACT
aplicar	लागू	aplicar	लागू	V	ADJ
positiva	धनात्मक	positivo	धनात्मक	ADJ	N;NOM;MASC;SG;3
harvard	हार्वर्ड	harvard	हार्वर्ड	V	PROPN;NOM;MASC;SG;3
seriamente	seriously	seriamente	seriously	ADV	N;NOM;MASC;SG;3
pides	आपको	peder	आप	V	PRO;SG;2;FORM
pides	आप	peder	आप	V	PRO;NOM;SG;2;FORM
pides	तुम	peder	तुम	V	PRO;NOM;SG;3
típica	ठेठ	típico	ठेठ	ADJ	
deixara	था	deixar	था	V	V;MASC;IND;SG;PST;FIN;ACT
deixara	बायां	deixar	बायां	V	
deixara	शेष	deixar	शेष	V	ADJ
deixara	बाएं	deixar	बाएं	V	N;NOM;MASC;SG;3
deixara	बाएँ	deixar	बाएं	V	
rematan	अंत	rematar	अंत	V	N;NOM;MASC;SG;3
rematan	समाप्ति	rematar	समाप्ति	V	N;NOM;FEM;SG;3
rematan	समाप्त	rematar	समाप्त	V	ADJ
racial	दौड़	racial	दौड	ADJ	
racial	जाति	racial	जाति	ADJ	N;NOM;FEM;SG;3
racial	रेस	racial	रेस	ADJ	N;NOM;MASC;SG;3
sinxelos	सिंपल	sinxelo	सिंपल	N	
sinxelos	साधारण	sinxelo	साधारण	N	PROPN;NOM;MASC;SG;3
sinxelos	सरल	sinxelo	सरल	N	
nixeria	नाइजीरिया	nixeria	नाइजीरिया	N	PROPN;NOM;MASC;SG;3
refiro	क्या	referir	क्या	V	PRO
refiro	मतलब	referir	मतलब	V	N;NOM;MASC;SG;3
refiro	औसत	referir	औसत	V	N;NOM;MASC;SG;3
africana	अफ़्रीकी	africano	अफ़्रीकी	ADJ	N;NOM;MASC;SG;3
sábese	कोई	sábese	कोई	V	PRO;NOM;SG;3
atrapar	catch	atrapar	catch	V	
atrapar	कैच	atrapar	कैच	V	N;NOM;MASC;SG;3
morrían	उन्होंने	morrer	वह	V	PRO;SG;3;FORM
morrían	वे	morrer	वह	V	PRO;NOM;SG;3
existente	मौजूदा	existente	मौजूदा	ADJ	PROPN;NOM;MASC;SG;3
electrónica	इलेक्ट्रानिक	electrónico	इलेक्ट्रानिक	ADJ	PROPN;NOM
electrónica	इलेक्ट्रॉनिक	electrónico	इलेक्ट्रॉनिक	ADJ	N;NOM
debuxar	चित्रण	debuxar	चित्रण	V	N;NOM;MASC;SG;3
debuxar	रेखाचित्र	debuxar	रेखाचित्र	V	N;NOM;MASC;SG;3
debuxar	ड्राइंग	debuxar	ड्राइंग	V	N;NOM;FEM;SG;3
debuxar	चित्रांकन	debuxar	चित्रांकन	V	N;NOM;MASC;SG;3
debuxar	आरेखण	debuxar	आरेखण	V	N;NOM;MASC;SG;3
desesperada	बेकरार	desesperar	बेकरार	V	PROPN;NOM;MASC;SG;3
desesperada	बेताब	desesperar	बेताब	V	PROPN;NOM;MASC;SG;3
desesperada	हताश	desesperar	हताश	V	
desesperada	बेटा	desesperar	बेटा	V	N;NOM;MASC;SG;3
desesperada	लाडला	desesperar	लाडला	V	PROPN;NOM;MASC;SG;3
desesperada	सोन	desesperar	सोन	V	PROPN;NOM;FEM;SG;3
desesperada	पुत्र	desesperar	पुत्र	V	N;NOM;MASC;SG;3
desesperada	बेटे	desesperar	बेटा	V	N;NOM;MASC;SG;3
balea	व्हेल	balea	व्हेल	N	PROPN;NOM;MASC;SG;3
abren	ओपन	abren	ओपन	V	PROPN;NOM;MASC;SG;3
texas	टेक्सास	texa	टेक्सास	PROPN	PROPN;NOM;MASC;SG;3
pedazos	टुकड़े	pedazo	टुकडा	N	V;PFV;MASC;PL;V.PTCP;ACT
bici	बाइक	bici	बाइक	PROPN	N;NOM;FEM;SG;3
bici	बाईक	bici	बाईक	PROPN	
foxe	दूर	foxe	दूर	V	ADV;NOM;MASC;SG;3
minte	झूट	minte	झूट	V	
minte	झूठ	minte	झूठ	V	
lixeiramente	थोड़े	lixeiramente	थोड़ा	ADV	ADJ;ACC;MASC;SG
lixeiramente	थोड़ा	lixeiramente	थोड़ा	ADV	ADJ;NOM;MASC;SG
dixéronlle	बताया	dixéronlle	बता	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
dixéronlle	बताई	dixéronlle	बता	PROPN	V;PFV;FEM;SG;V.PTCP;ACT
dixéronlle	उन्होंने	dixéronlle	वह	PROPN	PRO;SG;3;FORM
dixéronlle	वे	dixéronlle	वह	PROPN	PRO;NOM;SG;3
atopen	उन्होंने	atopar	वह	V	PRO;SG;3;FORM
atopen	वे	atopar	वह	V	PRO;NOM;SG;3
cambialo	परिवर्तन	cambialo	परिवर्तन	PROPN	N;NOM;MASC;SG;3
cambialo	बदलाव	cambialo	बदलाव	PROPN	N;NOM;MASC;SG;3
cambialo	बदलें	cambialo	बदल	PROPN	V;SBJV;SG;FIN;ACT
fundación	फाउंडेशन	fundación	फाउंडेशन	N	PROPN;NOM;MASC;SG;3
construir	बिल्ड	construir	बिल्ड	V	
construir	निर्माण	construir	निर्माण	V	N;NOM;MASC;SG;3
construir	बिल्डिंग	construir	बिल्डिंग	V	N;NOM;FEM;SG;3
construir	भवन	construir	भवन	V	N;NOM;MASC;SG;3
tiveran	था	ter	था	V	V;MASC;IND;SG;PST;FIN;ACT
tiveran	उन्होंने	ter	वह	V	PRO;SG;3;FORM
tiveran	वे	ter	वह	V	PRO;NOM;SG;3
ainda	स्टिल	ainda	स्टिल	ADV	
usala	उपयोग	usalar	उपयोग	V	N;NOM;MASC;SG;3
optimista	आशावादी	optimista	आशावादी	ADJ	PROPN;NOM;SG;3
normalidade	सामान्यतः	normalidade	सामान्यतः	N	ADV
cadela	डॉग	cadela	डॉग	N	PROPN;NOM;MASC;SG;3
cadela	श्वान	cadela	श्वान	N	
cadela	कुतिया	cadela	कुतिया	N	
encantaríame	प्यार	encantaríame	प्यार	V	N;NOM;MASC;SG;3
encantaríame	मोहब्बत	encantaríame	मोहब्बत	V	N;NOM;FEM;SG;3
encantaríame	प्रेम	encantaríame	प्रेम	V	N;NOM;MASC;SG;3
lembrades	आपको	lembrade	आप	N	PRO;SG;2;FORM
lembrades	आप	lembrade	आप	N	PRO;NOM;SG;2;FORM
lembrades	तुम	lembrade	तुम	N	PRO;NOM;SG;3
willie	विली	willie	विली	PROPN	PROPN;NOM;MASC;SG;3
dick	डिक	dick	डिक	PROPN	PROPN;NOM;MASC;SG;3
dick	लंड	dick	लंड	PROPN	N;NOM;MASC;SG;3
howard	हावर्ड	howard	हावर्ड	PROPN	PROPN;NOM;MASC;SG;3
golpear	हड़ताल	golpear	हड़ताल	V	N;NOM;FEM;SG;3
golpear	स्ट्राइक	golpear	स्ट्राइक	V	N;NOM;MASC;SG;3
contactar	संपर्क	contactar	संपर्क	V	N;NOM;MASC;SG;3
contactar	सम्पर्क	contactar	संपर्क	V	N;NOM;MASC;SG;3
preocúpame	चिंता	preocúpame	चिंता	PROPN	N;NOM;FEM;SG;3
manexar	सम्हाल	manexar	सम्हाल	V	
manexar	हैंडल	manexar	हैंडल	V	N;NOM;MASC;SG;3
española	स्पैनिश	español	स्पैनिश	ADJ	PROPN;NOM;MASC;SG;3
española	स्पेनिश	español	स्पेनिश	ADJ	PROPN;NOM;MASC;SG;3
española	स्पेनी	español	स्पेनी	ADJ	PROPN;NOM;MASC;SG;3
xogador	जुआरी	xogador	जुआरी	N	
durmía	निद्रा	durmía	निद्रा	V	N;NOM;FEM;SG;3
durmía	नींद	durmía	नींद	V	N;NOM;FEM;SG;3
élle	केयर	élle	केयर	V	N;NOM;FEM;SG;3
élle	परवाह	élle	परवाह	V	N;NOM;FEM;SG;3
élle	वो	élle	वह	V	
élle	डॉन	élle	डॉन	V	N;NOM;MASC;SG;3
parentes	आत्मीय	parente	आत्मीय	N	PROPN;NOM;MASC;SG;3
empezaron	शुरू	empezar	शुरू	V	N;NOM;MASC;SG;3
empezaron	प्रारंभ	empezar	प्रारंभ	V	N;NOM;MASC;SG;3
empezaron	उन्होंने	empezar	वह	V	PRO;SG;3;FORM
empezaron	वे	empezar	वह	V	PRO;NOM;SG;3
estadio	एरिना	estadio	एरिना	N	PROPN;NOM;MASC;SG;3
ocuparme	लें	ocuparme	ले	PROPN	V;SBJV;PL;3;FIN;ACT
ocuparme	ले	ocuparme	ले	PROPN	V;ACT
ocuparme	लो	ocuparme	ले	PROPN	V;SBJV;SG;FIN;ACT
ocuparme	केयर	ocuparme	केयर	PROPN	N;NOM;FEM;SG;3
ocuparme	परवाह	ocuparme	परवाह	PROPN	N;NOM;FEM;SG;3
atópanse	हैं	atópanse	है	PROPN	V;IND;PL;3;PRS;FIN;ACT
fósemos	यहूद	fósemo	यहूद	V	
sinxelamente	बस	sinxelamente	बस	ADV	N;NOM;FEM;SG;3
sinxelamente	सिर्फ	sinxelamente	सिर्फ	ADV	PART
sinxelamente	बस	sinxelamente	बस	ADV	N;NOM;FEM;SG;3
sabiades	किया	sabiar	कर	N	V;PFV;MASC;SG;V.PTCP;ACT
sabiades	जानिये	sabiar	जानिया	N	PROPN;NOM;MASC;SG;3
sabiades	जानिए	sabiar	जानिए	N	PROPN;NOM;MASC;SG;3
sabiades	जान	sabiar	जान	N	PROPN;NOM;MASC;SG;3
sabiades	आपको	sabiar	आप	N	PRO;SG;2;FORM
sabiades	आप	sabiar	आप	N	PRO;NOM;SG;2;FORM
sabiades	तुम	sabiar	तुम	N	PRO;NOM;SG;3
razas	दौड़	raza	दौड	N	
razas	रेन	raza	रेन	N	
declarou	घोषित	declarar	घोषित	V	ADJ
cambiará	परिवर्तन	cambiar	परिवर्तन	V	N;NOM;MASC;SG;3
cambiará	बदलाव	cambiar	बदलाव	V	N;NOM;MASC;SG;3
catástrofe	प्रलय	catástrofe	प्रलय	N	PROPN;NOM;MASC;SG;3
descuberta	खोज	descuberta	खोज	V	N;NOM;FEM;SG;3
descuberta	डिस्कवरी	descuberta	डिस्कवरी	V	PROPN;NOM;FEM;SG;3
ímoslle	यहां	ímoslle	यहाँ	PROPN	PRO;NOM
ímoslle	यहा	ímoslle	यहा	PROPN	
ímoslle	यहाँ	ímoslle	यहाँ	PROPN	PRO;NOM
pódesme	आपको	pódesme	आप	ADV	PRO;SG;2;FORM
pódesme	आप	pódesme	आप	ADV	PRO;NOM;SG;2;FORM
pódesme	तुम	pódesme	तुम	ADV	PRO;NOM;SG;3
estarías	आपको	estar	आप	V	PRO;SG;2;FORM
estarías	आप	estar	आप	V	PRO;NOM;SG;2;FORM
estarías	तुम	estar	तुम	V	PRO;NOM;SG;3
ombro	कंधा	ombro	कंधा	N	
desesperado	बेकरार	desesperar	बेकरार	V	PROPN;NOM;MASC;SG;3
desesperado	बेताब	desesperar	बेताब	V	PROPN;NOM;MASC;SG;3
desesperado	हताश	desesperar	हताश	V	
sentenza	सजा	sentenza	सजा	N	PROPN;NOM;FEM;SG;3
construímos	निर्मित	construír	निर्मित	V	ADJ
cambiamos	परिवर्तित	cambiar	परिवर्तित	V	ADJ
cambiamos	परिवर्तन	cambiar	परिवर्तन	V	N;NOM;MASC;SG;3
cambiamos	बदलाव	cambiar	बदलाव	V	N;NOM;MASC;SG;3
entendedes	आपको	entendede	आप	V	PRO;SG;2;FORM
entendedes	आप	entendede	आप	V	PRO;NOM;SG;2;FORM
entendedes	तुम	entendede	तुम	V	PRO;NOM;SG;3
alimenta	बीज	alimentar	बीज	V	N;NOM;MASC;SG;3
feixóns	सेम	feixón	सेम	N	
eficiente	कुशल	eficiente	कुशल	ADJ	
concordo	सहमत	concordo	सहमत	V	ADJ
imaxinaba	सोचो	imaxinar	सोच	V	
naturais	कुदरती	natural	कुदरती	ADJ	
naturais	प्राकृतिक	natural	प्राकृतिक	ADJ	PROPN;NOM;SG;3
valioso	मूल्यवान	valioso	मूल्यवान	ADJ	PROPN;NOM;MASC;SG;3
caendo	नीचे	caendo	नीचे	V	ADV;NOM;MASC;SG;3
caendo	bas	caendo	bas	V	
lavadora	धुलाई	lavador	धुलाई	N	V;PFV;FEM;SG;V.PTCP;ACT
leña	वुड	leñar	वुड	N	PROPN;NOM;MASC;SG;3
leña	लकडी	leñar	लकडी	N	
deixará	आपको	deixar	आप	V	PRO;SG;2;FORM
deixará	आप	deixar	आप	V	PRO;NOM;SG;2;FORM
deixará	तुम	deixar	तुम	V	PRO;NOM;SG;3
comezos	जल्दी	comezo	जल्दी	N	ADV
xeada	तुषार	xeada	तुषार	N	PROPN;NOM;MASC;SG;3
fadas	परी	facer	परी	N	PROPN;NOM;FEM;SG;3
fadas	tale	facer	tale	N	
fadas	टेल	facer	टेल	N	
crearon	उन्होंने	crear	वह	V	PRO;SG;3;FORM
crearon	वे	crear	वह	V	PRO;NOM;SG;3
crearon	निर्मित	crear	निर्मित	V	ADJ
