το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
ρέει	روان	ρέγω	روان	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
αληθινή	حقیقی	αληθινός	حقیقی	ADJ;NOM;FEM;SG	N;SG
αληθινή	true	αληθινός	true	ADJ;NOM;FEM;SG	N;SG
τουριστικό	توریست	τουριστικός	توریست	ADJ;NOM;NEUT;SG	N;SG
τουριστικό	گردشگری	τουριστικός	گردشگری	ADJ;NOM;NEUT;SG	N;SG
τουριστικό	جهانگرد	τουριστικός	جهانگرد	ADJ;NOM;NEUT;SG	N;SG
τουριστικό	توریستی	τουριστικός	توریستی	ADJ;NOM;NEUT;SG	N;SG
τουριστικό	گردشگر	τουριστικός	گردشگر	ADJ;NOM;NEUT;SG	N;SG
αυτόματη	خودکار	αυτόματος	خودکار	ADJ;NOM;FEM;SG	N;SG
αυτόματη	اتوماتیک	αυτόματος	اتوماتیک	ADJ;NOM;FEM;SG	N;SG
αυτόματη	خودکار	αυτόματος	خودکار	ADJ;NOM;FEM;SG	N;SG
εκπαιδευτική	آموزنده	εκπαιδευτικός	None	ADJ;NOM;FEM;SG	N;SG
τουρίστες	توریست	τουρίστας	توریست	N;NOM;MASC;PL	N;SG
επικοινωνιών	مخابرات	επικοινωνία	مخابرات	N;GEN;FEM;PL	N;SG
ανωτέρω	فراز	ανωτέρω	فراز	ADV	N;SG
αβίβ	آویو	αβίβ	آویو		N;SG
πορτραίτο	پرتره	πορτρέχω	پرتره	N;NOM;NEUT;SG	ADJ;CMPR
τόνοι	تن	τόνος	تن	N;NOM;MASC;PL	N;SG
σολομώντα	سلیمان	σολομώ	سلیمان	N;GEN;FEM;PL	N;SG
σολομώντα	سولومون	σολομώ	سولومون	N;GEN;FEM;PL	N;SG
υπόγεια	زیرزمینی	υπόγεια	None	N;NOM;NEUT;PL	N;SG
υπόγεια	زیرزمین	υπόγεια	زیرزمین	N;NOM;NEUT;PL	N;SG
πάγο	یخ	πάγος	None	ADV	N;SG
πάγο	یخی	πάγος	None	ADV	ADJ
πάγο	یخبندان	πάγος	یخبند	ADV	N;SG
πάγο	آیس	πάγος	آیس	ADV	N;SG
ινδικό	سرخپوست	ινδικός	سرخپوست	ADJ;NOM;NEUT;SG	N;SG
ινδικό	هندی	ινδικός	هندی	ADJ;NOM;NEUT;SG	N;SG
λεονάρντο	لئوناردو	λεονάρντος	لئوناردو		N;SG
ενδιάμεσα	میانجی	ενδιάμεσα	میانجی	ADV	N;SG
ενδιάμεσα	واسطه	ενδιάμεσα	واسطه	ADV	N;SG
ενδιάμεσα	میانی	ενδιάμεσα	None	ADV	N;SG
ερε	epe	ερε	epe	N	
τσαντ	چاد	τσαντ	چاد		N;SG
τσαντ	چد	τσαντ	چست		N;SG
ντόναλντ	دونالد	ντόναλντ	دونالد	PROPN;NOM;MASC;SG	N;SG
καραϊβικής	کارائیب	καραϊβικός	کارائیب	ADJ;GEN;FEM;SG	N;SG
διαφωνώ	مخالفم	διαφωνώ	مخالفم	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
διαφωνώ	اختلاف	διαφωνώ	اختلاف	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
διαφωνώ	مخالف	διαφωνώ	مخالف	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
ρομπότ	رباتها	ρομπότ	ربات	N;NOM;NEUT;SG	N;PL
ρομπότ	روباتها	ρομπότ	روبات	N;NOM;NEUT;SG	N;PL
πληρεξούσιος	پیشکار	πληρεξούσιος	پیشکار	ADJ;NOM;MASC;SG	N;SG
αξιωματούχος	رسمی	αξιωματούχος	رسمی	N;NOM;MASC;SG	ADJ
κήπους	باغ	κήπος	باغ	N;ACC;MASC;PL	N;SG
κήπους	بوستان	κήπος	بوستان	N;ACC;MASC;PL	N;SG
αναμνήσεις	خاطره	ανάμνηση	خاطره	N;NOM;FEM;PL	N;SG
αναμνήσεις	حافظه	ανάμνηση	حافظه	N;NOM;FEM;PL	N;SG
υεμένη	یمن	Υεμένη	یمن	PROPN;NOM;FEM;SG	N;SG
ρικ	ریک	ρικ	ریک		N;SG
γεμάτο	بارگذاری	γεμάτος	بارگذاری	NUM;NOM;NEUT;SG	N;SG
γεμάτο	پرشده	γεμάτος	پرشده	NUM;NOM;NEUT;SG	ADJ;SG;3;V.PTCP
μάνατζερ	مدیر	μάνατζερ	مدیر	N;NOM;NEUT;PL	N;SG
φορντ	فورد	φορντ	فورد		N;SG
προπαγάνδα	تبلیغات	προπαγάνδα	تبلیغ	N;NOM;FEM;SG	N;PL
σπάνιες	نادره	σπάνιος	نادره	ADJ;NOM;FEM;PL	N;SG
σπάνιες	کمیاب	σπάνιος	کمیاب	ADJ;NOM;FEM;PL	N;SG
σπάνιες	نادر	σπάνιος	نادر	ADJ;NOM;FEM;PL	N;SG
σπάνιες	نادری	σπάνιος	نادری	ADJ;NOM;FEM;PL	N;SG
άρεσε	دوست	αρώνω	دوست	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
άρεσε	پسندید	αρώνω	پسندید	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
μυθικό	اسطورهای	μυθικός	اسطور	ADJ;NOM;NEUT;SG	N;PL
ατομικά	شخصی	ατομικά	شخص	ADV	N;SG
ατομικά	فرد	ατομικά	فرد	ADV	N;SG
ηλεκτρικά	برق	ηλεκτρικά	برق	ADV	N;SG
ηλεκτρικά	electrical	ηλεκτρικά	electrical	ADV	N;SG
ηλεκτρικά	الکتریکی	ηλεκτρικά	الکتریکی	ADV	N;SG
ηλεκτρικά	برقی	ηλεκτρικά	برق	ADV	N;SG
ηλεκτρικά	الکتریکی	ηλεκτρικά	الکتریکی	ADV	N;SG
ηλεκτρικά	الکتریک	ηλεκτρικά	الکتریک	ADV	N;SG
τζόνι	جانی	τζόνι	جانی		N;SG
γκόρντον	گوردون	γκόρντος	گوردون		N;SG
στοκχόλμη	استکهلم	στοκχόλμος	استکهلم	PROPN;NOM;FEM;SG	N;SG
νεότερα	جدیدتر	νέος	جدید	ADV;CMPR	ADJ;CMPR
άλπεις	آلپ	άλπεις	آلپ	PROPN;NOM;FEM;SG	N;SG
κομμουνιστική	کمونیست	κομμουνιστικός	None	ADJ;NOM;FEM;SG	N;SG
κομμουνιστική	کمونیستی	κομμουνιστικός	None	ADJ;NOM;FEM;SG	N;SG
βόρειος	شمالی	βόρειος	شمالی	ADJ;NOM;MASC;SG	N;SG
βόρειος	شمال	βόρειος	شمال	ADJ;NOM;MASC;SG	N;SG
αέρας	هوایی	αέρας	هوایی	N;NOM;MASC;SG	ADJ
ενδεικτική	دال	ενδεικτικός	دال	ADJ;NOM;FEM;SG	
νις	nis	νις	nis		N;SG
αντίπαλοι	رقیب	αντίπαλος	رقیب	ADJ;NOM;MASC;PL	N;SG
αντίπαλοι	رقبای	αντίπαλος	رقیب	ADJ;NOM;MASC;PL	N;PL
αντίπαλοι	مخالفان	αντίπαλος	مخالف	ADJ;NOM;MASC;PL	N;PL
αναπαριστά	معرف	αναπαριστώ	None	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
κάθετα	عمودی	κάθετα	عمودی	ADV	N;SG
συνταγματικό	مشروطه	συνταγματικός	None	ADJ;NOM;NEUT;SG	N;SG
συμφώνησαν	موافقت	συμφωνώ	موافقت	V;PFV;IND;PL;3;PST;FIN;ACT	N;SG
συμφώνησαν	موافق	συμφωνώ	موافق	V;PFV;IND;PL;3;PST;FIN;ACT	N;SG
συμφώνησαν	توافق	συμφωνώ	توافق	V;PFV;IND;PL;3;PST;FIN;ACT	N;SG
σολ	سول	σολ	سول		N;SG
σολ	sol	σολ	sol		
σολ	سل	σολ	سل		N;SG
σολ	ساول	σολ	ساول		N;SG
ασφαλή	ایمن	ασφαλής	None	ADJ;NOM;FEM;SG	N;SG
ασφαλή	امان	ασφαλής	امان	ADJ;NOM;FEM;SG	N;SG
ασφαλή	امن	ασφαλής	None	ADJ;NOM;FEM;SG	N;SG
λουλούδια	گل	λουλούδι	گل	N;NOM;NEUT;PL	N;SG
φάρος	بیکون	φάρος	بیکون	N;NOM;MASC;SG	
καύσιμα	سوخت	καύσιμα	سوخت	N;NOM;NEUT;PL	N;SG
λανθασμένη	نادرست	λανθάζω	نادرست	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
διπλωματική	دیپلماتیک	διπλωματικός	دیپلماتیک	ADJ;NOM;FEM;SG	N;SG
κενά	شکاف	κενό	شکاف	N;NOM;NEUT;PL	N;SG
έλενα	هلنا	λένω	هلنا	PROPN;NOM;FEM;SG	N;SG
έλενα	الینا	λένω	الینا	PROPN;NOM;FEM;SG	N;SG
έλενα	النا	λένω	النا	PROPN;NOM;FEM;SG	N;SG
ουσιαστικό	اسم	ουσιαστικός	اسم	ADJ;NOM;NEUT;SG	N;SG
ουσιαστικό	موصوف	ουσιαστικός	موصوف	ADJ;NOM;NEUT;SG	N;SG
κυκλική	چرخهای	κυκλικός	چرخ	ADJ;NOM;FEM;SG	N;PL
κυκλική	دایره	κυκλικός	دایره	ADJ;NOM;FEM;SG	N;SG
συμβουλές	پند	συμβουλής	پند	N;NOM;FEM;PL	N;SG
συμβουλές	نصیحت	συμβουλής	نصیحت	N;NOM;FEM;PL	N;SG
δημοσιεύει	انتشار	δημοσιεύω	انتشار	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
μπελ	بل	μπελ	بل		
μπελ	ناقوس	μπελ	ناقوس		N;SG
μπελ	زنگ	μπελ	زنگ		N;SG
μπελ	بل	μπελ	بل		
παρεμβάσεις	دخالت	παρέμβαση	دخالت	N;NOM;FEM;PL	N;SG
παρεμβάσεις	مداخله	παρέμβαση	مداخله	N;NOM;FEM;PL	N;SG
αλληλογραφία	مکاتبات	αλληλογραφία	مکاتبه	N;NOM;FEM;SG	N;PL
μπριτάνικα	بریتانیکا	μπριτάνικος	بریتانیکا	PROPN;NOM;FEM;SG	N;SG
αμπού	ابو	αμπού	None		N;SG
εξαιρετικές	استثنایی	εξαιρετικός	استثنایی	ADJ;NOM;FEM;PL	N;SG
εξαιρετικές	استثنائی	εξαιρετικός	استثنائی	ADJ;NOM;FEM;PL	N;SG
πυραύλων	موشک	πύραυλος	موشک	N;GEN;MASC;PL	N;SG
πυραύλων	موشکی	πύραυλος	موشکی	N;GEN;MASC;PL	N;SG
φωτεινή	مبین	φωτεινός	مبین	ADJ;NOM;FEM;SG	N;SG
βιομηχανικό	صنعتی	βιομηχανικός	صنعتی	ADJ;NOM;NEUT;SG	N;SG
γενεύη	ژنو	γενεύη	ژنو	PROPN;ACC;FEM;SG	N;SG
καλλιτεχνικά	هنرمندی	καλλιτεχνικά	هنرمند	ADV	N;SG
ικανό	توانایی	ικανός	توانایی	ADJ;NOM;NEUT;SG	N;SG
ικανό	لایق	ικανός	لایق	ADJ;NOM;NEUT;SG	N;SG
ικανό	توانا	ικανός	None	ADJ;NOM;NEUT;SG	N;SG
ψάρι	ماهیان	ψάρι	ماهیان	N;NOM;NEUT;SG	N;PL
χαμηλότερα	پایینی	χαμηλά	پایینی	ADV;CMPR	N;SG
αρχαιολόγοι	archaeologists	αρχαιολόγος	archaeologists	ADJ;NOM;MASC;PL	N;SG
λάνκα	لانکا	λάνκα	لانکا		N;SG
κβαντική	کوانتوم	κβαντικός	کوانتوم	ADJ;NOM;FEM;SG	N;SG
κβαντική	کوانتومی	κβαντικός	کوانتومی	ADJ;NOM;FEM;SG	N;SG
κένυα	کنیا	κένυα	کنیا	PROPN;NOM;FEM;SG	N;SG
επιβλήθηκε	تحمیل	επιβάλλω	None	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
ανεξάρτητοι	independents	ανεξάρτητος	independents	ADJ;NOM;MASC;PL	N;SG
αμερικάνικο	امریکایی	Αμερικάνικος	None	ADJ;NOM;NEUT;SG	N;SG
αμερικάνικο	امریکن	Αμερικάνικος	None	ADJ;NOM;NEUT;SG	N;SG
αμερικάνικο	آمریکن	Αμερικάνικος	آمریکن	ADJ;NOM;NEUT;SG	N;SG
βαλκανίων	بالکان	βαλκάνια	بالک	N;GEN;NEUT;PL	N;SG
τανζανία	تانزانیا	τανζανία	تانزانیا	PROPN;ACC;FEM;SG	N;SG
ακραία	افراطی	ακραίος	افراطی	ADV	N;SG
διατίθεται	موجود	διαθέτω	موجود	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
ταξιαρχία	الرسول	ταξιαρχία	الرسول	N;ACC;FEM;SG	
εξερεύνηση	اکتشافات	εξερεύνηση	اکتشاف	N;ACC;FEM;SG	N;PL
θεοδώρα	تئودورا	θεοδώρα	تئودورا	PROPN;NOM;FEM;SG	N;SG
αλφόνσο	آلفونسو	αλφόνσο	آلفونسو		N;SG
αντίγκουα	آنتیگوا	αντίγκω	آنتیگوا	PROPN;NOM;FEM;SG	N;SG
γαβριήλ	گابریل	γαβριήλ	گابریل	PROPN;NOM;MASC;SG	N;SG
γαβριήλ	جبرئیل	γαβριήλ	جبرئیل	PROPN;NOM;MASC;SG	N;SG
λόρενς	لاورنس	λόρης	لاورنس	PROPN;NOM;FEM;SG	N;SG
λούντβιχ	لودویگ	λούντβιχ	لودویگ	PROPN;NOM;MASC;SG	N;SG
παρών	حاضر	παράνω	حاضر	N;NOM;MASC;SG	ADJ
τσε	che	τσε	che		
τετράγωνα	بلوک	τετράγωνος	بلوک	ADV	N;SG
τετράγωνα	بلوکهای	τετράγωνος	بلوک	ADV	N;SG
όλιβερ	اولیور	όλιβερ	اولیور	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
όλιβερ	الیور	όλιβερ	الیور	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
αραβικό	عرب	αραβικός	عرب	ADJ;NOM;NEUT;SG	N;SG
αραβικό	عربها	αραβικός	عرب	ADJ;NOM;NEUT;SG	N;PL
αραβικό	عربی	αραβικός	عربی	ADJ;NOM;NEUT;SG	N;SG
αραβικό	تازی	αραβικός	تازی	ADJ;NOM;NEUT;SG	N;SG
αραβικό	عربی	αραβικός	عربی	ADJ;NOM;NEUT;SG	N;SG
αραβικό	عربستان	αραβικός	عربستان	ADJ;NOM;NEUT;SG	N;SG
μολδαβία	مولداوی	μολδαβία	مولداوی	PROPN;ACC;FEM;SG	N;SG
ριχάρδος	ریچارد	ριχάρδος	ریچارد	PROPN;NOM;MASC;SG	N;SG
κιμ	کیم	κιμ	کرد#کن	PROPN;NOM;MASC;SG	N;SG
κιμ	kim	κιμ	kim	PROPN;NOM;MASC;SG	N;SG
κοιλιά	بلی	κοιλιός	بلی	N;NOM;FEM;SG	
μπάρι	باری	μπάρι	بار		N;SG
προσφέροντας	پیشکش	προσφέρω	پیشکش	V;IPFV;V.CVB;ACT	N;SG
προσφέροντας	تعارف	προσφέρω	None	V;IPFV;V.CVB;ACT	N;SG
προσφέροντας	پیشنهاد	προσφέρω	پیشنهاد	V;IPFV;V.CVB;ACT	N;SG
ακουστική	آکوستیک	ακουστικός	آکوستیک	ADJ;NOM;FEM;SG	N;SG
ακουστική	آکوستیک	ακουστικός	آکوستیک	ADJ;NOM;FEM;SG	N;SG
πολωνική	لهستانی	πολωνικός	لهستانی	ADJ;NOM;FEM;SG	N;SG
πέδρο	پدرو	πέδρο	پدرو		N;SG
μύθοι	افسانه	μύθος	افسانه	N;NOM;MASC;PL	N;SG
υψηλότερα	بالاتری	ψηλά	بالا	ADV;CMPR	ADJ;CMPR
υψηλότερα	بالاتر	ψηλά	بالا	ADV;CMPR	ADJ;CMPR
παρουσιάστηκαν	عرضه	παρουσιάζω	عرضه	V;PFV;IND;PL;3;PST;FIN;PASS	N;SG
μέτρια	متوسط	μέτρι	متوسط	N;NOM;FEM;SG	ADJ
συνταγματική	مشروطه	συνταγματικός	None	ADJ;NOM;FEM;SG	N;SG
μάζες	توده	μάζη	None	N;NOM;FEM;PL	N;SG
δορυφόρο	ماهوارهای	δορυφόρο	ماهوار	N;ACC;MASC;SG	N;PL
στροφές	سرعت	στροφή	سرعت	N;NOM;FEM;PL	N;SG
συνδεδεμένη	متصل	συνδέδω	متصل	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ
συνδεδεμένη	پیوند	συνδέδω	پیوند	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
αναφέρω	یادی	αναφέρω	یادی	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
χασάν	حسن	χάσα	حسن		N;SG
χασάν	حسن	χάσα	حسن		N;SG
εκτελέστηκαν	اعدام	εκτελώ	None	V;PFV;IND;PL;3;PST;FIN;PASS	N;SG
ηλέκτρα	الکترا	ηλέκτρα	الکترا	PROPN;NOM;FEM;SG	N;SG
ηλέκτρα	الکترا	ηλέκτρα	الکترا	PROPN;NOM;FEM;SG	N;SG
ραούλ	رائول	ραούλ	رائول	PROPN;NOM;MASC;SG	N;SG
ραούλ	راهول	ραούλ	راهول	PROPN;NOM;MASC;SG	N;SG
κυκλάδες	سیکلدیز	κυκλάδα	سیکلدیز	PROPN;NOM;FEM;PL	N;SG
δον	دان	δον	آن	N;NOM;MASC;SG	
μποτσουάνα	بوتسوانا	μποτσουάνα	بوتسوانا		N;PL
τσάρλι	چارلی	τσάρλι	چارلی	PROPN;NOM;MASC;SG	N;SG
πύργοι	برج	πύργος	برج	N;NOM;MASC;PL	N;SG
μεμονωμένα	شخصی	μεμονωμένος	شخص	ADV	N;SG
μεμονωμένα	فرد	μεμονωμένος	فرد	ADV	N;SG
στράτευμα	سربازان	στράτευμα	سرباز	N;NOM;NEUT;SG	N;PL
μαχητικά	مبارزان	μαχητικά	None	ADV	N;PL
αιχμάλωτος	زندانی	αιχμάλωτος	زندانی	ADJ;NOM;MASC;SG	N;SG
αιχμάλωτος	اسیر	αιχμάλωτος	اسیر	ADJ;NOM;MASC;SG	N;SG
αιχμάλωτος	اسیر	αιχμάλωτος	اسیر	ADJ;NOM;MASC;SG	N;SG
αιχμάλωτος	اسیر	αιχμάλωτος	اسیر	ADJ;NOM;MASC;SG	N;SG
αντίποινα	قصاص	αντίποινο	None	N;NOM;NEUT;PL	N;SG
ενηλίκων	بزرگسال	ενήλικος	بزرگسال	N;GEN;NEUT;PL	N;SG
ενηλίκων	بالغ	ενήλικος	بالغ	N;GEN;NEUT;PL	ADJ
ενηλίκων	بزرگسال	ενήλικος	بزرگسال	N;GEN;NEUT;PL	N;SG
αυστριακό	اتریش	αυστριακός	اتریش	ADJ;NOM;NEUT;SG	N;SG
αυστριακό	اتریشی	αυστριακός	اتریشی	ADJ;NOM;NEUT;SG	N;SG
τέλεια	perfect	τέλεια	perfect	ADJ;NOM;FEM;SG	N;SG
τέλεια	پرفکت	τέλεια	پرفکت	ADJ;NOM;FEM;SG	N;SG
τέλεια	عالیه	τέλεια	عالیه	ADJ;NOM;FEM;SG	N;SG
ισότητα	برابر	ισότητα	برابر	N;ACC;FEM;SG	ADP
ίκαρος	ایکاروس	ίκαρος	ایکاروس	PROPN;NOM;MASC;SG	N;SG
αλγερίας	الجزایر	αλγερία	الجزایر	PROPN;GEN;FEM;SG	N;SG
κολούμπια	کلمبیا	κολούμπιος	کلمبیا	PROPN;NOM;FEM;SG	N;SG
εγκεφαλικό	نوازش	εγκεφαλικός	نوازش	ADJ;NOM;NEUT;SG	N;SG
εγκεφαλικό	سکته	εγκεφαλικός	سکته	ADJ;NOM;NEUT;SG	N;SG
αλαμπάμα	آلاباما	αλαμπάμα	None		N;SG
σύνορο	مرزبانی	σύνορο	مرزبانی	N;NOM;NEUT;SG	N;PL
λειτουργική	تابعی	λειτουργικός	تابعی	ADJ;NOM;FEM;SG	N;SG
λειτουργική	عملیاتی	λειτουργικός	عملیاتی	ADJ;NOM;FEM;SG	N;PL
κρίσεις	تشنج	κρίση	تشنج	N;NOM;FEM;PL	N;SG
πωλήσεων	فروش	πώληση	فروش	N;GEN;FEM;PL	N;SG
γκαρντ	گار	γκαρντ	گار		
μιγκέλ	میگل	μιγκέλ	میگل		N;SG
μιγκέλ	میگوئل	μιγκέλ	میگوئل		N;SG
ρούντολφ	رودولف	ρούντολφ	رودولف	PROPN;NOM;MASC;SG	N;SG
ρούντολφ	رودولف	ρούντολφ	رودولف	PROPN;NOM;MASC;SG	N;SG
πήτερ	پتر	πήτερ	پتر		N;SG
πήτερ	پیتر	πήτερ	پیتر		N;SG
πήτερ	پطرس	πήτερ	پطرس		N;SG
κοπεγχάγη	کپنهاگ	κοπεγχάγη	کپنهاگ	PROPN;ACC;FEM;SG	N;SG
δίσκοι	رکوردز	δίσκος	رکوردز	N;NOM;MASC;PL	N;SG
βενεζουέλας	ونزوئلا	βενεζουέλα	ونزوئلا	PROPN;GEN;FEM;SG	N;SG
βενεζουέλας	ونزوئلا	βενεζουέλα	ونزوئلا	PROPN;GEN;FEM;SG	N;SG
έσπασε	شکسته	σπάω	شکسته	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;SG;3;V.PTCP
έσπασε	ورشکسته	σπάω	ورشکسته	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ
παναμά	پاناما	παναμύς	پاناما	PROPN;NOM;NEUT;SG	N;SG
λιγότερες	less	λίγος	less	ADJ;NOM;CMPR;FEM;PL	N;SG
αλκοόλ	الکل	αλκοόλ	None		N;SG
τόνο	تون	τόνος	تون	N;ACC;MASC;SG	
ρίτσι	ریسی	ρίτσι	ریسی		N;SG
άλεξ	الکس	άλεξ	الکس		N;SG
άλεξ	آلکس	άλεξ	آلکس		N;SG
μαχητές	مبارزین	μαχητός	مبارزین	ADJ;NOM;MASC;PL	N;PL
μαχητές	جنگجویان	μαχητός	جنگجوی	ADJ;NOM;MASC;PL	N;PL
μαχητές	مبارزان	μαχητός	None	ADJ;NOM;MASC;PL	N;PL
αποκτήθηκε	بدست	αποκτώ	بدست	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
αποκτήθηκε	اکتسابی	αποκτώ	اکتسابی	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
υγιεινής	بهداشت	υγιεινής	بهداشت	ADJ;GEN;FEM;SG	N;SG
μοντάζ	مونتاژ	μοντάζ	None		N;SG
μοντάζ	تدوین	μοντάζ	تدوین		N;SG
μοντάζ	ویرایش	μοντάζ	ویرایش		N;SG
μηχανικοί	مکانیک	μηχανικός	مکانیک	ADJ;NOM;MASC;PL	N;SG
μηχανικοί	مهندسان	μηχανικός	مهندس	ADJ;NOM;MASC;PL	N;PL
μηχανικοί	مهندسین	μηχανικός	مهندس	ADJ;NOM;MASC;PL	N;PL
μηχανικοί	کارشناسان	μηχανικός	کارشناس	ADJ;NOM;MASC;PL	N;PL
λατ	لات	λατ	لات		N;SG
ενέκρινε	تأیید	εγκρίνω	تأیید	V;IPFV;IND;SG;3;PST;FIN;ACT	N;SG
μασσαλία	مارسی	μασσαλία	مارسی	PROPN;ACC;FEM;SG	N;SG
μασσαλία	مارسی	μασσαλία	مارسی	PROPN;ACC;FEM;SG	N;SG
αλλα	غیره	αλλα	غیره	ADV	N;SG
αλλα	ولی	αλλα	ولی	ADV	CONJ
αλλα	اما	αλλα	اما	ADV	CONJ
σθένος	ویگور	σθένος	ویگور	N;NOM;NEUT;SG	
ασημένια	نقره	ασημένιος	نقره	ADV	N;SG
ασημένια	سیمین	ασημένιος	سیمین	ADV	N;SG
ασημένια	سیلور	ασημένιος	سیلور	ADV	N;SG
κατάρτιση	تمرینات	κατάρτιση	تمرینه	N;ACC;FEM;SG	N;PL
κατάρτιση	آموزشی	κατάρτιση	آموزشی	N;ACC;FEM;SG	ADJ
κάι	کای	κάι	کا		
απολύθηκε	اخراج	απολύω	اخراج	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
ανακάλυψαν	کشف	ανακαλύπτω	کشف	V;PFV;IND;PL;3;PST;FIN;ACT	N;SG
αγαπημένο	محبوب	αγαπημένος	محبوب	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;SG
ρομπέρτο	روبرتو	ρομπέρτο	روبرتو		N;SG
πάτρικ	پاتریک	πάτρικ	پاتریک		N;SG
κούπερ	کوپر	κούπερ	کوپر		N;SG
ρούμπενς	روبنس	ρούμπενς	روبنس		N;SG
τάφους	گریوز	τάφος	گریوز	N;NOM;MASC;PL	N;SG
κατοικείται	سکونت	κατοικώ	سکونت	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
ντιν	دین	ντιν	دین		N;SG
διορθώσεις	اصلاح	διορθώση	اصلاح	N;NOM;FEM;PL	N;SG
μαρόκου	مراکش	μάροκος	مراکش		N;SG
διαφορών	مجادله	διαφορά	مجادله	N;GEN;FEM;PL	N;SG
μιανμάρ	میانمار	μιανμάρ	میانمار		N;SG
προσφέρεται	امانت	προσφέρω	امانت	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
ταϊλάνδη	تایلند	ταϊλάνδη	None		N;SG
ρόδος	رودز	ρόδος	رودز	PROPN;NOM;FEM;SG	N;SG
φάρμακο	داروها	φάρμακο	دارو	N;NOM;NEUT;SG	N;PL
εκτελέσει	اجرا	εκτελώ	اجرا	V;PFV;IND;SG;3;FIN;ACT	N;SG
αιχμάλωτοι	اسیرانی	αιχμάλωτος	اسیرانی	ADJ;NOM;MASC;PL	N;SG
αιχμάλωτοι	اسیری	αιχμάλωτος	اسیری	ADJ;NOM;MASC;PL	N;SG
αιχμάλωτοι	زندانیان	αιχμάλωτος	زندانی	ADJ;NOM;MASC;PL	N;PL
χάμιλτον	همیلتون	χάμιλτον	همیلتون	PROPN;NOM;FEM;SG	N;SG
ουδέτερη	بیطرف	ούδετερος	بیطرف	ADJ;NOM;FEM;SG	N;SG
ουδέτερη	خنثی	ούδετερος	None	ADJ;NOM;FEM;SG	N;SG
ευγενής	بزرگوار	ευγενής	بزرگوار	ADJ;NOM;MASC;SG	N;SG
ευγενής	نوبل	ευγενής	نوبل	ADJ;NOM;MASC;SG	N;SG
ευγενής	اصیل	ευγενής	None	ADJ;NOM;MASC;SG	N;SG
ευγενής	نجیب	ευγενής	نجیب	ADJ;NOM;MASC;SG	N;SG
τιμόρ	تیمور	τιμόρ	تیمور		N;SG
ορυχεία	معدن	ορυχεία	None	N;NOM;NEUT;PL	N;SG
ράιτ	رایت	ράιτ	رایت		N;SG
κλασσική	کلاسیک	κλασσικός	کلاسیک	ADJ;NOM;FEM;SG	N;SG
πόντοι	امتیاز	πόντος	امتیاز	N;NOM;MASC;PL	N;SG
πρωσία	پروس	πρωσία	پروس	PROPN;ACC;FEM;SG	N;SG
συχνότητες	فرکانس	συχνότητα	فرکانس	N;NOM;FEM;PL	N;SG
ανταγωνισμού	رقابتهای	ανταγωνισμός	رقابت	N;GEN;MASC;SG	N;PL
ανταγωνισμού	رقابتها	ανταγωνισμός	رقابت	N;GEN;MASC;SG	N;PL
μπενίν	بنین	μπενίν	بنین		N;SG
πορτογαλική	پرتغال	πορτογαλικός	پرتغال	ADJ;NOM;FEM;SG	N;SG
πορτογαλική	پرتغالی	πορτογαλικός	پرتغالی	ADJ;NOM;FEM;SG	N;SG
πορτογαλική	پرتقالی	πορτογαλικός	پرتقالی	ADJ;NOM;FEM;SG	N;SG
στέφαν	استفن	στέφαν	استفن		N;SG
στέφαν	اشتفان	στέφαν	اشتف		N;SG
στέφαν	stefan	στέφαν	None		N;SG
στέφαν	استیفن	στέφαν	استیفن		N;SG
ινδονησίας	اندونزیایی	ινδονησία	اندونزیایی	PROPN;GEN;FEM;SG	N;SG
ινδονησίας	اندونزی	ινδονησία	اندونزی	PROPN;GEN;FEM;SG	N;SG
κάμπελ	کمپل	κάμπελ	کمپل		N;SG
κάμπελ	کمپبل	κάμπελ	کمپبل		N;SG
κάμπελ	کمبل	κάμπελ	کمبل		N;SG
