que	cela	que	cela	CONJ	PRO;SG
designados	nommés	designado	nommer	ADJ;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
gótico	gothiques	gótico	gothique	ADJ;MASC;SG	ADJ;MASC;PL
gótico	gothiques	gótico	gothique	ADJ;MASC;SG	ADJ;MASC;PL
cima	haut	cima	haut	N;FEM;SG	ADJ;MASC;SG
elevado	élevées	elevado	élever	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
elevado	élevée	elevado	élever	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
elevado	élevés	elevado	élevé	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
vázquez	vasquez	vázquez	vasquer	N;MASC;SG	PROPN
vázquez	vázquez	vázquez	vázquer	N;MASC;SG	PROPN
vázquez	vazquez	vázquez	vazquer	N;MASC;SG	PROPN
della	délia	della	délier	N	PROPN
della	della	della	della	N	PROPN
soviético	soviet	soviético	soviet	ADJ;MASC;SG	N;MASC;SG
soviético	soviétiques	soviético	soviétique	ADJ;MASC;SG	ADJ;MASC;PL
rubén	ruben	rubén	ruben	PROPN	N;MASC;SG
rubén	rubén	rubén	rubén	PROPN	PROPN
rubén	reuben	rubén	reuben	PROPN	N;MASC;SG
rubén	ruben	rubén	ruben	PROPN	N;MASC;SG
rubén	ruben	rubén	ruben	PROPN	N;MASC;SG
anthony	anthony	anthony	anthony	PROPN	PROPN
anthony	antoine	anthony	antoine	PROPN	N;MASC;SG
pos	pos	pos	pos		ADJ;MASC;SG
heavy	lourde	heavy	lourd	N;MASC;SG	ADJ;FEM;SG
heavy	lourd	heavy	lourd	N;MASC;SG	ADJ;MASC;SG
heavy	lourds	heavy	lourd	N;MASC;SG	ADJ;MASC;PL
silencio	chut	silencio	chut	N;MASC;SG	INTJ
silencio	silencieuse	silencio	silencieux	N;MASC;SG	ADJ;FEM;SG
silencio	tranquille	silencio	tranquille	N;MASC;SG	ADJ;MASC;SG
silencio	calme	silencio	calme	N;MASC;SG	ADJ;MASC;SG
silencio	silencieux	silencio	silencieux	N;MASC;SG	ADJ;MASC;SG
silencio	silences	silencio	silence	N;MASC;SG	N;MASC;PL
silencio	silencieuse	silencio	silencieux	N;MASC;SG	ADJ;FEM;SG
silencio	muet	silencio	muet	N;MASC;SG	ADJ;MASC;SG
silencio	silencieux	silencio	silencieux	N;MASC;SG	ADJ;MASC;SG
silencio	silencieuses	silencio	silencieux	N;MASC;SG	ADJ;FEM;PL
trofeo	trophées	trofeo	trophée	N;MASC;SG	N;MASC;PL
ocupado	occupé	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
ocupado	occupés	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
ocupado	occupée	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
ocupado	occupé	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
ocupado	occupés	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
ocupado	occupées	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
ocupado	occupée	ocupado	occuper	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
arqueológico	archéologiques	arqueológico	archéologique	ADJ;MASC;SG	ADJ;MASC;PL
arqueológico	archéologiques	arqueológico	archéologique	ADJ;MASC;SG	ADJ;MASC;PL
pobres	pauvre	pobre	pauvre	N;PL	ADJ;MASC;SG
pobres	médiocre	pobre	médiocre	N;PL	ADJ;MASC;SG
pobres	pauvres	pobre	pauvre	N;PL	ADJ;MASC;PL
reconstrucción	reconstruire	reconstrucción	reconstruire	N;FEM;SG	V;NFIN
reconstrucción	rebâtir	reconstrucción	rebâtir	N;FEM;SG	V;NFIN
reconstrucción	reconstruire	reconstrucción	reconstruire	N;FEM;SG	V;NFIN
tratados	traités	tratado	traiter	ADJ;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
particulares	particuliers	particular	particulier	ADJ;PL	N;MASC;PL
particulares	individus	particular	individu	ADJ;PL	N;MASC;PL
presa	proies	presa	proie	N;FEM;SG	N;FEM;PL
oportunidades	opportunité	oportunidad	opportunité	N;FEM;PL	N;FEM;SG
nevada	nevada	nevada	nevada	N;FEM;SG	PROPN
usados	utilisées	usado	utiliser	ADJ;MASC;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
usados	utilisé	usado	utiliser	ADJ;MASC;PL;V.PTCP	V;MASC;SG;PST;V.PTCP
usados	utilisés	usado	utiliser	ADJ;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
usados	utilisée	usado	utiliser	ADJ;MASC;PL;V.PTCP	V;FEM;SG;PST;V.PTCP
calderón	calderón	calderón	calderón	N;MASC;SG	PROPN
calderón	calderón	calderón	calderón	N;MASC;SG	PROPN
calderón	calderon	calderón	calderon	N;MASC;SG	PROPN
percusión	percussions	percusión	percussion	N;FEM;SG	N;FEM;PL
circular	circulaire	circular	circulaire	V;NFIN	ADJ;MASC;SG
circular	circulaires	circular	circulaire	V;NFIN	ADJ;MASC;PL
lobo	lobo	lobo	lobo	N;MASC;SG	PROPN
lobo	loups	lobo	loup	N;MASC;SG	N;MASC;PL
lobo	wolf	lobo	wolf	N;MASC;SG	PROPN
móvil	mobile	móvil	mobile	N;SG	ADJ;MASC;SG
móvil	portable	móvil	portable	N;SG	ADJ;MASC;SG
dividida	divisé	dividido	diviser	ADJ;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
dividida	divisée	dividido	diviser	ADJ;FEM;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
dividida	divisées	dividido	diviser	ADJ;FEM;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
dividida	divisés	dividido	diviser	ADJ;FEM;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
dividida	diviser	dividido	diviser	ADJ;FEM;SG;V.PTCP	V;NFIN
dividida	scinder	dividido	scinder	ADJ;FEM;SG;V.PTCP	V;NFIN
dividida	split	dividido	split	ADJ;FEM;SG;V.PTCP	N;MASC;SG
dividida	scission	dividido	scission	ADJ;FEM;SG;V.PTCP	N;FEM;SG
víctima	vic	víctima	vic	N;FEM;SG	PROPN
incremento	augmenter	incremento	augmenter	N;MASC;SG	V;NFIN
incremento	accroître	incremento	accroître	N;MASC;SG	V;NFIN
teología	théologique	teología	théologique	N;FEM;SG	ADJ;MASC;SG
teología	théologique	teología	théologique	N;FEM;SG	ADJ;MASC;SG
ambiental	ambiance	ambiental	ambiance	ADJ;SG	N;FEM;SG
cultivos	récolte	cultivo	récolte	N;MASC;PL	N;FEM;SG
considerados	considérée	considerado	considérer	ADJ;MASC;PL;V.PTCP	V;FEM;SG;PST;V.PTCP
considerados	considéré	considerado	considérer	ADJ;MASC;PL;V.PTCP	V;MASC;SG;PST;V.PTCP
considerados	considérées	considerado	considérer	ADJ;MASC;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
considerados	considérés	considerado	considérer	ADJ;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
gusto	goûter	gusto	goûter	N;MASC;SG	V;NFIN
gusto	gouter	gusto	gouter	N;MASC;SG	V;NFIN
gusto	gusto	gusto	gusto	N;MASC;SG	PROPN
gimnasia	gymnastique	gimnasia	gymnastique	N;FEM;SG	ADJ;MASC;SG
refugio	abris	refugio	abri	N;MASC;SG	N;MASC;PL
automóvil	voitures	automóvil	voiture	N;MASC;SG	N;FEM;PL
automóvil	automobile	automóvil	automobile	N;MASC;SG	ADJ;MASC;SG
renuncia	démissionner	renuncia	démissionner	N;FEM;SG	V;NFIN
jugado	joués	jugado	jouer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
jugado	jouées	jugado	joué	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
jugado	jouée	jugado	jouer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
jugado	joué	jugado	jouer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
filósofo	philosophes	filósofo	philosophe	N;MASC;SG	N;MASC;PL
rasgos	caractéristiques	rasgo	caractéristique	N;MASC;PL	ADJ;FEM;PL
cantar	chant	cantar	chant	V;NFIN	N;MASC;SG
pino	pino	pino	pino	N;MASC;SG	PROPN
incorporó	incorporés	incorporar	incorporer	V;IND;SG;3;PST;FIN	V;MASC;PL;PST;V.PTCP
incorporó	incorporées	incorporar	incorporer	V;IND;SG;3;PST;FIN	V;FEM;PL;PST;V.PTCP
sofía	sofia	sofer	sofia	N;FEM;SG	PROPN
sofía	sophia	sofer	sophia	N;FEM;SG	PROPN
lucía	lucía	lucir	lucía	V;IND;SG;3;IPFV;FIN	PROPN
lucía	lucie	lucir	lucie	V;IND;SG;3;IPFV;FIN	PROPN
lucía	lucy	lucir	lucy	V;IND;SG;3;IPFV;FIN	PROPN
lucía	lucie	lucir	lucie	V;IND;SG;3;IPFV;FIN	PROPN
lucía	lucia	lucir	lucia	V;IND;SG;3;IPFV;FIN	PROPN
antioquia	antioquia	antioquia	antioquia	N;FEM;SG	PROPN
ortega	ortega	ortegar	ortega	PROPN	N;MASC;SG
águila	eagle	águila	eagle	N;FEM;SG	PROPN
registrado	enregistrées	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
registrado	enregistrée	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
registrado	enregistrés	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
registrado	enregistré	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
registrado	enregistrée	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
registrado	inscrits	registrado	inscrire	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
registrado	enregistrés	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
registrado	enregistré	registrado	enregistrer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
registrado	inscrit	registrado	inscrire	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cabello	cheveux	cabello	cheveu	N;MASC;SG	N;MASC;PL
mix	mélanger	mix	mélanger	N	V;NFIN
permiso	permis	permiso	permettre	N;MASC;SG	V;MASC;SG;PST;V.PTCP
musulmanes	musulman	musulmán	musulman	N;MASC;PL	ADJ;MASC;SG
musulmanes	musulmane	musulmán	musulman	N;MASC;PL	ADJ;FEM;SG
musulmanes	musulman	musulmán	musulman	N;MASC;PL	ADJ;MASC;SG
two	two	two	two	PROPN	PROPN
two	deux	two	deux	PROPN	NUM
andy	andy	andy	andy	PROPN	PROPN
testamento	will	testamento	will	N;MASC;SG	PROPN
testamento	fera	testamento	faire	N;MASC;SG	V;IND;SG;3;FUT;FIN
testamento	sera	testamento	être	N;MASC;SG	V;IND;SG;3;FUT;FIN
alfred	alfred	alfred	alfred	PROPN	N;MASC;SG
cortos	courte	corto	court	ADJ;MASC;PL	ADJ;FEM;SG
cortos	court	corto	court	ADJ;MASC;PL	ADJ;MASC;SG
cortos	short	corto	short	ADJ;MASC;PL	N;MASC;SG
cortos	shorts	corto	short	ADJ;MASC;PL	N;MASC;PL
julia	julia	julia	julia	N;FEM;SG	PROPN
medallista	médaillé	medallista	médailler	N;SG	V;MASC;SG;PST;V.PTCP
fracaso	échouer	fracaso	échouer	N;MASC;SG	V;NFIN
fracaso	raté	fracaso	rater	N;MASC;SG	V;MASC;SG;PST;V.PTCP
fracaso	échoué	fracaso	échouer	N;MASC;SG	V;MASC;SG;PST;V.PTCP
vélez	vélez	vélez	véler	PROPN	PROPN
vélez	velez	vélez	veler	PROPN	PROPN
masculinos	masculine	masculino	masculin	ADJ;MASC;PL	ADJ;FEM;SG
masculinos	masculin	masculino	masculin	ADJ;MASC;PL	ADJ;MASC;SG
óblast	oblast	óblast	oblast	N;MASC;SG	PROPN
drogas	drogue	droga	drogue	N;FEM;PL	N;FEM;SG
persecución	persécuter	persecución	persécuter	N;FEM;SG	V;NFIN
persecución	persécutions	persecución	persécution	N;FEM;SG	N;FEM;PL
persecución	pourchasser	persecución	pourchasser	N;FEM;SG	V;NFIN
persecución	chase	persecución	chase	N;FEM;SG	PROPN
anti	anti	anti	anti		N;MASC;SG
artificial	artificiels	artificial	artificiel	ADJ;SG	ADJ;MASC;PL
artificial	artificielles	artificial	artificiel	ADJ;SG	ADJ;FEM;PL
bay	baie	bay	baie	PROPN	N;FEM;SG
bay	bay	bay	bay	PROPN	PROPN
villanueva	villanueva	villanueva	villanueva	N;MASC;SG	PROPN
villanueva	valérie	villanueva	valérie	N;MASC;SG	PROPN
muestras	échantillon	muestra	échantillon	N;FEM;PL	N;MASC;SG
muestras	échantillonnage	muestra	échantillonnage	N;FEM;PL	N;MASC;SG
muestras	prélèvement	muestra	prélèvement	N;FEM;PL	N;MASC;SG
tomaron	pris	tomar	prendre	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
tomaron	prit	tomar	prendre	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
like	comme	like	comme	N	ADP
like	aime	like	aimer	N	V;IND;SG;3;PRS;FIN
like	aiment	like	aimer	N	V;IND;PL;3;PRS;FIN
like	aimez	like	aimer	N	V;IMP;PL;2;PRS;FIN
pertenecía	appartenaient	pertenecer	appartenir	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;IPFV;FIN
pertenecía	appartenu	pertenecer	appartenir	V;IND;SG;3;IPFV;FIN	V;MASC;SG;PST;V.PTCP
obrero	travailleuse	obrero	travailleur	N;MASC;SG	ADJ;FEM;SG
issn	issn	issn	issn	N	PROPN
demócrata	démocrate	demócrata	démocrate	ADJ;SG	N;MASC;SG
demócrata	démocratiques	demócrata	démocratique	ADJ;SG	ADJ;MASC;PL
demócrata	démocrates	demócrata	démocrate	ADJ;SG	N;MASC;PL
demócrata	démocrate	demócrata	démocrate	ADJ;SG	N;MASC;SG
demócrata	démocrates	demócrata	démocrate	ADJ;SG	N;MASC;PL
demócrata	démocrate	demócrata	démocrate	ADJ;SG	N;MASC;SG
traducido	traduites	traducido	traduire	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
traducido	traduits	traducido	traduire	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
traducido	traduite	traducido	traduire	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
traducido	traduit	traducido	traduire	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cerebro	cerveaux	cerebro	cerveau	N;MASC;SG	N;MASC;PL
cerebro	cérébrale	cerebro	cérébral	N;MASC;SG	ADJ;FEM;SG
cerebro	cerveaux	cerebro	cerveau	N;MASC;SG	N;MASC;PL
sombra	ombres	sombra	ombre	N;FEM;SG	N;FEM;PL
sombra	shadow	sombra	shadow	N;FEM;SG	PROPN
sombra	ombres	sombra	ombre	N;FEM;SG	N;FEM;PL
sombra	abat	sombra	abattre	N;FEM;SG	V;IND;SG;3;PRS;FIN
toneladas	tonne	tonelada	tonne	N;FEM;PL	N;FEM;SG
indican	indiquez	indicar	indiquer	V;IND;PL;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
cambiado	changé	cambiar	changer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cambiado	changée	cambiar	changer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
deuda	dettes	deuda	dette	N;FEM;SG	N;FEM;PL
dark	foncé	dark	foncé	N	ADJ;MASC;SG
dark	sombre	dark	sombre	N	ADJ;MASC;SG
chilenos	chiliens	chileno	chilien	N;MASC;PL	ADJ;MASC;PL
chilenos	chilienne	chileno	chilien	N;MASC;PL	ADJ;FEM;SG
chilenos	chilien	chileno	chilien	N;MASC;PL	ADJ;MASC;SG
chilenos	chiliens	chileno	chilien	N;MASC;PL	ADJ;MASC;PL
bell	bell	bell	bell	N;SG	PROPN
secundarios	secondaires	secundario	secondaire	N;MASC;PL	ADJ;MASC;PL
secundarios	secondaire	secundario	secondaire	N;MASC;PL	ADJ;MASC;SG
bancos	banque	banco	banque	N;MASC;PL	N;FEM;SG
bancos	bancaire	banco	bancaire	N;MASC;PL	ADJ;MASC;SG
seleccionado	sélectionnés	seleccionado	sélectionner	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
seleccionado	sélectionnées	seleccionado	sélectionné	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
seleccionado	sélectionnée	seleccionado	sélectionner	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
seleccionado	sélectionné	seleccionado	sélectionner	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
indio	indio	indio	indio	N;MASC;SG	PROPN
indio	indienne	indio	indien	N;MASC;SG	ADJ;FEM;SG
indio	indiens	indio	indien	N;MASC;SG	ADJ;MASC;PL
indio	indiennes	indio	indien	N;MASC;SG	ADJ;FEM;PL
indio	indien	indio	indien	N;MASC;SG	ADJ;MASC;SG
dudas	doute	duda	doute	N;FEM;PL	N;MASC;SG
dudas	douter	duda	douter	N;FEM;PL	V;NFIN
dudas	doutez	duda	douter	N;FEM;PL	V;IMP;PL;2;PRS;FIN
dudas	doute	duda	doute	N;FEM;PL	N;MASC;SG
vieron	saw	ver	saw	V;IND;PL;3;PST;FIN	N;MASC;SG
vieron	scie	ver	scie	V;IND;PL;3;PST;FIN	N;FEM;SG
partículas	particule	partícula	particule	N;FEM;PL	N;FEM;SG
cali	cali	cali	cali	PROPN	PROPN
bravo	bravo	bravo	bravo	N;MASC;SG	INTJ
específico	spécifiques	específico	spécifique	ADJ;MASC;SG	ADJ;MASC;PL
pastor	bergers	pastor	berger	N;MASC;SG	N;MASC;PL
pastor	shepherd	pastor	shepherd	N;MASC;SG	PROPN
iván	ivan	iván	ivan	N;MASC;SG	PROPN
traje	tenues	traje	tenir	N;MASC;SG	V;FEM;PL;PST;V.PTCP
traje	tenue	traje	tenir	N;MASC;SG	V;FEM;SG;PST;V.PTCP
traje	déguisements	traje	déguisement	N;MASC;SG	N;MASC;PL
flag	drapeaux	flag	drapeau	N;SG	N;MASC;PL
murieron	morte	morir	mourir	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
murieron	décédé	morir	décéder	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
murieron	mort	morir	mourir	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
escuadra	escadrons	escuadra	escadron	N;FEM;SG	N;MASC;PL
profesora	enseignante	profesora	enseignant	N;FEM;SG	ADJ;FEM;SG
enfrentamiento	affrontements	enfrentamiento	affrontement	N;MASC;SG	N;MASC;PL
enfrentamiento	confrontations	enfrentamiento	confrontation	N;MASC;SG	N;FEM;PL
formal	formels	formal	formel	ADJ;SG	ADJ;MASC;PL
cerrado	verrouillé	cerrado	verrouillé	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cerrado	verrouillée	cerrado	verrouiller	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
cerrado	enfermé	cerrado	enfermer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cerrado	fermée	cerrado	fermer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
cerrado	fermé	cerrado	fermer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
cerrado	fermés	cerrado	fermer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
detalle	détails	detalle	détail	N;MASC;SG	N;MASC;PL
detalle	détails	detalle	détail	N;MASC;SG	N;MASC;PL
tim	tim	tim	tim	PROPN	PROPN
desaparecido	envolés	desaparecido	envoler	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
desaparecido	disparu	desaparecido	disparaître	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
desaparecido	disparues	desaparecido	disparu	ADJ;MASC;SG;V.PTCP	ADJ;FEM;PL
desaparecido	disparu	desaparecido	disparaître	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
desaparecido	disparus	desaparecido	disparu	ADJ;MASC;SG;V.PTCP	ADJ;MASC;PL
desaparecido	manquants	desaparecido	manquant	ADJ;MASC;SG;V.PTCP	ADJ;MASC;PL
desaparecido	manque	desaparecido	manque	ADJ;MASC;SG;V.PTCP	N;MASC;SG
desaparecido	manquant	desaparecido	manquer	ADJ;MASC;SG;V.PTCP	V;PRS;V.PTCP
desaparecido	disparu	desaparecido	disparaître	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
simpson	simpson	simpson	simpson	N;MASC;SG	PROPN
simpson	simpson	simpson	simpson	N;MASC;SG	PROPN
citado	cité	citado	citer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
citado	citée	citado	citer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
citado	cotés	citado	côté	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
citado	citées	citado	citer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
citado	cités	citado	citer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
citado	citée	citado	citer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
pekín	pékin	pekín	pékin	N;MASC;SG	PROPN
pekín	beijing	pekín	beijing	N;MASC;SG	PROPN
yugoslavia	yougoslaves	yugoslavia	yougoslave	N;FEM;SG	ADJ;MASC;PL
yugoslavia	yougoslave	yugoslavia	yougoslave	N;FEM;SG	ADJ;MASC;SG
yugoslavia	yougoslave	yugoslavia	yougoslave	N;FEM;SG	ADJ;MASC;SG
jamás	never	jamás	never	ADV	PROPN
meta	meta	meta	meta	N;FEM;SG	PROPN
meta	méta	meta	méta	N;FEM;SG	PROPN
vegas	vegas	vega	vegas	N;FEM;PL	PROPN
ampliación	agrandir	ampliación	agrandir	N;FEM;SG	V;NFIN
ampliación	agrandis	ampliación	agrandi	N;FEM;SG	V;MASC;PL;PST;V.PTCP
ampliación	élargir	ampliación	élargir	N;FEM;SG	V;NFIN
ibn	ibn	ir	ibn	N;MASC;SG	PROPN
académica	académiques	académico	académique	ADJ;FEM;SG	ADJ;MASC;PL
académica	universitaires	académico	universitaire	ADJ;FEM;SG	ADJ;MASC;PL
localiza	trouvez	localizar	trouver	V;IND;SG;3;PRS;FIN	V;IMP;PL;2;PRS;FIN
dead	morts	dead	mourir	N	V;MASC;PL;PST;V.PTCP
dead	morte	dead	mourir	N	V;FEM;SG;PST;V.PTCP
dead	mort	dead	mourir	N	V;MASC;SG;PST;V.PTCP
iban	iban	ir	iban	V;IND;PL;3;IPFV;FIN	N;MASC;SG
separado	séparées	separar	séparer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
separado	séparée	separar	séparer	ADJ;MASC;SG;V.PTCP	V;FEM;SG;PST;V.PTCP
separado	séparés	separar	séparer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
separado	séparé	separar	séparer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
separado	séparément	separar	séparément	ADJ;MASC;SG;V.PTCP	ADV
separado	séparés	separar	séparer	ADJ;MASC;SG;V.PTCP	V;MASC;PL;PST;V.PTCP
separado	séparé	separar	séparer	ADJ;MASC;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
separado	séparées	separar	séparer	ADJ;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
separado	séparer	separar	séparer	ADJ;MASC;SG;V.PTCP	V;NFIN
créditos	crédit	crédito	crédit	N;MASC;PL	N;MASC;SG
créditos	générique	crédito	générique	N;MASC;PL	ADJ;MASC;SG
coral	coraux	coral	coraux	N;SG	N;MASC;PL
creados	créée	creado	créer	ADJ;MASC;PL;V.PTCP	V;FEM;SG;PST;V.PTCP
creados	créé	creado	créer	ADJ;MASC;PL;V.PTCP	V;MASC;SG;PST;V.PTCP
creados	crée	creado	créer	ADJ;MASC;PL;V.PTCP	V;FEM;SG;PST;V.PTCP
creados	crées	creado	créer	ADJ;MASC;PL;V.PTCP	V;FEM;PL;PST;V.PTCP
creados	créés	creado	créer	ADJ;MASC;PL;V.PTCP	V;MASC;PL;PST;V.PTCP
line	ligne	line	ligne		N;FEM;SG
line	line	line	line		N;SG
paciente	patiente	paciente	patient	N;SG	ADJ;FEM;SG
paciente	patients	paciente	patient	N;SG	N;MASC;PL
arias	arias	arias	arias	PROPN	PROPN
tailandia	bangkok	tailandia	bangkok	N;FEM;SG	PROPN
tailandia	thaïlandaise	tailandia	thaïlandais	N;FEM;SG	ADJ;FEM;SG
tailandia	thaïlandais	tailandia	thaïlandais	N;FEM;SG	ADJ;MASC;SG
pobre	pauvres	pobre	pauvre	ADJ;SG	ADJ;MASC;PL
velasco	velasco	velasco	velasco	PROPN	PROPN
precios	prix	precio	prix	N;MASC;PL	N;MASC;SG
precios	prix	precio	prix	N;MASC;PL	N;MASC;SG
precios	tarif	precio	tarif	N;MASC;PL	N;MASC;SG
precios	tarification	precio	tarification	N;MASC;PL	N;FEM;SG
talento	talents	talento	talent	N;MASC;SG	N;MASC;PL
talento	talents	talento	talent	N;MASC;SG	N;MASC;PL
talento	talentueux	talento	talentueux	N;MASC;SG	ADJ;MASC;SG
talento	douée	talento	douer	N;MASC;SG	V;FEM;SG;PST;V.PTCP
talento	talentueuse	talento	talentueux	N;MASC;SG	ADJ;FEM;SG
frecuentes	fréquent	frecuente	fréquent	ADJ;PL	ADJ;MASC;SG
frecuentes	souvent	frecuente	souvent	ADJ;PL	ADV
frecuentes	fréquemment	frecuente	fréquemment	ADJ;PL	ADV
frecuentes	commune	frecuente	commune	ADJ;PL	N;FEM;SG
frecuentes	fréquent	frecuente	fréquent	ADJ;PL	ADJ;MASC;SG
frecuentes	commun	frecuente	commun	ADJ;PL	ADJ;MASC;SG
frecuentes	fréquent	frecuente	fréquent	ADJ;PL	ADJ;MASC;SG
frecuentes	fréquente	frecuente	fréquent	ADJ;PL	ADJ;FEM;SG
captura	capturer	captura	capturer	N;FEM;SG	V;NFIN
captura	capter	captura	capter	N;FEM;SG	V;NFIN
captura	attraper	captura	attraper	N;FEM;SG	V;NFIN
captura	attrape	captura	attrape	N;FEM;SG	V;IND;SG;3;PRS;FIN
captura	captures	captura	capture	N;FEM;SG	N;FEM;PL
captura	attraper	captura	attraper	N;FEM;SG	V;NFIN
captura	capturer	captura	capturer	N;FEM;SG	V;NFIN
captura	capter	captura	capter	N;FEM;SG	V;NFIN
próxima	suivant	próximo	suivre	ADJ;FEM;SG	V;PRS;V.PTCP
próxima	next	próximo	next	ADJ;FEM;SG	
antena	aérien	antena	aérien	N;FEM;SG	ADJ;MASC;SG
antena	aérienne	antena	aérien	N;FEM;SG	ADJ;FEM;SG
parada	stop	parada	stop	N;FEM;SG	
parada	arrêter	parada	arrêter	N;FEM;SG	V;NFIN
parada	arrête	parada	arrêter	N;FEM;SG	V;IND;SG;3;PRS;FIN
parada	arrêtez	parada	arrêter	N;FEM;SG	V;IMP;PL;2;PRS;FIN
dientes	dent	diente	dent	N;MASC;PL	N;FEM;SG
dientes	dentition	diente	dentition	N;MASC;PL	N;FEM;SG
