les	az	le	az	DET;DEF;PL	
cheveux	haj	cheveu	haj	N;MASC;PL	N;NOM;SG
cheveux	szőr	cheveu	szőr	N;MASC;PL	N;NOM;SG
traités	szerződések	traiter	szerződés	V;MASC;PL;PST;V.PTCP	N;NOM;PL
traités	feldolgozott	traiter	feldolgozott	V;MASC;PL;PST;V.PTCP	
respecter	tiszteletet	respecter	tisztelet	V;NFIN	N;ACC;SG
respecter	tisztelet	respecter	tisztelet	V;NFIN	N;NOM;SG
apparemment	látszólag	apparemment	látszólag	ADV	
bbc	bbc	bbc	bbc	N;MASC;SG	
trio	trió	trio	trió	N;MASC;SG	
communistes	kommunista	communiste	kommunista	N;MASC;PL	
lourd	heavy	lourd	heavy	ADJ;MASC;SG	
lourd	súlyos	lourd	súlyos	ADJ;MASC;SG	
lourd	nehéz	lourd	nehéz	ADJ;MASC;SG	
lourd	nehézsúlyú	lourd	nehézsúlyú	ADJ;MASC;SG	N;NOM;SG
sérieux	komoly	sérieux	komoly	ADJ;MASC;SG	
sérieux	súlyos	sérieux	súlyos	ADJ;MASC;SG	
sérieux	komolyan	sérieux	komolyan	ADJ;MASC;SG	
obligatoire	kötelező	obligatoire	kötelező	ADJ;MASC;SG	
obligatoire	kötelező	obligatoire	kötelező	ADJ;MASC;SG	
obligatoire	kötelező	obligatoire	kötelező	ADJ;MASC;SG	
fermée	zárva	fermer	zárva	V;FEM;SG;PST;V.PTCP	ADV;V.CVB
moore	moore	moore	moore	PROPN	
reconnue	felismert	reconnaître	felismert	V;FEM;SG;PST;V.PTCP	
reconnue	elismert	reconnaître	elismer	V;FEM;SG;PST;V.PTCP	
reconnue	elismert	reconnaître	elismer	V;FEM;SG;PST;V.PTCP	
reconnue	felismert	reconnaître	felismert	V;FEM;SG;PST;V.PTCP	
reconnue	elismert	reconnaître	elismer	V;FEM;SG;PST;V.PTCP	
honoré	megtisztelő	honorer	megtisztelő	V;MASC;SG;PST;V.PTCP	ADJ;NOM;SG
honoré	megtiszteltetés	honorer	megtiszteltetés	V;MASC;SG;PST;V.PTCP	
honoré	honoré	honorer	honoré	V;MASC;SG;PST;V.PTCP	PROPN;NOM;SG
existait	léteztek	exister	létezik	V;IND;SG;3;IPFV;FIN	V;INDF;IND;PL;3;PST;FIN;ACT
existait	létezett	exister	létezik	V;IND;SG;3;IPFV;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
esclaves	szolga	esclave	szolga	N;MASC;PL	N;NOM;SG
esclaves	rabszolga	esclave	rabszolga	N;MASC;PL	N;NOM;SG
nathalie	natalie	nathalie	natalie	PROPN	
nathalie	nathalie	nathalie	nathalie	PROPN	
quentin	quentin	quentin	tuent	PROPN	
grégoire	gregory	grégoire	gregory	N;MASC;SG	
grégoire	gergely	grégoire	gergely	N;MASC;SG	
grégoire	grégoire	grégoire	grégoi	N;MASC;SG	N;ON+ALL;PL
physiques	fizikai	physique	fizikai	ADJ;MASC;PL	
culturels	kulturális	culturel	kulturális	ADJ;MASC;PL	ADJ;NOM;SG
sec	szárazon	sec	száraz	ADJ;MASC;SG	
sec	száraz	sec	száraz	ADJ;MASC;SG	
sec	sec	sec	sec	ADJ;MASC;SG	
divisé	osztva	diviser	osztva	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
divisé	megosztva	diviser	megosztva	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
indice	index	indice	index	N;MASC;SG	
indice	mutató	indice	mutató	N;MASC;SG	
indice	nyom	indice	nyom	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
parisienne	párizsi	parisien	párizsi	ADJ;FEM;SG	
complexes	komplexek	complexe	komplex	ADJ;MASC;PL	N;NOM;PL
complexes	összetett	complexe	összetett	ADJ;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
complexes	komplex	complexe	komplex	ADJ;MASC;PL	
noyau	mag	noyau	mag	N;MASC;SG	
germanique	germán	germanique	germán	ADJ;MASC;SG	N;NOM;SG
santiago	santiago	santiago	santiago	PROPN	
flux	flow	flux	flow	N;MASC;SG	
flux	flow	flux	flow	N;MASC;SG	
courants	áramlatok	courant	áramlat	ADJ;MASC;PL	N;NOM;PL
sportifs	sportolók	sportif	sportoló	ADJ;MASC;PL	N;NOM;PL
forts	erős	fort	erős	ADJ;MASC;PL	
forts	erősek	fort	erős	ADJ;MASC;PL	N;NOM;PL
ohio	ohio	ohio	ohio	PROPN	
familiale	családi	familial	családi	ADJ;FEM;SG	N;NOM;SG
familiale	családtag	familial	családtag	ADJ;FEM;SG	N;NOM;SG
familiale	család	familial	család	ADJ;FEM;SG	N;NOM;SG
lisbonne	lisszaboni	lisbonne	lisszabonik	N;MASC;SG	V;NFIN;ACT
lisbonne	lisbon	lisbonne	lisbon	N;MASC;SG	
évidence	nyilvánvaló	évidence	nyilvánvaló	N;FEM;SG	
fleur	blossom	fleur	blossom	N;FEM;SG	
fleur	virágos	fleur	virágos	N;FEM;SG	
fleur	fleur	fleur	fleur	N;FEM;SG	
dizaines	tízes	dizaine	tízes	N;FEM;PL	
dizaines	tucatnyi	dizaine	tucatnyi	N;FEM;PL	
dizaines	tucatnyi	dizaine	tucatnyi	N;FEM;PL	
dizaines	tucat	dizaine	tucat	N;FEM;PL	
réserves	tartalék	réserve	tartalék	N;FEM;PL	
tirer	lövöldözés	tirer	lövöldözés	V;NFIN	N;NOM;SG
tirer	lövés	tirer	lövés	V;NFIN	N;NOM;SG
tirer	forgatás	tirer	forgatás	V;NFIN	N;NOM;SG
navarre	navarre	navarre	navaz	PROPN	
hambourg	hamburg	hambourg	hamburg	PROPN	N;NOM;SG
morgan	morgan	morgan	morgan	PROPN	
définir	szett	définir	szett	V;NFIN	N;NOM;SG
définir	set	définir	set	V;NFIN	
définir	beállítva	définir	beállítva	V;NFIN	ADV;V.CVB
définir	forgatás	définir	forgatás	V;NFIN	N;NOM;SG
définir	meghatározó	définir	meghatározó	V;NFIN	ADJ;NOM;SG
micro	mikro	micro	mikro	N;MASC;SG	
oriental	keleti	oriental	keleti	ADJ;MASC;SG	
oriental	kelet	oriental	kelet	ADJ;MASC;SG	
oriental	keleti	oriental	keleti	ADJ;MASC;SG	
maría	maría	maría	maría	PROPN	
maría	mária	maría	mária	PROPN	
maría	maria	maría	maria	PROPN	
géant	óriás	géant	óriás	N;MASC;SG	
lourdes	lourdes	lourd	lourdes	ADJ;FEM;PL	
logiciels	szoftver	logiciel	szoftver	N;MASC;PL	N;NOM;SG
paradis	mennyben	paradis	menny	N;MASC;SG	ADV
paradis	menny	paradis	menny	N;MASC;SG	
paradis	paradise	paradis	paradis	N;MASC;SG	
ian	lan	ian	lan	PROPN	N;NOM;SG
ian	ian	ian	ian	PROPN	
marqués	jelölt	marquer	jelöl	V;MASC;PL;PST;V.PTCP	
marqués	megjelölt	marquer	megjelölt	V;MASC;PL;PST;V.PTCP	
marqués	megjelölve	marquer	megjelölve	V;MASC;PL;PST;V.PTCP	ADV;V.CVB
anjou	anjou	anjou	anjou	PROPN	
entendre	hallás	entendre	hallás	V;NFIN	N;NOM;SG
entendre	meghallgatás	entendre	meghallgatás	V;NFIN	N;NOM;SG
abréviations	rövidítés	abréviation	rövidítés	N;FEM;PL	N;NOM;SG
constantin	constantin	constantin	constant	PROPN	
constantin	constantine	constantin	constantine	PROPN	N;NOM;SG
constantin	konsztantyin	constantin	konsztantyin	PROPN	
embouchure	szád	embouchure	szád	N;FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
négociations	tárgyalási	négociation	tárgyalási	N;FEM;PL	ADJ;NOM;SG
négociations	tárgyalás	négociation	tárgyalás	N;FEM;PL	N;NOM;SG
négociations	tárgyalási	négociation	tárgyalási	N;FEM;PL	ADJ;NOM;SG
oliver	oliver	oliver	oliver	N;MASC;SG	
oliver	olivér	oliver	olivér	N;MASC;SG	
bâle	bázeli	bâle	bázeli	N;MASC;SG	
conclusion	következtetések	conclusion	következtetés	N;FEM;SG	N;NOM;PL
nîmes	nîmes	nîme	nîmes	PROPN	N;NOM;SG
franck	feri	franck	feri	PROPN	
franck	frank	franck	frank	PROPN	
stockholm	stockholm	stockholm	stockholm	PROPN	N;NOM;SG
stockholm	stockholmi	stockholm	stockholmi	PROPN	
cuivre	brass	cuivre	brass	N;MASC;SG	
cuivre	bronz	cuivre	bronz	N;MASC;SG	
per	per	per	per		N;NOM;SG
cents	cent	cents	cesz	NUM	
ferrari	ferrari	ferrari	ferrari	PROPN	N;NOM;SG
grosse	nagyok	gros	nagy	ADJ;FEM;SG	N;NOM;PL
grosse	grosse	gros	gross	ADJ;FEM;SG	
viande	húsok	viande	hús	N;FEM;SG	N;NOM;PL
viande	húsok	viande	hús	N;FEM;SG	N;NOM;PL
indiqué	jelezték	indiquer	jelez	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
communications	kommunikáció	communication	kommunikáció	N;FEM;PL	N;NOM;SG
communications	távközlés	communication	távközlés	N;FEM;PL	N;NOM;SG
communications	kommunikációs	communication	kommunikációs	N;FEM;PL	ADJ;NOM;SG
probable	valószínű	probable	valószínű	ADJ;MASC;SG	
probable	valószínűleg	probable	valószínűleg	ADJ;MASC;SG	
probable	valószínű	probable	valószínű	ADJ;MASC;SG	
ken	ken	ken	ken	PROPN	
ken	kene	ken	kéne	PROPN	V;INDF;IND;SG;1;PRS;FIN;ACT
escalier	lépcsők	escalier	lépcső	N;MASC;SG	N;NOM;PL
diable	ördög	diable	ördög	N;MASC;SG	
argentin	argentína	argentin	argentín	ADJ;MASC;SG	
herbert	herbert	herbert	herber	N;MASC;SG	
berne	bern	berne	bern	N;MASC;SG	
roberto	roberto	roberto	rober	N;MASC;SG	
chante	énekelj	chanter	énekel	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
jerry	jerry	jerry	jerry	PROPN	
talent	tehetséges	talent	tehetséges	N;MASC;SG	ADJ;NOM;SG
talent	tehetség	talent	tehetség	N;MASC;SG	V;INDF;POT;SG;3;PRS;FIN;ACT
invités	vendég	inviter	vendég	V;MASC;PL;PST;V.PTCP	N;NOM;SG
invités	vendégek	inviter	vendég	V;MASC;PL;PST;V.PTCP	N;NOM;PL
invités	vendég	inviter	vendég	V;MASC;PL;PST;V.PTCP	N;NOM;SG
natation	úszik	natation	úszik	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
natation	úszni	natation	úsz	N;FEM;SG	V;NFIN;ACT
natation	úszó	natation	úszó	N;FEM;SG	
natation	úszni	natation	úsz	N;FEM;SG	V;NFIN;ACT
apprendre	tanulás	apprendre	tanulás	V;NFIN	N;NOM;SG
sols	talajban	sol	talaj	N;MASC;PL	N;IN+ESS;SG
sols	talaj	sol	talaj	N;MASC;PL	N;NOM;SG
sols	padlót	sol	padló	N;MASC;PL	N;ACC;SG
sols	padló	sol	padló	N;MASC;PL	N;NOM;SG
sols	padló	sol	padló	N;MASC;PL	N;NOM;SG
sols	talaj	sol	talaj	N;MASC;PL	N;NOM;SG
ardenne	ardennes	ardenner	ardennes	N;FEM;SG	
castille	castilla	castille	castilla	N;FEM;SG	
client	ügyfél	client	ügyfél	N;MASC;SG	
client	vevő	client	vevő	N;MASC;SG	ADJ;NOM;SG
client	vásárlói	client	vásárlói	N;MASC;SG	N;NOM;PL
client	vásárló	client	vásárló	N;MASC;SG	ADJ;NOM;SG
client	ügyfél	client	ügyfél	N;MASC;SG	
restes	megmarad	reste	megmarad	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
restes	maradék	reste	maradék	N;MASC;PL	
restes	maradékot	reste	maradék	N;MASC;PL	N;ACC;SG
elena	elena	elena	elena	PROPN	
centaine	száz	centaine	száz	N;FEM;SG	NUM;NOM;SG
centaine	száz	centaine	száz	N;FEM;SG	NUM;NOM;SG
inspiration	ihlet	inspiration	ihlet	N;FEM;SG	
retiré	eltávolították	retirer	el+távolít	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
retiré	kivont	retirer	kivont	V;MASC;SG;PST;V.PTCP	
retiré	visszavont	retirer	visszavont	V;MASC;SG;PST;V.PTCP	
retiré	visszavonják	retirer	visszavon	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PRS;FIN;ACT
sombre	sötét	sombre	söt	ADJ;MASC;SG	
lourds	heavy	lourd	heavy	ADJ;MASC;PL	
lourds	súlyos	lourd	súlyos	ADJ;MASC;PL	
lourds	nehéz	lourd	nehéz	ADJ;MASC;PL	
habituellement	általában	habituellement	általában	ADV	
habituellement	rendszerint	habituellement	rendszerint	ADV	
habituellement	általában	habituellement	általában	ADV	
habituellement	tipikusan	habituellement	tipikus	ADV	ADJ;FRML;SG
coordonnées	koordináták	coordonner	koordinát	V;FEM;PL;PST;V.PTCP	N;NOM;PL
coordonnées	koordináta	coordonner	koordináta	V;FEM;PL;PST;V.PTCP	N;NOM;SG
coordonnées	koordinátákat	coordonner	koordináta	V;FEM;PL;PST;V.PTCP	N;ACC;PL
dead	halott	dead	halott	N;MASC;SG	
dead	halottak	dead	halott	N;MASC;SG	N;NOM;PL
racine	gyökerek	racine	gyöker	N;FEM;SG	N;NOM;PL
fidèle	hűségesek	fidèle	hűséges	ADJ;MASC;SG	ADJ;NOM;PL
fidèle	hű	fidèle	hű	ADJ;MASC;SG	
fidèle	hűségesek	fidèle	hűséges	ADJ;MASC;SG	ADJ;NOM;PL
lecteurs	olvasó	lecteur	olvasó	N;MASC;PL	N;NOM;SG
roux	roux	roux	roux	ADJ;MASC;SG	
roux	piros	roux	piros	ADJ;MASC;SG	
roux	piroska	roux	piroska	ADJ;MASC;SG	
roux	vörös	roux	vörös	ADJ;MASC;SG	
roux	gyömbér	roux	gyömbér	ADJ;MASC;SG	N;NOM;SG
roux	ginger	roux	ginger	ADJ;MASC;SG	
intégrer	integrálása	intégrer	integrálás	V;NFIN	N;NOM;SG
intégrer	integrálása	intégrer	integrálás	V;NFIN	N;NOM;SG
forcément	szükségszerűen	forcément	szükségszerű	ADV	ADJ;FRML;SG
forcément	feltétlenül	forcément	feltétlen	ADV	ADJ;FRML;SG
ajouté	felvéve	ajouter	félvev	V;MASC;SG;PST;V.PTCP	
ultime	végső	ultime	végső	ADJ;MASC;SG	
pseudo	pszeudo	pseudo	pszeudo	N;MASC;SG	
descente	lefelé	descente	lefelé	N;FEM;SG	
remplacée	helyébe	remplacer	hely	V;FEM;SG;PST;V.PTCP	N;IN+ALL;SG
landes	landes	lande	landes	N;FEM;PL	
neuve	newfoundland	neuf	newfoundland	ADJ;FEM;SG	
punk	punk	punk	punk	N;MASC;SG	
sucre	sucre	sucre	sucre	N;MASC;SG	
manifestation	bemutató	manifestation	bemutató	N;FEM;SG	
manifestation	demonstrációs	manifestation	demonstrációs	N;FEM;SG	ADJ;NOM;SG
installée	telepítve	installer	telepítve	V;FEM;SG;PST;V.PTCP	N;NOM;SG
gold	arany	gold	arany		
cite	idézet	citer	idézet	V;IND;SG;3;PRS;FIN	N;NOM;SG
vêtements	ruházat	vêtement	ruházat	N;MASC;PL	N;NOM;SG
vêtements	ruházata	vêtement	ruházat	N;MASC;PL	N;NOM;SG
vêtements	ruházat	vêtement	ruházat	N;MASC;PL	N;NOM;SG
vêtements	ruha	vêtement	ruha	N;MASC;PL	N;NOM;SG
vêtements	ruha	vêtement	ruha	N;MASC;PL	N;NOM;SG
vêtements	ruhát	vêtement	ruha	N;MASC;PL	N;ACC;SG
adulte	felnőtt	adulte	felnőtt	ADJ;MASC;SG	
adulte	nagykorú	adulte	nagykorú	ADJ;MASC;SG	
adulte	felnőtt	adulte	felnőtt	ADJ;MASC;SG	
adulte	felnőtteknek	adulte	felnőtt	ADJ;MASC;SG	N;DAT;PL
adulte	felnőttek	adulte	felnőt	ADJ;MASC;SG	N;NOM;PL
vendus	eladva	vendre	eladva	V;MASC;PL;PST;V.PTCP	ADV;V.CVB
vendus	eladott	vendre	eladott	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
vendus	elkelt	vendre	elkelt	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
tomber	esés	tomber	esés	V;NFIN	N;NOM;SG
tomber	zuhanás	tomber	zuhanás	V;NFIN	N;NOM;SG
tomber	esés	tomber	esés	V;NFIN	N;NOM;SG
tomber	őszi	tomber	őszi	V;NFIN	
tomber	zuhanás	tomber	zuhanás	V;NFIN	N;NOM;SG
tomber	ősszel	tomber	ősszel	V;NFIN	ADV
tomber	ősz	tomber	ősz	V;NFIN	
stone	kő	stone	kő	PROPN	N;NOM;SG
stone	stone	stone	stone	PROPN	PROPN;NOM;SG
aérien	légi	aérien	légi	ADJ;MASC;SG	
aérien	antenna	aérien	ant	ADJ;MASC;SG	N;NOM;SG
aérien	levegő	aérien	levegő	ADJ;MASC;SG	N;NOM;SG
aérien	air	aérien	air	ADJ;MASC;SG	
abraham	ábrahám	abraham	ábrahám	PROPN	N;NOM;SG
abraham	abraham	abraham	abraha	PROPN	
couvert	fedett	couvert	fedett	V;MASC;SG;PST;V.PTCP	
couvert	borús	couvert	borús	V;MASC;SG;PST;V.PTCP	
cahiers	notebook	cahier	notebo	N;MASC;PL	N;NOM;SG
vraie	real	vrai	real	ADJ;FEM;SG	
vraie	igazi	vrai	igazi	ADJ;FEM;SG	
vraie	valódi	vrai	valódi	ADJ;FEM;SG	
vraie	igaz	vrai	igaz	ADJ;FEM;SG	
vraie	igazi	vrai	igazi	ADJ;FEM;SG	
graveur	eldobható	graveur	eldobható	N;MASC;SG	ADJ;NOM;SG
graveur	égő	graveur	égő	N;MASC;SG	
contemporains	kortárs	contemporain	kortárs	ADJ;MASC;PL	N;NOM;SG
régionaux	regionális	régional	regionális	ADJ;MASC;PL	ADJ;NOM;SG
battant	repülés	battre	repülés	V;PRS;V.PTCP	N;NOM;SG
battant	repülő	battre	repülő	V;PRS;V.PTCP	
battant	verés	battre	verés	V;PRS;V.PTCP	N;NOM;SG
carter	carter	carter	carter	N;MASC;SG	
francfort	frankfurt	francfort	frankfurt	PROPN	N;NOM;SG
colorado	colorado	colorado	colorado	N;MASC;SG	
difficiles	nehéz	difficile	nehéz	ADJ;MASC;PL	
difficiles	kemény	difficile	kemény	ADJ;MASC;PL	
difficiles	nehéz	difficile	nehéz	ADJ;MASC;PL	
difficiles	bonyolult	difficile	bonyolult	ADJ;MASC;PL	
coupes	vágás	coupe	vágás	N;FEM;PL	N;NOM;SG
douce	édesek	doux	édes	ADJ;FEM;SG	ADJ;NOM;PL
douce	édes	doux	édes	ADJ;FEM;SG	
douce	gyengéd	doux	gyengéd	ADJ;FEM;SG	
douce	szelíd	doux	szelíd	ADJ;FEM;SG	
douce	puha	doux	puha	ADJ;FEM;SG	
douce	lágy	doux	lágy	ADJ;FEM;SG	
remarquables	figyelemreméltó	remarquable	figyelemreméltó	ADJ;MASC;PL	ADJ;NOM;SG
remarquables	figyelemreméltó	remarquable	figyelemreméltó	ADJ;MASC;PL	ADJ;NOM;SG
remarquables	kiváló	remarquable	kiváló	ADJ;MASC;PL	ADJ;NOM;SG
remarquables	kiemelkedő	remarquable	kiemelkedő	ADJ;MASC;PL	
remarquables	kimagasló	remarquable	kimagasló	ADJ;MASC;PL	
contraint	kényszer	contraindre	kényszer	V;MASC;SG;PST;V.PTCP	
michigan	michigan	michigan	michigan	PROPN	
khan	kahn	khan	kahn	PROPN	PROPN;NOM;SG
khan	khan	khan	khan	PROPN	
khan	kán	khan	kán	PROPN	N;NOM;SG
indre	indre	indre	indre	PROPN	
quasiment	majdnem	quasiment	majdnem	ADV	
quasiment	gyakorlatilag	quasiment	gyakorlati	ADV	ADJ;FRML;SG
finlandais	finnország	finlandais	finnország	ADJ;MASC;SG	N;NOM;SG
finlandais	finn	finlandais	finn	ADJ;MASC;SG	
finlandais	finnek	finlandais	fin	ADJ;MASC;SG	N;NOM;PL
enfer	pokol	enfer	pokol	N;MASC;SG	
inutile	hasztalan	inutile	hasztalan	ADJ;MASC;SG	
inutile	haszontalan	inutile	haszontalan	ADJ;MASC;SG	
inutile	felesleges	inutile	felesleges	ADJ;MASC;SG	
inutile	szükségtelen	inutile	szükségtelen	ADJ;MASC;SG	
déchets	pazarlás	déchet	pazarlás	N;MASC;PL	N;NOM;SG
déchets	hulladék	déchet	hulladék	N;MASC;PL	N;NOM;SG
déchets	hulladék	déchet	hulladék	N;MASC;PL	N;NOM;SG
bell	csengő	bell	csengő	PROPN	
bell	bell	bell	bell	PROPN	
bell	harang	bell	harang	PROPN	N;NOM;SG
manuscrits	tekercsek	manuscrit	tekercs	V;MASC;PL;PST;V.PTCP	N;NOM;PL
manuscrits	kéziratot	manuscrit	kézirat	V;MASC;PL;PST;V.PTCP	N;ACC;SG
manuscrits	kézirat	manuscrit	kézirat	V;MASC;PL;PST;V.PTCP	N;NOM;SG
manuscrits	kéziratok	manuscrit	kézirat	V;MASC;PL;PST;V.PTCP	N;NOM;PL
atlanta	atlanta	atlanta	atlan	PROPN	
atlanta	atlantában	atlanta	atlanta	PROPN	N;IN+ESS;SG
atlanta	atlantai	atlanta	atlant	PROPN	N;NOM;SG
administratives	igazgatási	administratif	igazgatási	ADJ;FEM;PL	ADJ;NOM;SG
administratives	adminisztratív	administratif	adminisztratív	ADJ;FEM;PL	N;NOM;SG
vancouver	vancouver	vancouver	vancouver	PROPN	N;NOM;SG
lucas	lucas	lucas	lucas	PROPN	
massachusetts	massachusetts	massachusett	massachusetts	N;MASC;PL	N;NOM;SG
fou	őrült	fou	őrült	ADJ;MASC;SG	
fou	őrült	fou	őrült	ADJ;MASC;SG	
fou	őrült	fou	őrült	ADJ;MASC;SG	
fou	mad	fou	mad	ADJ;MASC;SG	
accepter	elfogadó	accepter	elfogadó	V;NFIN	
accepter	elfogadás	accepter	elfogadás	V;NFIN	N;NOM;SG
accepter	elfogadom	accepter	elfogadom	V;NFIN	
heinrich	heinrich	heinrich	heinrich	PROPN	
coréen	koreai	coréen	koreai	N;MASC;SG	
moulins	mills	moulin	mills	N;MASC;PL	
banques	banks	banque	banks	N;FEM;PL	
banques	bank	banque	bank	N;FEM;PL	N;NOM;SG
nommés	megnevezett	nommer	megnevezett	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
nommés	kijelölt	nommer	kijelölt	V;MASC;PL;PST;V.PTCP	
nommés	kinevezett	nommer	kinevezett	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
justement	pontosan	justement	pontos	ADV	ADJ;FRML;SG
battre	verés	battre	verés	V;NFIN	N;NOM;SG
norvégien	norvégia	norvégien	norvégia	ADJ;MASC;SG	N;NOM;SG
norvégien	norvég	norvégien	norvég	ADJ;MASC;SG	
cologne	kölni	cologne	köl	PROPN	
positif	pozitívak	positif	pozitív	ADJ;MASC;SG	ADJ;NOM;PL
positif	pozitívak	positif	pozitív	ADJ;MASC;SG	ADJ;NOM;PL
minnesota	minnesota	minnesota	minnesota	PROPN	N;NOM;SG
compléter	kiegészítés	compléter	kiegészítés	V;NFIN	N;NOM;SG
plume	plume	plume	plume	N;FEM;SG	
plume	pen	plume	pen	N;FEM;SG	PROPN;NOM;SG
plume	quill	plume	quill	N;FEM;SG	
alimentaire	étel	alimentaire	étel	ADJ;MASC;SG	N;NOM;SG
alimentaire	élelem	alimentaire	élel	ADJ;MASC;SG	N;NOM;SG
alimentaire	élelmiszerek	alimentaire	élelmiszer	ADJ;MASC;SG	N;NOM;PL
alimentaire	táplálék	alimentaire	táplálék	ADJ;MASC;SG	N;NOM;SG
alimentaire	élelmiszer	alimentaire	élelmiszer	ADJ;MASC;SG	N;NOM;SG
paysages	táj	paysage	táj	N;MASC;PL	N;NOM;SG
barry	barry	barry	barry	PROPN	
kansas	kansasi	kansas	kansasi	PROPN	
kansas	kansas	kansas	kansas	PROPN	
marchandises	áru	marchandise	áru	N;FEM;PL	N;NOM;SG
marchandises	rakomány	marchandise	rakomány	N;FEM;PL	N;NOM;SG
marchandises	árut	marchandise	árut	N;FEM;PL	N;ACC;SG
marchandises	áru	marchandise	áru	N;FEM;PL	N;NOM;SG
patrice	patrice	patrice	patrice	N;MASC;SG	
pratiquement	majdnem	pratiquement	majdnem	ADV	
pratiquement	gyakorlatilag	pratiquement	gyakorlati	ADV	ADJ;FRML;SG
disparue	eltűnt	disparu	el+tűnik	ADJ;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
disparue	eltünt	disparu	el+tűnik	ADJ;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
quatorze	tizennégy	quatorze	tizennégy	NUM	
visibles	látható	visible	látható	ADJ;MASC;PL	ADJ;NOM;SG
arménie	örményország	arménie	örményország	PROPN	N;NOM;SG
norman	norman	norman	norman	PROPN	
allier	allier	allier	allier	V;NFIN	
leipzig	lipcsei	leipzig	lipcsei	PROPN	
dites	mondd	dire	mondd	V;FEM;PL;PST;V.PTCP	V;DEF;IMP;SG;1;PRS;FIN;ACT
fernand	fernand	fernand	fernand	N;MASC;SG	
bonaparte	bonaparte	bonaparte	bonapart	N;MASC;SG	
promouvoir	előmozdítása	promouvoir	előmozdítás	V;NFIN	N;NOM;SG
promouvoir	előmozdítása	promouvoir	előmozdítás	V;NFIN	N;NOM;SG
observations	észrevétel	observation	észrevétel	N;FEM;PL	N;NOM;SG
observations	hozzászólás	observation	hozzászólás	N;FEM;PL	
observations	megjegyzés	observation	megjegyzés	N;FEM;PL	N;NOM;SG
rural	vidék	rural	vidék	ADJ;MASC;SG	N;NOM;SG
warner	warner	warner	warner	PROPN	N;NOM;SG
récente	nemrég	récent	nemrég	ADJ;FEM;SG	ADV
récente	legutóbbi	récent	legutóbbi	ADJ;FEM;SG	
malade	beteg	malade	beteg	ADJ;MASC;SG	N;NOM;SG
malade	beteg	malade	beteg	ADJ;MASC;SG	N;NOM;SG
malade	betegek	malade	beteg	ADJ;MASC;SG	N;NOM;PL
arena	aréna	arena	aréna	PROPN	N;NOM;SG
voulu	körözött	vouloir	köröz	V;MASC;SG;PST;V.PTCP	
perspective	prospect	perspective	prospect	N;FEM;SG	
perspective	kilátások	perspective	kilátás	N;FEM;SG	N;NOM;PL
garçons	fiuk	garçon	fiuk	N;MASC;PL	N;NOM;SG
edgar	edgar	edgar	edgar	PROPN	
walt	walt	walt	walt	PROPN	
militant	harcias	militant	harcias	N;MASC;SG	ADJ;NOM;SG
militant	militáns	militant	militáns	N;MASC;SG	
tourner	forgás	tourner	forgás	V;NFIN	N;NOM;SG
tourner	forgatás	tourner	forgatás	V;NFIN	N;NOM;SG
tourner	spin	tourner	spin	V;NFIN	
tourner	forgás	tourner	forgás	V;NFIN	N;NOM;SG
impérial	birodalmi	impérial	birodalmi	ADJ;MASC;SG	
liban	libanon	liban	liban	N;MASC;SG	
liban	libanoni	liban	libanoni	N;MASC;SG	V;NFIN;ACT
calédonie	kaledónia	calédonie	kaledónia	N;FEM;SG	V;SG;3;NFIN;ACT
routier	uton	routier	ut	N;MASC;SG	
hermann	hermann	hermann	hermann	PROPN	PROPN;NOM;SG
hermann	herrmann	hermann	herrmann	PROPN	
hermann	herman	hermann	herman	PROPN	
accusé	alperes	accuser	alperes	V;MASC;SG;PST;V.PTCP	N;NOM;SG
ernst	ernst	ernst	erns	PROPN	
effort	erőfeszítések	effort	erőfeszítés	N;MASC;SG	N;NOM;PL
affecté	hozzárendelve	affecter	hozzárendelve	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
affecté	kijelölt	affecter	kijelölt	V;MASC;SG;PST;V.PTCP	
affecté	érintett	affecter	érintett	V;MASC;SG;PST;V.PTCP	
