que	귀하	que	귀하	PRO	
anoxado	화난	anoxar	화난	V	
anoxado	화가	anoxar	화+가	V	N
anoxado	화나	anoxar	화나	V	
peche	닫기	peche	닫+기	N	
peche	닫습니다	peche	닫+습니다	N	
peche	닫아	peche	닫+아	N	V
peche	shut	peche	shut	N	
peche	닫힘	peche	닫+천	N	
toquio	도쿄	toquio	도쿄	PROPN	PROPN
toquio	동경	toquio	동경	PROPN	
katherine	캐서린	katherine	캐+서+이+ㄴ	N	
vd	당신은	vd	당신+은	PROPN	PRO
vd	귀하	vd	귀하	PROPN	
vd	당신	vd	당신	PROPN	PRO
déixaa	그녀	déixar	그녀	N	
déixaa	그녀의	déixar	그녀+의	N	PRO
déixaa	떠나	déixar	떠나+아	N	CONJ
déixaa	떠나기	déixar	떠나+기	N	V
déixaa	홀로	déixar	홀로	N	ADV
déixaa	혼자	déixar	혼자	N	ADV
soubo	절대	soubo	절대	V	
soubo	never	soubo	never	V	
soubo	절대로	soubo	절대로	V	
soubo	아웃	soubo	아웃	V	
soubo	학습	soubo	학습	V	N
soubo	배운	soubo	배우+ㄴ	V	
hitler	히틀러	hitler	히틀러	PROPN	
gado	다운	gado	다우+ㄴ	N	
gado	아래로	gado	아래+로	N	
gado	거기	gado	거기	N	
gado	거기에	gado	거기+에	N	ADV
s	밀스	s	밀스	N	
apetece	feel	apetecer	feel	V	
apetece	기분	apetecer	기분	V	
apetece	느낌	apetecer	느끼+ㅁ	V	
coñecelo	당신은	coñecelo	당신+은	N	PRO
coñecelo	귀하	coñecelo	귀하	N	
coñecelo	당신	coñecelo	당신	N	PRO
coñecelo	회의	coñecelo	회의	N	
coñecelo	만나	coñecelo	만나+아	N	
coñecelo	그를	coñecelo	그+를	N	PRO
acabe	종료	acabar	종료	V	N
acabe	언제쯤	acabar	언제+쯤	V	N
acabe	언제	acabar	언제	V	
acabe	완료	acabar	완료	V	N
acabe	마무리	acabar	마무리	V	
acabe	마침	acabar	마침	V	ADV
acabe	완료	acabar	완료	V	N
déixanos	떠나	déixano	떠나+아	V	CONJ
micho	키티	micho	키티	N	
xinete	라이더	xineter	라이더	N	
chinatown	차이나타운	chinatown	차이데타+ㄴ	N	
xenerais	제너럴	xeneral	제너르+ㄹ	N	
xenerais	두두	xeneral	두두	N	
xenerais	두분	xeneral	두분	N	
xenerais	랭킹	xeneral	랭킹	N	
gwen	그웬	gwen	그웬	PROPN	
camiñantes	워커	camiñante	워크+ㄴ	N	
camiñantes	하얀	camiñante	하얗+ㄴ	N	
camiñantes	화이트	camiñante	화이트	N	
camiñantes	흰색	camiñante	흰+색	N	
camiñantes	하얀색	camiñante	하얀색	N	
camiñantes	하얗게	camiñante	하얗+게	N	ADJ
gnomo	imp	gnomo	imp	N	
afganistán	아프가니스탄	afganistán	아프가니스탄	PROPN	PROPN
cuberta	커버	cubrir	커버	V	
cuberta	덮여	cubrir	덮이+어	V	
díxenlles	그들	díxenlles	그+들	PROPN	N
díxenlles	말했다	díxenlles	말하+었+다	PROPN	V
cerebral	두뇌	cerebral	두뇌	ADJ	
cerebral	브레인	cerebral	브레인	ADJ	
cerebrais	두뇌	cerebral	두뇌	N	
cerebrais	브레인	cerebral	브레인	N	
expertos	전문가	experto	전문가	N	
complexo	콤플렉스	complexo	콤플렉스	N	
típico	전형적	típico	전형+적	ADJ	N
típico	전형	típico	전형	ADJ	N
típico	전형적인	típico	전형+적+이+ㄴ	ADJ	V
habitual	평상시	habitual	평상시	ADJ	
habitual	평소	habitual	평소	ADJ	
curar	치료	curar	치료	V	N
individuos	개인	individuo	개인	N	
morais	도덕	moral	도덕	ADJ	N
nacionais	국립	nacional	국립	ADJ	N
nacionais	내셔널	nacional	내+시+어+요+ㄴ	ADJ	
nacionais	국민	nacional	국민	ADJ	N
saíron	아웃	saír	아웃	V	
xoias	보석	xoia	보석	N	
xoias	쥬얼리	xoia	쥬얼리	N	
xoias	보석	xoia	보석	N	
puidesen	그들이	poder	그+들+이	V	PRO
puidesen	그들은	poder	그+들+은	V	PRO
principais	전공	principal	전공	ADJ	N
principais	메이저	principal	메이저	ADJ	
comisaría	역시	comisar	역시	N	ADV
escuras	다크	escura	다크	ADJ	
escuras	어둠	escura	어둠	ADJ	N
comunidades	커뮤니티	comunidade	커뮤니티	N	
entran	입력	entrar	입력	V	N
contratar	고용	contratar	고용	V	N
premios	상금	premio	상금	N	
clima	기후학	clima	기후학	N	
clima	기후	clima	기후	N	
repente	갑작스럽게	repente	갑작스럽+게	ADV	
repente	전체	repente	전체	ADV	N
aparecen	나타납니다	aparecer	나타나+ㅂ니다	V	
petos	주머니	peto	주머니	N	
espacio	스페이스	espacio	스페이스	N	
activa	액티브	activo	액티브	N	
amosarlles	표시	amosarles	표시	N	
amosarlles	보이기	amosarles	보이+기	N	V
amosarlles	당신은	amosarles	당신+은	N	PRO
amosarlles	귀하	amosarles	귀하	N	
amosarlles	당신	amosarles	당신	N	PRO
especiais	특수	especial	특수	ADJ	
especiais	특별한	especial	특별+하+ㄴ	ADJ	V
especiais	스페셜	especial	스페셜	ADJ	
especiais	특별	especial	특별	ADJ	
volvendo	다시	volver	다시	V	ADV
volvendo	뒤로	volver	뒤+로	V	ADV
errado	잘못된	errar	잘못+되+ㄴ	N	V
temporal	임시	temporal	임시	ADJ	
temporal	일시적	temporal	일시+적	ADJ	N
comprensión	이해하기	comprensión	이해+하+기	N	V
pantasma	귀신	pantasma	귀신	N	
pantasma	고스트	pantasma	고스트	N	
steve	스티브	stavar	스티브	PROPN	
suavemente	부드럽게	suave	부드럽+게	ADV	
calado	조용히	calado	조용히	N	ADV
calado	조용한	calado	조용+하+ㄴ	N	V
estudio	스튜디오	estudio	스튜디오	N	
policial	경찰	policial	경찰	ADJ	N
policial	경찰관	policial	경찰관	ADJ	N
quilos	파운드	quilo	파운드	N	
quilos	킬로	quilo	켜+로	N	
mortal	치명적이다	mortal	치명+적+이+다	ADJ	V
mortal	치명적	mortal	치명+적	ADJ	N
escoitando	청취	escoitar	청취	V	N
permiten	허용	permitir	허용	V	
normais	정규	normal	정규	N	
normais	평범	normal	평범	N	
normais	정상	normal	정상	N	
poñerse	get	poñer	get	PROPN	
poñerse	받기	poñer	받+기	PROPN	V
estadounidenses	미국인	estadounidenses	미국인	ADJ	N
estadounidenses	아메리칸	estadounidenses	아메리칸	ADJ	
estadounidenses	미국인	estadounidenses	미국인	ADJ	N
amigas	프렌즈	amiga	프렌즈	N	
empezando	시작	empezar	시작	V	N
dío	say	dío	say	V	
incentivos	인센티브	incentivo	인센티브	N	
seria	심각한	seria	심각+하+ㄴ	ADJ	V
seria	심각해	seria	심각+하+어	ADJ	V
seria	심각하다	seria	심각+하+다	ADJ	V
seria	심각하게	seria	심각+하+게	ADJ	CONJ
ray	레이	ray	레이	PROPN	
respectar	존경	respectar	존경	V	N
respectar	존중	respectar	존중	V	N
xornalistas	기자	xornalista	기자	N	
xornalistas	저널리스트	xornalista	저널리스트	N	
xornalistas	기자	xornalista	기자	N	
comece	시작	comecer	시작	V	N
deberes	숙제	deber	숙제	V	N
deberes	의무	deber	의무	V	N
oculta	숨김	oculto	숨김	V	N
oculta	숨겨져	oculto	숨기+어+지+어	V	V
oculta	숨겨진	oculto	숨기+어+지+ㄴ	V	V
sincero	정직한	sincero	정직+하+ㄴ	N	V
sincero	솔직한	sincero	솔직+하+ㄴ	N	V
sincero	정직하게	sincero	정직+하+게	N	CONJ
sincero	정직	sincero	정직	N	
veleno	독도	veleno	독도	N	
ciencias	사이언스	ciencia	사이언스	N	
sofren	그들이	sofrer	그+들+이	V	PRO
sofren	그들은	sofrer	그+들+은	V	PRO
sofren	고통받고	sofrer	고통받+고	V	
espadas	도검	espada	도검	N	
aqui	여기	aqui	여기	PROPN	PRO
aqui	여기에	aqui	여기+에	PROPN	ADV
tí	당신은	tí	당신+은		PRO
tí	당신	tí	당신		PRO
jacques	자크	jacque	자크	N	PROPN
sombras	섀도	sombra	섀도	N	
conduce	드라이브	conducir	드라이브	V	
coñecidos	알려진	coñecer	알리+어+지+ㄴ	V	V
dános	give	dáno	give	V	
esfera	스피어	esfera	스피어	N	
criado	하인	criar	하+이+ㄴ	V	
bolso	봉지	bolso	봉지	N	
ri	웃어라	rir	웃+어라	V	
ri	웃음	rir	웃음	V	
ri	웃어	rir	웃+어	V	
ira	ira	ir	ira	N	
gobernador	주지사	gobernador	주지사	N	
gobernador	높음	gobernador	높음	N	ADJ
gobernador	하이	gobernador	하이	N	
balde	free	balde	free	N	
balde	무료	balde	무료	N	
balde	자유	balde	자유	N	
fuxiu	출신	fuxiu	출신	V	N
asasinar	살인사건	asasinar	살인사건	V	
asasinar	살인죄	asasinar	살인죄	V	
asasinar	살인	asasinar	살인	V	
comprendes	이해하기	comprender	이해+하+기	N	V
comprendes	알아듣기	comprender	알+아+있+기	N	V
comprendes	당신은	comprender	당신+은	N	PRO
comprendes	귀하	comprender	귀하	N	
comprendes	당신	comprender	당신	N	PRO
palco	스테이지	palco	스테이+지	N	
creme	believe	creme	believe	PROPN	
creme	믿기	creme	믿+기	PROPN	
edición	에디션	edición	에디션	N	
quedas	당신은	queda	당신+은	N	PRO
quedas	귀하	queda	귀하	N	
quedas	당신	queda	당신	N	PRO
darei	give	dar	give	V	
oia	듣기	oia	듣+기	PROPN	V
lévao	take	lévao	take	N	
lévao	그를	lévao	그+를	N	PRO
maten	킬링	mater	킬링	V	
vasme	당신은	vasme	당신+은	PROPN	PRO
vasme	귀하	vasme	귀하	PROPN	
vasme	당신	vasme	당신	PROPN	PRO
tomarei	take	tomar	take	N	
sospeitoso	용의자	sospeitoso	용의자	ADJ	N
triunfo	트라이엄프	triunfo	트라이엄프	N	PROPN
saberás	당신은	saber	당신+은	V	PRO
saberás	귀하	saber	귀하	V	
saberás	당신	saber	당신	V	PRO
horror	공포	horror	공포	PROPN	N
annie	애니	annie	애+니	PROPN	
téñoo	got	téñoo	got	PROPN	
enfermeira	간호사	enfermeiro	간호사	ADJ	N
enfermeira	간호	enfermeiro	간호	ADJ	N
volviches	당신은	volviche	당신+은	N	PRO
volviches	귀하	volviche	귀하	N	
volviches	당신	volviche	당신	N	PRO
volviches	다시	volviche	다시	N	ADV
volviches	뒤로	volviche	뒤+로	N	ADV
corporación	코퍼레이션	corporación	코퍼레이션	N	PROPN
alxeria	알제리	alxeria	알제리	N	PROPN
polaco	폴란드어	polaco	폴란드어	N	
polaco	폴란드	polaco	폴란드	N	PROPN
vietminh	minh	vietminh	minh	PROPN	
templo	템플	templo	템플	N	
corten	잘라	cortar	자르+아	V	
corten	함께	cortar	함께	V	ADV
corten	그녀	cortar	그녀	V	
corten	그녀의	cortar	그녀+의	V	PRO
napier	네이피어	napier	네이피어	PROPN	PROPN
embarazada	임신	embarazar	임신	V	N
facultade	칼리지	facultade	칼리+지	N	
facultade	대학생	facultade	대학생	N	
campamento	캠프	campamento	캠프	N	
sagrado	거룩한	sagrar	거룩+하+ㄴ	ADJ	V
sagrado	거룩	sagrar	거룩	ADJ	
conseguilo	make	conseguilo	make	ADV	
conseguilo	get	conseguilo	get	ADV	
conseguilo	받기	conseguilo	받+기	ADV	V
tempada	시즌	tempada	시즌	N	
exemplos	몇몇	exemplo	몇몇	N	ADJ
caen	떨어짐	caer	떨어지+ㄹ	V	
rexeitar	거절	rexeitar	거절	V	
cirurxía	수술과	cirurxía	수술+과	N	CONJ
patrick	파트리크	patrick	파트리크	PROPN	PROPN
patrick	패트릭	patrick	패트릭	PROPN	
divertida	재미	diverter	재미	V	N
investigar	조사	investigar	조사	V	N
investigar	연구	investigar	연구	V	N
decidiron	결심	decidir	결심	V	
decidiron	그들이	decidir	그+들+이	V	PRO
decidiron	그들은	decidir	그+들+은	V	PRO
pódelo	당신은	pódelo	당신+은	N	PRO
pódelo	귀하	pódelo	귀하	N	
pódelo	당신	pódelo	당신	N	PRO
fixeran	그들이	facer	그+들+이	V	PRO
fixeran	그들은	facer	그+들+은	V	PRO
extraer	아웃	extraer	아웃	V	
extraer	추출	extraer	추출	V	
páxinas	페이지	páxina	페이지	N	
páxina	페이지	páxina	페이지	N	
débil	약한	débil	약하+ㄴ	ADJ	
débil	약해	débil	약하+어	ADJ	
desagradable	불쾌한	desagradable	불쾌+하+ㄴ	ADJ	V
dunhas	몇몇	dunha	몇몇	N	ADJ
foses	당신은	fose	당신+은	V	PRO
foses	귀하	fose	귀하	V	
foses	당신	fose	당신	V	PRO
esperamos	희망	esperar	희망	V	N
estarían	그들이	estar	그+들+이	V	PRO
estarían	그들은	estar	그+들+은	V	PRO
conte	당신은	conte	당신+은	V	PRO
conte	귀하	conte	귀하	V	
conte	당신	conte	당신	V	PRO
abertas	오픈	abrir	오프+ㄴ	V	
abertas	열기	abrir	열+기	V	
bloque	블록	bloque	블록	N	
bloque	블럭	bloque	블럭	N	
cuarta	넷째	cuarto	넷째	ADJ	NUM
cuarta	네번째	cuarto	네+번+째	ADJ	N
atopalo	찾기	atopalo	찾+기	N	V
atopalo	그를	atopalo	그+를	N	PRO
nelas	그들	nela	그+들	DET	N
anciáns	늙은	ancián	늙+ㄴ	N	
anciáns	오래된	ancián	오래+되+ㄴ	N	V
sorrí	스마일	sorrí	스마일	V	
sorrí	미소	sorrí	미소	V	
sorrí	미소	sorrí	미소	V	
sorrí	스마일	sorrí	스마일	V	
sorrí	웃어	sorrí	웃+어	V	
esquecerei	잊어	esquecer	잊+어	V	
descubrimento	디스커버리	descubrimento	디스크리리	N	
tacto	touch	tacto	touch	N	
columna	칼럼	columna	칼+처	N	
columna	기둥	columna	기둥	N	
oficinas	오피스	oficina	오피스	N	
delincuentes	범죄자	delincuente	범죄자	ADJ	N
únicas	단발	único	단발	ADJ	
únicas	오직	único	오직	ADJ	ADV
únicas	고유	único	고유	ADJ	
únicas	독특한	único	독특+하+ㄴ	ADJ	V
canadá	캐나다	canadá	캐나다	PROPN	PROPN
satisfeito	만족	satisfacer	만족	V	
ángulo	앵글	ángulo	앵글	N	
extremo	끝내기	extremo	끝내+기	N	V
volveuse	그녀	volveuse	그녀	V	
volveuse	그녀는	volveuse	그녀+는	V	PRO
saudar	say	saudar	say	V	
saudar	여보세요	saudar	여보+세요	V	
saudar	헬로	saudar	헬로	V	
saudar	hello	saudar	hello	V	
ahí	거기	ahí	거기	ADV	
achégate	여기	achégate	여기	N	PRO
achégate	여기에	achégate	여기+에	N	ADV
satisfacción	만족	satisfacción	만족	N	
traballadora	일하기	traballador	일하+기	N	
español	스페인어	español	스페인어	ADJ	
dirixida	감독	dirixir	감독	V	N
heroes	히어로	heroes	히어+로	N	
heroes	히어로즈	heroes	히어로즈	N	PROPN
adolescencia	사춘기	adolescencia	사춘기	N	
rematamos	완료	rematar	완료	V	N
solpor	선셋	solpor	선셋	N	
solpor	석양	solpor	석양	N	
solpor	황혼	solpor	황혼	N	
claras	지우기	claro	지우+기	ADJ	V
claras	지우	claro	지우	ADJ	
claras	맑음	claro	맑음	ADJ	
volveron	다시	volver	다시	V	ADV
volveron	뒤로	volver	뒤+로	V	ADV
axudarlle	도움	axudarlle	도움	N	
axudarlle	도움말	axudarlle	도움말	N	
axudarlle	당신은	axudarlle	당신+은	N	PRO
axudarlle	귀하	axudarlle	귀하	N	
axudarlle	당신	axudarlle	당신	N	PRO
esquerdo	좌파	esquerdo	좌파	ADJ	N
esquerdo	왼쪽	esquerdo	왼쪽	ADJ	
acepto	don	acepto	don		
ogallá	소원	ogallá	소원	V	
xenebra	제네바	xenebra	제네바	N	PROPN
faloume	소개	faloume	소개	V	N
faloume	대략	faloume	대략	V	
faloume	그녀	faloume	그녀	V	
faloume	그녀는	faloume	그녀+는	V	PRO
alimentar	피드	alimentar	피드	V	N
interno	내부	interno	내부	ADJ	N
fígado	간간	fígado	간간	N	
fígado	간디	fígado	간디	N	
cova	케이브	cova	케이브	N	
homicidio	살인사건	homicidio	살인사건	N	
homicidio	살인죄	homicidio	살인죄	N	
homicidio	살인	homicidio	살인	N	
homicidio	살인	homicidio	살인	N	
castigar	처벌	castigar	처벌	V	N
divina	화려하다	divina	화려+하+다	ADJ	V
divina	이쁜	divina	이쁘+ㄴ	ADJ	
divina	화려한	divina	화려+하+ㄴ	ADJ	V
comes	당신은	come	당신+은	PROPN	PRO
comes	귀하	come	귀하	PROPN	
comes	당신	come	당신	PROPN	PRO
comes	먹기	come	먹+기	PROPN	V
comes	먹어	come	먹+어	PROPN	
rumores	소문	rumores	소문	N	
guerreiro	워리어	guerreiro	워리+어	N	
cargar	로드	cargar	로드	V	
cargar	로딩	cargar	로딩	V	N
preocupación	염려	preocupación	염려	N	
moto	오토바이	moto	오토바이	PROPN	N
moto	모터사이클	moto	모터사이클	PROPN	PROPN
tokio	도쿄	tokio	도쿄	PROPN	PROPN
tokio	동경	tokio	동경	PROPN	
marcas	마르크	marca	마르크	N	
marcas	마크스	marca	마크스	N	
escoitas	당신은	escoita	당신+은	N	PRO
escoitas	귀하	escoita	귀하	N	
escoitas	당신	escoita	당신	N	PRO
escoitas	듣기	escoita	듣+기	N	V
escoitas	듣기	escoita	듣+기	N	V
primo	리틀	primo	리틀	N	
cazar	사냥	cazar	사냥	V	N
cazar	헌트	cazar	헌트	V	
cazar	사냥	cazar	사냥	V	N
carreiras	레이스	carreira	레이스	N	
carreiras	경주	carreira	경주	N	PROPN
rabo	엉덩이	rabo	엉덩이	N	
rabo	그의	rabo	그+의	N	PRO
maria	마리아	maria	마리아	N	
honesto	정직한	honesto	정직+하+ㄴ	N	V
honesto	솔직한	honesto	솔직+하+ㄴ	N	V
honesto	정직하게	honesto	정직+하+게	N	CONJ
honesto	정직	honesto	정직	N	
perdóame	용서	perdóame	용서	PROPN	
revolucionaria	혁명	revolucionario	혁명	ADJ	N
mac	mac	mac	mac	PROPN	
esqueza	잊어	esquecer	잊+어	V	
esqueza	don	esquecer	don	V	
años	수년	año	수년	N	
ocupa	하나	ocupar	하나	V	
walker	워커	walker	워크+ㄴ	PROPN	
tanques	tanks	tanque	tanks	N	
asustados	무서워	asustado	무섭+어	ADJ	
conseguiches	당신은	conseguiches	당신+은	V	PRO
conseguiches	귀하	conseguiches	귀하	V	
conseguiches	당신	conseguiches	당신	V	PRO
conseguiches	get	conseguiches	get	V	
traseira	다시	traseiro	다시	N	ADV
traseira	뒤로	traseiro	뒤+로	N	ADV
cebola	양파	cebola	양파	N	
cebola	양파	cebola	양파	N	
rula	여보	rula	여보	N	
rula	허니	rula	허니	N	
rula	베이비	rula	베이비	N	
rula	아기	rula	아기	N	
morro	죽는다	morro	죽+는다	N	V
quieta	아직도	quieto	아직도	N	ADV
quieta	여전히	quieto	여전+히	N	ADV
obradoiro	워크샵	obradoiro	워크샵	N	
obradoiro	워크숍	obradoiro	워크숍	N	
impórtame	케어	impórtame	케+어	PROPN	N
impórtame	don	impórtame	don	PROPN	
impórtame	give	impórtame	give	PROPN	
geoff	제프	geoff	제프	PROPN	
gobernar	법칙	gobernar	법칙	V	N
gobernar	규칙	gobernar	규칙	V	N
cálmate	차분한	cálmate	차분+하+ㄴ	PROPN	V
cálmate	차분	cálmate	차분	PROPN	N
cálmate	잔잔한	cálmate	잔잔+하+ㄴ	PROPN	V
cálmate	다운	cálmate	다우+ㄴ	PROPN	
cálmate	아래로	cálmate	아래+로	PROPN	
nana	lullaby	nano	lullaby	PROPN	
gustábame	좋아한	gustábame	좋아하+ㄴ	PROPN	
mesías	메시아	mesío	메시아	N	
jun	jun	jun	jun	PROPN	
bird	조류	bird	조류	PROPN	N
vámonos	get	vámono	get	V	
vámonos	아웃	vámono	아웃	V	
tomaron	그들이	tomar	그+들+이	V	PRO
tomaron	그들은	tomar	그+들+은	V	PRO
potencial	잠재	potencial	잠재	N	
diabetes	당뇨	diabete	당뇨	PROPN	N
diabetes	당뇨병	diabete	당뇨병	PROPN	N
espiritual	정신적	espiritual	정신+적	ADJ	N
piano	피아노	piano	피아노	N	
describir	설명	describir	설명	V	N
reaccionar	공감	reaccionar	공감	V	N
creatividade	창의	creatividade	창의	N	
kennedy	케네디	kennedy	케네디	PROPN	
tendencia	trend	tendencia	trend	N	
tendencia	트렌드	tendencia	트렌드	N	
oístes	당신은	oíste	당신+은	N	PRO
oístes	귀하	oíste	귀하	N	
oístes	당신	oíste	당신	N	PRO
recentemente	최근	recente	최근	ADV	N
concurso	콘테스트	concurso	콘테스트	N	
concurso	플라워	concurso	플라우+어	N	
concurso	표시	concurso	표시	N	
concurso	보이기	concurso	보이+기	N	V
mecanismos	디바이스	mecanismo	디바이스	N	
esquezamos	without	esquecer	without	V	
esquezamos	망각	esquecer	망각	V	N
dispostos	준비	dispor	준비	V	
hábito	버릇	hábito	버릇	N	
experimentar	경험	experimentar	경험	V	N
experimentar	체험	experimentar	체험	V	N
lento	느려	lento	느리+어	ADJ	
times	타임스	time	타임스	PROPN	
times	타임즈	time	타임즈	PROPN	
dinme	실현	dinme	실현	ADV	N
gastar	지출	gastar	지출	V	N
opcións	옵션	opción	옵션	N	
convosco	함께	convosco	함께	V	ADV
convosco	당신은	convosco	당신+은	V	PRO
convosco	귀하	convosco	귀하	V	
convosco	당신	convosco	당신	V	PRO
investir	투자	investir	투자	V	N
mencionar	언급	mencionar	언급	V	N
inútiles	쓸모없는	inútil	쓸모없+는	ADJ	
complexos	콤플렉스	complexo	콤플렉스	N	
interpretar	놀기	interpretar	놀+기	V	ADJ
interpretar	재생	interpretar	재생	V	N
interpretar	연주	interpretar	연주	V	N
interpretar	플레이	interpretar	플레이	V	
continuación	넥스트	continuación	넥스트	N	
continuación	그렇다면	continuación	그렇다면	N	CONJ
continuación	그러면	continuación	그러면	N	CONJ
continuación	그때	continuación	그때	N	
visuais	시각	visual	시각	ADJ	N
visuais	비주얼	visual	비주얼	ADJ	
figuras	피규어	figura	피규+어	N	
decir	say	decir	say	V	
decir	평균	decir	평균	V	N
supermercado	슈퍼마켓	supermercado	슈퍼마켓	N	
frases	어구	frase	어구	N	
significaba	평균	significar	평균	V	N
lenta	느려	lento	느리+어	ADJ	
axentes	에이전트	axente	에이전트	N	
separados	분리	separar	분리	ADJ	
separados	따로따로	separar	따로따로	ADJ	
separados	따로	separar	따로	ADJ	ADV
emprega	사용	empregar	사용	V	N
emprega	사용	empregar	사용	V	N
emprega	이용	empregar	이용	V	N
emprega	사용하다	empregar	사용+하+다	V	
descubriron	그들이	descubrir	그+들+이	V	PRO
descubriron	그들은	descubrir	그+들+은	V	PRO
protexido	보호	protexido	보호	ADJ	N
nalgunha	어딘가	nalgún	어디+이+ㄴ가	DET	
rusa	러시아인	rusa	러시아인	ADJ	N
rusa	러시아어	rusa	러시아어	ADJ	
rusa	롤러코스터	rusa	롤러코스터	ADJ	
costume	버릇	costume	버릇	N	
practicar	연습생	practicar	연습생	V	N
practicar	연습	practicar	연습	V	N
activo	액티브	activo	액티브	N	
salarios	임금	salario	임금	N	
salarios	임금	salario	임금	N	
maquillaxe	화장	maquillaxe	화장	N	
maquillaxe	메이크업	maquillaxe	메이크업	N	
poderíase	당신은	poderíase	당신+은	V	PRO
poderíase	귀하	poderíase	귀하	V	
poderíase	당신	poderíase	당신	V	PRO
preocuparse	케어	preocuparse	케+어	PROPN	N
preocuparse	걱정	preocuparse	걱정	PROPN	
preocuparse	소개	preocuparse	소개	PROPN	N
preocuparse	대략	preocuparse	대략	PROPN	
atravesar	통해	atravesar	통하+어	V	CONJ
vaille	당신은	vaille	당신+은	V	PRO
vaille	귀하	vaille	귀하	V	
vaille	당신	vaille	당신	V	PRO
resistir	저항	resistir	저항	V	N
creando	그리고	crear	그리고	V	CONJ
petición	요청하기	petición	요청+하+기	N	V
probalo	증명	probalo	증명	PROPN	N
sigan	팔로우	sigar	팔로우	V	
abandonar	떠나	abandonar	떠나+아	V	CONJ
graxa	뚱뚱한	graxar	뚱뚱하+ㄴ	N	
graxa	살찐	graxar	살찌+ㄴ	N	
quentes	따뜻하다	quente	따뜻+하+다	ADJ	V
quentes	덥다	quente	덥+다	ADJ	
quentes	hot	quente	hot	ADJ	
quentes	뜨겁다	quente	뜨겁+다	ADJ	
confusión	혼동	confusión	혼동	N	
desprezo	경멸	desprezo	경멸	N	
británico	브리티시	británico	브리티시	ADJ	PROPN
británico	영국인	británico	영국인	ADJ	N
británico	영국	británico	영국	ADJ	PROPN
colles	당신은	colle	당신+은	N	PRO
colles	귀하	colle	귀하	N	
colles	당신	colle	당신	N	PRO
colles	take	colle	take	N	
levarme	take	levarme	take	V	
públicas	공공	público	공공	ADJ	N
públicas	공개	público	공개	ADJ	N
públicas	공중	público	공중	ADJ	N
chamalo	그를	chamalo	그+를	N	PRO
volverán	그들이	volver	그+들+이	V	PRO
volverán	그들은	volver	그+들+은	V	PRO
volverán	다시	volver	다시	V	ADV
volverán	뒤로	volver	뒤+로	V	ADV
listaxe	리스트	listaxe	리스트	N	
tomas	take	toma	take	N	
tomas	당신은	toma	당신+은	N	PRO
tomas	귀하	toma	귀하	N	
tomas	당신	toma	당신	N	PRO
tremer	떨리는	tremer	떨리+는	V	
colonia	쾰른	colonia	쾰른	N	PROPN
especialista	전문가	especialista	전문가	N	
especialista	전문가	especialista	전문가	N	
seca	드라이	seco	드라이	N	
miro	표정	miro	표정	PROPN	N
miro	시계	miro	시계	PROPN	N
xeonllo	무릎	xeonllo	무릎	N	
fixestes	당신은	fixeste	당신+은	N	PRO
fixestes	귀하	fixeste	귀하	N	
fixestes	당신	fixeste	당신	N	PRO
fixestes	made	fixeste	made	N	
fixestes	만든	fixeste	만들+ㄴ	N	
aprendiches	당신은	aprendiches	당신+은	V	PRO
aprendiches	귀하	aprendiches	귀하	V	
aprendiches	당신	aprendiches	당신	V	PRO
aprendiches	학습	aprendiches	학습	V	N
aprendiches	배운	aprendiches	배우+ㄴ	V	
aprendiches	배운다	aprendiches	배우+ㄴ다	V	
aprendiches	배워	aprendiches	배우+어	V	
roubado	도난	roubado	돕+이+ㄴ	V	
reunións	회의	reunión	회의	N	
jay	제이	jay	제이	PROPN	
signo	사인	signo	사인	N	
infeliz	불행	infeliz	불행	N	
infeliz	불행한	infeliz	불행+하+ㄴ	N	V
marx	마르크스	marx	마르크스	PROPN	PROPN
dera	주어진	derar	주+어+지+ㄴ	V	V
forno	오븐	forno	오븐	N	
max	맥스	max	맥스	PROPN	
max	막스	max	막스	PROPN	
max	최대	max	최대	PROPN	N
max	max	max	max	PROPN	
clan	클랜	clan	클랜	PROPN	
engano	속임수	engano	속임수	N	
engano	착각	engano	착각	N	
vexas	당신은	vexa	당신+은	N	PRO
vexas	귀하	vexa	귀하	N	
vexas	당신	vexa	당신	N	PRO
mago	마법사	mago	마법사	N	
tiger	호랑이	tiger	호랑이	PROPN	
tiger	타이거	tiger	타이거	PROPN	
jimmy	지미	jimmy	지미	PROPN	
casados	결혼	casar	결혼	V	N
lamento	미안	lamento	미안	N	
negar	거부	negar	거부	V	N
negar	부정	negar	부정	V	N
axúdeme	도움	axúdeme	도움	PROPN	
axúdeme	도움말	axúdeme	도움말	PROPN	
cale	shut	calar	shut	PROPN	
terte	당신은	terte	당신+은	V	PRO
terte	귀하	terte	귀하	V	
terte	당신	terte	당신	V	PRO
deixoume	좌파	deixoume	좌파	V	N
deixoume	왼쪽	deixoume	왼쪽	V	
vingar	복수	vingar	복수	V	N
preciosas	사랑스러운	precioso	사랑+스럽+ㄴ	ADJ	V
preciosas	러블리	precioso	러블리	ADJ	
preciosas	아름다워	precioso	아름답+어	ADJ	
vds	당신은	ver	당신+은	PROPN	PRO
vds	귀하	ver	귀하	PROPN	
vds	당신	ver	당신	PROPN	PRO
dará	give	dar	give	V	
declarar	선포	declarar	선포	V	N
froito	과일	froito	과일	N	
froito	열매	froito	열매	N	
froito	과일과	froito	과일+과	N	CONJ
