sovi	fit	sovi	faire	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PST;FIN
vuokra	louer	vuokra	louer	N;NOM;SG	V;NFIN
rikas	riches	rikas	riche	ADJ;NOM;SG	ADJ;MASC;PL
rikas	rich	rikas	rich	ADJ;NOM;SG	PROPN
angelo	angelo	angelo	angelo		PROPN
läpimitta	diamètres	läpi#mitta	diamètre	N;NOM;SG	N;MASC;PL
valvonta	contrôler	valvonta	contrôler	N;NOM;SG	V;NFIN
valvonta	suivi	valvonta	suivre	N;NOM;SG	V;MASC;SG;PST;V.PTCP
nathan	nathan	narha	nathan	PROPN;NOM;SG	PROPN
painava	heavy	painava	heavy	ADJ;NOM;SG	N;MASC;SG
painava	lourds	painava	lourd	ADJ;NOM;SG	ADJ;MASC;PL
eve	ève	eve	ève	PROPN;NOM;SG	PROPN
eve	eve	eve	eve	PROPN;NOM;SG	PROPN
tuhoutunut	détruits	tuhoutua	détruire	V;NOM;SG;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
tuhoutunut	détruites	tuhoutua	détruire	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
eesti	eesti	eesti	eesti	N;NOM;SG	PROPN
mon	mon	mon	son	INTJ	DET;MASC;SG
mon	lun	mon	lun	INTJ	N;MASC;SG
suositeltu	recommandés	suositella	recommander	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
suositeltu	recommandées	suositella	recommander	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
suositeltu	vedette	suositella	vedette	V;NOM;SG;V.PTCP;PASS	N;FEM;SG
suositeltu	recommandés	suositella	recommander	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
suositeltu	vedettes	suositella	vedette	V;NOM;SG;V.PTCP;PASS	N;FEM;PL
osastolla	ward	osasto	ward	N;AT+ESS
;SG	PROPN
perinteitä	tradition	perinne	tradition	N;PRT;PL	N;FEM;SG
nero	génies	nero	génie	N;NOM;SG	N;MASC;PL
nero	néron	nero	néron	N;NOM;SG	PROPN
nero	nero	nero	nero	N;NOM;SG	PROPN
patricia	patricia	patrici	patricier	N;NOM;SG	PROPN
löydä	trouvez	löydä	trouver	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
löydä	découvrez	löydä	découvrir	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
ash	frêne	ash	frêne	PROPN;NOM;SG	N;MASC;SG
ash	cendres	ash	cendre	PROPN;NOM;SG	N;FEM;PL
ash	ash	ash	ash	PROPN;NOM;SG	
ash	cendre	ash	cendre	PROPN;NOM;SG	N;FEM;SG
gustafsson	gustafsson	gustafsson	gustafsson	N;NOM;SG	PROPN
sant	sant	sant	santir	PROPN;NOM;SG	PROPN
carmen	carmen	carmen	carmen		PROPN
perhonen	papillons	perhonen	papillon	N;NOM;SG	N;MASC;PL
faith	faith	faith	faire		PROPN
faith	foi	faith	foi		N;FEM;SG
vankeja	condamnés	vanki	condamner	N;PRT;PL	V;MASC;PL;PST;V.PTCP
vankeja	prisonnières	vanki	prisonnier	N;PRT;PL	ADJ;FEM;PL
vankeja	détenus	vanki	détenir	N;PRT;PL	V;MASC;PL;PST;V.PTCP
tunisia	tunisie	tuninen	tunisie	N;NOM;PL	N;FEM;SG
tunisia	tunisienne	tuninen	tunisien	N;NOM;PL	ADJ;FEM;SG
tunisia	tunis	tuninen	tunir	N;NOM;PL	PROPN
yhdisteet	composés	yhdiste	composer	N;NOM;PL	V;MASC;PL;PST;V.PTCP
viiva	tirets	viiva	tiret	N;NOM;SG	N;MASC;PL
uudistus	réformer	uudistus	réformer	N;NOM;SG	V;NFIN
uudistus	réformes	uudistus	réforme	N;NOM;SG	N;FEM;PL
yhdistäminen	fusionner	yhdistäminen	fusionner	N;NOM;SG	V;NFIN
yhdistäminen	fusionne	yhdistäminen	fusionner	N;NOM;SG	V;IND;SG;3;PRS;FIN
yhdistäminen	fusionner	yhdistäminen	fusionner	N;NOM;SG	V;NFIN
yhdistäminen	connecter	yhdistäminen	connecter	N;NOM;SG	V;NFIN
yhdistäminen	reliant	yhdistäminen	relier	N;NOM;SG	V;PRS;V.PTCP
vieraita	étrangers	vieras	étranger	N;PRT;PL	ADJ;MASC;PL
vieraita	etrangers	vieras	etranger	N;PRT;PL	ADJ;MASC;PL
vieraita	visiteur	vieras	visiteur	N;PRT;PL	N;MASC;SG
vieraita	invités	vieras	inviter	N;PRT;PL	V;MASC;PL;PST;V.PTCP
manga	mangas	manga	manga	N;NOM;SG	N;MASC;PL
ragnar	ragnar	ragnar	ragnar	PROPN;NOM;SG	PROPN
bradley	bradley	bradley	bradley	PROPN;NOM;SG	PROPN
tietoinen	conscientes	tietoinen	conscient	ADJ;NOM;SG	ADJ;FEM;PL
tietoinen	conscients	tietoinen	conscient	ADJ;NOM;SG	ADJ;MASC;PL
tietoinen	conscients	tietoinen	conscient	ADJ;NOM;SG	ADJ;MASC;PL
brock	brock	brock	brock	PROPN;NOM;SG	PROPN
über	über	über	über	INTJ	
debyytti	débuts	debyyttää	début	N;NOM;SG	N;MASC;PL
raskaansarjan	lourd	raskaan#sarja	lourd	N;GEN;SG	ADJ;MASC;SG
lausutaan	prononcée	lausua	prononcer	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
lausutaan	prononcé	lausua	prononcer	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
lausutaan	prononcés	lausua	prononcer	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
toimitus	livraisons	toimitus	livraison	N;NOM;SG	N;FEM;PL
perusteltu	justifiées	perustella	justifier	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
perusteltu	justifiés	perustella	justifier	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
perusteltu	justifiable	perustella	justifiable	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
perusteltu	légitimes	perustella	légitime	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL
perusteltu	légitime	perustella	légitime	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
ilmiötä	phénomènes	ilmiö	phénomène	N;PRT;SG	N;MASC;PL
draama	dramatique	draama	dramatique	N;NOM;SG	ADJ;MASC;SG
etniset	ethnique	etninen	ethnique	ADJ;NOM;PL	ADJ;MASC;SG
chl	chl	chl	chl	N;NOM;SG	
rahoitusta	financements	rahoitus	financement	N;PRT;SG	N;MASC;PL
kaipaa	besoins	kaivata	besoin	V;IMP;SG;2;FIN;ACT	N;MASC;PL
jens	jens	jensä	jens	PROPN;NOM;SG	PROPN
aktivisti	militante	aktivisti	militant	N;NOM;SG	ADJ;FEM;SG
utah	utah	utah	utah	PROPN;NOM;SG	PROPN
haku	chercher	haku	chercher	N;NOM;SG	V;NFIN
haku	rechercher	haku	rechercher	N;NOM;SG	V;NFIN
haku	recherches	haku	recherche	N;NOM;SG	N;FEM;PL
haku	recherchez	haku	rechercher	N;NOM;SG	V;IMP;PL;2;PRS;FIN
holland	hollande	holland	hollande		N;MASC;SG
myrskyn	storm	myrsky	storm	N;GEN;SG	
pimeä	noir	pimeä	noir	ADJ;NOM;SG	N;MASC;SG
shanghai	shanghai	shanghai	shanghai	PROPN;NOM;SG	PROPN
sallii	permis	sallia	permettre	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
nash	nash	nash	nash	PROPN;NOM;SG	PROPN
käännöksiä	traduction	käännös	traduction	N;PRT;PL	N;FEM;SG
dell	dell	dell	dell	N;NOM;SG	PROPN
rush	ruée	rush	ruée		N;FEM;SG
rush	rush	rush	rush		N;MASC;SG
robertson	robertson	robertson	robertson	N;NOM;SG	PROPN
hood	hood	hood	hood	PROPN;NOM;SG	PROPN
hood	capot	hood	capot	PROPN;NOM;SG	N;MASC;SG
hood	cagoule	hood	cagoule	PROPN;NOM;SG	N;FEM;SG
hood	capuche	hood	capuche	PROPN;NOM;SG	N;FEM;SG
hood	capuchon	hood	capuchon	PROPN;NOM;SG	N;MASC;SG
anatoli	anatoly	anatoli	anatoly	N;NOM;SG	PROPN
avain	clefs	avain	clef	N;NOM;SG	N;MASC;PL
avain	clés	avain	clé	N;NOM;SG	N;FEM;PL
tuomarina	juger	tuomari	juger	N;FRML;SG	V;NFIN
veljet	brothers	veli	brother	N;NOM;PL	PROPN
piirtää	tirage	piirtää	tirage	V;IND;SG;FIN;ACT	N;MASC;SG
piirtää	tirages	piirtää	tirage	V;IND;SG;FIN;ACT	N;MASC;PL
piirtää	dessin	piirtää	dessin	V;IND;SG;FIN;ACT	N;MASC;SG
piirtää	tirage	piirtää	tirage	V;IND;SG;FIN;ACT	N;MASC;SG
rikollinen	criminels	rikollinen	criminel	ADJ;NOM;SG	ADJ;MASC;PL
rikollinen	criminel	rikollinen	criminel	ADJ;NOM;SG	N;MASC;SG
aito	authentiques	aito	authentique	ADJ;NOM;SG	ADJ;MASC;PL
aito	authentiques	aito	authentique	ADJ;NOM;SG	ADJ;MASC;PL
moldovan	moldave	moldova	moldave	N;GEN;SG	ADJ;MASC;SG
moldovan	moldova	moldova	moldova	N;GEN;SG	PROPN
moldovan	moldavie	moldova	moldavie	N;GEN;SG	PROPN
tang	tang	tang	tang	N;NOM;SG	PROPN
lisääntynyt	augmentées	lisääntyä	augmenter	V;NOM;SG;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
lisääntynyt	augmentation	lisääntyä	augmentation	V;NOM;SG;V.PTCP;ACT	N;FEM;SG
munat	ovule	muna	ovule	N;NOM;PL	N;FEM;SG
munat	œuf	muna	œuf	N;NOM;PL	N;MASC;SG
munat	oeuf	muna	oeuf	N;NOM;PL	N;MASC;SG
beverly	beverly	beverly	beverly	PROPN;NOM;SG	PROPN
tallinnassa	tallinn	tallinta	tallinn	N;IN+ESS;SG	PROPN
elli	elli	elli	elli	N;NOM;SG	PROPN
elli	helen	elli	helen	N;NOM;SG	PROPN
shane	shane	shane	shane	PROPN;NOM;SG	PROPN
birger	birger	birger	birger	PROPN;NOM;SG	PROPN
libanonin	libanais	libanon	libanais	N;GEN;SG	ADJ;MASC;SG
libanonin	libanaises	libanon	libanais	N;GEN;SG	ADJ;FEM;PL
libanonin	libanaise	libanon	libanais	N;GEN;SG	ADJ;FEM;SG
berger	berger	berger	berger	PROPN;NOM;SG	N;MASC;SG
nigel	nigel	nigel	nigel	PROPN;NOM;SG	PROPN
nestettä	fluides	neste	fluide	N;PRT;SG	ADJ;MASC;PL
nestettä	fluide	neste	fluide	N;PRT;SG	ADJ;MASC;SG
nestettä	liquide	neste	liquide	N;PRT;SG	ADJ;MASC;SG
nestettä	liquides	neste	liquide	N;PRT;SG	N;MASC;PL
koiria	chien	koira	chien	N;PRT;PL	N;MASC;SG
ranskalaisia	frites	ranska#lainen	frire	N;PRT;PL	V;FEM;PL;PST;V.PTCP
ranskalaisia	frite	ranska#lainen	frite	N;PRT;PL	N;FEM;SG
ranskalaisia	francais	ranska#lainen	francais	N;PRT;PL	ADJ;MASC;SG
ranskalaisia	française	ranska#lainen	français	N;PRT;PL	ADJ;FEM;SG
ranskalaisia	français	ranska#lainen	français	N;PRT;PL	ADJ;MASC;SG
ranskalaisia	françaises	ranska#lainen	français	N;PRT;PL	ADJ;FEM;PL
riian	riga	riian	riga	N;GEN;SG	PROPN
alueelliset	territoriale	alueellinen	territorial	ADJ;NOM;PL	ADJ;FEM;SG
alueelliset	territorial	alueellinen	territorial	ADJ;NOM;PL	ADJ;MASC;SG
alueelliset	régional	alueellinen	régional	ADJ;NOM;PL	ADJ;MASC;SG
carol	carol	carol	carol	PROPN;NOM;SG	PROPN
carol	carole	carol	carole	PROPN;NOM;SG	N;FEM;SG
polttaa	brûlure	polttaa	brûlure	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
polttaa	burns	polttaa	bur	V;IND;SG;3;PRS;FIN;ACT	PROPN
polttaa	brûlures	polttaa	brûlure	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
polttaa	brûlés	polttaa	brûler	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
polttaa	brûlure	polttaa	brûlure	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
polttaa	brûlent	polttaa	brûlent	V;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
polttaa	brûlure	polttaa	brûlure	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
polttaa	gravure	polttaa	gravure	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
polttaa	fumée	polttaa	fumer	V;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
polttaa	fumées	polttaa	fumé	V;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
mar	mar	mar	mar		N;MASC;SG
vapautuu	publié	vapautua	publier	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
vapautuu	relâché	vapautua	relâcher	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
vapautuu	libérés	vapautua	libérer	V;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
vapautuu	libéré	vapautua	libérer	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
olivier	olivier	olivier	olivier	PROPN;NOM;SG	PROPN
triple	triples	triple	triple		ADJ;MASC;PL
triple	triplé	triple	triplé		V;MASC;SG;PST;V.PTCP
triple	tripler	triple	tripler		V;NFIN
triple	triple	triple	triple		ADJ;MASC;SG
pystyssä	standing	pystyssä	standing	ADV	N;MASC;SG
winston	winston	winston	winston	N;NOM;SG	PROPN
liha	viandes	liha	viande	N;NOM;SG	N;FEM;PL
rikhard	richard	rikhard	richard	N;NOM;SG	PROPN
nesteen	fluides	neste	fluide	N;GEN;SG	ADJ;MASC;PL
nesteen	fluide	neste	fluide	N;GEN;SG	ADJ;MASC;SG
nesteen	liquide	neste	liquide	N;GEN;SG	ADJ;MASC;SG
nesteen	liquides	neste	liquide	N;GEN;SG	N;MASC;PL
holm	holm	holm	holm	PROPN;NOM;SG	PROPN
youngin	jeunes	young	jeune	PROPN;GEN;SG	ADJ;MASC;PL
youngin	jeune	young	jeune	PROPN;GEN;SG	ADJ;MASC;SG
älykäs	intelligents	älykäs	intelligent	ADJ;NOM;SG	ADJ;MASC;PL
älykäs	intelligentes	älykäs	intelligent	ADJ;NOM;SG	ADJ;FEM;PL
älykäs	smart	älykäs	smart	ADJ;NOM;SG	PROPN
älykäs	futé	älykäs	futé	ADJ;NOM;SG	N;MASC;SG
automaattinen	auto	automaattinen	auto	ADJ;NOM;SG	N;MASC;SG
automaattinen	automatiques	automaattinen	automatique	ADJ;NOM;SG	ADJ;MASC;PL
automaattinen	automatisé	automaattinen	automatiser	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
automaattinen	automatisée	automaattinen	automatiser	ADJ;NOM;SG	V;FEM;SG;PST;V.PTCP
automaattinen	automatisé	automaattinen	automatiser	ADJ;NOM;SG	V;MASC;SG;PST;V.PTCP
tumman	noir	tumma	noir	ADJ;GEN;SG	N;MASC;SG
fleming	fleming	fleming	fleming	N;NOM;SG	PROPN
sandra	sandra	sandra	sandra	N;NOM;SG	PROPN
etninen	ethnie	etninen	ethnie	ADJ;NOM;SG	N;FEM;SG
etninen	ethnicité	etninen	ethnicité	ADJ;NOM;SG	N;FEM;SG
etninen	ethniques	etninen	ethnique	ADJ;NOM;SG	ADJ;MASC;PL
césar	césar	césar	césar	PROPN;NOM;SG	N;MASC;SG
halu	désirs	halu	désir	N;NOM;SG	N;MASC;PL
halu	désirer	halu	désirer	N;NOM;SG	V;NFIN
palace	palais	palace	palais		N;MASC;SG
palace	palace	palace	palace		N;MASC;SG
tanssia	danse	tanssia	danse	V;SG;NFIN;ACT	N;FEM;SG
tanssia	danse	tanssia	danse	V;SG;NFIN;ACT	N;FEM;SG
tanssia	danses	tanssia	danse	V;SG;NFIN;ACT	N;FEM;PL
sol	sol	solla	sol	PROPN;NOM;SG	N;MASC;SG
beethoven	beethoven	beethon	beethoven	PROPN;NOM;SG	N;MASC;SG
seine	senne	seine	senne	INTJ	N;FEM;SG
seine	seine	seine	seine	INTJ	N;FEM;SG
lehdistö	appuyez	lehdistö	appuyer	N;NOM;SG	V;IMP;PL;2;PRS;FIN
vanki	prisonnière	vanki	prisonnier	N;NOM;SG	ADJ;FEM;SG
vanki	détenu	vanki	détenir	N;NOM;SG	V;MASC;SG;PST;V.PTCP
vanki	détenue	vanki	détenir	N;NOM;SG	V;FEM;SG;PST;V.PTCP
vanki	détenu	vanki	détenir	N;NOM;SG	V;MASC;SG;PST;V.PTCP
vanki	condamner	vanki	condamner	N;NOM;SG	V;NFIN
vanki	détenu	vanki	détenir	N;NOM;SG	V;MASC;SG;PST;V.PTCP
vanki	condamné	vanki	condamner	N;NOM;SG	V;MASC;SG;PST;V.PTCP
sää	intempéries	sää	intempérie	N;NOM;SG	ADJ;FEM;PL
chrysler	chrysler	chrysler	chrysler		N;MASC;SG
työttömyys	chômeurs	työttömyys	chômeur	N;NOM;SG	N;MASC;PL
koulut	école	koulu	école	N;NOM;PL	N;FEM;SG
äänesti	votés	äänestää	voter	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
äänesti	votées	äänestää	voter	V;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
clinton	clinton	clinton	clinton	N;NOM;SG	PROPN
islanti	islande	islanti	islande	N;NOM;SG	ADJ;MASC;SG
queens	reines	queens	reine		N;FEM;PL
queens	queens	queens	queen		N;MASC;SG
augusta	augusta	augu	augusta	N;NOM;SG	PROPN
marianne	marianne	marianne	marianne	N;NOM;SG	ADJ;FEM;SG
taistelevat	combats	taistella	combat	V;IND;PL;3;PRS;FIN;ACT	N;MASC;PL
taistelevat	combat	taistella	combat	V;IND;PL;3;PRS;FIN;ACT	N;MASC;SG
taistelevat	bagarre	taistella	bagarre	V;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
jatkuvaa	constantes	jatkuva	constante	ADJ;PRT;SG	ADJ;FEM;PL
jatkuvaa	constants	jatkuva	constant	ADJ;PRT;SG	ADJ;MASC;PL
jatkuvaa	ininterrompu	jatkuva	ininterrompre	ADJ;PRT;SG	V;MASC;SG;PST;V.PTCP
jatkuvaa	continus	jatkuva	continu	ADJ;PRT;SG	ADJ;MASC;PL
rengas	pneumatique	rengas	pneumatique	N;NOM;SG	ADJ;MASC;SG
rengas	tyr	rengas	tyr	N;NOM;SG	PROPN
vegas	vegas	vegas	vegas		PROPN
hakee	recherches	hakea	recherche	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
syn	syn	syn	syn	N;NOM;SG	
dublin	dublin	dublin	dublin		PROPN
hammond	hammond	hammond	hammond	N;NOM;SG	PROPN
vaihtoehtoisia	alternative	vaihto#ehtoinen	alternative	ADJ;PRT;PL	ADJ;FEM;SG
vaihtoehtoisia	alternatif	vaihto#ehtoinen	alternatif	ADJ;PRT;PL	ADJ;MASC;SG
lauantaina	saturday	lauantai	saturday	N;FRML;SG	PROPN
philipp	philipp	philipp	philipp	PROPN;NOM;SG	PROPN
reuna	edge	reuna	edge	N;NOM;SG	PROPN
hedelmät	fruitières	hedelmä	fruitier	N;NOM;PL	ADJ;FEM;PL
säteilyä	radiations	säteily	radiation	N;PRT;SG	N;FEM;PL
säteilyä	rayonnements	säteily	rayonnement	N;PRT;SG	N;MASC;PL
ikuinen	forever	ikuinen	forever	ADJ;NOM;SG	PROPN
ikuinen	eternel	ikuinen	eternel	ADJ;NOM;SG	N;MASC;SG
ikuinen	éternels	ikuinen	éternel	ADJ;NOM;SG	ADJ;MASC;PL
ikuinen	eternel	ikuinen	eternel	ADJ;NOM;SG	N;MASC;SG
ikuinen	perpétuellement	ikuinen	perpétuellement	ADJ;NOM;SG	ADV
lue	lecture	lukea	lecture	V;IMP;SG;2;FIN;ACT	N;FEM;SG
lue	lisez	lukea	lire	V;IMP;SG;2;FIN;ACT	V;IMP;PL;2;PRS;FIN
lue	lis	lukea	lire	V;IMP;SG;2;FIN;ACT	V;IND;SG;1;PRS;FIN
brysselissä	bruxelles	brysseli	bruxelle	N;IN+ESS;SG	ADJ;MASC;PL
torino	torino	torino	torino	N;NOM;SG	PROPN
torino	turin	torino	turin	N;NOM;SG	PROPN
juhli	célébration	juhlia	célébration	V;IND;SG;2;PST;FIN;ACT	N;FEM;SG
juhli	célébrant	juhlia	célébrer	V;IND;SG;2;PST;FIN;ACT	V;PRS;V.PTCP
torpedo	torpilles	torpedo	torpille	N;NOM;SG	N;FEM;PL
kostaa	revanche	kosta	revanche	V;IND;SG;FIN;ACT	N;FEM;SG
kostaa	vengeance	kosta	vengeance	V;IND;SG;FIN;ACT	N;FEM;SG
palestiinan	palestine	palestiina	palestin	N;GEN;SG	ADJ;FEM;SG
palestiinan	palestinienne	palestiina	palestinien	N;GEN;SG	ADJ;FEM;SG
palestiinan	palestinien	palestiina	palestinien	N;GEN;SG	ADJ;MASC;SG
palestiinan	palestinienne	palestiina	palestinien	N;GEN;SG	ADJ;FEM;SG
palestiinan	palestinien	palestiina	palestinien	N;GEN;SG	ADJ;MASC;SG
palestiinan	palestiniens	palestiina	palestinien	N;GEN;SG	ADJ;MASC;PL
napoli	naples	napoli	naple		PROPN
napoli	napoli	napoli	napoli		PROPN
litran	litres	litra	litre	N;GEN;SG	N;MASC;PL
laskeutui	débarqués	laskeutua	débarquer	V;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
askel	step	askel	step	N;NOM;SG	PROPN
heikentää	affaiblissement	heikentää	affaiblissement	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
mikki	mickey	mikki	mickey	N;NOM;SG	PROPN
mikki	mic	mikki	mic	N;NOM;SG	
leviää	propagation	levitä	propagation	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
leviää	étalement	levitä	étalement	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
leviää	épandage	levitä	épandage	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
leviää	écarts	levitä	écart	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
pascal	pascal	pascal	pascal	N;NOM;SG	PROPN
jamesin	james	jameta	jame	V;IND;SG;1;PST;FIN;ACT	PROPN
psykologi	psychologues	psykologi	psychologue	N;NOM;SG	N;MASC;PL
islannissa	islande	islanti	islande	N;IN+ESS;SG	ADJ;MASC;SG
kiinnitetään	tirages	kiinnittää	tirage	V;IND;PRS;FIN;PASS	N;MASC;PL
qing	qing	qing	qing	N;NOM;SG	PROPN
maaperän	sols	maa#perä	sol	N;GEN;SG	N;MASC;PL
leif	leif	leif	leif	PROPN;NOM;SG	PROPN
polven	genoux	polvi	genou	N;GEN;SG	N;MASC;PL
sielu	âmes	sielu	âme	N;NOM;SG	N;FEM;PL
stig	stig	stig	stig	PROPN;NOM;SG	PROPN
irving	irving	irving	irving		PROPN
pako	échapper	pako	échapper	N;NOM;SG	V;NFIN
klassista	classiques	klassinen	classique	ADJ;PRT;SG	ADJ;MASC;PL
klassista	classic	klassinen	classic	ADJ;PRT;SG	N;MASC;SG
klassista	classiques	klassinen	classique	ADJ;PRT;SG	ADJ;MASC;PL
irak	irak	irak	irak	PROPN;NOM;SG	PROPN
irak	iraq	irak	iraq	PROPN;NOM;SG	PROPN
kuvailee	décrit	kuvailla	décrire	V;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
välttämätöntä	indispensables	välttämätön	indispensable	ADJ;PRT;SG	ADJ;MASC;PL
välttämätöntä	inévitables	välttämätön	inévitable	ADJ;PRT;SG	ADJ;MASC;PL
välttämätöntä	incontournables	välttämätön	incontournable	ADJ;PRT;SG	ADJ;MASC;PL
välttämätöntä	essentielles	välttämätön	essentiel	ADJ;PRT;SG	ADJ;FEM;PL
välttämätöntä	essentiels	välttämätön	essentiel	ADJ;PRT;SG	ADJ;MASC;PL
välttämätöntä	nécessité	välttämätön	nécessité	ADJ;PRT;SG	N;FEM;SG
shin	shin	shin	shin	PROPN;NOM;SG	PROPN
shin	tibia	shin	tibia	PROPN;NOM;SG	N;MASC;SG
laitettu	placés	laittaa	placer	V;NOM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
laitettu	placées	laittaa	placer	V;NOM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
savonlinna	savonlinna	savonli	savonlinner	N;NOM;SG	PROPN
kalusto	équipements	kalusto	équipement	N;NOM;SG	N;MASC;PL
kalusto	equipements	kalusto	equipement	N;NOM;SG	N;MASC;PL
suunnittelua	planifier	suunnittelu	planifier	N;PRT;SG	V;NFIN
kannattaja	partisan	kannattaja	partisan	N;NOM;SG	V;MASC;SG;PST;V.PTCP
kannattaja	supporter	kannattaja	supporter	N;NOM;SG	V;NFIN
vaatteet	habillement	vaate	habillement	N;NOM;PL	N;MASC;SG
vaatteet	habillement	vaate	habillement	N;NOM;PL	N;MASC;SG
vaatteet	vêtement	vaate	vêtement	N;NOM;PL	N;MASC;SG
vaatteet	vêtement	vaate	vêtement	N;NOM;PL	N;MASC;SG
mohamed	mohamed	mohamed	mohamed	N;NOM;SG	PROPN
varmuutta	certitudes	varmuus	certitude	N;PRT;SG	N;FEM;PL
jung	jeong	jung	jeong	N;NOM;SG	PROPN
jung	jung	jung	jung	N;NOM;SG	PROPN
spede	ringard	spede	ringard	PROPN;NOM;SG	ADJ;MASC;SG
rauhallinen	calmes	rauhallinen	calme	ADJ;NOM;SG	ADJ;MASC;PL
rauhallinen	pacifiques	rauhallinen	pacifique	ADJ;NOM;SG	ADJ;MASC;PL
rauhallinen	paisibles	rauhallinen	paisible	ADJ;NOM;SG	ADJ;MASC;PL
cornelius	cornelius	cornelius	cornelius	N;NOM;SG	PROPN
sekoitus	mélanger	sekoitus	mélanger	N;NOM;SG	V;NFIN
sekoitus	mélanger	sekoitus	mélanger	N;NOM;SG	V;NFIN
fernández	fernandez	fernández	fernander	N;NOM;SG	V;IMP;PL;2;PRS;FIN
fernández	fernández	fernández	fernánder	N;NOM;SG	PROPN
scottin	scott	scott	scott	N;GEN;SG	PROPN
zur	zur	zur	zur	PROPN;NOM;SG	PROPN
rajoituksia	restriction	rajoitus	restriction	N;PRT;PL	N;FEM;SG
taloudelliset	économique	taloudellinen	économique	ADJ;NOM;PL	ADJ;MASC;SG
taloudelliset	economique	taloudellinen	economique	ADJ;NOM;PL	ADJ;MASC;SG
soulin	séoul	souli	séoul	N;GEN;SG	PROPN
jong	jong	jong	jong	N;NOM;SG	PROPN
vaadi	requiert	vaatia	requérir	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
vaadi	exige	vaatia	exiger	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
vaadi	exigent	vaatia	exiger	V;IMP;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
vaadi	nécessite	vaatia	nécessiter	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
vaadi	requièrent	vaatia	requérir	V;IMP;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
lääketieteellinen	médicaux	lääke#tieteellinen	médical	ADJ;NOM;SG	ADJ;MASC;PL
valot	lumière	valo	lumière	N;NOM;PL	N;FEM;SG
henkilökohtaisia	personnel	henkilö#kohtainen	personnel	ADJ;PRT;PL	N;MASC;SG
henkilökohtaisia	personnelle	henkilö#kohtainen	personnel	ADJ;PRT;PL	ADJ;FEM;SG
