der	az	der	az	DET;NOM;DEF;MASC;SG	
regelungen	megállapodások	regelung	megállapodás	V;NFIN	N;NOM;PL
ferrari	ferrari	ferrari	ferrari	PROPN;NOM;MASC;SG	N;NOM;SG
maus	eger	maus	eger	PROPN	PROPN;NOM;SG
maus	egér	maus	egér	PROPN	N;NOM;SG
signal	jelet	signal	jelet		N;ACC;SG
signal	jel	signal	jel		N;NOM;SG
signal	jelzés	signal	jelzés		N;NOM;SG
vertrieb	elosztó	vertreiben	elosztó		N;NOM;SG
vertrieb	forgalmazó	vertreiben	forgalmazó		N;NOM;SG
vertrieb	marketing	vertreiben	marketing		N;NOM;SG
vertrieb	értékesítés	vertreiben	értékesítés		N;NOM;SG
vertrieb	forgalmazás	vertreiben	forgalmazás		N;NOM;SG
vertrieb	terjesztés	vertreiben	terjesztés		N;NOM;SG
vertrieb	eloszlás	vertreiben	eloszlás		N;NOM;SG
vertrieb	elosztás	vertreiben	elosztás		N;NOM;SG
vertrieb	forgalmazási	vertreiben	forgalmazási		ADJ;NOM;SG
vertrieb	elosztása	vertreiben	elosztás		N;NOM;SG
vertrieb	forgalmazás	vertreiben	forgalmazás		N;NOM;SG
vertrieb	eladások	vertreiben	eladás		N;NOM;PL
vertrieb	értékesítés	vertreiben	értékesítés		N;NOM;SG
vertrieb	értékesítési	vertreiben	értékesítési		ADJ;NOM;SG
vertrieb	forgalmazók	vertreiben	forgalmazó		N;NOM;PL
vertrieb	elosztó	vertreiben	elosztó		N;NOM;SG
vertrieb	forgalmazó	vertreiben	forgalmazó		N;NOM;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN	PROPN;NOM;SG
peru	perui	peru	perui	PROPN;NOM;NEUT;SG	
peru	peru	peru	peru	PROPN;NOM;NEUT;SG	PROPN;NOM;SG
verlinken	hivatkozás	verlinken	hivatkozás	V;NFIN	N;NOM;SG
verlinken	kapcsolat	verlinken	kapcsolat	V;NFIN	N;NOM;SG
verlinken	link	verlinken	link	V;NFIN	
verlinken	linket	verlinken	link	V;NFIN	
verlinken	hivatkozást	verlinken	hivatkozás	V;NFIN	N;ACC;SG
heart	szívem	hearen	szívem	PROPN	V;DEF;IND;SG;1;PRS;FIN;ACT
heart	szívvel	hearen	szív	PROPN	
heart	szív	hearen	szív	PROPN	N;NOM;SG
sendungen	szállítások	sendungen	szállítás	V;NFIN	N;NOM;PL
sendungen	szállítmányok	sendungen	szállítmány	V;NFIN	N;NOM;PL
sendungen	adások	sendungen	adás	V;NFIN	N;NOM;PL
sendungen	küldemények	sendungen	küldemény	V;NFIN	N;NOM;PL
sendungen	szállítmányok	sendungen	szállítmány	V;NFIN	N;NOM;PL
teilte	közös	teilen	közös	V;IND;SG;3;PST;FIN	
teilte	megosztva	teilen	megosztva	V;IND;SG;3;PST;FIN	ADV;V.CVB
kuba	kubai	kuba	kubai	PROPN;NOM;MASC;SG	ADJ;NOM;SG
kuba	kubában	kuba	kuba	PROPN;NOM;MASC;SG	N;IN+ESS;SG
kuba	kuba	kuba	kuba	PROPN;NOM;MASC;SG	PROPN;NOM;SG
unnötig	felesleges	unnötig	felesleges	ADJ	
unnötig	szükségtelen	unnötig	szükségtelen	ADJ	
leichte	fény	leicht	fény	ADJ;NOM;FEM;PL	N;NOM;SG
leichte	light	leicht	light	ADJ;NOM;FEM;PL	
leichte	fényt	leicht	fény	ADJ;NOM;FEM;PL	N;ACC;SG
leichte	enyhe	leicht	enyhe	ADJ;NOM;FEM;PL	
leichte	enyhe	leicht	enyhe	ADJ;NOM;FEM;PL	
lloyd	lloyd	lloyd	lloyd	PROPN;NOM;MASC;SG	
todes	halál	tod	halál		N;NOM;SG
todes	halálesetek	tod	haláleset		N;NOM;PL
todes	haláleset	tod	haláleset		N;NOM;SG
strand	beach	strand	beach	ADJ	
strand	part	strand	part	ADJ	
strand	tengerpart	strand	tengerpart	ADJ	N;NOM;SG
strand	tengerparton	strand	tengerpart	ADJ	N;ON+ESS;SG
strand	strand	strand	strand	ADJ	N;NOM;SG
strand	strand	strand	strand	ADJ	N;NOM;SG
bruch	bruch	bruch	bruch	N;SG	
tiefer	alsó	tief	alsó	ADJ	
tiefer	lejjebb	tief	lejj	ADJ	ADV
tiefer	mélyebben	tief	mély	ADJ	ADV
tiefer	mélyebbre	tief	mélyebb	ADJ	ADV
like	mint	like	mint	PROPN;NOM;SG	CONJ
like	like	like	lik	PROPN;NOM;SG	
like	tetszik	like	tetszik	PROPN;NOM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
miss	kisasszony	messen	kisasszony	PROPN;NOM;SG	N;NOM;SG
wider	fegyencek	wider	fegyenc		N;NOM;PL
wider	álcák	wider	álca		N;NOM;PL
verglichen	összehasonlítva	vergleichen	összehasonlítva	V;V.PTCP	ADV;V.CVB
verglichen	képest	vergleichen	képest	V;V.PTCP	
erhöhen	növekedés	erhöhen	növekedés	V;NFIN	N;NOM;SG
erhöhen	növelése	erhöhen	növelés	V;NFIN	N;NOM;SG
erhöhen	emelkedés	erhöhen	emelkedés	V;NFIN	N;NOM;SG
erhöhen	növekvő	erhöhen	növekvő	V;NFIN	ADJ;NOM;SG
erhöhen	kiemelés	erhöhen	kiemelés	V;NFIN	N;NOM;SG
erhöhen	emelés	erhöhen	emelés	V;NFIN	N;NOM;SG
kavallerie	lovasság	kavallerie	lovasság	ADJ;NOM;FEM;SG	N;NOM;SG
begleitete	kísérték	begleiten	kísér	V;IND;SG;3;PST;FIN	V;DEF;IND;PL;3;PST;FIN;ACT
mrd	milliárd	mrd	milliárd		NUM;NOM;SG
motto	mottója	motto	mottó		N;NOM;SG
norm	norm	norm	norm		N;NOM;SG
norm	szabványos	norm	szabványos		N;NOM;SG
norm	szabvány	norm	szabvány		N;NOM;SG
notwendigkeit	szükséglet	notwendigkeit	szükséglet		N;NOM;SG
wirtschaftlich	gazdaságilag	wirtschaftlich	gazdasági	ADJ	
zulässig	megengedett	zulässig	megengedett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
zulässig	engedélyezett	zulässig	engedélyezett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
zulässig	engedélyezve	zulässig	engedélyezve	ADJ	ADV;V.CVB
zulässig	megengedett	zulässig	megengedett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
zulässig	engedélyezett	zulässig	engedélyezett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
zulässig	megengedett	zulässig	megengedett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
engen	keskeny	eng	keskeny	ADJ	
jemanden	valaki	jemand	valaki	ADV	
jemanden	valakit	jemand	valakit	ADV	
jemanden	valaki	jemand	valaki	ADV	
caspar	caspar	caspar	caspar	PROPN;NOM;MASC;SG	
caspar	kaspar	caspar	kaspar	PROPN;NOM;MASC;SG	
sinnvolle	érdemi	sinnvoll	érdemi	ADJ;NOM;FEM;PL	
sinnvolle	tartalmas	sinnvoll	tartalmas	ADJ;NOM;FEM;PL	
sinnvolle	értelmezhető	sinnvoll	értelmezhető	ADJ;NOM;FEM;PL	ADJ;NOM;SG
leonhard	leonard	leonhard	leonard	PROPN;NOM;SG	
ausführliche	részletesen	ausführlich	részletes	ADJ;NOM;FEM;PL	ADJ;FRML;SG
ausführliche	részletes	ausführlich	részletes	ADJ;NOM;FEM;PL	ADJ;NOM;SG
ausführliche	részletezett	ausführlich	részletezik	ADJ;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
miguel	miguel	miguel	miguel	PROPN;NOM;SG	
paulus	paul	paulus	paul	PROPN;NOM;MASC;SG	
paulus	pál	paulus	pál	PROPN;NOM;MASC;SG	
verstoß	jogsértés	verstoß	jogsértés		N;NOM;SG
verstoß	szabálysértés	verstoß	szabálysértés		N;NOM;SG
verstoß	megsértése	verstoß	megsértés		N;NOM;SG
verstoß	jogsértés	verstoß	jogsértés		N;NOM;SG
verstoß	jogsértések	verstoß	jogsértés		N;NOM;PL
verstoß	jogsértés	verstoß	jogsértés		N;NOM;SG
verstoß	megsértése	verstoß	megsértés		N;NOM;SG
verstoß	jogsértés	verstoß	jogsértés		N;NOM;SG
verstoß	rés	verstoß	rés		N;NOM;SG
half	segítettek	helfen	segít	V;IND;SG;3;PST;FIN	V;INDF;IND;PL;3;PST;FIN;ACT
half	fele	helfen	fél	V;IND;SG;3;PST;FIN	N;NOM;SG
afghanistan	afganisztán	afghanistan	afganiszta	PROPN;NOM;SG	N;NOM;SG
afghanistan	afganisztáni	afghanistan	afganisztáni	PROPN;NOM;SG	N;NOM;SG
konflikten	konfliktusok	konflikt	konfliktus	V;NFIN	N;NOM;PL
konflikten	konfliktus	konflikt	konfliktus	V;NFIN	N;NOM;SG
konflikten	ütközés	konflikt	ütközés	V;NFIN	N;NOM;SG
konflikten	konfliktusok	konflikt	konfliktus	V;NFIN	N;NOM;PL
konflikten	konfliktus	konflikt	konfliktus	V;NFIN	N;NOM;SG
moderator	moderátor	moderator	moderátor		N;NOM;SG
moderator	műsorvezető	moderator	műsorvezető		N;NOM;SG
notwendige	szükséges	notwendig	szükséges	ADJ;NOM;FEM;PL	ADJ;NOM;SG
schweizerische	svájc	schweizerisch	svájc	ADJ;NOM;FEM;PL	
schweizerische	svájci	schweizerisch	svájci	ADJ;NOM;FEM;PL	
rückgängig	veszte	rückgängig	vesz	ADJ	N;NOM;SG
rückgängig	visszacsinálni	rückgängig	visszacsinál	ADJ	V;NFIN;ACT
rückgängig	visszavonás	rückgängig	visszavonás	ADJ	N;NOM;SG
adel	nemesek	adel	nemes		N;NOM;PL
adel	arisztokrácia	adel	arisztokrácia		N;NOM;SG
adel	nemesség	adel	nemesség		N;NOM;SG
komme	gyere	kommen	gyere	V;IND;SG;3;PRS;FIN	V;DEF;IMP;SG;1;PRS;FIN;ACT
komme	jövök	kommen	jövök	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
mitunter	néha	mitunter	néha	ADV	
bat	bat	bitten	bat	V;IND;SG;3;PST;FIN	
bat	ütő	bitten	ütő	V;IND;SG;3;PST;FIN	N;NOM;SG
bat	denevér	bitten	denevér	V;IND;SG;3;PST;FIN	
hubraum	hengeres	hubraum	hengeres	PROPN	
hubraum	henger	hubraum	henger	PROPN	N;NOM;SG
hubraum	elmozdulás	hubraum	elmozdulás	PROPN	
café	café	café	café	N;NOM;MASC;SG	
café	cafe	café	caf	N;NOM;MASC;SG	
café	café	café	café	N;NOM;MASC;SG	
gary	gary	gary	gary	PROPN;NOM;MASC;SG	
qualifizierten	szakképzett	qualifizieren	szakképzett	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
qualifizierten	képzett	qualifizieren	képzett	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
qualifizierten	minősített	qualifizieren	minősít	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
qualifizierten	kötelezett	qualifizieren	kötelezett	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
qualifizierten	minősített	qualifizieren	minősít	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
qualifizierten	képzett	qualifizieren	képzett	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
qualifizierten	képesített	qualifizieren	képesít	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
stewart	stewart	stewart	stewart	PROPN	N;NOM;SG
ursachen	okok	ursechen	ok	V;NFIN	N;NOM;PL
autonomen	autonóm	autonom	autonó	ADJ	
autonomen	önálló	autonom	önálló	ADJ	
autonomen	vegetatív	autonom	vegetatív	ADJ	N;NOM;SG
arbeitsgemeinschaft	konzorcium	arbeitsgemeinschaft	konzorcium	ADJ	N;NOM;SG
befreiung	felszabadítási	befreiung	felszabadítási		N;NOM;SG
befreiung	mentesítés	befreiung	mentesítés		N;NOM;SG
befreiung	adómentesség	befreiung	adómentesség		N;NOM;SG
befreiung	mentesség	befreiung	mentesség		N;NOM;SG
zoll	hüvelyk	zoll	hüvely		N;NOM;SG
zoll	kötelesség	zoll	kötelesség		N;NOM;SG
zoll	vám	zoll	vám		N;NOM;SG
zoll	centi	zoll	cent		N;NOM;SG
zoll	hüvelyk	zoll	hüvely		N;NOM;SG
zoll	vám	zoll	vám		N;NOM;SG
zeigten	mutatta	zeigen	mutat	V;IND;PL;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
zeigten	mutatott	zeigen	mutat	V;IND;PL;3;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
zeigten	megmutatta	zeigen	meg+mutat	V;IND;PL;3;PST;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
lese	olvasott	lese	olvasot	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
lese	olvasok	lese	olvas	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
lese	olvasás	lese	olvasás	V;IND;SG;3;PRS;FIN	N;NOM;SG
wunder	csodák	wunder	csoda		N;NOM;PL
wunder	csodákat	wunder	csoda		N;ACC;PL
wunder	csodák	wunder	csoda		N;NOM;PL
vorsprung	ólom	vorsprung	ólom	ADV	N;NOM;SG
vorsprung	vezet	vorsprung	vezet	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
kindergarten	óvodás	kindergarten	óvodás	V;NFIN	N;NOM;SG
kindergarten	óvoda	kindergarten	óvoda	V;NFIN	N;NOM;SG
kindergarten	óvodában	kindergarten	óvoda	V;NFIN	N;IN+ESS;SG
kindergarten	óvoda	kindergarten	óvoda	V;NFIN	N;NOM;SG
juristische	jogi	juristisch	jogi	ADJ;NOM;FEM;PL	ADJ;NOM;SG
juristische	legális	juristisch	legális	ADJ;NOM;FEM;PL	
juristische	törvényes	juristisch	törvényes	ADJ;NOM;FEM;PL	ADJ;NOM;SG
regime	rezsim	regim	rezsim		N;NOM;SG
erkannte	felismert	erkennen	felismert	V;IND;SG;3;PST;FIN	
erkannte	elismert	erkennen	elismer	V;IND;SG;3;PST;FIN	
finger	ujja	fanger	ujja		N;NOM;SG
finger	ujját	fanger	új		N;ACC;SG
finger	ujj	fanger	ujj		N;NOM;SG
finger	ujjak	fanger	új		N;NOM;PL
finger	ujj	fanger	ujj		N;NOM;SG
sanierung	helyreállítási	sanierung	helyreállítási	N;NOM;FEM;SG	ADJ;NOM;SG
sanierung	rehabilitációs	sanierung	rehabilitációs	N;NOM;FEM;SG	ADJ;NOM;SG
geheimnis	titokzatos	geheimnis	titokzatos	N;NOM;NEUT;SG	
geheimnis	rejtélyes	geheimnis	rejtélyes	N;NOM;NEUT;SG	
geheimnis	titkai	geheimnis	titkai	N;NOM;NEUT;SG	N;NOM;PL
geheimnis	titkok	geheimnis	titk	N;NOM;NEUT;SG	N;NOM;PL
geheimnis	titkokat	geheimnis	titk	N;NOM;NEUT;SG	N;ACC;PL
geheimnis	titkos	geheimnis	titkos	N;NOM;NEUT;SG	
andy	andy	andy	andy	PROPN;NOM;MASC;SG	
lost	vesztett	lossen	veszt	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
lost	elveszett	lossen	elveszett	PROPN	V;INDF;IND;SG;3;PST;FIN;ACT
lost	lost	lossen	lost	PROPN	
stufen	lépcsők	stufen	lépcső	V;NFIN	N;NOM;PL
stufen	lépcső	stufen	lépcső	V;NFIN	N;NOM;SG
stufen	lépcsőn	stufen	lépcső	V;NFIN	N;ON+ESS;SG
stufen	szintek	stufen	szint	V;NFIN	N;NOM;PL
stufen	szakaszok	stufen	szakasz	V;NFIN	N;NOM;PL
stufen	lépcső	stufen	lépcső	V;NFIN	N;NOM;SG
stufen	lépcsők	stufen	lépcső	V;NFIN	N;NOM;PL
stufen	lépések	stufen	lépés	V;NFIN	N;NOM;PL
stufen	lépés	stufen	lépés	V;NFIN	N;NOM;SG
stufen	lépéseket	stufen	lépés	V;NFIN	N;ACC;PL
stufen	szintek	stufen	szint	V;NFIN	N;NOM;PL
stufen	szint	stufen	szint	V;NFIN	N;NOM;SG
fellow	fickó	fellow	fickó	ADJ	
ebenen	réteg	eben	réteg		N;NOM;SG
ebenen	rétegek	eben	réteg		N;NOM;PL
ebenen	síkság	eben	síkság		N;NOM;SG
ebenen	szintek	eben	szint		N;NOM;PL
ebenen	szintek	eben	szint		N;NOM;PL
ebenen	szint	eben	szint		N;NOM;SG
sätzen	ítéletek	sätzen	ítélet	V;NFIN	N;NOM;PL
sätzen	mondatok	sätzen	mondat	V;NFIN	N;NOM;PL
sätzen	mondat	sätzen	mondat	V;NFIN	N;NOM;SG
alfons	alfons	alfons	alfons	PROPN;NOM;MASC;SG	
alfons	alfonso	alfons	alfonso	PROPN;NOM;MASC;SG	PROPN;NOM;SG
domain	tartományok	domain	tartomány	PROPN;SG	N;NOM;PL
domain	domain	domain	domain	PROPN;SG	
domain	tartomány	domain	tartomány	PROPN;SG	N;NOM;SG
versteckt	elrejtette	verstecken	elrejt	ADJ	V;DEF;IND;SG;3;PST;FIN;ACT
versteckt	elbújt	verstecken	elbújt	ADJ	
versteckt	elrejtett	verstecken	elrejtett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
versteckt	elrejtve	verstecken	elrejtve	ADJ	ADV;V.CVB
versteckt	rejtett	verstecken	rejtett	ADJ	
versteckt	elrejtett	verstecken	elrejtett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
versteckt	elrejteni	verstecken	elrejt	ADJ	V;NFIN;ACT
versteckt	elrejtése	verstecken	elrejtés	ADJ	N;NOM;SG
versteckt	elrejti	verstecken	elrejti	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
versteckt	elbújt	verstecken	elbújt	ADJ	
versteckt	bujkál	verstecken	bujkál	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
schlüssel	kulcs	schlüssel	kulcs	ADJ	N;NOM;SG
schlüssel	kulcsokat	schlüssel	kulcs	ADJ	N;ACC;PL
schlüssel	kulcsok	schlüssel	kulcs	ADJ	N;NOM;PL
schlüssel	key	schlüssel	key	ADJ	
schlüssel	kulcs	schlüssel	kulcs	ADJ	N;NOM;SG
katholiken	katolikusok	katholik	katolikus	ADJ;PL	N;NOM;PL
katholiken	katolikus	katholik	katolikus	ADJ;PL	
katholiken	katolikusok	katholik	katolikus	ADJ;PL	N;NOM;PL
reichstag	reichstag	reichstagen	reichstag	PROPN	N;NOM;SG
anbieter	szállítók	anbieter	szállító	ADJ	N;NOM;PL
anbieter	beszállítói	anbieter	beszállító	ADJ	N;NOM;PL
anbieter	szállítói	anbieter	szállító	ADJ	N;NOM;PL
anbieter	szolgáltató	anbieter	szolgáltató	ADJ	
anbieter	árusok	anbieter	árus	ADJ	N;NOM;PL
anbieter	szolgáltatók	anbieter	szolgáltató	ADJ	N;NOM;PL
strafe	szankció	strafen	szankció		N;NOM;SG
strafe	büntetés	strafen	büntetés		N;NOM;SG
strafe	végzet	strafen	végzet		N;NOM;SG
strafe	gyötrelem	strafen	gyötrelem		N;NOM;SG
strafe	büntetés	strafen	büntetés		N;NOM;SG
strafe	ítélet	strafen	ítélet		N;NOM;SG
strafe	mondat	strafen	mondat		N;NOM;SG
brust	ládák	brusen	láda	PROPN	N;NOM;PL
brust	mellkasi	brusen	mellkasi	PROPN	N;NOM;SG
brust	láda	brusen	lád	PROPN	N;NOM;SG
brust	mell	brusen	mell	PROPN	N;NOM;SG
brust	mellkas	brusen	mellkas	PROPN	N;NOM;SG
brust	melle	brusen	melle	PROPN	N;NOM;SG
brust	mell	brusen	mell	PROPN	N;NOM;SG
brust	mellek	brusen	mell	PROPN	N;NOM;PL
brust	melle	brusen	melle	PROPN	N;NOM;SG
brust	mell	brusen	mell	PROPN	N;NOM;SG
erwähnte	említ	erwähnen	említ	V;IND;SG;3;PST;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
lisa	lisa	lisa	lisa	PROPN;NOM;FEM;SG	
lisa	liza	lisa	liza	PROPN;NOM;FEM;SG	N;NOM;SG
seitlich	oldalra	seitlich	oldal	ADJ	N;ON+ALL;SG
seitlich	oldalsó	seitlich	oldalsó	ADJ	
seitlich	oldalirányban	seitlich	oldalirány	ADJ	N;IN+ESS;SG
seitlich	oldalra	seitlich	oldal	ADJ	N;ON+ALL;SG
seitlich	oldalam	seitlich	oldal	ADJ	N;NOM;SG
seitlich	side	seitlich	side	ADJ	
endrunde	döntő	endrunde	döntő	N;SG	ADJ;NOM;SG
endrunde	vizsgák	endrunde	vizsga	N;SG	N;NOM;PL
planet	planet	planen	planet	PROPN	
planet	bolygónak	planen	bolygó	PROPN	N;GEN;SG
planet	bolygónk	planen	bolygónk	PROPN	N;NOM;SG
planet	bolygó	planen	bolygó	PROPN	N;NOM;SG
mozart	mozart	mozart	mozart	PROPN	
angewandte	alkalmazták	angewandt	alkalmaz	ADJ;NOM;FEM;PL	V;DEF;IND;PL;3;PST;FIN;ACT
einflüsse	befolyásolja	einfluß	befolyásol	N;NOM;MASC;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
überlieferung	lore	überlieferung	lore	ADJ;SG	
überlieferung	tradíció	überlieferung	tradíció	ADJ;SG	N;NOM;SG
überlieferung	hagyomány	überlieferung	hagyomány	ADJ;SG	N;NOM;SG
überlieferung	folklór	überlieferung	folklór	ADJ;SG	N;NOM;SG
vorsitz	elnökség	vorsitz	elnökség		N;NOM;SG
vorsitz	elnöksége	vorsitz	elnökség		N;NOM;SG
vorsitz	elnökség	vorsitz	elnökség		N;NOM;SG
erdgeschoss	pincében	erdschießen	pinc	ADJ	N;IN+ESS;SG
erdgeschoss	alagsorban	erdschießen	alagsor	ADJ	N;IN+ESS;SG
erdgeschoss	pince	erdschießen	pince	ADJ	N;NOM;SG
erdgeschoss	alagsor	erdschießen	alagsor	ADJ	N;NOM;SG
erdgeschoss	talaj	erdschießen	talaj	ADJ	N;NOM;SG
traum	álmodj	traum	álmodj	ADJ	V;DEF;IND;SG;1;PRS;FIN;ACT
traum	álma	traum	álma	ADJ	N;NOM;SG
traum	álom	traum	álom	ADJ	
traum	álmokat	traum	álom	ADJ	N;ACC;PL
traum	álmok	traum	álom	ADJ	N;NOM;PL
traum	álom	traum	álom	ADJ	
allianz	szövetség	allianz	szövetség	PROPN;NOM;SG	N;NOM;SG
allianz	allianz	allianz	allianz	PROPN;NOM;SG	N;NOM;SG
pietro	pietro	pietro	pietro	PROPN;NOM;SG	
barock	barokk	barock	barokk	ADJ	
kreisen	körök	kreisen	körök	V;NFIN	N;NOM;PL
kreisen	körözés	kreisen	körözés	V;NFIN	N;NOM;SG
pilot	pilóta	pilot	pilóta	PROPN	N;NOM;SG
pilot	pilot	pilot	pilot	PROPN	
echten	real	echt	real	ADJ;MASC;SG	
echten	igazi	echt	igazi	ADJ;MASC;SG	
echten	valódi	echt	valódi	ADJ;MASC;SG	
echten	őszinte	echt	őszinte	ADJ;MASC;SG	
echten	valódi	echt	valódi	ADJ;MASC;SG	
universal	univerzális	universal	univerzális	ADJ	
universal	egyetemes	universal	egyetemes	ADJ	
cruz	cruz	cruz	cruz	PROPN	
job	állás	jeben	állás		N;NOM;SG
job	meló	jeben	meló		N;NOM;SG
job	munka	jeben	munka		N;NOM;SG
geologie	geológiai	geologie	geológiai		ADJ;NOM;SG
geologie	geológia	geologie	geológia		N;NOM;SG
melbourne	melbourne	melbourne	melbour	PROPN;NOM;NEUT;SG	N;NOM;SG
pius	pius	pius	pius	PROPN;NOM;SG	
kolonien	kolóniák	kolonien	kolónia		N;NOM;PL
kolonien	telepek	kolonien	telep		N;NOM;PL
kolonien	kolónia	kolonien	kolónia		N;NOM;SG
kolonien	telep	kolonien	telep		N;NOM;SG
lausanne	lausanne	lausanne	laus	PROPN;NOM;MASC;SG	
klammern	zárójel	klammern	záró	V;NFIN	N;NOM;SG
klammern	staples	klammern	staples	V;NFIN	
klammern	zárójelben	klammern	zárójel	V;NFIN	N;IN+ESS;SG
verwandte	hozzátartozók	verwenden	hozzátartozó		N;NOM;PL
verwandte	rokonok	verwenden	rokon		N;NOM;PL
verwandte	kapcsolódó	verwenden	kapcsolódó		ADJ;NOM;SG
verwandte	rokonok	verwenden	rokon		N;NOM;PL
verwandte	kapcsolatban	verwenden	kapcsolat		N;IN+ESS;SG
unterkategorien	alkategóriák	unterkategorien	alkategória	V;NFIN	N;NOM;PL
unterkategorien	alkategória	unterkategorien	alkategória	V;NFIN	N;NOM;SG
québec	quebec	québec	quebec	PROPN;NOM;SG	PROPN;NOM;SG
kampagne	kampányok	kampagne	kampány	N;NOM;FEM;SG	N;NOM;PL
nba	nba	nba	nb	PROPN;NOM;MASC;SG	N;NOM;SG
beobachtung	monitoring	beobachtung	monitoring	ADJ	
beobachtung	megfigyelés	beobachtung	megfigyelés	ADJ	N;NOM;SG
beobachtung	ellenőrzés	beobachtung	ellenőrzés	ADJ	N;NOM;SG
beobachtung	észrevétel	beobachtung	észrevétel	ADJ	N;NOM;SG
beobachtung	megfigyelés	beobachtung	megfigyelés	ADJ	N;NOM;SG
urkunden	dokumentum	urkinden	dokumentum	N;PL	N;NOM;SG
urkunden	deeds	urkinden	deeds	N;PL	
urkunden	tettek	urkinden	tesz	N;PL	V;INDF;IND;PL;3;PST;FIN;ACT
detail	részlet	detail	részlet		N;NOM;SG
detail	részletes	detail	részletes		ADJ;NOM;SG
problematisch	problémás	problematisch	problémás	ADJ	
sicherung	tartalék	sicherung	tartalék	N;FEM;SG	
sicherung	biztonságos	sicherung	biztonságos	N;FEM;SG	ADJ;NOM;SG
felsen	sziklák	felsen	szik	V;NFIN	N;NOM;PL
felsen	kövek	felsen	köv	V;NFIN	N;NOM;PL
felsen	sziklák	felsen	szik	V;NFIN	N;NOM;PL
felsen	szikla	felsen	szikla	V;NFIN	N;NOM;SG
felsen	cliff	felsen	cliff	V;NFIN	
felsen	szikla	felsen	szikla	V;NFIN	N;NOM;SG
felsen	kő	felsen	kő	V;NFIN	N;NOM;SG
felsen	rock	felsen	rock	V;NFIN	
lebende	élni	lebend	él	ADJ;NOM;FEM;PL	V;NFIN;ACT
lebende	élő	lebend	élő	ADJ;NOM;FEM;PL	
arme	szegény	arm	szegény	ADJ;NOM	
arme	szegények	arm	szegény	ADJ;NOM	N;NOM;PL
arme	karok	arm	karok	ADJ;NOM	N;NOM;PL
arme	fegyvert	arm	fegyver	ADJ;NOM	N;ACC;SG
arme	karokat	arm	karok	ADJ;NOM	N;ACC;PL
arme	kar	arm	kar	ADJ;NOM	N;NOM;SG
arme	fegyverek	arm	fegyver	ADJ;NOM	N;NOM;PL
händen	kéz	händen	kéz	V;NFIN	N;NOM;SG
händen	kezek	händen	kéz	V;NFIN	N;NOM;PL
höhen	szoprán	höhen	szoprán	V;NFIN	N;NOM;SG
höhen	magasság	höhen	magasság	V;NFIN	
höhen	heights	höhen	heights	V;NFIN	
airlines	légitársaság	airlines	légitársaság	PROPN;NOM;NEUT;SG	N;NOM;SG
airlines	légitársaságok	airlines	légitársaság	PROPN;NOM;NEUT;SG	N;NOM;PL
airlines	airlines	airlines	airlines	PROPN;NOM;NEUT;SG	N;NOM;SG
kalender	naptár	kalender	naptár	ADJ	N;NOM;SG
kalender	naptári	kalender	naptári	ADJ	N;NOM;SG
kalender	naptárak	kalender	napta	ADJ	N;NOM;PL
malerin	festő	malerin	festő	ADJ;NOM;FEM	N;NOM;SG
unbekannte	ismeretlen	unbekannt	ismeretlen	ADJ;NOM;FEM;PL	
anerkannten	felismert	anerkennen	felismert	V;IND;PL;3;PST;FIN	
anerkannten	elismert	anerkennen	elismer	V;IND;PL;3;PST;FIN	
