que	זה	que	זה	CONJ	PRO;MASC;SG;3
inspirado	בהשראת	inspirado	בהשראת	ADJ;MASC;SG;V.PTCP	ADP
inspirado	השראה	inspirado	השראה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
entera	שלמה	entero	שלמה	ADJ;FEM;SG	PROPN
subir	ההעלאה	subir	ההעלאה	V;NFIN	N;FEM;SG
subir	העלי	subir	העל	V;NFIN	PROPN
subir	העלאה	subir	העלאה	V;NFIN	N;FEM;SG
urbanos	עירונית	urbano	עירוני	ADJ;MASC;PL	ADV
urbanos	עירוני	urbano	עירוני	ADJ;MASC;PL	PROPN
arqueología	ארכיאולוגיה	arqueología	ארכיאולוגיה	N;FEM;SG	PROPN
arqueología	ארכיאולוגיה	arqueología	ארכיאולוגיה	N;FEM;SG	PROPN
iniciales	ראשוני	inicial	ראשוני	ADJ;PL	ADJ;MASC;SG
iniciales	הראשונית	inicial	הראשונית	ADJ;PL	ADV
alimento	להאכיל	alimento	האכיל	N;MASC;SG	V;NFIN;ACT
corre	ריצות	correr	ריצה	V;IND;SG;3;PRS;FIN	N;FEM;PL
corre	רוץ	correr	רוץ	V;IND;SG;3;PRS;FIN	PROPN
corre	ריצה	correr	ריצה	V;IND;SG;3;PRS;FIN	N;FEM;SG
praga	פראג	praga	פראג	N;MASC;SG	PROPN
tigre	נמר	tigre	נמר	N;MASC;SG	
tigre	טייגר	tigre	טייגר	N;MASC;SG	PROPN
tigre	טיגריס	tigre	טיגריס	N;MASC;SG	PROPN
tigre	טיגרה	tigre	טיגרה	N;MASC;SG	PROPN
linux	לינוקס	linux	לינוקס	N;MASC;SG	PROPN
light	אור	light	אור	N	
protesta	המחאה	protesta	המחאה	N;FEM;SG	PROPN
educativo	חינוכית	educativo	חינוכי	ADJ;MASC;SG	ADV
ochenta	שמונים	ochenta	שמונים	N;MASC;PL	NUM;SG
detener	עצור	detener	עצור	V;NFIN	
genética	גנטית	genético	גנטי	ADJ;FEM;SG	PROPN
genética	גנטי	genético	גנטי	ADJ;FEM;SG	N;MASC;SG
genética	גנטיקה	genético	גנטיקה	ADJ;FEM;SG	N;FEM;SG
genética	גנטיקה	genético	גנטיקה	ADJ;FEM;SG	N;FEM;SG
responde	הגיבו	responder	הגיב	V;IND;SG;3;PRS;FIN	V;PL;3;PST;ACT
responde	תגיבו	responder	תגיב	V;IND;SG;3;PRS;FIN	PROPN
lyon	ליון	lyon	ליון	N;MASC;SG	PROPN
lyon	ליונס	lyon	ליונס	N;MASC;SG	PROPN
celebran	חוגגים	celebrar	חגג	V;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
palo	מקל	palo	הקל	N;MASC;SG	
palo	סטיק	palo	סטיק	N;MASC;SG	
palo	פאלו	palo	פאלו	N;MASC;SG	PROPN
cat	חתול	cat	חתול	N	PROPN
cat	קט	cat	קט	N	
ondas	גלי	onda	גל	N;FEM;PL	
sufrido	סבלה	sufrido	סבלה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
protestas	המחאה	protesta	המחאה	N;FEM;PL	PROPN
protestas	מחאה	protesta	מחאה	N;FEM;PL	N;FEM;SG
protestas	מחאה	protesta	מחאה	N;FEM;PL	N;FEM;SG
contratado	שכר	contratado	שכר	ADJ;MASC;SG;V.PTCP	N;MASC;SG
manteniendo	שמירת	mantener	שמירה	V;V.MSDR	N;FEM;SG
geográficos	גיאוגרפי	geográfico	גיאוגרפי	ADJ;MASC;PL	PROPN
geográficos	גיאוגרפי	geográfico	גיאוגרפי	ADJ;MASC;PL	PROPN
abundante	בשפע	abundante	בשפע	ADJ;SG	
abundante	בשפע	abundante	בשפע	ADJ;SG	
abundante	שפע	abundante	שפע	ADJ;SG	
digitales	דיגיטלית	digital	דיגיטלי	ADJ;PL	PROPN
digitales	דיגיטלי	digital	דיגיטלי	ADJ;PL	PROPN
conservatorio	הקונסרבטוריון	conservatorio	הקונסרבטוריון	N;MASC;SG	PROPN
conservatorio	הקונסרבטואר	conservatorio	הקונסרבטואר	N;MASC;SG	PROPN
patricio	פטריק	patricio	פטריק	PROPN	PROPN
patricio	פטריסיו	patricio	פטריסיו	PROPN	PROPN
islandia	איסלנד	islandia	איסלנד	ADJ;FEM;SG	PROPN
islandia	איסלנדית	islandia	איסלנדי	ADJ;FEM;SG	PROPN
diseñador	מעצבים	diseñador	מעצב	N;MASC;SG	V;MASC;PL;V.PTCP;ACT
diseñador	מעצבת	diseñador	עיצב	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
diseñador	מעצב	diseñador	מעצב	N;MASC;SG	
tarjeta	קארד	tarjeta	קארד	N;FEM;SG	PROPN
tarjeta	קלף	tarjeta	קלף	N;FEM;SG	PROPN
oklahoma	אוקלהומה	oklahoma	אוקלהומה	N;MASC;SG	PROPN
orlando	אורלנדו	orlar	אורלנדו	V;V.MSDR	PROPN
anillos	טבעות	anillo	טבעת	N;MASC;PL	
arenas	ארנס	arena	ארנס	N;FEM;PL	PROPN
arenas	סנדס	arena	סנדס	N;FEM;PL	PROPN
arenas	חולות	arena	חלה	N;FEM;PL	
morgan	מורגן	morgar	מורגן	N;MASC;SG	PROPN
contribución	תרומות	contribución	תרומה	N;FEM;SG	N;FEM;PL
banderas	דגל	bandera	דגל	N;FEM;PL	N;MASC;SG
originario	שמקורם	originario	שמקורם	ADJ;MASC;SG	PROPN
voluntarios	מתנדבת	voluntario	מתנדב	N;MASC;PL	V;FEM;SG;V.PTCP
voluntarios	מתנדב	voluntario	מתנדב	N;MASC;PL	V;MASC;SG;V.PTCP
voluntarios	התנדבות	voluntario	התנדבות	N;MASC;PL	N;FEM;SG
voluntarios	להתנדב	voluntario	התנדב	N;MASC;PL	V;NFIN
voluntarios	מתנדבת	voluntario	מתנדב	N;MASC;PL	V;FEM;SG;V.PTCP
voluntarios	מתנדב	voluntario	מתנדב	N;MASC;PL	V;MASC;SG;V.PTCP
vegetal	ירקות	vegetal	ירק	ADJ;SG	N;MASC;PL
vegetal	ירק	vegetal	ירק	ADJ;SG	
vegetal	צמח	vegetal	צמח	ADJ;SG	PROPN
vegetal	שתול	vegetal	שתול	ADJ;SG	PROPN
transportes	תחבורה	transporte	תחבורה	N;MASC;PL	N;FEM;SG
transportes	תחבורה	transporte	תחבורה	N;MASC;PL	N;FEM;SG
transportes	הובלה	transporte	הובלה	N;MASC;PL	N;FEM;SG
domínguez	דומינגז	domínguez	דומינגז	PROPN	PROPN
compró	קנה	comprar	קנה	V;IND;SG;3;PST;FIN	N;MASC;SG
compró	קנתה	comprar	קנה	V;IND;SG;3;PST;FIN	N;FEM;SG
compró	קנית	comprar	קנית	V;IND;SG;3;PST;FIN	V;MASC;SG;2;PST;ACT
sustitución	מחליפה	sustitución	החליף	N;FEM;SG	V;FEM;SG;V.PTCP;ACT
sustitución	מחליף	sustitución	החליף	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
horacio	הורשיו	horacio	הורשה	PROPN	PROPN
horacio	הוראס	horacio	הוראס	PROPN	PROPN
distinciones	הבחנה	distinción	הבחנה	N;FEM;PL	N;FEM;SG
distinciones	ההבחנה	distinción	ההבחנה	N;FEM;PL	N;FEM;SG
gráfica	ציורי	gráfico	ציורי	ADJ;FEM;SG	N;PSSD;MASC;PL
gráfica	גרפי	gráfico	גרף	ADJ;FEM;SG	PROPN
gráfica	גרף	gráfico	גרף	ADJ;FEM;SG	PROPN
gráfica	תרשים	gráfico	תרשים	ADJ;FEM;SG	
gráfica	טבלה	gráfico	טבלה	ADJ;FEM;SG	N;FEM;SG
gráfica	הגיליון	gráfico	הגיליון	ADJ;FEM;SG	PROPN
gráfica	גרפיקה	gráfico	גרפיקה	ADJ;FEM;SG	N;FEM;SG
emisiones	פליטת	emisión	פליטה	N;FEM;PL	N;FEM;SG
emisiones	פליטה	emisión	פליט	N;FEM;PL	N;FEM;SG
supuestamente	כביכול	supuestamente	כביכול	ADV	
western	המערבי	western	המערבי	N;MASC;SG	PROPN
western	מערבי	western	מערבי	N;MASC;SG	PROPN
isaac	אייזק	isaac	אייזק	PROPN	PROPN
isaac	יצחק	isaac	יצחק	PROPN	PROPN
bosnia	בוסני	bosnia	בוסני	ADJ;FEM;SG	PROPN
bosnia	בוסניה	bosnia	בוסניה	ADJ;FEM;SG	PROPN
químico	כימיקלים	químico	כימיקל	ADJ;MASC;SG	N;MASC;PL
químico	כימי	químico	כימי	ADJ;MASC;SG	PROPN
químico	כימאי	químico	כימאי	ADJ;MASC;SG	PROPN
destinos	היעד	destino	היעד	N;MASC;PL	
destinos	ליעד	destino	ליעד	N;MASC;PL	PROPN
destinos	יעד	destino	יעד	N;MASC;PL	
partidarios	תומכי	partidario	תומך	N;MASC;PL	PROPN
reacciones	תגובה	reacción	תגובה	N;FEM;PL	N;FEM;SG
challenger	המתמודד	challenger	המתמודד	N;MASC;SG	PROPN
leopoldo	לאופולד	leopoldo	לאופולד	N;MASC;SG	PROPN
leopoldo	ליאופולד	leopoldo	ליאופולד	N;MASC;SG	PROPN
leopoldo	לאופולדו	leopoldo	לאופולדו	N;MASC;SG	PROPN
ponce	פונסה	ponce	פונסה	PROPN	PROPN
externo	חיצוניים	externo	חיצוני	ADJ;MASC;SG	ADJ;MASC;PL
externo	חיצוניות	externo	חיצוני	ADJ;MASC;SG	ADJ;FEM;PL
externo	חיצונית	externo	חיצוני	ADJ;MASC;SG	ADV
silvestre	פרא	silvestre	פרא	ADJ;SG	
silvestre	סילבסטר	silvestre	סילבסטר	ADJ;SG	PROPN
gary	גרי	gary	גרי	PROPN	PROPN
gary	גארי	gary	גארי	PROPN	PROPN
inca	האינקה	inca	האינק	N;MASC;SG	PROPN
identificar	זהה	identificar	זהה	V;NFIN	
ian	איאן	ir	איאן	PROPN	PROPN
hip	היפ	hip	היפ	N;MASC;SG	
hip	ירך	hip	ירך	N;MASC;SG	PROPN
hip	הירך	hip	הירך	N;MASC;SG	
concilio	המועצה	concilio	המועצה	N;MASC;SG	PROPN
escuchar	מאזין	escuchar	מאזין	V;NFIN	N;MASC;SG
escuchar	הקשבה	escuchar	הקשבה	V;NFIN	N;FEM;SG
escuchar	האזנה	escuchar	האזנה	V;NFIN	N;FEM;SG
hop	הופ	hop	הופ	N;MASC;SG	
legales	משפטי	legal	משפטי	ADJ;PL	ADJ;MASC;SG
legales	חוקית	legal	חוקי	ADJ;PL	ADV
legales	חוקיות	legal	חוקיות	ADJ;PL	N;FEM;SG
gráficos	גרפי	gráfico	גרף	N;MASC;PL	PROPN
gráficos	גרפיקה	gráfico	גרפיקה	N;MASC;PL	N;FEM;SG
ferrer	פרר	ferrer	פרר	PROPN	PROPN
taiwán	טייוואן	taiwán	טייוואן	N;MASC;SG	PROPN
natación	לשחות	natación	לשחות	N;FEM;SG	V;NFIN;ACT
natación	שוחה	natación	שוחה	N;FEM;SG	V;MASC;SG;V.PTCP;ACT
anuncio	מסחרית	anuncio	מסחרי	N;MASC;SG	ADV
anuncio	מסחרי	anuncio	מסחרי	N;MASC;SG	ADJ;MASC;SG
azules	כחולה	azul	כחול	ADJ;PL	ADV
azules	בלו	azul	בלו	ADJ;PL	PROPN
azules	כחול	azul	כחול	ADJ;PL	
azules	בלוז	azul	בלוז	ADJ;PL	PROPN
liceo	גימנסיה	liceo	גימנסיה	N;MASC;SG	PROPN
flamenco	פלמנקו	flamenco	פלמנקו	N;MASC;SG	PROPN
flamenco	פלמינגו	flamenco	פלמינגו	N;MASC;SG	PROPN
flamenco	פלמית	flamenco	פלמי	N;MASC;SG	PROPN
refleja	משקף	reflejar	משקף	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
cálculo	חישוב	cálculo	חישוב	N;MASC;SG	
carter	קרטר	carter	קרטר	N;MASC;SG	PROPN
orange	תפוז	orange	פז	N;SG	
orange	כתום	orange	כתום	N;SG	
orange	כתומה	orange	כתום	N;SG	
quebec	קוויבק	quebec	קוויבק	PROPN	PROPN
kentucky	קנטקי	kentucky	קנטקי	N;MASC;SG	PROPN
kentucky	קנטאקי	kentucky	קנטאק	N;MASC;SG	PROPN
lorena	לורנה	lorena	לורנה	N;FEM;SG	PROPN
lorena	לוריין	lorena	לוריין	N;FEM;SG	PROPN
entrevistas	ראיון	entrevista	ראיון	N;FEM;PL	N;MASC;SG
entrevistas	ריאיון	entrevista	ריאיון	N;FEM;PL	PROPN
futura	עתיד	futuro	עתיד	ADJ;FEM;SG	N;MASC;SG
futura	העתיד	futuro	העתיד	ADJ;FEM;SG	ADV
conduce	דרייב	conducir	דרייב	V;IND;SG;3;PRS;FIN	PROPN
conduce	נסיעה	conducir	נסיעה	V;IND;SG;3;PRS;FIN	N;FEM;SG
conduce	כונן	conducir	כונן	V;IND;SG;3;PRS;FIN	PROPN
bibliotecas	ספריה	biblioteca	ספריה	N;FEM;PL	N;FEM;SG
bibliotecas	ספרייה	biblioteca	ספרייה	N;FEM;PL	N;FEM;SG
bibliotecas	הספרייה	biblioteca	הספרייה	N;FEM;PL	PROPN
hierba	הרב	hierba	הרב	N;FEM;SG	
hierba	גראס	hierba	גראס	N;FEM;SG	PROPN
hierba	דשא	hierba	דשא	N;FEM;SG	
hierba	עשב	hierba	עשב	N;FEM;SG	
hierba	ויד	hierba	ויד	N;FEM;SG	
hierba	גראס	hierba	גראס	N;FEM;SG	PROPN
hierba	עשב	hierba	עשב	N;FEM;SG	
detroit	דטרויט	detroit	דטרויט	N;MASC	PROPN
responsables	אחראית	responsable	אחראי	N;PL	ADJ;FEM;SG
responsables	אחראי	responsable	אחראי	N;PL	ADJ;MASC
responsables	אחריות	responsable	אחריות	N;PL	N;FEM;SG
responsables	האחראי	responsable	האחראי	N;PL	PROPN
responsables	אחראיות	responsable	אחראי	N;PL	ADJ;FEM;PL
toca	סטפס	tocar	סטפס	V;IND;SG;3;PRS;FIN	PROPN
toca	הקש	tocar	הקש	V;IND;SG;3;PRS;FIN	PROPN
cubana	קובני	cubano	קובני	ADJ;FEM;SG	PROPN
cubana	קובנים	cubano	קובן	ADJ;FEM;SG	N;MASC;PL
hablan	דבר	hablar	דבר	V;IND;PL;3;PRS;FIN	N;MASC;SG
hablan	דברי	hablar	דבר	V;IND;PL;3;PRS;FIN	N;PSSD;MASC;PL
amarilla	צהוב	amarillo	צהוב	ADJ;FEM;SG	
amarilla	צהובה	amarillo	צהובה	ADJ;FEM;SG	PROPN
abad	אבוט	abad	אבוט	N;MASC;SG	PROPN
químicos	כימי	químico	כימי	N;MASC;PL	PROPN
químicos	כימאי	químico	כימאי	N;MASC;PL	PROPN
rechazó	סרבו	rechazar	סרבה	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
rechazó	סירבו	rechazar	סירב	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
rechazó	סרב	rechazar	סרב	V;IND;SG;3;PST;FIN	
publicadas	פורסם	publicado	פורסם	ADJ;FEM;PL;V.PTCP	V;MASC;SG;3;PST;PASS
publicadas	פרסם	publicado	פרסם	ADJ;FEM;PL;V.PTCP	V;MASC;SG;3;PST;ACT
iniciado	יזם	iniciado	יזם	ADJ;MASC;SG;V.PTCP	PROPN
iniciado	התחלת	iniciado	התחלה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
iniciado	התחלנו	iniciado	התחלן	ADJ;MASC;SG;V.PTCP	V;PL;1;PST
iniciado	התחיל	iniciado	התחיל	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST
iniciado	התחלתי	iniciado	התחיל	ADJ;MASC;SG;V.PTCP	V;SG;1;PST;ACT
iniciado	התחילה	iniciado	התחיל	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST
iniciado	החלה	iniciado	החל	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
manifiesto	המניפסט	manifiesto	המניפסט	N;MASC;SG	PROPN
fantasma	ghost	fantasma	ghost	N;SG	
fantasma	גוסט	fantasma	גסט	N;SG	PROPN
fantasma	פנטום	fantasma	פנטום	N;SG	PROPN
revuelta	מהומות	revuelta	מהומה	N;FEM;SG	N;FEM;PL
regulares	רגילה	regular	רגיל	ADJ;PL	ADJ;FEM;SG
regulares	סדיר	regular	סדיר	ADJ;PL	
regulares	רגיל	regular	רגיל	ADJ;PL	ADJ;MASC;SG
regulares	קבוע	regular	קבוע	ADJ;PL	ADJ;MASC;SG
regulares	הקבועים	regular	הקבוע	ADJ;PL	N;MASC;PL
contraste	חדות	contraste	חד	N;MASC;SG	N;FEM;PL
castellón	קאסטיון	castellón	קאסטיון	N;FEM;SG	PROPN
suyo	שלך	suyo	שלך	DET;MASC;SG;3	
carlo	קרלו	carlo	קרלו	PROPN	PROPN
arreglos	הסדר	arreglo	הסדר	N;MASC;PL	N;MASC;SG
arreglos	סידור	arreglo	סידור	N;MASC;PL	N;MASC;SG
esencial	חיוניות	esencial	חיוניות	ADJ;SG	N;FEM;SG
esencial	חיוניים	esencial	חיוני	ADJ;SG	ADJ;MASC;PL
jerez	שרי	jerez	שר	N;MASC;SG	
porto	פורטו	porto	פורט	N;MASC;SG	PROPN
esquema	מתאר	esquema	תיאר	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
esquema	סכמטי	esquema	סכמטי	N;MASC;SG	PROPN
piratas	פיראט	pirata	פיראט	N;PL	PROPN
piratas	הפיראט	pirata	הפיראט	N;PL	PROPN
sirven	הגשה	servir	הגשה	V;IND;PL;3;PRS;FIN	N;FEM;SG
sirven	משרת	servir	משרה	V;IND;PL;3;PRS;FIN	N;FEM;SG
recibiendo	קבלת	recibir	קבלה	V;V.MSDR	N;FEM;SG
dato	דאטה	dato	דאטה	N;MASC;SG	PROPN
dato	נתונים	dato	נתון	N;MASC;SG	N;MASC;PL
faro	פארו	faro	פארו	N;MASC;SG	PROPN
faro	מגדלור	faro	מגדלור	N;MASC;SG	PROPN
faro	המגדלור	faro	המגדלור	N;MASC;SG	PROPN
phil	פיל	phil	פיל	PROPN	PROPN
especializado	מומחה	especializado	מומחה	ADJ;MASC;SG;V.PTCP	N;MASC;SG
especializado	מומחית	especializado	מומחי	ADJ;MASC;SG;V.PTCP	N;FEM;SG
enfrentarse	התעמת	enfrentar	התעמה	V;SBJV;SG;3;IPFV;FIN	V;MASC;SG;3;PST
asignado	שהוקצה	asignar	שהוקצה	ADJ;MASC;SG;V.PTCP	PROPN
asignado	הוקצה	asignar	הוקצה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
asignado	שהוקצה	asignar	שהוקצה	ADJ;MASC;SG;V.PTCP	PROPN
asignado	הוקצה	asignar	הוקצה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
producidos	הפיק	producido	הפיק	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;ACT
producidos	מיוצר	producido	יוצר	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP;PASS
walker	ווקר	walker	ווקר	N	PROPN
eurocopa	אירו	eurocopa	אירו	N;FEM;SG	PROPN
eurocopa	יורו	eurocopa	יורו	N;FEM;SG	PROPN
conversión	המרה	conversión	המרה	N;FEM;SG	
separados	פרודים	separado	פרוד	ADJ;MASC;PL;V.PTCP	N;MASC;PL
separados	נפרד	separado	נפרד	ADJ;MASC;PL;V.PTCP	ADJ;MASC;SG
separados	מופרדים	separado	הופרד	ADJ;MASC;PL;V.PTCP	V;MASC;PL;V.PTCP;PASS
separados	נפרד	separado	נפרד	ADJ;MASC;PL;V.PTCP	ADJ;MASC;SG
separados	בנפרד	separado	בנפרד	ADJ;MASC;PL;V.PTCP	PROPN
separados	נפרדים	separado	נפרד	ADJ;MASC;PL;V.PTCP	V;MASC;PL;V.PTCP;MID
omar	עומר	omar	עומר	PROPN	
omar	עומאר	omar	עומאר	PROPN	PROPN
descanso	לשבור	descanso	שבר	N;MASC;SG	V;NFIN;ACT
descanso	לנוח	descanso	נח	N;MASC;SG	V;NFIN;ACT
descanso	השאר	descanso	השאר	N;MASC;SG	
descanso	נוחי	descanso	נוחי	N;MASC;SG	PROPN
descanso	תנוח	descanso	תנוח	N;MASC;SG	PROPN
sinónimo	נרדפת	sinónimo	נרדף	ADJ;MASC;SG	V;FEM;SG;V.PTCP;MID
presidenta	נשיאה	presidenta	נשיאה	N;FEM;SG	PROPN
presidenta	הנשיא	presidenta	הנשיא	N;FEM;SG	PROPN
desempeño	ביצועי	desempeño	ביצוע	N;MASC;SG	N;MASC;PL
desempeño	ביצועים	desempeño	ביצוע	N;MASC;SG	N;MASC;PL
desempeño	הביצועים	desempeño	הביצוע	N;MASC;SG	N;MASC;PL
clemente	קלמנטה	clemente	קלמנטה	PROPN	PROPN
clemente	קלמנט	clemente	קלמנט	PROPN	PROPN
presentador	מנחה	presentador	מנחה	N;MASC;SG	
presentador	מגיש	presentador	הגיש	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
quintana	קינטנה	quintana	קינטן	N;FEM;SG	PROPN
débil	חלשים	débil	חלש	ADJ;SG	ADJ;MASC;PL
débil	חלשה	débil	חלש	ADJ;SG	N;FEM;SG
vidrio	גלאס	vidrio	גלאס	N;MASC;SG	PROPN
casarse	להתחתן	casarse	התחתן		V;NFIN
casarse	להינשא	casarse	ננשא		V;NFIN;MID
broadway	ברודוויי	broadway	ברודוויי	N;FEM;SG	PROPN
reseña	ביקורות	reseñar	ביקורת	N;FEM;SG	N;FEM;PL
desarrollada	פיתח	desarrollado	פיתח	ADJ;FEM;SG;V.PTCP	N;MASC;SG
desarrollada	התפתח	desarrollado	התפתח	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST
desarrollada	מפותחת	desarrollado	מפותח	ADJ;FEM;SG;V.PTCP	PROPN
desarrollada	התפתחה	desarrollado	התפתח	ADJ;FEM;SG;V.PTCP	V;FEM;SG;3;PST
valdés	ואלדס	valdés	ואלדס	N;MASC;SG	PROPN
free	חופשי	freer	חופשי	N	PROPN
free	חינם	freer	חינם	N	PROPN
free	free	freer	free	N	
free	חופשיים	freer	חופשי	N	ADJ;MASC;PL
free	בחינם	freer	בחינם	N	
derivados	נגזרים	derivado	נגזר	ADJ;MASC;PL;V.PTCP	V;MASC;PL;V.PTCP;MID
derivados	נגזרות	derivado	נגזר	ADJ;MASC;PL;V.PTCP	V;FEM;PL;V.PTCP;MID
derivados	נגזרת	derivado	נגזר	ADJ;MASC;PL;V.PTCP	V;FEM;SG;V.PTCP;MID
contando	סופרת	contar	סופר	V;V.MSDR	N;FEM;SG
contando	ספירה	contar	ספירה	V;V.MSDR	N;FEM;SG
vasca	בסקית	vasco	בסקי	ADJ;FEM;SG	PROPN
vasca	בסקי	vasco	בסק	ADJ;FEM;SG	
vivos	בחיים	vivo	בחיים	ADJ;MASC;PL	
vivos	חי	vivo	חי	ADJ;MASC;PL	
gerardo	גרהארד	gerardo	גרהארד	PROPN	PROPN
gerardo	חררדו	gerardo	חררדו	PROPN	
australiano	אוסטרלי	australiano	אוסטרלי	N;MASC;SG	PROPN
australiano	אוזי	australiano	אוזי	N;MASC;SG	PROPN
australiano	אוסטרלי	australiano	אוסטרלי	N;MASC;SG	PROPN
australiano	האוסטרלי	australiano	האוסטרלי	N;MASC;SG	PROPN
ascendido	קידום	ascendido	קידום	ADJ;MASC;SG;V.PTCP	N;MASC;SG
ascendido	קידם	ascendido	קידם	ADJ;MASC;SG;V.PTCP	PROPN
asteroide	אסטרואיד	asteroide	אסטרואיד	N;MASC;SG	PROPN
atentado	הפיגוע	atentado	הפיגוע	N;MASC;SG	PROPN
creía	האמנתי	creer	האמנתי	V;IND;SG;3;IPFV;FIN	V;SG;1;PST;ACT
creía	האמינו	creer	האמין	V;IND;SG;3;IPFV;FIN	V;PL;3;PST;ACT
creía	האמינה	creer	האמין	V;IND;SG;3;IPFV;FIN	V;FEM;SG;3;PST;ACT
creía	האמין	creer	האמין	V;IND;SG;3;IPFV;FIN	V;MASC;SG;3;PST;ACT
afganistán	אפגניסטן	afganistán	אפגניסטן	N;MASC;SG	PROPN
restaurantes	מסעדת	restaurante	מסעדה	N;PL	N;FEM;SG
restaurantes	מסעדה	restaurante	מסעדה	N;PL	N;FEM;SG
perry	פרי	perry	פרי	PROPN	
comer	אכילה	comer	אכילה	V;NFIN	N;FEM;SG
heridas	פצעי	herida	פצע	N;FEM;PL	PROPN
diagnóstico	האבחנה	diagnóstico	האבחן	N;MASC;SG	PROPN
montana	מונטנה	montana	מונטנה	ADJ;FEM;SG	PROPN
privados	פרטית	privado	פרטי	ADJ;MASC;PL;V.PTCP	ADV
privados	פרטי	privado	פרט	ADJ;MASC;PL;V.PTCP	N;MASC;PL
privados	טוראי	privado	טוראי	ADJ;MASC;PL;V.PTCP	PROPN
privados	לפרטי	privado	לפרטי	ADJ;MASC;PL;V.PTCP	
modernas	מודרנית	moderno	מודרני	ADJ;FEM;PL	ADV
modernas	מודרני	moderno	מודרני	ADJ;FEM;PL	ADJ;MASC;SG
intelectuales	אינטלקטואלי	intelectual	אינטלקטואלי	N;PL	ADJ;MASC;SG
intelectuales	אינטלקטואלית	intelectual	אינטלקטואלי	N;PL	ADV
alcaldía	לראשות	alcaldía	לראשות	N;FEM;SG	
macho	זכר	macho	זכר	N;MASC;SG	
steven	סטיבן	steven	סטיבן	PROPN	PROPN
reemplazo	החלף	reemplazo	החלף	N;MASC;SG	
reemplazo	תחליף	reemplazo	החליף	N;MASC;SG	V;FEM;SG;3;FUT;ACT
reemplazo	החליפי	reemplazo	החליף	N;MASC;SG	ADV
reemplazo	מחליפה	reemplazo	החליף	N;MASC;SG	V;FEM;SG;V.PTCP;ACT
reemplazo	מחליף	reemplazo	החליף	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
décimo	עשירי	décimo	עשירי	ADJ;MASC;SG	PROPN
décimo	עשירית	décimo	עשירית	ADJ;MASC;SG	NUM;FEM;SG
décimo	tenth	décimo	tenth	ADJ;MASC;SG	
décimo	העשירי	décimo	העשיר	ADJ;MASC;SG	PROPN
setenta	seventy	setenta	גגקוטר	N;MASC;PL	
setenta	שבעים	setenta	שבעים	N;MASC;PL	NUM;SG
clasificaciones	הרייטינג	clasificación	הרייטינג	N;FEM;PL	PROPN
clasificaciones	רייטינג	clasificación	רייטינג	N;FEM;PL	PROPN
bach	באך	bach	באך	N;FEM;SG	PROPN
viña	כרם	viña	כרם		N;MASC;SG
viña	הגפן	viña	הגפן		PROPN
viña	ויניה	viña	ויניה		PROPN
capas	שכבה	capa	שכבה	N;FEM;PL	N;FEM;SG
interacción	אינטראקציות	interacción	אינטרקרקיה	N;FEM;SG	N;FEM;PL
interacción	האירוסין	interacción	האירוסין	N;FEM;SG	PROPN
interacción	אירוסים	interacción	אירוס	N;FEM;SG	N;MASC;PL
interacción	אירוסין	interacción	אירוסין	N;FEM;SG	N;MASC;PL
murray	מורי	murray	מורי	PROPN	
murray	מוריי	murray	מורי	PROPN	PROPN
murray	מארי	murray	מארי	PROPN	PROPN
perfecto	מושלמות	perfecto	הושלם	ADJ;MASC;SG	V;FEM;PL;V.PTCP;PASS
perfecto	מושלמים	perfecto	הושלם	ADJ;MASC;SG	V;MASC;PL;V.PTCP;PASS
perfecto	מושלמת	perfecto	הושלם	ADJ;MASC;SG	V;FEM;SG;V.PTCP;PASS
mhz	mhz	mhz	mhz	N;FEM;SG	
permitido	מותרת	permitido	הותר	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
permitido	מותרת	permitido	הותר	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP
permitido	מורשה	permitido	מורשה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
universitarios	אוניברסיטה	universitario	אוניברסיטה	N;MASC;PL	N;FEM;SG
