категория	категории	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
здравето	здоровья	здраве	здоровье	N;DEF;NEUT;SG	N;INAN;NOM;NEUT;PL
изрази	выражения	изразя-(се)	выражение	V;PFV;IMP;SG;3;PST;FIN;ACT	N;INAN;NOM;NEUT;PL
пролет	spring	пролет	spring	N;INDF;FEM;SG	PROPN
пролет	весенний	пролет	весенний	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
преминаване	пройдя	преминаване	пройти	N;INDF;NEUT;SG	V;PFV;PST;V.CVB;ACT
преминаване	пройти	преминаване	пройти	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
театрални	театральный	театрален	театральный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
продадени	продается	продам	продаваться	V;PFV;INDF;PL;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
продадени	продано	продам	продать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
продадени	продана	продам	продать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
продадени	продал	продам	продать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
продадени	продан	продам	продать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
взаимно	взаимный	взаимно	взаимный	ADV	ADJ;NOM;MASC;SG
взаимно	взаимной	взаимно	взаимный	ADV	ADJ;INS;FEM;SG
взаимно	взаимные	взаимно	взаимный	ADV	ADJ;NOM;PL
взаимно	взаимная	взаимно	взаимный	ADV	ADJ;NOM;FEM;SG
вътрешно	внутренних	вътрешен	внутренний	ADV	ADJ;GEN;PL
вътрешно	интерьер	вътрешен	интерьер	ADV	N;INAN;NOM;MASC;SG
вътрешно	внутренние	вътрешен	внутренний	ADV	ADJ;NOM;PL
вътрешно	внутреннего	вътрешен	внутренний	ADV	ADJ;GEN;MASC;SG
вътрешно	внутренняя	вътрешен	внутренний	ADV	ADJ;NOM;FEM;SG
вътрешно	внутренний	вътрешен	внутренний	ADV	ADJ;NOM;MASC;SG
вътрешно	внутреннее	вътрешен	внутренний	ADV	ADJ;NOM;NEUT;SG
вътрешно	внутренней	вътрешен	внутренний	ADV	ADJ;INS;FEM;SG
вътрешно	внутренняя	вътрешен	внутренний	ADV	ADJ;NOM;FEM;SG
вътрешно	внутренний	вътрешен	внутренний	ADV	ADJ;NOM;MASC;SG
вътрешно	внутреннее	вътрешен	внутренний	ADV	ADJ;NOM;NEUT;SG
развита	развитые	развитам	развить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
развита	развитых	развитам	развить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
практики	практика	практика	практика	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
жълто	желтая	жълт	желтый	ADV	ADJ;NOM;FEM;SG
жълто	жёлтый	жълт	жёлтый	ADV	ADJ;NOM;MASC;SG
жълто	желтые	жълт	желтый	ADV	ADJ;NOM;PL
жълто	желтый	жълт	желтый	ADV	ADJ;NOM;MASC;SG
обувки	обуви	обувка	обувь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
обувки	обувь	обувка	обувь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
обувки	ботинок	обувка	ботинок	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
обувки	обувь	обувка	обувь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
обувки	обуви	обувка	обувь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
обувки	обуви	обувка	обувь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
обувки	обувь	обувка	обувь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
убие	убейте	убия	убейт	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
посещение	посетить	посещение	посетить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
равен	равных	равен	равный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
равен	равные	равен	равный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
бах	пау	съм	пау	PROPN;INDF;MASC;SG	
бах	баха	съм	баха	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бах	бах	съм	бах	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
датски	дании	датски	дания	ADJ;INDF;MASC;SG	N;INAN;ESS;NEUT;SG
милион	миллионов	милион	миллион	N;INDF;MASC;SG	N;INAN;GEN;MASC;PL
мисисипи	миссисипи	мисисипя	миссисипи	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
андреев	андреев	андреев	андрей	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
броня	доспехи	броня	доспех	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
броня	доспехи	броня	доспех	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
нисък	низко	нисък	низко	ADJ;INDF;MASC;SG	ADV
аврелий	аврелий	аврелий	аврелие	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
дере	галли	дере	галли	N;INDF;NEUT;SG	
невъзможно	невозможное	невъзможно	невозможный	ADV	ADJ;NOM;NEUT;SG
невъзможно	невозможно	невъзможно	невозможный	ADV	ADJ;NEUT;SG
данък	налоговых	данък	налоговый	N;INDF;MASC;SG	ADJ;GEN;PL
данък	налоги	данък	налог	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
данък	налоговая	данък	налоговый	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
галия	галлии	галия	галлий	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
комисар	уполномоченный	комисар	уполномоченный	N;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
южни	южная	южен	южный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
южни	южный	южен	южный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
южни	южной	южен	южный	ADJ;INDF;PL	ADJ;INS;FEM;SG
южни	южное	южен	южный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
юта	юта	юта	юто	PROPN;INDF;FEM;SG	N;INAN;NOM;MASC;SG
парчета	бит	парче	бит	N;INDF;NEUT;PL	
уволнен	уволил	уволня-(се)	уволить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
уволнен	уволили	уволня-(се)	уволить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
уволнен	уволены	уволня-(се)	уволить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
заслуга	заслуги	заслуга	заслуга	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
северни	северный	северен	северный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
северни	северная	северен	северный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
северни	северное	северен	северный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
северни	северной	северен	северный	ADJ;INDF;PL	ADJ;INS;FEM;SG
юний	юний	юний	юний	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
реакции	реакция	реакция	реакция	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
дитрих	дитрих	дитрих	дитрий	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
богато	богат	богат	богатый	ADV	ADJ;MASC;SG
богато	богатых	богат	богатый	ADV	ADJ;GEN;PL
богато	рич	богат	рич	ADV	N;ANIM;NOM;MASC;SG
богато	богатая	богат	богатый	ADV	ADJ;NOM;FEM;SG
богато	богатый	богат	богатый	ADV	ADJ;NOM;MASC;SG
богато	богатые	богат	богатый	ADV	ADJ;NOM;PL
водосборния	водосбора	водосборен	водосбор	ADJ;DEF;MASC;SG	N;INAN;GEN;MASC;SG
керамика	керамические	керамика	керамический	N;INDF;FEM;SG	ADJ;NOM;PL
приемане	принимаю	приемане	принимать	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
приемане	принимаем	приемане	принимать	N;INDF;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
адриан	эдриан	адриан	эдриан	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
адриан	эдриен	адриан	эдриен	PROPN;INDF;MASC;SG	
адриан	адриан	адриан	адриан	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
независим	независимые	независим	независимый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
запазен	защищены	запазя-(се)	защитить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
айрес	айресе	айрес	айрес	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
артист	artist	артист	artist	N;INDF;MASC;SG	PROPN
масив	массовые	масив	массовый	N;INDF;MASC;SG	ADJ;NOM;PL
изчезнал	исчезли	изчезна	исчезнуть	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
изчезнал	отсутствует	изчезна	отсутствовать	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
разрушен	разрушены	разруша-(се)	разрушить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
зелени	зелень	зелен	зелень	ADJ;INDF;PL	N;INAN;NOM;FEM;SG
зелени	зелёный	зелен	зелёный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
зелени	зелёная	зелен	зеленый	ADJ;INDF;PL	ADJ;NOM;FEM;SG
зелени	зеленый	зелен	зеленый	ADJ;INDF;PL	ADJ;NOM;MASC;SG
разговори	переписку	разговор	переписка	N;INDF;MASC;PL	N;INAN;ACC;FEM;SG
разговори	переписка	разговор	переписка	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
разговори	разговор	разговор	разговор	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
разговори	беседа	разговор	беседа	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
формално	формальный	формално	формальный	ADV	ADJ;NOM;MASC;SG
формално	формальные	формално	формальный	ADV	ADJ;NOM;PL
организирана	организованные	организирам	организовывать	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
организирана	организованные	организирам	организовывать	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
клод	клод	клод	клод	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
централно	центральная	централен	центральный	ADV	ADJ;NOM;FEM;SG
централно	центральное	централен	центральный	ADV	ADJ;NOM;NEUT;SG
централно	центральной	централен	центральный	ADV	ADJ;INS;FEM;SG
централно	центральный	централен	центральный	ADV	ADJ;NOM;MASC;SG
ливий	ливий	ливий	ливий	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
четене	читайте	четене	читать	N;INDF;NEUT;SG	V;IPFV;IMP;PL;2;FIN;ACT
четене	читай	четене	читай	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
четене	прочитать	четене	прочесть	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
четене	прочесть	четене	прочесть	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
четене	читать	четене	читать	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
четене	читаем	четене	читать	N;INDF;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
четене	чтения	четене	чтение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
четене	читаю	четене	читать	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
пекин	пекин	пекин	пекин	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
пекин	пекинской	пекин	пекинский	PROPN;INDF;MASC;SG	ADJ;INS;FEM;SG
сама	одна	сама	один	ADJ;INDF;FEM;SG	DET;NOM;FEM;SG
сама	одни	сама	один	ADJ;INDF;FEM;SG	DET;NOM;PL
сама	один	сама	один	ADJ;INDF;FEM;SG	NUM;NOM;MASC
завършена	завершил	завърша	завершить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
обсъждане	обсуждения	обсъждане	обсуждение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
обсъждане	дискуссии	обсъждане	дискуссия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
почва	почва	почвам-(се)	почва	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
почва	почвы	почвам-(се)	почва	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
цанков	цанков	цанков	цанк	PROPN;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
частна	частные	частен	частный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
тежък	тяжелых	тежък	тяжелый	ADJ;INDF;MASC;SG	ADJ;GEN;PL
тежък	тяжелые	тежък	тяжелый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
алфонсо	альфонсо	алфонсо	альфонсо	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
метали	металла	метал	металл	N;INDF;MASC;PL	N;INAN;GEN;MASC;SG
метали	метал	метал	метал	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
метали	metal	метал	metal	N;INDF;MASC;PL	PROPN
метали	металлические	метал	металлический	N;INDF;MASC;PL	ADJ;NOM;PL
метали	металл	метал	металл	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
съвети	консультировать	съвет	консультировать	N;INDF;MASC;PL	V;IPFV;NFIN;ACT
убийства	убийство	убийство	убийство	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
убийства	убийство	убийство	убийство	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
флора	флоры	флор	флора	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
добрев	добрев	добрев	добрев	PROPN;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
данъци	налоговых	данък	налоговый	N;INDF;MASC;PL	ADJ;GEN;PL
данъци	налог	данък	налог	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
данъци	налоговая	данък	налоговый	N;INDF;MASC;PL	ADJ;NOM;FEM;SG
преброяване	переписи	преброяване	перепись	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
лили	лили	лила	лить	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
лили	лили	лила	лить	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
лили	лили	лила	лить	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
акции	разделяет	акция	разделять	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
кеш	кэш	къш	кэш	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
кеш	кэш	къш	кэш	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
кеш	наличными	къш	наличные	PROPN;INDF;MASC;SG	ADJ;INS;PL
кеш	наличные	къш	наличный	PROPN;INDF;MASC;SG	ADJ;NOM;PL
филипините	филиппин	филипина	филиппин	N;DEF;MASC;PL	N;INAN;NOM;FEM;SG
кръстен	крестили	кръстен	крестить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IPFV;IND;PL;PST;FIN;ACT
избягва	избегал	избягвам	избегать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
избягва	избежал	избягвам	избегнуть	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
магистрала	автомагистрали	магистрала	автомагистраль	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
приети	принят	приема	принять	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
приети	принята	приема	принять	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
приети	принято	приема	принять	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
еди	эдди	еди	эдди	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
еди	эдди	еди	эдди	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ерих	эрих	ерих	эриха	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
кости	кость	кост	кость	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
постоянни	постоянная	постоянен	постоянный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
постоянни	постоянное	постоянен	постоянный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
постоянни	постоянный	постоянен	постоянный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
постоянни	постоянная	постоянен	постоянный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
постоянни	постоянно	постоянен	постоянно	ADJ;INDF;PL	ADV
постоянни	постоянное	постоянен	постоянный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
постоянни	постоянный	постоянен	постоянный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
ограничения	ограниченность	ограничение	ограниченность	N;INDF;NEUT;PL	N;INAN;NOM;FEM;SG
бел	белль	бел	белль	PROPN;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
бел	бел	бел	белый	PROPN;INDF;MASC;SG	
бел	колокольчик	бел	колокольчик	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бел	белл	бел	беллый	PROPN;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
бел	колокол	бел	колокол	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бел	bell	бел	bell	PROPN;INDF;MASC;SG	PROPN
отвори	открытый	отворя-(се)	открыть	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
отвори	открыто	отворя-(се)	открыто	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
отвори	open	отворя-(се)	open	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
отвори	открытая	отворя-(се)	открыть	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
харис	харрис	харис	харрис	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
избегне	избегать	избегна	избегать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
избегне	избегайте	избегна	избегать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IMP;PL;2;FIN;ACT
влечуго	рептилия	влечуг	рептилия	ADV	N;INAN;NOM;FEM;SG
помещения	помещение	помещение	помещение	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
денят	day	ден	day	N;DEF;MASC;SG	PROPN
гдр	гдр	гдр	гдр	PROPN;INDF;MASC;SG	N;INAN;NOM;FEM;SG
дена	дни	ден	день	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
дена	days	ден	days	N;DEF;MASC;SG	PROPN
дена	дней	ден	день	N;DEF;MASC;SG	N;INAN;GEN;MASC;PL
нерон	nero	нерон	nero	PROPN;INDF;MASC;SG	PROPN
мануел	мануэль	мануел	мануэль	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
освобождава	релизы	освобождавам-(се)	релиз	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
каледония	каледонии	каледония	каледония	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
мека	мекки	мека	мекка	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
мека	мягкий	мека	мягкий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
мека	нежная	мека	нежный	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
мека	мягкая	мека	мягкий	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
мека	мягкое	мека	мягкий	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
мека	мягкие	мека	мягкий	N;INDF;FEM;SG	ADJ;NOM;PL
клаус	клаус	клаус	клаус	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
клаус	клаус	клаус	клаус	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
вардар	вардар	вардар	вардар	PROPN;INDF;MASC;SG	
обяснение	пояснения	обяснение	пояснение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
обяснение	разъяснения	обяснение	разъяснение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
антъни	антоний	антъна	антоний	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
антъни	энтони	антъна	энтонь	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
препоръчва	рекомендуемые	препоръчвам-(се)	рекомендовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
препоръчва	рекомендуется	препоръчвам-(се)	рекомендовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
препоръчва	рекомендованные	препоръчвам-(се)	рекомендовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
препоръчва	рекомендовано	препоръчвам-(се)	рекомендовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
препоръчва	рекомендуемая	препоръчвам-(се)	рекомендовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
диви	wild	дивя-(се)	wild	N;INDF;FEM;PL	
диви	дикий	дивя-(се)	дикий	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
диви	дикая	дивя-(се)	дикий	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
диви	дикие	дивя-(се)	дикий	N;INDF;FEM;PL	ADJ;NOM;PL
оглед	посмотреть	оглед	смотреть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
оглед	просмотреть	оглед	просмотреть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
почивка	сломать	почивка	ломать	N;INDF;FEM;SG	V;PFV;NFIN;ACT
почивка	каникулы	почивка	каникулы	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
почивка	отдохнуть	почивка	отдохнуть	N;INDF;FEM;SG	V;PFV;NFIN;ACT
документален	документальных	документален	документальный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
религиозна	религиозных	религиозен	религиозный	ADJ;INDF;FEM;SG	ADJ;GEN;PL
взаимодействие	взаимодействия	взаимодействие	взаимодействие	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
армейски	армии	армейски	армия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
армейски	армия	армейски	армия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
игор	игорь	игор	игорь	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
балкан	балканского	балкан	балканский	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
рязко	резкое	рязко	резкий	ADV	ADJ;NOM;NEUT;SG
лайпциг	лейпциге	лайпциг	лейпциг	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
анди	энди	анди	энди	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
разпределение	распределения	разпределение	распределение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
извършени	совершено	извърша	совершить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
младенов	младенов	младенов	младен	PROPN;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
освобождение	освобождения	освобождение	освобождение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
магазин	shop	магазин	shop	N;INDF;MASC;SG	PROPN
последователни	последовательно	последователен	последовательно	ADJ;INDF;PL	ADV
последователни	последовательная	последователен	последовательный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
последователни	последовательно	последователен	последовательно	ADJ;INDF;PL	ADV
последователни	последовательная	последователен	последовательный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
последователни	последовательный	последователен	последовательный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
последователни	последовательное	последователен	последовательный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
повишаване	увеличить	повишаване	увеличить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
впечатление	впечатления	впечатление	впечатление	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
античността	древности	античност	древность	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
традицията	традиции	традиция	традиция	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
джим	джим	джим	джим	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
мозък	мозги	мозък	мозг	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
мозък	мозги	мозък	мозг	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
мозък	мозгов	мозък	мозг	N;INDF;MASC;SG	N;INAN;GEN;MASC;PL
вдовица	вдовы	вдовица	вдова	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
маркс	маркс	маркс	маркс	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
маркс	маркс	маркс	маркс	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
двойно	двойная	двойно	двойной	ADV	ADJ;NOM;FEM;SG
двойно	двойное	двойно	двойной	ADV	ADJ;NOM;NEUT;SG
двойно	двойной	двойно	двойной	ADV	ADJ;NOM;MASC;SG
двойно	двойные	двойно	двойной	ADV	ADJ;NOM;PL
заливи	бейс	залив	бейс	N;INDF;FEM;PL	
унищожени	уничтожен	унищожа	уничтожить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
унищожени	уничтожена	унищожа	уничтожить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
унищожени	разрушен	унищожа	разрушить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
унищожени	уничтожено	унищожа	уничтожить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
тон	тонны	тон	тонна	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
продажба	продажи	продажба	продажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
гарсия	гарсия	гарсия	гарсия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
гарсия	гарсиа	гарсия	гарсиа	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
гарсия	гарсия	гарсия	гарсия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
гарсия	гарсиа	гарсия	гарсиа	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
прост	простые	прост	простой	ADJ;INDF;MASC;SG	ADJ;NOM;PL
подробно	подробные	подробно	подробный	ADV	ADJ;NOM;PL
подробно	подробный	подробно	подробный	ADV	ADJ;NOM;MASC;SG
подробно	подробное	подробно	подробный	ADV	ADJ;NOM;NEUT;SG
лазаров	лазаров	лазаров	лазар	PROPN;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
убежище	убежища	убежище	убежище	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
явления	феномен	явление	феномен	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
