年	year	年	year	N	PROPN
選票	suara	選票	suara	N	PROPN;SG
選票	voting	選票	voting	N	PROPN;SG
週末	weekend	週末	weekend	N	PROPN
中興	zte	中興	zte	PROPN	PROPN
赫爾	hull	赫爾	hull	PROPN	PROPN
赫爾	lambung	赫爾	lambung	PROPN	N;SG
水庫	dam	水庫	dam	N	
隨機	random	隨機	random	ADJ	PROPN
拉夫	luv	拉夫	luv	PROPN	PROPN
投訴	pengaduan	投訴	penaduan	V	N;SG
投訴	keluhan	投訴	keluhan	V	N;SG
投訴	komplain	投訴	komplain	V	N;SG
投訴	pengaduan	投訴	penaduan	V	N;SG
投訴	keluhan	投訴	keluhan	V	N;SG
投訴	komplain	投訴	komplain	V	N;SG
璧	bik	璧	bik	PROPN	
上田	ueda	上田	ueda	PROPN	PROPN
博覽	expo	博覽	expo	V	PROPN
博覽	pameran	博覽	pameran	V	N;SG
見習	trainee	見習	trainee	N	PROPN
準確	akurat	準確	akurat	N	ADJ;SG
山頂	peak	山頂	peak	N	PROPN
製造	manufaktur	製造	manufaktur	V	N
製造	produsen	製造	produsen	V	N;SG
製造	manufaktur	製造	manufaktur	V	N
製造	produsen	製造	produsen	V	N;SG
製造	pabrikan	製造	pabrikan	V	N;SG
陸地	land	陸地	land	N	PROPN
海德堡	heidelberg	海德堡	heidelberg	PROPN	PROPN
提早	early	提早	early	V	PROPN
提早	dini	提早	dini	V	ADJ;SG
提早	awal	提早	awal	V	ADJ;SG
會	accounting	會	accounting	V	N
會	akunting	會	akunting	V	N;SG
會	akuntansi	會	akuntansi	V	N;SG
會	akuntan	會	akuntan	V	N;SG
會	agresif	會	agresif	V	ADJ;SG
襪	socks	襪	socks	N	PROPN
派	party	派	party	V;CAUS	PROPN
派	berpesta	派	berpesta	V;CAUS	V;SG;ACT
派	partai	派	partai	V;CAUS	N;SG
派	pesta	派	pesta	V;CAUS	N;SG
派	pihak	派	pihak	V;CAUS	N;SG
灌溉	mengairi	灌溉	menairi	N	V;SG;ACT
國土	homeland	國土	homeland	N	PROPN
國土	nusa	國土	nusa	N	PROPN
導師	tutor	導師	tutor	N	PROPN;SG
包裝	membungkus	包裝	menbungkus	N	V;SG;ACT
包裝	packaging	包裝	packaging	N	PROPN
包裝	mengemas	包裝	menkemas	N	V;SG;ACT
包裝	packing	包裝	packing	N	PROPN
包裝	berkemas	包裝	berkemas	N	V;SG;ACT
包裝	bungkus	包裝	bungkus	N	PROPN;SG
煙	merokok	煙	merokok	N	PROPN;SG
鑽	bor	鑽	bor	N	PROPN;SG
情景	skenario	情景	skenario	N	PROPN;SG
情景	skenario	情景	skenario	N	PROPN;SG
海口	haikou	海口	haikou	N	PROPN
想像	bayangkanlah	想像	bayangkan	N	V;SG;ACT
想像	bayangkan	想像	bayangkan	N	V;SG;ACT
想像	imagine	想像	imagine	N	PROPN
揭露	pengungkapan	揭露	penungkapan	V	N;SG
揭露	ungkap	揭露	ungkap	V	
揭露	ungkap	揭露	ungkap	V	
揭露	ungkap	揭露	ungkap	V	
樹林	woods	樹林	woods	N	PROPN
節奏	tempo	節奏	tempo	N	PROPN;SG
節奏	rhythm	節奏	rhythm	N	PROPN
醉	mabuk	醉	mabuk	N	PROPN;SG
醉	drunk	醉	drunk	N	PROPN
民俗	folk	民俗	folk	N	PROPN
多	multimedia	多	multimedia	NUM	N;SG
中毒	keracunan	中毒	keracunan	V	N;SG
中毒	keracunan	中毒	keracunan	V	N;SG
瞬間	moments	瞬間	moments	N	PROPN
瞬間	moment	瞬間	moment	N	PROPN
瞬間	instan	瞬間	instan	N	ADJ;SG
瞬間	instant	瞬間	instant	N	PROPN
瞬間	seketika	瞬間	seketika	N	
阿曼	oman	阿曼	oman	PROPN	PROPN
阿曼	aman	阿曼	aman	PROPN	ADJ;SG
阿曼	amman	阿曼	amman	PROPN	PROPN
郵政	posting	郵政	posting	N	PROPN
郵政	kirimkan	郵政	kirimkan	N	V;SG;ACT
郵政	kirim	郵政	kirim	N	V;SG;ACT
郵政	post	郵政	post	N	PROPN
解析	parse	解析	parse	N	PROPN
解析	mengurai	解析	menkurai	N	V;SG;ACT
解析	menguraikan	解析	menkuraikan	N	V;SG;ACT
解析	parsing	解析	parsing	N	PROPN
秋田	akita	秋田	akita	PROPN	PROPN
繪製	draw	繪製	draw	V	PROPN
繪製	imbang	繪製	imbang	V	N;SG
偵測	deteksi	偵測	deteksi	V	N;SG
偵測	deteksi	偵測	deteksi	V	N;SG
籌備	persiapan	籌備	persiapan	V	N;SG
籌備	persiapan	籌備	persiapan	V	N;SG
大田	ota	大田	ota	PROPN	PROPN
大田	daejeon	大田	daejeon	PROPN	PROPN
新	bride	新	bride	PART	PROPN
新	pengantin	新	pengantin	PART	N;SG
麻煩	solat	麻煩	solat	N	PROPN;SG
麻煩	trouble	麻煩	trouble	N	PROPN
疏散	evakuasi	疏散	evakuasi	V	N;SG
疏散	evakuasi	疏散	evakuasi	V	N;SG
縱	longitudinal	縱	longitudinal		PROPN
隼	elang	隼	elang	PROPN	N
隼	falcon	隼	falcon	PROPN	N
化身	inkarnasi	化身	inkarnasi	V	N
化身	avatar	化身	avatar	V	N;SG
欣賞	hargai	欣賞	hargai	N	V;SG;ACT
欣賞	atuh	欣賞	atuh	N	PROPN
欣賞	menghargai	欣賞	menhargai	N	V;SG;ACT
欣賞	mengagumi	欣賞	menkagumi	N	V;SG;ACT
出版	publikasi	出版	publikasi	V	N
出版	publikasi	出版	publikasi	V	N
出版	penerbitan	出版	penterbitan	V	N;SG
出版	terbitan	出版	terbitan	V	N;SG
表彰	pengakuan	表彰	penakuan	V	N;SG
安哥拉	angola	安哥拉	angola	PROPN	PROPN
抵制	perlawanan	抵制	perlawanan	V	N;SG
抵制	pemberontak	抵制	penberontak	V	N;SG
抵制	ketahanan	抵制	ketahanan	V	N;SG
抵制	resistance	抵制	resistance	V	N
抵制	boikot	抵制	boikot	V	PROPN
芙蓉	flo	芙蓉	flo	N	PROPN
哺乳	asi	哺乳	asi	N	PROPN;SG
哺乳	menyusui	哺乳	mensusui	N	PROPN;SG;ACT
哺乳	menyusui	哺乳	mensusui	N	PROPN;SG;ACT
哺乳	nursing	哺乳	nursing	N	PROPN
目	destination	目	destination	N	PROPN
咒	spell	咒	spell	N	PROPN
咒	eja	咒	eja	N	PROPN
滑冰	skating	滑冰	skating	N	PROPN
滑冰	berseluncur	滑冰	berseluncur	N	PROPN;SG;ACT
滑冰	skate	滑冰	skate	N	PROPN
滑冰	berseluncur	滑冰	berseluncur	N	PROPN;SG;ACT
大島	oshima	大島	oshima	N	PROPN
和	rekonsiliasi	和	rekonsiliasi	ADP	N
手持	genggam	手持	genggam	V	N;SG;ACT
白俄羅斯	belarus	白俄羅斯	belarus	PROPN	PROPN
白俄羅斯	belarusia	白俄羅斯	belarusia	PROPN	PROPN
底下	terbawah	底下	terbawah	N	ADP;RL;SG
底下	bottom	底下	bottom	N	PROPN
入學	pengakuan	入學	penakuan	V	N;SG
詹姆士	james	詹姆士	james	PROPN	PROPN
詹姆士	yakobus	詹姆士	yakobus	PROPN	PROPN
詢問	kueri	詢問	kueri	V	N
詢問	pertanyaan	詢問	pertanyaan	V	N;SG
詢問	kueri	詢問	kueri	V	N
詢問	pertanyaan	詢問	pertanyaan	V	N;SG
敢	berani	敢	berani		ADJ;SG
敢	dare	敢	dare		PROPN
淚	merobek	淚	menrobek	N	V;SG;ACT
淚	tears	淚	tears	N	PROPN
釣魚	memancing	釣魚	menpancing	N	V;SG;ACT
釣魚	mancing	釣魚	mancing	N	PROPN;SG;ACT
披露	pengungkapan	披露	penungkapan	V	N;SG
識別	identifikasi	識別	identifikasi	V	N;SG
自行	sepeda	自行	sepeda	V	N;SG
自行	sepeda	自行	sepeda	V	N;SG
巡演	touring	巡演	touring	V	N
細節	detil	細節	detil	N	ADJ;SG
細節	detail	細節	detail	N	
細節	detail	細節	detail	N	
細節	detil	細節	detil	N	ADJ;SG
石碑	nestorian	石碑	nestorian	N	PROPN
滑雪	ski	滑雪	ski	N	PROPN
滑雪	ski	滑雪	ski	N	PROPN
滑雪	berseluncur	滑雪	berseluncur	N	PROPN;SG;ACT
常數	constant	常數	constant	N	PROPN
常數	konstan	常數	konstan	N	
常數	konstan	常數	konstan	N	
摩托	moto	摩托	moto	N	PROPN
家用	prt	家用	prt	N	PROPN
罪犯	criminal	罪犯	criminal	N	PROPN
導彈	missile	導彈	missile	N	PROPN
協商	konsultasi	協商	konsultasi	V	N;SG
協商	konsultasi	協商	konsultasi	V	N;SG
操縱	memanipulasi	操縱	menmanipulasi	V	PROPN
操縱	manipulasi	操縱	manipulasi	V	PROPN;SG
操縱	manipulasi	操縱	manipulasi	V	PROPN;SG
非	unofficial	非	unofficial	PROPN	PROPN
困	ngantuk	困	ngantuk	V	N
王妃	putri	王妃	putri	N	PROPN;SG
王妃	princess	王妃	princess	N	PROPN
瀏覽	browser	瀏覽	browser	V	N
瀏覽	peramban	瀏覽	penramban	V	N;SG
瀏覽	browser	瀏覽	browser	V	N
心情	mood	心情	mood	N	PROPN;SG
不丹	bhutan	不丹	bhutan	PROPN	PROPN;SG
沙皇	tsar	沙皇	tsar	N	PROPN
弧	arc	弧	arc	N	PROPN
帥	tampan	帥	tampan	N	ADJ;SG
帥	handsome	帥	handsome	N	PROPN
武漢	wuhan	武漢	wuhan	PROPN	PROPN
橄欖	football	橄欖	football	N	PROPN
罐	jar	罐	jar	N	PROPN
流放	pengasingan	流放	penasingan	V	N;SG
流放	pembuangan	流放	penbuangan	V	N;SG
流放	pengusiran	流放	penusiran	V	N;SG
農場	farm	農場	farm	N	PROPN
寶石	gems	寶石	gems	N	PROPN
寶石	jewel	寶石	jewel	N	PROPN
寶石	gem	寶石	gem	N	PROPN
拿破崙	napoleon	拿破崙	napoleon	PROPN	N
存活	survival	存活	survival	V	N
宣誓	sumpah	宣誓	sumpah	V	N;SG
白堊	kapur	白堊	kapur	PROPN	N
丹尼爾	daniel	丹尼爾	daniel	PROPN	PROPN
現金	cash	現金	cash	N	PROPN
咬	menggigit	咬	mengigit	V	
咬	bite	咬	bite	V	PROPN
咬	gigitan	咬	gigitan	V	N;SG
火炬	obor	火炬	obor	PROPN	N
火炬	torch	火炬	torch	PROPN	PROPN
火炬	senter	火炬	senter	PROPN	N
低	bass	低	bass	PART	N
低	kakap	低	kakap	PART	PROPN
八卦	gossip	八卦	gossip	PROPN	PROPN
八卦	gosip	八卦	gosip	PROPN	N;SG
勸	bujukan	勸	bujukan	V	N;SG
勸	persuasif	勸	persuasif	V	N;SG
車道	lane	車道	lane	N	PROPN
跳水	diving	跳水	diving	V	PROPN
跳水	selam	跳水	selam	V	N;SG
跳水	dive	跳水	dive	V	PROPN
格鬥	berjuang	格鬥	berjuang	N	V;SG;ACT
格鬥	berkelahi	格鬥	berkelahi	N	V;SG;ACT
格鬥	fighting	格鬥	fighting	N	PROPN
格鬥	bertarung	格鬥	bertarung	N	V;SG;ACT
巨型	giant	巨型	giant	N	PROPN
增援	penguatan	增援	penkuatan	V	N;SG
頭髮	hair	頭髮	hair	N	PROPN
和	biksu	和	biksu	ADP	N
和	rahib	和	rahib	ADP	N;SG
和	biarawan	和	biarawan	ADP	N
和	monk	和	monk	ADP	PROPN
和	biksu	和	biksu	ADP	N
和	biarawan	和	biarawan	ADP	N
罕見	rare	罕見	rare	N	PROPN
罕見	jarang	罕見	jarang	N	ADV
集團	army	集團	army	N	PROPN
約瑟夫	yusuf	約瑟夫	yusuf	PROPN	PROPN
約瑟夫	joseph	約瑟夫	joseph	PROPN	PROPN
西門	simon	西門	simon	PROPN	PROPN
泵	pump	泵	pump	N	PROPN
長江	yangtze	長江	yangtze	PROPN	PROPN
辯論	berdebat	辯論	berdebat	N	V;SG;ACT
討厭	kebencian	討厭	kebencian	V	N;SG
討厭	hate	討厭	hate	V	PROPN
討厭	benci	討厭	benci	V	ADJ;SG
剩餘	tersisa	剩餘	tersisa	N	V;SG;PASS
搭檔	partner	搭檔	partner	N	PROPN
夜晚	nights	夜晚	nights	N	PROPN
夜晚	night	夜晚	night	N	PROPN
天河	tianhe	天河	tianhe	PROPN	PROPN
轉型	peralihan	轉型	peralihan	V	N;SG
轉型	transisi	轉型	transisi	V	N;SG
轉型	transformasi	轉型	transformasi	V	N;SG
負擔	beban	負擔	beban	V	N;SG
負擔	beban	負擔	beban	V	N;SG
信託	percayai	信託	percayai	N	
信託	trust	信託	trust	N	PROPN
信託	percaya	信託	percaya	N	V;SG;ACT
信託	trust	信託	trust	N	PROPN
關	korelasi	關	korelasi	PROPN	N;SG
躍	leap	躍	leap	N	PROPN
不便	ketidaknyamanan	不便	ketidaknyananan	V	N
作物	crop	作物	crop	N	PROPN
歧視	diskriminasi	歧視	diskriminasi	V	N;SG
歧視	diskriminasi	歧視	diskriminasi	V	N;SG
歧視	diskriminatif	歧視	diskriminatif	V	ADJ;SG
芽	kuncup	芽	kuncup	N	PROPN
芽	kuncup	芽	kuncup	N	PROPN
芽	bud	芽	bud	N	PROPN
跳舞	dance	跳舞	dance	N	PROPN
跳舞	menari	跳舞	mentari	N	PROPN;SG
跳舞	menari	跳舞	mentari	N	PROPN;SG
跳舞	dancing	跳舞	dancing	N	PROPN
恭喜	selamat	恭喜	selamat	N	ADJ;SG
恭喜	congratulations	恭喜	congratulations	N	PROPN
粘	lekat	粘	lekat	N	ADJ;SG
粘	lengket	粘	lengket	N	ADJ;SG
儒	konfusianisme	儒	konfusianisme	PROPN	N
儒	konfusius	儒	konfusius	PROPN	N
追擊	pengejaran	追擊	penkejaran	V	N;SG
單車	bersepeda	單車	bersepeda	N	V;SG;ACT
景觀	tumbang	景觀	tumbang	N	V;SG;ACT
控制	pengontrol	控制	penontrol	V	N;SG
控制	controller	控制	controller	V	PROPN
限量	limited	限量	limited	N	PROPN
限量	terbatas	限量	terbatas	N	V;SG
限量	dibatasi	限量	dibatasi	N	V;SG;PASS
午夜	midnight	午夜	midnight	N	PROPN
哭	tangis	哭	tangis	V	PROPN;SG
哭	cry	哭	cry	V	PROPN
參議	senator	參議	senator	V	N
一	januari	一	januari	NUM	N;SG
臀	hip	臀	hip	N	PROPN
科威特	kuwait	科威特	kuwait	PROPN	PROPN
荔枝	lychee	荔枝	lychee	N	PROPN
衰落	tolak	衰落	tolak	V	N;SG;ACT
衰落	penurunan	衰落	penturunan	V	N;SG
賊	maling	賊	maling	N	
興起	munculnya	興起	muncul	V	N;SG;ACT
禪	zen	禪	zen	N	PROPN
爭論	kontroversi	爭論	kontroversi	V	N;SG
爭論	argumen	爭論	argumen	V	N;SG
爭論	argumen	爭論	argumen	V	N;SG
輔導	konseling	輔導	konseling	V	N;SG
輔導	pembinaan	輔導	penbinaan	V	N;SG
輔導	mentoring	輔導	mentoring	V	PROPN;SG
輔導	konseling	輔導	konseling	V	N;SG
輔導	aqidah	輔導	aqidah	V	N;SG
輔導	penyuluhan	輔導	pensuluhan	V	N;SG
輔導	les	輔導	les	V	PROPN;SG
轉變	transformasi	轉變	transformasi	V	N;SG
轉變	transformasi	轉變	transformasi	V	N;SG
實踐	berlatih	實踐	berlatih	N	V;SG;ACT
天鵝	swan	天鵝	swan	N	PROPN
喝	minuman	喝	minuman	V	N;SG
喝	minum	喝	minum	V	PROPN;SG;ACT
受損	rusak	受損	rusak	V	ADJ;SG
夢幻	impian	夢幻	impian	ADJ	N;SG
夢幻	mimpi	夢幻	mimpi	ADJ	N;SG
夢幻	dream	夢幻	dream	ADJ	PROPN
夢幻	mimpikan	夢幻	mimpikan	ADJ	V;SG;ACT
夢幻	impian	夢幻	impian	ADJ	N;SG
音效	sound	音效	sound	N	PROPN
音效	suara	音效	suara	N	PROPN;SG
教派	bergolongan	教派	bergolongan	N	V;SG;ACT
囚禁	penahanan	囚禁	pentahanan	V	N;SG
囚禁	pengurungan	囚禁	penurungan	V	N;SG
染	dye	染	dye	N	PROPN
染	dicelup	染	dicelup	N	V;SG;PASS
實用	praktis	實用	praktis	N	ADJ;SG
實用	berguna	實用	berguna	N	V;SG;ACT
實用	bermanfaat	實用	bermanfaat	N	V;SG;ACT
水星	mercury	水星	mercury	N	PROPN
上野	ueno	上野	ueno	PROPN	PROPN
落後	kebelakang	落後	kebelakang	V	
剛果	kongo	剛果	kongo	PROPN	PROPN
剛果	ekuador	剛果	ekuador	PROPN	PROPN;SG
喪失	kerugian	喪失	kerugian	V	N;SG
喪失	kehilangan	喪失	kehilangan	V	N;SG
喪失	rugi	喪失	rugi	V	N;SG
注射	injeksi	注射	injeksi	V	N;SG
注射	suntikan	注射	suntikan	V	N
注射	suntik	注射	suntik	V	N
注射	injeksi	注射	injeksi	V	N;SG
注射	suntikan	注射	suntikan	V	N
傳遞	estafet	傳遞	estafet	V	N
傳遞	relay	傳遞	relay	V	N
曙光	senja	曙光	senja	PROPN	PROPN
曙光	twilight	曙光	twilight	PROPN	N
研究	peneliti	研究	penteliti	V	N;SG
心靈	mind	心靈	mind	N	PROPN
頭顱	skull	頭顱	skull	N	PROPN
鸚鵡	beo	鸚鵡	beo	PROPN	PROPN
鸚鵡	parkit	鸚鵡	parkit	PROPN	PROPN
鸚鵡	bayan	鸚鵡	bayan	PROPN	PROPN
鸚鵡	beo	鸚鵡	beo	PROPN	PROPN
約會	tgl	約會	tgl	N	PROPN
約會	berkencan	約會	berkencan	N	V;SG;ACT
緊張	gugup	緊張	gugup	N	PROPN;SG
緊張	grogi	緊張	grogi	N	PROPN;SG
光束	beam	光束	beam	N	PROPN
光束	balok	光束	balok	N	PROPN;SG
光束	balok	光束	balok	N	PROPN;SG
澄清	mengklarifikasi	澄清	menklarifikasi	PROPN	V;SG;ACT
澄清	klarifikasi	澄清	klarifikasi	PROPN	N;SG
壞	buruk	壞	buruk	N	ADJ;SG
壞	jahat	壞	jahat	N	ADJ;SG
壞	bad	壞	bad	N	PROPN
滿意	puas	滿意	puas	N	ADJ;SG
合計	agregat	合計	agregat	V	N;SG
合計	pengumpulan	合計	penkumpulan	V	N;SG
合計	agregasi	合計	agregasi	V	N;SG
合計	agregat	合計	agregat	V	N;SG
合計	agregat	合計	agregat	V	N;SG
便	murah	便	murah	ADV	ADJ;SG
第五	fifth	第五	fifth	NUM	PROPN
第五	seperlima	第五	seperlima	NUM	N
影子	shadows	影子	shadows	N	PROPN
影子	bayang	影子	bayang	N	PROPN;SG
影子	membayangi	影子	menbayangi	N	V;SG;ACT
影子	shadow	影子	shadow	N	PROPN
影子	bayang	影子	bayang	N	PROPN;SG
緩慢	slow	緩慢	slow	ADJ	PROPN
緩慢	perlahan	緩慢	perlahan	ADJ	ADV
產量	production	產量	production	N	PROPN
死神	death	死神	death	N	PROPN
死神	maut	死神	maut	N	PROPN;SG
死神	mati	死神	mati	N	ADJ;SG
死神	shinigami	死神	shinigami	N	PROPN
緊	ketat	緊	ketat		ADJ;SG
自衛	sdf	自衛	sdf	V	PROPN
廣義	generalized	廣義	generalized	N	PROPN
摘要	abstrak	摘要	abstrak	N	PROPN;SG
讚	suka	讚	suka		V;SG
讚	disukai	讚	disukai		V;SG;PASS
讚	menyukai	讚	mensukai		V;SG;ACT
讚	suka	讚	suka		V;SG
讚	sukai	讚	sukai		ADJ;SG
讚	seperti	讚	seperti		ADP
讚	like	讚	like		PROPN
讚	suka	讚	suka		V;SG
讚	menyukai	讚	mensukai		V;SG;ACT
讚	sukanya	讚	suka		N;SG
讚	kesukaan	讚	kesukaan		N;SG
檢驗	testing	檢驗	testing	N	PROPN
檢驗	menguji	檢驗	menkuji	N	V;SG;ACT
麒麟	kirin	麒麟	kirin	PROPN	PROPN
椿	tsubaki	椿	tsubaki	PROPN	PROPN
多	kelipatan	多	kelipatan	ADJ	N;SG
多	beberapa	多	beberapa	ADJ	DET
多	multiple	多	multiple	ADJ	PROPN
多	berganda	多	berganda	ADJ	PROPN;SG;ACT
火災	fire	火災	fire	N	PROPN
環繞	kelilingi	環繞	kelilingi	V	N;SG
環繞	kepung	環繞	kepung	V	N;SG;ACT
巴巴	baba	巴巴	baba	PROPN	PROPN
復出	comeback	復出	comeback	V	PROPN
精確	akurat	精確	akurat	N	ADJ;SG
精確	persis	精確	persis	N	;SG
護理	menyusui	護理	mensusui	N	PROPN;SG;ACT
護理	nursing	護理	nursing	N	PROPN
護理	peduli	護理	peduli	N	ADJ;SG
護理	care	護理	care	N	PROPN
諷刺	ironis	諷刺	ironis	V	ADJ;SG
諷刺	sarkasme	諷刺	sarkasme	V	N
諷刺	ironi	諷刺	ironi	V	N;SG
地板	floor	地板	floor	N	PROPN
冰島	islandia	冰島	islandia	PROPN	PROPN
排放	emisi	排放	emisi	V	N;SG
排放	emisi	排放	emisi	V	N;SG
原生	native	原生	native	N	PROPN
交響	simfoni	交響	simfoni	V	N;SG
交響	symphony	交響	symphony	V	N
彎	bend	彎	bend	N	PROPN
彎	membungkuk	彎	menbungkuk	N	V;SG;ACT
彎	menekuk	彎	mentekuk	N	V;SG;ACT
彎	bent	彎	bent	N	PROPN
製片	produsen	製片	produsen	V	N;SG
製片	produser	製片	produser	V	N;SG
製片	produsen	製片	produsen	V	N;SG
製片	produser	製片	produser	V	N;SG
棕色	brown	棕色	brown	N	PROPN
臧	zang	臧	zang	PROPN	PROPN;SG
氏族	clan	氏族	clan	N	PROPN
氏族	clans	氏族	clans	N	PROPN
依賴	dependensi	依賴	dependensi	V	N;SG
依賴	ketergantungan	依賴	ketergantungan	V	N
依賴	ketergantungan	依賴	ketergantungan	V	N
依賴	reliance	依賴	reliance	V	PROPN
緬	burma	緬	burma	PROPN	PROPN
手指	finger	手指	finger	N	PROPN
手指	fingers	手指	fingers	N	PROPN
投影	proyeksi	投影	proyeksi	V	N;SG
龔	gong	龔	gong	PROPN	PROPN
面具	mask	面具	mask	N	PROPN
面具	mask	面具	mask	N	PROPN
洛陽	luoyang	洛陽	luoyang	PROPN	PROPN
皇冠	crown	皇冠	crown	N	PROPN
統治	penguasa	統治	penkuasa	V	N;SG
統治	penguasa	統治	penkuasa	V	N;SG
統治	penggaris	統治	pengaris	V	N;SG
豪華	deluxe	豪華	deluxe	N	PROPN
認真	serius	認真	serius	N	ADJ;SG
認真	serious	認真	serious	N	PROPN
認真	serius	認真	serius	N	ADJ;SG
認真	seriously	認真	seriously	N	PROPN
簽證	visa	簽證	visa	N	PROPN
簽證	visa	簽證	visa	N	PROPN
全能	mahakuasa	全能	mahakuasa	N	PROPN;SG
嶺南	lingnan	嶺南	lingnan	PROPN	PROPN
電動	electric	電動	electric	N	PROPN
戀人	lovers	戀人	lovers	N	PROPN
小野	ono	小野	ono	PROPN	PROPN
指派	penetapan	指派	pentetapan	V	N;SG
指派	penugasan	指派	pentugasan	V	N;SG
指派	penetapan	指派	pentetapan	V	N;SG
指派	penugasan	指派	pentugasan	V	N;SG
指派	tugaskan	指派	tugaskan	V	
毒性	beracun	毒性	berracun	N	V;SG;ACT
賭	berjudi	賭	berjudi	N	V;SG;ACT
賭	bet	賭	bet	N	PROPN
賭	bertaruh	賭	bertaruh	N	V;SG;ACT
翅膀	wings	翅膀	wings	N	PROPN
刷	kuas	刷	kuas	PROPN	N;SG
刷	sikat	刷	sikat	PROPN	N;SG
刷	brush	刷	brush	PROPN	N
寬度	lebar	寬度	lebar	N	ADJ;SG
寬度	breadth	寬度	breadth	N	PROPN
盟友	ally	盟友	ally	N	PROPN
墨爾本	melbourne	墨爾本	menbourne	PROPN	PROPN
桶	barel	桶	barel	PROPN	N
桶	barel	桶	barel	PROPN	N
桶	laras	桶	laras	PROPN	N
桶	tong	桶	tong	PROPN	PROPN
桶	bucket	桶	bucket	PROPN	PROPN
桶	ember	桶	ember	PROPN	N;SG
桶	ember	桶	ember	PROPN	N;SG
對立	persaingan	對立	persaingan	V	N;SG
對立	konfrontasi	對立	konfrontasi	V	N;SG
男生	boys	男生	boys	N	PROPN
網址	url	網址	url	N	PROPN
網址	url	網址	url	N	PROPN
鍵盤	keyboard	鍵盤	keyboard	N	PROPN
鍵盤	keyboard	鍵盤	keyboard	N	PROPN
休閒	kasual	休閒	kasual	N	ADJ;SG
同	pendamping	同	pendamping	DET	N;SG
壓縮	kompres	壓縮	kompres	V	N;SG
壓縮	penekanan	壓縮	pentekanan	V	N;SG
壓縮	kompresi	壓縮	kompresi	V	N;SG
缺席	absen	缺席	absen	V	N;SG
缺席	ketidakhadiran	缺席	ketidakhadiran	V	N;SG
缺席	ketiadaan	缺席	ketiadaan	V	N;SG
缺席	absen	缺席	absen	V	N;SG
基輔	kiev	基輔	kiev	PROPN	PROPN
七	seven	七	seven	NUM	PROPN
綁	penculikan	綁	penculikan	V	N;SG
綁	penculikan	綁	penculikan	V	N;SG
反叛	pemberontakan	反叛	penberontakan	V	N;SG
反叛	rebel	反叛	rebel	V	PROPN
反叛	pemberontak	反叛	penberontak	V	N;SG
反叛	pemberontakan	反叛	penberontakan	V	N;SG
反叛	pemberontak	反叛	penberontak	V	N;SG
西班牙	spanish	西班牙	spanish	PROPN	PROPN
西班牙	spanyol	西班牙	spanyol	PROPN	PROPN;SG
修理	perbaikan	修理	perbaikan	V	N;SG
修理	perbaikan	修理	perbaikan	V	N;SG
丹佛	denver	丹佛	denver	PROPN	PROPN
阿部	abe	阿部	abe	PROPN	PROPN
衰退	resesi	衰退	resesi	V	N;SG
玻利維亞	bolivia	玻利維亞	bolivia	PROPN	PROPN
墜毀	tabrakan	墜毀	tabrakan	V	N;SG
墜毀	crash	墜毀	crash	V	PROPN
墜毀	kecelakaan	墜毀	kecelakaan	V	N;SG
服飾	apparel	服飾	apparel	N	PROPN
服飾	wardrobe	服飾	wardrobe	N	PROPN
服飾	lemari	服飾	lemari	N	PROPN
湖人	lakers	湖人	lakers	N	PROPN
恐懼	takut	恐懼	takut	N	ADJ;SG
恐懼	fear	恐懼	fear	N	PROPN
數千	ribuan	數千	ribuan	NUM	N;SG
數千	beribu	數千	beribu	NUM	PROPN
徽章	badge	徽章	badge	N	PROPN
徽章	badge	徽章	badge	N	PROPN
暴動	riot	暴動	riot	N	PROPN
排版	layout	排版	layout	V	N
浸	mencelupkan	浸	mencelupkan	PROPN	V;SG;ACT
浸	dip	浸	dip	PROPN	PROPN
浸	celupkan	浸	celupkan	PROPN	V;SG;ACT
滿洲	manchuria	滿洲	manchuria	PROPN	PROPN
瀏覽	jelajahi	瀏覽	jelajahi	V	PROPN
瀏覽	jelajah	瀏覽	jelajah	V	N;SG
瀏覽	ramban	瀏覽	ramban	V	
瀏覽	browsing	瀏覽	browsing	V	PROPN
瀏覽	tampilan	瀏覽	tampilan	V	N;SG
姊姊	sis	姊姊	sis	N	PROPN
姊姊	kak	姊姊	kak	N	PROPN
姊姊	saudari	姊姊	saudari	N	
山崎	yamazaki	山崎	yamazaki	PROPN	PROPN
哈薩克	kazakhstan	哈薩克	kazakhstan	PROPN	PROPN
黑山	montenegro	黑山	montenegro	PROPN	PROPN
常規	rutin	常規	rutin	N	
開心	senang	開心	senang	N	ADJ;SG
開心	bahagia	開心	bahagia	N	ADJ;SG
開心	happy	開心	happy	N	PROPN
畢業	lulusan	畢業	lulusan	V	N;SG
畢業	pascasarjana	畢業	pascasarjana	V	N
畢業	graduate	畢業	graduate	V	PROPN
高潮	orgasme	高潮	orgasme	N	PROPN;SG
宇文	yuwen	宇文	yuwen	PROPN	PROPN
骨骼	bones	骨骼	bones	N	PROPN
骨骼	skeleton	骨骼	skeleton	N	PROPN
骨骼	bone	骨骼	bone	N	PROPN
孔	merak	孔	merak	PROPN	PROPN
孔	peacock	孔	peacock	PROPN	PROPN
特工	agen	特工	agen	N	PROPN;SG
特工	agent	特工	agent	N	PROPN
跟	follow	跟	follow	V	PROPN
汞	mercury	汞	mercury	N	PROPN
預設	default	預設	default	V	PROPN;SG
