din	from	din	from	ADP;ACC	N
aliat	aliadas	aliat	aliado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
aliat	aliados	aliat	aliado	ADJ;INDF;MASC;SG	N;MASC;PL
aliat	ally	aliat	ally	ADJ;INDF;MASC;SG	N;SG
colectiv	colectivamente	colectiv	colectivamente	ADJ;INDF;MASC;SG	ADV
colectiv	colectivas	colectiv	colectivo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
colectiv	colectivo	colectiv	colectivo	ADJ;INDF;MASC;SG	N;MASC;SG
colectiv	colectividad	colectiv	colectividad	ADJ;INDF;MASC;SG	N;FEM;SG
colectiv	colectivos	colectiv	colectivo	ADJ;INDF;MASC;SG	N;MASC;PL
totalul	totales	total	total	N;DEF;MASC;SG	ADJ;PL
totalul	total	total	total	N;DEF;MASC;SG	ADJ;SG
concertul	conciertos	concert	concierto	N;DEF;MASC;SG	N;MASC;PL
clark	clark	clark	clark	PROPN	N;MASC;SG
fritz	fritz	fritz	fritz	PROPN	N;MASC;SG
erich	erich	erich	erich	PROPN	N;MASC;SG
deux	deux	deux	deux	N;INDF;MASC;SG	
moara	mill	moară	mill	N;DEF;FEM;SG	
moara	mill	moară	mill	N;DEF;FEM;SG	
geografic	geográficamente	geografic	geográficamente	ADJ;INDF;MASC;SG	ADV
geografic	geográficos	geografic	geográfico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
geografic	geográficas	geografic	geográfico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
geografic	geográficos	geografic	geográfico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
geografic	geográficas	geografic	geográfico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
philippe	philippe	philippe	philippe	PROPN	PROPN
timpuriu	early	timpuriu	early	ADV	N
timpuriu	primeros	timpuriu	primero	ADV	ADJ;MASC;PL
formare	entrenando	formare	entrenar	N;INDF;FEM;SG	V;V.MSDR
democrata	democrática	democrata	democrático	N;DEF;FEM;SG	ADJ;FEM;SG
democrata	democráticos	democrata	democrático	N;DEF;FEM;SG	ADJ;MASC;PL
democrata	demócrata	democrata	demócrata	N;DEF;FEM;SG	ADJ;SG
democrata	democrático	democrata	democrático	N;DEF;FEM;SG	ADJ;MASC;SG
democrata	demócrata	democrata	demócrata	N;DEF;FEM;SG	ADJ;SG
democrata	demócratas	democrata	demócrata	N;DEF;FEM;SG	N;PL
slatina	slatina	slatina	slatina	PROPN	N;FEM;SG
info	info	info	info		N;FEM;SG
info	información	info	información		N;FEM;SG
info	informacion	info	informacion		N;FEM;SG
benjamin	benjamin	benjamin	benjamin	N;INDF;MASC;SG	PROPN
benjamin	benjamín	benjamin	benjamín	N;INDF;MASC;SG	PROPN
scrima	cercados	scrimă	cercado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
scrima	cercas	scrimă	cerca	N;DEF;FEM;SG	N;FEM;PL
law	leyes	law	ley	N;INDF;MASC;SG	N;FEM;PL
tambon	tambon	tambon	tambon	N;INDF;MASC;SG	N;MASC;PL
placa	placas	placă	placa	N;DEF;FEM;SG	N;FEM;PL
vice	vicepresidente	vice	vicepresidente		N;MASC;SG
vice	vicios	vice	vicio		N;MASC;PL
vice	vicio	vice	vicio		N;MASC;SG
interventia	intervenciones	interventie	intervención	N;DEF;FEM;SG	N;FEM;PL
logica	lógicos	logică	lógico	N;DEF;FEM;SG	ADJ;MASC;PL
logica	lógico	logică	lógico	N;DEF;FEM;SG	ADJ;MASC;SG
logica	lógica	logică	lógico	N;DEF;FEM;SG	ADJ;FEM;SG
logica	lógico	logică	lógico	N;DEF;FEM;SG	ADJ;MASC;SG
logica	lógica	logică	lógico	N;DEF;FEM;SG	ADJ;FEM;SG
logica	lógico	logică	lógico	N;DEF;FEM;SG	ADJ;MASC;SG
logica	lógica	logică	lógico	N;DEF;FEM;SG	ADJ;FEM;SG
criza	convulsiones	criză	convulsión	N;DEF;FEM;SG	N;FEM;PL
criza	incautaciones	criză	incautación	N;DEF;FEM;SG	N;FEM;PL
directie	direction	directie	direction	N;INDF;FEM;SG	N;PL
directie	direction	directie	direction	N;INDF;FEM;SG	N;PL
specializat	especializados	specializat	especializado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
specializat	especializados	specializat	especializado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
antichitate	antiguo	antichitate	antiguo	N;INDF;FEM;SG	ADJ;MASC;SG
antichitate	antigüedades	antichitate	antigüedad	N;INDF;FEM;SG	N;FEM;PL
antichitate	antiguas	antichitate	antiguo	N;INDF;FEM;SG	ADJ;FEM;PL
antichitate	antigua	antichitate	antiguo	N;INDF;FEM;SG	ADJ;FEM;SG
raspunde	contestar	raspunde	contestar		V;NFIN
raspunde	contesta	raspunde	contestar		V;IND;SG;3;PRS;FIN
raspunde	responder	raspunde	responder		V;NFIN
raspunde	respuesta	raspunde	respuesta		N;FEM;SG
raspunde	contestar	raspunde	contestar		V;NFIN
raspunde	contestación	raspunde	contestación		N;FEM;SG
raspunde	responder	raspunde	responder		V;NFIN
raspunde	respuesta	raspunde	respuesta		N;FEM;SG
raspunde	responde	raspunde	responder		V;IND;SG;3;PRS;FIN
raspunde	respondan	raspunde	responder		V;IMP;PL;3;FIN
raspunde	responder	raspunde	responder		V;NFIN
raspunde	responda	raspunde	responder		V;IMP;SG;3;FIN
raspunde	contestar	raspunde	contestar		V;NFIN
raspunde	contesta	raspunde	contestar		V;IND;SG;3;PRS;FIN
raspunde	responder	raspunde	responder		V;NFIN
raspunde	respuesta	raspunde	respuesta		N;FEM;SG
deplasare	desplazamientos	deplasare	desplazamiento	N;INDF;FEM;SG	N;MASC;PL
aprobat	aprobados	aproba	aprobar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
aprobat	aprobadas	aproba	aprobado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
stoica	stoica	stoica	stoico	N;DEF;FEM;SG	
imprumutat	prestados	imprumuta	prestado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
imprumutat	prestados	imprumuta	prestado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
evreiesc	judías	evreiesc	judía	ADJ;INDF;MASC;SG	N;FEM;PL
evreiesc	judio	evreiesc	judio	ADJ;INDF;MASC;SG	N;MASC;SG
evreiesc	judío	evreiesc	judío	ADJ;INDF;MASC;SG	N;MASC;SG
evreiesc	judíos	evreiesc	judío	ADJ;INDF;MASC;SG	N;MASC;PL
transformarea	transformaciones	transformare	transformación	N;DEF;FEM;SG	N;FEM;PL
nazista	nazis	nazist	nazi	N;DEF;FEM;SG	N;PL
congres	congresos	congres	congreso	N;INDF;MASC;SG	N;MASC;PL
citat	citar	cita	citar	ADJ;INDF;MASC;SG	V;NFIN
citat	cita	cita	cita	ADJ;INDF;MASC;SG	N;FEM;SG
citat	cotización	cita	cotización	ADJ;INDF;MASC;SG	N;FEM;SG
citat	cotizar	cita	cotizar	ADJ;INDF;MASC;SG	V;NFIN
otel	aceros	otel	acero	N;INDF;MASC;SG	N;MASC;PL
otel	aceros	otel	acero	N;INDF;MASC;SG	N;MASC;PL
apus	sunset	apus	sunset	N;INDF;MASC;SG	
diplomat	diplomática	diplomat	diplomático	N;INDF;MASC;SG	ADJ;FEM;SG
campo	campo	campo	campo	PROPN	N;MASC;SG
criticii	crítica	critică	crítica	N;DEF;MASC;PL	N;FEM;SG
verona	verona	verona	verona	PROPN	N;MASC;SG
sarah	sarah	sarah	sarah	PROPN	N;FEM;SG
sarah	sara	sarah	sara	PROPN	N;FEM;SG
baroc	barroca	baroc	barroca	N;INDF;MASC;SG	ADJ;FEM;SG
xxi	xxi	xxi	xxi		N
newton	newton	newton	newton	PROPN	N;FEM;SG
locuinte	vivienda	locuint	vivienda	N;INDF;FEM;PL	N;FEM;SG
locuinte	carcasa	locuint	carcaso	N;INDF;FEM;PL	N;FEM;SG
locuinte	vivienda	locuint	vivienda	N;INDF;FEM;PL	N;FEM;SG
locuinte	carcasa	locuint	carcaso	N;INDF;FEM;PL	N;FEM;SG
observatii	comenta	observat	comentar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
observatii	comentario	observat	comentario	N;INDF;FEM;PL	N;MASC;SG
köln	colonia	köln	colonia	PROPN	N;FEM;SG
fair	justa	fair	justo	N;INDF;MASC;SG	ADJ;FEM;SG
fair	justo	fair	justo	N;INDF;MASC;SG	ADV
occident	occidental	occident	occidental	N;INDF;MASC;SG	ADJ;SG
deschidere	abriendo	deschidere	abrir	N;INDF;FEM;SG	V;V.MSDR
deschidere	abrir	deschidere	abrir	N;INDF;FEM;SG	V;NFIN
clasificata	clasificados	clasificat	clasificado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
voluntari	voluntariado	voluntar	voluntariado	N;INDF;MASC;PL	ADJ;MASC;SG;V.PTCP
voluntari	voluntarias	voluntar	voluntario	N;INDF;MASC;PL	ADJ;FEM;PL
voluntari	voluntario	voluntar	voluntario	N;INDF;MASC;PL	ADJ;MASC;SG
beton	concrete	beton	concretar	N;INDF;MASC;SG	V;IMP;SG;3;FIN
beton	concreto	beton	concreto	N;INDF;MASC;SG	ADJ;MASC;SG
declaratia	enunciado	declaratie	enunciado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
kitami	kitami	kitami	kitami		N;MASC;SG
tetragnatha	tetragnatha	tetragnatha	tetragnatha	N;DEF;FEM;SG	PROPN
pronuntat	pronunciados	pronuntat	pronunciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
pronuntat	pronunciados	pronuntat	pronunciado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
spirituala	espirituales	spiritual	espiritual	ADJ;DEF;FEM;SG	ADJ;PL
spirituala	espirituales	spiritual	espiritual	ADJ;DEF;FEM;SG	ADJ;PL
sudic	southern	sudic	southern	ADJ;INDF;MASC;SG	N
sudic	sur	sudic	sur	ADJ;INDF;MASC;SG	N;MASC;SG
walker	walker	walker	walker	PROPN	N
walker	caminante	walker	caminante	PROPN	N;SG
salerno	salerno	salerno	salerno	PROPN	N;MASC;SG
auzit	escuchado	auzi	escuchar	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
auzit	oído	auzi	oír	V;MASC;SG;V.PTCP	ADJ;MASC;SG;V.PTCP
jeff	jeff	jeff	jeff	PROPN	PROPN
strat	capas	strat	capa	N;INDF;MASC;SG	N;FEM;PL
interesat	interesados	interesat	interesado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
interesat	interesadas	interesat	interesado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
interpreteaza	interpreta	interpretează	interpretar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
plastic	plástica	plastic	plástico	N;INDF;MASC;SG	ADJ;FEM;SG
plastic	plásticos	plastic	plástico	N;INDF;MASC;SG	N;MASC;PL
plastic	plástica	plastic	plástico	N;INDF;MASC;SG	ADJ;FEM;SG
plastic	plásticos	plastic	plástico	N;INDF;MASC;SG	N;MASC;PL
malik	malik	malik	malik	PROPN	N;SG
blaga	blaga	blagă	blaga	N;DEF;FEM;SG	
dispus	dispuestos	dispus	dispuesto	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
arnold	armando	arnold	armar	N;INDF;MASC;SG	V;V.MSDR
arnold	arnold	arnold	arnold	N;INDF;MASC;SG	PROPN
procesele	procesa	proces	procesa	N;DEF;FEM;PL	V;IND;SG;3;PRS;FIN
probe	evidencia	probă	evidencia	N;INDF;FEM;PL	N;FEM;SG
limitat	limited	limita	limited	ADJ;INDF;MASC;SG	N
limitat	limitados	limita	limitado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
limitat	limitadas	limita	limitado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
expus	expuestos	expune	expuesto	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
johnny	johnny	johnny	johnny	PROPN	N;SG
mile	mile	milă	mile		N;MASC;SG
mile	milla	milă	milla		N;FEM;SG
mile	kilómetro	milă	kilómetro		N;MASC;SG
mile	miles	milă	mil		NUM;PL
mile	millas	milă	milla		N;FEM;PL
mile	kilómetros	milă	kilómetro		N;MASC;PL
israelian	israelíes	israelian	israelí	ADJ;INDF;MASC;SG	N;PL
ghirardi	ghirardi	ghirard	ghirardi		V;NFIN
introduse	introducido	introduce	introducir	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
introduse	introducidos	introduce	introducido	V;IND;PL;3;PST;FIN	ADJ;MASC;PL;V.PTCP
introduse	introducida	introduce	introducido	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
santiago	santiago	santiago	santiago	PROPN	N;MASC;SG
kelly	kelly	kelly	kelly	PROPN	PROPN
bei	bei	bea	bei	V;IND;SG;2;PRS;FIN	N;MASC;SG
bei	ire	bea	ir	V;IND;SG;2;PRS;FIN	V;SBJV;SG;2;PRS;FIN
bei	bei	bea	bei	V;IND;SG;2;PRS;FIN	N;MASC;SG
nelson	nelson	nelson	nelson	PROPN	PROPN
pozitiile	puestos	pozitie	puesto	N;DEF;FEM;PL	ADJ;MASC;PL;V.PTCP
aviv	aviv	aviv	aviv	PROPN	PROPN
gazda	anfitriona	gazdă	anfitrionar	N;DEF;FEM;SG	ADJ;FEM;SG
gazda	azafatas	gazdă	azafata	N;DEF;FEM;SG	N;FEM;PL
declansat	desencadenó	declansa	desencadenar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
declansat	tropezó	declansa	tropezar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
pan	cacerola	pan	cacerola		N;FEM;SG
pan	sartén	pan	sartén		N;FEM;SG
pan	pan	pan	pan		N;MASC;SG
grupe	agrupa	grupă	agrupar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
sarba	serbios	sarbă	serbio	N;DEF;FEM;SG	N;MASC;PL
reflecta	reflexiona	reflecta	reflexionar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reflecta	reflejan	reflecta	reflejar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
reflecta	refleje	reflecta	reflejar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;FIN
reflecta	refleje	reflecta	reflejar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;FIN
reflecta	reflexiona	reflecta	reflexionar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reflecta	refleja	reflecta	reflejar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reflecta	reflexiona	reflecta	reflexionar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
reflecta	reflejan	reflecta	reflejar	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
reflecta	refleje	reflecta	reflejar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;FIN
fructe	fruto	fruct	fruto	N;INDF;FEM;PL	N;MASC;SG
fructe	fruta	fruct	fruta	N;INDF;FEM;PL	N;FEM;SG
fructe	fruta	fruct	fruta	N;INDF;FEM;PL	N;FEM;SG
italieni	italianos	italian	italiano	ADJ;INDF;MASC;PL	N;MASC;PL
rezolvat	resueltos	rezolva	resolver	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
rezolvat	resueltas	rezolva	resuelto	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
rezolvat	resueltos	rezolva	resolver	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
adunare	reuniendo	adunare	reunir	N;INDF;FEM;SG	V;V.MSDR
piele	cueros	piele	cuero	N;INDF;FEM;SG	N;MASC;PL
distruge	destruyan	distruge	destruir	V;IND;SG;3;PRS;FIN	V;IMP;PL;3;FIN
distruge	destruyen	distruge	destruir	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
transnistria	transnistria	transnistrie	transnistria	PROPN	N;FEM;SG
dos	dos	dos	dos		NUM;PL
lat	lat	lat	lat	ADJ;INDF;MASC;SG	
chimic	químicas	chimic	químico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
chimic	chemical	chimic	chemical	ADJ;INDF;MASC;SG	N;SG
chimic	químicos	chimic	químico	ADJ;INDF;MASC;SG	N;MASC;PL
chimic	química	chimic	química	ADJ;INDF;MASC;SG	N;FEM;SG
chimic	químicamente	chimic	químicamente	ADJ;INDF;MASC;SG	ADV
particule	partícula	particulă	partícula	N;INDF;FEM;PL	N;FEM;SG
expuse	expuesto	expune	expuesto	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
expuse	expuesta	expune	expuesto	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
expuse	expuestos	expune	expuesto	V;IND;PL;3;PST;FIN	ADJ;MASC;PL;V.PTCP
dif	diferencias	dif	diferencia		N;FEM;PL
dif	diferenciar	dif	diferenciar		V;NFIN
dif	diff	dif	diff		N
spunand	diciendo	spuna	decir		V;V.MSDR
igor	igor	igor	igor	PROPN	PROPN
prost	estúpido	prost	estúpido	ADV	ADJ;MASC;SG
prost	estúpidos	prost	estúpido	ADV	ADJ;MASC;PL
prost	estúpida	prost	estúpido	ADV	ADJ;FEM;SG
costin	costin	costin	costin	PROPN	
müller	müller	müller	müller	PROPN	N;MASC;SG
orhei	orhei	orhă	orhei	PROPN	
inconjurat	rodeados	inconjura	rodeado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
inconjurat	rodeados	inconjura	rodeado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
sexuala	sexuales	sexual	sexual	N;DEF;FEM;SG	ADJ;PL
sexuala	sexual	sexual	sexual	N;DEF;FEM;SG	ADJ;SG
sexuala	sexuales	sexual	sexual	N;DEF;FEM;SG	ADJ;PL
sexuala	sexual	sexual	sexual	N;DEF;FEM;SG	ADJ;SG
dificil	dificil	dificil	dificil	ADV	ADJ;SG
dificil	difícil	dificil	difícil	ADV	ADJ;SG
dificil	difíciles	dificil	difícil	ADV	ADJ;PL
leo	león	leo	león	PROPN	N;MASC;SG
leo	leo	leo	leo	PROPN	V;IND;SG;3;PRS;FIN
pastrate	mantenido	pastra	mantener	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
pastrate	conservado	pastra	conservar	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
pastrate	conservas	pastra	conserva	ADJ;INDF;FEM;PL	N;FEM;PL
pastrate	preservado	pastra	preservado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
dureaza	dure	durează	durar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
dureaza	dure	durează	durar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
stylidium	stylidium	stylidium	stylidium	PROPN	
dimensiune	dimensiones	dimensiune	dimensión	N;INDF;FEM;SG	N;FEM;PL
vanzari	venta	vanzar	venta	N;INDF;MASC;PL	N;FEM;SG
vanzari	venta	vanzar	venta	N;INDF;MASC;PL	N;FEM;SG
vanzari	venta	vanzar	venta	N;INDF;MASC;PL	N;FEM;SG
sfatul	consejos	sfat	consejo	N;DEF;MASC;SG	N;MASC;PL
forum	forum	forum	forum	N;INDF;MASC;SG	
forum	foros	forum	foro	N;INDF;MASC;SG	N;MASC;PL
combustibil	combustibles	combustibil	combustible	N;INDF;MASC;SG	N;MASC;PL
sin	pecado	sin	pecado		N;MASC;SG
sin	sin	sin	sin		ADP
copyright	derechos	copyright	derecho	ADJ;INDF;MASC;SG	N;MASC;PL
copyright	copyright	copyright	copyright	ADJ;INDF;MASC;SG	PROPN
arabia	arabia	arabia	arabia	PROPN	N;FEM;SG
padurile	selva	pad	selva	N;DEF;FEM;PL	N;FEM;SG
padurile	bosque	pad	bosque	N;DEF;FEM;PL	N;MASC;SG
jonathan	jonathan	jonathan	jonathar	PROPN	PROPN
distins	distinguidos	distins	distinguido	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
ucide	kill	ucide	kill	V;IND;SG;3;PRS;FIN	N
nucleara	nuclear	nucleară	nuclear	N;DEF;FEM;SG	ADJ;SG
nucleara	nucleares	nucleară	nuclear	N;DEF;FEM;SG	ADJ;PL
nucleara	nuclear	nucleară	nuclear	N;DEF;FEM;SG	ADJ;SG
nucleara	nucleares	nucleară	nuclear	N;DEF;FEM;SG	ADJ;PL
conservator	conservatorio	conservator	conservatorio	ADJ;INDF;MASC;SG	N;MASC;SG
conservator	conservadoras	conservator	conservador	ADJ;INDF;MASC;SG	ADJ;FEM;PL
conservator	conservadores	conservator	conservador	ADJ;INDF;MASC;SG	N;MASC;PL
dispozitiv	dispositivos	dispozitiv	dispositivo	N;INDF;MASC;SG	N;MASC;PL
annonaceae	annonaceae	annonaceae	annonaceae	N;DEF;FEM;SG	ADJ;FEM;SG
adoptata	adoptada	adopta	adoptado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
adoptata	adoptado	adopta	adoptar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
adoptata	adoptados	adopta	adoptado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
incercand	intentando	incercand	intentar		V;V.MSDR
incercand	probando	incercand	probar		V;V.MSDR
incercand	tratando	incercand	tratar		V;V.MSDR
incercand	intentándolo	incercand	intentándolo		PROPN
semnarea	firmando	semnare	firmar	N;DEF;FEM;SG	V;V.MSDR
semnarea	firmar	semnare	firmar	N;DEF;FEM;SG	V;NFIN
portalul	portales	portal	portal	N;DEF;MASC;SG	N;MASC;PL
insemnat	significaba	insemna	significar	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
cade	cade	cădea	cade	V;IND;SG;3;PRS;FIN	N;SG
cade	caídas	cădea	caído	V;IND;SG;3;PRS;FIN	ADJ;FEM;PL;V.PTCP
cade	cascadas	cădea	cascado	V;IND;SG;3;PRS;FIN	N;FEM;PL
cade	falls	cădea	falls	V;IND;SG;3;PRS;FIN	N;MASC;PL
cade	cataratas	cădea	catarata	V;IND;SG;3;PRS;FIN	N;FEM;PL
moore	moore	muor	moore	PROPN	PROPN
cornelis	cornelis	cornelis	cornelis	PROPN	N;MASC
dulce	dulces	dulce	dulce		N;MASC;PL
dulce	sweet	dulce	sweet		N
dulce	dulce	dulce	dulce		ADJ;SG
istván	istván	istván	istián	PROPN	N;MASC;SG
conventia	convenciones	conventia	convención	N;DEF;FEM;SG	N;FEM;PL
chinez	chinos	chinez	chino	ADJ;INDF;MASC;SG	N;MASC;PL
chinez	chino	chinez	chino	ADJ;INDF;MASC;SG	N;MASC;SG
domnie	reinar	domnie	reinar	N;INDF;FEM;SG	V;NFIN
domnie	reinado	domnie	reinado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
côtes	côtes	côtes	cite		N;MASC;PL
familiile	familia	familie	familia	N;DEF;FEM;PL	N;FEM;SG
bayern	bayern	bayern	bayern	PROPN	N;MASC;SG
unu	una	unu	uno	NUM;MASC;SG	DET;INDF;FEM;SG
unu	one	unu	one	NUM;MASC;SG	N
unu	uno	unu	uno	NUM;MASC;SG	PRO;MASC;SG
marshall	marshall	marshall	marshall	PROPN	N;SG
marshall	mariscal	marshall	mariscal	PROPN	N;MASC;SG
dimensiunea	dimensiones	dimensiune	dimensión	N;DEF;FEM;SG	N;FEM;PL
luata	tomadas	lua	tomado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
luata	tomados	lua	tomar	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
difera	difiere	difera	diferir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
difera	difieren	difera	diferir	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
hassan	hassan	hassan	hassan	PROPN	N;SG
antiohia	antioquía	antiohie	antioquía	PROPN	N;FEM;SG
antiohia	antioquia	antiohie	antioquia	PROPN	N;FEM;SG
mentinerea	manteniendo	mentinere	mantener	N;DEF;FEM;SG	V;V.MSDR
irlandei	irlanda	irlandă	irlanda	PROPN;DEF;FEM;SG	N;FEM;SG
alternativa	alternativo	alternativă	alternativo	N;DEF;FEM;SG	ADJ;MASC;SG
alternativa	alternativos	alternativă	alternativo	N;DEF;FEM;SG	ADJ;MASC;PL
alternativa	alternativo	alternativă	alternativo	N;DEF;FEM;SG	ADJ;MASC;SG
alternativa	alternativos	alternativă	alternativo	N;DEF;FEM;SG	ADJ;MASC;PL
coburg	coburgo	coburg	coburgo	PROPN	N;MASC;SG
mixt	mixtas	mixt	mixta	ADJ;INDF;MASC;SG	ADJ;FEM;PL
mixt	mixtos	mixt	mixto	ADJ;INDF;MASC;SG	ADJ;MASC;PL
harris	harris	harris	harris	PROPN	PROPN
marcheaza	mark	marcheaza	mark	V;IND;SG;3;IPFV;FIN	PROPN
marcheaza	marca	marcheaza	marca	V;IND;SG;3;IPFV;FIN	N;FEM;SG
marcheaza	marcos	marcheaza	marco	V;IND;SG;3;IPFV;FIN	N;MASC;PL
regionala	regional	regional	regional	N;DEF;FEM;SG	ADJ;SG
regionala	regionales	regional	regional	N;DEF;FEM;SG	ADJ;PL
indoiala	duda	indoială	duda	ADJ;DEF;FEM;SG	N;FEM;SG
indoiala	dudas	indoială	duda	ADJ;DEF;FEM;SG	N;FEM;PL
indoiala	dudar	indoială	dudar	ADJ;DEF;FEM;SG	V;NFIN
indoiala	dudo	indoială	dudo	ADJ;DEF;FEM;SG	V;IMP;SG;1;PRS;FIN
indoiala	duda	indoială	duda	ADJ;DEF;FEM;SG	N;FEM;SG
indoiala	dudas	indoială	duda	ADJ;DEF;FEM;SG	N;FEM;PL
indoiala	dudar	indoială	dudar	ADJ;DEF;FEM;SG	V;NFIN
indoiala	dudo	indoială	dudo	ADJ;DEF;FEM;SG	V;IMP;SG;1;PRS;FIN
indoiala	duda	indoială	duda	ADJ;DEF;FEM;SG	N;FEM;SG
indoiala	dudas	indoială	duda	ADJ;DEF;FEM;SG	N;FEM;PL
indoiala	dudar	indoială	dudar	ADJ;DEF;FEM;SG	V;NFIN
indoiala	dudo	indoială	dudo	ADJ;DEF;FEM;SG	V;IMP;SG;1;PRS;FIN
ross	ross	ross	ross	PROPN	PROPN
inregistrata	registrado	inregistrat	registrado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
inregistrata	inscrito	inregistrat	inscribir	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
inregistrata	registrada	inregistrat	registrado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
inregistrata	registrados	inregistrat	registrado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
inregistrata	registradas	inregistrat	registrado	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
inregistrata	grabados	inregistrat	grabado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
inregistrata	registrado	inregistrat	registrado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
inregistrata	grabado	inregistrat	grabado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
punerea	poniendo	punere	poner	N;DEF;FEM;SG	V;V.MSDR
punerea	poner	punere	poner	N;DEF;FEM;SG	V;NFIN
reprezentare	representados	reprezentare	representado	N;INDF;FEM;SG	ADJ;MASC;PL;V.PTCP
reprezentare	representaciones	reprezentare	representación	N;INDF;FEM;SG	N;FEM;PL
serios	serios	serios	serio	ADV	ADJ;MASC;PL
serios	seria	serios	serio	ADV	ADJ;FEM;SG
serios	seriedad	serios	seriedad	ADV	N;FEM;SG
