loại	kirjoita	loại	kirja	N	V;IMP;SG;2;FIN;ACT
bày	ruutu	bày	ruutua	V	N;NOM;SG
bày	näyttö	bày	näyttö	V	N;NOM;SG
bày	näytön	bày	näyttö	V	N;GEN;SG
voi	norsuja	voi	norsu		N;PRT;PL
voi	elefantti	voi	elefantti		N;NOM;SG
voi	norsun	voi	norsu		N;GEN;SG
voi	norsu	voi	norsu		N;NOM;SG
nghĩ	ajattelun	nghĩ	ajattelu	V	N;GEN;SG
nghĩ	ajattelu	nghĩ	ajattelu	V	N;NOM;SG
nghĩ	ajattelua	nghĩ	ajattelu	V	N;PRT;SG
nghĩ	ajatus	nghĩ	ajatus	V	N;NOM;SG
nguy	vaara	nguy	vaara	V	N;NOM;SG
nguy	vaaraa	nguy	vaara	V	N;PRT;SG
quyển	muistikirja	quyển	muisti#kirja		N;NOM;SG
rắn	snake	rắn	snake	N	
thác	rapids	thác	rapids	N	PROPN;NOM;SG
thác	hylätty	thác	hylätä	N	V;NOM;SG;V.PTCP;PASS
thác	hylännyt	thác	hylätä	N	V;NOM;SG;V.PTCP;ACT
thác	hylättynä	thác	hylätä	N	V;FRML;SG;V.PTCP;PASS
thác	luovutettu	thác	luovuttaa	N	V;NOM;SG;V.PTCP;PASS
thác	antautui	thác	antautua	N	V;IND;SG;3;PST;FIN;ACT
thác	kaatuu	thác	kaatua	N	V;IND;SG;3;PRS;FIN;ACT
thác	putoaa	thác	pudota	N	V;IND;SG;3;PRS;FIN;ACT
thác	falls	thác	falls	N	
von	von	von	von		PROPN;NOM;SG
tường	wall	tường	wall	N	PROPN;NOM;SG
sung	sung	sung	sung	V	N;NOM;SG
gửi	lähettäminen	gửi	lähettäminen	V	N;NOM;SG
gửi	toimittaminen	gửi	toimittaminen	V	N;NOM;SG
gửi	toimittamista	gửi	toimittaminen	V	N;PRT;SG
ngầm	epäsuorasti	ngầm	epä#suorasti	N	ADV
ngầm	epäsuora	ngầm	epä#suora	N	ADJ;NOM;SG
thụ	ylimääräinen	thụ	yli#määräinen	V	ADJ;NOM;SG
cựu	entinen	cựu	entinen	N	ADJ;NOM;SG
cựu	entiset	cựu	entinen	N	ADJ;NOM;PL
nhớ	mis	nhớ	mis	V	ADV
nhớ	neiti	nhớ	neiti	V	N;NOM;SG
nhớ	ikävä	nhớ	ikävä	V	ADJ;NOM;SG
nhớ	muista	nhớ	muu	V	PRO;IN+ABL;PL
thoát	poistuminen	thoát	poistuminen	V	N;NOM;SG
thoát	uloskäynti	thoát	uloskäynti	V	N;NOM;SG
thoát	pakene	thoát	paeta	V	N;NOM;PL
thoát	pako	thoát	pako	V	N;NOM;SG
đẩy	push	đẩy	pusha	V	
tùy	riippuu	tùy	riippua	PART	V;IND;SG;3;PRS;FIN;ACT
vạn	alkuperä	vạn	alku#perä	ADJ	N;NOM;SG
vạn	alkuperää	vạn	alku#perä	ADJ	N;PRT;SG
lượt	käänny	lượt	kääntyä		V;IMP;SG;2;FIN;ACT
lượt	trip	lượt	trip		
lượt	reissu	lượt	reissu		N;NOM;SG
lượt	matkan	lượt	matka		N;GEN;SG
lượt	matka	lượt	matka		N;NOM;SG
vuông	torille	vuông	tori	ADJ	N;AT+ALL;SG
vuông	square	vuông	square	ADJ	N;NOM;SG
vuông	aukio	vuông	aukio	ADJ	N;NOM;SG
vuông	neliö	vuông	neliö	ADJ	N;NOM;SG
vuông	torilla	vuông	tori	ADJ	N;AT+ESS
;SG
nửa	puoliskot	nửa	puolisko	NUM	N;NOM;PL
nửa	puolet	nửa	puoli	NUM	N;NOM;PL
nửa	puolikas	nửa	puolikas	NUM	N;NOM;SG
đan	shan	đan	shan		PROPN;NOM;SG
đan	erinomainen	đan	erinomainen		ADJ;NOM;SG
united	yhdistyneiden	united	yhdistynyt	N	V;GEN;PL;V.PTCP;ACT
united	yhdistynyt	united	yhdistyä	N	V;NOM;SG;V.PTCP;ACT
united	yhdistyneet	united	yhdistynyt	N	V;NOM;PL;V.PTCP;ACT
united	yhtenäinen	united	yhtenäinen	N	ADJ;NOM;SG
iii	iii	iii	iii	NUM	ADJ
hung	hung	hung	hung	N	PROPN;NOM;SG
hung	unkari	hung	unkari	N	PROPN;NOM;SG
ngụy	wei	ngụy	wei	V	PROPN;NOM;SG
ngụy	syntipukki	ngụy	synti#pukki	V	N;NOM;SG
phan	knut	phan	knut		PROPN;NOM;SG
thẳng	suoraan	thẳng	suoraan	ADJ	ADV
thẳng	hetero	thẳng	hetero	ADJ	N;NOM;SG
vịnh	bay	vịnh	bay	N	PROPN;NOM;SG
kênh	channel	kênh	channel	N	PROPN;NOM;SG
illinois	illinoisin	illinois	illinoista	N	ADV
ngược	taaksepäin	ngược	taaksepäin	V	ADV
ngược	takaperin	ngược	taka#perin	V	ADV
ngược	väärinpäin	ngược	väärinpäin	V	ADV
ngược	taaksepäin	ngược	taaksepäin	V	ADV
ngược	takaperin	ngược	taka#perin	V	ADV
ngược	käänteinen	ngược	käänteinen	V	ADJ;NOM;SG
ngược	vastakohta	ngược	vasta#kohta	V	N;NOM;SG
ngược	päinvastainen	ngược	päinvastainen	V	ADJ;NOM;SG
ngược	vastapäätä	ngược	vasta#pää	V	N;PRT;SG
london	lontoon	london	lonto		N;GEN;SG
london	lontooseen	london	lontoo		N;IN+ALL;SG
london	lontoo	london	lonto		N;NOM;SG
london	lontoossa	london	lonto		N;IN+ESS;SG
điền	tian	điền	tian	V	N;NOM;SG
sáu	kuudes	sáu	kuudes	NUM	ADJ;NOM;SG
tặng	lahja	tặng	lahja	V	N;NOM;SG
tặng	lahjaa	tặng	lahja	V	N;PRT;SG
tặng	lahjan	tặng	lahja	V	N;GEN;SG
tắc	rasti	tắc	rasti	V	N;NOM;SG
dọc	pystysuuntainen	dọc	pystysuuntainen	N	ADJ;NOM;SG
dạy	opettaminen	dạy	opettaminen	V	N;NOM;SG
dạy	opetus	dạy	opetus	V	N;NOM;SG
dạy	opetusta	dạy	opetus	V	N;PRT;SG
máu	blood	máu	blood	N	
tránh	välttäminen	tránh	välttäminen	V	N;NOM;SG
sớm	aikaisin	sớm	aikaisin	ADJ	ADV
sớm	kohta	sớm	kohta	ADJ	N;NOM;SG
sớm	pian	sớm	pian	ADJ	ADV
sớm	soon	sớm	soko	ADJ	
thù	kostaa	thù	kosta	N	V;IND;SG;FIN;ACT
mười	kymppi	mười	kymppi	NUM	N;NOM;SG
mười	ten	mười	ten	NUM	
săn	metsästää	săn	metsästää	N	V;IND;SG;3;PRS;FIN;ACT
săn	hunt	săn	hunt	N	PROPN;NOM;SG
săn	metsästämässä	săn	metsästää	N	V;IN+ESS;SG;NFIN;ACT
tàng	parc	tàng	parc	N	
hungary	unkari	hungary	unkari	N	PROPN;NOM;SG
hungary	unkari	hungary	unkari	N	PROPN;NOM;SG
tắt	vammaiset	tắt	vammainen		ADJ;NOM;PL
tắt	vammaisten	tắt	vammainen		ADJ;GEN;PL
tắt	mykkä	tắt	mykkä		ADJ;NOM;SG
chấm	pisteet	chấm	piste	V	N;NOM;PL
chấm	pisteitä	chấm	piste	V	N;PRT;PL
chấm	piste	chấm	piste	V	N;NOM;SG
chấm	dot	chấm	dot	V	N;NOM;SG
chấm	pisteen	chấm	piste	V	N;GEN;SG
chấm	kohta	chấm	kohta	V	N;NOM;SG
chấm	pistettä	chấm	piste	V	N;PRT;SG
chấm	piste	chấm	piste	V	N;NOM;SG
chấm	point	chấm	pointa	V	N;NOM;SG
tĩnh	staattinen	tĩnh	staattinen	N	ADJ;NOM;SG
tri	tri	tri	tri		N;NOM;SG
tri	profeetta	tri	profee		N;NOM;SG
trích	kopio	trích	kopio	V	N;NOM;SG
body	elin	body	elin		N;NOM;SG
body	vartalo	body	vartalo		N;NOM;SG
body	ruumis	body	ruumis		N;NOM;SG
body	kehon	body	keho		N;GEN;SG
body	keho	body	keho		N;NOM;SG
cẩm	soita	cẩm	soittaa	N	V;IMP;SG;2;FIN;ACT
hài	humoristinen	hài	humoristinen	N	ADJ;NOM;SG
hài	hassu	hài	hassu	N	ADJ;NOM;SG
hài	hassua	hài	hassu	N	ADJ;PRT;SG
hài	hauskaa	hài	hauska	N	ADJ;PRT;SG
hài	hauska	hài	hauska	N	ADJ;NOM;SG
trồng	istutus	trồng	istutus	V	N;NOM;SG
trồng	kasvi	trồng	kasvi	V	N;NOM;SG
trồng	voimala	trồng	voimala	V	N;NOM;SG
trồng	tehdas	trồng	tehdas	V	N;NOM;SG
ngang	vaakatasossa	ngang	vaaka#taso	ADJ	N;IN+ESS;SG
ngang	vaaka	ngang	vaaka	ADJ	N;NOM;SG
nhẹ	kevyesti	nhẹ	kevyesti		ADV
nhẹ	lievä	nhẹ	lievä		ADJ;NOM;SG
nhẹ	lievää	nhẹ	lievä		ADJ;PRT;SG
nhẹ	helppo	nhẹ	helppo		ADJ;NOM;SG
nhẹ	helppoa	nhẹ	helppo		ADJ;PRT;SG
nhẹ	kevyet	nhẹ	kevyt		ADJ;NOM;PL
nhẹ	kevyt	nhẹ	kevyt		ADJ;NOM;SG
nhẹ	laiha	nhẹ	laiha		ADJ;NOM;SG
đáp	maa	đáp	maa	V	N;NOM;SG
đáp	maata	đáp	maa	V	N;PRT;SG
barra	barra	barra	barra		
khô	kuivaa	khô	kuiva	V	ADJ;PRT;SG
khô	kuivat	khô	kuiva	V	ADJ;NOM;PL
khô	kuiva	khô	kuiva	V	ADJ;NOM;SG
ném	heitto	ném	heitto	V	N;NOM;SG
ném	heitto	ném	heitto	V	N;NOM;SG
xúc	loukkaukset	xúc	loukkaus	V	N;NOM;PL
xúc	loukkauksia	xúc	loukkaus	V	N;PRT;PL
xúc	loukkauksista	xúc	loukkaus	V	N;IN+ABL;PL
xúc	loukkaus	xúc	loukkaus	V	N;NOM;SG
rơi	falls	rơi	falls	V	
rơi	syksy	rơi	syksy	V	N;NOM;SG
rơi	putoaminen	rơi	putoaminen	V	N;NOM;SG
kém	bad	kém	bad	ADJ	
kém	huonosti	kém	huonosti	ADJ	ADV
kém	heikosti	kém	heikosti	ADJ	ADV
huyền	eeppinen	huyền	eeppinen	N	ADJ;NOM;SG
tổn	trauma	tổn	trauma	V	N;NOM;SG
mời	kutsu	mời	kutsu	V	N;NOM;SG
mời	kutsu	mời	kutsu	V	N;NOM;SG
mời	kutsun	mời	kutsu	V	N;GEN;SG
mời	kutsuja	mời	kutsu	V	N;PRT;PL
mời	kutsut	mời	kutsua	V	N;NOM;PL
chinh	ylitä	chinh	ylittää		V;IMP;SG;2;FIN;ACT
chinh	ristiin	chinh	risti		ADV
chinh	risti	chinh	risti		N;NOM;SG
chinh	cross	chinh	cross		N;NOM;SG
simon	simon	simon	simo		N;GEN;SG
simon	simo	simon	simo		PROPN;NOM;SG
hoà	hollannin	hoà	hollanti		N;GEN;SG
hoà	hollantilainen	hoà	hollantilainen		ADJ;NOM;SG
hoà	alankomaiden	hoà	alan#komaa		N;GEN;PL
hoà	hollanti	hoà	hollanti		N;NOM;SG
pennsylvania	pennsylvanian	pennsylvania	pennsylvania		N;GEN;SG
trinh	neitsyen	trinh	neitsyä	N	V;INS;SG;NFIN;ACT
thiệt	real	thiệt	real	PART	
thiệt	todellinen	thiệt	todellinen	PART	ADJ;NOM;SG
thiệt	oikea	thiệt	oikea	PART	ADJ;NOM;SG
thiệt	aito	thiệt	aito	PART	ADJ;NOM;SG
thiệt	todellista	thiệt	todellinen	PART	ADJ;PRT;SG
lang	hall	lang	hall	N	
lang	käytävä	lang	käydä	N	V;NOM;SG;V.PTCP;PASS
lào	lao	lào	lao	N	PROPN;NOM;SG
tào	cao	tào	cao	N	PROPN;NOM;SG
chữa	parannus	chữa	parannus	V	N;NOM;SG
lỗi	väärä	lỗi	väärä	N	ADJ;NOM;SG
lỗi	väärin	lỗi	väärin	N	ADV
background	taustan	background	tausta		N;GEN;SG
background	tausta	background	tausta		N;NOM;SG
background	taustaa	background	tausta		N;PRT;SG
background	taustatietoja	background	tausta#tieto		N;PRT;PL
lôi	lei	lôi	lei	V	N;NOM;SG
ngọt	sweet	ngọt	sweet	ADJ	
ngọt	panimo	ngọt	panimo	ADJ	N;NOM;SG
thăm	vierailun	thăm	vierailu	V	N;GEN;SG
thăm	vierailu	thăm	vierailu	V	N;NOM;SG
thăm	käynti	thăm	käynti	V	N;NOM;SG
bảy	seiska	bảy	seiska	NUM	N;NOM;SG
sóc	orava	sóc	orava	V	N;NOM;SG
sóc	oravia	sóc	orava	V	N;PRT;PL
chặn	korttelia	chặn	kortteli	V	N;PRT;SG
chặn	estäminen	chặn	estäminen	V	N;NOM;SG
chặn	esto	chặn	esto	V	N;NOM;SG
chặn	estämistä	chặn	estäminen	V	N;PRT;SG
chặn	esto	chặn	esto	V	N;NOM;SG
chặn	block	chặn	block	V	N;NOM;SG
thôi	peruuttaa	thôi	peruuttaa	PART	V;SG;NFIN;ACT
thôi	perua	thôi	perua	PART	V;SG;NFIN;ACT
thôi	peru	thôi	perua	PART	INTJ
ống	koske	ống	koskea	N	V;IMP;SG;2;FIN;ACT
ống	koskea	ống	koskea	N	V;SG;NFIN;ACT
ống	koskettaa	ống	koskettaa	N	V;IND;SG;3;PRS;FIN;ACT
ống	kosketa	ống	koskea	N	V;IMP;SG;2;FIN;ACT
phước	siunattu	phước	siunata	N	V;NOM;SG;V.PTCP;PASS
trống	tyhjä	trống	tyhjä	V	ADJ;NOM;SG
trống	rummut	trống	rumpu	V	N;NOM;PL
trống	rumpuja	trống	rumpu	V	N;PRT;PL
trống	tyhjä	trống	tyhjä	V	ADJ;NOM;SG
jpl	jpl	jpl	jpl		
nhiễm	tartunnan	nhiễm	tartunta	V	N;GEN;SG
nhiễm	tartunta	nhiễm	tartunta	V	N;NOM;SG
tàn	jäänne	tàn	jäädä	ADJ	N;NOM;SG
tàn	kuristaa	tàn	kuristaa	ADJ	V;IND;SG;3;PRS;FIN;ACT
đuổi	potkut	đuổi	potku	V	N;NOM;PL
đuổi	chase	đuổi	chase	V	PROPN;NOM;SG
mưa	rain	mưa	rain	N	
bách	vakavat	bách	vakava	N	ADJ;NOM;PL
bách	vakavaa	bách	vakava	N	ADJ;PRT;SG
bách	vakava	bách	vakava	N	ADJ;NOM;SG
hút	savu	hút	savu	V	N;NOM;SG
hút	savua	hút	savu	V	N;PRT;SG
william	william	william	william		N;NOM;SG
william	williamin	william	williami		N;GEN;SG
george	yrjö	george	yrjö		N;NOM;SG
george	george	george	george		PROPN;NOM;SG
george	ykä	george	ykä		N;NOM;SG
air	ilma	air	ilma		N;NOM;SG
air	ilmaa	air	ilma		N;PRT;SG
cam	orange	cam	orange	N	
họp	tapaaminen	họp	tapaaminen	V	N;NOM;SG
họp	kokous	họp	kokous	V	N;NOM;SG
usd	viisikymmentä	usd	viisi#kymmenen	N	NUM;PRT;SG
usd	fifty	usd	fifty	N	
may	touko	may	touko	ADJ	N;NOM;SG
may	toukokuu	may	toukokuu	ADJ	N;NOM;SG
may	voi	may	voi	ADJ	INTJ
may	toukokuun	may	toukokuu	ADJ	N;GEN;SG
may	toukokuuta	may	toukokuu	ADJ	N;PRT;SG
may	ommella	may	ommi	ADJ	V;SG;NFIN;ACT
may	ompelu	may	ompelu	ADJ	N;NOM;SG
may	lucky	may	lucky	ADJ	
chép	kopio	chép	kopio	V	N;NOM;SG
kia	kia	kia	kia	PROPN	PROPN;NOM;SG
kia	tuolla	kia	tuolla	PROPN	ADV
kia	siellä	kia	siellä	PROPN	ADV
robert	robert	robert	robert		PROPN;NOM;SG
david	david	david	david		PROPN;NOM;SG
iowa	iowa	iowa	iowa	N	
ohio	ohio	ohio	ohio	N	
dặm	miles	dặm	miles	N	PROPN;NOM;SG
hoang	wild	hoang	wild	ADJ	
đâu	missä	đâu	mikä	PROPN	PRO;IN+ESS;SG
đâu	jossa	đâu	joka	PROPN	PRO;IN+ESS;SG
sắp	lähes	sắp	lähes		ADV
sắp	melkein	sắp	melkein		ADV
sắp	kohta	sắp	kohta		N;NOM;SG
sắp	pian	sắp	pian		ADV
sắp	soon	sắp	soko		
sắp	tuleva	sắp	tulla		ADJ;NOM;SG
sắp	tulevia	sắp	tuleva		ADJ;PRT;PL
sắp	tulevat	sắp	tuleva		ADJ;NOM;PL
cân	paino	cân	paino	V	N;NOM;SG
cân	painon	cân	paino	V	N;GEN;SG
trăm	hundred	trăm	hundred	NUM	
tận	terminaali	tận	terminaali	ADP	N;NOM;SG
mong	toivoa	mong	toivo	V	N;PRT;SG
mong	toivo	mong	toivo	V	N;NOM;SG
mong	toivottavasti	mong	toivottavasti	V	ADV
rối	ongelmia	rối	ongelma	V	N;PRT;PL
rối	vaikeuksia	rối	vaikeus	V	N;PRT;PL
rối	ongelmat	rối	ongelma	V	N;NOM;PL
rối	nukke	rối	nukke	V	N;NOM;SG
texas	texas	texas	texas	N	
james	james	james	james	N	PROPN;NOM;SG
james	jamesin	james	jameta	N	V;IND;SG;1;PST;FIN;ACT
thẩm	shen	thẩm	shen	N	PROPN;NOM;SG
phu	madam	phu	madam	N	
phu	phu	phu	phu	N	
nghỉ	loma	nghỉ	loma	V	N;NOM;SG
nghỉ	lomaa	nghỉ	loma	V	N;PRT;SG
nghỉ	loman	nghỉ	loma	V	N;GEN;SG
nghỉ	lomalle	nghỉ	loma	V	N;AT+ALL;SG
nghỉ	lepo	nghỉ	lepo	V	N;NOM;SG
nghỉ	lepoa	nghỉ	lepo	V	N;PRT;SG
paul	paul	paul	paul		PROPN;NOM;SG
paul	paavali	paul	paavali		N;NOM;SG
paul	pauli	paul	pauli		N;NOM;SG
thua	häviäminen	thua	häviäminen	V	N;NOM;SG
thua	häviöllä	thua	häviö	V	N;AT+ESS
;SG
thua	häviäjä	thua	hävi#äijä	V	N;NOM;SG
thua	hukassa	thua	hukassa	V	ADV
rock	rokkaa	rock	rokka	N	V;IMP;SG;2;FIN;ACT
rock	rock	rock	rock	N	
uống	juomisen	uống	juominen	V	N;GEN;SG
uống	juoma	uống	juoma	V	N;NOM;SG
uống	juominen	uống	juominen	V	N;NOM;SG
uống	juoma	uống	juoma	V	N;NOM;SG
uống	juomia	uống	juoma	V	N;PRT;PL
uống	juomaa	uống	juoma	V	N;PRT;SG
uống	juomat	uống	juoma	V	N;NOM;PL
uống	juotavaa	uống	juotava	V	N;PRT;SG
nhu	tarvitsee	nhu	tarvita	N	V;IND;SG;3;PRS;FIN;ACT
nhu	kaipaa	nhu	kaivata	N	V;IMP;SG;2;FIN;ACT
phạt	rangaista	phạt	rangainen	N	V;SG;NFIN;ACT
đoán	arvailla	đoán	arvailla	V	N;AT+ESS
;PL
đoán	arvaus	đoán	arvaus	V	N;NOM;SG
cốt	olisi	cốt	olla	N	V;COND;SG;3;FIN;ACT
phe	puoli	phe	puoli	N	NUM;NOM;SG
lam	tehty	lam	tehdä	N	V;NOM;SG;V.PTCP;PASS
lam	done	lam	done	N	
hoài	saavutetut	hoài	saavuttaa	N	V;NOM;PL;V.PTCP;PASS
hoài	saavutettiin	hoài	saavuttaa	N	V;IND;PST;FIN;PASS
hoài	saavutettu	hoài	saavuttaa	N	V;NOM;SG;V.PTCP;PASS
del	del	del	del		
internet	internet	internet	internet		N;NOM;SG
haute	haute	haute	haute		INTJ
trà	tee	trà	tehdä	N	V;IMP;SG;2;FIN;ACT
der	der	der	der	N	PROPN;NOM;SG
kiên	kärsivällisyys	kiên	kärsivällisyys	ADJ	N;NOM;SG
kiên	kärsivällisyyttä	kiên	kärsivällisyys	ADJ	N;PRT;SG
hạc	crane	hạc	crane	N	PROPN;NOM;SG
nóng	hot	nóng	hot	ADJ	
pha	make	pha	make	N	
pha	tee	pha	tehdä	N	V;IMP;SG;2;FIN;ACT
pha	tehdä	pha	tehdä	N	V;SG;NFIN;ACT
phức	mikroskoopin	phức	mikros#kooppi	V	N;GEN;SG
tròn	ympyrää	tròn	ympyrä	ADJ	N;PRT;SG
tròn	kehä	tròn	kehä	ADJ	N;NOM;SG
tròn	ympyrä	tròn	ympyrä	ADJ	N;NOM;SG
nhảy	hyppy	nhảy	hyppy	V	N;NOM;SG
nhảy	hyppy	nhảy	hyppy	V	N;NOM;SG
lạnh	kyl	lạnh	kyllä	ADJ	ADV
đòi	kysyntä	đòi	kysyntä	V	N;NOM;SG
đòi	vaatimus	đòi	vaatimus	V	N;NOM;SG
đòi	kysyntää	đòi	kysyntä	V	N;PRT;SG
đòi	kysynnän	đòi	kysyntä	V	N;GEN;SG
washington	washingtonissa	washington	washington		N;IN+ESS;SG
washington	washingtonin	washington	washington		N;GEN;SG
washington	washington	washington	washington		N;GEN;SG
tiêm	injektio	tiêm	injektio	V	N;NOM;SG
tiêm	ehto	tiêm	ehto	V	N;NOM;SG
tiêm	edellytys	tiêm	edellytys	V	N;NOM;SG
tiêm	kunto	tiêm	kunto	V	N;NOM;SG
trốn	piilossa	trốn	piilo	V	N;IN+ESS;SG
bottom	pohjaan	bottom	pohja		N;IN+ALL;SG
bottom	pohja	bottom	pohja		N;NOM;SG
bottom	pohjaa	bottom	pohja		N;PRT;SG
đau	sattuu	đau	sattua	ADJ	V;IND;SG;3;PRS;FIN;ACT
đau	kipu	đau	kipu	ADJ	N;NOM;SG
đau	kipua	đau	kipu	ADJ	N;PRT;SG
đau	tuska	đau	tuska	ADJ	N;NOM;SG
đau	tuskaa	đau	tuska	ADJ	N;PRT;SG
đau	satuttaa	đau	satuttaa	ADJ	V;IND;SG;PRS;FIN;ACT
đau	loukkaantunut	đau	loukkaantua	ADJ	V;NOM;SG;V.PTCP;ACT
lọc	suodattimen	lọc	suodatin	V	N;GEN;SG
lọc	suodatin	lọc	suodattaa	V	N;NOM;SG
lọc	suodatus	lọc	suodatus	V	N;NOM;SG
lọc	suodattimet	lọc	suodatin	V	N;NOM;PL
lọc	suodattimia	lọc	suodatin	V	N;PRT;PL
vui	hassu	vui	hassu		ADJ;NOM;SG
vui	hassua	vui	hassu		ADJ;PRT;SG
vui	hauskaa	vui	hauska		ADJ;PRT;SG
vui	hauska	vui	hauska		ADJ;NOM;SG
vui	hauska	vui	hauska		ADJ;NOM;SG
vui	hauskaa	vui	hauska		ADJ;PRT;SG
vui	kivaa	vui	kiva		ADJ;PRT;SG
vui	hyvää	vui	hyvä		ADJ;PRT;SG
vui	onnellinen	vui	onnellinen		ADJ;NOM;SG
vui	tyytyväinen	vui	tyytyväinen		ADJ;NOM;SG
vui	iloinen	vui	iloinen		ADJ;NOM;SG
israel	israelin	israel	israeli		N;GEN;SG
israel	israel	israel	israel		N;NOM;SG
israel	israelista	israel	israelinen		N;IN+ABL;SG
israel	israelissa	israel	israeli		N;IN+ESS;SG
khổ	kärsivät	khổ	kärsiä	ADJ	V;IND;PL;3;PRS;FIN;ACT
khổ	kärsimystä	khổ	kärsimys	ADJ	N;PRT;SG
khổ	kärsimys	khổ	kärsimys	ADJ	N;NOM;SG
khổ	kärsimyksen	khổ	kärsimys	ADJ	N;GEN;SG
khổ	kurjuutta	khổ	kurjuus	ADJ	N;PRT;SG
site	sivuston	site	sivusto		N;GEN;SG
site	sivusto	site	sivusto		N;NOM;SG
canh	vartioi	canh	vartioida	N	V;IND;SG;3;PRS;FIN;ACT
canh	vartioida	canh	vartioida	N	V;SG;NFIN;ACT
kansas	kansas	kansas	kansas	N	PROPN;NOM;SG
love	rakasta	love	rakas		N;PRT;SG
love	rakkautta	love	rakkaus		N;PRT;SG
love	rakastaa	love	rakastaa		V;IND;SG;3;PRS;FIN;ACT
love	love	love	love		
love	rakkaus	love	rakkaus		N;NOM;SG
des	des	des	des	N	PROPN;NOM;SG
anime	anime	anime	anime		
khổng	turvonnut	khổng	turvota	N	V;NOM;SG;V.PTCP;ACT
michael	mikko	michael	mikko		PROPN;NOM;SG
michael	mikael	michael	mikael		PROPN;NOM;SG
michael	michael	michael	michael		PROPN;NOM;SG
mộc	carpenter	mộc	carpenter	N	PROPN;NOM;SG
cặp	pari	cặp	pari	N	NUM;NOM;SG
cặp	pari	cặp	pari	N	NUM;NOM;SG
lee	lee	lee	olla	N	PROPN;NOM;SG
charles	charles	charles	charles		N;NOM;SG
charles	kaarle	charles	kaarle		PROPN;NOM;SG
than	hiilen	than	hiili		N;GEN;SG
than	hiili	than	hiili		N;NOM;SG
than	kivihiili	than	kivi#hiili		N;NOM;SG
than	valittaa	than	valittaa		V;IND;SG;FIN;ACT
than	hiili	than	hiili		N;NOM;SG
than	hiiltä	than	hiiltää		N;PRT;SG
tuấn	jun	tuấn	juno	N	PROPN;NOM;SG
