der	do	der	do	DET;NOM;DEF;MASC;SG	PROPN
beamter	axente	beamt	axente	ADJ	N
allgemeines	xeneral	allgemein	xeneral	ADJ;NOM;NEUT;SG	N
allgemeines	o	allgemein	o	ADJ;NOM;NEUT;SG	DET
gerecht	xusto	rechen	xusto	ADJ	ADV
gerecht	feira	rechen	feira	ADJ	N
roll	dados	roll	dar	PROPN	V
roll	o	roll	o	PROPN	DET
roll	roll	roll	roll	PROPN	PROPN
roll	rolo	roll	rolo	PROPN	N
zerstörte	destruídos	zerstört	destruír	ADJ;NOM;FEM;SG	V
zerstörte	destruíron	zerstört	destruír	ADJ;NOM;FEM;SG	V
zerstörte	destruído	zerstört	destruír	ADJ;NOM;FEM;SG	V
zerstörte	con	zerstört	con	ADJ;NOM;FEM;SG	ADP
zerstörte	destruírono	zerstört	destruírono	ADJ;NOM;FEM;SG	PROPN
zerstörte	destruír	zerstört	destruír	ADJ;NOM;FEM;SG	V
materie	importa	materie	importar	PROPN	V
materie	materia	materie	materia	PROPN	N
materie	che	materie	che	PROPN	
materie	pasa	materie	pasar	PROPN	V
alaska	alaska	alaska	alaska	PROPN;NOM;MASC;SG	N
lies	lin	lesen	lin		V
lies	ler	lesen	ler		V
lies	leo	lesen	lear		PROPN
lies	le	lesen	le		PROPN
soul	alma	soul	alma	PROPN;SG	N
naturwissenschaften	ciencia	naturwissenschaft	ciencia	ADJ	N
naturwissenschaften	a	naturwissenschaft	o	ADJ	DET
naturwissenschaften	ciencias	naturwissenschaft	ciencia	ADJ	N
naturwissenschaften	cencia	naturwissenschaft	cencia	ADJ	N
vermitteln	información	vermitteln	información	V;NFIN	N
dunkle	escuridade	dunkel	escuridade	ADJ;NOM;FEM;PL	N
dunkle	noite	dunkel	noite	ADJ;NOM;FEM;PL	N
helene	helen	helen	helar	PROPN;NOM;FEM;SG	PROPN
margarete	margaret	margaret	margaret	N;NOM;FEM;SG	V
religionen	relixioso	religion	relixioso	N;NOM;PL	ADJ
religionen	relixiosa	religion	relixioso	N;NOM;PL	ADJ
head	cabeza	head	cabeza	PROPN;NOM;SG	N
head	a	head	o	PROPN;NOM;SG	DET
disney	disney	disney	disney	PROPN;NOM;MASC;SG	PROPN
ruinen	ruínas	ruin	ruína	V;NFIN	N
sky	ceo	sky	ceo		N
afrikanischen	áfrica	afrikanisch	áfrica	ADJ;ACC;MASC;SG	PROPN
zeitalter	era	zeitalter	ser	ADJ	V
vision	visión	vision	visión		N
vision	vista	vision	vista		N
vision	vision	vision	vision		PROPN
kilogramm	chan	kilogramm	chan	ADJ	N
messung	medir	messung	medir	N;SG	V
messung	medindo	messung	medir	N;SG	V
schwert	espada	schwern	espada		N
schlagen	ponche	schlagen	ponche	V;NFIN	N
schlagen	unha	schlagen	un	V;NFIN	DET
glaubens	confiar	glaubens	confiar	N;NOM;NEUT;PL	V
gewerkschaft	unión	gewerkschaft	unión	ADJ	N
gewerkschaft	sindicato	gewerkschaft	sindicato	ADJ	N
gewerkschaft	sindicalista	gewerkschaft	sindicalista	ADJ	N
gewerkschaft	sindical	gewerkschaft	sindical	ADJ	N
gewerkschaft	do	gewerkschaft	do	ADJ	PROPN
gewerkschaft	sindicatos	gewerkschaft	sindicato	ADJ	N
touristen	turistas	tourist	turista		N
agentur	axencia	agentur	axencia	PROPN;NOM;SG	N
agentur	de	agentur	de	PROPN;NOM;SG	ADP
punk	un	punk	un	PROPN;SG	DET
digitalen	dixitais	digital	dixital	ADJ;ACC;MASC;SG	N
enger	a	eng	o	ADJ	DET
enger	mais	eng	mais	ADJ	CONJ
enger	máis	eng	máis	ADJ	ADV
enger	preto	eng	preto	ADJ	ADV
enger	xuntarse	eng	xuntarse	ADJ	V
enger	achéguense	eng	achéguense	ADJ	ADV
enger	achegádevos	eng	achegádevos	ADJ	V
tabellen	mesas	tabell	mesa	V;NFIN	N
überprüft	a	überprüfen	o	V;V.PTCP	DET
einladung	convídovos	einladung	convídovo	N;FEM;SG	V
einladung	a	einladung	o	N;FEM;SG	DET
stadtverwaltung	concello	stadtverwaltung	concello	PROPN	N
alltag	cotiá	alltag	cotián	PROPN	N
gesungen	canta	singen	canta	V;V.PTCP	N
gesungen	que	singen	que	V;V.PTCP	PRO
zeitweilig	temporalmente	zeitweilig	témporal	ADJ	ADV
mine	miña	mine	meu		DET
mine	meus	mine	meu		DET
mine	meu	mine	meu		DET
überleben	á	überleben	á	V;NFIN	N
überleben	sobreviva	überleben	sobrevivo	V;NFIN	N
überleben	humano	überleben	humano	V;NFIN	ADJ
überleben	supervivencia	überleben	supervivencia	V;NFIN	N
überleben	mortandade	überleben	mortandade	V;NFIN	N
überleben	infantil	überleben	infantil	V;NFIN	ADJ
überleben	supervivintes	überleben	supervivinte	V;NFIN	N
flach	plano	flach	plano	ADJ	N
kostenlos	balde	kostenlos	balde	ADJ	N
under	baixo	under	baixo		ADP
under	debaixo	under	debaixo		ADV
under	de	under	de		ADP
individuen	persoas	individuen	persoa		N
individuen	individuos	individuen	individuo		N
individuen	autismo	individuen	autismo		N
anwesenheit	presenza	anwesenheit	presenza	ADJ	N
anwesenheit	diante	anwesenheit	diante	ADJ	ADV
anwesenheit	a	anwesenheit	o	ADJ	DET
liedern	cancións	liedern	canción	V;NFIN	N
liedern	canción	liedern	canción	V;NFIN	N
freude	ledicia	freude	ledicia		N
freude	alegría	freude	alegríar		N
freude	desfrute	freude	desfrute		N
freude	da	freude	da		V
freude	felicidade	freude	felicidade		N
freude	a	freude	o		DET
freude	benestar	freude	benestar		N
freude	ledicia	freude	ledicia		N
freude	pracer	freude	pracer		V
freude	encantado	freude	encantar		V
freude	gusto	freude	gusto		N
freude	placer	freude	placer		V
bekämpfung	de	bekämpfung	de	N;SG	ADP
operationen	as	operation	o	V;NFIN	DET
operationen	operacións	operation	operación	V;NFIN	N
operationen	cirurxía	operation	cirurxía	V;NFIN	N
montana	montana	montana	montana	PROPN;NOM;SG	PROPN
kleinste	máis	klein	máis	ADJ;NOM;FEM;PL	ADV
verwundet	feridos	verwunden	ferido	V;V.PTCP	N
verwundet	ferido	verwunden	ferido	V;V.PTCP	N
klöster	mosteiro	klöst	mosteiro	ADJ	N
gertrud	gertrude	gertrude	gertrude	PROPN;NOM;SG	PROPN
pkw	coches	pkw	coche		N
pkw	coche	pkw	coche		N
pkw	autos	pkw	auto		N
pkw	coche	pkw	coche		N
pkw	auto	pkw	auto		N
pkw	carro	pkw	carro		N
größen	tamaños	groß	tamaño	V;NFIN	N
öffnung	abrir	öffnung	abrir	ADJ;SG	V
öffnung	apertura	öffnung	apertura	ADJ;SG	N
lateinisch	latín	lateinisch	latín	ADJ	N
geschlossene	pechada	geschlossen	pechada	ADJ;NOM;FEM;PL	V
geschlossene	pechado	geschlossen	pechado	ADJ;NOM;FEM;PL	N
geschlossene	pechou	geschlossen	pechar	ADJ;NOM;FEM;PL	V
geschlossene	pechados	geschlossen	pechar	ADJ;NOM;FEM;PL	V
geschlossene	sondaxes	geschlossen	sondaxe	ADJ;NOM;FEM;PL	N
betreuung	apoiar	betreuung	apoiar	N;SG	V
betreuung	de	betreuung	de	N;SG	ADP
betreuung	importa	betreuung	importar	N;SG	V
betreuung	igual	betreuung	igual	N;SG	ADV
betreuung	me	betreuung	me	N;SG	PRO
lebensmittel	comida	lebensmittel	comida		N
lebensmittel	alimentos	lebensmittel	alimento		N
lebensmittel	alimentaria	lebensmittel	alimentario		ADJ
objektiv	lentes	objektiv	lente	ADJ	N
objektiv	lente	objektiv	lente	ADJ	N
objektiv	obxectivo	objektiv	obxectivo	ADJ	N
objektiv	lentes	objektiv	lente	ADJ	N
now	agora	now	agora	PROPN	ADV
zerstörer	destrutores	zerstörer	destrutor		N
alpha	chan	alpha	chan		N
schnee	neve	schnen	neve		N
schnee	impecable	schnen	impecable		ADJ
gerald	gerald	gerald	gerald	PROPN;NOM;MASC;SG	PROPN
angel	anxo	angel	anxo	PROPN;NOM;MASC;SG	N
vorgeschichte	de	vorgeschicht	de	ADJ;NOM;SG	ADP
vorgeschichte	fondo	vorgeschicht	fondo	ADJ;NOM;SG	N
mythos	mito	mythos	mito		N
schmalen	estreito	schmal	estreito	ADJ	N
schmalen	slim	schmal	slim	ADJ	PROPN
befehlshaber	comandante	befehlshaber	comandante		N
befehlshaber	comandante	befehlshaber	comandante		N
sin	pecado	sin	pecado		N
begangen	cometiches	begehen	cometiche	V;V.PTCP	N
begangen	cometeses	begehen	cometer	V;V.PTCP	N
begangen	compromiso	begehen	compromiso	V;V.PTCP	N
designer	estilista	designer	estilista	ADJ	N
möge	poden	mögen	poder	V;SBJV;SG;3;PRS;FIN	V
möge	pode	mögen	poder	V;SBJV;SG;3;PRS;FIN	V
möge	maio	mögen	maio	V;SBJV;SG;3;PRS;FIN	N
möge	que	mögen	que	V;SBJV;SG;3;PRS;FIN	PRO
möge	podo	mögen	podar	V;SBJV;SG;3;PRS;FIN	V
verstand	cordura	verstehen	cordura		N
verstand	mente	verstehen	mente		N
verstand	importa	verstehen	importar		V
verstand	mente	verstehen	mente		N
verstand	mentes	verstehen	mente		N
verstand	as	verstehen	o		DET
verstand	nas	verstehen	nas		PROPN
fühlt	se	fühlen	se	V;IND;SG;3;PRS;FIN	CONJ
fühlt	ben	fühlen	ben	V;IND;SG;3;PRS;FIN	ADV
fühlt	que	fühlen	que	V;IND;SG;3;PRS;FIN	PRO
türen	gates	türen	gate	V;NFIN	PROPN
türen	as	türen	o	V;NFIN	DET
türen	portas	türen	porta	V;NFIN	N
türen	porta	türen	porta	V;NFIN	N
begegnungen	encontro	begegnungen	encontro	V;NFIN	N
gerettet	se	retten	se	V;V.PTCP	CONJ
gerettet	a	retten	o	V;V.PTCP	DET
gerettet	salvei	retten	salvar	V;V.PTCP	PROPN
gerettet	salvaches	retten	salvache	V;V.PTCP	N
chinesisch	os	chinesisch	o	ADJ	DET
chinesisch	chineses	chinesisch	chinés	ADJ	N
chinesisch	chinés	chinesisch	chinés	ADJ	N
gerechtigkeit	justice	gerechtigkeit	justice	PROPN	PROPN
gerechtigkeit	xustiza	gerechtigkeit	xustiza	PROPN	N
gerechtigkeit	a	gerechtigkeit	o	PROPN	DET
gerechtigkeit	xuíza	gerechtigkeit	xuízar	PROPN	N
gerechtigkeit	da	gerechtigkeit	da	PROPN	V
gerechtigkeit	aos	gerechtigkeit	aos	PROPN	PROPN
gerechtigkeit	con	gerechtigkeit	con	PROPN	ADP
gerechtigkeit	xustiza	gerechtigkeit	xustiza	PROPN	N
folglich	polo	folglich	polo	ADJ	N
folglich	tanto	folglich	tanto	ADJ	ADV
folglich	por	folglich	por	ADJ	ADP
folglich	iso	folglich	iso	ADJ	PRO
folglich	daquela	folglich	daquela	ADJ	ADV
bett	cama	bett	cama		N
verlangen	desexo	verlangen	desexo	V;NFIN	N
verlangen	que	verlangen	que	V;NFIN	PRO
schreibe	a	schreibe	o	V;IND;SG;3;PRS;FIN	DET
schreibe	súas	schreibe	seu	V;IND;SG;3;PRS;FIN	DET
angemessen	para	angemessen	para	ADJ	ADP
angemessen	máis	angemessen	máis	ADJ	ADV
drehen	xiro	drehen	xiro	V;NFIN	N
drehen	a	drehen	o	V;NFIN	DET
drehen	a	drehen	o	V;NFIN	DET
dazwischen	entre	dazwischen	entre	ADV	ADP
dazwischen	os	dazwischen	o	ADV	DET
experiment	experimento	experiment	experimento	ADJ	N
experiment	experimentos	experiment	experimento	ADJ	N
industriellen	industrial	industriell	industrial	ADJ;PL	N
gerichtet	a	richten	o	V;V.PTCP	DET
rechtswissenschaft	leis	rechtswissenschaft	lei	ADJ	N
rechtswissenschaft	lei	rechtswissenschaft	lei	ADJ	N
rechtswissenschaft	a	rechtswissenschaft	o	ADJ	DET
umwandlung	transformar	umwandlung	transformar	N;SG	V
chaos	desastre	chaos	desastre		N
chaos	boa	chaos	bo		ADJ
chaos	lea	chaos	lea		PROPN
chaos	porcallada	chaos	porcallar		V
chaos	un	chaos	un		DET
chaos	caos	chaos	caos		PROPN
zoo	ángeles	zoo	ángele	PROPN;NOM;SG	N
zoo	zoolóxico	zoo	zoolóxico	PROPN;NOM;SG	ADJ
zoo	zoo	zoo	zoo	PROPN;NOM;SG	N
bobby	bobby	bobby	bobby	PROPN;NOM;MASC;SG	PROPN
käfer	bugs	käfer	bugs		N
käfer	myers	käfer	myer		PROPN
weihnachten	nadal	weihnacht	nadal	V;NFIN	N
reguläre	regularmente	regulär	regular	ADJ;NOM;FEM;PL	ADV
reguläre	de	regulär	de	ADJ;NOM;FEM;PL	ADP
reguläre	taxis	regulär	taxis	ADJ;NOM;FEM;PL	N
reguläre	regular	regulär	regular	ADJ;NOM;FEM;PL	V
fachbereich	de	fachbereich	de		ADP
fachbereich	departamento	fachbereich	departamento		N
fachbereich	axentes	fachbereich	axente		N
beobachtungen	observación	beobachtung	observación	V;NFIN	N
häftlinge	presos	häftlinge	preso		N
häftlinge	os	häftlinge	o		DET
häftlinge	prisioneiros	häftlinge	prisioneiro		N
russen	rusa	russen	rusa		ADJ
russen	ruso	russen	ruso		N
russen	rusos	russen	ruso		N
russen	os	russen	o		DET
allee	avenida	alle	avenida	PROPN;NOM;SG	N
zyklus	ciclos	zyklus	ciclo		N
zyklus	ciclo	zyklus	ciclo		N
ganzes	toda	ganz	todo	ADJ;NOM;NEUT;SG	DET
ganzes	todo	ganz	todo	ADJ;NOM;NEUT;SG	DET
ganzes	enteiro	ganz	enteiro	ADJ;NOM;NEUT;SG	N
ganzes	a	ganz	o	ADJ;NOM;NEUT;SG	DET
heiliger	santos	heilig	santo	ADJ	N
heiliger	santos	heilig	santo	ADJ	N
heiliger	sagrada	heilig	sagrar	ADJ	V
heiliger	sagrados	heilig	sagrar	ADJ	V
tendenz	tendencia	tendenz	tendencia	ADJ	N
tendenz	coa	tendenz	coar	ADJ	V
tendenz	tendencia	tendenz	tendencia	ADJ	N
garcía	garcía	garcía	garcía	PROPN;NOM;MASC;SG	PROPN
beibehalten	a	beibehalten	o	V;V.PTCP	DET
beibehalten	a	beibehalten	o	V;V.PTCP	DET
eddie	eddie	eddie	eddie	PROPN;NOM;SG	PROPN
vorbereitet	lista	vorbereiten	lista	V;V.PTCP	N
vorbereitet	preparados	vorbereiten	preparar	V;V.PTCP	N
vorbereitet	listo	vorbereiten	listo	V;V.PTCP	N
vorbereitet	preparado	vorbereiten	preparado	V;V.PTCP	N
vorbereitet	listo	vorbereiten	listo	V;V.PTCP	N
vorbereitet	preparado	vorbereiten	preparado	V;V.PTCP	N
einheitliche	uniforme	einheitlich	uniforme	ADJ;NOM;FEM;PL	N
landschaften	campo	landschaft	campo	ADJ	N
landschaften	paisaxe	landschaft	paisaxe	ADJ	N
festland	continente	festlind	continente		N
kannte	que	kennen	que	V;IND;SG;3;PST;FIN	PRO
kannte	o	kennen	o	V;IND;SG;3;PST;FIN	DET
fotografen	fotógrafo	fotograf	fotógrafo		N
einverstanden	en	einverstanden	en	V;NFIN	ADP
einverstanden	acordo	einverstanden	acordo	V;NFIN	N
einverstanden	acordo	einverstanden	acordo	V;NFIN	N
einverstanden	de	einverstanden	de	V;NFIN	ADP
einverstanden	dacordo	einverstanden	dacordo	V;NFIN	N
mund	boca	mund	boca		N
mund	boca	mund	boca		N
mund	bocas	mund	boca		N
xiv	xiv	xiv	xiv		N
reformen	reforma	reformen	reforma	V;NFIN	N
reformen	reformatorio	reformen	reformatorio	V;NFIN	ADJ
sklaven	de	sklaven	de	N;PL	ADP
sklaven	escrava	sklaven	escravo	N;PL	ADJ
weinbau	viño	weinbau	vir		N
griechen	grego	griechen	grego		N
individuelle	persoa	individuell	persoa	ADJ;NOM;FEM;PL	N
individuelle	cada	individuell	cada	ADJ;NOM;FEM;PL	DET
individuelle	individuo	individuell	individuo	ADJ;NOM;FEM;PL	N
individuelle	tipo	individuell	tipo	ADJ;NOM;FEM;PL	N
fair	xusto	fair	xusto	ADJ	ADV
fair	feira	fair	feira	ADJ	N
scheitern	non	scheitern	non	V;NFIN	PART
scheitern	por	scheitern	por	V;NFIN	ADP
scheitern	cardíacos	scheitern	cardíaco	V;NFIN	ADJ
scheitern	imaxinación	scheitern	imaxinación	V;NFIN	N
scheitern	fracaso	scheitern	fracaso	V;NFIN	N
scheitern	a	scheitern	o	V;NFIN	DET
spitzen	picos	spitz	pico	V;NFIN	N
spitzen	xemelgos	spitz	xemelgo	V;NFIN	N
mohammed	mahoma	mohammed	mahomar		N
arkansas	arkansas	arkansas	arkanso	PROPN;NOM;NEUT;SG	PROPN
reagieren	aos	reagieren	aos	V;NFIN	PROPN
reagieren	ante	reagieren	ante	V;NFIN	ADP
reagieren	reaccionei	reagieren	reaccionar	V;NFIN	PROPN
bedingung	condición	bedingung	condición		N
bedingung	situación	bedingung	situación		N
bedingung	doenza	bedingung	doenza		N
bedingung	estado	bedingung	estado		N
tagebuch	revista	tagebuch	revista	ADJ	N
tagebuch	diario	tagebuch	diario	ADJ	N
ethik	ética	ethik	ética		N
ethik	de	ethik	de		ADP
ethik	ética	ethik	ética		N
britisch	a	britisch	o	ADJ	DET
entdecken	que	entdecken	que	V;NFIN	PRO
entdecken	descubrimento	entdecken	descubrimento	V;NFIN	N
beginnend	comezando	beginnend	comezar	ADJ	V
beginnend	comezo	beginnend	comezo	ADJ	N
beginnend	principio	beginnend	principio	ADJ	N
beginnend	empezando	beginnend	empezar	ADJ	V
auffällig	rechamante	auffällig	rechamante	ADJ	ADV
verlinkung	enlace	verlinkung	enlace	ADJ	N
seltene	pouco	selten	pouco	ADJ;NOM;PL	ADV
marshall	mariscal	marshall	mariscal	PROPN	N
most	a	most	o		DET
most	maioría	most	maioría		N
most	parte	most	parte		N
most	máis	most	máis		ADV
grosse	grande	groß	grande	N;NOM;FEM;PL	ADJ
grosse	gran	groß	gran	N;NOM;FEM;PL	ADJ
grosse	grandes	groß	grande	N;NOM;FEM;PL	ADJ
geeignete	para	geeignet	para	ADJ;NOM;FEM;PL	ADP
geeignete	máis	geeignet	máis	ADJ;NOM;FEM;PL	ADV
reichlich	chea	reichlich	chea	ADV	N
reichlich	moita	reichlich	moito	ADV	DET
reichlich	moitas	reichlich	moito	ADV	DET
reichlich	xente	reichlich	xente	ADV	N
gefallenen	cae	gefallen	caer	ADJ;PL	V
gefallenen	caeu	gefallen	caeu	ADJ;PL	V
gefallenen	namorado	gefallen	namorar	ADJ;PL	V
kaffee	café	kaffee	café		N
gedenkstätte	día	gedenkstätte	día	ADJ;NOM;FEM;SG	N
gedenkstätte	dos	gedenkstätte	dos	ADJ;NOM;FEM;SG	PROPN
gedenkstätte	caídos	gedenkstätte	caído	ADJ;NOM;FEM;SG	N
agent	axente	agent	axente	PROPN;NOM;SG	N
fokus	centre	fokus	centrar	ADJ	PROPN
fokus	centrarse	fokus	centrarse	ADJ	PROPN
fokus	centramos	fokus	centrar	ADJ	V
fokus	centrarme	fokus	centrarme	ADJ	V
fokus	foco	fokus	foco	ADJ	N
fokus	focalizar	fokus	focalizar	ADJ	V
verbesserungen	vexas	verberseringen	vexa	V	N
verbesserungen	mellor	verberseringen	mellor	V	ADJ
grey	gris	grey	gris	PROPN;NOM;SG	PROPN
grey	é	grey	ser	PROPN;NOM;SG	V
gesendet	a	senden	o	V;V.PTCP	DET
zypern	cimbabue	zypern	cimbabue		PROPN
zypern	zimbawe	zypern	zimbawe		N
zypern	zimbabwe	zypern	zimbabwe		PROPN
anleitung	manual	anleitung	manual	N;NOM;FEM;SG	ADJ
zwang	a	zwingen	o	V;SG;FIN	DET
zwang	todo	zwingen	todo	V;SG;FIN	DET
komplexe	complexidade	komplex	complexidade	ADJ;NOM;FEM;PL	N
komplexe	complexo	komplex	complexo	ADJ;NOM;FEM;PL	N
komplexe	complexas	komplex	complexo	ADJ;NOM;FEM;PL	N
komplexe	complexos	komplex	complexo	ADJ;NOM;FEM;PL	N
monats	mes	monats	mes		N
monats	ao	monats	ao		PROPN
hut	o	hun	o	N;SG	DET
hut	sombreiriño	hun	sombreiriño	N;SG	PROPN
verbleib	destino	verbleib	destino		N
milch	leitería	milch	leitería		N
milch	leite	milch	leite		N
kommerziellen	anuncio	kommerziell	anuncio	ADJ	N
weswegen	por	weswegen	por	ADV	ADP
weswegen	que	weswegen	que	ADV	PRO
weswegen	iso	weswegen	iso	ADV	PRO
hills	outeiros	hills	outeiro	PROPN	N
beeinflussen	influencia	beeinflussen	influencia	V;NFIN	N
meilen	milla	meilen	milla		N
meilen	km	meilen	km		PROPN
meilen	quilómetros	meilen	quilómetros		N
meilen	millas	meilen	milla		N
meilen	kilómetros	meilen	kilómetro		N
meilen	a	meilen	o		DET
taten	actos	taten	acto	V;FIN	N
farm	granxa	farm	granxa	PROPN	N
farm	a	farm	o	PROPN	DET
farm	campo	farm	campo	PROPN	N
farm	leira	farm	leira	PROPN	N
farm	casa	farm	casa	PROPN	N
farm	reserva	farm	reserva	PROPN	N
oberstleutnant	coronel	oberstleutnant	coronel	ADJ	N
ermitteln	identificalos	ermitteln	identificalo	V;NFIN	N
ermitteln	identifiques	ermitteln	identifique	V;NFIN	N
ermitteln	que	ermitteln	que	V;NFIN	PRO
freizeit	libre	freizeit	libre		ADJ
freizeit	tempo	freizeit	tempo		N
freizeit	ocio	freizeit	ocio		N
freizeit	deportes	freizeit	deporte		N
freizeit	deporte	freizeit	deporte		N
drum	drum	drum	drum	ADV	N
motorrad	bicicleta	motorrad	bicicleta		N
motorrad	en	motorrad	en		ADP
motorrad	moto	motorrad	moto		PROPN
motorrad	bici	motorrad	bici		PROPN
aktueller	que	aktuell	que	ADJ	PRO
aktueller	súa	aktuell	seu	ADJ	DET
wellen	ondas	wellen	onda		N
maßstab	escala	maßsteben	escala	ADV	N
fachliteratur	literatura	fachliteratur	literatura	ADJ	N
brot	pan	broten	pan		N
brot	cartos	broten	carto		N
ukrainischen	ucraniano	ukrainisch	ucraniano	ADJ;NOM;MASC;PL	PROPN
lehren	ensino	lehren	ensino	V;NFIN	N
lehren	ensinanza	lehren	ensinanza	V;NFIN	N
lehren	ensino	lehren	ensino	V;NFIN	N
marseille	marsella	marseill	marsella	PROPN;NOM;NEUT;SG	N
hugh	hugh	hagh	hugh	PROPN;NOM;SG	PROPN
ostseite	leste	ostseite	leste	ADJ	N
ostseite	oriente	ostseite	oriente	ADJ	N
ostseite	este	ostseite	este	ADJ	DET
ostseite	do	ostseite	do	ADJ	PROPN
beethoven	beethoven	beethoven	beethover		N
beethoven	novena	beethoven	novenar		ADJ
tommy	tommy	tommy	tommy	PROPN;NOM;MASC;SG	PROPN
tommy	ei	tommy	ei	PROPN;NOM;MASC;SG	PROPN
tool	de	tool	de	N;NOM;NEUT;SG	ADP
glatt	chaira	glatt	chaira	ADJ	N
glatt	costa	glatt	costa	ADJ	N
glatt	plano	glatt	plano	ADJ	N
glatt	tenra	glatt	tenra	ADJ	N
beauftragte	delegado	beauftragen	delegado	V;IND;SG;3;PST;FIN	N
aussicht	opinións	aussechen	opinión	PROPN	N
aussicht	vista	aussechen	vista	PROPN	N
aussicht	opinión	aussechen	opinión	PROPN	N
aussicht	punto	aussechen	punto	PROPN	N
aussicht	visión	aussechen	visión	PROPN	N
passage	noroeste	passage	noroeste		N
passage	pasaxe	passage	pasaxe		N
passage	paso	passage	paso		N
niedriger	máis	niedrig	máis	ADJ	ADV
niedriger	baixos	niedrig	baixo	ADJ	N
niedriger	pulmonar	niedrig	pulmonar	ADJ	N
niedriger	calefacción	niedrig	calefacción	ADJ	N
run	correr	run	correr	PROPN	V
run	corre	run	currir	PROPN	V
bittet	pregunta	bitten	pregunta	V;IND;SG;3;PRS;FIN	N
bittet	perdón	bitten	perdón	V;IND;SG;3;PRS;FIN	N
bittet	perdoe	bitten	perdoar	V;IND;SG;3;PRS;FIN	PROPN
bittet	desculpe	bitten	desculpe	V;IND;SG;3;PRS;FIN	PROPN
bewusstsein	consciencia	bewußtsein	consciencia	V;IND;SG;3;PRS;FIN	N
bewusstsein	a	bewußtsein	o	V;IND;SG;3;PRS;FIN	DET
bewusstsein	conciencia	bewußtsein	conciencia	V;IND;SG;3;PRS;FIN	N
bewusstsein	conciencia	bewußtsein	conciencia	V;IND;SG;3;PRS;FIN	N
bewusstsein	cognición	bewußtsein	cognición	V;IND;SG;3;PRS;FIN	N
bewusstsein	consciencia	bewußtsein	consciencia	V;IND;SG;3;PRS;FIN	N
bewusstsein	a	bewußtsein	o	V;IND;SG;3;PRS;FIN	DET
bewusstsein	conciencia	bewußtsein	conciencia	V;IND;SG;3;PRS;FIN	N
bewusstsein	consciencia	bewußtsein	consciencia	V;IND;SG;3;PRS;FIN	N
bewusstsein	consciente	bewußtsein	consciente	V;IND;SG;3;PRS;FIN	ADJ
erlauben	permitídeme	erlauben	permitídeme	V;NFIN	N
erlauben	permiso	erlauben	permiso	V;NFIN	N
porträts	retratos	porträts	retrato		N
porträts	retrato	porträts	retrato		N
avenue	avenida	avenue	avenida	PROPN;SG	N
let	imos	let	ir	PROPN	V
let	déixame	let	déixame	PROPN	V
let	vamos	let	varo	PROPN	V
gescheitert	non	scheitern	non	V;V.PTCP	PART
masters	mestres	masters	mestres	PROPN	N
angebote	ofréceme	angebit	ofréceme	ADJ;NOM;PL	PROPN
grundlegend	fundamentalmente	grundlegend	fundamental	ADJ	ADV
grundlegend	de	grundlegend	de	ADJ	ADP
kriegen	guerras	kriegen	guerra	V;NFIN	N
kriegen	guerra	kriegen	guerra	V;NFIN	N
roberts	roberts	roberts	roberts	PROPN	PROPN
komitee	comité	komit	comité		N
ermittlungen	investigación	ermittlung	investigación	V;PL	N
speicher	almacenamento	speich	almacenamento	ADJ	N
speicher	consigna	speich	consignar	ADJ	N
speicher	memoria	speich	memoria	ADJ	N
verschieden	varias	verschieden	varios	ADJ	DET
verschieden	varios	verschieden	varios	ADJ	DET
verschieden	con	verschieden	con	ADJ	ADP
krieger	guerreiros	krieg	guerreiro		N
krieger	guerreiro	krieg	guerreiro		N
krieger	forte	krieg	forte		ADJ
systematisch	pór	systematisch	pór	ADJ	V
systematisch	práctica	systematisch	práctica	ADJ	N
systematisch	sistematicamente	systematisch	sistematicamente	ADJ	ADV
ehepaar	par	ehepaar	par	ADJ	N
ehepaar	dous	ehepaar	dous	ADJ	N
ehepaar	parella	ehepaar	parella	ADJ	N
ehepaar	uns	ehepaar	un	ADJ	DET
delta	delta	delta	deltar		N
delta	mekong	delta	mekong		PROPN
erwünscht	quería	erwünscht	querer	ADJ	V
erwünscht	que	erwünscht	que	ADJ	PRO
erwünscht	quixen	erwünscht	quixir	ADJ	V
kent	kent	kent	kent	PROPN	PROPN
schönheit	beleza	schönheit	beleza	ADJ;NOM;FEM;SG	N
schönheit	a	schönheit	o	ADJ;NOM;FEM;SG	DET
sauerstoff	osíxeno	sauerstoff	osíxeno	PROPN;SG	N
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN
marion	marion	marion	marion	PROPN;NOM;SG	PROPN
rasse	racial	rassen	racial		ADJ
rasse	raciais	rassen	racial		ADJ
rasse	carreira	rassen	carreira		N
rasse	raza	rassen	raza		N
rasse	a	rassen	o		DET
rasse	internacional	rassen	internacional		ADJ
zähne	os	zähnen	o	N;NOM;SG	DET
basierend	baseándose	basierend	baseándose	ADJ	V
basierend	en	basierend	en	ADJ	ADP
basierend	baséase	basierend	baséase	ADJ	V
basierend	baseándonos	basierend	baseándonos	ADJ	N
basierend	baseada	basierend	basear	ADJ	V
basierend	base	basierend	base	ADJ	N
basierend	baseado	basierend	basear	ADJ	V
statthalter	gobernador	statthalter	gobernador	ADJ	N
sri	sri	sri	sri		PROPN
medaillen	medalla	medaill	medalla	V;NFIN	N
medaillen	medallas	medaill	medalla	V;NFIN	N
spannungen	estrés	spannungen	estrés	V;NFIN	PROPN
