den	the	den	the	PRO;DEF;MASC+FEM;SG	
handling	dokumentere	handling	dokumentere	N;NOM;INDF;MASC+FEM;SG	V;NFIN
brothers	brødrene	broth	brødre	N;GEN;INDF;MASC+FEM;SG	N;DEF;FEM;PL
tidpunkt	timingen	tidpunkt	timing	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
skadade	skadet	skada	skad	ADJ;NOM;PL;PST;V.PTCP	N;DEF;NEUT;SG
skadade	skadd	skada	skade	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
skadade	skada	skada	skade	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
skadade	skadet	skada	skad	ADJ;NOM;PL;PST;V.PTCP	N;DEF;NEUT;SG
skadade	skadd	skada	skade	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
skadade	skadd	skada	skade	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
skadade	såret	skada	sår	ADJ;NOM;PL;PST;V.PTCP	N;DEF;NEUT;SG
kammare	kammeret	kammare	kammer	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
relevanta	relevant	relevant	relevant	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
lager	lagene	lag	lage	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
lager	varehuset	lag	varehus	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;SG
lager	lageret	lag	lager	N;NOM;INDF;MASC+FEM;PL	N;DEF;NEUT;SG
påverka	påvirkning	påverka	påvirkning	V;IMP;FIN;ACT	N;INDF;FEM;SG
påverka	innflytelse	påverka	innflytels	V;IMP;FIN;ACT	N;INDF;MASC;SG
påverka	påvirkning	påverka	påvirkning	V;IMP;FIN;ACT	N;INDF;FEM;SG
elektriska	elektrisk	elektrisk	elektrisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
byggda	bygget	bygga	bygg	ADJ;NOM;PL;PST;V.PTCP	N;DEF;NEUT;SG
byggda	bygd	bygga	byggje	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
bakgrunden	bakgrunn	bakgrund	bakgrunn	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
biblioteket	bibliotek	bibliotek	bibliotek	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
angel	engelen	angel	engel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
jörgen	jørgen	jörg	jørg	PROPN;NOM	N;DEF;MASC;SG
jörgen	jörgen	jörg	jörg	PROPN;NOM	N
jörgen	jørgen	jörg	jørg	PROPN;NOM	N;DEF;MASC;SG
jörgen	jörgen	jörg	jörg	PROPN;NOM	N
side	sida	side	side	PROPN;NOM	N;DEF;FEM;SG
side	side	side	side	PROPN;NOM	N;INDF;FEM;SG
domstol	retten	domstol	rett	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
domstol	domstolene	domstol	domstol	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;PL
place	sted	place	stå	N;NOM;INDF;NEUT;SG	
medicinska	medisinsk	medicinsk	medisinsk	ADJ;NOM;PL	ADJ;INDF;SG
água	água	água	qgu	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
xiv	xiv	xiv	xiv	PROPN;NOM	N;INDF;MASC
möjligheter	mulighetene	möjlighet	mulighet	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
möjligheter	alternativer	möjlighet	alternativ	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
möjligheter	opsjon	möjlighet	opsjon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
möjligheter	alternativene	möjlighet	alternativ	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
döttrar	døtre	döttra	døtter	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
döttrar	døtrene	döttra	dotter	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
springs	fjærer	spring	fjære	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
ana	ana	ana	ana	V;IMP;FIN;ACT	N;INDF;MASC;SG
intressen	interessene	intresse	interesse	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
sts	sts	st	sti	PROPN;NOM	N;INDF;FEM;SG
stanna	stopp	stanna	stopp	V;IMP;FIN;ACT	N;INDF;NEUT;SG
stanna	opphold	stanna	opphold	V;IMP;FIN;ACT	ADJ;INDF;NEUT;SG
stanna	stay	stanna	stay	V;IMP;FIN;ACT	N
rena	rens	rena	reins	ADJ;NOM;PL	N;INDF;MASC;SG
rena	rein	rena	rein	ADJ;NOM;PL	N;INDF;MASC;SG
rena	reint	rena	rein	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
rena	ren	rena	ren	ADJ;NOM;PL	N;INDF;MASC;SG
rena	rydde	rena	rydde	ADJ;NOM;PL	V;NFIN
rena	rent	rena	rent	ADJ;NOM;PL	N;INDF;MASC;SG
rena	pur	rena	pur	ADJ;NOM;PL	N;INDF;MASC;SG
rena	ren	rena	ren	ADJ;NOM;PL	N;INDF;MASC;SG
rena	rent	rena	rent	ADJ;NOM;PL	N;INDF;MASC;SG
rena	pure	rena	pure	ADJ;NOM;PL	N
shaw	shaw	shaw	shaw	PROPN;NOM	N;INDF;MASC;SG
troligtvis	trolig	troligtvis	trolig	ADV	ADJ;INDF;NEUT;SG
troligtvis	sikkert	troligtvis	sikker	ADV	ADJ;INDF;NEUT;SG
troligtvis	antakelig	troligtvis	antakelig	ADV	N;INDF;MASC;SG
troligtvis	antagelig	troligtvis	antagelig	ADV	ADJ;INDF;NEUT;SG
troligtvis	sannsynlig	troligtvis	sannsynlig	ADV	ADJ;INDF;NEUT;SG
troligtvis	trolig	troligtvis	trolig	ADV	ADJ;INDF;NEUT;SG
behöll	oppbevart	behålla	oppbevare	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
behöll	holdt	behålla	hold	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
behöll	beholdt	behålla	behold	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
köln	köln	köln	köln	PROPN;NOM	N
köln	parfyme	köln	parfyme	PROPN;NOM	N;INDF;MASC;SG
bildad	utdannede	bilda	utdannede	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
bildad	utdannet	bilda	utdann	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;NEUT;SG
carlyle	carlyle	carlyle	carlyle	PROPN;NOM	N;INDF;MASC;SG
ken	ken	ken	ken	PROPN;NOM	N;INDF;MASC;SG
matematiker	matematiker	matematik	matematike	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
matematiker	matematikere	matematik	matematikere	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
cornelis	cornelis	cornelis	cornelis	PROPN;NOM	N;INDF;MASC;SG
hanna	hannah	hanna	hannah	PROPN;NOM	N;INDF;FEM;SG
hanna	hanna	hanna	hanne	PROPN;NOM	N;DEF;FEM;SG
fiender	fiende	fiende	fiende	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
fiender	fiender	fiende	fiende	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
ingvar	ingvar	ingvar	ingvar	PROPN;NOM	N;INDF;MASC;SG
tydlig	tøm	tydlig	tøm	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
rafael	raphael	rafael	raphael	PROPN;NOM	N;INDF;MASC;SG
rafael	rafael	rafael	rafael	PROPN;NOM	N;INDF;MASC;SG
rafael	rafael	rafael	rafael	PROPN;NOM	N;INDF;MASC;SG
deutsche	deutsche	deutsche	deutsche	PROPN;NOM	N
global	global	global	global	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
global	globalt	global	global	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
petrus	petrus	petrus	petrus	PROPN;NOM	N;INDF;MASC;SG
petrus	peter	petrus	peter	PROPN;NOM	N;INDF;MASC;SG
rune	rune	rune	rune	PROPN;NOM	N;MASC
följt	skygget	följa	skygg	V;V.CVB;ACT	N;DEF;NEUT;SG
följt	fulgt	följa	følgje	V;V.CVB;ACT	ADJ;INDF;NEUT;SG;V.PTCP
följt	følges	följa	følgje	V;V.CVB;ACT	N;INDF;MASC;SG
kanoner	cannon	kanon	cannon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kanoner	kanon	kanon	kanon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
dream	drømmen	dream	drømme	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
dream	drømme	dream	drømme	N;NOM;INDF;MASC+FEM;SG	V;IMP;NFIN
edition	utgaven	edition	utgav	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
språken	språk	språk	språk	N;NOM;DEF;NEUT;PL	N;INDF;NEUT;SG
neutral	nøytrale	neutral	nøytral	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
positiv	positive	positiv	positiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
positiva	positivt	positiv	positiv	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
positiva	positiv	positiv	positiv	ADJ;NOM;PL	ADJ;INDF;SG
succé	vellykket	succé	vellykk	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
succé	suksessen	succé	suksess	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
uppdaterad	oppdaterte	uppdaterad	oppdatere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PL;V.PTCP
ocampo	ocampo	ocampo	ocampo	NUM;NOM	N;INDF;MASC;SG
mason	mason	mason	mason	PROPN;NOM	N;INDF;MASC;SG
kommissionen	commission	kommission	commission	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kommissionen	provisjon	kommission	provisjon	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kommissionen	kommisjon	kommission	kommisjon	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ungar	kids	unge	kids	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
ungar	kidsa	unge	kidse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
ungar	unger	unge	unger	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
rörelser	bevegelser	rörelse	bevegelser	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
rörelser	bevegelse	rörelse	bevegelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
rörelser	movement	rörelse	movement	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
uppnå	oppnår	uppnå	oppnå	V;IMP;FIN;ACT	V;IND;PRS;FIN
uppnå	oppnår	uppnå	oppnå	V;IMP;FIN;ACT	V;IND;PRS;FIN
maculata	maculata	maculat	maculat	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;PL
vilar	hviler	vila	hvile	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
vilar	hvilte	vila	hvile	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
hittade	funnet	hitta	finne	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
hittade	funne	hitta	finne	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
agent	agenten	agent	agent	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fifa	fifa	fifa	fif	PROPN;NOM	N;INDF;NEUT;SG
emery	emery	emery	emery	PROPN;NOM	N;INDF;MASC;SG
åka	skate	åka	skate	V;IMP;FIN;ACT	N;INDF;MASC;SG
åka	skøyte	åka	skøyte	V;IMP;FIN;ACT	N;INDF;NEUT;SG
starkare	sterkere	stark	sterkere	ADJ;NOM;CMPR	V;NFIN
omgångar	salver	omgång	salver	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
kazakstan	kasakhstan	kamakstad	kasakhstan	PROPN;NOM	N;INDF;MASC;SG
utgåva	utgaven	utgåva	utgav	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
studie	studere	studium	studere	N;NOM;INDF;MASC+FEM;SG	V;NFIN
vinnaren	vinner	vinnar	vinne	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
förändring	endre	förändring	endre	N;NOM;INDF;MASC+FEM;SG	V;NFIN
arméns	hæren	arm	hær	N;GEN;INDF;MASC+FEM;SG	N;DEF;MASC;SG
joensuu	joensuu	joensuu	joensuu	PROPN;NOM	N;INDF;MASC;SG
dikt	dikt	dikt	dikt	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;PL
dikt	diktet	dikt	dikt	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
bonde	farmer	bonde	farm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
foundation	stiftelsen	foundation	stiftelse	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
existerar	finnes	existera	finnan	V;IND;PRS;FIN;ACT	
existerar	eksistere	existera	eksistere	V;IND;PRS;FIN;ACT	V;IMP;NFIN
existerar	finnes	existera	finnan	V;IND;PRS;FIN;ACT	
beräknas	beregnes	beräkna	beregnes	V;IND;PRS;FIN;PASS	N;INDF;MASC;SG
beräknas	kalkulert	beräkna	kalkulere	V;IND;PRS;FIN;PASS	ADJ;INDF;SG;V.PTCP
antagligen	trolig	antagligen	trolig	ADV	ADJ;INDF;NEUT;SG
antagligen	sikkert	antagligen	sikker	ADV	ADJ;INDF;NEUT;SG
antagligen	antakelig	antagligen	antakelig	ADV	N;INDF;MASC;SG
antagligen	antagelig	antagligen	antagelig	ADV	ADJ;INDF;NEUT;SG
rösta	avstemning	rösta	avstemning	V;IMP;FIN;ACT	N;INDF;FEM;SG
rösta	stemme	rösta	stemme	V;IMP;FIN;ACT	N;INDF;FEM;SG
rösta	stem	rösta	stem	V;IMP;FIN;ACT	N;INDF;MASC;SG
stenar	stones	sten	stone	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
stenar	bergart	sten	bergar	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
stenar	rocks	sten	rocks	N;NOM;INDF;MASC+FEM;PL	N;INDF;SG
graubünden	graubünden	graubnnd	graubinde	PROPN;NOM	N;DEF;MASC;SG
dåliga	vond	dålig	vond	ADJ;NOM;PL	ADJ;INDF;SG
dåliga	dårlig	dålig	dårlig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
dåliga	ille	dålig	ille	ADJ;NOM;PL	ADV
dåliga	slem	dålig	slem	ADJ;NOM;PL	N;INDF;MASC;SG
hantera	administrering	hantera	administrering	V;IMP;FIN;ACT	N;INDF;FEM;SG
hantera	administrerende	hantera	administrerende	V;IMP;FIN;ACT	ADJ;PL
hantera	håndtak	hantera	håndtak	V;IMP;FIN;ACT	N;INDF;NEUT;SG
vila	vila	vila	vilje	V;IMP;FIN;ACT	PROPN
vila	hvil	vila	hvil	V;IMP;FIN;ACT	N;INDF;MASC;SG
vila	rest	vila	rest	V;IMP;FIN;ACT	N;INDF;MASC;SG
vila	hvile	vila	hvile	V;IMP;FIN;ACT	N;INDF;MASC;SG
fenomen	fenomener	fenom	fenomen	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
fenomen	fenomenet	fenom	fenomen	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
pågår	pågående	pågå	pågående	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
pågår	kontinuerlig	pågå	kontinuerlig	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
rik	rike	rik	rik	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
rik	rich	rik	rich	ADJ;NOM;INDF;MASC+FEM;SG	N
girault	girault	girault	giraul	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
vilda	wild	vilja	wild	ADJ;NOM;PL	N;INDF;MASC;SG
vilda	vill	vilja	vill	ADJ;NOM;PL	ADJ;INDF;SG
vilda	vilt	vilja	vilt	ADJ;NOM;PL	N;INDF;NEUT;SG
vilda	savage	vilja	savage	ADJ;NOM;PL	N;INDF;MASC;SG
vilda	villmann	vilja	villmann	ADJ;NOM;PL	N;INDF;MASC;SG
passar	sprek	passa	sprek	V;IND;PRS;FIN;ACT	ADJ;INDF;SG
passar	fit	passa	fit	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
passar	drakter	passa	drakt	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
passar	dresser	passa	dresse	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
utställning	utstillingen	utställning	utstilling	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
utställning	utstillingen	utställning	utstilling	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
representant	representativt	representant	representativ	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
definieras	definerte	definiera	definere	V;IND;PRS;FIN;PASS	ADJ;PL;V.PTCP
definieras	definert	definiera	definere	V;IND;PRS;FIN;PASS	ADJ;INDF;SG;V.PTCP
pågående	pågår	pågående	pågå	ADJ;NOM;PRS;V.PTCP	V;IND;PRS;FIN
pågående	pågående	pågående	pågående	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
pågående	kontinuerlig	pågående	kontinuerlig	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
främmande	alien	främmande	ali	ADJ;NOM	N;INDF;MASC;SG
främmande	romvesen	främmande	romvesen	ADJ;NOM	N;INDF;NEUT;SG
edwin	edwin	edwin	edwin	PROPN;NOM	N;INDF;MASC;SG
sol	solar	sol	sol	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
relationer	relasjoner	relation	relasjon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
relationer	forhold	relation	forhold	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
relationer	relasjoner	relation	relasjon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
lucien	lucien	lucien	lucie	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
östersund	östersund	östersund	östersund	PROPN;NOM	N;INDF;MASC;SG
händelse	hendelsen	händelse	hendels	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
händelse	arrangementet	händelse	arrangement	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
viii	viii	viii	viii	PROPN;NOM	N;INDF
bollnäs	bollnäs	bollnäs	bollnäs	PROPN;NOM	N
rangers	rangere	rang	rangere	N;GEN;INDF;MASC+FEM;SG	V;NFIN
helge	helge	helge	helge	PROPN;NOM	N;INDF;MASC;SG
universum	universet	universum	univers	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
lorenzo	lorenzo	lorenzo	lorenzo	PROPN;NOM	N;DEF;MASC;SG
skickade	sendt	skicka	sende	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
steven	steven	stev	steve	PROPN;NOM	N;DEF;MASC;SG
slutspel	sluttspillet	slutspel	sluttspille	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
tillgängliga	tilgjengeleg	tillgänglig	tilgjengeleg	ADJ;NOM;PL	ADJ;INDF;SG
tillgängliga	ledig	tillgänglig	ledig	ADJ;NOM;PL	ADJ;INDF;SG
tillgängliga	tilgjengelig	tillgänglig	tilgjengelig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
beatles	beatles	beatla	beatles	PROPN;NOM	N;INDF;MASC;SG
aktiviteter	aktivitetene	aktivitet	aktivitet	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
institutionen	institusjon	institution	institusjon	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
fabriken	fabrikk	fabrik	fabrikk	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
bidra	bidrar	bidra	bidrar	V;IMP;FIN;ACT	V;IND;PRS;FIN
bidra	bidrar	bidra	bidrar	V;IMP;FIN;ACT	V;IND;PRS;FIN
värd	vert	värd	verte	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
värd	arrangør	värd	arrangør	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
värd	worth	värd	worth	ADJ;NOM;INDF;MASC+FEM;SG	N
värd	verd	värd	verd	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
värd	vertskapet	värd	vertskap	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
värd	arrangør	värd	arrangør	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
värd	vert	värd	verte	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
värd	vertskap	värd	vertskap	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
take	tar	take	ta	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
take	ta	take	ta	N;NOM;INDF;MASC+FEM;SG	V;IMP;FIN
läkemedel	medisin	läkemedel	medisin	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
läkemedel	medisiner	läkemedel	medisin	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
läkemedel	stoff	läkemedel	stoff	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
läkemedel	dop	läkemedel	dop	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
läkemedel	narkotika	läkemedel	narkotika	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
läkemedel	narko	läkemedel	narko	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
block	blokkeringer	block	blokkeringe	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
block	kvartaler	block	kvartale	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
block	blokker	block	blokke	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
block	blokkere	block	blokkere	N;NOM;INDF;NEUT;SG	V;NFIN
gammalt	old	gammal	old	ADJ;NOM;INDF;NEUT;SG	
gammalt	gammel	gammal	gammel	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
gammalt	gamle	gammal	gammal	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
salu	salgs	salu	salgs	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
salu	salg	salu	salg	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
norrtälje	norrtälje	norrtälje	norrtälje	PROPN;NOM	N;INDF;MASC;SG
brant	brant	brant	bran	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
brant	bratte	brant	bratt	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
ludvika	ludvika	ludvika	ludvike	PROPN;NOM	N;INDF;MASC;SG
santos	santos	santos	santos	PROPN;NOM	N;INDF;MASC;SG
försäljning	salget	försäljning	salg	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
indisk	indianer	indisk	indianer	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
indisk	inder	indisk	inder	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
indisk	indisk	indisk	indisk	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
undervisning	underviser	undervisning	undervise	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
undervisning	lærer	undervisning	lære	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
stödja	støtter	stödja	støtte	V;IMP;FIN;ACT	V;IND;PRS;FIN
stödja	støtte	stödja	støtte	V;IMP;FIN;ACT	N;INDF;FEM;SG
stödja	støtter	stödja	støtte	V;IMP;FIN;ACT	V;IND;PRS;FIN
stödja	støtte	stödja	støtte	V;IMP;FIN;ACT	N;INDF;FEM;SG
stödja	brukerstøtte	stödja	brukerstøtte	V;IMP;FIN;ACT	N;INDF;FEM;SG
stödja	support	stödja	support	V;IMP;FIN;ACT	N;INDF;MASC;SG
kartor	kart	karta	kart	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
basket	basket	bask	baske	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
eleonora	eleonora	eleonora	eleonor	PROPN;NOM	N;INDF;MASC;SG
warner	advarer	warner	advare	PROPN;NOM	V;IND;PRS;FIN
warner	warner	warner	warner	PROPN;NOM	N;INDF;MASC;SG
xinjiang	xinjiang	xinjiang	xinjiang	PROPN;NOM	N;INDF;MASC;SG
lind	lind	lind	lind	PROPN;NOM	PROPN
rådgivare	rådgiver	rådgivare	rådgive	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
rådgivare	rådgiver	rådgivare	rådgive	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
rådgivare	rådgivere	rådgivare	rådgivere	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
rådgivare	rådgiver	rådgivare	rådgive	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
stoppa	stopper	stoppa	stoppe	V;IMP;FIN;ACT	N;INDF;FEM;PL
stoppa	stanser	stoppa	stanse	V;IMP;FIN;ACT	N;INDF;MASC;PL
stoppa	stopp	stoppa	stopp	V;IMP;FIN;ACT	N;INDF;NEUT;SG
robertson	robertson	robertson	robertson	PROPN;NOM	N;INDF;MASC;SG
congress	kongressen	congress	kongress	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
martins	martins	marti	martins	PROPN;GEN	N;INDF;MASC;SG
professionella	profesjonell	professionell	profesjonell	ADJ;NOM;PL	ADJ;INDF;SG
professionella	fagfolk	professionell	fagfolk	ADJ;NOM;PL	N;INDF;NEUT;PL
professionella	proffer	professionell	proffer	ADJ;NOM;PL	N;INDF;MASC;SG
verkligheten	realitet	verklighet	realitet	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
verkligheten	reality	verklighet	reality	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
verkligheten	virkelighet	verklighet	virkelighet	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
vinster	gevinsten	vinst	gevinst	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
vinster	gevinster	vinst	gevinster	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
vinster	vinner	vinst	vinne	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
vinster	seiere	vinst	seiere	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
vinster	fortjeneste	vinst	fortjeneste	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
vinster	profitt	vinst	profitt	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
leddes	ledet	leda	lede	V;IND;PST;FIN;PASS	N;DEF;NEUT;SG
leddes	led	leda	led	V;IND;PST;FIN;PASS	N;INDF;MASC;SG
leddes	ført	leda	føre	V;IND;PST;FIN;PASS	ADJ;INDF;NEUT;SG;V.PTCP
valt	utvalgte	välja	utvalg	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PL
patrik	patrik	patrik	patrik	PROPN;NOM	N;INDF;MASC;SG
patrik	patrick	patrik	patrick	PROPN;NOM	N;INDF;MASC;SG
stranden	beach	strand	beach	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
stranden	strand	strand	strand	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
försvara	forsvarer	försvara	forsvare	V;IMP;NFIN;ACT	V;IND;PRS;FIN
