que	że	que	że	PRO;MASC;SG	PART
bros	bracia	bro	brat	N;MASC;SG	N;NOM;MASC;PL
bros	bros	bro	bros	N;MASC;SG	
preocupação	troski	preocupação	troski	N;FEM;SG	
preocupação	dotyczą	preocupação	dotyczyć	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
estreito	cieśniny	estreito	cieśniny	N;MASC;SG	
estreito	wąski	estreito	wąsk	N;MASC;SG	ADJ;NOM;MASC;SG
estreito	wąskie	estreito	wąsk	N;MASC;SG	ADJ;NOM;NEUT;SG
conversa	rozmowy	conversa	rozmowa	N;FEM;SG	N;ACC;FEM;PL
conversa	mówić	conversa	mówić	N;FEM;SG	V;IPFV;NFIN;ACT
conversa	czat	conversa	czat	N;FEM;SG	
freire	freire	freire	freir	N;MASC;SG	PROPN;NOM;MASC;SG
conquistas	osiągnięcia	conquista	osiągnięcie	N;FEM;PL	N;NOM;NEUT;SG
ameaçada	zagrożona	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ameaçada	zagrożony	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ameaçada	zagrożonych	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
ameaçada	zagrożone	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ameaçada	zagrożony	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ameaçada	zagrożona	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ameaçada	zagrożone	ameaçar	zagrożyć	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
canta	sing	canta	singa	V;IND;SG;3;PRS;FIN	
canta	śpiewaj	canta	śpiewać	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
morreram	zmarł	morrer	zemrzeć	V;IND;PL;3;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
entrevistas	przesłuchania	entrevista	przesłuchanie	N;FEM;PL	N;NOM;NEUT;SG
morgan	morgan	morgan	morgan	N;MASC;SG	
sacerdote	księża	sacerdote	ksiądz	N;MASC;SG	N;NOM;MASC;PL
vender	sprzedawanie	vender	sprzedawać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vender	sprzedaży	vender	sprzedaż	V;NFIN	
vender	sprzedaż	vender	sprzedaż	V;NFIN	
essencial	zasadnicze	essencial	zasadniczy	ADJ;MASC;SG	
essencial	essentials	essencial	essentials	ADJ;MASC;SG	
típico	typowo	típico	typowo	ADJ;MASC;SG	
vidro	szklana	vidro	szklany	N;MASC;SG	ADJ;NOM;FEM;SG
mega	mega	megar	megać	N;MASC;SG	
disputas	kłótnie	disputa	kłótnie	N;FEM;PL	N;NOM;NEUT;SG
disputas	sporów	disputa	spór	N;FEM;PL	
disputas	spory	disputa	spór	N;FEM;PL	
alagoas	alagoas	alagoa	alagoas	N;MASC;SG	
voluntários	ochotnika	voluntário	ochotnik	N;MASC;PL	N;ACC;MASC;SG
voluntários	wolontariat	voluntário	wolontariat	N;MASC;PL	N;NOM;MASC;SG
positiva	dodatni	positivo	dodatnić	ADJ;FEM;SG	
positiva	pozytywnie	positivo	pozytywnie	ADJ;FEM;SG	ADV
pensa	pomyśl	pensar	pomyśleć	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
pensa	myśl	pensar	myśleć	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
conquistando	zdobywanie	conquistar	zdobywać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
cita	cites	citar	cites	V;IND;SG;3;PRS;FIN	
aparelho	urządzenia	aparelho	urządzenie	N;MASC;SG	N;NOM;NEUT;PL
earth	earth	earth	earth	N;MASC;SG	
usina	roślin	usina	roślina	N;FEM;SG	
usina	rośliny	usina	roślina	N;FEM;SG	N;ACC;FEM;PL
carter	carter	carter	carter	N;MASC;SG	
menção	wspomnieć	menção	wspomnieć	N;FEM;SG	V;PFV;NFIN;ACT
gregório	grzegorz	gregório	grzegorz	N;MASC;SG	PROPN;NOM;MASC;SG
específicas	szczególne	específico	szczególny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
específicas	konkretne	específico	konkretny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
específicas	specyficzne	específico	specyficzny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
genética	genetyczna	genético	genetyczny	N;FEM;SG	ADJ;NOM;FEM;SG
genética	genetyczny	genético	genetyczny	N;FEM;SG	ADJ;NOM;MASC;SG
genética	genetyczne	genético	genetyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
genética	geny	genético	gena	N;FEM;SG	N;NOM;MASC;PL
genética	geny	genético	gena	N;FEM;SG	N;NOM;MASC;PL
declínio	odrzucić	declínio	odrzucić	N;MASC;SG	V;PFV;NFIN;ACT
camadas	warstw	camada	warstwo	N;FEM;PL	
camadas	warstwowe	camada	warstwowy	N;FEM;PL	ADJ;NOM;NEUT;SG
rangers	rangers	ranger	rangers	N;MASC;PL	
battle	bitwa	battle	bitwo	N;MASC;SG	
battle	battle	battle	battla	N;MASC;SG	
battle	bitwie	battle	bitwo	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
battle	bitwy	battle	bitwa	N;MASC;SG	
rumo	kierunek	rumo	kierunek	ADV	N;NOM;MASC;SG
camargo	camargo	camargo	camargo	N;MASC;SG	
válida	ważność	válido	ważność	ADJ;FEM;SG	N;ACC;FEM;SG
relativa	względne	relativo	względny	N;FEM;SG	ADJ;NOM;NEUT;SG
relativa	krewni	relativo	krewnić	N;FEM;SG	N;NOM;MASC;PL
relativa	względna	relativo	względny	N;FEM;SG	ADJ;NOM;FEM;SG
esperado	oczekiwane	esperar	oczekiwać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
esperado	spodziewane	esperar	spodziewać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
esperado	oczekiwany	esperar	oczekiwać	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
europeias	europejska	europeia	europejski	N;FEM;PL	ADJ;NOM;FEM;SG
europeias	europejski	europeia	europejski	N;FEM;PL	ADJ;NOM;MASC;SG
europeias	europejskiej	europeia	europejski	N;FEM;PL	ADJ;GEN;FEM;SG
europeias	europejskie	europeia	europejski	N;FEM;PL	ADJ;NOM;NEUT;SG
europeias	european	europeia	european	N;FEM;PL	
basquetebol	koszykówki	basquetebol	koszykówka	N;MASC;SG	N;NOM;FEM;PL
basquetebol	kosza	basquetebol	kosza	N;MASC;SG	
surpresa	zaskoczeni	surpresa	zaskoczyć	N;FEM;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
surpresa	zaskoczony	surpresa	zaskoczyć	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
surpresa	zdziwiony	surpresa	zdziwiony	N;FEM;SG	ADJ;NOM;MASC;SG
surpresa	zaskoczona	surpresa	zaskoczyć	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
quintal	yard	quintal	yard	N;MASC;SG	
quintal	stocznia	quintal	stocznia	N;MASC;SG	
kid	kid	kid	kid	N;MASC;SG	
herbert	herbert	herbert	herbert	N;MASC;SG	PROPN;NOM;MASC;SG
moedas	walut	moeda	walut	N;FEM;PL	V;IPFV;IND;SG;2;FIN;ACT
moedas	moneta	moeda	moneta	N;FEM;PL	N;NOM;FEM;SG
cantando	śpiewanie	cantar	śpiewać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
cantando	śpiew	cantar	śpiew	V;V.MSDR	N;NOM;MASC;SG
jurídica	legalnie	jurídico	legalnie	N;FEM;SG	ADV
jurídica	prawny	jurídico	prawny	N;FEM;SG	ADJ;NOM;MASC;SG
jurídica	prawne	jurídico	prawny	N;FEM;SG	ADJ;NOM;NEUT;SG
jurídica	legalne	jurídico	legalny	N;FEM;SG	ADJ;NOM;NEUT;SG
vagas	niejasne	vaga	niejasny	N;FEM;PL	
radical	radykalnie	radical	radykalnie	ADJ;MASC;SG	ADV
roy	roy	roy	roy	N;MASC;SG	PROPN;NOM;MASC;SG
continuaram	kontynuacja	continuar	kontynuacja	V;IND;PL;3;FIN	N;NOM;FEM;SG
continuaram	kontynuował	continuar	kontynuować	V;IND;PL;3;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
continuaram	dalszy	continuar	daleki	V;IND;PL;3;FIN	ADJ;NOM;CMPR;MASC;SG
inteligente	sprytnie	inteligente	sprytnie	ADJ;MASC;SG	ADV
inteligente	mądry	inteligente	mądry	ADJ;MASC;SG	N;NOM;MASC;SG
inteligente	mądrze	inteligente	mądrze	ADJ;MASC;SG	
inteligente	mądra	inteligente	mądry	ADJ;MASC;SG	N;NOM;FEM;SG
inteligente	smart	inteligente	smart	ADJ;MASC;SG	
beatriz	beatrice	beatriz	beatrica	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
beatriz	beatrix	beatriz	beatrix	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
futura	przyszł	futuro	przyjść	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
relógio	obserwuj	relógio	obserwować	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
monstro	monster	monstro	monster	N;MASC;SG	
monstro	potwory	monstro	potwór	N;MASC;SG	N;NOM;MASC;PL
macedo	macedo	macedo	macedo	N;MASC;SG	
law	prawa	law	prawo	N;MASC;SG	
jonas	jonas	jona	jonas	N;MASC;SG	PROPN;NOM;MASC;SG
jonas	jonah	jona	jonah	N;MASC;SG	PROPN;NOM;MASC;SG
dean	dean	dean	dean	PROPN;MASC;SG	PROPN;NOM;MASC;SG
dean	dziekan	dean	dziekany	PROPN;MASC;SG	N;NOM;MASC;SG
secreta	secret	secreto	secret	N;FEM;SG	
secreta	tajne	secreto	tajny	N;FEM;SG	
armando	armando	armar	armando	V;V.MSDR	PROPN;NOM;MASC;SG
entraram	wprowadzone	entrar	wprowadzić	V;IND;PL;3;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
entraram	wpisane	entrar	wpisać	V;IND;PL;3;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
entraram	wprowadzony	entrar	wprowadzić	V;IND;PL;3;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
phil	phil	phil	phil	N;MASC;SG	PROPN;NOM;MASC;SG
pernas	nóżki	perna	nóżka	N;FEM;PL	
pernas	nóg	perna	noga	N;FEM;PL	
three	trzy	three	trzy	N;MASC;SG	NUM;ACC;MASC;PL
fome	głodni	fome	głodnić	N;FEM;SG	ADJ;NOM;MASC;PL
fome	głodna	fome	głodny	N;FEM;SG	ADJ;NOM;FEM;SG
fome	głodny	fome	głodny	N;FEM;SG	ADJ;NOM;MASC;SG
larry	larry	larry	larry	N;MASC;SG	PROPN;NOM;MASC;SG
desenvolvidos	rozwijane	desenvolver	rozwijać	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvidos	rozwiniętych	desenvolver	rozwinąć	V;MASC;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
desenvolvidos	opracowane	desenvolver	opracować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvidos	rozwinięte	desenvolver	rozwinąć	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
desenvolvidos	opracowany	desenvolver	opracować	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
auxílio	pomoc	auxílio	pomoc	N;MASC;SG	V;IPFV;IND;SG;2;FIN;ACT
pura	czysta	puro	czysty	ADJ;FEM;SG	
introduzido	wprowadzone	introduzir	wprowadzić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
introduzido	wprowadzony	introduzir	wprowadzić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
introduzido	wprowadzona	introduzir	wprowadzić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
chuvas	rains	chuva	rains	N;FEM;PL	
concedido	udzielone	conceder	udzielić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedido	przyznana	conceder	przyznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
concedido	przyznane	conceder	przyznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedido	przyznany	conceder	przyznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
concedido	udzielone	conceder	udzielić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedido	przyznana	conceder	przyznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
concedido	przyznane	conceder	przyznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
concedido	przyznany	conceder	przyznać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
arcos	łuk	arco	łuk	N;MASC;PL	N;NOM;MASC;SG
arcos	arch	arco	arch	N;MASC;PL	
arcos	arcs	arco	arcs	N;MASC;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
amplo	szeroko	amplo	szeroko	ADJ;MASC;SG	ADV
veiga	veiga	veiga	veiga	N;MASC;SG	
usp	usp	usp	uspa	N;FEM;SG	
milhas	miles	milha	miles	N;FEM;PL	
milhas	mile	milha	mile	N;FEM;PL	
milhas	mil	milha	milć	N;FEM;PL	
baptista	baptystów	baptista	baptysta	N;MASC;SG	N;GEN;MASC;PL
ativos	aktywne	ativo	aktywny	N;MASC;PL	ADJ;NOM;NEUT;SG
ativos	aktywna	ativo	aktywny	N;MASC;PL	ADJ;NOM;FEM;SG
ativos	aktywni	ativo	aktywny	N;MASC;PL	ADJ;NOM;MASC;PL
ativos	aktywny	ativo	aktywny	N;MASC;PL	ADJ;NOM;MASC;SG
ativos	czynne	ativo	czynny	N;MASC;PL	ADJ;NOM;NEUT;SG
ativos	majątek	ativo	majątek	N;MASC;PL	N;ACC;MASC;SG
bernard	bernard	bernard	bernard	N;MASC;SG	PROPN;NOM;MASC;SG
festivais	festiwale	festival	festiwal	N;MASC;PL	N;NOM;MASC;SG
aumentou	zwiększone	aumentar	zwiększyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aumentou	zwiększona	aumentar	zwiększyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
aumentou	zwiększony	aumentar	zwiększyć	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
aumentou	zwiększenie	aumentar	zwiększyć	V;IND;SG;3;PST;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
wars	wojen	war	wojen	N;MASC;SG	
ken	ken	ken	ken	N;MASC;SG	
ken	kena	ken	kena	N;MASC;SG	
êxito	sukcesów	êxito	sukces	N;MASC;SG	N;GEN;MASC;PL
êxito	sukcesy	êxito	sukces	N;MASC;SG	N;NOM;MASC;PL
vladimir	vladimir	vladimir	vladimir	N;MASC;SG	PROPN;NOM;MASC;SG
martinho	marcin	martinho	marcin	N;MASC;SG	PROPN;NOM;MASC;SG
martinho	martin	martinho	martin	N;MASC;SG	PROPN;NOM;MASC;SG
tráfego	korki	tráfego	korka	N;MASC;SG	N;NOM;MASC;PL
anglo	anglo	anglo	anglo	N;MASC;SG	
parâmetros	parametr	parâmetro	parametr	N;MASC;PL	N;NOM;MASC;SG
quilómetros	miles	quilómetro	miles	N;MASC;PL	
quilómetros	mile	quilómetro	mile	N;MASC;PL	
quilómetros	mil	quilómetro	milć	N;MASC;PL	
residências	rezydencja	residência	rezydencja	N;FEM;PL	N;NOM;FEM;SG
numerosos	liczne	numeroso	liczny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
official	oficjalne	official	oficjalny	N;MASC;SG	ADJ;NOM;NEUT;SG
official	oficjalna	official	oficjalny	N;MASC;SG	ADJ;NOM;FEM;SG
official	urzędowym	official	urzędowy	N;MASC;SG	ADJ;INS;MASC;SG
official	oficjalnie	official	oficjalnie	N;MASC;SG	ADV
official	oficjalny	official	oficjalny	N;MASC;SG	ADJ;NOM;MASC;SG
milho	kukurydzy	milho	kukuryd	N;MASC;SG	
milho	kukurydzy	milho	kukuryd	N;MASC;SG	
agostinho	augustine	agostinho	augustiny	N;MASC;SG	
intérprete	tłumacz	intérprete	tłumacz	N;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
intérprete	tłumacza	intérprete	tłumacz	N;MASC;SG	
prado	prado	prado	prado	N;MASC;SG	PROPN;NOM;MASC;SG
prado	meadow	prado	meadow	N;MASC;SG	
proteínas	białko	proteína	białko	N;FEM;PL	
proteínas	białka	proteína	białko	N;FEM;PL	N;ACC;NEUT;SG
proteínas	białek	proteína	białek	N;FEM;PL	
proteínas	białka	proteína	białko	N;FEM;PL	N;ACC;NEUT;SG
getúlio	getúlio	getúlio	getúlio	N;MASC;SG	
massacre	masakra	massacre	masakier	N;MASC;SG	
massacre	rzeź	massacre	rzeź	N;MASC;SG	
romances	powieści	romance	powieść	N;MASC;PL	N;GEN;FEM;SG
atlanta	atlanty	atlantar	atlant	N;MASC;SG	
bond	bond	bond	bond	N;MASC;SG	
apple	apple	applar	appo	N;FEM;SG	
apple	jabłka	applar	jabłka	N;FEM;SG	N;NOM;NEUT;PL
internas	wewnętrzny	interno	wewnętrzny	N;FEM;PL	ADJ;NOM;MASC;SG
internas	wewnętrznego	interno	wewnętrzny	N;FEM;PL	ADJ;ACC;MASC;SG
internas	wewnętrzne	interno	wewnętrzny	N;FEM;PL	ADJ;NOM;NEUT;SG
internas	wewnętrzna	interno	wewnętrzny	N;FEM;PL	ADJ;NOM;FEM;SG
fortuna	fortuna	fortuna	fortuny	N;FEM;SG	
fortuna	fortuna	fortuna	fortuny	N;FEM;SG	
fortuna	fortuny	fortuna	fortuna	N;FEM;SG	
janela	okna	janela	okno	N;FEM;SG	N;NOM;NEUT;PL
janela	window	janela	window	N;FEM;SG	
profunda	głęboko	profundo	głęboko	ADJ;FEM;SG	ADV
profunda	deep	profundo	deep	ADJ;FEM;SG	
sonic	sonic	sonic	sonica	N;MASC;SG	
sonic	dźwiękowy	sonic	dźwiękowy	N;MASC;SG	ADJ;NOM;MASC;SG
industriais	przemysłowy	industrial	przemysłowy	N;MASC;PL	ADJ;NOM;MASC;SG
industriais	przemysł	industrial	przemysł	N;MASC;PL	N;NOM;MASC;SG
industriais	przemysłowych	industrial	przemysłowy	N;MASC;PL	ADJ;GEN;MASC;PL
industriais	przemysłowe	industrial	przemysłowy	N;MASC;PL	ADJ;NOM;NEUT;SG
industriais	rączką	industrial	rączka	N;MASC;PL	N;INS;FEM;SG
caracteres	postaci	caracter	postać	N;MASC;PL	
caracteres	postać	caracter	postać	N;MASC;PL	N;NOM;FEM;SG
blood	krwi	blood	krew	N;MASC;SG	
blood	blood	blood	blood	N;MASC;SG	
menezes	menezes	menezes	menezes	N;MASC;SG	
captura	połów	captura	połów	N;FEM;SG	
captura	złap	captura	złap	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
captura	złapać	captura	złapać	N;FEM;SG	V;PFV;NFIN;ACT
captura	łap	captura	łap	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
captura	schwytać	captura	schwytać	N;FEM;SG	V;PFV;NFIN;ACT
captura	uchwycić	captura	uchwycić	N;FEM;SG	V;PFV;NFIN;ACT
captura	oddaje	captura	oddawać	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
captura	ujmuje	captura	ujmowa	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
divide	podziały	dividir	podział	V;IND;SG;3;PRS;FIN	N;NOM;MASC;PL
divide	podziel	dividir	podziel	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
divide	dziel	dividir	dziel	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
raw	surowy	raw	surowy	N;MASC;SG	ADJ;NOM;MASC;SG
raw	surowego	raw	surowy	N;MASC;SG	ADJ;ACC;MASC;SG
raw	surowe	raw	surowy	N;MASC;SG	ADJ;NOM;NEUT;SG
raw	surowa	raw	surowy	N;MASC;SG	ADJ;NOM;FEM;SG
nazista	naziści	nazista	naziść	N;MASC;SG	N;NOM;MASC;PL
nazista	nazistowskich	nazista	nazistowski	N;MASC;SG	ADJ;GEN;MASC;PL
adulto	dorośli	adulto	dorosły	N;MASC;SG	V;PFV;MASC;IND;PL;PST;FIN;ACT
adulto	dorosły	adulto	dorosnąć	N;MASC;SG	V;PFV;FEM;IND;PL;PST;FIN;ACT
adulto	dorosłych	adulto	dorosły	N;MASC;SG	ADJ;GEN;MASC;PL
adulto	dorosła	adulto	dorosnąć	N;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
academy	academy	academy	academ	N;MASC;SG	
russos	rosyjski	russo	rosyjski	N;MASC;PL	ADJ;NOM;MASC;SG
russos	rosyjska	russo	rosyjski	N;MASC;PL	ADJ;NOM;FEM;SG
russos	rosyjskie	russo	rosyjski	N;MASC;PL	ADJ;NOM;NEUT;SG
russos	rosjanin	russo	rosjanin	N;MASC;PL	N;NOM;MASC;SG
corrigir	napraw	corrigir	napraw	V;NFIN	
corrigir	poprawna	corrigir	poprawny	V;NFIN	ADJ;NOM;FEM;SG
corrigir	prawidłowo	corrigir	prawidłowo	V;NFIN	ADV
corrigir	poprawny	corrigir	poprawny	V;NFIN	ADJ;NOM;MASC;SG
corrigir	poprawne	corrigir	poprawny	V;NFIN	ADJ;NOM;NEUT;SG
sound	dźwięki	sound	dźwięk	N;MASC;SG	N;NOM;MASC;PL
sound	sound	sound	sounda	N;MASC;SG	
rodas	felgi	roda	felgi	N;FEM;PL	N;NOM;FEM;SG
rodas	koła	roda	koło	N;FEM;PL	N;ACC;NEUT;SG
novelas	powieści	novela	powieść	N;FEM;PL	N;GEN;FEM;SG
reservas	rezerwacji	reserva	rezerwacja	N;FEM;PL	N;GEN;FEM;SG
reservas	rezerwy	reserva	rezerwa	N;FEM;PL	
reservas	rezerw	reserva	rezerw	N;FEM;PL	
reservas	rezerwacja	reserva	rezerwacja	N;FEM;PL	N;NOM;FEM;SG
reservas	rezerwacji	reserva	rezerwacja	N;FEM;PL	N;GEN;FEM;SG
reservas	zastrzeżenie	reserva	zastrzeżenie	N;FEM;PL	N;NOM;NEUT;SG
coral	chóru	coral	chór	N;MASC;SG	
coral	coral	coral	coral	N;MASC;SG	
uai	isu	uair	is	N;MASC;SG	
sente	czuję	sentir	czuć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
juntas	razem	juntas	razem	N;FEM;PL	ADV
juntas	wspólnie	juntas	wspólnie	N;FEM;PL	ADV
isaac	isaac	isaac	isaac	N;MASC;SG	PROPN;NOM;MASC;SG
mauro	mauro	mauro	mauro	N;MASC;SG	PROPN;NOM;MASC;SG
metropolitano	metropolitan	metropolitano	metropolitan	N;MASC;SG	
metropolitano	metro	metropolitano	metro	N;MASC;SG	
guarani	guarani	guarani	guarać	N;MASC;SG	
márcio	márcio	márcio	márcio	N;MASC;SG	
inter	między	inter	między	N;MASC;SG	ADP
fiel	wierny	fiel	wierny	ADJ;MASC;SG	N;NOM;MASC;SG
fiel	lojalni	fiel	lojalnia	ADJ;MASC;SG	N;NOM;MASC;PL
fiel	wierna	fiel	wierny	ADJ;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
fiel	wierny	fiel	wierny	ADJ;MASC;SG	N;NOM;MASC;SG
fiel	wierni	fiel	wierny	ADJ;MASC;SG	N;NOM;MASC;PL
persa	perski	persa	perski	N;MASC;SG	ADJ;NOM;MASC;SG
observações	uwagi	observação	uwaga	N;FEM;PL	N;ACC;FEM;SG
observações	uwagi	observação	uwaga	N;FEM;PL	N;ACC;FEM;SG
observações	uwagi	observação	uwaga	N;FEM;PL	N;ACC;FEM;SG
dirigir	kierowanie	dirigir	kierować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verificação	sprawdzamy	verificação	sprawdzać	N;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
verificação	sprawdzam	verificação	sprawdzać	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
verificação	sprawdź	verificação	sprawdzić	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
verificação	zaznacz	verificação	zaznaczyć	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
parlamentar	parlamentarnej	parlamentar	parlamentarny	N;MASC;SG	ADJ;GEN;FEM;SG
parlamentar	parlamentarne	parlamentar	parlamentarny	N;MASC;SG	ADJ;NOM;NEUT;SG
parlamentar	parlamentarzysty	parlamentar	parlamentarzysta	N;MASC;SG	
bay	zatoki	bay	zatok	N;FEM;SG	
bay	bay	bay	bać	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
resgate	okupu	resgate	okup	N;MASC;SG	
resgate	uratować	resgate	uratować	N;MASC;SG	V;PFV;NFIN;ACT
fátima	fatima	fátima	fatić	N;FEM;SG	PROPN;NOM;FEM;SG
fátima	fátima	fátima	fstimać	N;FEM;SG	
jacob	jakuba	jacob	jakub	N;MASC;SG	
jacob	jakub	jacob	jakub	N;MASC;SG	PROPN;NOM;MASC;SG
propôs	proponowane	propor	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
propôs	proponowana	propor	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
propôs	proponowany	propor	proponować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
representada	reprezentowane	representar	reprezentować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
representada	reprezentowany	representar	reprezentować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
representada	reprezentowana	representar	reprezentować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
vistos	wiz	ver	wiz	V;MASC;PL;V.PTCP	
vistos	wizy	ver	wiza	V;MASC;PL;V.PTCP	
vistos	wizę	ver	wiza	V;MASC;PL;V.PTCP	N;ACC;FEM;SG
vistos	wizy	ver	wiza	V;MASC;PL;V.PTCP	
vistos	visa	ver	visa	V;MASC;PL;V.PTCP	
vistos	wiza	ver	wiza	V;MASC;PL;V.PTCP	N;NOM;FEM;SG
