til	för	til	för	ADV	ADP
jomfru	jungfru	jomfru	jungfru	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
jomfru	mö	jomfru	mö	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
jomfru	jungfru	jomfru	jungfru	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
jomfru	jungfrun	jomfru	jungfru	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
indisk	indiska	indisk	indisk	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
indisk	indisk	indisk	indisk	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
indisk	indiskt	indisk	indisk	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
borgerne	invånare	borger	invånare	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
borgerne	medborgare	borger	medborgare	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
hale	svansen	hale	svans	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hale	hale	hale	hale	N;INDF;MASC+FEM;SG	PROPN;NOM
psykologi	psyket	psykologi	psyke	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
grevinde	contessa	grevinde	contess	N;INDF;MASC+FEM;SG	PROPN;NOM
grevinde	grevinnan	grevinde	grevinna	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
huller	mellanrum	huller	mellanrum	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
huller	hål	huller	hål	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
behandler	behandla	behandle	behandla	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
luis	luis	luis	luis		PROPN;NOM
linda	linda	linda	linda		N;NOM;INDF;MASC+FEM;SG
tilbudt	erbjuds	tilbudt	erbjuda	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
tilbudt	erbjudna	tilbudt	erbjuden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
tilbudt	erbjuden	tilbudt	erbjuden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ophævet	upphävt	ophæve	upphävd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ophævet	upphävd	ophæve	upphävd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
mislykkedes	misslyckades	mislykkes	misslyckad	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
mislykkedes	misslyckad	mislykkes	misslyckad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
palæ	herrgården	palæ	herrgård	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
valencia	valencia	valencia	valencia	PROPN	N;NOM;DEF;MASC+FEM;SG
uenighed	kontroverser	uenighed	kontrovers	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
uenighed	meningsskiljaktigheter	uenighed	meningsskiljaktighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
uenighed	meningsskiljaktigheter	uenighed	meningsskiljaktighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
regeringer	regeringarna	regering	regering	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
rune	rune	rune	rune		PROPN;NOM
homer	homer	homer	homer	N;INDF;MASC+FEM;SG	PROPN;NOM
overbevist	övertygade	overbevise	övertyga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
overbevist	övertygad	overbevise	övertyga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
overbevist	övertygat	overbevise	övertyga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
raymond	raymond	raymond	raymond		PROPN;NOM
skarp	sharp	skarp	sharp	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
skarp	vassa	skarp	vass	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
skarp	skarpa	skarp	skarpa	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
skarp	skarpt	skarp	skarp	ADJ;INDF;MASC+FEM;SG	ADV
felter	fields	felter	field	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
felter	fält	felter	fält	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
felter	fälten	felter	fält	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
besiddelser	innehav	besiddelse	innehav	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
vinkel	vinkeln	vinkel	vinkel	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
vinkel	chevron	vinkel	chevron	N;INDF;MASC+FEM;SG	PROPN;NOM
kobber	koppar	kobber	koppa	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
abc	abc	abc	abc		N;NOM;INDF;NEUT;SG
resultaterne	resultat	resultat	resultat	N;DEF;NEUT;PL	N;NOM;INDF;NEUT;SG
middelalderlige	medeltiden	middelalderlig	medeltid	ADJ;PL	N;NOM;DEF;MASC+FEM;SG
tilbageværende	återstår	tilbageværende	återstå	ADJ	V;IND;PRS;FIN;ACT
tegnefilm	tecknat	tegnefilm	teckna	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tegnefilm	tecknad	tegnefilm	tecknad	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
tegnefilm	tecknade	tegnefilm	teckna	N;INDF;MASC+FEM;PL	ADJ;NOM;PL;PST;V.PTCP
tegnefilm	tecknat	tegnefilm	teckna	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
presley	presley	presley	presley	N;INDF;MASC+FEM;SG	PROPN;NOM
alaska	alaska	alaska	alaska	N;INDF;MASC+FEM;SG	PROPN;NOM
fan	beundrare	fan	beundrare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
mønter	slant	mønt	slan	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
debatten	debattera	debat	debattera	N;DEF;MASC+FEM;SG	V;IMP;FIN;ACT
debatten	debatt	debat	debatt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
pia	pia	pia	pia	PROPN	PROPN;NOM
medlemskab	medlemskapet	medlemskab	medlemskap	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
nederlandsk	holländare	nederlandsk	holländare	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;PL
nederlandsk	holländska	nederlandsk	holländsk	ADJ;INDF;SG	ADJ;NOM;PL
nederlandsk	nederländska	nederlandsk	nederländsk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
kritikere	kritikerna	kritiker	kritiker	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
forhånd	avancera	forhånd	avancera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
forhånd	framåt	forhånd	framåt	N;INDF;MASC+FEM;SG	ADV
afskaffet	avskaffas	afskaffe	avskaffa	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
forældrene	föräldrar	forælder	förälder	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
forældrene	föräldrars	forælder	förälder	N;DEF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;PL
eje	eget	eje	egen	V;NFIN;ACT	ADJ;NOM;NEUT;SG
eje	egen	eje	egen	V;NFIN;ACT	ADJ;NOM;MASC+FEM;SG
eje	egna	eje	egen	V;NFIN;ACT	ADJ;NOM;PL
dramatisk	dramatiskt	dramatisk	dramatisk	ADJ;INDF;SG	ADV
dramatisk	dramatik	dramatisk	dramatik	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
dramatisk	dramatiska	dramatisk	dramatisk	ADJ;INDF;SG	ADJ;NOM;PL
dramatisk	dramatiskt	dramatisk	dramatisk	ADJ;INDF;SG	ADV
nina	nina	nina	nin		PROPN;NOM
nederst	botten	nederst	botten	ADV	N;NOM;DEF;MASC+FEM;SG
nederst	nedre	nederst	nedre	ADV	ADJ;NOM;CMPR
arbejdskraft	labour	arbejdskraft	labour	N;INDF;MASC+FEM;SG	PROPN;NOM
arbejdskraft	arbetarpartiet	arbejdskraft	arbetarparti	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
viii	viii	viii	viii	NUM	PROPN;NOM
variationer	variation	variation	variation	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
kvinden	woman	kvinde	woman	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kvinden	kvinna	kvinde	kvinna	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
vejret	andas	vejr	anda	N;DEF;NEUT;SG	V;IMP;FIN;ACT
vejret	andning	vejr	andning	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
vejret	väder	vejr	väder	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
oversætter	översättare	oversætte	översättare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
oversætter	översätta	oversætte	översätta	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
departement	departement	departement	departement	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
departement	avdelningen	departement	avdelning	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
departement	departementet	departement	departement	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
centimeter	tum	centimeter	tum	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
hals	halsen	hals	hals	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
hals	nacken	hals	nacken	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
drejede	vänt	dreje	vända	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
drejede	vred	dreje	vred	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
sherman	sherman	sherman	sherman	N;INDF;MASC+FEM;SG	PROPN;NOM
præcise	precist	præcis	precist	ADJ;PL	N;NOM;INDF;NEUT;SG
saxo	saxo	saxo	saxo	N;INDF;MASC+FEM;SG	PROPN;NOM
blog	bloggen	blog	blogg	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
restauranter	restaurangerna	restaurant	restaurang	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
specifikt	specifik	specifikt	specifik	ADV	ADJ;NOM;INDF;MASC+FEM;SG
specifikt	specifika	specifikt	specifik	ADV	ADJ;NOM;PL
specifikt	särskilda	specifikt	särskild	ADV	ADJ;NOM;PL;PST;V.PTCP
poly	poly	poly	poly		N;NOM;INDF;MASC+FEM;SG
vesterbro	vesterbro	vesterbro	vesterbro	N;INDF;MASC+FEM;SG	PROPN;NOM
dyre	dyr	dyr	dy	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
dyre	dyrt	dyr	dyr	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
insee	insee	inse	insee		V;IMP;FIN;ACT
matematiske	matematisk	matematisk	matematisk	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
matematiske	matematiskt	matematisk	matematisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
matematiske	matte	matematisk	matte	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
matematiske	matematik	matematisk	matematik	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
kortvarigt	kortfattat	kortvarigt	kortfatta	ADV	N;NOM;INDF;NEUT;SG
kortvarigt	kortvarigt	kortvarigt	kortvarig	ADV	ADJ;NOM;INDF;NEUT;SG
bølge	vinka	bølge	vinken	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
harold	harold	harold	harold		PROPN;NOM
foreløbig	provisoriska	foreløbig	provisorisk	ADV	ADJ;NOM;PL
foreløbig	preliminär	foreløbig	preliminär	ADV	ADJ;NOM;INDF;MASC+FEM;SG
foreløbig	provisoriskt	foreløbig	provisorisk	ADV	ADJ;NOM;INDF;NEUT;SG
foreløbig	provisoriskt	foreløbig	provisorisk	ADV	ADJ;NOM;INDF;NEUT;SG
foreløbig	preliminära	foreløbig	preliminär	ADV	ADJ;NOM;PL
foreløbig	preliminär	foreløbig	preliminär	ADV	ADJ;NOM;INDF;MASC+FEM;SG
nazi	nazistiska	nazi	navistisk		ADJ;NOM;PL
nazi	nazist	nazi	nazist		N;NOM;INDF;MASC+FEM;SG
wall	logg	wall	logg		N;NOM;INDF;NEUT;SG
wall	väggen	wall	vägg		N;NOM;DEF;MASC+FEM;SG
wall	vägg	wall	vägg		N;NOM;INDF;MASC+FEM;SG
wall	mur	wall	mur		N;NOM;INDF;MASC+FEM;SG
hændelser	tillbud	hændelse	tillbud	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
hændelser	evenemang	hændelse	evenemang	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
fremskridt	progress	fremskridt	progress	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
fremskridt	förlopp	fremskridt	förlopp	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
trade	handeln	trade	handel		N;NOM;DEF;MASC+FEM;SG
trade	handel	trade	handel		N;NOM;INDF;MASC+FEM;SG
flanke	flanken	flanke	flank	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
bestyrelsesmedlem	direktören	bestyrelsesmedlem	direktör	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
teoretisk	teoretisk	teoretisk	teoretisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
teoretisk	teoretiska	teoretisk	teoretisk	ADV	ADJ;NOM;PL
forelæsninger	föredrag	forelæsning	föredrag	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
forelæsninger	föreläser	forelæsning	föreläsa	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
farum	farum	farum	farum	PROPN	PROPN;NOM
fredensborg	fredensborg	fredensborg	fredensborg		PROPN;NOM
tætte	tät	tæt	tät	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
parallelt	parallell	parallelt	parallell	ADV	N;NOM;INDF;MASC+FEM;SG
parallelt	parallella	parallelt	parallell	ADV	ADJ;NOM;PL
overgået	överträffat	overgå	överträffad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
colombia	columbia	colombia	columbia		PROPN;NOM
colombia	colombia	colombia	colombia		PROPN;NOM
colombia	colombia	colombia	colombia		PROPN;NOM
donald	kalle	donald	kalle		PROPN;NOM
donald	donald	donald	donal		PROPN;NOM
øresund	öresund	øresund	öresund	N;INDF;MASC+FEM;SG	PROPN;NOM
bytte	byt	bytte	byta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
bytte	byta	bytte	byta	N;INDF;MASC+FEM;SG	V;NFIN;ACT
bytte	handeln	bytte	handel	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
beskytter	skydda	beskytte	skydda	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
beskytter	beskyddare	beskytte	beskyddare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
springer	riddare	springe	riddare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
springer	knight	springe	knight	V;IND;PRS;FIN;ACT	PROPN;NOM
springer	springare	springe	spring	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
springer	hoppande	springe	hoppande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
springer	hoppning	springe	hoppning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
springer	hoppare	springe	hoppare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
butik	handla	butik	handla	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
butik	butiken	butik	butik	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
butik	förvaras	butik	förvara	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
butik	lagra	butik	lag	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
butik	butiken	butik	butik	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sibirien	sibirien	sibiri	sibirien	N;DEF;MASC+FEM;SG	PROPN;NOM
sne	vinterdäck	sne	vinterdäck	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
reddet	räddad	redde	rädda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reddet	sparat	redde	spara	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
reddet	räddad	redde	rädda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
reddet	sparad	redde	spara	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
oplysning	upplysningar	oplysning	upplysning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
oplysning	uppgifter	oplysning	uppgift	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
engageret	engagerade	engagere	engagera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
engageret	förlovade	engagere	förlovad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
engageret	engagerat	engagere	engagera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
engageret	förlovad	engagere	förlovad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
engageret	engagerad	engagere	engagera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
engageret	engagerad	engagere	engagera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
engageret	begått	engagere	begå	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
engageret	engagerade	engagere	engagera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
engageret	engagerat	engagere	engagera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
uddannede	utbildade	uddanne	utbilda	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
uddannede	bildad	uddanne	bilda	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uddannede	utbildad	uddanne	utbilda	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
olesen	olesen	oles	oles	PROPN	PROPN;NOM
ballet	balen	bal	bal	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
ballet	baletten	bal	balett	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
its	its	itse	its		N;NOM;INDF;MASC+FEM;SG
its	dess	itse	den		PRO;DEF
silver	silver	silve	silv		N;NOM;INDF;NEUT;SG
temperaturen	temperatur	temperatur	temperatur	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
camp	lägret	camp	lägr		N;NOM;DEF;NEUT;SG
camp	camp	camp	camp		N;NOM;INDF;NEUT;SG
camp	läger	camp	läga		N;NOM;INDF;MASC+FEM;PL
frygtede	fruktat	frygte	frukta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
frygtede	fruktad	frygte	fruktad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
frygtede	befarade	frygte	befara	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
frygtede	fruktat	frygte	frukta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
skelne	särskiljande	skelne	särskilja	V;NFIN;ACT	ADJ;NOM;PRS;V.PTCP
perspektiv	perspektivet	perspektiv	perspektiv	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
naval	naval	naval	naval		N;NOM;INDF;MASC+FEM;SG
parametre	parametrarna	parametre	parametrare	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
måle	mätning	måle	mätning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
måle	åtgärd	måle	åtgärd	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
stige	stege	stige	stege	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
fremover	framtiden	fremover	framtid	ADV	N;NOM;DEF;MASC+FEM;SG
fremover	framtid	fremover	framtid	ADV	N;NOM;INDF;MASC+FEM;SG
fremover	future	fremover	future	ADV	N;NOM;INDF;MASC+FEM;SG
fremover	framtida	fremover	framtida	ADV	ADJ;NOM
fremover	blivande	fremover	blivande	ADV	ADJ;NOM;PRS;V.PTCP
instituttet	institute	institut	institute	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
instituttet	institut	institut	institut	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
instituttet	foundation	institut	foundation	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
instituttet	rf	institut	rf	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
instituttet	grundande	institut	grunda	N;DEF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
instituttet	stiftelse	institut	stiftelse	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN	PROPN;NOM
edinburgh	kapstaden	edinburgh	kapstad	PROPN	N;NOM;DEF;MASC+FEM;SG
georges	georges	george	george	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM
svær	allvarliga	svær	allvarlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
svær	hårda	svær	hård	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
svær	hårt	svær	hård	ADJ;INDF;MASC+FEM;SG	ADV
enge	ängar	enge	änga	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
bolivia	bolivia	bolivia	bolivi		PROPN;NOM
hjertet	heart	hjerte	heart	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
hjertet	hjärta	hjerte	hjärta	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
jordskælv	jordbävningar	jordskælv	jordbävning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
jordskælv	jordbävningen	jordskælv	jordbävning	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
jordskælv	jordbävningar	jordskælv	jordbävning	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
astrid	astrid	astrid	astrid		PROPN;NOM
foden	fot	foden	fot	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
foden	foot	foden	foot	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
inspirerede	inspirerad	inspirere	inspirerad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
inspirerede	inspirerade	inspirere	inspirera	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
inspirerede	inspirerat	inspirere	inspirerad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
indledt	initierat	indlede	initiera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
indledt	initierade	indlede	initiera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
indledt	inledda	indlede	läla	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ulykke	olycksfall	ulykke	olycksfall	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
lyden	sound	lyd	sound	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
lyden	ljud	lyd	ljud	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
caspar	caspar	caspar	caspa		PROPN;NOM
baltiske	baltic	baltisk	baltic	ADJ;PL	PROPN;NOM
baltiske	östersjön	baltisk	östersjön	ADJ;PL	PROPN;NOM
motorvejen	motorväg	motorvej	motorväg	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
motorvejen	motorväg	motorvej	motorväg	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
motorvejen	motorväg	motorvej	motorväg	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
motorvejen	highway	motorvej	highway	N;DEF;MASC+FEM;SG	PROPN;NOM
motorvejen	landsväg	motorvej	landsväg	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
hemmelighed	hemliga	hemmelighed	hemlig	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
hemmelighed	hemlig	hemmelighed	hemlig	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
hemmelighed	hemligt	hemmelighed	hemlig	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
deep	djup	deep	djup		N;NOM;INDF;MASC+FEM;SG
deep	djupa	deep	djup		ADJ;NOM;PL
deep	deep	deep	deep		N;NOM;INDF;NEUT;SG
deep	djupt	deep	djup		ADV
protest	invändningar	protest	invändning	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
protest	invändningen	protest	invändning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
protest	protester	protest	protest	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
protest	protesterar	protest	protestera	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
protest	protestera	protest	protestera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
protest	protesterna	protest	protest	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;PL
protest	protester	protest	protest	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
taiwan	taiwan	taiwan	taiwa		PROPN;NOM
taiwan	taiwanesiska	taiwan	taiwanesisk		N;NOM;INDF;MASC+FEM;SG
banker	banks	bank	banks	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
banker	bankerna	bank	bank	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
kronborg	kronborg	kronborg	kronborg	N;INDF;MASC+FEM;SG	PROPN;NOM
stemning	humöret	stemning	humör	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
simpel	enkla	simpel	enkel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
full	fulla	full	fulla		ADJ;NOM;PL
full	fullständig	full	fullständig		ADJ;NOM;INDF;MASC+FEM;SG
full	full	full	full		ADJ;NOM;INDF;MASC+FEM;SG
full	fullt	full	full		ADV
sænket	sänkt	sænke	sänka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
