les	the	le	the	DET;DEF;PL	
mario	mario	mario	mario	PROPN	
prises	taken	prendre	taken	V;FEM;PL;PST;V.PTCP	
prises	catches	prendre	catches	V;FEM;PL;PST;V.PTCP	N
autonome	standalone	autonome	standalone	ADJ;MASC;SG	N
cup	cup	cup	cup	PROPN	N
cup	cốc	cup	cốc	PROPN	N
cup	tách	cup	tách	PROPN	V
marguerite	margaret	marguerite	margaret	N;FEM;SG	
marguerite	margarita	marguerite	margarita	N;FEM;SG	
marguerite	marguerite	marguerite	marguerite	N;FEM;SG	
marguerite	daisy	marguerite	daisy	N;FEM;SG	
brown	brown	brown	brown	PROPN	
brown	nâu	brown	nâu	PROPN	N
solo	solo	solo	solo	ADJ;MASC;SG	
montpellier	montpellier	montpellier	montpellier	PROPN	N
morte	morte	mourir	morte	V;FEM;SG;PST;V.PTCP	N
serge	sergei	serge	sergei	PROPN	
serge	serge	serge	serge	PROPN	N
rouen	rouen	rouen	rouen	PROPN	N
partage	chia	partage	chia	N;MASC;SG	V
partage	share	partage	share	N;MASC;SG	V
apprend	learns	apprendre	learns	V;IND;SG;3;PRS;FIN	
interne	nội	interne	nội	ADJ;MASC;SG	N
hans	hans	hans	hans	PROPN	N
maximum	đa	maximum	đa	ADJ;MASC;SG	
maximum	max	maximum	max	ADJ;MASC;SG	
toi	các	soi	các	PRO;SG;2	DET
toi	cac	soi	cac	PRO;SG;2	
toi	bạn	soi	bạn	PRO;SG;2	N
toi	anh	soi	anh	PRO;SG;2	N
toi	cô	soi	cô	PRO;SG;2	N
thierry	robert	thierry	robert	PROPN	
thierry	thierry	thierry	thierry	PROPN	N
avais	nan	avoir	nan	V;IND;SG;1;IPFV;FIN	N
saône	saône	saône	saône	N;FEM;SG	
ère	ère	ère	ère	N;FEM;SG	
présidence	cậy	présidence	cậy	N;FEM;SG	
alexander	alexandros	alexander	alexandros	PROPN	N
alexander	aleksandr	alexander	aleksandr	PROPN	N
alexander	alexander	alexander	alexander	PROPN	N
miss	nhớ	miss	nhớ	N;FEM;SG	V
metz	metz	metz	metz	PROPN	NUM
étapes	bước	étape	bước	N;FEM;PL	
céleste	celestial	céleste	celestial	N;MASC;SG	
céleste	celeste	céleste	celeste	N;MASC;SG	
grade	rang	grade	rang	N;MASC;SG	
impériale	impériale	impérial	impériale	ADJ;FEM;SG	V
impériale	imperial	impérial	imperial	ADJ;FEM;SG	N
sam	sam	sam	sam	N;MASC;SG	
dehors	ngoài	dehors	ngoài	ADV	N
dehors	ra	dehors	ra	ADV	V
dehors	tứ	dehors	tứ	ADV	N
baisse	giảm	baisse	giảm	N;FEM;SG	V
pacifique	pacifique	pacifique	pacifique	ADJ;MASC;SG	N
madame	tẩy	Monsieur	tẩy	N;FEM;SG	V
sébastien	sebastian	sébastien	sebastian	N;MASC;SG	
sébastien	sébastien	sébastien	sébastien	N;MASC;SG	
œil	eye	œil	eye	N;MASC;SG	
œil	œil	œil	œil	N;MASC;SG	
lié	chủa	lier	chủa	V;MASC;SG;PST;V.PTCP	
lié	bound	lier	bound	V;MASC;SG;PST;V.PTCP	
nucléaire	nucléaire	nucléaire	nucléaire	ADJ;MASC;SG	
karl	karl	karl	karl	N;MASC;SG	
automne	sáp	automne	sáp	N;MASC;SG	V
automne	rơi	automne	rơi	N;MASC;SG	V
automne	sút	automne	sút	N;MASC;SG	V
grenoble	grenoble	grenoble	grenoble	ADJ;MASC;SG	
animal	nuôi	animal	nuôi	N;MASC;SG	V
roumanie	românia	roumanie	românia	N;FEM;SG	NUM
appelés	goi	appeler	goi	V;MASC;PL;PST;V.PTCP	
rues	street	rue	street	N;FEM;PL	
garonne	garonne	garonne	garonne	N;FEM;SG	
gray	gray	gray	gray	PROPN	
gray	xám	gray	xám	PROPN	N
plante	gieo	plante	gieo	N;FEM;SG	V
plante	trồng	plante	trồng	N;FEM;SG	V
plante	cấy	plante	cấy	N;FEM;SG	V
plante	plante	plante	plante	N;FEM;SG	
entier	toàn	entier	toàn	ADJ;MASC;SG	N
entier	hẹt	entier	hẹt	ADJ;MASC;SG	
entier	whole	entier	whole	ADJ;MASC;SG	
contemporain	contemporain	contemporain	contemporain	ADJ;MASC;SG	V
contemporain	contemporary	contemporain	contemporary	ADJ;MASC;SG	V
barrage	roadblock	barrage	roadblock	N;MASC;SG	
barrage	đập	barrage	đập	N;MASC;SG	V
immédiatement	ngay	immédiatement	ngay	ADV	PART
immédiatement	tức	immédiatement	tức	ADV	
anvers	antwerp	anvers	antwerp	PROPN	N
anvers	anvers	anvers	anvers	PROPN	N
giovanni	giovanni	giovanni	giovanni	PROPN	
courses	xáo	course	xáo	N;FEM;PL	V
courses	đua	course	đua	N;FEM;PL	V
sable	sandy	sable	sandy	N;MASC;SG	
courte	bài	court	bài	ADJ;FEM;SG	N
courte	short	court	short	ADJ;FEM;SG	
courte	lá	court	lá	ADJ;FEM;SG	N
aime	love	aimer	love	V;IND;SG;3;PRS;FIN	
aime	như	aimer	như	V;IND;SG;3;PRS;FIN	CONJ
orientale	orientale	oriental	orientale	ADJ;FEM;SG	
placé	bot	placer	bot	V;MASC;SG;PST;V.PTCP	N
flore	flora	flore	flora	N;FEM;SG	
noblesse	gentry	noblesse	gentry	N;FEM;SG	
toile	toile	toile	toile	N;FEM;SG	
évaluation	valuation	évaluation	valuation	N;FEM;SG	
détruit	hư	détruire	hư	V;MASC;SG;PST;V.PTCP	ADJ
détruit	xì	détruire	xì	V;MASC;SG;PST;V.PTCP	
quartiers	neighbourhoods	quartier	neighbourhoods	N;MASC;PL	V
chacune	mỗi	chacun	mỗi	PRO;FEM;SG	NUM
disparition	disappearing	disparition	disappearing	N;FEM;SG	
bistro	bistro	bistro	bistro	N;MASC;SG	
limitrophes	biền	limitrophe	biền	ADJ;MASC;PL	N
rédaction	viết	rédaction	viết	N;FEM;SG	V
rédaction	ghi	rédaction	ghi	N;FEM;SG	V
serveur	bồi	serveur	bồi	N;MASC;SG	V
serveur	phục	serveur	phục	N;MASC;SG	V
hausse	rising	hausse	rising	N;FEM;SG	
signature	ký	signature	ký	N;FEM;SG	V
signature	ký	signature	ký	N;FEM;SG	V
carl	carl	carl	carl	PROPN	
produire	produce	produire	produce	V;NFIN	
chien	dog	chien	dog	N;MASC;SG	
tenu	chức	tenir	chức	V;MASC;SG;PST;V.PTCP	N
correspondant	khớp	correspondre	khớp	V;PRS;V.PTCP	N
zélande	zeeland	zélande	zeeland	N;FEM;SG	
nul	null	nul	null	PRO	N
nationaux	gạt	national	gạt	ADJ;MASC;PL	V
nationaux	open	national	open	ADJ;MASC;PL	
nationaux	nationals	national	nationals	ADJ;MASC;PL	
secondes	giây	seconde	giây	N;FEM;PL	
studios	studios	studio	studios	N;MASC;PL	
ruisseau	luồng	ruisseau	luồng	N;MASC;SG	
ruisseau	stream	ruisseau	stream	N;MASC;SG	
roche	roche	roche	roche	N;FEM;SG	
publiques	công	public	công	ADJ;FEM;PL	N
largeur	rộng	largeur	rộng	N;FEM;SG	ADJ
org	org	org	org		
françoise	françoise	françois	françoise	ADJ;FEM;SG	N
françoise	francoise	françois	francoise	ADJ;FEM;SG	
françoise	joanne	françois	joanne	ADJ;FEM;SG	N
françoise	frances	françois	frances	ADJ;FEM;SG	
spécial	cống	spécial	cống	ADJ;MASC;SG	N
munich	münchen	munich	münchen	PROPN	N
munich	munchen	munich	munchen	PROPN	
munich	munich	munich	munich	PROPN	N
voici	đây	voici	đây	V	PROPN
vii	vỉ	vii	vỉ	NUM	N
vii	vii	vii	vii	NUM	
pêche	fishery	pêche	fishery	N;FEM;SG	
pêche	peach	pêche	peach	N;FEM;SG	
notion	notion	notion	notion	N;FEM;SG	
alger	bến	alger	bến	PROPN	N
catalogue	catalogue	catalogue	catalogue	N;MASC;SG	
catalogue	catalog	catalogue	catalog	N;MASC;SG	
tir	bắn	tir	bắn	N;MASC;SG	V
tir	phát	tir	phát	N;MASC;SG	V
tir	bắn	tir	bắn	N;MASC;SG	V
puits	ừm	puits	ừm	N;MASC;SG	PART
unies	united	uni	united	ADJ;FEM;PL	N
unies	hoa	uni	hoa	ADJ;FEM;PL	N
décidé	quyết	décider	quyết	V;MASC;SG;PST;V.PTCP	N
souhaite	ước	souhaiter	ước	V;IND;SG;3;PRS;FIN	
souhaite	muôn	souhaiter	muôn	V;IND;SG;3;PRS;FIN	N
end	end	end	end	N;MASC;SG	
coups	phát	coup	phát	N;MASC;PL	V
coups	coups	coup	coups	N;MASC;PL	
hongrois	hungary	hongrois	hungary	ADJ;MASC;SG	N
hongrois	hung	hongrois	hung	ADJ;MASC;SG	N
hongrois	hungary	hongrois	hungary	ADJ;MASC;SG	N
mineures	minor	mineur	minor	ADJ;FEM;PL	NUM
pieds	feet	pied	feet	N;MASC;PL	
pieds	foot	pied	foot	N;MASC;PL	
pieds	pieds	pied	pieds	N;MASC;PL	
pensée	nghĩ	pensée	nghĩ	N;FEM;SG	V
pensée	tưởng	pensée	tưởng	N;FEM;SG	V
pensée	nghĩ	pensée	nghĩ	N;FEM;SG	V
bel	bel	beau	bel	ADJ;MASC;SG	N
vaste	vid	vaste	vid	ADJ;MASC;SG	
déposé	filled	déposer	filled	V;MASC;SG;PST;V.PTCP	
déposé	tiển	déposer	tiển	V;MASC;SG;PST;V.PTCP	
roy	roy	roy	roy	PROPN	
marins	marine	marin	marine	N;MASC;PL	
street	phố	street	phố	PROPN	N
street	street	street	street	PROPN	
indien	indien	indien	indien	ADJ;MASC;SG	
avenir	lai	avenir	lai	N;MASC;SG	
jérusalem	jerusalem	jérusalem	jerusalem	ADJ;MASC;SG	N
réel	real	réel	real	ADJ;MASC;SG	N
réel	thực	réel	thực	ADJ;MASC;SG	V
réel	thật	réel	thật	ADJ;MASC;SG	PART
réel	thiệt	réel	thiệt	ADJ;MASC;SG	PART
écran	bày	écran	bày	N;MASC;SG	V
jim	jim	jim	jim	PROPN	
rester	stay	rester	stay	V;NFIN	N
mauvais	bad	mauvais	bad	ADJ;MASC;SG	
mauvais	khiếp	mauvais	khiếp	ADJ;MASC;SG	V
mauvais	tệ	mauvais	tệ	ADJ;MASC;SG	N
brian	brian	brian	brian	PROPN	
condition	tiêm	condition	tiêm	N;FEM;SG	V
plaine	plaine	plaine	plaine	N;FEM;SG	
plaine	plain	plaine	plain	N;FEM;SG	
perte	mát	perte	mát	N;FEM;SG	ADJ
aires	aires	aire	aires	N;FEM;PL	
victoria	victoria	victoria	victoria	PROPN	N
portée	tầm	porter	tầm	V;FEM;SG;PST;V.PTCP	N
portée	kiệu	porter	kiệu	V;FEM;SG;PST;V.PTCP	N
définitivement	kĩ	définitivement	kĩ	ADV	N
romains	roman	romain	roman	ADJ;MASC;PL	N
romains	đế	romain	đế	ADJ;MASC;PL	N
versailles	versailles	versailles	versailles	PROPN	N
alex	xander	alex	xander	PROPN	
alex	alex	alex	alex	PROPN	N
couverture	bìa	couverture	bìa	N;FEM;SG	
couverture	cover	couverture	cover	N;FEM;SG	
disposition	layout	disposition	layout	N;FEM;SG	V
disposition	disposition	disposition	disposition	N;FEM;SG	
racing	đua	racing	đua	N;MASC;SG	V
parallèle	parallels	parallèle	parallels	N;MASC;SG	
humains	human	humain	human	ADJ;MASC;PL	
ray	ray	ray	ray	PROPN	
milliards	tỉ	milliard	tỉ	N;MASC;PL	NUM
milliards	tỉ	milliard	tỉ	N;MASC;PL	NUM
pos	pos	pos	pos	ADJ;MASC;SG	N
bertrand	bertrand	bertrand	bertrand	PROPN	
xxie	xxi	xxie	xxi	N;MASC;SG	NUM
duché	duché	duché	duché	N;MASC;SG	
hameau	hamlet	hameau	hamlet	N;MASC;SG	
vaisseau	vaisseau	vaisseau	vaisseau	N;MASC;SG	
vaisseau	spacecraft	vaisseau	spacecraft	N;MASC;SG	
vaisseau	starship	vaisseau	starship	N;MASC;SG	
vaisseau	ship	vaisseau	ship	N;MASC;SG	V
café	phê	café	phê	N;MASC;SG	
cher	hon	cher	hon	ADJ;MASC;SG	
cher	cưng	cher	cưng	ADJ;MASC;SG	V
cher	cher	cher	cher	ADJ;MASC;SG	N
luis	luis	lui	luis	PROPN	N
isabelle	isabel	isabelle	isabel	N;FEM;SG	
isabelle	isobel	isabelle	isobel	N;FEM;SG	
isabelle	isabella	isabelle	isabella	N;FEM;SG	
isabelle	isabelle	isabelle	isabelle	N;FEM;SG	
confiance	tin	confiance	tin	N;FEM;SG	
polonaise	polish	polonais	polish	ADJ;FEM;SG	NUM
polonaise	polonaise	polonais	polonaise	ADJ;FEM;SG	N
aix	aix	aix	aix	PROPN	
aventures	adventures	aventure	adventures	N;FEM;PL	
galles	wales	galle	wales	PROPN	N
onze	onze	onze	onze	NUM	
onze	eleven	onze	eleven	NUM	N
moteurs	motors	moteur	motors	N;MASC;PL	
pleine	say	plein	say	ADJ;FEM;SG	V
pleine	full	plein	full	ADJ;FEM;SG	
célèbres	nổi	célèbre	nổi	ADJ;MASC;PL	
pertes	mát	perte	mát	N;FEM;PL	ADJ
ajoute	add	ajouter	add	V;IND;SG;3;PRS;FIN	
laval	laval	laval	laval	PROPN	
document	liệu	document	liệu	N;MASC;SG	V
augmentation	tăng	augmentation	tăng	N;FEM;SG	V
augmentation	tăng	augmentation	tăng	N;FEM;SG	V
qualification	qualifying	qualification	qualifying	N;FEM;SG	
éric	eric	éric	eric	PROPN	
ernest	ernest	ernest	ernest	N;MASC;SG	
oncle	bác	oncle	bác	N;MASC;SG	
voitures	oto	voiture	oto	N;FEM;PL	
voitures	car	voiture	car	N;FEM;PL	
contemporaine	contemporary	contemporain	contemporary	ADJ;FEM;SG	V
jackson	jackson	jackson	jackson	PROPN	N
blancs	trắng	blanc	trắng	ADJ;MASC;PL	N
blancs	white	blanc	white	ADJ;MASC;PL	
blancs	bạch	blanc	bạch	ADJ;MASC;PL	N
best	nhất	best	nhất	PROPN	
entretien	phỏng	entretien	phỏng	N;MASC;SG	V
vide	void	vide	void	ADJ;MASC;SG	N
vide	trống	vide	trống	ADJ;MASC;SG	V
vide	blank	vide	blank	ADJ;MASC;SG	V
vide	rỗng	vide	rỗng	ADJ;MASC;SG	V
vide	trống	vide	trống	ADJ;MASC;SG	V
saints	saints	saint	saints	ADJ;MASC;PL	N
félix	felix	félix	felix	PROPN	N
benjamin	benjamin	benjamin	benjamin	PROPN	N
anthony	anthony	anthony	anthony	PROPN	
ali	ali	ali	ali	PROPN	
samuel	samuel	samuel	samuel	N;MASC;SG	
dir	dir	dir	dir	PROPN	N
avignon	avignon	avignon	avignon	PROPN	N
amsterdam	amsterdam	amsterdam	amsterdam	PROPN	
sophie	sophie	sophie	sophie	N;FEM;SG	
auvergne	auvergne	auvergner	auvergne	N;FEM;SG	
davis	davis	davis	davis	PROPN	N
leader	leader	leader	leader	N;MASC;SG	
trafic	buôn	trafic	buôn	N;MASC;SG	V
peau	skin	peau	skin	N;FEM;SG	
peau	da	peau	da	N;FEM;SG	
ferdinand	ferdinand	ferdinand	ferdinand	PROPN	
espaces	khoảng	espace	khoảng	N;MASC;PL	ADJ
ukraine	ukraine	ukrainer	ukraine	ADJ;FEM;SG	N
ukraine	ucraina	ukrainer	ucraina	ADJ;FEM;SG	N
ukraine	ukraina	ukrainer	ukraina	ADJ;FEM;SG	N
vieille	tuổi	vieux	tuổi	ADJ;FEM;SG	N
vieille	vieille	vieux	vieille	ADJ;FEM;SG	
incendie	cháy	incendie	cháy	N;MASC;SG	V
gilbert	gilbert	gilbert	gilbert	N;MASC;SG	
poule	poule	poule	poule	N;FEM;SG	
kevin	kevin	kevin	kevin	PROPN	
kim	kim	kim	kim	PROPN	N
saut	nhảy	saut	nhảy	N;MASC;SG	V
saut	skip	saut	skip	N;MASC;SG	V
saut	leap	saut	leap	N;MASC;SG	
saut	nhảy	saut	nhảy	N;MASC;SG	V
pré	pré	pré	pré	N;MASC;SG	
enceinte	thai	enceinte	thai	N;FEM;SG	V
enceinte	bầu	enceinte	bầu	N;FEM;SG	V
enceinte	enclosure	enceinte	enclosure	N;FEM;SG	
hugo	hugo	hugo	hugo	PROPN	
sacré	thánh	sacrer	thánh	V;MASC;SG;PST;V.PTCP	N
régulière	thường	régulier	thường	ADJ;FEM;SG	
sortir	tứ	sortir	tứ	V;NFIN	N
centres	centres	centre	centres	N;MASC;PL	
affluent	purus	affluent	purus	N;MASC;SG	
stephen	stephen	stephen	stephen	PROPN	
athènes	athens	athène	athens	PROPN	N
urbain	urbain	urbain	urbain	ADJ;MASC;SG	
xiii	xiii	xiii	xiii	NUM	
préfet	préfet	préfet	préfet	N;MASC;SG	
stéphane	stéphane	stéphane	stéphane	PROPN	
stéphane	stephen	stéphane	stephen	PROPN	
stéphane	stefan	stéphane	stefan	PROPN	N
stéphane	stephan	stéphane	stephan	PROPN	
stéphane	steven	stéphane	steven	PROPN	
primaire	tiểu	primaire	tiểu	ADJ;MASC;SG	
primaire	chính	primaire	chính	ADJ;MASC;SG	PART
logique	luận	logique	luận	ADJ;FEM;SG	N
logique	logic	logique	logic	ADJ;FEM;SG	N
xavier	xavier	xavier	xavier	PROPN	
bulletin	bulletin	bulletin	bulletin	N;MASC;SG	
impression	in	impression	in	N;FEM;SG	
impression	in	impression	in	N;FEM;SG	
dépend	tùy	dépendre	tùy	V;IND;SG;3;PRS;FIN	PART
quasi	sắp	quasi	sắp	ADV	
quasi	gần	quasi	gần	ADV	ADJ
quasi	hầu	quasi	hầu	ADV	
quasi	quasi	quasi	quasi	ADV	
visible	bien	visible	bien	ADJ;MASC;SG	N
autoroute	autoroute	autoroute	autoroute	N;FEM;SG	
ponts	bridges	pont	bridges	N;MASC;PL	
taylor	taylor	taylor	taylor	PROPN	
vérité	thật	vérité	thật	N;FEM;SG	PART
quinze	fifteen	quinze	fifteen	NUM	
quinze	quinze	quinze	quinze	NUM	
médaillé	medalist	médailler	medalist	V;MASC;SG;PST;V.PTCP	N
jérôme	jérôme	jérôme	jérôme	PROPN	
jérôme	jerome	jérôme	jerome	PROPN	N
assistant	ass	assistant	ass	N;MASC;SG	
assistant	wizard	assistant	wizard	N;MASC;SG	
bavière	bavarian	bavière	bavarian	PROPN	
bavière	bayern	bavière	bayern	PROPN	N
bavière	bavaria	bavière	bavaria	PROPN	N
alan	alan	alan	alan	PROPN	
chili	chili	chili	chili	N;MASC;SG	
moindre	lesser	moindre	lesser	ADJ;MASC;SG	
carlo	carlo	carlo	carlo	PROPN	N
boîte	bốc	boîte	bốc	N;FEM;SG	V
légèrement	hơi	légèrement	hơi	ADV	
légèrement	nhẹ	légèrement	nhẹ	ADV	
gallimard	gallimard	gallimard	gallimard	PROPN	
alice	alice	alice	alice	N;FEM;SG	
las	las	el	las	PROPN	
saxe	saxe	saxe	saxe	PROPN	
saxe	görlitz	saxe	görlitz	PROPN	
saxe	saxony	saxe	saxony	PROPN	N
saxe	sachsen	saxe	sachsen	PROPN	N
saxe	zwickau	saxe	zwickau	PROPN	
remarque	note	remarque	note	N;FEM;SG	
australien	aussie	australien	aussie	ADJ;MASC;SG	N
tournage	bắn	tournage	bắn	N;MASC;SG	V
pierres	stones	pierre	stones	N;FEM;PL	
pierres	stone	pierre	stone	N;FEM;PL	
histoires	histoires	histoire	histoires	N;FEM;PL	ADJ
histoires	tin	histoire	tin	N;FEM;PL	
faites	pha	faire	pha	V;FEM;PL;PST;V.PTCP	N
pdd	dps	pdd	dps		N
récompense	thưởng	récompense	thưởng	N;FEM;SG	V
lancement	launch	lancement	launch	N;MASC;SG	
lancement	phóng	lancement	phóng	N;MASC;SG	V
conçu	chấn	concevoir	chấn	V;MASC;SG;PST;V.PTCP	N
chrétiens	christian	chrétien	christian	N;MASC;PL	
syndicat	hợp	syndicat	hợp	N;MASC;SG	ADJ
syndicat	syndicate	syndicat	syndicate	N;MASC;SG	
lewis	lewis	lewi	lewis	PROPN	
menace	đe	menace	đe	N;FEM;SG	V
crois	tin	croire	tin	INTJ	
basque	basque	basque	basque	ADJ;MASC;SG	NUM
mans	mans	mans	mans	N;MASC;SG	NUM
lot	mẻ	lot	mẻ	N;MASC;SG	ADJ
lot	bó	lot	bó	N;MASC;SG	V
lot	lot	lot	lot	N;MASC;SG	
débit	luồng	débit	luồng	N;MASC;SG	
araignées	nhện	araignée	nhện	V;FEM;PL;PST;V.PTCP	N
arabes	arab	arabe	arab	ADJ;MASC;PL	N
arabes	arabian	arabe	arabian	ADJ;MASC;PL	
reprendre	cv	reprendre	cv	V;NFIN	N
reprendre	resume	reprendre	resume	V;NFIN	N
conseils	tips	conseil	tips	N;MASC;PL	ADJ
conseils	khuyên	conseil	khuyên	N;MASC;PL	V
latine	latin	latin	latin	ADJ;FEM;SG	
latine	latinh	latin	latinh	ADJ;FEM;SG	N
latine	latina	latin	latina	ADJ;FEM;SG	NUM
andrew	andrew	andrew	andrew	PROPN	
iran	iran	iran	iran	PROPN	N
maîtres	maîtres	maître	maîtres	N;MASC;PL	
rappelle	recalls	rappeler	recalls	V;IND;SG;3;PRS;FIN	
naples	naples	naple	naples	PROPN	
naples	napoli	naple	napoli	PROPN	N
naples	napoli	naple	napoli	PROPN	N
lion	lion	lion	lion	N;MASC;SG	
peur	sợ	peur	sợ	N;FEM;SG	V
peur	sợ	peur	sợ	N;FEM;SG	V
peur	ex	peur	ex	N;FEM;SG	
prague	prague	prague	prague	PROPN	N
prague	praha	prague	praha	PROPN	N
lausanne	lausanne	lausanne	lausanne	PROPN	N
nomination	hẹn	nomination	hẹn	N;FEM;SG	V
chrétienne	nguyen	chrétien	nguyen	ADJ;FEM;SG	N
chrétienne	christian	chrétien	christian	ADJ;FEM;SG	
américaines	american	américain	american	ADJ;FEM;PL	N
américaines	mỹ	américain	mỹ	ADJ;FEM;PL	N
respect	bai	respect	bai	N;MASC;SG	
mobile	mobile	mobile	mobile	ADJ;MASC;SG	N
mobile	mobil	mobile	mobil	ADJ;MASC;SG	N
bientôt	sớm	bientôt	sớm	ADV	ADJ
bientôt	sắp	bientôt	sắp	ADV	
spéciale	cống	spécial	cống	ADJ;FEM;SG	N
della	della	della	della	PROPN	N
irlandais	irish	irlandais	irish	ADJ;MASC;SG	
rare	uncommon	rare	uncommon	ADJ;MASC;SG	N
transfert	chuyển	transfert	chuyển	N;MASC;SG	V
transfert	truyền	transfert	truyền	N;MASC;SG	V
transfert	truyền	transfert	truyền	N;MASC;SG	V
blessé	đau	blesser	đau	V;MASC;SG;PST;V.PTCP	ADJ
carré	đc	carré	đc	N;MASC;SG	
carré	square	carré	square	N;MASC;SG	
carré	vuông	carré	vuông	N;MASC;SG	ADJ
juive	juive	juif	juive	ADJ;FEM;SG	
fera	will	faire	will	V;IND;SG;3;FUT;FIN	
fera	sẽ	faire	sẽ	V;IND;SG;3;FUT;FIN	
seuil	ngưỡng	seuil	ngưỡng	N;MASC;SG	V
loup	soi	loup	soi	N;MASC;SG	V
détroit	detroit	détroit	detroit	N;MASC;SG	
classiques	classics	classique	classics	ADJ;MASC;PL	N
classiques	classic	classique	classic	ADJ;MASC;PL	N
nécessaires	thiết	nécessaire	thiết	ADJ;MASC;PL	V
nécessaires	ấp	nécessaire	ấp	ADJ;MASC;PL	N
bibliographie	bibliography	bibliographie	bibliography	N;FEM;SG	
grave	bách	grave	bách	ADJ;MASC;SG	N
grave	mộ	grave	mộ	ADJ;MASC;SG	N
grave	mồ	grave	mồ	ADJ;MASC;SG	N
lord	huân	lord	huân	PROPN	N
tourne	lượt	tourner	lượt	V;IND;SG;3;PRS;FIN	
tourne	cua	tourner	cua	V;IND;SG;3;PRS;FIN	
tourne	flip	tourner	flip	V;IND;SG;3;PRS;FIN	N
tourne	spin	tourner	spin	V;IND;SG;3;PRS;FIN	N
faute	foul	faute	foul	N;FEM;SG	
million	triệu	million	triệu	N;MASC;SG	NUM
hill	đồi	hill	đồi	PROPN	N
hill	ngổn	hill	ngổn	PROPN	V
hill	hill	hill	hill	PROPN	
hill	hoan	hill	hoan	PROPN	
rivières	rivers	rivière	rivers	N;FEM;PL	
directe	direct	direct	direct	ADJ;FEM;SG	
directe	trực	direct	trực	ADJ;FEM;SG	V
inférieure	hạ	inférieur	hạ	ADJ;FEM;SG	V
inférieure	inferior	inférieur	inferior	ADJ;FEM;SG	N
gris	gray	gris	gray	N;MASC;SG	
aquitaine	aquitaine	aquitaine	aquitaine	ADJ;FEM;SG	N
barbara	barbara	barbara	barbara	PROPN	
euro	euros	euro	euros	N;MASC;SG	NUM
euro	euro	euro	euro	N;MASC;SG	
euro	euro	euro	euro	N;MASC;SG	
léger	châm	léger	châm	ADJ;MASC;SG	N
léger	đèn	léger	đèn	ADJ;MASC;SG	N
léger	nhẹ	léger	nhẹ	ADJ;MASC;SG	
disponibles	rảnh	disponible	rảnh	ADJ;MASC;PL	V
danger	nguy	danger	nguy	N;MASC;SG	V
wilson	wilson	wilson	wilson	PROPN	N
cordes	cordes	corde	cordes	N;FEM;PL	
golden	đỏi	golden	đỏi	N;MASC;SG	V
dan	dan	dan	dan	PROPN	N
hypothèse	assumption	hypothèse	assumption	N;FEM;SG	
charlotte	charlotte	charlotte	charlotte	N;FEM;SG	
révolte	loạn	révolte	loạn	N;FEM;SG	V
monnaie	tien	monnaie	tien	N;FEM;SG	
enseigne	ensign	enseigner	ensign	N;FEM;SG	
renommée	renown	renommer	renown	V;FEM;SG;PST;V.PTCP	ADJ
renommée	fame	renommer	fame	V;FEM;SG;PST;V.PTCP	N
renommée	đồn	renommer	đồn	V;FEM;SG;PST;V.PTCP	N
franc	franc	franc	franc	ADJ;MASC;SG	N
didier	didier	didier	didier	PROPN	N
ascension	ascent	ascension	ascent	N;FEM;SG	
ford	ford	ford	ford	PROPN	N
jane	jane	jane	jane	PROPN	
ailes	ailes	aile	ailes	N;FEM;PL	
julie	julie	julie	julie	PROPN	N
donna	donna	donner	donna	V;IND;SG;3;PST;FIN	
varsovie	warszawa	varsovie	warszawa	PROPN	N
varsovie	warsaw	varsovie	warsaw	PROPN	N
compter	lit	compter	lit	V;NFIN	N
normale	chuẩn	normal	chuẩn	ADJ;FEM;SG	V
normale	thường	normal	thường	ADJ;FEM;SG	
résolution	vụn	résolution	vụn	N;FEM;SG	ADJ
résolution	giải	résolution	giải	N;FEM;SG	V
conquête	conquest	conquête	conquest	N;FEM;SG	
rowspan	rowspan	rowspan	rowspan	PROPN	
hélène	helene	hélène	helene	N;FEM;SG	
hélène	helena	hélène	helena	N;FEM;SG	
hélène	ellen	hélène	ellen	N;FEM;SG	
hélène	helene	hélène	helene	N;FEM;SG	
hélène	helen	hélène	helen	N;FEM;SG	
besoins	cần	besoin	cần	N;MASC;PL	V
bref	bref	bref	bref	INTJ	
inférieur	hạ	inférieur	hạ	ADJ;MASC;SG	V
inférieur	inferior	inférieur	inferior	ADJ;MASC;SG	N
neige	snow	neige	snow	N;FEM;SG	
installer	tráo	installer	tráo	V;NFIN	N
poissons	poissons	poisson	poissons	N;MASC;PL	
poissons	pisces	poisson	pisces	N;MASC;PL	NUM
couvent	couvent	couvent	couvent	N;MASC;SG	
coût	tốn	coût	tốn	N;MASC;SG	ADJ
bains	tắm	bain	tắm	N;MASC;PL	V
bains	bad	bain	bad	N;MASC;PL	
bains	bath	bain	bath	N;MASC;PL	
bains	tắm	bain	tắm	N;MASC;PL	V
espoirs	mong	espoir	mong	N;MASC;PL	V
espoirs	xoa	espoir	xoa	N;MASC;PL	
africain	africain	africain	africain	ADJ;MASC;SG	
bandes	bands	bande	bands	N;FEM;PL	
vais	vais	aller	vais	V;IND;SG;1;PRS;FIN	
fosse	pit	fosse	pit	N;FEM;SG	
fosse	fosse	fosse	fosse	N;FEM;SG	
costumes	costumes	costume	costumes	N;MASC;PL	
johnny	johnny	johnny	johnny	PROPN	N
espoir	mong	espoir	mong	N;MASC;SG	V
