το	az	ο	az	DET;NOM;DEF;NEUT;SG	
μεσαία	középre	μεσαίος	közép	ADV	N;ON+ALL;SG
μεσαία	közép	μεσαίος	közép	ADV	
μεσαία	középső	μεσαίος	középső	ADV	
μεσαία	közepes	μεσαίος	közepes	ADV	ADJ;NOM;SG
αποδείξεις	bizonyíték	απόδειξη	bizonyíték	N;NOM;FEM;PL	N;NOM;SG
αποδείξεις	bizonyíték	απόδειξη	bizonyíték	N;NOM;FEM;PL	N;NOM;SG
αποδείξεις	bizonyítás	απόδειξη	bizonyítás	N;NOM;FEM;PL	N;NOM;SG
πλάτη	vissza	πλάτος	vissza	N;NOM;FEM;SG	ADV
ισπανοί	spanyolok	ισπανός	spanyol	PROPN;NOM;MASC;PL	N;NOM;PL
ισπανοί	spanyolul	ισπανός	spanyolul	PROPN;NOM;MASC;PL	
ισπανοί	spanyolok	ισπανός	spanyol	PROPN;NOM;MASC;PL	N;NOM;PL
ισπανοί	spanyol	ισπανός	spanyol	PROPN;NOM;MASC;PL	
αυτονομία	autonómia	αυτονομία	autonómia	N;ACC;FEM;SG	N;NOM;SG
έμπορος	kereskedő	έμπορος	kereskedő	N;NOM;MASC;SG	
έμπορος	kereskedő	έμπορος	kereskedő	N;NOM;MASC;SG	
έμπορος	kereskedő	έμπορος	kereskedő	N;NOM;MASC;SG	
έμπορος	osztó	έμπορος	osztó	N;NOM;MASC;SG	
συμφωνούν	egyetértek	συμφωνώ	egyetért	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
τελειώσει	kész	τελειώνω	kész	V;PFV;NFIN;ACT	
λουίς	luis	λουίς	luis	PROPN;NOM;MASC;SG	
μηχανισμό	mechanizmus	μηχανισμός	mechanizmus	N;ACC;MASC;SG	N;NOM;SG
στροφή	fordulj	στροφή	fordul	N;ACC;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
στροφή	fordulok	στροφή	fordul	N;ACC;FEM;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
νικ	nick	νικ	nick		
πιέσεις	nyomás	πίεση	nyomás	N;NOM;FEM;PL	N;NOM;SG
υλοποίηση	végrehajtás	υλοποίηση	végrehajtás	N;ACC;FEM;SG	N;NOM;SG
υλοποίηση	végrehajtására	υλοποίηση	végrehajtás	N;ACC;FEM;SG	N;ON+ALL;SG
υλοποίηση	megvalósítás	υλοποίηση	megvalósítás	N;ACC;FEM;SG	N;NOM;SG
φύλο	nemek	φύλο	én	N;NOM;NEUT;SG	N;NOM;PL
φιλικό	barátságosak	φιλικός	barátságos	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
αυγή	hajnal	αυγή	hajnal	N;NOM;FEM;SG	
αυγή	dawn	αυγή	dawn	N;NOM;FEM;SG	
αυγή	hajnalban	αυγή	hajnal	N;NOM;FEM;SG	N;IN+ESS;SG
μάρτιος	márciusi	μάρτιος	márciusi	N;NOM;MASC;SG	ADJ;NOM;SG
μολδαβίας	moldovai	μολδαβία	moldovai	N;GEN;FEM;SG	N;NOM;SG
μολδαβίας	moldovai	μολδαβία	moldovai	N;GEN;FEM;SG	N;NOM;SG
μολδαβίας	moldova	μολδαβία	moldova	N;GEN;FEM;SG	
ετησίως	éves	ετήσιως	éves	ADV	ADJ;NOM;SG
ετησίως	évenkénti	ετήσιως	évenként	ADV	V;NFIN;ACT
ετησίως	évenként	ετήσιως	évenkén	ADV	N;ABS;SG
ετησίως	évente	ετήσιως	éven	ADV	N;ON+ESS;SG
ήχος	hangot	ήχος	hang	N;NOM;MASC;SG	N;ACC;SG
προστέθηκαν	hozzáadott	προσθέτω	hozzáad	V;PFV;IND;PL;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
προστέθηκαν	felvéve	προσθέτω	félvev	V;PFV;IND;PL;3;PST;FIN;PASS	
φόβο	félelem	φόβος	félelem	N;ACC;MASC;SG	N;NOM;SG
ορυκτών	ásványi	ορυκτός	ásványi	N;GEN;MASC;PL	N;NOM;SG
δίας	zeusz	δία	zeusz	PROPN;NOM;MASC;SG	
δίας	jupiter	δία	jupiter	PROPN;NOM;MASC;SG	
έντεκα	tizenegy	έντεκα	tizenegy	NUM;NOM;NEUT;PL	
κριτικός	bíráló	κριτικός	bíráló	N;NOM;MASC;SG	ADJ;NOM;SG
κριτικός	kritikus	κριτικός	kritikus	N;NOM;MASC;SG	
κρίστιαν	keresztény	κρίστιαν	keresztény		
κρίστιαν	christian	κρίστιαν	christian		
κρίστιαν	keresztények	κρίστιαν	keresztény		N;NOM;PL
πουέρτο	puerto	πουέρτο	puerto		
σκληρό	kegyetlen	σκληρός	kegyetlen	ADJ;NOM;NEUT;SG	
σκληρό	kegyetlenség	σκληρός	kegyetlenség	ADJ;NOM;NEUT;SG	N;NOM;SG
σκληρό	nehéz	σκληρός	nehéz	ADJ;NOM;NEUT;SG	
σκληρό	kemény	σκληρός	kemény	ADJ;NOM;NEUT;SG	
σκληρό	kemény	σκληρός	kemény	ADJ;NOM;NEUT;SG	
σκληρό	kíméletlen	σκληρός	kíméletlen	ADJ;NOM;NEUT;SG	
σκληρό	durva	σκληρός	durva	ADJ;NOM;NEUT;SG	
περιορισμό	korlátozás	περιορισμός	korlátozás	N;ACC;MASC;SG	
διακυβέρνηση	kormányzás	διακυβέρνηση	kormányzás	N;ACC;FEM;SG	N;NOM;SG
διακυβέρνηση	irányítás	διακυβέρνηση	irányítás	N;ACC;FEM;SG	N;NOM;SG
ανατολικές	kelet	ανατολικός	kelet	ADJ;NOM;FEM;PL	
ανατολικές	keleti	ανατολικός	keleti	ADJ;NOM;FEM;PL	
συγκεκριμένος	konkrét	συγκεκριμένος	konkrét	ADJ;NOM;MASC;SG	
γλυπτική	szobrászat	γλυπτικός	szobrászat	ADJ;NOM;FEM;SG	N;NOM;SG
σεπτέμβριος	szeptemberben	σεπτέμβριος	szeptember	N;NOM;MASC;SG	N;IN+ESS;SG
σεπτέμβριος	szeptemberi	σεπτέμβριος	szeptemberi	N;NOM;MASC;SG	ADJ;NOM;SG
φιλικά	baráti	φιλικά	baráti	ADV	ADJ;NOM;SG
φιλικά	barátságosak	φιλικά	barátságos	ADV	ADJ;NOM;PL
φιλικά	barátságos	φιλικά	barátságos	ADV	ADJ;NOM;SG
θερμότητας	hőség	θερμότητα	hőség	N;GEN;FEM;SG	N;NOM;SG
θερμότητας	hő	θερμότητα	hő	N;GEN;FEM;SG	N;NOM;SG
θερμότητας	fűtés	θερμότητα	fűtés	N;GEN;FEM;SG	N;NOM;SG
βουκουρέστι	bukarest	βουκουρίστι	bukarest	PROPN;NOM;NEUT;SG	
φοίνικα	főnix	φοίνικος	főnix	ADJ;NOM;NEUT;SG	N;NOM;SG
φοίνικα	phoenix	φοίνικος	phoenix	ADJ;NOM;NEUT;SG	
ευθεία	egyenesen	ευθεία	egyenesen	N;NOM;FEM;SG	
ευθεία	egyenes	ευθεία	egyenes	N;NOM;FEM;SG	
ωκεανού	óceán	ωκεανός	óceán	N;GEN;NEUT;SG	
ωκεανού	ocean	ωκεανός	ocean	N;GEN;NEUT;SG	
αντώνη	antonis	αντώνης	antonis	PROPN;ACC;MASC;SG	
εσωτερικές	belső	εσωτερικός	belső	ADJ;NOM;FEM;PL	
καίσαρα	cézár	καίσαρος	cézár	N;ACC;MASC;SG	
καίσαρα	caesar	καίσαρος	caesar	N;ACC;MASC;SG	
άρνηση	elutasítás	άρνηση	elutasítás	N;ACC;FEM;SG	N;NOM;SG
άρνηση	tagadás	άρνηση	tagadás	N;ACC;FEM;SG	N;NOM;SG
άρνηση	elutasítás	άρνηση	elutasítás	N;ACC;FEM;SG	N;NOM;SG
βοσνία	bosznia	βοσνία	bosznia	PROPN;ACC;FEM;SG	N;NOM;SG
βοσνία	boszniai	βοσνία	boszniai	PROPN;ACC;FEM;SG	ADJ;NOM;SG
μόδας	divat	μόδος	divat	N;GEN;FEM;SG	N;NOM;SG
τρίγωνο	háromszög	τρίγωνο	háromszög	N;NOM;NEUT;SG	
τζόζεφ	joseph	τζόζεφ	joseph	PROPN;NOM;MASC;SG	
τζόζεφ	józsef	τζόζεφ	józsef	PROPN;NOM;MASC;SG	
τζόζεφ	josef	τζόζεφ	josef	PROPN;NOM;MASC;SG	
ντάνιελ	dániel	ντάνιελ	dániel		
ντάνιελ	daniel	ντάνιελ	daniel		
ορκίστηκε	megesküdött	ορκίζω	meg+esküdik	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μάικ	mike	μάικ	mike		
ταραχές	nyugtalanság	ταραχή	nyugtalanság	N;NOM;FEM;PL	N;NOM;SG
ταραχές	lázadás	ταραχή	lázadás	N;NOM;FEM;PL	N;NOM;SG
μαρόκο	marokkóban	μαρόκο	marokkó	PROPN;NOM;NEUT;SG	PROPN;IN+ESS;SG
μαρόκο	marokkó	μαρόκο	marokkó	PROPN;NOM;NEUT;SG	
σαφές	tiszta	σαφής	tiszta	ADJ;NOM;NEUT;SG	
μίγμα	mix	μίγμα	mix	N;NOM;NEUT;SG	
μίγμα	keverékek	μίγμα	keverék	N;NOM;NEUT;SG	N;NOM;PL
σταρ	csillagos	σταρ	csillagos		N;NOM;SG
σταρ	csillag	σταρ	csillag		N;NOM;SG
σταρ	sztár	σταρ	sztár		N;NOM;SG
μετάβαση	átállás	μετάβαση	átállás	N;ACC;FEM;SG	N;NOM;SG
μετάβαση	átmenet	μετάβαση	átmenet	N;ACC;FEM;SG	
μετάβαση	áttérés	μετάβαση	áttérés	N;ACC;FEM;SG	N;NOM;SG
μετάβαση	átmeneti	μετάβαση	átmeneti	N;ACC;FEM;SG	
αριθμητική	numerikus	αριθμητικός	numerikus	ADJ;NOM;FEM;SG	N;NOM;SG
αριθμητική	numerikus	αριθμητικός	numerikus	ADJ;NOM;FEM;SG	N;NOM;SG
τας	tus	ο	tus	ADP	N;NOM;SG
νομικό	legális	νομικός	legális	ADJ;NOM;NEUT;SG	
καθολικό	katolikus	καθολικός	katolikus	ADJ;NOM;NEUT;SG	
καθολικό	katolikusok	καθολικός	katolikus	ADJ;NOM;NEUT;SG	N;NOM;PL
ντερ	der	ντερ	der		
ηπειρωτική	kontinentális	ηπειρωτικός	kontinentális	ADJ;NOM;FEM;SG	N;NOM;SG
ηπειρωτική	kontinens	ηπειρωτικός	kontinens	ADJ;NOM;FEM;SG	N;NOM;SG
ηπειρωτική	szárazföld	ηπειρωτικός	szárazföld	ADJ;NOM;FEM;SG	N;NOM;SG
βόλεϊ	röplabda	βόλεϊ	röplabda		N;NOM;SG
πρόοδο	előrehaladás	πρόοδος	előrehaladás	N;ACC;FEM;SG	N;NOM;SG
πρόοδο	előrelépés	πρόοδος	előrelépés	N;ACC;FEM;SG	N;NOM;SG
πρόοδο	fejlődés	πρόοδος	fejlődés	N;ACC;FEM;SG	N;NOM;SG
πρόοδο	haladás	πρόοδος	haladás	N;ACC;FEM;SG	N;NOM;SG
απομάκρυνση	eltávolítás	απομάκρυνση	eltávolítás	N;ACC;FEM;SG	N;NOM;SG
απομάκρυνση	eltávolítása	απομάκρυνση	eltávolítás	N;ACC;FEM;SG	N;NOM;SG
τακτικά	rendszeresen	τακτικός	rendszeres	ADV	ADJ;FRML;SG
τακτικά	rendszeresen	τακτικός	rendszeres	ADV	ADJ;FRML;SG
τακτικά	rendszeres	τακτικός	rendszeres	ADV	
τακτικά	normál	τακτικός	normál	ADV	
πλειονότητα	többségi	πλειονότητα	többségi	N;NOM;FEM;SG	ADJ;NOM;SG
πλειονότητα	többség	πλειονότητα	többség	N;NOM;FEM;SG	
φροντίδα	gondoskodó	φροντίδα	gondoskodó	N;NOM;FEM;SG	ADJ;NOM;SG
φροντίδα	érdekel	φροντίδα	érdekel	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
αντρέ	andre	αντρέ	andre		PROPN;NOM;SG
αντρέ	andré	αντρέ	andré		
αντρέ	andre	αντρέ	andre		PROPN;NOM;SG
αντρέ	andré	αντρέ	andré		
πενήντα	ötven	πενήντα	ötven	NUM;NOM;NEUT;PL	
πενήντα	fifty	πενήντα	fifty	NUM;NOM;NEUT;PL	
σύνδεσης	társulás	σύνδεση	társulás	N;GEN;FEM;SG	N;NOM;SG
σύνδεσης	társulási	σύνδεση	társulási	N;GEN;FEM;SG	N;NOM;SG
σύνδεσης	szövetség	σύνδεση	szövetség	N;GEN;FEM;SG	N;NOM;SG
σύνδεσης	egyesület	σύνδεση	egyesület	N;GEN;FEM;SG	N;NOM;SG
δευτέρα	hétfőn	δευτέρα	hétfő	N;ACC;FEM;SG	N;ON+ESS;SG
δευτέρα	hétfő	δευτέρα	hétfő	N;ACC;FEM;SG	
τιμωρία	büntetés	τιμωρία	büntetés	N;ACC;FEM;SG	N;NOM;SG
τιμωρία	őrizet	τιμωρία	őrizet	N;ACC;FEM;SG	N;NOM;SG
τιμωρία	büntetés	τιμωρία	büntetés	N;ACC;FEM;SG	N;NOM;SG
σύγχρονος	kortárs	σύγχρονος	kortárs	ADJ;NOM;MASC;SG	N;NOM;SG
αυτοκρατορική	birodalmi	αυτοκρατορικός	birodalmi	ADJ;NOM;FEM;SG	
συνοδεία	kíséret	συνοδείο	kísér	N;ACC;FEM;SG	N;NOM;SG
συνοδεία	kísérete	συνοδείο	kísér	N;ACC;FEM;SG	N;NOM;SG
συνοδεία	kísérje	συνοδείο	kísér	N;ACC;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
συνοδεία	kísérő	συνοδείο	kísérő	N;ACC;FEM;SG	ADJ;NOM;SG
συνοδεία	kíséret	συνοδείο	kísér	N;ACC;FEM;SG	N;NOM;SG
γραμμική	lineáris	γραμμικός	lineáris	ADJ;NOM;FEM;SG	N;NOM;SG
τζο	joe	τζο	joe	PROPN;NOM;MASC;SG	
χαϊδελβέργη	heidelberg	χαϊδελβέργη	heidelberg	PROPN;ACC;FEM;SG	N;NOM;SG
λεόν	léon	λεόν	léon		
λεόν	león	λεόν	león		
λεόν	leon	λεόν	lesz		
ανάκτορα	palota	ανάκτορα	palota	N;NOM;NEUT;PL	N;NOM;SG
ανάκτορα	palace	ανάκτορα	palace	N;NOM;NEUT;PL	
όχημα	járművel	όχημα	jármű	N;NOM;NEUT;SG	N;INS;SG
όχημα	járművek	όχημα	jármű	N;NOM;NEUT;SG	N;NOM;PL
σωματίδια	részecske	σωματίδιο	részecske	N;NOM;NEUT;PL	N;NOM;SG
ανόδου	anód	άνοδος	anód	N;GEN;FEM;SG	N;NOM;SG
ιαπωνικά	japán	ιαπωνικά	japán	ADV	
ιαπωνικά	japánok	ιαπωνικά	japán	ADV	N;NOM;PL
κολομβία	kolumbia	κολομβία	kolumbia	PROPN;ACC;FEM;SG	
σχεδίαση	rajzolni	σχεδίαση	rajzol	N;ACC;FEM;SG	V;NFIN;ACT
σχεδίαση	sorsolás	σχεδίαση	sorsolás	N;ACC;FEM;SG	N;NOM;SG
σχεδίαση	rajzol	σχεδίαση	rajzol	N;ACC;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
σχεδίαση	döntetlen	σχεδίαση	döntetlen	N;ACC;FEM;SG	N;NOM;SG
σχεδίαση	dizájn	σχεδίαση	dizájn	N;ACC;FEM;SG	N;NOM;SG
σχεδίαση	tervezési	σχεδίαση	tervezési	N;ACC;FEM;SG	ADJ;NOM;SG
σχεδίαση	design	σχεδίαση	design	N;ACC;FEM;SG	
σχεδίαση	tervezés	σχεδίαση	tervezés	N;ACC;FEM;SG	N;NOM;SG
κίνδυνοι	veszélyeket	κίνδυνος	veszély	N;NOM;MASC;PL	N;ACC;PL
κίνδυνοι	kockázat	κίνδυνος	kockázat	N;NOM;MASC;PL	N;NOM;SG
κίνδυνοι	veszélyeket	κίνδυνος	veszély	N;NOM;MASC;PL	N;ACC;PL
κονγκ	kong	κονγκ	kong		
μηνύματα	üzeneteket	μήνυμα	üzenet	N;NOM;NEUT;PL	N;ACC;PL
απόγευμα	este	απόγευμα	este	N;NOM;NEUT;SG	ADV
απόγευμα	estét	απόγευμα	est	N;NOM;NEUT;SG	N;ACC;SG
απόγευμα	délután	απόγευμα	délután	N;NOM;NEUT;SG	
απόγευμα	délutáni	απόγευμα	délutáni	N;NOM;NEUT;SG	
φωλιά	fészket	φωλιός	fészket	N;NOM;FEM;SG	N;ACC;SG
επιθετικοί	agresszív	επιθετικός	agresszív	ADJ;NOM;MASC;PL	
μπίλι	billy	μπίλι	billy		
δορυφόροι	műholdak	δορύφορος	műhold	ADJ;NOM;MASC;PL	N;NOM;PL
φορέας	szállító	φορέας	szállító	N;NOM;MASC;SG	ADJ;NOM;SG
φορέας	hordozó	φορέας	hordozó	N;NOM;MASC;SG	ADJ;NOM;SG
φορέας	intézmények	φορέας	intézmény	N;NOM;MASC;SG	N;NOM;PL
μιούζικαλ	zenei	μιούζικαλ	zenei	N;NOM;NEUT;SG	ADJ;NOM;SG
πνευματικό	spirituális	πνευματικός	spirituális	ADJ;NOM;NEUT;SG	N;NOM;SG
πνευματικό	szellemi	πνευματικός	szellemi	ADJ;NOM;NEUT;SG	
πνευματικό	lelki	πνευματικός	lelki	ADJ;NOM;NEUT;SG	
άλμπερτ	albert	άλμπερτ	albert		
επιτευχθεί	teljesült	επιτυγχάνω	teljesül	V;PFV;3;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
επιτευχθεί	megvalósult	επιτυγχάνω	meg+valósul	V;PFV;3;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
επιτευχθεί	elért	επιτυγχάνω	elért	V;PFV;3;NFIN;PASS	
νεπάλ	nepál	νεπάλ	nepál		PROPN;NOM;SG
σοβιετικοί	szovjetek	σοβιετικός	szovjet	ADJ;NOM;MASC;PL	N;NOM;PL
αραβία	arábia	αραβία	arabia	PROPN;ACC;FEM;SG	N;NOM;SG
υποστηρίζεται	támogatott	υποστηρίζω	támogat	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
θεμέλια	alap	θεμέλιο	alap	N;NOM;NEUT;PL	
θεμέλια	alapítvány	θεμέλιο	alapítvány	N;NOM;NEUT;PL	N;NOM;SG
κούβα	kubában	κούβα	kuba	PROPN;ACC;FEM;SG	N;IN+ESS;SG
κούβα	kuba	κούβα	kuba	PROPN;ACC;FEM;SG	PROPN;NOM;SG
στίβεν	stephen	στίβω	stephen	PROPN;NOM;MASC;SG	
στίβεν	istván	στίβω	istván	PROPN;NOM;MASC;SG	
στίβεν	steven	στίβω	steven	PROPN;NOM;MASC;SG	
πλάκες	rendszám	πλάκη	rendszám	N;NOM;FEM;PL	N;NOM;SG
πλάκες	tányér	πλάκη	tányér	N;NOM;FEM;PL	N;NOM;SG
δεδομένο	megadott	δεδομένο	megadott	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
δεδομένο	adva	δεδομένο	adva	N;NOM;NEUT;SG	
δεδομένο	megadva	δεδομένο	megadva	N;NOM;NEUT;SG	ADV;V.CVB
δεδομένο	adott	δεδομένο	ad	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
τριάδα	triád	τριάδα	triád	N;NOM;FEM;SG	
τριάδα	trinity	τριάδα	trinity	N;NOM;FEM;SG	
μυστικά	titkai	μυστικά	titkai	ADV	N;NOM;PL
μυστικά	titok	μυστικά	titok	ADV	N;NOM;SG
μυστικά	titkok	μυστικά	titk	ADV	N;NOM;PL
μυστικά	titkokat	μυστικά	titk	ADV	N;ACC;PL
συνεχόμενη	folyamatos	συνεχόμενος	folyamatos	ADJ;NOM;FEM;SG	
συνεχόμενη	folytonos	συνεχόμενος	folytonos	ADJ;NOM;FEM;SG	
θεούς	istenek	θεός	ist	N;ACC;MASC;PL	N;NOM;PL
μαύρος	fekete	μαύρος	feket	N;NOM;MASC;SG	
μαύρος	black	μαύρος	black	N;NOM;MASC;SG	
μηχανικό	mechanikai	μηχανικός	mechanikai	ADJ;NOM;NEUT;SG	N;NOM;SG
μηχανικό	mechanikus	μηχανικός	mechanikus	ADJ;NOM;NEUT;SG	N;NOM;SG
μηχανικό	mérnök	μηχανικός	mérnök	ADJ;NOM;NEUT;SG	N;NOM;SG
βλαντιμίρ	vlagyimir	βλαντιμίρ	vlagyimir	PROPN;NOM;MASC;SG	
βλαντιμίρ	vladimir	βλαντιμίρ	vladimir	PROPN;NOM;MASC;SG	
ισχύουν	jelentkezz	ισχύω	jelentkezz	V;IPFV;IND;PL;3;PRS;FIN;ACT	
δελφών	delphi	δελφή	delphi	PROPN;GEN;MASC;SG	
νικητή	győztes	νικητής	győztes	N;ACC;MASC;SG	
νικητή	nyertes	νικητής	nyertes	N;ACC;MASC;SG	
ισλανδία	izlandi	ισλανδία	izlandi	PROPN;ACC;FEM;SG	
ισλανδία	izland	ισλανδία	izland	PROPN;ACC;FEM;SG	PROPN;NOM;SG
εκθέματα	kiállítás	έκθεμα	kiállítás	N;NOM;NEUT;PL	N;NOM;SG
τζωρτζ	george	τζωρτζ	george	PROPN;NOM;MASC;SG	
τζωρτζ	györgy	τζωρτζ	györgy	PROPN;NOM;MASC;SG	N;NOM;SG
βουκουρεστίου	bukarest	βουκουρεστίο	bukarest	PROPN;GEN;NEUT;SG	
ρύθμιση	beállítás	ρύθμιση	beállítás	N;ACC;FEM;SG	N;NOM;SG
ρύθμιση	csapda	ρύθμιση	csapda	N;ACC;FEM;SG	N;NOM;SG
καθορίζεται	eltökélt	καθορίζω	eltökélt	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
καθορίζεται	határozott	καθορίζω	határoz	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
καθορίζεται	meghatározott	καθορίζω	meghatározott	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
καθορίζεται	meghatározva	καθορίζω	meghatározva	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV;V.CVB
πόνο	fáj	πόνο	fáj	N;ACC;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
πόνο	fájdalom	πόνο	fájdalom	N;ACC;MASC;SG	N;NOM;SG
μολονότι	habár	μολονότι	habár	ADV	CONJ
μολονότι	bár	μολονότι	bár	ADV	CONJ
έξοδα	költség	έξοδο	költség	N;NOM;NEUT;PL	N;NOM;SG
αντίπαλος	rivális	αντίπαλος	rivális	ADJ;NOM;MASC;SG	
αντίπαλος	ellenfél	αντίπαλος	ellenfél	ADJ;NOM;MASC;SG	N;NOM;SG
αντίπαλος	ellenfele	αντίπαλος	ellenfele	ADJ;NOM;MASC;SG	N;NOM;SG
ζευγάρια	párokat	ζευγάριο	pár	N;NOM;NEUT;PL	N;ACC;PL
ζευγάρια	párban	ζευγάριο	pár	N;NOM;NEUT;PL	N;IN+ESS;SG
διάσκεψη	konferencián	διάσκεψη	konferencia	N;NOM;FEM;SG	N;ON+ESS;SG
διατηρηθεί	megtartott	διατηρώ	megtartott	V;PFV;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
οικουμενικό	ökumenikus	οικουμενικός	ökumenikus	ADJ;NOM;NEUT;SG	N;NOM;SG
άλογα	lovakat	άλογος	lovak	N;NOM;NEUT;PL	N;ACC;PL
όφελος	haszon	όφελος	hasz	N;ACC;NEUT;SG	N;NOM;SG
όφελος	előny	όφελος	előny	N;ACC;NEUT;SG	N;NOM;SG
σπάνιο	ritka	σπάνιος	ritka	ADJ;NOM;NEUT;SG	
ιππικό	lovasság	ιππικός	lovasság	N;ACC;MASC;SG	N;NOM;SG
σκοτώνει	öl	σκοτώνω	öl	V;IPFV;IND;SG;3;PRS;FIN;ACT	
μακρύ	hosszú	μακρύς	hosszú	N;NOM;NEUT;SG	
αετός	sas	αετός	sas	N;NOM;MASC;SG	
αετός	eagle	αετός	eagle	N;NOM;MASC;SG	
αυξημένη	fokozott	αυξημένος	fokozik	V;PFV;NOM;FEM;SG;V.PTCP;PASS	
αυξημένη	emelkedett	αυξημένος	emelkedik	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αυξημένη	megnövelt	αυξημένος	megnövel	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αυξημένη	megnőtt	αυξημένος	megnőtt	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αυξημένη	megnövekedett	αυξημένος	megnövekedik	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αυξημένη	nőtt	αυξημένος	nő	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
νάπολη	nápolyi	νάπολη	nápolyi	PROPN;NOM;FEM;SG	
νάπολη	nápoly	νάπολη	nápoly	PROPN;NOM;FEM;SG	
ούρων	vizeletben	ούρα	vizelet	N;GEN;MASC;PL	N;IN+ESS;SG
ούρων	vizelet	ούρα	vizelet	N;GEN;MASC;PL	N;NOM;SG
κρέας	húsok	κρέος	hús	N;NOM;NEUT;SG	N;NOM;PL
κρέας	húst	κρέος	húst	N;NOM;NEUT;SG	N;ACC;SG
επαγγελματικά	szakmai	επαγγελματικά	szakmai	ADV	ADJ;NOM;SG
επαγγελματικά	profi	επαγγελματικά	profi	ADV	
επαγγελματικά	professzionális	επαγγελματικά	professzionális	ADV	ADJ;NOM;SG
επαγγελματικά	szakmailag	επαγγελματικά	szakmailag	ADV	
κινγκ	kinga	κινγκ	kinga		
καθαρή	háló	καθερός	háló	ADJ;NOM;FEM;SG	N;NOM;SG
καθαρή	nettó	καθερός	nettó	ADJ;NOM;FEM;SG	
καθαρή	net	καθερός	net	ADJ;NOM;FEM;SG	N;NOM;SG
καθαρή	tisztán	καθερός	tiszta	ADJ;NOM;FEM;SG	
καθαρή	tiszta	καθερός	tiszta	ADJ;NOM;FEM;SG	
καθαρή	tiszta	καθερός	tiszta	ADJ;NOM;FEM;SG	
καθαρή	clean	καθερός	clean	ADJ;NOM;FEM;SG	
αποδεκτό	elfogadhatónak	αποδεκτός	elfogadható	ADJ;NOM;NEUT;SG	N;DAT;SG
αποδεκτό	elfogadható	αποδεκτός	elfogadható	ADJ;NOM;NEUT;SG	
σώσει	mentés	σώνω	mentés	V;PFV;IND;SG;3;FIN;ACT	N;NOM;SG
σώσει	mentése	σώνω	mentés	V;PFV;IND;SG;3;FIN;ACT	N;NOM;SG
ρος	ross	ρος	ross	PROPN;NOM;MASC;SG	
θήβα	théba	θήβα	théba	PROPN;ACC;FEM;SG	N;NOM;SG
κλασικό	klasszikus	κλασικός	klasszikus	ADJ;NOM;NEUT;SG	
κλασικό	classic	κλασικός	classic	ADJ;NOM;NEUT;SG	
αιγίδα	védnöksége	αιγίδα	védnökség	N;ACC;FEM;SG	N;NOM;SG
αιγίδα	aegis	αιγίδα	aegis	N;ACC;FEM;SG	
αιγίδα	égisze	αιγίδα	égisz	N;ACC;FEM;SG	
ρέι	ray	ρέγω	ray		
θωμά	thomas	θωμά	thomas	PROPN;NOM;MASC;SG	
θωμά	tamás	θωμά	tamás	PROPN;NOM;MASC;SG	N;NOM;SG
ανζού	anjou	ανζού	anjou	N;NOM;MASC;SG	
παππούς	nagypapa	παππούς	nagypap	N;NOM;MASC;SG	
παππούς	nagypapa	παππούς	nagypap	N;NOM;MASC;SG	
γνωστούς	ismerősök	γνωστός	ismerős	ADJ;NOM;MASC;PL	N;NOM;PL
ξένους	idegenek	ξένος	ideg	ADJ;ACC;MASC;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
