til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
synlige	दृष्टिगोचर	synlig	दृष्टिगोचर	ADJ;PL	PROPN;NOM;MASC;SG;3
synlige	दृश्यमान	synlig	दृश्यमान	ADJ;PL	
synlige	दृश्य	synlig	दृश्य	ADJ;PL	N;NOM;MASC;SG;3
indonesien	इंडोनेशिया	indonesie	इंडोनेशिया		PROPN;NOM;MASC;SG;3
express	अभिव्यक्त	express	अभिव्यक्त		ADJ
express	एक्सप्रेस	express	एक्सप्रेस		N;NOM;FEM;SG;3
express	एक्स्प्रेस	express	एक्स्प्रेस		V;PFV;FEM;SG;V.PTCP;ACT
danse	नाच	danse	नाच	V;NFIN;ACT	
danse	डांस	danse	डांस	V;NFIN;ACT	N;NOM;MASC;SG;3
danse	नृत्य	danse	नृत्य	V;NFIN;ACT	N;NOM;MASC;SG;3
danse	नाचना	danse	नाचना	V;NFIN;ACT	
kernen	कोर	kerne	कोर	N;DEF;MASC+FEM;SG	
toronto	टोरंटो	toronto	टोरंटो		PROPN;NOM;MASC;SG;3
kaukasus	काकेशस	kaukasus	काकेशस		PROPN;NOM;MASC;SG;3
bekræftede	पुष्टि	bekræfte	पुष्टि	V;IND;PST;FIN;ACT	N;NOM;FEM;SG;3
kat	कैट	kat	कैट	N;INDF;MASC+FEM;SG	
kat	बिल्ली	kat	बिल्ली	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
frivilligt	स्वैच्छिक	frivilligt	स्वैच्छिक	ADV	PROPN;NOM
frivilligt	voluntary	frivilligt	voluntary	ADV	N;NOM;MASC;SG;3
frivilligt	वैकल्पिक	frivilligt	वैकल्पिक	ADV	ADJ;NOM
frivilligt	स्वयंसेवक	frivilligt	स्वयंसेवक	ADV	N;NOM;MASC;SG;3
frivilligt	स्वयंसेवी	frivilligt	स्वयंसेवी	ADV	N;NOM
estiske	एस्टोनियाई	estisk	एस्टोनियाई	ADJ;PL	PROPN;NOM;FEM;SG;3
designer	पंक्तियां	designe	पंक्ति	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
aktier	शेयर	aktie	शेयर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
aktier	साझा	aktie	साझा	N;INDF;MASC+FEM;PL	
anslået	एस्टीमेट	anslå	एस्टीमेट	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
anslået	अनुमान	anslå	अनुमान	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
anslået	अनुमानित	anslå	अनुमानित	V;INDF;SG;PST;V.PTCP	ADJ
opret	बनाएं	opre	बना	V;IMP	V;SBJV;PL;3;FIN;ACT
opret	बनाएँ	opre	बना	V;IMP	V;SBJV;PL;FIN;ACT
tomme	इंच	tom	इंच	ADJ;PL	N;NOM;MASC;SG;3
tomme	रिक्त	tom	रिक्त	ADJ;PL	
afspejler	परावर्तन	afspejle	परावर्तन	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
afspejler	ग़ौर	afspejle	ग़ौर	V;IND;PRS;FIN;ACT	
afspejler	प्रतिबिंबित	afspejle	प्रतिबिंबित	V;IND;PRS;FIN;ACT	ADJ
ministre	मंत्रि	minister	मंत्रि	N;INDF;MASC+FEM;PL	
ministre	मंत्री	minister	मंत्री	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
besejre	हार	besejre	हार	V;NFIN;ACT	N;NOM;FEM;SG;3
besejre	शिकस्त	besejre	शिकस्त	V;NFIN;ACT	N;NOM;FEM;SG;3
flyvning	उड़न	flyvning	उड़न	N;INDF;MASC+FEM;SG	
flyvning	भिंड	flyvning	भिंड	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
flyvning	उड़ती	flyvning	उड़	N;INDF;MASC+FEM;SG	V;IPFV;FEM;SG;V.PTCP;ACT
flyvning	उडान	flyvning	उडान	N;INDF;MASC+FEM;SG	
knuth	knuth	knuth	knuth	PROPN	
understøttelse	support	understøttelse	support	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
oplevet	अनुभवी	opleve	अनुभवी	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
urban	अर्बन	urban	अर्बन		
urban	नगरीय	urban	नगरीय		N;NOM;MASC;SG;3
urban	शहरी	urban	शहरी		PROPN;NOM
isoleret	insulated	isolere	insulated	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
isoleret	पृथक	isolere	पृथक	V;INDF;SG;PST;V.PTCP	
grønt	हरित	grøn	हरित	ADJ;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
grønt	हरा	grøn	हरा	ADJ;INDF;NEUT;SG	V;MASC;SG;V.PTCP;ACT
grønt	ग्रीन	grøn	ग्रीन	ADJ;INDF;NEUT;SG	
effekter	प्रभाव	effekt	प्रभाव	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
ken	केन	ken	केन		
arealer	एटलस	areal	एटलस	N;INDF;NEUT;PL	
arealer	क्षेत्र	areal	क्षेत्र	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dallas	डलास	dallas	डलास		PROPN;NOM;MASC;SG;3
forsvarer	बचाव	forsvare	बचाव	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
protestantiske	प्रोटोस्टेंट	protestantisk	प्रोटोस्टेंट	ADJ;PL	N;NOM;MASC;SG;3
protester	विरोध	protest	विरोध	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
protester	विरोध	protest	विरोध	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
muhammed	मुहम्मद	muhammed	मुहम्मद	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
muhammed	मुहम्मद	muhammed	मुहम्मद	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
marco	मार्को	marco	मार्को	PROPN	N;NOM;MASC;SG;3
fastlagt	परिभाषित	fastlægge	परिभाषित	V;INDF;SG;PST;V.PTCP	ADJ
fastlagt	पारिभाषित	fastlægge	पारिभाषित	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
fastlagt	निर्धारित	fastlægge	निर्धारित	V;INDF;SG;PST;V.PTCP	ADJ;NOM
fastlagt	संकल्पित	fastlægge	संकल्पित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
irish	आयरिश	irish	आयरिश		PROPN;NOM;MASC;SG;3
skadet	घायल	skad	घायल	V;INDF;SG;PST;V.PTCP	ADJ
skadet	क्षतिग्रस्त	skad	क्षतिग्रस्त	V;INDF;SG;PST;V.PTCP	ADJ
skadet	चोट	skad	चोट	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
skadet	आहत	skad	आहत	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
skadet	ठेस	skad	ठेस	V;INDF;SG;PST;V.PTCP	
watson	वाटसन	watson	वाटसन		PROPN;NOM;MASC;SG;3
hjul	पहिया	hjul	पहिया	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
hjul	चक्र	hjul	चक्र	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
hjul	व्हील	hjul	व्हील	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
toyota	टोयोटा	toyota	टोयोटा	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
montenegro	मोंटेनेग्रो	montenegro	मोंटेनेग्रो	PROPN	PROPN;NOM;MASC;SG;3
udtale	उच्चारण	udtale	उच्चारण	V;NFIN;ACT	N;NOM;MASC;SG;3
budapest	बुडापेस्ट	budapest	बुडापेस्ट	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
campbell	कैम्पबेल	campbell	कैम्पबेल		PROPN;NOM;MASC;SG;3
ivrig	बेचैन	ivrig	बेचैन	ADJ;INDF;MASC+FEM;SG	
nigeria	नाइजीरिया	nigeria	नाइजीरिया		PROPN;NOM;MASC;SG;3
nigeria	सीरियल	nigeria	सीरियल		N;NOM;MASC;SG;3
armstrong	आर्मस्ट्रांग	armstrong	आर्मस्ट्रांग	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
samtgemeinde	samtgemeinde	samtgemeinde	samtgemeinde	N;INDF;NEUT;SG	V;IPFV;MASC;PL;V.PTCP;ACT
nul	शुन्य	nul	शुन्य	N;INDF;NEUT;SG	
nul	zero	nul	zero	N;INDF;NEUT;SG	
nul	शून्य	nul	शून्य	N;INDF;NEUT;SG	NUM
islamisk	इस्लामिक	islamisk	इस्लामिक	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
islamisk	इस्लामी	islamisk	इस्लामी	ADJ;INDF;SG	
etiopien	इथियोपिया	etiopie	इथियोपिया	PROPN	PROPN;NOM;MASC;SG;3
mitchell	मिशेल	mitchell	मिशेल		PROPN;NOM;FEM;SG;3
vrede	गुस्से	vred	गुस्सा	ADJ;PL	V;SG;FIN;ACT
vrede	क्रोध	vred	क्रोध	ADJ;PL	N;NOM;MASC;SG;3
vrede	गुस्सा	vred	गुस्सा	ADJ;PL	N;NOM;MASC;SG;3
vrede	गुस्सा	vred	गुस्सा	ADJ;PL	N;NOM;MASC;SG;3
vrede	एंग्री	vred	एंग्री	ADJ;PL	
vrede	प्रकोप	vred	प्रकोप	ADJ;PL	N;NOM;MASC;SG;3
vrede	क्रोध	vred	क्रोध	ADJ;PL	N;NOM;MASC;SG;3
vrede	रेज	vred	रेज	ADJ;PL	
medaljen	मैडल	medalje	मैडल	N;DEF;MASC+FEM;SG	
carter	कार्टर	carter	कार्टर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
værdifulde	मूल्यवान	værdifuld	मूल्यवान	ADJ;PL	PROPN;NOM;MASC;SG;3
bmw	बीएमडब्ल्यू	bmw	बीएमडब्ल्यू	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
akademiske	शैक्षिक	akademisk	शैक्षिक	ADJ;PL	N;NOM
akademiske	अकादमिक	akademisk	अकादमिक	ADJ;PL	N;NOM;MASC;SG;3
forstærket	प्रवर्धित	forstærke	प्रवर्धित	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
forstærket	उन्नत	forstærke	उन्नत	V;INDF;SG;PST;V.PTCP	
køber	खरीदें	købe	खरीद	V;IND;PRS;FIN;ACT	V;SBJV;PL;3;FIN;ACT
køber	खरीदार	købe	खरीदार	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
køber	क्रय	købe	क्रय	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
letlands	लातविया	letlands	लातविया	N;GEN;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
letlands	लातवियाई	letlands	लातवियाई	N;GEN;INDF;NEUT;SG	PROPN;NOM;FEM;SG;3
letlands	लातवियाई	letlands	लातवियाई	N;GEN;INDF;NEUT;SG	PROPN;NOM;FEM;SG;3
nova	नोवा	nova	नोवा		PROPN;NOM;MASC;SG;3
row	पंक्ति	row	पंक्ति		N;NOM;FEM;SG;3
inviteret	आमंत्रित	invitere	आमंत्रित	V;INDF;SG;PST;V.PTCP	ADJ
voksen	प्रौढ़	voksen	प्रौढ़	ADJ;INDF;MASC+FEM;SG	
voksen	बालिग	voksen	बालिग	ADJ;INDF;MASC+FEM;SG	
voksen	वयस्क	voksen	वयस्क	ADJ;INDF;MASC+FEM;SG	
abu	आबू	abu	आबू	PROPN	PROPN;NOM;MASC;SG;3
abu	abu	abu	abu	PROPN	PROPN;NOM;MASC;SG;3
dean	डीन	dean	डीन		N;NOM;MASC;SG;3
mind	मन	mind	मन		N;NOM;MASC;SG;3
mind	दिमाग	mind	दिमाग		N;NOM;MASC;SG;3
cape	केप	cape	केप	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tempel	टेम्पल	tempel	टेम्पल	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
ordrer	ऑर्डर	ordre	ऑर्डर	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
ordrer	आदेश	ordre	आदेश	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
magiske	मैजिक	magisk	मैजिक	ADJ;PL	N;NOM;MASC;SG;3
magiske	जादू	magisk	जादू	ADJ;PL	
magiske	जादुई	magisk	जादुई	ADJ;PL	
forenet	एकीकृत	forenet	एकीकृत	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
forenet	यूनाइटेड	forenet	यूनाइटेड	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
forenet	संयुक्त	forenet	संयुक्त	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
velhavende	धनवान	velhavende	धनवान	ADJ	PROPN;NOM;MASC;SG;3
delta	डेल्टा	delta	डेल्टा		N;NOM;MASC;SG;3
sen	देरी	sen	देरी	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sen	देर	sen	देर	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sen	लेट	sen	लेट	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
sen	सेन	sen	सेन	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
streng	स्क्रिप्ट्स	streng	स्क्रिप्ट	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
streng	वाक्यांश	streng	वाक्यांश	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
streng	स्ट्रिंग	streng	स्ट्रिंग	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
tunnel	टनल	tunnel	टनल	N;INDF;MASC+FEM;SG	
opfyldt	met	opfylde	met	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
rolf	rolf	rolf	rolf		PROPN;NOM;MASC;SG;3
val	वल	vælle	वल	N;INDF;MASC+FEM;SG	
tina	टीना	tina	टीना		PROPN;NOM;FEM;SG;3
ronald	रोनाल्ड	ronald	रोनाल्ड		PROPN;NOM;MASC;SG;3
kopier	कॉपी	kopie	कॉपी	N;INDF;MASC+FEM;PL	
kopier	नक़ल	kopie	नक़ल	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
kopier	कॉपी	kopie	कॉपी	N;INDF;MASC+FEM;PL	
kopier	नक़ल	kopie	नक़ल	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
vegas	वेगास	vegas	वेगास		PROPN;NOM;MASC;SG;3
elo	इल	elo	इल		
johansson	जोहानसन	johansson	जोहानसन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
studeret	पढ़ाई	studere	पढ़ाई	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
fylder	फिलिंग	fylde	फिलिंग	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
nintendo	निन्टेंडो	nintendo	निन्टेंडो		N;NOM;MASC;SG;3
søstre	बहनो	søster	बहनो	N;INDF;MASC+FEM;PL	
svampe	मशरूम	svampe	मशरूम	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
svampe	मशरूम	svampe	मशरूम	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
vancouver	वैंकूवर	vancouver	वैंकूवर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
benz	बेंज	benz	बेंज		PROPN;NOM;MASC;SG;3
points	बिंदु	points	बिंदु		N;NOM;MASC;SG;3
points	पॉइंट	points	पॉइंट		N;NOM;MASC;SG;3
points	अंक	points	अंक		N;NOM;MASC;SG;3
anholdt	गिरफ्तार	anholde	गिरफ्तार	V;INDF;SG;PST;V.PTCP	ADJ
sandheden	सत्य	sandhed	सत्य	N;DEF;MASC+FEM;SG	
løsninger	समाधान	løsning	समाधान	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
effektive	कुशल	effektiv	कुशल	ADJ;PL	
flyvende	उड़न	flyvende	उड़न	ADJ	
flyvende	भिंड	flyvende	भिंड	ADJ	PROPN;NOM;MASC;SG;3
flyvende	उड़ती	flyvende	उड़	ADJ	V;IPFV;FEM;SG;V.PTCP;ACT
forbrydelser	क्राइम	forbrydelse	क्राइम	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
forbrydelser	अपराध	forbrydelse	अपराध	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
forbrydelser	जुर्म	forbrydelse	जुर्म	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
undervisningen	पढ़ाने	undervisning	पढा	N;DEF;MASC+FEM;SG	V;NFIN;ACT
dateret	दिनाँक	dateret	दिनाँक	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
ukrainske	यूक्रेनी	ukrainsk	यूक्रेनी	ADJ;PL	PROPN;NOM;MASC;SG;3
forbedringer	सुधार	forbedring	सुधार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
forbedringer	सुधार	forbedring	सुधार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
brune	ब्राउन	brune	ब्राउन	ADJ;PL	PROPN;NOM;MASC;SG;3
brune	भूरा	brune	भूरा	ADJ;PL	PROPN;NOM;MASC;SG;3
falske	नकली	falsk	नकली	ADJ;PL	
falske	नकली	falsk	नकली	ADJ;PL	
falske	फेक	falsk	फेक	ADJ;PL	
falske	fake	falsk	fake	ADJ;PL	
etaper	स्टेज	etape	स्टेज	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
etaper	चरण	etape	चरण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
rør	स्पर्श	røre	स्पर्श	V;IMP	
rør	टच	røre	टच	V;IMP	
rør	पाइप	røre	पाइप	V;IMP	N;NOM;MASC;SG;3
rør	नलिका	røre	नलिका	V;IMP	N;NOM;FEM;SG;3
rør	ट्यूब	røre	ट्यूब	V;IMP	N;NOM;MASC;SG;3
rør	पाइप	røre	पाइप	V;IMP	N;NOM;MASC;SG;3
dialog	संवाद	dialog	संवाद	N;INDF;MASC+FEM;SG	
dialog	संवाद	dialog	संवाद	N;INDF;MASC+FEM;SG	
orleans	ऑरलियन्स	orlean	ऑरलियन		N;NOM;MASC;SG;3
sean	शॉन	sean	शॉन		PROPN;NOM;MASC;SG;3
annonceret	घोषित	annoncere	घोषित	V;INDF;SG;PST;V.PTCP	ADJ
cruz	क्रूज़	cruz	क्रूज़		PROPN;NOM;MASC;SG;3
hal	है	hal	है		V;IND;SG;3;PRS;FIN;ACT
hal	hai	hal	hai		
hal	hal	hal	hal		PROPN;NOM;MASC;SG;3
hal	एचएएल	hal	एचएएल		PROPN;NOM;MASC;SG;3
hal	हॉल	hal	हॉल		N;NOM;MASC;SG;3
phoenix	फीनिक्स	phoenix	फीनिक्स		PROPN;NOM;MASC;SG;3
etnisk	जातीय	etnisk	जातीय	ADJ;INDF;SG	V;MASC;SG;3;V.PTCP;ACT
skjulte	छुपा	skjule	छुपा	V;PL;PST;V.PTCP	
hat	हैट	hat	हैट	N;INDF;MASC+FEM;SG	
randy	रैंडी	randy	रैंडी	PROPN	PROPN;NOM;MASC;SG;3
reklamer	विज्ञापन	reklame	विज्ञापन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
reklamer	विज्ञापन	reklame	विज्ञापन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
reklamer	विज्ञापन	reklame	विज्ञापन	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
aaron	हारून	aaron	हारून		PROPN;NOM;MASC;SG;3
aaron	आरोन	aaron	आरोन		PROPN;NOM;MASC;SG;3
flyder	तैरता	flyde	तैरता	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
flyder	फ्लोटिंग	flyde	फ्लोटिंग	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
flyder	फ्लोट	flyde	फ्लोट	V;IND;PRS;FIN;ACT	
flyder	फ्लैश	flyde	फ्लैश	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
mekanisk	यांत्रिक	mekanisk	यांत्रिक	ADV	N;NOM;MASC;SG;3
mekanisk	mechanical	mekanisk	mechanical	ADV	N;NOM
miami	मियामी	miami	मियामी		PROPN;NOM;MASC;SG;3
curling	कर्लिंग	curling	कर्लिंग	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
involverede	शामिल	involvere	शामिल	V;PL;PST;V.PTCP	ADJ
venter	प्रतीक्षारत	vente	प्रतीक्षारत	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
tegne	चित्रण	tegne	चित्रण	V;NFIN;ACT	N;NOM;MASC;SG;3
tegne	रेखाचित्र	tegne	रेखाचित्र	V;NFIN;ACT	N;NOM;MASC;SG;3
tegne	ड्राइंग	tegne	ड्राइंग	V;NFIN;ACT	N;NOM;FEM;SG;3
tegne	चित्रांकन	tegne	चित्रांकन	V;NFIN;ACT	N;NOM;MASC;SG;3
tegne	आरेखण	tegne	आरेखण	V;NFIN;ACT	N;NOM;MASC;SG;3
kontorer	कार्यालय	kontor	कार्यालय	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
besøge	विज़िट	besøge	विज़िट	V;NFIN;ACT	
forstærkninger	सुदृढीकरण	forstærkning	सुदृढीकरण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
svag	निर्बल	svag	निर्बल	ADJ;INDF;MASC+FEM;SG	
svag	दुर्बल	svag	दुर्बल	ADJ;INDF;MASC+FEM;SG	
svag	कमज़ोर	svag	कमज़ोर	ADJ;INDF;MASC+FEM;SG	ADP
løve	सिंगापूर	løve	सिंगापूर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hebraisk	हिब्रू	hebraisk	हिब्रू	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
hebraisk	यहूदी	hebraisk	यहूदी	ADJ;INDF;SG	N;NOM;MASC;SG;3
aftaler	अनुबंध	aftale	अनुबंध	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
aftaler	मुलाकात	aftale	मुलाकात	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
aftaler	व्यस्तता	aftale	व्यस्तता	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
aftaler	नियुक्ति	aftale	नियुक्ति	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
ehf	ehf	ehf	ehf	PROPN	
lloyd	लॉयड	lloyd	लॉयड		PROPN;NOM;MASC;SG;3
made	बनाया	made	बना		V;PFV;MASC;SG;V.PTCP;ACT
made	बना	made	बन		V;PFV;MASC;SG;V.PTCP;ACT
fløjte	सीटी	fløjte	सीटी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
fløjte	बाँसुरी	fløjte	बाँसुरी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
fløjte	बांसुरी	fløjte	बांसुरी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
romantiske	रोमांटिक	romantisk	रोमांटिक	ADJ;PL	N;NOM;MASC;SG;3
delstater	lander	delstat	lander	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
tykke	मोटी	tyk	मोटा	ADJ;PL	ADJ;FEM;SG
tykke	घनी	tyk	घना	ADJ;PL	ADJ;NOM;FEM;SG
tykke	मोटा	tyk	मोटा	ADJ;PL	ADJ;NOM;MASC;SG
tykke	वसीय	tyk	वसीय	ADJ;PL	
ball	गेंद	ball	गेंद		N;NOM;FEM;SG;3
ball	बॉल	ball	बॉल		PROPN;NOM;MASC;SG;3
kenya	केन्या	kenya	केन्या	PROPN	PROPN;NOM;MASC;SG;3
kenya	कीनिया	kenya	कीनिया	PROPN	PROPN;NOM;MASC;SG;3
tjekkisk	चेक	tjekkisk	चेक	ADJ;INDF;SG	N;NOM;MASC;SG;3
blåt	डीलक्स	blå	डीलक्स	ADJ;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
blåt	ब्लू	blå	ब्लू	ADJ;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
jennifer	जेनिफर	jennif	जेनिफर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
scottish	स्कॉटिश	scottish	स्कॉटिश		PROPN;NOM;MASC;SG;3
meddelelser	अधिसूचना	meddelelse	अधिसूचना	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
meddelelser	संदेश	meddelelse	संदेश	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
meddelelser	संचार	meddelelse	संचार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kings	राजाओं	kings	राजा		N;ACC;MASC;PL;3
kings	किंग्स	kings	किंग		PROPN;NOM;MASC;SG;3
larry	लैरी	larry	लैरी		PROPN;NOM;MASC;SG;3
tynde	पतली	tynd	पतला	ADJ;PL	ADJ;NOM;FEM;SG
tynde	पतला	tynd	पतला	ADJ;PL	ADJ;NOM;MASC;SG
tynde	पतली	tynd	पतला	ADJ;PL	ADJ;NOM;FEM;SG
tynde	पतला	tynd	पतला	ADJ;PL	ADJ;NOM;MASC;SG
luke	ल्यूक	luke	ल्यूक	N;INDF;MASC+FEM;SG	
måne	चन्द्र	måne	चन्द्र	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
måne	चांद	måne	चांद	N;INDF;MASC+FEM;SG	
måne	चंद्रमा	måne	चंद्रमा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regn	रेन	regn	रेन	N;INDF;MASC+FEM;SG	
kræft	कर्क	kræft	कर्क	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kræft	कैंसर	kræft	कैंसर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
strækninger	ड्	strækning	ड्	N;INDF;MASC+FEM;PL	
strækninger	खण्ड	strækning	खण्ड	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
strækninger	अनुभाग	strækning	अनुभाग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
strækninger	भाग	strækning	भाग	N;INDF;MASC+FEM;PL	
malta	माल्टा	malta	माल्टा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
glasgow	ग्लासगो	glasgow	ग्लासगो	PROPN	PROPN;NOM;MASC;SG;3
secret	गोपनीय	secret	गोपनीय		N;NOM;MASC;SG;3
secret	गुप्त	secret	गुप्त		PROPN;NOM;MASC;SG;3
secret	भेद	secret	भेद		N;NOM;MASC;SG;3
secret	रहस्य	secret	रहस्य		N;NOM;MASC;SG;3
dagbog	दैनिकी	dagbog	दैनिकी	N;INDF;MASC+FEM;SG	
nevø	भांजा	nevø	भांजा	N;INDF;MASC+FEM;SG	
mikhail	मिखाइल	mikhail	मिखाइल	PROPN	PROPN;NOM;MASC;SG;3
poesi	कविता	poesi	कविता	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
mil	माइल	mil	माइल	N;INDF;MASC+FEM;SG	
mil	mil	mil	mil	N;INDF;MASC+FEM;SG	
installeret	स्थापित	installere	स्थापित	V;INDF;SG;PST;V.PTCP	ADJ
installeret	संस्थापित	installere	संस्थापित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
varmt	हॉट	varm	हॉट	ADJ;INDF;NEUT;SG	
varmt	hot	varm	ओती	ADJ;INDF;NEUT;SG	
varmt	गरम	varm	गरम	ADJ;INDF;NEUT;SG	
passere	दर्रा	passere	दर्रा	V;NFIN;ACT	N;NOM;MASC;SG;3
passere	पास	passere	पास	V;NFIN;ACT	ADV;NOM;MASC;SG;3
passere	pass	passere	pass	V;NFIN;ACT	
colorado	कोलोराडो	colorado	कोलोराडो		PROPN;NOM;MASC;SG;3
