obliczu	αντιμετωπίζοντας	oblicze	αντιμετωπίζω	N;DAT;NEUT;SG	V;IPFV;V.CVB;ACT
peugeot	πεζό	peugeot	πεζό		N;NOM;MASC;SG
peugeot	peugeot	peugeot	peugeot		
węgiel	κάρβουνο	węgiel	κάρβουνος	N;NOM;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
węgiel	κάρβουνο	węgiel	κάρβουνος	N;NOM;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
węgiel	κάρβουνα	węgiel	κάρβουνος	N;NOM;MASC;SG	N;NOM;NEUT;PL
bass	μπας	bass	μπος		PART
bass	μπάσο	bass	μπάσο		
automatyczna	αυτόματο	automatyczny	αύτομα	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
automatyczna	αυτόματες	automatyczny	αυτόματος	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
automatyczna	αυτόματα	automatyczny	αυτόματα	ADJ;NOM;FEM;SG	ADV
aspekty	πτυχή	aspekt	πτυχή	N;NOM;MASC;PL	N;NOM;FEM;SG
prosto	ευθεία	prosto	ευθεία		N;NOM;FEM;SG
prosto	ίσια	prosto	ίσιος		ADV
prosto	στρέιτ	prosto	στρέιτ		N;NOM;MASC;SG
prosto	κατευθείαν	prosto	κατεύθεια		ADV
prezentacji	προσκόμιση	prezentacja	προσκόμιση	N;GEN;FEM;SG	N;ACC;FEM;SG
prezentacji	παρουσίαση	prezentacja	παρουσίαση	N;GEN;FEM;SG	N;NOM;FEM;SG
prezentacji	παρουσιάσεις	prezentacja	παρούσιαση	N;GEN;FEM;SG	N;NOM;FEM;PL
stefano	στέφανο	stefać	στέφανο	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
domeny	domain	domen	domain		
pracujący	δουλεύοντας	pracować	δουλεύω	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;IPFV;V.CVB;ACT
zatonął	βυθίστηκε	zatonąć	βυθίζω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
zatonął	βυθίστηκε	zatonąć	βυθίζω	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
strunowce	χορδωτά	strunowiec	χορδωτός		N
joel	τζόελ	joel	τζόελ	PROPN;NOM;MASC;SG	
porównanie	συγκρίνετε	porównać	συγκρίνω	N;NOM;NEUT;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
porównanie	συγκρίνουμε	porównać	συγκρίνω	N;NOM;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
dell	ντελ	dell	ντελ		
dell	dell	dell	dell		
ewy	ιβ	ewy	ιβ		NUM;NOM;MASC;SG
ewy	εύα	ewy	εύμαι		PROPN;NOM;FEM;SG
ewy	ηβ	ewy	ηβ		N
ewy	παραμονή	ewy	παραμονή		N;ACC;FEM;SG
fra	fra	frać	fra		
osobisty	προσωπικό	osobisty	προσωπικό	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
osobisty	προσωπικά	osobisty	προσωπικά	ADJ;NOM;MASC;SG	ADV
prezydenckie	προεδρικές	prezydencki	προεδρικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
carmen	κάρμεν	carmen	κάρμεν	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
montgomery	μοντγκόμερι	montgomer	μοντγκόμερι	N;ACC;MASC;SG	PROPN;NOM;FEM;SG
kompozytorów	συνθέτες	kompozytor	συνθέτης	N;GEN;MASC;PL	N;NOM;MASC;PL
jądro	πυρήνας	jądro	πυρήνας		N;NOM;MASC;SG
jądro	πυρήνα	jądro	πυρήνας		N;ACC;MASC;SG
jądro	πυρήνας	jądro	πυρήνας		N;NOM;MASC;SG
jądro	όρχι	jądro	όρχι		N;ACC;MASC;SG
jądro	πυρήνας	jądro	πυρήνας		N;NOM;MASC;SG
jądro	πυρήνα	jądro	πυρήνας		N;ACC;MASC;SG
następcę	διάδοχος	następca	διάδοχος	N;ACC;MASC;SG	N;NOM;MASC;SG
salomona	σόλομον	salomon	σόλομον		N;NOM;MASC;SG
salomona	σολομώντα	salomon	σολομώ		N;GEN;FEM;PL
pearl	περλ	pearl	περλ		
pearl	μαργαριτάρι	pearl	μαργαριτάρι		N;NOM;NEUT;SG
wywołało	ενεργοποιήθηκε	wywołać	ενεργοποιώ	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
wiktoria	βικτώρια	wiktoria	βικτώριο	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
wiktoria	βικτόρια	wiktoria	βικτόριο	PROPN;NOM;FEM;SG	ADJ;NOM;FEM;SG
wiktoria	victoria	wiktoria	victoria	PROPN;NOM;FEM;SG	
przodków	πρόγονοι	przodek	πρόγονος	N;ACC;MASC;PL	N;NOM;MASC;PL
przodków	προγόνων	przodek	προγόνο	N;ACC;MASC;PL	N;GEN;NEUT;PL
przodków	προγόνων	przodek	προγόνο	N;ACC;MASC;PL	N;GEN;NEUT;PL
chińskie	κινέζος	chiński	κινέζος	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
chińskie	κινέζικα	chiński	κινέζικος	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
chińskie	κινέζοι	chiński	κινέζος	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
kielicha	δισκοπότηρο	kielicha	δισκοπότηρο		N;NOM;NEUT;SG
lodu	πάγος	lód	πάγος	N;GEN;MASC;SG	N;NOM;MASC;SG
lodu	πάγο	lód	πάγος	N;GEN;MASC;SG	ADV
lodu	ice	lód	ice	N;GEN;MASC;SG	
liber	liber	liber	liber		
przydatne	χρήσιμες	przydatny	χρήσιμος	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
przydatne	χρήσιμα	przydatny	χρήσιμα	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL
jowisza	δία	jowiszo	δία	N;ACC;MASC;SG	N;VOC;MASC;SG
jowisza	δίας	jowiszo	δία	N;ACC;MASC;SG	PROPN;NOM;MASC;SG
zaangażowanie	εμπλοκή	zaangażowanie	εμπλοκή	N;NOM;NEUT;SG	N;ACC;FEM;SG
zaangażowanie	αλληλεπίδραση	zaangażowanie	αλληλεπίδραση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zaangażowanie	αρραβώνων	zaangażowanie	αρραβώνω	N;NOM;NEUT;SG	N;GEN;FEM;PL
zaangażowanie	εμπλοκή	zaangażowanie	εμπλοκή	N;NOM;NEUT;SG	N;ACC;FEM;SG
zaangażowanie	προσήλωση	zaangażowanie	προσήλωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zaangażowanie	δέσμευση	zaangażowanie	δέσμευση	N;NOM;NEUT;SG	N;ACC;FEM;SG
wer	wer	wer	wer		N
rzemiosła	βιοτεχνίας	rzemieść	βιοτεχνία	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;GEN;FEM;SG
kompetencji	επάρκεια	kompetencja	επάρκεια	N;GEN;FEM;SG	N;NOM;FEM;SG
kompetencji	αρμοδιότητα	kompetencja	αρμοδιότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
kompetencji	επάρκεια	kompetencja	επάρκεια	N;GEN;FEM;SG	N;NOM;FEM;SG
kompetencji	αρμοδιότητες	kompetencja	αρμοδιότητα	N;GEN;FEM;SG	N;NOM;FEM;PL
żyjący	ζώντας	żyć	ζών	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;IPFV;V.CVB;ACT
rozszerzenie	διεύρυνσης	rozszerzenie	διεύρυνση	N;NOM;NEUT;SG	N;GEN;FEM;SG
rozszerzenie	διεύρυνση	rozszerzenie	διεύρυνση	N;NOM;NEUT;SG	N;ACC;FEM;SG
rozszerzenie	επέκταση	rozszerzenie	επέκταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
rozszerzenie	επέκταση	rozszerzenie	επέκταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
rozszerzenie	παράταση	rozszerzenie	παράταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
mercury	υδράργυρο	mercura	υδράργυρος		N;NOM;NEUT;SG
mercury	υδραργύρου	mercura	υδράργυρος		N;GEN;NEUT;SG
mercury	υδράργυρος	mercura	υδράργυρος		N;NOM;MASC;SG
mercury	ερμής	mercura	ερμή		N;NOM;MASC;SG
turków	τούρκους	turek	τούρκος	N;ACC;MASC;PL	PROPN;ACC;MASC;PL
turków	τούρκοι	turek	τούρκος	N;ACC;MASC;PL	PROPN;NOM;MASC;PL
prezentowane	προτεινόμενα	prezentować	προτεινόμενος	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
prezentowane	παρουσιάστηκαν	prezentować	παρουσιάζω	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
prezentowane	παρουσίασε	prezentować	παρουσιάζω	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
prezentowane	παρουσιάζεται	prezentować	παρουσιάζω	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
prezentowane	παρουσιάστηκε	prezentować	παρουσιάζω	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
kazań	κηρύγματα	kazanie	κήρυγμα	N;GEN;NEUT;PL	N;NOM;NEUT;PL
kazań	καζάν	kazanie	καζάν	N;GEN;NEUT;PL	
uroczyste	εορταστικό	uroczysty	εορταστικός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
greckie	ελληνικά	grecki	ελληνικός	ADJ;NOM;NEUT;SG	ADV
greckie	ελληνίδα	grecki	ελληνίδα	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
greckie	ελληνικα	grecki	ελληνικα	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
venus	αφροδίτη	venus	αφροδίτης		PROPN;NOM;FEM;SG
armata	κανόνια	armat	κανόνι	N;NOM;FEM;SG	N;NOM;NEUT;PL
homo	χόμο	homo	χόμος		N;NOM;MASC;SG
herbie	χέρμπι	herba	χέρμπι	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
wien	wien	wien	wien	PROPN;NOM;MASC;SG	
bergen	μπέργκεν	bergen	μπέργκεν	PROPN;NOM;MASC;SG	
estádio	estádio	estádio	estádio	PROPN;NOM;NEUT;SG	
ciemne	dark	ciemny	dark	ADJ;NOM;NEUT;SG	
ciemne	σκοτεινά	ciemny	σκοτεινά	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
ciemne	σκοτάδι	ciemny	σκοτάδι	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
ciemne	σκούρο	ciemny	σκούρος	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
ciemne	σκοτεινό	ciemny	σκοτεινός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
wymagane	ζήτησε	wymagać	ζητώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
wymagane	ζητείται	wymagać	ζητώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
wymagane	ζητήθηκε	wymagać	ζητώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
wymagane	ζητούνται	wymagać	ζητώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
wymagane	απαιτούμενη	wymagać	απαιτούμενος	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
wymagane	απαιτούμενα	wymagać	απαιτούμενος	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
wymagane	απαιτούμενος	wymagać	απαιτούμενος	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
wymagane	απαιτείται	wymagać	απαιτώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
wymagane	απαιτούμενο	wymagać	απαιτούμενος	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
metry	μετρητές	metr	μετρητός	N;ACC;MASC;SG	N;NOM;MASC;PL
bit	bit	bit	bit		
toma	τόμα	toma	τόμα		N
bomba	βόμβα	bomba	βόμβα		N;NOM;FEM;SG
tunelu	στοά	tunel	στοά	N;GEN;MASC;SG	N;NOM;FEM;SG
tunelu	σήραγγα	tunel	σήραγγα	N;GEN;MASC;SG	N;NOM;FEM;SG
tunelu	τούνελ	tunel	τούνελ	N;GEN;MASC;SG	N;NOM;NEUT;PL
ekspertów	ειδικοί	ekspert	ειδικός	N;ACC;MASC;PL	ADJ;NOM;MASC;PL
ekspertów	εμπειρογνώμονες	ekspert	εμπειρογνώμονας	N;ACC;MASC;PL	N;NOM;MASC;PL
ekspertów	ειδικός	ekspert	ειδικός	N;ACC;MASC;PL	ADJ;NOM;MASC;SG
ekspertów	εμπειρογνώμονας	ekspert	εμπειρογνώμονας	N;ACC;MASC;PL	N;NOM;MASC;SG
sparta	σπάρτη	sparty	σπάρτης		PROPN;ACC;FEM;SG
dorosłe	ενηλίκων	dorosły	ενήλικος	V;PFV;NEUT;IND;SG;PST;FIN;ACT	N;GEN;NEUT;PL
dorosłe	ενήλικοι	dorosły	ενήλικος	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;NOM;MASC;PL
dorosłe	ενήλικες	dorosły	ενήλικος	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;PL
ściana	wall	ściana	wall	N;NOM;FEM;SG	
ściana	τοίχο	ściana	τοίχος	N;NOM;FEM;SG	N;ACC;MASC;SG
ściana	γουόλ	ściana	γουόλ	N;NOM;FEM;SG	
konstytucyjnego	συνταγματικά	konstytucyjny	συνταγματικά	ADJ;ACC;MASC;SG	ADV
konstytucyjnego	συνταγματικό	konstytucyjny	συνταγματικός	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
konstytucyjnego	συνταγματική	konstytucyjny	συνταγματικός	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
newton	νιούτον	newton	νιούτος	PROPN;NOM;MASC;SG	
newton	newton	newton	newton	PROPN;NOM;MASC;SG	
pzl	pzl	pzl	pzl		
personelu	προσωπικό	personel	προσωπικό	N;GEN;MASC;SG	N;NOM;NEUT;SG
personelu	προσωπικό	personel	προσωπικό	N;GEN;MASC;SG	N;NOM;NEUT;SG
con	κον	con	κον		
con	con	con	con		
tylny	οπίσθια	tylny	οπίσθια	ADJ;NOM;MASC;SG	N;NOM;NEUT;PL
tylny	οπίσθια	tylny	οπίσθια	ADJ;NOM;MASC;SG	N;NOM;NEUT;PL
wiązanie	δεσμευτική	wiązanie	δεσμευτικός	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;FEM;SG
wiązanie	δεσμευτικός	wiązanie	δεσμευτικός	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;MASC;SG
wiązanie	δεσμευτικό	wiązanie	δεσμευτικός	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;NEUT;SG
wiązanie	μποντ	wiązanie	μποντ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
wiązanie	bond	wiązanie	bond	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	
liverpool	λίβερπουλ	liverpool	λίβερπουλ	N;NOM;MASC;SG	PROPN;NOM;FEM;SG
emanuel	εμάνουελ	emanuel	εμάνουελ	PROPN;NOM;MASC;SG	
dublin	δουβλίνο	dublina	δουβλίνο	PROPN;NOM;MASC;SG	
przeglądu	επανεξέταση	przegląd	επανεξέταση	N;GEN;MASC;SG	N;ACC;FEM;SG
przeglądu	αναθεώρηση	przegląd	αναθεώρηση	N;GEN;MASC;SG	N;NOM;FEM;SG
przeglądu	ανασκόπηση	przegląd	ανασκόπηση	N;GEN;MASC;SG	N;NOM;FEM;SG
teoretyk	θεωρητικός	teoretyk	θεωρητικός	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
andre	αντρέ	andra	αντρέ	PROPN;NOM;MASC;SG	
andre	άντρε	andra	άντρε	PROPN;NOM;MASC;SG	N
andre	andre	andra	andre	PROPN;NOM;MASC;SG	
andre	αντρέ	andra	αντρέ	PROPN;NOM;MASC;SG	
andre	andré	andra	andré	PROPN;NOM;MASC;SG	
andre	andre	andra	andre	PROPN;NOM;MASC;SG	
tymczasowego	προσωρινά	tymczasowy	προσωρινά	ADJ;ACC;MASC;SG	ADV
tymczasowego	προσωρινό	tymczasowy	προσωρινός	ADJ;ACC;MASC;SG	ADJ;NOM;NEUT;SG
tymczasowego	προσωρινή	tymczasowy	προσωρινός	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
tymczasowego	προσωρινός	tymczasowy	προσωρινός	ADJ;ACC;MASC;SG	ADJ;NOM;MASC;SG
tymczasowego	προσωρινού	tymczasowy	προσωρινός	ADJ;ACC;MASC;SG	ADJ;GEN;NEUT;SG
niebie	παράδεισος	niebo	παράδεισος	N;DAT;NEUT;SG	N;NOM;MASC;SG
niebie	παράδεισο	niebo	παράδεισος	N;DAT;NEUT;SG	N;ACC;MASC;SG
niebie	ουρανού	niebo	ουρανός	N;DAT;NEUT;SG	N;GEN;NEUT;SG
niebie	ουρανός	niebo	ουρανός	N;DAT;NEUT;SG	ADJ;NOM;MASC;SG
niebie	ουρανό	niebo	ουρανός	N;DAT;NEUT;SG	N;ACC;MASC;SG
niebie	s	niebo	s	N;DAT;NEUT;SG	
niebie	σκάι	niebo	σκάι	N;DAT;NEUT;SG	
nocny	νυχτερινό	nocny	νυχτερινός	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
nocny	νύχτα	nocny	νύχτα	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
nocny	βραδιά	nocny	βραδιά	ADJ;NOM;MASC;SG	N;ACC;FEM;SG
nocny	νυχτα	nocny	νυχτα	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
gleb	εδάφη	gleb	εδάφη		N;NOM;NEUT;PL
umysłu	νου	umysł	νου	N;GEN;MASC;SG	N;NOM;NEUT;SG
umysłu	μυαλό	umysł	μυαλός	N;GEN;MASC;SG	N;NOM;NEUT;SG
josh	josh	josh	josh	PROPN;NOM;MASC;SG	
josh	τζος	josh	τζος	PROPN;NOM;MASC;SG	
gwatemali	γουατεμάλα	gwatemać	γουατεμάλος	V;IPFV;MASC;IND;PL;PST;FIN;ACT	PROPN;NOM;FEM;SG
gwatemali	γουατεμάλας	gwatemać	γουατεμάλας	V;IPFV;MASC;IND;PL;PST;FIN;ACT	PROPN;GEN;FEM;SG
jasności	σαφήνεια	jasność	σαφήνεια	N;GEN;FEM;SG	N;NOM;FEM;SG
jasności	διαύγεια	jasność	διαύγεια	N;GEN;FEM;SG	N;NOM;FEM;SG
jasności	φωτεινότητα	jasność	φωτεινότητα	N;GEN;FEM;SG	N;ACC;FEM;SG
traktowane	επεξεργασμένο	traktować	επεξεργάζω	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
sobota	σάββατο	sobota	σάββατος		N;ACC;NEUT;SG
zajęte	πολυάσχολος	zajęty	πολυάσχολος		N;NOM;MASC;SG
zajęte	απασχολημένη	zajęty	απασχολώ		V;PFV;NOM;FEM;SG;V.PTCP;PASS
zajęte	απασχολημένος	zajęty	απασχολημένος		V;PFV;NOM;MASC;SG;V.PTCP;PASS
zajęte	απασχολημένοι	zajęty	απασχολώ		V;PFV;NOM;MASC;PL;V.PTCP;PASS
zajęte	κατεχόμενα	zajęty	κατεχόμενος		ADV
wrogów	εχθροί	wróg	εχθρός	N;ACC;MASC;PL	N;NOM;MASC;PL
chirurgii	χειρουργική	chirurgia	χειρουργικός	N;GEN;FEM;SG	ADJ;NOM;FEM;SG
chirurgii	εγχείρηση	chirurgia	εγχείρηση	N;GEN;FEM;SG	N;ACC;FEM;SG
chirurgii	χειρουργείο	chirurgia	χειρουργείο	N;GEN;FEM;SG	N;NOM;NEUT;SG
chirurgii	χειρουργική	chirurgia	χειρουργικός	N;GEN;FEM;SG	ADJ;NOM;FEM;SG
chirurgii	χειρουργικό	chirurgia	χειρουργικός	N;GEN;FEM;SG	ADJ;NOM;NEUT;SG
chirurgii	χειρουργικά	chirurgia	χειρουργικός	N;GEN;FEM;SG	ADV
chirurgii	χειρουργικές	chirurgia	χειρουργικός	N;GEN;FEM;SG	ADJ;NOM;FEM;PL
nintendo	nintendo	nintendo	nintendo		
armstrong	άρμστρονγκ	armstrong	άρμστρονγκ		PROPN;NOM;MASC;SG
cezar	καίσαρας	cezar	καίσαρος	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;MASC;SG
cezar	σίζαρ	cezar	σίζαρ	V;IPFV;IND;SG;PRS;FIN;ACT	N
cezar	καίσαρ	cezar	καίσαρ	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;NOM;MASC;SG
cezar	καίσαρα	cezar	καίσαρος	V;IPFV;IND;SG;PRS;FIN;ACT	N;ACC;MASC;SG
zainteresowań	ενδιαφέροντα	zainteresowanie	ενδιαφέρω	N;GEN;NEUT;PL	ADV
zainteresowań	συμφέροντα	zainteresowanie	συμφέρον	N;GEN;NEUT;PL	N;NOM;NEUT;PL
klasycznego	κλασσική	klasyczny	κλασσικός	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
klasycznego	κλασικά	klasyczny	κλασικός	ADJ;ACC;MASC;SG	ADV
klasycznego	κλασική	klasyczny	κλασικός	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
podłogi	όροφοι	podłoga	όροφος	N;ACC;FEM;SG	N;NOM;MASC;PL
podłogi	πατώματα	podłoga	πάτωμα	N;ACC;FEM;SG	N;NOM;NEUT;PL
podłogi	ορόφους	podłoga	όροφος	N;ACC;FEM;SG	N;NOM;MASC;PL
podłogi	δάπεδο	podłoga	δάπεδο	N;ACC;FEM;SG	N;NOM;NEUT;SG
komety	κομήτης	kometa	κόμητος		N;NOM;MASC;SG
komety	κομήτη	kometa	κόμητος		N;NOM;MASC;SG
komety	κομήτες	kometa	κομήτης		N;NOM;MASC;PL
otoczona	περικυκλωμένος	otoczyć	περικυκλωμένος	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
otoczona	περικυκλωμένοι	otoczyć	περικυκλώνω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
lahti	λάχτι	lahta	λάχτι	PROPN;NOM;MASC;SG	
boca	μπόκα	boca	μπόκα	PROPN;NOM;MASC;SG	
piasku	σαντ	piasek	σαντ	N;GEN;MASC;SG	
piasku	άμμος	piasek	άμμος	N;GEN;MASC;SG	N;NOM;FEM;SG
piasku	άμμο	piasek	άμμος	N;GEN;MASC;SG	N;NOM;FEM;SG
prowadzące	οδηγώντας	prowadzić	οδηγώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IPFV;V.CVB;ACT
prowadzące	οδηγεί	prowadzić	οδηγώ	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
oznaczone	σημαδεμένος	oznaczyć	σημαδεμένος	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
oznaczone	σηματοδότησε	oznaczyć	σηματοδοτώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
nestor	νέστορ	nestor	νέστορ	PROPN;NOM;MASC;SG	
sodu	νάτριο	sód	νάτριος		N;NOM;NEUT;SG
sodu	νατρίου	sód	νάτριος		N;GEN;NEUT;SG
leśnictwa	δάση	leśnictwo	δάσος	N;GEN;NEUT;SG	N;NOM;NEUT;PL
leśnictwa	δασικές	leśnictwo	δασικός	N;GEN;NEUT;SG	ADJ;NOM;FEM;PL
leśnictwa	δασική	leśnictwo	δασικός	N;GEN;NEUT;SG	ADJ;NOM;FEM;SG
leśnictwa	δασοκομία	leśnictwo	δασοκομία	N;GEN;NEUT;SG	N;NOM;FEM;SG
tempo	ρυθμό	tempo	ρυθμός	N;NOM;NEUT;SG	N;ACC;MASC;SG
tempo	ρυθμό	tempo	ρυθμός	N;NOM;NEUT;SG	N;ACC;MASC;SG
językowej	γλωσσική	językowy	γλωσσικός	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
konfrontacji	αντιπαράθεση	konfrontacja	αντιπαράθεση	N;GEN;FEM;SG	N;ACC;FEM;SG
volkswagen	volkswagen	volkswagen	volkswagen		
zrozumienia	κατανόηση	zrozumienie	κατανόηση	N;GEN;NEUT;SG	N;ACC;FEM;SG
ronnie	ρόνι	ronnąć	ρόνι	ADV	
przeznaczenie	προορισμό	przeznaczenie	προορισμός	N;NOM;NEUT;SG	N;ACC;MASC;SG
przeznaczenie	σκοπό	przeznaczenie	σκοπός	N;NOM;NEUT;SG	N;ACC;MASC;SG
soczi	σότσι	soczeć	σότσι	PROPN;NOM;MASC;SG	
trwało	διήρκεσε	trwać	διαρκώ	V;IPFV;NEUT;IND;SG;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
liderów	αρχηγοί	lider	αρχηγός	N;GEN;MASC;PL	N;NOM;MASC;PL
liderów	ηγέτες	lider	ηγέτης	N;GEN;MASC;PL	N;NOM;MASC;PL
sonda	καθετήρα	sonda	καθετήρας	N;NOM;FEM;SG	N;ACC;FEM;SG
warta	γουόρθ	warta	γουόρθ		
warta	αξίζει	warta	αξίζω		V;IPFV;IND;SG;3;PRS;FIN;ACT
zmienione	αναθεωρήθηκε	zmienić	αναθεωρώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zmienione	αναθεωρημένο	zmienić	αναθεωρώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
zmienione	αναθεωρημένη	zmienić	αναθεωρώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
zmienione	άλλαξα	zmienić	άλλαξα	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
zmienione	αλλάξει	zmienić	αλλάζω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFIN;ACT
zmienione	άλλαξε	zmienić	αλλάζω	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zmienione	τροποποιημένο	zmienić	τροποποιώ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
