סטודנט	studerande	סטודנט	studerande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
שמאלה	left	שמאלה	lefa	ADV	N;NOM;INDF;MASC+FEM;SG
שמאלה	vänstra	שמאלה	vänster	ADV	ADJ;NOM;DEF;SG
שמאלה	vänstern	שמאלה	vänster	ADV	N;NOM;DEF;MASC+FEM;SG
שמאלה	vänster	שמאלה	vänster	ADV	N;NOM;INDF;MASC+FEM;SG
העמידה	hållning	העמיד	hållning	V;FEM;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
אנטארקטיקה	antarktis	אנטארקטיקה	antarktis	N;FEM;SG	PROPN;NOM
נחמה	bekvämlighet	נחמה	bekvämlighet		N;NOM;INDF;MASC+FEM;SG
נחמה	komfort	נחמה	komfort		N;NOM;INDF;MASC+FEM;SG
נחמה	tröst	נחמה	tröst		N;NOM;INDF;MASC+FEM;SG
נחמה	comfort	נחמה	comfort		N;NOM;INDF;NEUT;SG
נחמה	tröst	נחמה	tröst		N;NOM;INDF;MASC+FEM;SG
נחמה	tröst	נחמה	tröst		N;NOM;INDF;MASC+FEM;SG
היוקרתי	ansedda	היוקרתי	anse	V;SG;1;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
היוקרתי	prestigefyllda	היוקרתי	prestigefylld	V;SG;1;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
גנטי	genetiskt	גנטי	genetisk	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
גנטי	genetiska	גנטי	genetisk	N;MASC;SG	ADJ;NOM;PL
גנטי	genetisk	גנטי	genetisk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
בוני	bonnie	בוני	bonnie	PROPN	N;NOM;INDF;MASC+FEM;SG
בוני	bonny	בוני	bonny	PROPN	N;NOM;INDF;NEUT;SG
ורנר	werner	ורנר	werner	PROPN	PROPN;NOM
סת	seth	סת	seth		PROPN;NOM
פרעה	farao	פרע	farao	PROPN	PROPN;NOM
אנכי	lodrätt	אנך	lodrätt		ADV
אנכי	vertikalt	אנך	vertikal		ADJ;NOM;INDF;NEUT;SG
אנכי	vertikala	אנך	vertikal		ADJ;NOM;PL
אנכי	lodrätt	אנך	lodrätt		ADV
אנכי	vertikal	אנך	vertikal		N;NOM;INDF;MASC+FEM;SG
אנכי	vertikalt	אנך	vertikal		ADJ;NOM;INDF;NEUT;SG
הבלטי	baltic	הבלטי	baltic	PROPN	PROPN;NOM
הבלטי	baltiska	הבלטי	baltisk	PROPN	ADJ;NOM;PL
הבלטי	östersjön	הבלטי	östersjön	PROPN	PROPN;NOM
מתחרה	tävlande	התחרה	tävlande	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
מתחרה	konkurrent	התחרה	konkurrent	V;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
מתחרה	konkurrenten	התחרה	konkurrent	V;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
מתחרה	tävlande	התחרה	tävlande	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
מתחרה	konkurrerande	התחרה	konkurrerande	V;MASC;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
מתחרה	konkurrerade	התחרה	konkurrera	V;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
עט	pen	עט	pen	PROPN	N;NOM;INDF;MASC+FEM;SG
עט	penna	עט	penna	PROPN	N;NOM;INDF;MASC+FEM;SG
עט	pennan	עט	penna	PROPN	N;NOM;DEF;MASC+FEM;SG
הנהג	förare	הנהג	förare		N;NOM;INDF;MASC+FEM;PL
הנהג	föraren	הנהג	föraren		N;NOM;DEF;MASC+FEM;SG
הנהג	chaufför	הנהג	chaufför		N;NOM;INDF;MASC+FEM;SG
דרמטי	dramatiskt	דרמטי	dramatisk	ADJ;MASC;SG	ADV
דרמטי	dramatik	דרמטי	dramatik	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
דרמטי	dramatiska	דרמטי	dramatisk	ADJ;MASC;SG	ADJ;NOM;PL
מצדה	masada	מצדה	masa	PROPN	N;NOM;INDF;MASC+FEM;SG
מחתרת	underjordisk	מחתרת	underjordisk	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
מחתרת	underjordiska	מחתרת	underjordisk	N;FEM;SG	ADJ;NOM;PL
מחתרת	underjordiskt	מחתרת	underjordisk	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
ליטר	liter	ליטר	liter	PROPN	N;NOM;INDF;MASC+FEM;SG
ליטר	liter	ליטר	liter	PROPN	N;NOM;INDF;MASC+FEM;SG
ליטר	liters	ליטר	lita	PROPN	N;NOM;INDF;MASC+FEM;SG
ליטר	liter	ליטר	liter	PROPN	N;NOM;INDF;MASC+FEM;SG
שרירי	muskulös	שריר	muskulös	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
נצרות	kristet	נצרות	kristen	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
נצרות	christian	נצרות	christian	N;FEM;SG	PROPN;NOM
נצרות	kristna	נצרות	kristen	N;FEM;SG	ADJ;NOM;PL
נצרות	kristen	נצרות	kristen	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
ציטוטים	citat	ציטוט	cita	N;MASC;PL	N;NOM;INDF;NEUT;SG
ציטוטים	citationstecken	ציטוט	citationsteck	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
זול	snåla	זול	snåla	ADJ;MASC;SG	V;IMP;FIN;ACT
זול	billig	זול	billig	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
זול	billiga	זול	billig	ADJ;MASC;SG	ADJ;NOM;PL
גיבורים	heroes	גיבור	heroes	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
גיבורים	heros	גיבור	heros	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
חרם	bojkotta	חרם	bojkotta	N;MASC;SG	V;IMP;FIN;ACT
בטן	buk	בטן	buk	PROPN	N;NOM;INDF;MASC+FEM;SG
בטן	buken	בטן	buk	PROPN	N;NOM;DEF;MASC+FEM;SG
בטן	buk	בטן	buk	PROPN	N;NOM;INDF;MASC+FEM;SG
בטן	buken	בטן	buk	PROPN	N;NOM;DEF;MASC+FEM;SG
בטן	magen	בטן	mage	PROPN	N;NOM;DEF;MASC+FEM;SG
בטן	mage	בטן	mage	PROPN	N;NOM;INDF;MASC+FEM;SG
בטן	magen	בטן	mage	PROPN	N;NOM;DEF;MASC+FEM;SG
בטן	mage	בטן	mage	PROPN	N;NOM;INDF;MASC+FEM;SG
נוגה	venus	נגה	venus	PROPN	PROPN;NOM
מרובע	torg	מרובע	torg	PROPN	N;NOM;INDF;NEUT;SG
מרובע	square	מרובע	square	PROPN	N;NOM;INDF;MASC+FEM;SG
מרובע	fyrkantig	מרובע	fyrkantig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
מרובע	kvadrat	מרובע	kvadrat	PROPN	N;NOM;INDF;MASC+FEM;SG
מרובע	fyrkant	מרובע	fyrkant	PROPN	N;NOM;INDF;MASC+FEM;SG
מרובע	torget	מרובע	torg	PROPN	N;NOM;DEF;NEUT;SG
קלייר	clare	קלייר	clare	PROPN	PROPN;NOM
קלייר	claire	קלייר	claire	PROPN	PROPN;NOM
בציר	vintage	בציר	vinta		N;NOM;INDF;MASC+FEM;SG
בציר	årgång	בציר	årgång		N;NOM;INDF;MASC+FEM;SG
חורים	hål	חור	hål	N;MASC;PL	N;NOM;INDF;NEUT;SG
ברג	berg	ברג	berg	PROPN	N;NOM;INDF;NEUT;SG
קובנה	kaunas	קובנה	kauna	PROPN	PROPN;NOM
צייד	hunter	צייד	hunta	PROPN	N;NOM;INDF;MASC+FEM;PL
צייד	jägare	צייד	jäga	PROPN	N;NOM;INDF;MASC+FEM;PL
צייד	jakt	צייד	jakt	PROPN	N;NOM;INDF;MASC+FEM;SG
צייד	jaga	צייד	jaga	PROPN	V;IMP;FIN;ACT
צייד	jagar	צייד	jaga	PROPN	V;IND;PRS;FIN;ACT
דמיטרי	dmitrij	דמיטרי	dmitrij	PROPN	PROPN;NOM
דמיטרי	dmitrij	דמיטרי	dmitrij	PROPN	PROPN;NOM
דמיטרי	dmitri	דמיטרי	dmitri	PROPN	PROPN;NOM
דמיטרי	dimitri	דמיטרי	dimitri	PROPN	PROPN;NOM
דמיטרי	dimitri	דמיטרי	dimitri	PROPN	PROPN;NOM
תקליט	registrera	הקליט	registrera	PROPN	V;IMP;FIN;ACT
תקליט	rekord	הקליט	rekord	PROPN	N;NOM;INDF;NEUT;SG
תקליט	record	הקליט	record	PROPN	N;NOM;INDF;NEUT;SG
ביירות	beirut	בירות	beirut	PROPN	PROPN;NOM
מסכימה	avtalade	הסכים	avtala	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
מסכימה	överenskomna	הסכים	överenskomna	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL
מסכימה	överenskommen	הסכים	överenskomm	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
דיאנה	diana	דיאנה	du	PROPN	PROPN;NOM
דיאנה	deanna	דיאנה	denna	PROPN	PROPN;NOM
קלף	pergament	קלף	pergament	PROPN	N;NOM;INDF;NEUT;SG
קלף	kort	קלף	kort	PROPN	ADV
קלף	kortet	קלף	kort	PROPN	N;NOM;DEF;NEUT;SG
גרו	gru	גרו	gru	PROPN	N;NOM;INDF;MASC+FEM;SG
רוקי	rocky	רוק	rocky	PROPN	PROPN;NOM
תקוה	förhoppning	תקוה	förhoppning	PROPN	N;NOM;INDF;MASC+FEM;SG
תקוה	hoppas	תקוה	hoppas	PROPN	V;NFIN
תקוה	hoppet	תקוה	hopp	PROPN	N;NOM;DEF;NEUT;SG
תקוה	hopp	תקוה	hopp	PROPN	N;NOM;INDF;NEUT;SG
תקוה	hope	תקוה	hape	PROPN	N;NOM;INDF;MASC+FEM;SG
מועצות	råden	מועצה	råd	N;FEM;PL	N;NOM;DEF;MASC+FEM;SG
מוט	stolpe	מוט	stolpe		N;NOM;INDF;MASC+FEM;SG
מוט	polack	מוט	polack		N;NOM;INDF;MASC+FEM;SG
מוט	pole	מוט	pole		N;NOM;INDF;MASC+FEM;SG
מוט	påle	מוט	påle		N;NOM;INDF;MASC+FEM;SG
מוט	stång	מוט	stång		N;NOM;INDF;MASC+FEM;SG
חליל	flöjt	חליל	flyja	PROPN	N;NOM;INDF;MASC+FEM;SG
חליל	khalil	חליל	khalil	PROPN	PROPN;NOM
פורסט	forrest	פורסט	forrest	PROPN	PROPN;NOM
פוג	pogue	פוג	pogue		PROPN;NOM
פוג	fogg	פוג	fogg		PROPN;NOM
משקף	reflekterande	משקף	reflekterande	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
משקף	reflekterande	משקף	reflekterande	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
אסטרטגי	strategiska	אסטרטגי	strategisk	ADJ;MASC;SG	ADJ;NOM;PL
נכחד	utdöda	נכחד	utdöda	V;MASC;SG;3;PST;MID	ADJ;NOM;PL
נכחד	utrotad	נכחד	utrota	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נכחד	utrotade	נכחד	utrota	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
רוחנית	andliga	רוחני	andlig	ADV	ADJ;NOM;PL
רוחנית	själslig	רוחני	själslig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
רוחנית	andlig	רוחני	andlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
רוחנית	andligt	רוחני	andlig	ADV	ADJ;NOM;INDF;NEUT;SG
רוחנית	andligt	רוחני	andlig	ADV	ADJ;NOM;INDF;NEUT;SG
סתירה	motsägelsefulla	סתירה	motsägelsefull	N;FEM;SG	ADJ;NOM;PL
סתירה	motstridiga	סתירה	motstridig	N;FEM;SG	ADJ;NOM;PL
סתירה	motsägelsefullt	סתירה	motsägelsefull	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
סתירה	motsägelser	סתירה	motsägelse	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
אהבתי	älskade	אהבתי	älskad	V;SG;1;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
אהבתי	älskad	אהבתי	älskad	V;SG;1;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
לגדל	höjning	גדל	höjning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
רבעים	kvartal	רובע	kvartal	N;MASC;PL	N;NOM;INDF;NEUT;SG
קרקוב	krakow	קרקוב	krakow	PROPN	PROPN;NOM
דילן	dylan	דילן	dyla	PROPN	N;NOM;DEF;MASC+FEM;SG
לחיזוק	förstärka	לחיזוק	förstärka	PROPN	V;IMP;NFIN;ACT
לחיזוק	stärka	לחיזוק	stärka	PROPN	V;NFIN;ACT
סטריט	gatan	סטריט	gata	PROPN	N;NOM;DEF;MASC+FEM;SG
סטריט	street	סטריט	stre	PROPN	PROPN;NOM
סטריט	gata	סטריט	gata	PROPN	N;NOM;INDF;MASC+FEM;SG
בפורטוגזית	portugisiska	בפורטוגזית	portugisisk	PROPN	ADJ;NOM;PL
וגאס	vegas	וגאס	vega	PROPN	N;NOM;INDF;MASC+FEM;SG
שיפר	schiffer	שיפר	schiff	V;MASC;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;PL
רדיוס	radie	רדיוס	radie	PROPN	N;NOM;INDF;MASC+FEM;SG
לסטר	leicester	לסטר	leicest	PROPN	PROPN;NOM
לסטר	lester	לסטר	lest	PROPN	PROPN;NOM
אמילי	emelie	אמילי	emelie	PROPN	PROPN;NOM
אמילי	emily	אמילי	emily	PROPN	PROPN;NOM
אלכסנדריה	alexandria	אלכסנדריה	alexandri	PROPN	N;NOM;INDF;MASC+FEM;SG
אוגנדה	uganda	אוגנדה	ugand	PROPN	PROPN;NOM
תלונות	klagomål	תלונה	klagomål	N;FEM;PL	N;NOM;INDF;NEUT;SG
תלונות	klaga	תלונה	klaga	N;FEM;PL	V;IMP;FIN;ACT
תלונות	klagande	תלונה	klagande	N;FEM;PL	ADJ;NOM;PRS;V.PTCP
תלונות	klagar	תלונה	klaga	N;FEM;PL	V;IND;PRS;FIN;ACT
האמירויות	emirates	האמירות	emirates	N;FEM;PL	PROPN;NOM
סלוניקי	thessaloniki	סלוניקי	thessaloniki	PROPN	N;NOM;INDF;MASC+FEM;SG
פנמה	panama	פנמה	panam	PROPN	PROPN;NOM
הבריחה	fly	הבריח	fly	N;FEM;SG	V;IMP;FIN;ACT
הבריחה	rymma	הבריח	rymma	N;FEM;SG	V;IMP;FIN;ACT
תבור	tabor	תבור	taba	PROPN	N;NOM;INDF;MASC+FEM;SG
פיגועים	attentat	פיגוע	attentad	N;MASC;PL	N;NOM;INDF;NEUT;SG
התחלתי	startat	התחיל	starta	V;SG;1;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
התחלתי	påbörjad	התחיל	påbörjad	V;SG;1;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התחלתי	startad	התחיל	starta	V;SG;1;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
אבחון	diagnoser	אבחון	diagnos	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
אבחון	diagnostiska	אבחון	diagnostisk	N;MASC;SG	ADJ;NOM;PL
שוחררה	utsläppt	שוחרר	utsläppa	V;FEM;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שוחררה	släppt	שוחרר	släppa	V;FEM;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שוחררה	släpps	שוחרר	släppa	V;FEM;SG;3;PST;PASS	V;IND;PRS;FIN;PASS
שוחררה	frisläppt	שוחרר	frisläppa	V;FEM;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG
אירופי	europeisk	אירופי	europeisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אירופי	europeiskt	אירופי	europeisk	PROPN	ADJ;NOM;INDF;NEUT;SG
אירופי	europeiska	אירופי	europeisk	PROPN	ADJ;NOM;PL
אירופי	europé	אירופי	europé	PROPN	N;NOM;INDF;MASC+FEM;SG
משתתפת	medverkande	השתתף	medverkande	V;FEM;SG;V.PTCP	ADJ;NOM;PRS;V.PTCP
משתתפת	deltagande	השתתף	deltagande	V;FEM;SG;V.PTCP	N;NOM;INDF;NEUT;SG
משתתפת	deltagare	השתתף	deltagare	V;FEM;SG;V.PTCP	N;NOM;INDF;MASC+FEM;PL
צרכים	behöver	צרכים	behöva	N;MASC;SG	V;IND;PRS;FIN;ACT
קרנות	medel	קרן	medel	N;FEM;PL	N;NOM;INDF;NEUT;SG
קרנות	horn	קרן	horn	N;FEM;PL	PROPN;NOM
התודעה	medvetande	התודעה	medvetande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
הקיום	existera	הקיום	existera	PROPN	V;IMP;FIN;ACT
הקיום	förekomst	הקיום	förekomst	PROPN	N;NOM;INDF;MASC+FEM;SG
הקיום	tillvaro	הקיום	tillvaro	PROPN	N;NOM;INDF;MASC+FEM;SG
הקיום	existens	הקיום	exist	PROPN	N;NOM;INDF;MASC+FEM;SG
יוצאות	avgående	יצא	avgående	V;FEM;PL;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
יוצאות	utåtriktad	יצא	utåtriktad	V;FEM;PL;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
יוצאות	utgående	יצא	utgående	V;FEM;PL;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
רוברטס	roberts	רוברטס	robert	PROPN	PROPN;GEN
באדן	baden	באדן	bad	PROPN	PROPN;NOM
דלתא	delta	דלתא	delta	PROPN	V;IMP;FIN;ACT
תואם	kompatibel	תאם	kompatibel	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
תואם	kompatibla	תאם	kompatibl	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL
תואם	förenligt	תאם	förenlig	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG
תואם	kompatibelt	תאם	kompatibel	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST
תואם	matchning	תאם	matchning	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
תואם	matchande	תאם	matchande	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
גולד	guld	גולד	guld	PROPN	N;NOM;INDF;NEUT;SG
גולד	gould	גולד	gould	PROPN	PROPN;NOM
דוכסות	hertigdömet	דוכסות	hertigdöm	PROPN	N;NOM;DEF;NEUT;SG
קית	keith	קית	keith	PROPN	PROPN;NOM
ציריך	zürich	ציריך	zürich	PROPN	PROPN;NOM
ציריך	zürich	ציריך	zürich	PROPN	PROPN;NOM
נלהב	entusiastiska	נלהב	entusiastisk	ADJ;MASC;SG	ADJ;NOM;PL
נלהב	passionerade	נלהב	passionera	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
מקסימלי	maximalt	מקסימלי	maximal	ADJ;MASC;SG	ADV
מקסימלי	maximum	מקסימלי	maximum	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
מסגרות	motiv	מסגרת	motiv	N;FEM;PL	N;NOM;INDF;NEUT;SG
דקדוק	grammatiska	דקדוק	grammatisk	N;MASC;SG	ADJ;NOM;PL
קנטור	cantor	קנטור	cantor	PROPN	PROPN;NOM
נאש	nash	נאש	nash	PROPN	PROPN;NOM
אפריקני	afrikanskt	אפריקני	afrikansk	PROPN	ADJ;NOM;INDF;NEUT;SG
אפריקני	afrikaner	אפריקני	afrikan	PROPN	N;NOM;INDF;MASC+FEM;PL
אפריקני	afrikansk	אפריקני	afrikansk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אפריקני	afrikanska	אפריקני	afrikansk	PROPN	ADJ;NOM;PL
הגירוש	utvisningar	הגירוש	utvisning	PROPN	N;NOM;INDF;MASC+FEM;PL
דלה	della	דל	della	PROPN	PROPN;NOM
שודדי	raiders	שודד	raid	PROPN	N;GEN;INDF;MASC+FEM;PL
שודדי	rånare	שודד	rånare	PROPN	N;NOM;INDF;MASC+FEM;PL
שוחט	slaktare	שוחט	slakt	PROPN	N;NOM;INDF;MASC+FEM;PL
הרצף	kontinuum	הרצף	kontinuum	PROPN	N;NOM;INDF;NEUT;SG
רוזה	rosa	רוזה	rosa	PROPN	N;NOM;INDF;MASC+FEM;SG
רוזה	rosé	רוזה	rosé	PROPN	N;NOM;INDF;NEUT;SG
הפסנתר	piano	הפסנתר	piano	V;SG;1;PST;ACT	N;NOM;INDF;MASC+FEM;SG
הקמפיין	kampanj	הקמפיין	kampanj	PROPN	N;NOM;INDF;MASC+FEM;SG
הקמפיין	kampanjen	הקמפיין	kampanj	PROPN	N;NOM;DEF;MASC+FEM;SG
להירשם	registrera	נרשם	registrera	V;NFIN;MID	V;IMP;FIN;ACT
להירשם	register	נרשם	regist	V;NFIN;MID	N;NOM;INDF;NEUT;SG
להירשם	registret	נרשם	registre	V;NFIN;MID	N;NOM;DEF;NEUT;SG
שפם	morrhår	שפם	morrhå		N;NOM;INDF;MASC+FEM;PL
שפם	mustasch	שפם	mustasch		N;NOM;INDF;MASC+FEM;SG
שפם	mustasch	שפם	mustasch		N;NOM;INDF;MASC+FEM;SG
עצר	stoppad	עצר	stoppa	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עצר	stoppade	עצר	stoppa	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
עצר	slutade	עצר	sluta	N;MASC;SG	V;IND;PST;FIN;ACT
עצר	stannade	עצר	stanna	N;MASC;SG	V;IND;PST;FIN;ACT
עצר	slutat	עצר	sluta	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נכשלה	misslyckades	נכשל	misslyckad	V;FEM;SG;3;PST;MID	V;IND;PST;FIN;PASS
נכשלה	misslyckad	נכשל	misslyckad	V;FEM;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הצביע	röstades	הצביע	rösta	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;PASS
רומנטית	romantiskt	רומנטי	romantisk	N	ADJ;NOM;INDF;NEUT;SG
רומנטית	romantisk	רומנטי	romantisk	N	ADJ;NOM;INDF;MASC+FEM;SG
רומנטית	romantiska	רומנטי	romantisk	N	ADJ;NOM;PL
תו	not	תו	not		N;NOM;INDF;MASC+FEM;SG
תו	observera	תו	observera		V;IMP;FIN;ACT
תו	obs	תו	obs		N;NOM;INDF;MASC+FEM;SG
תו	anteckning	תו	anteckning		N;NOM;INDF;MASC+FEM;SG
תו	anmärkning	תו	anmärkning		N;NOM;INDF;MASC+FEM;SG
תו	karaktär	תו	karaktär		N;NOM;INDF;MASC+FEM;SG
תו	tecken	תו	tecken		N;NOM;INDF;NEUT;SG
תו	rollfigur	תו	rollfigur		N;NOM;INDF;MASC+FEM;SG
ברונו	bruno	רן	bruno	PROPN	PROPN;NOM
אדגר	edgar	אדגר	edge	PROPN	PROPN;NOM
סידן	kalcium	סידן	kalcium	PROPN	N;NOM;INDF;NEUT;SG
עוצב	utformade	עוצב	utforma	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
עוצב	designad	עוצב	designad	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עוצב	utformat	עוצב	utforma	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עוצב	utformad	עוצב	utforma	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עוצב	designat	עוצב	designad	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עוצב	konstruerad	עוצב	konstruerad	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שפיגל	spiegel	שפיגל	spiegel	PROPN	PROPN;NOM
צעירות	unga	צעיר	ung	N;FEM;PL	ADJ;NOM;PL
צעירות	young	צעיר	young	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
צעירות	yngre	צעיר	ung	N;FEM;PL	ADJ;NOM;CMPR
צעירות	ung	צעיר	ung	N;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
מושלמת	perfekt	הושלם	perfekt	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
מושלמת	perfect	הושלם	perfect	V;FEM;SG;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
מושלמת	perfekta	הושלם	perfekta	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;PL
לוקחת	tagande	לקח	taga	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
יומני	dagboken	יומני	dagbok	PROPN	N;NOM;DEF;MASC+FEM;SG
יומני	dagbok	יומני	dagbok	PROPN	N;NOM;INDF;MASC+FEM;SG
עמוקים	djup	עמוק	djup	ADJ;MASC;PL	N;NOM;INDF;MASC+FEM;SG
עמוקים	deep	עמוק	deep	ADJ;MASC;PL	N;NOM;INDF;NEUT;SG
עמוקים	djupt	עמוק	djup	ADJ;MASC;PL	ADV
ספורטאי	idrottare	ספורטאי	idrottare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ספין	snurra	ספין	snurr	PROPN	V;IMP;FIN;ACT
ספין	spin	ספין	spin	PROPN	N;NOM;INDF;MASC+FEM;SG
כחולה	blå	כחול	blå	ADV	ADJ;NOM;PL
כחולה	blue	כחול	blue	ADV	N;NOM;INDF;MASC+FEM;SG
כחולה	blåa	כחול	blåa	ADV	ADJ;NOM;PL
כחולה	blått	כחול	blå	ADV	N;NOM;INDF;NEUT;SG
ליפה	lippe	ליפה	lippe	PROPN	PROPN;NOM
לירי	leary	לירי	leary		PROPN;NOM
לירי	lyrisk	לירי	lyrisk		ADJ;NOM;INDF;MASC+FEM;SG
שניתנו	givet	שניתנו	giv		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
שניתנו	given	שניתנו	given		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
שניתנו	givna	שניתנו	givna		ADJ;NOM;PL;PST;V.PTCP
גרייס	nåd	גרייס	nåd	PROPN	N;NOM;INDF;MASC+FEM;SG
גרייס	grace	גרייס	grace	PROPN	N;NOM;INDF;MASC+FEM;SG
ההתחלה	börjar	ההתחלה	börja	V;FEM;SG;3;PST	V;IND;PRS;FIN;ACT
ההתחלה	början	ההתחלה	början	V;FEM;SG;3;PST	N;NOM;DEF;MASC+FEM;SG
מיושב	bebodda	מיושב	bebodd	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מיושב	avgjord	מיושב	avgjord	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מיושב	befolkade	מיושב	befolka	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מונד	monde	מונד	monde	PROPN	N;NOM;INDF;MASC+FEM;SG
ירוקה	gröna	ירוקה	grön	ADJ;FEM;SG	ADJ;NOM;PL
ירוקה	green	ירוקה	gre	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
נאצי	nazistiska	נאצי	navistisk	PROPN	ADJ;NOM;PL
נאצי	nazist	נאצי	nazist	PROPN	N;NOM;INDF;MASC+FEM;SG
