κβαντική	quantum	κβαντικός	quantum	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
ψυχική	mental	ψυχικός	mental	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ψυχική	psykiska	ψυχικός	psykisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
πρόωρα	förtida	πρόωρα	förtida	ADV	N;NOM;INDF;MASC+FEM;SG
πρόωρα	förhastat	πρόωρα	förhasta	ADV	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
συνθέτουν	komponera	συνθέτω	komponera	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;FIN;ACT
ενήλικα	vuxen	ενήλικος	vuxen	ADV	N;NOM;INDF;MASC+FEM;SG
ενήλικα	vuxna	ενήλικος	vuxen	ADV	ADJ;NOM;PL
σομαλία	somalia	σομαλία	somali	PROPN;NOM;FEM;SG	PROPN;NOM
σεμπάστιαν	sebastian	σεμπάστιαν	sebastian	V;PFV;IND;SG;3;PST;FIN;PASS	N;NOM;INDF;MASC+FEM;SG
χορηγός	sponsrar	χορηγός	sponsra	N;NOM;MASC;SG	V;IND;PRS;FIN;ACT
χορηγός	sponsra	χορηγός	sponsra	N;NOM;MASC;SG	V;IMP;FIN;ACT
χορηγός	sponsrade	χορηγός	sponsrad	N;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
χορηγός	sponsra	χορηγός	sponsra	N;NOM;MASC;SG	V;IMP;FIN;ACT
χορηγός	medverkande	χορηγός	medverkande	N;NOM;MASC;SG	ADJ;NOM;PRS;V.PTCP
αντιστοιχία	matchar	αντιστοιχία	matcha	N;NOM;FEM;SG	V;IND;PRS;FIN;ACT
αντιστοιχία	matcha	αντιστοιχία	matcha	N;NOM;FEM;SG	V;IMP;FIN;ACT
ντόπιοι	lokalbefolkningen	ντόπιος	lokalbefolkning	ADJ;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;SG
διέλευση	korsning	διέλευση	korsning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διέλευση	passerar	διέλευση	passera	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
διέλευση	korsar	διέλευση	korsa	N;ACC;FEM;SG	V;IND;PRS;FIN;ACT
διέλευση	transit	διέλευση	transit	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
μερίδιο	dela	μερίδιο	dela	N;NOM;NEUT;SG	V;IMP;FIN;ACT
ουγκάντα	uganda	ουγκάν	ugand	PROPN;NOM;NEUT;SG	PROPN;NOM
σχεδιάσει	planeras	σχεδιάζω	planera	V;PFV;NFIN;ACT	V;IND;PRS;FIN;PASS
σχεδιάσει	planerade	σχεδιάζω	planera	V;PFV;NFIN;ACT	ADJ;NOM;PL;PST;V.PTCP
σχεδιάσει	planerad	σχεδιάζω	planera	V;PFV;NFIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
σχεδιάσει	planerat	σχεδιάζω	planera	V;PFV;NFIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
παράγραφο	punkt	παράγραφο	punkt	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
παράγραφο	stycke	παράγραφο	stycke	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
παράγραφο	stycket	παράγραφο	styck	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
διευθέτηση	uppgörelse	διευθέτηση	uppgörelse	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διευθέτηση	bosättning	διευθέτηση	bosättning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
διευθέτηση	avveckling	διευθέτηση	avveckling	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
χρησιμοποίηση	använda	χρησιμοποίηση	använda	N;ACC;FEM;SG	V;IMP;FIN;ACT
χρησιμοποίηση	använd	χρησιμοποίηση	använda	N;ACC;FEM;SG	V;IMP;FIN;ACT
χρησιμοποίηση	användning	χρησιμοποίηση	användning	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
βέρνερ	werner	βέρνερ	werner	PROPN;NOM;MASC;SG	PROPN;NOM
εξαφανίστηκε	försvunnen	εξαφανίζω	försvinn	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
εξαφανίστηκε	försvann	εξαφανίζω	försvann	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PST;FIN;ACT
εξαφανίστηκε	försvunnit	εξαφανίζω	försvinna	V;PFV;IND;SG;3;PST;FIN;PASS	V;V.CVB;ACT
αντίστροφη	omvänt	αντίστροφος	omvända	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
αντίστροφη	omvända	αντίστροφος	omvända	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
αντίστροφη	vända	αντίστροφος	vända	ADJ;NOM;FEM;SG	V;IMP;FIN;ACT
μάνο	mano	μάνο	mano	PROPN;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ενέπνευσε	inspirerad	ενδνεύδω	inspirerad	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ενέπνευσε	inspirerade	ενδνεύδω	inspirera	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
ενέπνευσε	inspirerat	ενδνεύδω	inspirerad	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ράλι	rally	ράλι	rally		N;NOM;INDF;MASC+FEM;SG
τζουζέπε	giuseppe	τζουζέπω	giuseppe		PROPN;NOM
μπρούνο	bruno	μπρούνο	bruno		PROPN;NOM
δημόσιος	offentliga	δημόσιος	offentlig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
δημόσιος	offentligt	δημόσιος	offentlig	ADJ;NOM;MASC;SG	ADV
αυτόχθονες	inhemsk	αυτόχθονας	inhemsk	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
ποινικό	kriminella	ποινικός	kriminell	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ποινικό	brottsling	ποινικός	brottsling	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
ποινικό	brottmål	ποινικός	brottmål	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
όγδοη	åttonde	όγδος	åtta	N;ACC;FEM;SG	ADJ;NOM
όγδοη	eighth	όγδος	eighth	N;ACC;FEM;SG	PROPN;NOM
ρέμπραντ	rembrandt	ρέμπραντ	rembrand		PROPN;NOM
ικανότητας	kompetens	ικανότητα	kompet	N;GEN;FEM;SG	N;NOM;INDF;MASC+FEM;SG
συναδέλφους	kollegor	συνάδελφος	kollegor	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
συναδέλφους	kolleger	συνάδελφος	kolleg	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
συναδέλφους	kollegor	συνάδελφος	kollegor	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
συναδέλφους	kolleger	συνάδελφος	kolleg	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
συναδέλφους	arbetskamrater	συνάδελφος	arbetskamrat	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
συναδέλφους	medarbetare	συνάδελφος	medarbetare	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
λεφτά	money	λεφτό	money	ADV	N;NOM;INDF;MASC+FEM;SG
λεφτά	pengar	λεφτό	pengar	ADV	N;NOM;INDF;MASC+FEM;PL
υπολογισμός	beräkna	υπολογισμός	beräkna	N;NOM;MASC;SG	V;IMP;FIN;ACT
κουρτ	kurt	κουρτ	kurt	N	PROPN;NOM
πελάτη	kunden	πελάτης	kund	N;VOC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
πελάτη	kund	πελάτης	kund	N;VOC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
πελάτη	klienten	πελάτης	klient	N;VOC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
πελάτη	kunden	πελάτης	kund	N;VOC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
πελάτη	klient	πελάτης	klient	N;VOC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
πελάτη	kund	πελάτης	kund	N;VOC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
επιγράμματα	epigram	επίγραμμα	epigram	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
έκκληση	överklaga	έκκληση	överklaga	N;ACC;FEM;SG	V;IMP;FIN;ACT
έκκληση	överklagande	έκκληση	överklagande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
έκκληση	överklagandet	έκκληση	överklagande	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
έκκληση	överklagan	έκκληση	överklaga	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ευρωπαίων	européer	ευρωπαίος	européer	ADJ;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ευρωπαίων	européerna	ευρωπαίος	europver	ADJ;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
διαχωρισμού	separering	διαχωρισμός	separering	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
διαχωρισμού	separation	διαχωρισμός	separation	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
υγρή	fuktiga	υγρή	fuktig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
υγρή	likvida	υγρή	likvid	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
υγρή	vätska	υγρή	vätsk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
υγρή	blöta	υγρή	blöta	ADJ;NOM;FEM;SG	ADJ;NOM;PL
υγρή	vått	υγρή	vitta	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
διαγράμματα	diagram	διάγραμμα	diagram	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
κλωντ	claude	κλωντ	claude	PROPN;NOM;MASC;SG	PROPN;NOM
απαγωγή	kidnappa	απαγωγή	kidnappa	N;NOM;FEM;SG	V;IMP;NFIN;ACT
απαγωγή	kidnappad	απαγωγή	kidnappad	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
απαγωγή	kidnappade	απαγωγή	kidnappad	N;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
απαγωγή	kidnappat	απαγωγή	kidnappad	N;NOM;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ζάμπια	zambia	ζάμπιο	zambi	PROPN;NOM;FEM;SG	PROPN;NOM
ενεργοποίηση	aktivering	ενεργοποίηση	aktivering	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ενεργοποίηση	aktiveringen	ενεργοποίηση	aktivering	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ενεργοποίηση	aktivera	ενεργοποίηση	aktivera	N;ACC;FEM;SG	V;IMP;FIN;ACT
ενεργοποίηση	aktivera	ενεργοποίηση	aktivera	N;ACC;FEM;SG	V;IMP;FIN;ACT
μηχανικά	mekaniskt	μηχανικά	mekanisk	ADV	ADJ;NOM;INDF;NEUT;SG
μηχανικά	mekaniskt	μηχανικά	mekanisk	ADV	ADJ;NOM;INDF;NEUT;SG
μηχανικά	mekaniska	μηχανικά	mekanisk	ADV	ADJ;NOM;PL
μηχανικά	mekanisk	μηχανικά	mekanisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
σεπτέμβρη	september	σεπτέμβρομαι	september	ADV	N;NOM;INDF;MASC+FEM;SG
διακριτικά	diskret	διακριτικός	diskret	N;NOM;NEUT;PL	ADJ;NOM;INDF;NEUT;SG
διακριτικά	diskreta	διακριτικός	diskret	N;NOM;NEUT;PL	ADJ;NOM;PL
διακριτικά	diskret	διακριτικός	diskret	N;NOM;NEUT;PL	ADJ;NOM;INDF;NEUT;SG
διαβάστε	läs	διαβάζω	läsa	N	V;IMP;FIN;ACT
διαβάστε	läst	διαβάζω	läsa	N	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
διαβάστε	läser	διαβάζω	läsa	N	V;IND;PRS;FIN;ACT
διαβάστε	läsa	διαβάζω	läsa	N	V;IMP;FIN;ACT
διαβάστε	läste	διαβάζω	läsa	N	V;IMP;FIN;ACT
καλλιεργούνται	vuxit	καλλιεργώ	växa	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;V.CVB;ACT
καλλιεργούνται	växt	καλλιεργώ	växt	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
καλλιεργούνται	vuxen	καλλιεργώ	vuxen	V;IPFV;IND;PL;3;PRS;FIN;PASS	N;NOM;INDF;MASC+FEM;SG
έσωσε	sparat	σώνω	spara	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
έσωσε	räddad	σώνω	rädda	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
έσωσε	sparad	σώνω	spara	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
καινοτομία	nyskapande	καινοτομία	nyskapande	N;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
καινοτομία	innovationer	καινοτομία	innovation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
παράδεισο	himmel	παράδεισος	himmel	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
παράδεισο	heaven	παράδεισος	heav	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
παράδεισο	himlen	παράδεισος	himle	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
παράδεισο	himmelriket	παράδεισος	himmelrik	N;ACC;MASC;SG	N;NOM;DEF;NEUT;SG
παράδεισο	himmelen	παράδεισος	himmel	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
παράδεισο	paradiset	παράδεισος	paradis	N;ACC;MASC;SG	N;NOM;DEF;NEUT;SG
παράδεισο	paradis	παράδεισος	paradis	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
παράδεισο	paradise	παράδεισος	paradise	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
βαρσοβία	warszawa	βαρσοβία	warszawa	PROPN;NOM;FEM;SG	PROPN;NOM
εκδηλώνεται	manifesterar	εκδηλώνω	manifestera	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
χωράφια	fields	χωράφιο	field	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
χωράφια	fält	χωράφιο	fält	N;NOM;NEUT;PL	N;NOM;INDF;NEUT;SG
χωράφια	fälten	χωράφιο	fält	N;NOM;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
υπουργούς	ministrarna	υπουργός	ministra	N;ACC;MASC;PL	N;NOM;DEF;MASC+FEM;PL
υπουργούς	ministrar	υπουργός	ministra	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
διάσημοι	berömt	διάσημος	beröma	N;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
διάσημοι	kända	διάσημος	känd	N;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
διάσημοι	berömd	διάσημος	berömd	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
διάσημοι	känd	διάσημος	känd	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
διάσημοι	berömda	διάσημος	berömma	N;NOM;MASC;PL	ADJ;NOM;PL;PST;V.PTCP
διάσημοι	kändis	διάσημος	kändis	N;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
δαπάνη	utgifter	δαπάνη	utgift	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
δαπάνη	utgifterna	δαπάνη	utgift	N;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;PL
αρκαδία	arcadia	αρκαδία	arcadium	PROPN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
στοιχειώδη	grundläggande	στοιχειώδη	grundläggande	N;NOM;NEUT;PL	ADJ;NOM;PRS;V.PTCP
στοιχειώδη	elementära	στοιχειώδη	elementär	N;NOM;NEUT;PL	ADJ;NOM;PL
στοιχειώδη	elementär	στοιχειώδη	elementär	N;NOM;NEUT;PL	ADJ;NOM;INDF;MASC+FEM;SG
παρουσιαστής	värd	παρουσιαστής	värd	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ψηλότερη	längre	ψηλός	länge	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
ψηλότερη	längsta	ψηλός	lång	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;DEF;RL
αϊτή	haiti	αυτός	haiti	PROPN;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
εξάρτηση	beroende	εξάρτηση	beroende	N;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
εξάρτηση	beroende	εξάρτηση	beroende	N;ACC;FEM;SG	ADJ;NOM;PRS;V.PTCP
εξάρτηση	beroendet	εξάρτηση	beroende	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
γκάνα	ghana	γκάνα	ghan	PROPN;NOM;FEM;SG	PROPN;NOM
κλίντον	clinton	κλίντον	clinton	PROPN;ACC;FEM;SG	PROPN;NOM
διακριτικό	distinkt	διακριτικός	distinkt	N;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
διακριτικό	särskiljande	διακριτικός	särskilja	N;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
διακριτικό	utmärkande	διακριτικός	utmärkande	N;NOM;NEUT;SG	ADJ;NOM;PRS;V.PTCP
διακριτικό	diskret	διακριτικός	diskret	N;NOM;NEUT;SG	ADJ;NOM;INDF;NEUT;SG
διακριτικό	diskreta	διακριτικός	diskret	N;NOM;NEUT;SG	ADJ;NOM;PL
λιμνών	sjöar	λιμνό	sjö	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
ύφεση	recession	ύφεση	recession	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ύφεση	lågkonjunkturen	ύφεση	lågkonjunktur	N;ACC;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ύφεση	lågkonjunktur	ύφεση	lågkonjunktur	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
ύφεση	eftergift	ύφεση	eftergift	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εξαφανιστεί	försvinner	εξαφανίζω	försvinna	V;PFV;NFIN;PASS	V;IND;PRS;FIN;ACT
εξαφανιστεί	försvinna	εξαφανίζω	försvinna	V;PFV;NFIN;PASS	V;IMP;FIN;ACT
εύνοια	ynnest	εύνοια	ynnest	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εύνοια	gunst	εύνοια	gunst	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εύνοια	favör	εύνοια	favör	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εύνοια	ynnest	εύνοια	ynnest	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
εύνοια	gynna	εύνοια	gynna	N;ACC;FEM;SG	V;IMP;FIN;ACT
ανησυχίες	oroar	ανησυχία	oro	N;NOM;FEM;PL	V;IND;PRS;FIN;ACT
ανησυχίες	bekymmer	ανησυχία	bekymmer	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ιππότη	riddare	ιππότης	riddare	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ιππότη	knight	ιππότης	knight	N;NOM;MASC;SG	PROPN;NOM
ιππότη	springare	ιππότης	spring	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
χαρακτηρίζουν	karakterisera	χαρακτηρίζω	karakterisera	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;FIN;ACT
αλβανοί	albanska	αλβανός	albanska	PROPN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
αλβανοί	albaner	αλβανός	alban	PROPN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;PL
αλβανοί	albanerna	αλβανός	alban	PROPN;NOM;MASC;PL	N;NOM;DEF;MASC+FEM;PL
χειρότερο	värsta	κακός	ond	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;DEF;RL
χειρότερο	värst	κακός	värst	ADJ;NOM;CMPR;NEUT;SG	ADV;RL
χειρότερο	sämsta	κακός	dålig	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;DEF;RL
χειρότερο	sämst	κακός	dålig	ADJ;NOM;CMPR;NEUT;SG	ADV;RL
χειρότερο	sämre	κακός	dålig	ADJ;NOM;CMPR;NEUT;SG	ADV;CMPR
ύλες	material	ύλος	material	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
οπίσθια	stjärt	οπίσθια	stjärta	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
οπίσθια	bakdel	οπίσθια	bakdel	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
οπίσθια	bakre	οπίσθια	bakre	N;NOM;NEUT;PL	ADJ;NOM;CMPR
οπίσθια	bak	οπίσθια	bak	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
κλοντ	claude	κλοντ	claude	PROPN;NOM;MASC;SG	PROPN;NOM
γένοβα	genua	γένοβα	genua	PROPN;ACC;FEM;SG	PROPN;NOM
ράιαν	ryan	ράιαν	ryan		PROPN;NOM
πρίνσιπε	príncipe	πρίνω	príncipe		N;NOM;INDF;MASC+FEM;SG
ράπερ	rappare	ράπερ	rappare		N;NOM;INDF;MASC+FEM;SG
κάθειρξη	fängslande	κάθειρξη	fängslande	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
δημογραφικά	demografi	δημογραφικά	demografi	ADV	N;NOM;INDF;MASC+FEM;SG
δημογραφικά	demografi	δημογραφικά	demografi	ADV	N;NOM;INDF;MASC+FEM;SG
δημογραφικά	demografiska	δημογραφικά	demografisk	ADV	ADJ;NOM;PL
δημογραφικά	demografisk	δημογραφικά	demografisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
άουσβιτς	auschwitz	άουσβιτς	auschwitz	N;NOM;NEUT;SG	PROPN;NOM
γουέλς	brunnar	γουέλς	brunna	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
γουέλς	wells	γουέλς	wells	PROPN;NOM;MASC;SG	PROPN;NOM
ενδιάμεση	mellanliggande	ενδιάμεση	mellanliggande	N;NOM;FEM;SG	ADJ;NOM;PRS;V.PTCP
κόσοβο	kosovo	κόσοβος	kosovo		PROPN;NOM
χείλος	brink	χείλος	brink	N;NOM;NEUT;SG	PROPN;NOM
χέρσελ	herschel	χέρσελ	herschel	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN;NOM
μελίνα	melina	μελίνα	melin	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
σκαρφάλωσε	klättrar	σκαρφαλώνω	klättra	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PRS;FIN;ACT
σκαρφάλωσε	klättra	σκαρφαλώνω	klättra	V;PFV;IND;SG;3;PST;FIN;ACT	V;IMP;FIN;ACT
παραδοθεί	levererade	παραδίδω	leverera	V;PFV;NFIN;PASS	ADJ;NOM;PL;PST;V.PTCP
παραδοθεί	levererat	παραδίδω	levererad	V;PFV;NFIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
παραδοθεί	levererad	παραδίδω	levererad	V;PFV;NFIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
μασαχουσέτης	massachusetts	μασαχουσέτης	massachusett	ADJ;GEN;FEM;SG	N;NOM;INDF;NEUT;SG
περιγράφηκε	beskrev	περιγράφω	beskrev	V;PFV;IND;SG;3;PST;FIN;PASS	V;IMP;PST;FIN;ACT
περιγράφηκε	beskrivet	περιγράφω	beskriva	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
περιγράφηκε	beskrivna	περιγράφω	beskriva	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
περιγράφηκε	beskrivs	περιγράφω	beskriva	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PRS;FIN;PASS
επενδύσεων	investment	επένδυση	investment	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
επενδύσεων	investering	επένδυση	investering	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;SG
επενδύσεων	investeringar	επένδυση	investering	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
μόντε	monte	μόντε	monte		N;NOM;INDF;NEUT;SG
παράκτια	kust	παράκτιος	kust	ADJ;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
προσδιορίζει	identifieras	προσδιορίζω	identifiera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;NFIN;PASS
προσδιορίζει	ange	προσδιορίζω	ange	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
προσδιορίζει	specificera	προσδιορίζω	specificera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
προσδιορίζει	precisera	προσδιορίζω	precisera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
φωτισμού	belysning	φωτισμός	belysning	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
φωτισμού	belysning	φωτισμός	belysning	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
σκυλιά	hund	σκυλιά	hund	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
σκυλιά	dogs	σκυλιά	dogs	N;NOM;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
κακός	bad	κακός	be	ADJ;NOM;MASC;SG	V;IMP;FIN;ACT
κακός	dåliga	κακός	dålig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
εικασία	gissningar	εικασία	gissning	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
εικασία	spekulationer	εικασία	spekulation	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ξένος	utlänning	ξένος	utlänning	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ξένος	främling	ξένος	främling	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ξένος	utrikes	ξένος	utrikes	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
ξένος	utländska	ξένος	utländsk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ρόουζ	rose	ρόουζ	rose	PROPN;NOM;MASC;SG	PROPN;NOM
ρόουζ	ros	ρόουζ	ros	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
προστατεύεται	skyddad	προστατεύω	skydda	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
προστατεύεται	skyddade	προστατεύω	skydda	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
προστατεύεται	skyddat	προστατεύω	skydda	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
