yang	yang	yang	yang	PRO	
historis	historisk	historis	historisk	N	ADJ;INDF;SG
historis	historiske	historis	historisk	N	ADJ;PL
historis	historisk	historis	historisk	N	ADJ;INDF;SG
ramai	trængsel	ramai	trængsel	ADJ;SG	N;INDF;MASC+FEM;SG
universe	univers	universe	univers	PROPN	N;INDF;NEUT;SG
universe	universet	universe	univers	PROPN	N;DEF;NEUT;SG
frankfurt	frankfurt	frankfurt	frankfurt	PROPN	N;INDF;MASC+FEM;SG
pidato	taler	pidato	tale	N;SG	V;IND;PRS;FIN;ACT
salinan	kopier	salinan	kopie	N;SG	N;INDF;MASC+FEM;PL
salinan	kopierer	salinan	kopiere	N;SG	V;IND;PRS;FIN;ACT
salinan	kopier	salinan	kopie	N;SG	N;INDF;MASC+FEM;PL
salinan	eksemplarer	salinan	eksemplar	N;SG	N;INDF;NEUT;PL
taurat	torah	taurat	torah	PROPN;SG	
pengukuran	måler	penukuran	måle	N;SG	V;IND;PRS;FIN;ACT
pengukuran	måle	penukuran	måle	N;SG	V;NFIN;ACT
pengukuran	målinger	penukuran	måling	N;SG	N;INDF;MASC+FEM;PL
pengukuran	målinger	penukuran	måling	N;SG	N;INDF;MASC+FEM;PL
bonus	bonus	bonus	bonus	PROPN	N;INDF;MASC+FEM;SG
bonus	bonus	bonus	bonus	PROPN	N;INDF;MASC+FEM;SG
bonus	bonusser	bonus	bonusse	PROPN	N;INDF;MASC+FEM;PL
bonus	forhøjelser	bonus	forhøjelse	PROPN	N;INDF;MASC+FEM;PL
penjelajah	explorer	penjelajah	explore	N;SG	N;INDF;MASC+FEM;PL
penjelajah	opdagelsesrejsende	penjelajah	opdagelsesrejsende	N;SG	ADJ
penjelajah	opdagelsesrejsende	penjelajah	opdagelsesrejsende	N;SG	ADJ
nigeria	nigerianske	nigeria	nigeriansk	PROPN	ADJ;PL
nigeria	nigeria	nigeria	nigeria	PROPN	
iain	iain	iain	iain	PROPN	
jerry	jerry	jerry	jerry	PROPN	
self	self	self	self	PROPN	
salim	salim	salim	salim	PROPN	
virgin	jomfru	virgin	jomfru	PROPN	ADJ;INDF;MASC+FEM;SG
virgin	virgin	virgin	virgin	PROPN	
fraksi	fraktioner	fraksi	fraktion	N;SG	N;INDF;MASC+FEM;PL
fraksi	fraktioner	fraksi	fraktion	N;SG	N;INDF;MASC+FEM;PL
dihentikan	ophørt	dihentikan	ophøre	V;SG;PASS	ADJ;INDF;SG
dihentikan	stoppede	dihentikan	stoppe	V;SG;PASS	V;IND;PST;FIN;ACT
dihentikan	stoppet	dihentikan	stop	V;SG;PASS	N;DEF;NEUT;SG
menolong	hjælpsom	mentolong	hjælpsom	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
menolong	nyttig	mentolong	nyttig	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
menolong	nyttigt	mentolong	nyttigt	V;SG;ACT	ADJ;INDF;NEUT;SG
menolong	nyttige	mentolong	nyttig	V;SG;ACT	ADJ;PL
minta	ask	minta	ask	V;SG;ACT	
minta	forespørgsel	minta	forespørgsel	V;SG;ACT	N;INDF;MASC+FEM;SG
minta	anmodning	minta	anmodning	V;SG;ACT	N;INDF;MASC+FEM;SG
kongo	congo	kongo	congo	PROPN	
kongo	congolesiske	kongo	congolesisk	PROPN	ADJ;PL
dini	tidligt	dini	tidligt	ADJ;SG	ADV
dini	dini	dini	dini	ADJ;SG	
deputi	stedfortrædere	deputi	stedfortræder	N;SG	N;INDF;MASC+FEM;PL
deputi	assisterende	deputi	assistere	N;SG	V;PRS;V.PTCP
deputi	vicesherif	deputi	vicesherif	N;SG	
deputi	stedfortrædende	deputi	stedfortrædende	N;SG	ADJ
jimmy	jimmy	jimmy	jimmy	PROPN	
dave	dave	dave	dave	PROPN	
gordon	gordon	gordon	gordon	PROPN	
sabah	sabah	sabah	sabah	PROPN	
otonom	selvstændig	otonom	selvstændig	N	ADJ;INDF;MASC+FEM;SG
otonom	autonomt	otonom	autonomt	N	ADJ;INDF;NEUT;SG
otonom	selvstyrende	otonom	selvstyrende	N	ADJ
otonom	autonom	otonom	autonom	N	ADJ;INDF;MASC+FEM;SG
otonom	autonome	otonom	autonome	N	ADJ;PL
otonom	autonom	otonom	autonom	N	ADJ;INDF;MASC+FEM;SG
mission	kommissorium	mission	kommissorium	PROPN	N;INDF;NEUT;SG
mission	tjenesterejse	mission	tjenesterejse	PROPN	N;INDF;MASC+FEM;SG
mission	mission	mission	mission	PROPN	N;INDF;MASC+FEM;SG
mission	missionen	mission	mission	PROPN	N;DEF;MASC+FEM;SG
mission	tjenesterejser	mission	tjenesterejse	PROPN	N;INDF;MASC+FEM;SG
russell	russell	russell	russell	PROPN	N;INDF;MASC+FEM;SG
tanggapan	reaktioner	tanggapan	reaktion	N;SG	N;INDF;MASC+FEM;PL
tanggapan	reaktionerne	tanggapan	reaktion	N;SG	N;DEF;MASC+FEM;PL
tanggapan	tilbagemeldinger	tanggapan	tilbagemelding	N;SG	N;INDF;MASC+FEM;PL
tanggapan	reaktioner	tanggapan	reaktion	N;SG	N;INDF;MASC+FEM;PL
cair	flydende	cair	flydende	N;SG	ADJ
sudirman	sudirman	sudirman	sudirman	PROPN	
pengiriman	leveringer	penkiriman	levering	N;SG	N;INDF;MASC+FEM;PL
pengiriman	leverancer	penkiriman	leverance	N;SG	N;INDF;MASC+FEM;PL
hospital	hospital	hospital	hospital	PROPN	N;INDF;NEUT;SG
hospital	sygehus	hospital	sygehus	PROPN	N;INDF;NEUT;SG
hospital	sygehuset	hospital	sygehus	PROPN	N;DEF;NEUT;SG
hospital	hospitalet	hospital	hospital	PROPN	N;DEF;NEUT;SG
memorial	mindesmærke	menporial	mindesmærke	PROPN	N;INDF;NEUT;SG
memorial	mindehøjtidelighed	menporial	mindehøjtidelighed	PROPN	N;INDF;MASC+FEM;SG
memorial	memorial	menporial	memorial	PROPN	
saran	foreslåede	saran	foreslå	N;SG	V;PL;PST;V.PTCP
saran	foreslog	saran	foreslå	N;SG	V;IND;PST;FIN;ACT
saran	foreslået	saran	foreslå	N;SG	V;INDF;SG;PST;V.PTCP
saran	forslag	saran	forslag	N;SG	N;INDF;NEUT;PL
saran	forslag	saran	forslag	N;SG	N;INDF;NEUT;PL
saran	henstillinger	saran	henstilling	N;SG	N;INDF;MASC+FEM;PL
saran	anbefalinger	saran	anbefaling	N;SG	N;INDF;MASC+FEM;PL
massachusetts	massachusetts	massachusetts	massachuset	PROPN	N;INDF;NEUT;SG
rezim	styret	rezim	styre	N;SG	V;INDF;SG;PST;V.PTCP
tongkat	pinde	tongkat	pinde	N;SG	N;INDF;MASC+FEM;PL
tongkat	stokke	tongkat	stok	N;SG	N;INDF;MASC+FEM;PL
tongkat	tryllestave	tongkat	tryllestave	N;SG	N;INDF;NEUT;PL
robin	robin	robin	robin	PROPN	
fitri	fitr	fitri	fitr	PROPN	
larutan	opløsninger	larutan	opløsning	N;SG	N;INDF;MASC+FEM;PL
larutan	løsninger	larutan	løsning	N;SG	N;INDF;MASC+FEM;PL
klaim	hævder	klaim	hævde	N;SG	V;IND;PRS;FIN;ACT
klaim	tilgodehavender	klaim	tilgodehavende	N;SG	N;INDF;MASC+FEM;PL
klaim	påstande	klaim	påstande	N;SG	N;INDF;MASC+FEM;PL
soul	sjælen	soul	sjæle	PROPN	N;DEF;MASC+FEM;SG
soul	sjæl	soul	sjæl	PROPN	N;INDF;MASC+FEM;SG
soul	soul	soul	soul	PROPN	
pembakaran	påsat	penbakaran	påsat	N;SG	V;INDF;SG;PST;V.PTCP
pembakaran	brændende	penbakaran	brænde	N;SG	V;PRS;V.PTCP
pembakaran	brænder	penbakaran	brænde	N;SG	V;IND;PRS;FIN;ACT
pembakaran	brænde	penbakaran	brænde	N;SG	V;NFIN;ACT
spesial	særligt	spesial	særligt	ADJ;SG	ADV
spesial	særlige	spesial	særlig	ADJ;SG	ADJ;PL
spesial	specielle	spesial	speciel	ADJ;SG	ADJ;PL
spesial	særlig	spesial	særlig	ADJ;SG	ADV
oise	oise	oise	oise	PROPN	N;INDF;MASC+FEM;PL
jendela	vinduer	jendela	vindue	N;SG	N;INDF;NEUT;PL
jendela	vinduerne	jendela	vindue	N;SG	N;DEF;NEUT;PL
jendela	ruder	jendela	ruder	N;SG	N;INDF;MASC+FEM;PL
jendela	window	jendela	window	N;SG	
links	link	links	link	PROPN	N;INDF;NEUT;SG
links	links	links	links	PROPN	N;INDF;NEUT;SG
perisai	shield	perisai	shield	N;SG	
perisai	skjoldene	perisai	skjold	N;SG	N;DEF;MASC+FEM;PL
perisai	skjolde	perisai	skjolde	N;SG	N;INDF;MASC+FEM;PL
actor	skuespilleren	actor	skuespiller	PROPN	N;DEF;MASC+FEM;SG
actor	skuespiller	actor	skuespiller	PROPN	N;INDF;MASC+FEM;SG
actor	aktør	actor	aktør	PROPN	N;INDF;MASC+FEM;SG
penggabungan	flette	pengabungan	flet	N;SG	V;NFIN;ACT
penggabungan	fusionere	pengabungan	fusionere	N;SG	V;NFIN;ACT
jilid	vol	jilid	vol	PROPN	N;INDF;NEUT;SG
jilid	bind	jilid	bind	PROPN	N;INDF;NEUT;SG
jilid	volumen	jilid	volumen	PROPN	N;INDF;MASC+FEM;SG
jilid	mængder	jilid	mængde	PROPN	N;INDF;MASC+FEM;PL
mental	mentale	mental	mental	N;SG	ADJ;PL
mental	mentalt	mental	mentale	N;SG	ADV
mental	psykiske	mental	psykisk	N;SG	ADJ;PL
mental	psykisk	mental	psykisk	N;SG	ADJ;INDF;SG
mental	mentalt	mental	mentale	N;SG	ADV
mental	psykisk	mental	psykisk	N;SG	ADJ;INDF;SG
panji	banner	panji	banne	PROPN	N;INDF;MASC+FEM;SG
panji	vimpel	panji	vimpel	PROPN	N;INDF;MASC+FEM;SG
mbc	mbc	mbc	mbc	PROPN	
pisau	knive	pisau	knive	N;SG	N;INDF;MASC+FEM;PL
pisau	klinger	pisau	klinge	N;SG	V;IND;PRS;FIN;ACT
pisau	blade	pisau	blad	N;SG	N;INDF;NEUT;PL
pisau	knive	pisau	knive	N;SG	N;INDF;MASC+FEM;PL
seluler	mobile	seluler	mobil	N;SG	
tabung	tube	tabung	tube	N;SG	
tabung	rør	tabung	røre	N;SG	V;IMP
tabung	rør	tabung	røre	N;SG	V;IMP
ulasan	anmeldelser	ulasan	anmeldelse	N;SG	N;INDF;MASC+FEM;PL
ulasan	gennemgå	ulasan	gennemgå	N;SG	V;NFIN;ACT
ulasan	gennemse	ulasan	gennemse	N;SG	
hamilton	hamilton	hamilton	hamilton	PROPN	N;INDF;MASC+FEM;SG
virtual	virtuel	virtual	virtuel	N	ADJ;INDF;MASC+FEM;SG
virtual	virtuelt	virtual	virtuelt	N	ADJ;INDF;NEUT;SG
virtual	virtuelle	virtual	virtuel	N	ADJ;PL
virtual	virtual	virtual	virtual	N	
koordinat	koordinerer	koordinat	koordinere	N;SG	V;IND;PRS;FIN;ACT
koordinat	koordinere	koordinat	koordinere	N;SG	V;NFIN;ACT
koordinat	koordinaterne	koordinat	koordinat	N;SG	N;DEF;NEUT;PL
koordinat	koordinater	koordinat	koordinat	N;SG	N;INDF;NEUT;PL
sisik	vægte	sisik	vægte	N	V;NFIN;ACT
salju	sner	salju	sne	PROPN;SG	V;IND;PRS;FIN;ACT
salju	snefald	salju	snefald	PROPN;SG	N;INDF;NEUT;SG
salju	sne	salju	sne	PROPN;SG	N;INDF;MASC+FEM;SG
salju	vinterdæk	salju	vinterdæk	PROPN;SG	N;INDF;MASC+FEM;PL
salju	snefnug	salju	snefnug	PROPN;SG	N;INDF;NEUT;SG
subjek	emner	subjek	emne	N;SG	N;INDF;NEUT;PL
aziz	aziz	aziz	aziz	PROPN	PROPN
atlantik	atlantic	atlantik	atlantic	N;SG	
atlantik	atlantisk	atlantik	atlantisk	N;SG	ADJ;INDF;SG
alaska	alaska	alaska	alaska	PROPN	N;INDF;MASC+FEM;SG
elang	eagle	elang	eagel	N	
elang	hawk	elang	hawk	N	
elang	eagles	elang	eagle	N	V;NFIN;PASS
elang	hawks	elang	hawks	N	
elang	falk	elang	falk	N	
elang	falcon	elang	falcon	N	
elang	falken	elang	falk	N	
diselesaikan	løste	diselesaikan	løse	V;SG;PASS	V;PL;PST;V.PTCP
diselesaikan	afsluttede	diselesaikan	afslutte	V;SG;PASS	V;IND;PST;FIN;ACT
diselesaikan	løste	diselesaikan	løse	V;SG;PASS	V;PL;PST;V.PTCP
bebek	and	bebek	and	PROPN	
bebek	ænder	bebek	ænder	PROPN	N;INDF;MASC+FEM;PL
bebek	duk	bebek	duk	PROPN	N;INDF;NEUT;SG
bebek	duck	bebek	duck	PROPN	
terancam	truede	terancam	true	V;SG;PASS	V;PL;PST;V.PTCP
terancam	truede	terancam	true	V;SG;PASS	V;PL;PST;V.PTCP
puluhan	ten	puluhan	ten	N;SG	
puluhan	dusinvis	puluhan	dusinvis	N;SG	ADV
yesaya	esajas	yesaya	esajas	PROPN	N;INDF;MASC+FEM;SG
globe	globe	globe	glob	PROPN	ADJ;INDF;MASC+FEM;SG
globe	kloden	globe	klode	PROPN	N;DEF;MASC+FEM;SG
globe	klode	globe	klod	PROPN	N;INDF;MASC+FEM;SG
asrama	kollegier	asrama	kollegi	N;SG	N;INDF;MASC+FEM;PL
asrama	sovesale	asrama	sovesale	N;SG	N;INDF;MASC+FEM;PL
hangat	varm	hangat	varm	N;SG	ADJ;INDF;MASC+FEM;SG
hangat	varmt	hangat	varm	N;SG	ADJ;INDF;NEUT;SG
hangat	varmer	hangat	varm	N;SG	V;IND;PRS;FIN;ACT
mail	mail	mail	mail	PROPN	N;INDF;MASC+FEM;SG
mail	post	mail	post	PROPN	N;INDF;MASC+FEM;SG
chi	chi	chi	chi	PROPN;SG;ACT	
ekspor	eksportere	ekspor	eksportere	N;SG	V;NFIN;ACT
perlahan	langsomme	perlahan	langsom	ADV	ADJ;PL
perlahan	langsom	perlahan	langsom	ADV	ADJ;INDF;MASC+FEM;SG
host	host	host	host	N	
arjuna	arjuna	arjuna	arjuna	PROPN	
maroko	marokko	maroko	marokko	PROPN	
maroko	marokkos	maroko	marokkos	PROPN	N;GEN;INDF;MASC+FEM;SG
maroko	marokkansk	maroko	marokkansk	PROPN	ADJ;INDF;SG
maroko	marokkanske	maroko	marokkansk	PROPN	ADJ;PL
matthew	matthew	matthew	matthew	PROPN	
unesco	unesco	unesco	unesco	N	
kemanusiaan	humanistiske	kemanusiaan	humanistisk	N;SG	ADJ;PL
kemanusiaan	humanistisk	kemanusiaan	humanistisk	N;SG	ADV
choice	valg	choice	valg	PROPN	N;INDF;NEUT;SG
moskwa	moskvas	moskwa	moskvas	PROPN	PROPN;GEN
moskwa	moskva	moskwa	moskva	PROPN	PROPN
kristal	crystal	kristal	crystal	N;SG	
kristal	krystaller	kristal	krystal	N;SG	N;INDF;NEUT;PL
jeruk	orange	jeruk	orange	N;SG	ADJ
jeruk	citrusfrugter	jeruk	citrusfrugt	N;SG	N;INDF;MASC+FEM;PL
jeruk	appelsiner	jeruk	appelsin	N;SG	N;INDF;MASC+FEM;PL
kreatif	udformning	kreatif	udformning	ADJ;SG	N;INDF;MASC+FEM;SG
kreatif	kreativt	kreatif	kreativt	ADJ;SG	ADV
kreatif	kreative	kreatif	kreativ	ADJ;SG	ADJ;PL
laos	laotiske	laos	laotisk	PROPN	ADJ;PL
laos	lao	laos	lao	PROPN	N;INDF;MASC+FEM;SG
laos	laos	laos	laos	PROPN	N;INDF;NEUT;SG
gudang	udgydt	gudang	udgyde	N;SG	V;INDF;SG;PST;V.PTCP
gudang	lager	gudang	lage	N;SG	N;INDF;MASC+FEM;PL
gudang	lade	gudang	lade	N;SG	V;NFIN;ACT
palang	cross	palang	cross	N;SG;ACT	
palang	krydse	palang	krydse	N;SG;ACT	V;NFIN;ACT
palang	krydser	palang	krydse	N;SG;ACT	V;IND;PRS;FIN;ACT
ethiopia	etiopien	ethiopia	etiopie	PROPN	PROPN
ethiopia	etiopiske	ethiopia	etiopisk	PROPN	ADJ;PL
ethiopia	etiopiere	ethiopia	etiopiere	PROPN	
bunda	mor	bunda	mor	PROPN	N;INDF;MASC+FEM;SG
bunda	mom	bunda	mom	PROPN	
bunda	mor	bunda	mor	PROPN	N;INDF;MASC+FEM;SG
bunda	moder	bunda	moder	PROPN	N;INDF;MASC+FEM;SG
dark	dark	dark	dark	PROPN	
dark	mørke	dark	mørke	PROPN	N;INDF;NEUT;SG
dark	mørkt	dark	mørk	PROPN	ADJ;INDF;NEUT;SG
dark	mørk	dark	mørk	PROPN	ADJ;INDF;MASC+FEM;SG
sakura	cherry	sakura	cherry	PROPN	
sakura	kirsebær	sakura	kirsebær	PROPN	N;INDF;NEUT;SG
sakura	sakura	sakura	sakura	PROPN	
wikidata	wikidata	wikidata	wikidata	PROPN	
albania	albanske	albania	albansk	PROPN	ADJ;PL
albania	albansk	albania	albansk	PROPN	ADJ;INDF;SG
albania	albanere	albania	albaner	PROPN	N;INDF;MASC+FEM;PL
albania	albanien	albania	albanie	PROPN	PROPN
energy	energi	energy	energi	PROPN	N;INDF;MASC+FEM;SG
miller	miller	miller	mille	PROPN	N;INDF;MASC+FEM;SG
miller	millers	miller	miller	PROPN	N;GEN;INDF;MASC+FEM;SG
kanal	channel	kanal	channel	N	
jang	jang	jang	jang	PROPN	
rutin	rutinemæssig	rutin	rutinemæssig		ADJ;INDF;MASC+FEM;SG
rutin	rutine	rutin	rutin		N;INDF;MASC+FEM;SG
zhou	zhou	zhou	zhou	PROPN	
menyunting	redigering	menyunting	redigering	V	N;INDF;MASC+FEM;SG
bermakna	meningsfuldt	bermakna	meningsfuldt	V;SG;ACT	ADV
bermakna	meningsfuld	bermakna	meningsfuld	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
bermakna	meningsfyldt	bermakna	meningsfyldt	V;SG;ACT	N;DEF;NEUT;SG
samurai	samurai	samurai	samurai	N	
kerusuhan	uroligheder	kerusuhan	urolighed	N;SG	N;INDF;MASC+FEM;PL
kerusuhan	optøjerne	kerusuhan	optøjer	N;SG	N;DEF;MASC+FEM;PL
kerusuhan	optøjer	kerusuhan	optøje	N;SG	N;INDF;MASC+FEM;PL
kerusuhan	uroligheder	kerusuhan	urolighed	N;SG	N;INDF;MASC+FEM;PL
kerusuhan	optøjerne	kerusuhan	optøjer	N;SG	N;DEF;MASC+FEM;PL
kerusuhan	optøjer	kerusuhan	optøje	N;SG	N;INDF;MASC+FEM;PL
kerusuhan	optøjer	kerusuhan	optøje	N;SG	N;INDF;MASC+FEM;PL
wahana	forlystelser	wahana	forlystelse	N;SG	N;INDF;MASC+FEM;PL
wahana	ture	wahana	tur	N;SG	N;INDF;MASC+FEM;PL
wahana	rider	wahana	rid	N;SG	V;IND;PRS;FIN;ACT
computer	computeren	computer	computer	PROPN	N;DEF;MASC+FEM;SG
computer	computer	computer	compute	PROPN	N;INDF;MASC+FEM;SG
mengerti	forstået	mengerti	forstå	;SG	V;INDF;SG;PST;V.PTCP
mengerti	forstod	mengerti	forstå	;SG	V;IND;PST;FIN;ACT
mengerti	forstår	mengerti	forstå	;SG	V;IND;PRS;FIN;ACT
mengerti	forstå	mengerti	forstå	;SG	V;NFIN;ACT
mengerti	forstået	mengerti	forstå	;SG	V;INDF;SG;PST;V.PTCP
kent	kent	kent	kent	PROPN	
kru	kru	kru	kru	N;SG	
kru	crew	kru	crew	N;SG	
ditarik	hev	ditarik	hev	V;SG;PASS	V;IND;PST;FIN;ACT
ditarik	trak	ditarik	trække	V;SG;PASS	V;IND;PST;FIN;ACT
ditarik	tilbagetrukket	ditarik	tilbagetrukket	V;SG;PASS	ADJ;INDF;SG
selengkapnya	mere	selengkap	mere	N;SG	ADV;CMPR
selengkapnya	flere	selengkap	mange	N;SG	ADJ;CMPR;PL
jalanan	gader	jalanan	gade	N;SG	N;INDF;MASC+FEM;PL
jalanan	gaderne	jalanan	gade	N;SG	N;DEF;MASC+FEM;PL
menaklukkan	erobrer	mentaklukkan	erobrer	V;SG;ACT	N;INDF;MASC+FEM;SG
menaklukkan	erobrer	mentaklukkan	erobrer	V;SG;ACT	N;INDF;MASC+FEM;SG
joko	joko	joko	joko	PROPN	
sulung	ældste	sulung	gad	N;SG	ADJ;DEF;RL
sulung	førstefødte	sulung	førsteføde	N;SG	V;PL;PST;V.PTCP
angkat	løfte	angkat	løfte	N;SG;ACT	V;NFIN;ACT
angkat	hæve	angkat	hæve	N;SG;ACT	V;NFIN;ACT
visi	syner	visi	syne	PROPN;SG	V;IND;PRS;FIN;ACT
visi	visioner	visi	vision	PROPN;SG	N;INDF;MASC+FEM;PL
visi	udsyn	visi	udsyn	PROPN;SG	N;INDF;NEUT;SG
visi	synet	visi	syn	PROPN;SG	N;DEF;NEUT;SG
visi	syn	visi	syn	PROPN;SG	N;INDF;NEUT;SG
visi	vision	visi	vision	PROPN;SG	N;INDF;MASC+FEM;SG
visi	visioner	visi	vision	PROPN;SG	N;INDF;MASC+FEM;PL
toba	toba	toba	toba	PROPN	
future	fremtidig	future	fremtidig	PROPN	ADJ;INDF;MASC+FEM;SG
future	fremtidige	future	fremtidig	PROPN	ADJ;PL
future	fremtiden	future	fremtid	PROPN	N;DEF;MASC+FEM;SG
future	kommende	future	komme	PROPN	V;PRS;V.PTCP
future	fremover	future	fremover	PROPN	ADV
future	fremtid	future	fremtid	PROPN	N;INDF;MASC+FEM;SG
mutiara	perler	mutiara	perle	N;SG	N;INDF;MASC+FEM;PL
prosedur	procedurerne	prosedur	procedur	N;SG	N;DEF;MASC+FEM;PL
prosedur	procedurer	prosedur	procedur	N;SG	N;INDF;MASC+FEM;PL
prosedur	fremgangsmåder	prosedur	fremgangsmåde	N;SG	N;INDF;NEUT;PL
marshall	marshall	marshall	marshall	PROPN	
marshall	marshalls	marshall	marshall	PROPN	N;GEN;INDF;MASC+FEM;SG
woo	woo	woo	woo	PROPN	
resort	resort	resort	resort	PROPN	N;INDF;NEUT;SG
resort	udvej	resort	udvej	PROPN	N;INDF;MASC+FEM;SG
maritime	maritime	maritime	maritim	PROPN	ADJ;PL
jong	jong	jong	jong	PROPN	
photo	foto	photo	foto	PROPN	N;INDF;NEUT;SG
photo	billede	photo	billede	PROPN	N;INDF;NEUT;SG
photo	photo	photo	photo	PROPN	
clark	clark	clark	clark	PROPN	
makedonia	makedonske	makedonia	makedonsk	PROPN	ADJ;PL
makedonia	makedonien	makedonia	makedonie	PROPN	N;DEF;MASC+FEM;SG
maksimal	max	maksimal	max	ADJ;SG	N;INDF;NEUT;SG
maksimal	maks	maksimal	maks	ADJ;SG	
maksimal	maksimum	maksimal	maksimum	ADJ;SG	N;INDF;NEUT;SG
maksimal	maksimalt	maksimal	maksimalt	ADJ;SG	ADV
yong	yong	yong	yong	PROPN	
airbus	airbus	airbus	airbus	N;SG	
irama	slår	irama	slå	N;SG	V;IND;PRS;FIN;ACT
ipa	ipa	ipa	ipa	PROPN;SG	N;INDF;MASC+FEM;SG
larangan	forbyde	larangan	forbyde	N;SG	V;NFIN;ACT
lin	lin	lin	lin	PROPN	
busana	beklædningsgenstande	busana	beklædningsgenstand	N;SG	N;INDF;MASC+FEM;PL
busana	fashion	busana	fashion	N;SG	
henri	henri	henri	henri	PROPN	
pendaratan	landinger	pendaratan	landing	N;SG	N;INDF;MASC+FEM;PL
pendaratan	lander	pendaratan	land	N;SG	V;IND;PRS;FIN;ACT
komplek	kompliceret	komplek	kompliceret	N;SG	ADJ;INDF;SG
komplek	indviklet	komplek	indviklet	N;SG	ADJ;INDF;SG
komplek	komplekse	komplek	komplekse	N;SG	ADJ;PL
komplek	kompleks	komplek	kompleks	N;SG	ADJ;INDF;SG
komplek	komplekst	komplek	komplekst	N;SG	ADJ;INDF;NEUT;SG
topeng	masker	topeng	maske	N;SG	N;INDF;MASC+FEM;PL
herman	herman	herman	herman	PROPN	
herman	hermans	herman	hermans	PROPN	
pacar	kæreste	pacar	kær	N;SG	ADJ;DEF;RL
pacar	kæreste	pacar	kær	N;SG	ADJ;DEF;RL
kanon	canon	kanon	canon	N	
lawrence	lawrence	lawrence	lawrence	PROPN	
africa	afrika	africa	afrika	PROPN	
illinois	illinois	illinois	illinois	PROPN	
konsumsi	forbruge	konsumsi	forbruge	N;SG	V;NFIN;ACT
didominasi	hovedsageligt	didominasi	hovedsageligt	V;SG;PASS	ADV
didominasi	overvejende	didominasi	overveje	V;SG;PASS	ADJ
seven	syv	seven	syv	PROPN	NUM
sin	synder	sin	synde	PROPN	N;INDF;MASC+FEM;PL
sin	synd	sin	synd	PROPN	ADJ
netral	upartiske	netral	upartisk	ADJ;SG	ADJ;PL
netral	neutrale	netral	neutral	ADJ;SG	ADJ;PL
moore	moore	moore	moore	PROPN	
optik	optiske	optik	optisk	N;SG	ADJ;PL
optik	optisk	optik	optisk	N;SG	ADJ;INDF;SG
sepasang	pair	sepasang	pair		N;INDF;MASC+FEM;SG
sepasang	par	sepasang	par		N;INDF;NEUT;SG
pelayan	tjener	penlayan	tjene	N;SG	V;IND;PRS;FIN;ACT
prusia	preussen	prusia	preuss	PROPN	N;INDF;MASC+FEM;SG
palu	hammer	palu	hammer	PROPN	N;INDF;MASC+FEM;SG
palu	hammeren	palu	hammer	PROPN	N;DEF;MASC+FEM;SG
lost	tabte	lost	tabe	PROPN	V;IND;PST;FIN;ACT
lost	fortabt	lost	fortabe	PROPN	ADJ;INDF;SG
lost	mistede	lost	miste	PROPN	V;IND;PST;FIN;ACT
lost	lost	lost	lost	PROPN	
lost	tabt	lost	tabe	PROPN	V;INDF;SG;PST;V.PTCP
lost	mistet	lost	miste	PROPN	V;INDF;SG;PST;V.PTCP
keindahan	skønheder	keindahan	skønhed	N;SG	N;INDF;MASC+FEM;PL
keindahan	beauty	keindahan	beauty	N;SG	
butir	punkterne	butir	punkt	PROPN;SG	N;DEF;NEUT;PL
butir	poster	butir	post	PROPN;SG	N;INDF;MASC+FEM;PL
butir	genstande	butir	genstand	PROPN;SG	N;INDF;MASC+FEM;PL
butir	punkter	butir	punkt	PROPN;SG	N;INDF;NEUT;PL
butir	element	butir	element	PROPN;SG	N;INDF;NEUT;SG
butir	punkt	butir	punkt	PROPN;SG	N;INDF;NEUT;SG
seksi	sexy	seksi	sexy	N;SG	
seksi	sexet	seksi	sexet	N;SG	ADJ;INDF;SG
seksi	sexede	seksi	sexe	N;SG	ADJ;PL
hamba	tjener	hamba	tjene	PROPN;SG	V;IND;PRS;FIN;ACT
mama	momma	mama	momma	PROPN	
mama	mamma	mama	mamma	PROPN	
mama	mama	mama	mama	PROPN	
mama	mor	mama	mor	PROPN	N;INDF;MASC+FEM;SG
dipaksa	tvang	dipaksa	tvinge	V;SG;PASS	N;INDF;MASC+FEM;SG
dipaksa	tvungne	dipaksa	tvinge	V;SG;PASS	V;PL;PST;V.PTCP
dipublikasikan	offentliggjorte	dipublikasikan	offentliggøre	V;SG;PASS	ADJ;PL
russian	russeren	russian	russer	PROPN	N;DEF;MASC+FEM;SG
russian	russer	russian	russe	PROPN	N;INDF;MASC+FEM;SG
russian	russiske	russian	russisk	PROPN	ADJ;PL
russian	russisk	russian	russisk	PROPN	ADJ;INDF;SG
fort	fort	fort	fort	PROPN	N;INDF;MASC+FEM;SG
editing	redigerer	editing	redigere	N	V;IND;PRS;FIN;ACT
levi	levi	levi	levi	PROPN	
fan	ventilator	fan	ventilator	PROPN	N;INDF;NEUT;SG
fan	fan	fan	fan	PROPN	N;INDF;MASC+FEM;SG
magic	magi	magic	magi	PROPN	N;INDF;MASC+FEM;SG
magic	trylleri	magic	trylleri	PROPN	N;INDF;NEUT;SG
magic	magic	magic	magic	PROPN	
magic	magiske	magic	magisk	PROPN	ADJ;PL
