der	را	der	را	DET;NOM;DEF;MASC;SG	PART
maine	ماین	mainen	ماین	PROPN;NOM;SG	N;SG
kongo	کنگو	kongo	کنگو	PROPN;NOM;MASC;SG	N;SG
stämme	قبایل	stammen	None		N;PL
stämme	قبیله	stammen	None		N;SG
stämme	پشتون	stammen	پشتون		N;SG
stämme	قبایلی	stammen	قبایلی		N;PL
siebten	هفتمین	siebt	هفتمین	ADJ;NOM;MASC;SG	NUM
musikern	نوازنده	musikern	نوازنده	V;NFIN	N;SG
musikern	نوازندگان	musikern	None	V;NFIN	N;PL
grob	خام	grob	خام	ADJ	N;SG
grob	خروشان	grob	خروش	ADJ	N;SG
dialekt	گویش	dialekt	None	ADJ	N;SG
dialekt	ایرونی	dialekt	ایرونی	ADJ	N;SG
dialekt	گویشهای	dialekt	گویش	ADJ	N;PL
südkorea	تایوان	südkorea	تایوان	PROPN;NOM;MASC;SG	N;SG
südkorea	کره	südkorea	کره	PROPN;NOM;MASC;SG	N;SG
südkorea	سئول	südkorea	سئول	PROPN;NOM;MASC;SG	N;SG
beachtung	توجه	beachtung	توجه		N;SG
beachtung	پند	beachtung	پند		N;SG
technischer	فنی	technisch	فنی	ADJ	N;SG
technischer	تکنیکی	technisch	تکنیکی	ADJ	N;SG
merkmal	ویژگی	merkmal	ویژگی	ADJ	N;SG
anr	anr	anr	anr	PROPN;NOM;SG	
orthodoxen	ارتدوکس	orthodox	ارتدوکس	ADJ	N;SG
engineering	مهندسی	engineering	مهندسی	PROPN	N;SG
rechnung	حساب	rechnung	حساب	PROPN;SG	N;SG
rechnung	صورتحساب	rechnung	صورتحساب	PROPN;SG	N;SG
rechnung	فاکتورهای	rechnung	فاکتور	PROPN;SG	N;PL
rechnung	بیل	rechnung	بیل	PROPN;SG	N;SG
browser	مرورگرهای	brows	مرورگرای	ADJ	N;PL
browser	مرورگر	brows	مرورگر	ADJ	N;SG
stab	راد	stab	راد		N;SG
stab	رود	stab	رفت#رو		V;SBJV;SG;3;PRS
draft	حواله	drafen	حواله	PROPN;NOM;SG	N;SG
draft	پیشنویس	drafen	پیشنویس	PROPN;NOM;SG	N;SG
draft	درفت	drafen	درفت	PROPN;NOM;SG	N;SG
vorschriften	مقررات	vorschreifen	مقررات	V;NFIN	N;PL
vorschriften	قواعد	vorschreifen	None	V;NFIN	N;PL
vorschriften	قوانین	vorschreifen	قانون	V;NFIN	N;PL
vorschriften	نیازها	vorschreifen	نیاز	V;NFIN	N;PL
vorschriften	نیازهای	vorschreifen	نیاز	V;NFIN	N;PL
vorschriften	مشخصات	vorschreifen	مشخصه	V;NFIN	N;PL
vorschriften	مشخصاتی	vorschreifen	مشخص	V;NFIN	N;PL
vorschriften	مشخصاتش	vorschreifen	مشخص	V;NFIN	N;PL
vorschriften	آذوقه	vorschreifen	آذوقه	V;NFIN	N;SG
eintracht	eintracht	eintrachen	eintracht	PROPN	N;SG
eintracht	هارمونی	eintrachen	هارمونی	PROPN	N;SG
eintracht	هماهنگی	eintrachen	هماهنگی	PROPN	N;SG
eintragen	ثبات	eintragen	ثبات	V;NFIN	N;SG
rad	فرمون	raden	فرمون		N;SG
rad	چرخ	raden	چرخ		N;SG
rad	راد	raden	راد		N;SG
rad	rad	raden	rad		N;SG
götter	خدایان	gott	خدا		N;PL
vfb	vfb	vfb	vfb	PROPN;NOM;MASC;SG	
lass	بزار	laß	بزار	V;IND;SG;2;PRS;FIN	V;IMP;SG;2
harz	هارتس	harz	هارتس		N;SG
harz	رزین	harz	رزین		N;SG
lars	لارس	lars	لارس	PROPN;NOM;MASC;SG	N;SG
lucas	لوکاس	lucas	لوکاس	PROPN;NOM;MASC;SG	N;SG
schiedsrichter	داور	schiedsrichter	داور	ADJ	N;SG
dünn	لاغری	dünn	لاغری	ADJ	N;SG
dünn	نازک	dünn	نازک	ADJ	N;SG
dünn	لاغری	dünn	لاغری	ADJ	N;SG
bestimmungen	مقررات	bestimmung	مقررات	V;NFIN	N;PL
bestimmungen	آذوقه	bestimmung	آذوقه	V;NFIN	N;SG
mauern	وال	mauern	وال	V;NFIN	
mauern	دیواری	mauern	دیواری	V;NFIN	N;SG
mauern	دیوار	mauern	دیوار	V;NFIN	N;SG
mauern	دیوارها	mauern	دیوار	V;NFIN	N;PL
mauern	دیوارهای	mauern	دیوار	V;NFIN	N;PL
mauern	دیوار	mauern	دیوار	V;NFIN	N;SG
berechnet	شارژ	berechnen	شارژ	V;V.PTCP	N;SG
three	سه	threen	سه	PROPN	NUM
verlieren	شل	verlieren	None	V;NFIN	N;SG
verlieren	شُل	verlieren	شُل	V;NFIN	N;SG
gefangenschaft	زندانی	gefangenschaft	زندانی	ADJ	N;SG
gefangenschaft	اسیر	gefangenschaft	اسیر	ADJ	N;SG
gefangenschaft	اسیر	gefangenschaft	اسیر	ADJ	N;SG
gefangenschaft	بازداشت	gefangenschaft	بازداشت	ADJ	N;SG
gefangenschaft	اسارت	gefangenschaft	None	ADJ	N;SG
henning	هنینگ	hennengen	هنینگ	PROPN;NOM;MASC;SG	N;SG
comics	کمیک	comic	None	PROPN	N;SG
comics	کمدی	comic	None	PROPN	N;SG
comics	کمیک	comic	None	PROPN	N;SG
comics	مصور	comic	مصور	PROPN	N;SG
umfassenden	جامع	umfassend	جامع	V;FIN	N;SG
umfassenden	بسیط	umfassend	بسیط	V;FIN	N;SG
moon	قمر	moon	قمر	PROPN;NOM;SG	N;SG
moon	ماه	moon	ماه	PROPN;NOM;SG	N;SG
moon	moon	moon	moon	PROPN;NOM;SG	N;SG
wem	که	wer	که	ADV	CONJ
teufel	جهنم	teufel	جهنم		N;SG
teufel	دوزخ	teufel	دوزخ		N;SG
teufel	شیطان	teufel	شیطان		N;SG
teufel	شیاطین	teufel	شیطان		N;PL
notre	نوتر	notre	نوتر	PROPN;SG	N;SG
leinwand	پرده	leinwand	پرده		N;SG
rugby	راگبی	rugby	راگبی	PROPN	N;SG
vorhaben	پروژه	vorhaben	پروژه		N;SG
vorhaben	پروژههای	vorhaben	پروژه		N;PL
verarbeitet	پردازش	verarbeiten	پردازش	V;V.PTCP	N;SG
riga	ریگا	riga	ریگا	PROPN;NOM;SG	N;SG
gültigen	معتبری	gültig	معتبر	ADJ	N;SG
kameramann	فیلمبردار	kameramann	فیلمبردار	ADJ	N;SG
kameramann	فیلمبردار	kameramann	فیلمبردار	ADJ	N;SG
vorn	جبهه	vorn	جبهه	ADV	N;SG
vorn	جلو	vorn	جلو	ADV	N;SG
madonna	مدونا	madonna	مدونا	PROPN;NOM;SG	N;SG
roberto	روبرتو	roberto	روبرتو	PROPN	N;SG
wohnen	living	wohnen	None	V;NFIN	N;SG
wohnen	وزندگی	wohnen	وزندگی	V;NFIN	N;SG
wohnen	زندگی	wohnen	زندگی	V;NFIN	N;SG
wohnen	مسکن	wohnen	مسکن	V;NFIN	N;SG
vorfahren	پدرانشان	vorfahren	پدرانش		N;PL
vorfahren	اجداد	vorfahren	None		N;PL
vorfahren	پدران	vorfahren	پدر		N;PL
vorfahren	نیاکان	vorfahren	نیاک		N;PL
vorfahren	اجدادی	vorfahren	اجدادی		N;SG
vorfahren	جد	vorfahren	None		N;SG
vorfahren	اجداد	vorfahren	None		N;PL
vorfahren	نیاکان	vorfahren	نیاک		N;PL
level	تراز	level	تراز		N;SG
level	لول	level	None		N;SG
level	سطح	level	سطح		N;SG
ressourcen	منبع	ressourc	منبع	V;NFIN	N;SG
ressourcen	منابع	ressourc	منبع	V;NFIN	N;PL
laura	لورا	laura	لورا	PROPN;NOM;SG	N;SG
zeichnen	ترسیم	zeichnen	ترسیم	V;NFIN	N;SG
zeichnen	ترسیم	zeichnen	ترسیم	V;NFIN	N;SG
zeichnen	نقاشی	zeichnen	نقاشی	V;NFIN	N;SG
zeichnen	کشیدن	zeichnen	کشیدن	V;NFIN	N;SG
essays	انشاء	essays	انشاء		N;SG
essays	مقالات	essays	مقاله		N;PL
bürgerschaft	تابعیت	bürgerschaft	None	ADJ	N;SG
bürgerschaft	شهروندی	bürgerschaft	شهروندی	ADJ	N;SG
vorträge	سخنرانی	vortragen	سخنرانی	ADJ;NOM;PL	N;SG
haushalten	خانوار	haushalten	خانوار	V;NFIN	N;SG
wilde	وحشی	wilden	وحشی		N;SG
wilde	وایلد	wilden	وایلد		N;SG
wilde	وایلد	wilden	وایلد		N;SG
wilde	وحشی	wilden	وحشی		N;SG
mathias	ماتیاس	mathias	ماتیاس	PROPN;NOM;MASC;SG	N;SG
österreichisch	اتریش	österreichisch	اتریش	ADJ	N;SG
österreichisch	اتریشی	österreichisch	اتریشی	ADJ	N;SG
rumpf	هال	rumpf	هال	ADJ	N;SG
rumpf	بدنه	rumpf	بدنه	ADJ	N;SG
rumpf	تنه	rumpf	None	ADJ	N;SG
rumpf	تنه	rumpf	None	ADJ	N;SG
anfangen	شروع	anfangen	شروع	V;NFIN	N;SG
anfangen	آغاز	anfangen	آغاز	V;NFIN	N;SG
arabische	عرب	arabisch	عرب	ADJ;NOM;FEM;PL	N;SG
arabische	عربها	arabisch	عرب	ADJ;NOM;FEM;PL	N;PL
arabische	عربی	arabisch	عربی	ADJ;NOM;FEM;PL	N;SG
arabische	تازی	arabisch	تازی	ADJ;NOM;FEM;PL	N;SG
arabische	عربی	arabisch	عربی	ADJ;NOM;FEM;PL	N;SG
arabische	عربستان	arabisch	عربستان	ADJ;NOM;FEM;PL	N;SG
lyrik	lyric	lyrik	lyric		N;SG
lyrik	شعر	lyrik	شعر		N;SG
lyrik	شعر	lyrik	شعر		N;SG
lyrik	شعرای	lyrik	شاعر		N;PL
wahlbezirk	سبها	wahlbezirk	سب		N;SG
belgrad	بلگراد	belgrad	بل#گرد#آ	PROPN;NOM;SG	N;SG
maryland	مریلند	maryland	مریلند	PROPN;NOM;MASC;SG	N;SG
abhängigkeit	وابستگی	abhängigkeit	وابستگی	V;SG;FIN	N;SG
abhängigkeit	اعتیاد	abhängigkeit	اعتیاد	V;SG;FIN	N;SG
ankunft	میرسد	ankunft	میرسد	N;FEM;SG	V;SG;3;PRS
gerichte	ظرفها	gericht	ظرف		N;PL
gerichte	ظروف	gericht	ظرف		N;PL
gerichte	غذاهای	gericht	غذا		N;PL
gerichte	دادگاههای	gericht	دادگاه		N;SG
mörder	قاتل	mörder	قاتل	ADJ	N;SG
mörder	قاتلان	mörder	قاتل	ADJ	N;PL
mörder	آدمکش	mörder	آدمکش	ADJ	N;SG
sofia	سوفیا	sofia	سوفیا	PROPN;SG	N;SG
verändern	تغییر	verändern	تغییر	V;NFIN	N;SG
verändern	تغییر	verändern	تغییر	V;NFIN	N;SG
abu	ابو	abu	None	PROPN;NOM;MASC;SG	N;SG
glasgow	گلاسکو	glasgow	گلاسکو	PROPN;NOM;SG	N;SG
stürmer	استرایکر	stürm	استرایکر	ADJ	N;SG
stürmer	مهاجم	stürm	None	ADJ	N;SG
heller	هلر	hell	هلر	ADJ	N;SG
befreit	معاف	befreien	معاف	V;V.PTCP	ADJ
emanuel	امانوئل	emanuel	امانوئل	PROPN;NOM;MASC;SG	N;SG
emanuel	امانوئل	emanuel	امانوئل	PROPN;NOM;MASC;SG	N;SG
naturschutz	حفاظت	naturschutz	حفاظت	ADJ	N;SG
naturschutz	سرشت	naturschutz	None	ADJ	N;SG
naturschutz	طبیعت	naturschutz	طبیعت	ADJ	N;SG
anliegen	نگرانیهای	anliegen	نگرانی		N;PL
kohle	زغال	kohl	زغال		N;SG
kohle	ذغال	kohl	ذغال		N;SG
kohle	خمیر	kohl	خمیر		N;SG
kohle	زغال	kohl	زغال		N;SG
graham	گراهام	graham	گراهام	PROPN;NOM;SG	N;SG
caroline	کرولاین	caroline	کرولاین	PROPN;NOM;FEM;SG	N;SG
caroline	کارولین	caroline	کارولین	PROPN;NOM;FEM;SG	N;SG
caroline	کارولاین	caroline	کارولاین	PROPN;NOM;FEM;SG	N;SG
kaiserreich	امپراطوری	kaiserreich	امپراطوری	PROPN	N;SG
kaiserreich	امپایر	kaiserreich	امپایر	PROPN	N;SG
kaiserreich	امپراتوری	kaiserreich	امپراتوری	PROPN	N;SG
kaiserreich	امپراطوری	kaiserreich	امپراطوری	PROPN	N;SG
kaiserreich	سلطنتی	kaiserreich	سلطنت	PROPN	N;SG
kaiserreich	امپراتوری	kaiserreich	امپراتوری	PROPN	N;SG
konzern	شرکتی	konzern	None		N;SG
konzern	شرکت	konzern	شرکت		N;SG
konzern	گروهبندی	konzern	گروهبندی		N;SG
konzern	گروپ	konzern	گروپ		N;SG
konzern	گروه	konzern	گروه		N;SG
konzern	کورپوریشن	konzern	کورپوریشن		N;SG
marokko	مراکش	marokko	مراکش	PROPN	N;SG
nordischen	نوردیک	nordisch	نوردیک	ADJ	N;SG
gebeten	دعا	bitten	None	V;V.PTCP	N;SG
gebeten	نماز	bitten	نماز	V;V.PTCP	N;SG
gebeten	نیایش	bitten	نیایش	V;V.PTCP	N;SG
gebeten	دعایی	bitten	دعا	V;V.PTCP	N;SG
wörtlich	لفظی	wörtlich	لفظ	ADJ	N;SG
wrestling	کشتی	wrestlingen	کشتی	ADJ	N;SG
ryan	راین	ryan	راین	PROPN;NOM;MASC;SG	N;SG
ryan	رایان	ryan	رایان	PROPN;NOM;MASC;SG	N;SG
manga	مانگا	manga	مانگا		N;SG
demo	دمو	demo	دمو		N;SG
renault	رنو	renaulen	رنو	PROPN;SG	N;SG
turner	ژیمناست	turn	ژیمناست	PROPN;NOM;SG	N;SG
turner	ترنم	turn	ترنم	PROPN;NOM;SG	N;SG
turner	ترنر	turn	ترنر	PROPN;NOM;SG	N;SG
einnahmen	درآمدی	einnehmen	درآمدی	V;NFIN	N;SG
einnahmen	درآمد	einnehmen	درآمد	V;NFIN	N;SG
einnahmen	درامد	einnehmen	درامد	V;NFIN	N;SG
einnahmen	درآمد	einnehmen	درآمد	V;NFIN	N;SG
einnahmen	فاکتور	einnehmen	فاکتور	V;NFIN	N;SG
einnahmen	درآمد	einnehmen	درآمد	V;NFIN	N;SG
kritiken	نقدهای	kritik	نقد	ADJ;PL	N;PL
kritiken	منتقدان	kritik	منتقد	ADJ;PL	N;PL
kritiken	منتقدین	kritik	منتقد	ADJ;PL	N;PL
kritiken	انتقادات	kritik	انتقاد	ADJ;PL	N;PL
kritiken	انتقاد	kritik	انتقاد	ADJ;PL	N;SG
kritiken	نقد	kritik	نقد	ADJ;PL	N;SG
dorothea	دوروتا	dorothea	دوروتا	PROPN;NOM;FEM;SG	N;SG
kreuzung	چهارراه	kreuzung	چهارراه		N;SG
kreuzung	تقاطع	kreuzung	تقاطع		N;SG
kreuzung	جانکشن	kreuzung	جانکشن		N;SG
kreuzung	تلاقی	kreuzung	تلاقی		N;SG
kreuzung	تقاطع	kreuzung	تقاطع		N;SG
gilbert	گیلبرت	gilbern	گیلبرت	PROPN	N;SG
verschwunden	رفتن	verschwinden	رفتن	V;V.PTCP	N;SG
aufeinander	پیاپی	aufeinander	پیاپی	ADV	N;SG
aufeinander	متوالی	aufeinander	متوالی	ADV	N;SG
benennung	نامگذاری	benennung	نامگذاری	ADJ	N;SG
captain	کاپیتان	captain	کاپیت	PROPN;NOM;MASC;SG	N;SG
captain	سروان	captain	سروان	PROPN;NOM;MASC;SG	N;SG
captain	ناخدا	captain	ناخدا	PROPN;NOM;MASC;SG	N;SG
ausgang	خروجی	ausgang	خروجی		N;SG
ausgang	صادره	ausgang	صادره		N;SG
ausgang	خروج	ausgang	خروج		N;SG
estland	تالین	estlind	تالین		N;SG
estland	استونی	estlind	استونی		N;SG
clara	کلارا	clara	کلارا	PROPN;NOM;SG	N;SG
erwachsenen	بزرگسال	erwachsen	بزرگسال	ADJ	N;SG
erwachsenen	بزرگسالان	erwachsen	بزرگسال	ADJ	N;PL
erwachsenen	بزرگترها	erwachsen	بزرگتر	ADJ	N;PL
erwachsenen	بزرگسال	erwachsen	بزرگسال	ADJ	N;SG
erwachsenen	بزرگسالان	erwachsen	بزرگسال	ADJ	N;PL
nad	ناد	nad	ناد	PROPN	N;SG
anzeige	آگهی	anzeig	آگه		N;SG
anzeige	تبلیغ	anzeig	تبلیغ		N;SG
systemen	سیستمها	systemen	سیستم	V;NFIN	N;PL
sierra	سیرا	sierra	سیرا	PROPN;NOM;SG	N;SG
trennen	جداسازی	trennen	جداسازی	V;NFIN	N;SG
trennen	جدایی	trennen	جدایی	V;NFIN	N;SG
trennen	تفکیک	trennen	تفکیک	V;NFIN	N;SG
trennen	فراق	trennen	فراق	V;NFIN	N;SG
entscheidende	قاطع	entscheidend	قاطع	ADJ;NOM;FEM;PL	N;SG
entscheidende	crucial	entscheidend	crucial	ADJ;NOM;FEM;PL	N;SG
stralsund	اشترالزوند	stralsund	اشترالزوند	PROPN	N;SG
zwingend	اجباری	zwingend	اجباری	ADJ	N;SG
zwingend	واجب	zwingend	واجب	ADJ	N;SG
zwingend	اجباری	zwingend	اجباری	ADJ	N;SG
innenraum	interior	innenraum	None	ADJ	N;SG
innenraum	سالنی	innenraum	سالنی	ADJ	N;SG
kennedy	کندی	kennedy	کندی	PROPN;NOM;MASC;SG	N;SG
karin	کارین	karin	کارین	PROPN;NOM;FEM;SG	N;SG
händler	فروشندگان	händler	فروشنده	ADJ	N;PL
händler	فروشندگان	händler	فروشنده	ADJ	N;PL
händler	distri	händler	distri	ADJ	N;SG
beförderung	کالسکه	beförderung	کالسکه	ADJ	N;SG
beförderung	نورد	beförderung	نورد	ADJ	N;SG
beförderung	درشکه	beförderung	درشکه	ADJ	N;SG
beförderung	ترویج	beförderung	ترویج	ADJ	N;SG
beförderung	ارتقاء	beförderung	ارتقاءء	ADJ	N;SG
beförderung	ترفیع	beförderung	ترفیع	ADJ	N;SG
beförderung	تبلیغ	beförderung	تبلیغ	ADJ	N;SG
beförderung	ارتقای	beförderung	ارتقا	ADJ	N;SG
beförderung	ارتقا	beförderung	ارتقا	ADJ	N;SG
germanistik	ژرمنی	germanistik	ژرمنی	ADJ	N;SG
benachbarte	مجاور	benachbart	مجاور	ADJ;NOM;FEM;PL	N;SG
durchschnitt	متوسط	durchschneiden	متوسط		ADJ
durchschnitt	میانگین	durchschneiden	میانگین		N;SG
singen	مناجات	singen	مناجه	V;NFIN	N;PL
singen	آواز	singen	آواز	V;NFIN	N;SG
singen	خوانندگی	singen	خوانندگی	V;NFIN	N;SG
camp	اردوگاه	camp	اردوگاه		N;SG
camp	اردو	camp	اردو		N;SG
camp	کمپ	camp	کمپ		N;SG
minden	میندن	minden	میندن		V;PL;3;PRS
gefecht	رزم	fechen	رزم		N;SG
gefecht	کارزار	fechen	کارزار		N;SG
gefecht	بتل	fechen	بتل		N;SG
gefecht	نبرد	fechen	None		N;SG
campbell	کمپل	campbell	کمپل	PROPN	N;SG
campbell	کمپبل	campbell	کمپبل	PROPN	N;SG
campbell	کمبل	campbell	کمبل	PROPN	N;SG
mind	ذهن	mind	ذهن		N;SG
mind	mind	mind	mind		N;SG
mind	مین	mind	مین		N;SG
mind	min	mind	min		N;SG
beine	پاهایش	bein	پاهایش		N;PL
beine	نوازش	bein	نوازش		N;SG
beine	پاها	bein	پا		N;PL
beine	پا	bein	پا		N;SG
anführer	لیدر	anführer	لیدر	ADJ	N;SG
anführer	رهبر	anführer	رهبر	ADJ	N;SG
anführer	رهبران	anführer	رهبر	ADJ	N;PL
lig	lig	lig	lig	PROPN;SG	N;SG
techniken	تکنیک	technik	تکنیک	V;NFIN	N;SG
techniken	تکنیکهای	technik	تکنیک	V;NFIN	N;PL
asteroiden	سیارکها	asteroiden	سیارک		N;PL
franco	فرانکو	franco	فرانکو	PROPN;NOM;MASC;SG	N;SG
böden	طبقه	böden	طبقه		N;SG
böden	طبقات	böden	طبقه		N;PL
böden	خاک	böden	خاک		N;SG
option	گزینه	option	گزینه		N;SG
ägyptischen	مصر	ägyptisch	مصر	ADJ;PL	N;SG
ägyptischen	مصری	ägyptisch	مصری	ADJ;PL	N;SG
lukas	لوقا	lukas	لوقا	PROPN;NOM;MASC;SG	N;SG
lukas	لوک	lukas	لوک	PROPN;NOM;MASC;SG	N;SG
lukas	لوکاس	lukas	لوکاس	PROPN;NOM;MASC;SG	N;SG
lukas	لوکاس	lukas	لوکاس	PROPN;NOM;MASC;SG	N;SG
morgan	مورگان	morgan	موره	PROPN;NOM;SG	N;SG
morgan	مرگان	morgan	مرگان	PROPN;NOM;SG	N;SG
morgan	مورگن	morgan	مورگن	PROPN;NOM;SG	N;SG
ständigen	قیام	ständig	قیام	ADJ	N;SG
ständigen	ایستاده	ständig	None	ADJ	V;SG;3;V.PTCP
ständigen	ایستادن	ständig	None	ADJ	N;SG
ständigen	پایدار	ständig	پایدار	ADJ	N;SG
ständigen	دائم	ständig	دائم	ADJ	
ständigen	دائمی	ständig	دائمی	ADJ	N;SG
ständigen	دایمی	ständig	دایمی	ADJ	N;SG
ständigen	دایم	ständig	داد#ده	ADJ	N;SG
bühnen	مرحله	bühnen	مرحله	N;NOM;PL	N;SG
bühnen	صحنه	bühnen	صحنه	N;NOM;PL	N;SG
bühnen	استیج	bühnen	استیج	N;NOM;PL	N;SG
porsche	پورشه	porsch	پورشه	PROPN;NOM;SG	N;SG
beurteilung	داوری	beurteilung	داوری	ADJ;NOM;FEM;SG	N;SG
beurteilung	قضاوت	beurteilung	قضاوت	ADJ;NOM;FEM;SG	N;SG
beurteilung	حکم	beurteilung	حکم	ADJ;NOM;FEM;SG	N;SG
beurteilung	حاکمیت	beurteilung	حاکمیت	ADJ;NOM;FEM;SG	N;SG
beurteilung	ارزیابی	beurteilung	ارزیابی	ADJ;NOM;FEM;SG	N;SG
beurteilung	ارزیابی	beurteilung	ارزیابی	ADJ;NOM;FEM;SG	N;SG
flecken	لکه	flecken	None	V;NFIN	N;SG
flecken	نقاط	flecken	نقطه	V;NFIN	N;PL
japanisch	ژاپنی	japanisch	ژاپنی	ADJ	N;SG
sat	نشسته	sat	نشست#نشین		V;SG;3;V.PTCP
sat	نشستم	sat	None		V;SG;1;PST
sat	نشست	sat	نشست		N;SG
sat	نشستند	sat	None		V;PL;3;PST
sat	بلندای	sat	بلندا		N;SG
fliehen	گریز	fliehen	گریز	V;NFIN	N;SG
fliehen	گریز	fliehen	گریز	V;NFIN	N;SG
fliehen	فرار	fliehen	فرار	V;NFIN	N;SG
stoffe	پارچه	stoffen	پارچه	N;NOM;PL	N;SG
erkenntnis	ادراک	erkenntnis	None	V;IND;SG;3;PRS;FIN	N;SG
erkenntnis	شناخت	erkenntnis	شناخت	V;IND;SG;3;PRS;FIN	N;SG
erkenntnis	معرفت	erkenntnis	معرفت	V;IND;SG;3;PRS;FIN	N;SG
erkenntnis	اندیشیدن	erkenntnis	اندیشیدن	V;IND;SG;3;PRS;FIN	N;SG
erkenntnis	بصیرت	erkenntnis	بصیرت	V;IND;SG;3;PRS;FIN	N;SG
château	شاتو	château	شاتو	PROPN;NOM;MASC;SG	N;SG
fraglich	شک	fraglich	شک	ADJ	N;SG
parker	پارکر	park	None	PROPN	N;SG
empfangen	دریافت	empfangen	دریافت	V;V.PTCP	N;SG
empfangen	دریافت	empfangen	دریافت	V;V.PTCP	N;SG
bruders	برادر	bruders	برادر		N;SG
bruders	داداش	bruders	داداش		N;SG
diff	تفاوت	diff	تفاوت		N;SG
pflicht	وظیفه	pflicht	وظیفه	ADJ	N;SG
pflicht	التزام	pflicht	التزام	ADJ	N;SG
pflicht	اجباری	pflicht	اجباری	ADJ	N;SG
pflicht	واجب	pflicht	واجب	ADJ	N;SG
pflicht	اجباری	pflicht	اجباری	ADJ	N;SG
talent	استعداد	talent	استعداد	ADJ	N;SG
talent	استعدادها	talent	استعداد	ADJ	N;PL
talent	استعداد	talent	استعداد	ADJ	N;SG
talent	ذکاوت	talent	ذکاوت	ADJ	N;SG
talent	استعدادها	talent	استعداد	ADJ	N;PL
fire	آتشسوزی	fein	آتشسوزی		N;SG
fire	آتش	fein	آتش		N;SG
fire	آتیش	fein	آتیش		N;SG
türkisch	ترکیه	türkisch	ترکیه	ADJ	N;SG
türkisch	ترکی	türkisch	ترکی	ADJ	N;SG
passagiere	مسافرین	passagieren	مسافرین		N;PL
passagiere	مسافر	passagieren	مسافر		N;SG
passagiere	مسافران	passagieren	مسافر		N;PL
passagiere	سرنشین	passagieren	سرنشین		N;SG
passagiere	مسافر	passagieren	مسافر		N;SG
generalsekretär	دبیر	generalsekretär	دبیر	ADJ	N;SG
generalsekretär	منشی	generalsekretär	منشی	ADJ	N;SG
schnellen	سریع	schnell	سریع	ADJ	ADV
schnellen	روزه	schnell	روزه	ADJ	N;SG
wusste	دانستم	wissen	دانست#دان	V;IND;SG;3;PST;FIN	V;SG;1;PST
bahnen	قطارها	bahnen	قطار	V;NFIN	N;PL
bahnen	متقاضیان	bahnen	متقاضی	V;NFIN	N;PL
bahnen	قطاری	bahnen	قطاری	V;NFIN	N;SG
bahnen	قطار	bahnen	قطار	V;NFIN	N;SG
theologische	الهیات	theologisch	None	ADJ;NOM;FEM;PL	N;SG
thompson	تامسون	thompson	تامسون	PROPN;NOM;SG	N;SG
thompson	تامپسون	thompson	تامپسون	PROPN;NOM;SG	N;SG
konstantinopel	قسطنطنیه	konstantinopel	None	PROPN;NOM;MASC;SG	N;SG
konstantinopel	استانبول	konstantinopel	استانبول	PROPN;NOM;MASC;SG	N;SG
henriette	هنریتا	henrieten	هنریتا	PROPN;NOM;FEM;SG	N;SG
dichtung	شعر	dichtung	شعر		N;SG
dichtung	مُهر	dichtung	مُهر		N;SG
dichtung	مهر	dichtung	مهر		N;SG
dichtung	مهری	dichtung	مهری		N;SG
theoretisch	نظری	theoretisch	نظری	ADJ	N;SG
theoretisch	نظریه	theoretisch	نظریه	ADJ	N;SG
theoretisch	تئوری	theoretisch	تئوری	ADJ	N;SG
theoretisch	فرضیه	theoretisch	فرضیه	ADJ	N;SG
robinson	رابینسون	robinson	رابینسون	PROPN;NOM;SG	N;SG
decken	پتو	decken	None	V;NFIN	N;SG
decken	کاور	decken	کاور	V;NFIN	N;SG
decken	جلد	decken	جلد	V;NFIN	N;SG
decken	پوشش	decken	پوشش	V;NFIN	N;SG
legend	افسانه	legend	افسانه	ADJ	N;SG
legend	اسطوره	legend	اسطوره	ADJ	N;SG
persönlicher	شخصی	persönlich	شخص	ADJ	N;SG
wünsche	آرزو	wünschen	آرزو	;SG	N;SG
wünsche	کاش	wünschen	کاش	;SG	ADV
wünsche	ارزو	wünschen	ارزو	;SG	N;SG
wünsche	ارزوی	wünschen	ارزوی	;SG	N;SG
wünsche	آرزوها	wünschen	آرزو	;SG	N;PL
wünsche	میخواهد	wünschen	خواست#خواه	;SG	V;SG;3;PRS
wünsche	آرزو	wünschen	آرزو	;SG	N;SG
wünsche	خواهان	wünschen	خواهان	;SG	N;SG
wünsche	طالب	wünschen	None	;SG	N;SG
nachbarn	همسایه	nachbarn	همسایه	ADJ	N;SG
nachbarn	همسایگان	nachbarn	همسایه	ADJ	N;PL
nachbarn	همسایه	nachbarn	همسایه	ADJ	N;SG
nachbarn	همسایه	nachbarn	همسایه	ADJ	N;SG
nachbarn	همسایگان	nachbarn	همسایه	ADJ	N;PL
nachbarn	همسایه	nachbarn	همسایه	ADJ	N;SG
bologna	بولونیا	bologna	بولونیا	PROPN	N;SG
vergleichen	مقایسه	vergleichen	مقایسه	V;NFIN	N;SG
vergleichen	تفاوت	vergleichen	تفاوت	V;NFIN	N;SG
vergleichen	مقایسه	vergleichen	مقایسه	V;NFIN	N;SG
björn	بیورن	björn	بیورن	PROPN;NOM;MASC;SG	N;SG
kolumbien	کلمبیا	kolumbien	کلمبیا	PROPN;NOM;NEUT;SG	N;SG
geistliche	کاهن	geistlich	کاهن	ADJ;NOM;FEM;PL	N;SG
