berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
basel	basel	basel	basel	PROPN	PROPN
genesis	geneza	genesis	geneză	PROPN	N;DEF;FEM;SG
genesis	genesis	genesis	genesis	PROPN	N;INDF;MASC;SG
dikonsumsi	consumată	dikonsumsi	consuma	V;SG;PASS	ADJ;INDF;FEM;SG
dikonsumsi	consumate	dikonsumsi	consuma	V;SG;PASS	ADJ;INDF;FEM;PL
dikonsumsi	consumat	dikonsumsi	consuma	V;SG;PASS	ADJ;INDF;MASC;SG
investigasi	investigatii	investigasi	investigatie	N;SG	N;INDF;FEM;PL
investigasi	investigații	investigasi	investigație	N;SG	N;INDF;FEM;PL
investigasi	anchete	investigasi	anchetă	N;SG	N;INDF;FEM;PL
deret	serii	deret	serie	N;SG	N;INDF;FEM;PL
berteman	prietenii	berteman	prietenie	V;SG;ACT	N;DEF;MASC;PL
berteman	prieteni	berteman	prieten	V;SG;ACT	N;INDF;MASC;PL
takahashi	takahashi	takahashi	takahash	N	PROPN
guyana	guyana	guyana	guyană	PROPN	PROPN
jaka	jaka	jaka	jaka	PROPN	
wah	wow	wah	wow	PROPN	
wah	uau	wah	uau	PROPN	
wah	wah	wah	wah	PROPN	
diusir	alungat	diusir	alunga	V;SG;PASS	ADJ;INDF;MASC;SG
diusir	izgonit	diusir	izgonit	V;SG;PASS	ADJ;INDF;MASC;SG
diusir	exilat	diusir	exila	V;SG;PASS	ADJ;INDF;MASC;SG
diusir	expulzat	diusir	expulza	V;SG;PASS	ADJ;INDF;MASC;SG
diusir	exmatriculată	diusir	exmatricula	V;SG;PASS	ADJ;INDF;FEM;SG
diusir	exmatriculat	diusir	exmatricula	V;SG;PASS	ADJ;INDF;MASC;SG
diusir	evacuată	diusir	evacua	V;SG;PASS	ADJ;INDF;FEM;SG
diusir	evacuat	diusir	evacua	V;SG;PASS	ADJ;INDF;MASC;SG
kader	kader	kader	kader	N;SG	PROPN
dicari	căutat	dicari	căuta	V;SG;PASS	ADJ;INDF;MASC;SG
dicari	căutate	dicari	căutate	V;SG;PASS	ADJ;INDF;FEM;PL
dicari	căutată	dicari	căuta	V;SG;PASS	ADJ;INDF;FEM;SG
dicari	dorit	dicari	dorit	V;SG;PASS	ADJ;INDF;MASC;SG
dicari	dorită	dicari	dorit	V;SG;PASS	ADJ;INDF;FEM;SG
dicari	căutat	dicari	căuta	V;SG;PASS	ADJ;INDF;MASC;SG
dicari	cautat	dicari	cauta	V;SG;PASS	ADJ;INDF;MASC;SG
tekstil	textile	tekstil	textile	N;SG	N;INDF;FEM;PL
tekstil	textile	tekstil	textile	N;SG	N;INDF;FEM;PL
orchestra	orchestra	orchestra	orchestră	PROPN	N;DEF;FEM;SG
orchestra	orchestră	orchestra	orchestră	PROPN	N;INDF;FEM;SG
jutaan	milioane	jutaan	milion	N;SG	NUM;INDF;FEM;PL
berorientasi	orientate	berorientasi	orienta	V;SG;ACT	ADJ;INDF;FEM;PL
berorientasi	orientat	berorientasi	orientat	V;SG;ACT	ADJ;INDF;MASC;SG
berorientasi	orientată	berorientasi	orienta	V;SG;ACT	ADJ;INDF;FEM;SG
berorientasi	orientat	berorientasi	orientat	V;SG;ACT	ADJ;INDF;MASC;SG
alonso	alonso	alonso	alonso	PROPN	PROPN
pemilih	alegătorii	penpilih	alegător	N;SG	N;DEF;MASC;PL
pemilih	alegătorilor	penpilih	alegător	N;SG	N;DEF;MASC;PL
pemilih	alegători	penpilih	alegător	N;SG	N;INDF;MASC;PL
bereaksi	reacționat	berreaksi	reacționa	V;SG;ACT	ADJ;INDF;MASC;SG
alien	alien	alien	alien	PROPN	PROPN
alien	extraterestrul	alien	extraterestru	PROPN	N;DEF;MASC;SG
alien	extraterestru	alien	extraterestru	PROPN	N;INDF;MASC;SG
alien	extraterestră	alien	extraterestră	PROPN	N;INDF;FEM;SG
alien	străin	alien	străin	PROPN	ADJ;INDF;MASC;SG
alien	extraterestrii	alien	extraterestru	PROPN	N;DEF;MASC;PL
alien	extraterestri	alien	extraterestru	PROPN	N;INDF;MASC;PL
kenneth	kenneth	kenneth	kenneth	PROPN	PROPN
false	fals	false	fals	PROPN	ADJ;INDF;MASC;SG
false	falsa	false	fals	PROPN	ADJ;DEF;FEM;SG
false	falsă	false	fals	PROPN	ADJ;INDF;FEM;SG
false	false	false	fals	PROPN	ADJ;INDF;FEM;PL
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN
terbalik	inversat	terbalik	inversa	V;SG;PASS	ADJ;INDF;MASC;SG
terbalik	inversată	terbalik	inversat	V;SG;PASS	ADJ;INDF;FEM;SG
terbalik	inversă	terbalik	invers	V;SG;PASS	ADJ;INDF;FEM;SG
terbalik	inversa	terbalik	inversa	V;SG;PASS	
terbalik	invers	terbalik	invers	V;SG;PASS	ADV
terbalik	reverse	terbalik	reverse	V;SG;PASS	
terbalik	răsturnat	terbalik	răsturna	V;SG;PASS	ADJ;INDF;MASC;SG
terbalik	inversat	terbalik	inversa	V;SG;PASS	ADJ;INDF;MASC;SG
terbalik	inversată	terbalik	inversat	V;SG;PASS	ADJ;INDF;FEM;SG
diidentifikasi	identificate	diidentifikasi	identificat	V;SG;PASS	ADJ;INDF;FEM;PL
diidentifikasi	identificat	diidentifikasi	identifica	V;SG;PASS	ADJ;INDF;MASC;SG
diidentifikasi	identificată	diidentifikasi	identifica	V;SG;PASS	ADJ;INDF;FEM;SG
wayne	wayne	wayne	waynă	PROPN	PROPN
sai	sai	sai	său	PROPN	
penjajah	invadatori	penjajah	invadator	N;SG	N;INDF;MASC;PL
penjajah	invadatorii	penjajah	invadator	N;SG	N;DEF;MASC;PL
lorenzo	lorenzo	lorenzo	lorenzo	PROPN	PROPN
artistik	artistice	artistik	artistic	ADJ;SG	ADJ;INDF;FEM;PL
ariel	ariel	ariel	ariel	PROPN	
yale	yale	yale	yale	PROPN	PROPN
jenewa	geneva	jenewa	genevă	PROPN;SG	PROPN
merapi	merapi	menrapi	merap	PROPN	
eko	eco	eko	eco	PROPN	
eko	eko	eko	eko	PROPN	
diputuskan	decisă	diputuskan	decide	V;SG;PASS	ADJ;INDF;FEM;SG
diputuskan	decis	diputuskan	decide	V;SG;PASS	N;INDF;MASC;SG
diputuskan	hotărât	diputuskan	hotărî	V;SG;PASS	ADJ;INDF;MASC;SG
diputuskan	deconectat	diputuskan	deconectat	V;SG;PASS	ADJ;INDF;MASC;SG
kejam	crude	kejam	crudă	ADJ;SG	ADJ;INDF;FEM;PL
sejajar	aliniate	sejajar	alinia	;SG	ADJ;INDF;FEM;PL
sejajar	aliniat	sejajar	alinia	;SG	ADJ;INDF;MASC;SG
ppp	ppp	ppp	ppp	PROPN	N;INDF;MASC;SG
menanyakan	întrebând	mentanyakan	întrebând	V;SG;ACT	
terry	terry	terry	terry	PROPN	PROPN
berbakat	talentat	berbakat	talentat	V;SG;ACT	ADJ;INDF;MASC;SG
berbakat	dotat	berbakat	dota	V;SG;ACT	ADJ;INDF;MASC;SG
berbakat	înzestrat	berbakat	înzestra	V;SG;ACT	ADJ;INDF;MASC;SG
berbakat	talentat	berbakat	talentat	V;SG;ACT	ADJ;INDF;MASC;SG
berbakat	talentata	berbakat	talentat	V;SG;ACT	ADJ;DEF;FEM;SG
berbakat	talentati	berbakat	talentati	V;SG;ACT	ADJ;INDF;MASC;PL
berbakat	talentată	berbakat	talentat	V;SG;ACT	ADJ;INDF;FEM;SG
ant	furnică	ant	furnică	PROPN	N;INDF;FEM;SG
ant	furnica	ant	furnică	PROPN	N;DEF;FEM;SG
ishak	isaac	ishak	isaac	PROPN	PROPN
ishak	ishak	ishak	ishak	PROPN	N;INDF;MASC;SG
must	trebuie	must	trebui	PROPN	V;IND;3;PRS;FIN
logistik	logistice	logistik	logistic	N	ADJ;INDF;FEM;PL
logistik	logistic	logistik	logistic	N	ADJ;INDF;MASC;SG
chiang	chiang	chiang	chiang	PROPN;SG	PROPN
bos	sefi	bos	sef		N;INDF;MASC;PL
bos	bos	bos	bos		N;INDF;MASC;SG
bos	boss	bos	boss		N;INDF;MASC;SG
kegelapan	întuneric	kegelapan	întuneric	N;SG	ADV
kegelapan	întunecat	kegelapan	întuneca	N;SG	ADJ;INDF;MASC;SG
kegelapan	întuneric	kegelapan	întuneric	N;SG	ADV
goryeo	goryeo	goryeo	goryeo	PROPN	N;INDF;MASC;SG
reporter	reporterilor	reporter	reporter	N;SG	N;DEF;FEM;PL
reporter	reporteri	reporter	reporter	N;SG	N;INDF;MASC;PL
reporter	reporterii	reporter	reporter	N;SG	N;DEF;MASC;PL
copyright	copyright	copyright	copyright	PROPN	ADJ;INDF;MASC;SG
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	PROPN
dikelompokkan	grupate	dikelompokkan	grupat	V;SG;PASS	ADJ;INDF;FEM;PL
ward	ward	ward	ward	PROPN	PROPN
debat	dezbateri	debat	dezbatere	N;SG	N;INDF;FEM;PL
debat	dezbaterile	debat	dezbatere	N;SG	N;DEF;FEM;PL
debat	dezbateri	debat	dezbatere	N;SG	N;INDF;FEM;PL
jerusalem	ierusalimul	jerusalem	ierusalim	PROPN	N;DEF;MASC;SG
jerusalem	ierusalim	jerusalem	ierusalim	PROPN	N;INDF;MASC;SG
genoa	genova	genoa	genovă	PROPN	PROPN
ing	ing	ing	ing	PROPN	N;INDF;MASC;SG
kemiripan	asemănătoare	kemiripan	asemănător	N;SG	ADJ;INDF;FEM
harold	harold	harold	harold	PROPN	PROPN
pretty	frumusica	pretty	frumusica	PROPN	ADJ;DEF;FEM;SG
aires	aires	aires	aires	PROPN	PROPN
cameo	cameo	cameo	cameo	PROPN	N;INDF;MASC;SG
trust	incredere	trust	incredere	PROPN	N;INDF;FEM;SG
trust	încredere	trust	încredere	PROPN	N;INDF;FEM;SG
puy	puy	puy	puy	PROPN	PROPN
storm	furtună	storm	furtună	PROPN	N;INDF;FEM;SG
storm	furtuna	storm	furtună	PROPN	N;DEF;FEM;SG
storm	storm	storm	storm	PROPN	N;INDF;MASC;SG
#efefef	#efefef	#efefef	#efefef	PROPN	
teolog	teologi	teolog	teolog	N;SG	N;INDF;MASC;PL
opsi	optiuni	opsi	optiune	N;SG	N;INDF;FEM;PL
opsi	opțiuni	opsi	opțiune	N;SG	N;INDF;FEM;PL
altar	altare	altar	altare	N;SG	N;INDF;FEM;PL
dublin	dublin	dublin	dublin	PROPN	PROPN
dimodifikasi	modificată	dimodifikasi	modifica	V;SG;PASS	ADJ;INDF;FEM;SG
dimodifikasi	modificate	dimodifikasi	modificat	V;SG;PASS	ADJ;INDF;FEM;PL
dimodifikasi	modificat	dimodifikasi	modificat	V;SG;PASS	ADJ;INDF;MASC;SG
diperkuat	consolidat	diperkuat	consolidat	V;SG;PASS	ADJ;INDF;MASC;SG
diperkuat	întărit	diperkuat	întări	V;SG;PASS	ADJ;INDF;MASC;SG
diperkuat	amplificat	diperkuat	amplifica	V;SG;PASS	ADJ;INDF;MASC;SG
diperkuat	armat	diperkuat	armat	V;SG;PASS	ADJ;INDF;MASC;SG
diperkuat	întărit	diperkuat	întări	V;SG;PASS	ADJ;INDF;MASC;SG
diperkuat	întărită	diperkuat	întări	V;SG;PASS	ADJ;INDF;FEM;SG
hussein	hussein	hussein	hussein	PROPN	PROPN
sui	sui	sui	sui	PROPN	
vision	viziune	vision	viziune	PROPN	N;INDF;FEM;SG
vision	viziunea	vision	viziune	PROPN	N;DEF;FEM;SG
akustik	acustice	akustik	acustic	N;SG	ADJ;INDF;FEM;PL
akustik	acustic	akustik	acustic	N;SG	ADJ;INDF;MASC;SG
hugh	hugh	hugh	hugh	PROPN	PROPN
madison	madison	madison	madison	PROPN	N;INDF;MASC;SG
buenos	buenos	buenos	buenos	PROPN	N;INDF;MASC;SG
inisiatif	inițiative	inisiatif	inițiativă	N;SG	N;INDF;FEM;PL
minh	minh	minh	minh	PROPN	PROPN
stuart	stuart	stuart	stuart	PROPN	PROPN
karen	karen	karen	karen	PROPN	PROPN
umpan	furaje	umpan	furaj	N;SG	N;INDF;FEM;PL
umpan	hrăni	umpan	hrăni	N;SG	V;IND;SG;3;PST;FIN
umpan	momeli	umpan	momel	N;SG	N;INDF;FEM;PL
kemasan	ambalaje	kemasan	ambalaj	N;SG	N;INDF;FEM;PL
rahim	uter	rahim	uter	PROPN;SG	N;INDF;MASC;SG
rahim	uterul	rahim	uter	PROPN;SG	N;DEF;MASC;SG
rahim	rahim	rahim	rahim	PROPN;SG	
rahim	pântece	rahim	pântec	PROPN;SG	
rahim	pântecul	rahim	pântec	PROPN;SG	N;DEF;MASC;SG
rahim	uter	rahim	uter	PROPN;SG	N;INDF;MASC;SG
kakao	cacao	kakao	cacao	PROPN	
perhiasan	bijuteriile	perhiasan	bijuterie	N;SG	N;DEF;FEM;PL
perhiasan	bijuterii	perhiasan	bijuterie	N;SG	N;INDF;FEM;PL
perhiasan	bijuteriile	perhiasan	bijuterie	N;SG	N;DEF;FEM;PL
perhiasan	bijuterii	perhiasan	bijuterie	N;SG	N;INDF;FEM;PL
dikurangi	redus	dikurangi	redus	V;SG;PASS	ADJ;INDF;MASC;SG
dikurangi	redusă	dikurangi	redus	V;SG;PASS	ADJ;INDF;FEM;SG
dikurangi	reduse	dikurangi	redus	V;SG;PASS	ADJ;INDF;FEM;PL
dikurangi	dedus	dikurangi	deduce	V;SG;PASS	ADJ;INDF;MASC;SG
dikurangi	minus	dikurangi	minus	V;SG;PASS	N;INDF;MASC;SG
praha	praga	praha	pragă	PROPN	PROPN
kehakiman	judiciar	kehakiman	judiciar	N;SG	ADJ;INDF;MASC;SG
memancing	pescuit	menpancing	pescuit	V;SG;ACT	N;INDF;MASC;SG
memancing	pescuiesc	menpancing	pescui	V;SG;ACT	V;IND;PL;3;PRS;FIN
memancing	pescuitul	menpancing	pescuit	V;SG;ACT	N;DEF;MASC;SG
perspektif	perspective	perspektif	perspectivă	N;SG	N;INDF;FEM;PL
hye	hye	hye	hye	PROPN	N;INDF;MASC;SG
penguin	pinguini	penguin	pinguine	PROPN	N;INDF;MASC;PL
penguin	pinguinii	penguin	pinguin	PROPN	N;DEF;MASC;PL
penguin	pinguin	penguin	pinguin	PROPN	N;INDF;MASC;SG
penguin	pinguinul	penguin	pinguin	PROPN	N;DEF;MASC;SG
missile	rachetă	missile	rachetă	PROPN	N;INDF;FEM;SG
qin	qin	qin	qin	PROPN	N;INDF;MASC;SG
relasi	relații	relasi	relație	N;SG	N;INDF;FEM;PL
relasi	relațiile	relasi	relație	N;SG	N;DEF;FEM;PL
relasi	relatii	relasi	relatie	N;SG	N;INDF;FEM;PL
ghost	ghost	ghost	ghost	PROPN	N;INDF;MASC;SG
ghost	stafie	ghost	stafie	PROPN	N;INDF;FEM;SG
ghost	fantoma	ghost	fantomă	PROPN	N;DEF;FEM;SG
ghost	fantomă	ghost	fantomă	PROPN	N;INDF;FEM;SG
stade	stade	stade	stad	PROPN	PROPN
progresif	progresive	progresif	progresiv	ADJ;SG	ADJ;INDF;FEM;PL
progresif	progresiv	progresif	progresiv	ADJ;SG	ADV
florence	florenţa	florence	floreng	PROPN	PROPN
florence	florența	florence	florență	PROPN	N;DEF;FEM;SG
florence	florence	florence	florenc	PROPN	PROPN
florence	florenta	florence	florent	PROPN	N;DEF;FEM;SG
moldova	moldovan	moldova	moldovan	PROPN	PROPN
moldova	moldova	moldova	moldova	PROPN	PROPN
tunas	boboci	tunas	bobocă	N;SG	N;INDF;MASC;PL
tunas	muguri	tunas	mugură	N;SG	N;INDF;MASC;PL
caroline	caroline	caroline	carolină	PROPN	N;INDF;FEM;PL
ngc	centaurus	ngc	centaurus	PROPN	N;INDF;MASC;SG
ngc	ngc	ngc	ngc	PROPN	N;INDF;MASC;SG
dibayar	plătite	dibayar	plătit	V;SG;PASS	ADJ;INDF;FEM;PL
dibayar	platit	dibayar	platit	V;SG;PASS	ADJ;INDF;MASC;SG
dibayar	plătit	dibayar	plătit	V;SG;PASS	ADJ;INDF;MASC;SG
dibayar	plătită	dibayar	plăti	V;SG;PASS	ADJ;INDF;FEM;SG
rico	rico	rico	rico	PROPN	PROPN
terungkap	dezvaluit	terungkap	dezvalui	V;SG;PASS	ADJ;INDF;MASC;SG
terungkap	dezvăluită	terungkap	dezvăluit	V;SG;PASS	ADJ;INDF;FEM;SG
terungkap	dezvăluit	terungkap	dezvăluit	V;SG;PASS	ADJ;INDF;MASC;SG
dimas	dimas	dimas	dimas	PROPN;SG;PASS	PROPN
dimas	danny	dimas	danny	PROPN;SG;PASS	PROPN
ronde	rotund	ronde	rotund	N	ADJ;INDF;MASC;SG
ronde	rotunde	ronde	rotund	N	ADJ;INDF;FEM;PL
ronde	rotundă	ronde	rotund	N	ADJ;INDF;FEM;SG
bak	cada	bak	cădea	N;SG	
bak	bak	bak	bak	N;SG	PROPN
kerang	scoica	kerang	scoica	PROPN	N;DEF;FEM;SG
kerang	scoică	kerang	scoică	PROPN	N;INDF;FEM;SG
kerang	scoică	kerang	scoică	PROPN	N;INDF;FEM;SG
kerang	shell	kerang	shell	PROPN	
kerang	cochilie	kerang	cochilie	PROPN	N;INDF;FEM;SG
kerang	coajă	kerang	coajă	PROPN	N;INDF;FEM;SG
kerang	scoici	kerang	scoic	PROPN	N;INDF;FEM;PL
kerang	coji	kerang	coj	PROPN	N;INDF;FEM;PL
mengindikasikan	indicați	menindikasikan	indica	V;SG;ACT	V;IND;PL;2;IPFV;FIN
berkomentar	comentat	berkomentar	comenta	V;SG;ACT	ADJ;INDF;MASC;SG
kamal	kamal	kamal	kamal	PROPN	
advent	adventist	advent	adventist	PROPN	N;INDF;MASC;SG
menyertakan	inclusă	menyertakan	include	V	ADJ;INDF;FEM;SG
menyertakan	inclus	menyertakan	include	V	ADJ;INDF;MASC;SG
menyertakan	incluse	menyertakan	inclus	V	ADJ;INDF;FEM;PL
surut	downs	surut	downs	PROPN;SG;ACT	PROPN
saul	saul	saul	saul	PROPN	PROPN
wajar	rezonabile	wajar	rezonabil	ADJ;SG	ADJ;INDF;FEM;PL
wajar	rezonabil	wajar	rezonabil	ADJ;SG	ADV
samsung	samsung	samsung	samsung	PROPN	N;INDF;MASC;SG
baba	baba	baba	babă	PROPN	N;DEF;FEM;SG
baba	babă	baba	babă	PROPN	N;INDF;FEM;SG
problem	problemă	problem	problemă	PROPN	N;INDF;FEM;SG
problem	problema	problem	problemă	PROPN	N;DEF;FEM;SG
akademis	academice	akademis	academic	ADJ;SG	ADJ;INDF;FEM;PL
merak	merak	merak	merak	PROPN	
merak	păuni	merak	paune	PROPN	N;INDF;MASC;PL
merak	păun	merak	păun	PROPN	N;INDF;MASC;SG
pengeluaran	cheltuit	penkeluaran	cheltui	N;SG	ADJ;INDF;MASC;SG
pengeluaran	cheltuite	penkeluaran	cheltui	N;SG	ADJ;INDF;FEM;PL
pengeluaran	petrecut	penkeluaran	petrece	N;SG	ADJ;INDF;MASC;SG
pengeluaran	cheltuielile	penkeluaran	cheltuială	N;SG	N;DEF;FEM;PL
pengeluaran	cheltuieli	penkeluaran	cheltuială	N;SG	N;INDF;FEM;PL
pengeluaran	cheltuieli	penkeluaran	cheltuială	N;SG	N;INDF;FEM;PL
pengeluaran	cheltuie	penkeluaran	cheltui	N;SG	V;IND;3;PRS;FIN
cannes	cannes	cannes	cannes	PROPN	N;INDF;MASC;SG
ubah	schimbare	ubah	schimbare	V;SG;ACT	N;INDF;FEM;SG
ubah	schimbarea	ubah	schimbare	V;SG;ACT	N;DEF;FEM;SG
charter	cartă	charter	cartă	PROPN	N;INDF;FEM;SG
charter	carta	charter	cartă	PROPN	N;DEF;FEM;SG
charter	charter	charter	charter	PROPN	N;INDF;MASC;SG
samaria	samaritean	samaria	samaritean	PROPN;SG	ADJ;INDF;MASC;SG
samaria	samaria	samaria	samaria	PROPN;SG	N;DEF;FEM;SG
atlanta	atlanta	atlanta	atlanta	PROPN;SG	PROPN
kontributor	colaboratori	kontributor	colaborator	N;SG	N;INDF;MASC;PL
kontributor	contribuabili	kontributor	contribuabil	N;SG	N;INDF;MASC;PL
kontributor	colaboratorii	kontributor	colaborator	N;SG	N;DEF;MASC;PL
dieksekusi	executate	dieksekusi	executa	V;SG;PASS	ADJ;INDF;FEM;PL
dieksekusi	executată	dieksekusi	executa	V;SG;PASS	ADJ;INDF;FEM;SG
dieksekusi	executat	dieksekusi	executa	V;SG;PASS	ADJ;INDF;MASC;SG
smart	inteligent	smart	inteligent	PROPN	ADJ;INDF;MASC;SG
smart	destept	smart	destept	PROPN	
smart	smart	smart	smart	PROPN	N;INDF;MASC;SG
smart	inteligentă	smart	inteligent	PROPN	ADJ;INDF;FEM;SG
rongga	carii	rongga	care	N;SG	N;INDF;MASC;PL
tanaka	tanaka	tanaka	tanakă	PROPN	PROPN
sumba	sumba	sumba	sumba	PROPN	
rob	rob	rob	rob	PROPN	N;INDF;MASC;SG
disepakati	convenit	disepakati	convenit	V;SG;PASS	ADJ;INDF;MASC;SG
disepakati	convenite	disepakati	conveni	V;SG;PASS	ADJ;INDF;FEM;PL
ultra	ultra	ultra	ultra	PROPN	
randy	randy	randy	randy	PROPN	PROPN
biarawan	monk	biarawan	monk	N	PROPN
mikhail	mikhail	mikhail	mikhail	PROPN	PROPN
mikhail	mihail	mikhail	mihail	PROPN	PROPN
dipecat	demis	dipecat	demite	V;SG;PASS	N;INDF;MASC;SG
dipecat	concediată	dipecat	concedia	V;SG;PASS	ADJ;INDF;FEM;SG
dipecat	concediat	dipecat	concediat	V;SG;PASS	ADJ;INDF;MASC;SG
celana	pantaloni	celana	pantalon	N;SG	N;INDF;MASC;PL
celana	pantaloni	celana	pantalon	N;SG	N;INDF;MASC;PL
celana	pantalonii	celana	pantalon	N;SG	N;DEF;MASC;PL
memulihkan	restaurat	menpulihkan	restaurat	V;SG;ACT	ADJ;INDF;MASC;SG
memulihkan	restaurată	menpulihkan	restaurat	V;SG;ACT	ADJ;INDF;FEM;SG
memulihkan	restabilit	menpulihkan	restabili	V;SG;ACT	ADJ;INDF;MASC;SG
memulihkan	restabilită	menpulihkan	restabilit	V;SG;ACT	ADJ;INDF;FEM;SG
memulihkan	restabilirea	menpulihkan	restabilire	V;SG;ACT	N;DEF;FEM;SG
morris	morris	morris	morri	PROPN	PROPN
bintik	pistrui	bintik	pistrui	N;SG	
gandhi	gandhi	gandhi	gandhi	PROPN	PROPN
ling	ling	ling	ling	PROPN	V;IND;PL;3;PRS;FIN
ralph	ralph	ralph	ralph	PROPN	PROPN
rgb	rgb	rgb	rgb	PROPN	N
nampak	vizibilă	nampak	vizibil	V	ADJ;INDF;FEM;SG
nampak	vizibile	nampak	vizibil	V	ADJ;INDF;FEM;PL
nampak	vizibil	nampak	vizibil	V	ADV
felix	felix	felix	felix	PROPN	PROPN
devil	devil	devil	devil	PROPN	N;INDF;MASC;SG
devil	diavolul	devil	diavol	PROPN	N;DEF;MASC;SG
devil	diavol	devil	diavol	PROPN	N;INDF;MASC;SG
devil	drac	devil	drac	PROPN	N;INDF;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	PROPN
abdi	abdi	abdi	abdi	PROPN	
bubuk	pulberi	bubuk	pulber	N;SG	N;INDF;FEM;PL
bubuk	prafuri	bubuk	praf	N;SG	N;INDF;FEM;PL
marcel	marcel	marcel	marcel	PROPN	PROPN
pembacaan	citesc	penbacaan	citi	N;SG	V;IND;PL;3;PRS;FIN
pembacaan	citind	penbacaan	citi	N;SG	V;V.MSDR
nyi	nyi	nyi	nyi	PROPN	
active	active	active	activ	PROPN	ADJ;INDF;FEM;PL
active	activi	active	activ	PROPN	ADJ;INDF;MASC;PL
active	activ	active	activ	PROPN	ADJ;INDF;MASC;SG
active	activă	active	activ	PROPN	ADJ;INDF;FEM;SG
kid	copile	kid	copil	PROPN	N;INDF;FEM;PL
kid	kid	kid	kid	PROPN	N;INDF;MASC;SG
itunes	itunes	itunes	itunes	N;SG	
jurnalistik	jurnalistice	jurnalistik	jurnalistic	N;SG	ADJ;INDF;FEM;PL
mclaren	mclaren	mclaren	mclaren	PROPN	N;INDF;MASC;SG
kelinci	bunny	kelinci	bunny	N	PROPN
bombay	bombay	bombay	bombay	PROPN	N;INDF;MASC;SG
teen	teen	teen	teen	PROPN	N;INDF;MASC;SG
teen	adolescent	teen	adolescent	PROPN	N;INDF;MASC;SG
disambut	salutat	disambut	saluta	V;SG;PASS	ADJ;INDF;MASC;SG
disambut	întâmpinat	disambut	întâmpina	V;SG;PASS	ADJ;INDF;MASC;SG
paradise	paradisul	paradise	paradis	PROPN	N;DEF;MASC;SG
paradise	paradis	paradise	paradis	PROPN	N;INDF;MASC;SG
paradise	paradise	paradise	paradis	PROPN	PROPN
berwenang	autorități	berwenang	autoritate	V;SG;ACT	N;INDF;FEM;PL
berwenang	autoritățile	berwenang	autoritate	V;SG;ACT	N;DEF;FEM;PL
berwenang	autoritatile	berwenang	autoritate	V;SG;ACT	N;DEF;FEM;PL
siwa	shiva	siwa	shiva	PROPN	PROPN
diketuai	prezidat	diketuai	prezida	V;SG;PASS	ADJ;INDF;MASC;SG
wings	aripile	wings	aripile	PROPN	N;DEF;FEM;PL
wings	aripi	wings	aripă	PROPN	N;INDF;FEM;PL
wings	aripioare	wings	aripioară	PROPN	N;INDF;FEM;PL
missouri	missouri	missouri	missou	PROPN	PROPN
schmidt	schmidt	schmidt	schmidt	PROPN	PROPN
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN
menghukum	pedepsi	menhukum	pedeaps	V;SG;ACT	
drastis	drastic	drastis	drastic	ADJ;SG	ADV
drastis	drastice	drastis	drastic	ADJ;SG	ADJ;INDF;FEM;PL
drastis	drastic	drastis	drastic	ADJ;SG	ADV
yatim	orfane	yatim	orfan	PROPN	N;INDF;FEM;PL
yatim	orfani	yatim	orfan	PROPN	N;INDF;MASC;PL
yatim	orfanii	yatim	orfan	PROPN	N;DEF;MASC;PL
yatim	orfan	yatim	orfan	PROPN	N;INDF;MASC;SG
adventures	aventurile	adventures	avent	PROPN	N;DEF;FEM;PL
adventures	aventuri	adventures	avent	PROPN	N;INDF;FEM;PL
prototipe	prototipuri	prototipe	prototip	N;SG	N;INDF;FEM;PL
mad	mad	mad	mad	PROPN	N;INDF;MASC;SG
helsinki	helsinki	helsinki	helsinki	PROPN	PROPN
ppi	ppi	ppi	ppi	PROPN	N
sukarela	voluntare	sukarela	voluntar	N;SG	ADJ;INDF;FEM;PL
sukarela	voluntară	sukarela	voluntar	N;SG	ADJ;INDF;FEM;SG
sukarela	voluntar	sukarela	voluntar	N;SG	ADJ;INDF;MASC;SG
kolektif	colectivul	kolektif	colectiv	ADJ	N;DEF;MASC;SG
classic	clasică	classic	clasic	PROPN	ADJ;INDF;FEM;SG
classic	clasic	classic	clasic	PROPN	ADV
classic	clasica	classic	clasică	PROPN	ADJ;DEF;FEM;SG
classic	classic	classic	classic	PROPN	PROPN
leonardo	leonardo	leonardo	leonardo	PROPN	PROPN
rpm	rpm	rpm	rpm	PROPN	
garcía	garcía	garcía	garcha	PROPN	PROPN
brussels	bruxelles	brussels	bruxelles	PROPN	PROPN
pin	fixează	pin	fixa	PROPN	V;IND;3;PRS;FIN
pin	pin	pin	pin	PROPN	N;INDF;MASC;SG
ester	esther	ester	esther	N	PROPN
nacional	nacional	nacional	nacional	PROPN	PROPN
gregorius	grigore	gregorius	grigore	PROPN	PROPN
gregorius	gregory	gregorius	gregory	PROPN	PROPN
oral	oral	oral	oral	PROPN	N;INDF;MASC;SG
oral	orală	oral	oral	PROPN	ADJ;INDF;FEM;SG
nyonya	stăpână	nyonya	stăpână	N	ADJ;INDF;FEM;SG
communications	comunicații	communications	comunicație	PROPN	N;INDF;FEM;PL
