terry	terry	terry	terry	PROPN	N;MASC;SG
divizat	dividida	diviza	dividir	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
divizat	dividido	diviza	dividir	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
divizat	divididos	diviza	dividir	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
divizat	divido	diviza	divido	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
divizat	dividir	diviza	dividir	ADJ;INDF;MASC;SG	V;NFIN
divizat	split	diviza	split	ADJ;INDF;MASC;SG	N;MASC;SG
bergamo	bergamo	bergamo	bergamo	PROPN	V;IND;SG;1;PRS;FIN
novo	novo	novo	novo	N;INDF;MASC;SG	ADJ;MASC;SG
incurajat	encorajou	incuraja	encorajar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
incurajat	incentivados	incuraja	incentivar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
incurajat	encorajados	incuraja	encorajar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
incurajat	incentivado	incuraja	incentivar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
incurajat	encorajada	incuraja	encorajar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
incurajat	encorajado	incuraja	encorajar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
incurajat	encorajou	incuraja	encorajar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
incurajat	incentivados	incuraja	incentivar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
incurajat	encorajados	incuraja	encorajar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
incurajat	incentivado	incuraja	incentivar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
incurajat	encorajada	incuraja	encorajar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
incurajat	encorajado	incuraja	encorajar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
enterprise	empreendimento	enterpri	empreendimento		N;MASC;SG
enterprise	empresa	enterpri	empresa		N;FEM;SG
enterprise	enterprise	enterpri	enterprise		N;MASC;SG
inamic	inimigas	inamic	inimiga	N;INDF;MASC;SG	N;FEM;PL
inamic	inimigos	inamic	inimigo	N;INDF;MASC;SG	N;MASC;PL
botanica	botânicos	botanică	botânico	N;DEF;FEM;SG	N;MASC;PL
botanica	botânicos	botanică	botânico	N;DEF;FEM;SG	N;MASC;PL
servi	sirva	serv	servir	V;IND;SG;3;PST;FIN	V;SBJV;SG;3;PRS;FIN
servi	serve	serv	servir	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
presupus	assumido	presupune	assumir	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
presupus	assumidos	presupune	assumir	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
presupus	assumidas	presupune	assumir	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
presupus	assumiu	presupune	assumir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
presupus	assumida	presupune	assumir	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
presupus	pretensamente	presupune	pretensamente	ADJ;INDF;MASC;SG	ADV
presupus	supostamente	presupune	supostamente	ADJ;INDF;MASC;SG	ADV
presupus	alegado	presupune	alegar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
presupus	alegados	presupune	alegar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
presupus	alegada	presupune	alegar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
presupus	presume	presupune	presumir	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
nagy	nagy	nagy	nagy	PROPN	PROPN;MASC;SG
musulmane	muçulmano	musulman	muçulmano	ADJ;INDF;FEM;PL	N;MASC;SG
musulmane	muçulmanos	musulman	muçulmano	ADJ;INDF;FEM;PL	N;MASC;PL
musulmane	muçulmanas	musulman	muçulmano	ADJ;INDF;FEM;PL	N;FEM;PL
musulmane	muçulmana	musulman	muçulmano	ADJ;INDF;FEM;PL	N;FEM;SG
modificata	modificada	modificat	modificar	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
modificata	alterado	modificat	alterar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
modificata	modificados	modificat	modificar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
modificata	modificado	modificat	modificar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
modificata	emendado	modificat	emendar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
modificata	alterado	modificat	alterar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
modificata	alterada	modificat	alterar	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
arakan	arakan	arakan	arakan	PROPN	N;MASC;SG
definitiva	definitivas	definitivă	definitivo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
definitiva	definitivos	definitivă	definitivo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
emerit	emérito	emeri	emérito	N;INDF;MASC;SG	ADJ;MASC;SG
permanente	permanente	permanent	permanente	ADJ;INDF;FEM;PL	ADJ;MASC;SG
vizibila	visíveis	vizibil	visível	ADJ;DEF;FEM;SG	ADJ;MASC;PL
index	index	index	index		N;MASC;SG
index	indice	index	indice		N;MASC;SG
index	índices	index	índice		N;MASC;PL
index	índice	index	índice		N;MASC;SG
obisnuita	ordinário	obisnuit	ordinário	ADJ;DEF;FEM;SG	N;MASC;SG
obisnuita	ordinária	obisnuit	ordinário	ADJ;DEF;FEM;SG	N;FEM;SG
moral	moralmente	moral	moralmente	ADJ;INDF;MASC;SG	ADV
moral	morais	moral	moral	ADJ;INDF;MASC;SG	N;MASC;PL
moral	moral	moral	moral	ADJ;INDF;MASC;SG	N;FEM;SG
kenneth	kenneth	kenneth	kenneth	PROPN	N;MASC;SG
asigurari	seguradora	asigurar	seguradora	N;INDF;MASC;PL	N;FEM;SG
asigurari	seguro	asigurar	seguro	N;INDF;MASC;PL	N;MASC;SG
asigurari	seguradora	asigurar	seguradora	N;INDF;MASC;PL	N;FEM;SG
asigurari	seguro	asigurar	seguro	N;INDF;MASC;PL	N;MASC;SG
portughez	portugueses	portughez	português	ADJ;INDF;MASC;SG	N;MASC;PL
portughez	portugues	portughez	portugue	ADJ;INDF;MASC;SG	N;MASC;SG
portughez	português	portughez	português	ADJ;INDF;MASC;SG	N;MASC;SG
portughez	portuguesa	portughez	portuguesa	ADJ;INDF;MASC;SG	N;FEM;SG
haiti	haiti	haiti	haitir	PROPN	N;MASC;SG
eugene	eugène	eugen	eugène	PROPN	N;MASC;SG
eugene	eugene	eugen	eugene	PROPN	PROPN;MASC;SG
persan	persa	persan	persa	ADJ;INDF;MASC;SG	N;MASC;SG
persan	persas	persan	persa	ADJ;INDF;MASC;SG	N;MASC;PL
imbunatatit	melhorada	imbunatatit	melhorar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
imbunatatit	melhorado	imbunatatit	melhorar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
imbunatatit	melhorou	imbunatatit	melhorar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
imbunatatit	reforçada	imbunatatit	reforçar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
imbunatatit	melhorados	imbunatatit	melhorar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
imbunatatit	melhorada	imbunatatit	melhorar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
imbunatatit	melhorado	imbunatatit	melhorar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
vinde	venda	vinde	venda	V;IND;SG;3;PRS;FIN	N;FEM;SG
atlantique	atlantique	atlantique	atlantique		N;MASC;SG
arhitecturale	arquitectónico	arhitectural	arquitectónico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
logic	lógico	logic	lógico	ADV	ADJ;MASC;SG
logic	lógica	logic	lógico	ADV	N;FEM;SG
logic	lógicas	logic	lógico	ADV	N;FEM;PL
logic	lógico	logic	lógico	ADV	ADJ;MASC;SG
logic	lógica	logic	lógico	ADV	N;FEM;SG
meyer	meyer	meyer	meyer	PROPN	N;MASC;SG
masoara	medir	masoară	medir	N;DEF;FEM;SG	V;NFIN
masoara	mede	masoară	medir	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
controlat	controlada	controla	controlar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
controlat	controlado	controla	controlar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
controlat	controlados	controla	controlar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
controlat	controladas	controla	controlar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
actionat	agia	actiona	agiar	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
actionat	agi	actiona	agi	ADJ;INDF;MASC;SG	N;MASC;SG
actionat	atuou	actiona	atuar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
actionat	agiu	actiona	agir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
express	expresso	express	expresso	N;INDF;MASC;SG	V;MASC;SG;V.PTCP
express	expressar	express	expressar	N;INDF;MASC;SG	V;NFIN
express	expressa	express	esprimir	N;INDF;MASC;SG	V;FEM;SG;V.PTCP
amt	amt	amt	amt		N;MASC;SG
baltice	báltica	baltic	báltico	ADJ;INDF;FEM;PL	N;FEM;SG
baltice	báltico	baltic	báltico	ADJ;INDF;FEM;PL	N;MASC;SG
baltice	bálticos	baltic	báltico	ADJ;INDF;FEM;PL	N;MASC;PL
mustafa	mustafa	mustafa	mustafa	PROPN	N;MASC;SG
ardere	queimando	ardere	queimar	N;INDF;FEM;SG	V;V.MSDR
ardere	queimar	ardere	queimar	N;INDF;FEM;SG	V;NFIN
cost	custos	cost	custo	N;INDF;MASC;SG	N;MASC;PL
modifica	modifica	modifica	modificar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
intoarcere	retornar	intoarcere	retornar	N;INDF;FEM;SG	V;NFIN
gay	gays	gay	gay	N;INDF;MASC;SG	N;MASC;PL
gay	gays	gay	gay	N;INDF;MASC;SG	N;MASC;PL
gay	homossexual	gay	homossexual	N;INDF;MASC;SG	ADJ;MASC;SG
ming	ming	ming	ming	PROPN	N;MASC;SG
montgomery	montgomery	montgomery	montgomery	PROPN	N;MASC;SG
egiptean	egípcio	egiptean	egípcio	ADJ;INDF;MASC;SG	N;MASC;SG
egiptean	egípcia	egiptean	egípcio	ADJ;INDF;MASC;SG	N;FEM;SG
egiptean	egípcios	egiptean	egípcio	ADJ;INDF;MASC;SG	N;MASC;PL
variabile	variável	variabilă	variável	N;INDF;FEM;PL	ADJ;MASC;SG
mediterana	mediterrânico	mediteran	mediterrânico	N;DEF;FEM;SG	ADJ;MASC;SG
mediterana	mediterrâneo	mediteran	mediterrâneo	N;DEF;FEM;SG	ADJ;MASC;SG
mediterana	mediterrânico	mediteran	mediterrânico	N;DEF;FEM;SG	ADJ;MASC;SG
mediterana	mediterrâneo	mediteran	mediterrâneo	N;DEF;FEM;SG	ADJ;MASC;SG
metale	metal	metal	metal	N;INDF;FEM;PL	N;MASC;SG
bush	mato	bush	mato	PROPN	N;MASC;SG
bush	bush	bush	bush	PROPN	PROPN;MASC;SG
bush	arbusto	bush	arbusto	PROPN	N;MASC;SG
daneza	dinamarquesa	daneza	dinamarquesa	ADJ;DEF;FEM;SG	N;FEM;SG
daneza	dinamarqueses	daneza	dinamarquês	ADJ;DEF;FEM;SG	N;MASC;PL
daneza	dinamarquês	daneza	dinamarquês	ADJ;DEF;FEM;SG	N;MASC;SG
verticala	verticais	verticală	vertical	N;DEF;FEM;SG	N;MASC;PL
renunta	cancela	renunta	cancelar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
mitchell	mitchell	mitchell	mitchell	PROPN	N;MASC;SG
mitchell	mitchel	mitchell	mitchel	PROPN	N;MASC;SG
mantova	mantova	mantova	mantova	PROPN	N;MASC;SG
notat	anotado	nota	anotar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
notat	notou	nota	notar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
notat	observou	nota	observar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
strategica	estratégicos	strategica	estratégico	ADJ;DEF;FEM;SG	ADJ;MASC;PL
cambodgia	camboja	cambodgie	camboja	PROPN	N;MASC;SG
cambodgia	cambojano	cambodgie	cambojano	PROPN	N;MASC;SG
cambodgia	camboja	cambodgie	camboja	PROPN	N;MASC;SG
pablo	pablo	pablo	pablo	PROPN	N;MASC;SG
morris	morris	morri	morrer	PROPN	N;MASC;SG
lent	slow	lent	slow	ADV	N;MASC;SG
lent	lento	lent	lento	ADV	ADJ;MASC;SG
lent	lenta	lent	lento	ADV	ADJ;FEM;SG
cosma	cosma	cosm	cosmar	PROPN	N;FEM;SG
prevazuta	previsto	prevazut	prever	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
academice	acadêmica	academic	acadêmico	ADJ;INDF;FEM;PL	N;FEM;SG
academice	académico	academic	académico	ADJ;INDF;FEM;PL	N;MASC;SG
academice	acadêmico	academic	acadêmico	ADJ;INDF;FEM;PL	N;MASC;SG
academice	académica	academic	académico	ADJ;INDF;FEM;PL	N;FEM;SG
ice	ice	ice	ice		N;MASC;SG
ice	gelo	ice	gelo		N;MASC;SG
kate	kate	kate	kate		N;FEM;SG
maría	maría	marga	maría	PROPN	N;FEM;SG
oregon	oregon	oregon	oregon	PROPN	N;MASC;SG
banci	banks	bancă	bank	N;INDF;FEM;PL	N;MASC;SG
banci	banks	bancă	bank	N;INDF;FEM;PL	N;MASC;SG
afectate	afetado	afectat	afetar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
afectate	afetadas	afectat	afetar	ADJ;INDF;FEM;PL	V;FEM;PL;V.PTCP
afectate	afectados	afectat	afectar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
afectate	afetada	afectat	afetado	ADJ;INDF;FEM;PL	V;FEM;SG;V.PTCP
afectate	afectado	afectat	afectar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
afectate	afetados	afectat	afetar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
pavia	pavia	pavia	paver	N;DEF;FEM;SG	PROPN;MASC;SG
impuse	imposta	impune	imposta	V;IND;PL;3;PST;FIN	V;FEM;SG;V.PTCP
urias	gigante	urias	gigante	ADJ;INDF;MASC;SG	N;MASC;SG
urias	giant	urias	giant	ADJ;INDF;MASC;SG	N;MASC;SG
urias	gigantes	urias	gigante	ADJ;INDF;MASC;SG	N;MASC;PL
alma	alma	alm	alma	PROPN	N;FEM;SG
atribuie	atribua	atribui	atribuir	V;IND;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
kentucky	kentucky	kentucky	kentucky	PROPN	N;MASC;SG
indicat	indicou	indica	indicar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
indicat	indicaram	indica	indicar	ADJ;INDF;MASC;SG	V;IND;PL;3;FIN
indicat	indicado	indica	indicar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
indicat	indicada	indica	indicar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
indicat	indicados	indica	indicar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
marfuri	carga	marfă	carga	N;INDF;FEM;PL	N;FEM;SG
marfuri	mercadoria	marfă	mercadoria	N;INDF;FEM;PL	N;FEM;SG
marfuri	mercadoria	marfă	mercadoria	N;INDF;FEM;PL	N;FEM;SG
grau	trigo	grau	trigo		N;MASC;SG
grau	trigo	grau	trigo		N;MASC;SG
vazute	visto	vazut	ver	ADJ;INDF;FEM;PL	PROPN;MASC;SG;V.PTCP
vazute	viu	vazut	ver	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
vazute	visualizados	vazut	visualizar	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
vazute	visto	vazut	ver	ADJ;INDF;FEM;PL	PROPN;MASC;SG;V.PTCP
vazute	visualizado	vazut	visualizar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
walt	walt	walt	walt	PROPN	N;MASC;SG
dublin	dublin	dublin	dublin	PROPN	N;MASC;SG
dublin	dublim	dublin	dublim	PROPN	N;MASC;SG
ball	bola	ball	bola	PROPN	N;FEM;SG
ball	ball	ball	ball	PROPN	N;MASC;SG
rusesc	russa	rusesc	russa	ADV	N;FEM;SG
rusesc	russas	rusesc	russa	ADV	N;FEM;PL
rusesc	russo	rusesc	russo	ADV	N;MASC;SG
rusesc	russos	rusesc	russo	ADV	N;MASC;PL
padova	pádua	padova	pádua	PROPN	N;MASC;SG
echivalentul	equivalentes	echivalent	equivalente	N;DEF;MASC;SG	ADJ;MASC;PL
echivalentul	equivalente	echivalent	equivalente	N;DEF;MASC;SG	ADJ;MASC;SG
afirmand	afirmando	afirma	afirmar	N;INDF;MASC;SG	V;V.MSDR
postum	postumamente	postum	postumamente	N;INDF;MASC;SG	ADV
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	N;MASC;SG
mandate	mandados	manda	mandar	N;INDF;FEM;PL	V;MASC;PL;V.PTCP
morminte	graves	mormânt	grave	N;INDF;FEM;PL	ADJ;MASC;PL
morminte	covas	mormânt	covo	N;INDF;FEM;PL	N;MASC;SG
potentialul	potencialidades	potential	potencialidade	N;DEF;MASC;SG	N;FEM;PL
potentialul	potenciais	potential	potencial	N;DEF;MASC;SG	N;MASC;PL
exacta	exatos	exacta	exato	ADJ;DEF;FEM;SG	N;MASC;PL
exacta	exato	exacta	exato	ADJ;DEF;FEM;SG	N;MASC;SG
exacta	exatas	exacta	exato	ADJ;DEF;FEM;SG	N;FEM;PL
exacta	exatos	exacta	exato	ADJ;DEF;FEM;SG	N;MASC;PL
exacta	exato	exacta	exato	ADJ;DEF;FEM;SG	N;MASC;SG
exacta	exatas	exacta	exato	ADJ;DEF;FEM;SG	N;FEM;PL
vizibile	visível	vizibil	visível	ADJ;INDF;FEM;PL	ADJ;MASC;SG
uss	uss	uss	uss	PROPN	N;MASC;SG
srl	llc	srl	llc		N;MASC;SG
srl	srl	srl	srl		N;MASC;SG
srl	lda	srl	lda		N;MASC;SG
srl	ltd	srl	ltd		N;MASC;SG
impiedicat	impediu	impiedica	impedir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
impiedicat	prevenido	impiedica	prevenir	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
elementare	elementar	elementar	elementar	ADJ;INDF;FEM;PL	N;MASC;SG
elementare	incremental	elementar	incremental	ADJ;INDF;FEM;PL	ADJ;MASC;SG
protocol	protocolos	protocol	protocolo	N;INDF;MASC;SG	N;MASC;PL
update	atualizar	upda	atualizar	N;INDF;FEM;PL	V;NFIN
update	actualizar	upda	actualizar	N;INDF;FEM;PL	V;NFIN
update	actualização	upda	actualização	N;INDF;FEM;PL	N;FEM;SG
update	atualização	upda	atualização	N;INDF;FEM;PL	N;FEM;SG
executa	execute	executa	executar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
executa	executem	executa	executar	V;IND;SG;3;IPFV;FIN	V;SBJV;PL;3;PRS;FIN
ecuador	equador	ecuador	equador	PROPN	N;MASC;SG
kenya	quénia	kenya	quénia	PROPN	N;MASC;SG
kenya	quênia	kenya	quênia	PROPN	N;FEM;SG
ntupdate	ntupdate	ntupdate	ntupdate	ADJ;INDF;FEM;PL	N;FEM;SG
ingropat	sepultado	ingropa	sepultado	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
ingropat	enterrada	ingropa	enterrar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
ingropat	enterrados	ingropa	enterrar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
ingropat	enterradas	ingropa	enterrar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
ingropat	enterrado	ingropa	enterrar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
ingropat	sepultado	ingropa	sepultado	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
ingropat	enterrada	ingropa	enterrar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
ingropat	enterrados	ingropa	enterrar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
ingropat	enterradas	ingropa	enterrar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
ingropat	enterrado	ingropa	enterrar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
fabricat	fabricados	fabrica	fabricar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
fabricat	fabricado	fabrica	fabricar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
fabricat	fabricada	fabrica	fabricar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
fabricat	fabricadas	fabrica	fabricar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
fabricat	fabricados	fabrica	fabricar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
fabricat	fabricado	fabrica	fabricar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
fabricat	fabricada	fabrica	fabricar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
fabricat	fabricadas	fabrica	fabricar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
durere	dores	durere	dor	N;INDF;FEM;SG	N;FEM;PL
intalniri	namoro	intalnire	namoro	N;INDF;FEM;PL	N;MASC;SG
intalniri	namorando	intalnire	namorar	N;INDF;FEM;PL	V;V.MSDR
intalniri	namorar	intalnire	namorar	N;INDF;FEM;PL	V;NFIN
intalniri	namora	intalnire	namora	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
recomandat	recomendada	recomandat	recomendar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
recomandat	recomendados	recomandat	recomendar	ADJ;INDF;MASC;SG	V;MASC;PL;V.PTCP
recomandat	recomendado	recomandat	recomendar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
recomandat	recomendou	recomandat	recomendar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
lucrand	trabalhando	lucrand	trabalhar	N;INDF;MASC;SG	V;V.MSDR
lucrand	trabalhar	lucrand	trabalhar	N;INDF;MASC;SG	V;NFIN
lucrand	funcionando	lucrand	funcionar	N;INDF;MASC;SG	V;V.MSDR
taiwan	taiwan	taiwan	taiwan	PROPN	N;MASC;SG
taiwan	formosa	taiwan	formoso	PROPN	N;FEM;SG
dramatica	dramática	dramatică	dramático	ADJ;DEF;FEM;SG	N;FEM;SG
dramatica	dramáticos	dramatică	dramático	ADJ;DEF;FEM;SG	ADJ;MASC;PL
dramatica	dramáticas	dramatică	dramático	ADJ;DEF;FEM;SG	ADJ;FEM;PL
populata	povoadas	populat	povoar	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
populata	povoada	populat	povoar	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
culex	culex	culex	culex		N;MASC;SG
semifinale	semifinal	semifinal	semifinal	N;INDF;FEM;PL	N;FEM;SG
semnata	assinado	semnată	assinar	N;DEF;FEM;SG	V;MASC;SG;V.PTCP
semnata	assinados	semnată	assinar	N;DEF;FEM;SG	V;MASC;PL;V.PTCP
semnata	assinou	semnată	assinar	N;DEF;FEM;SG	V;IND;SG;3;PST;FIN
semnata	assinada	semnată	assinar	N;DEF;FEM;SG	V;FEM;SG;V.PTCP
baptiste	baptiste	baptiste	baptiste	N;INDF;FEM;PL	N;MASC;SG
stelele	stars	stea	star	N;DEF;FEM;PL	N;MASC;SG
emisa	emitida	emis	emitir	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
emisa	emitidos	emis	emitir	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
emisa	emitiu	emis	emitir	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
emisa	emitido	emis	emitir	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
emisa	emitidas	emis	emitir	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
emisa	emitida	emis	emitir	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
emisa	emitido	emis	emitir	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
compusi	compostos	compune	compor	N;INDF;MASC;PL	V;MASC;PL;V.PTCP
praf	poeiras	praf	poeira	N;INDF;MASC;SG	N;FEM;PL
haga	haia	hagă	haiar	PROPN	N;FEM;SG
animat	animado	anima	animar	ADJ;INDF;MASC;SG	V;MASC;SG;V.PTCP
animat	animação	anima	animação	ADJ;INDF;MASC;SG	N;FEM;SG
animat	animados	anima	animar	ADJ;INDF;MASC;SG	N;MASC;PL
animat	animada	anima	animar	ADJ;INDF;MASC;SG	V;FEM;SG;V.PTCP
animat	animadas	anima	animar	ADJ;INDF;MASC;SG	V;FEM;PL;V.PTCP
locuita	habitadas	locuita	habitar	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
locuita	habitada	locuita	habitar	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
locuita	habitado	locuita	habitar	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
semnal	sinalizar	semnal	sinalizar	N;INDF;MASC;SG	V;NFIN
ceas	assista	ceas	assistar	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
ceas	assistir	ceas	assistir	N;INDF;MASC;SG	V;NFIN
ceas	assistam	ceas	assistir	N;INDF;MASC;SG	V;SBJV;PL;3;PRS;FIN
expune	exponha	expune	expor	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
fantastica	fantásticas	fantastică	fantástico	ADJ;DEF;FEM;SG	ADJ;FEM;PL
occidentali	ocidentais	occidental	ocidental	ADJ;INDF;MASC;PL	N;MASC;PL
amenintare	ameaças	amenintare	ameaça	N;INDF;FEM;SG	N;FEM;PL
amenintare	ameaças	amenintare	ameaça	N;INDF;FEM;SG	N;FEM;PL
lovituri	sopra	lovitură	soprar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
viziteaza	visite	vizitează	visitir	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;PRS;FIN
viziteaza	visita	vizitează	visita	V;IND;SG;3;IPFV;FIN	N;FEM;SG
vizibil	visíveis	vizibil	visível	ADV	ADJ;MASC;PL
vizibil	visível	vizibil	visível	ADV	ADJ;MASC;SG
sporturi	desporto	sport	desporto	N;INDF;FEM;PL	N;MASC;SG
parker	parker	parker	parker	PROPN	N;MASC;SG
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN	N;MASC;SG
liechtenstein	listenstaine	liechtenstein	listenstaine	PROPN	N;MASC;SG
discovery	descobertas	discovery	descobrir	N;INDF;MASC;SG	V;FEM;PL;V.PTCP
gasiti	encontrar	gasit	encontrar		V;NFIN
gasiti	encontre	gasit	encontre		V;SBJV;SG;3;PRS;FIN
gasiti	encontra	gasit	encontrar		V;IND;SG;3;PRS;FIN
dur	bruto	dur	bruto	ADJ;INDF;MASC;SG	N;MASC;SG
dur	durão	dur	durão	ADJ;INDF;MASC;SG	N;MASC;SG
taiat	corta	taia	cortar	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
taiat	cut	taia	cut	ADJ;INDF;MASC;SG	N;MASC;SG
taiat	corte	taia	corte	ADJ;INDF;MASC;SG	N;MASC;SG
taiat	cortar	taia	cortar	ADJ;INDF;MASC;SG	V;NFIN
etajul	andar	etaj	andar	N;DEF;MASC;SG	V;NFIN
