ψωμί	pães	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;PL
δικαστής	julgar	δικαστής	julgar	N;NOM;MASC;SG	V;NFIN
φρούρια	fortes	φρούριο	forte	N;NOM;NEUT;PL	ADJ;MASC;PL
δυνατά	barulhenta	δυνατός	barulhenta	ADV	ADJ;FEM;SG
δυνατά	barulhento	δυνατός	barulhento	ADV	ADJ;MASC;SG
πολωνοί	polonês	πολωνός	polonês	ADJ;NOM;MASC;PL	N;MASC;SG
πολωνοί	polaco	πολωνός	polaco	ADJ;NOM;MASC;PL	N;MASC;SG
πολωνοί	polonesa	πολωνός	polonesa	ADJ;NOM;MASC;PL	N;FEM;SG
πολωνοί	postes	πολωνός	poste	ADJ;NOM;MASC;PL	N;MASC;PL
πολωνοί	polos	πολωνός	polo	ADJ;NOM;MASC;PL	N;MASC;PL
πολωνοί	poloneses	πολωνός	polonês	ADJ;NOM;MASC;PL	N;MASC;PL
πολωνοί	polacos	πολωνός	polaco	ADJ;NOM;MASC;PL	N;MASC;PL
πολωνοί	pólos	πολωνός	pólo	ADJ;NOM;MASC;PL	N;MASC;PL
πιέτρο	pietro	πιέτρο	pietro		N;MASC;SG
μπρόντγουεϊ	broadway	μπρόντγουεϊ	broadway		N;FEM;SG
κάθετη	verticais	κάθετος	vertical	ADJ;NOM;FEM;SG	N;MASC;PL
κάθετη	vertical	κάθετος	vertical	ADJ;NOM;FEM;SG	N;MASC;SG
βίκτωρ	vítor	βίκτωρ	vítor	PROPN;NOM;MASC;SG	N;MASC;SG
βίκτωρ	viktor	βίκτωρ	viktor	PROPN;NOM;MASC;SG	N;MASC;SG
βίκτωρ	vítor	βίκτωρ	vítor	PROPN;NOM;MASC;SG	N;MASC;SG
βίκτωρ	victor	βίκτωρ	victor	PROPN;NOM;MASC;SG	N;MASC;SG
βίκτωρ	vitor	βίκτωρ	vitor	PROPN;NOM;MASC;SG	N;MASC;SG
πράσινα	verde	πράσινος	verde	ADV	ADJ;MASC;SG
πράσινα	green	πράσινος	green	ADV	N;MASC;SG
πράσινα	verdes	πράσινος	verdes	ADV	N;MASC;PL
θιβέτ	tibetanos	θιβέτ	tibetano		N;MASC;PL
θιβέτ	tibetana	θιβέτ	tibetano		N;FEM;SG
θιβέτ	tibete	θιβέτ	tibete		N;MASC;SG
θιβέτ	tibetano	θιβέτ	tibetano		N;MASC;SG
θιβέτ	tibete	θιβέτ	tibete		N;MASC;SG
υποσχέθηκε	prometi	υπόσχομαι	prometer	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;1;PST;FIN
καλλιτεχνικές	artística	καλλιτεχνικός	artístico	ADJ;NOM;FEM;PL	N;FEM;SG
καλλιτεχνικές	artístico	καλλιτεχνικός	artístico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
καλλιτεχνικές	artísticas	καλλιτεχνικός	artístico	ADJ;NOM;FEM;PL	N;FEM;PL
προσωπικός	personal	προσωπικός	personal	ADJ;NOM;MASC;SG	N;MASC;SG
προσωπικός	pessoal	προσωπικός	pessoal	ADJ;NOM;MASC;SG	N;MASC;SG
προσωπικός	pessoais	προσωπικός	pessoal	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ακριβές	precisos	ακριβής	preciso	ADV	ADJ;MASC;PL
ακριβές	exato	ακριβής	exato	ADV	N;MASC;SG
ακριβές	exatas	ακριβής	exato	ADV	N;FEM;PL
ακριβές	exatos	ακριβής	exato	ADV	N;MASC;PL
ακριβές	exato	ακριβής	exato	ADV	N;MASC;SG
ακριβές	exata	ακριβής	exato	ADV	ADJ;FEM;SG
ακριβές	exatas	ακριβής	exato	ADV	N;FEM;PL
επώνυμα	sobrenomes	επώνυμα	sobrenome	ADV	N;MASC;PL
επώνυμα	apelidos	επώνυμα	apelido	ADV	N;MASC;PL
παραδοσιακός	tradicionais	παραδοσιακός	tradicional	ADJ;NOM;MASC;SG	ADJ;MASC;PL
επιλεγμένα	seleccionado	επιλεγμένα	seleccionar	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
επιλεγμένα	selecionado	επιλεγμένα	selecionar	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;MASC;SG;V.PTCP
επιλεγμένα	selecionada	επιλεγμένα	selecionado	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;FEM;SG;V.PTCP
αγγελική	angelica	αγγελικός	angelicar	ADJ;NOM;FEM;SG	N;FEM;SG
αγγελική	angélica	αγγελικός	angélico	ADJ;NOM;FEM;SG	N;FEM;SG
αγγελική	angélica	αγγελικός	angélico	ADJ;NOM;FEM;SG	N;FEM;SG
ψήφισαν	votada	ψηφίζω	votar	V;PFV;IND;PL;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
ψήφισαν	votado	ψηφίζω	votar	V;PFV;IND;PL;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
ψήφισαν	votou	ψηφίζω	votar	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
ψήφισαν	votei	ψηφίζω	votar	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
τσώρτσιλ	churchill	τσώρτσιλ	churchill		N;MASC;SG
ομαλή	suaves	ομαλός	suave	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ομαλή	liso	ομαλός	liso	ADJ;NOM;FEM;SG	N;MASC;SG
τζέρι	gerry	τζέρι	gerry	PROPN;NOM;MASC;SG	N;MASC;SG
τζέρι	jerry	τζέρι	jerry	PROPN;NOM;MASC;SG	N;MASC;SG
παραμύθια	tales	παράμυθιος	tale	N;NOM;NEUT;PL	N;MASC;SG
ρούζβελτ	roosevelt	ρούζβελτ	roosevelt	PROPN;NOM;MASC;SG	N;MASC;SG
κανόνια	cannon	κανόνι	cannon	N;NOM;NEUT;PL	N;MASC;SG
κανόνια	canhão	κανόνι	canhão	N;NOM;NEUT;PL	N;MASC;SG
παρασκευάζεται	fabricados	παρασκευάζω	fabricar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
παρασκευάζεται	fabricadas	παρασκευάζω	fabricar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
γλυκά	bombom	γλυκά	bombom	N;NOM;NEUT;PL	N;MASC;SG
γλυκά	doce	γλυκά	doce	N;NOM;NEUT;PL	N;MASC;SG
γλυκά	candy	γλυκά	candy	N;NOM;NEUT;PL	N;MASC;SG
γλυκά	sweet	γλυκά	sweet	N;NOM;NEUT;PL	N;MASC;SG
γλυκά	meiga	γλυκά	meiga	N;NOM;NEUT;PL	ADJ;FEM;SG
γλυκά	meigo	γλυκά	meigo	N;NOM;NEUT;PL	ADJ;MASC;SG
γλυκά	doce	γλυκά	doce	N;NOM;NEUT;PL	N;MASC;SG
ολόκληρα	inteiras	ολόκληρα	inteiro	ADV	ADJ;FEM;PL
ολόκληρα	inteiros	ολόκληρα	inteiro	ADV	N;MASC;PL
ολόκληρα	inteiro	ολόκληρα	inteiro	ADV	ADJ;MASC;SG
μονπελιέ	montpellier	μονπελιά	montpellier	PROPN;NOM;NEUT;SG	N;MASC;SG
σεραφείμ	seraphim	σεραφείμ	seraphim	PROPN;NOM;MASC;SG	N;MASC;SG
εκπομπών	emissão	εκπομπή	emissão	N;GEN;FEM;PL	N;FEM;SG
μακάμπι	maccabi	μακάμπι	maccabi		N;MASC;SG
ιντερτότο	intertoto	ιντερτότος	intertoto		N;FEM;SG
ανώνυμη	anónimo	ανώνυμη	anónimo	ADJ;NOM;FEM;SG	N;MASC;SG
πεπερασμένο	finitos	πεπερώσμενος	finito	ADJ;NOM;NEUT;SG	N;MASC;PL
πεπερασμένο	finito	πεπερώσμενος	finito	ADJ;NOM;NEUT;SG	N;MASC;SG
εισοδήματος	receitas	εισόδημα	receita	N;GEN;NEUT;SG	N;FEM;PL
εισοδήματος	proveitos	εισόδημα	proveito	N;GEN;NEUT;SG	N;MASC;PL
εισοδήματος	rendimentos	εισόδημα	rendimento	N;GEN;NEUT;SG	N;MASC;PL
μεγαλώνει	crescente	μεγαλώνω	crescente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
δανιήλ	daniel	δανιήλ	daniel	PROPN;NOM;MASC;SG	N;MASC;SG
φαρμακευτική	farmacêutica	φαρμακευτικός	farmacêutica	ADJ;NOM;FEM;SG	N;FEM;SG
φαρμακευτική	farmacêutico	φαρμακευτικός	farmacêutico	ADJ;NOM;FEM;SG	N;FEM;SG
φαρμακευτική	farmacêutica	φαρμακευτικός	farmacêutica	ADJ;NOM;FEM;SG	N;FEM;SG
ετιέν	étienne	ετιέν	étienne		N;MASC;SG
ετιέν	etienne	ετιέν	etienne		N;MASC;SG
παραδόθηκαν	entregou	παραδίδω	entregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
παραδόθηκαν	entregue	παραδίδω	entregar	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
παραδόθηκαν	rendeu	παραδίδω	render	V;PFV;IND;PL;3;PST;FIN;PASS	V;IND;SG;3;PST;FIN
παραδόθηκαν	rendido	παραδίδω	render	V;PFV;IND;PL;3;PST;FIN;PASS	V;MASC;SG;V.PTCP
πεδιάδες	planície	πεδιάδα	planície	N;NOM;FEM;PL	N;FEM;SG
ακυρώθηκε	cancelados	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
ακυρώθηκε	cancelados	ακυρώνω	cancelar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
ακυρώθηκε	cancelei	ακυρώνω	canceler	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;1;PST;FIN
δραματικά	dramática	δραματικά	dramático	ADV	N;FEM;SG
δραματικά	dramáticos	δραματικά	dramático	ADV	ADJ;MASC;PL
δραματικά	dramáticas	δραματικά	dramático	ADV	ADJ;FEM;PL
δραματικά	dramático	δραματικά	dramático	ADV	ADJ;MASC;SG
ναυτικά	náutico	ναυτικός	náutico	ADV	N;MASC;SG
τροία	tróia	τροίος	tróia	PROPN;ACC;FEM;SG	N;FEM;SG
τροία	troy	τροίος	troy	PROPN;ACC;FEM;SG	N;MASC;SG
τροία	troia	τροίος	troia	PROPN;ACC;FEM;SG	N;FEM;SG
ιωνία	ionia	ιωνία	ionia	PROPN;ACC;FEM;SG	N;MASC;SG
κατάλαβε	entende	καταλαβαίνω	entender	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
κατάλαβε	entenda	καταλαβαίνω	entender	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
αμμωνία	amoníaco	αμμωνία	amoníaco	N;NOM;FEM;SG	ADJ;MASC;SG
διευκολύνει	facilitem	διευκολύνω	facilitar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;PL;3;PRS;FIN
καθολικών	católicos	καθολικός	católico	ADJ;GEN;FEM;PL	N;MASC;PL
αρετή	virtudes	αρετός	virtude	N;NOM;FEM;SG	N;FEM;PL
σουτ	shot	σουτ	shot		N;MASC;SG
σουτ	tiro	σουτ	tiro		N;MASC;SG
σουτ	baleado	σουτ	balear		V;MASC;SG;V.PTCP
αιχμαλώτους	cativos	αιχμάλωτος	cativo	ADJ;ACC;MASC;PL	N;MASC;PL
αιχμαλώτους	cativas	αιχμάλωτος	cativa	ADJ;ACC;MASC;PL	N;MASC;PL
θεμελιώδεις	fundamental	θεμελίωδη	fundamental	N;NOM;FEM;PL	ADJ;MASC;SG
κλικ	clica	κλικ	clica	PRO;ACC;MASC;PL;2	V;IND;SG;3;PRS;FIN
κλικ	click	κλικ	click	PRO;ACC;MASC;PL;2	N;MASC;SG
κλικ	clique	κλικ	clique	PRO;ACC;MASC;PL;2	V;SBJV;SG;3;PRS;FIN
κλικ	cliques	κλικ	clique	PRO;ACC;MASC;PL;2	N;MASC;PL
επιτυχής	sucesso	επιτυχής	sucesso	ADJ;NOM;FEM;SG	N;MASC;SG
επιτυχής	sucessos	επιτυχής	sucesso	ADJ;NOM;FEM;SG	N;MASC;PL
επιτυχής	êxito	επιτυχής	êxito	ADJ;NOM;FEM;SG	N;MASC;SG
επιτυχής	sucesso	επιτυχής	sucesso	ADJ;NOM;FEM;SG	N;MASC;SG
δεκαέξι	sixteen	δεκαέξι	sixteen	NUM;NOM;MASC;PL	N;MASC;SG
φρεντ	fred	φρεντ	fred		N;MASC;SG
μπραντ	brad	μπραντ	brad		N;MASC;SG
έλεν	ellen	έλεν	ellen		N;FEM;SG
έλεν	helena	έλεν	heleno		N;FEM;SG
έλεν	helen	έλεν	helen		N;FEM;SG
ψάχνει	olhar	ψάχνω	olhar	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
χαμ	hamm	χαμ	hamm		N;MASC;SG
χαμ	pernil	χαμ	pernil		N;MASC;SG
χαμ	presunto	χαμ	presunto		N;MASC;SG
χαμ	ham	χαμ	ham		N;MASC;SG
χαμ	fiambre	χαμ	fiambre		N;MASC;SG
σιγκαπούρη	singapura	σιγκαπούρης	singapura	PROPN;NOM;FEM;SG	N;FEM;SG
σιγκαπούρη	cingapura	σιγκαπούρης	cingapura	PROPN;NOM;FEM;SG	N;FEM;SG
λάρνακα	larnaca	λάρνακα	larnaca	PROPN;NOM;FEM;SG	N;MASC;SG
κολοράντο	colorado	κολοράντος	colorar	PROPN;NOM;FEM;SG	V;MASC;SG;V.PTCP
λαχανικά	legumes	λαχανικά	legume	ADV	N;MASC;PL
λαχανικά	vegetais	λαχανικά	vegetal	ADV	N;MASC;PL
ευτυχία	felicidades	ευτυχία	felicidade	N;NOM;FEM;SG	N;FEM;PL
αντιμετώπισης	lidar	αντιμετώπιση	lidar	N;GEN;FEM;SG	V;NFIN
συνδεδεμένο	ligada	συνδεδεμένος	ligar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
συνδεδεμένο	conectados	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
συνδεδεμένο	ligado	συνδεδεμένος	ligar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
συνδεδεμένο	ligados	συνδεδεμένος	ligar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
συνδεδεμένο	conectado	συνδεδεμένος	conectar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
συνδεδεμένο	vinculado	συνδεδεμένος	vincular	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
συνδεδεμένο	ligados	συνδεδεμένος	ligar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
συνδεδεμένο	ligado	συνδεδεμένος	ligar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
συνδεδεμένο	ligada	συνδεδεμένος	ligar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
τομπάγκο	tobago	τομπάγκο	tobago		N;MASC;SG
βικτόρια	victória	βικτόριο	victória	ADJ;NOM;FEM;SG	N;FEM;SG
βικτόρια	vitoria	βικτόριο	vitoria	ADJ;NOM;FEM;SG	N;FEM;SG
βικτόρια	victoria	βικτόριο	victoria	ADJ;NOM;FEM;SG	N;FEM;SG
βικτόρια	vitória	βικτόριο	vitória	ADJ;NOM;FEM;SG	N;FEM;SG
μειονέκτημα	deficiente	μειονέκτημα	deficiente	N;NOM;NEUT;SG	ADJ;MASC;SG
μειονέκτημα	desvantagens	μειονέκτημα	desvantagem	N;NOM;NEUT;SG	N;FEM;PL
υεμένης	iêmen	Υεμένη	iêmen	PROPN;GEN;FEM;SG	N;MASC;SG
υεμένης	iémen	Υεμένη	iémen	PROPN;GEN;FEM;SG	N;MASC;SG
υεμένης	iemenita	Υεμένη	iemenita	PROPN;GEN;FEM;SG	N;MASC;SG
μαγεία	mágicas	μαγείο	mágico	N;ACC;FEM;SG	N;FEM;PL
αστυνομικός	cop	αστυνομικός	cop	ADJ;NOM;MASC;SG	N;MASC;SG
αστυνομικός	policia	αστυνομικός	policia	ADJ;NOM;MASC;SG	N;FEM;SG
αστυνομικός	policial	αστυνομικός	policial	ADJ;NOM;MASC;SG	N;MASC;SG
σίδνεϊ	sidney	σίδνεϊ	sidney	PROPN;NOM;FEM;SG	N;MASC;SG
σίδνεϊ	sydney	σίδνεϊ	sydney	PROPN;NOM;FEM;SG	N;MASC;SG
επιχειρησιακή	operacional	επιχειρησιακός	operacional	ADJ;NOM;FEM;SG	N;MASC;SG
επιχειρησιακή	operacionais	επιχειρησιακός	operacional	ADJ;NOM;FEM;SG	N;MASC;PL
ικανή	capazes	ικανός	capaz	ADJ;NOM;FEM;SG	ADJ;MASC;PL
έβανς	evans	έβανς	evans		N;MASC;SG
απότομα	íngreme	απότομα	íngreme	ADV	ADJ;FEM;SG
ρουμανική	romeno	ρουμανικός	romeno	ADJ;NOM;FEM;SG	N;MASC;SG
ρουμανική	romenos	ρουμανικός	romeno	ADJ;NOM;FEM;SG	N;MASC;PL
ρουμανική	romena	ρουμανικός	romeno	ADJ;NOM;FEM;SG	N;FEM;SG
στέλλα	stella	στέλλα	stella	PROPN;NOM;FEM;SG	N;FEM;SG
κατάλοιπα	resíduo	κατάλοιπος	resíduo	N;NOM;NEUT;PL	N;MASC;SG
κατάλοιπα	residuais	κατάλοιπος	residual	N;NOM;NEUT;PL	ADJ;MASC;PL
κατάλοιπα	residual	κατάλοιπος	residual	N;NOM;NEUT;PL	ADJ;MASC;SG
παύση	pausado	παύση	pausar	N;ACC;FEM;SG	V;MASC;SG;V.PTCP
λετονία	letónia	λετονία	letónia	PROPN;ACC;FEM;SG	N;FEM;SG
λετονία	letônia	λετονία	letônia	PROPN;ACC;FEM;SG	N;FEM;SG
νταβίντ	davi	νταβίντ	daver		N;MASC;SG
νταβίντ	david	νταβίντ	david		PROPN;MASC;SG
κατοικούσε	residia	κατοικώ	residir	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
γραφική	gráfico	γραφικός	gráfico	ADJ;NOM;FEM;SG	N;MASC;SG
γραφική	grafo	γραφικός	grafo	ADJ;NOM;FEM;SG	N;MASC;SG
κατερίνη	katerini	κατερίνος	katerini	PROPN;ACC;FEM;SG	N;MASC;SG
κάρολ	carol	κάρολ	carol		N;FEM;SG
κάρολ	carroll	κάρολ	carroll		N;MASC;SG
χωρισμένη	divorciados	χωρίζω	divorciado	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
μπαρμπούντα	barbuda	μπαρμπούμτα	barbuda	PROPN;NOM;MASC;PL	N;FEM;SG
διαφορετικοί	diferente	διαφορετικός	diferente	ADJ;NOM;MASC;PL	ADJ;MASC;SG
χένρυ	henrique	χένρυ	henrique	PROPN;NOM;MASC;SG	N;MASC;SG
συμβολική	simbólicas	συμβολικός	simbólico	ADJ;NOM;FEM;SG	ADJ;FEM;PL
κλειστά	fechou	κλειστώ	fechar	ADV	V;IND;SG;3;PST;FIN
κλειστά	fechado	κλειστώ	fechar	ADV	V;MASC;SG;V.PTCP
κλειστά	fechada	κλειστώ	fechar	ADV	V;FEM;SG;V.PTCP
κλειστά	fechados	κλειστώ	fechar	ADV	V;MASC;PL;V.PTCP
σελίμ	selim	σελίμ	selim		N;MASC;SG
χαβάη	havaí	χαβά	haver	PROPN;NOM;FEM;SG	N;MASC;SG
χαβάη	hawaii	χαβά	hawair	PROPN;NOM;FEM;SG	N;MASC;SG
χαβάη	havai	χαβά	haver	PROPN;NOM;FEM;SG	N;MASC;SG
αποζημίωση	compensações	αποζημίωση	compensação	N;ACC;FEM;SG	N;FEM;PL
αποζημίωση	indemnizações	αποζημίωση	indemnização	N;ACC;FEM;SG	N;FEM;PL
πρόσφατο	recentes	πρόσφατος	recente	N;NOM;NEUT;SG	N;MASC;PL
πρόσφατο	recente	πρόσφατος	recente	N;NOM;NEUT;SG	ADJ;MASC;SG
επιθυμητό	desejadas	επιθυμητός	desejar	ADJ;NOM;NEUT;SG	V;FEM;PL;V.PTCP
επιθυμητό	desejada	επιθυμητός	desejar	ADJ;NOM;NEUT;SG	V;FEM;SG;V.PTCP
επιθυμητό	desejado	επιθυμητός	desejar	ADJ;NOM;NEUT;SG	V;MASC;SG;V.PTCP
επιθυμητό	desejados	επιθυμητός	desejar	ADJ;NOM;NEUT;SG	V;MASC;PL;V.PTCP
επιθυμητό	desejáveis	επιθυμητός	desejável	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
κωμικός	quadrinhos	κωμικός	quadrinho	ADJ;NOM;MASC;SG	N;MASC;PL
κωμικός	comic	κωμικός	comic	ADJ;NOM;MASC;SG	N;MASC;SG
κωμικός	humorista	κωμικός	humorista	ADJ;NOM;MASC;SG	N;MASC;SG
κωμικός	comediante	κωμικός	comediante	ADJ;NOM;MASC;SG	N;MASC;SG
καλησπέρα	noite	καλησπέρα	noite	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
μάη	may	μάη	may	ADP	N;MASC;SG
μάη	maio	μάη	maio	ADP	N;MASC;SG
μάη	pode	μάη	poder	ADP	V;IND;SG;3;PRS;FIN
χάγη	haia	χάγη	haiar	PROPN;ACC;FEM;SG	N;FEM;SG
υποδομές	infraestrutura	υποδομή	infraestrutura	N;NOM;FEM;PL	N;FEM;SG
ρέιντζερς	rangers	ρέιντζερς	ranger		N;MASC;PL
σκι	esquis	σκι	esque		N;MASC;PL
σκι	esqui	σκι	esqui		N;MASC;SG
σκι	ski	σκι	ski		N;MASC;SG
σκι	esquiar	σκι	esquiar		V;NFIN
σκι	esqui	σκι	esqui		N;MASC;SG
εβδομαδιαία	semanalmente	εβδομαδιαίος	semanalmente	ADJ;NOM;FEM;SG	ADV
εβδομαδιαία	semanais	εβδομαδιαίος	semanal	ADJ;NOM;FEM;SG	N;MASC;PL
καθορίζουν	defina	καθορίζω	definar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
καθορίζουν	define	καθορίζω	definir	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ρόμα	roma	ρόμα	roma		N;FEM;SG
μίτσελ	mitchell	μίτσελ	mitchell		N;MASC;SG
μίτσελ	mitchel	μίτσελ	mitchel		N;MASC;SG
βανουάτου	vanuatu	βανούατος	vanuatu		N;MASC;SG
πλούσιος	ricas	πλούσιος	rico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
πλούσιος	ricos	πλούσιος	rico	ADJ;NOM;MASC;SG	N;MASC;PL
πλούσιος	rich	πλούσιος	rich	ADJ;NOM;MASC;SG	N;MASC;SG
πλούσιος	ricos	πλούσιος	rico	ADJ;NOM;MASC;SG	N;MASC;PL
αυστραλός	australiana	αυστραλός	australiano	ADJ;NOM;MASC;SG	N;FEM;SG
αυστραλός	australianos	αυστραλός	australiano	ADJ;NOM;MASC;SG	N;MASC;PL
αυστραλός	austrália	αυστραλός	austrália	ADJ;NOM;MASC;SG	N;FEM;SG
αυστραλός	australiano	αυστραλός	australiano	ADJ;NOM;MASC;SG	N;MASC;SG
αυστραλός	australian	αυστραλός	australian	ADJ;NOM;MASC;SG	N;MASC;SG
μπαρμπάντος	barbados	μπαρμπάντος	barbar		V;MASC;PL;V.PTCP
τρινιντάντ	trindade	τρινιντάντ	trindade		N;FEM;SG
τρινιντάντ	trinidad	τρινιντάντ	trinidar		N;FEM;SG
τζόναθαν	jonathan	τζονείω	jonathan	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;SG
συντηρητικό	conservantes	συντηρητικός	conservante	ADJ;NOM;NEUT;SG	N;MASC;PL
συντηρητικό	conservante	συντηρητικός	conservante	ADJ;NOM;NEUT;SG	N;MASC;SG
συντηρητικό	conservadores	συντηρητικός	conservador	ADJ;NOM;NEUT;SG	N;MASC;PL
βορειοδυτικό	noroeste	βορειοδυτικό	noroeste	ADJ;NOM;NEUT;SG	N;MASC;SG
διαχειρίζεται	gerencia	διαχειρίζω	gerencia	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;SG
περιορισμός	restrições	περιορισμός	restrição	N;NOM;MASC;SG	N;FEM;PL
περιορισμός	limitações	περιορισμός	limitação	N;NOM;MASC;SG	N;FEM;PL
αψίδα	arcos	αψίδα	arco	N;NOM;FEM;SG	N;MASC;PL
ψήφισε	votaram	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
ψήφισε	votei	ψηφίζω	votar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
κράμα	ligas	κράμα	liga	N;NOM;NEUT;SG	N;FEM;PL
φιλίπ	philippe	φιλίπ	philippe	PROPN;NOM;MASC;SG	N;MASC;SG
φιλίπ	filipe	φιλίπ	filipe	PROPN;NOM;MASC;SG	N;MASC;SG
φιλίπ	phillipe	φιλίπ	phillipe	PROPN;NOM;MASC;SG	N;MASC;SG
φιλίπ	filip	φιλίπ	filip	PROPN;NOM;MASC;SG	N;MASC;SG
κάμπος	campos	κάμπος	campo	PROPN;NOM;MASC;SG	N;MASC;PL
τόγκο	togo	τόγκος	togo		N;MASC;SG
κατώτερο	inferiores	κάτω	inferior	N;NOM;NEUT;SG	ADJ;MASC;PL
κατώτερο	inferior	κάτω	inferior	N;NOM;NEUT;SG	ADJ;MASC;SG
γάτες	cats	γάτη	cats	N;NOM;FEM;PL	N;MASC;SG
ριντ	reid	ριντ	reid		N;MASC;SG
ριντ	palheta	ριντ	palheta		N;FEM;SG
ριντ	reed	ριντ	reed		N;MASC;SG
ριντ	cana	ριντ	cana		N;FEM;SG
νόμιμη	legítimas	νόμιμος	legítimo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
νόμιμη	legítimos	νόμιμος	legítimo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
νόμιμη	jurídica	νόμιμος	jurídico	ADJ;NOM;FEM;SG	N;FEM;SG
νόμιμη	legais	νόμιμος	legal	ADJ;NOM;FEM;SG	ADJ;MASC;PL
χρήσιμα	utilidade	χρήσιμα	utilidade	ADJ;NOM;NEUT;PL	N;FEM;SG
χρήσιμα	útil	χρήσιμα	útil	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
χρήσιμα	úteis	χρήσιμα	útil	ADJ;NOM;NEUT;PL	N;MASC;PL
γυμναστική	malhar	γυμναστικός	malhar	ADJ;NOM;FEM;SG	V;NFIN
γυμναστική	treino	γυμναστικός	treino	ADJ;NOM;FEM;SG	N;MASC;SG
γυμναστική	ginástica	γυμναστικός	ginástica	ADJ;NOM;FEM;SG	N;FEM;SG
ανάβαση	escalar	ανάβαση	escalar	N;ACC;FEM;SG	V;NFIN
ανάβαση	sobe	ανάβαση	subir	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
ανάβαση	subir	ανάβαση	subir	N;ACC;FEM;SG	V;NFIN
ανάβαση	escalar	ανάβαση	escalar	N;ACC;FEM;SG	V;NFIN
παρθένος	virgo	παρθένος	virgo	ADJ;NOM;MASC;SG	N;MASC;SG
παρθένος	virgem	παρθένος	virgem	ADJ;NOM;MASC;SG	N;FEM;SG
παρθένος	virgin	παρθένος	virgin	ADJ;NOM;MASC;SG	N;MASC;SG
παρθένος	virgens	παρθένος	virgem	ADJ;NOM;MASC;SG	N;MASC;PL
παρθένος	virgem	παρθένος	virgem	ADJ;NOM;MASC;SG	N;FEM;SG
λίβανο	líbano	λίβανο	líbano	PROPN;NOM;MASC;SG	N;MASC;SG
πύλου	pilos	πύλος	pilo	PROPN;GEN;FEM;SG	N;MASC;PL
