pietro	pietro	pietro	pietro	PROPN;NOM;SG	N;MASC;SG
lähetetty	publicados	lähettää	publicado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
lähetetty	publicado	lähettää	publicado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
lähetetty	publicada	lähettää	publicado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
georgiassa	georgia	georgia	georgia	N;IN+ESS;SG	ADJ;FEM;SG
uskollinen	fieles	uskollinen	fiel	ADJ;NOM;SG	N;PL
uskollinen	leales	uskollinen	leal	ADJ;NOM;SG	N;PL
uskollinen	fieles	uskollinen	fiel	ADJ;NOM;SG	N;PL
uskollinen	fidelidad	uskollinen	fidelidad	ADJ;NOM;SG	N;FEM;SG
zürich	zürich	zürich	zürich	PROPN;NOM;SG	N;FEM;SG
zürich	zúrich	zürich	zúrich	PROPN;NOM;SG	N;MASC;SG
zürich	zúrich	zürich	zúrich	PROPN;NOM;SG	N;MASC;SG
zürich	zurich	zürich	zurich	PROPN;NOM;SG	N;MASC;SG
gerald	gerald	gerald	gerald	PROPN;NOM;SG	N;SG
valvoa	monitor	valvoa	monitor	V;SG;NFIN;ACT	N;MASC;SG
oppinut	aprendido	oppia	aprender	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
oppinut	erudito	oppia	erudito	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
oppinut	estudioso	oppia	estudioso	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
kriittinen	critica	kriittinen	criticar	ADJ;NOM;SG	V;IND;SG;3;PRS;FIN
kriittinen	críticos	kriittinen	crítico	ADJ;NOM;SG	N;MASC;PL
kriittinen	crítica	kriittinen	crítica	ADJ;NOM;SG	N;FEM;SG
mozart	mozart	mozart	mozart	PROPN;NOM;SG	N;MASC;SG
aikuinen	cultivados	aikuinen	cultivado	ADJ;NOM;SG	ADJ;MASC;PL;V.PTCP
aikuinen	adultos	aikuinen	adulto	ADJ;NOM;SG	N;MASC;PL
obama	obama	obama	obama	PROPN;NOM;SG	N;MASC;SG
keskusteluja	debate	keskustelu	debate	N;PRT;PL	N;MASC;SG
laita	pon	laittaa	pon	V;IMP;SG;2;FIN;ACT	V;IND;SG;2;PRS;FIN
laita	ponga	laittaa	poner	V;IMP;SG;2;FIN;ACT	V;SBJV;SG;3;PRS;FIN
murhasi	asesinado	murhata	asesinado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
murhasi	asesinados	murhata	asesinado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
murhasi	asesinada	murhata	asesinado	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
hampaat	dentadura	hammas	dentadura	N;NOM;PL	N;FEM;SG
hampaat	diente	hammas	diente	N;NOM;PL	N;MASC;SG
tulevia	próximo	tuleva	próximo	ADJ;PRT;PL	ADJ;MASC;SG
tulevia	próximamente	tuleva	próximamente	ADJ;PRT;PL	ADV
todennäköisyys	probabilidades	toden#näköisyys	probabilidad	N;NOM;SG	N;FEM;PL
todennäköisyys	impares	toden#näköisyys	impar	N;NOM;SG	N;MASC;PL
todennäköisyys	probabilidades	toden#näköisyys	probabilidad	N;NOM;SG	N;FEM;PL
kuvattuna	fotografiado	kuvata	fotografiado	V;FRML;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
fantasia	fantasia	fantanen	fantasia	N;PRT;PL	N;FEM;SG
fantasia	fantasía	fantanen	fantasía	N;PRT;PL	N;FEM;SG
fantasia	fantasia	fantanen	fantasia	N;PRT;PL	N;FEM;SG
fantasia	fantasía	fantanen	fantasía	N;PRT;PL	N;FEM;SG
huone	cuarto	huone	cuarto	N;NOM;SG	ADJ;MASC;SG
cool	genial	cool	genial	N;NOM;SG	ADJ;SG
cool	chido	cool	chido	N;NOM;SG	ADJ;MASC;SG;V.PTCP
cool	guay	cool	guay	N;NOM;SG	INTJ
suoritettu	completada	suorittaa	completado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
suoritettu	finalizado	suorittaa	finalizar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
suoritettu	completadas	suorittaa	completado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
suoritettu	completados	suorittaa	completado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
suoritettu	terminado	suorittaa	terminar	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
suoritettu	completado	suorittaa	completado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
suoritettu	cumplida	suorittaa	cumplidar	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
suoritettu	logrado	suorittaa	logrado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
con	estafa	con	estafa	INTJ	N;FEM;SG
graafinen	gráficos	graafinen	gráfico	ADJ;NOM;SG	N;MASC;PL
graafinen	gráficas	graafinen	gráfico	ADJ;NOM;SG	ADJ;FEM;PL
applen	apple	appli	applir	N;GEN;SG	PROPN
pas	pas	pas	pas	INTJ	
iloinen	alegres	iloinen	alegre	ADJ;NOM;SG	ADJ;PL
iloinen	felices	iloinen	feliz	ADJ;NOM;SG	ADJ;PL
iloinen	happy	iloinen	happy	ADJ;NOM;SG	N
matematiikka	mates	matematiikka	mate	N;NOM;SG	N;MASC;PL
matematiikka	matemáticas	matematiikka	matemático	N;NOM;SG	N;FEM;PL
matematiikka	matemático	matematiikka	matemático	N;NOM;SG	ADJ;MASC;SG
matematiikka	matemáticas	matematiikka	matemático	N;NOM;SG	N;FEM;PL
matematiikka	matemática	matematiikka	matemático	N;NOM;SG	ADJ;FEM;SG
matematiikka	aritmética	matematiikka	aritmético	N;NOM;SG	ADJ;FEM;SG
matematiikka	mates	matematiikka	mate	N;NOM;SG	N;MASC;PL
matematiikka	matemáticas	matematiikka	matemático	N;NOM;SG	N;FEM;PL
matematiikka	matemática	matematiikka	matemático	N;NOM;SG	ADJ;FEM;SG
konsensus	consensos	konsensus	consenso	N;NOM;SG	N;MASC;PL
hammer	martillo	hammer	martillo	PROPN;NOM;SG	N;MASC;SG
hammer	hammer	hammer	hammer	PROPN;NOM;SG	N;SG
näyttelyssä	exposiciones	näyttely	exposición	N;IN+ESS;SG	N;FEM;PL
kasvatus	reproductores	kasvatus	reproductor	N;NOM;SG	N;MASC;PL
vuokra	alquiler	vuokra	alquiler	N;NOM;SG	
vuokra	alquileres	vuokra	alquiler	N;NOM;SG	N;MASC;PL
vuokra	alquiler	vuokra	alquiler	N;NOM;SG	
vuokra	alquilar	vuokra	alquilar	N;NOM;SG	V;NFIN
säilyttämistä	retenciones	säilyttäminen	retención	N;PRT;SG	N;FEM;PL
rikas	ricas	rikas	rico	ADJ;NOM;SG	ADJ;FEM;PL
rikas	rich	rikas	rich	ADJ;NOM;SG	PROPN
rikas	ricos	rikas	rico	ADJ;NOM;SG	N;MASC;PL
angelo	angelo	angelo	angelo		N;MASC;SG
angelo	ángelo	angelo	ángelo		N;MASC;SG
mittakaavassa	escalar	mitta#kaava	escalar	N;IN+ESS;SG	V;NFIN
valvonta	controlar	valvonta	controlar	N;NOM;SG	V;NFIN
nathan	nathan	narha	nathar	PROPN;NOM;SG	PROPN
painava	heavy	painava	heavy	ADJ;NOM;SG	N;MASC;SG
painava	pesadas	painava	pesado	ADJ;NOM;SG	ADJ;FEM;PL;V.PTCP
painava	pesados	painava	pesado	ADJ;NOM;SG	ADJ;MASC;PL;V.PTCP
eve	eva	eve	eve	PROPN;NOM;SG	N;FEM;SG
eve	eve	eve	eve	PROPN;NOM;SG	N;FEM;SG
eve	víspera	eve	víspera	PROPN;NOM;SG	N;FEM;SG
taisto	batallas	taisto	batalla	N;NOM;SG	N;FEM;PL
tuhoutunut	destruida	tuhoutua	destruido	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
tuhoutunut	destruidas	tuhoutua	destruido	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
tuhoutunut	destruidos	tuhoutua	destruido	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
tuhoutunut	destruido	tuhoutua	destruido	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
mon	mon	mon	mon	INTJ	N
mon	lun	mon	lun	INTJ	
suositeltu	recomendado	suositella	recomendado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
suositeltu	recomendada	suositella	recomendado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
suositeltu	recomendable	suositella	recomendable	V;NOM;SG;V.PTCP;PASS	ADJ;SG
suositeltu	recomendados	suositella	recomendado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
suositeltu	destacada	suositella	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
suositeltu	destacado	suositella	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
suositeltu	destacados	suositella	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
suositeltu	destacadas	suositella	destacado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
osastolla	ward	osasto	ward	N;AT+ESS
;SG	PROPN
perinteitä	tradición	perinne	tradición	N;PRT;PL	N;FEM;SG
nero	genios	nero	genio	N;NOM;SG	N;MASC;PL
löydä	encuentra	löydä	encontrar	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
löydä	encuentre	löydä	encontrar	V;IMP;SG;2;FIN;ACT	V;SBJV;SG;3;PRS;FIN
löydä	hallazgo	löydä	hallazgo	V;IMP;SG;2;FIN;ACT	N;MASC;SG
löydä	descubra	löydä	descubrir	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
löydä	descubre	löydä	descubrir	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
löydä	descubren	löydä	descubrir	V;IMP;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
ash	cenizas	ash	ceniza	PROPN;NOM;SG	N;FEM;PL
ash	ceniza	ash	cenizar	PROPN;NOM;SG	N;FEM;SG
ash	ash	ash	ash	PROPN;NOM;SG	PROPN
sant	sant	sant	santo	PROPN;NOM;SG	PROPN
carmen	carmen	carmen	carmen		N;MASC;SG
perhonen	mariposas	perhonen	mariposo	N;NOM;SG	N;FEM;PL
faith	faith	faith	faith		N
faith	fe	faith	fe		N;FEM;SG
faith	fé	faith	fé		
tunisia	túnez	tuninen	túnez	N;NOM;PL	N;MASC;SG
tunisia	túnez	tuninen	túnez	N;NOM;PL	N;MASC;SG
viiva	line	viiva	line	N;NOM;SG	
uudistus	reformar	uudistus	reformar	N;NOM;SG	V;NFIN
uudistus	reformas	uudistus	reforma	N;NOM;SG	N;FEM;PL
yhdistäminen	fusionar	yhdistäminen	fusionar	N;NOM;SG	V;NFIN
yhdistäminen	combinar	yhdistäminen	combinar	N;NOM;SG	V;NFIN
yhdistäminen	fusionar	yhdistäminen	fusionar	N;NOM;SG	V;NFIN
yhdistäminen	fusionado	yhdistäminen	fusionado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
yhdistäminen	conectando	yhdistäminen	conectar	N;NOM;SG	V;V.MSDR
yhdistäminen	conectarse	yhdistäminen	conectarse	N;NOM;SG	V;SBJV;SG;3;IPFV;FIN
yhdistäminen	conectar	yhdistäminen	conectar	N;NOM;SG	V;NFIN
vieraita	desconocidos	vieras	desconocido	N;PRT;PL	ADJ;MASC;PL;V.PTCP
vieraita	extraños	vieras	extraño	N;PRT;PL	ADJ;MASC;PL
varattiin	reservado	varata	reservado	V;IND;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
ragnar	ragnar	ragnar	ragnar	PROPN;NOM;SG	N;SG
bradley	bradley	bradley	bradley	PROPN;NOM;SG	N;MASC;SG
tietoinen	conscientes	tietoinen	consciente	ADJ;NOM;SG	ADJ;PL
tietoinen	conscientes	tietoinen	consciente	ADJ;NOM;SG	ADJ;PL
brock	brock	brock	brock	PROPN;NOM;SG	N;SG
über	über	über	über	INTJ	PROPN
lausutaan	pronunciado	lausua	pronunciado	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
lausutaan	pronunciados	lausua	pronunciado	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
lausutaan	pronunciada	lausua	pronunciado	V;IND;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
toimitus	envio	toimitus	envio	N;NOM;SG	V;IND;SG;3;PRS;FIN
toimitus	envíos	toimitus	envío	N;NOM;SG	N;MASC;PL
toimitus	entregas	toimitus	entrega	N;NOM;SG	N;FEM;PL
perusteltu	justificados	perustella	justificado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
perusteltu	justificadas	perustella	justificado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
perusteltu	justificada	perustella	justificado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
perusteltu	justificado	perustella	justificado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
perusteltu	justificado	perustella	justificado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
perusteltu	justificable	perustella	justificable	V;NOM;SG;V.PTCP;PASS	ADJ;SG
perusteltu	legítimas	perustella	legítima	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;PL
perusteltu	legítima	perustella	legítimo	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG
perusteltu	legítimo	perustella	legítimo	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG
perusteltu	legítimos	perustella	legítimo	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;PL
perusteltu	motivado	perustella	motivado	V;NOM;SG;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
perusteltu	motivada	perustella	motivado	V;NOM;SG;V.PTCP;PASS	ADJ;FEM;SG;V.PTCP
ilmiötä	fenómenos	ilmiö	fenómeno	N;PRT;SG	N;MASC;PL
draama	dramática	draama	dramático	N;NOM;SG	ADJ;FEM;SG
draama	dramático	draama	dramático	N;NOM;SG	ADJ;MASC;SG
etniset	étnico	etninen	étnico	ADJ;NOM;PL	ADJ;MASC;SG
etniset	etnias	etninen	etnia	ADJ;NOM;PL	N;FEM;PL
etniset	étnica	etninen	étnico	ADJ;NOM;PL	ADJ;FEM;SG
etniset	etnia	etninen	etnia	ADJ;NOM;PL	N;FEM;SG
kaasun	gases	kaasu	gas	N;GEN;SG	N;MASC;PL
kaipaa	necesidades	kaivata	necesidad	V;IMP;SG;2;FIN;ACT	N;FEM;PL
kaipaa	necesita	kaivata	necesitar	V;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
kaipaa	extraña	kaivata	extraño	V;IMP;SG;2;FIN;ACT	ADJ;FEM;SG
kaipaa	falla	kaivata	fallar	V;IMP;SG;2;FIN;ACT	N;FEM;SG
jens	jens	jensä	jens	PROPN;NOM;SG	N;MASC;SG
utah	utah	utah	utah	PROPN;NOM;SG	N;MASC;SG
haku	buscar	haku	buscar	N;NOM;SG	V;NFIN
haku	busque	haku	buscar	N;NOM;SG	V;IMP;SG;3;FIN
holland	holanda	holland	holanda		N;FEM;SG
holland	holland	holland	holland		N;MASC;PL
pimeä	dark	pimeä	dark	ADJ;NOM;SG	N
pimeä	oscuridad	pimeä	oscuridad	ADJ;NOM;SG	N;FEM;SG
pimeä	oscuros	pimeä	oscuro	ADJ;NOM;SG	ADJ;MASC;PL
shanghai	shanghai	shanghai	shanghai	PROPN;NOM;SG	N;MASC;SG
shanghai	shangai	shanghai	shangai	PROPN;NOM;SG	N;MASC;SG
shanghai	shanghái	shanghai	shanghái	PROPN;NOM;SG	N;MASC;PL
sallii	permisos	sallia	permiso	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
nash	nash	nash	nash	PROPN;NOM;SG	PROPN
käännöksiä	traducción	käännös	traducción	N;PRT;PL	N;FEM;SG
rush	rush	rush	rush		N
iskujen	ataca	isku	atacar	N;GEN;PL	V;IND;SG;3;PRS;FIN
hood	capucha	hood	capucha	PROPN;NOM;SG	N;FEM;SG
hood	hood	hood	hood	PROPN;NOM;SG	N;MASC;SG
hood	capó	hood	capar	PROPN;NOM;SG	N;MASC;SG
avain	llaves	avain	llave	N;NOM;SG	N;FEM;PL
avain	claves	avain	clave	N;NOM;SG	N;FEM;PL
avain	key	avain	key	N;NOM;SG	
pohjaa	inferior	pohja	inferior	N;PRT;SG	ADJ;SG
piirtää	empate	piirtää	empate	V;IND;SG;FIN;ACT	N;MASC;SG
piirtää	sorteo	piirtää	sorteo	V;IND;SG;FIN;ACT	N;MASC;SG
piirtää	dibujo	piirtää	dibujo	V;IND;SG;FIN;ACT	N;MASC;SG
rikollinen	criminales	rikollinen	criminal	ADJ;NOM;SG	N;PL
rikollinen	penales	rikollinen	penal	ADJ;NOM;SG	ADJ;PL
rikollinen	delincuente	rikollinen	delincuente	ADJ;NOM;SG	N;SG
kirjastossa	bibliotecas	kirjasto	biblioteca	N;IN+ESS;SG	N;FEM;PL
kirkkaus	resplandor	kirkkaus	resplandor	N;NOM;SG	V;V.MSDR
aito	reales	aito	real	ADJ;NOM;SG	ADJ;PL
aito	genuinos	aito	genuino	ADJ;NOM;SG	ADJ;MASC;PL
aito	auténticos	aito	auténtico	ADJ;NOM;SG	ADJ;MASC;PL
aito	legítimas	aito	legítima	ADJ;NOM;SG	ADJ;FEM;PL
aito	legítimos	aito	legítimo	ADJ;NOM;SG	ADJ;MASC;PL
muuri	murallas	muuri	muralla	N;NOM;SG	N;FEM;PL
lisääntynyt	aumentado	lisääntyä	aumentar	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
lisääntynyt	aumento	lisääntyä	aumento	V;NOM;SG;V.PTCP;ACT	N;MASC;SG
lisääntynyt	incrementado	lisääntyä	incrementado	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
lisääntynyt	aumentada	lisääntyä	aumentar	V;NOM;SG;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
munat	huevo	muna	huevo	N;NOM;PL	N;MASC;SG
munat	huevo	muna	huevo	N;NOM;PL	N;MASC;SG
munat	óvulo	muna	óvulo	N;NOM;PL	N;MASC;SG
beverly	beverly	beverly	beverly	PROPN;NOM;SG	N;MASC;SG
tulokas	novata	tulokas	novata	N;NOM;SG	ADJ;FEM;SG
elli	elli	elli	él	N;NOM;SG	
shane	shane	shane	shane	PROPN;NOM;SG	PROPN
tuomioistuin	juzgado	tuomio#istuin	juzgado	N;NOM;SG	ADJ;MASC;SG;V.PTCP
tuomioistuin	tribunales	tuomio#istuin	tribunal	N;NOM;SG	N;MASC;PL
tuomioistuin	corte	tuomio#istuin	corte	N;NOM;SG	
birger	birger	birger	birger	PROPN;NOM;SG	N;MASC;SG
libanonin	libanesa	libanon	libanés	N;GEN;SG	ADJ;FEM;SG
libanonin	libaneses	libanon	libanés	N;GEN;SG	N;MASC;PL
berger	berger	berger	berger	PROPN;NOM;SG	PROPN
nigel	nigel	nigel	nigel	PROPN;NOM;SG	N;SG
nestettä	fluido	neste	fluido	N;PRT;SG	ADJ;MASC;SG;V.PTCP
nestettä	fluida	neste	fluida	N;PRT;SG	ADJ;FEM;SG;V.PTCP
nestettä	fluidos	neste	fluido	N;PRT;SG	N;MASC;PL
nestettä	liquido	neste	liquido	N;PRT;SG	ADJ;MASC;SG
nestettä	líquida	neste	líquido	N;PRT;SG	ADJ;FEM;SG
nestettä	líquidos	neste	líquido	N;PRT;SG	N;MASC;PL
ranskalaisia	francés	ranska#lainen	francés	N;PRT;PL	N;MASC;SG
ranskalaisia	francesa	ranska#lainen	francés	N;PRT;PL	ADJ;FEM;SG
alueelliset	territorial	alueellinen	territorial	ADJ;NOM;PL	ADJ;SG
alueelliset	regional	alueellinen	regional	ADJ;NOM;PL	ADJ;SG
yötä	nocturno	yö	nocturno	N;PRT;SG	ADJ;MASC;SG
yötä	noches	yö	noche	N;PRT;SG	N;FEM;PL
carol	carol	carol	carol	PROPN;NOM;SG	PROPN
polttaa	quemaduras	polttaa	quemadura	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
polttaa	burns	polttaa	burn	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
polttaa	burn	polttaa	burn	V;IND;SG;3;PRS;FIN;ACT	N
polttaa	quemadura	polttaa	quemadura	V;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
polttaa	burning	polttaa	burning	V;IND;SG;3;PRS;FIN;ACT	N;SG
polttaa	humo	polttaa	humo	V;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
polttaa	humos	polttaa	humo	V;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
mar	mar	mar	mar		N;SG
vapautuu	liberados	vapautua	liberado	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL;V.PTCP
vapautuu	liberada	vapautua	liberado	V;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG;V.PTCP
vapautuu	lanzado	vapautua	lanzado	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
vapautuu	liberado	vapautua	liberado	V;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG;V.PTCP
olivier	olivier	olivier	olivier	PROPN;NOM;SG	PROPN
triple	triples	triple	triple		N;MASC;PL
triple	triple	triple	triple		NUM
pystyssä	standing	pystyssä	standing	ADV	
pystyssä	parados	pystyssä	parado	ADV	N;MASC;PL
liha	carnes	liha	carne	N;NOM;SG	N;FEM;PL
rikhard	richard	rikhard	richard	N;NOM;SG	PROPN
nesteen	fluido	neste	fluido	N;GEN;SG	ADJ;MASC;SG;V.PTCP
nesteen	fluida	neste	fluida	N;GEN;SG	ADJ;FEM;SG;V.PTCP
nesteen	fluidos	neste	fluido	N;GEN;SG	N;MASC;PL
nesteen	liquido	neste	liquido	N;GEN;SG	ADJ;MASC;SG
nesteen	líquida	neste	líquido	N;GEN;SG	ADJ;FEM;SG
nesteen	líquidos	neste	líquido	N;GEN;SG	N;MASC;PL
holm	holm	holm	holm	PROPN;NOM;SG	PROPN
kieltäytyy	negarse	kieltäytyä	negarse	V;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
youngin	jóven	young	jóven	PROPN;GEN;SG	ADJ;SG
youngin	jovenes	young	joven	PROPN;GEN;SG	N;PL
youngin	young	young	young	PROPN;GEN;SG	PROPN
youngin	joven	young	joven	PROPN;GEN;SG	N;SG
youngin	jóvenes	young	joven	PROPN;GEN;SG	N;PL
älykäs	inteligentes	älykäs	inteligente	ADJ;NOM;SG	ADJ;PL
älykäs	inteligentes	älykäs	inteligente	ADJ;NOM;SG	ADJ;PL
älykäs	inteligentes	älykäs	inteligente	ADJ;NOM;SG	ADJ;PL
älykäs	smart	älykäs	smart	ADJ;NOM;SG	N
automaattinen	auto	automaattinen	auto	ADJ;NOM;SG	N;MASC;SG
automaattinen	automatica	automaattinen	automatico	ADJ;NOM;SG	N;FEM;SG
automaattinen	automatizados	automaattinen	automatizado	ADJ;NOM;SG	ADJ;MASC;PL;V.PTCP
tumman	dark	tumma	dark	ADJ;GEN;SG	N
tumman	oscuridad	tumma	oscuridad	ADJ;GEN;SG	N;FEM;SG
tumman	oscuros	tumma	oscuro	ADJ;GEN;SG	ADJ;MASC;PL
etninen	etnia	etninen	etnia	ADJ;NOM;SG	N;FEM;SG
etninen	etnias	etninen	etnia	ADJ;NOM;SG	N;FEM;PL
etninen	etnias	etninen	etnia	ADJ;NOM;SG	N;FEM;PL
etninen	étnicos	etninen	étnico	ADJ;NOM;SG	ADJ;MASC;PL
etninen	étnicas	etninen	étnico	ADJ;NOM;SG	ADJ;FEM;PL
etninen	etnia	etninen	etnia	ADJ;NOM;SG	N;FEM;SG
césar	césar	césar	césar	PROPN;NOM;SG	PROPN
hypännyt	saltado	hypätä	saltar	V;NOM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
halu	deseo	halu	desear	N;NOM;SG	V;IND;SG;1;PRS;FIN
palace	palacio	palace	palacio		N;MASC;SG
palace	palace	palace	palace		N;MASC;SG
tanssia	baile	tanssia	baile	V;SG;NFIN;ACT	N;MASC;SG
tanssia	bailes	tanssia	bail	V;SG;NFIN;ACT	N;MASC;PL
tanssia	danza	tanssia	danza	V;SG;NFIN;ACT	N;FEM;SG
tanssia	baile	tanssia	baile	V;SG;NFIN;ACT	N;MASC;SG
tanssia	bailes	tanssia	bail	V;SG;NFIN;ACT	N;MASC;PL
tanssia	danza	tanssia	danza	V;SG;NFIN;ACT	N;FEM;SG
sol	sol	solla	sol	PROPN;NOM;SG	N;MASC;SG
beethoven	beethoven	beethon	beethoven	PROPN;NOM;SG	N;FEM;SG
seine	sena	seine	sena	INTJ	N;MASC;SG
seine	seine	seine	seine	INTJ	PROPN
lehdistö	presione	lehdistö	presionar	N;NOM;SG	V;SBJV;SG;3;FIN
lehdistö	prensas	lehdistö	prensa	N;NOM;SG	N;FEM;PL
vanki	prisioneros	vanki	prisionero	N;NOM;SG	N;MASC;PL
vanki	reclusos	vanki	recluso	N;NOM;SG	N;MASC;PL
chrysler	chrysler	chrysler	chrysler		N;MASC;SG
koulut	escuela	koulu	escuela	N;NOM;PL	N;FEM;SG
äänesti	votada	äänestää	votado	V;IND;SG;3;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
äänesti	votado	äänestää	votado	V;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
iskuja	sopla	isku	soplar	N;PRT;PL	V;IND;SG;3;PRS;FIN
islanti	islandia	islanti	islandia	N;NOM;SG	ADJ;FEM;SG
queens	reinas	queens	reina		N;FEM;PL
queens	queens	queens	queens		N;SG
taistelevat	combates	taistella	combate	V;IND;PL;3;PRS;FIN;ACT	N;MASC;PL
taistelevat	peleas	taistella	pelea	V;IND;PL;3;PRS;FIN;ACT	N;FEM;PL
taistelevat	lucha	taistella	lucha	V;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
taistelevat	fighting	taistella	fighting	V;IND;PL;3;PRS;FIN;ACT	N
jatkuvaa	constantes	jatkuva	constante	ADJ;PRT;SG	ADJ;PL
jatkuvaa	continuas	jatkuva	continuo	ADJ;PRT;SG	ADJ;FEM;PL
vegas	vegas	vegas	vega		N;FEM;PL
hakee	búsquedas	hakea	búsqueda	V;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
dublin	dublín	dublin	dublín		N;MASC;SG
dublin	dublin	dublin	dublin		N;MASC;SG
vaihtoehtoisia	alternativo	vaihto#ehtoinen	alternativo	ADJ;PRT;PL	ADJ;MASC;SG
vaihtoehtoisia	alternativa	vaihto#ehtoinen	alternativa	ADJ;PRT;PL	N;FEM;SG
lauantaina	sábados	lauantai	sábado	N;FRML;SG	N;MASC;PL
lauantaina	sabado	lauantai	sabar	N;FRML;SG	ADJ;MASC;SG;V.PTCP
philipp	philipp	philipp	philipp	PROPN;NOM;SG	N;MASC;SG
luokitus	calificar	luokitus	calificar	N;NOM;SG	V;NFIN
hedelmät	fruto	hedelmä	fruto	N;NOM;PL	N;MASC;SG
hedelmät	fruta	hedelmä	fruta	N;NOM;PL	N;FEM;SG
hedelmät	fruta	hedelmä	fruta	N;NOM;PL	N;FEM;SG
säteilyä	radiaciones	säteily	radiación	N;PRT;SG	N;FEM;PL
