loại	type	loại	type	N	
sai	λάθος	sai	λάθος	ADJ	N;NOM;NEUT;SG
sai	ψευδή	sai	ψευδή	ADJ	PRO;NOM;FEM;SG;3
sai	λάθος	sai	λάθος	ADJ	N;NOM;NEUT;SG
sai	σφάλμα	sai	σφάλμα	ADJ	N;NOM;NEUT;SG
sửa	επεξεργασία	sửa	επεξεργασία	V	
sửa	διόρθωση	sửa	διόρθωση	V	N;ACC;FEM;SG
tuyển	πρόσληψη	tuyển	πρόσληψη	V	N;ACC;FEM;SG
tuyển	προσλήψεις	tuyển	πρόσληψη	V	N;NOM;FEM;PL
tuyển	μίσθωση	tuyển	μίσθωση	V	N;NOM;FEM;SG
tuyển	μίσθωση	tuyển	μίσθωση	V	N;NOM;FEM;SG
trương	cheung	trương	cheung	N	
trương	ζανγκ	trương	ζανγκ	N	
nặng	βαρύ	nặng	βαρύς	ADJ	N;NOM;NEUT;SG
nặng	βαριά	nặng	βαριός	ADJ	ADV
mức	level	mức	level	N	
isbn	isbn	isbn	isbn		N
trắng	λευκός	trắng	λευκός	N	ADJ;NOM;MASC;SG
trắng	λευκή	trắng	λευκός	N	ADJ;NOM;FEM;SG
đọc	ανάγνωση	đọc	ανάγνωση	V	N;NOM;FEM;SG
đọc	διαβάστε	đọc	διαβάζω	V	N
đọc	ανάγνωση	đọc	ανάγνωση	V	N;NOM;FEM;SG
đọc	διάβασμα	đọc	διάβασμα	V	N;NOM;NEUT;SG
đọc	les	đọc	les	V	
xung	παρόρμηση	xung	παρόρμηση	V	N;ACC;FEM;SG
xung	συγκρούσεις	xung	σύγκρουση	V	N;NOM;FEM;PL
xung	σύγκρουση	xung	σύγκρουση	V	N;NOM;FEM;SG
xung	σύρραξη	xung	σύρραξη	V	N;ACC;FEM;SG
quý	πολύτιμος	quý	πολύτιμος	N	ADJ;NOM;MASC;SG
quý	πολύτιμο	quý	πολύτιμο	N	ADJ;NOM;NEUT;SG
quý	πολύτιμη	quý	πολύτιμος	N	ADJ;NOM;FEM;SG
quý	πολύτιμοι	quý	πολύτιμος	N	ADJ;NOM;MASC;PL
quý	πολύτιμα	quý	πολύτιμα	N	ADV
quý	quarter	quý	quarter	N	
hưng	κρέμασε	hưng	κραμώνω	N	V;PFV;IND;SG;3;PST;FIN;ACT
luyện	επιμόρφωση	luyện	επιμόρφωση	V	N;ACC;FEM;SG
luyện	εκπαίδευση	luyện	εκπαίδευση	V	N;ACC;FEM;SG
luyện	κατάρτισης	luyện	κατάρτιση	V	N;GEN;FEM;SG
luyện	κατάρτιση	luyện	κατάρτιση	V	N;ACC;FEM;SG
luyện	προπόνηση	luyện	προπόνηση	V	N;ACC;FEM;SG
thật	πραγματικός	thật	πραγματικός	PART	ADJ;NOM;MASC;SG
thật	πραγματικό	thật	πραγματικός	PART	ADJ;NOM;NEUT;SG
thật	ρεάλ	thật	ρεάλ	PART	
thật	αληθινά	thật	αληθινός	PART	ADV
thật	αληθές	thật	αληθή	PART	N;NOM;NEUT;SG
thật	αληθεια	thật	αληθεια	PART	N;NOM;FEM;SG
thật	αληθινή	thật	αληθινός	PART	ADJ;NOM;FEM;SG
thật	αλήθεια	thật	αλήθεια	PART	N;NOM;FEM;SG
thật	αλήθεια	thật	αλήθεια	PART	N;NOM;FEM;SG
thật	πραγματικά	thật	πραγματικά	PART	ADV
thật	αλήθεια	thật	αλήθεια	PART	N;NOM;FEM;SG
kéo	ψαλίδια	kéo	ψαλίδιο	V	N;NOM;NEUT;PL
kéo	ψαλίδι	kéo	ψαλίδι	V	N;NOM;NEUT;SG
kéo	τζούρα	kéo	τζούρα	V	N;NOM;FEM;SG
đen	μαύρα	đen	μαύρας	ADJ	N;NOM;NEUT;PL
đen	μαύρος	đen	μαύρος	ADJ	N;NOM;MASC;SG
đen	μαυρο	đen	μαυρος	ADJ	N;NOM;NEUT;SG
đen	μαύρο	đen	μαύρος	ADJ	N;NOM;NEUT;SG
xin	παρακαλώ	xin	παρακαλώ	V	N;VOC;FEM;SG
saint	αγία	saint	αγία		PROPN;NOM;FEM;SG
saint	αγιος	saint	αγιος		DET;NOM;DEF;MASC;SG
saint	άγιος	saint	άγιος		ADJ;NOM;MASC;SG
trời	ουρανός	trời	ουρανός	N	ADJ;NOM;MASC;SG
trời	s	trời	s	N	
trời	σκάι	trời	σκάι	N	
ngắn	σύντομο	ngắn	σύντομο	ADJ	N;NOM;NEUT;SG
ngắn	σύντομη	ngắn	σύντομος	ADJ	N;NOM;FEM;SG
ngắn	σύντομος	ngắn	σύντομος	ADJ	N;NOM;MASC;SG
trả	πληρωμή	trả	πληρωμή	V	N;NOM;FEM;SG
niệm	αναμνηστικά	niệm	αναμνηστικά	V	ADV
niệm	σουβενίρ	niệm	σουβενίρ	V	N;NOM;NEUT;PL
lao	λάο	lao	λάος		N;NOM;MASC;SG
luôn	πάντα	luôn	πάντα		ADV
luôn	πάντοτε	luôn	πάντοτε		ADV
luôn	παντα	luôn	παντα		ADV
côn	ακόμη	côn	ακόμα	N	ADV
côn	ακομα	côn	ακομα	N	ADV
côn	ακόμα	côn	ακόμα	N	ADV
phúc	τζέισον	phúc	τζέισον	N	
phúc	jason	phúc	jason	N	
phúc	ευτυχής	phúc	ευτυχής	N	ADJ;NOM;MASC;SG
phúc	ευτυχισμένη	phúc	ευτυχίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
phúc	χαρούμενος	phúc	χαρούμενος	N	ADJ;NOM;MASC;SG
phúc	χαρούμενη	phúc	χαρούμενος	N	ADJ;NOM;FEM;SG
phúc	ευτυχισμένος	phúc	ευτυχισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
sâu	βαθύς	sâu	βαθύς	ADJ	N;NOM;MASC;SG
sâu	βαθιά	sâu	βαθύς	ADJ	ADV
sâu	βαθύ	sâu	βαθύς	ADJ	N;NOM;NEUT;SG
khó	σκληρά	khó	σκληρά	ADJ	ADV
khó	δύσκολα	khó	δύσκολα	ADJ	ADV
cục	προεδρείο	cục	προεδρείο		N;NOM;NEUT;SG
cục	f	cục	f		
cục	έξτρα	cục	έξτρο		N
cục	extra	cục	extra		
kịch	δραματικά	kịch	δραματικά	N	ADV
kịch	δραματικός	kịch	δραματικός	N	ADJ;NOM;MASC;SG
kịch	δραματικό	kịch	δραματικός	N	ADJ;NOM;NEUT;SG
kịch	δραματική	kịch	δραματικός	N	ADJ;NOM;FEM;SG
phường	γουόρντ	phường	γουόρντ	N	
ngọc	τζέιντ	ngọc	τζέιντ	N	
club	club	club	club		
club	κλάμπ	club	κλάμπ		
club	λέσχη	club	λέσχω		N;NOM;FEM;SG
club	κλαμπ	club	κλαμπ		
top	κορυφαία	top	κορυφαία		ADV
top	τοπ	top	τοπ		N
top	top	top	top		
top	κορυφή	top	κορυφή		N;ACC;FEM;SG
tải	φόρτωση	tải	φόρτωση	V	N;ACC;FEM;SG
tải	φορτίο	tải	φορτίο	V	N;NOM;NEUT;SG
tải	φόρτωση	tải	φόρτωση	V	N;ACC;FEM;SG
tải	φόρτωσης	tải	φόρτωση	V	N;GEN;FEM;SG
wikipedia	wikipedia	wikipedia	wikipedia	V	
bốn	four	bốn	four	NUM	
bốn	τεσσερα	bốn	τέσσερις	NUM	N;NOM;NEUT;PL
phật	νικήσει	phật	νικώ	N	V;PFV;NFIN;ACT
nghi	ύποπτοι	nghi	ύποπτος	V	ADJ;NOM;MASC;PL
nghi	ύποπτους	nghi	ύποπτος	V	ADJ;NOM;MASC;PL
nghi	υπόπτους	nghi	ύποπτος	V	ADJ;NOM;MASC;PL
nghi	ύποπτος	nghi	ύποπτος	V	ADJ;NOM;MASC;SG
nghi	ύποπτο	nghi	ύποπτος	V	ADJ;NOM;NEUT;SG
nghi	ύποπτη	nghi	ύποπτος	V	ADJ;NOM;FEM;SG
nghi	αμφίβολο	nghi	αμφίβολο	V	ADJ;NOM;NEUT;SG
thừa	αποφάγια	thừa	αποφάγιο	ADJ	N;NOM;NEUT;PL
thừa	απομεινάρια	thừa	απομεινάριο	ADJ	N;NOM;NEUT;PL
thừa	ρίνο	thừa	ρίνο	ADJ	
thừa	ρήνο	thừa	ρήνο	ADJ	PROPN;ACC;MASC;SG
thừa	περιττό	thừa	περιττό	ADJ	N;NOM;NEUT;SG
thừa	κληρονόμησε	thừa	κληρονομώ	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
buộc	force	buộc	force	V	
buộc	δύναμη	buộc	δύναμη	V	N;ACC;FEM;SG
caps	κεφαλαία	caps	κεφαλαία		N;NOM;NEUT;PL
caps	καπάκια	caps	καπάκι		N;NOM;NEUT;PL
đăng	post	đăng	post	V	
đăng	δημοσίευση	đăng	δημοσίευση	V	N;NOM;FEM;SG
đăng	ποστ	đăng	ποστ	V	N;NOM;NEUT;SG
đăng	απόσπαση	đăng	απόσπαση	V	N;ACC;FEM;SG
đăng	δημοσίευση	đăng	δημοσίευση	V	N;NOM;FEM;SG
đăng	δημοσίευση	đăng	δημοσίευση	V	N;NOM;FEM;SG
kiếm	ξίφη	kiếm	ξίφος	V	N;NOM;NEUT;PL
kiếm	σπαθιά	kiếm	σπαθύς	V	N;NOM;NEUT;PL
kiếm	σπαθί	kiếm	σπαθί	V	N;NOM;NEUT;SG
kiếm	ξίφος	kiếm	ξίφος	V	N;NOM;NEUT;SG
hiểu	κατανοητό	hiểu	κατανοητός	V	ADJ;NOM;NEUT;SG
bụng	στομάχι	bụng	στομάχι	ADJ	N;NOM;NEUT;SG
bụng	κοιλιά	bụng	κοιλιός	ADJ	N;NOM;FEM;SG
bụng	μπέλι	bụng	μπέλι	ADJ	N
bụng	κοιλιά	bụng	κοιλιός	ADJ	N;NOM;FEM;SG
bụng	κοιλία	bụng	κοιλία	ADJ	N;NOM;FEM;SG
nuôi	pet	nuôi	pet	V	
nuôi	κατοικίδιο	nuôi	κατοικίδιο	V	N;NOM;NEUT;SG
nuôi	ζωάκι	nuôi	ζωάκι	V	N;NOM;NEUT;SG
nuôi	αύξηση	nuôi	αύξηση	V	N;NOM;FEM;SG
thú	ζωολογικό	thú	ζωολογικός	N	ADJ;NOM;NEUT;SG
đạn	πυρομαχικά	đạn	πυρομαχικά	N	ADV
đầy	full	đầy	full	ADJ	
đầy	πλήρες	đầy	πλήρης	ADJ	N;NOM;NEUT;SG
xóa	αφαίρεση	xóa	αφαίρεση	V	N;ACC;FEM;SG
xóa	διαγραφή	xóa	διαγραφή	V	ADV
xóa	διαγραφή	xóa	διαγραφή	V	ADV
trao	απονομή	trao	απονομή	V	N;ACC;FEM;SG
vừa	μέτρια	vừa	μέτρι		N;NOM;FEM;SG
vừa	μεσαία	vừa	μεσαίος		ADV
vừa	μεσαίο	vừa	μεσαίος		N;NOM;NEUT;SG
vừa	μέσο	vừa	μέσος		N;ACC;NEUT;SG
vừa	μέτρια	vừa	μέτρι		N;NOM;FEM;SG
vừa	μέτριος	vừa	μέτριος		ADJ;NOM;MASC;SG
vừa	μέτριο	vừa	μέτριο		N;NOM;NEUT;SG
thử	τεστ	thử	τεστ	V	N;NOM;NEUT;SG
thử	δοκιμασία	thử	δοκιμασία	V	N;ACC;FEM;SG
thử	δοκιμή	thử	δοκιμή	V	N;NOM;FEM;SG
brasil	βραζιλία	brasil	βραζιλία	N	PROPN;ACC;FEM;SG
brasil	brasil	brasil	brasil	N	
john	τζων	john	τζων	N	
john	τζον	john	τζο	N	
john	john	john	john	N	
john	ιωάννης	john	ιωάννης	N	PROPN;NOM;MASC;SG
lược	περιεκτικό	lược	περιεκτικός	N	ADJ;NOM;NEUT;SG
lược	inv	lược	inv	N	
paris	paris	paris	paris		
paris	πάρις	paris	πάρις		PROPN;NOM;MASC;SG
paris	παρίσι	paris	παρίσι		PROPN;NOM;NEUT;SG
tội	ένοχοι	tội	ένοχος	N	ADJ;NOM;MASC;PL
tội	ένοχος	tội	ένοχος	N	ADJ;NOM;MASC;SG
tội	ένοχη	tội	ένοχος	N	ADJ;NOM;FEM;SG
tội	αθώα	tội	αθώα	N	ADV
tội	αθώος	tội	αθώος	N	ADJ;NOM;MASC;SG
tội	αθώοι	tội	αθώοι	N	ADJ;NOM;MASC;PL
tội	αθώο	tội	αθώο	N	ADJ;NOM;NEUT;SG
tầng	level	tầng	level	N	
liệt	λαμπ	liệt	λαμπ	N	
liệt	παράλυτος	liệt	παράλυτος	N	ADJ;NOM;MASC;SG
liệt	παραλύσει	liệt	παραλύω	N	V;PFV;NFIN;ACT
băng	πάγο	băng	πάγος	N	ADV
băng	ice	băng	ice	N	
mua	αγορα	mua	αγορά	V	N;NOM;FEM;SG
mua	αγορά	mua	αγορά	V	N;ACC;FEM;SG
bật	ενεργοποίηση	bật	ενεργοποίηση	V	N;ACC;FEM;SG
tái	ανακατασκευή	tái	ανακατασκευή		N;NOM;FEM;SG
khối	block	khối	block	N	
hiến	θυσίασε	hiến	θυσιάζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
hiến	θυσιάστηκε	hiến	θυσιάζω	N	V;PFV;IND;SG;3;PST;FIN;PASS
chiếu	σκάκι	chiếu	σκάκι	V	N;NOM;NEUT;SG
chùa	τεμπλ	chùa	τεμπλ	N	
ist	ist	ist	ist		
york	γιορκ	york	γιορκ	N	
york	υόρκη	york	υόρκη	N	PROPN;NOM;FEM;SG
york	york	york	york	N	
huấn	θεωρητικές	huấn	θεωρητικός	V	ADJ;NOM;FEM;PL
huấn	θεωρητικά	huấn	θεωρητικός	V	ADV
huấn	θεωρητικό	huấn	θεωρητικός	V	ADJ;NOM;NEUT;SG
huấn	θεωρητική	huấn	θεωρητικός	V	ADJ;NOM;FEM;SG
vườn	garden	vườn	garden	N	
group	όμιλος	group	όμιλος		N;NOM;MASC;SG
group	ομαδα	group	ομαδα		N;NOM;FEM;SG
group	group	group	group		
group	ομάδα	group	ομάδα		N;ACC;FEM;SG
tần	κιν	tần	κιν	N	
loạt	περιφέρεια	loạt	περιφέρεια		N;NOM;FEM;SG
loạt	περιοχή	loạt	περιοχή		N;NOM;FEM;SG
loạt	έκταση	loạt	έκταση		N;ACC;FEM;SG
loạt	εμβαδόν	loạt	εμβαδόν		N;NOM;NEUT;SG
loạt	περιοχή	loạt	περιοχή		N;NOM;FEM;SG
loạt	περιοχη	loạt	περιοχος		N;NOM;FEM;SG
team	ομαδα	team	ομαδα		N;NOM;FEM;SG
team	ομάδα	team	ομάδα		N;ACC;FEM;SG
khóa	λοκ	khóa	λοκ	N	
khóa	κλειδωμένος	khóa	κλειδωμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
khóa	κλειδωμένη	khóa	κλειδω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
khóa	κλειδωμένα	khóa	κλειδω	N	ADJ;NOM;NEUT;PL
khóa	κλειδώθηκε	khóa	κλειδώνω	N	V;PFV;IND;SG;3;PST;FIN;PASS
khóa	κλειδωμένο	khóa	κλειδω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
suy	σκέψεις	suy	σκέψη	V	N;NOM;FEM;PL
thuốc	ιατρική	thuốc	ιατρικός	N	ADJ;NOM;FEM;SG
đích	προορισμός	đích	προορισμός		N;NOM;MASC;SG
đích	προορισμό	đích	προορισμός		N;ACC;MASC;SG
đúng	σωστα	đúng	σωστα	ADJ	ADV
đúng	δεξιά	đúng	δεξιά	ADJ	ADV
đúng	σωστά	đúng	σωστά	ADJ	ADV
đúng	αληθές	đúng	αληθή	ADJ	N;NOM;NEUT;SG
đúng	αληθεια	đúng	αληθεια	ADJ	N;NOM;FEM;SG
đúng	αλήθεια	đúng	αλήθεια	ADJ	N;NOM;FEM;SG
đúng	σωστά	đúng	σωστά	ADJ	ADV
hymenoptera	υμενόπτερα	hymenoptera	υμενόπ	N	ADV
ngân	bank	ngân	bank	N	
siêu	σούπερ	siêu	σούπερ		N;FEM;SG
siêu	super	siêu	super		
siêu	υπερ	siêu	υπερ		ADP
siêu	σουπερ	siêu	σουπερ		N;NOM;SG
siêu	μεταδεδομένων	siêu	μεταδεδόμενος		N;GEN;NEUT;PL
siêu	μεταδεδομένα	siêu	μεταδεδομένος		N;NOM;NEUT;PL
iucn	iucn	iucn	iucn	N	
vây	πτερύγιο	vây	πτερύγιο	V	N;NOM;NEUT;SG
vây	fin	vây	fin	V	
vây	φιν	vây	φιν	V	
vây	αντοχή	vây	αντοχή	V	N;ACC;FEM;SG
vây	αντίστασης	vây	αντίσταση	V	N;GEN;FEM;SG
vây	αντίσταση	vây	αντίσταση	V	N;ACC;FEM;SG
vây	ανθεκτικότητα	vây	ανθεκτικότητα	V	N;ACC;FEM;SG
van	βαλβίδα	van	βαλβίδα	V	N;NOM;FEM;SG
van	βαν	van	βαν	V	
van	van	van	van	V	
van	φορτηγάκι	van	φορτηγάκι	V	N;NOM;NEUT;SG
van	βαλβίδες	van	βαλβίδα	V	N;NOM;FEM;PL
video	video	video	video	N	
cường	υπερ	cường	υπερ	N	ADP
gray	γκρίζο	gray	γκρίζο		N;NOM;NEUT;SG
gray	γκρέι	gray	γκρέι		
gray	γκρι	gray	γκρι		N;NOM;SG
gray	γκρίζα	gray	γκρίζα		N;NOM;NEUT;PL
đương	πυλώνες	đương	πυλώνας		N;NOM;MASC;PL
đương	κολώνες	đương	κολώνας		N;NOM;FEM;PL
bom	bom	bom	bom	N	
clubnat	clubnat	clubnat	clubnat	N	
ngựa	ίππος	ngựa	ίππος	N	ADJ;NOM;MASC;SG
ương	σια	ương	σια	N	PROPN;NOM;FEM;SG
giác	νιώθει	giác	νιώθω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
giác	αισθάνεται	giác	αισθάνω	N	V;IPFV;IND;SG;3;PRS;FIN;PASS
vân	μπλα	vân	μπλο	N	
tai	αυτί	tai	αυτί		N;NOM;NEUT;SG
tai	αφτί	tai	αφτί		N;NOM;NEUT;SG
tai	τάι	tai	ο		
tai	tai	tai	tai		
tai	αυτιά	tai	αυτιό		N;NOM;NEUT;PL
tai	αφτιά	tai	αφτιό		N;NOM;NEUT;PL
bước	βημα	bước	βημα		N;NOM;NEUT;SG
bước	βήμα	bước	βήμα		N;NOM;NEUT;SG
bước	σκαλοπάτι	bước	σκαλοπάτι		N;NOM;NEUT;SG
bước	σκαλιά	bước	σκαλίά		N;NOM;NEUT;PL
bước	στάδια	bước	στάδιο		N;NOM;NEUT;PL
bước	σκαλοπάτια	bước	σκαλοπάτι		N;NOM;NEUT;PL
bước	βήματα	bước	βήμα		N;NOM;NEUT;PL
bước	βαθμίδες	bước	βαθμίδα		N;NOM;FEM;PL
séc	τσεχική	séc	τσεχικός	N	PROPN;NOM;FEM;SG
canada	καναδάς	canada	καναδάς	N	PROPN;NOM;FEM;SG
canada	καναδά	canada	καναδός	N	PROPN;NOM;MASC;SG
cát	σαντ	cát	σαντ	N	
bác	θείος	bác	θείος		N;NOM;MASC;SG
tuyệt	υπέροχα	tuyệt	υπέροχος	ADJ	ADV
tuyệt	κουλ	tuyệt	κουλ	ADJ	N;NOM;MASC;SG
tuyệt	cool	tuyệt	cool	ADJ	
hôn	φιλιά	hôn	φιλιά	V	N;NOM;NEUT;PL
hôn	φιλια	hôn	φιλιά	V	N;NOM;FEM;SG
hôn	φιλί	hôn	φιλί	V	N;NOM;NEUT;SG
hôn	kiss	hôn	kiss	V	
trừ	εκτός	trừ	εκτός	V	ADV
trừ	εκτος	trừ	εκτος	V	ADV
trừ	μείον	trừ	μείον	V	ADV
ship	σκάφος	ship	σκάφος	V	N;NOM;NEUT;SG
ship	καράβι	ship	καράβι	V	N;NOM;NEUT;SG
ship	πλοίο	ship	πλοίο	V	N;NOM;NEUT;SG
xương	μπόουνς	xương	μπόουνς	N	ADV
california	καλιφόρνια	california	καλιφόρνια		PROPN;NOM;FEM;SG
california	california	california	california		
đẹp	πανέμορφη	đẹp	πανέμορφος	ADJ	N;NOM;FEM;SG
cai	cai	cai	cai	N	
cai	καθαρή	cai	καθερός	N	ADJ;NOM;FEM;SG
cai	καθαρό	cai	καθερός	N	ADJ;NOM;NEUT;SG
cai	καθαρά	cai	καθερά	N	ADV
cai	καθαρός	cai	καθαρός	N	ADJ;NOM;MASC;SG
cai	καθαροί	cai	καθερός	N	ADJ;NOM;MASC;PL
hơi	ελαφρά	hơi	ελαφρά		ADV
hơi	ελαφρώς	hơi	ελαφρώς		ADV
phút	λεπτά	phút	λεπτό	N	ADV
phút	λεπτά	phút	λεπτό	N	ADV
phút	μιν	phút	μιν	N	
phút	min	phút	min	N	
loạn	ανταρσία	loạn	ανταρσία	V	N;NOM;FEM;SG
loạn	ταραχές	loạn	ταραχή	V	N;NOM;FEM;PL
loạn	εξέγερση	loạn	εξέγερση	V	N;NOM;FEM;SG
loạn	ταραχή	loạn	ταραχή	V	N;NOM;FEM;SG
loạn	εξέγερση	loạn	εξέγερση	V	N;NOM;FEM;SG
svg	svg	svg	svg	N	
phí	μακριά	phí	μακριά	N	ADV
khủng	τρομοκράτης	khủng	τρομοκράτης	ADJ	N;NOM;MASC;SG
khủng	τρομοκράτη	khủng	τρομοκράτης	ADJ	N;NOM;MASC;SG
cấm	απαγόρευση	cấm	απαγόρευση	V	N;ACC;FEM;SG
cấm	αποκλεισμός	cấm	αποκλεισμός	V	N;NOM;MASC;SG
cấm	μπαν	cấm	μπαν	V	
ủng	μπότες	ủng	μπότη	V	N;NOM;FEM;PL
nâng	ανύψωση	nâng	ανύψωση	V	N;ACC;FEM;SG
nâng	ασανσέρ	nâng	ασανσέρ	V	N;NOM;NEUT;SG
nâng	ανελκυστήρας	nâng	ανελκυστήρας	V	N;NOM;MASC;SG
nâng	αύξηση	nâng	αύξηση	V	N;NOM;FEM;SG
nâng	ανύψωση	nâng	ανύψωση	V	N;ACC;FEM;SG
nâng	άρση	nâng	άρση	V	N;ACC;FEM;SG
hủy	ακύρωση	hủy	ακύρωση	V	N;ACC;FEM;SG
hủy	ματαίωση	hủy	ματαίωση	V	N;ACC;FEM;SG
hủy	εγκατάλειψη	hủy	εγκατάλειψη	V	N;ACC;FEM;SG
hủy	ακύρωση	hủy	ακύρωση	V	N;ACC;FEM;SG
mai	mai	mai	mai		
mai	μέι	mai	μέι		
mai	αύριο	mai	αύριο		ADV
mai	αυριο	mai	αυριο		N;VOC;FEM;SG
cảng	χάρμπορ	cảng	χάρμπορ	N	
cảng	πορτ	cảng	πορτ	N	
cảng	harbour	cảng	harbour	N	
tách	φλιτζάνια	tách	φλιτζάνια	V	N;NOM;NEUT;PL
tách	κούπες	tách	κούπα	V	N;NOM;FEM;PL
tách	κύπελλα	tách	κύπελλος	V	N;NOM;NEUT;PL
tách	ποτήρια	tách	ποτήριο	V	N;NOM;NEUT;PL
tách	διαχωρισμός	tách	διαχωρισμός	V	N;NOM;MASC;SG
tách	διάσπαση	tách	διάσπαση	V	N;NOM;FEM;SG
tách	σπλιτ	tách	σπλιτ	V	
tách	διαίρεση	tách	διαίρεση	V	N;NOM;FEM;SG
tách	μοιρασιά	tách	μοιρασία	V	N;ACC;FEM;SG
tách	κύπελλο	tách	κύπελλος	V	N;NOM;NEUT;SG
tách	κούπα	tách	κούπα	V	N;NOM;FEM;SG
tách	φλιτζάνι	tách	φλιτζάνι	V	N;NOM;NEUT;SG
bạch	λευκός	bạch	λευκός	N	ADJ;NOM;MASC;SG
bạch	λευκή	bạch	λευκός	N	ADJ;NOM;FEM;SG
phê	καφέ	phê	καφένας		N;NOM;NEUT;SG
phê	καφε	phê	καφε		N;NOM;NEUT;SG
phê	καφές	phê	καφής		N;NOM;MASC;SG
hoá	χωνέψει	hoá	χωνεύω	N	V;PFV;3;NFIN;ACT
liền	στραβή	liền	στραβής		ADJ;NOM;FEM;SG
liền	στραβό	liền	στραβός		ADJ;NOM;NEUT;SG
liền	υπόστεγο	liền	υπόστεγος		N;NOM;NEUT;SG
liền	ηπειρωτική	liền	ηπειρωτικός		ADJ;NOM;FEM;SG
liền	ενδοχώρα	liền	ενδοχώρας		N;NOM;FEM;SG
cắt	κοπή	cắt	κοπή	V	N;NOM;FEM;SG
cắt	κόψιμο	cắt	κόψιμο	V	N;NOM;NEUT;SG
cắt	κομμένα	cắt	κομμένος	V	N;NOM;NEUT;PL
cắt	κόψιμο	cắt	κόψιμο	V	N;NOM;NEUT;SG
cắt	σοδειά	cắt	σοδειά	V	N;NOM;FEM;SG
cắt	τεμάχια	cắt	τεμάχιος	V	N;NOM;NEUT;PL
cắt	περικοπές	cắt	περικοπή	V	N;NOM;FEM;PL
cắt	κοψίματα	cắt	κόδιμα	V	N;NOM;NEUT;PL
bạc	ασημένια	bạc	ασημένιος	N	ADV
bạc	σίλβερ	bạc	σίλβερ	N	
bạc	silver	bạc	silver	N	
trịnh	τσενγκ	trịnh	τσενγκ	N	
bưu	ταχυδρομικά	bưu	ταχυδρομικά	N	ADV
chrysomelidae	chrysomelidae	chrysomelidae	chrysomelidae	N	
http	http	http	http		
đền	τεμπλ	đền	τεμπλ	N	
web	web	web	web	N	
web	ιστός	web	ιστός	N	ADJ;NOM;MASC;SG
web	καθαρή	web	καθερός	N	ADJ;NOM;FEM;SG
web	καθαρά	web	καθερά	N	ADV
web	net	web	net	N	
web	καθαρό	web	καθερός	N	ADJ;NOM;NEUT;SG
bào	press	bào	press	N	
bào	πατήστε	bào	πατώ	N	V;PFV;IND;PL;2;FIN;ACT
bào	πάτα	bào	πάτα	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
chỉnh	προσαρμογή	chỉnh	προσαρμογή	V	N;NOM;FEM;SG
đỉnh	κορυφαία	đỉnh	κορυφαία	N	ADV
đỉnh	top	đỉnh	top	N	
bão	στορμ	bão	στορμ	N	
sur	sur	sur	sur	NUM	
file	file	file	file	N	
bày	οθόνη	bày	οθόνος	V	N;NOM;FEM;SG
voi	ελέφαντες	voi	ελέφαντας		ADJ;NOM;MASC;PL
voi	ελέφαντες	voi	ελέφαντας		ADJ;NOM;MASC;PL
voi	ελέφαντα	voi	ελέφαν		N;NOM;NEUT;SG
voi	ελέφαντας	voi	ελέφαντας		V;IPFV;V.CVB;ACT
nghĩ	σκέψης	nghĩ	σκέψη	V	N;GEN;FEM;SG
nghĩ	σκέψη	nghĩ	σκέψη	V	N;NOM;FEM;SG
nghĩ	σκέψη	nghĩ	σκέψη	V	N;NOM;FEM;SG
nguy	κίνδυνο	nguy	κίνδυνος	V	N;ACC;MASC;SG
nguy	κίνδυνος	nguy	κίνδυνος	V	N;NOM;MASC;SG
quyển	τετράδιο	quyển	τετράδιο		N;NOM;NEUT;SG
quyển	σημειωματάριο	quyển	σημειωματάριο		N;NOM;NEUT;SG
thác	ράπιντς	thác	ράπιντς	N	
thác	εγκαταλειμμένο	thác	εγκαταλείμμενο	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
thác	εγκαταλείφθηκε	thác	εγκαταλείπω	N	V;PFV;IND;SG;3;PST;FIN;PASS
thác	εγκαταλελειμμένο	thác	εγκαταλείαιμμένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
thác	παραδόθηκε	thác	παραδίδω	N	V;PFV;IND;SG;3;PST;FIN;PASS
thác	παραδόθηκαν	thác	παραδίδω	N	V;PFV;IND;PL;3;PST;FIN;PASS
thác	φολς	thác	φολς	N	
thác	πέφτει	thác	πέφτω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
von	φον	von	φον		N
von	βον	von	βον		
tường	wall	tường	wall	N	
tường	γουόλ	tường	γουόλ	N	
sung	σανγκ	sung	σανγκ	V	N
sung	σουνγκ	sung	σουνγκ	V	N
sung	πρόσθετο	sung	πρόσθετος	V	ADJ;NOM;NEUT;SG
game	game	game	game	N	
game	παιχνιδι	game	παιχνιδι	N	
gửi	αποστολή	gửi	αποστολή	V	N;NOM;FEM;SG
