til	para	til	para	ADV	ADP
komplekse	complejos	komplekse	complejo	ADJ;PL	N;MASC;PL
libanon	líbano	libanon	líbano	PROPN	N;MASC;SG
gray	gray	gray	gray		PROPN
gray	gris	gray	gris		
gray	grises	gray	gris		N;PL
gray	canas	gray	cana		N;FEM;PL
modangreb	contraatacar	modangreb	contraatacar	N;INDF;NEUT;SG	V;NFIN
åbning	abriendo	åbning	abrir	N;INDF;MASC+FEM;SG	V;V.MSDR
åbning	abrir	åbning	abrir	N;INDF;MASC+FEM;SG	V;NFIN
ibn	ibn	ibn	ir	PROPN	N;MASC;SG
birk	birch	birk	birch		PROPN
got	got	got	got		PROPN
got	tengo	got	tener		V;IND;SG;1;PRS;FIN
got	consiguió	got	conseguir		V;IND;SG;3;PST;FIN
annoncerede	anunciado	annoncere	anunciado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
annoncerede	anunciada	annoncere	anunciado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
annoncerede	anunciados	annoncere	anunciado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
annoncerede	anunciado	annoncere	anunciado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
annoncerede	anunciados	annoncere	anunciado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
inger	inger	inger	inger	PROPN	PROPN
jomfru	virgin	jomfru	virgin	ADJ;INDF;MASC+FEM;SG	N;SG
jomfru	virgen	jomfru	virgen	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
jomfru	doncella	jomfru	doncella	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
jomfru	maiden	jomfru	maidar	ADJ;INDF;MASC+FEM;SG	N
indisk	indios	indisk	indio	N;INDF;MASC+FEM;SG	N;MASC;PL
huller	vacíos	huller	vacío	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
behandler	tratarlo	behandle	tratarlo	V;IND;PRS;FIN;ACT	PROPN
behandler	golosinas	behandle	golosina	V;IND;PRS;FIN;ACT	N;FEM;PL
luis	luis	luis	luis		N;MASC;SG
linda	linda	linda	linda		ADJ;FEM;SG
tilbudt	ofrecido	tilbudt	ofrecido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tilbudt	ofrecida	tilbudt	ofrececido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tilbudt	ofrecidos	tilbudt	ofrecido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ophævet	derogado	ophæve	derogado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ophævet	derogada	ophæve	derogada	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ophævet	revocado	ophæve	revocar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ophævet	levantado	ophæve	levantado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ophævet	levantada	ophæve	levantado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
mislykkedes	fracasado	mislykkes	fracasar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
mislykkedes	fallado	mislykkes	fallar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
mislykkedes	fracaso	mislykkes	fracaso	V;IND;PST;FIN;ACT	N;MASC;SG
valencia	valencia	valencia	valencia	PROPN	N;FEM;SG
uenighed	controversias	uenighed	controversia	N;INDF;MASC+FEM;SG	N;FEM;PL
uenighed	desacuerdos	uenighed	desacuerdo	N;INDF;MASC+FEM;SG	N;MASC;PL
rune	runa	rune	runa		N;FEM;SG
overbevist	convencidos	overbevise	convencido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
overbevist	convencido	overbevise	convencido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
overbevist	convencida	overbevise	convencido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
raymond	ramón	raymond	ramón		N;MASC;SG
raymond	raymond	raymond	raymond		N;MASC;SG
raymond	raimundo	raymond	raimundo		N;MASC;SG
skarp	sharp	skarp	sharp	ADJ;INDF;MASC+FEM;SG	N
pattedyr	mamífero	pattedyr	mamífero	N;INDF;NEUT;PL	N;MASC;SG
pattedyr	mamífero	pattedyr	mamífero	N;INDF;NEUT;PL	N;MASC;SG
kobber	cobre	kobber	cobre	N;INDF;MASC+FEM;PL	N;MASC;SG
abc	abc	abc	abc		N;SG
middelalderlige	medieval	middelalderlig	medieval	ADJ;PL	ADJ;SG
tilbageværende	permaneciendo	tilbageværende	permanecer	ADJ	V;V.MSDR
tegnefilm	caricatura	tegnefilm	caricatura	N;INDF;MASC+FEM;PL	N;FEM;SG
hjemmehørende	nativos	hjemmehørende	nativo	ADJ	N;MASC;PL
mønter	moneda	mønt	moneda	N;INDF;MASC+FEM;PL	N;FEM;SG
debatten	debatir	debat	debatir	N;DEF;MASC+FEM;SG	V;NFIN
pia	pia	pia	pia	PROPN	
medlemskab	miembros	medlemskab	miembro	N;INDF;NEUT;SG	N;MASC;PL
nederlandsk	neerlandés	nederlandsk	neerlandés	ADJ;INDF;SG	N;MASC;SG
nederlandsk	holandés	nederlandsk	holandés	ADJ;INDF;SG	N;MASC;SG
nederlandsk	holandeses	nederlandsk	holandés	ADJ;INDF;SG	N;MASC;PL
kritikere	crítica	kritiker	crítica	N;INDF;MASC+FEM;PL	N;FEM;SG
forhånd	avanzar	forhånd	avanzar	N;INDF;MASC+FEM;SG	V;NFIN
forhånd	adelantado	forhånd	adelantar	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
afskaffet	abolida	afskaffe	abolida	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
afskaffet	abolido	afskaffe	abolido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
afskaffet	suprimido	afskaffe	suprimir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
eje	propio	eje	propio	V;NFIN;ACT	ADJ;MASC;SG
eje	propios	eje	propio	V;NFIN;ACT	ADJ;MASC;PL
eje	propias	eje	propio	V;NFIN;ACT	ADJ;FEM;PL
eje	propia	eje	propio	V;NFIN;ACT	ADJ;FEM;SG
dramatisk	dramáticos	dramatisk	dramático	ADJ;INDF;SG	ADJ;MASC;PL
dramatisk	dramáticas	dramatisk	dramático	ADJ;INDF;SG	ADJ;FEM;PL
dramatisk	dramáticamente	dramatisk	dramáticamente	ADJ;INDF;SG	ADV
nina	nina	nina	nina		N;FEM;SG
nederst	inferior	nederst	inferior	ADV	ADJ;SG
viii	viii	viii	viii	NUM	
variationer	variación	variation	variación	N;INDF;MASC+FEM;PL	N;FEM;SG
variationer	variación	variation	variación	N;INDF;MASC+FEM;PL	N;FEM;SG
vejret	respirar	vejr	respirar	N;DEF;NEUT;SG	V;NFIN
vejret	respirando	vejr	resperar	N;DEF;NEUT;SG	V;V.MSDR
oversætter	traductor	oversætte	traductor	V;IND;PRS;FIN;ACT	N;MASC;SG
oversætter	traductora	oversætte	traductor	V;IND;PRS;FIN;ACT	N;FEM;SG
centimeter	centímetro	centimeter	centímetro	N;INDF;MASC+FEM;PL	N;MASC;SG
centimeter	centímetro	centimeter	centímetro	N;INDF;MASC+FEM;PL	N;MASC;SG
drejede	girado	dreje	girado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ankomst	llegadas	ankomst	llegado	N;INDF;MASC+FEM;SG	N;FEM;PL
præcise	preciso	præcis	preciso	ADJ;PL	ADJ;MASC;SG
præcise	precisa	præcis	precisar	ADJ;PL	V;IND;SG;3;PRS;FIN
tænder	dentadura	tand	dentadura	N;INDF;MASC+FEM;PL	N;FEM;SG
tænder	diente	tand	diente	N;INDF;MASC+FEM;PL	N;MASC;SG
schack	schack	schack	schack	N;INDF;MASC+FEM;SG	
specifikt	específicas	specifikt	especifico	ADV	ADJ;FEM;PL
specifikt	específicos	specifikt	específico	ADV	ADJ;MASC;PL
specifikt	específica	specifikt	específico	ADV	ADJ;FEM;SG
specifikt	especifico	specifikt	especifico	ADV	ADJ;MASC;SG
specifikt	específico	specifikt	específico	ADV	ADJ;MASC;SG
poly	poli	poly	poli		N;MASC;SG
dyre	costoso	dyr	costoso	ADJ;PL	ADJ;MASC;SG
dyre	caras	dyr	cara	ADJ;PL	N;FEM;PL
dyre	caro	dyr	caro	ADJ;PL	ADJ;MASC;SG
gave	regalar	gave	regalar	N;INDF;MASC+FEM;SG	V;NFIN
insee	insee	inse	insear		N
matematiske	matemático	matematisk	matemático	ADJ;PL	ADJ;MASC;SG
matematiske	matemáticas	matematisk	matemático	ADJ;PL	N;FEM;PL
matematiske	matemática	matematisk	matemático	ADJ;PL	ADJ;FEM;SG
matematiske	mates	matematisk	mate	ADJ;PL	N;MASC;PL
matematiske	matemáticas	matematisk	matemático	ADJ;PL	N;FEM;PL
harold	harold	harold	harold		N;MASC;SG
drøm	sueña	drøm	soñar	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
drøm	ensueño	drøm	ensueño	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
drøm	soñar	drøm	soñar	N;INDF;MASC+FEM;SG	V;NFIN
foreløbig	provisionales	foreløbig	provisional	ADV	ADJ;PL
foreløbig	provisional	foreløbig	provisional	ADV	ADJ;SG
foreløbig	anteproyecto	foreløbig	anteproyecto	ADV	N;MASC;SG
foreløbig	preliminar	foreløbig	preliminar	ADV	ADJ;SG
foreløbig	preliminares	foreløbig	preliminar	ADV	ADJ;PL
nazi	nazi	nazi	nazi		N;MASC;SG
nazi	nazis	nazi	nazi		N;PL
wall	muralla	wall	muralla		N;FEM;SG
wall	pared	wall	pared		N;FEM;SG
wall	murallas	wall	muralla		N;FEM;PL
wall	muro	wall	muro		N;MASC;SG
lettiske	letón	lettisk	letón	ADJ;PL	N;MASC;SG
lettiske	letonia	lettisk	letoniar	ADJ;PL	N;FEM;SG
fremskridt	progreso	fremskridt	progreso	N;INDF;NEUT;PL	N;MASC;SG
trade	intercambios	trade	intercambio		N;MASC;PL
trade	comercio	trade	comercio		N;MASC;SG
flanke	flancos	flanke	flanco	N;INDF;MASC+FEM;SG	N;MASC;PL
teoretisk	teórica	teoretisk	teórico	ADV	ADJ;FEM;SG
teoretisk	teórico	teoretisk	teórico	ADV	ADJ;MASC;SG
teoretisk	teóricos	teoretisk	teórico	ADV	N;MASC;PL
teoretisk	teóricas	teoretisk	teórico	ADV	ADJ;FEM;PL
fredensborg	fredensborg	fredensborg	fredensborg		
tætte	densa	tæt	denso	ADJ;PL	ADJ;FEM;SG
tætte	denso	tæt	denso	ADJ;PL	ADJ;MASC;SG
pernille	pernille	pernille	pernille	N;INDF;MASC+FEM;SG	PROPN
parallelt	paralelo	parallelt	paralelo	ADV	ADJ;MASC;SG
parallelt	paralelas	parallelt	paralelo	ADV	ADJ;FEM;PL
parallelt	paralelos	parallelt	paralelo	ADV	ADJ;MASC;PL
parallelt	paralelismo	parallelt	paralelismo	ADV	N;MASC;SG
parallelt	paralela	parallelt	paralelo	ADV	ADJ;FEM;SG
overgået	superado	overgå	superado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
overgået	sobrepasado	overgå	sobrepasado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
overgået	superada	overgå	superado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
overgået	emigraron	overgå	emigrar	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
colombia	columbia	colombia	columbia		N;FEM;SG
colombia	colombia	colombia	colombia		N;FEM;SG
colombia	colombia	colombia	colombia		N;FEM;SG
donald	donald	donald	donald		N;SG
øresund	øresund	øresund	øresund	N;INDF;MASC+FEM;SG	
bytte	presas	bytte	presa	N;INDF;MASC+FEM;SG	N;FEM;PL
bytte	intercambiar	bytte	intercambiar	N;INDF;MASC+FEM;SG	V;NFIN
bytte	intercambios	bytte	intercambio	N;INDF;MASC+FEM;SG	N;MASC;PL
beskytter	protección	beskytte	protección	V;IND;PRS;FIN;ACT	N;FEM;SG
beskytter	protector	beskytte	protector	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
beskytter	protectora	beskytte	protectora	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
springer	springer	springe	springer	V;IND;PRS;FIN;ACT	N
springer	caballero	springe	caballero	V;IND;PRS;FIN;ACT	N;MASC;SG
springer	knight	springe	knight	V;IND;PRS;FIN;ACT	N;SG
springer	saltos	springe	salto	V;IND;PRS;FIN;ACT	N;MASC;PL
springer	salta	springe	salta	V;IND;PRS;FIN;ACT	
springer	saltos	springe	salto	V;IND;PRS;FIN;ACT	N;MASC;PL
springer	salto	springe	salto	V;IND;PRS;FIN;ACT	N;MASC;SG
springer	saltador	springe	saltador	V;IND;PRS;FIN;ACT	N;MASC;SG
butik	almacenar	butik	almacenar	N;INDF;MASC+FEM;SG	V;NFIN
sne	nieves	sne	nieve	N;INDF;MASC+FEM;SG	N;FEM;PL
sne	nevado	sne	nevar	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
reddet	rescatado	redde	rescatar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
reddet	rescatada	redde	rescatado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
reddet	rescatados	redde	rescatado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
reddet	salvados	redde	salvado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
reddet	salvado	redde	salvar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
reddet	guardado	redde	guardar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
reddet	guardados	redde	guardado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
oplysning	informaciones	oplysning	información	N;INDF;MASC+FEM;SG	N;FEM;PL
tiger	tigres	tige	tigre	N;INDF;MASC+FEM;SG	N;MASC;PL
engageret	comprometido	engagere	comprometido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
engageret	comprometidos	engagere	comprometido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
engageret	comprometida	engagere	comprometido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
engageret	comprometido	engagere	comprometido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
engageret	comprometidos	engagere	comprometido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
engageret	cometido	engagere	cometido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
engageret	comprometida	engagere	comprometido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uddannede	educado	uddanne	educar	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
uddannede	educada	uddanne	educado	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
uddannede	educados	uddanne	educado	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
olesen	olesen	oles	olesar	PROPN	V;IND;PL;3;PRS;FIN
ballet	prom	bal	prom	N;INDF;MASC+FEM;SG	
jagger	jagger	jagge	jagger	N;INDF;MASC+FEM;PL	N;SG
its	sus	itse	su		DET;PL;3
its	su	itse	su		DET;SG;3
silver	plata	silve	plata		N;FEM;SG
silver	plateado	silve	plateado		ADJ;MASC;SG;V.PTCP
temperaturen	temperaturas	temperatur	temperatura	N;DEF;MASC+FEM;SG	N;FEM;PL
camp	campamentos	camp	campamento		N;MASC;PL
camp	camp	camp	camp		N;MASC;SG
camp	campamento	camp	campamento		N;MASC;SG
camp	campo	camp	campo		N;MASC;SG
frygtede	temida	frygte	temido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
frygtede	temido	frygte	temido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
frygtede	temida	frygte	temido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
frygtede	temía	frygte	temer	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
frygtede	temido	frygte	temido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
skelne	distinción	skelne	distinción	V;NFIN;ACT	N;FEM;SG
naval	navales	naval	naval		ADJ;PL
naval	naval	naval	naval		ADJ;SG
måle	medición	måle	medición	V;NFIN;ACT	N;FEM;SG
måle	medida	måle	medida	V;NFIN;ACT	N;FEM;SG
stige	escalera	stige	escalera	V;NFIN;ACT	N;FEM;SG
fremover	futuro	fremover	futuro	ADV	N;MASC;SG
fremover	future	fremover	future	ADV	N
fremover	futura	fremover	futuro	ADV	ADJ;FEM;SG
fremover	porvenir	fremover	porvenir	ADV	N;MASC;SG
optagelser	metraje	optagelse	metraje	N;INDF;MASC+FEM;PL	N;MASC;SG
litauiske	lituano	litauisk	lituano	ADJ;PL	ADJ;MASC;SG
litauiske	lituana	litauisk	lituano	ADJ;PL	ADJ;FEM;SG
litauiske	lituania	litauisk	lituania	ADJ;PL	N;FEM;SG
instituttet	cimientos	institut	cimiento	N;DEF;NEUT;SG	N;MASC;PL
bestemmelser	reglamento	bestemmelse	reglamento	N;INDF;MASC+FEM;PL	N;MASC;SG
edinburgh	edinburgh	edinburgh	edinburgh	PROPN	N;MASC;SG
edinburgh	edimburgo	edinburgh	edimburgo	PROPN	N;MASC;SG
svær	severas	svær	severo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
svær	duros	svær	duro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
svær	hard	svær	hard	ADJ;INDF;MASC+FEM;SG	N;SG
svær	difíciles	svær	difícil	ADJ;INDF;MASC+FEM;SG	ADJ;PL
enge	praderas	enge	pradera	N;INDF;MASC+FEM;SG	N;FEM;PL
enge	prados	enge	prado	N;INDF;MASC+FEM;SG	N;MASC;PL
enge	pastizales	enge	pastizal	N;INDF;MASC+FEM;SG	N;MASC;PL
enge	praderas	enge	pradera	N;INDF;MASC+FEM;SG	N;FEM;PL
enge	prados	enge	prado	N;INDF;MASC+FEM;SG	N;MASC;PL
bolivia	bolivia	bolivia	bolivia		N;FEM;SG
vera	vera	vera	ver	N;INDF;MASC+FEM;SG	
jordskælv	terremotos	jordskælv	terremoto	N;INDF;NEUT;SG	N;MASC;PL
jordskælv	terremotos	jordskælv	terremoto	N;INDF;NEUT;SG	N;MASC;PL
jordskælv	temblores	jordskælv	temblor	N;INDF;NEUT;SG	N;MASC;PL
astrid	astrid	astrid	astrid		N;FEM;SG
foden	pié	foden	pié	N;DEF;MASC+FEM;SG	
inspirerede	inspirada	inspirere	inspirado	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
inspirerede	inspiró	inspirere	inspirar	V;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
inspirerede	inspirado	inspirere	inspirado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
inspirerede	inspirados	inspirere	inspirado	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
indledt	iniciadas	indlede	iniciado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
indledt	iniciada	indlede	iniciado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
indledt	iniciado	indlede	iniciado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
indledt	iniciados	indlede	iniciado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ulykke	accidentes	ulykke	accidente	N;INDF;MASC+FEM;SG	N;MASC;PL
marius	mario	marius	mario	N;INDF;MASC+FEM;SG	
marius	marius	marius	marius	N;INDF;MASC+FEM;SG	PROPN
caspar	caspar	caspar	caspar		N;MASC;SG
caspar	gaspar	caspar	gaspar		PROPN
baltiske	báltica	baltisk	báltica	ADJ;PL	ADJ;FEM;SG
baltiske	báltico	baltisk	báltico	ADJ;PL	N;MASC;SG
baltiske	bálticos	baltisk	báltico	ADJ;PL	N;MASC;PL
hemmelighed	secreta	hemmelighed	secreto	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
hemmelighed	secretos	hemmelighed	secreto	N;INDF;MASC+FEM;SG	N;MASC;PL
deep	profundo	deep	profundo		ADJ;MASC;SG
deep	profunda	deep	profundo		ADJ;FEM;SG
deep	deep	deep	deep		N
protest	objeciones	protest	objeción	N;INDF;MASC+FEM;SG	N;FEM;PL
protest	protestas	protest	protesta	N;INDF;MASC+FEM;SG	N;FEM;PL
protest	protestar	protest	protestar	N;INDF;MASC+FEM;SG	V;NFIN
protest	protestas	protest	protesta	N;INDF;MASC+FEM;SG	N;FEM;PL
taiwan	taiwán	taiwan	taiwán		N;MASC;SG
taiwan	taiwan	taiwan	taiwar		N;MASC;SG
enestående	unica	enestående	unico	ADJ	N;FEM;SG
kronborg	kronborg	kronborg	kronborg	N;INDF;MASC+FEM;SG	
stemning	animo	stemning	animo	N;INDF;MASC+FEM;SG	V;IND;SG;1;PRS;FIN
simpel	simples	simpel	simple	ADJ;INDF;MASC+FEM;SG	ADJ;PL
full	lleno	full	lleno		ADJ;MASC;SG
full	full	full	full		INTJ
full	llena	full	lleno		ADJ;FEM;SG
full	plena	full	pleno		ADJ;FEM;SG
full	completo	full	completo		ADJ;MASC;SG
sænket	disminuida	sænke	disminuido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
sænket	disminuido	sænke	disminuido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sænket	rebajado	sænke	rebajar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sænket	bajada	sænke	bajado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
sænket	hundido	sænke	hundido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
sænket	hundidos	sænke	hundido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
flertydig	ambiguas	flertydig	ambiguo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
opsat	keen	opsætte	keer	V;INDF;SG;PST;V.PTCP	N
forside	fachada	forside	fachada	V;IMP	N;FEM;SG
forside	frontal	forside	frontal	V;IMP	ADJ;SG
forside	front	forside	front	V;IMP	N
forside	frente	forside	frente	V;IMP	N
forside	delantero	forside	delantero	V;IMP	N;MASC;SG
costa	costa	costa	costa		N;FEM;SG
udlejet	alquilado	udleje	alquilado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udlejet	alquilada	udleje	alquilado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
udlejet	alquilado	udleje	alquilado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
udlejet	arrendadas	udleje	arrendado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
systematisk	sistemática	systematisk	sistemático	ADV	ADJ;FEM;SG
systematisk	sistemático	systematisk	sistemático	ADV	ADJ;MASC;SG
systematisk	sistemáticas	systematisk	sistemático	ADV	ADJ;FEM;PL
systematisk	sistemáticos	systematisk	sistemático	ADV	ADJ;MASC;PL
systematisk	sistemática	systematisk	sistemático	ADV	ADJ;FEM;SG
ungarsk	húngaros	ungarsk	húngaro	ADJ;INDF;SG	N;MASC;PL
ungarsk	húngaro	ungarsk	húngaro	ADJ;INDF;SG	N;MASC;SG
ungarsk	hungría	ungarsk	hungría	ADJ;INDF;SG	N;FEM;SG
synspunkter	vistas	synspunkt	visto	N;INDF;NEUT;PL	ADJ;FEM;PL;V.PTCP
lovende	prometiendo	lovende	prometer	ADJ	V;V.MSDR
haag	haya	haag	haber		V;SBJV;SG;3;PRS;FIN
columbus	colón	columbus	colón		N;MASC;SG
columbus	columbus	columbus	columbus		N;MASC
deling	compartir	deling	compartir	N;INDF;MASC+FEM;SG	V;NFIN
deling	compartiendo	deling	compartir	N;INDF;MASC+FEM;SG	V;V.MSDR
deling	compartan	deling	compartir	N;INDF;MASC+FEM;SG	V;IMP;PL;3;FIN
deling	comparte	deling	compartir	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
deling	compartir	deling	compartir	N;INDF;MASC+FEM;SG	V;NFIN
deling	comparta	deling	compartir	N;INDF;MASC+FEM;SG	V;IMP;SG;3;FIN
konstrueret	diseñadas	konstruere	diseñado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
konstrueret	diseñada	konstruere	diseñado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
konstrueret	diseñado	konstruere	diseñado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
konstrueret	diseñados	konstruere	diseñado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
konstrueret	construidos	konstruere	construido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
konstrueret	construido	konstruere	construido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
konstrueret	construida	konstruere	construido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
udtales	pronunciado	udtale	pronunciado	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
udtales	pronunciados	udtale	pronunciado	V;IND;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
udtales	pronunciada	udtale	pronunciado	V;IND;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
warren	madriguera	warren	madriguera		N;FEM;SG
warren	warren	warren	warren		PROPN
dokument	documentar	dokument	documentar	N;INDF;NEUT;SG	V;NFIN
monte	monte	monte	monte		N;MASC;SG
maurice	mauricio	maurice	mauricio		PROPN
maurice	maurice	maurice	maurizar		PROPN
fernando	fernando	fernando	fernar		V;V.MSDR
creek	riachuelo	creek	riachuelo		N;MASC;SG
creek	creek	creek	creek		N;MASC
creek	arroyo	creek	arroyo		N;MASC;SG
beskyttede	protegida	beskytte	protegido	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
beskyttede	protegidas	beskytte	protegido	V;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
beskyttede	protegidos	beskytte	protegido	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
beskyttede	protegido	beskytte	protegido	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bass	bajos	bass	bajo		ADJ;MASC;PL
bass	bass	bass	bas		N
bass	bajo	bass	bajo		ADP
novgorod	nóvgorod	novgorod	nóvgorod		N;MASC;SG
indgang	ensenada	indgang	ensenado	N;INDF;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
offer	sacrificar	offer	sacrificar	N;INDF;NEUT;SG	V;NFIN
offer	sacrificios	offer	sacrificio	N;INDF;NEUT;SG	N;MASC;PL
brasiliansk	brasileño	brasiliansk	brasileño	ADJ;INDF;SG	N;MASC;SG
brasiliansk	brasileños	brasiliansk	brasileño	ADJ;INDF;SG	N;MASC;PL
rendsborg	rendsburg	rendsborg	rendsburg	N;INDF;MASC+FEM;SG	
betalt	pagado	betale	pagado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
betalt	pagadas	betale	pagado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
betalt	pagada	betale	pagar	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
malaysia	malasia	malaysia	malasio		N;FEM;SG
svømning	nado	svømning	nado	N;INDF;MASC+FEM;SG	
