năm	пет	năm	пет	N	NUM;INDF;PL
tội	невинна	tội	невинен	N	ADJ;INDF;FEM;SG
tội	невинни	tội	невинен	N	ADJ;INDF;PL
liệt	агнешко	liệt	агнешко	N	ADV
liệt	парализиран	liệt	парализирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
liệt	парализирана	liệt	парализирам	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
mua	покупка	mua	покупка	V	N;INDF;FEM;SG
mua	закупуване	mua	закупуване	V	N;INDF;NEUT;SG
mua	купуване	mua	купуване	V	N;INDF;NEUT;SG
mua	купуване	mua	купуване	V	N;INDF;NEUT;SG
bật	включване	bật	включване	V	N;INDF;NEUT;SG
khối	непълната	khối	непълен	N	ADJ;DEF;FEM;SG
chiếu	чес	chiếu	чес	V	N;INDF;MASC;SG
chiếu	шах	chiếu	шах	V	N;INDF;MASC;SG
chiếu	шахмат	chiếu	шахмат	V	N;INDF;MASC;SG
york	йорк	york	йорк	N	PROPN;INDF;MASC;SG
huấn	теоретично	huấn	теоретично	V	ADV
huấn	теоретични	huấn	теоретичен	V	ADJ;INDF;PL
huấn	теоретична	huấn	теоретичен	V	ADJ;INDF;FEM;SG
vườn	градински	vườn	градински	N	ADJ;INDF;MASC;SG
group	група	group	група		N;INDF;FEM;SG
group	групово	group	групово		ADV
group	групиране	group	групиране		N;INDF;NEUT;SG
group	групова	group	групов		ADJ;INDF;FEM;SG
loạt	район	loạt	район		N;INDF;MASC;SG
loạt	регион	loạt	регион		N;INDF;MASC;SG
loạt	област	loạt	област		N;INDF;FEM;SG
loạt	зона	loạt	зона		N;INDF;FEM;SG
loạt	площ	loạt	площ		N;INDF;FEM;SG
loạt	област	loạt	област		N;INDF;FEM;SG
loạt	район	loạt	район		N;INDF;MASC;SG
team	тийм	team	тийм		N;INDF;MASC;PL
team	отбор	team	отбор		N;INDF;MASC;SG
team	отбора	team	отбор		N;DEF;MASC;SG
team	екип	team	екип		N;INDF;MASC;SG
team	team	team	team		PROPN;INDF;MASC;SG
xanh	сини	xanh	син	N	ADJ;INDF;PL
xanh	синьо	xanh	син	N	ADV
xanh	синя	xanh	син	N	ADJ;INDF;FEM;SG
khóa	заключи	khóa	заключа	N	V;PFV;IND;SG;3;PST;FIN;ACT
khóa	заключени	khóa	заключа	N	V;PFV;INDF;PL;V.PTCP;PASS
khóa	заключено	khóa	заключа	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
khóa	заключена	khóa	заключа	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
khóa	заключен	khóa	заключа	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
thiệu	шао	thiệu	шао	V	PROPN;INDF;MASC;SG
đích	дестинация	đích	дестинация		N;INDF;FEM;SG
đích	направление	đích	направление		N;INDF;NEUT;SG
đích	местоназначение	đích	местоназначение		N;INDF;NEUT;SG
đích	посока	đích	посока		N;INDF;FEM;SG
đúng	правилно	đúng	правилно	ADJ	ADV
đúng	истина	đúng	истина	ADJ	N;INDF;FEM;SG
đúng	вярно	đúng	верен	ADJ	ADV
đúng	правилно	đúng	правилно	ADJ	ADV
ngân	bank	ngân	bank	N	PROPN;INDF;FEM;SG
siêu	super	siêu	super		PROPN;INDF;MASC;SG
siêu	супер	siêu	супер		ADV
siêu	метаданни	siêu	метаданен		ADJ;INDF;PL
vây	фин	vây	фин	V	ADJ;INDF;MASC;SG
vây	перка	vây	перка	V	N;INDF;FEM;SG
vây	съпротива	vây	съпротива	V	N;INDF;FEM;SG
vây	резистентност	vây	резистентност	V	N;INDF;FEM;SG
vây	устойчивост	vây	устойчивост	V	N;INDF;FEM;SG
vây	съпротивление	vây	съпротивление	V	N;INDF;NEUT;SG
van	клапан	van	клапан	V	N;INDF;MASC;SG
van	клапа	van	клап	V	N;INDF;FEM;SG
van	микробус	van	микробус	V	N;INDF;MASC;SG
van	бус	van	бус	V	N;INDF;MASC;SG
van	van	van	van	V	PROPN;INDF;MASC;SG
van	ван	van	ван	V	PROPN
van	вана	van	вана	V	N;INDF;FEM;SG
van	клапани	van	клапан	V	N;INDF;MASC;PL
van	клапи	van	клап	V	N;INDF;FEM;PL
cường	разглеждам	cường	разглеждам	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
gray	сив	gray	сив		PROPN;INDF;MASC;SG
gray	сиво	gray	сиво		ADV
gray	сива	gray	сив		ADJ;INDF;FEM;SG
gray	сиви	gray	сив		ADJ;INDF;PL
gray	грей	gray	грей		PROPN;INDF;MASC;SG
đương	стълбове	đương	стълб		N;INDF;MASC;PL
đương	колони	đương	колона		N;INDF;FEM;PL
bom	бом	bom	бом	N	PROPN;INDF;MASC;SG
nghe	слушане	nghe	слушане	V	N;INDF;NEUT;SG
ương	цру	ương	цру	N	PROPN;INDF;MASC;SG
giác	усеща	giác	усещам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
vân	дрън	vân	дрън	N	ADV
vân	бля	vân	бля	N	INTJ
tai	уши	tai	ухо		N;INDF;MASC;PL
tai	ухо	tai	ухо		N;INDF;NEUT;SG
tai	ухото	tai	ухо		N;DEF;NEUT;SG
tai	тай	tai	така		PROPN;INDF;MASC;SG
tai	таи	tai	този		V;IPFV;IND;SG;3;PRS;FIN;ACT
tai	уши	tai	ухо		N;INDF;MASC;PL
tai	ушите	tai	ухо		N;DEF;NEUT;PL
bước	стъпало	bước	стъпало		N;INDF;NEUT;SG
bước	стъпка	bước	стъпка		N;INDF;FEM;SG
bước	крачка	bước	крачка		N;INDF;FEM;SG
bước	стъпала	bước	стъпало		N;INDF;NEUT;PL
bước	стъпки	bước	стъпка		N;INDF;FEM;PL
bước	стълби	bước	стълба		N;INDF;FEM;PL
bước	крачки	bước	крачка		N;INDF;FEM;PL
séc	чешки	séc	чешка	N	ADJ;INDF;MASC;SG
séc	чешката	séc	чешки	N	ADJ;DEF;FEM;SG
séc	чешка	séc	чешка	N	ADJ;INDF;FEM;SG
vinh	почетен	vinh	почетен	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
bác	чичо	bác	чичо		N;INDF;MASC;SG
tuyệt	страхотно	tuyệt	страхотно	ADJ	ADV
tuyệt	яко	tuyệt	яко	ADJ	ADV
tuyệt	готино	tuyệt	готино	ADJ	ADV
hôn	целувка	hôn	целувка	V	N;INDF;FEM;SG
hôn	целуване	hôn	целуване	V	N;INDF;NEUT;SG
hôn	целувки	hôn	целувка	V	N;INDF;FEM;PL
hôn	кис	hôn	кис	V	N;INDF;MASC;SG
hôn	целувка	hôn	целувка	V	N;INDF;FEM;SG
trừ	освен	trừ	освен	V	ADP
trừ	минус	trừ	минус	V	N;INDF;MASC;SG
ship	кораб	ship	кораб	V	N;INDF;MASC;SG
california	калифорния	california	калифорния		ADJ;DEF;MASC;SG
california	калифорнийски	california	калифорнийски		ADJ;INDF;MASC;SG
đẹp	красиво	đẹp	красиво	ADJ	ADV
đẹp	хубаво	đẹp	хубаво	ADJ	ADV
đẹp	мило	đẹp	мило	ADJ	ADV
cai	трезвен	cai	трезвен	N	ADJ;INDF;MASC;SG
cai	трезва	cai	трезва	N	ADJ;INDF;FEM;SG
cai	чисто	cai	чисто	N	ADV
cai	чист	cai	чист	N	ADJ;INDF;MASC;SG
cai	чисти	cai	чистя	N	ADJ;INDF;PL
cai	чиста	cai	чист	N	ADJ;INDF;FEM;SG
phút	min	phút	min	N	PROPN;INDF;MASC;SG
loạn	бунт	loạn	бунт	V	N;INDF;MASC;SG
loạn	бунт	loạn	бунт	V	N;INDF;MASC;SG
loạn	бунт	loạn	бунт	V	N;INDF;MASC;SG
loạn	въстание	loạn	въстание	V	N;INDF;NEUT;SG
phí	надалеч	phí	надалеч	N	ADV
phí	далеч	phí	далеч	N	ADV
khủng	терорист	khủng	терорист	ADJ	N;INDF;MASC;SG
cấm	забрана	cấm	забрана	V	N;INDF;FEM;SG
cấm	бан	cấm	бан	V	PROPN;INDF;MASC;SG
ủng	ботуши	ủng	ботуш	V	N;INDF;MASC;PL
ủng	ботушите	ủng	ботуш	V	N;DEF;MASC;PL
nâng	повдигане	nâng	повдигане	V	N;INDF;NEUT;SG
nâng	повдигане	nâng	повдигане	V	N;INDF;NEUT;SG
nâng	вдигане	nâng	вдигане	V	N;INDF;NEUT;SG
hủy	отмяна	hủy	отмяна	V	N;INDF;FEM;SG
hủy	отмяна	hủy	отмяна	V	N;INDF;FEM;SG
hủy	анулиране	hủy	анулиране	V	N;INDF;NEUT;SG
mai	mai	mai	mai		INTJ
mai	маи	mai	май		ADV
mai	мей	mai	мей		PROPN;INDF;FEM;SG
mai	утре	mai	утре		ADV
tách	чашки	tách	чашка	V	N;INDF;FEM;PL
tách	чаши	tách	чаша	V	N;INDF;FEM;PL
tách	чашите	tách	чаша	V	N;DEF;FEM;PL
tách	сплит	tách	сплит	V	N;INDF;MASC;SG
tách	разделяне	tách	разделяне	V	N;INDF;NEUT;SG
tách	чашка	tách	чашки	V	N;INDF;FEM;SG
tách	чаша	tách	чаша	V	N;INDF;FEM;SG
tách	купа	tách	купа	V	N;INDF;FEM;SG
tách	къп	tách	къп	V	N;INDF;MASC;SG
bạch	бяла	bạch	бял	N	ADJ;INDF;FEM;SG
bạch	бели	bạch	бял	N	ADJ;INDF;PL
bạch	бял	bạch	бял	N	ADJ;INDF;MASC;SG
bạch	бяло	bạch	бял	N	ADV
phê	кафе	phê	кафе		N;INDF;NEUT;SG
phê	кафето	phê	кафе		N;DEF;NEUT;SG
hoá	смляна	hoá	смляна	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
liền	крив	liền	крив		ADJ;INDF;MASC;SG
liền	криво	liền	криво		ADV
liền	бараката	liền	барака		N;DEF;FEM;SG
liền	навес	liền	навес		N;INDF;MASC;SG
liền	барака	liền	барака		N;INDF;FEM;SG
liền	континента	liền	континент		N;DEF;MASC;SG
cắt	рязане	cắt	рязане	V	N;INDF;NEUT;SG
cắt	дял	cắt	дял	V	N;INDF;MASC;SG
cắt	стоп	cắt	стоп	V	N;INDF;MASC;SG
cắt	реколта	cắt	реколта	V	N;INDF;FEM;SG
cắt	съкращения	cắt	съкращение	V	N;INDF;NEUT;PL
bạc	сребърни	bạc	сребърен	N	ADJ;INDF;PL
trịnh	ченг	trịnh	ченг	N	PROPN;INDF;MASC;SG
trịnh	чън	trịnh	чън	N	PROPN;INDF;MASC;SG
http	http	http	http		N;INDF;MASC;SG
web	нето	web	нето	N	PROPN;INDF;MASC;SG
bào	натиснете	bào	натисна	N	V;PFV;IMP;PL;2;FIN
bào	натисни	bào	натисен	N	V;PFV;IMP;SG;2;FIN
chỉnh	настройка	chỉnh	настройка	V	N;INDF;FEM;SG
đỉnh	top	đỉnh	top	N	ADV
ngăn	предотвратяване	ngăn	предотвратяване	V	N;INDF;NEUT;SG
bão	бурна	bão	бурна	N	ADJ;INDF;FEM;SG
bão	бурно	bão	бурно	N	ADV
sur	сур	sur	сур	NUM	PROPN;INDF;MASC;SG
bày	екрана	bày	екран	V	N;DEF;MASC;SG
bày	екран	bày	екран	V	N;INDF;MASC;SG
voi	слонове	voi	слон		N;INDF;MASC;PL
voi	слоновете	voi	слон		N;DEF;MASC;PL
voi	слонове	voi	слон		N;INDF;MASC;PL
voi	слон	voi	слон		N;INDF;MASC;SG
nghĩ	мислене	nghĩ	мислене	V	N;INDF;NEUT;SG
nghĩ	мисъл	nghĩ	мисъл	V	N;INDF;FEM;SG
nguy	опасност	nguy	опасност	V	N;INDF;FEM;SG
nguy	опастност	nguy	опастност	V	N;INDF;FEM;SG
quyển	тефтер	quyển	тефтер		N;INDF;MASC;SG
quyển	тетрадката	quyển	тетрадка		N;DEF;FEM;SG
quyển	бележник	quyển	бележник		N;INDF;MASC;SG
quyển	тетрадка	quyển	тетрадка		N;INDF;FEM;SG
sắt	железен	sắt	железен	N	ADJ;INDF;MASC;SG
sắt	желязна	sắt	железен	N	ADJ;INDF;FEM;SG
sắt	железни	sắt	железен	N	ADJ;INDF;PL
thác	изоставени	thác	изоставя	N	V;PFV;INDF;PL;V.PTCP;PASS
thác	изоставено	thác	изоставя	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
thác	изоставен	thác	изоставя	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
thác	изоставена	thác	изоставя	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
thác	предадени	thác	предам-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
thác	предадено	thác	предам-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
thác	пада	thác	падам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
von	фон	von	фон		N;INDF;MASC;SG
sung	сунг	sung	сунг	V	N;INDF;MASC;SG
sung	приставка	sung	приставка	V	N;INDF;FEM;SG
gửi	изпращане	gửi	изпращане	V	N;INDF;NEUT;SG
gửi	изпращането	gửi	изпращане	V	N;DEF;NEUT;SG
gửi	внасяне	gửi	внасяне	V	N;INDF;NEUT;SG
gửi	представяне	gửi	представяне	V	N;INDF;NEUT;SG
gửi	подаване	gửi	подаване	V	N;INDF;NEUT;SG
gửi	подчинение	gửi	подчинение	V	N;INDF;NEUT;SG
gửi	изпращане	gửi	изпращане	V	N;INDF;NEUT;SG
ngầm	косвена	ngầm	косвен	N	ADJ;INDF;FEM;SG
thụ	енергии	thụ	енергия	V	N;INDF;FEM;PL
thụ	излишък	thụ	излишък	V	N;INDF;MASC;SG
cựu	бивши	cựu	бивш	N	ADJ;INDF;PL
cựu	бивша	cựu	бивш	N	ADJ;INDF;FEM;SG
com	com	com	com	N	INTJ
nhớ	мис	nhớ	мис	V	N;INDF;FEM;SG
thoát	излизане	thoát	излизане	V	N;INDF;NEUT;SG
thoát	изход	thoát	изход	V	N;INDF;MASC;SG
thoát	напускане	thoát	напускане	V	N;INDF;NEUT;SG
thoát	изходи	thoát	изход	V	N;INDF;MASC;PL
thoát	бягство	thoát	бягство	V	N;INDF;NEUT;SG
tùy	зависи	tùy	завися	PART	V;IPFV;IND;SG;3;PRS;FIN;ACT
vạn	произход	vạn	произход	ADJ	N;INDF;MASC;SG
lượt	завъртане	lượt	завъртане		N;INDF;NEUT;SG
lượt	завой	lượt	завой		N;INDF;MASC;SG
lượt	пътуване	lượt	пътуване		N;INDF;NEUT;SG
lượt	пътешествие	lượt	пътешествие		N;INDF;NEUT;SG
lượt	трип	lượt	трип		N;INDF;MASC;SG
lượt	екскурзия	lượt	екскурзия		N;INDF;FEM;SG
tan	тан	tan	тан	V	N;INDF;MASC;SG
tan	тен	tan	тен	V	N;INDF;MASC;SG
vuông	квадрат	vuông	квадрат	ADJ	N;INDF;MASC;SG
vuông	площад	vuông	площад	ADJ	N;INDF;MASC;SG
nửa	половинки	nửa	половинка	NUM	N;INDF;FEM;PL
nửa	половини	nửa	половиня	NUM	N;INDF;FEM;PL
nửa	наполовина	nửa	наполовина	NUM	ADV
nửa	половината	nửa	половина	NUM	N;DEF;FEM;SG
đan	шан	đan	шан		PROPN;INDF;FEM;SG
đan	плетене	đan	плетене		N;INDF;NEUT;SG
đan	отличен	đan	отличен		ADJ;INDF;MASC;SG
đan	отлично	đan	отлично		ADV
united	обединени	united	обединя-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
united	обединена	united	обединя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
united	обединен	united	обединя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
united	обединено	united	обединя-(се)	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
iii	ііі	iii	ііі	NUM	ADJ;INDF;MASC;SG
iii	iii	iii	iii	NUM	ADJ;INDF;MASC;SG
hung	хунг	hung	хунг	N	ADV
hung	обесен	hung	обеся	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
hung	унгарски	hung	унгарски	N	ADJ;INDF;MASC;SG
ngụy	изкупителна	ngụy	изкупителен	V	ADJ;INDF;FEM;SG
phan	кнут	phan	кнут		N;INDF;MASC;SG
vịnh	залива	vịnh	заливам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
bậc	отдолу	bậc	отдолу	N	ADV
ngược	обръщане	ngược	обръщане	V	N;INDF;NEUT;SG
ngược	задна	ngược	заден	V	ADJ;INDF;FEM;SG
ngược	обратна	ngược	обратен	V	ADJ;INDF;FEM;SG
ngược	обратен	ngược	обратя	V	ADJ;INDF;MASC;SG
ngược	обратното	ngược	обратен	V	ADJ;DEF;NEUT;SG
london	london	london	london		PROPN;INDF;MASC;SG
london	лондон	london	лондон		PROPN;INDF;MASC;SG
điền	тиен	điền	тиен	V	PROPN;INDF;MASC;SG
điền	запълване	điền	запълване	V	N;INDF;NEUT;SG
gắn	откачалки	gắn	откача-(се)	V	N;INDF;FEM;PL
gắn	изроди	gắn	изрод	V	N;INDF;MASC;PL
tặng	подарък	tặng	подарък	V	N;INDF;MASC;SG
tặng	дарба	tặng	дарба	V	N;INDF;FEM;SG
tặng	дар	tặng	дар	V	N;INDF;MASC;SG
tắc	тик	tắc	тик	V	N;INDF;MASC;SG
dọc	вертикално	dọc	вертикално	N	ADV
dọc	вертикален	dọc	вертикален	N	ADJ;INDF;MASC;SG
dọc	вертикално	dọc	вертикално	N	ADV
dọc	вертикална	dọc	вертикален	N	ADJ;INDF;FEM;SG
dọc	вертикални	dọc	вертикален	N	ADJ;INDF;PL
rgb	rgb	rgb	rgb	N	PROPN;INDF;NEUT;SG
dạy	преподаването	dạy	преподаване	V	N;DEF;NEUT;SG
dạy	преподаване	dạy	преподаване	V	N;INDF;NEUT;SG
tránh	избягване	tránh	избягване	V	N;INDF;NEUT;SG
tránh	избягване	tránh	избягване	V	N;INDF;NEUT;SG
sớm	рано	sớm	рано	ADJ	ADV
sớm	ърли	sớm	ъръл	ADJ	N;INDF;FEM;PL
sớm	скоро	sớm	скоро	ADJ	ADV
mười	десетка	mười	десетка	NUM	N;INDF;FEM;SG
mười	ten	mười	ten	NUM	ADJ
săn	хънт	săn	хънт	N	PROPN;INDF;MASC;SG
săn	ловен	săn	ловен	N	ADJ;INDF;MASC;SG
tàng	parc	tàng	parc	N	PROPN;INDF;MASC;SG
hungary	унгария	hungary	унгария	N	PROPN;INDF;FEM;SG
hungary	унгарски	hungary	унгарски	N	ADJ;INDF;MASC;SG
tắt	изключен	tắt	изключа		V;PFV;INDF;MASC;SG;V.PTCP;PASS
tắt	увреждания	tắt	увреждане		N;INDF;NEUT;PL
tắt	изключени	tắt	изключа		V;PFV;INDF;PL;V.PTCP;PASS
tắt	изключено	tắt	изключа		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tắt	инвалид	tắt	инвалид		N;INDF;MASC;SG
tắt	изключена	tắt	изключа		V;PFV;INDF;FEM;SG;V.PTCP;PASS
tắt	изключване	tắt	изключване		N;INDF;NEUT;SG
tắt	off	tắt	off		N;INDF;MASC;SG
tắt	изключено	tắt	изключа		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tắt	ням	tắt	аз		ADJ;INDF;MASC;SG
chấm	дот	chấm	дот	V	N;INDF;MASC;PL
chấm	точка	chấm	точка	V	N;INDF;FEM;SG
gòn	гон	gòn	гон	N	PROPN;INDF;MASC;SG
tĩnh	статично	tĩnh	статичен	N	ADV
tri	tri	tri	tri		INTJ
tri	пророк	tri	пророк		N;INDF;MASC;SG
tri	пророка	tri	пророка		N;DEF;MASC;SG
tri	пророкът	tri	пророк		N;DEF;MASC;SG
trích	копиране	trích	копиране	V	N;INDF;NEUT;SG
trích	копие	trích	копие	V	N;INDF;NEUT;SG
body	тялото	body	тяло		N;DEF;NEUT;SG
body	тяло	body	тяло		N;INDF;NEUT;SG
body	телесно	body	телесно		ADV
hài	забавен	hài	забавен	N	ADJ;INDF;MASC;SG
hài	забавно	hài	забавно	N	ADV
hài	смешна	hài	смешна	N	ADJ;INDF;FEM;SG
hài	смешно	hài	смешно	N	ADV
trồng	засаждане	trồng	засаждане	V	N;INDF;NEUT;SG
trồng	растение	trồng	растение	V	N;INDF;NEUT;SG
trồng	растителна	trồng	растителен	V	ADJ;INDF;FEM;SG
trồng	завод	trồng	завод	V	N;INDF;MASC;SG
ngang	хоризонтално	ngang	хоризонтално	ADJ	ADV
ngang	хоризонтално	ngang	хоризонтално	ADJ	ADV
nhẹ	леки	nhẹ	лек		ADJ;INDF;PL
nhẹ	леко	nhẹ	леко		ADV
nhẹ	лесно	nhẹ	лесно		ADV
nhẹ	леки	nhẹ	лек		ADJ;INDF;PL
nhẹ	скини	nhẹ	скиня-(се)		N;INDF;MASC;PL
nhẹ	слаб	nhẹ	слаб		ADJ;INDF;MASC;SG
lightgrey	lightgrey	lightgrey	lightgrey		N;INDF;MASC;SG
đáp	земи	đáp	земя	V	N;INDF;FEM;PL
đáp	земя	đáp	земя	V	N;INDF;FEM;SG
khô	суха	khô	сух	V	ADJ;INDF;FEM;SG
khô	сухи	khô	сух	V	ADJ;INDF;PL
khô	сухо	khô	сухо	V	ADV
khô	сух	khô	сух	V	ADJ;INDF;MASC;SG
ném	хвърляне	ném	хвърляне	V	N;INDF;NEUT;SG
ném	хвърляне	ném	хвърляне	V	N;INDF;NEUT;SG
gridcolor	gridcolor	gridcolor	gridcolor		PROPN;INDF;MASC;SG
xúc	обиди	xúc	обидя	V	N;INDF;FEM;PL
xúc	обида	xúc	обида	V	N;INDF;FEM;SG
xúc	оскърбление	xúc	оскърбление	V	N;INDF;NEUT;SG
rơi	фолс	rơi	фолс	V	N;INDF;MASC;SG
rơi	есента	rơi	есен	V	N;DEF;FEM;SG
rơi	падане	rơi	падане	V	N;INDF;NEUT;SG
rơi	есен	rơi	есен	V	N;INDF;FEM;SG
rơi	падаща	rơi	падам-(се)	V	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
rơi	падане	rơi	падане	V	N;INDF;NEUT;SG
rơi	падащи	rơi	падам-(се)	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
rơi	падащ	rơi	падам-(се)	V	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
kém	зле	kém	зле	ADJ	ADV
kém	лошо	kém	лошо	ADJ	ADV
kém	кофти	kém	кофта	ADJ	ADV
huyền	епично	huyền	епично	N	ADV
huyền	епична	huyền	епичен	N	ADJ;INDF;FEM;SG
tổn	травми	tổn	травма	V	N;INDF;FEM;PL
tổn	травма	tổn	травма	V	N;INDF;FEM;SG
darkgrey	darkgrey	darkgrey	darkgrey		N;INDF;MASC;SG
sfondo	sfondo	sfondo	sfondo		PROPN;INDF;MASC;SG
mời	покана	mời	покана	V	N;INDF;FEM;SG
mời	покани	mời	покана	V	N;INDF;FEM;PL
mời	покани	mời	покана	V	N;INDF;FEM;PL
mời	покана	mời	покана	V	N;INDF;FEM;SG
mời	покани	mời	покана	V	N;INDF;FEM;PL
chinh	крос	chinh	крос		PROPN;INDF;MASC;SG
chinh	кръст	chinh	кръст		N;INDF;MASC;SG
chinh	кръста	chinh	кръст		N;DEF;MASC;SG
simon	саймън	simon	саймън		PROPN;INDF;MASC;SG
simon	симон	simon	симон		PROPN;INDF;MASC;SG
hoà	холандец	hoà	холандец		N;INDF;MASC;SG
hoà	нидерландски	hoà	нидерландски		ADJ;INDF;MASC;SG
hoà	дъч	hoà	дъч		PROPN;INDF;MASC;SG
hoà	холандски	hoà	холандски		ADJ;INDF;MASC;SG
pennsylvania	пенсилвания	pennsylvania	пенсилване		PROPN;INDF;FEM;SG
trinh	девствен	trinh	девствен	N	ADJ;INDF;MASC;SG
trinh	девствена	trinh	девствен	N	ADJ;INDF;FEM;SG
thiệt	истинско	thiệt	истински	PART	ADV
thiệt	реал	thiệt	реал	PART	PROPN;INDF;MASC;SG
thiệt	истинска	thiệt	истински	PART	ADJ;INDF;FEM;SG
thiệt	реално	thiệt	реално	PART	ADV
thiệt	истински	thiệt	истински	PART	ADJ;INDF;MASC;SG
lang	ланг	lang	ланг	N	PROPN;INDF;FEM;SG
lang	хол	lang	хол	N	PROPN;INDF;FEM;SG
lang	hall	lang	hall	N	PROPN;INDF;MASC;SG
lào	лао	lào	лао	N	PROPN;INDF;MASC;SG
lào	лаос	lào	лаос	N	PROPN;INDF;MASC;SG
tào	цао	tào	цао	N	PROPN;INDF;MASC;SG
chữa	лек	chữa	лек	V	ADJ;INDF;MASC;SG
chợ	пазарна	chợ	пазарен	N	ADJ;INDF;FEM;SG
chợ	пазарен	chợ	пазарен	N	ADJ;INDF;MASC;SG
lỗi	бъгс	lỗi	бъгс	N	PROPN;INDF;MASC;SG
lỗi	грешно	lỗi	грешно	N	ADV
background	фон	background	фон		N;INDF;MASC;SG
background	контекст	background	контекст		N;INDF;MASC;SG
lôi	лей	lôi	лей	V	N;INDF;MASC;SG
lôi	влачене	lôi	влачене	V	N;INDF;NEUT;SG
ngọt	мило	ngọt	мило	ADJ	ADV
ngọt	сладко	ngọt	сладко	ADJ	ADV
ngọt	сладки	ngọt	сладък	ADJ	N;INDF;FEM;PL
ngọt	сладост	ngọt	сладост	ADJ	N;INDF;FEM;SG
thăm	визита	thăm	визита	V	N;INDF;FEM;SG
thăm	посещение	thăm	посещение	V	N;INDF;NEUT;SG
bảy	седма	bảy	седми	NUM	ADJ;INDF;FEM;SG
sóc	катерица	sóc	катерица	V	N;INDF;FEM;SG
sóc	катерици	sóc	катерик	V	N;INDF;FEM;PL
chặn	блокове	chặn	блок	V	N;INDF;MASC;PL
chặn	блокчета	chặn	блокче	V	N;INDF;NEUT;PL
chặn	блокирането	chặn	блокиране	V	N;DEF;NEUT;SG
chặn	блокиране	chặn	блокиране	V	N;INDF;NEUT;SG
chặn	блокиране	chặn	блокиране	V	N;INDF;NEUT;SG
chặn	блок	chặn	блок	V	N;INDF;MASC;SG
thôi	отмяна	thôi	отмяна	PART	N;INDF;FEM;SG
thôi	отмени	thôi	отменя	PART	V;PFV;IMP;SG;2;FIN
ống	пипай	ống	пипай	N	V;IPFV;IMP;SG;2;FIN
phước	благословено	phước	благословено	N	ADV
phước	благословен	phước	благословен	N	ADJ;INDF;MASC;SG
phước	благословена	phước	благословен	N	ADJ;INDF;FEM;SG
phước	благословени	phước	благословен	N	ADJ;INDF;PL
cừu	агнешко	cừu	агнешко	N	ADV
gió	ветровито	gió	ветрови	N	ADV
trống	барабан	trống	барабан	V	N;INDF;MASC;SG
trống	барабани	trống	барабам	V	N;INDF;MASC;PL
trống	празно	trống	празен	V	ADV
trống	празен	trống	празен	V	ADJ;INDF;MASC;SG
trống	празна	trống	празная-(се)	V	ADJ;INDF;FEM;SG
trống	барабаните	trống	барабан	V	N;DEF;MASC;PL
trống	барабани	trống	барабам	V	N;INDF;MASC;PL
trống	празно	trống	празен	V	ADV
trống	празен	trống	празен	V	ADJ;INDF;MASC;SG
trống	празни	trống	празен	V	ADJ;INDF;PL
trống	празна	trống	празная-(се)	V	ADJ;INDF;FEM;SG
indonesia	индонезийски	indonesia	индонезийски	N	ADJ;INDF;MASC;SG
jpl	jpl	jpl	jpl		PROPN;INDF;MASC;SG
nhánh	бранч	nhánh	бранч	N	PROPN;INDF;MASC;SG
tàn	остатък	tàn	остатък	ADJ	N;INDF;MASC;SG
tàn	задушаване	tàn	задушаване	ADJ	N;INDF;NEUT;SG
đuổi	чейз	đuổi	чейз	V	N;INDF;FEM;SG
đuổi	преследване	đuổi	преследване	V	N;INDF;NEUT;SG
đuổi	чейс	đuổi	чейс	V	PROPN;INDF;FEM;SG
mưa	вали	mưa	вали	N	V;IPFV;IMP;SG;3;PRS;FIN
bách	сериозен	bách	сериозен	N	ADJ;INDF;MASC;SG
bách	сериозно	bách	сериозно	N	ADV
bách	сериозни	bách	сериозен	N	ADJ;INDF;PL
bách	сериозна	bách	сериозен	N	ADJ;INDF;FEM;SG
