loại	type	loại	type	N	PROPN
giant	гигантские	giant	гигантский	N	ADJ;NOM;PL
rachel	рэйчел	rachel	рэйчел		N;ANIM;NOM;FEM;SG
rachel	рейчел	rachel	рейчел		N;ANIM;NOM;FEM;SG
keith	кит	keith	кит		N;ANIM;NOM;MASC;SG
keith	кита	keith	кит		N;ANIM;ACC;MASC;SG
sean	шон	sean	шон		N;ANIM;NOM;MASC;SG
bahamas	багамских	bahamas	багамский	N	ADJ;GEN;PL
comic	comic	comic	comic	N	PROPN
alopecosa	alopecosa	alopecosa	alopecosa		PROPN
obscura	obscura	obscura	obscura	V	PROPN
aero	aero	aero	aero		PROPN
rick	рик	rick	рик		N;ANIM;NOM;MASC;SG
rick	рика	rick	рик		N;ANIM;NOM;FEM;SG
purple	фиолетовый	purple	фиолетовый		ADJ;NOM;MASC;SG
productions	productions	productions	productions	N	PROPN
falls	падает	falls	падать	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
bolshevik	большевиков	bolshevik	большевик		N;ANIM;ACC;MASC;PL
bolshevik	большевик	bolshevik	большевик		N;ANIM;NOM;MASC;SG
add	добавить	add	добавить		V;PFV;NFIN;ACT
add	добавьте	add	добавить		V;PFV;IMP;PL;2;FIN;ACT
giòn	крисп	giòn	крисп	V	N;ANIM;NOM;MASC;SG
lloyd	ллойд	lloyd	ллойд		N;ANIM;NOM;MASC;SG
rapper	рэпер	rapper	рэпер		N;ANIM;NOM;MASC;SG
lea	лиа	lea	лиа		N;ANIM;NOM;FEM;SG
lea	леа	lea	леа		N;ANIM;NOM;FEM;SG
hawker	hawker	hawker	hawker	N	PROPN
đấm	бить	đấm	бить	N	V;IPFV;NFIN;ACT
destiny	судьбу	destiny	судьба		N;INAN;ACC;FEM;SG
destiny	судьба	destiny	судьба		N;INAN;NOM;FEM;SG
destiny	судьбы	destiny	судьба		N;INAN;NOM;FEM;PL
teruel	теруэль	teruel	теруэль	NUM	N;INAN;NOM;FEM;SG
piauí	пиауи	piauí	пиауи	N	
hancock	хэнкок	hancock	хэнкок		N;INAN;NOM;MASC;SG
explorer	explorer	explorer	explorer	N	PROPN
sch	sch	sch	sch	N	PROPN
close	близко	close	близко	V	ADV
oricon	oricon	oricon	oricon	N	PROPN
kiêng	диеты	kiêng	диеты	V	N;INAN;NOM;FEM;PL
chester	честер	chester	честер		N;ANIM;NOM;MASC;SG
segovia	сеговия	segovia	сеговие	NUM	N;INAN;NOM;NEUT;PL
kara	кару	kara	кара		N;INAN;ACC;FEM;SG
kara	кара	kara	кара		N;INAN;NOM;FEM;SG
kara	каре	kara	кара		N;INAN;NOM;NEUT;SG
kyrgyzstan	кыргызстан	kyrgyzstan	кыргызстан	V	N;INAN;NOM;MASC;SG
vất	бросил	vất	бросить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
mexicana	mexicana	mexicana	mexicana	N	PROPN
susan	сюзан	susan	сюзан		N;ANIM;NOM;FEM;SG
susan	сьюзан	susan	сьюзан		N;ANIM;NOM;FEM;SG
susan	сьюзен	susan	сьюзен		N;ANIM;NOM;FEM;SG
barney	барни	barney	барень		N;ANIM;NOM;MASC;SG
episode	серия	episode	серия		N;INAN;NOM;FEM;SG
episode	эпизод	episode	эпизод		N;INAN;NOM;MASC;SG
tikader	tikader	tikader	tikader	N	PROPN
sample	образец	sample	образец		N;INAN;NOM;MASC;SG
sample	выборка	sample	выборка		N;INAN;NOM;FEM;SG
hist	hist	hist	hist	N	PROPN
liliaceae	лилейные	liliaceae	лилейный	N	ADJ;NOM;PL
dublin	дублине	dublin	дублина		N;INAN;DAT;MASC;SG
dublin	дублин	dublin	дублин		N;INAN;NOM;MASC;SG
roth	рот	roth	рот		N;INAN;NOM;MASC;SG
glasgow	глазго	glasgow	глазго		N;INAN;NOM;MASC;SG
pav	пав	pav	пав		N;INAN;NOM;MASC;SG
cháo	кашу	cháo	каша	V	N;INAN;ACC;FEM;SG
cháo	каша	cháo	каша	V	N;INAN;NOM;FEM;SG
cháo	суп	cháo	суп	V	N;INAN;NOM;MASC;SG
nancy	нэнси	nancy	нэнси		N;ANIM;NOM;FEM;SG
brasiliensis	brasiliensis	brasiliensis	brasiliensis	N	PROPN
westminster	вестминстер	westminster	вестминстер		N;INAN;NOM;MASC;SG
via	виа	via	виа		N;INAN;NOM;MASC;SG
via	via	via	via		PROPN
via	через	via	через		ADP
málaga	малага	málaga	малаг	NUM	N;INAN;NOM;MASC;SG
cope	справиться	cope	справиться		V;PFV;NFIN;MID
nickname	прозвище	nickname	прозвище		N;INAN;NOM;NEUT;SG
nickname	кличка	nickname	кличка		N;INAN;NOM;FEM;SG
firefox	firefox	firefox	firefox	N	PROPN
layer	слоя	layer	слой		N;INAN;GEN;MASC;SG
layer	слой	layer	слой		N;INAN;NOM;MASC;SG
spencer	спенсер	spencer	спенсер		N;ANIM;NOM;MASC;SG
bahrain	бахрейне	bahrain	бахрейн	N	ADV
bahrain	бахрейна	bahrain	бахрейн	N	ADV
porter	портер	porter	портер		N;ANIM;NOM;MASC;SG
rise	подъем	rise	подъем		N;INAN;NOM;MASC;SG
nagasaki	нагасаки	nagasaki	нагасак		N;INAN;NOM;MASC;PL
berry	берри	berry	брарь		PART
vâng	да	vâng	да		PART
kid	парень	kid	парень		N;ANIM;NOM;MASC;SG
zeppelin	zeppelin	zeppelin	zeppelin	N	PROPN
mori	мори	mori	море		N;INAN;NOM;FEM;SG
met	встретили	met	встретить		V;PFV;IND;PL;PST;FIN;ACT
met	встретились	met	встретиться		V;PFV;IND;PL;PST;FIN;MID
met	встретил	met	встретить		V;PFV;MASC;IND;SG;PST;FIN;ACT
mương	галли	mương	галли	N	
akira	акира	akira	акир		N;ANIM;NOM;MASC;SG
kharkov	харьков	kharkov	харький		N;INAN;NOM;MASC;SG
aus	aus	aus	aus		PROPN
engel	энгель	engel	энгель		N;ANIM;NOM;MASC;SG
chử	ден	chử	день	N	
deutsche	deutsche	deutsche	deutsche	N	PROPN
eisenhower	эйзенхауэр	eisenhower	эйзенхауэр		N;ANIM;NOM;MASC;SG
eisenhower	айк	eisenhower	айк		N;ANIM;NOM;MASC;SG
sci	ски	sci	ска	N	
sci	sci	sci	sci	N	PROPN
dub	dub	dub	dub	N	
native	родной	native	родной		ADJ;NOM;MASC;SG
miranda	миранда	miranda	миранд		N;ANIM;NOM;FEM;SG
aaron	аарон	aaron	аарон		N;ANIM;NOM;MASC;SG
aaron	аарона	aaron	аарон		N;ANIM;ACC;MASC;SG
turbo	турбо	turbo	турбо	N	
shell	оболочка	shell	оболочка		N;INAN;NOM;FEM;SG
shell	shell	shell	shell		PROPN
catalogue	каталог	catalogue	каталог		N;INAN;NOM;MASC;SG
gom	собрание	gom	собрание	V	N;INAN;NOM;NEUT;SG
gom	сбор	gom	сбор	V	N;INAN;NOM;MASC;SG
gom	сбора	gom	сбор	V	N;INAN;GEN;MASC;SG
gom	обход	gom	обход	V	N;INAN;NOM;MASC;SG
lane	переулок	lane	переулок		N;INAN;NOM;MASC;SG
lane	лейн	lane	лейн		N;INAN;NOM;MASC;SG
lane	лэйн	lane	лэйн		N;ANIM;NOM;FEM;SG
méo	сдвиг	méo	сдвиг	V	N;INAN;NOM;MASC;SG
agave	агава	agave	агава		N;INAN;NOM;FEM;SG
richmond	ричмонд	richmond	ричмонд		N;INAN;NOM;MASC;SG
kursk	курская	kursk	курский	N	ADJ;NOM;FEM;SG
gmt	gmt	gmt	gmt	N	PROPN
nowrap	nowrap	nowrap	nowrap	V	PROPN
zur	zur	zur	zur	N	PROPN
release	освободить	release	освободить		V;PFV;NFIN;ACT
release	освобождения	release	освобождение		N;INAN;NOM;NEUT;PL
release	релиз	release	релиз		N;INAN;NOM;MASC;SG
release	освобождение	release	освобождение		N;INAN;NOM;NEUT;SG
eugene	евгений	eugene	евгений		N;ANIM;NOM;MASC;SG
eugene	юджин	eugene	юджин		N;ANIM;NOM;MASC;SG
tnt	тнт	tnt	тнт		N;INAN;NOM;MASC;SG
verde	верде	verde	верде		N;INAN;NOM;MASC;SG
geschichte	geschichte	geschichte	geschichte	N	PROPN
dick	дик	dick	дик	N	PROPN;ANIM;NOM;MASC;SG
reinhold	райнхольд	reinhold	райнхольд	ADJ	ADV
feb	февраля	feb	февраль		N;INAN;GEN;MASC;SG
feb	февраль	feb	февраль		N;INAN;NOM;MASC;SG
lopatin	лопатин	lopatin	лопатин	V	N;ANIM;NOM;MASC;SG
hannah	ханна	hannah	ханный		N;ANIM;NOM;FEM;SG
berland	berland	berland	berland	V	PROPN
robusta	robusta	robusta	robusta	N	PROPN
elongata	elongata	elongata	elongata		PROPN
andhra	андхра	andhra	андхра	N	
hardy	харди	hardy	харди		N;INAN;NOM;MASC;SG
buck	бак	buck	бак		N;INAN;NOM;MASC;SG
mallorca	майорка	mallorca	майорка	NUM	N;INAN;NOM;FEM;SG
mallorca	майорка	mallorca	майорка	NUM	N;INAN;NOM;FEM;SG
sophie	софи	sophie	софи		N;ANIM;NOM;FEM;SG
togo	того	togo	то	N	PRO;INAN;GEN;NEUT;SG
eddie	эдди	eddie	эдди		N;INAN;NOM;MASC;SG
accessdate	accessdate	accessdate	accessdate	N	PROPN
jam	jam	jam	jam	N	PROPN
galileo	galileo	galileo	galileo		PROPN
galileo	галилео	galileo	галилео		N;INAN;NOM;MASC;SG
monticola	monticola	monticola	monticola	N	PROPN
ipa	апи	ipa	апить		N;INAN;NOM;NEUT;SG
basel	базельской	basel	базельский	N	ADJ;INS;FEM;SG
beat	точка	beat	точка		N;INAN;NOM;FEM;SG
beat	очко	beat	очко		N;INAN;NOM;NEUT;SG
beat	point	beat	point		PROPN
adele	адель	adele	адель		N;ANIM;NOM;FEM;SG
sergei	сергей	sergei	сергей		N;ANIM;NOM;MASC;SG
romance	романтика	romance	романтика		N;INAN;NOM;FEM;SG
romance	романтики	romance	романтик		N;INAN;NOM;MASC;PL
unix	unix	unix	unix	N	PROPN
cabrera	кабрера	cabrera	кабрер		N;INAN;NOM;FEM;SG
đãng	мачо	đãng	мачо	V	N;ANIM;NOM;MASC;SG
classic	классические	classic	классический	N	ADJ;NOM;PL
classic	классическая	classic	классический	N	ADJ;NOM;FEM;SG
classic	классический	classic	классический	N	ADJ;NOM;MASC;SG
classic	classic	classic	classic	N	PROPN
arenaria	arenaria	arenaria	arenaria		PROPN
bừa	беспорядок	bừa	беспорядок	V	N;INAN;NOM;MASC;SG
bừa	бардак	bừa	бардак	V	N;INAN;NOM;MASC;SG
mediawiki	mediawiki	mediawiki	mediawiii	N	PROPN
homo	homo	homo	хомо	N	PROPN
din	din	din	din	N	PROPN
plzeň	пльзень	plzeň	пльзень	V	N;INAN;NOM;MASC;SG
ricardo	рикардо	ricardo	рикардо	CONJ	N;ANIM;NOM;MASC;SG
thomisus	thomisus	thomisus	thomisus		PROPN
hye	хе	hye	хо	N	
kate	кейт	kate	кейт		N;ANIM;NOM;FEM;SG
nero	nero	nero	nero		PROPN
latino	латино	latino	латино		N;INAN;NOM;MASC;SG
irwin	ирвин	irwin	ирвин		N;ANIM;NOM;MASC;SG
nueva	нуэва	nueva	нуэва	N	
them	их	them	они		PRO;ACC;PL;3
ách	туз	ách	туз	N	
ách	ас	ách	аттосекунда	N	
drake	дрейк	drake	дрейк		N;ANIM;NOM;MASC;SG
contemporary	современный	contemporary	современный	V	ADJ;NOM;MASC;SG
contemporary	современные	contemporary	современный	V	ADJ;NOM;PL
contemporary	современная	contemporary	современный	V	ADJ;NOM;FEM;SG
contemporary	современных	contemporary	современный	V	ADJ;GEN;PL
contemporary	современное	contemporary	современный	V	ADJ;NOM;NEUT;SG
rogers	роджерс	rogers	роджерс		N;ANIM;NOM;MASC;SG
uit	uit	uit	uit		
gentiana	горечавка	gentiana	горечавка		N;INAN;NOM;FEM;SG
grote	grote	grote	grote		PROPN
bodyclass	bodyclass	bodyclass	bodyclass	N	PROPN
nakajima	nakajima	nakajima	nakajima	N	PROPN
newport	ньюпорт	newport	ньюпорт		N;INAN;NOM;MASC;SG
hercules	геркулес	hercules	геркулес		N;ANIM;NOM;MASC;SG
insularis	insularis	insularis	insularis		PROPN
klein	кляйн	klein	кляйн		N;ANIM;NOM;MASC;SG
klein	клайн	klein	клайн		N;INAN;NOM;FEM;SG
marvel	чудо	marvel	чудо		N;INAN;NOM;NEUT;SG
marvel	marvel	marvel	marvel		PROPN
knox	нокс	knox	нокс		N;INAN;NOM;MASC;SG
richards	ричардс	richards	ричардс		N;ANIM;NOM;MASC;SG
lorenzo	лоренцо	lorenzo	лоренцо		N;ANIM;NOM;MASC;SG
grumman	grumman	grumman	grumman	N	PROPN
augusta	августа	augusta	август		N;INAN;GEN;MASC;SG
watts	уоттс	watts	уоттс		N;ANIM;NOM;FEM;SG
sebastian	себастьян	sebastian	себастьянин		N;ANIM;NOM;MASC;SG
schott	шотт	schott	шотт	N	
britannica	британника	britannica	британник		N;ANIM;ACC;MASC;SG
lem	конечности	lem	конечность		N;INAN;NOM;FEM;PL
lem	лем	lem	лем		N;ANIM;NOM;MASC;SG
monster	монстр	monster	монстр		N;ANIM;NOM;MASC;SG
monster	чудовище	monster	чудовище		N;INAN;NOM;NEUT;SG
archives	архивы	archives	архив		N;INAN;NOM;MASC;PL
archives	архив	archives	архив		N;INAN;NOM;MASC;SG
archives	архивов	archives	архив		N;INAN;GEN;MASC;PL
winston	уинстон	winston	уинстон		N;ANIM;NOM;MASC;SG
vampire	вампиры	vampire	вампир		N;ANIM;NOM;MASC;PL
vampire	вампир	vampire	вампир		N;ANIM;NOM;MASC;SG
scandinavia	скандинавии	scandinavia	скандинавие		N;INAN;NOM;NEUT;PL
scandinavia	скандинавских	scandinavia	скандинавский		ADJ;GEN;PL
alpina	alpina	alpina	alpina	N	PROPN
logan	логан	logan	логан		N;ANIM;NOM;MASC;SG
demo	демонстрация	demo	демонстрация		N;INAN;NOM;FEM;SG
demo	демо	demo	демо		ADV
survey	обследование	survey	обследование		N;INAN;NOM;NEUT;SG
survey	опрос	survey	опрос		N;INAN;NOM;MASC;SG
survey	обследования	survey	обследование		N;INAN;NOM;NEUT;PL
vega	вега	vega	вег		N;INAN;NOM;FEM;SG
xáo	гонки	xáo	гонка	V	N;INAN;NOM;FEM;PL
longitarsus	longitarsus	longitarsus	longitarsus	V	PROPN
rom	rom	rom	rom	N	PROPN
soria	сория	soria	сория	NUM	N;INAN;NOM;FEM;SG
lancaster	ланкастер	lancaster	ланкастер		N;INAN;NOM;MASC;SG
seri	сери	seri	серь	N	
gao	гао	gao	гао		N;INAN;NOM;MASC;SG
zodarion	zodarion	zodarion	zodarion	N	PROPN
masters	masters	masters	masters	N	PROPN
capitol	капитолий	capitol	капитолия		N;INAN;NOM;MASC;SG
sảng	бред	sảng	бред	V	N;INAN;NOM;MASC;SG
lười	лень	lười	лень	ADJ	PART
lười	ленивец	lười	ленивец	ADJ	N;ANIM;NOM;MASC;SG
lười	лень	lười	лень	ADJ	PART
lười	лень	lười	лень	ADJ	PART
saga	сага	saga	саг		N;INAN;NOM;FEM;SG
saga	часть	saga	часть		N;INAN;NOM;FEM;SG
saga	частично	saga	частично		ADV
thèm	тяга	thèm	тяга	V	N;INAN;NOM;FEM;SG
extremadura	эстремадура	extremadura	эстремадура	NUM	N;INAN;NOM;FEM;SG
joon	чжун	joon	чжун	N	PART
bermuda	бермудских	bermuda	бермудский	N	ADJ;GEN;PL
larry	лари	larry	лари		N;INAN;NOM;MASC;SG
larry	ларри	larry	ларри		N;ANIM;NOM;MASC;SG
câm	тупой	câm	тупой	V	ADJ;NOM;MASC;SG
câm	немой	câm	немой	V	N;INAN;NOM;MASC;SG
vocal	голосовые	vocal	голосовой	N	ADJ;NOM;PL
basque	басков	basque	баск	NUM	N;INAN;NOM;MASC;SG
cry	плакать	cry	плакать		V;IPFV;NFIN;ACT
cry	плачь	cry	плачь		V;IPFV;IMP;SG;2;FIN;ACT
cry	плач	cry	плач		N;INAN;NOM;MASC;SG
loãng	разбросаны	loãng	разбросить	ADJ	V;PFV;PL;PST;V.PTCP;PASS
hradec	градец	hradec	градец	NUM	N;INAN;NOM;MASC;SG
mon	мон	mon	мон	N	
mon	пн	mon	понобн	N	
veneto	венето	veneto	венето	NUM	N;INAN;NOM;MASC;SG
bee	пчела	bee	пчело		N;ANIM;NOM;FEM;SG
todd	тодд	todd	тоддя		N;ANIM;NOM;MASC;SG
hack	взломали	hack	взломать	N	V;PFV;IND;PL;PST;FIN;ACT
hack	взломать	hack	взломать	N	V;PFV;NFIN;ACT
moi	мвд	moi	мвд		N;INAN;NOM;NEUT;SG
usb	usb	usb	usb	N	PROPN
ace	эйс	ace	эйс		N;ANIM;NOM;MASC;SG
notre	notre	notre	notre	N	PROPN
notre	нотр	notre	нотр	N	ADV
southampton	саутгемптон	southampton	саутгемптон		N;INAN;NOM;MASC;SG
milne	милн	milne	миллионн		N;ANIM;NOM;MASC;SG
johannesburg	йоханнесбурге	johannesburg	йоханнесбург		N;INAN;ESS;MASC;SG
johannesburg	йоханнесбург	johannesburg	йоханнесбург		N;INAN;NOM;MASC;SG
roland	роланд	roland	роланд		N;ANIM;NOM;MASC;SG
tanaka	танака	tanaka	танака		N;ANIM;NOM;FEM;SG
lotus	lotus	lotus	lotus	N	PROPN
băm	измельчения	băm	измельчение	V	N;INAN;NOM;NEUT;PL
băm	хэш	băm	хэш	V	N;INAN;NOM;MASC;SG
six	six	six	six	NUM	PROPN
six	шестой	six	шестой	NUM	ADJ;NOM;MASC;SG
beatty	битти	beatty	битти		N;ANIM;NOM;MASC;SG
hull	халл	hull	халл	NUM	N;ANIM;NOM;MASC;SG
hull	корпус	hull	корпус	NUM	N;INAN;NOM;MASC;SG
wellington	веллингтон	wellington	веллингтон		N;INAN;NOM;MASC;SG
cura	cura	cura	cura		PROPN
chiba	тиба	chiba	тиб	NUM	N;INAN;NOM;MASC;SG
aichi	aichi	aichi	aichi	N	PROPN
blu	blu	blu	blu		PROPN
vứt	бросок	vứt	бросок	V	N;INAN;NOM;MASC;SG
gate	врата	gate	врат		N;INAN;NOM;MASC;PL
gate	ворота	gate	ворота		N;INAN;NOM;NEUT;PL
elmer	элмер	elmer	элмер		N;ANIM;NOM;MASC;SG
cruise	круз	cruise	круз	N	PART
erik	эрик	erik	эрик		N;ANIM;NOM;MASC;SG
loiret	луаре	loiret	луара	NUM	N;INAN;DAT;MASC;SG
madagascariensis	мадагаскарская	madagascariensis	мадагаскарский	N	ADJ;NOM;FEM;SG
chechnya	чеченской	chechnya	чеченский	N	ADJ;INS;FEM;SG
sullivan	салливан	sullivan	салливан		N;ANIM;NOM;MASC;SG
norton	нортон	norton	нортон		N;ANIM;NOM;MASC;SG
blair	блэр	blair	блэр		N;INAN;NOM;FEM;SG
donetsk	донецк	donetsk	донецк	NUM	N;INAN;NOM;MASC;SG
insignis	insignis	insignis	insignis		PROPN
marginata	marginata	marginata	marginata	N	PROPN
gyeonggi	кёнгидо	gyeonggi	кёнгидо	N	
sên	palm	sên	palm	N	PROPN
nouvelle	nouvelle	nouvelle	nouvelle		PROPN
slav	слав	slav	слава	N	ADV
diamond	бриллиант	diamond	бриллиант		N;INAN;NOM;MASC;SG
diamond	алмазов	diamond	алмаз		N;INAN;GEN;MASC;PL
diamond	алмаз	diamond	алмаз		N;INAN;NOM;MASC;SG
randall	рэндалл	randall	рэндалл		N;ANIM;NOM;MASC;SG
elliott	эллиотт	elliott	эллиотт		N;ANIM;NOM;MASC;SG
elliott	эллиот	elliott	эллиот		N;ANIM;NOM;MASC;SG
polynesia	полинезийские	polynesia	полинезийский	N	ADJ;NOM;PL
bennett	беннетт	bennett	беннетт		N;ANIM;NOM;MASC;SG
bennett	беннет	bennett	беннуть		N;ANIM;NOM;FEM;SG
cào	когтями	cào	когть	V	N;INAN;INS;FEM;PL
sock	носок	sock	носок		N;INAN;NOM;MASC;SG
bai	респект	bai	респект		N;INAN;NOM;MASC;SG
bai	уважать	bai	уважать		V;IPFV;NFIN;ACT
bai	уважение	bai	уважение		N;INAN;NOM;NEUT;SG
bai	уважаю	bai	уважать		V;IPFV;IND;SG;1;PRS;FIN;ACT
dutch	голландский	dutch	голландский	N	ADJ;NOM;MASC;SG
pyramid	пирамида	pyramid	пирамида		N;INAN;NOM;FEM;SG
lucy	люси	lucy	человек		N;ANIM;NOM;FEM;SG
handbuch	handbuch	handbuch	handbuch		PROPN
less	кучу	less	куча		N;INAN;ACC;FEM;SG
baroque	барокко	baroque	барокко	N	ADV
hagen	хаген	hagen	хагный		N;ANIM;NOM;MASC;SG
lucky	счастливая	lucky	счастливый		ADJ;NOM;FEM;SG
lucky	лаки	lucky	лак		N;INAN;NOM;MASC;PL
lucky	счастливчик	lucky	счастливчик		N;ANIM;NOM;MASC;SG
lucky	повезло	lucky	везти		V;PFV;NEUT;IND;SG;PST;FIN;ACT
gnu	gnu	gnu	gnu	N	PROPN
ref	ref	ref	ref	N	
pavel	павел	pavel	павел		N;ANIM;NOM;MASC;SG
como	комо	como	кто	NUM	N;INAN;NOM;FEM;SG
senna	сенна	senna	сенна	N	ADV
pest	вредителей	pest	вредитель		N;ANIM;GEN;MASC;PL
toi	toi	toi	toi		PROPN
making	изготовление	making	изготовление		N;INAN;NOM;NEUT;SG
nhím	hedgehog	nhím	hedgehog	N	PROPN
thêu	вышитые	thêu	вышить	N	V;PFV;NOM;PL;PST;V.PTCP;PASS
walckenaeria	walckenaeria	walckenaeria	walckenaeria	N	PROPN
mohamed	атта	mohamed	атта	N	
theodore	теодор	theodore	теодор	V	N;ANIM;NOM;MASC;SG
julian	джулиан	julian	джулиан		N;ANIM;NOM;MASC;SG
tautenburg	таутенбург	tautenburg	таутенбург		N;ANIM;NOM;MASC;SG
dassault	dassault	dassault	dassault	N	PROPN
arctosa	arctosa	arctosa	arctosa		PROPN
tropical	тропических	tropical	тропический		ADJ;GEN;PL
tropical	тропические	tropical	тропический		ADJ;NOM;PL
tropical	тропический	tropical	тропический		ADJ;NOM;MASC;SG
hét	крик	hét	крик	V	N;INAN;NOM;MASC;SG
hét	крики	hét	крик	V	N;INAN;NOM;MASC;PL
hét	крик	hét	крик	V	N;INAN;NOM;MASC;SG
hét	крики	hét	крик	V	N;INAN;NOM;MASC;PL
detroit	детройт	detroit	детройт		N;INAN;NOM;MASC;SG
arc	арк	arc	арк	N	
arc	arc	arc	arc	N	PROPN
asahi	asahi	asahi	asahi	N	PROPN
beast	чудовище	beast	чудовище		N;INAN;NOM;NEUT;SG
beast	зверь	beast	зверь		N;ANIM;NOM;MASC;SG
nippon	nippon	nippon	nippon		PROPN
toulouse	тулузе	toulouse	тулуз	NUM	N;INAN;DAT;MASC;SG
toulouse	фонарь	toulouse	фонарь	NUM	N;INAN;NOM;MASC;SG
toulouse	фонарик	toulouse	фонарик	NUM	N;INAN;NOM;MASC;SG
macarthur	макартура	macarthur	макартура		N;INAN;NOM;FEM;SG
faroe	фарерских	faroe	фарерский	N	ADJ;GEN;PL
digimon	digimon	digimon	digimon	N	PROPN
veszprém	веспрем	veszprém	веспрем	N	
oclc	oclc	oclc	oclc		PROPN
dunn	данн	dunn	данна		N;ANIM;NOM;MASC;SG
dunn	дан	dunn	дать		ADJ;MASC;SG
chaplin	чаплин	chaplin	чаплина	V	N;ANIM;NOM;MASC;SG
răn	бад	răn	бад	V	N;INAN;NOM;MASC;SG
răn	заповеди	răn	заповедь	V	N;INAN;NOM;FEM;PL
răn	заповедей	răn	заповедь	V	N;INAN;GEN;FEM;PL
lleida	льейда	lleida	льейд	NUM	N;INAN;NOM;FEM;SG
ign	ign	ign	ign		PROPN
trailer	грузовик	trailer	грузовик		N;INAN;NOM;MASC;SG
trailer	прицеп	trailer	прицеп		N;INAN;NOM;MASC;SG
trailer	трейлер	trailer	трейлер		N;INAN;NOM;MASC;SG
devil	дьявол	devil	дьявол		N;ANIM;NOM;MASC;SG
bênh	эмоциональные	bênh	эмоциональный	V	ADJ;NOM;PL
bênh	эмоциональная	bênh	эмоциональный	V	ADJ;NOM;FEM;SG
bênh	эмоции	bênh	эмоция	V	N;INAN;NOM;FEM;PL
bênh	эмоциональной	bênh	эмоциональный	V	ADJ;INS;FEM;SG
bênh	эмоциональный	bênh	эмоциональный	V	ADJ;NOM;MASC;SG
catalina	каталина	catalina	каталин		N;ANIM;NOM;FEM;SG
too	слишком	too	слишком		ADV
too	тоже	too	тоже		PART
kepler	kepler	kepler	kepler		PROPN
taxi	taxi	taxi	taxi	N	PROPN
chrysolina	chrysolina	chrysolina	chrysolina	V	PROPN
africana	africana	africana	africana	N	PROPN
gal	галь	gal	галь		PART
hoc	hoc	hoc	hoc		PROPN
sara	сара	sara	сар		N;ANIM;NOM;FEM;SG
tarragona	таррагона	tarragona	таррагон	NUM	N;INAN;NOM;MASC;SG
gầy	слим	gầy	слимый	ADJ	N;INAN;NOM;MASC;SG
hanja	ханча	hanja	ханч		
punctata	точечный	punctata	точечный		ADJ;NOM;MASC;SG
cicurina	cicurina	cicurina	cicurina	N	
maritimes	maritimes	maritimes	maritimes	NUM	PROPN
viktor	виктор	viktor	виктор		N;ANIM;NOM;MASC;SG
rìu	топор	rìu	топор		N;INAN;NOM;MASC;SG
rìu	топор	rìu	топор		N;INAN;NOM;MASC;SG
luna	луна	luna	луна		N;INAN;NOM;FEM;SG
rảnh	доступно	rảnh	доступный	V	ADJ;NEUT;SG
rảnh	доступные	rảnh	доступный	V	ADJ;NOM;PL
rảnh	доступны	rảnh	доступный	V	ADJ;PL
rảnh	свободно	rảnh	свободно	V	ADV
rảnh	бесплатно	rảnh	бесплатно	V	ADV
rảnh	свободный	rảnh	свободный	V	ADJ;NOM;MASC;SG
rảnh	свободной	rảnh	свободный	V	ADJ;INS;FEM;SG
rảnh	бесплатный	rảnh	бесплатный	V	ADJ;NOM;MASC;SG
rảnh	бесплатные	rảnh	бесплатный	V	ADJ;NOM;PL
wildlife	дикой	wildlife	дикий	N	ADJ;INS;FEM;SG
văng	диване	văng	диван	V	N;INAN;ESS;MASC;SG
văng	диван	văng	диван	V	N;INAN;NOM;MASC;SG
complex	сложная	complex	сложный	N	ADJ;NOM;FEM;SG
complex	сложные	complex	сложный	N	ADJ;NOM;PL
complex	сложных	complex	сложный	N	ADJ;GEN;PL
complex	сложный	complex	сложный	N	ADJ;NOM;MASC;SG
cap	кэп	cap	кэп	N	
cap	кап	cap	кап	N	
bradley	брэдли	bradley	бредля		N;ANIM;NOM;MASC;SG
marusik	marusik	marusik	marusik	N	PROPN
carmen	кармен	carmen	кармен		N;ANIM;NOM;FEM;SG
plaza	plaza	plaza	plaza	N	PROPN
mozilla	mozilla	mozilla	mozilla	N	PROPN
deeleman	deeleman	deeleman	deeleman	N	PROPN
purcell	пёрселл	purcell	пёрселл	N	
geranium	герань	geranium	герань		N;INAN;NOM;FEM;SG
bat	бат	bat	бат		N;INAN;NOM;MASC;SG
bat	бита	bat	бита		N;INAN;NOM;MASC;SG
heinz	хайнц	heinz	хайнц		N;ANIM;NOM;MASC;SG
rocky	рокки	rocky	рокка		N;ANIM;NOM;MASC;SG
dnb	dnb	dnb	dnb		PROPN
aglaia	аглая	aglaia	аглай		N;ANIM;NOM;FEM;SG
vicente	висенте	vicente	висент		N;INAN;NOM;MASC;SG
brignoli	brignoli	brignoli	brignoli		PROPN
josh	джош	josh	джош		N;ANIM;NOM;MASC;SG
josh	джоша	josh	джоша		N;ANIM;ACC;MASC;SG
nesticus	nesticus	nesticus	nesticus	V	PROPN
catalog	каталог	catalog	каталог		N;INAN;NOM;MASC;SG
routledge	routledge	routledge	routledge	N	PROPN
julien	жюльен	julien	жюльный		N;ANIM;NOM;MASC;SG
springfield	спрингфилд	springfield	спрингфилд		N;INAN;NOM;MASC;SG
