que	you	que	you	PRO	N;NOM;SG
catorce	neliteist	catorce	neli_teist	N	NUM;NOM;SG
catorce	oli	catorce	olema	N	V;IND;SG;3;PST;FIN;ACT
catorce	millal	catorce	millal	N	ADV
catorce	kui	catorce	kui	N	CONJ
chames	kõne	chame	kõne	V	N;NOM;SG
agarden	vaikne	agardar	vaikne	V	ADJ;NOM;SG
agarden	lihtsalt	agardar	lihtsalt	V	ADV
agarden	minut	agardar	minut	V	N;NOM;SG
propietario	välja	propietario	välja	N	ADV
propietario	väljas	propietario	väljas	N	ADV
danza	tantsida	danza	tantsima	N	V;NFIN
danza	tantsib	danza	tantsima	N	V;IND;SG;3;PRS;FIN;ACT
xúroo	aus	xúroo	aus	N	ADJ;NOM;SG
xúroo	ausad	xúroo	aus	N	ADJ;NOM;PL
billy	billy	billy	billy	PROPN	N;NOM;SG
cuns	tulekul	cun	tulek	ADV	N;AT+ESS
;SG
cuns	tulemas	cun	tulema	ADV	V;IN+ESS;V.CVB;ACT
cuns	tuleb	cun	tulema	ADV	V;IND;SG;3;PRS;FIN;ACT
cuns	nyyd	cun	nyyd	ADV	N;NOM;SG
considerado	olemise	considerar	olemine	V	N;GEN;SG
considerado	olemine	considerar	olemine	V	N;NOM;SG
medianoite	kesköö	medianoite	kesk_öö	PROPN	N;NOM;SG
medianoite	keskööl	medianoite	kesk_öö	PROPN	N;AT+ESS
;SG
medianoite	ümber	medianoite	ümber	PROPN	ADV
medianoite	ringi	medianoite	ringi	PROPN	ADV
soñar	unistus	soñar	unistus	V	N;NOM;SG
soñar	dream	soñar	dream	V	N;NOM;SG
soñar	unenägu	soñar	une_nägu	V	N;NOM;SG
soñar	und	soñar	uni	V	N;PRT;SG
soñar	unistused	soñar	unistus	V	N;NOM;PL
soñar	unenäod	soñar	une_nägu	V	N;NOM;PL
hill	hill	hill	hill	PROPN	N;NOM;SG
responsábel	vastutustundlik	responsábel	vastutus_tundlik	N	ADJ;NOM;SG
responsábel	vastutav	responsábel	vastutav	N	ADJ;NOM;SG;PRS;V.PTCP;ACT
groves	groves	grove	groves	PROPN	N;NOM;SG
groves	sind	grove	sina	PROPN	PRO;PRT;SG;2
groves	you	grove	you	PROPN	N;NOM;SG
groves	sina	grove	sina	PROPN	PRO;NOM;SG;2
cliff	kalju	cliff	kalju	PROPN	N;NOM;SG
cliff	cliff	cliff	cliff	PROPN	N;NOM;SG
ideais	ideaalsed	ideal	ideaalne	N	ADJ;NOM;PL
ideais	ideaalne	ideal	ideaalne	N	ADJ;NOM;SG
festas	osalised	festa	osaline	N	ADJ;NOM;PL
festas	tegi	festa	tegema	N	V;IND;SG;3;PST;FIN;ACT
macdonald	macdonald	macdonald	macdonald	ADJ	N;NOM;SG
leal	ustav	leal	ustav	ADJ	N;NOM;SG
leal	tõsi	leal	tõsi	ADJ	N;NOM;SG
viets	nad	viets	tema	PROPN	PRO;NOM;PL;3
zorra	see	zorra	see	N	PRO;NOM;SG
zorra	seda	zorra	see	N	PRO;PRT;SG
zorra	sind	zorra	sina	N	PRO;PRT;SG;2
zorra	sina	zorra	sina	N	PRO;NOM;SG;2
zorra	hull	zorra	hull	N	ADJ;NOM;SG
zorra	hullud	zorra	hull	N	ADJ;NOM;PL
winston	winston	winston	winston	PROPN	N;NOM;SG
pompeio	pompeius	pompeio	pompeius	PROPN	N;NOM;SG
pompeio	oli	pompeio	olema	PROPN	V;IND;SG;3;PST;FIN;ACT
marcel	marcel	marcel	marcel	PROPN	N;NOM;SG
forks	kahvlid	forks	kahvel	PROPN	N;NOM;PL
haynes	haynes	haber	haynes	PROPN	N;IN+ESS;SG
haynes	saadetud	haber	saatma	PROPN	V;PST;V.PTCP;PASS
fortaleza	punane	fortalezar	punane	N	ADJ;NOM;SG
fortaleza	punased	fortalezar	punane	N	ADJ;NOM;PL
pacífico	mis	pacífico	mis	ADJ	PRO;NOM;SG
aumentar	suurendamine	aumentar	suurendamine	V	N;NOM;SG
aumentar	suurenemine	aumentar	suurenemine	V	N;NOM;SG
aumentar	suurendamine	aumentar	suurendamine	V	N;NOM;SG
aumentar	ja	aumentar	ja	V	CONJ
aumentar	ning	aumentar	ning	V	CONJ
estraños	veider	estraño	veider	ADJ	N;NOM;SG
emocional	emotsionaalne	emocional	emotsionaalne	N	ADJ;NOM;SG
voluntarios	aidake	voluntario	aida=ke	N	V;IMP;PL;2;PRS;FIN;ACT
básica	põhi	básico	põhi	ADJ	N;NOM;SG
sentados	istumine	sentar	istumine	V	N;NOM;SG
sentados	seal	sentar	seal	V	ADV
sentados	ümber	sentar	ümber	V	ADV
sentados	ringi	sentar	ringi	V	ADV
sentados	lihtsalt	sentar	lihtsalt	V	ADV
sentados	sat	sentar	saema	V	N;NOM;SG
jack	jack	jack	jack	PROPN	N;NOM;SG
bobby	bobby	bobby	bobby	PROPN	N;NOM;SG
seguintes	next	seguinte	next	ADJ	N;NOM;SG
and	ja	and	ja	PROPN	CONJ
and	ning	and	ning	PROPN	CONJ
descubrimos	õpitud	descubrir	õpitud	V	ADJ;PST;V.PTCP;PASS
cotiá	igapäevane	cotián	iga_päevane	N	ADJ;NOM;SG
cotiá	igapäevane	cotián	iga_päevane	N	ADJ;NOM;SG
cotiá	päevane	cotián	päevane	N	ADJ;NOM;SG
organizar	korraldamine	organizar	korraldamine	V	N;NOM;SG
valentes	vapper	valente	vapper	ADJ	N;NOM;SG
valentes	vapp	valente	vapp	ADJ	N;NOM;SG
street	tänav	street	tänav	PROPN	N;NOM;SG
darnos	anda	darno	andma	N	V;NFIN
darnos	anna	darno	andma	N	V;IMP;SG;2;PRS;FIN;ACT
raios	kiired	raio	kiire	N	ADJ;NOM;PL
técnico	tehnilised	técnico	tehniline	N	ADJ;NOM;PL
técnico	tehniline	técnico	tehniline	N	ADJ;NOM;SG
técnico	tahaks	técnico	tahtma	N	V;COND;PRS;FIN;ACT
técnico	tahad	técnico	tahtma	N	V;IND;SG;2;PRS;FIN;ACT
falso	väär	falso	väär	ADJ	N;NOM;SG
asistente	abiline	asistente	abiline	ADJ	N;NOM;SG
asistente	assistent	asistente	assistent	ADJ	N;NOM;SG
moreas	palju	morea	palju	N	ADV
afrontar	kokkulepe	afrontar	kokku_lepe	V	N;NOM;SG
afrontar	tehing	afrontar	tehing	V	N;NOM;SG
afrontar	koos	afrontar	koos	V	ADV
afrontar	väljakutsed	afrontar	välja_kutse	V	N;NOM;PL
afrontar	näoga	afrontar	nägu	V	N;COM;SG
afrontar	näo	afrontar	nägu	V	N;GEN;SG
afrontar	nägu	afrontar	nägu	V	N;NOM;SG
afrontar	face	afrontar	face	V	N;NOM;SG
vouvos	going	vouvo	going	V	N;NOM;SG
vouvos	minek	vouvo	minek	V	N;NOM;SG
vouvos	näitamine	vouvo	näitamine	V	N;NOM;SG
vouvos	etendus	vouvo	etendus	V	N;NOM;SG
vouvos	show	vouvo	show	V	N;NOM;SG
vouvos	ja	vouvo	ja	V	CONJ
vouvos	ning	vouvo	ning	V	CONJ
nocturno	õhtu	nocturno	õhtu	ADJ	N;NOM;SG
nocturno	öö	nocturno	öö	ADJ	N;NOM;SG
nocturno	ööd	nocturno	öö	ADJ	N;NOM;SG
nocturno	ööklubi	nocturno	öö_klubi	ADJ	N;NOM;SG
ocultar	peitu	ocultar	peit	V	N;NOM;SG
ocultar	peitmine	ocultar	peitmine	V	N;NOM;SG
ocultar	peidus	ocultar	peit	V	N;IN+ESS;SG
ocultar	varjatud	ocultar	varjatud	V	ADJ;PST;V.PTCP;PASS
ocultar	agenda	ocultar	agendama	V	N;NOM;SG
ocultar	päevakord	ocultar	päeva_kord	V	N;NOM;SG
new	uued	new	uus	PROPN	ADJ;NOM;PL
new	uus	new	uus	PROPN	ADJ;NOM;SG
new	new	new	new	PROPN	N;NOM;SG
asumir	võtmine	asumir	võtmine	V	N;NOM;SG
asumir	vastutus	asumir	vastutus	V	N;NOM;SG
asumir	kohustused	asumir	kohustus	V	N;NOM;PL
apostar	gamble	apostar	gamblema	V	N;NOM;SG
apostar	panus	apostar	panus	V	N;NOM;SG
apostar	kihla	apostar	kihla	V	N;PRT;SG
apostar	kihlvedu	apostar	kihl_vedu	V	N;NOM;SG
competencia	muu	competencia	muu	N	PRO;NOM;SG
competencia	muud	competencia	muu	N	PRO;NOM;SG
amosan	nad	amosar	tema	V	PRO;NOM;PL;3
amosan	uurimistöö	amosar	uurimis_töö	V	N;NOM;SG
amosan	teadusuuringud	amosar	teadus_uuring	V	N;NOM;PL
amosan	uuringud	amosar	uuring	V	N;NOM;PL
amosan	etendused	amosar	etendus	V	N;NOM;PL
amosan	näitamine	amosar	näitamine	V	N;NOM;SG
amosan	etendus	amosar	etendus	V	N;NOM;SG
amosan	show	amosar	show	V	N;NOM;SG
extra	ekstra	extra	ekster	PROPN	N;NOM;SG
extra	extra	extra	extra	PROPN	N;NOM;SG
vih	hivi	vih	hivi	PROPN	N;PRT;SG
vih	hiv	vih	hiv	PROPN	N;NOM;SG
vih	aids	vih	aids	PROPN	N;NOM;SG
vih	aidsi	vih	aids	PROPN	N;PRT;SG
quizáis	sind	quizáis	sina	ADV	PRO;PRT;SG;2
quizáis	you	quizáis	you	ADV	N;NOM;SG
quizáis	sina	quizáis	sina	ADV	PRO;NOM;SG;2
lóxico	see	lóxico	see	ADJ	PRO;NOM;SG
lóxico	seda	lóxico	see	ADJ	PRO;PRT;SG
axudando	aitamine	axudar	aitamine	V	N;NOM;SG
dígolle	ütle	dígolle	ütlema	PROPN	V;IMP;SG;2;PRS;FIN;ACT
dígolle	sind	dígolle	sina	PROPN	PRO;PRT;SG;2
dígolle	you	dígolle	you	PROPN	N;NOM;SG
dígolle	sina	dígolle	sina	PROPN	PRO;NOM;SG;2
dígolle	ütle	dígolle	ütlema	PROPN	V;IMP;SG;2;PRS;FIN;ACT
dígolle	räägi	dígolle	rääkima	PROPN	V;IMP;SG;2;PRS;FIN;ACT
pouquiño	väike	pouquiño	väike	N	ADJ;NOM;SG
pouquiño	vähe	pouquiño	vähe	N	ADV
poñelo	pane	poñelo	panema	N	V;IMP;SG;2;PRS;FIN;ACT
poñelo	panna	poñelo	panema	N	V;NFIN
andando	kõndimine	andar	kõndimine	V	N;NOM;SG
andando	going	andar	going	V	N;NOM;SG
andando	minek	andar	minek	V	N;NOM;SG
andando	jalutuskäik	andar	jalutus_käik	V	N;NOM;SG
desapareceron	nad	desaparecer	tema	V	PRO;NOM;PL;3
crean	loo	crear	lugu	V	N;GEN;SG
crean	ja	crear	ja	V	CONJ
crean	ning	crear	ning	V	CONJ
baixos	madalam	baixo	madalam	N	ADJ;NOM;CMPR;SG
baixos	madalamad	baixo	madalam	N	ADJ;NOM;CMPR;PL
baixos	alumine	baixo	alumine	N	ADJ;NOM;SG
baixos	madalamale	baixo	madalamale	N	ADV
baixos	madal	baixo	madal	N	ADJ;NOM;SG
baixos	madala	baixo	madal	N	ADJ;GEN;SG
baixos	madalad	baixo	madal	N	ADJ;NOM;PL
baixos	odavad	baixo	odav	N	ADJ;NOM;PL;PRS;V.PTCP;ACT
baixos	odav	baixo	odav	N	ADJ;NOM;SG;PRS;V.PTCP;ACT
baixos	odavalt	baixo	odavalt	N	ADV
multitude	seal	multitude	seal	N	ADV
anthony	anthony	anthony	anthony	PROPN	N;NOM;SG
desaparece	seejärel	desaparecer	see_järel	V	ADV
desaparece	siis	desaparecer	siis	V	ADV
desaparece	eemal	desaparecer	eemal	V	ADV
desaparece	eemale	desaparecer	eemale	V	ADV
desaparece	välja	desaparecer	välja	V	ADV
desaparece	väljas	desaparecer	väljas	V	ADV
desaparece	out	desaparecer	out	V	N;NOM;SG
química	keemiline	químico	keemiline	N	ADJ;NOM;SG
química	keemilised	químico	keemiline	N	ADJ;NOM;PL
fea	kole	fear	kole	N	ADJ;NOM;SG
fea	inetu	fear	inetu	N	ADJ;NOM;SG
fea	ta	fear	tema	N	PRO;NOM;SG;3
fea	vana	fear	vana	N	ADJ;NOM;SG
fea	vanaks	fear	vana	N	ADJ;TRANS;SG
fea	vanad	fear	vana	N	ADJ;NOM;PL
deseño	kujundatud	deseño	kujundama	N	ADJ;PST;V.PTCP;PASS
deseño	disainitud	deseño	disainitud	N	ADJ;PST;V.PTCP;PASS
deseño	projekteeritud	deseño	projekteerima	N	ADJ;PST;V.PTCP;PASS
deseño	kavandatud	deseño	kavandama	N	V;PST;V.PTCP;PASS
helen	helen	helar	helen	PROPN	N;NOM;SG
criminais	kuritegelik	criminal	kuri_tegelik	N	ADJ;NOM;SG
criminais	kriminaalne	criminal	kriminaalne	N	ADJ;NOM;SG
protector	kaitsja	protector	kaitsja	ADJ	N;NOM;SG
parou	peatus	parar	peatus	V	N;NOM;SG
parou	peatatud	parar	peatama	V	ADJ;PST;V.PTCP;PASS
respiración	hingab	respiración	hingama	N	V;IND;SG;3;PRS;FIN;ACT
respiración	hoia	respiración	hoidma	N	V;IMP;SG;2;PRS;FIN;ACT
respiración	meie	respiración	mina	N	PRO;NOM;PL;1
atopas	sind	atopa	sina	V	PRO;PRT;SG;2
atopas	you	atopa	you	V	N;NOM;SG
atopas	sina	atopa	sina	V	PRO;NOM;SG;2
púxose	teda	púxose	tema	V	PRO;PRT;SG;3
púxose	tema	púxose	tema	V	PRO;NOM;SG;3
púxose	alla	púxose	alla	V	ADV
púxose	maha	púxose	maha	V	ADV
púxose	maas	púxose	maas	V	ADV
púxose	ta	púxose	tema	V	PRO;NOM;SG;3
consegues	sind	conseguir	sina	V	PRO;PRT;SG;2
consegues	you	conseguir	you	V	N;NOM;SG
consegues	sina	conseguir	sina	V	PRO;NOM;SG;2
efectivamente	tõsiasi	efectivamente	tõsi_asi	ADV	N;NOM;SG
efectivamente	fakt	efectivamente	fakt	ADV	N;NOM;SG
efectivamente	kindel	efectivamente	kindel	ADV	ADJ;NOM;SG
saian	välja	saiar	välja	V	ADV
saian	väljas	saiar	väljas	V	ADV
saian	out	saiar	out	V	N;NOM;SG
convidado	külaline	convidar	külaline	V	N;NOM;SG
exposición	näidatakse	exposición	näitama	N	V;IND;PRS;FIN;PASS
exposición	näita	exposición	näitama	N	V;IMP;SG;2;PRS;FIN;ACT
exposición	kuva	exposición	kuva	N	V;IMP;PL;2;PRS;FIN;ACT
respira	hingamine	respirar	hingamine	V	N;NOM;SG
respira	hingamise	respirar	hingamine	V	N;GEN;SG
respira	hingamist	respirar	hingamine	V	N;PRT;SG
volvan	tagasi	volver	tagasi	V	ADV
volvan	uuesti	volver	uuesti	V	ADV
volvan	taas	volver	taas	V	ADV
volvan	jälle	volver	jälle	V	ADV
volvan	neid	volver	see	V	PRO;PRT;PL
molesta	sind	molesta	sina	V	PRO;PRT;SG;2
molesta	you	molesta	you	V	N;NOM;SG
molesta	sina	molesta	sina	V	PRO;NOM;SG;2
dirixe	harjutusi	dirixe	harjutus	V	N;PRT;PL
dirixe	harjutused	dirixe	harjutus	V	N;NOM;PL
públicos	avalikkus	público	avalikkus	ADJ	N;NOM;SG
xigantes	on	xigante	olema	ADJ	V;IND;SG;3;PRS;FIN;ACT
eres	sind	er	sina	N	PRO;PRT;SG;2
eres	sina	er	sina	N	PRO;NOM;SG;2
eres	on	er	olema	N	V;IND;SG;3;PRS;FIN;ACT
rematado	lõpetatud	rematar	lõpetama	V	ADJ;PST;V.PTCP;PASS
rematado	üle	rematar	üle	V	ADV
orixinais	originaal	orixinal	originaal	ADJ	N;NOM;SG
orixinais	originaalid	orixinal	originaal	ADJ	N;NOM;PL
test	tagurpidi	test	tagur_pidi	N	ADV
test	vastupidine	test	vastu_pidine	N	ADJ;NOM;SG
disque	nad	disque	tema	ADV	PRO;NOM;PL;3
disque	ütle	disque	ütlema	ADV	V;IMP;SG;2;PRS;FIN;ACT
disque	kuulsin	disque	kuulma	ADV	V;IND;SG;1;PST;FIN;ACT
disque	kuuldud	disque	kuuldud	ADV	ADJ;PST;V.PTCP;PASS
disque	kuulnud	disque	kuulma	ADV	V;PST;V.PTCP;ACT
disque	kuulis	disque	kuulma	ADV	V;IND;SG;3;PST;FIN;ACT
respirar	hingamine	respirar	hingamine	V	N;NOM;SG
respirar	hingamise	respirar	hingamine	V	N;GEN;SG
respirar	hingamist	respirar	hingamine	V	N;PRT;SG
respirar	hingeõhk	respirar	hinge_õhk	V	N;NOM;SG
respirar	hingetõmme	respirar	hinge_tõmm	V	N;NOM;SG
afortunado	lucky	afortunar	lucky	V	N;NOM;SG
afortunado	õnneseen	afortunar	õnneseen	V	N;NOM;SG
afortunado	õnnelik	afortunar	õnnelik	V	ADJ;NOM;SG
afortunado	õnnistatud	afortunar	õnnista=tud	V	ADJ;PST;V.PTCP;PASS
glicosa	glükoos	glicosa	glükoos	ADJ	N;NOM;SG
glicosa	muutused	glicosa	muutus	ADJ	N;NOM;PL
glicosa	muuda	glicosa	muutma	ADJ	
glicosa	muudatus	glicosa	muudatus	ADJ	N;NOM;SG
glicosa	muutus	glicosa	muutus	ADJ	N;NOM;SG
traballou	töötatud	traballar	tööta=tud	V	ADJ;PST;V.PTCP;PASS
traballou	tööd	traballar	töö	V	N;PRT;SG
traballou	töö	traballar	töö	V	N;NOM;SG
traballou	tööle	traballar	töö	V	N;AT+ALL;SG
obras	töötab	obra	töötama	N	V;IND;SG;3;PRS;FIN;ACT
obras	toimib	obra	toimima	N	V;IND;SG;3;PRS;FIN;ACT
obras	kogutud	obra	koguma	N	V;PST;V.PTCP;PASS
obras	seal	obra	seal	N	ADV
dás	sind	das	sina	V	PRO;PRT;SG;2
dás	you	das	you	V	N;NOM;SG
dás	sina	das	sina	V	PRO;NOM;SG;2
dás	andmine	das	andmine	V	N;NOM;SG
st	tänav	st	tänav	PROPN	N;NOM;SG
afastado	kaugele	afastar	kaugele	V	ADV
afastado	kaugel	afastar	kaugel	V	ADV
afastado	kauge	afastar	kauge	V	ADJ;NOM;SG
afastado	eemal	afastar	eemal	V	ADV
afastado	eemale	afastar	eemale	V	ADV
afastado	alates	afastar	alates	V	ADV
afastado	kellelt	afastar	kes	V	PRO;AT+ABL;SG
afastado	väga	afastar	väga	V	ADV
afastado	idas	afastar	ida	V	N;IN+ESS;SG
afastado	itta	afastar	ida	V	N;IN+ALL;LGSPEC1;SG
afastado	ida	afastar	ida	V	N;NOM;SG
abriu	avatud	abriu	avatud	V	ADJ;PST;V.PTCP;PASS
carácter	rohkem	carácter	rohkem	N	ADV
famosa	kuulus	famor	kuuluma	ADJ	N;NOM;SG
famosa	see	famor	see	ADJ	PRO;NOM;SG
famosa	seda	famor	see	ADJ	PRO;PRT;SG
condenado	kinnipeetav	condenar	kinnipeeta=v	V	ADJ;NOM;SG;PRS;V.PTCP;ACT
condenado	hetkel	condenar	hetk	V	N;AT+ESS
;SG
condenado	praegu	condenar	praegu	V	ADV
condenado	rea	condenar	rida	V	N;GEN;SG
condenado	rida	condenar	rida	V	N;NOM;SG
gana	tahaks	gano	tahtma	PROPN	V;COND;PRS;FIN;ACT
gana	tahad	gano	tahtma	PROPN	V;IND;SG;2;PRS;FIN;ACT
gana	tunneta	gano	tunnetama	PROPN	V;IMP;SG;2;PRS;FIN;ACT
gana	nagu	gano	nagu	PROPN	CONJ
gana	meeldib	gano	meeldima	PROPN	V;IND;SG;3;PRS;FIN;ACT
gana	koos	gano	koos	PROPN	ADV
gana	sind	gano	sina	PROPN	PRO;PRT;SG;2
gana	you	gano	you	PROPN	N;NOM;SG
gana	sina	gano	sina	PROPN	PRO;NOM;SG;2
deille	teda	deillar	tema	V	PRO;PRT;SG;3
deille	teda	deillar	tema	V	PRO;PRT;SG;3
deille	tema	deillar	tema	V	PRO;NOM;SG;3
arde	põleb	arde	põlema	N	V;IND;SG;3;PRS;FIN;ACT
arde	põletab	arde	põletama	N	V;IND;SG;3;PRS;FIN;ACT
arde	põle	arde	põle	N	V;IMP;SG;2;PRS;FIN;ACT
arde	põleb	arde	põlema	N	V;IND;SG;3;PRS;FIN;ACT
arde	põletada	arde	põletama	N	V;NFIN
arde	sind	arde	sina	N	PRO;PRT;SG;2
arde	sina	arde	sina	N	PRO;NOM;SG;2
domingos	pühapäeviti	domingo	püha_päeviti	N	ADV
domingos	muu	domingo	muu	N	PRO;NOM;SG
domingos	muud	domingo	muu	N	PRO;NOM;SG
medias	see	media	see	N	PRO;NOM;SG
medias	selle	media	see	N	PRO;GEN;SG
medias	seda	media	see	N	PRO;PRT;SG
medias	pool	media	pool	N	NUM;NOM;SG
ii	teine	ii	teine	PROPN	PRO;NOM;SG
ii	teiseks	ii	teiseks	PROPN	ADV
ii	akt	ii	akt	PROPN	N;NOM;SG
ii	tegutsema	ii	tegutsema	PROPN	V;IN+ALL;V.CVB;ACT
ii	act	ii	act	PROPN	N;NOM;SG
roubou	varastatud	roubar	varastatud	V	ADJ;PST;V.PTCP;PASS
roubou	kes	roubar	kes	V	PRO;NOM;SG
roubou	keda	roubar	kes	V	PRO;PRT;SG
aninovo	uued	aninovo	uus	N	ADJ;NOM;PL
aninovo	uus	aninovo	uus	N	ADJ;NOM;SG
cóntame	mis	cóntame	mis	V	PRO;NOM;SG
cóntame	mida	cóntame	mis	V	PRO;PRT;SG
cóntame	sind	cóntame	sina	V	PRO;PRT;SG;2
cóntame	you	cóntame	you	V	N;NOM;SG
cóntame	sina	cóntame	sina	V	PRO;NOM;SG;2
cheque	sind	cheque	sina	N	PRO;PRT;SG;2
cheque	sina	cheque	sina	N	PRO;NOM;SG;2
soubese	ta	souber	tema	V	PRO;NOM;SG;3
baixe	alla	baixe	alla	V	ADV
baixe	maha	baixe	maha	V	ADV
baixe	maas	baixe	maas	V	ADV
baixe	sind	baixe	sina	V	PRO;PRT;SG;2
baixe	you	baixe	you	V	N;NOM;SG
baixe	sina	baixe	sina	V	PRO;NOM;SG;2
penses	doni	pense	doni	V	ADJ
penses	don	pense	don	V	N;NOM;SG
penses	umbes	pense	umbes	V	ADV
dóeme	sisu	dóeme	sisu	V	N;NOM;SG
dóeme	sisaldus	dóeme	sisaldus	V	N;NOM;SG
bien	bien	bien	bien	PROPN	N;NOM;SG
bien	noh	bien	noh	PROPN	INTJ
bien	no	bien	no	PROPN	INTJ
bien	hästi	bien	hästi	PROPN	ADV
bien	fine	bien	finema	PROPN	N;NOM;SG
bien	trahv	bien	trahv	PROPN	N;NOM;SG
bien	trahvi	bien	trahv	PROPN	N;PRT;SG
bien	õigus	bien	õigus	PROPN	N;NOM;SG
bien	paremale	bien	paremale	PROPN	ADV
bien	õige	bien	õige	PROPN	ADJ;NOM;SG
deberas	sind	deber	sina	ADJ	PRO;PRT;SG;2
deberas	you	deber	you	ADJ	N;NOM;SG
deberas	sina	deber	sina	ADJ	PRO;NOM;SG;2
deberas	peaksid	deber	pidama	ADJ	V;COND;PL;3;PRS;FIN;ACT
deberas	peaks	deber	pidama	ADJ	V;COND;PRS;FIN;ACT
deberas	peab	deber	pidama	ADJ	V;IND;SG;3;PRS;FIN;ACT
direillo	ütle	direillo	ütlema	N	V;IMP;SG;2;PRS;FIN;ACT
direillo	räägi	direillo	rääkima	N	V;IMP;SG;2;PRS;FIN;ACT
direillo	sind	direillo	sina	N	PRO;PRT;SG;2
direillo	sina	direillo	sina	N	PRO;NOM;SG;2
rata	sind	rata	sina	N	PRO;PRT;SG;2
rata	sina	rata	sina	N	PRO;NOM;SG;2
fusís	nende	fuso	tema	N	PRO;GEN;PL
salario	maksa	salario	maksma	N	V;IMP;SG;2;PRS;FIN;ACT
salario	makstud	salario	maks=tud	N	ADJ;PST;V.PTCP;PASS
salario	tasustatud	salario	tasustama	N	ADJ;PST;V.PTCP;PASS
salario	tasutud	salario	tasuma	N	V;PST;V.PTCP;PASS
salario	tasus	salario	tasuma	N	V;IND;SG;3;PST;FIN;ACT
roubaron	nad	roubar	tema	V	PRO;NOM;PL;3
roubaron	röövitud	roubar	röövima	V	ADJ;PST;V.PTCP;PASS
perdiches	sind	perdiches	sina	V	PRO;PRT;SG;2
perdiches	you	perdiches	you	V	N;NOM;SG
perdiches	sina	perdiches	sina	V	PRO;NOM;SG;2
perdiches	välja	perdiches	välja	V	ADV
perdiches	väljas	perdiches	väljas	V	ADV
perdiches	out	perdiches	out	V	N;NOM;SG
perdiches	kadunud	perdiches	kadunud	V	ADJ;PST;V.PTCP;ACT
perdiches	kaotatud	perdiches	kaotatud	V	ADJ;PST;V.PTCP;PASS
perdiches	preili	perdiches	preili	V	N;NOM;SG
perdiches	sinu	perdiches	sina	V	PRO;GEN;SG;2
perdiches	teie	perdiches	sina	V	PRO;NOM;PL;2
henri	henri	henri	henr	PROPN	N;NOM;SG
henri	thierry	henri	thierry	PROPN	N;NOM;SG
saias	sind	saio	sina	N	PRO;PRT;SG;2
saias	sina	saio	sina	N	PRO;NOM;SG;2
saias	saa	saio	saama	N	V;IMP;SG;2;PRS;FIN;ACT
saias	välja	saio	välja	N	ADV
saias	väljas	saio	väljas	N	ADV
boto	preili	boto	preili	V	N;NOM;SG
boto	teda	boto	tema	V	PRO;PRT;SG;3
lava	pesta	lavar	pesema	N	V;NFIN
lava	pesema	lavar	pesema	N	V;IN+ALL;V.CVB;ACT
lava	pese	lavar	pesema	N	V;IMP;SG;2;PRS;FIN;ACT
arresto	arreteerida	arresto	arreteerima	N	V;NFIN
arresto	tabatud	arresto	tabatud	N	ADJ;PST;V.PTCP;PASS
arresto	kuninglik	arresto	kuninglik	N	ADJ;NOM;SG
arresto	kuninglikud	arresto	kuninglik	N	ADJ;NOM;PL
bendito	õnnistagu	bendito	õnnistama	N	V;IMP;SG;2;PRS;FIN;ACT
bendito	õnnistatud	bendito	õnnista=tud	N	ADJ;PST;V.PTCP;PASS
hemingway	hemingway	hemingway	hemingway	PROPN	N;NOM;SG
fódete	sind	fódete	sina	PROPN	PRO;PRT;SG;2
fódete	you	fódete	you	PROPN	N;NOM;SG
fódete	sina	fódete	sina	PROPN	PRO;NOM;SG;2
fódete	fuck	fódete	fuck	PROPN	N;NOM;SG
fódete	off	fódete	off	PROPN	N;NOM;SG
árabe	araabia	árabar	araabia	N	ADJ
árabe	araabia	árabar	araabia	N	ADJ
séntese	alla	séntese	alla	V	ADV
séntese	maha	séntese	maha	V	ADV
séntese	maas	séntese	maas	V	ADV
séntese	iste	séntese	iste	V	N;NOM;SG
séntese	istet	séntese	iste	V	N;PRT;SG
séntese	istekoht	séntese	iste_koht	V	N;NOM;SG
séntese	sind	séntese	sina	V	PRO;PRT;SG;2
séntese	you	séntese	you	V	N;NOM;SG
séntese	sina	séntese	sina	V	PRO;NOM;SG;2
séntese	lihtsalt	séntese	lihtsalt	V	ADV
fixérono	nad	fixérono	tema	V	PRO;NOM;PL;3
profunda	sügavamal	profundo	sügavam	ADJ	ADV
profunda	sügavamalt	profundo	süga=vamalt	ADJ	ADV
profunda	sügavamale	profundo	sügavam	ADJ	ADV
profunda	deep	profundo	deep	ADJ	N;NOM;SG
profunda	sügavale	profundo	sügavale	ADJ	ADV
levaban	nad	levar	tema	V	PRO;NOM;PL;3
provoca	põhjused	provocar	põhjus	V	N;NOM;PL
provoca	see	provocar	see	V	PRO;NOM;SG
provoca	seda	provocar	see	V	PRO;PRT;SG
aprendemos	õpitud	aprender	õpitud	V	ADJ;PST;V.PTCP;PASS
xace	valed	xacir	vale	V	ADJ;NOM;PL
perdida	kadunud	perdida	kadunud	V	ADJ;PST;V.PTCP;ACT
perdida	kaotatud	perdida	kaotatud	V	ADJ;PST;V.PTCP;PASS
gargalladas	naer	gargallar	naer	V	N;NOM;SG
gargalladas	naeru	gargallar	naer	V	N;PRT;SG
gargalladas	igatahes	gargallar	iga_tahes	V	ADV
dicirvos	sind	dicirvo	sina	V	PRO;PRT;SG;2
dicirvos	you	dicirvo	you	V	N;NOM;SG
