par	hakkında	par	hak		N;ESS;SG;3
geto	getto	geta	getto	N	
nepieciešamība	ihtiyaç	nepieciešamība	ihtiyaç	N;NOM;FEM;SG	
nepieciešamība	lazım	nepieciešamība	lazım	N;NOM;FEM;SG	
nepieciešamība	gerek	nepieciešamība	gerek	N;NOM;FEM;SG	
nepieciešamība	ihtiyaç	nepieciešamība	ihtiyaç	N;NOM;FEM;SG	
konstatēts	tespit	konstatēt	tespit	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
infrastruktūras	altyapı	infrastruktūra	altyap	N;NOM;FEM;PL	
infrastruktūras	altyapı	infrastruktūra	altyap	N;NOM;FEM;PL	
kaļiņingradas	kaliningrad	kaļiņingrada	kaliningrad	N;NOM;FEM;PL	PROPN;NOM;SG;3
aitas	koyun	aita	koyun	N;NOM;FEM;PL	
aitas	ewe	aita	ew	N;NOM;FEM;PL	
pilnīga	tam	pilnīga	tam	ADJ;NOM;FEM;SG	
pilnīga	komple	pilnīga	komp	ADJ;NOM;FEM;SG	
pilnīga	tamamlanmış	pilnīga	tamamla	ADJ;NOM;FEM;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
pilnīga	tamamlandı	pilnīga	tamamla	ADJ;NOM;FEM;SG	V;PFV;IND;SG;3;POS;PST;PASS
haiti	haiti	haiti	hait	PROPN	
haiti	haiti	haiti	hait	PROPN	
mhz	mhz	mhz	mhz	N	
rozā	pink	rozā	pink	N	
rozā	pembe	rozā	pembe	N	
#ffd	#ffd	#ffd	#ffd		
īpatnības	tuhaflıkları	īpatnība	tuhaflık	N;NOM;FEM;PL	N;ACC;PL;3
bumba	balo	bumba	balo	N;NOM;FEM;SG	
bumba	top	bumba	top	N;NOM;FEM;SG	
bumba	ball	bumba	ball	N;NOM;FEM;SG	
bumba	bomba	bumba	bomba	N;NOM;FEM;SG	
ref	hakem	ref	hakem		
cūku	domuz	cūka	domuz	N;ACC;FEM;SG	
cūku	domuz	cūka	domuz	N;ACC;FEM;SG	
zaķis	hare	zaķis	hare	N;NOM;MASC;SG	
zaķis	tavşan	zaķis	tavşan	N;NOM;MASC;SG	
zaķis	tavşancık	zaķis	tavşancık	N;NOM;MASC;SG	
zaķis	bunny	zaķis	bunny	N;NOM;MASC;SG	
zaķis	tavşan	zaķis	tavşan	N;NOM;MASC;SG	
bizness	business	bizness	business	N;NOM;MASC;SG	
bizness	işletme	bizness	işle	N;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
bizness	ticaret	bizness	ticaret	N;NOM;MASC;SG	
ieteica	önerilen	ieteikt	öner	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
ieteica	tavsiye	ieteikt	tavsiye	V;FH;IND;3;POS;PST;FIN;ACT	
ieteica	önerilen	ieteikt	öner	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
fosilijas	fosil	fosilija	fosil	N;NOM;FEM;PL	
klaipēdas	klaipėda	klaipēda	klaip	PROPN;NOM;FEM;SG	
lampas	lamba	lampa	lamba	N;NOM;FEM;PL	N;NOM;SG;3
lampas	kandil	lampa	kandil	N;NOM;FEM;PL	
džou	zhou	džoa	zhou	PROPN	
lotus	lotus	lots	lotus	N;NOM;MASC;SG	
maksimāli	maksimum	maksimāli	maksi	ADV	
maksimāli	azami	maksimāli	azami	ADV	
bosnijas	boşnak	bosnija	boşnak	PROPN;NOM;FEM;SG	
bosnijas	bosnalı	bosnija	bosnalı	PROPN;NOM;FEM;SG	
elektronikas	elektronik	elektronika	elektronik	N;NOM;FEM;PL	
aparatūras	donanım	aparatūra	don	N;NOM;FEM;PL	
spartak	spartak	sparta	spartak	N;NOM;MASC;SG	
runājot	konuşan	runāt	konuş	V;V.CVB	
kopienu	topluluk	kopiena	topluluk	N;ACC;MASC;SG	
kopienu	toplum	kopiena	toplum	N;ACC;MASC;SG	
kopienu	ümmet	kopiena	ümmet	N;ACC;MASC;SG	
kopienu	cemaat	kopiena	cemaat	N;ACC;MASC;SG	
profesionāli	mesleki	profesionāli	mesleki	ADV	
profesionāli	profesyonel	profesionāli	profesyonel	ADV	
garīgās	zihinsel	garīga	zihinsel	ADJ;NOM;FEM;PL	
vienkārša	sade	vienkārša	sade	ADJ;NOM;FEM;SG	
vienkārša	sade	vienkārša	sade	ADJ;NOM;FEM;SG	
vienkārša	düz	vienkārša	düz	ADJ;NOM;FEM;SG	
vienkārša	apaçık	vienkārša	apaçık	ADJ;NOM;FEM;SG	
vienkārša	yalın	vienkārša	yalın	ADJ;NOM;FEM;SG	
izvēlēta	seçilen	izvēlēt	seç	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
izvēlēta	seçili	izvēlēt	seçili	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	
ienaidnieki	düşman	ienaidnieks	düşman	N;NOM;MASC;PL	
ienaidnieki	düşmanlar	ienaidnieks	düşman	N;NOM;MASC;PL	ADJ;NOM;PL;3
autoriem	yazarlar	autors	yazar	N;DAT;MASC;PL	N;NOM;PL;3
tatra	tatra	tatra	tatra	N;NOM;MASC;SG	PROPN;NOM;SG;3
matemātikā	matematik	matemātika	matematik	N;ESS;FEM;SG	N;NOM;SG;3
disertāciju	tez	disertācija	tez	N;ACC;FEM;SG	
disertāciju	tezi	disertācija	tez	N;ACC;FEM;SG	
iekļaut	dahil	iekļaut	dahil	V;POS;NFIN	
viļņi	dalga	vilnis	dalga	N;NOM;MASC;PL	
horvātu	hırvat	horvāts	hırvat	N;ACC;MASC;SG	
nejauši	rastgele	nejauši	rastgele	ADV	
nejauši	rasgele	nejauši	rasgele	ADV	
nejauši	kazara	nejauši	kazara	ADV	
nejauši	yanlışlıkla	nejauši	yanlışlık	ADV	N;INS;SG;3
nejauši	kazayla	nejauši	kaza	ADV	N;INS;SG;3
nejauši	kazara	nejauši	kazara	ADV	
nejauši	kaza	nejauši	kaza	ADV	
slēpošana	kaymak	slēpošana	kay	N;NOM;FEM;SG	
sestais	sixth	sests	sis	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	PROPN;NOM;SG;3
sestais	altıncı	sests	altıncı	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP	
sql	sql	sql	sql	N	
hamburgas	hamburg	hamburga	hamburg	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
izgatavo	imal	izgatavot	imal	V;IMP;SG;2;POS;FIN;ACT	
izgatavo	üretilen	izgatavot	üre	V;IMP;SG;2;POS;FIN;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
izgatavo	üretilmiş	izgatavot	üre	V;IMP;SG;2;POS;FIN;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
fjodors	fyodor	fjodors	fyodor	PROPN;NOM;MASC;SG	
oksfordas	oxford	oksforda	o	PROPN;NOM;FEM;PL	PROPN;NOM;SG;3
etnisko	etnik	etniska	etnik	ADJ;ACC;MASC;SG	
gambīts	gambit	gambīt	gambit	N;NOM;MASC;SG	
sportistiem	sporcular	sportists	sporcu	N;DAT;MASC;PL	N;NOM;PL;3
ganību	otlayan	ganība	otla	N;ACC;FEM;SG	
piektdienā	cuma	piektdiena	cuma	N;ESS;FEM;SG	
pasniedzēji	profesörler	pasniedzējs	proffsör	N;NOM;MASC;PL	ADJ;NOM;PL;3
pasniedzēji	öğretmen	pasniedzējs	öğretmen	N;NOM;MASC;PL	
pasniedzēji	öğretmenleri	pasniedzējs	öğretmen	N;NOM;MASC;PL	N;ACC;PL;3
pasniedzēji	eğitmenleri	pasniedzējs	eğitmen	N;NOM;MASC;PL	ADJ;ACC;PL;3
über	über	bbert	über		
atomi	atom	atome	atom	N;NOM;MASC;PL	
kompleksā	karışık	komplekss	karışık	N;ESS;MASC;SG	
kompleksā	kompleks	komplekss	kompleks	N;ESS;MASC;SG	
kompleksā	karmaşık	komplekss	karmaşık	N;ESS;MASC;SG	ADJ
tango	tango	tango	tango	N	
brauciens	sür	brauciens	sür	N;NOM;MASC;SG	
brauciens	gezi	brauciens	gez	N;NOM;MASC;SG	
brauciens	trip	brauciens	trip	N;NOM;MASC;SG	
pievienoties	katıl	pievienoties	katıl	V;POS;REFL;NFIN	
ietilpība	kapasite	ietilpība	kapasit	N;NOM;FEM;SG	
neatkarība	bağımsızlığı	neatkarība	bağımsızlık	N;NOM;FEM;SG	N;ACC;SG;3
revīzijas	denetleme	revīzija	denetle	N;NOM;FEM;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
revīzijas	denetimi	revīzija	denetim	N;NOM;FEM;PL	N;NOM;SG;3
revīzijas	denetim	revīzija	denetim	N;NOM;FEM;PL	
mod	mod	mod	mod		
ieeja	girişi	ieeja	giriş	N;NOM;FEM;SG	
smadzenes	beyin	smadzenes	beyin	N;NOM;FEM	
smadzenes	brain	smadzenes	brain	N;NOM;FEM	
smadzenes	beyin	smadzenes	beyin	N;NOM;FEM	
autonomā	özerk	autonoms	özerk	N;NOM;FEM;SG	
rfc	rfc	rfc	rfc	N	
redze	görme	redze	gör	N;NOM;FEM;SG	
redze	vizyon	redze	vizyon	N;NOM;FEM;SG	
priekšroku	tercih	priekšroka	tercih	N;ACC;FEM;SG	
priekšroku	tercihi	priekšroka	tercihi	N;ACC;FEM;SG	
aktīvā	aktif	aktīva	aktif	ADJ;NOM;FEM;SG	
aktīvā	etkin	aktīva	etkin	ADJ;NOM;FEM;SG	
iedarbības	teşhir	iedarbība	teşhir	N;NOM;FEM;PL	
iedarbības	pozlama	iedarbība	pozlam	N;NOM;FEM;PL	V;PFV;NOM;IMP;2;POS;PRS
mongolijas	moğolistan	mongolija	moğolistan	N;NOM;FEM;PL	PROPN;NOM;SG;3
mongolijas	moğol	mongolija	moğol	N;NOM;FEM;PL	
mongolijas	moğolistan	mongolija	moğolistan	N;NOM;FEM;PL	PROPN;NOM;SG;3
olbaltumvielu	protein	olbaltumviela	protein	N;ACC;FEM;SG	
apm	yaklaşık	apm	yaklaşık		
moriss	maurice	moriss	maurice	PROPN;NOM;MASC;SG	
piekraste	sahili	piekraste	sahili	N;NOM;FEM;SG	N;ACC;SG;3
piekraste	kıyı	piekraste	kıy	N;NOM;FEM;SG	
piekraste	sahil	piekraste	sahil	N;NOM;FEM;SG	
piekraste	shore	piekraste	shore	N;NOM;FEM;SG	
piekraste	kıyıya	piekraste	kıyı	N;NOM;FEM;SG	N;DAT;SG;3
piekraste	kıyı	piekraste	kıy	N;NOM;FEM;SG	
delegācijas	heyetler	delegācija	heyet	N;NOM;FEM;SG	N;NOM;PL;3
delegācijas	heyet	delegācija	heyet	N;NOM;FEM;SG	
daudzveidība	farklılık	daudzveidība	farklılık	N;NOM;FEM;SG	
apskates	teftiş	apskate	teftiş	N;NOM;FEM;PL	
žoržs	georges	žoržs	georges	PROPN;NOM;MASC;SG	
izsūtīts	sürgün	izsūtīt	sürgün	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
mavericks	mavericks	mavericks	mavericks	N;NOM;MASC;SG	
kamerūnas	kamerun	kamerūna	kamer	PROPN;NOM;FEM;PL	
zaļa	yeşile	zaļš	yeşil	ADJ;NOM;FEM;SG	
zaļa	yeşillik	zaļš	yeşillik	ADJ;NOM;FEM;SG	N;NOM;SG;3
zaļa	green	zaļš	gre	ADJ;NOM;FEM;SG	
zaļa	yeşili	zaļš	yeşil	ADJ;NOM;FEM;SG	ADJ;ACC;SG;3
baktēriju	bakteriyel	baktērija	bakteriyel	N;ACC;MASC;SG	N;DAT;SG;3
baktēriju	bakteri	baktērija	bakteri	N;ACC;MASC;SG	
baktēriju	bakteri	baktērija	bakteri	N;ACC;MASC;SG	
baktēriju	bakteriler	baktērija	bakter	N;ACC;MASC;SG	N;NOM;PL;3
klientiem	müşteri	klients	müşteri	N;DAT;MASC;PL	N;NOM;SG;3
klientiem	müşteriler	klients	müşteri	N;DAT;MASC;PL	N;NOM;PL;3
klientiem	müşteriler	klients	müşteri	N;DAT;MASC;PL	N;NOM;PL;3
malaizijas	malezya	malaizija	malezya	N;NOM;FEM;PL	PROPN;NOM;SG;3
mošeja	cami	mošeja	cami	N;NOM;FEM;SG	
resursus	kaynakları	resursi	kaynak	N;ACC;MASC	N;ACC;PL;3
resursus	kaynak	resursi	kaynak	N;ACC;MASC	
resursus	kaynaklar	resursi	kaynak	N;ACC;MASC	N;NOM;PL;3
kijevā	kiev	kijeva	kiev	PROPN;ESS;FEM;SG	PROPN;NOM;SG;3
serveri	sunucusu	serveris	sunucu	N;NOM;MASC;PL	N;NOM;SG;3
serveri	sunucu	serveris	sunuç	N;NOM;MASC;PL	
serveri	server	serveris	server	N;NOM;MASC;PL	
serveri	sunucuları	serveris	sunucu	N;NOM;MASC;PL	N;ACC;PL;3
galos	sonlar	gals	son	N;ESS;MASC;PL	
raksturu	karakteri	raksturs	karakteri	N;ACC;MASC;SG	N;ESS;SG;3
raksturu	karakter	raksturs	karak	N;ACC;MASC;SG	
skar	dokunduğu	skart	dokun	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;POS;PST;V.PTCP
kopijas	kopyaları	kopija	kopya	N;NOM;FEM;PL	N;ACC;PL;3
sauber	sauber	saubert	sauber		
kristieši	hıristiyan	kristietis	hıristiyan	N;NOM;MASC;PL	N;NOM;SG;3
kristieši	hristiyan	kristietis	hristiyan	N;NOM;MASC;PL	N;NOM;SG;3
grifs	akbaba	grifs	akbaba	N;NOM;MASC;SG	
grifs	griff	grifs	griff	N;NOM;MASC;SG	
acīmredzot	besbelli	acīmredzot	besbelli		
acīmredzot	besbelli	acīmredzot	besbelli		
acīmredzot	anlaşılan	acīmredzot	anlaş		V;PFV;IND;POS;PRS;V.PTCP;PASS
paziņo	duyurdu	paziņot	duyur	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
bernhards	bernhard	bernhards	bernhard	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
los	los	los	los		PROPN;NOM;SG;3
sestā	sixth	sests	sis	NUM;NOM;FEM;SG	PROPN;NOM;SG;3
sestā	altıncı	sests	altıncı	NUM;NOM;FEM;SG	
vēju	rüzgar	vējš	rüzgar	N;ACC;MASC;SG	
vēju	rüzgâr	vējš	rüzgâr	N;ACC;MASC;SG	
izpildīts	infaz	izpildīt	infaz	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
gerhards	gerhard	gerhards	gerhard	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
filipa	filipa	filips	fil	PROPN;GEN;MASC;SG	
pēdu	ayak	pēda	ayak	N;ACC;FEM;SG	N;NOM;SG;3
pēdu	ayağı	pēda	ayak	N;ACC;FEM;SG	N;NOM;SG;3
simptomi	semptomları	simptoms	semptom	N;NOM;MASC;PL	N;ACC;PL;3
volfgangs	wolfgang	volfgangs	wolfgang	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
ticība	faith	ticība	faith	N;NOM;FEM;SG	
ticība	iman	ticība	iman	N;NOM;FEM;SG	
ticība	inanç	ticība	inanç	N;NOM;FEM;SG	
javas	havan	java	havan	N;NOM;FEM;PL	
ārpuses	dışarıya	ārpuse	dışarı	N;NOM;FEM;PL	N;DAT;SG;3
ārpuses	dışarda	ārpuse	dışarı	N;NOM;FEM;PL	N;ESS;SG;3
ārpuses	dışarı	ārpuse	dışarı	N;NOM;FEM;PL	
ārpuses	dışarıda	ārpuse	dışarı	N;NOM;FEM;PL	N;ESS;SG;3
irāna	iran	irāns	iran	N;NOM;FEM;SG	
alfonso	alfonso	alfonso	alfonso	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
maiju	mayalar	maijs	maya	N;ACC;MASC;SG	N;NOM;PL;3
maiju	maya	maijs	maya	N;ACC;MASC;SG	
ajax	ajax	ajaļ	aja		
zondes	sonda	zonde	son	N;NOM;FEM;PL	
dzeltens	sari	dzeltens	sari	ADJ;NOM;MASC;SG	
dzeltens	sarı	dzeltens	sarı	ADJ;NOM;MASC;SG	
narvas	narva	narva	narva	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
himalaju	himalaya	himala	himala	ADJ;ACC;MASC;SG	N;NOM;SG;3
irākā	irak	irāka	irak	N;ESS;FEM;SG	PROPN;NOM;SG;3
publicēšana	yayınlama	publicēšana	yayınla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
publicēšana	yayın	publicēšana	yayın	N;NOM;FEM;SG	
publicēšana	yayınlama	publicēšana	yayınla	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
publicēšana	yayın	publicēšana	yayın	N;NOM;FEM;SG	
uzmanības	dikkat	uzmanība	dikkat	N;NOM;FEM;PL	N;NOM;SG;3
uzmanības	spot	uzmanība	spot	N;NOM;FEM;PL	
slīpi	eğik	slīpi	eğik	N;NOM;MASC;PL	
vienkāršas	sade	vienkārša	sade	ADJ;NOM;FEM;PL	
vāveres	sincap	vāvere	sincap	N;NOM;FEM;PL	N;NOM;SG;3
izpostīja	harap	izpostīt	harap	V;FH;IND;3;POS;PST;FIN;ACT	
izpostīja	yıkılmış	izpostīt	yık	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
izpostīja	yıkıldı	izpostīt	yıkıl	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST;PASS
nakti	gece	nakts	gece	N;ACC;FEM;SG	N;NOM;SG;3
nakti	geceler	nakts	gece	N;ACC;FEM;SG	N;NOM;PL;3
nakti	night	nakts	night	N;ACC;FEM;SG	
krūtis	memeler	krūts	meme	N;NOM;FEM;PL	
krūtis	göğüs	krūts	göğüs	N;NOM;FEM;PL	
krūtis	göğüsleri	krūts	göğüs	N;NOM;FEM;PL	N;ACC;PL;3
krūtis	meme	krūts	meme	N;NOM;FEM;PL	
krūtis	memeler	krūts	meme	N;NOM;FEM;PL	
tatjana	tatiana	tatjana	tatian	N;NOM;FEM;SG	PROPN;NOM;SG;3
tatjana	tatjana	tatjana	tatjan	N;NOM;FEM;SG	
tatjana	tatyana	tatjana	tatyan	N;NOM;FEM;SG	PROPN;NOM;SG;3
ielās	sokak	iela	sokak	N;ESS;FEM;PL	N;NOM;SG;3
ielās	sokaklar	iela	sokak	N;ESS;FEM;PL	N;NOM;PL;3
ielās	sokakları	iela	sokak	N;ESS;FEM;PL	N;NOM;PL;3
malta	malta	malts	malta	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	PROPN;NOM;SG;3
edvīns	edwin	edvīns	et	N;NOM;MASC;SG	
lēmumus	karar	lēmums	karar	N;ACC;MASC;PL	N;NOM;SG;3
lēmumus	kararlar	lēmums	karar	N;ACC;MASC;PL	N;NOM;PL;3
endrū	andrew	endrū	andrew	PROPN	
miers	huzur	miers	huzur	N;NOM;MASC	
miers	barış	miers	barış	N;NOM;MASC	
reāli	real	reāli	real	ADV	
reāli	gercek	reāli	gercek	ADV	
reāli	reel	reāli	reel	ADV	
reāli	gerçek	reāli	gerçek	ADV	
reāli	gerçekçi	reāli	gerçekçi	ADV	
galaktikas	galaksi	galaktika	galaksi	N;NOM;FEM;PL	
galaktikas	galaktik	galaktika	galak	N;NOM;FEM;PL	
galaktikas	galaksi	galaktika	galaksi	N;NOM;FEM;PL	
ziema	kış	ziema	kış	N;NOM;FEM;SG	
ziema	winter	ziema	winte	N;NOM;FEM;SG	PROPN;NOM;SG;3
grodņas	grodno	grodņa	grodno	PROPN;NOM;FEM;SG	
aizsargātu	koru	aizsargāt	koru	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	
aizsargātu	koruyun	aizsargāt	koru	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;PFV;IMP;PL;2;POS;PRS
aizsargātu	korumak	aizsargāt	koru	V;PFV;ACC;INDF;MASC;SG;PST;V.PTCP	V;PFV;NOM;IND;POS;PRS;V.MSDR
sponsors	sponsoru	sponsors	sponsoru	N;NOM;MASC;SG	N;ACC;SG;3
sponsors	sponsor	sponsors	sponsor	N;NOM;MASC;SG	
matemātika	hesap	matemātika	hesap	N;NOM;FEM;SG	
slavena	meşhur	slavena	meşhur	ADJ;NOM;FEM;SG	
pārtraukuma	kesinti	pārtraukums	kesint	N;GEN;MASC;SG	
trīsdesmit	otuz	trīsdesmit	otuz	NUM;PL	
trīsdesmit	thirty	trīsdesmit	thirty	NUM;PL	N;NOM;SG;3
palātas	chambers	palāta	chambers	N;NOM;FEM;PL	PROPN;NOM;SG;3
tiešsaistes	çevrimiçi	tiešsaiste	çevrimiçi	ADJ;NOM;FEM;PL	N;NOM;SG;3
tiešsaistes	internette	tiešsaiste	internet	ADJ;NOM;FEM;PL	N;ESS;SG;3
tiešsaistes	online	tiešsaiste	o	ADJ;NOM;FEM;PL	
holivudas	hollywood	holivuda	hollylood	N;NOM;FEM;PL	PROPN;NOM;SG;3
pārliecinoši	inandırıcı	pārliecinoši	inandırıcı	ADV	ADJ
bafta	bafta	bafta	bafta	N;NOM;FEM;SG	
koordinātas	koordinatları	koordināt	koordinat	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;NOM;PL;3
koordinātas	koordinat	koordināt	koordinat	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;NOM;SG;3
koordinātas	koordinatlar	koordināt	koordinat	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	N;NOM;PL;3
dumpis	isyan	dumpis	isyan	N;NOM;MASC;SG	
dumpis	isyanı	dumpis	isyan	N;NOM;MASC;SG	
marko	marko	markot	marko	PROPN	
marko	marco	markot	marco	PROPN	
ģerboni	crest	ģerbons	crest	N;ACC;MASC;SG	PROPN;NOM;SG;3
molotova	molotof	molotovs	molotof	N;NOM;MASC;SG	
kvalifikācija	elemeleri	kvalifikācija	eleme	N;NOM;FEM;SG	N;ACC;PL;3
simons	simon	simons	simon	PROPN;NOM;MASC;SG	
iegādāties	elde	iegādāties	el	V;POS;REFL;NFIN	N;ESS;SG;3
numuri	numaraları	numurs	numara	N;NOM;MASC;PL	N;ACC;PL;3
ray	işın	ray	iş		
ray	ray	ray	ray		
bagāta	zengin	bagāta	zengin	ADJ;NOM;FEM;SG	
bagāta	rich	bagāta	rich	ADJ;NOM;FEM;SG	
bagāta	zenginler	bagāta	zengin	ADJ;NOM;FEM;SG	N;NOM;PL;3
dokumentus	evraklar	dokuments	evrak	N;ACC;MASC;PL	N;NOM;PL;3
dokumentus	belgeler	dokuments	belge	N;ACC;MASC;PL	N;NOM;PL;3
kvalitāte	kaliteli	kvalitāte	kaliteli	N;NOM;FEM;SG	
kvalitāte	kalite	kvalitāte	kalite	N;NOM;FEM;SG	
beisbola	beysbol	beisbols	beysbol	N;GEN;MASC;SG	
beisbola	beyzbol	beisbols	beyzbol	N;GEN;MASC;SG	
benedikts	benedict	benedikts	benedict	N;NOM;MASC;SG	
zirgus	atlar	zirgs	at	N;ACC;MASC;PL	N;NOM;PL;3
zirgus	atlara	zirgs	at	N;ACC;MASC;PL	N;DAT;PL;3
bebru	kunduz	bebrs	kunduz	N;ACC;MASC;SG	
gotfrīds	gottfried	gotfrīds	gottfried	N;NOM;MASC;SG	
leņķi	açıları	leņķis	aç	N;ACC;MASC;SG	N;ACC;PL;3
leņķi	açılar	leņķis	aç	N;ACC;MASC;SG	N;NOM;PL;3
debija	debbie	debūt	debbie	N;NOM;FEM;SG	PROPN;NOM;SG;3
pelēkais	grey	pelēks	grey	ADJ;NOM;MASC;SG	
pelēkais	gri	pelēks	gri	ADJ;NOM;MASC;SG	
strazds	starling	strazds	starling	N;NOM;MASC;SG	
tirgotāji	satıcıları	tirgotājs	satıcı	N;NOM;MASC;PL	N;ACC;PL;3
slēgts	kilitli	slēgt	kilitli	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
slēgts	kapalı	slēgt	kapalı	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
slēgts	kapali	slēgt	kapali	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
orientēšanās	oryantiring	orientēšanās	oryantiring	N;NOM;FEM;SG	N;GEN;SG;3
moldovas	moldova	moldova	moldova	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
moldovas	moldova	moldova	moldova	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
koncerti	konser	koncerts	konser	N;NOM;MASC;PL	N;NOM;SG;3
zīdītāji	memeli	zīdītājs	memel	N;NOM;MASC;PL	
zīdītāji	memeliler	zīdītājs	memeli	N;NOM;MASC;PL	ADJ;NOM;PL;3
zīdītāji	memeli	zīdītājs	memel	N;NOM;MASC;PL	
zīdītāji	memeli	zīdītājs	memel	N;NOM;MASC;PL	
paziņojumu	bildirimi	paziņojums	bildirim	N;ACC;MASC;SG	N;NOM;SG;3
paziņojumu	bildirim	paziņojums	bil	N;ACC;MASC;SG	
čūska	snake	čūska	snake	N;NOM;FEM;SG	
čūska	yılan	čūska	yıl	N;NOM;FEM;SG	
point	puan	point	pu		
point	point	point	point		N;NOM;SG;3
point	nokta	point	nokta		
dzejoļi	şiir	dzejolis	şiir	N;NOM;MASC;PL	
meklējumos	arayış	meklējums	arayış	N;ESS;MASC;PL	
meklējumos	quest	meklējums	quest	N;ESS;MASC;PL	N;NOM;SG;3
meklējumos	macera	meklējums	macera	N;ESS;MASC;PL	
smilšakmens	kumtaşı	smilšakmens	kumtaşı	N;NOM;MASC;SG	
nepāra	tuhaf	nepārs	tuhaf		N;NOM;SG;3
faktors	etken	faktors	etken	N;NOM;MASC;SG	
faktors	faktör	faktors	faktör	N;NOM;MASC;SG	
faktors	faktörü	faktors	faktörü	N;NOM;MASC;SG	N;ACC;SG;3
mezgls	düğümü	mezgls	düğüm	N;NOM;MASC;SG	N;ACC;SG;3
mezgls	düğüm	mezgls	düğüm	N;NOM;MASC;SG	
mezgls	düğüm	mezgls	düğüm	N;NOM;MASC;SG	
natālija	natalie	natālija	natal	N;NOM;FEM;SG	PROPN;NOM;SG;3
natālija	natalia	natālija	natal	N;NOM;FEM;SG	PROPN;NOM;SG;3
atmiņa	hatıra	atmiņa	hatıra	N;NOM;FEM;SG	
atmiņa	anılar	atmiņa	anı	N;NOM;FEM;SG	N;NOM;PL;3
atmiņa	hatıralar	atmiņa	hatıra	N;NOM;FEM;SG	N;NOM;PL;3
kristāla	kristal	kristāls	kristal	N;GEN;MASC;SG	
kristāla	crystal	kristāls	crystal	N;GEN;MASC;SG	PROPN;NOM;SG;3
ieviešanu	giriş	ieviešana	giriş	N;ACC;FEM;SG	
ieviešanu	tanıtım	ieviešana	tanıtım	N;ACC;FEM;SG	
lejup	down	lejup	down	ADV	
lejup	aşağıya	lejup	aşağı	ADV	ADJ;DAT;SG;3
lejup	aşağı	lejup	aşağ	ADV	
inga	inga	inga	inga	PROPN;NOM;FEM;SG	
cūkas	domuz	cūka	domuz	N;NOM;FEM;PL	
cūkas	domuz	cūka	domuz	N;NOM;FEM;PL	
cūkas	domuz	cūka	domuz	N;NOM;FEM;PL	
hits	vuruyor	hits	vur	N;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
hits	vurur	hits	vur	N;NOM;MASC;SG	
hits	hit	hits	hit	N;NOM;MASC;SG	
aktrises	aktrisler	aktrise	aktris	N;NOM;FEM;PL	
strāva	güncel	strāva	güncel	N;NOM;FEM;SG	
strāva	akım	strāva	akım	N;NOM;FEM;SG	
strāva	şimdiki	strāva	şimdiki	N;NOM;FEM;SG	
strāva	mevcut	strāva	mevcut	N;NOM;FEM;SG	
licences	lisansları	licence	lisans	N;NOM;FEM;PL	N;ACC;PL;3
