bir	egy	bir	egy		DET;INDF
rahip	pap	rahip	pap		N;NOM;SG
üretildi	termelt	üre	termelt	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
üretildi	gyártott	üre	gyárt	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
üretildi	előállított	üre	előállított	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
aşağıya	lefelé	aşağı	lefelé	ADJ;DAT;SG;3	
aşağıya	le	aşağı	le	ADJ;DAT;SG;3	ADV
aşağıya	alul	aşağı	alul	ADJ;DAT;SG;3	
aşağıya	alatt	aşağı	alatt	ADJ;DAT;SG;3	ADP
aşağıya	alatta	aşağı	alat	ADJ;DAT;SG;3	
aşağıya	alább	aşağı	alá	ADJ;DAT;SG;3	ADV
aşağıya	lent	aşağı	lesz	ADJ;DAT;SG;3	
yükleme	terhelés	yükle	terhelés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	betöltése	yükle	betöltés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	telepítés	yükle	telepítés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	létesítmény	yükle	létesítmény	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	feltöltés	yükle	feltöltés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	feltöltés	yükle	feltöltés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	feltöltése	yükle	feltöltés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	telepítés	yükle	telepítés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	telepítése	yükle	telepítés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	letöltés	yükle	letöltés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
yükleme	letöltése	yükle	letöltés	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
finalist	döntős	finalist	döntős		N;NOM;SG
düzeltme	korrekció	düzel	korrekció	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;SG
düzeltme	javítások	düzel	javítás	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;PL
düzeltme	korrekció	düzel	korrekció	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;SG
düzeltme	korrekciós	düzel	korrekciós	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;SG
düzeltme	kiigazítás	düzel	kiigazítás	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;SG
düzeltme	helyesbítés	düzel	helyesbítés	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;SG
düzeltme	javítás	düzel	javítás	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;SG
mail	levél	mail	levél		N;NOM;SG
mail	levelek	mail	levél		N;NOM;PL
somut	beton	somut	beton		N;NOM;SG
tennessee	tennessee	tennessee	tenness	PROPN;NOM;SG;3	
bak	nézd	bak	nézd	V;PFV;IMP;SG;2;POS;PRS	V;DEF;IMP;PL;3;PRS;FIN;ACT
başlatılan	elindított	başla	elindított	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
başlatılan	indított	başla	indít	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
başlatılan	kezdeményezett	başla	kezdeményez	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
laura	laurát	laura	laura		N;ACC;SG
anı	pillanat	an	pillan		N;NOM;SG
giuseppe	giuseppe	giuseppe	giusep	ADV	
nicholas	nicholas	nicholas	nicholas		N;NOM;SG
tahsis	juttatás	tahsis	juttatás		N;NOM;SG
tahsis	elosztás	tahsis	elosztás		N;NOM;SG
tahsis	kiosztott	tahsis	kiosztott		V;INDF;IND;SG;3;PST;FIN;ACT
irmak	folyami	irmak	folyami		N;NOM;SG
irmak	patak	irmak	patak		N;NOM;SG
yapıların	struktúrák	yapı	struktúra	N;GEN;PL;3	N;NOM;PL
yapıların	szerkezetek	yapı	szerkezet	N;GEN;PL;3	N;NOM;PL
pennsylvania	pennsylvania	pennsylvani	pennsylvania	N;NOM;SG;3	V;SG;3;NFIN;ACT
roll	tekercs	roll	tekercs		N;NOM;SG
roll	gurul	roll	gurul		V;INDF;IND;SG;3;PRS;FIN;ACT
duygu	érzelmek	duygu	érzelem		N;NOM;PL
duygu	érzelem	duygu	érzelem		N;NOM;SG
duygu	érzem	duygu	érez		V;DEF;IND;SG;1;PRS;FIN;ACT
duygu	érezni	duygu	érez		V;NFIN;ACT
duygu	érzéssel	duygu	érzés		N;INS;SG
duygu	érzések	duygu	érzés		N;NOM;PL
duygu	érzelmek	duygu	érzelem		N;NOM;PL
duygu	érzelem	duygu	érzelem		N;NOM;SG
görüntüler	képeket	görüntü	kép	N;NOM;PL;3	N;ACC;PL
görüntüler	felvétel	görüntü	felvétel	N;NOM;PL;3	N;NOM;SG
karın	feleségem	kar	fel+eség		N;NOM;SG
karın	felesége	kar	fel+eség		N;NOM;SG
karın	feleség	kar	feleség		N;NOM;SG
veteriner	állatorvos	veteriner	állatorvos		N;NOM;SG
veteriner	állatorvos	veteriner	állatorvos		N;NOM;SG
veteriner	állatorvosi	veteriner	állatorvosi		N;NOM;SG
veteriner	állatorvos	veteriner	állatorvos		N;NOM;SG
ağzı	szád	ağzı	szád	N;NOM;SG;3	V;DEF;IND;SG;1;PRS;FIN;ACT
ağzı	száj	ağzı	száj	N;NOM;SG;3	N;NOM;SG
işlemler	üzemeltetés	işlem	üzemeltetés	N;NOM;PL;3	N;NOM;SG
işlemler	tranzakció	işlem	tranzakció	N;NOM;PL;3	N;NOM;SG
guatemala	guatemala	guatemal	guatemala	PROPN;NOM;SG;3	
guatemala	guatemalai	guatemal	guatemalai	PROPN;NOM;SG;3	ADJ;NOM;SG
yüzeyi	felszín	yüze	felszín		N;NOM;SG
yüzeyi	felület	yüze	felület		N;NOM;SG
yüzeyi	felszíni	yüze	fel+színi		N;NOM;SG
arı	méhek	arı	méhek		N;NOM;PL
arı	méh	arı	méh		N;NOM;SG
arı	méhecske	arı	méhecske		N;NOM;SG
kitle	tömeges	kitle	tömeges		ADJ;NOM;SG
kitle	tömege	kitle	tömeg		N;NOM;SG
kitle	mise	kitle	mise		N;NOM;SG
kitle	tömeg	kitle	tömeg		N;NOM;SG
gey	melegek	gey	meleg		N;NOM;PL
gey	buzi	gey	buzi		N;NOM;SG
lehçe	dialektus	lehçe	dialektus		N;NOM;SG
germain	germain	germain	germain	PROPN;NOM;SG;3	N;NOM;SG
dakota	dakota	dakot	dakota	PROPN;NOM;SG;3	
costa	costa	costa	costa	PROPN;NOM;SG;3	
menzil	tartomány	menzil	tartomány		N;NOM;SG
menzil	távolság	menzil	távolság		N;NOM;SG
yağlı	zsíros	yağlı	zsíros		N;NOM;SG
yağlı	dagi	yağlı	dagi		N;NOM;SG
yağlı	zsíros	yağlı	zsíros		N;NOM;SG
bulls	bulls	bulls	bulls	PROPN;NOM;SG;3	N;NOM;SG
bulls	bikák	bulls	bika	PROPN;NOM;SG;3	N;NOM;PL
öneri	ajánlások	öneri	ajánlás	N;NOM;SG;3	N;NOM;PL
öneri	javaslatok	öneri	javaslat	N;NOM;SG;3	N;NOM;PL
işleyen	működése	işle	működés	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;SG
işleyen	működés	işle	működés	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;SG
işleyen	működőképes	işle	működőképes	V;PFV;IND;POS;PRS;V.PTCP	N;NOM;SG
kesim	vágás	kesim	vágás		N;NOM;SG
kesim	vágás	kesim	vágás		N;NOM;SG
silver	silver	silve	silver	PROPN;NOM;SG;3	
silver	ezüst	silve	ezüst	PROPN;NOM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
yemin	fogadalom	yemin	fogadalom		N;NOM;SG
yemin	eskü	yemin	eskü		N;NOM;SG
yemin	eskü	yemin	eskü		N;NOM;SG
yemin	fogadalom	yemin	fogadalom		N;NOM;SG
yemin	fogadalmat	yemin	fogadalom		N;ACC;SG
yemin	eskü	yemin	eskü		N;NOM;SG
öncelikli	prioritás	öncelikli	prioritás	ADJ	N;NOM;SG
öncelikli	elsőbbséget	öncelikli	elsőbbség	ADJ	N;ACC;SG
piyasa	piac	piyas	piac		N;NOM;SG
piyasa	piaci	piyas	piaci		N;NOM;SG
piyasa	market	piyas	mark		N;NOM;SG
ihanet	elárulta	ihanet	elárul		V;DEF;IND;SG;3;PST;FIN;ACT
ihanet	elárult	ihanet	elárul		V;INDF;IND;SG;3;PST;FIN;ACT
ihanet	árulás	ihanet	árulás		N;NOM;SG
ihanet	árulás	ihanet	árulás		N;NOM;SG
ihanet	elárulni	ihanet	elárul		V;NFIN;ACT
ihanet	árulás	ihanet	árulás		N;NOM;SG
rehberi	könyvtár	rehber	Könyvtár	N;NOM;SG;3	N;NOM;SG
rehberi	könyvtárban	rehber	könyvtár	N;NOM;SG;3	N;IN+ESS;SG
rehberi	kalauz	rehber	kalauz	N;NOM;SG;3	N;NOM;SG
rehberi	útmutató	rehber	útmutató	N;NOM;SG;3	N;NOM;SG
campbell	campbell	campbell	campbell	PROPN;NOM;SG;3	
hizmetler	szolgáltatás	hizmet	szolgáltatás	N;NOM;PL;3	N;NOM;SG
mitchell	mitchell	mitchell	mitchell	PROPN;NOM;SG;3	
başlıklar	címeket	başlık	cím	N;NOM;PL;3	N;ACC;PL
başlıklar	főcím	başlık	főcím	N;NOM;PL;3	N;NOM;SG
büyü	bűbáj	büy	bűba		N;NOM;SG
büyü	varázsige	büy	varázsige		N;NOM;SG
büyü	varázslat	büy	varázslat		N;NOM;SG
büyü	varázs	büy	varázs		N;NOM;SG
büyü	varázslat	büy	varázslat		N;NOM;SG
büyü	mágia	büy	mágia		N;NOM;SG
palace	palace	palace	palace	N;NOM;SG;3	
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM;SG;3	
break	szünet	break	szünet		N;NOM;SG
break	törés	break	törés		N;NOM;SG
hawaii	hawaii	hamai	hapai		N;NOM;SG
hawaii	hawaii	hamai	hapai		N;NOM;SG
istihdam	foglalkoztatottság	istihdam	foglalkoztatottság		N;NOM;SG
istihdam	foglalkoztatási	istihdam	foglalkoztatási		ADJ;NOM;SG
istihdam	foglalkoztatás	istihdam	foglalkoztatás		N;NOM;SG
şahsen	személyesen	şahsen	személyes		ADJ;FRML;SG
clara	clara	clara	clar	PROPN;NOM;SG;3	
düşmüş	fell	düş	fell	V;PFV;NFH;IND;SG;3;POS;PST	
sosyoloji	szociológia	sosyoloji	szociológia		N;NOM;SG
centre	középre	centre	közép	PROPN;NOM;SG;3	N;ON+ALL;SG
centre	központ	centre	központ	PROPN;NOM;SG;3	N;NOM;SG
centre	centrum	centre	centrum	PROPN;NOM;SG;3	N;NOM;SG
kozmik	kozmikus	kozmik	kozmikus		N;NOM;SG
aya	hagia	aya	hagia		N;NOM;SG
koloni	kolónia	koloni	kolónia		N;NOM;SG
koloni	telep	koloni	telep		N;NOM;SG
budizm	buddhizmus	budiz	buddhizmus		N;NOM;SG
çevresel	környezetvédelmi	çevresel	környezetvédelmi		ADJ;NOM;SG
çevresel	környezet	çevresel	környezet		N;NOM;SG
çevresel	környezeti	çevresel	környezeti		N;NOM;SG
geçit	kapu	geçit	kapu		N;NOM;SG
geçit	kaput	geçit	kap		N;ACC;SG
geçit	portál	geçit	por		N;NOM;SG
geçit	átjáró	geçit	átjáró		N;NOM;SG
geçit	kapu	geçit	kapu		N;NOM;SG
geçit	átjáró	geçit	átjáró		N;NOM;SG
wimbledon	wimbledon	wimbledon	wimbled		N;NOM;SG
borough	borough	borough	borough		N;NOM;SG
ilkeleri	elvek	ilke	elvek	N;NOM;PL;3	N;NOM;PL
ilkeleri	alapelvek	ilke	alapelv	N;NOM;PL;3	N;NOM;PL
ilkeleri	politikák	ilke	politika	N;NOM;PL;3	N;NOM;PL
girişim	kezdeményezés	giriş	kezdeményezés		N;NOM;SG
girişim	vállalkozás	giriş	vállalkozás		N;NOM;SG
girişim	enterprise	giriş	enterprise		N;NOM;SG
eva	éva	eva	év		N;NOM;SG
cape	cape	cape	cap	PROPN;NOM;SG;3	
cape	fok	cape	fok	PROPN;NOM;SG;3	N;NOM;SG
cape	köpeny	cape	köpeny	PROPN;NOM;SG;3	N;NOM;SG
milwaukee	milwaukee	milwaukee	milpa	PROPN;NOM;SG;3	
restore	helyreállt	restore	helyreállt		V;INDF;IND;SG;3;PST;FIN;ACT
gözaltına	őrizetbe	gözaltı	őrizet	N;DAT;SG;3	N;IN+ALL;SG
sekreter	titkárnő	sekreter	titkárnő		N;NOM;SG
sekreter	titkár	sekreter	titkár		N;NOM;SG
koruması	testőr	koru	testőr	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
koruması	testőre	koru	testőre	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
cook	főzni	cook	főz		V;NFIN;ACT
cook	főz	cook	főz		V;INDF;IND;SG;3;PRS;FIN;ACT
cook	szakács	cook	szakács		N;NOM;SG
cook	főzés	cook	főzés		N;NOM;SG
kamerun	kamerun	kamer	kamerun		PROPN;NOM;SG
şahsi	személyes	şahsi	személyes		ADJ;NOM;SG
şahsi	személyi	şahsi	személyi		ADJ;NOM;SG
denetimi	audit	denetim	audi	N;NOM;SG;3	N;ACC;SG
denetimi	ellenőrzési	denetim	ellenőrzési	N;NOM;SG;3	ADJ;NOM;SG
denetimi	ellenőrzés	denetim	ellenőrzés	N;NOM;SG;3	N;NOM;SG
anlaşmazlık	nézeteltérések	anlaşmazlık	nézeteltérés	N;NOM;SG;3	N;NOM;PL
anlaşmazlık	konfliktusok	anlaşmazlık	konfliktus	N;NOM;SG;3	N;NOM;PL
kısıtlı	korlátozottak	kısıtlı	korlátozott		V;INDF;IND;PL;3;PST;FIN;ACT
kısıtlı	korlátolt	kısıtlı	korlátolt		V;INDF;IND;SG;3;PST;FIN;ACT
bologna	bolognai	bologna	bolognai	PROPN;NOM;SG;3	
sığır	szarvasmarha	sığır	szarvasmar		N;NOM;SG
sığır	szarvasmarha	sığır	szarvasmar		N;NOM;SG
sığır	marhák	sığır	marha		N;NOM;PL
domates	paradicsomot	domates	paradicsomom	N;NOM;SG;3	N;ACC;SG
şövalye	lovag	şövalye	lovag		N;NOM;SG
ilke	szabályzat	ilke	szabályzat		N;NOM;SG
ilke	politika	ilke	politika		N;NOM;SG
ilke	alapelv	ilke	alapelv		N;NOM;SG
ilke	alapelvei	ilke	alapelvei		N;NOM;PL
ilke	elvek	ilke	elvek		N;NOM;PL
ilke	alapelvek	ilke	alapelv		N;NOM;PL
okullar	iskolákban	okul	iskola	N;NOM;PL;3	N;IN+ESS;PL
okullar	iskola	okul	iskola	N;NOM;PL;3	N;NOM;SG
kanalları	csatornák	kanal	csator	N;ACC;PL;3	N;NOM;PL
kardeşleri	testvérek	kardeş	testvér	N;NOM;PL;3	N;NOM;PL
akraba	kapcsolódó	akraba	kapcsolódó		ADJ;NOM;SG
akraba	rokonok	akraba	rokon		N;NOM;PL
akraba	kapcsolatban	akraba	kapcsolat		N;IN+ESS;SG
castro	castro	castro	castro	PROPN;NOM;SG;3	
bonus	bónuszok	bonus	bónusz		N;NOM;PL
mirası	örökség	mira	örökség		N;NOM;SG
mirası	öröksége	mira	örökség		N;NOM;SG
mirası	örökség	mira	örökség		N;NOM;SG
moğollar	mongolok	moğol	mongol	ADJ;NOM;PL;3	N;NOM;PL
tavuk	tyúk	tavuk	tyúk		N;NOM;SG
tavuk	csirke	tavuk	csirke		N;NOM;SG
tavuk	csirke	tavuk	csirke		N;NOM;SG
binbaşı	őrnagy	binbaşı	őrnagy		N;NOM;SG
deneyim	élmény	den	élmény		N;NOM;SG
deneyim	tapasztalat	den	tapasztalat		N;NOM;SG
deneyim	tapasztalatok	den	tapasztalat		N;NOM;PL
deneyim	tapasztalattal	den	tapasztalat		N;INS;SG
ilkbahar	tavasz	ilkbahar	tavasz		N;NOM;SG
hannover	hannover	hannover	hannover	PROPN;NOM;SG;3	
fiyat	árak	fiyat	ár		N;NOM;PL
fiyat	árak	fiyat	ár		N;NOM;PL
fiyat	ára	fiyat	ár		N;NOM;SG
çabaları	erőfeszítéseket	çaba	erőfeszítés	N;NOM;PL;3	N;ACC;PL
çabaları	erőfeszítés	çaba	erőfeszítés	N;NOM;PL;3	N;NOM;SG
çabaları	erőfeszítések	çaba	erőfeszítés	N;NOM;PL;3	N;NOM;PL
ötesinde	túl	öte	túl	N;ESS;SG;3	
hikaye	story	hika	story	N;NOM;SG;3	
dönüşümü	átalakítás	dönüşüm	átalakítás	N;ACC;SG;3	N;NOM;SG
ölçü	mérés	ölçü	mérés		N;NOM;SG
ölçü	intézkedés	ölçü	intézkedés		N;NOM;SG
sodyum	nátrium	sodyu	nátrium		N;NOM;SG
lüks	fényűző	lüks	fényűző		ADJ;NOM;SG
dolaylı	közvetetten	dolaylı	közvetett		ADJ;FRML;SG
dolaylı	közvetett	dolaylı	közvetett		V;INDF;IND;SG;3;PST;FIN;ACT
dolaylı	közvetve	dolaylı	közvetve		ADV;V.CVB
dolaylı	közvetetten	dolaylı	közvetett		ADJ;FRML;SG
dolaylı	közvetve	dolaylı	közvetve		ADV;V.CVB
stil	stílus	stil	stílus		N;NOM;SG
taban	bázis	taban	bázis		N;NOM;SG
şok	sokk	şok	sokk		N;NOM;SG
francesco	francesco	francesco	francesco	PROPN;NOM;SG;3	
karışımı	keverék	karışım	kevér	N;NOM;SG;3	N;NOM;SG
karışımı	keverékek	karışım	keverék	N;NOM;SG;3	N;NOM;PL
beyoncé	beyoncé	beyoncé	beyoncé		N;NOM;SG
cenazesi	temetésen	cenaze	temetés	N;NOM;SG;3	N;ON+ESS;SG
cenazesi	temetés	cenaze	temetés	N;NOM;SG;3	N;NOM;SG
wisconsin	wisconsin	wiscon	wisconsin	PROPN;NOM;SG;3	
izni	engedélyt	izin	engedély		N;ACC;SG
izni	jogosultság	izin	jogosultság		N;NOM;SG
control	kontroll	control	kontroll		N;NOM;SG
control	irányítás	control	irányítás		N;NOM;SG
control	vezérlő	control	vezérlő		ADJ;NOM;SG
control	ellenőrzési	control	ellenőrzési		ADJ;NOM;SG
control	ellenőrzés	control	ellenőrzés		N;NOM;SG
ormanları	erdők	orman	erdő	N;NOM;PL;3	N;NOM;PL
venüs	vénusz	venüs	vénusz		N;NOM;SG
virüs	vírus	virüs	vírus		N;NOM;SG
virüs	vírusos	virüs	vírusos		N;NOM;SG
virüs	vírussal	virüs	vírus		N;INS;SG
virüs	vírus	virüs	vírus		N;NOM;SG
gazeteciler	újságírókat	gazeteci	újságíró	N;NOM;PL;3	N;ACC;PL
gun	nap	gun	nap		N;NOM;SG
gun	napon	gun	nap		N;ON+ESS;SG
gun	nappal	gun	nap		N;INS;SG
gun	napot	gun	nap		N;ACC;SG
budist	buddhista	budist	buddhista		N;NOM;SG
şartlar	követelmény	şart	követelmény	N;NOM;PL;3	N;NOM;SG
sevgiler	szeretettel	sevgi	szeretet	N;NOM;PL;3	N;INS;SG
sevgiler	love	sevgi	love	N;NOM;PL;3	
sevgiler	szeretet	sevgi	szeretet	N;NOM;PL;3	N;NOM;SG
sevgiler	szerelem	sevgi	szerelem	N;NOM;PL;3	N;NOM;SG
sevgiler	imád	sevgi	imád	N;NOM;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
sevgiler	szereti	sevgi	szeret	N;NOM;PL;3	V;DEF;IND;SG;3;PRS;FIN;ACT
sevgiler	szeret	sevgi	szeret	N;NOM;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
selamlar	üdvözlet	selam	üdvözlet	N;NOM;PL;3	N;NOM;SG
yakaladı	kifogott	yakala	kifogott	V;PFV;IND;SG;3;POS;PST	
kyoto	kiotói	kyoto	kiotói	PROPN;NOM;SG;3	ADJ;NOM;SG
yakında	hamarosan	yakın	hamarosan	ADJ;ESS;SG;3	ADV
yakında	nemsokára	yakın	nemsoka	ADJ;ESS;SG;3	N;ON+ALL;SG
sevk	diszpécser	sevk	diszpécser		N;NOM;SG
leverkusen	leverkusen	leverku	leverkus	PROPN;NOM;SG;3	N;NOM;SG
incil	evangélium	incil	evangélium		N;NOM;SG
incil	biblia	incil	biblia		N;NOM;SG
incil	bibliát	incil	biblia		N;ACC;SG
incil	biblia	incil	biblia		N;NOM;SG
incil	bibliát	incil	biblia		N;ACC;SG
sonbahar	ősszel	sonbahar	ősszel		ADV
sonbahar	esés	sonbahar	esés		N;NOM;SG
sonbahar	zuhanás	sonbahar	zuhanás		N;NOM;SG
sonbahar	ősszel	sonbahar	ősszel		ADV
üsküp	skopje	üsk	skop	ADV	
piyanist	zongorista	piyanist	zongorista		N;NOM;SG
knight	lovag	knight	lovag		N;NOM;SG
cemaat	gyülekezet	cemaat	gyülekezet		N;NOM;SG
cemaat	közösség	cemaat	közösség		N;NOM;SG
cemaat	közösségi	cemaat	közösségi		ADJ;NOM;SG
ayakkabı	cipő	ayakkabı	cipő	N;NOM;SG;3	N;NOM;SG
ayakkabı	cipőt	ayakkabı	cipő	N;NOM;SG;3	N;ACC;SG
ayakkabı	cipő	ayakkabı	cipő	N;NOM;SG;3	N;NOM;SG
ayakkabı	cipők	ayakkabı	cipő	N;NOM;SG;3	N;NOM;PL
ayakkabı	lábbeli	ayakkabı	lábbeli	N;NOM;SG;3	N;NOM;SG
öğrenmek	tanulás	öğren	tanulás	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;SG
öğrenmek	tanuljon	öğren	tanul	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;INDF;IMP;SG;3;PRS;FIN;ACT
perşembe	csütörtökön	perşembe	csütörtök		N;ON+ESS;SG
emma	emmával	emma	emma		N;INS;SG
cihaz	berendezés	cihaz	berendezés		N;NOM;SG
cihaz	szerkezet	cihaz	szerkezet		N;NOM;SG
cihaz	eszköz	cihaz	eszköz		N;NOM;SG
cihaz	készülék	cihaz	készülék		N;NOM;SG
cihaz	készülék	cihaz	készülék		N;NOM;SG
garden	garden	garden	garden	N;NOM;SG;3	
garden	kertben	garden	kert	N;NOM;SG;3	N;IN+ESS;SG
güler	nevet	gül	név		N;ACC;SG
sayım	számolom	sayım	számol		V;DEF;IND;SG;1;PRS;FIN;ACT
sayım	számol	sayım	számol		V;INDF;IND;SG;3;PRS;FIN;ACT
sayım	számít	sayım	számít		V;INDF;IND;SG;3;PRS;FIN;ACT
sayım	visszaszámlálás	sayım	visszaszámlálás		N;NOM;SG
sayım	leltár	sayım	leltár		N;NOM;SG
sayım	készlet	sayım	készlet		N;NOM;SG
saldırdı	megtámadott	sal	meg+támad	V;PFV;IND;SG;3;POS;PST;CAUS	V;INDF;IND;SG;3;PST;FIN;ACT
saldırdı	megtámadta	sal	meg+támad	V;PFV;IND;SG;3;POS;PST;CAUS	V;DEF;IND;SG;3;PST;FIN;ACT
saldırdı	megtámadtak	sal	meg+támad	V;PFV;IND;SG;3;POS;PST;CAUS	V;INDF;IND;PL;3;PST;FIN;ACT
kriz	krízis	kriz	krízis		N;NOM;SG
kriz	válság	kriz	válság		N;NOM;SG
sosyalizm	szocializmus	sosyalizm	szocializmus		N;NOM;SG
istasyon	állomás	istasyon	állomás		N;NOM;SG
istasyon	pályaudvar	istasyon	pályaudvar		N;NOM;SG
leeds	leeds	leeds	leeds	PROPN;NOM;SG;3	N;NOM;SG
içerdiği	tartalmazza	içer	tartalmaz	V;PFV;IND;POS;PST;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
içerdiği	tartalmaz	içer	tartalmaz	V;PFV;IND;POS;PST;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
durumları	állapotok	durum	állapot	N;ACC;PL;3	N;NOM;PL
destekler	támogatja	destek	támogat	N;NOM;PL;3	V;DEF;IND;SG;3;PRS;FIN;ACT
hayalet	szellem	hayalet	szellem		N;NOM;SG
hayalet	szellemekkel	hayalet	szellem		N;INS;PL
hayalet	kísértetek	hayalet	kísértet		N;NOM;PL
hayalet	szellemek	hayalet	szellem		N;NOM;PL
itunes	itunes	itunes	itunes	N;DAT;SG;3	N;NOM;SG
kendiliğinden	spontán	kendiliğinden	spontán	ADV	
kendiliğinden	spontán	kendiliğinden	spontán	ADV	
vefa	teljesíteni	vefa	teljesít		V;NFIN;ACT
etkinliği	hatékonysága	etkinlik	hatékonyság	N;ACC;SG;3	N;NOM;SG
etkinliği	hatékonyság	etkinlik	hatékonyság	N;ACC;SG;3	N;NOM;SG
etkinliği	esemény	etkinlik	esemény	N;ACC;SG;3	N;NOM;SG
etkinliği	rendezvény	etkinlik	rendezvény	N;ACC;SG;3	N;NOM;SG
danışmanlık	tanácsadó	danışmanlık	tanácsadó	N;NOM;SG;3	ADJ;NOM;SG
danışmanlık	tanácsadó	danışmanlık	tanácsadó	N;NOM;SG;3	ADJ;NOM;SG
tabaka	réteg	tabaka	réteg		N;NOM;SG
laboratuvar	labor	laboratuvav	labor		N;NOM;SG
laboratuvar	laboratórium	laboratuvav	laboratórium		N;NOM;SG
laboratuvar	laboratóriumi	laboratuvav	laboratóriumi		ADJ;NOM;SG
laboratuvar	laboratórium	laboratuvav	laboratórium		N;NOM;SG
laboratuvar	laboratóriumok	laboratuvav	laboratórium		N;NOM;PL
laboratuvar	laboratórium	laboratuvav	laboratórium		N;NOM;SG
laboratuvar	labor	laboratuvav	labor		N;NOM;SG
five	öten	fiv	öten		PRO;NOM;PL;3
böbrek	vese	böbrek	vese		N;NOM;SG
böbrek	vese	böbrek	vese		N;NOM;SG
böbrek	vesét	böbrek	vesét		N;ACC;SG
böbrek	vese	böbrek	vese		N;NOM;SG
sesler	hangzik	ses	hangzik	N;NOM;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
sesler	hangokat	ses	hang	N;NOM;PL;3	N;ACC;PL
sesler	hangokat	ses	hang	N;NOM;PL;3	N;ACC;PL
rapçi	rapper	rapçi	rapper		N;NOM;SG
yükselme	emelkedés	yüksel	emelkedés		N;NOM;SG
yükselme	emelkedő	yüksel	emelkedő		ADJ;NOM;SG
yükselme	felemelkedés	yüksel	felemelkedés		N;NOM;SG
davranışları	magatartások	davranış	magatartás	N;NOM;PL;3	N;NOM;PL
davranışları	viselkedése	davranış	viselkedés	N;NOM;PL;3	N;NOM;SG
davranışları	magatartás	davranış	magatartás	N;NOM;PL;3	N;NOM;SG
davranışları	viselkedés	davranış	viselkedés	N;NOM;PL;3	N;NOM;SG
filo	flotta	filo	flotta		N;NOM;SG
filo	század	filo	század		N;NOM;SG
direnç	rezisztencia	direnç	rezisztencia		N;NOM;SG
direnç	ellenállás	direnç	ellenállás		N;NOM;SG
direnç	rugalmasság	direnç	rugalmasság		N;NOM;SG
direnç	rugalmasságát	direnç	rugalmasság		N;ACC;SG
princeton	princeton	princeton	princet	PROPN;NOM;SG;3	N;NOM;SG
sara	sara	sara	sara		V;DEF;IND;SG;3;PRS;FIN;ACT
temelleri	alapokat	temel	alap	ADJ;ACC;PL;3	N;ACC;PL
temelleri	alapok	temel	alap	ADJ;ACC;PL;3	N;NOM;PL
temelleri	alapelvek	temel	alapelv	ADJ;ACC;PL;3	N;NOM;PL
temelleri	alapítványok	temel	alapítvány	ADJ;ACC;PL;3	N;NOM;PL
kül	hamu	kül	hamu		N;NOM;SG
kül	hamu	kül	hamu		N;NOM;SG
