pat	pat	pat	pat	PROPN;NOM;MASC;SG	PROPN;NOM;SG
pomanjkljivosti	puutteet	pomanjkljivost	puute	N;GEN;FEM;SG	N;NOM;PL
pomanjkljivosti	puutteita	pomanjkljivost	puute	N;GEN;FEM;SG	N;PRT;PL
pomanjkljivosti	heikkoudet	pomanjkljivost	heikkous	N;GEN;FEM;SG	N;NOM;PL
pomanjkljivosti	heikkouksia	pomanjkljivost	heikkous	N;GEN;FEM;SG	N;PRT;PL
člena	momentti	člen	momentti	N;GEN;MASC;SG	N;NOM;SG
člena	artikkeli	člen	artikkeli	N;GEN;MASC;SG	N;NOM;SG
člena	artikla	člen	artikla	N;GEN;MASC;SG	N;NOM;SG
upravnik	managerin	upravnik	manageri	N;NOM;MASC;SG	N;GEN;SG
gilles	gilles	gilles	gilles	N;NOM;MASC;SG	
resnico	totuuden	resnica	totuus	N;ACC;FEM;SG	N;GEN;SG
resnico	totuutta	resnica	totuus	N;ACC;FEM;SG	N;PRT;SG
resnico	totuus	resnica	totuus	N;ACC;FEM;SG	N;NOM;SG
strup	myrkkyä	strup	myrkky	N;NOM;MASC;SG	N;PRT;SG
strup	myrkkyä	strup	myrkky	N;NOM;MASC;SG	N;PRT;SG
preživi	selviydy	preživeti	selviytyä	V;PFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
živčni	hermostunut	živčen	hermostua	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
živčni	jännittää	živčen	jännittää	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
novinarjev	toimittajia	novinar	toimittaja	N;GEN;MASC;PL	N;PRT;PL
novinarjev	toimittajat	novinar	toimittaja	N;GEN;MASC;PL	N;NOM;PL
geoffrey	geoffrey	geoffrey	geoffrey	N;NOM;MASC;SG	PROPN;NOM;SG
zadaj	takaisin	zadaj	takaisin		ADV
zadaj	selkä	zadaj	selkä		N;NOM;SG
zadaj	taaksepäin	zadaj	taaksepäin		ADV
zadaj	taka	zadaj	taka		N;NOM;SG
opisi	kuvauksia	opis	kuvaus	N;NOM;MASC;PL	N;PRT;PL
predavanj	luentoja	predavanje	luento	N;GEN;NEUT;PL	N;PRT;PL
pooblastila	voimia	pooblastilo	voima	N;NOM;NEUT;PL	N;PRT;PL
pooblastila	powers	pooblastilo	powers	N;NOM;NEUT;PL	PROPN;NOM;SG
pooblastila	toimeksiannon	pooblastilo	toimeksia	N;NOM;NEUT;PL	N;GEN;SG
pooblastila	toimeksianto	pooblastilo	toimeksia	N;NOM;NEUT;PL	N;NOM;SG
pooblastila	toimikausi	pooblastilo	toimi#kausi	N;NOM;NEUT;PL	N;NOM;SG
guido	guido	guido	guido	N;NOM;MASC;SG	PROPN;NOM;SG
udeležili	osallistui	udeležiti	osallistua	V;PFV;MASC;PL;V.PTCP	V;IND;SG;3;PST;FIN;ACT
udeležili	osallistunut	udeležiti	osallistua	V;PFV;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
najmanjša	vähintään	majhen	vähintään	ADJ;NOM;RL;FEM;SG	ADV
najmanjša	minimi	majhen	minimi	ADJ;NOM;RL;FEM;SG	N;NOM;SG
najmanjša	pienimmän	majhen	pieni	ADJ;NOM;RL;FEM;SG	ADJ;GEN;RL;SG
najmanjša	pienimmät	majhen	pieni	ADJ;NOM;RL;FEM;SG	ADJ;NOM;RL;PL
con	con	cona	con	N;NOM;MASC;SG	INTJ
vittorio	vittorio	vittori	vittorio	PROPN;NOM;MASC;SG	N;NOM;SG
religija	uskontoa	religija	uskonto	N;NOM;FEM;SG	N;PRT;SG
religija	uskonnon	religija	uskonto	N;NOM;FEM;SG	N;GEN;SG
pravokotno	kohtisuorassa	pravokotno	kohti#suora	ADV	N;IN+ESS;SG
pravokotno	suorakaiteen	pravokotno	suora#kaide	ADV	N;GEN;SG
groba	rankka	grob	rankka	N;NOM;MASC;SG	ADJ;NOM;SG
groba	rankkaa	grob	rankka	N;NOM;MASC;SG	ADJ;PRT;SG
groba	karkea	grob	karkea	N;NOM;MASC;SG	ADJ;NOM;SG
groba	hautaa	grob	hauta	N;NOM;MASC;SG	N;PRT;SG
seme	siemennestettä	seme	siemenneste	N;NOM;NEUT;SG	N;PRT;SG
seme	siemennesteen	seme	siemenne	N;NOM;NEUT;SG	N;GEN;SG
seme	siemeniä	seme	siemen	N;NOM;NEUT;SG	N;PRT;PL
seme	siemenet	seme	siemen	N;NOM;NEUT;SG	N;NOM;PL
seme	siemeniä	seme	siemen	N;NOM;NEUT;SG	N;PRT;PL
seme	siemenet	seme	siemen	N;NOM;NEUT;SG	N;NOM;PL
seme	siementen	seme	siemen	N;NOM;NEUT;SG	N;GEN;PL
verigo	ketjun	veriga	ketju	N;ACC;FEM;SG	N;GEN;SG
verigo	ketjut	veriga	ketju	N;ACC;FEM;SG	N;NOM;PL
verigo	ketjussa	veriga	ketju	N;ACC;FEM;SG	N;IN+ESS;SG
verigo	ketju	veriga	ketju	N;ACC;FEM;SG	N;NOM;SG
izboljša	paranna	izboljšati	parantaa	V;PFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
poznavanje	tietoa	poznavanje	tieto	N;NOM;NEUT;SG	N;PRT;SG
duncan	duncanin	duncan	duncan	N;NOM;MASC;SG	PROPN;GEN;SG
duncan	duncan	duncan	duncan	N;NOM;MASC;SG	PROPN;NOM;SG
horst	horst	horst	horst	N;NOM;MASC;SG	PROPN;NOM;SG
poznano	tutut	poznano	tuttu	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;NOM;PL
poznano	tuttua	poznano	tuttu	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;PRT;SG
poznano	tuttuja	poznano	tuttu	ADJ;NOM;NEUT;SG;V.PTCP	N;PRT;PL
poznano	tutulta	poznano	tuttu	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;AT+ABL;SG
ujel	kiinni	ujeti	kiinni	V;PFV;MASC;SG;V.PTCP	ADV
preiskave	tutkimus	preiskava	tutkimus	N;NOM;FEM;PL	N;NOM;SG
preiskave	tutkinta	preiskava	tutkinta	N;NOM;FEM;PL	N;NOM;SG
štirinajst	neljätoista	štirinajst	neljä#toista	NUM;NOM;PL	NUM;NOM;SG
nameščeni	asennettu	nameščen	asentaa	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
nameščeni	asennetut	nameščen	asentaa	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;PL;V.PTCP;PASS
nameščeni	asennettuna	nameščen	asentaa	ADJ;NOM;MASC;PL;V.PTCP	V;FRML;SG;V.PTCP;PASS
dramo	draama	drama	draama	N;ACC;FEM;SG	N;NOM;SG
dramo	drama	drama	drama	N;ACC;FEM;SG	
dramo	draamaa	drama	draama	N;ACC;FEM;SG	N;PRT;SG
jürgen	jürgen	jürgen	jürki	N;NOM;MASC;SG	PROPN;NOM;SG
jürgen	jurgen	jürgen	jurki	N;NOM;MASC;SG	
bin	bin	bin	bin		PROPN;NOM;SG
minute	minuuttia	minuta	minuutti	N;NOM;FEM;PL	N;PRT;SG
minute	minuutteja	minuta	minuutti	N;NOM;FEM;PL	N;PRT;PL
minute	pöytäkirja	minuta	pöytä#kirja	N;NOM;FEM;PL	N;NOM;SG
uničiti	tuhoa	uničiti	tuho	V;PFV;NFIN	N;PRT;SG
identiteto	identiteetin	identiteta	identiteetti	N;ACC;FEM;SG	N;GEN;SG
identiteto	identiteetti	identiteta	identiteetti	N;ACC;FEM;SG	N;NOM;SG
identiteto	henkilöllisyys	identiteta	henkilöllisyys	N;ACC;FEM;SG	N;NOM;SG
mehansko	mekaanisen	mehanski	mekaaninen	ADV	ADJ;GEN;SG
mehansko	mekaaninen	mehanski	mekaaninen	ADV	ADJ;NOM;SG
mehansko	mekaaniset	mehanski	mekaaninen	ADV	ADJ;NOM;PL
izjavo	julkilausuma	izjava	julki#lausuma	N;ACC;FEM;SG	N;NOM;SG
izjavo	lausunto	izjava	lausunto	N;ACC;FEM;SG	N;NOM;SG
izjavo	lausuma	izjava	lausuma	N;ACC;FEM;SG	N;NOM;SG
thierry	thierry	thierry	thierry	N;NOM;MASC;SG	PROPN;NOM;SG
demokratične	demokraattinen	demokratičen	demokraattinen	ADJ;NOM;FEM;PL	ADJ;NOM;SG
dano	annettu	dan	antaa	ADJ;NOM;NEUT;SG	V;NOM;SG;V.PTCP;PASS
dano	annetut	dan	antaa	ADJ;NOM;NEUT;SG	V;NOM;PL;V.PTCP;PASS
photo	kuvaa	phota	kuva	N;NOM;MASC;SG	N;PRT;SG
uspehi	onnistumisia	uspeh	onnistuminen	N;NOM;MASC;PL	N;PRT;PL
greene	greene	green	greene	N;NOM;MASC;SG	PROPN;NOM;SG
pierce	pierce	pierce	pierce	N;NOM;MASC;SG	PROPN;NOM;SG
japonci	japanilaista	japonec	japanilainen	N;NOM;MASC;PL	N;PRT;SG
japonci	japani	japonec	japani	N;NOM;MASC;PL	N;NOM;SG
japonci	japanilainen	japonec	japanilainen	N;NOM;MASC;PL	ADJ;NOM;SG
japonci	japanin	japonec	japani	N;NOM;MASC;PL	N;GEN;SG
objavljeni	julkaistu	objavljen	julkaista	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;PASS
objavljeni	julkaistaan	objavljen	julkaista	ADJ;NOM;MASC;PL;V.PTCP	V;IND;PRS;FIN;PASS
objavljeni	julkaistut	objavljen	julkaista	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;PL;V.PTCP;PASS
objavljeni	julkaissut	objavljen	julkaista	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
elektroni	elektroneja	elektron	elektroni	N;NOM;MASC;PL	N;PRT;PL
škotske	scotland	škotski	scotland	ADJ;NOM;FEM;PL	
škotske	skotlannissa	škotski	skotlanti	ADJ;NOM;FEM;PL	N;IN+ESS;SG
škotske	skotlanti	škotski	skotlanti	ADJ;NOM;FEM;PL	N;NOM;SG
škotske	skotlannin	škotski	skotlanti	ADJ;NOM;FEM;PL	N;GEN;SG
škotske	skotlannin	škotski	skotlanti	ADJ;NOM;FEM;PL	N;GEN;SG
postavljeno	kasvatettu	postavljen	kasvattaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
postavljeno	kasvatti	postavljen	kasvattaa	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
postavljeno	nostettu	postavljen	nostaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
postavljeno	kasvatit	postavljen	kasvatti	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;PL
postavljeno	kasvanut	postavljen	kasvaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
potniški	matkustaja	potniški	matkustaja	ADJ;NOM;MASC;SG	N;NOM;SG
potniški	matkustajan	potniški	matkustaja	ADJ;NOM;MASC;SG	N;GEN;SG
potniški	matkustajat	potniški	matkustaja	ADJ;NOM;MASC;SG	N;NOM;PL
sonja	sonja	sonja	sonja	PROPN;NOM;NEUT;SG	PROPN;NOM;SG
umetni	keinotekoista	umeten	keino#teko	ADJ;NOM;DEF;MASC;SG	N;PRT;SG
umetni	keinotekoisia	umeten	keino#tekoinen	ADJ;NOM;DEF;MASC;SG	ADJ;PRT;PL
glavobol	päänsäryn	glavobol	pään#särky	N;NOM;MASC;SG	N;GEN;SG
glavobol	päänsärkyä	glavobol	pään#särky	N;NOM;MASC;SG	N;PRT;SG
glavobol	päänsärkyä	glavobol	pään#särky	N;NOM;MASC;SG	N;PRT;SG
angeli	enkeleitä	angela	enkeli	N;NOM;MASC;PL	N;PRT;PL
članstvo	jäsenyyttä	članstvo	jäsenyys	N;NOM;NEUT;SG	N;PRT;SG
bruselj	brysselin	bruselj	brysseli	PROPN;NOM;MASC;SG	N;GEN;SG
bruselj	brysselissä	bruselj	brysseli	PROPN;NOM;MASC;SG	N;IN+ESS;SG
bruselj	bryssel	bruselj	bryssel	PROPN;NOM;MASC;SG	N;NOM;SG
razmišljanje	ajattelun	razmišljanje	ajattelu	N;NOM;NEUT;SG	N;GEN;SG
razmišljanje	miettii	razmišljanje	miettiä	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
razmišljanje	ajattelua	razmišljanje	ajattelu	N;NOM;NEUT;SG	N;PRT;SG
umetne	keinotekoista	umeten	keino#teko	ADJ;NOM;FEM;PL	N;PRT;SG
umetne	keinotekoisia	umeten	keino#tekoinen	ADJ;NOM;FEM;PL	ADJ;PRT;PL
umetne	keinotekoinen	umeten	keino#tekoinen	ADJ;NOM;FEM;PL	ADJ;NOM;SG
prisilil	pakko	prisiliti	pakko	V;PFV;MASC;SG;V.PTCP	N;NOM;SG
julie	julie	julia	julie	PROPN;NOM;FEM;SG	PROPN;NOM;SG
julie	julien	julia	julin	PROPN;NOM;FEM;SG	N;GEN;PL
širitev	laajentumisen	širitev	laajentuminen	N;NOM;FEM;SG	N;GEN;SG
legend	legendoja	legenda	legendo	N;NOM;FEM;SG	N;PRT;PL
legend	legendan	legenda	legenda	N;NOM;FEM;SG	N;GEN;SG
malmö	malmön	malma	malmo	PROPN;NOM;MASC;SG	N;GEN;SG
volji	tuulella	volja	tuuli	N;NOM;FEM;SG	N;AT+ESS
;SG
volji	mielialan	volja	mieli#ala	N;NOM;FEM;SG	N;GEN;SG
volji	tunnelmaan	volja	tunnelma	N;NOM;FEM;SG	N;IN+ALL;SG
volji	tunnelmaa	volja	tunnelma	N;NOM;FEM;SG	N;PRT;SG
volji	tunnelman	volja	tunnelma	N;NOM;FEM;SG	N;GEN;SG
oblikovan	muotoiltu	oblikovan	muotoilla	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
oblikovan	muotoiltu	oblikovan	muotoilla	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
porta	porta	porta	porta	N;NOM;MASC;SG	
ayrton	ayrton	ayrton	ayrto	N;NOM;MASC;SG	N;GEN;SG
klein	klein	klein	klein		N;NOM;SG
zob	hampaan	zob	hammas	N;NOM;MASC;SG	N;GEN;SG
domovina	kotimaan	domovina	koti#maa	N;NOM;FEM;SG	N;GEN;SG
domovina	isänmaan	domovina	isän#maa	N;NOM;FEM;SG	N;GEN;SG
wiener	wiener	wiener	wiener	PROPN;NOM;MASC;SG	PROPN;NOM;SG
wiener	nakki	wiener	nakki	PROPN;NOM;MASC;SG	N;NOM;SG
petja	laulaa	petje	laulaa	N;GEN;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
petja	laulavat	petje	laulaa	N;GEN;NEUT;SG	V;IND;PL;3;PRS;FIN;ACT
petja	laulu	petje	laulu	N;GEN;NEUT;SG	N;NOM;SG
petja	laulua	petje	laulu	N;GEN;NEUT;SG	N;PRT;SG
opisan	kuvailtu	opisan	kuvailla	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
opisan	kuvaillut	opisan	kuvailla	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
opisan	kuvattu	opisan	kuvata	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
lennon	lennon	lennon	lento	ADV	N;GEN;SG
žita	jyviä	žita	jyvä	N;NOM;FEM;PL	N;PRT;PL
žita	viljan	žita	vilja	N;NOM;FEM;PL	N;GEN;SG
žita	vilja	žita	vilja	N;NOM;FEM;PL	N;NOM;SG
žita	viljaa	žita	vilja	N;NOM;FEM;PL	N;PRT;SG
žita	viljan	žita	vilja	N;NOM;FEM;PL	N;GEN;SG
žita	vilja	žita	vilja	N;NOM;FEM;PL	N;NOM;SG
žita	viljaa	žita	vilja	N;NOM;FEM;PL	N;PRT;SG
podaljšana	laajennettu	podaljšan	laajentaa	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
podaljšana	jatkettu	podaljšan	jatkaa	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
podaljšana	pidentää	podaljšan	pidentää	ADJ;NOM;FEM;SG;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
podaljšana	pitkittynyt	podaljšan	pitkittyä	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
prispel	saapuivat	prispeti	saapua	V;PFV;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN;ACT
prispel	saapuneet	prispeti	saapua	V;PFV;MASC;SG;V.PTCP	V;NOM;PL;V.PTCP;ACT
christoph	christoph	christoph	christoph	PROPN;NOM;MASC;SG	PROPN;NOM;SG
spencer	spencerin	spencer	spencer	N;NOM;MASC;SG	PROPN;GEN;SG
spencer	spencer	spencer	spencer	N;NOM;MASC;SG	PROPN;NOM;SG
dar	dar	dar	dar	N;NOM;MASC;SG	PROPN;NOM;SG
marta	marta	mart	marra	N;NOM;FEM;SG	PROPN;NOM;SG
sadje	hedelmät	sadje	hedelmä	N;NOM;NEUT;SG	N;NOM;PL
sadje	hedelmiä	sadje	hedelmä	N;NOM;NEUT;SG	N;PRT;PL
sadje	hedelmistä	sadje	hedelmä	N;NOM;NEUT;SG	N;IN+ABL;PL
sadje	hedelmät	sadje	hedelmä	N;NOM;NEUT;SG	N;NOM;PL
sadje	hedelmiä	sadje	hedelmä	N;NOM;NEUT;SG	N;PRT;PL
presenetljivo	hämmästyttävää	presenetljiv	hämmästyttävä	ADV	ADJ;PRT;SG
presenetljivo	hämmästyttävä	presenetljiv	hämmästyttävä	ADV	ADJ;NOM;SG
presenetljivo	yllättävän	presenetljiv	yllättävä	ADV	ADJ;GEN;SG
presenetljivo	yllättävä	presenetljiv	yllättävä	ADV	ADJ;NOM;SG
presenetljivo	yllättävää	presenetljiv	yllättävä	ADV	ADJ;PRT;SG
trditve	saatavat	trditev	saada	N;NOM;FEM;PL	V;NOM;PL;V.PTCP;PASS
trditve	väittää	trditev	väittää	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
trditve	väitteitä	trditev	väite	N;NOM;FEM;PL	N;PRT;PL
trditve	syytöksiä	trditev	syytös	N;NOM;FEM;PL	N;PRT;PL
avtomobilski	autoteollisuus	avtomobilski	autoteollisuus	ADJ;NOM;MASC;SG	N;NOM;SG
avtomobilski	autojen	avtomobilski	auto	ADJ;NOM;MASC;SG	N;GEN;PL
tujino	ulkomailla	tujina	ulko#maa	N;ACC;FEM;SG	N;AT+ESS
;PL
tujino	ulkomaille	tujina	ulko#maa	N;ACC;FEM;SG	N;AT+ALL;PL
sara	sarah	sar	sara	N;NOM;FEM;SG	PROPN;NOM;SG
sara	saralla	sar	sarka	N;NOM;FEM;SG	N;AT+ESS
;SG
sara	sara	sar	sara	N;NOM;FEM;SG	PROPN;NOM;SG
sara	saran	sar	saran	N;NOM;FEM;SG	N;GEN;SG
nizki	matalalla	nizek	matala	ADJ;NOM;MASC;SG	ADJ;AT+ESS
;SG
nizki	vähä	nizek	vähän	ADJ;NOM;MASC;SG	ADV
plodovi	hedelmistä	plodov	hedelmä	N;NOM;MASC;PL	N;IN+ABL;PL
plodovi	hedelmiä	plodov	hedelmä	N;NOM;MASC;PL	N;PRT;PL
priljubljeno	suosittu	priljubljen	suosittu	ADV	ADJ;NOM;SG
priljubljeno	suosittua	priljubljen	suosittu	ADV	ADJ;PRT;SG
priljubljeno	suosittuja	priljubljen	suosittu	ADV	ADJ;PRT;PL
priljubljeno	suositut	priljubljen	suosittu	ADV	ADJ;NOM;PL
priljubljeno	suosikki	priljubljen	suosikki	ADV	N;NOM;SG
priljubljeno	lempi	priljubljen	lempi	ADV	N;NOM;SG
priljubljeno	ajankohtaista	priljubljen	ajan#kohtainen	ADV	ADJ;PRT;SG
priljubljeno	suosikki	priljubljen	suosikki	ADV	N;NOM;SG
priljubljeno	lempi	priljubljen	lempi	ADV	N;NOM;SG
dale	dale	dati	dale	V;PFV;FEM;PL;V.PTCP	PROPN;NOM;SG
jay	jay	jay	jay	PROPN;NOM;MASC;SG	PROPN;NOM;SG
jarek	ojaan	jarek	oja	N;NOM;MASC;SG	N;IN+ALL;SG
premera	läpimitta	premer	läpi#mitta	N;GEN;MASC;SG	N;NOM;SG
premera	halkaisija	premer	halkaisija	N;GEN;MASC;SG	N;NOM;SG
kampanje	kampanjoita	kampanja	kampanja	N;NOM;FEM;PL	N;PRT;PL
kampanje	kampanjan	kampanja	kampanja	N;NOM;FEM;PL	N;GEN;SG
kampanje	kampanjassa	kampanja	kampanja	N;NOM;FEM;PL	N;IN+ESS;SG
kampanje	kampanja	kampanja	kampanja	N;NOM;FEM;PL	N;NOM;SG
kampanje	kampanjaan	kampanja	kampanja	N;NOM;FEM;PL	N;IN+ALL;SG
kampanje	kampanjaa	kampanja	kampanja	N;NOM;FEM;PL	N;PRT;SG
zasnovana	suunniteltiin	zasnovan	suunnitella	ADJ;NOM;FEM;SG;V.PTCP	V;IND;PST;FIN;PASS
zasnovana	suunnitellut	zasnovan	suunnitella	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;PL;V.PTCP;PASS
zasnovana	suunniteltu	zasnovan	suunnitella	ADJ;NOM;FEM;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
doseženo	saavuttanut	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;ACT
doseženo	päästy	dosežen	päästä	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
doseženo	saavutettu	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
doseženo	saavutti	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;SG;3;PST;FIN;ACT
doseženo	saavutettiin	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;PST;FIN;PASS
doseženo	suoritettu	dosežen	suorittaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
doseženo	saavutettu	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
doseženo	saavutetut	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;PL;V.PTCP;PASS
doseženo	saavutettiin	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;IND;PST;FIN;PASS
doseženo	saavutettu	dosežen	saavuttaa	ADJ;NOM;NEUT;SG;V.PTCP	V;NOM;SG;V.PTCP;PASS
simbolizira	symboloi	simbolizirati	symboloida	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN;ACT
posamezna	yksittäiset	posamezen	yksittäinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
posamezna	yksilö	posamezen	yksilö	ADJ;NOM;FEM;SG	N;NOM;SG
posamezna	yksittäisten	posamezen	yksittäinen	ADJ;NOM;FEM;SG	ADJ;GEN;PL
motive	motiiveja	motiv	motiivi	N;ACC;MASC;PL	N;PRT;PL
rjavo	ruskeat	rjav	ruskea	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
rjavo	brownin	rjav	brown	ADJ;NOM;NEUT;SG	N;GEN;SG
rjavo	brown	rjav	brown	ADJ;NOM;NEUT;SG	PROPN;NOM;SG
izjemen	poikkeukselliset	izjemen	poikkeuksellinen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
izjemen	poikkeuksellista	izjemen	poikkeuksellinen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
prehrani	ravinto	prehrana	ravinto	N;DAT;FEM;SG	N;NOM;SG
prehrani	ravitsemus	prehrana	ravitsemus	N;DAT;FEM;SG	N;NOM;SG
nielsen	nielsen	nielsen	nielsä	PROPN;NOM;MASC;SG	N;GEN;SG
obremenitev	kuorma	obremenitev	kuorma	N;GEN;FEM;SG	N;NOM;SG
obremenitev	lataa	obremenitev	lata	N;GEN;FEM;SG	V;IMP;SG;2;FIN;ACT
obremenitev	kuormitus	obremenitev	kuormitus	N;GEN;FEM;SG	N;NOM;SG
obremenitev	lataaminen	obremenitev	lataaminen	N;GEN;FEM;SG	N;NOM;SG
obremenitev	ladataan	obremenitev	ladata	N;GEN;FEM;SG	V;IND;PRS;FIN;PASS
obremenitev	kuormitus	obremenitev	kuormitus	N;GEN;FEM;SG	N;NOM;SG
obremenitev	lastaus	obremenitev	lastaus	N;GEN;FEM;SG	N;NOM;SG
roll	rullaa	roll	rulla	N;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
zavrne	kieltäydy	zavrniti	kieltäytyä	V;PFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
zavrne	hylkää	zavrniti	hylätä	V;PFV;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
tekmovanj	kilpailut	tekmovanje	kilpailu	N;GEN;NEUT;PL	N;NOM;PL
tekmovanj	kilpailuihin	tekmovanje	kilpailu	N;GEN;NEUT;PL	N;IN+ALL;PL
tekmovanj	kilpailuja	tekmovanje	kilpailu	N;GEN;NEUT;PL	N;PRT;PL
pojave	ilmiötä	pojava	ilmiö	N;ACC;MASC;PL	N;PRT;SG
pojave	ilmiöiden	pojava	ilmiö	N;ACC;MASC;PL	N;GEN;PL
pojave	ilmiöt	pojava	ilmiö	N;ACC;MASC;PL	N;NOM;PL
pojave	ilmiöitä	pojava	ilmiö	N;ACC;MASC;PL	N;PRT;PL
lola	lola	lol	lola	N;NOM;MASC;SG	
slavi	kunniaa	slaviti	kunnia	V;IPFV;IND;SG;3;PRS;FIN	N;PRT;SG
slavi	kunnia	slaviti	kunnia	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
lesen	puiset	lesen	puinen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
blog	blogissa	blog	blogi	N;NOM;MASC;SG	N;IN+ESS;SG
blog	blogin	blog	blogi	N;NOM;MASC;SG	N;GEN;SG
jpl	jpl	jpl	jpl	PROPN;NOM;MASC;SG	
vožnje	ajettu	vožnja	ajaa	N;NOM;FEM;PL	V;NOM;SG;V.PTCP;PASS
vožnje	ajaminen	vožnja	ajaminen	N;NOM;FEM;PL	N;NOM;SG
vožnje	ajaa	vožnja	ajaa	N;NOM;FEM;PL	V;SG;NFIN;ACT
vožnje	ajo	vožnja	ajo	N;NOM;FEM;PL	N;NOM;SG
danijel	daniel	danijel	daniel	PROPN;NOM;MASC;SG	N;NOM;SG
danijel	danielin	danijel	danieli	PROPN;NOM;MASC;SG	N;GEN;SG
stresa	stressi	stres	stressi	N;GEN;MASC;SG	N;NOM;SG
stresa	stressiä	stres	stressi	N;GEN;MASC;SG	N;PRT;SG
linz	linz	linz	linz	PROPN;NOM;MASC;SG	PROPN;NOM;SG
simone	simone	simona	simoa	PROPN;NOM;FEM;SG	
castro	castron	castro	castron	N;NOM;MASC;SG	N;GEN;SG
vincenzo	vincenzo	vincenza	vincenzo	N;NOM;MASC;SG	PROPN;NOM;SG
izpostavljeni	alttiina	izpostavljen	altti	ADJ;NOM;MASC;PL;V.PTCP	ADV
izpostavljeni	altistuvat	izpostavljen	altistua	ADJ;NOM;MASC;PL;V.PTCP	V;IND;PL;3;PRS;FIN;ACT
izpostavljeni	altistunut	izpostavljen	altistua	ADJ;NOM;MASC;PL;V.PTCP	V;NOM;SG;V.PTCP;ACT
podvozje	laskutelineen	podvozje	laskutella	N;NOM;NEUT;SG	N;GEN;SG
podvozje	alusta	podvozje	alku	N;NOM;NEUT;SG	N;IN+ABL;SG
podvozje	alustan	podvozje	alusta	N;NOM;NEUT;SG	N;GEN;SG
