से	din	से	din		ADP;ACC
सलीम	salim	सलीम	salim	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
आश्वासन	consolare	आश्वासन	consolare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
नक्काशी	gravura	नक्काशी	gravură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
नक्काशी	sculptura	नक्काशी	sculptură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
विचलन	abatere	विचलन	abatere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
विचलन	deviere	विचलन	deviere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
डेविस	davis	डेविस	davis	PROPN;NOM;MASC;SG;3	PROPN
होस्ट	gazda	होस्ट	gazdă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
होस्ट	gazda	होस्ट	gazdă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
होस्ट	gazdele	होस्ट	gazdă	N;NOM;MASC;SG;3	N;DEF;FEM;PL
होस्ट	gazde	होस्ट	gazdă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जलाशय	bazinul	जलाशय	bazin	N;NOM;MASC;SG;3	N;DEF;MASC;SG
ऋणात्मक	negativa	ऋणात्मक	negativa	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
ऋणात्मक	negative	ऋणात्मक	negativ	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
ऋणात्मक	negativ	ऋणात्मक	negativ	N;NOM;MASC;SG;3	ADV
जवान	tanara	जवान	tanară	N;NOM;MASC;PL;3	ADJ;DEF;FEM;SG
जवान	tanar	जवान	tanar	N;NOM;MASC;PL;3	ADJ;INDF;MASC;SG
जवान	tinere	जवान	tânăr	N;NOM;MASC;PL;3	ADJ;INDF;FEM;PL
जवान	young	जवान	young	N;NOM;MASC;PL;3	PROPN
सूफी	sufi	सूफी	sufi	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डॉग	caine	डॉग	caină	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डॉग	dog	डॉग	dogă	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
डॉग	caine	डॉग	caină	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
टूल	unelte	टूल	unealtă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
टूल	scule	टूल	scul	N;NOM;MASC;SG;3	N;INDF;FEM;PL
टूल	instrumente	टूल	instrument	N;NOM;MASC;SG;3	N;INDF;FEM;PL
टैक्सी	taxiul	टैक्सी	taxiu	N;NOM;FEM;SG;3	N;DEF;MASC;SG
टैक्सी	taxiul	टैक्सी	taxiu	N;NOM;FEM;SG;3	N;DEF;MASC;SG
टैक्सी	taxiurile	टैक्सी	taxiu	N;NOM;FEM;SG;3	N;DEF;FEM;PL
टैक्सी	taxiuri	टैक्सी	taxiu	N;NOM;FEM;SG;3	N;INDF;FEM;PL
सूरा	capitolul	सूरा	capitol	N;NOM;MASC;SG;3	N;DEF;MASC;SG
सूरा	sura	सूरा	sura	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सूरा	sura	सूरा	sura	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पेरू	peru	पेरू	peru	PROPN;NOM;MASC;SG;3	PROPN
भूरा	caprui	भूरा	caprui	PROPN;NOM;MASC;SG;3	
भूरा	brown	भूरा	brown	PROPN;NOM;MASC;SG;3	PROPN
भूरा	maro	भूरा	maro	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
भूरा	browns	भूरा	browns	PROPN;NOM;MASC;SG;3	
यूनिक्स	unix	यूनिक्स	unix	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गार्ड	garzi	गार्ड	garzi	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गार्ड	paznici	गार्ड	paznic	N;NOM;MASC;SG;3	N;INDF;MASC;PL
गार्ड	garda	गार्ड	gardă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
गिना	numarate	गिना	numarate	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
गेहूं	grau	गेहूँ	grau	N;NOM;MASC;SG;3	
गेहूं	grau	गेहूँ	grau	N;NOM;MASC;SG;3	
ब्राह्मी	brahmi	ब्राह्मी	brahm	PROPN;NOM;MASC;SG;3	
फेडरेशन	federatiei	फेडरेशन	federatie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
फेडरेशन	federatia	फेडरेशन	federatie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
फेडरेशन	federatia	फेडरेशन	federatie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
रस्सी	funie	रस्सी	funie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
रस्सी	coarda	रस्सी	coardă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
रस्सी	sfoara	रस्सी	sfoară	N;NOM;FEM;SG;3	N;DEF;FEM;SG
रस्सी	franghie	रस्सी	franghie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्रीम	crema	क्रीम	cremă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
क्रीम	smantana	क्रीम	smantana	N;NOM;FEM;SG;3	N;DEF;FEM;SG
क्रीम	crema	क्रीम	cremă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
परेड	parada	परेड	paradă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
परेड	parada	परेड	paradă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
परेड	defilare	परेड	defilare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
अलास्का	alaska	अलास्का	alaska	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
शुद्धता	castitate	शुद्धता	castitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
शुद्धता	precizie	शुद्धता	precizie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
शुद्धता	precizia	शुद्धता	precizie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
रुद्र	rudra	रुद्र	rudra	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
रचनाकार	scriitorul	रचनाकार	scriitor	N;NOM;MASC;SG;3	N;DEF;MASC;SG
रचनाकार	scriitoare	रचनाकार	scriitor	N;NOM;MASC;SG;3	ADJ;INDF;FEM
अंगूर	struguri	अंगूर	strug	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंगूर	struguri	अंगूर	strug	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंगूर	strugurii	अंगूर	strugură	N;NOM;MASC;SG;3	N;DEF;MASC;PL
लेनी	leni	ले	leni	V;FEM;NFIN;ACT	PROPN
देह	body	देह	body		N;INDF;MASC;SG
देह	organism	देह	organism		N;INDF;MASC;SG
देह	corp	देह	corp		N;INDF;MASC;SG
देह	corpul	देह	corp		N;DEF;MASC;SG
देह	trup	देह	trup		N;INDF;MASC;SG
जौ	orz	जौ	orz		N;INDF;MASC;SG
युवावस्था	tinerete	युवावस्था	tânera	N;NOM;FEM;SG;3	
युवावस्था	tineretul	युवावस्था	tineret	N;NOM;FEM;SG;3	N;DEF;MASC;SG
स्टाइल	stilul	स्टाइल	stil	N;NOM;MASC;SG;3	N;DEF;MASC;SG
रेड्डी	reddy	रेड्डी	reddy	PROPN;NOM;SG;3	
लौटे	returnat	लौट	returna	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;MASC;SG
लौटे	returnata	लौट	returnat	V;PFV;MASC;PL;V.PTCP;ACT	N;DEF;FEM;SG
कारखानों	fabricile	कारखाना	fabrică	N;ACC;MASC;PL;3	N;DEF;FEM;PL
ढांचा	rame	ढांचा	ramă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ढांचा	cadre	ढांचा	cadre	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ढांचा	rama	ढांचा	ramă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ढांचा	rama	ढांचा	ramă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ढांचा	structura	ढांचा	structură	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ढांचा	structura	ढांचा	structură	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ढांचा	structurii	ढांचा	structură	N;NOM;MASC;SG;3	N;DEF;FEM;SG
मजदूरी	salariile	मजदूरी	salarie	N;NOM;FEM;SG;3	N;DEF;FEM;PL
मजदूरी	salarii	मजदूरी	salariu	N;NOM;FEM;SG;3	N;INDF;FEM;PL
विस्थापन	deplasare	विस्थापन	deplasare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
कठिनाइयों	dificultatile	कठिनाई	dificultate	N;ACC;FEM;PL;3	N;DEF;FEM;PL
कठिनाइयों	dificultati	कठिनाई	dificultati	N;ACC;FEM;PL;3	
चैन	chan	चैन	chan		PROPN
चैन	lant	चैन	lant		N;INDF;MASC;SG
चैन	lant	चैन	lant		N;INDF;MASC;SG
चैन	lantul	चैन	lant		N;DEF;MASC;SG
क्लान	klan	क्लान	klan	PROPN;NOM;MASC;SG;3	PROPN
प्रतीकों	simbolurile	प्रतीक	simbol	N;ACC;MASC;PL;3	N;DEF;FEM;PL
भ्रष्ट	corupte	भ्रष्ट	corupt	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
भ्रष्ट	corupta	भ्रष्ट	corupta	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
भ्रष्ट	corupt	भ्रष्ट	corupt	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
भ्रष्ट	corupta	भ्रष्ट	corupta	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
भ्रष्ट	corupt	भ्रष्ट	corupt	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अभियान्त्रिकी	inginerie	अभियान्त्रिकी	inginerie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
अभियान्त्रिकी	ingineria	अभियान्त्रिकी	inginerie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सामंजस्य	armonia	सामंजस्य	armonie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सामंजस्य	armonie	सामंजस्य	armonie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
पैक	pachete	पैक	pachet	N;NOM;MASC;SG;3	N;INDF;FEM;PL
पैक	haita	पैक	haită	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पैक	impacheteaza	पैक	impachetează	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
छाल	latrat	छाल	latra	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
छाल	latra	छाल	latră	N;NOM;FEM;SG;3	N;DEF;FEM;SG
पिक्चर	poza	पिक्चर	poză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पिक्चर	poza	पिक्चर	poză	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पिक्चर	imagine	पिक्चर	imagine	N;NOM;MASC;SG;3	N;INDF;FEM;SG
इराक़	irak	इराका	irak	PROPN;NOM;MASC;SG;3	PROPN
इराक़	iraq	इराका	iraq	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
इराक़	irakul	इराका	irak	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
वाइन	vinul	वाइन	vin		N;DEF;MASC;SG
वाइन	vin	वाइन	veni		V;IND;PL;3;PRS;FIN
फारस	persia	फारस	persie	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
शतरंज	sah	शतरंज	sah	PROPN;NOM;MASC;SG;3	
शतरंज	sah	शतरंज	sah	PROPN;NOM;MASC;SG;3	
शतरंज	sah	शतरंज	sah	PROPN;NOM;MASC;SG;3	
गर्भपात	avorturi	गर्भपात	avort	N;NOM;MASC;SG;3	N;INDF;FEM;PL
गर्भपात	avortul	गर्भपात	avort	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्रकोप	indignare	प्रकोप	indignare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रकोप	indignarea	प्रकोप	indignare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रकोप	mania	प्रकोप	manie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रकोप	manie	प्रकोप	manie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
ग्रीष्म	summers	ग्रीष्म	summers		PROPN
ग्रीष्म	verile	ग्रीष्म	vară		N;DEF;FEM;PL
ग्रीष्म	vara	ग्रीष्म	vară		N;DEF;FEM;SG
ग्रीष्म	vara	ग्रीष्म	vară		N;DEF;FEM;SG
बेल्ट	curele	बेल्ट	cure		N;INDF;FEM;PL
बेल्ट	centuri	बेल्ट	cent		N;INDF;FEM;PL
बेल्ट	curea	बेल्ट	curie		N;DEF;FEM;SG
बेल्ट	centura	बेल्ट	centură		N;DEF;FEM;SG
बेल्ट	centura	बेल्ट	centură		N;DEF;FEM;SG
पुजारी	popa	पुजारी	popă	N;NOM;MASC;SG;3	PROPN
पुजारी	preotul	पुजारी	preot	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्लेस	locul	प्लेस	loc	N;NOM;FEM;SG;3	N;DEF;MASC;SG
खां	khan	खाँ	khan	PROPN;NOM;MASC;SG;3	PROPN
मीना	mina	मीना	mină	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
एनीमेशन	animatie	एनीमेशन	animatie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
एनीमेशन	optimizarea	एनीमेशन	optimizare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
एनीमेशन	optimizare	एनीमेशन	optimizare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
एनीमेशन	animatii	एनीमेशन	animatie	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समस्याएँ	problemele	समस्या	problemă	N;NOM;FEM;PL;3	N;DEF;FEM;PL
एलिजाबेथ	elizabeth	एलिजाबेथ	elizabeth	PROPN;NOM;MASC;SG;3	PROPN
एलिजाबेथ	elisabeta	एलिजाबेथ	elisabetă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
डिएगो	diego	डिएगो	diego	PROPN;NOM;MASC;SG;3	PROPN
पैट्रिक	patrick	पैट्रिक	patrick	PROPN;NOM;MASC;SG;3	PROPN
विक्टर	victor	विक्टर	victor	PROPN;NOM;MASC;SG;3	PROPN
मित्रता	prietenia	मित्रता	prietenie	N;NOM;FEM;SG;3	N;DEF;FEM;SG
मित्रता	prietenie	मित्रता	prietenie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
विश्वसनीयता	credibilitatea	विश्वसनीयता	credibilitate	N;NOM;FEM;SG;3	N;DEF;FEM;SG
विश्वसनीयता	credibilitate	विश्वसनीयता	credibilitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
विश्वसनीयता	fiabilitate	विश्वसनीयता	fiabilitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
विश्वसनीयता	fiabilitatea	विश्वसनीयता	fiabilitate	N;NOM;FEM;SG;3	N;DEF;FEM;SG
यूरेनियम	uraniu	यूरेनियम	uraniu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
श्रद्धांजलि	tributul	श्रद्धांजलि	tribut	N;NOM;FEM;SG;3	N;DEF;MASC;SG
श्रद्धांजलि	tributuri	श्रद्धांजलि	tribut	N;NOM;FEM;SG;3	N;INDF;FEM;PL
ढेर	gramezi	ढेर	gramez		N;INDF;FEM;PL
स्तुति	lauda	स्तुति	laudă	N;NOM;FEM;SG;3	V;IND;SG;3;IPFV;FIN
स्तुति	lauda	स्तुति	laudă	N;NOM;FEM;SG;3	V;IND;SG;3;IPFV;FIN
स्तुति	laude	स्तुति	laudă	N;NOM;FEM;SG;3	
ड्रीम	visul	ड्रीम	vis	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
ड्रीम	vis	ड्रीम	vis	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
ड्रीम	viseaza	ड्रीम	visează	PROPN;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
ड्रीम	viseaza	ड्रीम	visează	PROPN;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
वेधशाला	observatorul	वेधशाला	observator	N;NOM;FEM;SG;3	N;DEF;MASC;SG
रामचंद्र	ramachandra	रामचंद्र	ramachandra	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
तुरन्त	imediat	तुरन्त	imediat		ADV
तुरन्त	instantaneu	तुरन्त	instantaneu		ADV
क्लबों	club	क्लब	club	N;ACC;MASC;PL;3	N;INDF;MASC;SG
क्लबों	clubul	क्लब	club	N;ACC;MASC;PL;3	N;DEF;MASC;SG
छीन	smuls	छीन	smulge	V;ACT	ADJ;INDF;MASC;SG
जड़ें	radacinile	जड़	radacine	N;NOM;FEM;PL;3	N;DEF;FEM;PL
सरसों	mustar	सरस	mustar	N;ACC;MASC;PL;3	N;INDF;MASC;SG
वार्नर	warner	वार्नर	warner	PROPN;NOM;MASC;SG;3	PROPN
चलना	mersul	चल	mers	V;MASC;NFIN;ACT	N;DEF;MASC;SG
चलना	mergand	चल	mergand	V;MASC;NFIN;ACT	
चलना	plimbare	चल	plimbare	V;MASC;NFIN;ACT	N;INDF;FEM;SG
चलना	walk	चल	walk	V;MASC;NFIN;ACT	N;INDF;MASC;SG
धुन	melodie	धुन	melodie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
समितियों	comisiile	समिति	comisie	N;ACC;FEM;PL;3	N;DEF;FEM;PL
समितियों	comitetele	समिति	comitet	N;ACC;FEM;PL;3	N;DEF;FEM;PL
मसाले	condimente	मसाला	condiment	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मसाले	mirodenii	मसाला	mirodean	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लेबनान	liban	लेबनान	liban	PROPN;NOM;MASC;SG;3	PROPN
औचित्य	justificare	औचित्य	justificare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
औचित्य	justificarea	औचित्य	justificare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
औचित्य	justificari	औचित्य	justificar	N;NOM;MASC;SG;3	N;INDF;FEM;PL
रूपक	metafora	रूपक	metaforă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
रूपक	metafora	रूपक	metaforă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
नौका	barca	नौका	barcă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
नौका	barca	नौका	barcă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
शैवाल	algele	शैवाल	algel	N;NOM;MASC;SG;3	N;DEF;FEM;PL
शैवाल	alge	शैवाल	alg	N;NOM;MASC;SG;3	N;INDF;FEM;PL
निपटान	eliminare	निपटान	eliminare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
निपटान	eliminarea	निपटान	eliminare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
निपटान	decontarea	निपटान	decontare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
निपटान	decontare	निपटान	decontare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
निपटान	asezare	निपटान	asezare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
प्रचारक	promotori	प्रचारक	promotor	N;NOM;MASC;SG;3	ADJ;INDF;MASC;PL
प्रचारक	promotorii	प्रचारक	promotor	N;NOM;MASC;SG;3	N;DEF;MASC;PL
साईट	situl	साईट	sit	N;NOM;FEM;SG;3	N;DEF;MASC;SG
साईट	site	साईट	sită	N;NOM;FEM;SG;3	N;INDF;FEM;PL
स्वीडिश	suedeza	स्वीडिश	suedeză	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
स्वीडिश	suedezi	स्वीडिश	suedez	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;PL
स्वीडिश	suedeza	स्वीडिश	suedeză	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
स्वीडिश	suedez	स्वीडिश	suedez	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
स्वीडिश	suedia	स्वीडिश	suedia	PROPN;NOM;MASC;SG;3	PROPN
एडम्स	adams	एडम्स	adams	PROPN;NOM;MASC;SG;3	PROPN
अभिगम	accesul	अभिगम	acces	N;NOM;MASC;SG;3	N;DEF;MASC;SG
मंत्रिमंडल	ministerele	मंत्रिमंडल	minister	N;NOM;MASC;SG;3	N;DEF;FEM;PL
मंत्रिमंडल	ministere	मंत्रिमंडल	minister	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मंत्रिमंडल	cabinetul	मंत्रिमंडल	cabinet	N;NOM;MASC;SG;3	N;DEF;MASC;SG
सिखों	sikh	सिख	sikh	N;ACC;MASC;PL;3	N;INDF;MASC;SG
पैतृक	patern	पैतृक	patern	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
लेट	tarziu	लेट	tarziu	N;NOM;FEM;SG;3	
लेट	intarziat	लेट	intarziat	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
लेट	tarziu	लेट	tarziu	N;NOM;FEM;SG;3	
ट्विटर	twitter	ट्विटर	twitter	N;NOM;MASC;SG;3	
जेरी	jerry	जेरी	jerry	PROPN;NOM;MASC;SG;3	PROPN
पतला	skinny	पतला	skinny	ADJ;NOM;MASC;SG	
पतला	slab	पतला	slab	ADJ;NOM;MASC;SG	ADV
पतला	slabanog	पतला	slabanog	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
पतला	slim	पतला	slim	ADJ;NOM;MASC;SG	
पतला	subtire	पतला	subtire	ADJ;NOM;MASC;SG	
पतला	subtire	पतला	subtire	ADJ;NOM;MASC;SG	
पतला	subtire	पतला	subtire	ADJ;NOM;MASC;SG	
पतला	usoara	पतला	usoara	ADJ;NOM;MASC;SG	ADJ;DEF;FEM;SG
न्यूज	stiri	न्यूज	stire	N;NOM;FEM;SG;3	
न्यूज	stiri	न्यूज	stire	N;NOM;FEM;SG;3	
न्यूज	noutati	न्यूज	noutat	N;NOM;FEM;SG;3	
न्यूज	stiri	न्यूज	stire	N;NOM;FEM;SG;3	
आइलैंड	insula	आइलैंड	insulă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
आइलैंड	insula	आइलैंड	insulă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
कमर	talie	कमर	talie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
फौज	armata	फौज	armată	N;NOM;FEM;SG;3	N;DEF;FEM;SG
फौज	armata	फौज	armată	N;NOM;FEM;SG;3	N;DEF;FEM;SG
कमाल	minunat	कमाल	minunat		ADJ;INDF;MASC;SG
निकास	iesirea	निकास	iesire	N;NOM;MASC;SG;3	N;DEF;FEM;SG
निकास	iesire	निकास	iesire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
निकास	iesire	निकास	iesire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
निकास	iesire	निकास	iesire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
मालिश	masaje	मालिश	masaj	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मालिश	masajul	मालिश	masaj	N;NOM;MASC;SG;3	N;DEF;MASC;SG
कॉमिक	comic	कॉमिक	comic		N;INDF;MASC;SG
आसवन	distilarea	आसवन	distilare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आसवन	distilare	आसवन	distilare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
क्वार्टर	trimestrul	क्वार्टर	trimestru	N;NOM;MASC;SG;3	N;DEF;MASC;SG
मॉनमाउथ	monmouth	मॉनमाउथ	monmouth	PROPN;NOM;MASC;SG;3	PROPN
लाइनों	liniile	लाइन	linie	N;ACC;FEM;PL;3	N;DEF;FEM;PL
पाषाण	cariera	पाषाण	carieră	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कवक	ciuperca	कवक	ciuperca	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कवक	ciuperca	कवक	ciuperca	N;NOM;MASC;SG;3	N;DEF;FEM;SG
क्षतिपूर्ति	compensare	क्षतिपूर्ति	compensare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्षतिपूर्ति	compensatii	क्षतिपूर्ति	compensat	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षतिपूर्ति	despagubire	क्षतिपूर्ति	despagubire	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्षतिपूर्ति	compensatie	क्षतिपूर्ति	compensatie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
क्षतिपूर्ति	daune	क्षतिपूर्ति	daună	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षतिपूर्ति	despagubiri	क्षतिपूर्ति	despagubire	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षतिपूर्ति	pagube	क्षतिपूर्ति	pagubă	N;NOM;FEM;SG;3	N;INDF;FEM;PL
सूखा	usca	सूखा	usca	PROPN;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
सूखा	uscate	सूखा	uscat	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
सूखा	uscat	सूखा	uscat	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
सूखा	uscata	सूखा	uscată	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
सूखा	seceta	सूखा	seceta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
सूखा	seceta	सूखा	seceta	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
रहस्यमय	misterioasa	रहस्यमय	misterios	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
रहस्यमय	misterioase	रहस्यमय	misterios	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
रहस्यमय	misterioasa	रहस्यमय	misterios	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
रहस्यमय	misterios	रहस्यमय	misterios	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
इस्लामिक	islamic	इस्लामिक	islamic	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
इस्लामिक	islamice	इस्लामिक	islamic	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
इस्लामिक	islamica	इस्लामिक	islamică	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
रजिस्टर	registre	रजिस्टर	registru	N;NOM;MASC;SG;3	N;INDF;FEM;PL
रजिस्टर	registrele	रजिस्टर	registru	N;NOM;MASC;SG;3	N;DEF;FEM;PL
रजिस्टर	inregistreaza	रजिस्टर	inregistra	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
रजिस्टर	inregistrare	रजिस्टर	inregistrare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
सिंगल	singura	सिंगल	singur	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
सिंगल	single	सिंगल	single	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सिंगल	singur	सिंगल	singur	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
सन्धि	tratatul	सन्धि	tratat	N;NOM;FEM;SG;3	N;DEF;MASC;SG
अनूदित	tradus	अनूदित	traduce	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अनूदित	traduse	अनूदित	traduce	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
चमत्कार	minuni	चमत्कार	minun	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चमत्कार	miracolele	चमत्कार	miracol	N;NOM;MASC;SG;3	N;DEF;FEM;PL
चमत्कार	miracole	चमत्कार	miracol	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चमत्कार	minune	चमत्कार	minune	N;NOM;MASC;SG;3	
चमत्कार	miracolul	चमत्कार	miracol	N;NOM;MASC;SG;3	N;DEF;MASC;SG
चमत्कार	minuni	चमत्कार	minun	N;NOM;MASC;SG;3	N;INDF;FEM;PL
चमत्कार	minunile	चमत्कार	minună	N;NOM;MASC;SG;3	N;DEF;FEM;PL
