monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;FEM;SG
delegation	przedstawicielstwa	delegation	przedstawicielstwo		N;NOM;NEUT;SG
färbung	barwienia	färbung	barwienie	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
färbung	barwniki	färbung	barwnika	N;NOM;FEM;SG	N;NOM;MASC;PL
trophy	trophy	trophy	trophy	PROPN	
trophy	trofea	trophy	trofe	PROPN	N;NOM;MASC;PL
trophy	trofeum	trophy	trofeum	PROPN	N;ACC;MASC;SG
ausstrahlung	transmisje	ausstrahlung	transmisja	N;NOM;FEM;SG	N;NOM;FEM;PL
ausstrahlung	transmisji	ausstrahlung	transmisja	N;NOM;FEM;SG	N;GEN;FEM;SG
ausstrahlung	nadawania	ausstrahlung	nadawać	N;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
pest	szkodniki	pest	szkodnik		N;NOM;MASC;PL
pest	szkodników	pest	szkodnik		N;GEN;MASC;PL
pest	plaga	pest	plaga		N;NOM;FEM;SG
pest	zaraza	pest	zarazać		N;NOM;FEM;SG
pest	zaraza	pest	zarazać		N;NOM;FEM;SG
indischer	indian	indisch	indian	ADJ	
indischer	indianin	indisch	indianin	ADJ	N;NOM;MASC;SG
genehmigt	dozwolone	hehmigen	dozwolić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
genehmigt	dopuszczone	hehmigen	dopuścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
genehmigt	upoważniony	hehmigen	upoważnić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
genehmigt	zatwierdzony	hehmigen	zatwierdzić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
genehmigt	zatwierdzona	hehmigen	zatwierdzić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
genehmigt	zatwierdzone	hehmigen	zatwierdzić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
genehmigt	zatwierdzonych	hehmigen	zatwierdzić	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
genehmigt	sankcjami	hehmigen	sankcja	V;V.PTCP	N;INS;FEM;PL
genehmigt	dopuszczone	hehmigen	dopuścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
genehmigt	upoważniony	hehmigen	upoważnić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
universum	wszechświecie	universum	wszechświecie	ADV	V;IPFV;IND;SG;2;PRS;FIN;ACT
universum	wszechświat	universum	wszechświat	ADV	N;NOM;MASC;SG
universum	wszechświata	universum	wszechświatać	ADV	N;GEN;MASC;SG
gespräche	rozmów	gespräch	rozmowa	ADJ	
gespräche	konwersacji	gespräch	konwersacja	ADJ	N;GEN;FEM;SG
gespräche	rozmowy	gespräch	rozmowa	ADJ	N;ACC;FEM;PL
gespräche	przesłuchania	gespräch	przesłuchanie	ADJ	N;NOM;NEUT;SG
gespräche	wywiady	gespräch	wywiad	ADJ	N;NOM;MASC;PL
gespräche	dyskusji	gespräch	dyskusja	ADJ	N;GEN;FEM;SG
gespräche	dyskusje	gespräch	dyskusja	ADJ	N;NOM;FEM;PL
biathlon	biathlon	biathlon	biathlon	ADJ	N;NOM;MASC;SG
wärme	termiczne	wärm	termiczny		ADJ;NOM;NEUT;SG
wärme	gorąco	wärm	gorąco		ADV
wärme	ciepły	wärm	ciepły		ADJ;NOM;MASC;SG
wärme	ogrzewanie	wärm	ogrzewanie		N;NOM;NEUT;SG
kommerzielle	komercyjny	kommerziell	komercyjny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
kommerzielle	komercyjne	kommerziell	komercyjny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
korrigieren	korekty	korrigieren	korekta	V;NFIN	N;GEN;FEM;SG
korrigieren	poprawka	korrigieren	poprawka	V;NFIN	N;NOM;FEM;SG
korrigieren	korekta	korrigieren	korekta	V;NFIN	N;NOM;FEM;SG
korrigieren	napraw	korrigieren	napraw	V;NFIN	
korrigieren	korygowania	korrigieren	korygować	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
korrigieren	poprawna	korrigieren	poprawny	V;NFIN	ADJ;NOM;FEM;SG
korrigieren	prawidłowo	korrigieren	prawidłowo	V;NFIN	ADV
korrigieren	poprawny	korrigieren	poprawny	V;NFIN	ADJ;NOM;MASC;SG
korrigieren	poprawne	korrigieren	poprawny	V;NFIN	ADJ;NOM;NEUT;SG
mechanische	mechaniczny	mechanisch	mechaniczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
mechanische	mechaniczne	mechanisch	mechaniczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
moor	bagno	moor	bagno		N;NOM;NEUT;SG
moor	marsh	moor	marsh		PROPN;NOM;MASC;SG
moor	bagno	moor	bagno		N;NOM;NEUT;SG
moor	bog	moor	bog		V;IPFV;MASC;IND;SG;PST;FIN;ACT
bezeugt	zeznał	bezeugen	zeznać	ADJ;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
bezeugt	zeznawał	bezeugen	zeznawać	ADJ;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
erfüllung	spełniające	Erfüllung	spełniać	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
schach	szachy	schach	szachy	ADJ	
hauptquartier	siedziba	hauptquartier	siedziba		N;NOM;FEM;SG
ward	ward	werden	warda		PROPN;NOM;MASC;SG
vieles	wielu	viel	wiele	PRO;NOM;INDF;NEUT;SG	DET;ACC;MASC;PL
vieles	wiele	viel	wiele	PRO;NOM;INDF;NEUT;SG	DET;ACC;MASC;PL
vieles	much	viel	much	PRO;NOM;INDF;NEUT;SG	
vieles	wiele	viel	wiele	PRO;NOM;INDF;NEUT;SG	DET;ACC;MASC;PL
vieles	dużo	viel	dużo	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	jednolicie	einheitlich	jednolicie	ADJ	ADV
einheitlich	jednolite	einheitlich	jednolity	ADJ	
einheitlich	uniform	einheitlich	uniforma	ADJ	
einheitlich	mundur	einheitlich	mundur	ADJ	N;NOM;MASC;SG
ehrungen	wyróżnieniem	ehringen	wyróżnienie	V;NFIN	N;INS;NEUT;SG
ehrungen	wyróżnieniem	ehringen	wyróżnienie	V;NFIN	N;INS;NEUT;SG
auftauchen	powstanie	auftauchen	powstać	V;NFIN	
auftauchen	wystąpienie	auftauchen	wystąpienie	V;NFIN	N;NOM;NEUT;SG
einbau	montaż	einbau	montaż	N;SG	
einbau	instalacje	einbau	instalacja	N;SG	N;NOM;FEM;PL
einbau	montaż	einbau	montaż	N;SG	
steinen	kamienie	stein	kamień	V;NFIN	N;NOM;MASC;PL
breitengrad	równolegle	breitengrad	równolegle	ADJ	ADV
breitengrad	równoległy	breitengrad	równolec	ADJ	
breitengrad	równoległ	breitengrad	równolec	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
silberne	srebro	silbern	srebro	ADJ;NOM;FEM;PL	
silberne	srebrny	silbern	srebrny	ADJ;NOM;FEM;PL	
silberne	srebra	silbern	srebro	ADJ;NOM;FEM;PL	
silberne	srebrne	silbern	srebrny	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
silberne	srebrna	silbern	srebrny	ADJ;NOM;FEM;PL	
silberne	silver	silbern	silver	ADJ;NOM;FEM;PL	
silberne	srebrzyste	silbern	srebrzysty	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
commonwealth	commonwealth	commonwealth	commonwealt	ADJ	N;NOM;MASC;SG
commonwealth	wspólnota	commonwealth	wspólnota	ADJ	N;NOM;FEM;SG
commonwealth	cac	commonwealth	cac	ADJ	
hohenzollern	hohenzollern	hohenzollern	hohenzollern	ADJ;PL	N;NOM;MASC;SG
klang	dźwięki	klingen	dźwięk		N;NOM;MASC;PL
klang	dźwięk	klingen	dźwięk		N;ACC;MASC;SG
klang	brzmiało	klingen	brzmieć		V;IPFV;NEUT;IND;SG;PST;FIN;ACT
malta	malta	malta	malta		N;NOM;FEM;SG
sitzung	sesje	sitzung	sesja	N;SG	N;NOM;FEM;PL
sitzung	spotkania	sitzung	spotkanie	N;SG	N;NOM;NEUT;PL
sitzung	siedzący	sitzung	siedzieć	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
sitzung	siedzi	sitzung	siedzieć	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
séance	seans	séance	seans		N;NOM;MASC;SG
bolivien	boliwii	bolivien	boliwia	PROPN;NOM;NEUT;SG	
bolivien	boliwii	bolivien	boliwia	PROPN;NOM;NEUT;SG	
schwerpunkte	podkreśla	schwerpunkt	podkreślać	ADJ;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
schwerpunkte	skupienie	schwerpunkt	skupienie	ADJ;SG	N;NOM;NEUT;SG
schwerpunkte	koncentracja	schwerpunkt	koncentracja	ADJ;SG	N;NOM;FEM;SG
schwerpunkte	skupić	schwerpunkt	skupić	ADJ;SG	V;PFV;NFIN;ACT
schwerpunkte	priorytety	schwerpunkt	priorytet	ADJ;SG	N;NOM;MASC;PL
schwerpunkte	priorytetów	schwerpunkt	priorytet	ADJ;SG	N;GEN;MASC;PL
seoul	seulu	seoul	seul	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
relevanter	istotne	relevant	istotny	ADJ	
verpflichtung	przymierze	verpflichtung	przymierz	V;IND;SG;3;PRS;FIN	
verpflichtung	przymierza	verpflichtung	przymierzać	V;IND;SG;3;PRS;FIN	
verpflichtung	zobowiązanie	verpflichtung	zobowiązanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
verpflichtung	obowiązek	verpflichtung	obowiązek	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
verpflichtung	zobowiązania	verpflichtung	zobowiązanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
verpflichtung	zaangażowanie	verpflichtung	zaangażowanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
verpflichtung	zobowiązanie	verpflichtung	zobowiązanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
verpflichtung	zobowiązania	verpflichtung	zobowiązanie	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;PL
verpflichtung	zobowiązań	verpflichtung	zobowiązanie	V;IND;SG;3;PRS;FIN	N;GEN;NEUT;PL
teilnahmen	uczestniczyło	teilnehmen	uczestniczyć	V;IND;PL;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
teilnahmen	uczestniczył	teilnehmen	uczestniczyć	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
teilnahmen	udział	teilnehmen	udział	V;IND;PL;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
teilnahmen	uczestniczyła	teilnehmen	uczestniczyć	V;IND;PL;3;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
teilnahmen	uczestniczył	teilnehmen	uczestniczyć	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
teilnahmen	uczęszczał	teilnehmen	uczęszczać	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
aufsatz	esej	aufsatzen	esej		N;NOM;MASC;SG
aufsatz	wypracowanie	aufsatzen	wypracować		N;NOM;NEUT;SG
leiche	zwłoki	leiche	zwłoki	ADJ;NOM;FEM;SG	N;ACC;NEUT;PL
leiche	zwłoki	leiche	zwłoki	ADJ;NOM;FEM;SG	N;ACC;NEUT;PL
leiche	zwłok	leiche	zwłok	ADJ;NOM;FEM;SG	
warner	warner	warn	warner	PROPN	
verträge	umowy	verträgen	umowa	N;NOM;PL	
verträge	umów	verträgen	umowa	N;NOM;PL	
verträge	traktatów	verträgen	traktat	N;NOM;PL	N;GEN;MASC;PL
nordsee	północnej	nordsee	północny	PROPN;NOM;SG	ADJ;GEN;FEM;SG
nordsee	północ	nordsee	północ	PROPN;NOM;SG	N;NOM;FEM;SG
nordsee	north	nordsee	north	PROPN;NOM;SG	
abschied	pożegnania	abscheiden	pożegnać		N;PFV;GEN;NEUT;SG;POS;V.MSDR
abschied	żegnaj	abscheiden	żegnać		V;IPFV;IMP;SG;2;FIN;ACT
abschied	pożegnanie	abscheiden	pożegnać		N;PFV;NOM;NEUT;SG;POS;V.MSDR
perfekt	idealnie	perfekt	idealnie	ADJ	ADV
burgruine	ruin	burgruin	ruin	PROPN;NOM;SG	
burgruine	ruiny	burgruin	ruina	PROPN;NOM;SG	N;ACC;FEM;PL
kommunisten	komunistycznej	kommunist	komunistyczny	N;PL	ADJ;GEN;FEM;SG
kommunisten	komunistą	kommunist	komunista	N;PL	N;INS;MASC;SG
kommunisten	komunistyczna	kommunist	komunistyczny	N;PL	ADJ;NOM;FEM;SG
eingegangen	otrzymana	eingehen	otrzymać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
eingegangen	otrzymany	eingehen	otrzymać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
eingegangen	otrzymane	eingehen	otrzymać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ngc	ngc	ngc	ngc	PROPN;NOM;SG	PROPN;NOM;FEM;SG
definieren	określenie	definieren	określenie	V;NFIN	N;NOM;NEUT;SG
definieren	zdefiniowanie	definieren	zdefiniować	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
definieren	określanie	definieren	określać	V;NFIN	N;NOM;NEUT;SG
augustin	augustine	augusten	augustiny	PROPN;NOM;MASC;SG	
augustin	augustin	augusten	augustin	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
gotischen	gothic	gotisch	gothic	ADJ	
werdegang	kariera	werdegang	kariera		N;NOM;FEM;SG
werdegang	kariery	werdegang	kariera		N;GEN;FEM;SG
werdegang	karierę	werdegang	kariera		N;ACC;FEM;SG
werdegang	historia	werdegang	historia		N;NOM;FEM;SG
werdegang	historii	werdegang	historia		N;GEN;FEM;SG
werdegang	historię	werdegang	historia		N;ACC;FEM;SG
organ	narządy	organ	narząd		N;NOM;MASC;PL
organ	organy	organ	organa		N;NOM;MASC;PL
organ	narządów	organ	narząd		N;GEN;MASC;PL
organ	narządy	organ	narząd		N;NOM;MASC;PL
organ	organy	organ	organa		N;NOM;MASC;PL
organ	organ	organ	organ		N;NOM;MASC;SG
konto	rachunek	konto	rachunek	N;NOM;SG	N;ACC;MASC;SG
konto	konta	konto	konta	N;NOM;SG	N;GEN;MASC;SG
inhaftiert	aresztowany	inhaftieren	aresztować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inhaftiert	aresztowana	inhaftieren	aresztować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
inhaftiert	aresztowani	inhaftieren	aresztować	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
inhaftiert	zatrzymany	inhaftieren	zatrzymać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inhaftiert	zatrzymane	inhaftieren	zatrzymać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inhaftiert	zatrzymana	inhaftieren	zatrzymać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
inhaftiert	uwięziony	inhaftieren	uwięzić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inhaftiert	uwięzione	inhaftieren	uwięzić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inhaftiert	uwięziona	inhaftieren	uwięzić	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
busse	autobusem	büssen	autobus		N;INS;MASC;SG
busse	autobus	büssen	autobus		N;NOM;MASC;SG
busse	trenerów	büssen	trener		N;ACC;MASC;PL
busse	autobusy	büssen	autobusa		N;NOM;MASC;PL
busse	autobusy	büssen	autobusa		N;NOM;MASC;PL
mineral	mineralnych	mineral	mineralny	PROPN	ADJ;GEN;MASC;PL
mineral	mineralne	mineral	mineralny	PROPN	ADJ;NOM;NEUT;SG
mineral	minerały	mineral	minerał	PROPN	N;NOM;MASC;PL
mineral	minerałów	mineral	minerał	PROPN	N;GEN;MASC;PL
mineral	minerały	mineral	minerał	PROPN	N;NOM;MASC;PL
mixed	zmieszane	mixed	zmieszać	PROPN	
mixed	mieszane	mixed	mieszany	PROPN	ADJ;NOM;NEUT;SG
mixed	mieszana	mixed	mieszać	PROPN	ADJ;NOM;FEM;SG
mixed	mieszany	mixed	mieszany	PROPN	
mixed	mieszanej	mixed	mieszany	PROPN	ADJ;GEN;FEM;SG
konzerten	koncerty	konzern	koncert	V;FIN	N;NOM;MASC;PL
holger	holger	holger	holger		PROPN;NOM;MASC;SG
kommissar	detektyw	kommissar	detektyw	PROPN	N;NOM;MASC;SG
kommissar	detektywie	kommissar	detektywie	PROPN	
kommissar	inspektor	kommissar	inspektor	PROPN	N;NOM;MASC;SG
kommissar	inspektorze	kommissar	inspektor	PROPN	
kommissar	komisarz	kommissar	komisarz	PROPN	N;NOM;MASC;SG
kommissar	komisarz	kommissar	komisarz	PROPN	N;NOM;MASC;SG
präsentierte	przedstawiona	präsentieren	przedstawić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
präsentierte	przedstawiony	präsentieren	przedstawić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
präsentierte	prezentowane	präsentieren	prezentować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
präsentierte	przedstawione	präsentieren	przedstawić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
präsentierte	przedstawiono	präsentieren	przedstawić	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
dream	marzenie	dream	marzenie		N;NOM;NEUT;SG
dream	marzenia	dream	marzenie		N;NOM;NEUT;PL
dream	sen	dream	sen		N;ACC;MASC;SG
aktien	akcje	akteinen	akcja		N;NOM;FEM;PL
aktien	zapasy	akteinen	zapas		N;NOM;MASC;PL
aktien	zapasów	akteinen	zapas		N;GEN;MASC;PL
aktien	zasoby	akteinen	zasóba		N;NOM;MASC;PL
aktien	zapasy	akteinen	zapas		N;NOM;MASC;PL
aktien	zapasów	akteinen	zapas		N;GEN;MASC;PL
aktien	akcje	akteinen	akcja		N;NOM;FEM;PL
aktien	akcje	akteinen	akcja		N;NOM;FEM;PL
aktien	udostępnienia	akteinen	udostępnienie		N;PFV;GEN;NEUT;SG;POS;V.MSDR
aktien	udziały	akteinen	udział		N;NOM;MASC;PL
aktien	kapitałowych	akteinen	kapitałowy		ADJ;GEN;MASC;PL
grammatik	językoznawstwo	grammatik	językoznawstwo	ADJ	N;NOM;NEUT;SG
grammatik	gramatyki	grammatik	gramatyk	ADJ	N;GEN;FEM;SG
lustig	zabawy	lustig	zabawa	ADJ	N;ACC;FEM;SG
lustig	zabawa	lustig	zabawa	ADJ	N;NOM;FEM;SG
lustig	fajnie	lustig	fajnie	ADJ	ADV
fernseh	telewizja	fernseh	telewizja		N;NOM;FEM;SG
fernseh	telewizor	fernseh	telewizor		N;NOM;MASC;SG
fernseh	telewizji	fernseh	telewizja		N;DAT;FEM;SG
landshut	landshut	landshut	landshut		PROPN;NOM;MASC;SG
silver	srebro	silver	srebro	PROPN	
silver	srebrny	silver	srebrny	PROPN	
silver	srebra	silver	srebro	PROPN	
silver	srebrne	silver	srebrny	PROPN	N;NOM;MASC;SG
silver	srebrna	silver	srebrny	PROPN	
silver	silver	silver	silver	PROPN	
case	sprawa	case	sprawa		N;NOM;FEM;SG
case	przypadek	case	przypadek		N;NOM;MASC;SG
spanier	hiszpan	spanier	hiszpan		N;NOM;MASC;SG
spanier	hiszpanie	spanier	hiszpan		N;NOM;MASC;PL
spanier	hiszpanie	spanier	hiszpan		N;NOM;MASC;PL
upper	górne	upper	górny		ADJ;NOM;NEUT;SG
upper	górna	upper	górny		ADJ;NOM;FEM;SG
filter	filtry	filter	filtr	ADJ	N;NOM;MASC;PL
filter	filtr	filter	filtr	ADJ	N;NOM;MASC;SG
filter	filtry	filter	filtr	ADJ	N;NOM;MASC;PL
hölle	piekło	höllen	piekło		N;NOM;NEUT;SG
beat	beat	beaten	beat	PROPN;SG	
beat	pokonać	beaten	pokonać	PROPN;SG	V;PFV;NFIN;ACT
meta	meta	meta	meta	PROPN;NOM;SG	
charakteristisch	cecha	charakteristisch	cechać	ADJ	N;NOM;FEM;SG
grade	stopień	grad	stopień		N;NOM;MASC;SG
grade	klasie	grad	klasa		N;DAT;FEM;SG
grade	stopnie	grad	stopień		N;NOM;MASC;PL
grade	stopni	grad	stopień		N;GEN;MASC;SG
mönch	mnich	mönch	mnichy	PROPN;SG	N;NOM;MASC;SG
mönch	mnicha	mönch	mnichy	PROPN;SG	N;ACC;MASC;SG
mönch	monk	mönch	monk	PROPN;SG	
plateau	plateau	plateau	platea	ADJ	
befreien	uwolnienie	befreien	uwolnić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
ausgeschieden	wydalane	ausgescheiden	wydalać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
mathematischen	matematyczne	mathematisch	matematyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
mathematischen	matematyka	mathematisch	matematyka	ADJ;NOM;PL	N;NOM;FEM;SG
amateur	amator	amateur	amator	PROPN	N;NOM;MASC;SG
nachbarschaft	sąsiadów	nachbarschaft	sąsiad	ADJ	N;ACC;MASC;PL
nachbarschaft	sąsiedzi	nachbarschaft	sąsiad	ADJ	N;NOM;MASC;PL
nachbarschaft	sąsiadów	nachbarschaft	sąsiad	ADJ	N;ACC;MASC;PL
nachbarschaft	sąsiadami	nachbarschaft	sąsiad	ADJ	N;INS;FEM;PL
nachbarschaft	sąsiedzi	nachbarschaft	sąsiad	ADJ	N;NOM;MASC;PL
nachbarschaft	sąsiedztwo	nachbarschaft	sąsiedztwo	ADJ	N;NOM;NEUT;SG
nachbarschaft	osiedle	nachbarschaft	osiedle	ADJ	N;NOM;NEUT;SG
nachbarschaft	dzielnica	nachbarschaft	dzielnica	ADJ	N;NOM;FEM;SG
nachbarschaft	okolica	nachbarschaft	okolica	ADJ	N;NOM;FEM;SG
nachbarschaft	sąsiedztwo	nachbarschaft	sąsiedztwo	ADJ	N;NOM;NEUT;SG
nachbarschaft	sąsiedztwa	nachbarschaft	sąsiedztwo	ADJ	N;ACC;NEUT;SG
nachbarschaft	dzielnica	nachbarschaft	dzielnica	ADJ	N;NOM;FEM;SG
nachbarschaft	okolica	nachbarschaft	okolica	ADJ	N;NOM;FEM;SG
staatsanwaltschaft	oskarżyciel	staatsanwaltschaft	oskarżyciel	ADJ	N;NOM;MASC;SG
staatsanwaltschaft	oskarżenie	staatsanwaltschaft	oskarżyć	ADJ	N;NOM;NEUT;SG
staatsanwaltschaft	ściganie	staatsanwaltschaft	ścigać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
staatsanwaltschaft	oskarżyciel	staatsanwaltschaft	oskarżyciel	ADJ	N;NOM;MASC;SG
staatsanwaltschaft	prokurator	staatsanwaltschaft	prokurator	ADJ	N;NOM;MASC;SG
popularität	popularności	popularität	popularność	ADJ	N;GEN;FEM;SG
popularität	popularność	popularität	popularność	ADJ	N;NOM;FEM;SG
oberhausen	oberhausen	oberhausen	oberhausen	PROPN;NOM;NEUT;SG	PROPN;NOM;MASC;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG	PROPN;NOM;MASC;SG
wolfenbüttel	wolfenbüttel	wolfenbüttel	wolfenbüttel	PROPN;NOM;SG	N;NOM;MASC;SG
konsequenzen	następstwa	konsequenz	następstwo	V;NFIN	N;NOM;NEUT;PL
konsequenzen	skutki	konsequenz	skutek	V;NFIN	N;NOM;MASC;PL
konsequenzen	konsekwencje	konsequenz	konsekwencja	V;NFIN	N;NOM;FEM;PL
konsequenzen	następstwa	konsequenz	następstwo	V;NFIN	N;NOM;NEUT;PL
belgische	belgijski	belgisch	belgijski	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
belgische	belgijskie	belgisch	belgijski	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
rechtsprechung	właściwość	rechtsprechung	właściwość	ADJ	N;NOM;FEM;SG
rechtsprechung	jurysdykcji	rechtsprechung	jurysdykcja	ADJ	N;GEN;FEM;SG
rechtsprechung	jurysdykcja	rechtsprechung	jurysdykcja	ADJ	N;NOM;FEM;SG
rechtsprechung	orzeczeń	rechtsprechung	orzeczenie	ADJ	N;GEN;NEUT;PL
rechtsprechung	wyroki	rechtsprechung	wyrok	ADJ	N;NOM;MASC;PL
rechtsprechung	wyroków	rechtsprechung	wyrok	ADJ	N;GEN;MASC;PL
rechtsprechung	orzeczenia	rechtsprechung	orzeczenie	ADJ	N;NOM;NEUT;SG
rechtsprechung	orzecznictwo	rechtsprechung	orzecznictwo	ADJ	N;NOM;NEUT;SG
rechtsprechung	sądownictwa	rechtsprechung	sądownictwo	ADJ	N;NOM;NEUT;SG
rechtsprechung	sądy	rechtsprechung	sąd	ADJ	N;NOM;MASC;PL
rechtsprechung	orzecznictwa	rechtsprechung	orzecznictwo	ADJ	N;GEN;NEUT;SG
rechtsprechung	orzecznictwo	rechtsprechung	orzecznictwo	ADJ	N;NOM;NEUT;SG
bakterien	bakterii	bakterien	bakteria	N;NOM;PL	
bakterien	bakterie	bakterien	bakter	N;NOM;PL	
bakterien	bakterii	bakterien	bakteria	N;NOM;PL	
bakterien	bakteria	bakterien	bakteria	N;NOM;PL	N;NOM;FEM;SG
martha	marta	martha	marta	PROPN;NOM;SG	PROPN;NOM;FEM;SG
martha	martha	martha	martha	PROPN;NOM;SG	PROPN;NOM;FEM;SG
martha	marto	martha	marto	PROPN;NOM;SG	V;IPFV;IMP;SG;2;FIN;ACT
pan	piotruś	pan	piotruś	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
pan	pan	pan	pan	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
channel	kanału	channel	kanał	PROPN;NOM;SG	N;GEN;MASC;SG
channel	kanały	channel	kanał	PROPN;NOM;SG	N;NOM;MASC;PL
channel	kanał	channel	kanał	PROPN;NOM;SG	N;ACC;MASC;SG
channel	channel	channel	channel	PROPN;NOM;SG	
übersetzen	tłumaczenie	übersetzen	tłumaczenie	V;NFIN	N;NOM;NEUT;SG
übersetzen	tłumaczenia	übersetzen	tłumaczyć	V;NFIN	N;NOM;NEUT;PL
erhard	erhard	erherden	erhard	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
hunderte	setki	hundern	setka	NUM	
trainiert	wyszkoleni	trainieren	wyszkolony	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
trainiert	wyszkolony	trainieren	wyszkolić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
börse	giełda	börsen	giełda		N;NOM;FEM;SG
börse	wymiana	börsen	wymianać		N;NOM;FEM;SG
kings	kings	kings	kings	PROPN;NOM;SG	
