το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP
μπους	буш	μπου	буш		PROPN;INDF;MASC;SG
μπους	храст	μπου	храст		N;INDF;MASC;SG
εξαιρέσεις	освобождаване	εξαίρεση	освобождаване	N;NOM;FEM;PL	N;INDF;NEUT;SG
σάρα	сара	σάρα	сар	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
σάρα	сара	σάρα	сар	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
επικίνδυνη	опасно	επικίνδυνος	опасно	ADJ;NOM;FEM;SG	ADV
επικίνδυνη	опасни	επικίνδυνος	опасен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
υπο	sub	υπο	sub	N	INTJ
αμπντούλ	абдул	αμπντούλ	абдул		N;INDF;MASC;SG
παράνομη	нелегално	παράνομος	нелегално	ADJ;NOM;FEM;SG	ADV
παράνομη	незаконно	παράνομος	незаконно	ADJ;NOM;FEM;SG	ADV
παράνομη	незаконни	παράνομος	незаконен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
παράνομη	незаконно	παράνομος	незаконно	ADJ;NOM;FEM;SG	ADV
παράνομη	незаконно	παράνομος	незаконно	ADJ;NOM;FEM;SG	ADV
ελσίνκι	хелзинки	ελσίνκι	хелзинка	PROPN;NOM;NEUT;SG	N;INDF;FEM;PL
εσθονία	естония	εσθονία	естония	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
τυνησία	тунис	τυνησία	тунис	PROPN;ACC;FEM;SG	N;INDF;MASC;SG
οργανωμένη	организирани	οργανωμένος	организирам	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
οργανωμένη	организирани	οργανωμένος	организирам	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ουζμπεκιστάν	узбекистан	ουζμπεκιστάν	узбекистан		PROPN;INDF;MASC;SG
κλιπ	клипове	κλιπ	клип		N;INDF;MASC;PL
κλιπ	щипки	κλιπ	щипка		N;INDF;FEM;PL
κλιπ	клип	κλιπ	клип		N;INDF;MASC;SG
κλιπ	пълнител	κλιπ	пълнител		N;INDF;MASC;SG
νβα	нба	νβα	нба		PROPN;INDF;MASC;SG
αρμοδιότητα	компетенции	αρμοδιότητα	компетенция	N;ACC;FEM;SG	N;INDF;FEM;PL
εμπόδιο	възпрепятства	εμπόδιο	възпрепятствам	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
εμφανής	видимо	εμφανής	видимо	ADJ;NOM;FEM;SG	ADV
γειτονικό	съседни	γειτονικός	съседен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
λεόνε	леоне	λέγω	леоне		N;INDF;MASC;SG
πρωτοπόρος	пионер	πρωτοπόρος	пионер	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
πανκ	пънк	πανκ	пънк		N;INDF;MASC;SG
λίρες	паунда	λίρος	паунда	N;NOM;FEM;PL	N;DEF;MASC;SG
ανεβαίνει	качване	ανεβαίνω	качване	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
ανεβαίνει	качвам	ανεβαίνω	качвам-(се)	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
ανεβαίνει	изгряваща	ανεβαίνω	изгрявам	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
επιτρέψει	позволете	επιτρέπω	позволя-(си)	V;PFV;IND;SG;3;FIN;ACT	V;PFV;IMP;PL;2;FIN
επιτρέψει	позволи	επιτρέπω	позволя-(си)	V;PFV;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;PST;FIN
κουβέιτ	кувейт	κουβέιτ	кувейт		N;INDF;MASC;SG
κουβέιτ	кувейтски	κουβέιτ	кувейтски		ADJ;INDF;MASC;SG
υποβρύχια	подводни	υποβρύχιο	подводен	N;NOM;NEUT;PL	ADJ;INDF;PL
υποβρύχια	подводен	υποβρύχιο	подводя-(се)	N;NOM;NEUT;PL	N;INDF;MASC;SG
ζιμπάμπουε	зимбабве	ζιμπάμπω	зимбабве	PROPN;NOM;FEM;SG	N;INDF;NEUT;SG
επαναστατικό	революционер	επαναστατικό	революционер	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
επαναστατικό	революционно	επαναστατικό	революционен	ADJ;NOM;NEUT;SG	ADV
έμμεσα	косвени	έμμεσα	косвен	ADV	ADJ;INDF;PL
έμμεσα	непреки	έμμεσα	непреки	ADV	ADJ;INDF;PL
πιστοί	верен	πιστός	верен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
πιστοί	лоялен	πιστός	лоялен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
πιστοί	вярна	πιστός	верен	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
πιστοί	верен	πιστός	верен	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
πόνος	болки	πόνος	болка	N;NOM;MASC;SG	N;INDF;FEM;PL
ρολόι	гледай	ρολός	гледам	N;NOM;NEUT;SG	V;IPFV;IMP;SG;2;FIN
ρολόι	гледайте	ρολός	гледам	N;NOM;NEUT;SG	V;IPFV;IMP;PL;2;FIN
γραφικά	графични	γραφικά	графичен	ADV	ADJ;INDF;PL
γραφικά	графичен	γραφικά	графичен	ADV	ADJ;INDF;MASC;SG
γραφικά	графики	γραφικά	графика	ADV	N;INDF;FEM;PL
γραφικά	графичен	γραφικά	графичен	ADV	ADJ;INDF;MASC;SG
γραφικά	графика	γραφικά	график	ADV	N;DEF;MASC;SG
απόβαση	кацания	απόβαση	кацания	N;ACC;FEM;SG	N;INDF;NEUT;PL
ριμπάουντ	отскок	ριμπάουντ	отскок		N;INDF;MASC;SG
ριμπάουντ	борби	ριμπάουντ	борба		N;INDF;FEM;PL
παπαγεωργίου	папагеоргиу	παπαγεώργιο	папагеоргиу	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
εκδότη	емитент	εκδότης	емитент	N;VOC;MASC;SG	ADJ;INDF;MASC;SG
αναστασία	анастасия	αναστασία	анастасия	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
μαγνητική	магнитни	μαγνητικός	магнитен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
μαγνητική	ямр	μαγνητικός	ямр	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
ζωρζ	жорж	ζωρζ	жорж		PROPN;INDF;MASC;SG
ελαφρύ	светло	ελαφρύ	светло	N;NOM;NEUT;SG	ADV
ελαφρύ	леки	ελαφρύ	лек	N;NOM;NEUT;SG	ADJ;INDF;PL
πράσινη	грийн	πράσινος	грийн	ADJ;NOM;FEM;SG	PROPN;INDF;MASC;SG
πράσινη	зелено	πράσινος	зелено	ADJ;NOM;FEM;SG	ADV
πράσινη	зелени	πράσινος	зелен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
μπλουζ	блус	μπλουζ	блус		N;INDF;MASC;SG
γιαγιά	бабо	γιαγιά	бабо	N;NOM;FEM;SG	INTJ
γιαγιά	бабо	γιαγιά	бабо	N;NOM;FEM;SG	INTJ
γιαγιά	бабо	γιαγιά	бабо	N;NOM;FEM;SG	INTJ
γκάρι	гари	γκάρι	гара		PROPN;INDF;MASC;SG
γκάρι	гери	γκάρι	гера		N;INDF;FEM;SG
γκάρι	гари	γκάρι	гара		PROPN;INDF;MASC;SG
μουσολίνι	мусолини	μουσολίνι	мусолин	N;NOM;MASC;SG	N;INDF;FEM;PL
γλυπτό	скулптури	γλυπτό	скулптура	N;NOM;NEUT;SG	N;INDF;FEM;PL
σεντ	сед	σεντ	сед		N;INDF;MASC;SG
σεντ	цента	σεντ	цент		N;DEF;MASC;SG
σεντ	цент	σεντ	цент		N;INDF;MASC;SG
γραμμένα	писмено	γραμμένος	писмен	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	ADV
γραμμένα	написана	γραμμένος	напиша	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
γραμμένα	написано	γραμμένος	напиша	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
γραμμένα	писмен	γραμμένος	писмен	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
γραμμένα	писмена	γραμμένος	писмен	V;PFV;NOM;NEUT;PL;V.PTCP;PASS	ADJ;INDF;FEM;SG
τακτικές	тактики	τακτικός	тактика	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
τακτικές	тактика	τακτικός	тактика	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
μεταφράζεται	превежда	μεταφράζω	превеждам-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
σάντος	сантос	σάντος	сантос		PROPN;INDF;MASC;SG
ήχους	звучи	ήχος	звуча	N;ACC;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
κατασκευασμένο	произведени	κατασκευασμένος	произведа	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
κατασκευασμένο	построени	κατασκευασμένος	построя-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
κατασκευασμένο	конструирани	κατασκευασμένος	конструирам	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
υπέβαλε	представени	υποβάλλω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
υπέβαλε	представено	υποβάλλω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
υπέβαλε	подадена	υποβάλλω	подам-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
υπέβαλε	представена	υποβάλλω	представя-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
υπέβαλε	подадено	υποβάλλω	подам-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
υπέβαλε	подадени	υποβάλλω	подам-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
χάλυβα	стоманен	χάλυβα	стоманен	N	ADJ;INDF;MASC;SG
μεταλλικό	метали	μεταλλικός	метал	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
μεταλλικό	metal	μεταλλικός	metal	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
μεταλλικό	метъл	μεταλλικός	метъл	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
μεταλλικό	метал	μεταλλικός	метал	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
μεταλλικό	метално	μεταλλικός	метално	ADJ;NOM;NEUT;SG	ADV
μεταλλικό	метални	μεταλλικός	метален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
νταν	дан	νταν	дан		N;INDF;MASC;SG
νταν	дън	νταν	дън		PROPN;INDF;FEM;SG
εισέρχεται	влиза	εισέρχομαι	влизам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
οχάιο	охайо	οχάιο	оха		PROPN;INDF;MASC;SG
λούκας	лукас	λούκα	лукас	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
λούκας	лукас	λούκα	лукас	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
κινήθηκε	преместени	κινώ	преместя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ισχυρός	мощно	ισχυρός	мощен	ADJ;NOM;MASC;SG	ADV
ιόντα	йон	ιόντα	йон	N;NOM;NEUT;PL	N;INDF;MASC;SG
συνέχιση	продължавам	συνέχιση	продължавам	N;ACC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
συνέχιση	продължи	συνέχιση	продължа	N;ACC;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
διώξεις	преследване	δίωξη	преследване	N;NOM;FEM;PL	N;INDF;NEUT;SG
σωματική	физическо	σωματικός	физически	ADJ;NOM;FEM;SG	ADV
κρίστοφερ	кристофър	κρίστοφερ	кристофър	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
σφραγίδα	сийл	σφραγίδα	сийл	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
δωδεκανήσου	додеканези	δωδεκάνησος	додеканя-(се)	PROPN;GEN;FEM;SG	N;INDF;MASC;PL
εντυπωσιακή	впечатляващи	εντυπωσιακός	впечатлявам-(се)	ADJ;NOM;FEM;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
εντυπωσιακή	впечатляващо	εντυπωσιακός	впечатляващо	ADJ;NOM;FEM;SG	ADV
εντυπωσιακή	поразително	εντυπωσιακός	поразително	ADJ;NOM;FEM;SG	ADV
αξιοσημείωτα	забележителен	αξιοσημείωτος	забележителен	ADV	ADJ;INDF;MASC;SG
αξιοσημείωτα	забележителна	αξιοσημείωτος	забележителен	ADV	ADJ;INDF;FEM;SG
προσθήκες	допълнения	προσθήκη	допълнение	ADJ;NOM;FEM;PL	N;INDF;NEUT;PL
προσθήκες	добавя	προσθήκη	добавям	ADJ;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
συμπεριλαμβάνεται	включени	συμπεριλαμβάνω	включа-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
συμπεριλαμβάνεται	включено	συμπεριλαμβάνω	включа-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
συμπεριλαμβάνεται	включена	συμπεριλαμβάνω	включа-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
συμπεριλαμβάνεται	включен	συμπεριλαμβάνω	включа-(се)	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
μερίδα	дажби	μερίδα	дажба	N;NOM;FEM;SG	N;INDF;FEM;PL
ολοκληρωμένη	вграден	ολοκληρώνω	вграден	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
ολοκληρωμένη	интегрирани	ολοκληρώνω	интегрирам	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
επιτίθεται	атакува	επιτίθεμαι	атакувам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
επιτίθεται	нападам	επιτίθεμαι	нападам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
αληθινή	истина	αληθινός	истина	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
αληθινή	верни	αληθινός	верен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
αληθινή	вярно	αληθινός	верен	ADJ;NOM;FEM;SG	ADV
πετρέλαιο	нефтени	πετρέλαιο	нефтен	N;NOM;NEUT;SG	ADJ;INDF;PL
πετρέλαιο	нефтена	πετρέλαιο	нефтен	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
τουριστικό	туристи	τουριστικός	турист	ADJ;NOM;NEUT;SG	N;INDF;MASC;PL
τουριστικό	турист	τουριστικός	турист	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αυτόματη	автоматично	αυτόματος	автоматично	ADJ;NOM;FEM;SG	ADV
αυτόματη	авто	αυτόματος	авто	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
αυτόματη	автоматични	αυτόματος	автоматичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
αυτόματη	автоматично	αυτόματος	автоматично	ADJ;NOM;FEM;SG	ADV
ολοκληρώθηκαν	завършена	ολοκληρώνω	завърша	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ολοκληρώθηκαν	завършен	ολοκληρώνω	завърша	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ολοκληρώθηκαν	завършено	ολοκληρώνω	завърша	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
εκπαιδευτική	образователно	εκπαιδευτικός	образователно	ADJ;NOM;FEM;SG	ADV
εκπαιδευτική	образователни	εκπαιδευτικός	образователен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ανωτέρω	над	ανωτέρω	над	ADV	ADP
αβίβ	авив	αβίβ	авив		PROPN;INDF;MASC;SG
πυριτίου	силиций	πύριτιος	силиций	N;GEN;NEUT;SG	N;INDF;FEM;PL
τόνοι	тона	τόνος	тон	N;NOM;MASC;PL	N;DEF;MASC;SG
σολομώντα	соломон	σολομώ	соломон	N;GEN;FEM;PL	N;INDF;MASC;SG
υπόγεια	подземен	υπόγεια	подземен	N;NOM;NEUT;PL	ADJ;INDF;MASC;SG
υπόγεια	подземно	υπόγεια	подземно	N;NOM;NEUT;PL	ADV
υπόγεια	подземни	υπόγεια	подземен	N;NOM;NEUT;PL	ADJ;INDF;PL
πάγο	айс	πάγος	айс	ADV	N;INDF;MASC;SG
πάγο	лед	πάγος	лед	ADV	N;INDF;MASC;SG
απορρίφθηκε	отхвърлени	απορρίπτω	отхвърля	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ινδικό	индианец	ινδικός	индианец	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ινδικό	индиец	ινδικός	индиец	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ινδικό	индийско	ινδικός	индийски	ADJ;NOM;NEUT;SG	ADV
λεονάρντο	леонардо	λεονάρντος	леонардо		N;INDF;MASC;SG
ενεργή	активно	ενεργή	активно	ADJ;NOM;FEM;SG	ADV
ενεργή	активни	ενεργή	активен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ενδιάμεσα	междинна	ενδιάμεσα	междинен	ADV	ADJ;INDF;FEM;SG
ενδιάμεσα	междинен	ενδιάμεσα	междинен	ADV	ADJ;INDF;MASC;SG
μάρτυρας	свидетели	μάρτυρας	свидетел	N;NOM;MASC;SG	N;INDF;MASC;PL
μαρξ	маркс	μαρχ	маркс	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
καλύπτονται	покрито	καλύπτω	покрия-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
καλύπτονται	обхванат	καλύπτω	обхвана	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
καλύπτονται	покрит	καλύπτω	покрит	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
καλύπτονται	покрити	καλύπτω	покрия-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
καλύπτονται	покрита	καλύπτω	покрия-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
τσαντ	чад	τσαντ	чад		PROPN;INDF;MASC;SG
ντόναλντ	доналд	ντόναλντ	доналд	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
καραϊβικής	карибите	καραϊβικός	кариба	ADJ;GEN;FEM;SG	N;DEF;FEM;PL
εναλλακτικές	алтернативи	εναλλακτικός	алтернатива	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
χρυσόστομος	хрисостомос	χρυσόστομος	хрисостомос	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
ρομπότ	роботите	ρομπότ	робота	N;NOM;NEUT;SG	N;DEF;FEM;PL
ρομπότ	роботи	ρομπότ	роботя	N;NOM;NEUT;SG	N;INDF;FEM;PL
πληρεξούσιος	прокси	πληρεξούσιος	прокса	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
πληρεξούσιος	пълномощник	πληρεξούσιος	пълномощник	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αξιωματούχος	официален	αξιωματούχος	официален	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
αξιωματούχος	официално	αξιωματούχος	официално	N;NOM;MASC;SG	ADV
αξιωματούχος	официална	αξιωματούχος	официален	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
κήπους	гардънс	κήπος	гардънс	N;ACC;MASC;PL	N;INDF;MASC;SG
υεμένη	йемен	Υεμένη	йемен	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
ρικ	рик	ρικ	рик		N;INDF;MASC;SG
γεμάτο	зареден	γεμάτος	зареда	NUM;NOM;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
γεμάτο	заредена	γεμάτος	зареда	NUM;NOM;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
γεμάτο	заредено	γεμάτος	зареда	NUM;NOM;NEUT;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
γεμάτο	заредени	γεμάτος	зареда	NUM;NOM;NEUT;SG	V;PFV;INDF;PL;V.PTCP;PASS
γεμάτο	изпълнен	γεμάτος	изпълня-(се)	NUM;NOM;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
γεμάτο	напълнена	γεμάτος	напълня-(се)	NUM;NOM;NEUT;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
μάνατζερ	управител	μάνατζερ	управител	N;NOM;NEUT;PL	N;INDF;MASC;SG
μάνατζερ	мениджър	μάνατζερ	мениджър	N;NOM;NEUT;PL	N;INDF;MASC;SG
φορντ	форд	φορντ	форд		PROPN;INDF;MASC;SG
αφαιρέθηκε	премахнат	αφαιρώ	премахна	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
αφαιρέθηκε	премахнати	αφαιρώ	премахна	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
αφαιρέθηκε	отстранени	αφαιρώ	отстраня-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
σπάνιες	рядко	σπάνιος	рядко	ADJ;NOM;FEM;PL	ADV
σπάνιες	редки	σπάνιος	редка	ADJ;NOM;FEM;PL	N;INDF;FEM;PL
σπάνιες	рядкост	σπάνιος	рядкост	ADJ;NOM;FEM;PL	N;INDF;FEM;SG
άρεσε	харесали	αρώνω	харесам-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;PST;V.PTCP;ACT
καταγράφονται	записани	καταγράφω	запиша-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
καταγράφονται	записано	καταγράφω	запиша-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
καταγράφονται	записан	καταγράφω	запиша-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
καταγράφονται	записана	καταγράφω	запиша-(се)	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
μυθικό	митични	μυθικός	митичен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
μυθικό	митични	μυθικός	митичен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
μυθικό	легендарно	μυθικός	легендарен	ADJ;NOM;NEUT;SG	ADV
χάθηκε	изгубено	χάνω	изгубя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	ADV
χάθηκε	изгубени	χάνω	изгубен	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;PL
χάθηκε	изгубена	χάνω	изгубя-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;FEM;SG
χάθηκε	загубен	χάνω	загубен	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;MASC;SG
χάθηκε	загуби	χάνω	загуба	V;PFV;IND;SG;3;PST;FIN;PASS	N;INDF;FEM;PL
χάθηκε	изгубен	χάνω	изгубен	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;INDF;MASC;SG
κλήρωση	тегли	κλήρωση	тегля-(се)	N;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN
ατομικά	индивидуален	ατομικά	индивидуален	ADV	ADJ;INDF;MASC;SG
ατομικά	индивидуална	ατομικά	индивидуален	ADV	ADJ;INDF;FEM;SG
ατομικά	индивид	ατομικά	индивид	ADV	N;INDF;MASC;SG
ατομικά	индивидуални	ατομικά	индивидуален	ADV	ADJ;INDF;PL
καύσιμο	горива	καύσιμο	гориво	N;NOM;NEUT;SG	N;INDF;NEUT;PL
ηλεκτρικά	електрически	ηλεκτρικά	електрически	ADV	ADJ;INDF;MASC;SG
ηλεκτρικά	електрическа	ηλεκτρικά	електрически	ADV	ADJ;INDF;FEM;SG
ηλεκτρικά	електрически	ηλεκτρικά	електрически	ADV	ADJ;INDF;MASC;SG
ηλεκτρικά	електрическа	ηλεκτρικά	електрически	ADV	ADJ;INDF;FEM;SG
ηλεκτρικά	електричество	ηλεκτρικά	електричество	ADV	N;INDF;NEUT;SG
τζόνι	джони	τζόνι	джони		N;INDF;MASC;SG
γκόρντον	гордън	γκόρντος	гордън		PROPN;INDF;MASC;SG
στοκχόλμη	стокхолм	στοκχόλμος	стокхолм	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
φιλ	фил	φιλ	фил		PROPN;INDF;MASC;SG
άλπεις	алпи	άλπεις	алпи	PROPN;NOM;FEM;SG	N;INDF;FEM;PL
άλπεις	алпите	άλπεις	алп	PROPN;NOM;FEM;SG	N;DEF;FEM;PL
προεδρική	президентските	προεδρικός	президентски	ADJ;NOM;FEM;SG	ADJ;DEF;PL
κομμουνιστική	комунист	κομμουνιστικός	комунист	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
βόρειος	северни	βόρειος	северен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
βόρειος	северен	βόρειος	северен	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
αέρας	въздушно	αέρας	въздушен	N;NOM;MASC;SG	ADV
συνεργασίες	партньорство	συνεργασία	партньорство	N;NOM;FEM;PL	N;INDF;NEUT;SG
ενδεικτική	показателно	ενδεικτικός	показателно	ADJ;NOM;FEM;SG	ADV
νις	ниш	νις	ниш		PROPN;INDF;MASC;SG
αντίπαλοι	съперници	αντίπαλος	съперник	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αντίπαλοι	противниците	αντίπαλος	противник	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
αντίπαλοι	противници	αντίπαλος	противник	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αντίπαλοι	опоненти	αντίπαλος	опонент	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
επενδύσεις	инвестиране	επένδυση	инвестиране	N;NOM;FEM;PL	N;INDF;NEUT;SG
επενδύσεις	инвестиция	επένδυση	инвестиция	N;NOM;FEM;PL	N;INDF;FEM;SG
συνταγματικό	конституционни	συνταγματικός	конституционен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
συμφώνησαν	съгласна	συμφωνώ	съгласен	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
