категория	kategori	категория	kategori	N;INDF;FEM;SG	
квадратни	meydan	квадратен	meydan	ADJ;INDF;PL	
квадратни	kare	квадратен	kare	ADJ;INDF;PL	
болоня	bologna	болоня	bologna	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
болоня	salam	болоня	salam	PROPN;INDF;FEM;SG	
фьодор	fyodor	фьодор	fyodor	N;INDF;MASC;SG	
милър	miller	милър	mil	PROPN;INDF;MASC;SG	
състояния	koşul	състояние	koşul	N;INDF;NEUT;PL	
онтарио	ontario	онтарио	ontario	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
ключ	key	ключ	key	N;INDF;MASC;SG	
отглеждането	yetiştirme	отглеждане	yetiş	N;DEF;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS;CAUS
знание	ilim	знание	ilim	N;INDF;NEUT;SG	
разлики	diff	разлика	diff	N;INDF;FEM;PL	
въвеждане	giriş	въвеждане	giriş	N;INDF;NEUT;SG	
въвеждане	tanıtım	въвеждане	tanıtım	N;INDF;NEUT;SG	
въвеждане	giriş	въвеждане	giriş	N;INDF;NEUT;SG	
въвеждане	girdi	въвеждане	gir	N;INDF;NEUT;SG	V;PFV;IND;SG;3;POS;PST
въвеждане	girin	въвеждане	gir	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
въвеждане	gir	въвеждане	gir	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS
образци	şablon	образец	şablon	N;INDF;MASC;PL	
образци	numune	образец	num	N;INDF;MASC;PL	N;DAT;SG;3
човешка	insani	човешки	insani	ADJ;INDF;FEM;SG	
човешка	insan	човешки	insan	ADJ;INDF;FEM;SG	N;NOM;SG;3
обявени	duyuruldu	обявя-(се)	duyur	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
обявени	açıklandı	обявя-(се)	açıkla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
обявени	duyurdu	обявя-(се)	duyur	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
обратното	karşıt	обратен	karşıt	ADJ;DEF;NEUT;SG	
обратното	zıt	обратен	zıt	ADJ;DEF;NEUT;SG	
заети	meşgul	заема-(се)	meşgul	V;PFV;INDF;PL;V.PTCP;PASS	
заети	yoğun	заема-(се)	yoğun	V;PFV;INDF;PL;V.PTCP;PASS	
бомба	bomba	бомба	bomba	N;INDF;FEM;SG	
дортмунд	dortmund	дортмунд	dortmund	N;INDF;MASC;SG	PROPN;NOM;SG;3
бон	bonn	бон	bonn	N;INDF;MASC;SG	PROPN;NOM;SG;3
бон	bon	бон	bon	N;INDF;MASC;SG	
ромео	romeo	ромео	romeo	N;INDF;MASC;SG	
изключения	istisna	изключение	istisna	N;INDF;NEUT;PL	
изключения	istisna	изключение	istisna	N;INDF;NEUT;PL	
сципион	scipio	сципион	ic	N;INDF;MASC;SG	
арнолд	arnold	арнолд	arnold	N;INDF;MASC;SG	
яков	jacob	яков	jacob	PROPN;INDF;MASC;SG	
яков	yakup	яков	yakup	PROPN;INDF;MASC;SG	
яков	yakov	яков	yakov	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
рафаел	raphael	рафаел	raphael	PROPN;INDF;MASC;SG	N;NOM;SG;3
рафаел	rafael	рафаел	rafael	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
рафаел	rafael	рафаел	rafael	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
страда	istırap	страдам	istır	V;IPFV;IND;SG;3;PRS;FIN;ACT	
страда	izdırap	страдам	izdır	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;POS;PRS;V.CVB;CAUS
преслав	preslav	преслав	preslav	PROPN;INDF;MASC;SG	
японска	japonlar	японски	japon	ADJ;INDF;FEM;SG	N;NOM;PL;3
японска	japon	японски	japon	ADJ;INDF;FEM;SG	
японска	japonca	японски	japonca	ADJ;INDF;FEM;SG	PROPN;NOM;SG;3
сутрин	sabahlar	сутрин	sabah	N;INDF;FEM;SG	N;NOM;PL;3
сутрин	sabahları	сутрин	sabah	N;INDF;FEM;SG	N;NOM;PL;3
сутрин	sabahlar	сутрин	sabah	N;INDF;FEM;SG	N;NOM;PL;3
сутрин	günaydın	сутрин	günay	N;INDF;FEM;SG	
англо	anglo	англо	anglo	N;INDF;MASC;SG	
кралска	kraliyet	кралски	kraliyet	ADJ;INDF;FEM;SG	
кралска	royal	кралски	royal	ADJ;INDF;FEM;SG	
далмация	dalmaçya	далмация	dalmaç	N;INDF;FEM;SG	PROPN;NOM;SG;3
пола	cinsiyet	пола	cinsiyet	N;INDF;FEM;SG	
пола	etek	пола	etek	N;INDF;FEM;SG	
пола	paula	пола	paula	N;INDF;FEM;SG	
гей	gey	гей	gey	N;INDF;MASC;SG	
гей	gay	гей	gay	N;INDF;MASC;SG	
гей	eşcinsel	гей	eşcinsel	N;INDF;MASC;SG	
картър	carter	картър	carter	PROPN;INDF;MASC;SG	
подходящо	uygun	подходящ	uygun	ADV	ADJ
подходящо	uygundur	подходящ	uygun	ADV	
подходящо	uygun	подходящ	uygun	ADV	ADJ
лин	lynn	лин	li	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
лин	lin	лин	lin	PROPN;INDF;FEM;SG	
лин	lyn	лин	li	PROPN;INDF;FEM;SG	
лин	lynne	лин	lynne	PROPN;INDF;FEM;SG	
влак	tren	влак	tren	N;INDF;MASC;SG	
цюрих	zürih	цюрих	zürih	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
цюрих	zürih	цюрих	zürih	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
техен	onların	наш	o	DET;INDF;MASC;SG;3	PRO;GEN;PL;3
живели	yaşamış	живея	yaşa	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
живели	yaşadı	живея	yaşa	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
живели	yaşardı	живея	yaşa	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;IPFV;IND;SG;3;POS
поява	görünüş	поява	görünüş	N;INDF;FEM;SG	
излизане	çık	излизане	çık	N;INDF;NEUT;SG	
излизане	çıkış	излизане	çıkış	N;INDF;NEUT;SG	
излизане	çıkarken	излизане	çık	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;V.CVB
исак	isaac	исак	isaac	N;INDF;MASC;SG	
исак	ishak	исак	ishak	N;INDF;MASC;SG	
исак	isak	исак	isak	N;INDF;MASC;SG	
арт	sanat	арт	sanat	N;INDF;NEUT;SG	
арт	art	арт	art	N;INDF;NEUT;SG	
тобаго	tobago	тобаго	tobago	N;INDF;MASC;SG	PROPN;NOM;SG;3
баварски	bavyera	баварски	bavyera	ADJ;INDF;MASC;SG	PROPN;NOM;SG;3
външно	harici	външен	harici	ADV	
външно	harici	външен	harici	ADV	
километър	mile	километър	mile	N;INDF;MASC;SG	
километър	mil	километър	mil	N;INDF;MASC;SG	
километър	kilometre	километър	kilometre	N;INDF;MASC;SG	
сахара	sahra	сахар	sahra	N;INDF;FEM;SG	
последователи	takipçi	последовател	takipçi	N;INDF;MASC;PL	N;NOM;SG;3
стомана	çelik	стомана	çelik	N;INDF;FEM;SG	
покритие	koru	покритие	koru	N;INDF;NEUT;SG	
покритие	kapak	покритие	kapak	N;INDF;NEUT;SG	
покритие	kaplama	покритие	kapla	N;INDF;NEUT;SG	
медалист	madalyalı	медалист	madalyalı	N;INDF;MASC;SG	
трупа	leşi	трупа	leş	N;INDF;FEM;SG	
поддържане	sürdürmek	поддържане	sür	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
поддържане	bakım	поддържане	bakım	N;INDF;NEUT;SG	
предимство	avantajı	предимство	avantajı	N;INDF;NEUT;SG	
предимство	avantajlı	предимство	avantajlı	N;INDF;NEUT;SG	ADJ
предимство	avantaj	предимство	avantaj	N;INDF;NEUT;SG	
ямайка	jamaika	ямайка	jamaika	N;INDF;FEM;SG	PROPN;NOM;SG;3
кожи	deri	кожа	deri	N;INDF;FEM;PL	
кожи	kürk	кожа	kürk	N;INDF;FEM;PL	
кожи	kürk	кожа	kürk	N;INDF;FEM;PL	
кожи	derileri	кожа	deri	N;INDF;FEM;PL	ADJ;ACC;PL;3
неизвестни	bilinmiyor	неизвестен	bil	ADJ;INDF;PL	V;PROG;IND;SG;3;NEG;INFM;PRS;PASS
неизвестни	bilinmeyen	неизвестен	bil	ADJ;INDF;PL	V;PFV;IND;NEG;PRS;V.PTCP;PASS
дъжд	yağmur	дъжд	yağmur	N;INDF;MASC;SG	
дъжд	rain	дъжд	rain	N;INDF;MASC;SG	
дъжд	yagmur	дъжд	yagmur	N;INDF;MASC;SG	
учителка	öğretmen	учителка	öğretmen	N;INDF;FEM;SG	
учителка	hoca	учителка	hoca	N;INDF;FEM;SG	
обстановка	çevre	обстановка	çevre	N;INDF;FEM;SG	
мислене	düşünerek	мислене	düşün	N;INDF;NEUT;SG	V;PFV;IND;POS;PRS;V.CVB
мислене	düşünmek	мислене	düşün	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
мислене	düşünme	мислене	düşün	N;INDF;NEUT;SG	
мислене	düşünüyorum	мислене	düşün	N;INDF;NEUT;SG	V;PROG;IND;SG;1;POS;INFM;PRS
мислене	düşünce	мислене	düşünce	N;INDF;NEUT;SG	
любимец	pet	любимец	pet	N;INDF;MASC;SG	
любимец	hayvan	любимец	hayvan	N;INDF;MASC;SG	
въведена	tanıttı	въведа	tanı	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;CAUS
въведена	tanıştırdı	въведа	tanış	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;CAUS
андонов	andonov	андонов	andonov	PROPN;INDF;MASC;SG	
клиенти	müşteri	клиент	müşteri	N;INDF;MASC;PL	N;NOM;SG;3
клиенти	müşteri	клиент	müşteri	N;INDF;MASC;PL	N;NOM;SG;3
изречение	hüküm	изречение	hüküm	N;INDF;NEUT;SG	
изречение	cümle	изречение	cümle	N;INDF;NEUT;SG	
бруней	brunei	бруней	brunei	N;INDF;MASC;SG	PROPN;NOM;SG;3
мат	matt	мат	matt	N;INDF;MASC;SG	
мат	mat	мат	mat	N;INDF;MASC;SG	
осми	sekizinci	осми	sekizinci	ADJ;INDF;MASC;SG	
осми	eighth	осми	eighth	ADJ;INDF;MASC;SG	
сложен	karışık	сложен	karışık	ADJ;INDF;MASC;SG	
калоян	kaloyan	калоян	kaloy	N;INDF;MASC;SG	
антверпен	antwerp	антверпен	antwerp	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
церемонията	tören	церемония	tör	N;DEF;FEM;SG	
чиста	saf	чист	saf	ADJ;INDF;FEM;SG	
чиста	tertemiz	чист	tertemiz	ADJ;INDF;FEM;SG	N;NOM;SG;3
чиста	temizle	чист	temiz	ADJ;INDF;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
чиста	temiz	чист	temiz	ADJ;INDF;FEM;SG	
семена	tohum	семе	tohum	N;INDF;NEUT;PL	N;NOM;SG;3
семена	tohum	семе	tohum	N;INDF;NEUT;PL	N;NOM;SG;3
марсилия	marsilya	марсилия	marsilya	PROPN;INDF;FEM;SG	N;NOM;SG;3
марсилия	marsilya	марсилия	marsilya	PROPN;INDF;FEM;SG	N;NOM;SG;3
потър	potter	потър	potter	N;INDF;MASC;SG	
платон	plato	платон	plato	N;INDF;MASC;SG	
кувейт	kuveyt	кувейт	kuveyt	N;INDF;MASC;SG	
олимпиадата	olimpiyatlar	олимпиада	ol	N;DEF;FEM;SG	N;NOM;PL;3
олимпиадата	olimpiyatları	олимпиада	ol	N;DEF;FEM;SG	N;ACC;PL;3
манфред	manfred	манфред	manfred	N;INDF;MASC;SG	
аромат	koku	аромат	koku	N;INDF;MASC;SG	
аромат	koku	аромат	koku	N;INDF;MASC;SG	
аромат	aroma	аромат	aro	N;INDF;MASC;SG	
построяване	inşa	построяване	inşa	N;INDF;NEUT;SG	
лиеж	liege	лиеж	liege	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
модерни	modern	модерен	modern	ADJ;INDF;PL	
модерни	çağdaş	модерен	çağdaş	ADJ;INDF;PL	
съоръжение	tesis	съоръжение	tesis	N;INDF;NEUT;SG	
необходимост	ihtiyaç	необходимост	ihtiyaç	N;INDF;FEM;SG	
необходимост	lazım	необходимост	lazım	N;INDF;FEM;SG	
необходимост	gerek	необходимост	gerek	N;INDF;FEM;SG	
необходимост	ihtiyaç	необходимост	ihtiyaç	N;INDF;FEM;SG	
квебек	quebec	квебек	quebec	N;INDF;MASC;SG	PROPN;NOM;SG;3
космонавт	kozmonot	космонавт	kozmonot	N;INDF;MASC;SG	
космонавт	astronot	космонавт	astronot	N;INDF;MASC;SG	
космонавт	uzaylı	космонавт	uzaylı	N;INDF;MASC;SG	
формация	düzen	формация	düz	N;INDF;FEM;SG	
формация	oluşum	формация	oluş	N;INDF;FEM;SG	
източни	doğulu	източен	doğul	ADJ;INDF;PL	
източни	doğu	източен	doğu	ADJ;INDF;PL	
скандал	skandal	скандал	skandal	N;INDF;MASC;SG	
интересен	ilginç	интересен	ilginç	ADJ;INDF;MASC;SG	
интересен	enteresan	интересен	enteresan	ADJ;INDF;MASC;SG	
жилища	konut	жилище	konut	N;INDF;NEUT;PL	N;NOM;SG;3
жилища	barınma	жилище	barın	N;INDF;NEUT;PL	
сигнали	sinyal	сигнал	sinyal	N;INDF;MASC;PL	
сигнали	uyarı	сигнал	uyar	N;INDF;MASC;PL	
поколения	nesillerdir	поколение	nesil	N;INDF;NEUT;PL	V;IPFV;POT;PL;3;POS
мустафа	mustafa	мустаф	mustafa	N;INDF;MASC;SG	PROPN;NOM;SG;3
арда	arda	ард	arda	N;INDF;FEM;SG	
микронезия	mikronezya	микронезия	mikronezya	N;INDF;FEM;SG	PROPN;NOM;SG;3
засяга	etkiler	засягам-(се)	etkile	V;IPFV;IND;SG;3;PRS;FIN;ACT	
височини	yüksekten	височин	yüksek	N;INDF;FEM;PL	ADV
височини	yükseklik	височин	yükseklik	N;INDF;FEM;PL	N;NOM;SG;3
височини	heights	височин	heights	N;INDF;FEM;PL	PROPN;NOM;SG;3
творчески	yaratıcı	творчески	yaratıcı	ADJ;INDF;MASC;SG	
творчески	kreatif	творчески	kreatif	ADJ;INDF;MASC;SG	
творчески	yaratıcılık	творчески	yaratıcılık	ADJ;INDF;MASC;SG	N;NOM;SG;3
видима	görünür	видим	görün	ADJ;INDF;FEM;SG	
видима	görülebilir	видим	gör	ADJ;INDF;FEM;SG	V;IPFV;POT;SG;3;POS;PASS
национал	nacional	национал	nacional	N;INDF;MASC;SG	PROPN;NOM;SG;3
типичен	tipik	типичен	tipik	ADJ;INDF;MASC;SG	
вили	willy	виля-(се)	willy	N;INDF;FEM;PL	PROPN;NOM;SG;3
вили	willi	виля-(се)	willi	N;INDF;FEM;PL	
канзас	kansas	канзас	kansas	N;INDF;MASC;SG	PROPN;NOM;SG;3
бойци	savaşçı	боец	savaşçı	N;INDF;MASC;PL	
касий	cassius	касий	cassius	PROPN;INDF;MASC;SG	
купър	cooper	купър	cooper	PROPN;INDF;MASC;SG	
рузвелт	roosevelt	рузвелт	roosevelt	N;INDF;MASC;SG	
нелсън	nelson	нелсън	nelson	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
стрела	ok	стрел	ok	N;INDF;FEM;SG	
стрела	arrow	стрел	arrow	N;INDF;FEM;SG	
изложени	ifşa	изложа-(се)	ifşa	V;PFV;INDF;PL;V.PTCP;PASS	
изложени	açıkta	изложа-(се)	açık	V;PFV;INDF;PL;V.PTCP;PASS	N;ESS;SG;3
абу	ebu	абу	ebu	PROPN;INDF;MASC;SG	
абу	abu	абу	abu	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
протест	protesto	протест	protesto	N;INDF;MASC;SG	
кейп	pelerin	кейп	pe	N;INDF;MASC;SG	N;GEN;PL;3
кейп	cape	кейп	cape	N;INDF;MASC;SG	PROPN;NOM;SG;3
кейп	pelerini	кейп	pe	N;INDF;MASC;SG	N;ACC;PL;3
чърчил	churchill	чърчя	churchill	N;INDF;MASC;SG	PROPN;NOM;SG;3
тибет	tibet	тибет	tibet	N;INDF;MASC;SG	
заговор	komplo	заговор	komplo	N;INDF;MASC;SG	
заговор	komplo	заговор	komplo	N;INDF;MASC;SG	
стъкло	camlar	стъкло	cam	N;INDF;NEUT;SG	N;NOM;PL;3
стъкло	cam	стъкло	cam	N;INDF;NEUT;SG	
олденбург	oldenburg	олденбург	oldenburg	N;INDF;MASC;SG	PROPN;NOM;SG;3
рома	romanlar	рома	roman	N;DEF;MASC;SG	N;NOM;PL;3
рома	roma	рома	roma	N;DEF;MASC;SG	PROPN;NOM;SG;3
религиозен	dindar	религиозен	dindar	ADJ;INDF;MASC;SG	
религиозен	dinsel	религиозен	dinsel	ADJ;INDF;MASC;SG	
религиозен	dini	религиозен	din	ADJ;INDF;MASC;SG	
отговори	cevap	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG;3
отговори	yanıt	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	
отговори	cevapla	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG;3
отговори	cevap	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG;3
отговори	yanıt	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	
отговори	cevapla	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG;3
отговори	tepkiler	отговоря	tepki	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	yanıtları	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	N;ACC;PL;3
отговори	yanıt	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	
отговори	yanıtlar	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	cevaplar	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	cevap	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;SG;3
отговори	cevaplar	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	yanıtlar	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	yanıtları	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	N;ACC;PL;3
отговори	cevaplar	отговоря	cevap	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	yanıtlar	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;PL;3
отговори	yanıt	отговоря	yanıt	V;PFV;IND;SG;3;PST;FIN;ACT	
ибн	ibn	ибн	ibn	PROPN;INDF;MASC;SG	
юридически	yasal	юридически	yasal	ADJ;INDF;MASC;SG	
юридически	kanuni	юридически	kanun	ADJ;INDF;MASC;SG	
юридически	hukuki	юридически	hukuki	ADJ;INDF;MASC;SG	
завладяването	fetih	завладяване	fetih	N;DEF;NEUT;SG	
достигнат	ulaştı	достигна	ulaş	V;PFV;IND;PL;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PST
достигнат	erişim	достигна	erişim	V;PFV;IND;PL;3;PRS;FIN;ACT	N;NOM;SG;3
грант	hibe	грант	hibe	PROPN;INDF;MASC;SG	
грант	grant	грант	grant	PROPN;INDF;MASC;SG	
прилагане	uygulama	прилагане	uygulama	N;INDF;NEUT;SG	
прилагане	uygulanması	прилагане	uygula	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
прилагане	uygulama	прилагане	uygulama	N;INDF;NEUT;SG	
прилагане	başvuru	прилагане	başvuru	N;INDF;NEUT;SG	
прилагане	geçerli	прилагане	geçerli	N;INDF;NEUT;SG	
прилагане	uygula	прилагане	uygula	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;POS;PRS
прилагане	uygulayın	прилагане	uygula	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
химически	kimyasal	химически	kimyasal	ADJ;INDF;MASC;SG	
химически	kimya	химически	kimya	ADJ;INDF;MASC;SG	
хвърля	atar	хвърлям-(се)	at	V;IPFV;IND;SG;3;PRS;FIN;ACT	
хвърля	atıyor	хвърлям-(се)	at	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
танц	dance	танц	dance	N;INDF;MASC;SG	
чества	kutluyor	чества	kutla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
контекст	geçmişi	контекст	geçmiş	N;INDF;MASC;SG	
контекст	arkaplan	контекст	arkapla	N;INDF;MASC;SG	
контекст	içerik	контекст	içerik	N;INDF;MASC;SG	
контекст	bağlama	контекст	bağlama	N;INDF;MASC;SG	
контекст	bağlam	контекст	bağlam	N;INDF;MASC;SG	
преследване	zulüm	преследване	zulüm	N;INDF;NEUT;SG	
преследване	takibe	преследване	takibe	N;INDF;NEUT;SG	
преследване	kovalamaca	преследване	kovalamaca	N;INDF;NEUT;SG	
преследване	takip	преследване	takip	N;INDF;NEUT;SG	
преследване	chase	преследване	chase	N;INDF;NEUT;SG	PROPN;NOM;SG;3
добитък	sığır	добитък	sığır	N;INDF;MASC;SG	
добитък	sığırlar	добитък	sığır	N;INDF;MASC;SG	N;NOM;PL;3
анти	karşıtı	анти	karşıt	ADV	
анти	anti	анти	anti	ADV	
хип	hip	хип	hip	N;INDF;MASC;SG	
хип	kalça	хип	kalça	N;INDF;MASC;SG	
богданов	bogdanov	богданов	bogdanov	PROPN;INDF;MASC;SG	N;AT+ABL;SG;3
интеграция	bütünleşme	интеграция	bütünleş	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
робер	robert	робер	robert	PROPN;INDF;MASC;SG	
роб	soy	роб	soy	N;INDF;MASC;SG	
роб	rob	роб	rob	N;INDF;MASC;SG	
роб	köle	роб	köle	N;INDF;MASC;SG	
нюрнберг	nuremberg	нюрнберг	nuremberg	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
кани	davet	кана	davet	V;IPFV;IMP;SG;2;FIN	
фабий	fabius	фабий	fabius	N;INDF;MASC;SG	
порода	cins	пород	cins	N;INDF;FEM;SG	
есен	sonbahar	есен	sonbahar	N;INDF;FEM;SG	
есен	essen	есен	essen	N;INDF;FEM;SG	PROPN;NOM;SG;3
есен	düşme	есен	düş	N;INDF;FEM;SG	
есен	düşüş	есен	düşüş	N;INDF;FEM;SG	
есен	güz	есен	güz	N;INDF;FEM;SG	
есен	sonbahar	есен	sonbahar	N;INDF;FEM;SG	
есен	düşmek	есен	düş	N;INDF;FEM;SG	
добавяне	ilave	добавяне	ilave	N;INDF;NEUT;SG	
добавяне	ek	добавяне	ek	N;INDF;NEUT;SG	
добавяне	ekleyin	добавяне	ekle	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;POS;PRS
добавяне	ekle	добавяне	ekil	N;INDF;NEUT;SG	
добавяне	ekleme	добавяне	ekle	N;INDF;NEUT;SG	
внимателно	dikkatle	внимателно	dikkat	ADV	N;INS;SG;3
внимателно	dikkatlice	внимателно	dikkatlice	ADV	N;NOM;SG;3
внимателно	dikkatli	внимателно	dikkatli	ADV	ADJ
внимателно	dikkat	внимателно	dikkat	ADV	N;NOM;SG;3
аполон	apollo	аполон	apollo	N;INDF;MASC;SG	
куманово	kumanovo	куманово	kumanovo	ADV	
дървото	ağaç	дърво	ağaç	N;DEF;NEUT;SG	
поканен	davetli	поканя	davetli	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ
оригинални	orijinal	оригинален	orijinal	ADJ;INDF;PL	
оригинални	özgün	оригинален	özgün	ADJ;INDF;PL	
оригинални	orjinal	оригинален	orjinal	ADJ;INDF;PL	
оригинални	aslı	оригинален	aslı	ADJ;INDF;PL	
фокс	tilki	фокс	tilki	PROPN;INDF;MASC;SG	
фокс	fox	фокс	fox	PROPN;INDF;MASC;SG	
прекъсване	break	прекъсване	break	N;INDF;NEUT;SG	
прекъсване	kır	прекъсване	kır	N;INDF;NEUT;SG	
прекъсване	kırma	прекъсване	kırma	N;INDF;NEUT;SG	
прекъсване	kesinti	прекъсване	kesint	N;INDF;NEUT;SG	
идеология	ideoloji	идеология	ideoloji	N;INDF;FEM;SG	
готови	hazır	готов	hazır	ADJ;INDF;PL	
готови	hazırız	готов	hazırız	ADJ;INDF;PL	V;PFV;IMP;PL;2;POS;PRS
готови	hazırım	готов	hazırım	ADJ;INDF;PL	V;PFV;IND;SG;1;PRS
готови	hazir	готов	hazir	ADJ;INDF;PL	
словенски	sloven	словенски	sloven	ADJ;INDF;MASC;SG	PROPN;NOM;SG;3
словенски	sloven	словенски	sloven	ADJ;INDF;MASC;SG	PROPN;NOM;SG;3
емиграция	göç	емиграция	göç	N;INDF;FEM;SG	
уолтър	walter	уолтър	walter	N;INDF;MASC;SG	PROPN;NOM;SG;3
радост	sevinç	радост	sevinç	N;INDF;FEM;SG	
радост	joy	радост	joy	N;INDF;FEM;SG	
радост	keyif	радост	keyif	N;INDF;FEM;SG	
радост	neşe	радост	neş	N;INDF;FEM;SG	
монета	sikke	монета	sikke	N;INDF;FEM;SG	
монета	para	монета	para	N;INDF;FEM;SG	
бреша	brescia	бреша	brescia	PROPN;INDF;FEM;SG	PROPN;NOM;SG;3
алберто	alberto	алберто	alberto	N;INDF;MASC;SG	PROPN;NOM;SG;3
кели	kelly	келя	kelly	PROPN;INDF;FEM;SG	
начално	ilkokul	начално	ilkokul	ADV	
начално	ilköğretim	начално	ilköğretim	ADV	N;NOM;SG;3
предприемач	müteahhit	предприемач	müteahhit	N;INDF;MASC;SG	
предприемач	geliştirici	предприемач	geliştirici	N;INDF;MASC;SG	
постановки	productions	постановка	productions	N;INDF;FEM;PL	N;NOM;SG;3
постановки	prodüksiyon	постановка	prodüksiyon	N;INDF;FEM;PL	
необходима	gerekli	необходим	gerekli	ADJ;INDF;FEM;SG	
необходима	gerekliydi	необходим	gerekli	ADJ;INDF;FEM;SG	V;PFV;IND;SG;3;POS;PST
необходима	gereklidir	необходим	gerekli	ADJ;INDF;FEM;SG	
извърши	gerçekleştirildi	извърша	gerçekleş	V;PFV;IMP;SG;2;PST;FIN	V;PFV;IND;SG;3;POS;PST;PASS
извърши	gerçekleştirdi	извърша	gerçekleş	V;PFV;IMP;SG;2;PST;FIN	V;PFV;IND;SG;3;POS;PST;CAUS
джулия	giulia	джулие	giul	N;INDF;FEM;SG	PROPN;NOM;SG;3
джулия	julia	джулие	julia	N;INDF;FEM;SG	
разпределени	ayrılan	разпределя	ayrıl	V;PFV;INDF;PL;V.PTCP;PASS	
разпределени	tahsis	разпределя	tahsis	V;PFV;INDF;PL;V.PTCP;PASS	
класация	sıralama	класация	sıralama	N;INDF;FEM;SG	
класация	rütbeli	класация	rütbeli	N;INDF;FEM;SG	
класация	sıralama	класация	sıralama	N;INDF;FEM;SG	
нашествие	işgal	нашествие	işgal	N;INDF;NEUT;SG	
нашествие	istila	нашествие	istila	N;INDF;NEUT;SG	
типично	tipik	типичен	tipik	ADV	
парче	parça	парче	parça	N;INDF;NEUT;SG	
парче	dilim	парче	dilim	N;INDF;NEUT;SG	
мъри	moray	мъря-(се)	moray	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
