月	moon	月	moko	N	
西門	simo	西門	simo	PROPN	PROPN;NOM;SG
泵	pumppaa	泵	pumppa	N	V;IND;SG;3;PRS;FIN;ACT
長江	jangtse	長江	jankta	PROPN	N;NOM;SG
討厭	vihaa	討厭	vihata	V	N;PRT;SG
討厭	viha	討厭	viha	V	N;NOM;SG
討厭	vihan	討厭	vihka	V	N;GEN;SG
剩餘	jäljellä	剩餘	jäljellä	N	ADV
剩餘	ylijäämä	剩餘	ylijä	N	V;NOM;SG;V.PTCP;ACT
夜晚	night	夜晚	nightä	N	
轉型	siirtyminen	轉型	siirtyminen	V	N;NOM;SG
轉型	siirtymä	轉型	siirtymä	V	N;NOM;SG
轉型	muuntaminen	轉型	muuntaminen	V	N;NOM;SG
轉型	muunnos	轉型	muunnos	V	N;NOM;SG
負擔	taakka	負擔	taakka	V	N;NOM;SG
負擔	rasite	負擔	rasite	V	N;NOM;SG
負擔	taakan	負擔	taakka	V	N;GEN;SG
負擔	taakka	負擔	taakka	V	N;NOM;SG
信託	luottaa	信託	luottaa	N	V;IND;SG;PRS;FIN;ACT
信託	luota	信託	luottaa	N	V;IMP;SG;2;FIN;ACT
關	korrelaatiota	關	korrelaatio	PROPN	N;PRT;SG
歧視	syrjintä	歧視	syrjintä	V	N;NOM;SG
歧視	syrjintää	歧視	syrjintä	V	N;PRT;SG
歧視	syrjinnän	歧視	syrjintä	V	N;GEN;SG
歧視	syrjintää	歧視	syrjintä	V	N;PRT;SG
跳舞	tanssia	跳舞	tanssia	N	V;SG;NFIN;ACT
跳舞	tanssii	跳舞	tanssia	N	V;IND;SG;2;PRS;FIN;ACT
跳舞	tanssia	跳舞	tanssia	N	V;SG;NFIN;ACT
粘	tahmea	粘	tahmea	N	ADJ;NOM;SG
控制	ohjain	控制	ohjain	V	N;NOM;SG
限量	limited	限量	limited	N	
限量	rajattu	限量	rajata	N	V;NOM;SG;V.PTCP;PASS
限量	rajoitettu	限量	rajoittaa	N	V;NOM;SG;V.PTCP;PASS
限量	rajallinen	限量	rajallinen	N	ADJ;NOM;SG
犧牲	uhraa	犧牲	uhra	N	V;IND;SG;3;PRS;FIN;ACT
犧牲	uhrata	犧牲	uhrata	N	V;SG;NFIN;ACT
塑料	muovinen	塑料	muovinen	N	ADJ;NOM;SG
哭	itku	哭	itku	V	N;NOM;SG
哭	huuto	哭	huuto	V	N;NOM;SG
哭	itku	哭	itku	V	N;NOM;SG
參議	senaattori	參議	senaattori	V	N;NOM;SG
一	tammikuu	一	tammikuu	NUM	N;NOM;SG
一	tammikuussa	一	tammikuu	NUM	N;IN+ESS;SG
一	tammikuun	一	tammikuu	NUM	N;GEN;SG
一	tammikuuta	一	tammikuu	NUM	N;PRT;SG
科威特	kuwait	科威特	kuwa	PROPN	PROPN;NOM;SG
衰落	lasku	衰落	lasku	V	N;NOM;SG
衰落	laskussa	衰落	lasku	V	N;IN+ESS;SG
興起	syntyminen	興起	syntyminen	V	N;NOM;SG
興起	syntymistä	興起	syntyminen	V	N;PRT;SG
爭論	ristiriitoja	爭論	risti#riita	V	N;PRT;PL
爭論	kiistaa	爭論	kiista	V	N;PRT;SG
爭論	kiista	爭論	kiista	V	N;NOM;SG
爭論	argumentti	爭論	argumentti	V	N;NOM;SG
爭論	perustelu	爭論	perustelu	V	N;NOM;SG
爭論	perustelut	爭論	perustelu	V	N;NOM;PL
爭論	väitteet	爭論	väite	V	N;NOM;PL
輔導	neuvontaa	輔導	neuvonta	V	N;PRT;SG
輔導	neuvonta	輔導	neuvonta	V	N;NOM;SG
輔導	valmennus	輔導	valmennus	V	N;NOM;SG
輔導	neuvontaa	輔導	neuvonta	V	N;PRT;SG
輔導	neuvonta	輔導	neuvonta	V	N;NOM;SG
轉變	muuntaminen	轉變	muuntaminen	V	N;NOM;SG
轉變	muunnos	轉變	muunnos	V	N;NOM;SG
轉變	muunnos	轉變	muunnos	V	N;NOM;SG
喝	juoma	喝	juoma	V	N;NOM;SG
夢幻	unta	夢幻	uni	ADJ	N;PRT;SG
夢幻	uni	夢幻	uni	ADJ	N;NOM;SG
夢幻	haaveilla	夢幻	haaveilla	ADJ	V;SG;NFIN;ACT
夢幻	dream	夢幻	dream	ADJ	
夢幻	unelma	夢幻	unelma	ADJ	N;NOM;SG
囚禁	vankeutta	囚禁	vankeus	V	N;PRT;SG
囚禁	vankeus	囚禁	vankeus	V	N;NOM;SG
囚禁	vankeuteen	囚禁	vankeus	V	N;IN+ALL;SG
囚禁	vankeus	囚禁	vankeus	V	N;NOM;SG
染	värjätä	染	värjätä	N	V;SG;NFIN;ACT
實用	käytännöllistä	實用	käytännöllinen	N	ADJ;PRT;SG
實用	käytännöllinen	實用	käytännöllinen	N	ADJ;NOM;SG
實用	hyödyllinen	實用	hyödyllinen	N	ADJ;NOM;SG
實用	hyödyllisiä	實用	hyödyllinen	N	ADJ;PRT;PL
實用	hyödyllistä	實用	hyödyllinen	N	ADJ;PRT;SG
落後	taaksepäin	落後	taaksepäin	V	ADV
落後	takaperin	落後	taka#perin	V	ADV
剛果	kongon	剛果	konko	PROPN	N;GEN;SG
喪失	tappiot	喪失	tappio	V	N;NOM;PL
喪失	tappio	喪失	tappio	V	N;NOM;SG
喪失	menetys	喪失	menetys	V	N;NOM;SG
喪失	menetykset	喪失	menetys	V	N;NOM;PL
注射	injektio	注射	injektio	V	N;NOM;SG
地底	maanalainen	地底	maanalainen	N	ADJ;NOM;SG
曙光	houkutus	曙光	houkutus	PROPN	N;NOM;SG
曙光	hämärän	曙光	hämärä	PROPN	ADJ;GEN;SG
曙光	twilight	曙光	twilight	PROPN	
曙光	hämärä	曙光	hämärä	PROPN	ADJ;NOM;SG
研究	tutkijan	研究	tutkija	V	N;GEN;SG
研究	tutkija	研究	tutkija	V	N;NOM;SG
遺跡	pilaa	遺跡	pilata	N	V;IND;SG;2;PRS;FIN;ACT
鸚鵡	papukaijat	鸚鵡	papu#kaija	PROPN	N;NOM;PL
鸚鵡	papukaija	鸚鵡	papu#kaija	PROPN	N;NOM;SG
鸚鵡	papukaija	鸚鵡	papu#kaija	PROPN	N;NOM;SG
約會	tapailla	約會	tapailla	N	V;SG;NFIN;ACT
緊張	hermostunut	緊張	hermostua	N	V;NOM;SG;V.PTCP;ACT
緊張	jännittää	緊張	jännittää	N	V;IND;SG;3;PRS;FIN;ACT
澄清	selvennetään	澄清	selventää	PROPN	V;IND;PRS;FIN;PASS
澄清	selvennystä	澄清	selventys	PROPN	N;PRT;SG
壞	huono	壞	huono	N	ADJ;NOM;SG
壞	pahaa	壞	paha	N	ADJ;PRT;SG
壞	bad	壞	bad	N	
壞	paha	壞	paha	N	ADJ;NOM;SG
滿意	tyytyväinen	滿意	tyytyväinen	N	ADJ;NOM;SG
滿意	tyytyväisiä	滿意	tyytyväinen	N	ADJ;PRT;PL
合計	yhdistäminen	合計	yhdistäminen	V	N;NOM;SG
便	halvalla	便	halpa	ADV	ADJ;AT+ESS
;SG
便	halvat	便	halpa	ADV	ADJ;NOM;PL
便	halpa	便	halpa	ADV	ADJ;NOM;SG
便	halpaa	便	halpaa	ADV	ADJ;PRT;SG
便	halvempaa	便	halpa	ADV	ADJ;PRT;CMPR;SG
便	halvempi	便	halva	ADV	ADJ;NOM;CMPR;SG
便	halvempia	便	halvempi	ADV	ADJ;PRT;CMPR;PL
第五	viidenneksi	第五	viides	NUM	ADJ;TRANS;SG
第五	viides	第五	viides	NUM	ADJ;NOM;SG
緩慢	hitaasti	緩慢	hitaasti	ADJ	ADV
死神	death	死神	death	N	
緊	tiukat	緊	tiukka		ADJ;NOM;PL
緊	tiukkaa	緊	tiukka		ADJ;PRT;SG
緊	tiukka	緊	tiukka		ADJ;NOM;SG
緊	tiukasti	緊	tiukasti		ADV
廣義	laajempaa	廣義	laaja	N	ADJ;PRT;CMPR;SG
廣義	laajempi	廣義	laaja	N	ADJ;NOM;CMPR;SG
廣義	laajempia	廣義	laaja	N	ADJ;PRT;CMPR;PL
廣義	laajemmat	廣義	laaja	N	ADJ;NOM;CMPR;PL
廣義	laajemmin	廣義	laajasti	N	ADV;CMPR
廣義	laaja	廣義	laaja	N	ADJ;NOM;SG
廣義	laajempaa	廣義	laaja	N	ADJ;PRT;CMPR;SG
廣義	laajempi	廣義	laaja	N	ADJ;NOM;CMPR;SG
廣義	laajemmat	廣義	laaja	N	ADJ;NOM;CMPR;PL
讚	piti	讚	pitää		V;IND;SG;3;PST;FIN;ACT
讚	tykännyt	讚	tykätä		V;NOM;SG;V.PTCP;ACT
讚	pidetty	讚	pitää		V;NOM;SG;V.PTCP;PASS
讚	tykkää	讚	tykätä		V;IMP;SG;2;FIN;ACT
讚	kuten	讚	kuten		CONJ
讚	kuin	讚	kuin		CONJ
讚	tykkää	讚	tykätä		V;IMP;SG;2;FIN;ACT
讚	pitää	讚	pitää		V;IND;SG;0;PRS;FIN;ACT
檢驗	testaa	檢驗	testata	N	V;IMP;SG;2;PRS;FIN;ACT
火災	tuli	火災	tulla	N	V;IND;SG;0;PST;FIN;ACT
巴巴	baba	巴巴	baba	PROPN	N;NOM;SG
復出	comeback	復出	comeback	V	N;NOM;SG
客人	vierasta	客人	vieras	N	ADJ;PRT;SG
精確	tarkka	精確	tarkka	N	ADJ;NOM;SG
精確	täsmällinen	精確	täsmällinen	N	ADJ;NOM;SG
精確	tarkat	精確	tarkka	N	ADJ;NOM;PL
精確	tarkkaa	精確	tarkka	N	ADJ;PRT;SG
精確	tarkka	精確	tarkka	N	ADJ;NOM;SG
精確	tarkka	精確	tarkka	N	ADJ;NOM;SG
精確	tarkat	精確	tarkka	N	ADJ;NOM;PL
護理	välitä	護理	välittää	N	V;IMP;SG;2;FIN;ACT
諷刺	ironista	諷刺	iron	V	ADJ;PRT;SG
諷刺	sarkasmia	諷刺	sarkasmi	V	N;PRT;SG
諷刺	ironiaa	諷刺	ironia	V	N;PRT;SG
諷刺	ironista	諷刺	iron	V	ADJ;PRT;SG
冰島	islantiin	冰島	islanti	PROPN	N;IN+ALL;SG
冰島	islannissa	冰島	islanti	PROPN	N;IN+ESS;SG
冰島	islanti	冰島	islanti	PROPN	N;NOM;SG
冰島	islannin	冰島	islanti	PROPN	N;GEN;SG
排放	päästöt	排放	päästö	V	N;NOM;PL
排放	päästöjen	排放	päästö	V	N;GEN;PL
排放	päästöt	排放	päästö	V	N;NOM;PL
排放	päästöjen	排放	päästö	V	N;GEN;PL
排放	päästöjä	排放	päästö	V	N;PRT;PL
交響	sinfonia	交響	sinfonia	V	N;NOM;SG
彎	taivuttaa	彎	taivuttaa	N	V;IND;SG;PRS;FIN;ACT
彎	bent	彎	bent	N	PROPN;NOM;SG
製片	tuottajia	製片	tuottaja	V	N;PRT;PL
製片	valmistajat	製片	valmistaja	V	N;NOM;PL
製片	tuottajat	製片	tuottaja	V	N;NOM;PL
製片	tuottaja	製片	tuottaja	V	N;NOM;SG
棕色	ruskea	棕色	ruskea	N	ADJ;NOM;SG
棕色	ruskeat	棕色	ruskea	N	ADJ;NOM;PL
棕色	brown	棕色	brown	N	PROPN;NOM;SG
臧	zang	臧	zang	PROPN	N;NOM;SG
稍	hieman	稍	hieman	ADJ	ADV
稍	hiukan	稍	hiukan	ADJ	ADV
依賴	riippuvaisia	依賴	riippuvainen	V	ADJ;PRT;PL
依賴	riippuvainen	依賴	riippuvainen	V	ADJ;NOM;SG
依賴	riippuvuus	依賴	riippuvuus	V	N;NOM;SG
依賴	riippuvuuden	依賴	riippuvuus	V	N;GEN;SG
依賴	riippuvuutta	依賴	riippuvuus	V	N;PRT;SG
依賴	riippuvuus	依賴	riippuvuus	V	N;NOM;SG
依賴	riippuvuutta	依賴	riippuvuus	V	N;PRT;SG
緬	burma	緬	burma	PROPN	N;NOM;SG
緬	burmassa	緬	burma	PROPN	N;IN+ESS;SG
緬	burman	緬	burma	PROPN	N;GEN;SG
投影	projektio	投影	projektio	V	N;NOM;SG
龔	gong	龔	gong	PROPN	N;NOM;SG
皇冠	crown	皇冠	crown	N	
統治	hallitsijat	統治	hallitsija	V	N;NOM;PL
統治	hallitsija	統治	hallitsija	V	N;NOM;SG
豪華	ylellinen	豪華	ylellinen	N	ADJ;NOM;SG
豪華	ylellinen	豪華	ylellinen	N	ADJ;NOM;SG
認真	vakavat	認真	vakava	N	ADJ;NOM;PL
認真	vakavaa	認真	vakava	N	ADJ;PRT;SG
認真	vakava	認真	vakava	N	ADJ;NOM;SG
認真	oikeesti	認真	oikeasti	N	ADV
認真	vakavasti	認真	vakavasti	N	ADV
電動	sähköinen	電動	sähköinen	N	ADJ;NOM;SG
電動	sähköiset	電動	sähköinen	N	ADJ;NOM;PL
戀人	rakastavaiset	戀人	rakastavainen	N	ADJ;NOM;PL
戀人	rakastavaisia	戀人	rakastavainen	N	ADJ;PRT;PL
指派	toimeksianto	指派	toimeksia	V	N;NOM;SG
指派	tehtävä	指派	tehtävä	V	N;NOM;SG
指派	tehtäviä	指派	tehtävä	V	N;PRT;PL
指派	tehtävät	指派	tehtävä	V	N;NOM;PL
毒性	myrkyllisiä	毒性	myrkyllinen	N	ADJ;PRT;PL
毒性	myrkyllinen	毒性	myrkyllinen	N	ADJ;NOM;SG
毒性	myrkyllistä	毒性	myrkyllinen	N	ADJ;PRT;SG
刷	harjaa	刷	harjata	PROPN	V;IMP;SG;2;FIN;ACT
盟友	liittoutuneet	盟友	liittoutua	N	V;NOM;PL;V.PTCP;ACT
墨爾本	melbourne	墨爾本	melbourn	PROPN	N;NOM;SG
桶	piippu	桶	piippu	PROPN	N;NOM;SG
桶	tynnyri	桶	tynnyri	PROPN	N;NOM;SG
桶	ämpäri	桶	ämpäri	PROPN	N;NOM;SG
對立	yhteenotto	對立	yhteen#otto	V	N;NOM;SG
休閒	rento	休閒	rento	N	ADJ;NOM;SG
同	kumppani	同	kumppani	DET	N;NOM;SG
同	seuralainen	同	seuralainen	DET	N;NOM;SG
缺席	poissa	缺席	poissa	V	ADV
缺席	poissaolo	缺席	poissaolo	V	N;NOM;SG
缺席	puuttuminen	缺席	puuttuminen	V	N;NOM;SG
基輔	kiovan	基輔	kiova	PROPN	PROPN;GEN;SG
七	seiska	七	seiska	NUM	N;NOM;SG
綁	kidnappaus	綁	kidnappaus	V	N;NOM;SG
綁	sieppaus	綁	sieppaus	V	N;NOM;SG
綁	kidnappaus	綁	kidnappaus	V	N;NOM;SG
綁	sieppaus	綁	sieppaus	V	N;NOM;SG
反叛	kapinallisten	反叛	kapinallinen	V	N;GEN;PL
反叛	kapinallinen	反叛	kapinallinen	V	ADJ;NOM;SG
反叛	kapina	反叛	kapina	V	N;NOM;SG
反叛	kapinan	反叛	kapina	V	N;GEN;SG
反叛	kapinaa	反叛	kapina	V	N;PRT;SG
西班牙	espanjan	西班牙	espanja	PROPN	N;GEN;SG
西班牙	espanjalaiset	西班牙	espanja#lainen	PROPN	N;NOM;PL
西班牙	espanjalainen	西班牙	espanjalainen	PROPN	ADJ;NOM;SG
西班牙	espanja	西班牙	espanja	PROPN	N;NOM;SG
西班牙	espanjaa	西班牙	espanja	PROPN	N;PRT;SG
修理	korjaus	修理	korjaus	V	N;NOM;SG
修理	korjaukset	修理	korjaus	V	N;NOM;PL
修理	korjauksia	修理	korjaus	V	N;PRT;PL
修理	korjaukset	修理	korjaus	V	N;NOM;PL
丹佛	denver	丹佛	denver	PROPN	
丹佛	denverissä	丹佛	denver	PROPN	N;IN+ESS;SG
近海	offshore	近海	offshore	N	PROPN;NOM;SG
阿部	abe	阿部	abe	PROPN	N;NOM;SG
衰退	lama	衰退	lama	V	N;NOM;SG
衰退	taantuma	衰退	taantuma	V	N;NOM;SG
玻利維亞	bolivian	玻利維亞	bolivia	PROPN	N;GEN;SG
墜毀	kolari	墜毀	kolari	V	N;NOM;SG
恐懼	pelkoa	恐懼	pelko	N	ADJ;PRT;SG
恐懼	pelkää	恐懼	pelätä	N	V;IMP;SG;2;FIN;ACT
數千	tuhannet	數千	tuhat	NUM	N;NOM;PL
排版	ulkoasu	排版	ulko#asu	V	N;NOM;SG
排版	asettelu	排版	asettelu	V	N;NOM;SG
瀏覽	katsominen	瀏覽	katsominen	V	N;NOM;SG
瀏覽	katselu	瀏覽	katselu	V	N;NOM;SG
瀏覽	selaaminen	瀏覽	selaaminen	V	N;NOM;SG
瀏覽	näkymä	瀏覽	näkymä	V	N;NOM;SG
瀏覽	view	瀏覽	view	V	N;NOM;SG
瀏覽	mieltä	瀏覽	mieli	V	N;PRT;SG
山崎	yamazaki	山崎	yama#zaki	PROPN	N;NOM;SG
哈薩克	kazakstanin	哈薩克	kazaksta	PROPN	N;GEN;SG
關卡	checkpoint	關卡	checkpoint	N	PROPN;NOM;SG
黑山	montenegro	黑山	montenegto	PROPN	
黑山	montenegron	黑山	montenegto	PROPN	N;GEN;SG
開心	hyvää	開心	hyvä	N	ADJ;PRT;SG
開心	onnellinen	開心	onnellinen	N	ADJ;NOM;SG
開心	tyytyväinen	開心	tyytyväinen	N	ADJ;NOM;SG
開心	iloinen	開心	iloinen	N	ADJ;NOM;SG
畢業	tutkinto	畢業	tutkinto	V	N;NOM;SG
畢業	ylioppilas	畢業	yli#oppilas	V	N;NOM;SG
孔	riikinkukko	孔	riikin#kukko	PROPN	N;NOM;SG
預設	oletus	預設	oletus	V	N;NOM;SG
預設	oletukset	預設	oletus	V	N;NOM;PL
雷霆	thunder	雷霆	thunder	PROPN	
雷霆	ukkonen	雷霆	ukkonen	PROPN	N;NOM;SG
變動	muutokset	變動	muutos	V	N;NOM;PL
變動	muutoksia	變動	muutos	V	N;PRT;PL
爛	mätä	爛	mäki		ADJ;NOM;SG
鞍	satula	鞍	satula	PROPN	N;NOM;SG
北極	arktisen	北極	arktinen	PROPN	ADJ;GEN;SG
變換	muunnos	變換	muunnos	V	N;NOM;SG
變換	muuntaminen	變換	muuntaminen	V	N;NOM;SG
變換	muunnos	變換	muunnos	V	N;NOM;SG
花費	menoja	花費	meno	V	N;PRT;PL
戈爾	gore	戈爾	gore	PROPN	PROPN;NOM;SG
瓦特	watin	瓦特	watin	PROPN	N;GEN;SG
瓦特	watts	瓦特	watts	PROPN	N;NOM;SG
聊天	keskustele	聊天	keskustella	N	V;IMP;SG;2;FIN;ACT
聊天	keskustella	聊天	keskustella	N	V;SG;NFIN;ACT
漂亮	kaunista	漂亮	kaunis	N	ADJ;PRT;SG
漂亮	kaunis	漂亮	kaunis	N	ADJ;NOM;SG
漂亮	kauniit	漂亮	kaunis	N	ADJ;NOM;PL
漂亮	nätti	漂亮	nätti	N	ADJ;NOM;SG
歡	huan	歡	huan		N;NOM;SG
三	delta	三	delta	NUM	
媒介	keskikokoinen	媒介	keski#kokoinen	N	ADJ;NOM;SG
宮城	miyagi	宮城	miyagi	PROPN	N;NOM;SG
邪惡	pahaa	邪惡	paha	N	ADJ;PRT;SG
邪惡	ilkeä	邪惡	ilkeä	N	ADJ;NOM;SG
邪惡	paha	邪惡	paha	N	ADJ;NOM;SG
邪惡	häijy	邪惡	häijy	N	ADJ;NOM;SG
少校	major	少校	major	N	
預言	ennustukset	預言	ennustus	V	N;NOM;PL
預言	ennustuksen	預言	ennustus	V	N;GEN;SG
預言	ennustus	預言	ennustus	V	N;NOM;SG
譴責	tuomitseminen	譴責	tuomitseminen	V	N;NOM;SG
石化	petrokemian	石化	petro#kemia	V	N;GEN;SG
製片	tuottaja	製片	tuottaja	V	N;NOM;SG
合適	sopivan	合適	sopia	ADJ	V;GEN;SG;V.PTCP;ACT
合適	soveltuva	合適	soveltua	ADJ	V;NOM;SG;V.PTCP;ACT
極端	äärimmäinen	極端	äärimmäinen		ADJ;NOM;SG
極端	äärimmäisen	極端	äärimmäinen		ADJ;GEN;SG
極端	äärimmäistä	極端	äärimmäinen		ADJ;PRT;SG
閔	min	閔	min	PROPN	N;NOM;SG
斑點	nähty	斑點	nähdä	N	V;NOM;SG;V.PTCP;PASS
斑點	havaittu	斑點	havaita	N	V;NOM;SG;V.PTCP;PASS
斑點	huomattu	斑點	huomata	N	V;NOM;SG;V.PTCP;PASS
恨	vihata	恨	vihata	N	V;SG;NFIN;ACT
恨	vihaan	恨	viha	N	V;IND;SG;1;PRS;FIN;ACT
提取	louhinta	提取	louhinta	V	N;NOM;SG
提取	nouto	提取	nouto	V	N;NOM;SG
提取	ote	提取	ote	V	N;NOM;SG
社會	sosiologinen	社會	sosiologinen	N	ADJ;NOM;SG
幽靈	ghost	幽靈	ghost	N	
穹	dome	穹	dome	N	PROPN;NOM;SG
否決	veto	否決	veto	V	N;NOM;SG
瑪麗亞	mariaa	瑪麗亞	maria	PROPN	N;PRT;SG
瑪麗亞	maria	瑪麗亞	mari	PROPN	PROPN;NOM;SG
喬治亞	georgiassa	喬治亞	georgia	PROPN	N;IN+ESS;SG
喬治亞	georgian	喬治亞	georgia	PROPN	N;GEN;SG
喬治亞	georgia	喬治亞	georg	PROPN	N;NOM;SG
喬治亞	georgiaa	喬治亞	georgia	PROPN	N;PRT;SG
破裂	repeämä	破裂	revetä	V	N;NOM;SG
中性	puolueeton	中性	puolueeton	N	ADJ;NOM;SG
中性	neutraali	中性	neutraali	N	ADJ;NOM;SG
天生	syntynyt	天生	syntyä	N	V;NOM;SG;V.PTCP;ACT
天生	syntyneet	天生	syntyä	N	V;NOM;PL;V.PTCP;ACT
天生	syntyi	天生	syntyä	N	V;IND;SG;3;PST;FIN;ACT
陪同	saattue	陪同	saattua	V	N;NOM;SG
陪同	seuralainen	陪同	seuralainen	V	N;NOM;SG
圖形	graafinen	圖形	graafinen	N	ADJ;NOM;SG
老鼠	rat	老鼠	rat	N	
海濱	waterfront	海濱	waterfront	N	
微笑	hymyile	微笑	hymyillä	N	V;IMP;SG;2;FIN;ACT
微笑	hymyillen	微笑	hymyillä	N	V;INS;SG;NFIN;ACT
微笑	hymyilee	微笑	hymyillä	N	V;IND;SG;3;PRS;FIN;ACT
石頭	stone	石頭	stone	N	
石頭	rokkaa	石頭	rokka	N	V;IMP;SG;2;FIN;ACT
石頭	rock	石頭	rock	N	
魔力	magic	魔力	magic	N	
有	orgaaninen	有	orgaaninen	V	ADJ;NOM;SG
有	orgaanista	有	orgaani	V	ADJ;PRT;SG
有	orgaaniset	有	orgaaninen	V	ADJ;NOM;PL
有	luonnonmukainen	有	luonnon#mukainen	V	ADJ;NOM;SG
泰坦	titan	泰坦	titta	PROPN	
橙	orange	橙	orange	N	
啓	kai	啓	kai	V	ADV
皇	dauphin	皇	dauphi	PROPN	N;NOM;SG
向	ulospäin	向	ulos#päin	ADP	ADV
幾何	geometrinen	幾何	geometrinen	N	ADJ;NOM;SG
延遲	viive	延遲	viive	V	N;NOM;SG
延遲	viivästyminen	延遲	viivästyminen	V	N;NOM;SG
延遲	viivästyminen	延遲	viivästyminen	V	N;NOM;SG
延遲	viivästyminen	延遲	viivästyminen	V	N;NOM;SG
署名	nimeä	署名	nimi	V	N;PRT;SG
署名	allekirjoitus	署名	allekirjoida	V	N;NOM;SG
海灘	beachin	海灘	beach	N	PROPN;GEN;SG
研討	seminaarit	研討	seminaari	V	N;NOM;PL
研討	seminaareja	研討	seminaari	V	N;PRT;PL
研討	työpaja	研討	työ#paja	V	N;NOM;SG
研討	seminaarissa	研討	seminaari	V	N;IN+ESS;SG
研討	seminaarin	研討	seminaari	V	N;GEN;SG
研討	seminaari	研討	seminaari	V	N;NOM;SG
研討	seminaariin	研討	seminaari	V	N;IN+ALL;SG
露西	lucy	露西	lucy	PROPN	PROPN;NOM;SG
說服	vakuuttava	說服	vakuuttaa	V	ADJ;NOM;SG
專注	keskittyminen	專注	keskittyminen	V	N;NOM;SG
專注	focus	專注	focus	V	
毗鄰	vierekkäisten	毗鄰	vierekkäinen	N	ADJ;GEN;PL
毗鄰	vieressä	毗鄰	vieressä	N	ADV
秋天	pudota	秋天	pudota	N	V;IMP;SG;2;NFIN;ACT
秋天	kaatuu	秋天	kaatua	N	V;IND;SG;3;PRS;FIN;ACT
秋天	kaadu	秋天	kaatua	N	V;IMP;SG;2;FIN;ACT
耶和華	jehova	耶和華	jehova	PROPN	N;NOM;SG
懷孕	raskauden	懷孕	raskaus	V	N;GEN;SG
懷孕	raskaus	懷孕	raskaus	V	N;NOM;SG
懷孕	raskaana	懷孕	raskas	V	ADJ;FRML;SG
逃離	pakene	逃離	paeta	V	N;NOM;PL
逃離	pako	逃離	pako	V	N;NOM;SG
發掘	kaivaus	發掘	kaivaus	V	N;NOM;SG
爬行	ryömii	爬行	ryömiitää	V	N;NOM;SG
猶太	juutalaista	猶太	juutalainen	PROPN	N;PRT;SG
猶太	juutalaiset	猶太	juutalainen	PROPN	N;NOM;PL
猶太	juutalainen	猶太	juutalainen	PROPN	ADJ;NOM;SG
猶太	juutalaiset	猶太	juutalainen	PROPN	N;NOM;PL
猶太	juutalaisia	猶太	juutalainen	PROPN	N;PRT;PL
蓮花	lotus	蓮花	lotus	PROPN	N;NOM;SG
拍賣	huutokauppa	拍賣	huuto#kauppa	V	N;NOM;SG
拍賣	huutokaupan	拍賣	huuto#kauppa	V	N;GEN;SG
拍賣	huutokaupassa	拍賣	huuto#kauppa	V	N;IN+ESS;SG
比	osuus	比	osuus	ADP	N;NOM;SG
駕駛	ajaja	駕駛	ajaja	V	N;NOM;SG
駕駛	kuljettajan	駕駛	kuljettaja	V	N;GEN;SG
駕駛	kuljettaja	駕駛	kuljettaja	V	N;NOM;SG
駕駛	kuski	駕駛	kuskea	V	N;NOM;SG
駕駛	pilotti	駕駛	pilottaa	V	N;NOM;SG
駕駛	lentäjä	駕駛	lentäjä	V	N;NOM;SG
聚合	yhdistäminen	聚合	yhdistäminen	V	N;NOM;SG
稀有	harvinaiset	稀有	harvinainen	N	ADJ;NOM;PL
稀有	harvinainen	稀有	harvinainen	N	ADJ;NOM;SG
普爾	poole	普爾	poole	PROPN	N;NOM;SG
炸	räjäyttää	炸	räjäyttää	N	V;IND;SG;3;PRS;FIN;ACT
炸	puhaltaa	炸	puhaltaa	N	V;IND;SG;3;PRS;FIN;ACT
炸	paistettu	炸	paistaa	N	V;NOM;SG;V.PTCP;PASS
炸	paistettua	炸	paistaa	N	V;PRT;SG;V.PTCP;PASS
上次	last	上次	last	N	
上次	viimeisenä	上次	viimeinen	N	ADJ;FRML;SG
上次	viimeksi	上次	viimeksi	N	ADV
上次	viimeisin	上次	viimeinen	N	ADJ;NOM;RL;SG
上次	viimeinen	上次	viimeinen	N	ADJ;NOM;SG
上次	viime	上次	viime	N	ADJ
公牛	bulls	公牛	bulls	N	
公牛	bull	公牛	bull	N	
診斷	diagnooseja	診斷	diagnoosi	V	N;PRT;PL
診斷	diagnostiikka	診斷	diagnostiikka	V	N;NOM;SG
診斷	diagnoosi	診斷	diagnoosi	V	N;NOM;SG
擲	heittää	擲	heittää	N	V;SG;NFIN;ACT
近日	äskettäin	近日	äskettäin	N	ADV
近日	hiljattain	近日	hiljattain	N	ADV
主機	isännöi	主機	isännöidä	N	V;IND;SG;3;PST;FIN;ACT
世俗	maallinen	世俗	maallinen	N	ADJ;NOM;SG
世俗	maallisen	世俗	maallinen	N	ADJ;GEN;SG
錄音	studio	錄音	studio	V	N;NOM;SG
錄音	studion	錄音	studio	V	N;GEN;SG
罷工	iskee	罷工	iskeä	N	V;IND;SG;3;PRS;FIN;ACT
偏向	puolueellinen	偏向	puolueellinen		ADJ;NOM;SG
偏向	bias	偏向	bias		N;NOM;SG
新星	nova	新星	nova	N	PROPN;NOM;SG
夏日	suvi	夏日	suvi	N	PROPN;NOM;SG
微	mikrobien	微	mikrobi	PART	N;GEN;PL
付費	palkka	付費	palkka	V	N;NOM;SG
強迫	pakko	強迫	pakko		N;NOM;SG
強迫	pakotettu	強迫	pakottaa		V;NOM;SG;V.PTCP;PASS
