από	from	από	from	ADP	PROPN
ιστού	ткань	ιστός	ткань	N;GEN;NEUT;SG	N;INAN;NOM;FEM;SG
ιστού	ткани	ιστός	ткань	N;GEN;NEUT;SG	N;INAN;NOM;FEM;PL
γιουβέντους	ювентус	γιούβω	ювентус	PROPN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
παράθυρα	windows	παράθυρα	windows	N;NOM;NEUT;PL	PROPN
μόνα	мона	μόνος	мона	ADJ;NOM;NEUT;PL	N;ANIM;NOM;FEM;SG
μόνα	мона	μόνος	мона	ADJ;NOM;NEUT;PL	N;ANIM;NOM;FEM;SG
βαρσοβίας	варшава	βαρσοβία	варшав	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
βαρσοβίας	варшаве	βαρσοβία	варшав	N;GEN;FEM;SG	N;INAN;DAT;MASC;SG
πανηγύρι	справедливый	πανηγύρι	справедливый	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
πανηγύρι	справедливо	πανηγύρι	справедливый	N;NOM;NEUT;SG	ADJ;NEUT;SG
πανηγύρι	справедливая	πανηγύρι	справедливый	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
πανηγύρι	справедливых	πανηγύρι	справедливый	N;NOM;NEUT;SG	ADJ;GEN;PL
χριστίνα	кристина	χριστίνα	кристина	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
χριστίνα	кристина	χριστίνα	кристина	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
χριστίνα	кристин	χριστίνα	кристина	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
χριστίνα	кристина	χριστίνα	кристина	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
αξιοπιστία	авторитет	αξιοπιστία	авторитет	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
αξιοπιστία	достоверность	αξιοπιστία	достоверность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αξιοπιστία	достоверность	αξιοπιστία	достоверность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αξιοπιστία	надежности	αξιοπιστία	надежность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αξιοπιστία	надежность	αξιοπιστία	надежность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
κομήτης	кометы	κόμητος	комета	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
περιεκτικότητα	материалы	περιεκτικότητα	материал	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
ανάκτηση	утилизации	ανάκτηση	утилизация	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ανάκτηση	оздоровление	ανάκτηση	оздоровление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ανάκτηση	восстановление	ανάκτηση	восстановление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ανάκτηση	восстановления	ανάκτηση	восстановление	N;ACC;FEM;SG	N;INAN;GEN;NEUT;SG
κομήτη	кометы	κόμητος	комета	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
τελ	тел	τελ	тело		N;INAN;GEN;NEUT;PL
διακοπές	праздником	διακοπή	праздник	N;NOM;FEM;PL	N;INAN;INS;MASC;SG
διακοπές	праздник	διακοπή	праздник	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
διακοπές	отдых	διακοπή	отдых	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
διακοπές	отдых	διακοπή	отдых	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
διακοπές	отпуск	διακοπή	отпуск	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
μοχάμεντ	мухаммед	μοχάμεντ	мухаммед		N;ANIM;NOM;MASC;SG
μοχάμεντ	мухаммад	μοχάμεντ	мухаммад		N;ANIM;NOM;MASC;SG
μοχάμεντ	мухаммед	μοχάμεντ	мухаммед		N;ANIM;NOM;MASC;SG
μοχάμεντ	мохаммед	μοχάμεντ	мохаммед		N;ANIM;NOM;MASC;SG
μοχάμεντ	мухаммед	μοχάμεντ	мухаммед		N;ANIM;NOM;MASC;SG
μοχάμεντ	мухаммед	μοχάμεντ	мухаммед		N;ANIM;NOM;MASC;SG
μοχάμεντ	мохамед	μοχάμεντ	мохамед		N;ANIM;NOM;MASC;SG
μοχάμεντ	мохаммед	μοχάμεντ	мохаммед		N;ANIM;NOM;MASC;SG
ρώσους	русские	Ρώσος	русский	PROPN;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
ψηφίστηκε	проголосовал	ψηφίζω	голосовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ψηφίστηκε	проголосовали	ψηφίζω	голосовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
ψηφίστηκε	голосовал	ψηφίζω	голосовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ψηφίστηκε	голосовали	ψηφίζω	голосовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;PL;PST;FIN;ACT
ψηφίστηκε	проголосовала	ψηφίζω	голосовать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
εισόδημα	поступления	εισόδημα	поступление	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
εισόδημα	доходы	εισόδημα	доход	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
αφαιρεθεί	удаляется	αφαιρώ	удалять	V;PFV;NFIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
απαγορεύεται	запрещена	απαγορεύω	запретить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
απαγορεύεται	запрещенные	απαγορεύω	запретить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
απαγορεύεται	запретный	απαγορεύω	запретный	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;MASC;SG
απαγορεύεται	запрещено	απαγορεύω	запретить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
απαγορεύεται	запрещенные	απαγορεύω	запретить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
απαγορεύεται	запрещена	απαγορεύω	запретить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
απαγορεύεται	запрещено	απαγορεύω	запретить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
έπεισε	убежден	πείθω	убежденный	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG
έπεισε	убеждены	πείθω	убедить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;PL;PST;V.PTCP;PASS
έπεισε	убедили	πείθω	убедить	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
μοναχοί	монахов	μοναχός	монах	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
φώτα	свет	φώτα	свет	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
εύα	эва	εύμαι	эва	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
εύα	ева	εύμαι	ева	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
εύα	евы	εύμαι	евы	PROPN;NOM;FEM;SG	N;ANIM;GEN;FEM;SG
εύα	ив	εύμαι	ив	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
εύα	ева	εύμαι	ева	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
τζεφ	джеф	τζεφ	джеф		N;ANIM;NOM;MASC;SG
τζεφ	джефф	τζεφ	джефф		N;ANIM;NOM;MASC;SG
φεβρουάριος	февраля	φεβρουάριος	февраль	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG
λουξεμβούργο	люксембург	λουξεμβούργο	люксембург	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
λουξεμβούργο	люксембурга	λουξεμβούργο	люксембург	PROPN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
αυξανόμενη	растет	αυξανόμενος	расти	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
αυξανόμενη	растущий	αυξανόμενος	расти	ADJ;NOM;FEM;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
αυξανόμενη	растущей	αυξανόμενος	расти	ADJ;NOM;FEM;SG	V;IPFV;INS;FEM;SG;PRS;V.PTCP;ACT
αυξανόμενη	растущая	αυξανόμενος	расти	ADJ;NOM;FEM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
διαδρομές	маршрутов	διαδρομή	маршрут	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
εγκαταλείφθηκε	оставленные	εγκαταλείπω	оставить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
εγκαταλείφθηκε	бросил	εγκαταλείπω	бросить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
ακαδημαϊκή	академических	ακαδημαϊκός	академический	ADJ;NOM;FEM;SG	ADJ;GEN;PL
ενοποίηση	объединение	ενοποίηση	объединение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ενοποίηση	унификации	ενοποίηση	унификация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ενοποίηση	консолидации	ενοποίηση	консолидация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ενοποίηση	консолидация	ενοποίηση	консолидация	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ενοποίηση	интеграции	ενοποίηση	интеграция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ενοποίηση	интеграция	ενοποίηση	интеграция	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
βροχή	дожди	βροχή	дождь	N;ACC;FEM;SG	N;INAN;NOM;MASC;PL
βροχή	дождь	βροχή	дождь	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
λόφος	хилл	λόφος	хилл	N;NOM;MASC;SG	
λόφος	hill	λόφος	hill	N;NOM;MASC;SG	PROPN
φερνάντο	фернандо	φερνάν	фернандо		N;ANIM;NOM;MASC;SG
ομοιότητες	сходство	ομοιότητα	сходство	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
χάινριχ	генрих	χάινριχ	генрих		N;ANIM;NOM;MASC;SG
επένδυση	инвестиции	επένδυση	инвестиция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
επένδυση	инвестирование	επένδυση	инвестирование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επένδυση	капиталовложения	επένδυση	капиталовложение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
επένδυση	инвестиции	επένδυση	инвестиция	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
επένδυση	инвестирование	επένδυση	инвестирование	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
λιβάνου	ливанские	λίβανος	ливанский	PROPN;NOM;MASC;SG	ADJ;NOM;PL
λιβάνου	ливана	λίβανος	ливан	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
ροδόπης	родопи	ροδόπη	родопь	PROPN;GEN;FEM;SG	
έντασης	интенсивность	ένταση	интенсивность	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
έντασης	интенсивности	ένταση	интенсивность	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
ηθικό	этических	ηθικός	этический	N;NOM;NEUT;SG	ADJ;GEN;PL
ηθικό	моральная	ηθικός	моральный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ηθικό	моральный	ηθικός	моральный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
επιλέξει	выбранный	επιλέγω	выбрать	V;PFV;IND;SG;3;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
επιλέξει	избранные	επιλέγω	избрать	V;PFV;IND;SG;3;FIN;ACT	V;PFV;NOM;PL;PST;V.PTCP;PASS
επιλέξει	избранный	επιλέγω	избрать	V;PFV;IND;SG;3;FIN;ACT	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
διδακτορική	докторской	διδακτορικός	докторский	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
ερζεγοβίνη	герцеговины	ερζεγοβίνος	герцеговина	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
ερζεγοβίνη	герцеговина	ερζεγοβίνος	герцеговин	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υπεράσπιση	защита	υπεράσπιση	защита	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υπεράσπιση	оборона	υπεράσπιση	оборона	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υπεράσπιση	обороны	υπεράσπιση	оборона	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
υπεράσπιση	защита	υπεράσπιση	защита	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υπεράσπιση	оборона	υπεράσπιση	оборона	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
υπεράσπιση	обороны	υπεράσπιση	оборона	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
εγχειρίδιο	вручную	εγχειρίδιο	вручную	N;NOM;NEUT;SG	ADV
οξεία	острой	οξεία	острый	ADJ;NOM;FEM;SG	ADJ;INS;FEM;SG
εισέβαλε	вторгся	εισβάλλω	вторгаться	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;MID
εισέβαλε	вторглись	εισβάλλω	вторгнуться	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;MID
εκτελείται	казнены	εκτελώ	казнен	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
εκτελείται	казнили	εκτελώ	казнить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;PL;PST;FIN;ACT
φίλη	друга	φίλος	друг	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
προστίθεται	добавлены	προστίθεμαι	добавить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;PL;PST;V.PTCP;PASS
προστίθεται	добавил	προστίθεμαι	добавить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
προστίθεται	добавлена	προστίθεμαι	добавить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
προστίθεται	добавлено	προστίθεμαι	добавить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
προστίθεται	добавлен	προστίθεμαι	добавить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
φρούτα	фрукт	φρούτα	фрукт	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
φρούτα	плод	φρούτα	плод	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
μόντρεαλ	монреальского	μόντρεαλ	монреальский	PROPN;NOM;FEM;SG	ADJ;GEN;MASC;SG
μόντρεαλ	монреаль	μόντρεαλ	монреаль	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
περιβάλλοντα	окружение	περιβάλλον	окружение	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
ίσο	равная	ίσο	равный	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ίσο	равных	ίσο	равный	N;NOM;NEUT;SG	ADJ;GEN;PL
ίσο	равный	ίσο	равный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ίσο	равные	ίσο	равный	N;NOM;NEUT;SG	ADJ;NOM;PL
ίσο	равное	ίσο	равный	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
ορατό	видна	ορατός	видный	N;ACC;MASC;SG	ADJ;FEM;SG
ορατό	виден	ορατός	видный	N;ACC;MASC;SG	ADJ;MASC;SG
ορατό	видны	ορατός	видный	N;ACC;MASC;SG	ADJ;PL
ορατό	видимые	ορατός	видимый	N;ACC;MASC;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
ορατό	видимых	ορατός	видимый	N;ACC;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
αυτόματο	auto	αύτομα	auto	N;NOM;NEUT;SG	PROPN
αυτόματο	автоматические	αύτομα	автоматический	N;NOM;NEUT;SG	ADJ;NOM;PL
αυτόματο	автоматическое	αύτομα	автоматический	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
αυτόματο	автоматический	αύτομα	автоматический	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
αυτόματο	автоматическая	αύτομα	автоматический	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
αυτόματο	автоматического	αύτομα	автоматический	N;NOM;NEUT;SG	ADJ;GEN;MASC;SG
αυτόματο	автоматически	αύτομα	автоматически	N;NOM;NEUT;SG	ADV
ημισφαίριο	полушария	ημισφαίριο	полушарие	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
ημισφαίριο	полушарии	ημισφαίριο	полушарие	N;NOM;NEUT;SG	N;INAN;ESS;NEUT;SG
εντυπωσιακό	впечатляет	εντυπωσιακός	впечатлять	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
εντυπωσιακό	впечатляющий	εντυπωσιακός	впечатлять	ADJ;NOM;NEUT;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
σερβική	сербии	σερβικός	сербия	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
σερβική	сербские	σερβικός	сербский	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ειδήσεις	news	είδηση	news	N;NOM;FEM;PL	PROPN
ειδήσεις	новость	είδηση	новость	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
αργή	медленные	αργή	медленный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αργή	медленно	αργή	медленно	ADJ;NOM;FEM;SG	ADV
καυσίμων	горючее	καύσιμος	горючее	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;SG
καυσίμων	топлива	καύσιμος	топливо	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;SG
καυσίμων	топливо	καύσιμος	топливо	N;GEN;NEUT;PL	N;INAN;NOM;NEUT;SG
μανουέλ	мануэль	μανουέλ	мануэль		N;ANIM;NOM;MASC;SG
χάνουν	проиграть	χάνω	проиграть	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
χάνουν	потерять	χάνω	терять	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
αρνητικό	негативных	αρνητικός	негативный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
αρνητικό	отрицательные	αρνητικός	отрицательный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
αρνητικό	отрицательно	αρνητικός	отрицательно	ADJ;NOM;NEUT;SG	ADV
αρνητικό	негативные	αρνητικός	негативный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
άρμα	плавать	άρμα	плавать	N;NOM;NEUT;SG	V;IPFV;NFIN;ACT
προσαρμογή	адаптации	προσαρμογή	адаптация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
προσαρμογή	корректировки	προσαρμογή	корректировка	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
προσαρμογή	скорректировать	προσαρμογή	корректировать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
προσαρμογή	адаптации	προσαρμογή	адаптация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
προσαρμογή	адаптироваться	προσαρμογή	адаптироваться	N;NOM;FEM;SG	V;IPFV;NFIN;MID
προσαρμογή	адаптировать	προσαρμογή	адаптировать	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
στερεό	твердое	στερεό	твердый	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
στερεό	твердый	στερεό	твердый	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
στερεό	твердых	στερεό	твердый	N;NOM;NEUT;SG	ADJ;GEN;PL
στερεό	твердые	στερεό	твердый	N;NOM;NEUT;SG	ADJ;NOM;PL
περιπέτεια	приключения	περιπέτεια	приключение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
μεταφραστεί	перевел	μεταφράζω	перевести	V;PFV;NFIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
μεταφραστεί	перевели	μεταφράζω	перевести	V;PFV;NFIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
μεταφραστεί	перевела	μεταφράζω	перевести	V;PFV;NFIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
μαντόνα	мадонна	μαντόνα	мадонный	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ευρωπαίοι	европейцев	ευρωπαίος	европеец	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ευρωπαίοι	европейцы	ευρωπαίος	европеец	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
επέβαλε	введенных	επιβάλλω	ввести	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;GEN;PL;PST;V.PTCP;PASS
ναρκωτικών	препарат	ναρκωτικός	препарат	N;GEN;NEUT;PL	N;INAN;NOM;MASC;SG
ναρκωτικών	наркотик	ναρκωτικός	наркотик	N;GEN;NEUT;PL	N;INAN;NOM;MASC;SG
ναρκωτικών	наркотиками	ναρκωτικός	наркотик	N;GEN;NEUT;PL	N;INAN;INS;MASC;PL
τεράστιες	огромная	τεράστιος	огромный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
τεράστιες	огромный	τεράστιος	огромный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
τεράστιες	огромное	τεράστιος	огромный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
μαθηματικό	математические	μαθηματικός	математический	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ιντιάνα	индиана	ιντιάνα	индиан		N;INAN;NOM;MASC;SG
εγκαίνια	открытие	εγκαίνιος	открытие	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
θίασο	труппа	θίασο	труппа	N;ACC;NEUT;SG	N;INAN;NOM;FEM;SG
συνασπισμό	коалиция	συνασπισμός	коалиция	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
συνασπισμό	коалиции	συνασπισμός	коалиция	N;ACC;MASC;SG	N;INAN;NOM;FEM;PL
πλησιάζει	приближение	πλησιάζω	приближение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
πλησιάζει	приближается	πλησιάζω	приближаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
πλησιάζει	приближаются	πλησιάζω	приближать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;MID
τομή	пересечения	τομή	пересечение	N;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
δημοφιλείς	популярная	δημοφιλέας	популярный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
δημοφιλείς	популярных	δημοφιλέας	популярный	ADJ;NOM;FEM;PL	ADJ;GEN;PL
δημοφιλείς	популярный	δημοφιλέας	популярный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
δημοφιλείς	популярное	δημοφιλέας	популярный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
δημοφιλείς	популярное	δημοφιλέας	популярный	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
λεία	гладко	λέγω	гладкий	N;NOM;FEM;SG	ADJ;NEUT;SG
λεία	добычу	λέγω	добыча	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
λεία	добычу	λέγω	добыча	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
ενδιάμεσο	промежуточный	ενδιάμεσος	промежуточный	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ενδιάμεσο	промежуточные	ενδιάμεσος	промежуточный	N;NOM;NEUT;SG	ADJ;NOM;PL
ενδιάμεσο	промежуточных	ενδιάμεσος	промежуточный	N;NOM;NEUT;SG	ADJ;GEN;PL
κρατώντας	держится	κρατώ	держаться	V;IPFV;V.CVB;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
χαμηλότερο	нижняя	χαμηλός	нижний	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;FEM;SG
χαμηλότερο	нижний	χαμηλός	нижний	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;MASC;SG
χαμηλότερο	нижние	χαμηλός	нижний	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;PL
λωρίδες	полос	λωρίδα	полоса	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
σταδιακή	постепенного	σταδιακός	постепенный	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
σταδιακή	поэтапного	σταδιακός	поэтапный	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
σταδιακή	поэтапно	σταδιακός	поэтапно	ADJ;NOM;FEM;SG	ADV
πρι	prix	πρι	prix		PROPN
πολιτιστικά	культурный	πολιτιστικός	культурный	ADV	ADJ;NOM;MASC;SG
πολιτιστικά	культурные	πολιτιστικός	культурный	ADV	ADJ;NOM;PL
πλάγια	боковой	πλάγιο	боковой	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
πλάγια	курсивом	πλάγιο	курсивый	N;NOM;NEUT;PL	N;INAN;INS;MASC;SG
πλάγια	курсив	πλάγιο	курсив	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
πλάγια	playa	πλάγιο	playa	N;NOM;NEUT;PL	PROPN
επιτάχυνση	ускорения	επιτάχυνση	ускорение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
επιτάχυνση	ускорение	επιτάχυνση	ускорение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιτάχυνση	ускорить	επιτάχυνση	ускорить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
επιτάχυνση	ускорения	επιτάχυνση	ускорение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
επιτάχυνση	ускорение	επιτάχυνση	ускорение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επέτειο	годовщина	επέτειο	годовщина	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
επέτειο	юбилей	επέτειο	юбилей	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
επέτειο	годовщины	επέτειο	годовщина	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
πότερ	поттер	πότερ	поттер		N;INAN;NOM;FEM;SG
καλεί	приглашения	καλώ	приглашение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
καλεί	звонки	καλώ	звонок	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
καλεί	вызовы	καλώ	вызов	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
καλεί	звонок	καλώ	звонок	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
καλεί	призвание	καλώ	призвание	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
γειτονικές	соседних	γειτονικός	соседний	ADJ;NOM;FEM;PL	ADJ;GEN;PL
