през	through	през	through	ADP	
затворени	chiusa	затворя-(се)	chiudere	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
затворени	chiuse	затворя-(се)	chiuso	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;FEM;PL
затворени	chiuso	затворя-(се)	chiuso	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
кайро	cairo	кайро	cairo	PROPN;INDF;MASC;SG	N;MASC;SG
квадратни	quadrati	квадратен	quadrato	ADJ;INDF;PL	N;MASC;PL
квадратни	square	квадратен	square	ADJ;INDF;PL	N;MASC
квадратни	quadrato	квадратен	quadrato	ADJ;INDF;PL	ADJ;MASC;SG
квадратни	piazza	квадратен	piazza	ADJ;INDF;PL	N;FEM;SG
болоня	bologna	болоня	bologna	PROPN;INDF;FEM;SG	N;FEM;SG
милър	miller	милър	miller	PROPN;INDF;MASC;SG	N;MASC;SG
онтарио	ontario	онтарио	ontario	PROPN;INDF;MASC;SG	N;MASC;SG
ключ	chiavi	ключ	chiave	N;INDF;MASC;SG	N;FEM;PL
регионален	regionali	регионален	regionale	ADJ;INDF;MASC;SG	ADJ;PL
знание	conoscenze	знание	conoscenza	N;INDF;NEUT;SG	N;FEM;PL
въвеждане	inserisci	въвеждане	inserire	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
човешка	umane	човешки	umano	ADJ;INDF;FEM;SG	ADJ;FEM;PL
човешка	umani	човешки	umano	ADJ;INDF;FEM;SG	ADJ;MASC;PL
човешка	human	човешки	human	ADJ;INDF;FEM;SG	N
обявени	dichiarato	обявя-(се)	dichiarare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
обявени	dichiarata	обявя-(се)	dichiarare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
обявени	annunciata	обявя-(се)	annunciare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
обявени	annunciato	обявя-(се)	annunciare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
обратното	opposti	обратен	opposto	ADJ;DEF;NEUT;SG	ADJ;MASC;PL
заети	impegnata	заема-(се)	impegnare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
заети	occupato	заема-(се)	occupare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
заети	occupata	заема-(се)	occupare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
заети	impegnato	заема-(се)	impegnare	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;SG
столици	maiuscolo	столица	maiuscolo	N;INDF;FEM;PL	N;MASC;SG
бомба	bombe	бомба	bomba	N;INDF;FEM;SG	N;FEM;PL
изключения	eccezione	изключение	eccezione	N;INDF;NEUT;PL	N;FEM;SG
яков	jacob	яков	jacob	PROPN;INDF;MASC;SG	N;MASC;SG
яков	giacomo	яков	giacomo	PROPN;INDF;MASC;SG	N;MASC;SG
яков	giacobbe	яков	giacobbere	PROPN;INDF;MASC;SG	N;MASC;SG
яков	yakov	яков	yakov	PROPN;INDF;MASC;SG	N;MASC
рафаел	raffaele	рафаел	raffaele	PROPN;INDF;MASC;SG	N;SG
рафаел	raffaello	рафаел	raffaello	PROPN;INDF;MASC;SG	N;MASC;SG
рафаел	rafael	рафаел	rafael	PROPN;INDF;MASC;SG	N;MASC;SG
страда	sofferente	страдам	sofferente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;SG
страда	sofferenze	страдам	sofferenza	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
страда	sofferenza	страдам	sofferenza	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
страда	sofferto	страдам	soffrire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
страда	soffriva	страдам	soffrire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
преслав	preslav	преслав	preslav	PROPN;INDF;MASC;SG	ADJ;FEM;SG
японска	giapponesi	японски	giapponese	ADJ;INDF;FEM;SG	N;PL
сутрин	mattine	сутрин	mattina	N;INDF;FEM;SG	N;FEM;PL
сутрин	buongiorno	сутрин	buongiorno	N;INDF;FEM;SG	V;IND;SG;1;PRS;FIN
кралска	royal	кралски	royal	ADJ;INDF;FEM;SG	N;MASC
картър	carter	картър	carter	PROPN;INDF;MASC;SG	N;MASC;SG
подходящо	appropriato	подходящ	appropriato	ADV	ADJ;MASC;SG
подходящо	adeguato	подходящ	adeguato	ADV	ADJ;MASC;SG
подходящо	appropriati	подходящ	appropriato	ADV	ADJ;MASC;PL
подходящо	appropriata	подходящ	appropriato	ADV	ADJ;FEM;SG
подходящо	adatta	подходящ	adattare	ADV	ADJ;FEM;SG
подходящо	adatti	подходящ	adatto	ADV	ADJ;MASC;PL
подходящо	adatto	подходящ	adatto	ADV	ADJ;MASC;SG
подходящо	idoneo	подходящ	idoneo	ADV	ADJ;MASC;SG
лин	lynn	лин	lynn	PROPN;INDF;FEM;SG	N;SG
лин	lin	лин	lin	PROPN;INDF;FEM;SG	
лин	lyn	лин	lyn	PROPN;INDF;FEM;SG	N
лин	lynne	лин	lynne	PROPN;INDF;FEM;SG	N;SG
акула	squali	акул	squale	N;INDF;FEM;SG	N;MASC;PL
кандидати	candidate	кандидат	candidato	N;INDF;MASC;PL	ADJ;FEM;PL
цюрих	zurigo	цюрих	zurigo	PROPN;INDF;MASC;SG	N;MASC;SG
цюрих	zurigo	цюрих	zurigo	PROPN;INDF;MASC;SG	N;MASC;SG
живели	vissuti	живея	vivere	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
живели	vissuta	живея	vivere	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;FEM;SG;PST;V.PTCP
живели	vissuto	живея	vivere	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;MASC;SG;PST;V.PTCP
живели	visse	живея	vivere	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT	V;IND;SG;3;PST;FIN
поява	emergere	поява	emergere	N;INDF;FEM;SG	V;NFIN
излизане	esci	излизане	esco	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
излизане	uscite	излизане	uscire	N;INDF;NEUT;SG	N;FEM;PL
баварски	bavaresi	баварски	bavarese	ADJ;INDF;MASC;SG	N;MASC;PL
външно	esterno	външен	esterno	ADV	ADJ;MASC;SG
външно	esterni	външен	esterno	ADV	ADJ;MASC;PL
външно	esterna	външен	esterno	ADV	ADJ;FEM;SG
външно	esterno	външен	esterno	ADV	ADJ;MASC;SG
външно	esterni	външен	esterno	ADV	ADJ;MASC;PL
покритие	rivestimenti	покритие	rivestimento	N;INDF;NEUT;SG	N;MASC;PL
трупа	carcasse	трупа	carcassa	N;INDF;FEM;SG	N;FEM;PL
поддържане	mantenere	поддържане	mantenere	N;INDF;NEUT;SG	V;NFIN
поддържане	mantieni	поддържане	mantenere	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
поддържане	mantenere	поддържане	mantenere	N;INDF;NEUT;SG	V;NFIN
поддържане	mantenendo	поддържане	mantenere	N;INDF;NEUT;SG	V;V.MSDR
предимство	vantaggi	предимство	vantaggio	N;INDF;NEUT;SG	N;MASC;PL
ямайка	giamaica	ямайка	giamaico	N;INDF;FEM;SG	ADJ;FEM;SG
кожи	cuoio	кожа	cuoio	N;INDF;FEM;PL	N;MASC;SG
кожи	pelletteria	кожа	pelletteria	N;INDF;FEM;PL	N;FEM;SG
кожи	pelle	кожа	pelle	N;INDF;FEM;PL	N;FEM;SG
кожи	pelliccia	кожа	pelliccia	N;INDF;FEM;PL	N;FEM;SG
кожи	pelliccia	кожа	pelliccia	N;INDF;FEM;PL	N;FEM;SG
неизвестни	sconosciuto	неизвестен	sconosciuto	ADJ;INDF;PL	ADJ;MASC;SG
неизвестни	sconosciuta	неизвестен	sconosciuto	ADJ;INDF;PL	V;FEM;SG;PST;V.PTCP
обстановка	dintorni	обстановка	dintorno	N;INDF;FEM;SG	N;MASC;PL
мислене	pensare	мислене	pensare	N;INDF;NEUT;SG	V;NFIN
мислене	pensando	мислене	pensare	N;INDF;NEUT;SG	V;V.MSDR
въведена	introdotte	въведа	introdotto	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
въведена	introdotti	въведа	introdurre	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
веригата	catene	верига	catena	N;DEF;FEM;SG	N;FEM;PL
клиенти	cliente	клиент	cliente	N;INDF;MASC;PL	N;SG
сложен	complicate	сложен	complicato	ADJ;INDF;MASC;SG	ADJ;FEM;PL
сложен	complicati	сложен	complicato	ADJ;INDF;MASC;SG	ADJ;MASC;PL
калоян	kalojan	калоян	kalojan	N;INDF;MASC;SG	ADJ;SG
ръководители	esecutivi	ръководител	esecutivo	N;INDF;MASC;PL	ADJ;MASC;PL
антверпен	anversa	антверпен	anversare	PROPN;INDF;MASC;SG	N;MASC;SG
чиста	puri	чист	pure	ADJ;INDF;FEM;SG	ADJ;MASC;PL
чиста	pure	чист	pure	ADJ;INDF;FEM;SG	ADV
чиста	pulite	чист	pulito	ADJ;INDF;FEM;SG	ADJ;FEM;PL
семена	seme	семе	seme	N;INDF;NEUT;PL	N;MASC;SG
марсилия	marsiglia	марсилия	marsiglia	PROPN;INDF;FEM;SG	N;FEM;SG
марсилия	marsiglia	марсилия	marsiglia	PROPN;INDF;FEM;SG	N;FEM;SG
олимпиадата	olimpiadi	олимпиада	olimpiade	N;DEF;FEM;SG	N;FEM;PL
аромат	fragranze	аромат	fragranza	N;INDF;MASC;SG	N;FEM;PL
аромат	aromi	аромат	arome	N;INDF;MASC;SG	N;MASC;PL
построяване	costruisci	построяване	costruire	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
построяване	costruire	построяване	costruire	N;INDF;NEUT;SG	V;NFIN
модерни	moderna	модерен	moderno	ADJ;INDF;PL	ADJ;FEM;SG
модерни	modern	модерен	modern	ADJ;INDF;PL	N
модерни	moderno	модерен	moderno	ADJ;INDF;PL	ADJ;MASC;SG
модерни	modernità	модерен	modernità	ADJ;INDF;PL	N;FEM
разработена	sviluppati	разработя-(се)	sviluppato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
разработена	sviluppate	разработя-(се)	sviluppato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
квебек	quebec	квебек	quebec	N;INDF;MASC;SG	PROPN
космонавт	astronauti	космонавт	astronauta	N;INDF;MASC;SG	N;MASC;PL
източни	orientale	източен	orientale	ADJ;INDF;PL	ADJ;SG
източни	orientali	източен	orientale	ADJ;INDF;PL	N;MASC;PL
източни	eastern	източен	eastern	ADJ;INDF;PL	N;SG
скандал	scandali	скандал	scandale	N;INDF;MASC;SG	N;MASC;PL
интересен	interessanti	интересен	interessante	ADJ;INDF;MASC;SG	ADJ;PL
творчески	creative	творчески	creativo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
творчески	creativi	творчески	creativo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
творчески	creatività	творчески	creatività	ADJ;INDF;MASC;SG	N;FEM
пленен	catturati	пленен	catturare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
пленен	catturate	пленен	catturato	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
видима	visibili	видим	visibile	ADJ;INDF;FEM;SG	ADJ;PL
типичен	tipici	типичен	tipico	ADJ;INDF;MASC;SG	ADJ;MASC;PL
типичен	tipiche	типичен	tipico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
вили	willi	виля-(се)	willi	N;INDF;FEM;PL	N;MASC;SG
касий	cassius	касий	cassius	PROPN;INDF;MASC;SG	N;MASC
касий	cassio	касий	cassio	PROPN;INDF;MASC;SG	N;MASC;SG
извършване	esibirsi	извършване	esibirso	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
купър	cooper	купър	coopere	PROPN;INDF;MASC;SG	N;MASC
нелсън	nelson	нелсън	nelson	PROPN;INDF;MASC;SG	N;MASC;SG
стрела	frecce	стрел	freccia	N;INDF;FEM;SG	N;FEM;PL
изложени	esposto	изложа-(се)	esporre	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
изложени	esposta	изложа-(се)	esporre	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
абу	abu	абу	abu	PROPN;INDF;MASC;SG	PROPN
протест	proteste	протест	protesta	N;INDF;MASC;SG	N;FEM;PL
протест	protestare	протест	protestare	N;INDF;MASC;SG	V;NFIN
стъкло	vetri	стъкло	vetro	N;INDF;NEUT;SG	N;MASC;PL
религиозен	religiosi	религиозен	religioso	ADJ;INDF;MASC;SG	ADJ;MASC;PL
отговори	rispondi	отговоря	rispondere	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
отговори	risposta	отговоря	risposta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
отговори	rispondi	отговоря	rispondere	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
отговори	risposta	отговоря	risposta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
отговори	rispondete	отговоря	rispondere	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;2;PRS;FIN
отговори	risposte	отговоря	risposta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;PL
отговори	risposte	отговоря	risposta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;PL
отговори	risposte	отговоря	risposta	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;PL
ибн	ibn	ибн	ibn	PROPN;INDF;MASC;SG	N
юридически	legali	юридически	legale	ADJ;INDF;MASC;SG	ADJ;PL
завладяването	conquistando	завладяване	conquistare	N;DEF;NEUT;SG	V;V.MSDR
достигнат	raggiunti	достигна	raggiungere	V;PFV;IND;PL;3;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
достигнат	raggiunta	достигна	raggiungere	V;PFV;IND;PL;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
достигнат	raggiunto	достигна	raggiungere	V;PFV;IND;PL;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
достигнат	raggiunte	достигна	raggiungere	V;PFV;IND;PL;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
достигнат	copertura	достигна	copertura	V;PFV;IND;PL;3;PRS;FIN;ACT	N;FEM;SG
достигнат	reach	достигна	reach	V;PFV;IND;PL;3;PRS;FIN;ACT	N
грант	sovvenzione	грант	sovvenzione	PROPN;INDF;MASC;SG	N;FEM;SG
грант	grant	грант	grant	PROPN;INDF;MASC;SG	N;MASC
прилагане	applica	прилагане	applicare	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
прилагане	applicare	прилагане	applicare	N;INDF;NEUT;SG	V;NFIN
химически	chemical	химически	chemical	ADJ;INDF;MASC;SG	N;FEM;SG
химически	chimiche	химически	chimico	ADJ;INDF;MASC;SG	ADJ;FEM;PL
химически	chimica	химически	chimica	ADJ;INDF;MASC;SG	N;FEM;SG
химически	chimicamente	химически	chimicamente	ADJ;INDF;MASC;SG	ADV
танц	danze	танц	danza	N;INDF;MASC;SG	N;FEM;PL
танц	ballare	танц	ballare	N;INDF;MASC;SG	V;NFIN
танц	ballate	танц	ballata	N;INDF;MASC;SG	N;FEM;PL
контекст	antecedenti	контекст	antecedente	N;INDF;MASC;SG	N;MASC;PL
контекст	background	контекст	background	N;INDF;MASC;SG	ADJ;MASC;SG
преследване	persecuzioni	преследване	persecuzione	N;INDF;NEUT;SG	N;FEM;PL
добитък	bovini	добитък	bovino	N;INDF;MASC;SG	N;MASC;PL
добитък	bovino	добитък	bovino	N;INDF;MASC;SG	ADJ;MASC;SG
анти	anti	анти	anti	ADV	ADJ
хип	fianchi	хип	fianco	N;INDF;MASC;SG	N;MASC;PL
богданов	bogdanov	богданов	bogdanov	PROPN;INDF;MASC;SG	N;MASC;SG
робер	roberto	робер	roberto	PROPN;INDF;MASC;SG	N;MASC;SG
робер	robert	робер	robert	PROPN;INDF;MASC;SG	N;MASC;SG
роб	slave	роб	slave	N;INDF;MASC;SG	N;FEM;PL
нюрнберг	norimberga	нюрнберг	norimberga	PROPN;INDF;MASC;SG	N;FEM;SG
кани	inviti	кана	invito	V;IPFV;IMP;SG;2;FIN	N;MASC;PL
кани	invita	кана	invitare	V;IPFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
есен	autunnale	есен	autunnale	N;INDF;FEM;SG	ADJ;SG
есен	cadere	есен	cadere	N;INDF;FEM;SG	V;NFIN
есен	cadi	есен	cado	N;INDF;FEM;SG	V;IND;SG;2;PRS;FIN
есен	caduta	есен	cadere	N;INDF;FEM;SG	V;FEM;SG;PST;V.PTCP
добавяне	aggiunta	добавяне	aggiungere	N;INDF;NEUT;SG	V;FEM;SG;PST;V.PTCP
добавяне	aggiungere	добавяне	aggiungere	N;INDF;NEUT;SG	V;NFIN
добавяне	aggiungi	добавяне	aggiungere	N;INDF;NEUT;SG	V;IMP;SG;2;PRS;FIN
внимателно	attento	внимателно	attento	ADV	ADJ;MASC;SG
внимателно	attenta	внимателно	attento	ADV	ADJ;FEM;SG
внимателно	attenti	внимателно	attento	ADV	ADJ;MASC;PL
аполон	apollo	аполон	apollo	N;INDF;MASC;SG	ADJ;MASC;SG
куманово	kumanovo	куманово	kumanovo	ADV	N;MASC;SG
поканен	invitati	поканя	invitare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
оригинални	originale	оригинален	originale	ADJ;INDF;PL	ADJ;SG
оригинални	original	оригинален	original	ADJ;INDF;PL	N;SG
оригинални	originali	оригинален	originale	ADJ;INDF;PL	N;MASC;PL
фокс	volpe	фокс	volpe	PROPN;INDF;MASC;SG	N;FEM;SG
фокс	fox	фокс	fox	PROPN;INDF;MASC;SG	N
фокс	volpi	фокс	volpo	PROPN;INDF;MASC;SG	N;FEM;PL
прекъсване	rompere	прекъсване	rompere	N;INDF;NEUT;SG	V;NFIN
прекъсване	interruzioni	прекъсване	interruzione	N;INDF;NEUT;SG	N;FEM;PL
идеология	ideologie	идеология	ideologia	N;INDF;FEM;SG	N;FEM;PL
готови	ready	готов	ready	ADJ;INDF;PL	N
готови	pronto	готов	pronto	ADJ;INDF;PL	ADJ;MASC;SG
готови	pronta	готов	pronto	ADJ;INDF;PL	ADJ;FEM;SG
талант	talenti	талант	talento	N;INDF;MASC;SG	N;MASC;PL
словенски	sloveni	словенски	sloveno	ADJ;INDF;MASC;SG	N;MASC;PL
словенски	sloveni	словенски	sloveno	ADJ;INDF;MASC;SG	N;MASC;PL
монета	monete	монета	moneta	N;INDF;FEM;SG	N;FEM;PL
бреша	brescia	бреша	brescia	PROPN;INDF;FEM;SG	N;FEM;SG
описан	descritti	опиша	descrivere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
описан	descritte	опиша	descrivere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
кели	kelly	келя	kelly	PROPN;INDF;FEM;SG	N
начално	elementari	начално	elementare	ADV	N;MASC;PL
начално	elementare	начално	elementare	ADV	ADJ;SG
предприемач	sviluppatori	предприемач	sviluppatore	N;INDF;MASC;SG	N;MASC;PL
необходима	necessari	необходим	necessario	ADJ;INDF;FEM;SG	ADJ;MASC;PL
необходима	necessarie	необходим	necessario	ADJ;INDF;FEM;SG	ADJ;FEM;PL
извърши	eseguiti	извърша	eseguire	V;PFV;IMP;SG;2;PST;FIN	V;MASC;PL;PST;V.PTCP
разпределени	assegnata	разпределя	assegnare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
разпределени	assegnato	разпределя	assegnare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
разпределени	distribuito	разпределя	distribuire	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
разпределени	distribuita	разпределя	distribuire	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
класация	classifiche	класация	classifica	N;INDF;FEM;SG	N;FEM;PL
нашествие	invasioni	нашествие	invasione	N;INDF;NEUT;SG	N;FEM;PL
типично	tipici	типичен	tipico	ADV	ADJ;MASC;PL
типично	tipico	типичен	tipico	ADV	ADJ;MASC;SG
типично	tipica	типичен	tipico	ADV	ADJ;FEM;SG
типично	tipiche	типичен	tipico	ADV	ADJ;FEM;PL
мъри	moray	мъря-(се)	moray	PROPN;INDF;MASC;SG	N;MASC
мъри	murray	мъря-(се)	murray	PROPN;INDF;MASC;SG	N;MASC;SG
красота	bellezze	красота	bellezza	N;INDF;FEM;SG	N;FEM;PL
пий	bevi	пий	bere	N;INDF;MASC;SG	V;IMP;SG;2;PRS;FIN
пий	bere	пий	bere	N;INDF;MASC;SG	V;NFIN
пий	bevande	пий	bevanda	N;INDF;MASC;SG	N;FEM;PL
обмен	scambi	обмен	scambio	N;INDF;MASC;SG	N;MASC;PL
сложна	complessità	сложен	complessità	ADJ;INDF;FEM;SG	N;FEM
сложна	complessi	сложен	complesso	ADJ;INDF;FEM;SG	N;MASC;PL
сложна	complesse	сложен	complesso	ADJ;INDF;FEM;SG	ADJ;FEM;PL
сложна	complicate	сложен	complicato	ADJ;INDF;FEM;SG	ADJ;FEM;PL
сложна	complicati	сложен	complicato	ADJ;INDF;FEM;SG	ADJ;MASC;PL
дипломати	diplomatico	дипломат	diplomatico	N;INDF;MASC;PL	ADJ;MASC;SG
оклахома	oklahoma	оклахом	oklahoma	PROPN;INDF;MASC;SG	N;MASC
кози	capra	коза	capra	N;INDF;FEM;PL	N;FEM;SG
болка	dolori	болка	dolore	N;INDF;FEM;SG	N;MASC;PL
съставени	composta	съставя	comporre	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
ники	nicky	ника	nicky	PROPN;INDF;MASC;SG	N;MASC
ники	nikki	ника	nikki	PROPN;INDF;MASC;SG	N
ники	niki	ника	nikio	PROPN;INDF;MASC;SG	N;MASC;SG
ники	nicki	ника	nickio	PROPN;INDF;MASC;SG	N
публични	pubblica	публичен	pubblico	ADJ;INDF;PL	ADJ;FEM;SG
публични	public	публичен	public	ADJ;INDF;PL	N
публични	pubblico	публичен	pubblico	ADJ;INDF;PL	ADJ;MASC;SG
яна	jana	яна	jana	PROPN;INDF;FEM;SG	N;FEM;SG
яна	yana	яна	yana	PROPN;INDF;FEM;SG	N;MASC;SG
матю	matteo	матю	matteo	PROPN;INDF;MASC;SG	N;MASC;SG
клара	klara	клар	klara	PROPN;INDF;FEM;SG	N;FEM;SG
клара	clara	клар	clara	PROPN;INDF;FEM;SG	N;FEM;SG
публикувано	pubblicate	публикувам	pubblicare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
публикувано	pubblicati	публикувам	pubblicare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
публикувано	inviato	публикувам	inviato	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;MASC;SG
адамс	addams	адамс	addams	PROPN;INDF;MASC;SG	N
адамс	adams	адамс	adams	PROPN;INDF;MASC;SG	N;MASC;SG
краен	final	краен	final	ADJ;INDF;MASC;SG	N
краен	finali	краен	finale	ADJ;INDF;MASC;SG	ADJ;PL
краен	estreme	краен	estremo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
краен	extreme	краен	extreme	ADJ;INDF;MASC;SG	N
местна	local	местен	local	ADJ;INDF;FEM;SG	N
бирата	birre	бира	birra	N;DEF;FEM;SG	N;FEM;PL
мярка	misurare	мярка	misurare	N;INDF;FEM;SG	V;NFIN
вятъра	eolico	вятър	eolico	N;DEF;MASC;SG	ADJ;MASC;SG
росен	rosen	росен	rosent	PROPN;INDF;MASC;SG	N;MASC
силвия	sylvia	силвия	sylvia	PROPN;INDF;FEM;SG	N;FEM;SG
силвия	silvia	силвия	silvia	PROPN;INDF;FEM;SG	N;FEM;SG
силвия	silvia	силвия	silvia	PROPN;INDF;FEM;SG	N;FEM;SG
попова	popova	попова-(се)	popovare	PROPN;INDF;FEM;SG	N;FEM;SG
железопътен	ferrovia	железопътен	ferrovia	ADJ;INDF;MASC;SG	N;FEM;SG
железопътен	ferrovie	железопътен	ferrovia	ADJ;INDF;MASC;SG	N;FEM;PL
железопътен	rail	железопътен	rail	ADJ;INDF;MASC;SG	N
железопътен	rotaia	железопътен	rotaia	ADJ;INDF;MASC;SG	N;FEM;SG
железопътен	ferrovia	железопътен	ferrovia	ADJ;INDF;MASC;SG	N;FEM;SG
железопътен	ferrovie	железопътен	ferrovia	ADJ;INDF;MASC;SG	N;FEM;PL
тери	terry	тера	terry	PROPN;INDF;MASC;SG	N
мавритания	mauritania	мавритание	mauritania	PROPN;INDF;FEM;SG	ADJ;FEM;SG
квалификация	qualifiche	квалификация	qualifica	N;INDF;FEM;SG	N;FEM;PL
квалификация	qualificazioni	квалификация	qualificazione	N;INDF;FEM;SG	N;FEM;PL
квалификация	qualificazioni	квалификация	qualificazione	N;INDF;FEM;SG	N;FEM;PL
отстраняване	sospensioni	отстраняване	sospensione	N;INDF;NEUT;SG	N;FEM;PL
осъдени	condannato	осъдя	condannare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
осъдени	condannata	осъдя	condannare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
осъдени	condannato	осъдя	condannare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
осъдени	condannata	осъдя	condannare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
осъдени	detenuti	осъдя	detenuto	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
юстиниан	giustiniano	юстиниан	giustiniare	N;INDF;MASC;SG	ADJ;MASC;SG
спечелени	meritato	спечеля	meritato	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
спечелени	guadagnata	спечеля	guadagnare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
спечелени	guadagnati	спечеля	guadagnato	V;PFV;INDF;PL;V.PTCP;PASS	N;MASC;PL
спечелени	guadagnato	спечеля	guadagnare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
хаити	haitiano	хаит	haitiano	N;INDF;MASC;SG	ADJ;MASC;SG
значим	significative	значим	significativo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
значим	significativi	значим	significativo	ADJ;INDF;MASC;SG	ADJ;MASC;PL
антонов	antonov	антонов	antonov	PROPN;INDF;MASC;SG	N
статистически	statisticamente	статистически	statisticamente	ADJ;INDF;MASC;SG	ADV
статистически	statistica	статистически	statistica	ADJ;INDF;MASC;SG	N;FEM;SG
сена	sena	сена	sena	N;INDF;MASC;SG	ADJ;SG
диалог	dialoghi	диалог	dialogo	N;INDF;MASC;SG	N;MASC;PL
малцинство	minoranze	малцинство	minoranza	N;INDF;NEUT;SG	N;FEM;PL
зелена	green	зелен	green	ADJ;INDF;FEM;SG	N
зелена	verdi	зелен	verde	ADJ;INDF;FEM;SG	N;MASC;PL
