başrolde	بطولة	başrol	بُطُولَة	N;ESS;SG;3	N;NOM;INDF;SG
müzisyenler	الموسيقيين	müzisyen	مُوسِيقِيّ	N;NOM;PL;3	ADJ;ACC;DEF;MASC;PL
müttefikler	حلفاء	müttefik	حَلِيف	N;NOM;PL;3	ADJ;NOM;INDF;MASC;PL
kanatları	اجنحة	kanat	اجنحة	N;ACC;PL;3	
kanatları	الاجنحة	kanat	جَنَاح	N;ACC;PL;3	N;NOM;DEF;PL
çinko	الزنك	çinko	الزنك		N;NOM;DEF;SG
mickey	ميكي	mickey	ميكي		
tora	تورا	tor	تورا		
canım	الغالي	can	الغالي	N;NOM;SG;3	
canım	عزيزي	can	عزيزي	N;NOM;SG;3	
canım	عزيز	can	عزيز	N;NOM;SG;3	
canım	عزيزتي	can	عزيزتي	N;NOM;SG;3	
zen	زين	zen	زين		
zen	زن	zen	زَنّ		
preston	بريستون	preston	برِيستُون	PROPN;NOM;SG;3	
manson	مانسون	manson	مَانسُون	PROPN;NOM;SG;3	
chang	تشانغ	chang	تشَانغ		
yasaktır	محرم	yasak	محرم	ADJ	N;NOM;INDF;SG
yasaktır	حرام	yasak	حَرَام	ADJ	
saran	ساران	sara	سَارَان		
avcılar	الصيادين	avcı	صَيَاد		N;NOM;DEF;PL
avcılar	الصيادون	avcı	صَيَاد		N;NOM;DEF;PL
avcılar	صيادين	avcı	صِيَاد		N;NOM;INDF;PL
avcılar	هانتر	avcı	هانتر		
avcılar	صياد	avcı	صياد		
avcılar	هنتر	avcı	هنتر		
avcılar	المفترسين	avcı	مُفتَرِس		N;NOM;DEF;PL
merdiven	سلم	merdiven	سَلَّم		V;PFV;MASC;SG;3;ACT
merdiven	السلم	merdiven	سِلم		N;NOM;DEF;SG
merdiven	سلالم	merdiven	سَلَالَم		N;NOM;INDF;PL
merdiven	الدرج	merdiven	الدرج		N;NOM;DEF;SG
merdiven	الدرجات	merdiven	دَرَجَة		N;NOM;DEF;PL
merdiven	السلالم	merdiven	سَلَالَم		N;NOM;DEF;PL
merdiven	سلالم	merdiven	سَلَالَم		N;NOM;INDF;PL
felaket	الكوارث	felaket	كَارِثَة		N;NOM;DEF;PL
felaket	كارثة	felaket	كَارِثَة		N;NOM;INDF;SG
felaket	الكارثة	felaket	كَارِثَة		N;NOM;DEF;SG
felaket	الكارثة	felaket	كَارِثَة		N;NOM;DEF;SG
cardiff	كارديف	cardiff	كارديف	PROPN;NOM;SG;3	
lodge	لودج	lodge	لودج	N;NOM;SG;3	
annie	اني	annie	اني		
annie	انى	annie	إِنَى		
geceler	الليالي	gece	الليالي	N;NOM;PL;3	
geceler	ليالي	gece	ليالي	N;NOM;PL;3	
geceler	ليلا	gece	ليلا	N;NOM;PL;3	N;NOM;INDF;SG
geceler	الليل	gece	لَيل	N;NOM;PL;3	N;NOM;DEF;SG
geceler	ليلة	gece	لَيلَة	N;NOM;PL;3	N;NOM;INDF;SG
geceler	ليل	gece	لَيل	N;NOM;PL;3	N;NOM;INDF;SG
kuyu	ويلز	kuyu	ويلز		
kuyu	ابار	kuyu	أَبَار		
kuyu	الابار	kuyu	بِئر		N;NOM;DEF;PL
tercüman	مترجم	tercüman	مُتَرجِم		N;NOM;INDF;SG
tercüman	مترجمة	tercüman	مُتَرَجِّم		N;NOM;INDF;SG
tercüman	المترجم	tercüman	مُتَرَجِّم		ADJ;NOM;DEF;MASC;SG
tercüman	مترجم	tercüman	مُتَرجِم		N;NOM;INDF;SG
tercüman	المترجم	tercüman	مُتَرَجِّم		ADJ;NOM;DEF;MASC;SG
dylan	ديلين	dylan	ديلين		
dylan	ديلن	dylan	دَيلَن		
dylan	ديلان	dylan	دِيلَان		
yetkililer	سلطات	yetkili	سُلطَة	ADJ;NOM;PL;3	N;NOM;INDF;PL
yetkililer	السلطات	yetkili	سُلطَة	ADJ;NOM;PL;3	N;NOM;DEF;PL
yetkililer	مسؤولين	yetkili	مَسؤُول	ADJ;NOM;PL;3	N;NOM;INDF;PL
yetkililer	المسؤولين	yetkili	مَسؤُول	ADJ;NOM;PL;3	N;NOM;DEF;PL
tarayıcı	ماسح	tarayıcı	ماسح	N;NOM;SG;3	
kafası	راسي	kafa	راسي	N;NOM;SG;3	
kafası	راس	kafa	رَأس	N;NOM;SG;3	
konsept	المفهوم	konsept	مَفهُوم		N;NOM;DEF;SG
sfondo	sfon	sfondo	عِثَام		
bochum	بوخوم	boch	بوخوم	PROPN;NOM;SG;3	
guillaume	غيوم	guillaume	غِيَوم	ADV	
krasnodar	كراسنودار	krasnodar	كراسنودار	PROPN;NOM;SG;3	
doğuştan	خلقي	doğuş	خلقي	N;AT+ABL;SG;3	ADJ;NOM;INDF;MASC;SG
doğuştan	ولد	doğuş	وَلَد	N;AT+ABL;SG;3	N;NOM;INDF;SG
doğuştan	تولد	doğuş	تَوَلُّد	N;AT+ABL;SG;3	V;IPFV;FEM;IND;SG;3;FIN;ACT
doğuştan	مولود	doğuş	مولود	N;AT+ABL;SG;3	N;NOM;INDF;SG
doğuştan	يولد	doğuş	وَلَّد	N;AT+ABL;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
doğuştan	ولدت	doğuş	وَلَد	N;AT+ABL;SG;3	V;PFV;FEM;SG;3;PASS
gaulle	غول	gau	غَولَة	PROPN;NOM;SG;3	
neptün	نبتون	neptün	نبتون		
asa	الموظفون	asa	مُوَظَّف		N;NOM;DEF;PL
asa	موظفون	asa	مُوَظَّف		N;NOM;INDF;PL
asa	الموظفين	asa	مُوَظَّف		N;NOM;DEF;PL
olympia	اوليمبيا	olympia	أُولِيمبِيَا	PROPN;NOM;SG;3	
zambiya	زامبيا	zambi	زَامبِيَا	PROPN;NOM;SG;3	
elf	قزم	elf	قَزَّم		N;NOM;INDF;SG
elf	الجان	elf	جَان		N;NOM;DEF;SG
sant	سانت	sant	سَان	PROPN;NOM;SG;3	
ninja	نينجا	ninja	نينجا		
ninja	النينجا	ninja	النينجا		
prestijli	المرموقة	prestijli	مَرمُوق		ADJ;NOM;DEF;FEM;SG
als	a	als	a		
barrett	باريت	barrett	بَارِيت		
alfredo	الفريدو	alfret	الفريدو		
coca	الكوكا	coca	الكوكا		
coca	كوكا	coca	كُوكَا		
yanan	يحترق	yan	اِحتَرَق		V;IPFV;MASC;IND;SG;3;FIN;ACT
yanan	احتراق	yan	اِحتِرَاق		N;NOM;INDF;SG
yanan	حرق	yan	حَرق		
yanan	الحرق	yan	حَرِيق		N;NOM;DEF;SG
yanan	تحترق	yan	اِحتَرَق		V;IPFV;MASC;IND;SG;3;FIN;ACT
kullanıyor	باستعمال	kullan	باستعمال	V;PROG;IND;SG;3;POS;INFM;PRS	N;GEN;DEF;SG
kullanıyor	استعمال	kullan	اِستِعمَال	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;SG
kullanıyor	استخدام	kullan	اِستِخدَام	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;SG
kullanıyor	باستخدام	kullan	باستخدام	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;SG
kullanıyor	الاستخدامات	kullan	اِستِخدَام	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;DEF;PL
kullanıyor	استخدامات	kullan	اِستِخدَام	V;PROG;IND;SG;3;POS;INFM;PRS	N;NOM;INDF;PL
kullanıyor	يقود	kullan	قَاد	V;PROG;IND;SG;3;POS;INFM;PRS	V;IPFV;MASC;IND;SG;3;FIN;ACT
eklem	مشتركة	eklem	مُشتَرَك		ADJ;NOM;INDF;FEM;SG
keyfi	تعسفية	keyif	تَعسِفِيّ	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
keyfi	تعسفي	keyif	تَعَسُّفِيّ	N;NOM;SG;3	
keyfi	التعسفي	keyif	تَعسِفِيّ	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
enrique	انريكي	enriş	أَنرِيكِيّ	PROPN;NOM;SG;3	
kabil	كابول	kabil	كابول		
kabil	كابل	kabil	كَابِلَ		
neşe	فرح	neş	فُرحَة		
neşe	فرحة	neş	فَرحَة		N;NOM;INDF;SG
neşe	الفرح	neş	فُرحَة		N;NOM;DEF;SG
neşe	بهجة	neş	بَهجَة		
neşe	افراح	neş	فَرَح		
kireç	لايم	kireç	لايم		
dişiler	اناث	dişi	أَنَاث	ADJ;NOM;PL;3	N;NOM;INDF;SG
dişiler	الاناث	dişi	أَنَاث	ADJ;NOM;PL;3	N;NOM;DEF;PL
andrews	اندروز	andrews	اندروز	PROPN;NOM;SG;3	
tüketimi	استهلاك	tüket	اِستِهلَاك	N;ACC;SG;3	N;NOM;INDF;SG
tüketimi	الاستهلاك	tüket	اِستِهلَاك	N;ACC;SG;3	N;NOM;DEF;SG
rakipleri	المنافسين	rakip	مُنَافِس	N;ACC;PL;3	N;NOM;DEF;PL
rakipleri	المعارضون	rakip	مُعَارِض	N;ACC;PL;3	N;NOM;DEF;PL
rakipleri	الخصوم	rakip	خُصُوم	N;ACC;PL;3	N;NOM;DEF;PL
rakipleri	المعارضين	rakip	مُعَارِض	N;ACC;PL;3	N;NOM;DEF;PL
rakipleri	خصوم	rakip	خَصم	N;ACC;PL;3	
asma	الكروم	as	كُرُوم		N;NOM;DEF;SG
asma	فاينز	as	فاينز		
zehra	زهرة	zehra	زُهرَة		N;NOM;INDF;SG
zehra	الزهراء	zehra	زَهرَاء		N;NOM;DEF;SG
hece	المقاطع	hece	مَقطَع	N;NOM;SG;3	N;NOM;DEF;PL
hece	مقاطع	hece	مَقطَعَة	N;NOM;SG;3	N;NOM;INDF;PL
hayırlı	مبارك	hayırlı	مبارك		
hayırlı	مباركة	hayırlı	مباركة		ADJ;NOM;INDF;FEM;SG
hayırlı	المباركة	hayırlı	مُبَارَكَة		N;NOM;DEF;SG
düşme	سقوط	düş	سُقُوط		N;NOM;INDF;SG
düşme	اسقط	düş	أَسقَط		V;PFV;MASC;SG;3;ACT
düşme	السقوط	düş	سُقُوط		N;NOM;DEF;SG
düşme	الخريف	düş	خَرِيف		N;NOM;DEF;SG
oniki	twel	oniki	قَثِش		
uzmanlar	متخصصين	uzman	مُتَخَصِّص	ADJ;NOM;PL;3	ADJ;ACC;INDF;MASC;PL
uzmanlar	خبراء	uzman	خَبِير	ADJ;NOM;PL;3	N;NOM;INDF;PL
uzmanlar	الخبراء	uzman	خَبِير	ADJ;NOM;PL;3	N;NOM;DEF;PL
portre	بورتريه	portre	بُورترِيه		
kanıtı	برهان	kanıt	بُرهَان		
kanıtı	دليل	kanıt	دَلِيل		N;NOM;INDF;SG
kanıtı	اثبات	kanıt	إِثبَات		N;NOM;INDF;SG
kanıtı	البرهان	kanıt	بَرهَان		N;NOM;DEF;SG
darius	داريوس	darius	دَارِيُوس		
genişlik	العرض	genişlik	عَرض		N;NOM;DEF;SG
karpuz	ميلون	karpuz	ميلون		
karpuz	البطيخ	karpuz	البطيخ		N;NOM;DEF;SG
karpuz	البطيخ	karpuz	البطيخ		N;NOM;DEF;SG
mama	المعادلة	mama	مُعَادَلَة		N;NOM;DEF;SG
mama	الصيغة	mama	صِيغَة		N;NOM;DEF;SG
mama	صيغة	mama	صِيغَة		N;NOM;INDF;SG
basitçe	ببساطة	basitçe	ببساطة		N;NOM;INDF;SG
basitçe	ببساطه	basitçe	ببساطه		N;NOM;DEF;SG
wwf	wwf	wwf	مُثَّة	N;NOM;SG;3	
palmer	بالمر	palmer	بالمر	PROPN;NOM;SG;3	
sikke	عملة	sikke	عُملَة		N;NOM;INDF;SG
hırsız	اللصوص	hırsız	لِصّ		N;NOM;DEF;PL
hırsız	لصا	hırsız	لَصَا		
hırsız	لص	hırsız	لِصّ		N;NOM;INDF;SG
hırsız	اللص	hırsız	اللص		N;NOM;DEF;SG
imalat	الصنع	imalat	صَنع		N;NOM;DEF;SG
imalat	تصنيع	imalat	تَصنِيع		N;NOM;INDF;SG
imalat	التصنيع	imalat	تَصنِيع		N;NOM;DEF;SG
imalat	الانتاج	imalat	إِنتَاج		N;NOM;DEF;SG
imalat	انتاج	imalat	إِنتَاج		N;NOM;INDF;SG
imalat	تصنيع	imalat	تَصنِيع		N;NOM;INDF;SG
imalat	التصنيع	imalat	تَصنِيع		N;NOM;DEF;SG
korunmuş	محمية	korun	محمية	V;PFV;NFH;IND;POS;PST;V.PTCP	N;NOM;INDF;SG
korunmuş	محمي	korun	محمي	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
çayır	المرج	çayır	مَرَج		
çayır	البراري	çayır	بَرَّارِيّ		
çayır	المرج	çayır	مَرَج		
çayır	ميدو	çayır	ميدو		
çayır	مرج	çayır	مرج		
çayır	المروج	çayır	مُرُوج		
çayır	ميدوز	çayır	ميدوز		
joy	فرح	joy	فُرحَة		
joy	فرحة	joy	فَرحَة		N;NOM;INDF;SG
joy	الفرح	joy	فُرحَة		N;NOM;DEF;SG
joy	بهجة	joy	بَهجَة		
beth	بيث	beth	بَيثُ		
yün	الصوف	yün	صَوف		N;NOM;DEF;SG
yün	صوف	yün	صَوفَ		N;NOM;INDF;SG
cebir	جبر	cebir	جبر	N;NOM;SG;3	
kenny	كيني	kenny	كِينِيّ		
konuşmalar	خطابات	konuş	خِطَاب	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;PL
konuşmalar	الخطب	konuş	خُطبَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;PL
konuşmalar	الخطابات	konuş	خِطَاب	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;PL
konuşmalar	الاحاديث	konuş	حَدِيث	V;PFV;NOM;IND;POS;PRS;V.MSDR	
konuşmalar	محادثات	konuş	مُحَادَثَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;PL
konuşmalar	المحادثات	konuş	مُحَادَثَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;PL
güneşi	صن	güneş	صَن	N;NOM;SG;3	
güneşi	شمس	güneş	شمس	N;NOM;SG;3	
shimizu	شيميزو	shi	شيميزو	NUM;ACC;SG;3	
diane	دايان	diane	دايان		
diane	ديان	diane	دِيَان		
yukon	يوكون	yukon	يُوكُون	INTJ	
imagesize	imag	images	حَاصِه		
pound	رطل	pound	رَطل		N;NOM;INDF;SG
pound	جنيه	pound	جُنَيه		N;NOM;INDF;SG
pound	جنيه	pound	جُنَيه		N;NOM;INDF;SG
mel	ميل	mel	مِيل		
nano	النانو	nano	النانو		N;NOM;DEF;SG
nano	نانو	nano	نانو		
kimyager	كيميائي	kimyager	كِيمِيَائِيّ		ADJ;NOM;INDF;MASC;SG
kimyager	الكيميائي	kimyager	كِيمِيَائِيّ		
midilli	المهور	midilli	مُهُور		N;NOM;DEF;SG
midilli	مهر	midilli	مهر		
midilli	المهر	midilli	مَهر		N;NOM;DEF;SG
büyülü	المسحورة	büyül	مَسحُور		ADJ;NOM;DEF;FEM;SG
büyülü	السحر	büyül	سِحر		N;NOM;DEF;SG
büyülü	سحر	büyül	سِحر		N;NOM;INDF;SG
büyülü	سحري	büyül	سِحرِيّ		ADJ;NOM;INDF;MASC;SG
oval	البيضاوي	oval	بَيضَاوِيّ		
oval	بيضاوي	oval	بيضاوي		
inka	الانكا	inka	الانكا		N;NOM;DEF;PL
şaşırtıcı	مدهش	şaşırtıcı	مدهش		
şaşırtıcı	المستغرب	şaşırtıcı	مُستَغرِب		ADJ;NOM;DEF;MASC;SG
yoğurt	لبن	yoğurt	لبن	N;NOM;SG;3	
teleskop	تلسكوب	teleskop	تَلَسكُوب	N;NOM;SG;3	
teleskop	التلسكوبات	teleskop	تِلسكُوبَة	N;NOM;SG;3	N;NOM;DEF;PL
coupe	كوبيه	coupe	كوبيه		
martha	مارثا	martha	مَارِث		
yahoo	ياهو	yahoo	ياهو		
saatleri	الساعات	saat	سَاعَة	N;ACC;PL;3	N;NOM;DEF;PL
saatleri	ساعات	saat	سَاعَة	N;ACC;PL;3	N;NOM;INDF;PL
saatleri	الساعات	saat	سَاعَة	N;ACC;PL;3	N;NOM;DEF;PL
saatleri	الساعات	saat	سَاعَة	N;ACC;PL;3	N;NOM;DEF;PL
saatleri	ساعات	saat	سَاعَة	N;ACC;PL;3	N;NOM;INDF;PL
loire	لوار	loire	لِوَار	PROPN;NOM;SG;3	
harem	الحريم	harem	حَرِيم		N;NOM;DEF;SG
gerald	جيرالد	gerald	جِيرَالد		
sandal	صندل	sandal	صُندُل		N;NOM;INDF;SG
sandal	المركب	sandal	مُرَكَّب		N;NOM;DEF;SG
sandal	القارب	sandal	قَارِب		N;NOM;DEF;SG
sandal	قارب	sandal	قَارِب		N;NOM;INDF;SG
sandal	زورق	sandal	زورق		N;NOM;INDF;SG
sandal	مركب	sandal	مركب		N;NOM;INDF;SG
çekiç	المطارق	çekiç	مِطرَق		
çekiç	هامر	çekiç	هَامِر		
çekiç	المطرقة	çekiç	مُطَّرِق		N;NOM;DEF;SG
çekiç	مطرقة	çekiç	مطرقة		N;NOM;INDF;SG
ortaklığı	الشراكة	ortaklık	شِرَاكَة	N;ACC;SG;3	N;NOM;DEF;SG
ortaklığı	شراكة	ortaklık	شِرَاكَة	N;ACC;SG;3	N;NOM;INDF;SG
çizer	يسحب	çizer	سَحَب		V;IPFV;MASC;IND;SG;3;FIN;ACT
çizer	يرسم	çizer	رَسَم		V;IPFV;MASC;IND;SG;3;FIN;ACT
verin	اعطاء	ver	إِعطَاء	V;PFV;IMP;PL;2;POS;PRS	N;NOM;INDF;SG
verin	اعطي	ver	أَعطَى	V;PFV;IMP;PL;2;POS;PRS	V;PFV;MASC;SG;3;ACT
papua	بابوا	papua	بَابَى	PROPN;NOM;SG;3	
nikaragua	نيكاراغوا	nikarag	نيكاراغوا	PROPN;NOM;SG;3	
boca	بوكا	boca	بوكا		
benzerlikler	التشابه	benzerlik	تَشَابُه	N;NOM;PL;3	
benzerlikler	تشابه	benzerlik	تَشَابُه	N;NOM;PL;3	N;NOM;INDF;SG
yenilikçi	التدريجي	yenilikçi	تَدرِيجِيّ	N;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
yenilikçi	تدريجي	yenilikçi	تَدرِيجِيّ	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
yenilikçi	مبتكر	yenilikçi	مُبتَكِر	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
yenilikçi	مبتكرة	yenilikçi	مُبتَكِر	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
şebeke	شبكة	şebek	شَبَكَة		N;NOM;INDF;SG
şebeke	الشبكة	şebek	شَبَكَة		N;NOM;DEF;SG
pokémon	بوكيمون	pokémon	بوكيمون		
irving	ايرفينغ	irving	ايرفينغ	PROPN;NOM;SG;3	
susuz	عطشان	susuz	عطشان		
badem	اللوز	badem	اللوز		N;NOM;DEF;SG
badem	اللوز	badem	اللوز		N;NOM;DEF;SG
badem	لوز	badem	لوز		
basamak	خطوة	basamak	خَطوَة		N;NOM;INDF;SG
basamak	الخطوة	basamak	خَطوَة		N;NOM;DEF;SG
basamak	الخطوات	basamak	خَطوَة		N;NOM;DEF;PL
basamak	خطوات	basamak	خَطوَة		N;NOM;INDF;PL
scalemajor	scalemaj	scalema	scalemaj		
salgın	اندلاع	salgın	اِندِلَاع		N;NOM;INDF;SG
salgın	تفشي	salgın	تَفَشِّي		N;NOM;INDF;SG
salgın	الطاعون	salgın	طَاعُون		N;NOM;DEF;SG
salgın	وباء	salgın	وَبَاء		N;NOM;INDF;SG
salgın	الوباء	salgın	وَبَاء		N;NOM;DEF;SG
salgın	وباء	salgın	وَبَاء		N;NOM;INDF;SG
salgın	الوباء	salgın	وَبَاء		N;NOM;DEF;SG
tüylü	مشعر	tüylü	مشعر		
tüylü	ضبابي	tüylü	ضبابي		ADJ;NOM;INDF;MASC;SG
timothy	تيموثي	timothy	تيموثي		
kyle	كايل	kyle	كايل		
logan	لوغان	logan	لُوغَان	PROPN;NOM;SG;3	
logan	لوجان	logan	لُوجَان	PROPN;NOM;SG;3	
caf	الكاف	caf	كَافّ		
giysi	ملابس	giy	مَلبَس		N;NOM;INDF;PL
giysi	الملابس	giy	مَلبَس		N;NOM;DEF;PL
yuki	يوكي	yuki	يُوكِي		
woods	الغابات	woods	غَابَة		N;NOM;DEF;PL
woods	غابات	woods	غَابَة		N;NOM;INDF;PL
orton	اورتن	orton	اورتن		
tüketici	المستهلك	tüketici	مُستَهلِك		N;NOM;DEF;SG
tüketici	المستهلكين	tüketici	مُستَهلِك		N;NOM;DEF;PL
tüketici	المستهلكون	tüketici	مُستَهلِك		N;NOM;DEF;PL
luca	لوكا	lica	لوكا		
nash	ناش	nash	نَاش		
jenny	جينى	jenny	جِينِيّ		
jenny	جيني	jenny	جيني		
üstesinden	التغلب	üste	تَغَلُّب	N;AT+ABL;SG;3	N;NOM;DEF;SG
üstesinden	التغلب	üste	تَغَلُّب	N;AT+ABL;SG;3	N;NOM;DEF;SG
veba	الوباء	veba	وَبَاء		N;NOM;DEF;SG
veba	الطاعون	veba	طَاعُون		N;NOM;DEF;SG
terme	تيرمي	terme	تيرمي	PROPN;NOM;SG;3	
volvo	فولفو	volvo	فُولفُو	N;NOM;SG;3	
kopyala	نسخة	kopyal	نُسخَة	V;PFV;IMP;SG;2;POS;PRS	N;NOM;INDF;SG
kopyala	علم	kopyal	عَلِم	V;PFV;IMP;SG;2;POS;PRS	V;PFV;MASC;SG;3;ACT
kopyala	نسخ	kopyal	نُسخَة	V;PFV;IMP;SG;2;POS;PRS	N;NOM;INDF;SG
erdemli	الصالحين	erdemli	صَالِح		ADJ;ACC;DEF;MASC;PL
fiber	الياف	fiber	يَاف		
fiber	الالياف	fiber	لِيف		N;NOM;DEF;PL
cent	سنتا	cent	سِنت		
shakira	شاكيرا	shakira	شاكيرا		
indirildi	حملت	in	حَمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
indirildi	حمل	in	حَمَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
indirildi	نزلت	in	نَزَل	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
bölünme	شعبة	böl	شُعبَة	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;INDF;SG
bölünme	الشعبة	böl	شُعبَة	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;DEF;SG
boşandı	مطلق	boşa	مُطلَق	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;MASC;SG
boşandı	مطلقة	boşa	مُطلَق	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;INDF;FEM;SG
teşkilat	الوكالة	teşkilat	وِكَالَة		N;NOM;DEF;SG
teşkilat	وكالة	teşkilat	وِكَالَة		N;NOM;INDF;SG
engellenmiş	محظور	engelle	مَحظُور	V;PFV;NFH;IND;SG;3;POS;PST	ADJ;NOM;INDF;MASC;SG
örgütleri	منظمات	örgüt	مُنَظَّمَة	N;ACC;PL;3	N;NOM;INDF;PL
örgütleri	المنظمات	örgüt	مُنَظَّمَة	N;ACC;PL;3	N;NOM;DEF;PL
columbus	كولومبوس	columbus	كُولُومبُوس	PROPN;NOM;SG;3	
dindar	الدينية	dindar	دِينِيّ		ADJ;NOM;DEF;FEM;SG
dindar	دينية	dindar	دِينِيّ		ADJ;NOM;INDF;FEM;SG
dindar	الديني	dindar	دِينِيّ		ADJ;NOM;DEF;MASC;SG
dindar	متدين	dindar	متدين		ADJ;NOM;INDF;MASC;DU
pardus	pard	pardus	مَصِيد		
kilogram	كيلوغرام	kilogram	كيلوغرام		
kilogram	كيلوجرام	kilogram	كِيلُوجرَام		N;NOM;INDF;SG
yıkıcı	التخريبية	yıkıcı	تَخرِيبِيّ		ADJ;NOM;DEF;FEM;SG
holden	هولدن	hol	هُوَ	N;AT+ABL;SG;3	
mans	مانز	mans	مانز	PROPN;NOM;SG;3	
simge	رمز	simge	رَمز		N;NOM;INDF;SG
simge	الرمز	simge	رَمز		N;NOM;DEF;SG
simge	رمزا	simge	رَمز		N;ACC;INDF;SG
simge	رمز	simge	رَمز		N;NOM;INDF;SG
simge	ايقونة	simge	ايقونة		N;NOM;INDF;SG
julio	خوليو	julio	خُولِيُو		
julio	جوليو	julio	جُولِيُو		
aktarma	تمزيق	aktarma	تَمزِيق		N;NOM;INDF;SG
ayrıntı	التفصيل	ayrıntı	تَفصِيل		N;NOM;DEF;SG
ayrıntı	تفاصيل	ayrıntı	تَفصِيل		N;NOM;INDF;PL
ayrıntı	التفاصيل	ayrıntı	تَفصِيل		N;NOM;DEF;PL
ayrıntı	تفصيل	ayrıntı	تَفصِيل		N;NOM;INDF;SG
ayrıntı	تفاصيل	ayrıntı	تَفصِيل		N;NOM;INDF;PL
ayrıntı	التفاصيل	ayrıntı	تَفصِيل		N;NOM;DEF;PL
ayrıntı	للتفاصيل	ayrıntı	للتفاصيل		N;GEN;DEF;SG
montaj	جمعية	montaj	جَمعِيَّة		N;NOM;INDF;SG
montaj	الجمعية	montaj	جَمعِيَّة		N;NOM;DEF;SG
montaj	المتصاعدة	montaj	مُتَصَاعِد		ADJ;NOM;DEF;FEM;SG
montaj	التعديل	montaj	تَعدِيل		N;NOM;DEF;SG
montaj	تحرير	montaj	تَحرِير		N;NOM;INDF;SG
montaj	التحرير	montaj	تَحرِير		N;NOM;DEF;SG
montaj	التركيب	montaj	تَركِيب		N;NOM;DEF;SG
montaj	تثبيت	montaj	تَثبِيت		N;NOM;INDF;SG
montaj	التثبيت	montaj	تَثبِيت		N;NOM;DEF;SG
montaj	تركيب	montaj	تَركِيب		N;NOM;INDF;SG
montaj	المونتاج	montaj	مُونتَاج		N;NOM;DEF;SG
tarikat	الطائفة	tarikat	طَائِفَة		N;NOM;DEF;SG
tarikat	عبادة	tarikat	عبادة		N;NOM;INDF;SG
tarikat	طائفة	tarikat	طَائِفَة		N;NOM;INDF;SG
boşa	النفايات	boşa	نُفَايَة		N;NOM;DEF;PL
boşa	هدر	boşa	هَدر		N;NOM;INDF;SG
kibar	نوع	kibar	نَوع		N;NOM;INDF;SG
kibar	مؤدب	kibar	مُؤَدِّب		ADJ;NOM;INDF;MASC;SG
ressamlar	الرسامين	ressam	رَسمُون	N;NOM;PL;3	N;ACC;DEF;DU
griffin	جريفين	griffin	جَرِيف		
griffin	غريفين	griffin	غَرِيف		
griffin	غريفن	griffin	غرِيفِن		
detay	التفصيل	detay	تَفصِيل		N;NOM;DEF;SG
detay	تفاصيل	detay	تَفصِيل		N;NOM;INDF;PL
detay	التفاصيل	detay	تَفصِيل		N;NOM;DEF;PL
detay	تفصيل	detay	تَفصِيل		N;NOM;INDF;SG
detay	تفاصيل	detay	تَفصِيل		N;NOM;INDF;PL
detay	التفاصيل	detay	تَفصِيل		N;NOM;DEF;PL
detay	للتفاصيل	detay	للتفاصيل		N;GEN;DEF;SG
konaklama	الاقامة	konakla	إِقَامَة	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
konaklama	السكن	konakla	سَكَن	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;DEF;SG
konaklama	سكن	konakla	سَكَن	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;INDF;SG
diyagramı	التخطيط	diyagram	تَخطِيط	N;ACC;SG;3	N;NOM;DEF;SG
bratislava	براتيسلافا	bratislava	برَاتِيسلَافَا	PROPN;NOM;SG;3	
yapıştır	لصق	yapış	لصق	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;INDF;SG
yapıştır	معجون	yapış	مَعجُون	V;PFV;IMP;SG;2;POS;PRS;CAUS	N;NOM;INDF;SG
