astronomie	astronomii	astronomie	astronomia	N;FEM;SG	
évalué	oceniany	évaluer	oceniać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
évalué	oceniane	évaluer	oceniać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
saintes	saintes	saint	saintes	ADJ;FEM;PL	PROPN;NOM;MASC;SG
saintes	świętych	saint	święty	ADJ;FEM;PL	N;GEN;MASC;PL
saintes	święci	saint	święcić	ADJ;FEM;PL	V;IPFV;IND;PL;2;PRS;FIN;ACT
saintes	święty	saint	święty	ADJ;FEM;PL	
saintes	święte	saint	święty	ADJ;FEM;PL	
rond	okrągła	rond	okrągnąć	N;MASC;SG	ADJ;NOM;FEM;SG
rond	okrągły	rond	okrągnąć	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
rond	okrągł	rond	okrągnąć	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
rond	rond	rond	rond	N;MASC;SG	
érigé	wzniesiony	ériger	wznieść	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
rudolf	rudolf	rudolf	rudolf	PROPN	N;NOM;MASC;SG
pokémon	pokémon	pokémon	pokémon	N;MASC;SG	
pokémon	pokemon	pokémon	pokemon	N;MASC;SG	
fabricant	producent	fabricant	producent	N;MASC;SG	
fabricant	producenta	fabricant	producent	N;MASC;SG	
syntaxe	składni	syntaxe	składnia	N;FEM;SG	
singapour	singapuru	singapour	singapur	PROPN	N;GEN;MASC;SG
michelle	michelle	michelle	michelle	N;FEM;SG	PROPN;NOM;FEM;SG
joie	joy	joie	joy	N;FEM;SG	
costume	kostiumy	costume	kostium	N;MASC;SG	N;ACC;MASC;PL
puissants	potężne	puissant	potężny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
puissants	potężna	puissant	potężny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
puissants	potężny	puissant	potężny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
puissants	mocne	puissant	mocny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
douleur	bóle	douleur	ból	N;FEM;SG	N;NOM;MASC;PL
restauré	przywrócone	restaurer	przywrócić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
restauré	przywrócony	restaurer	przywrócić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
restauré	przywrócona	restaurer	przywrócić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gay	gej	gay	on	N;MASC;SG	
gay	gejowskie	gay	gejowski	N;MASC;SG	ADJ;NOM;NEUT;SG
gay	gay	gay	gać	N;MASC;SG	
intense	intensywnie	intense	intensywnie	ADJ;FEM;SG	ADV
rendus	świadczone	rendre	świadczyć	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
rendus	rendus	rendre	rendus	V;MASC;PL;PST;V.PTCP	
vegas	vegas	vegas	vegas	PROPN	N;NOM;MASC;SG
flash	błysk	flash	błysk	N;MASC;SG	
flash	flash	flash	flash	N;MASC;SG	
pacte	przymierze	pacte	przymierz	N;MASC;SG	
pacte	przymierza	pacte	przymierzać	N;MASC;SG	
pacte	compact	pacte	compact	N;MASC;SG	
analyses	analiza	analyse	analiza	N;FEM;PL	N;NOM;FEM;SG
analyses	analiz	analyse	analiz	N;FEM;PL	
analyses	analizy	analyse	analiza	N;FEM;PL	
analyses	analizy	analyse	analiza	N;FEM;PL	
analyses	analiza	analyse	analiza	N;FEM;PL	N;NOM;FEM;SG
foire	sprawiedliwy	foire	sprawiedliwy	N;FEM;SG	ADJ;NOM;MASC;SG
foire	uczciwie	foire	uczciwie	N;FEM;SG	ADV
foire	targi	foire	targa	N;FEM;SG	N;NOM;MASC;PL
foire	fair	foire	fair	N;FEM;SG	
plateforme	platformy	plateforme	platforma	N;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
plateforme	platform	plateforme	platform	N;FEM;SG	
stock	zasoby	stock	zasóba	N;MASC;SG	N;NOM;MASC;PL
stock	zapasy	stock	zapas	N;MASC;SG	N;NOM;MASC;PL
stock	zapasów	stock	zapas	N;MASC;SG	N;GEN;MASC;PL
stock	akcje	stock	akcja	N;MASC;SG	N;NOM;FEM;PL
fritz	fritz	fritz	frić	PROPN	PROPN;NOM;MASC;SG
corruption	łapówki	corruption	łapówka	N;FEM;SG	N;ACC;FEM;PL
dépenses	wydawanie	dépense	wydawać	N;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
dépenses	wydatek	dépense	wydatek	N;FEM;PL	N;NOM;MASC;SG
découpage	cięcie	découpage	cięcie	N;MASC;SG	
découpage	cięcia	découpage	cięcie	N;MASC;SG	
vampire	wampirów	vampire	wampir	N;MASC;SG	N;ACC;MASC;PL
vampire	wampiry	vampire	wampira	N;MASC;SG	N;NOM;MASC;PL
consultation	konsultacje	consultation	konsultacja	N;FEM;SG	N;NOM;FEM;PL
consultation	konsultacje	consultation	konsultacja	N;FEM;SG	N;NOM;FEM;PL
comtés	hrabstwa	comté	hrabstwo	N;MASC;PL	N;ACC;NEUT;SG
platine	platyny	platine	platyna	N;FEM;SG	
jeter	rzut	jeter	rzut	V;NFIN	N;NOM;MASC;SG
jeter	jeter	jeter	jeter	V;NFIN	
perrin	perrin	perrin	perrin	PROPN	PROPN;NOM;MASC;SG
remplacés	zastąpiony	remplacer	zastąpić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
remplacés	zastąpiła	remplacer	zastąpić	V;MASC;PL;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
remplacés	zastąpił	remplacer	zastąpić	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
remplacés	zastąpiona	remplacer	zastąpić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
remplacés	zastąpione	remplacer	zastąpić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
pin	sosna	pin	sosna	N;MASC;SG	
pin	pine	pin	pin	N;MASC;SG	
pin	sosny	pin	sosna	N;MASC;SG	
pin	pin	pin	pin	N;MASC;SG	
angelo	angelo	angelo	angelo	PROPN	
moreau	moreau	moreau	morea	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
augmenté	zwiększone	augmenter	zwiększyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
augmenté	zwiększona	augmenter	zwiększyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
augmenté	zwiększony	augmenter	zwiększyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
augmenté	zwiększenie	augmenter	zwiększyć	V;MASC;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
augmenté	zwiększona	augmenter	zwiększyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
augmenté	rozszerzona	augmenter	rozszerzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
haïti	haiti	haïti	haiti	PROPN	
cécile	cecile	cécile	cecile	ADJ;FEM;SG	
cécile	cécile	cécile	chcile	ADJ;FEM;SG	N;NOM;FEM;SG
loge	loge	loge	lóg	N;FEM;SG	
tissu	tkaniny	tissu	tkanina	N;MASC;SG	N;ACC;FEM;PL
tissu	tkaniny	tissu	tkanina	N;MASC;SG	N;ACC;FEM;PL
continu	ciągła	continu	ciągły	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
continu	ciągł	continu	ciąg	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
continu	ciągły	continu	ciągły	ADJ;MASC;SG	N;NOM;MASC;SG
rire	śmiech	rire	śmiech	V;NFIN	N;NOM;MASC;SG
rire	śmiech	rire	śmiech	V;NFIN	N;NOM;MASC;SG
rire	śmiech	rire	śmiech	V;NFIN	N;NOM;MASC;SG
rire	śmiechu	rire	śmiech	V;NFIN	N;GEN;MASC;SG
coupable	winna	coupable	winny	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
coupable	winni	coupable	winny	ADJ;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
coupable	winny	coupable	winny	ADJ;MASC;SG	
channel	kanały	channel	kanał	N;MASC;SG	N;NOM;MASC;PL
channel	channel	channel	channel	N;MASC;SG	
cylindres	cylinder	cylindre	cylinder	N;MASC;PL	N;NOM;MASC;SG
cylindres	cylindra	cylindre	cylindro	N;MASC;PL	N;ACC;MASC;SG
cylindres	butle	cylindre	butla	N;MASC;PL	
cylindres	rolls	cylindre	rolls	N;MASC;PL	
vif	żywe	vif	żywy	ADJ;MASC;SG	
quais	nabrzeżu	quai	nabrzeże	N;MASC;PL	N;ACC;NEUT;SG
quais	dokach	quai	dok	N;MASC;PL	
temporaire	tymczasowo	temporaire	tymczasowo	ADJ;MASC;SG	ADV
verlag	verlag	verlag	verlag	PROPN	
wang	wang	wang	wang	PROPN	PROPN;NOM;MASC;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	
brooklyn	brooklynu	brooklyn	brooklyn	PROPN	N;GEN;MASC;SG
brooklyn	brooklynie	brooklyn	brooklyna	PROPN	N;DAT;MASC;SG
ultra	ultra	ultra	ultrać	N;MASC;SG	
fourni	zapewnione	fournir	zapewnić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fourni	dostarczone	fournir	dostarczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fourni	dostarczane	fournir	dostarczać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fourni	dostarczona	fournir	dostarczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
fourni	dostarczony	fournir	dostarczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
fourni	dostarczany	fournir	dostarczać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
fourni	dostarczone	fournir	dostarczyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sonde	sondy	sonde	sonda	N;FEM;SG	N;ACC;FEM;PL
baltimore	baltimore	baltimore	baltimor	PROPN	N;NOM;MASC;SG
télécommunications	telecom	télécommunication	telec	N;FEM;PL	N;NOM;MASC;SG
télécommunications	telekomunikacyjne	télécommunication	telekomunikacyjny	N;FEM;PL	ADJ;NOM;NEUT;SG
télécommunications	telekomunikacji	télécommunication	telekomunikacja	N;FEM;PL	N;GEN;FEM;SG
télécommunications	telekomunikacyjnych	télécommunication	telekomunikacyjny	N;FEM;PL	ADJ;GEN;MASC;PL
télécommunications	telekomunikacyjne	télécommunication	telekomunikacyjny	N;FEM;PL	ADJ;NOM;NEUT;SG
télécommunications	telekomunikacyjnych	télécommunication	telekomunikacyjny	N;FEM;PL	ADJ;GEN;MASC;PL
télécommunications	telekomunikacji	télécommunication	telekomunikacja	N;FEM;PL	N;GEN;FEM;SG
assurances	ubezpieczenie	assurance	ubezpieczenie	N;FEM;PL	N;NOM;NEUT;SG
assurances	ubezpieczenia	assurance	ubezpieczenie	N;FEM;PL	N;NOM;NEUT;SG
vélo	motor	vélo	motor	N;MASC;SG	
vélo	rowerów	vélo	rower	N;MASC;SG	N;GEN;MASC;PL
cloche	bell	cloche	bell	N;FEM;SG	PROPN;NOM;MASC;SG
stabilité	stabilny	stabilité	stabilny	N;FEM;SG	ADJ;NOM;MASC;SG
stabilité	stabilna	stabilité	stabilny	N;FEM;SG	ADJ;NOM;FEM;SG
stabilité	stabilne	stabilité	stabilny	N;FEM;SG	ADJ;NOM;NEUT;SG
marketing	marketing	marketing	marketing	N;MASC;SG	
simultanément	równoczesne	simultanément	równoczesny	ADV	
simultanément	jednoczesne	simultanément	jednoczesny	ADV	
simultanément	jednoczesnego	simultanément	jednoczesny	ADV	ADJ;ACC;MASC;SG
essonne	essonne	essonner	essonny	N;FEM;SG	
touché	uderzenie	toucher	uderzenie	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
touché	hit	toucher	hit	V;MASC;SG;PST;V.PTCP	
touché	trafienie	toucher	trafić	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
touché	dotknięty	toucher	dotknięty	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
touché	wzruszony	toucher	wzrusić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
touché	przyłożenie	toucher	przyłożyć	V;MASC;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
touché	lądowanie	toucher	lądować	V;MASC;SG;PST;V.PTCP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
touché	dotknięty	toucher	dotknięty	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
touché	dotknięte	toucher	dotknąć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nicholas	nicholas	nicholas	nicholas	PROPN	PROPN;NOM;MASC;SG
nicholas	mikołaj	nicholas	mikołaj	PROPN	N;NOM;MASC;SG
globalement	ogólnej	globalement	ogólny	ADV	ADJ;GEN;FEM;SG
attirer	atrakcja	attirer	atrakcja	V;NFIN	N;NOM;FEM;SG
attirer	przyciąganie	attirer	przyciągać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
attirer	atrakcyjność	attirer	atrakcyjność	V;NFIN	N;NOM;FEM;SG
attirer	atrakcje	attirer	atrakcja	V;NFIN	N;ACC;FEM;PL
attirer	przynęta	attirer	przynąć	V;NFIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
exploitant	operator	exploiter	operator	V;PRS;V.PTCP	N;NOM;MASC;SG
exploitant	operatora	exploiter	operator	V;PRS;V.PTCP	N;ACC;MASC;SG
souffle	dech	souffle	dech	N;MASC;SG	
souffle	wieje	souffle	wiać	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
diagnostic	diagnostyczne	diagnostic	diagnostyczny	N;MASC;SG	ADJ;NOM;NEUT;SG
conservés	zatrzymanych	conserver	zatrzymać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
conservés	zachowane	conserver	zachować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
conservés	zachowany	conserver	zachować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
conservés	zatrzymana	conserver	zatrzymać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
conservés	zatrzymane	conserver	zatrzymać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
conservés	zakonserwowane	conserver	zakonserwować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
conservés	zachowana	conserver	zachować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
conservés	zachowany	conserver	zachować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
conservés	zachowane	conserver	zachować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
caraïbes	karai	caraïbe	karaić	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
sacrée	świętość	sacrer	świętość	V;FEM;SG;PST;V.PTCP	N;NOM;FEM;SG
sacrée	święty	sacrer	święty	V;FEM;SG;PST;V.PTCP	
sacrée	święte	sacrer	święty	V;FEM;SG;PST;V.PTCP	
casino	kasynie	casino	kasyn	N;MASC;SG	V;PFV;IND;SG;3;FIN;ACT
casino	kasyna	casino	kasyna	N;MASC;SG	
casino	casino	casino	casino	N;MASC;SG	
musulman	muzułmańskich	musulman	muzułmański	ADJ;MASC;SG	ADJ;GEN;MASC;PL
musulman	muzułmanie	musulman	muzułmanin	ADJ;MASC;SG	N;NOM;MASC;PL
musulman	muzułmanie	musulman	muzułmanin	ADJ;MASC;SG	N;NOM;MASC;PL
musulman	muzułmanów	musulman	muzułmanin	ADJ;MASC;SG	N;ACC;MASC;PL
observé	obserwowany	observer	obserwować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
observé	obserwowanych	observer	obserwować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
observé	obserwowane	observer	obserwować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
observé	obserwowana	observer	obserwować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
serre	szklarni	serre	szklarnić	N;FEM;SG	
serre	cieplarnianych	serre	cieplarniany	N;FEM;SG	ADJ;GEN;MASC;PL
serre	szklarni	serre	szklarnić	N;FEM;SG	
serre	szklarniach	serre	szklarnia	N;FEM;SG	N;DAT;FEM;PL
architectural	architektury	architectural	architektura	ADJ;MASC;SG	N;GEN;FEM;SG
complot	działki	complot	działka	N;MASC;SG	N;ACC;FEM;PL
fan	fana	fan	fana	INTJ	
fan	wachlarz	fan	wachlarz	INTJ	N;NOM;MASC;SG
fan	wiatrak	fan	wiatrak	INTJ	N;NOM;MASC;SG
fan	fan	fan	fan	INTJ	
fan	wentylator	fan	wentylator	INTJ	N;NOM;MASC;SG
sara	sara	saro	sara	N;FEM;SG	PROPN;NOM;FEM;SG
sara	saro	saro	saro	N;FEM;SG	
remarqué	odnotowane	remarquer	odnotować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
remarqué	stwierdzone	remarquer	stwierdzić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
taïwan	tajwan	taïwan	tajwan	PROPN	PROPN;NOM;MASC;SG
taïwan	tajwanu	taïwan	tajwan	PROPN	PROPN;GEN;MASC;SG
taïwan	tajwańskich	taïwan	tajwański	PROPN	ADJ;GEN;MASC;PL
müller	müller	müller	müller	PROPN	PROPN;NOM;MASC;SG
müller	muller	müller	muller	PROPN	PROPN;NOM;MASC;SG
funéraire	pogrzeb	funéraire	pogrzeb	ADJ;MASC;SG	N;NOM;MASC;SG
funéraire	pogrzebu	funéraire	pogrzeb	ADJ;MASC;SG	N;GEN;MASC;SG
funéraire	pogrzeby	funéraire	pogrzeb	ADJ;MASC;SG	N;NOM;MASC;PL
potter	potter	potter	potter	PROPN	
doré	złote	dorer	złoty	V;MASC;SG;PST;V.PTCP	
doré	golden	dorer	golden	V;MASC;SG;PST;V.PTCP	
doré	złoty	dorer	złoty	V;MASC;SG;PST;V.PTCP	
doré	złota	dorer	złoty	V;MASC;SG;PST;V.PTCP	
doré	złota	dorer	złoty	V;MASC;SG;PST;V.PTCP	
doré	złoto	dorer	złoto	V;MASC;SG;PST;V.PTCP	
doré	gold	dorer	gold	V;MASC;SG;PST;V.PTCP	
doré	złoty	dorer	złoty	V;MASC;SG;PST;V.PTCP	
doré	pozłacany	dorer	pozłacać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
doré	doré	dorer	dór	V;MASC;SG;PST;V.PTCP	
toscane	toskanii	toscane	toskania	ADJ;FEM;SG	
toscane	toskanii	toscane	toskania	ADJ;FEM;SG	
bain	kąpiel	bain	kąpiel	N;MASC;SG	
rêves	marzenie	rêve	marzenie	N;MASC;PL	N;NOM;NEUT;SG
rêves	dream	rêve	drwać	N;MASC;PL	
rêves	sen	rêve	sen	N;MASC;PL	N;ACC;MASC;SG
signaler	raport	signaler	raport	V;NFIN	N;NOM;MASC;SG
signaler	sprawozdanie	signaler	sprawozdać	V;NFIN	N;NOM;NEUT;SG
signaler	zgłoszenie	signaler	zgłosić	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
signaler	zgłaszanie	signaler	zgłaszać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
signaler	raporty	signaler	raport	V;NFIN	N;NOM;MASC;PL
écrivit	napisali	écrire	napisać	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
marina	marina	marina	marina	PROPN	
marina	przystań	marina	przystać	PROPN	
antilles	karai	antille	karaić	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
antilles	antyli	antille	antyla	N;FEM;PL	
survivants	ocalałych	survivant	ocalały	N;MASC;PL	ADJ;GEN;MASC;PL
métallique	metale	métallique	metal	ADJ;MASC;SG	N;NOM;MASC;PL
métallique	metal	métallique	metal	ADJ;MASC;SG	N;NOM;MASC;SG
xbox	xbox	xbox	xbox	N;MASC;SG	
géographiques	geograficznego	géographique	geograficzny	ADJ;MASC;PL	ADJ;ACC;MASC;SG
géographiques	geograficzne	géographique	geograficzny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
géographiques	geograficzna	géographique	geograficzny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
géographiques	geograficzny	géographique	geograficzny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
entourée	otoczony	entourer	otoczyć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
entourée	otoczone	entourer	otoczyć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
entourée	otoczona	entourer	otoczyć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
continental	continental	continental	continental	ADJ;MASC;SG	
occupant	okupantem	occuper	okupant	V;PRS;V.PTCP	N;INS;NEUT;SG
occupant	lokator	occuper	lokator	V;PRS;V.PTCP	N;NOM;MASC;SG
prolongement	rozbudowa	prolongement	rozbudowy	N;MASC;SG	
abandonnée	opuszczony	abandonner	opuszczony	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
abandonnée	porzucona	abandonner	porzucić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
abandonnée	porzucony	abandonner	porzucić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
abandonnée	porzucone	abandonner	porzucić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
abandonnée	opuszczona	abandonner	opuścić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
frederick	frederick	frederick	frederick	N;MASC;SG	PROPN;NOM;MASC;SG
géré	zarządzane	gérer	zarządzać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
géré	zarządzany	gérer	zarządzać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
lever	drążek	lever	drążek	V;NFIN	N;NOM;MASC;SG
lever	dźwignia	lever	dźwigniać	V;NFIN	N;NOM;FEM;SG
lever	podnoszenie	lever	podnoszenie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
lever	podnoszenia	lever	podnosić	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
algorithme	algorytmy	algorithme	algorytma	N;MASC;SG	N;NOM;MASC;PL
minuit	północy	minuit	północ	PROPN	N;DAT;FEM;SG
minuit	północ	minuit	północ	PROPN	N;NOM;FEM;SG
humide	wilgoć	humide	wilgoć	ADJ;MASC;SG	
humide	mokro	humide	mokro	ADJ;MASC;SG	
contrats	umowy	contrat	umowa	N;MASC;PL	
contrats	umów	contrat	umowa	N;MASC;PL	
parade	parady	parade	parada	N;FEM;SG	
ménage	domowych	ménage	domowy	N;MASC;SG	ADJ;GEN;MASC;PL
ménage	chemiczna	ménage	chemiczny	N;MASC;SG	ADJ;NOM;FEM;SG
ménage	porządki	ménage	porządek	N;MASC;SG	N;NOM;MASC;PL
bush	bush	bush	bush	PROPN	PROPN;NOM;MASC;SG
bush	buszu	bush	busz	PROPN	N;GEN;MASC;SG
bush	krzaki	bush	krzak	PROPN	N;NOM;MASC;PL
solitaire	izolatce	solitaire	izolatka	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
solitaire	samotni	solitaire	samotnia	ADJ;MASC;SG	N;NOM;MASC;PL
solitaire	samotność	solitaire	samotność	ADJ;MASC;SG	N;NOM;FEM;SG
solitaire	solitaire	solitaire	solitairy	ADJ;MASC;SG	
lombardie	lombardii	lombardie	lombardia	PROPN	PROPN;GEN;FEM;SG
algérienne	algierii	algérien	algieria	ADJ;FEM;SG	PROPN;GEN;FEM;SG
lazare	lazare	lazare	lazar	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
lazare	lazarus	lazare	lazarus	N;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
lazare	lazar	lazare	lazar	N;MASC;SG	PROPN;NOM;MASC;SG
aveyron	aveyron	aveyron	aveyron	PROPN	
justifier	uzasadniające	justifier	uzasadniać	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
baies	zatok	baie	zatok	N;FEM;PL	
baies	berry	baie	berry	N;FEM;PL	
beauvais	beauvais	beauvais	beauvais	PROPN	PROPN;NOM;MASC;SG
avr	apr	avr	apr	N;MASC;SG	
avr	avr	avr	avr	N;MASC;SG	
perpignan	perpignan	perpignan	perpignan	PROPN	PROPN;NOM;MASC;SG
peste	szkodniki	peste	szkodnik	N;FEM;SG	N;NOM;MASC;PL
peste	szkodników	peste	szkodnik	N;FEM;SG	N;GEN;MASC;PL
peste	plagi	peste	plag	N;FEM;SG	
peste	zarazy	peste	zaraz	N;FEM;SG	
peste	zarazy	peste	zaraz	N;FEM;SG	
wallace	wallace	wallace	wallace	PROPN	
instructions	instrukcji	instruction	instrukcja	N;FEM;PL	N;GEN;FEM;SG
instructions	instrukcja	instruction	instrukcja	N;FEM;PL	N;NOM;FEM;SG
controverse	kontrowersyjne	controverse	kontrowersyjny	N;FEM;SG	ADJ;NOM;NEUT;SG
controverse	kontrowersji	controverse	kontrowersja	N;FEM;SG	
musulmane	muzułmańskich	musulman	muzułmański	ADJ;FEM;SG	ADJ;GEN;MASC;PL
musulmane	muzułmanie	musulman	muzułmanin	ADJ;FEM;SG	N;NOM;MASC;PL
aaron	aaron	aaron	aaron	PROPN	PROPN;NOM;MASC;SG
aaron	aarona	aaron	aarona	PROPN	N;ACC;MASC;SG
regarder	zegarek	regarder	zegarek	V;NFIN	N;ACC;MASC;SG
