que	att	que	att	CONJ	PART
hispano	latinamerikanska	hispano	latinamerikansk	N;MASC;SG	ADJ;NOM;PL
interpretando	tolkning	interpretar	tolkning	V;V.MSDR	N;NOM;INDF;MASC+FEM;SG
ligero	light	ligero	ligga	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ligero	ljus	ligero	ljus	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
ligero	lätta	ligero	lätt	ADJ;MASC;SG	ADJ;NOM;PL
sagrado	heliga	sagrado	helig	ADJ;MASC;SG	ADJ;NOM;PL
empresarios	arbetsgivares	empresario	arbetsgivare	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
húngaro	ungrare	húngaro	ungrare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
húngaro	ungersk	húngaro	ungersk	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
matriz	matriser	matriz	matris	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
sara	sarah	sara	sarah	N;FEM;SG	PROPN;NOM
sara	sara	sara	sara	N;FEM;SG	PROPN;NOM
sara	sara	sara	sara	N;FEM;SG	PROPN;NOM
marshall	marshall	marshall	marshall	N;SG	PROPN;NOM
sebastian	sebastian	sebastiar	sebastian	PROPN	N;NOM;INDF;MASC+FEM;SG
pase	passera	pasar	passera	V;SBJV;SG;3;PRS;FIN	V;IMP;FIN;ACT
wilhelm	wilhelm	wilhelm	wilhelm	N;MASC;SG	PROPN;NOM
coordinación	samordna	coordinación	samordna	N;FEM;SG	V;NFIN;ACT
coordinación	samordnande	coordinación	samordnande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
condenado	dömda	condenado	döma	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
condenado	dömda	condenado	döma	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
condenado	dömde	condenado	döma	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
condenado	dömda	condenado	döma	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
condenado	dömde	condenado	döma	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
condenado	dömda	condenado	döma	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
condenado	dödsdömd	condenado	dödsdömd	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
caliente	hot	caliente	hot	ADJ;SG	N;NOM;INDF;NEUT;SG
caliente	heta	caliente	heta	ADJ;SG	V;IMP;NFIN;ACT
caliente	varma	caliente	varma	ADJ;SG	ADJ;NOM;PL
caliente	värma	caliente	värma	ADJ;SG	V;IMP;FIN;ACT
caliente	kåta	caliente	kåta	ADJ;SG	ADJ;NOM;PL
deciden	besluta	decidir	besluta	V;IND;PL;3;PRS;FIN	V;IMP;FIN;ACT
hembras	kvinnliga	hembra	kvinnlig	N;FEM;PL	ADJ;NOM;PL
hembras	hona	hembra	hona	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
hembras	kvinnligt	hembra	kvinnlig	N;FEM;PL	ADJ;NOM;INDF;NEUT;SG
hembras	kvinna	hembra	kvinna	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
demográfica	demografi	demográfico	demografi	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
demográfica	demografiska	demográfico	demografisk	ADJ;FEM;SG	ADJ;NOM;PL
corredor	löpare	corredor	löpare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
corredor	mäklare	corredor	mäklare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
baker	baker	baker	bak	PROPN	PROPN;NOM
baker	bagare	baker	bagare	PROPN	N;NOM;INDF;MASC+FEM;PL
bad	bad	bad	be	N;MASC;SG	V;IMP;FIN;ACT
bad	dåligt	bad	dålig	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
bad	dåliga	bad	dålig	N;MASC;SG	ADJ;NOM;PL
bad	dålig	bad	dålig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
mexico	mexico	mexico	mexico		N;NOM;INDF;MASC+FEM;SG
mexico	mexiko	mexico	mexiko		PROPN;NOM
tito	tito	tito	tito	PROPN	PROPN;NOM
tito	titus	tito	titus	PROPN	PROPN;NOM
point	peka	point	peka	N	V;IMP;FIN;ACT
estética	kosmetiska	estética	kosmetisk	N;FEM;SG	ADJ;NOM;PL
estética	estetiska	estética	estetisk	N;FEM;SG	ADJ;NOM;PL
visitas	studiebesök	visita	studiebesök	N;FEM;PL	N;NOM;INDF;NEUT;SG
visitas	besök	visita	besök	N;FEM;PL	N;NOM;INDF;NEUT;SG
visitas	besöker	visita	besöka	N;FEM;PL	V;IND;PRS;FIN;ACT
visitas	besöka	visita	besöka	N;FEM;PL	V;IMP;FIN;ACT
visitas	besökande	visita	besökande	N;FEM;PL	ADJ;NOM;PRS;V.PTCP
otto	otto	otto	otto	N;MASC;SG	PROPN;NOM
condes	räknar	conde	räkna	N;FEM;PL	V;IND;PRS;FIN;ACT
condes	räknas	conde	räkna	N;FEM;PL	V;IND;NFIN;PASS
configuración	inställningar	configuración	inställning	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
configuración	fälla	configuración	fälla	N;FEM;SG	V;IMP;FIN;ACT
configuración	konfigurera	configuración	konfigurera	N;FEM;SG	V;IMP;FIN;ACT
ganados	förtjänat	ganado	förtjäna	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ganados	tjänat	ganado	tjäna	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ganados	won	ganado	won	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;NEUT;SG
ganados	vunnit	ganado	vinna	ADJ;MASC;PL;V.PTCP	V;V.CVB;ACT
ganados	vann	ganado	vann	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
entrantes	inkommande	entrante	inkommande	N;PL	ADJ;NOM;PRS;V.PTCP
entrantes	inkommande	entrante	inkommande	N;PL	ADJ;NOM;PRS;V.PTCP
renunció	avgått	renunciar	avgå	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
trasladado	flyttade	trasladar	flytta	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
trasladado	rörd	trasladar	rörd	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
trasladado	överförde	trasladar	överföra	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
trasladado	överförda	trasladar	överföra	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
construidos	byggt	construido	bygga	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
construidos	byggd	construido	bygga	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
construidos	byggde	construido	bygga	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
construidos	konstruerat	construido	konstruerad	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
construidos	konstruerad	construido	konstruerad	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
gen	gene	gen	gene	N;MASC;SG	PROPN;NOM
lleno	fulla	lleno	fulla	ADJ;MASC;SG	ADJ;NOM;PL
lleno	fullt	lleno	full	ADJ;MASC;SG	ADV
lleno	förpackade	lleno	förpackad	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
lleno	packade	lleno	packa	ADJ;MASC;SG	V;IND;PST;V.PTCP;ACT
lleno	fyllda	lleno	fylld	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
colaborador	samarbetar	colaborador	samarbeta	N;MASC;SG	V;IND;PRS;FIN;ACT
colaborador	bidragsgivare	colaborador	bidragsgivare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
sentencia	omdöme	sentencia	omdöme	N;FEM;SG	V;IMP;FIN;ACT
sentencia	omdöme	sentencia	omdöme	N;FEM;SG	V;IMP;FIN;ACT
incorpora	införliva	incorporar	införliv	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
abandono	överge	abandono	överge	N;MASC;SG	V;IMP;FIN;ACT
abandono	avhoppare	abandono	avhoppare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
clasificados	klassificerat	clasificado	klassificerad	ADJ;MASC;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
clasificados	klassificeras	clasificado	klassificera	ADJ;MASC;PL;V.PTCP	V;IND;NFIN;PASS
clasificados	annonser	clasificado	annons	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;MASC+FEM;PL
trazado	layout	trazado	layout	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
kennedy	kennedy	kennedy	kennedy	N;MASC;SG	PROPN;NOM
defensores	förespråkar	defensor	förespråka	N;MASC;PL	V;IND;PRS;FIN;ACT
financiero	finansiell	financiero	finansiell	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
financiero	finansiella	financiero	finansiell	ADJ;MASC;SG	ADJ;NOM;PL
financiero	finansmannen	financiero	finansman	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
comentó	kommenterade	comentar	kommentera	V;IND;SG;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
comentó	kommenterat	comentar	kommentera	V;IND;SG;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
check	kontrollera	check	kontrollera	N;MASC;SG	V;IMP;FIN;ACT
check	kolla	check	kolla	N;MASC;SG	V;IMP;FIN;ACT
sueños	dreams	sueño	dream	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
anualmente	årlig	anualmente	årlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
anualmente	årliga	anualmente	årlig	ADV	ADJ;NOM;PL
anualmente	årlig	anualmente	årlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
anualmente	årliga	anualmente	årlig	ADV	ADJ;NOM;PL
anualmente	årligt	anualmente	årligt	ADV	ADJ;NOM;INDF;NEUT;SG
lector	läsare	lector	läsare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
puntuación	skiljetecken	puntuación	skiljetecken	N;FEM;SG	N;NOM;INDF;NEUT;PL
conducta	beteenden	conducta	beteende	N;FEM;SG	N;NOM;INDF;NEUT;PL
conducta	beteenden	conducta	beteende	N;FEM;SG	N;NOM;INDF;NEUT;PL
oral	muntligt	oral	muntlig		ADV
oral	oralt	oral	oral		N;NOM;INDF;MASC+FEM;SG
oral	oral	oral	oral		N;NOM
básico	grunderna	básico	grund	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;PL
básico	basics	básico	basics	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
básico	basic	básico	basic	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
protegido	skyddsling	protegido	skyddsling	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
protegido	skyddas	protegido	skydda	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;PASS
protegido	skyddade	protegido	skydda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
recomienda	rekommendera	recomendar	rekommendera	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
recomienda	rekommenderade	recomendar	rekommenderad	V;IND;SG;3;PRS;FIN	ADJ;NOM;PL;PST;V.PTCP
recomienda	rekommenderat	recomendar	rekommenderat	V;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
recomienda	rekommenderad	recomendar	rekommenderad	V;IND;SG;3;PRS;FIN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
socialistas	socialistisk	socialista	socialistisk	N;PL	ADJ;NOM;INDF;MASC+FEM;SG
socialistas	socialistiska	socialista	socialistisk	N;PL	ADJ;NOM;PL
socialistas	socialist	socialista	socialist	N;PL	N;NOM;INDF;MASC+FEM;SG
socialistas	socialdemokratiska	socialista	socialdemokratisk	N;PL	ADJ;NOM;PL
socialistas	socialdemokrat	socialista	socialdemokrad	N;PL	N;NOM;INDF;MASC+FEM;SG
sarah	sarah	sarah	sarah	N;FEM;SG	PROPN;NOM
sarah	sara	sarah	sara	N;FEM;SG	PROPN;NOM
socios	samarbetspartners	socio	samarbetspartners	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
socios	samarbetspartner	socio	samarbetspartner	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
socios	partner	socio	partner	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
oración	böner	oración	böna	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
oración	böner	oración	böna	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
protegidas	skyddas	protegido	skydda	ADJ;FEM;PL;V.PTCP	V;IND;PRS;FIN;PASS
protegidas	skyddad	protegido	skydda	ADJ;FEM;PL;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
protegidas	skyddat	protegido	skydda	ADJ;FEM;PL;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
amazonas	amazon	amazona	amazon	N;FEM;PL	PROPN;NOM
amazonas	amazonas	amazona	amazona	N;FEM;PL	N;GEN;DEF;MASC+FEM;SG
visible	synliga	visible	synlig	ADJ;SG	ADJ;NOM;PL
grant	bevilja	grant	bevilja	PROPN	V;IMP;FIN;ACT
grant	grant	grant	grant	PROPN	PROPN;NOM
templos	tempel	templo	tempel	N;MASC;PL	N;NOM;INDF;NEUT;SG
templos	templet	templo	tempel	N;MASC;PL	N;NOM;DEF;NEUT;SG
templos	tempel	templo	tempel	N;MASC;PL	N;NOM;INDF;NEUT;SG
templos	temple	templo	temple	N;MASC;PL	N;NOM;INDF;NEUT;SG
anfibios	amfibiska	anfibio	amfibisk	N;MASC;PL	ADJ;NOM;PL
anfibios	amfibie	anfibio	amfibie	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
islam	islams	islam	islams	N;MASC;SG	PROPN;GEN
geográfico	geografiskt	geográfico	geografisk	ADJ;MASC;SG	ADV
geográfico	geografiska	geográfico	geografisk	ADJ;MASC;SG	ADJ;NOM;PL
geográfico	geografiskt	geográfico	geografisk	ADJ;MASC;SG	ADV
geográfico	geografiska	geográfico	geografisk	ADJ;MASC;SG	ADJ;NOM;PL
misiles	missil	misil	missil	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
misiles	robot	misil	robot	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
tejido	stickning	tejido	stickning	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
tejido	tyg	tejido	tyg	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;NEUT;SG
tejido	väv	tejido	väv	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
tejido	vävnad	tejido	vävna	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
tejido	vävning	tejido	vävning	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
tejido	vävda	tejido	vävda	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
aprobado	godkända	aprobado	godkänna	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
establecida	etablerade	establecido	etablera	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
studios	studios	studio	studio	N;MASC;PL	N;NOM;INDF;NEUT;SG
emergencia	nödsituationer	emergencia	nödsituation	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
emergencia	akut	emergencia	akut	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
intérprete	utövande	intérprete	utövande	N;SG	ADJ;NOM;PRS;V.PTCP
canta	sjunga	cantar	sjung	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
canta	sing	cantar	singa	V;IND;SG;3;PRS;FIN	N;NOM;INDF;NEUT;SG
canta	sjung	cantar	sjung	V;IND;SG;3;PRS;FIN	N;NOM;INDF;MASC+FEM;SG
limitado	limited	limitado	limited	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;MASC+FEM;SG
limitado	begränsade	limitado	begränsad	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
nombrada	namngivna	nombrado	namngiven	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
intendente	borgmästare	intendente	borgmästare	N;SG	N;NOM;INDF;MASC+FEM;PL
preguntas	fa	pregunta	fa	N;FEM;PL	V;IMP;FIN;ACT
oscura	mörka	oscuro	mörka	ADJ;FEM;SG	ADJ;NOM;PL
oscura	obskyra	oscuro	obskyra	ADJ;FEM;SG	ADJ;NOM;PL
oscura	dunkla	oscuro	dunkel	ADJ;FEM;SG	ADJ;NOM;PL
oscura	dunkel	oscuro	dunkel	ADJ;FEM;SG	N;NOM;INDF;MASC+FEM;SG
wwe	wwe	wwe	wwe	N	PROPN;NOM
humanas	mänsklig	humano	mänsklig	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
humanas	mänskligt	humano	mänsklig	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
humanas	människa	humano	människa	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
vigilancia	vaksam	vigilancia	vaksam	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
planificación	planera	planificación	planera	N;FEM;SG	V;IMP;FIN;ACT
planificación	planerar	planificación	planera	N;FEM;SG	V;IND;PRS;FIN;ACT
bibliotecarios	bibliotekarie	bibliotecario	bibliotekarie	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
montreal	montreal	montreal	montreal	V;NFIN	PROPN;NOM
aprender	lärande	aprender	lärande	V;NFIN	N;NOM;INDF;NEUT;SG
aprender	inlärning	aprender	inlärning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
actualización	uppdaterat	actualización	uppdatera	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
actualización	uppdaterad	actualización	uppdaterad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
actualización	uppdaterade	actualización	uppdatera	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
actualización	uppdateras	actualización	uppdatera	N;FEM;SG	V;NFIN;PASS
actualización	uppgradera	actualización	uppgradera	N;FEM;SG	V;IMP;FIN;ACT
actualización	uppdatera	actualización	uppdatera	N;FEM;SG	V;IMP;FIN;ACT
actualización	uppdaterar	actualización	uppdatera	N;FEM;SG	V;IND;PRS;FIN;ACT
estatura	höjd	estatura	höja	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tarjetas	kort	tarjeta	kort	N;FEM;PL	ADV
tarjetas	cards	tarjeta	card	N;FEM;PL	N;NOM;INDF;NEUT;SG
tarjetas	kortspel	tarjeta	kortspel	N;FEM;PL	N;NOM;INDF;NEUT;SG
tarjetas	kort	tarjeta	kort	N;FEM;PL	ADV
tarjetas	kortet	tarjeta	kort	N;FEM;PL	N;NOM;DEF;NEUT;SG
pakistán	pakistan	pakistán	pakistan	N;MASC;SG	PROPN;NOM
pakistán	pakistanska	pakistán	pakistansk	N;MASC;SG	ADJ;NOM;PL
pakistán	pakistanska	pakistán	pakistansk	N;MASC;SG	ADJ;NOM;PL
tesoro	skatter	tesoro	skatt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
olímpica	olympic	olímpico	olympic	ADJ;FEM;SG	N;NOM;INDF;NEUT;SG
olímpica	olympiska	olímpico	olympisk	ADJ;FEM;SG	ADJ;NOM;PL
olímpica	olympiska	olímpico	olympisk	ADJ;FEM;SG	ADJ;NOM;PL
macedonia	makedonien	macedonio	makedoni	ADJ;FEM;SG	PROPN;NOM
ali	ali	ali	ali	N	PROPN;NOM
bits	bet	bit	bet	N;MASC;PL	V;IMP;FIN;ACT
bits	bits	bit	bits	N;MASC;PL	V;IMP;FIN;ACT
presidenciales	presidentens	presidencial	president	ADJ;PL	N;GEN;DEF;MASC+FEM;SG
maestra	lärare	maestro	lärare	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
continuo	kontinuum	continuo	kontinuum	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
continuo	kontinuerliga	continuo	kontinuerlig	ADJ;MASC;SG	ADJ;NOM;PL
continuo	kontinuerligt	continuo	kontinuerlig	ADJ;MASC;SG	ADV
continuo	fortsatte	continuo	fortsätta	ADJ;MASC;SG	V;IND;PST;FIN;ACT
continuo	fortsättning	continuo	fortsättning	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
exploración	utforskar	exploración	utforska	N;FEM;SG	V;IND;PRS;FIN;ACT
exploración	utforska	exploración	utforsk	N;FEM;SG	V;IMP;FIN;ACT
consejos	råden	consejo	råd	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
consejos	tips	consejo	tips	N;MASC;PL	N;NOM;INDF;NEUT;SG
consejos	dricks	consejo	drick	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
consejos	rådgivning	consejo	rådgivning	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
parámetros	parametern	parámetro	parameter	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
parámetros	parameter	parámetro	paramet	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
legado	efterlevande	legado	efterlevande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
chicos	boys	chico	boys	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
componente	konstituerande	componente	konstituera	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
corrupción	korrupt	corrupción	korrupt	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
corrupción	korrumperad	corrupción	korrumperad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
corrupción	korrupta	corrupción	korrupt	N;FEM;SG	ADJ;NOM;PL
corrupción	korrumperade	corrupción	korrumperad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
externa	externt	externo	extern	ADJ;FEM;SG	ADV
externa	externa	externo	ext	ADJ;FEM;SG	N;NOM;DEF;MASC+FEM;PL
vegetales	vegetabiliskt	vegetal	vegetabilisk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
vegetales	grönsak	vegetal	grönsak	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
vegetales	vegetabiliska	vegetal	vegetabilisk	N;MASC;PL	ADJ;NOM;PL
séptima	seventh	séptimo	seventh	ADJ;FEM;SG	PROPN;NOM
signo	underteckna	signo	undertecken	N;MASC;SG	V;IMP;FIN;ACT
signo	signera	signo	signera	N;MASC;SG	V;IMP;FIN;ACT
espejo	spegla	espejo	spegel	N;MASC;SG	V;IMP;FIN;ACT
virtud	dygd	virtud	dygd		N;NOM;INDF;MASC+FEM;SG
matemático	matematiska	matemático	matematisk	ADJ;MASC;SG	ADJ;NOM;PL
matemático	matematisk	matemático	matematisk	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
matemático	matematik	matemático	matematik	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
matemático	matematiker	matemático	matematik	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;PL
feliz	glada	feliz	glad	ADJ;SG	ADJ;NOM;PL
feliz	grattis	feliz	grattis	ADJ;SG	N;NOM;INDF;NEUT;SG
feliz	nöjd	feliz	nöjd	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
feliz	lyckliga	feliz	lycklig	ADJ;SG	ADJ;NOM;PL
mapas	karta	mapa	karta	N;MASC;PL	N;NOM;INDF;NEUT;SG
mapas	kartlägga	mapa	kartlägga	N;MASC;PL	V;IMP;NFIN;ACT
mapas	kartan	mapa	karta	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
molecular	molekylär	molecular	molekylär	ADJ;SG	N;NOM;INDF;MASC+FEM;SG
molecular	molekylära	molecular	molekylär	ADJ;SG	ADJ;NOM;PL
ciudadano	medborgare	ciudadano	medborgare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
concretamente	konkret	concretamente	konkret	ADV	ADJ;NOM;INDF;NEUT;SG
cónsul	konsuln	cónsul	konsuln	N;MASC;SG	PROPN;NOM
malvinas	malvinas	malvina	malvin	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
dallas	dallas	dalla	dalla	N;FEM;PL	PROPN;NOM
capturado	tillfångatagna	capturado	tillfångatagen	ADJ;MASC;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
capturado	fångade	capturado	fånga	ADJ;MASC;SG;V.PTCP	V;NOM;PL;PST;V.PTCP
capturado	tillfångatagen	capturado	tillfångatag	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;MASC+FEM;SG
cerrada	låsta	cerrado	låsa	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
cerrada	stängda	cerrado	stänga	ADJ;FEM;SG;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
huesca	huesca	huesca	huesca	N;FEM;SG	PROPN;NOM
célebre	firat	célebre	fira	ADJ;SG	V;V.CVB;ACT
célebre	firas	célebre	fira	ADJ;SG	V;IND;PRS;FIN;PASS
célebre	firade	célebre	fira	ADJ;SG	V;IND;PST;FIN;ACT
hablando	talande	hablar	tala	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
hablando	talande	hablar	tala	V;V.MSDR	ADJ;NOM;PRS;V.PTCP
asesor	rådgivare	asesor	rådgivare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
asesor	rådgivare	asesor	rådgivare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
tanques	stridsvagn	tanque	stridsvagn	N;MASC;PL	N;NOM;INDF;NEUT;SG
tanques	tank	tanque	tank	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
tanques	tanks	tanque	tank	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
informes	anmäla	informe	anmäla	N;MASC;PL	V;IMP;FIN;ACT
informes	rapporterar	informe	rapportera	N;MASC;PL	V;IND;PRS;FIN;ACT
informes	anmäler	informe	anmäla	N;MASC;PL	V;IND;PRS;FIN;ACT
informes	rapportering	informe	rapportering	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
informes	rapporterar	informe	rapportera	N;MASC;PL	V;IND;PRS;FIN;ACT
harris	harris	harris	harris	PROPN	N;NOM;INDF;MASC+FEM;SG
expresa	uttrycka	expresar	uttrycka	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
expresa	express	expresar	express	V;IND;SG;3;PRS;FIN	PROPN;NOM
expresa	expressen	expresar	expresse	V;IND;SG;3;PRS;FIN	PROPN;NOM
proteína	proteiner	proteína	protein	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
sexuales	sexuell	sexual	sexuell	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
sexuales	sexuellt	sexual	sexuell	ADJ;PL	ADV
sexuales	kön	sexual	kön	ADJ;PL	N;NOM;INDF;NEUT;SG
sexuales	sex	sexual	sex	ADJ;PL	NUM;NOM
espalda	tillbaks	espalda	tillbaks	N;FEM;SG	ADV
espalda	tillbaka	espalda	tillbaka	N;FEM;SG	ADV
espalda	bakåt	espalda	bakåt	N;FEM;SG	ADV
espalda	backa	espalda	backa	N;FEM;SG	V;IMP;FIN;ACT
espalda	backar	espalda	backa	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
