oklahoma	οκλαχόμα	oklahoma	οκλαχόμα		PROPN;NOM;FEM;SG
palæstinensiske	παλαιστινιακό	palæstinensisk	παλαιστινιακός	ADJ;PL	ADJ;NOM;NEUT;SG
palæstinensiske	παλαιστινιακή	palæstinensisk	παλαιστινιακός	ADJ;PL	ADJ;NOM;FEM;SG
palæstinensiske	παλαιστίνιοι	palæstinensisk	παλαιστίνιος	ADJ;PL	PROPN;NOM;MASC;PL
wiener	βιέννης	wiener	βιέννης	N;INDF;MASC+FEM;SG	PROPN;GEN;FEM;SG
wiener	βιέννη	wiener	βιέννος	N;INDF;MASC+FEM;SG	PROPN;ACC;FEM;SG
colin	κόλιν	colin	κόλιν	N;INDF;MASC+FEM;SG	
colin	colin	colin	colin	N;INDF;MASC+FEM;SG	
spd	εεπ	spd	εεπ		N
interwiki	inter	interwiki	inter		
syriske	συρίας	syrisk	συρία	ADJ;PL	PROPN;GEN;FEM;SG
matthias	ματίας	matthias	ματία		PROPN;NOM;FEM;SG
matthias	matthias	matthias	matthias		
moss	μος	moss	μος		
anvendelser	χρησιμοποιεί	anvendelse	χρησιμοποιώ	N;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
kontrolleret	ελέγχεται	kontrollere	ελέγχω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrolleret	ελεγχόμενες	kontrollere	ελεγχόμενος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
kontrolleret	επαληθεύεται	kontrollere	επαληθεύω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
kontrolleret	επαλήθευση	kontrollere	επαλήθευση	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG
break	διάλειμμα	break	διάλειμμα		N;NOM;NEUT;SG
break	σπάσε	break	σπάω		V;IPFV;IND;SG;1;PST;FIN;ACT
break	διακοπή	break	διακοπή		N;ACC;FEM;SG
break	σπάσιμο	break	σπάσιμο		N;NOM;NEUT;SG
done	κάνει	done	κάνω		V;IPFV;IND;SG;3;PRS;FIN;ACT
done	έγινε	done	γίνομαι		V;PFV;IND;SG;3;PST;FIN;PASS
done	εγινε	done	εγίνομαι		V;PFV;IND;SG;3;PST;FIN;PASS
elias	ηλία	elias	ηλία	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
elias	ηλίας	elias	ηλία	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
hertz	χερτζ	hertz	χερτζ	N;INDF;MASC+FEM;SG	NUM
nancy	νάνσι	nancy	νάνσι		
nancy	νάνσυ	nancy	νάνσυ		PROPN;NOM;FEM;SG
glee	glee	gle	glee	N;INDF;MASC+FEM;SG	
spirit	πνεύμα	spirit	πνεύμα		N;NOM;NEUT;SG
spirit	πνευμα	spirit	πνευμα		N;NOM;NEUT;SG
fed	λίπος	fed	λίπος	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
tusinder	χιλιάδες	tusinde	χιλιάδα	N;INDF;NEUT;PL	NUM;NOM;FEM;PL
shepherd	σέπερντ	shepherd	σέπερντ		N
shepherd	βοσκός	shepherd	βοσκός		ADJ;NOM;MASC;SG
shepherd	ποιμένας	shepherd	ποιμένας		N;NOM;MASC;SG
thompson	thompson	thompson	thompson		
thompson	τόμπσον	thompson	τόμπσον		
thompson	τόμσον	thompson	τόμσον		
daily	ημερήσια	daily	ημερήσιος		ADJ;NOM;FEM;SG
daily	καθημερινή	daily	καθημερινός		ADJ;NOM;FEM;SG
daily	καθημερινές	daily	καθημερινός		ADJ;NOM;FEM;PL
daily	καθημερινά	daily	καθημερινά		ADV
sagn	θρύλοι	sagn	θρύλος	N;INDF;NEUT;SG	N;NOM;MASC;PL
sagn	θρύλους	sagn	θρύλος	N;INDF;NEUT;SG	N;ACC;MASC;PL
sagn	μύθοι	sagn	μύθος	N;INDF;NEUT;SG	N;NOM;MASC;PL
blank	κενό	blank	κενό	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dårligere	χειρότερη	dårlig	κακός	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
dårligere	χειρότερο	dårlig	κακός	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
dårligere	χειρότερος	dårlig	κακός	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
alpes	alpes	alpes	alpes	N;INDF;MASC+FEM;SG	
nature	φύση	natur	φύση		N;NOM;FEM;SG
nature	φυση	natur	φυση		N;NOM;FEM;SG
aktuelt	νυν	aktuel	νυν	ADJ;INDF;NEUT;SG	N
aktuelt	ρεύμα	aktuel	ρεύμα	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
aktuelt	τρέχουσες	aktuel	τρέχων	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
speed	ταχύτητα	speed	ταχύτητα		N;ACC;FEM;SG
speed	στροφές	speed	στροφή		N;NOM;FEM;PL
argentinske	αργεντινής	argentinsk	αργεντινός	ADJ;PL	ADJ;GEN;FEM;SG
zagreb	ζάγκρεμπ	zagreb	ζάγκρεμπ		
leningrad	λένινγκραντ	leningrad	λένινγκραντ	N;INDF;MASC+FEM;SG	
tilfældigt	τυχαίος	tilfældigt	τυχαίος	ADV	ADJ;NOM;MASC;SG
tilfældigt	τυχαίο	tilfældigt	τυχαίος	ADV	ADJ;NOM;NEUT;SG
tilfældigt	σύμπτωση	tilfældigt	σύμπτωση	ADV	N;NOM;FEM;SG
tilfældigt	συμπτώσεις	tilfældigt	σύμπτωση	ADV	N;NOM;FEM;PL
atlantis	ατλαντίδα	atlantis	ατλαντίδα	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
smart	smart	smart	smart	ADJ;INDF;SG	
fangenskab	αιχμάλωτη	fangenskab	αιχμάλωτος	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
fangenskab	δεσμευμένη	fangenskab	δεσμεύω	N;INDF;MASC+FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
fangenskab	αιχμάλωτος	fangenskab	αιχμάλωτος	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
holding	κρατώντας	holding	κρατώ	N;INDF;MASC+FEM;SG	V;IPFV;V.CVB;ACT
holding	holding	holding	holding	N;INDF;MASC+FEM;SG	
oder	oder	oder	oder		
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	
turner	τέρνερ	turner	τέρνερ	N;INDF;MASC+FEM;SG	
primitive	πρωτόγονο	primitiv	πρωτόγονο	ADJ;PL	N;NOM;NEUT;SG
primitive	πρωτόγονη	primitiv	πρωτόγονος	ADJ;PL	ADJ;NOM;FEM;SG
wing	πτέρυγα	wing	πτέρυγα		N;NOM;FEM;SG
wing	wing	wing	wing		
wing	φτερό	wing	φτερός		N;NOM;NEUT;SG
nytte	χρησιμότητα	nytte	χρησιμότητα	V;NFIN;ACT	N;ACC;FEM;SG
nytte	χρησιμότητα	nytte	χρησιμότητα	V;NFIN;ACT	N;ACC;FEM;SG
nytte	χρησιμότητας	nytte	χρησιμότητα	V;NFIN;ACT	N;GEN;FEM;SG
ligue	ligue	ligue	ligue	N;INDF;MASC+FEM;SG	
joan	ιωάννα	joan	ιωάννα		PROPN;NOM;FEM;SG
joan	joan	joan	joan		
joan	τζόαν	joan	τζόω		
joan	τζοάν	joan	τζοά		N
afhængige	εξαρτημένος	afhængig	εξαρτημένος	ADJ;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
afhængige	εξαρτημένη	afhængig	εξαρτημένος	ADJ;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
afhængige	εθισμένη	afhængig	εθίζω	ADJ;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
afhængige	εθισμένος	afhængig	εθισμένος	ADJ;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
dirty	βρώμικο	dirty	βρώμικος		ADJ;NOM;NEUT;SG
dirty	βρώμικη	dirty	βρώμικος		ADJ;NOM;FEM;SG
dirty	βρώμικα	dirty	βρώμικα		ADJ;NOM;NEUT;PL
dirty	βρώμικος	dirty	βρώμικος		ADJ;NOM;MASC;SG
cirkus	τσίρκα	cirkus	τσίρκα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
hud	χαντ	hud	χαντ	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skyder	ρίξε	skyde	ρίχνω	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;1;PST;FIN;ACT
skyder	πυροβόλα	skyde	πυροβόλο	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
skyder	σκοποβολή	skyde	σκοποβολή	V;IND;PRS;FIN;ACT	
skyder	πυροβολισμοί	skyde	πυροβολισμός	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
skyder	γυρίσματα	skyde	γύρισμα	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
skyder	πυροβολισμός	skyde	πυροβολισμός	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
skyder	πυροβολισμό	skyde	πυροβολισμός	V;IND;PRS;FIN;ACT	N;ACC;MASC;SG
skyder	απόλυση	skyde	απόλυση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
præsenterede	παρουσίασε	præsentere	παρουσιάζω	V;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
præsenterede	παρουσιάζεται	præsentere	παρουσιάζω	V;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
præsenterede	παρουσιάστηκε	præsentere	παρουσιάζω	V;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
dekoreret	διακοσμημένα	dekorere	διακοσμημένος	V;INDF;SG;PST;V.PTCP	ADV
bin	μπιν	bin	μπιν		
floyd	φλόιντ	floyd	φλόιντ		N
hegn	ξιφασκία	hegn	ξιφασκία	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG
hegn	φράχτες	hegn	φράχ	N;INDF;NEUT;SG	N;NOM;MASC;PL
liège	λιέγη	liège	λιέγη		PROPN;ACC;FEM;SG
lilla	μοβ	lilla	μοβ		N
lilla	πορφυρό	lilla	πορφυρός		N;NOM;NEUT;SG
lilla	μωβ	lilla	μωβ		N;NOM;NEUT;SG
bros	αδέρφια	bros	αδέρφι		N;NOM;NEUT;PL
bros	bros	bros	bros		
groft	τραχύ	groft	τραχύς	ADV	ADJ;NOM;NEUT;SG
groft	τραχύ	groft	τραχύς	ADV	ADJ;NOM;NEUT;SG
overdrev	υπερβολές	overdrev	υπερβολή	N;INDF;NEUT;SG	N;NOM;FEM;PL
ledsaget	συνοδεύεται	ledsag	συνοδεύω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
ledsaget	συνοδεύονται	ledsag	συνοδεύω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
ledsaget	συνοδευόμενη	ledsag	συνοδευόμενος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
iowa	αϊόβα	iowa	αϊόβα		
drager	χαρταετούς	drage	χαρταετής	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
drager	δράκους	drage	δράκος	V;IND;PRS;FIN;ACT	N;ACC;MASC;PL
drager	δράκων	drage	δράκος	V;IND;PRS;FIN;ACT	N;GEN;MASC;PL
drager	δράκοι	drage	δράκος	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
butler	μπάτλερ	butle	μπάτλερ	N;INDF;MASC+FEM;SG	
marina	μαρίνα	marina	μαρίνα	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
konsul	ύπατος	konsul	ύπατος	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
sværere	σκληρότερα	svær	σκληρά	ADJ;CMPR	ADV;CMPR
cfg	cfg	cfg	cfg		N
teknikken	τεχνική	teknik	τεχνικός	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
pablo	πάμπλο	pablo	πάμπλο		
split	διαχωρισμός	split	διαχωρισμός		N;NOM;MASC;SG
split	διάσπαση	split	διάσπαση		N;NOM;FEM;SG
split	σπλιτ	split	σπλιτ		
split	διαίρεση	split	διαίρεση		N;NOM;FEM;SG
split	μοιρασιά	split	μοιρασία		N;ACC;FEM;SG
johnston	τζόνστον	johnston	τζόνστος	N;INDF;MASC+FEM;SG	
luftwaffe	λουφτβάφε	luftwaffe	λουφτβάφω	N;INDF;MASC+FEM;SG	
begrænsninger	περιορισμός	begrænsning	περιορισμός	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
mystiske	μυστήριος	mystisk	μυστήριος	ADJ;PL	ADJ;NOM;MASC;SG
mystiske	μυστηριώδης	mystisk	μυστηριώδης	ADJ;PL	ADJ;NOM;MASC;SG
mystiske	μυστηριώδη	mystisk	μυστηριώδη	ADJ;PL	ADV
mystiske	μυστηριώδες	mystisk	μυστηριώδης	ADJ;PL	ADJ;NOM;NEUT;SG
mystiske	μυστικιστικό	mystisk	μυστικιστικός	ADJ;PL	ADJ;NOM;NEUT;SG
mystiske	mystic	mystisk	mystic	ADJ;PL	
paradise	paradise	paradis	paradise	N;INDF;MASC+FEM;SG	
sri	σρι	sri	σρι	PROPN	
kvartfinalen	προημιτελικούς	kvartfinale	προημιτελικός	N;DEF;MASC+FEM;SG	ADJ;ACC;MASC;PL
filosofisk	φιλοσοφική	filosofisk	φιλοσοφικός	ADV	ADJ;NOM;FEM;SG
glade	ευτυχής	glad	ευτυχής	ADJ;PL	ADJ;NOM;MASC;SG
glade	ευτυχισμένη	glad	ευτυχίζω	ADJ;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
glade	χαρούμενος	glad	χαρούμενος	ADJ;PL	ADJ;NOM;MASC;SG
glade	χαρούμενη	glad	χαρούμενος	ADJ;PL	ADJ;NOM;FEM;SG
glade	ευτυχισμένος	glad	ευτυχισμένος	ADJ;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
cola	κόκα	cola	κόκα		
cola	κοκ	cola	κοκ		N
cola	κόλα	cola	κόλα		
cola	cola	cola	cola		
overlay	επικάλυψη	overlay	επικάλυψη		N;NOM;FEM;SG
queens	βασίλισσες	que	βασίλισσα	N;GEN;DEF;MASC+FEM;SG	N;NOM;FEM;PL
queens	κουίνς	que	κουίνς	N;GEN;DEF;MASC+FEM;SG	PROPN;GEN;FEM;SG
afsluttende	τελείωμα	afslutte	τελείωμα	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	φινίρισμα	afslutte	φινίρισμα	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	κλείσιμο	afslutte	κλείσιμο	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	τελικός	afslutte	τελικός	V;PRS;V.PTCP	ADJ;NOM;MASC;SG
afsluttende	τελικό	afslutte	τελικός	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
afsluttende	τελικο	afslutte	τελικο	V;PRS;V.PTCP	N;NOM;NEUT;SG
afsluttende	τελική	afslutte	τελικός	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
utah	γιούτα	utah	γιούτα		
rigeste	πλουσιότερος	rig	πλούσι	ADJ;DEF;RL	ADJ;NOM;CMPR;MASC;SG
joint	άρθρωση	joint	άρθρωση		N;ACC;FEM;SG
ondt	σατανικό	ondt	σατανικός	ADV	ADJ;NOM;NEUT;SG
ondt	κακό	ondt	κακός	ADV	ADJ;NOM;NEUT;SG
ondt	πληγωμένος	ondt	πληγωμένος	ADV	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ondt	πληγωμένη	ondt	πληγώνω	ADV	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ondt	σκληρός	ondt	σκληρός	ADV	ADJ;NOM;MASC;SG
ondt	σκληρό	ondt	σκληρός	ADV	ADJ;NOM;NEUT;SG
ondt	σκληρή	ondt	σκληρός	ADV	ADJ;NOM;FEM;SG
fattig	καημένε	fattig	κατμένω	ADJ;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
fattig	φτωχός	fattig	φτωχός	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fattig	φτωχοί	fattig	φτωχός	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;PL
mainsnak	mainsnak	mainsnak	mainsnak		
dagmar	ντάγκμαρ	dagmar	ντάγκμαρ	N;INDF;MASC+FEM;SG	
avanceret	προηγμένη	avanceret	προηγμένος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
avanceret	προηγμένο	avanceret	προηγμένος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
udsatte	αναβολή	udsat	αναβολή	ADJ;PL	N;NOM;FEM;SG
udsatte	αναβληθεί	udsat	αναβάλλω	ADJ;PL	V;PFV;NFIN;PASS
udsatte	αναβλήθηκε	udsat	αναβάλλω	ADJ;PL	V;PFV;IND;SG;3;PST;FIN;PASS
udsatte	αναβάλλεται	udsat	αναβάλλω	ADJ;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
udsatte	ευάλωτη	udsat	ευάλωτος	ADJ;PL	ADJ;NOM;FEM;SG
udsatte	ευάλωτος	udsat	ευάλωτος	ADJ;PL	ADJ;NOM;MASC;SG
craig	craig	craig	craig		
craig	κρεγκ	craig	κρεγκ		
varieret	ποικίλες	variere	ποικίλος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
stjernen	star	stjerne	star	N;DEF;MASC+FEM;SG	
stjernen	σταρ	stjerne	σταρ	N;DEF;MASC+FEM;SG	
bonn	βόννη	bonn	βόννη	PROPN	PROPN;ACC;FEM;SG
smal	στενό	smal	στενός	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
smal	στενός	smal	στενός	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
mekaniske	μηχανικά	mekanisk	μηχανικά	ADJ;PL	ADV
mekaniske	μηχανικό	mekanisk	μηχανικός	ADJ;PL	ADJ;NOM;NEUT;SG
farvande	γουότερς	farvand	γουότερ	N;INDF;NEUT;PL	ADJ;NOM;CMPR;MASC;SG
platforme	πλατφόρμες	platform	πλατφόρμος	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;PL
gener	ενόχληση	gen	ενόχληση	N;INDF;NEUT;PL	N;ACC;FEM;SG
understøtter	στηρίγματα	understøtte	στήριγμα	V;IND;PRS;FIN;ACT	N;NOM;NEUT;PL
flytning	κινείται	flytning	κινώ	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
undersøgte	εξετάστηκαν	undersøge	εξετάζω	V;IND;PST;FIN;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
undersøgte	εξετάστηκε	undersøge	εξετάζω	V;IND;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
mexicansk	μεξικάνος	mexicansk	μεξικάνος	ADJ;INDF;SG	ADV
gottlieb	γκότλιμπ	gottlie	γκότλιμπ	N;INDF;MASC+FEM;SG	
jung	γιουνγκ	jung	γιουνγκ		NUM;NOM;MASC;SG
jung	τζουνγκ	jung	τζουνγκ		N
sheffield	σέφιλντ	sheffield	σέφιλντ		
offensiven	προσβλητικό	offensiv	προσβλητικός	N;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
offensiven	προσβλητική	offensiv	προσβλητικός	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
truman	τρούμαν	truman	τρούμαν		
harbor	χάρμπορ	harbor	χάρμπορ		
riges	ράιχ	rig	ράιχ	ADJ;GEN	
cm³	cm³	cm³	cm³		N
wisconsin	ουισκόνσιν	wisconsin	ουισκόνσιν	N;INDF;NEUT;SG	
deutschen	deutschen	deutschen	deutschen	N;INDF;MASC+FEM;SG	
crystal	κρύσταλ	crystal	κρύσταλ		N
crystal	κρίσταλ	crystal	κρίσταλ		
crystal	κρύσταλλος	crystal	κρύσταλλος		N;NOM;MASC;SG
crystal	κρύσταλλο	crystal	κρύσταλλος		N;NOM;NEUT;SG
crystal	κρυσταλλική	crystal	κρυσταλλικός		ADJ;NOM;FEM;SG
sid	sid	sid	sid	N;INDF;MASC+FEM;SG	
sid	σιντ	sid	σιντ	N;INDF;MASC+FEM;SG	
homo	χόμο	homo	χόμος		N;NOM;MASC;SG
malcolm	μάλκολμ	malcolm	μάλκολμ		
malcolm	μάλκομ	malcolm	μάλκομ		N;NOM;NEUT;SG
fugtige	υγρή	fugtig	υγρή	ADJ;PL	ADJ;NOM;FEM;SG
fugtige	υγρός	fugtig	υγρός	ADJ;PL	ADJ;NOM;MASC;SG
fugtige	υγρό	fugtig	υγρό	ADJ;PL	N;NOM;NEUT;SG
fugtige	υγρασία	fugtig	υγρασία	ADJ;PL	N;NOM;FEM;SG
cat	κατ	cat	κατ		ADP
cat	γάτα	cat	γάτα		N;NOM;FEM;SG
cat	γάτος	cat	γάτος		N;NOM;MASC;SG
cat	cat	cat	cat		
sild	ρέγγα	sild	ρέγγα	N;INDF;MASC+FEM;PL	PROPN;NOM;FEM;SG
sild	ρέγγας	sild	ρέγγα	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
wanderers	γουόντερερς	wandere	γούον	N;INDF;MASC+FEM;SG	
commonwealth	κοινοπολιτείας	commonwealth	κοινοπολιτεία		N;GEN;FEM;SG
commonwealth	κοινοπολιτεία	commonwealth	κοινοπολιτεία		N;NOM;FEM;SG
kunstig	τεχνητά	kunstig	τεχνητός	ADJ;INDF;MASC+FEM;SG	ADV
kunstig	τεχνητές	kunstig	τεχνητής	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
dos	dos	dos	dos		
oregon	όρεγκον	oregon	όρεγκον		
bordeaux	μπορντώ	bordeaux	μπορντώ		
bordeaux	μπορντό	bordeaux	μπορντό		PROPN;NOM;NEUT;SG
earl	ερλ	earl	ερλ		
bæres	φορέσει	bære	φορώ	V;IND;PRS;FIN;PASS	V;PFV;NFIN;ACT
heeresgruppe	heeresgruppe	heeresgruppe	heeresgruppe	N;INDF;MASC+FEM;SG	
mistanke	υποψίες	mistanke	υποψία	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mistanke	ύποπτος	mistanke	ύποπτος	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mistanke	ύποπτο	mistanke	ύποπτος	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mistanke	ύποπτη	mistanke	ύποπτος	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
mistanke	ύποπτος	mistanke	ύποπτος	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
mistanke	υποψίες	mistanke	υποψία	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
digitalt	ψηφιακά	digitalt	ψηφιακά	ADJ;INDF;NEUT;SG	ADV
digitalt	ψηφιακές	digitalt	ψηφιακός	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
digitalt	digital	digitalt	digital	ADJ;INDF;NEUT;SG	
paradis	paradise	paradis	paradise	N;INDF;NEUT;SG	
svømmer	κολύμβηση	svømme	κολύμβηση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
svømmer	κολύμπι	svømme	κολύμπι	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
svømmer	κολυμβητής	svømme	κολυμβητής	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
maine	μέιν	maine	μέιν	N;INDF;MASC+FEM;SG	
afgrænset	ορίζεται	afgrænse	ορίζω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
afgrænset	καθορισμένα	afgrænse	καθορίζω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
afgrænset	οριοθετημένες	afgrænse	οριοθετημένος	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
afgrænset	οριοθετούνται	afgrænse	οριοθετώ	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
moderat	μέτρια	moderat	μέτρι	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
moderat	μέτριο	moderat	μέτριο	ADJ;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
moderat	μετρίως	moderat	μετρίως	ADJ;INDF;MASC+FEM;SG	ADV
brændende	καύση	brænde	καύση	V;PRS;V.PTCP	N;NOM;FEM;SG
brændende	κάψιμο	brænde	κάψιμο	V;PRS;V.PTCP	N;NOM;NEUT;SG
friends	φίλους	friends	φίλος	V;PRS;V.PTCP	N;NOM;MASC;PL
friends	φίλες	friends	φίλος	V;PRS;V.PTCP	N;NOM;FEM;PL
friends	friends	friends	friends	V;PRS;V.PTCP	
friends	φίλοι	friends	φίλος	V;PRS;V.PTCP	N;VOC;MASC;PL
friends	φιλοι	friends	φιλος	V;PRS;V.PTCP	N;NOM;MASC;PL
kontinent	ήπειρος	kontinent	ήπειρος	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG
kontinent	ηπείρου	kontinent	Ήπειρος	N;INDF;NEUT;SG	PROPN;GEN;FEM;SG
gemt	κρυμμένο	gemme	κρυμμένο	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
gemt	κρυμμένα	gemme	κρύμμενος	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
gemt	αποθηκευμένα	gemme	αποθηκεύω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
gemt	αποθηκευμένες	gemme	αποθηκεύω	V;INDF;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
oplyste	lit	oplyse	lit	V;IND;PST;FIN;ACT	
oplyste	φωτισμένος	oplyse	φωτισμένος	V;IND;PST;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
tang	τανγκ	tang	τανγκ	N;INDF;MASC+FEM;SG	
tang	φύκια	tang	φύκιο	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
opretter	δημιουργείται	oprette	δημιουργώ	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
opretter	δημιουργήστε	oprette	δημιουργώ	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
opretter	δημιουργία	oprette	δημιουργία	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
opretter	δημιουργού	oprette	δημιουργός	V;IND;PRS;FIN;ACT	N;GEN;MASC;SG
opretter	δημιουργός	oprette	δημιουργός	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
opretter	δημιουργό	oprette	δημιουργός	V;IND;PRS;FIN;ACT	N;ACC;MASC;SG
midterste	μεση	midter	μεσος	ADJ;DEF;RL	N;NOM;FEM;SG
midterste	μεσαία	midter	μεσαίος	ADJ;DEF;RL	ADV
midterste	μέση	midter	μέσο	ADJ;DEF;RL	N;NOM;FEM;SG
midterste	μεσαίο	midter	μεσαίος	ADJ;DEF;RL	N;NOM;NEUT;SG
forkerte	λάθος	forkert	λάθος	ADJ;PL	N;NOM;NEUT;SG
affald	απόβλητο	affald	απόβλητος	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
affald	απορρίμματα	affald	απόρριμμα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
affald	αποβλήτων	affald	απόβλητος	N;INDF;NEUT;SG	N;GEN;NEUT;PL
affald	απόβλητα	affald	απόβλητα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
affald	απόβλητα	affald	απόβλητα	N;INDF;NEUT;SG	N;NOM;NEUT;PL
