категорія	категории	категорія	категория	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
маленький	мало	маленький	мало	ADJ;NOM;MASC;SG	ADV
маленький	маленькие	маленький	маленький	ADJ;NOM;MASC;SG	ADJ;NOM;PL
заміни	wildcard	заміна	wildcard	N;INAN;NOM;FEM;PL	PROPN
лариса	лариса	лариса	лариса	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
підготував	подготовленные	підготувати	подготовить	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
калібру	калибр	калібра	калибр	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
співпрацю	сотрудничество	співпраця	сотрудничество	N;INAN;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
хлопець	ги	хлопець	ги	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
грецькі	греческая	грецький	греческий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
грецькі	греки	грецький	грек	ADJ;NOM;PL	N;ANIM;NOM;MASC;PL
грецькі	греков	грецький	грек	ADJ;NOM;PL	N;ANIM;GEN;MASC;PL
грецькі	греческий	грецький	греческий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
мексика	мексику	мексик	мексика	PROPN;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
мексика	мексики	мексик	мексика	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
мексика	мексика	мексик	мексика	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
використано	используется	використати	использовать	V;PFV;IND;0;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
використано	используемый	використати	использовать	V;PFV;IND;0;FIN	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
використано	используемые	використати	использовать	V;PFV;IND;0;FIN	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
глибини	глубин	глибина	глубина	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
дату	свидание	дата	свидание	N;INAN;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
дату	дата	дата	дата	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
очей	глаз	око	глаз	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;SG
очей	глаза	око	глаз	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
очей	глазки	око	глазок	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
опубліковані	разместил	опублікований	разместить	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
опубліковані	опубликовано	опублікований	опубликовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
опубліковані	опубликовал	опублікований	опубликовать	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
модифікація	пересмотра	модифікація	пересмотр	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG
заборону	запретить	заборона	запретить	N;INAN;ACC;FEM;SG	V;PFV;NFIN;ACT
заборону	запрет	заборона	запрет	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
заборону	бан	заборона	бан	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
глибоко	глубокую	глибоко	глубокий	ADV	ADJ;ACC;FEM;SG
глибоко	глубокое	глибоко	глубокий	ADV	ADJ;NOM;NEUT;SG
глибоко	глубокая	глибоко	глубокий	ADV	ADJ;NOM;FEM;SG
глибоко	глубокие	глибоко	глубокий	ADV	ADJ;NOM;PL
глибоко	глубокий	глибоко	глубокий	ADV	ADJ;NOM;MASC;SG
вірменія	армении	вірменія	армение	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
вірменія	армения	вірменія	армение	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
серйозно	серьезная	серйозно	серьезный	ADV	ADJ;NOM;FEM;SG
серйозно	серьезный	серйозно	серьезный	ADV	ADJ;NOM;MASC;SG
серйозно	серьёзные	серйозно	серьезный	ADV	ADJ;NOM;PL
серйозно	серьезные	серйозно	серьезный	ADV	ADJ;NOM;PL
словаччині	словакии	словаччина	словакия	PROPN;INAN;DAT;FEM;SG	N;INAN;NOM;FEM;PL
словаччині	словакия	словаччина	словакия	PROPN;INAN;DAT;FEM;SG	N;INAN;NOM;FEM;SG
георг	георг	георг	георг	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
георг	джордж	георг	джордж	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
георг	георгий	георг	георгий	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
георг	георг	георг	георг	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
дивно	странная	дивно	странный	ADV	ADJ;NOM;FEM;SG
дивно	странное	дивно	странный	ADV	ADJ;NOM;NEUT;SG
дивно	странный	дивно	странный	ADV	ADJ;NOM;MASC;SG
дивно	странно	дивно	странный	ADV	ADJ;NEUT;SG
дивно	странные	дивно	странный	ADV	ADJ;NOM;PL
дивно	странная	дивно	странный	ADV	ADJ;NOM;FEM;SG
дивно	странное	дивно	странный	ADV	ADJ;NOM;NEUT;SG
дивно	странный	дивно	странный	ADV	ADJ;NOM;MASC;SG
дивно	странно	дивно	странный	ADV	ADJ;NEUT;SG
дивно	странные	дивно	странный	ADV	ADJ;NOM;PL
дивно	странно	дивно	странный	ADV	ADJ;NEUT;SG
данила	данила	данити	данить	V;PFV;FEM;IND;SG;PST;FIN	N;ANIM;NOM;FEM;SG
наявні	доступно	наявний	доступный	ADJ;NOM;PL	ADJ;NEUT;SG
наявні	доступен	наявний	доступный	ADJ;NOM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
наявні	имеющихся	наявний	иметься	ADJ;NOM;PL	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
італійської	итальянское	італійський	итальянский	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
італійської	итальянский	італійський	итальянский	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
італійської	итальянцы	італійський	итальянец	ADJ;GEN;FEM;SG	N;ANIM;NOM;MASC;PL
італійської	итальянские	італійський	итальянский	ADJ;GEN;FEM;SG	ADJ;NOM;PL
італійської	итальянская	італійський	итальянский	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG
італійської	италии	італійський	италия	ADJ;GEN;FEM;SG	N;INAN;NOM;FEM;PL
тепла	тепло	тепло	теплый	N;INAN;NOM;NEUT;SG	ADJ;NEUT;SG
тепла	теплая	тепло	теплый	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
тепла	теплые	тепло	теплый	N;INAN;NOM;NEUT;SG	ADJ;NOM;PL
тепла	тёплый	тепло	тёплый	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
тепла	теплый	тепло	теплый	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
внутрішня	внутренние	внутрішній	внутренний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
внутрішня	внутреннего	внутрішній	внутренний	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
кожну	каждая	кожний	каждый	DET;ACC;FEM;SG	DET;NOM;FEM;SG
кожну	каждому	кожний	каждый	DET;ACC;FEM;SG	DET;DAT;MASC;SG
кожну	каждый	кожний	каждый	DET;ACC;FEM;SG	DET;NOM;MASC;SG
кожну	каждое	кожний	каждый	DET;ACC;FEM;SG	DET;NOM;NEUT;SG
наше	наши	наш	наш	DET;NOM;NEUT;SG;1	DET;NOM;PL
православний	православной	православний	православный	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
відповідність	сопоставления	відповідність	сопоставление	N;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
показана	показаны	показаний	показать	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
показана	показана	показаний	показать	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
показана	показано	показаний	показать	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
показана	показан	показаний	показать	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
показана	отображаться	показаний	отображаться	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IPFV;NFIN;MID
показана	отображается	показаний	отображать	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
показана	выставлены	показаний	выставить	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
показана	показано	показаний	показать	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
співпраця	сотрудничать	співпраця	сотрудничать	N;INAN;NOM;FEM;SG	V;IPFV;NFIN;ACT
венеція	венеции	венеція	венеция	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
венеція	венеция	венеція	венеция	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
венеція	venezia	венеція	venezia	PROPN;INAN;NOM;FEM;SG	PROPN
конвенції	конвенция	конвенція	конвенция	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
конвенції	конвенций	конвенція	конвенция	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
ендрю	эндрю	ендрю	эндрю	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ендрю	андрей	ендрю	андрей	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
спектр	спектра	спектр	спектр	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
колорадо	колорадо	колорадо	колорадо	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
буття	genesis	буття	genesis	N;INAN;NOM;NEUT;SG	PROPN
стів	стива	стова	стив	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
стів	стив	стова	стив	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
словника	словарь	словник	словарь	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
навіщо	зачем	навіщо	зачем		ADV
навіщо	почему	навіщо	почему		ADV
конкретних	конкретное	конкретний	конкретный	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
конкретних	конкретный	конкретний	конкретный	ADJ;GEN;PL	ADJ;NOM;MASC;SG
конкретних	конкретная	конкретний	конкретный	ADJ;GEN;PL	ADJ;NOM;FEM;SG
конкретних	конкретные	конкретний	конкретный	ADJ;GEN;PL	ADJ;NOM;PL
затока	залива	затока	залив	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG
затока	бей	затока	бей	N;INAN;NOM;FEM;SG	INTJ
затока	bay	затока	bay	N;INAN;NOM;FEM;SG	PROPN
цивільних	гражданские	цивільний	гражданский	ADJ;ACC;PL	ADJ;NOM;PL
цивільних	гражданская	цивільний	гражданский	ADJ;ACC;PL	ADJ;NOM;FEM;SG
цивільних	гражданские	цивільний	гражданский	ADJ;ACC;PL	ADJ;NOM;PL
цивільних	гражданский	цивільний	гражданский	ADJ;ACC;PL	ADJ;NOM;MASC;SG
сходження	вознесения	сходження	вознесение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
піднесення	подъёма	піднесення	подъем	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
паулу	паулу	паула	паул	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
паулу	пауло	паула	пауть	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
маріуполь	мариуполь	маріуполь	мариуполь	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
дітям	kids	дитина	kids	N;ANIM;DAT;FEM;PL	PROPN
дітям	детки	дитина	детка	N;ANIM;DAT;FEM;PL	N;ANIM;NOM;MASC;PL
дітям	дети	дитина	ребенок	N;ANIM;DAT;FEM;PL	N;ANIM;NOM;MASC;PL
росту	рост	ростий	рост	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
обрали	выбрала	обрати	выбрать	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
обрали	выбрал	обрати	выбрать	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
теодор	теодор	теодор	теодор	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
теодор	теодор	теодор	теодор	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
воріт	гейтс	воріти	гейтс	N;INAN;GEN;FEM;PL	N;ANIM;NOM;MASC;SG
воріт	ворота	воріти	ворота	N;INAN;GEN;FEM;PL	N;INAN;NOM;NEUT;PL
лот	лота	лот	лот		N;INAN;GEN;MASC;SG
лот	лот	лот	лот		N;INAN;NOM;MASC;SG
відповідний	соответствующих	відповідний	соответствовать	ADJ;NOM;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
відповідний	соответствующая	відповідний	соответствовать	ADJ;NOM;MASC;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
вільямс	вильямс	вільямс	вильямс	PROPN;ANIM;NOM;FEM;SG	N;ANIM;DAT;MASC;PL
вільямс	уильямс	вільямс	уильямс	PROPN;ANIM;NOM;FEM;SG	N;ANIM;DAT;NEUT;PL
алан	алан	алан	алан	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
сірий	серого	сірий	серый	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;SG
сірий	серые	сірий	серый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
сірий	серые	сірий	серый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
сірий	грей	сірий	грей	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG
змія	змеи	змія	змея	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;FEM;PL
ризик	риска	ризик	риск	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
ризик	риски	ризик	риск	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
спробував	покушение	спробувати	покушение	V;PFV;MASC;IND;SG;PST;FIN	N;INAN;NOM;NEUT;SG
спробував	попытка	спробувати	попытка	V;PFV;MASC;IND;SG;PST;FIN	N;INAN;NOM;FEM;SG
спробував	пытался	спробувати	пытаться	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;MID
спробував	пробовал	спробувати	пробовать	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
спробував	пробовали	спробувати	пробовать	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
спробував	пытались	спробувати	пытаться	V;PFV;MASC;IND;SG;PST;FIN	V;IPFV;IND;PL;PST;FIN;MID
мечеть	мечети	мечти	мечеть	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
гей	gay	гей	gay		PROPN
гей	гей	гей	гей		N;ANIM;NOM;MASC;SG
гей	геи	гей	гея		N;ANIM;NOM;FEM;PL
збирання	сбора	збирання	сбор	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
збирання	собираю	збирання	собирать	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
збирання	компиляции	збирання	компиляция	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
збирання	строить	збирання	строить	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
збирання	построить	збирання	строить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
плавці	пловцы	плавка	пловц	N;INAN;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
розпочали	запущен	розпочати	запустить	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;PST;V.PTCP;PASS
розпочали	запущена	розпочати	запустить	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;SG;PST;V.PTCP;PASS
август	август	август	август	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
прихильники	поддерживающие	прихильник	поддерживать	N;ANIM;NOM;MASC;PL	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
прихильники	сторонников	прихильник	сторонник	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
бей	бей	бей	бей		INTJ
пізнання	просвещения	пізнання	просвещение	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;SG
стояли	стоял	стояти	стоять	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
стояли	стояла	стояти	стоять	V;IPFV;IND;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
бажано	желательно	бажати	желательный	ADV	ADJ;NEUT;SG
бажано	желательно	бажати	желательный	ADV	ADJ;NEUT;SG
статут	правила	статут	правило	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
механіка	механики	механіка	механика	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
береги	бэнкс	берег	бэнкс	N;INAN;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
висловив	выраженные	висловити	выразить	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
ген	джин	ген	джин	N;INAN;NOM;MASC;SG	PART
ген	гена	ген	ген	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
наче	авантюристов	наче	авантюрист	PART	N;ANIM;GEN;MASC;PL
мости	мостов	міст	мост	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
ступені	каскад	ступін	каскад	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
мазепи	мазепа	мазепа	мазеп	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
атомів	атомы	атом	атом	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL
жовті	желтая	жовтий	желтый	ADJ;NOM;PL	ADJ;NOM;FEM;SG
жовті	жёлтый	жовтий	жёлтый	ADJ;NOM;PL	ADJ;NOM;MASC;SG
жовті	желтый	жовтий	желтый	ADJ;NOM;PL	ADJ;NOM;MASC;SG
повернулася	назад	повернутися	назад	V;PFV;FEM;IND;SG;PST;FIN	ADV
повернулася	back	повернутися	back	V;PFV;FEM;IND;SG;PST;FIN	PROPN
повернулася	спина	повернутися	спина	V;PFV;FEM;IND;SG;PST;FIN	N;INAN;NOM;FEM;SG
повернулася	обратно	повернутися	обратно	V;PFV;FEM;IND;SG;PST;FIN	ADV
залози	желез	залоза	железа	N;INAN;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
підрозділу	талисманы	підрозділ	талисман	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;PL
представлення	представления	представлення	представление	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
славу	известность	слава	известность	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
славу	славы	слава	слава	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
славу	слава	слава	слава	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
славу	слава	слава	слава	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
жовтого	желтая	жовтий	желтый	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
жовтого	жёлтый	жовтий	жёлтый	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
жовтого	желтые	жовтий	желтый	ADJ;GEN;MASC;SG	ADJ;NOM;PL
жовтого	желтый	жовтий	желтый	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
агентства	учреждения	агентство	учреждение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
агентства	агентства	агентство	агентство	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
агентства	агенства	агентство	агенство	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
чисельністю	банд	чисельність	банд	N;INAN;INS;FEM;SG	N;INAN;GEN;FEM;PL
чисельністю	банды	чисельність	банда	N;INAN;INS;FEM;SG	N;INAN;NOM;FEM;PL
македонія	македонии	македонія	македония	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
македонія	македония	македонія	македония	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
дипломати	дипломатов	дипломат	дипломат	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
технологічного	технологических	технологічний	технологический	ADJ;GEN;MASC;SG	ADJ;GEN;PL
технологічного	технологические	технологічний	технологический	ADJ;GEN;MASC;SG	ADJ;NOM;PL
технологічного	технологический	технологічний	технологический	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
стоять	стою	стояти	стоять	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
водяний	вода	водяний	вода	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
водяний	воды	водяний	вода	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;PL
водяний	воду	водяний	вода	ADJ;NOM;MASC;SG	N;INAN;ACC;FEM;SG
афіни	афинах	афін	афиный	PROPN;INAN;NOM	N;INAN;ESS;FEM;PL
афіни	афины	афін	афиный	PROPN;INAN;NOM	N;INAN;NOM;MASC;PL
хотіли	разыскивается	хотіти	разыскивать	V;IPFV;IND;PL;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;PASS
хотіли	хотел	хотіти	хотеть	V;IPFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
хотіли	хотела	хотіти	хотеть	V;IPFV;IND;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
швидке	быстро	швидке	быстро	ADJ;NOM;NEUT;SG	ADV
швидке	быстро	швидке	быстро	ADJ;NOM;NEUT;SG	ADV
книжка	книгу	книжка	книга	N;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
дізнається	слышит	дізнаватися	слышать	V;PFV;IND;SG;3;FUT;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
реалізація	реализует	реалізація	реализовать	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
реалізація	осуществляет	реалізація	осуществлять	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
нащадків	наследники	нащадок	наследник	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
нащадків	наследников	нащадок	наследник	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
сімферополь	симферополь	сімферополь	симферополь	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ряди	серия	ряд	серия	N;INAN;NOM;MASC;PL	N;INAN;NOM;FEM;SG
ряди	шествие	ряд	шествие	N;INAN;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
дін	динь	дін	динь		N;INAN;NOM;MASC;SG
дін	декан	дін	декан		N;ANIM;NOM;MASC;SG
дін	дин	дін	дина		N;ANIM;NOM;MASC;SG
дін	дене	дін	дена		
лісова	дерево	лісовий	дерево	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
лісова	древесина	лісовий	древесина	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
лісова	вуд	лісовий	вуд	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;SG
лісова	дрова	лісовий	дрова	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
лісова	древесины	лісовий	древесина	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
лісова	леса	лісовий	лес	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;PL
лісова	лесных	лісовий	лесной	ADJ;NOM;FEM;SG	ADJ;GEN;PL
лісова	лес	лісовий	лес	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
викликала	называется	викликати	называться	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;MID
викликала	звонил	викликати	звонить	V;PFV;FEM;IND;SG;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
усть	усть	усть	усть		N;INAN;NOM;MASC;SG
брама	врата	брама	врат	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL
брама	ворота	брама	ворота	N;INAN;NOM;FEM;SG	N;INAN;NOM;NEUT;PL
доньки	дочери	доньки	дочь	N;ANIM;NOM;FEM;PL	N;ANIM;NOM;FEM;SG
доньки	дочерей	доньки	дочь	N;ANIM;NOM;FEM;PL	N;ANIM;GEN;FEM;PL
електронні	электронная	електронний	электронный	ADJ;NOM;PL	ADJ;NOM;FEM;SG
електронні	электронное	електронний	электронный	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
електронні	электронный	електронний	электронный	ADJ;NOM;PL	ADJ;NOM;MASC;SG
загрозу	угрозой	загроза	угроза	N;INAN;ACC;FEM;SG	N;INAN;INS;FEM;SG
загрозу	угроза	загроза	угроза	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
загрозу	угроза	загроза	угроза	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
маршрути	маршрутов	маршрути	маршрут	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
звучить	звуки	звучати	звук	V;IPFV;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
поглядів	убеждения	погляд	убеждение	N;INAN;GEN;MASC;PL	N;INAN;NOM;NEUT;PL
адресу	адреса	адреса	адрес	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;PL
адресу	адрес	адреса	адрес	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
алжиру	алжир	алжира	алжир	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
алжиру	алжире	алжира	алжир	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
алжиру	алжир	алжира	алжир	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
алжиру	алжира	алжира	алжир	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
алжиру	алжире	алжира	алжир	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
александра	александра	александр	александр	PROPN;ANIM;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
кути	углов	кути	угол	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
міру	измерить	міра	измерить	N;INAN;ACC;FEM;SG	V;PFV;NFIN;ACT
міру	мера	міра	мера	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
значне	high	значний	high	ADJ;NOM;NEUT;SG	PROPN
значне	высоко	значний	высоко	ADJ;NOM;NEUT;SG	ADV
значне	высокого	значний	высокий	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
зала	hall	зала	hall	N;INAN;NOM;FEM;SG	PROPN
трек	трека	трек	трек	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL
башта	tower	башта	tower	N;INAN;NOM;FEM;SG	PROPN
майк	майк	майк	майк	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
майк	майка	майк	майка	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;FEM;SG
дністра	днестр	дністр	днестр	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
